	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034986_Candida_oregonensis
2408	OG0002408	YLR403W	snap_masked-NODE_14_length_238715_cov_71.2307_ID_27-processed-gene-1.142-mRNA-1_1&gene=snap_masked-NODE_14_length_238715_cov_71.2307_ID_27-processed-gene-1.142&CDS=1-1119
2409	OG0002409	YLR405W	snap_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-0.16-mRNA-1_1&gene=snap_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-0.16&CDS=1-1026
2410	OG0002410	YLR409C	augustus_masked-NODE_12_length_341755_cov_65.6313_ID_23-processed-gene-2.117-mRNA-1_1&gene=augustus_masked-NODE_12_length_341755_cov_65.6313_ID_23-processed-gene-2.117&CDS=1-7920
2411	OG0002411	YLR410W	augustus_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-0.75&CDS=1-3345
2412	OG0002412	YLR411W	snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-3.94-mRNA-1_1&gene=snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-3.94&CDS=1-552
2413	OG0002413	YLR412W	snap_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-0.13-mRNA-1_1&gene=snap_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-0.13&CDS=1-807
2414	OG0002414	YLR417W	snap_masked-NODE_9_length_451826_cov_59.5865_ID_17-processed-gene-3.73-mRNA-1_1&gene=snap_masked-NODE_9_length_451826_cov_59.5865_ID_17-processed-gene-3.73&CDS=1-1980
2415	OG0002415	YLR418C	snap_masked-NODE_7_length_871080_cov_57.3584_ID_13-processed-gene-1.97-mRNA-1_1&gene=snap_masked-NODE_7_length_871080_cov_57.3584_ID_13-processed-gene-1.97&CDS=1-1044
2416	OG0002416	YLR419W	maker-NODE_3_length_981849_cov_61.5484_ID_5-augustus-gene-5.43-mRNA-1_1&gene=maker-NODE_3_length_981849_cov_61.5484_ID_5-augustus-gene-5.43&CDS=1-6294
2417	OG0002417	YLR420W	snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-7.100-mRNA-1_1&gene=snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-7.100&CDS=1-1068
2418	OG0002418	YLR421C	maker-NODE_7_length_871080_cov_57.3584_ID_13-snap-gene-3.103-mRNA-1_1&gene=maker-NODE_7_length_871080_cov_57.3584_ID_13-snap-gene-3.103&CDS=1-732
2419	OG0002419	YLR422W	snap_masked-NODE_12_length_341755_cov_65.6313_ID_23-processed-gene-2.79-mRNA-1_1&gene=snap_masked-NODE_12_length_341755_cov_65.6313_ID_23-processed-gene-2.79&CDS=1-5760
2420	OG0002420	YLR424W	augustus_masked-NODE_7_length_871080_cov_57.3584_ID_13-processed-gene-1.140-mRNA-1_1&gene=augustus_masked-NODE_7_length_871080_cov_57.3584_ID_13-processed-gene-1.140&CDS=1-2097
2421	OG0002421	YLR425W	maker-NODE_2_length_1008149_cov_54.5014_ID_3-snap-gene-1.97-mRNA-1_1&gene=maker-NODE_2_length_1008149_cov_54.5014_ID_3-snap-gene-1.97&CDS=1-3828
2422	OG0002422	YLR427W	maker-NODE_1_length_1660530_cov_44.6465_ID_1-augustus-gene-1.167-mRNA-1_1&gene=maker-NODE_1_length_1660530_cov_44.6465_ID_1-augustus-gene-1.167&CDS=1-2268
2423	OG0002423	YLR429W	snap_masked-NODE_4_length_977342_cov_52.321_ID_7-processed-gene-5.64-mRNA-1_1&gene=snap_masked-NODE_4_length_977342_cov_52.321_ID_7-processed-gene-5.64&CDS=1-1875
2424	OG0002424	YLR430W	snap_masked-NODE_2_length_1008149_cov_54.5014_ID_3-processed-gene-1.48-mRNA-1_1&gene=snap_masked-NODE_2_length_1008149_cov_54.5014_ID_3-processed-gene-1.48&CDS=1-5784
2425	OG0002425	YLR433C	snap_masked-NODE_4_length_977342_cov_52.321_ID_7-processed-gene-5.75-mRNA-1_1&gene=snap_masked-NODE_4_length_977342_cov_52.321_ID_7-processed-gene-5.75&CDS=1-1650
2426	OG0002426	YLR435W	snap_masked-NODE_4_length_977342_cov_52.321_ID_7-processed-gene-5.59-mRNA-1_1&gene=snap_masked-NODE_4_length_977342_cov_52.321_ID_7-processed-gene-5.59&CDS=1-600
2427	OG0002427	YLR438C-A	augustus_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-6.19-mRNA-1_1&gene=augustus_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-6.19&CDS=1-264
2428	OG0002428	YLR438W	snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-1.33-mRNA-1_1&gene=snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-1.33&CDS=1-1299
2429	OG0002429	YLR439W	snap_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-6.155-mRNA-1_1&gene=snap_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-6.155&CDS=1-897
2430	OG0002430	YLR440C	augustus_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-6.64-mRNA-1_1&gene=augustus_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-6.64&CDS=1-2499
2431	OG0002431	YLR443W	snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-1.12-mRNA-1_1&gene=snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-1.12&CDS=1-1671
2432	OG0002432	YLR447C	snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-0.87-mRNA-1_1&gene=snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-0.87&CDS=1-1044
2433	OG0002433	YLR449W	snap_masked-NODE_4_length_977342_cov_52.321_ID_7-processed-gene-5.54-mRNA-1_1&gene=snap_masked-NODE_4_length_977342_cov_52.321_ID_7-processed-gene-5.54&CDS=1-1233
2434	OG0002434	YLR451W	augustus_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-6.77-mRNA-1_1&gene=augustus_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-6.77&CDS=1-2529
2435	OG0002435	YLR452C	augustus_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-6.79-mRNA-1_1&gene=augustus_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-6.79&CDS=1-1701
2436	OG0002436	YLR459W	snap_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-6.139-mRNA-1_1&gene=snap_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-6.139&CDS=1-1275
2437	OG0002437	YML001W	snap_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-0.19-mRNA-1_1&gene=snap_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-0.19&CDS=1-642
2438	OG0002438	YML002W	snap_masked-NODE_4_length_977342_cov_52.321_ID_7-processed-gene-4.112-mRNA-1_1&gene=snap_masked-NODE_4_length_977342_cov_52.321_ID_7-processed-gene-4.112&CDS=1-3501
2439	OG0002439	YML004C	snap_masked-NODE_15_length_146448_cov_30.7583_ID_29-processed-gene-0.66-mRNA-1_1&gene=snap_masked-NODE_15_length_146448_cov_30.7583_ID_29-processed-gene-0.66&CDS=1-978
2440	OG0002440	YML005W	snap_masked-NODE_11_length_428817_cov_65.7073_ID_21-processed-gene-1.40-mRNA-1_1&gene=snap_masked-NODE_11_length_428817_cov_65.7073_ID_21-processed-gene-1.40&CDS=1-1233
2441	OG0002441	YML007W	snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-3.85-mRNA-1_1&gene=snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-3.85&CDS=1-1347
2442	OG0002442	YML008C	snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-3.111-mRNA-1_1&gene=snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-3.111&CDS=1-1128
2443	OG0002443	YML009C	snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-8.118-mRNA-1_1&gene=snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-8.118&CDS=1-213
2444	OG0002444	YML010W	snap_masked-NODE_2_length_1008149_cov_54.5014_ID_3-processed-gene-4.83-mRNA-1_1&gene=snap_masked-NODE_2_length_1008149_cov_54.5014_ID_3-processed-gene-4.83&CDS=1-2913
2445	OG0002445	YML012W	snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-8.154-mRNA-1_1&gene=snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-8.154&CDS=1-630
2446	OG0002446	YML013W	snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-4.65-mRNA-1_1&gene=snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-4.65&CDS=1-1557
2447	OG0002447	YML014W	snap_masked-NODE_2_length_1008149_cov_54.5014_ID_3-processed-gene-4.89-mRNA-1_1&gene=snap_masked-NODE_2_length_1008149_cov_54.5014_ID_3-processed-gene-4.89&CDS=1-684
2448	OG0002448	YML015C	snap_masked-NODE_2_length_1008149_cov_54.5014_ID_3-processed-gene-4.76-mRNA-1_1&gene=snap_masked-NODE_2_length_1008149_cov_54.5014_ID_3-processed-gene-4.76&CDS=1-687
2449	OG0002449	YML018C	snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-8.113-mRNA-1_1&gene=snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-8.113&CDS=1-1185
2450	OG0002450	YML019W	snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-8.114-mRNA-1_1&gene=snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-8.114&CDS=1-987
2451	OG0002451	YML020W	snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-8.152-mRNA-1_1&gene=snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-8.152&CDS=1-2268
2452	OG0002452	YML021C	snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-8.115-mRNA-1_1&gene=snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-8.115&CDS=1-1101
2453	OG0002453	YML022W	snap_masked-NODE_2_length_1008149_cov_54.5014_ID_3-processed-gene-4.64-mRNA-1_1&gene=snap_masked-NODE_2_length_1008149_cov_54.5014_ID_3-processed-gene-4.64&CDS=1-552
2454	OG0002454	YML030W	snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-6.47-mRNA-1_1&gene=snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-6.47&CDS=1-462
2455	OG0002455	YML031W	augustus_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-5.11-mRNA-1_1&gene=augustus_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-5.11&CDS=1-1914
2456	OG0002456	YML034W	maker-NODE_2_length_1008149_cov_54.5014_ID_3-augustus-gene-7.100-mRNA-1_1&gene=maker-NODE_2_length_1008149_cov_54.5014_ID_3-augustus-gene-7.100&CDS=1-2196
2457	OG0002457	YML035C	snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-10.72-mRNA-1_1&gene=snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-10.72&CDS=1-2247
2458	OG0002458	YML038C	augustus_masked-NODE_2_length_1008149_cov_54.5014_ID_3-processed-gene-7.82-mRNA-1_1&gene=augustus_masked-NODE_2_length_1008149_cov_54.5014_ID_3-processed-gene-7.82&CDS=1-831
2459	OG0002459	YML041C	augustus_masked-NODE_18_length_51940_cov_46.4736_ID_35-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-NODE_18_length_51940_cov_46.4736_ID_35-processed-gene-0.74&CDS=1-693
2460	OG0002460	YML042W	snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-8.167-mRNA-1_1&gene=snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-8.167&CDS=1-1839
2461	OG0002461	YML043C	augustus_masked-NODE_2_length_1008149_cov_54.5014_ID_3-processed-gene-2.103-mRNA-1_1&gene=augustus_masked-NODE_2_length_1008149_cov_54.5014_ID_3-processed-gene-2.103&CDS=1-3354
2462	OG0002462	YML046W	snap_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-4.53-mRNA-1_1&gene=snap_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-4.53&CDS=1-2169
2463	OG0002463	YML048W	snap_masked-NODE_7_length_871080_cov_57.3584_ID_13-processed-gene-7.119-mRNA-1_1&gene=snap_masked-NODE_7_length_871080_cov_57.3584_ID_13-processed-gene-7.119&CDS=1-1083
2464	OG0002464	YML049C	snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-7.108-mRNA-1_1&gene=snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-7.108&CDS=1-3645
2465	OG0002465	YML050W	genemark-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-6.16-mRNA-1_1&gene=genemark-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-6.16&CDS=1-828
2466	OG0002466	YML052W	snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-14.74-mRNA-1_1&gene=snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-14.74&CDS=1-822
2467	OG0002467	YML056C	maker-NODE_8_length_763746_cov_51.4564_ID_15-snap-gene-4.45-mRNA-1_1&gene=maker-NODE_8_length_763746_cov_51.4564_ID_15-snap-gene-4.45&CDS=1-1563
2468	OG0002468	YML059C	snap_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-6.158-mRNA-1_1&gene=snap_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-6.158&CDS=1-4599
2469	OG0002469	YML060W	snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-2.36-mRNA-1_1&gene=snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-2.36&CDS=1-1134
2470	OG0002470	YML061C	snap_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-6.112-mRNA-1_1&gene=snap_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-6.112&CDS=1-2310
2471	OG0002471	YML064C	snap_masked-NODE_4_length_977342_cov_52.321_ID_7-processed-gene-5.57-mRNA-1_1&gene=snap_masked-NODE_4_length_977342_cov_52.321_ID_7-processed-gene-5.57&CDS=1-591
2472	OG0002472	YML065W	snap_masked-NODE_4_length_977342_cov_52.321_ID_7-processed-gene-5.58-mRNA-1_1&gene=snap_masked-NODE_4_length_977342_cov_52.321_ID_7-processed-gene-5.58&CDS=1-2259
2473	OG0002473	YML067C	augustus_masked-NODE_2_length_1008149_cov_54.5014_ID_3-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-NODE_2_length_1008149_cov_54.5014_ID_3-processed-gene-0.17&CDS=1-4251
2474	OG0002474	YML068W	snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-7.110-mRNA-1_1&gene=snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-7.110&CDS=1-1452
2475	OG0002475	YML069W	snap_masked-NODE_12_length_341755_cov_65.6313_ID_23-processed-gene-2.24-mRNA-1_1&gene=snap_masked-NODE_12_length_341755_cov_65.6313_ID_23-processed-gene-2.24&CDS=1-1614
2476	OG0002476	YML071C	snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-0.71-mRNA-1_1&gene=snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-0.71&CDS=1-1254
2477	OG0002477	YML075C	snap_masked-NODE_7_length_871080_cov_57.3584_ID_13-processed-gene-0.12-mRNA-1_1&gene=snap_masked-NODE_7_length_871080_cov_57.3584_ID_13-processed-gene-0.12&CDS=1-3012
2478	OG0002478	YML076C	snap_masked-NODE_7_length_871080_cov_57.3584_ID_13-processed-gene-0.28-mRNA-1_1&gene=snap_masked-NODE_7_length_871080_cov_57.3584_ID_13-processed-gene-0.28&CDS=1-2826
2479	OG0002479	YML077W	snap_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-1.67-mRNA-1_1&gene=snap_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-1.67&CDS=1-444
2480	OG0002480	YML079W	snap_masked-NODE_12_length_341755_cov_65.6313_ID_23-processed-gene-0.3-mRNA-1_1&gene=snap_masked-NODE_12_length_341755_cov_65.6313_ID_23-processed-gene-0.3&CDS=1-468
2481	OG0002481	YML080W	snap_masked-NODE_3_length_981849_cov_61.5484_ID_5-processed-gene-7.115-mRNA-1_1&gene=snap_masked-NODE_3_length_981849_cov_61.5484_ID_5-processed-gene-7.115&CDS=1-1263
2482	OG0002482	YML081C-A	maker-NODE_8_length_763746_cov_51.4564_ID_15-snap-gene-1.119-mRNA-1_1&gene=maker-NODE_8_length_763746_cov_51.4564_ID_15-snap-gene-1.119&CDS=1-186
2483	OG0002483	YML085C	maker-NODE_4_length_977342_cov_52.321_ID_7-snap-gene-8.187-mRNA-1_1&gene=maker-NODE_4_length_977342_cov_52.321_ID_7-snap-gene-8.187&CDS=1-1344
2484	OG0002484	YML086C	snap_masked-NODE_4_length_977342_cov_52.321_ID_7-processed-gene-8.93-mRNA-1_1&gene=snap_masked-NODE_4_length_977342_cov_52.321_ID_7-processed-gene-8.93&CDS=1-1653
2485	OG0002485	YML088W	snap_masked-NODE_4_length_977342_cov_52.321_ID_7-processed-gene-7.40-mRNA-1_1&gene=snap_masked-NODE_4_length_977342_cov_52.321_ID_7-processed-gene-7.40&CDS=1-1803
2486	OG0002486	YML091C	augustus_masked-NODE_4_length_977342_cov_52.321_ID_7-processed-gene-7.79-mRNA-1_1&gene=augustus_masked-NODE_4_length_977342_cov_52.321_ID_7-processed-gene-7.79&CDS=1-3804
2487	OG0002487	YML093W	snap_masked-NODE_4_length_977342_cov_52.321_ID_7-processed-gene-8.101-mRNA-1_1&gene=snap_masked-NODE_4_length_977342_cov_52.321_ID_7-processed-gene-8.101&CDS=1-2685
2488	OG0002488	YML094W	snap_masked-NODE_9_length_451826_cov_59.5865_ID_17-processed-gene-3.81-mRNA-1_1&gene=snap_masked-NODE_9_length_451826_cov_59.5865_ID_17-processed-gene-3.81&CDS=1-453
2489	OG0002489	YML095C	snap_masked-NODE_9_length_451826_cov_59.5865_ID_17-processed-gene-3.39-mRNA-1_1&gene=snap_masked-NODE_9_length_451826_cov_59.5865_ID_17-processed-gene-3.39&CDS=1-1080
2490	OG0002490	YML096W	snap_masked-NODE_2_length_1008149_cov_54.5014_ID_3-processed-gene-2.147-mRNA-1_1&gene=snap_masked-NODE_2_length_1008149_cov_54.5014_ID_3-processed-gene-2.147&CDS=1-1938
2491	OG0002491	YML098W	augustus_masked-NODE_3_length_981849_cov_61.5484_ID_5-processed-gene-7.82-mRNA-1_1&gene=augustus_masked-NODE_3_length_981849_cov_61.5484_ID_5-processed-gene-7.82&CDS=1-459
2492	OG0002492	YML099C	snap_masked-NODE_3_length_981849_cov_61.5484_ID_5-processed-gene-3.70-mRNA-1_1&gene=snap_masked-NODE_3_length_981849_cov_61.5484_ID_5-processed-gene-3.70&CDS=1-2391
2493	OG0002493	YML102W	snap_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-2.110-mRNA-1_1&gene=snap_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-2.110&CDS=1-1857
2494	OG0002494	YML103C	augustus_masked-NODE_13_length_262532_cov_91.7354_ID_25-processed-gene-0.107-mRNA-1_1&gene=augustus_masked-NODE_13_length_262532_cov_91.7354_ID_25-processed-gene-0.107&CDS=1-6117
2495	OG0002495	YML104C	snap_masked-NODE_2_length_1008149_cov_54.5014_ID_3-processed-gene-1.75-mRNA-1_1&gene=snap_masked-NODE_2_length_1008149_cov_54.5014_ID_3-processed-gene-1.75&CDS=1-3222
2496	OG0002496	YML105C	snap_masked-NODE_2_length_1008149_cov_54.5014_ID_3-processed-gene-1.85-mRNA-1_1&gene=snap_masked-NODE_2_length_1008149_cov_54.5014_ID_3-processed-gene-1.85&CDS=1-795
2497	OG0002497	YML108W	snap_masked-NODE_6_length_904599_cov_47.8862_ID_11-processed-gene-7.111-mRNA-1_1&gene=snap_masked-NODE_6_length_904599_cov_47.8862_ID_11-processed-gene-7.111&CDS=1-375
2498	OG0002498	YML110C	snap_masked-NODE_12_length_341755_cov_65.6313_ID_23-processed-gene-2.36-mRNA-1_1&gene=snap_masked-NODE_12_length_341755_cov_65.6313_ID_23-processed-gene-2.36&CDS=1-876
2499	OG0002499	YML112W	snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-5.137-mRNA-1_1&gene=snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-5.137&CDS=1-930
2500	OG0002500	YML115C	augustus_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-0.102&CDS=1-1242
2501	OG0002501	YML121W	snap_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-0.22-mRNA-1_1&gene=snap_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-0.22&CDS=1-993
2502	OG0002502	YML123C	snap_masked-NODE_3_length_981849_cov_61.5484_ID_5-processed-gene-1.80-mRNA-1_1&gene=snap_masked-NODE_3_length_981849_cov_61.5484_ID_5-processed-gene-1.80&CDS=1-1656
2503	OG0002503	YML126C	snap_masked-NODE_4_length_977342_cov_52.321_ID_7-processed-gene-8.100-mRNA-1_1&gene=snap_masked-NODE_4_length_977342_cov_52.321_ID_7-processed-gene-8.100&CDS=1-1338
2504	OG0002504	YML127W	augustus_masked-NODE_9_length_451826_cov_59.5865_ID_17-processed-gene-3.159-mRNA-1_1&gene=augustus_masked-NODE_9_length_451826_cov_59.5865_ID_17-processed-gene-3.159&CDS=1-2091
2505	OG0002505	YML130C	augustus_masked-NODE_3_length_981849_cov_61.5484_ID_5-processed-gene-3.30-mRNA-1_1&gene=augustus_masked-NODE_3_length_981849_cov_61.5484_ID_5-processed-gene-3.30&CDS=1-1569
2506	OG0002506	YMR001C	snap_masked-NODE_3_length_981849_cov_61.5484_ID_5-processed-gene-5.125-mRNA-1_1&gene=snap_masked-NODE_3_length_981849_cov_61.5484_ID_5-processed-gene-5.125&CDS=1-1995
2507	OG0002507	YMR002W	snap_masked-NODE_3_length_981849_cov_61.5484_ID_5-processed-gene-5.127-mRNA-1_1&gene=snap_masked-NODE_3_length_981849_cov_61.5484_ID_5-processed-gene-5.127&CDS=1-414
2508	OG0002508	YMR004W	maker-NODE_1_length_1660530_cov_44.6465_ID_1-augustus-gene-15.2-mRNA-1_1&gene=maker-NODE_1_length_1660530_cov_44.6465_ID_1-augustus-gene-15.2&CDS=1-2847
2509	OG0002509	YMR005W	snap_masked-NODE_4_length_977342_cov_52.321_ID_7-processed-gene-0.30-mRNA-1_1&gene=snap_masked-NODE_4_length_977342_cov_52.321_ID_7-processed-gene-0.30&CDS=1-1443
2510	OG0002510	YMR009W	snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-3.66-mRNA-1_1&gene=snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-3.66&CDS=1-540
2511	OG0002511	YMR010W	snap_masked-NODE_7_length_871080_cov_57.3584_ID_13-processed-gene-3.89-mRNA-1_1&gene=snap_masked-NODE_7_length_871080_cov_57.3584_ID_13-processed-gene-3.89&CDS=1-981
2512	OG0002512	YMR012W	snap_masked-NODE_4_length_977342_cov_52.321_ID_7-processed-gene-7.21-mRNA-1_1&gene=snap_masked-NODE_4_length_977342_cov_52.321_ID_7-processed-gene-7.21&CDS=1-3819
2513	OG0002513	YMR013C	snap_masked-NODE_6_length_904599_cov_47.8862_ID_11-processed-gene-0.62-mRNA-1_1&gene=snap_masked-NODE_6_length_904599_cov_47.8862_ID_11-processed-gene-0.62&CDS=1-1752
2514	OG0002514	YMR014W	snap_masked-NODE_2_length_1008149_cov_54.5014_ID_3-processed-gene-7.28-mRNA-1_1&gene=snap_masked-NODE_2_length_1008149_cov_54.5014_ID_3-processed-gene-7.28&CDS=1-1236
2515	OG0002515	YMR015C	snap_masked-NODE_7_length_871080_cov_57.3584_ID_13-processed-gene-4.76-mRNA-1_1&gene=snap_masked-NODE_7_length_871080_cov_57.3584_ID_13-processed-gene-4.76&CDS=1-1575
2516	OG0002516	YMR019W	snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-2.109-mRNA-1_1&gene=snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-2.109&CDS=1-2439
2517	OG0002517	YMR023C	snap_masked-NODE_7_length_871080_cov_57.3584_ID_13-processed-gene-2.71-mRNA-1_1&gene=snap_masked-NODE_7_length_871080_cov_57.3584_ID_13-processed-gene-2.71&CDS=1-1440
2518	OG0002518	YMR024W	snap_masked-NODE_9_length_451826_cov_59.5865_ID_17-processed-gene-1.28-mRNA-1_1&gene=snap_masked-NODE_9_length_451826_cov_59.5865_ID_17-processed-gene-1.28&CDS=1-1086
2519	OG0002519	YMR026C	snap_masked-NODE_6_length_904599_cov_47.8862_ID_11-processed-gene-3.50-mRNA-1_1&gene=snap_masked-NODE_6_length_904599_cov_47.8862_ID_11-processed-gene-3.50&CDS=1-1347
2520	OG0002520	YMR027W	snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-1.85-mRNA-1_1&gene=snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-1.85&CDS=1-1359
2521	OG0002521	YMR028W	snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-1.83-mRNA-1_1&gene=snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-1.83&CDS=1-1134
2522	OG0002522	YMR029C	augustus_masked-NODE_4_length_977342_cov_52.321_ID_7-processed-gene-8.243-mRNA-1_1&gene=augustus_masked-NODE_4_length_977342_cov_52.321_ID_7-processed-gene-8.243&CDS=1-1818
2523	OG0002523	YMR033W	snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-6.96-mRNA-1_1&gene=snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-6.96&CDS=1-1365
2524	OG0002524	YMR034C	snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-6.67-mRNA-1_1&gene=snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-6.67&CDS=1-1284
2525	OG0002525	YMR035W	augustus_masked-NODE_10_length_429437_cov_62.528_ID_19-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-NODE_10_length_429437_cov_62.528_ID_19-processed-gene-0.34&CDS=1-525
2526	OG0002526	YMR036C	snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-6.98-mRNA-1_1&gene=snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-6.98&CDS=1-1464
2527	OG0002527	YMR038C	maker-NODE_2_length_1008149_cov_54.5014_ID_3-augustus-gene-4.150-mRNA-1_1&gene=maker-NODE_2_length_1008149_cov_54.5014_ID_3-augustus-gene-4.150&CDS=1-3327
2528	OG0002528	YMR039C	snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-6.89-mRNA-1_1&gene=snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-6.89&CDS=1-318
