	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035268_Wickerhamomyces_hampshirensis
2423	OG0002423	YKR068C	genemark-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-7.38-mRNA-1_1&gene=genemark-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-7.38&CDS=1-570
2424	OG0002424	YKR069W	genemark-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-7.16-mRNA-1_1&gene=genemark-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-7.16&CDS=1-1716
2425	OG0002425	YKR070W	genemark-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-7.17-mRNA-1_1&gene=genemark-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-7.17&CDS=1-1077
2426	OG0002426	YKR071C	genemark-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-7.40-mRNA-1_1&gene=genemark-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-7.40&CDS=1-849
2427	OG0002427	YKR074W	snap_masked-NODE_4_length_1185655_cov_19.7506_ID_4185-processed-gene-2.110-mRNA-1_1&gene=snap_masked-NODE_4_length_1185655_cov_19.7506_ID_4185-processed-gene-2.110&CDS=1-417
2428	OG0002428	YKR079C	genemark-NODE_4_length_1185655_cov_19.7506_ID_4185-processed-gene-1.143-mRNA-1_1&gene=genemark-NODE_4_length_1185655_cov_19.7506_ID_4185-processed-gene-1.143&CDS=1-2406
2429	OG0002429	YKR080W	genemark-NODE_4_length_1185655_cov_19.7506_ID_4185-processed-gene-1.123-mRNA-1_1&gene=genemark-NODE_4_length_1185655_cov_19.7506_ID_4185-processed-gene-1.123&CDS=1-951
2430	OG0002430	YKR081C	genemark-NODE_4_length_1185655_cov_19.7506_ID_4185-processed-gene-1.145-mRNA-1_1&gene=genemark-NODE_4_length_1185655_cov_19.7506_ID_4185-processed-gene-1.145&CDS=1-963
2431	OG0002431	YKR082W	genemark-NODE_4_length_1185655_cov_19.7506_ID_4185-processed-gene-1.124-mRNA-1_1&gene=genemark-NODE_4_length_1185655_cov_19.7506_ID_4185-processed-gene-1.124&CDS=1-3465
2432	OG0002432	YKR083C	genemark-NODE_4_length_1185655_cov_19.7506_ID_4185-processed-gene-1.146-mRNA-1_1&gene=genemark-NODE_4_length_1185655_cov_19.7506_ID_4185-processed-gene-1.146&CDS=1-321
2433	OG0002433	YKR085C	genemark-NODE_6_length_661877_cov_25.9127_ID_4294-processed-gene-1.48-mRNA-1_1&gene=genemark-NODE_6_length_661877_cov_25.9127_ID_4294-processed-gene-1.48&CDS=1-522
2434	OG0002434	YKR087C	genemark-NODE_4_length_1185655_cov_19.7506_ID_4185-processed-gene-2.135-mRNA-1_1&gene=genemark-NODE_4_length_1185655_cov_19.7506_ID_4185-processed-gene-2.135&CDS=1-1017
2435	OG0002435	YKR090W	genemark-NODE_4_length_1185655_cov_19.7506_ID_4185-processed-gene-2.166-mRNA-1_1&gene=genemark-NODE_4_length_1185655_cov_19.7506_ID_4185-processed-gene-2.166&CDS=1-2115
2436	OG0002436	YKR092C	genemark-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-7.23-mRNA-1_1&gene=genemark-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-7.23&CDS=1-1188
2437	OG0002437	YKR095W-A	augustus_masked-NODE_5_length_756861_cov_23.9656_ID_3894-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-NODE_5_length_756861_cov_23.9656_ID_3894-processed-gene-0.20&CDS=1-267
2438	OG0002438	YKR097W	genemark-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-7.1-mRNA-1_1&gene=genemark-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-7.1&CDS=1-1626
2439	OG0002439	YKR099W	genemark-NODE_4_length_1185655_cov_19.7506_ID_4185-processed-gene-2.136-mRNA-1_1&gene=genemark-NODE_4_length_1185655_cov_19.7506_ID_4185-processed-gene-2.136&CDS=1-1668
2440	OG0002440	YLL001W	maker-NODE_1_length_2064379_cov_23.1478_ID_10436-snap-gene-13.4-mRNA-1_1&gene=maker-NODE_1_length_2064379_cov_23.1478_ID_10436-snap-gene-13.4&CDS=1-3600
2441	OG0002441	YLL003W	genemark-NODE_4_length_1185655_cov_19.7506_ID_4185-processed-gene-10.48-mRNA-1_1&gene=genemark-NODE_4_length_1185655_cov_19.7506_ID_4185-processed-gene-10.48&CDS=1-2793
2442	OG0002442	YLL004W	genemark-NODE_18_length_169703_cov_34.7428_ID_8995-processed-gene-0.70-mRNA-1_1&gene=genemark-NODE_18_length_169703_cov_34.7428_ID_8995-processed-gene-0.70&CDS=1-2199
2443	OG0002443	YLL005C	genemark-NODE_4_length_1185655_cov_19.7506_ID_4185-processed-gene-4.128-mRNA-1_1&gene=genemark-NODE_4_length_1185655_cov_19.7506_ID_4185-processed-gene-4.128&CDS=1-2655
2444	OG0002444	YLL006W	genemark-NODE_4_length_1185655_cov_19.7506_ID_4185-processed-gene-4.112-mRNA-1_1&gene=genemark-NODE_4_length_1185655_cov_19.7506_ID_4185-processed-gene-4.112&CDS=1-1122
2445	OG0002445	YLL007C	genemark-NODE_3_length_1364554_cov_21.9612_ID_3295-processed-gene-2.24-mRNA-1_1&gene=genemark-NODE_3_length_1364554_cov_21.9612_ID_3295-processed-gene-2.24&CDS=1-1887
2446	OG0002446	YLL008W	genemark-NODE_3_length_1364554_cov_21.9612_ID_3295-processed-gene-2.48-mRNA-1_1&gene=genemark-NODE_3_length_1364554_cov_21.9612_ID_3295-processed-gene-2.48&CDS=1-2166
2447	OG0002447	YLL011W	genemark-NODE_1_length_2064379_cov_23.1478_ID_10436-processed-gene-13.128-mRNA-1_1&gene=genemark-NODE_1_length_2064379_cov_23.1478_ID_10436-processed-gene-13.128&CDS=1-1389
2448	OG0002448	YLL013C	snap_masked-NODE_1_length_2064379_cov_23.1478_ID_10436-processed-gene-7.96-mRNA-1_1&gene=snap_masked-NODE_1_length_2064379_cov_23.1478_ID_10436-processed-gene-7.96&CDS=1-2532
2449	OG0002449	YLL014W	augustus_masked-NODE_1_length_2064379_cov_23.1478_ID_10436-processed-gene-15.152-mRNA-1_1&gene=augustus_masked-NODE_1_length_2064379_cov_23.1478_ID_10436-processed-gene-15.152&CDS=1-309
2450	OG0002450	YLL018C	genemark-NODE_13_length_282211_cov_32.6201_ID_4070-processed-gene-1.4-mRNA-1_1&gene=genemark-NODE_13_length_282211_cov_32.6201_ID_4070-processed-gene-1.4&CDS=1-1707
2451	OG0002451	YLL018C-A	genemark-NODE_13_length_282211_cov_32.6201_ID_4070-processed-gene-0.116-mRNA-1_1&gene=genemark-NODE_13_length_282211_cov_32.6201_ID_4070-processed-gene-0.116&CDS=1-300
2452	OG0002452	YLL019C	genemark-NODE_13_length_282211_cov_32.6201_ID_4070-processed-gene-0.114-mRNA-1_1&gene=genemark-NODE_13_length_282211_cov_32.6201_ID_4070-processed-gene-0.114&CDS=1-1635
2453	OG0002453	YLL021W	genemark-NODE_6_length_661877_cov_25.9127_ID_4294-processed-gene-5.22-mRNA-1_1&gene=genemark-NODE_6_length_661877_cov_25.9127_ID_4294-processed-gene-5.22&CDS=1-2988
2454	OG0002454	YLL026W	genemark-NODE_1_length_2064379_cov_23.1478_ID_10436-processed-gene-8.125-mRNA-1_1&gene=genemark-NODE_1_length_2064379_cov_23.1478_ID_10436-processed-gene-8.125&CDS=1-2703
2455	OG0002455	YLL027W	genemark-NODE_16_length_214857_cov_18.8876_ID_4634-processed-gene-0.11-mRNA-1_1&gene=genemark-NODE_16_length_214857_cov_18.8876_ID_4634-processed-gene-0.11&CDS=1-798
2456	OG0002456	YLL028W	augustus_masked-NODE_3_length_1364554_cov_21.9612_ID_3295-processed-gene-3.12-mRNA-1_1&gene=augustus_masked-NODE_3_length_1364554_cov_21.9612_ID_3295-processed-gene-3.12&CDS=1-4197
2457	OG0002457	YLL031C	genemark-NODE_7_length_646881_cov_19.7783_ID_6034-processed-gene-1.36-mRNA-1_1&gene=genemark-NODE_7_length_646881_cov_19.7783_ID_6034-processed-gene-1.36&CDS=1-2949
2458	OG0002458	YLL032C	genemark-NODE_7_length_646881_cov_19.7783_ID_6034-processed-gene-1.37-mRNA-1_1&gene=genemark-NODE_7_length_646881_cov_19.7783_ID_6034-processed-gene-1.37&CDS=1-2661
2459	OG0002459	YLL034C	maker-NODE_9_length_350230_cov_29.1439_ID_4503-snap-gene-2.246-mRNA-1_1&gene=maker-NODE_9_length_350230_cov_29.1439_ID_4503-snap-gene-2.246&CDS=1-2394
2460	OG0002460	YLL035W	genemark-NODE_9_length_350230_cov_29.1439_ID_4503-processed-gene-2.45-mRNA-1_1&gene=genemark-NODE_9_length_350230_cov_29.1439_ID_4503-processed-gene-2.45&CDS=1-1869
2461	OG0002461	YLL040C	genemark-NODE_1_length_2064379_cov_23.1478_ID_10436-processed-gene-12.106-mRNA-1_1&gene=genemark-NODE_1_length_2064379_cov_23.1478_ID_10436-processed-gene-12.106&CDS=1-9324
2462	OG0002462	YLL041C	snap_masked-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-5.71-mRNA-1_1&gene=snap_masked-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-5.71&CDS=1-783
2463	OG0002463	YLL048C	genemark-NODE_4_length_1185655_cov_19.7506_ID_4185-processed-gene-0.133-mRNA-1_1&gene=genemark-NODE_4_length_1185655_cov_19.7506_ID_4185-processed-gene-0.133&CDS=1-4920
2464	OG0002464	YLL050C	maker-NODE_19_length_137538_cov_25.1073_ID_4721-augustus-gene-0.80-mRNA-1_1&gene=maker-NODE_19_length_137538_cov_25.1073_ID_4721-augustus-gene-0.80&CDS=1-426
2465	OG0002465	YLL055W	genemark-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-8.30-mRNA-1_1&gene=genemark-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-8.30&CDS=1-1614
2466	OG0002466	YLL056C	genemark-NODE_3_length_1364554_cov_21.9612_ID_3295-processed-gene-1.120-mRNA-1_1&gene=genemark-NODE_3_length_1364554_cov_21.9612_ID_3295-processed-gene-1.120&CDS=1-900
2467	OG0002467	YLR001C	genemark-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-3.29-mRNA-1_1&gene=genemark-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-3.29&CDS=1-2493
2468	OG0002468	YLR002C	genemark-NODE_8_length_533836_cov_19.8766_ID_4568-processed-gene-1.128-mRNA-1_1&gene=genemark-NODE_8_length_533836_cov_19.8766_ID_4568-processed-gene-1.128&CDS=1-1968
2469	OG0002469	YLR006C	genemark-NODE_1_length_2064379_cov_23.1478_ID_10436-processed-gene-9.116-mRNA-1_1&gene=genemark-NODE_1_length_2064379_cov_23.1478_ID_10436-processed-gene-9.116&CDS=1-1605
2470	OG0002470	YLR007W	genemark-NODE_3_length_1364554_cov_21.9612_ID_3295-processed-gene-4.16-mRNA-1_1&gene=genemark-NODE_3_length_1364554_cov_21.9612_ID_3295-processed-gene-4.16&CDS=1-720
2471	OG0002471	YLR008C	genemark-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-12.260-mRNA-1_1&gene=genemark-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-12.260&CDS=1-477
2472	OG0002472	YLR009W	genemark-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-12.305-mRNA-1_1&gene=genemark-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-12.305&CDS=1-600
2473	OG0002473	YLR014C	genemark-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-12.258-mRNA-1_1&gene=genemark-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-12.258&CDS=1-2424
2474	OG0002474	YLR015W	genemark-NODE_3_length_1364554_cov_21.9612_ID_3295-processed-gene-4.15-mRNA-1_1&gene=genemark-NODE_3_length_1364554_cov_21.9612_ID_3295-processed-gene-4.15&CDS=1-1164
2475	OG0002475	YLR016C	genemark-NODE_3_length_1364554_cov_21.9612_ID_3295-processed-gene-3.160-mRNA-1_1&gene=genemark-NODE_3_length_1364554_cov_21.9612_ID_3295-processed-gene-3.160&CDS=1-636
2476	OG0002476	YLR017W	genemark-NODE_1_length_2064379_cov_23.1478_ID_10436-processed-gene-13.147-mRNA-1_1&gene=genemark-NODE_1_length_2064379_cov_23.1478_ID_10436-processed-gene-13.147&CDS=1-966
2477	OG0002477	YLR019W	genemark-NODE_1_length_2064379_cov_23.1478_ID_10436-processed-gene-13.146-mRNA-1_1&gene=genemark-NODE_1_length_2064379_cov_23.1478_ID_10436-processed-gene-13.146&CDS=1-1041
2478	OG0002478	YLR021W	augustus_masked-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-3.105-mRNA-1_1&gene=augustus_masked-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-3.105&CDS=1-429
2479	OG0002479	YLR022C	genemark-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-3.30-mRNA-1_1&gene=genemark-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-3.30&CDS=1-741
2480	OG0002480	YLR023C	genemark-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-3.49-mRNA-1_1&gene=genemark-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-3.49&CDS=1-1581
2481	OG0002481	YLR025W	genemark-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-4.158-mRNA-1_1&gene=genemark-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-4.158&CDS=1-669
2482	OG0002482	YLR026C	genemark-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-4.138-mRNA-1_1&gene=genemark-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-4.138&CDS=1-951
2483	OG0002483	YLR027C	maker-NODE_5_length_756861_cov_23.9656_ID_3894-augustus-gene-1.169-mRNA-1_1&gene=maker-NODE_5_length_756861_cov_23.9656_ID_3894-augustus-gene-1.169&CDS=1-1344
2484	OG0002484	YLR032W	genemark-NODE_3_length_1364554_cov_21.9612_ID_3295-processed-gene-9.141-mRNA-1_1&gene=genemark-NODE_3_length_1364554_cov_21.9612_ID_3295-processed-gene-9.141&CDS=1-3381
2485	OG0002485	YLR038C	snap_masked-NODE_9_length_350230_cov_29.1439_ID_4503-processed-gene-2.124-mRNA-1_1&gene=snap_masked-NODE_9_length_350230_cov_29.1439_ID_4503-processed-gene-2.124&CDS=1-237
2486	OG0002486	YLR039C	snap_masked-NODE_19_length_137538_cov_25.1073_ID_4721-processed-gene-0.130-mRNA-1_1&gene=snap_masked-NODE_19_length_137538_cov_25.1073_ID_4721-processed-gene-0.130&CDS=1-2394
2487	OG0002487	YLR040C	genemark-NODE_19_length_137538_cov_25.1073_ID_4721-processed-gene-0.14-mRNA-1_1&gene=genemark-NODE_19_length_137538_cov_25.1073_ID_4721-processed-gene-0.14&CDS=1-621
2488	OG0002488	YLR045C	maker-NODE_4_length_1185655_cov_19.7506_ID_4185-snap-gene-7.113-mRNA-1_1&gene=maker-NODE_4_length_1185655_cov_19.7506_ID_4185-snap-gene-7.113&CDS=1-2478
2489	OG0002489	YLR050C	genemark-NODE_15_length_246556_cov_32.6908_ID_5762-processed-gene-1.22-mRNA-1_1&gene=genemark-NODE_15_length_246556_cov_32.6908_ID_5762-processed-gene-1.22&CDS=1-528
2490	OG0002490	YLR051C	genemark-NODE_4_length_1185655_cov_19.7506_ID_4185-processed-gene-10.60-mRNA-1_1&gene=genemark-NODE_4_length_1185655_cov_19.7506_ID_4185-processed-gene-10.60&CDS=1-705
2491	OG0002491	YLR054C	snap_masked-NODE_12_length_295672_cov_30.6484_ID_4147-processed-gene-1.170-mRNA-1_1&gene=snap_masked-NODE_12_length_295672_cov_30.6484_ID_4147-processed-gene-1.170&CDS=1-1950
2492	OG0002492	YLR055C	genemark-NODE_12_length_295672_cov_30.6484_ID_4147-processed-gene-1.101-mRNA-1_1&gene=genemark-NODE_12_length_295672_cov_30.6484_ID_4147-processed-gene-1.101&CDS=1-1638
2493	OG0002493	YLR056W	genemark-NODE_12_length_295672_cov_30.6484_ID_4147-processed-gene-1.56-mRNA-1_1&gene=genemark-NODE_12_length_295672_cov_30.6484_ID_4147-processed-gene-1.56&CDS=1-1131
2494	OG0002494	YLR059C	maker-NODE_15_length_246556_cov_32.6908_ID_5762-augustus-gene-1.161-mRNA-1_1&gene=maker-NODE_15_length_246556_cov_32.6908_ID_5762-augustus-gene-1.161&CDS=1-735
2495	OG0002495	YLR060W	genemark-NODE_9_length_350230_cov_29.1439_ID_4503-processed-gene-1.148-mRNA-1_1&gene=genemark-NODE_9_length_350230_cov_29.1439_ID_4503-processed-gene-1.148&CDS=1-1773
2496	OG0002496	YLR063W	genemark-NODE_9_length_350230_cov_29.1439_ID_4503-processed-gene-1.122-mRNA-1_1&gene=genemark-NODE_9_length_350230_cov_29.1439_ID_4503-processed-gene-1.122&CDS=1-972
2497	OG0002497	YLR064W	genemark-NODE_7_length_646881_cov_19.7783_ID_6034-processed-gene-5.230-mRNA-1_1&gene=genemark-NODE_7_length_646881_cov_19.7783_ID_6034-processed-gene-5.230&CDS=1-807
2498	OG0002498	YLR066W	genemark-NODE_4_length_1185655_cov_19.7506_ID_4185-processed-gene-10.38-mRNA-1_1&gene=genemark-NODE_4_length_1185655_cov_19.7506_ID_4185-processed-gene-10.38&CDS=1-615
2499	OG0002499	YLR069C	genemark-NODE_4_length_1185655_cov_19.7506_ID_4185-processed-gene-10.41-mRNA-1_1&gene=genemark-NODE_4_length_1185655_cov_19.7506_ID_4185-processed-gene-10.41&CDS=1-2163
2500	OG0002500	YLR071C	genemark-NODE_4_length_1185655_cov_19.7506_ID_4185-processed-gene-10.81-mRNA-1_1&gene=genemark-NODE_4_length_1185655_cov_19.7506_ID_4185-processed-gene-10.81&CDS=1-2469
2501	OG0002501	YLR074C	genemark-NODE_4_length_1185655_cov_19.7506_ID_4185-processed-gene-3.136-mRNA-1_1&gene=genemark-NODE_4_length_1185655_cov_19.7506_ID_4185-processed-gene-3.136&CDS=1-441
2502	OG0002502	YLR075W	genemark-NODE_4_length_1185655_cov_19.7506_ID_4185-processed-gene-3.113-mRNA-1_1&gene=genemark-NODE_4_length_1185655_cov_19.7506_ID_4185-processed-gene-3.113&CDS=1-660
2503	OG0002503	YLR077W	genemark-NODE_4_length_1185655_cov_19.7506_ID_4185-processed-gene-3.115-mRNA-1_1&gene=genemark-NODE_4_length_1185655_cov_19.7506_ID_4185-processed-gene-3.115&CDS=1-1773
2504	OG0002504	YLR078C	genemark-NODE_4_length_1185655_cov_19.7506_ID_4185-processed-gene-3.138-mRNA-1_1&gene=genemark-NODE_4_length_1185655_cov_19.7506_ID_4185-processed-gene-3.138&CDS=1-681
2505	OG0002505	YLR084C	genemark-NODE_1_length_2064379_cov_23.1478_ID_10436-processed-gene-16.49-mRNA-1_1&gene=genemark-NODE_1_length_2064379_cov_23.1478_ID_10436-processed-gene-16.49&CDS=1-3666
2506	OG0002506	YLR085C	genemark-NODE_7_length_646881_cov_19.7783_ID_6034-processed-gene-2.30-mRNA-1_1&gene=genemark-NODE_7_length_646881_cov_19.7783_ID_6034-processed-gene-2.30&CDS=1-1242
2507	OG0002507	YLR086W	genemark-NODE_7_length_646881_cov_19.7783_ID_6034-processed-gene-2.48-mRNA-1_1&gene=genemark-NODE_7_length_646881_cov_19.7783_ID_6034-processed-gene-2.48&CDS=1-4008
2508	OG0002508	YLR087C	genemark-NODE_7_length_646881_cov_19.7783_ID_6034-processed-gene-2.25-mRNA-1_1&gene=genemark-NODE_7_length_646881_cov_19.7783_ID_6034-processed-gene-2.25&CDS=1-8751
2509	OG0002509	YLR088W	genemark-NODE_7_length_646881_cov_19.7783_ID_6034-processed-gene-1.22-mRNA-1_1&gene=genemark-NODE_7_length_646881_cov_19.7783_ID_6034-processed-gene-1.22&CDS=1-1710
2510	OG0002510	YLR094C	genemark-NODE_1_length_2064379_cov_23.1478_ID_10436-processed-gene-17.147-mRNA-1_1&gene=genemark-NODE_1_length_2064379_cov_23.1478_ID_10436-processed-gene-17.147&CDS=1-1047
2511	OG0002511	YLR097C	genemark-NODE_1_length_2064379_cov_23.1478_ID_10436-processed-gene-17.148-mRNA-1_1&gene=genemark-NODE_1_length_2064379_cov_23.1478_ID_10436-processed-gene-17.148&CDS=1-1062
2512	OG0002512	YLR100W	genemark-NODE_1_length_2064379_cov_23.1478_ID_10436-processed-gene-18.135-mRNA-1_1&gene=genemark-NODE_1_length_2064379_cov_23.1478_ID_10436-processed-gene-18.135&CDS=1-1035
2513	OG0002513	YLR103C	snap_masked-NODE_1_length_2064379_cov_23.1478_ID_10436-processed-gene-18.9-mRNA-1_1&gene=snap_masked-NODE_1_length_2064379_cov_23.1478_ID_10436-processed-gene-18.9&CDS=1-1923
2514	OG0002514	YLR104W	genemark-NODE_1_length_2064379_cov_23.1478_ID_10436-processed-gene-18.131-mRNA-1_1&gene=genemark-NODE_1_length_2064379_cov_23.1478_ID_10436-processed-gene-18.131&CDS=1-378
2515	OG0002515	YLR105C	genemark-NODE_1_length_2064379_cov_23.1478_ID_10436-processed-gene-18.111-mRNA-1_1&gene=genemark-NODE_1_length_2064379_cov_23.1478_ID_10436-processed-gene-18.111&CDS=1-1059
2516	OG0002516	YLR106C	snap_masked-NODE_17_length_172630_cov_35.0434_ID_4407-processed-gene-0.62-mRNA-1_1&gene=snap_masked-NODE_17_length_172630_cov_35.0434_ID_4407-processed-gene-0.62&CDS=1-14760
2517	OG0002517	YLR107W	genemark-NODE_1_length_2064379_cov_23.1478_ID_10436-processed-gene-18.136-mRNA-1_1&gene=genemark-NODE_1_length_2064379_cov_23.1478_ID_10436-processed-gene-18.136&CDS=1-1395
2518	OG0002518	YLR109W	genemark-NODE_12_length_295672_cov_30.6484_ID_4147-processed-gene-1.13-mRNA-1_1&gene=genemark-NODE_12_length_295672_cov_30.6484_ID_4147-processed-gene-1.13&CDS=1-513
2519	OG0002519	YLR113W	genemark-NODE_12_length_295672_cov_30.6484_ID_4147-processed-gene-1.15-mRNA-1_1&gene=genemark-NODE_12_length_295672_cov_30.6484_ID_4147-processed-gene-1.15&CDS=1-1050
2520	OG0002520	YLR114C	genemark-NODE_12_length_295672_cov_30.6484_ID_4147-processed-gene-1.74-mRNA-1_1&gene=genemark-NODE_12_length_295672_cov_30.6484_ID_4147-processed-gene-1.74&CDS=1-1689
2521	OG0002521	YLR115W	genemark-NODE_7_length_646881_cov_19.7783_ID_6034-processed-gene-1.41-mRNA-1_1&gene=genemark-NODE_7_length_646881_cov_19.7783_ID_6034-processed-gene-1.41&CDS=1-2343
2522	OG0002522	YLR116W	genemark-NODE_7_length_646881_cov_19.7783_ID_6034-processed-gene-1.40-mRNA-1_1&gene=genemark-NODE_7_length_646881_cov_19.7783_ID_6034-processed-gene-1.40&CDS=1-1449
2523	OG0002523	YLR117C	genemark-NODE_7_length_646881_cov_19.7783_ID_6034-processed-gene-1.20-mRNA-1_1&gene=genemark-NODE_7_length_646881_cov_19.7783_ID_6034-processed-gene-1.20&CDS=1-2007
2524	OG0002524	YLR118C	genemark-NODE_7_length_646881_cov_19.7783_ID_6034-processed-gene-1.17-mRNA-1_1&gene=genemark-NODE_7_length_646881_cov_19.7783_ID_6034-processed-gene-1.17&CDS=1-672
2525	OG0002525	YLR126C	genemark-NODE_3_length_1364554_cov_21.9612_ID_3295-processed-gene-2.36-mRNA-1_1&gene=genemark-NODE_3_length_1364554_cov_21.9612_ID_3295-processed-gene-2.36&CDS=1-729
2526	OG0002526	YLR127C	genemark-NODE_7_length_646881_cov_19.7783_ID_6034-processed-gene-2.46-mRNA-1_1&gene=genemark-NODE_7_length_646881_cov_19.7783_ID_6034-processed-gene-2.46&CDS=1-1626
2527	OG0002527	YLR128W	genemark-NODE_7_length_646881_cov_19.7783_ID_6034-processed-gene-2.26-mRNA-1_1&gene=genemark-NODE_7_length_646881_cov_19.7783_ID_6034-processed-gene-2.26&CDS=1-741
2528	OG0002528	YLR129W	genemark-NODE_7_length_646881_cov_19.7783_ID_6034-processed-gene-2.29-mRNA-1_1&gene=genemark-NODE_7_length_646881_cov_19.7783_ID_6034-processed-gene-2.29&CDS=1-2784
2529	OG0002529	YLR130C	genemark-NODE_7_length_646881_cov_19.7783_ID_6034-processed-gene-2.47-mRNA-1_1&gene=genemark-NODE_7_length_646881_cov_19.7783_ID_6034-processed-gene-2.47&CDS=1-1113
2530	OG0002530	YLR133W	genemark-NODE_1_length_2064379_cov_23.1478_ID_10436-processed-gene-11.22-mRNA-1_1&gene=genemark-NODE_1_length_2064379_cov_23.1478_ID_10436-processed-gene-11.22&CDS=1-1668
2531	OG0002531	YLR135W	snap_masked-NODE_12_length_295672_cov_30.6484_ID_4147-processed-gene-1.184-mRNA-1_1&gene=snap_masked-NODE_12_length_295672_cov_30.6484_ID_4147-processed-gene-1.184&CDS=1-1302
2532	OG0002532	YLR137W	genemark-NODE_7_length_646881_cov_19.7783_ID_6034-processed-gene-1.10-mRNA-1_1&gene=genemark-NODE_7_length_646881_cov_19.7783_ID_6034-processed-gene-1.10&CDS=1-816
2533	OG0002533	YLR139C	snap_masked-NODE_1_length_2064379_cov_23.1478_ID_10436-processed-gene-9.61-mRNA-1_1&gene=snap_masked-NODE_1_length_2064379_cov_23.1478_ID_10436-processed-gene-9.61&CDS=1-1938
2534	OG0002534	YLR142W	genemark-NODE_12_length_295672_cov_30.6484_ID_4147-processed-gene-1.78-mRNA-1_1&gene=genemark-NODE_12_length_295672_cov_30.6484_ID_4147-processed-gene-1.78&CDS=1-1377
2535	OG0002535	YLR143W	genemark-NODE_12_length_295672_cov_30.6484_ID_4147-processed-gene-1.18-mRNA-1_1&gene=genemark-NODE_12_length_295672_cov_30.6484_ID_4147-processed-gene-1.18&CDS=1-1935
2536	OG0002536	YLR144C	genemark-NODE_12_length_295672_cov_30.6484_ID_4147-processed-gene-1.21-mRNA-1_1&gene=genemark-NODE_12_length_295672_cov_30.6484_ID_4147-processed-gene-1.21&CDS=1-2298
2537	OG0002537	YLR145W	genemark-NODE_12_length_295672_cov_30.6484_ID_4147-processed-gene-1.81-mRNA-1_1&gene=genemark-NODE_12_length_295672_cov_30.6484_ID_4147-processed-gene-1.81&CDS=1-633
2538	OG0002538	YLR148W	genemark-NODE_3_length_1364554_cov_21.9612_ID_3295-processed-gene-1.118-mRNA-1_1&gene=genemark-NODE_3_length_1364554_cov_21.9612_ID_3295-processed-gene-1.118&CDS=1-2790
2539	OG0002539	YLR149C	genemark-NODE_1_length_2064379_cov_23.1478_ID_10436-processed-gene-16.29-mRNA-1_1&gene=genemark-NODE_1_length_2064379_cov_23.1478_ID_10436-processed-gene-16.29&CDS=1-1488
2540	OG0002540	YLR150W	maker-NODE_7_length_646881_cov_19.7783_ID_6034-snap-gene-0.45-mRNA-1_1&gene=maker-NODE_7_length_646881_cov_19.7783_ID_6034-snap-gene-0.45&CDS=1-807
2541	OG0002541	YLR151C	genemark-NODE_7_length_646881_cov_19.7783_ID_6034-processed-gene-0.92-mRNA-1_1&gene=genemark-NODE_7_length_646881_cov_19.7783_ID_6034-processed-gene-0.92&CDS=1-939
2542	OG0002542	YLR152C	genemark-NODE_6_length_661877_cov_25.9127_ID_4294-processed-gene-3.141-mRNA-1_1&gene=genemark-NODE_6_length_661877_cov_25.9127_ID_4294-processed-gene-3.141&CDS=1-1734
2543	OG0002543	YLR163C	genemark-NODE_19_length_137538_cov_25.1073_ID_4721-processed-gene-0.42-mRNA-1_1&gene=genemark-NODE_19_length_137538_cov_25.1073_ID_4721-processed-gene-0.42&CDS=1-1413
