	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034655_Botryozyma_nematodophila
10	OG0000010	YDR144C, YIL015W, YLR120C, YLR121C	augustus_masked-NODE_1099_length_3525_cov_4.30231_ID_2197-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_1099_length_3525_cov_4.30231_ID_2197-processed-gene-0.0&CDS=1-1308, augustus_masked-NODE_2182_length_2383_cov_3.03093_ID_4363-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_2182_length_2383_cov_3.03093_ID_4363-processed-gene-0.1&CDS=1-1521, augustus_masked-NODE_54_length_10178_cov_4.42003_ID_107-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-NODE_54_length_10178_cov_4.42003_ID_107-processed-gene-0.5&CDS=1-708
11	OG0000011	YCL073C, YEL065W, YHL040C, YHL047C, YKR106W	snap_masked-NODE_1963_length_2567_cov_3.97452_ID_3925-processed-gene-0.0-mRNA-1_1&gene=snap_masked-NODE_1963_length_2567_cov_3.97452_ID_3925-processed-gene-0.0&CDS=1-1569
12	OG0000012	YCR102C, YLR460C, YNL134C	augustus_masked-NODE_1217_length_3364_cov_3.87821_ID_2433-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_1217_length_3364_cov_3.87821_ID_2433-processed-gene-0.1&CDS=1-1083, snap_masked-NODE_411_length_5399_cov_4.5421_ID_821-processed-gene-0.0-mRNA-1_1&gene=snap_masked-NODE_411_length_5399_cov_4.5421_ID_821-processed-gene-0.0&CDS=1-1071, snap_masked-NODE_548_length_4797_cov_14.484_ID_1095-processed-gene-0.3-mRNA-1_1&gene=snap_masked-NODE_548_length_4797_cov_14.484_ID_1095-processed-gene-0.3&CDS=1-1071
13	OG0000013	YDR541C, YGL039W, YGL157W, YOL151W	genemark-NODE_4503_length_1255_cov_3.2_ID_9005-processed-gene-0.0-mRNA-1_1&gene=genemark-NODE_4503_length_1255_cov_3.2_ID_9005-processed-gene-0.0&CDS=1-918, snap_masked-NODE_318_length_5840_cov_4.44754_ID_635-processed-gene-0.0-mRNA-1_1&gene=snap_masked-NODE_318_length_5840_cov_4.44754_ID_635-processed-gene-0.0&CDS=1-1026
14	OG0000014	YOL119C, YOR306C	augustus_masked-NODE_7394_length_601_cov_2.22527_ID_14787-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_7394_length_601_cov_2.22527_ID_14787-processed-gene-0.1&CDS=1-582, augustus_masked-NODE_8677_length_436_cov_1.97638_ID_17353-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_8677_length_436_cov_1.97638_ID_17353-processed-gene-0.0&CDS=1-396, snap_masked-NODE_4302_length_1325_cov_3.57953_ID_8603-processed-gene-0.1-mRNA-1_1&gene=snap_masked-NODE_4302_length_1325_cov_3.57953_ID_8603-processed-gene-0.1&CDS=1-1032, snap_masked-NODE_501_length_4992_cov_3.23577_ID_1001-processed-gene-0.6-mRNA-1_1&gene=snap_masked-NODE_501_length_4992_cov_3.23577_ID_1001-processed-gene-0.6&CDS=1-456
15	OG0000015	Q0045, Q0065, Q0070	snap_masked-NODE_10_length_16672_cov_617.968_ID_19-processed-gene-0.1-mRNA-1_1&gene=snap_masked-NODE_10_length_16672_cov_617.968_ID_19-processed-gene-0.1&CDS=1-462, snap_masked-NODE_1_length_25345_cov_638.429_ID_1-processed-gene-0.13-mRNA-1_1&gene=snap_masked-NODE_1_length_25345_cov_638.429_ID_1-processed-gene-0.13&CDS=1-462, snap_masked-NODE_2_length_25274_cov_640.926_ID_3-processed-gene-0.10-mRNA-1_1&gene=snap_masked-NODE_2_length_25274_cov_640.926_ID_3-processed-gene-0.10&CDS=1-462
16	OG0000016	YBL017C, YIL173W, YJL222W, YNR065C	augustus_masked-NODE_2850_length_1973_cov_3.23045_ID_5699-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_2850_length_1973_cov_3.23045_ID_5699-processed-gene-0.0&CDS=1-1815
17	OG0000017	YBR297W, YFL052W, YGR288W, YPR196W	genemark-NODE_3914_length_1483_cov_3.40966_ID_7827-processed-gene-0.0-mRNA-1_1&gene=genemark-NODE_3914_length_1483_cov_3.40966_ID_7827-processed-gene-0.0&CDS=1-1041
18	OG0000018	YHR179W, YPL171C	augustus_masked-NODE_3740_length_1552_cov_3.35404_ID_7479-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_3740_length_1552_cov_3.35404_ID_7479-processed-gene-0.1&CDS=1-1086, augustus_masked-NODE_4115_length_1398_cov_3.69769_ID_8229-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_4115_length_1398_cov_3.69769_ID_8229-processed-gene-0.1&CDS=1-1164, augustus_masked-NODE_6646_length_729_cov_2.42878_ID_13291-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_6646_length_729_cov_2.42878_ID_13291-processed-gene-0.0&CDS=1-582
19	OG0000019	YIL039W	augustus_masked-NODE_6107_length_833_cov_4.48843_ID_12213-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_6107_length_833_cov_4.48843_ID_12213-processed-gene-0.1&CDS=1-774, augustus_masked-NODE_7290_length_617_cov_4.96085_ID_14579-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_7290_length_617_cov_4.96085_ID_14579-processed-gene-0.1&CDS=1-492, augustus_masked-NODE_7398_length_601_cov_4.78571_ID_14795-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_7398_length_601_cov_4.78571_ID_14795-processed-gene-0.1&CDS=1-492, snap_masked-NODE_7749_length_550_cov_4.73535_ID_15497-processed-gene-0.1-mRNA-1_1&gene=snap_masked-NODE_7749_length_550_cov_4.73535_ID_15497-processed-gene-0.1&CDS=1-447
20	OG0000020	YIL123W, YJL116C, YKR042W, YNL066W	augustus_masked-NODE_2483_length_2195_cov_4.06963_ID_4965-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_2483_length_2195_cov_4.06963_ID_4965-processed-gene-0.0&CDS=1-1152
21	OG0000021	YJR130C, YLL058W, YML082W	augustus_masked-NODE_95_length_8367_cov_4.28573_ID_189-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-NODE_95_length_8367_cov_4.28573_ID_189-processed-gene-0.4&CDS=1-1881, maker-NODE_3116_length_1836_cov_2.97024_ID_6231-augustus-gene-0.0-mRNA-1_1&gene=maker-NODE_3116_length_1836_cov_2.97024_ID_6231-augustus-gene-0.0&CDS=1-1224
22	OG0000022	YKR089C, YMR313C, YOR081C	augustus_masked-NODE_2190_length_2377_cov_3.40009_ID_4379-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_2190_length_2377_cov_3.40009_ID_4379-processed-gene-0.1&CDS=1-651, augustus_masked-NODE_4635_length_1210_cov_2.72208_ID_9269-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_4635_length_1210_cov_2.72208_ID_9269-processed-gene-0.3&CDS=1-918
23	OG0000023	YMR006C, YMR008C, YOL011W	augustus_masked-NODE_7405_length_600_cov_6.62018_ID_14809-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_7405_length_600_cov_6.62018_ID_14809-processed-gene-0.0&CDS=1-558, snap_masked-NODE_402_length_5431_cov_5.60826_ID_803-processed-gene-0.4-mRNA-1_1&gene=snap_masked-NODE_402_length_5431_cov_5.60826_ID_803-processed-gene-0.4&CDS=1-1752
24	OG0000024	YNL202W	augustus_masked-NODE_1073_length_3570_cov_3.16273_ID_2145-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_1073_length_3570_cov_3.16273_ID_2145-processed-gene-0.2&CDS=1-945, genemark-NODE_355_length_5622_cov_4.93282_ID_709-processed-gene-0.0-mRNA-1_1&gene=genemark-NODE_355_length_5622_cov_4.93282_ID_709-processed-gene-0.0&CDS=1-867, snap_masked-NODE_16_length_13722_cov_3.82974_ID_31-processed-gene-0.9-mRNA-1_1&gene=snap_masked-NODE_16_length_13722_cov_3.82974_ID_31-processed-gene-0.9&CDS=1-759, snap_masked-NODE_98_length_8300_cov_3.09848_ID_195-processed-gene-0.4-mRNA-1_1&gene=snap_masked-NODE_98_length_8300_cov_3.09848_ID_195-processed-gene-0.4&CDS=1-831
25	OG0000025	Q0105	genemark-NODE_120_length_7766_cov_500.433_ID_239-processed-gene-0.0-mRNA-1_1&gene=genemark-NODE_120_length_7766_cov_500.433_ID_239-processed-gene-0.0&CDS=1-1224, genemark-NODE_130_length_7534_cov_501.645_ID_259-processed-gene-0.0-mRNA-1_1&gene=genemark-NODE_130_length_7534_cov_501.645_ID_259-processed-gene-0.0&CDS=1-1224, genemark-NODE_14_length_14118_cov_490.611_ID_27-processed-gene-0.2-mRNA-1_1&gene=genemark-NODE_14_length_14118_cov_490.611_ID_27-processed-gene-0.2&CDS=1-1224, genemark-NODE_241_length_6381_cov_508.23_ID_481-processed-gene-0.0-mRNA-1_1&gene=genemark-NODE_241_length_6381_cov_508.23_ID_481-processed-gene-0.0&CDS=1-1224
26	OG0000026	Q0130	snap_masked-NODE_20_length_12653_cov_591.035_ID_39-processed-gene-0.3-mRNA-1_1&gene=snap_masked-NODE_20_length_12653_cov_591.035_ID_39-processed-gene-0.3&CDS=1-225, snap_masked-NODE_24_length_12177_cov_584.933_ID_47-processed-gene-0.5-mRNA-1_1&gene=snap_masked-NODE_24_length_12177_cov_584.933_ID_47-processed-gene-0.5&CDS=1-225, snap_masked-NODE_529_length_4870_cov_349.627_ID_1057-processed-gene-0.3-mRNA-1_1&gene=snap_masked-NODE_529_length_4870_cov_349.627_ID_1057-processed-gene-0.3&CDS=1-225, snap_masked-NODE_5_length_19782_cov_567.238_ID_9-processed-gene-0.8-mRNA-1_1&gene=snap_masked-NODE_5_length_19782_cov_567.238_ID_9-processed-gene-0.8&CDS=1-225
27	OG0000027	Q0275	snap_masked-NODE_172_length_6936_cov_543.657_ID_343-processed-gene-0.5-mRNA-1_1&gene=snap_masked-NODE_172_length_6936_cov_543.657_ID_343-processed-gene-0.5&CDS=1-819, snap_masked-NODE_4_length_20409_cov_532.58_ID_7-processed-gene-0.6-mRNA-1_1&gene=snap_masked-NODE_4_length_20409_cov_532.58_ID_7-processed-gene-0.6&CDS=1-819, snap_masked-NODE_6_length_19414_cov_534.312_ID_11-processed-gene-0.7-mRNA-1_1&gene=snap_masked-NODE_6_length_19414_cov_534.312_ID_11-processed-gene-0.7&CDS=1-819, snap_masked-NODE_7_length_18051_cov_318.207_ID_13-processed-gene-0.7-mRNA-1_1&gene=snap_masked-NODE_7_length_18051_cov_318.207_ID_13-processed-gene-0.7&CDS=1-819
28	OG0000028	YAL014C, YGL212W	augustus_masked-NODE_277_length_6080_cov_5.09328_ID_553-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_277_length_6080_cov_5.09328_ID_553-processed-gene-0.1&CDS=1-1116, genemark-NODE_2624_length_2104_cov_4.51245_ID_5247-processed-gene-0.0-mRNA-1_1&gene=genemark-NODE_2624_length_2104_cov_4.51245_ID_5247-processed-gene-0.0&CDS=1-534
29	OG0000029	YBL005W, YER184C, YGL013C	augustus_masked-NODE_1239_length_3327_cov_4.41595_ID_2477-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_1239_length_3327_cov_4.41595_ID_2477-processed-gene-0.0&CDS=1-1950
30	OG0000030	YBR089C-A, YDL002C, YPR052C	snap_masked-NODE_581_length_4697_cov_4.4972_ID_1161-processed-gene-0.1-mRNA-1_1&gene=snap_masked-NODE_581_length_4697_cov_4.4972_ID_1161-processed-gene-0.1&CDS=1-285
31	OG0000031	YBR140C, YOL081W	augustus_masked-NODE_1730_length_2765_cov_3.67232_ID_3459-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_1730_length_2765_cov_3.67232_ID_3459-processed-gene-0.0&CDS=1-2760, augustus_masked-NODE_7020_length_655_cov_5.59833_ID_14039-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_7020_length_655_cov_5.59833_ID_14039-processed-gene-0.1&CDS=1-612
32	OG0000032	YBR254C, YIL140W	augustus_masked-NODE_2989_length_1904_cov_3.14873_ID_5977-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_2989_length_1904_cov_3.14873_ID_5977-processed-gene-0.3&CDS=1-711, augustus_masked-NODE_3726_length_1559_cov_3.96875_ID_7451-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_3726_length_1559_cov_3.96875_ID_7451-processed-gene-0.2&CDS=1-1554
33	OG0000033	YCR034W, YJL196C, YLR372W	augustus_masked-NODE_7958_length_523_cov_2.83974_ID_15915-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_7958_length_523_cov_2.83974_ID_15915-processed-gene-0.2&CDS=1-438
34	OG0000034	YDL049C, YJL174W	augustus_masked-NODE_10007_length_317_cov_2.73664_ID_20013-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_10007_length_317_cov_2.73664_ID_20013-processed-gene-0.2&CDS=1-270, augustus_masked-NODE_7871_length_534_cov_2.75365_ID_15741-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_7871_length_534_cov_2.75365_ID_15741-processed-gene-0.0&CDS=1-270
35	OG0000035	YDR038C, YDR039C, YDR040C	genemark-NODE_705_length_4331_cov_4.54069_ID_1409-processed-gene-0.0-mRNA-1_1&gene=genemark-NODE_705_length_4331_cov_4.54069_ID_1409-processed-gene-0.0&CDS=1-3402
36	OG0000036	YDR143C, YKL034W	augustus_masked-NODE_1008_length_3690_cov_4.98762_ID_2015-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_1008_length_3690_cov_4.98762_ID_2015-processed-gene-0.0&CDS=1-2496, augustus_masked-NODE_1941_length_2585_cov_4.75178_ID_3881-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_1941_length_2585_cov_4.75178_ID_3881-processed-gene-0.0&CDS=1-840
37	OG0000037	YDR207C, YML099C	augustus_masked-NODE_2162_length_2396_cov_4.2076_ID_4323-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_2162_length_2396_cov_4.2076_ID_4323-processed-gene-0.1&CDS=1-1257, augustus_masked-NODE_5172_length_1050_cov_4.55176_ID_10343-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_5172_length_1050_cov_4.55176_ID_10343-processed-gene-0.1&CDS=1-681
38	OG0000038	YDR314C, YER162C	augustus_masked-NODE_567_length_4733_cov_4.42411_ID_1133-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_567_length_4733_cov_4.42411_ID_1133-processed-gene-0.2&CDS=1-4176, snap_masked-NODE_3130_length_1828_cov_4.8793_ID_6259-processed-gene-0.1-mRNA-1_1&gene=snap_masked-NODE_3130_length_1828_cov_4.8793_ID_6259-processed-gene-0.1&CDS=1-1683
39	OG0000039	YDR423C, YOR028C	augustus_masked-NODE_7605_length_566_cov_2.40705_ID_15209-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_7605_length_566_cov_2.40705_ID_15209-processed-gene-0.0&CDS=1-564, maker-NODE_782_length_4146_cov_3.44879_ID_1563-snap-gene-0.0-mRNA-1_1&gene=maker-NODE_782_length_4146_cov_3.44879_ID_1563-snap-gene-0.0&CDS=1-606
40	OG0000040	YDR458C, YML034W	augustus_masked-NODE_2359_length_2271_cov_2.65253_ID_4717-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_2359_length_2271_cov_2.65253_ID_4717-processed-gene-0.2&CDS=1-1665, snap_masked-NODE_2579_length_2133_cov_3.39028_ID_5157-processed-gene-0.5-mRNA-1_1&gene=snap_masked-NODE_2579_length_2133_cov_3.39028_ID_5157-processed-gene-0.5&CDS=1-486
41	OG0000041	YEL066W, YPR193C	augustus_masked-NODE_3971_length_1462_cov_2.38664_ID_7941-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_3971_length_1462_cov_2.38664_ID_7941-processed-gene-0.1&CDS=1-474, snap_masked-NODE_3191_length_1805_cov_4.33257_ID_6381-processed-gene-0.3-mRNA-1_1&gene=snap_masked-NODE_3191_length_1805_cov_4.33257_ID_6381-processed-gene-0.3&CDS=1-534
42	OG0000042	YER056C, YER060W, YER060W-A	snap_masked-NODE_2693_length_2060_cov_3.76958_ID_5385-processed-gene-0.0-mRNA-1_1&gene=snap_masked-NODE_2693_length_2060_cov_3.76958_ID_5385-processed-gene-0.0&CDS=1-1551
43	OG0000043	YFL050C, YOL130W	augustus_masked-NODE_3024_length_1877_cov_3.05873_ID_6047-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_3024_length_1877_cov_3.05873_ID_6047-processed-gene-0.2&CDS=1-1065, snap_masked-NODE_2223_length_2347_cov_3.80366_ID_4445-processed-gene-0.0-mRNA-1_1&gene=snap_masked-NODE_2223_length_2347_cov_3.80366_ID_4445-processed-gene-0.0&CDS=1-1710
44	OG0000044	YFL059W, YMR096W, YNL333W	genemark-NODE_8521_length_454_cov_2.81955_ID_17041-processed-gene-0.0-mRNA-1_1&gene=genemark-NODE_8521_length_454_cov_2.81955_ID_17041-processed-gene-0.0&CDS=1-405
45	OG0000045	YFL060C, YMR095C, YNL334C	genemark-NODE_18_length_13061_cov_6.13563_ID_35-processed-gene-0.4-mRNA-1_1&gene=genemark-NODE_18_length_13061_cov_6.13563_ID_35-processed-gene-0.4&CDS=1-669
46	OG0000046	YGR109W-A, YGR109W-B, YIL082W, YIL082W-A	
47	OG0000047	YGR192C, YJL052W, YJR009C	genemark-NODE_6442_length_764_cov_2.64457_ID_12883-processed-gene-0.0-mRNA-1_1&gene=genemark-NODE_6442_length_764_cov_2.64457_ID_12883-processed-gene-0.0&CDS=1-651
48	OG0000048	YGR260W	augustus_masked-NODE_124_length_7702_cov_4.34654_ID_247-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-NODE_124_length_7702_cov_4.34654_ID_247-processed-gene-0.7&CDS=1-1296, augustus_masked-NODE_1345_length_3170_cov_4.45618_ID_2689-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_1345_length_3170_cov_4.45618_ID_2689-processed-gene-0.0&CDS=1-1569, augustus_masked-NODE_419_length_5361_cov_4.21297_ID_837-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_419_length_5361_cov_4.21297_ID_837-processed-gene-0.0&CDS=1-1392
49	OG0000049	YGR262C	augustus_masked-NODE_7403_length_600_cov_5.22752_ID_14805-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_7403_length_600_cov_5.22752_ID_14805-processed-gene-0.0&CDS=1-546, augustus_masked-NODE_7831_length_540_cov_4.98351_ID_15661-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_7831_length_540_cov_4.98351_ID_15661-processed-gene-0.1&CDS=1-486, snap_masked-NODE_5719_length_917_cov_4.92691_ID_11437-processed-gene-0.0-mRNA-1_1&gene=snap_masked-NODE_5719_length_917_cov_4.92691_ID_11437-processed-gene-0.0&CDS=1-846
50	OG0000050	YIL009W, YMR246W, YOR317W	augustus_masked-NODE_2819_length_1989_cov_3.35109_ID_5637-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_2819_length_1989_cov_3.35109_ID_5637-processed-gene-0.1&CDS=1-1452
51	OG0000051	YIL120W, YIL121W, YNL065W	genemark-NODE_1136_length_3473_cov_4.13721_ID_2271-processed-gene-0.7-mRNA-1_1&gene=genemark-NODE_1136_length_3473_cov_4.13721_ID_2271-processed-gene-0.7&CDS=1-1398
52	OG0000052	YJL078C, YJL079C, YKR013W	augustus_masked-NODE_7299_length_615_cov_6.40893_ID_14597-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_7299_length_615_cov_6.40893_ID_14597-processed-gene-0.1&CDS=1-504
53	OG0000053	YKL129C, YMR109W	augustus_masked-NODE_6081_length_839_cov_2.69898_ID_12161-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_6081_length_839_cov_2.69898_ID_12161-processed-gene-0.1&CDS=1-837, augustus_masked-NODE_7924_length_528_cov_3.62791_ID_15847-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_7924_length_528_cov_3.62791_ID_15847-processed-gene-0.0&CDS=1-456
54	OG0000054	YLR099W-A	augustus_masked-NODE_4_length_20409_cov_532.58_ID_7-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_4_length_20409_cov_532.58_ID_7-processed-gene-0.0&CDS=1-4914, augustus_masked-NODE_6_length_19414_cov_534.312_ID_11-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_6_length_19414_cov_534.312_ID_11-processed-gene-0.0&CDS=1-4914, snap_masked-NODE_7_length_18051_cov_318.207_ID_13-processed-gene-0.5-mRNA-1_1&gene=snap_masked-NODE_7_length_18051_cov_318.207_ID_13-processed-gene-0.5&CDS=1-2583
55	OG0000055	YLR152C, YNL095C, YOR092W	augustus_masked-NODE_1547_length_2946_cov_3.05777_ID_3093-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_1547_length_2946_cov_3.05777_ID_3093-processed-gene-0.2&CDS=1-2109
56	OG0000056	YML116W, YMR279C, YOR378W	augustus_masked-NODE_251_length_6333_cov_4.79022_ID_501-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-NODE_251_length_6333_cov_4.79022_ID_501-processed-gene-0.9&CDS=1-912
57	OG0000057	YNL108C, YOR110W	augustus_masked-NODE_2012_length_2514_cov_4.02033_ID_4023-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_2012_length_2514_cov_4.02033_ID_4023-processed-gene-0.1&CDS=1-222, genemark-NODE_5363_length_1002_cov_2.82365_ID_10725-processed-gene-0.2-mRNA-1_1&gene=genemark-NODE_5363_length_1002_cov_2.82365_ID_10725-processed-gene-0.2&CDS=1-348
58	OG0000058	YNL322C	augustus_masked-NODE_4181_length_1368_cov_3.51028_ID_8361-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_4181_length_1368_cov_3.51028_ID_8361-processed-gene-0.1&CDS=1-216, genemark-NODE_1236_length_3332_cov_3.80836_ID_2471-processed-gene-0.7-mRNA-1_1&gene=genemark-NODE_1236_length_3332_cov_3.80836_ID_2471-processed-gene-0.7&CDS=1-381, genemark-NODE_7370_length_604_cov_5.17668_ID_14739-processed-gene-0.0-mRNA-1_1&gene=genemark-NODE_7370_length_604_cov_5.17668_ID_14739-processed-gene-0.0&CDS=1-318
59	OG0000059	YOR256C, YPL176C	augustus_masked-NODE_5393_length_993_cov_3.20682_ID_10785-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_5393_length_993_cov_3.20682_ID_10785-processed-gene-0.1&CDS=1-990, augustus_masked-NODE_6992_length_661_cov_3.25743_ID_13983-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_6992_length_661_cov_3.25743_ID_13983-processed-gene-0.1&CDS=1-660
60	OG0000060	YOR301W	augustus_masked-NODE_1693_length_2806_cov_6.4104_ID_3385-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_1693_length_2806_cov_6.4104_ID_3385-processed-gene-0.0&CDS=1-210, augustus_masked-NODE_3454_length_1686_cov_3.66891_ID_6907-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_3454_length_1686_cov_3.66891_ID_6907-processed-gene-0.1&CDS=1-1242, snap_masked-NODE_394_length_5467_cov_4.61789_ID_787-processed-gene-0.4-mRNA-1_1&gene=snap_masked-NODE_394_length_5467_cov_4.61789_ID_787-processed-gene-0.4&CDS=1-1824
61	OG0000061	YOR389W, YPL277C	augustus_masked-NODE_4513_length_1251_cov_2.92391_ID_9025-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_4513_length_1251_cov_2.92391_ID_9025-processed-gene-0.1&CDS=1-1248, augustus_masked-NODE_7369_length_604_cov_3.08197_ID_14737-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_7369_length_604_cov_3.08197_ID_14737-processed-gene-0.0&CDS=1-600
62	OG0000062	Q0085	snap_masked-NODE_1027_length_3655_cov_591.427_ID_2053-processed-gene-0.0-mRNA-1_1&gene=snap_masked-NODE_1027_length_3655_cov_591.427_ID_2053-processed-gene-0.0&CDS=1-744, snap_masked-NODE_611_length_4616_cov_583.318_ID_1221-processed-gene-0.1-mRNA-1_1&gene=snap_masked-NODE_611_length_4616_cov_583.318_ID_1221-processed-gene-0.1&CDS=1-744, snap_masked-NODE_612_length_4615_cov_576.69_ID_1223-processed-gene-0.2-mRNA-1_1&gene=snap_masked-NODE_612_length_4615_cov_576.69_ID_1223-processed-gene-0.2&CDS=1-744
63	OG0000063	YAL015C, YOL043C	augustus_masked-NODE_3853_length_1507_cov_2.39945_ID_7705-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_3853_length_1507_cov_2.39945_ID_7705-processed-gene-0.2&CDS=1-888
64	OG0000064	YAL017W, YOL045W	snap_masked-NODE_1887_length_2629_cov_3.27156_ID_3773-processed-gene-0.1-mRNA-1_1&gene=snap_masked-NODE_1887_length_2629_cov_3.27156_ID_3773-processed-gene-0.1&CDS=1-1077
65	OG0000065	YAL023C, YOR321W	genemark-NODE_3433_length_1696_cov_3.49055_ID_6865-processed-gene-0.1-mRNA-1_1&gene=genemark-NODE_3433_length_1696_cov_3.49055_ID_6865-processed-gene-0.1&CDS=1-1227
66	OG0000066	YAL034C, YOR338W	snap_masked-NODE_269_length_6154_cov_4.04001_ID_537-processed-gene-0.2-mRNA-1_1&gene=snap_masked-NODE_269_length_6154_cov_4.04001_ID_537-processed-gene-0.2&CDS=1-1698
67	OG0000067	YAL060W, YAL061W	augustus_masked-NODE_3868_length_1502_cov_2.98618_ID_7735-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_3868_length_1502_cov_2.98618_ID_7735-processed-gene-0.1&CDS=1-1035
68	OG0000068	YAR002C-A, YGL002W	snap_masked-NODE_5759_length_908_cov_2.57913_ID_11517-processed-gene-0.1-mRNA-1_1&gene=snap_masked-NODE_5759_length_908_cov_2.57913_ID_11517-processed-gene-0.1&CDS=1-408
69	OG0000069	YAR018C	maker-NODE_7702_length_555_cov_2.06_ID_15403-snap-gene-0.3-mRNA-1_1&gene=maker-NODE_7702_length_555_cov_2.06_ID_15403-snap-gene-0.3&CDS=1-381, snap_masked-NODE_2820_length_1989_cov_2.63185_ID_5639-processed-gene-0.5-mRNA-1_1&gene=snap_masked-NODE_2820_length_1989_cov_2.63185_ID_5639-processed-gene-0.5&CDS=1-213
70	OG0000070	YAR042W, YDL019C	snap_masked-NODE_487_length_5050_cov_4.06266_ID_973-processed-gene-0.2-mRNA-1_1&gene=snap_masked-NODE_487_length_5050_cov_4.06266_ID_973-processed-gene-0.2&CDS=1-4062
71	OG0000071	YBL003C, YDR225W	genemark-NODE_3405_length_1708_cov_4.25953_ID_6809-processed-gene-0.1-mRNA-1_1&gene=genemark-NODE_3405_length_1708_cov_4.25953_ID_6809-processed-gene-0.1&CDS=1-207
72	OG0000072	YBL009W, YGL021W	augustus_masked-NODE_913_length_3856_cov_4.44646_ID_1825-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_913_length_3856_cov_4.44646_ID_1825-processed-gene-0.1&CDS=1-3345
73	OG0000073	YBL027W, YBR084C-A	snap_masked-NODE_2823_length_1985_cov_4.3487_ID_5645-processed-gene-0.1-mRNA-1_1&gene=snap_masked-NODE_2823_length_1985_cov_4.3487_ID_5645-processed-gene-0.1&CDS=1-576
74	OG0000074	YBL056W, YER089C	genemark-NODE_5244_length_1034_cov_2.62615_ID_10487-processed-gene-0.0-mRNA-1_1&gene=genemark-NODE_5244_length_1034_cov_2.62615_ID_10487-processed-gene-0.0&CDS=1-924
