	OrthologID	Cyberlindnera_fabianii_JCM3601	Saccharomyces_cerevisiae
3309	OG0003309	-processed-gene-14.12-mRNA-1_1&gene=augustus_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-14.12&CDS=1-1140	YGR112W
3310	OG0003310	-processed-gene-14.90-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-14.90&CDS=1-729	YPL162C
3311	OG0003311	-processed-gene-14.91-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-14.91&CDS=1-1059	YDR171W
3312	OG0003312	-processed-gene-14.94-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-14.94&CDS=1-870	YER026C
3313	OG0003313	-processed-gene-15.4-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-15.4&CDS=1-984	YBR251W
3314	OG0003314	-processed-gene-15.5-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-15.5&CDS=1-594	YPL239W
3315	OG0003315	-processed-gene-15.6-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-15.6&CDS=1-846	YPL237W
3316	OG0003316	-processed-gene-15.9-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-15.9&CDS=1-567	YMR184W
3317	OG0003317	-processed-gene-15.10-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-15.10&CDS=1-1116	YPL236C
3318	OG0003318	-processed-gene-15.66-mRNA-1_1&gene=augustus_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-15.66&CDS=1-1452	YPL235W
3319	OG0003319	-augustus-gene-15.2-mRNA-1_1&gene=maker-gi|1002316269|dbj|BCGI01000001.1|-augustus-gene-15.2&CDS=1-480	YPL234C
3320	OG0003320	-augustus-gene-15.0-mRNA-1_1&gene=maker-gi|1002316269|dbj|BCGI01000001.1|-augustus-gene-15.0&CDS=1-657	YPL233W
3321	OG0003321	-processed-gene-15.12-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-15.12&CDS=1-837	YPL246C
3322	OG0003322	-processed-gene-15.14-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-15.14&CDS=1-492	YOR104W
3323	OG0003323	-processed-gene-15.15-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-15.15&CDS=1-588	YJR112W
3324	OG0003324	-snap-gene-15.60-mRNA-1_1&gene=maker-gi|1002316269|dbj|BCGI01000001.1|-snap-gene-15.60&CDS=1-3144	YMR154C
3325	OG0003325	-processed-gene-15.16-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-15.16&CDS=1-1260	YER020W
3326	OG0003326	-processed-gene-15.39-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-15.39&CDS=1-1092	YJR107W
3327	OG0003327	-processed-gene-15.40-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-15.40&CDS=1-2229	YDL095W
3328	OG0003328	-processed-gene-15.41-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-15.41&CDS=1-1341	YMR153W
3329	OG0003329	-processed-gene-15.17-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-15.17&CDS=1-1254	YDL097C
3330	OG0003330	-processed-gene-15.42-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-15.42&CDS=1-2160	YDL116W
3331	OG0003331	-processed-gene-15.43-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-15.43&CDS=1-1587	YMR155W
3332	OG0003332	-processed-gene-15.44-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-15.44&CDS=1-4074	YDL112W
3333	OG0003333	-processed-gene-15.19-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-15.19&CDS=1-2676	YDL117W
3334	OG0003334	-processed-gene-15.20-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-15.20&CDS=1-1218	YDL090C
3335	OG0003335	-processed-gene-15.102-mRNA-1_1&gene=augustus_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-15.102&CDS=1-387	YDL092W
3336	OG0003336	-processed-gene-15.24-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-15.24&CDS=1-1422	YBR199W
3337	OG0003337	-processed-gene-15.103-mRNA-1_1&gene=augustus_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-15.103&CDS=1-1203	YPR065W
3338	OG0003338	-processed-gene-15.47-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-15.47&CDS=1-1629	YPR137W
3339	OG0003339	-processed-gene-15.26-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-15.26&CDS=1-2526	YPR135W
3340	OG0003340	-processed-gene-15.49-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-15.49&CDS=1-1554	YGR119C
3341	OG0003341	-processed-gene-15.29-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-15.29&CDS=1-2445	YPR029C
3342	OG0003342	-processed-gene-15.53-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-15.53&CDS=1-531	YPR028W
3343	OG0003343	-processed-gene-15.32-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-15.32&CDS=1-873	YIL076W
3344	OG0003344	-processed-gene-15.56-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-15.56&CDS=1-978	YIL077C
3345	OG0003345	-processed-gene-16.41-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-16.41&CDS=1-1605	YDL178W
3346	OG0003346	-snap-gene-16.86-mRNA-1_1&gene=maker-gi|1002316269|dbj|BCGI01000001.1|-snap-gene-16.86&CDS=1-435	YDL177C
3347	OG0003347	-processed-gene-16.42-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-16.42&CDS=1-1224	YNL206C
3348	OG0003348	-processed-gene-16.47-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-16.47&CDS=1-1293	YNL207W
3349	OG0003349	-augustus-gene-16.89-mRNA-1_1&gene=maker-gi|1002316269|dbj|BCGI01000001.1|-augustus-gene-16.89&CDS=1-3747	YIL078W
3350	OG0003350	-processed-gene-16.70-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-16.70&CDS=1-4329	YNL102W
3351	OG0003351	-processed-gene-16.49-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-16.49&CDS=1-843	YOR106W
3352	OG0003352	-processed-gene-16.50-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-16.50&CDS=1-2055	YMR232W
3353	OG0003353	-processed-gene-16.73-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-16.73&CDS=1-606	YOR294W
3354	OG0003354	-processed-gene-16.51-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-16.51&CDS=1-591	YMR233W
3355	OG0003355	-processed-gene-16.54-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-16.54&CDS=1-2592	YFL042C
3356	OG0003356	-processed-gene-16.12-mRNA-1_1&gene=augustus_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-16.12&CDS=1-4329	YPR003C
3357	OG0003357	-processed-gene-16.30-mRNA-1_1&gene=augustus_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-16.30&CDS=1-495	YNL211C
3358	OG0003358	-processed-gene-16.58-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-16.58&CDS=1-2892	YMR231W
3359	OG0003359	-processed-gene-16.78-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-16.78&CDS=1-3315	YDL231C
3360	OG0003360	-processed-gene-16.60-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-16.60&CDS=1-687	YNL214W
3361	OG0003361	-processed-gene-16.79-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-16.79&CDS=1-714	YNL213C
3362	OG0003362	-processed-gene-16.61-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-16.61&CDS=1-2379	YNL212W
3363	OG0003363	-processed-gene-16.80-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-16.80&CDS=1-1617	YDR188W
3364	OG0003364	-processed-gene-16.81-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-16.81&CDS=1-1104	YLR244C
3365	OG0003365	-processed-gene-16.82-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-16.82&CDS=1-423	YLR245C
3366	OG0003366	-processed-gene-16.63-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-16.63&CDS=1-1302	YKL216W
3367	OG0003367	-processed-gene-16.64-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-16.64&CDS=1-996	YER083C
3368	OG0003368	-processed-gene-16.66-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-16.66&CDS=1-3132	YHR079C
3369	OG0003369	-processed-gene-16.67-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-16.67&CDS=1-1908	YDR189W
3370	OG0003370	-processed-gene-16.39-mRNA-1_1&gene=augustus_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-16.39&CDS=1-1989	YDR190C
3371	OG0003371	-processed-gene-17.63-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-17.63&CDS=1-2352	YJR126C
3372	OG0003372	-processed-gene-17.59-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-17.59&CDS=1-414	YPR020W
3373	OG0003373	-processed-gene-17.64-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-17.64&CDS=1-1710	YGL171W
3374	OG0003374	-processed-gene-17.62-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-17.62&CDS=1-1755	YLR114C
3375	OG0003375	-processed-gene-17.92-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-17.92&CDS=1-1050	YLR113W
3376	OG0003376	-processed-gene-17.94-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-17.94&CDS=1-507	YLR109W
3377	OG0003377	-processed-gene-17.96-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-17.96&CDS=1-1929	YLR143W
3378	OG0003378	-processed-gene-17.9-mRNA-1_1&gene=augustus_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-17.9&CDS=1-2130	YLR214W
3379	OG0003379	-snap-gene-17.123-mRNA-1_1&gene=maker-gi|1002316269|dbj|BCGI01000001.1|-snap-gene-17.123&CDS=1-2073	YDR164C
3380	OG0003380	-processed-gene-17.69-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-17.69&CDS=1-2298	YLR144C
3381	OG0003381	-processed-gene-17.70-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-17.70&CDS=1-732	YLR145W
3382	OG0003382	-processed-gene-17.12-mRNA-1_1&gene=augustus_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-17.12&CDS=1-1923	YLR141W
3383	OG0003383	-processed-gene-17.98-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-17.98&CDS=1-1413	YLR142W
3384	OG0003384	-processed-gene-17.73-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-17.73&CDS=1-1647	YFL055W
3385	OG0003385	-processed-gene-17.99-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-17.99&CDS=1-1269	YDR165W
3386	OG0003386	-processed-gene-17.75-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-17.75&CDS=1-576	YDR162C
3387	OG0003387	-processed-gene-17.101-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-17.101&CDS=1-1077	YDR161W
3388	OG0003388	-processed-gene-17.76-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-17.76&CDS=1-714	YDR152W
3389	OG0003389	-processed-gene-17.102-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-17.102&CDS=1-1098	YDR153C
3390	OG0003390	-processed-gene-17.103-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-17.103&CDS=1-486	YDR155C
3391	OG0003391	-processed-gene-17.105-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-17.105&CDS=1-783	YLR168C
3392	OG0003392	-processed-gene-17.18-mRNA-1_1&gene=augustus_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-17.18&CDS=1-2550	YDR205W
3393	OG0003393	-processed-gene-17.106-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-17.106&CDS=1-816	YNL128W
3394	OG0003394	-processed-gene-17.107-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-17.107&CDS=1-354	YHR116W
3395	OG0003395	-snap-gene-17.117-mRNA-1_1&gene=maker-gi|1002316269|dbj|BCGI01000001.1|-snap-gene-17.117&CDS=1-1302	YNL119W
3396	OG0003396	-processed-gene-17.81-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-17.81&CDS=1-285	YNL122C
3397	OG0003397	-processed-gene-17.108-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-17.108&CDS=1-2970	YNL123W
3398	OG0003398	-processed-gene-17.109-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-17.109&CDS=1-1086	YHR118C
3399	OG0003399	-processed-gene-17.22-mRNA-1_1&gene=augustus_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-17.22&CDS=1-5991	YHR120W
3400	OG0003400	-processed-gene-17.110-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-17.110&CDS=1-1548	YNL124W
3401	OG0003401	-processed-gene-17.111-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-17.111&CDS=1-1704	YHR124W
3402	OG0003402	-processed-gene-17.85-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-17.85&CDS=1-3120	YNL132W
3403	OG0003403	-processed-gene-17.112-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-17.112&CDS=1-732	YNL129W
3404	OG0003404	-processed-gene-17.86-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-17.86&CDS=1-291	YBL026W
3405	OG0003405	-processed-gene-17.88-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-17.88&CDS=1-2025	YBL024W
3406	OG0003406	-processed-gene-17.115-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-17.115&CDS=1-708	YGR024C
3407	OG0003407	-processed-gene-18.11-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-18.11&CDS=1-3507	YPR010C
3408	OG0003408	-processed-gene-18.12-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-18.12&CDS=1-2772	YGL167C
3409	OG0003409	-processed-gene-18.14-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-18.14&CDS=1-1098	YGL169W
3410	OG0003410	-processed-gene-18.43-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-18.43&CDS=1-360	YFL014W
3411	OG0003411	-processed-gene-18.16-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-18.16&CDS=1-471	YNL131W
3412	OG0003412	-snap-gene-18.9-mRNA-1_1&gene=maker-gi|1002316269|dbj|BCGI01000001.1|-snap-gene-18.9&CDS=1-1170	YHR123W
3413	OG0003413	-processed-gene-18.45-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-18.45&CDS=1-606	YHR122W
3414	OG0003414	-processed-gene-18.46-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-18.46&CDS=1-1536	YER141W
3415	OG0003415	-processed-gene-18.18-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-18.18&CDS=1-990	YGL159W
3416	OG0003416	-snap-gene-18.5-mRNA-1_1&gene=maker-gi|1002316269|dbj|BCGI01000001.1|-snap-gene-18.5&CDS=1-762	YDR064W
3417	OG0003417	-processed-gene-18.48-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-18.48&CDS=1-759	YER139C
3418	OG0003418	-processed-gene-18.22-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-18.22&CDS=1-1674	YER140W
3419	OG0003419	-processed-gene-18.23-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-18.23&CDS=1-1500	YDR061W
3420	OG0003420	-processed-gene-18.24-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-18.24&CDS=1-744	YEL001C
3421	OG0003421	-augustus-gene-18.4-mRNA-1_1&gene=maker-gi|1002316269|dbj|BCGI01000001.1|-augustus-gene-18.4&CDS=1-1626	YIL001W
3422	OG0003422	-processed-gene-18.25-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-18.25&CDS=1-2700	YIL002C
3423	OG0003423	-processed-gene-18.81-mRNA-1_1&gene=augustus_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-18.81&CDS=1-2565	YJL187C
3424	OG0003424	-processed-gene-18.31-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-18.31&CDS=1-2670	YCR030C
3425	OG0003425	-processed-gene-18.32-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-18.32&CDS=1-756	YJL192C
3426	OG0003426	-processed-gene-18.33-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-18.33&CDS=1-396	YCR028C-A
3427	OG0003427	-processed-gene-18.34-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-18.34&CDS=1-2040	YKL176C
3428	OG0003428	-processed-gene-18.55-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-18.55&CDS=1-1341	YKL178C
3429	OG0003429	-processed-gene-18.56-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-18.56&CDS=1-1233	YJL171C
3430	OG0003430	-processed-gene-18.57-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-18.57&CDS=1-2259	YJL168C
3431	OG0003431	-processed-gene-18.86-mRNA-1_1&gene=augustus_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-18.86&CDS=1-723	YJL023C
3432	OG0003432	-processed-gene-18.59-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-18.59&CDS=1-1281	YKL028W
3433	OG0003433	-processed-gene-18.39-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-18.39&CDS=1-1341	YNL016W
3434	OG0003434	-processed-gene-18.40-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-18.40&CDS=1-2349	YDL122W
3435	OG0003435	-snap-gene-18.6-mRNA-1_1&gene=maker-gi|1002316269|dbj|BCGI01000001.1|-snap-gene-18.6&CDS=1-483	YGL187C
3436	OG0003436	-processed-gene-19.10-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-19.10&CDS=1-6099	YCR032W
3437	OG0003437	-snap-gene-19.2-mRNA-1_1&gene=maker-gi|1002316269|dbj|BCGI01000001.1|-snap-gene-19.2&CDS=1-1884	YDR129C
3438	OG0003438	-snap-gene-19.1-mRNA-1_1&gene=maker-gi|1002316269|dbj|BCGI01000001.1|-snap-gene-19.1&CDS=1-1041	YLR100W
3439	OG0003439	-processed-gene-19.80-mRNA-1_1&gene=augustus_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-19.80&CDS=1-1374	YLR107W
3440	OG0003440	-snap-gene-19.0-mRNA-1_1&gene=maker-gi|1002316269|dbj|BCGI01000001.1|-snap-gene-19.0&CDS=1-330	YBL018C
3441	OG0003441	-processed-gene-19.61-mRNA-1_1&gene=augustus_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-19.61&CDS=1-1686	YBL019W
3442	OG0003442	-processed-gene-19.13-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-19.13&CDS=1-393	YLR104W
3443	OG0003443	-processed-gene-19.32-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-19.32&CDS=1-1068	YLR105C
3444	OG0003444	-processed-gene-19.14-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-19.14&CDS=1-1572	YIL142W
3445	OG0003445	-processed-gene-19.33-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-19.33&CDS=1-1914	YLR103C
3446	OG0003446	-processed-gene-19.37-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-19.37&CDS=1-1176	YKR042W
3447	OG0003447	-processed-gene-19.17-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-19.17&CDS=1-939	YJL117W
3448	OG0003448	-processed-gene-19.19-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-19.19&CDS=1-2694	YGL008C
3449	OG0003449	-processed-gene-19.20-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-19.20&CDS=1-2238	YGL014W
3450	OG0003450	-processed-gene-19.39-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-19.39&CDS=1-576	YNL090W
3451	OG0003451	-processed-gene-19.21-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-19.21&CDS=1-2406	YJL200C
3452	OG0003452	-processed-gene-19.41-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-19.41&CDS=1-1725	YJL201W
3453	OG0003453	-processed-gene-19.22-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-19.22&CDS=1-1686	YBL020W
3454	OG0003454	-processed-gene-19.42-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-19.42&CDS=1-2115	YDR452W
3455	OG0003455	-processed-gene-19.23-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-19.23&CDS=1-1782	YLR343W
3456	OG0003456	-processed-gene-19.44-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-19.44&CDS=1-723	YGR033C
3457	OG0003457	-processed-gene-19.73-mRNA-1_1&gene=augustus_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-19.73&CDS=1-681	YLR078C
3458	OG0003458	-processed-gene-19.45-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-19.45&CDS=1-1875	YLR077W
3459	OG0003459	-processed-gene-19.25-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-19.25&CDS=1-534	YFL046W
3460	OG0003460	-processed-gene-19.46-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-19.46&CDS=1-750	YFL045C
3461	OG0003461	-processed-gene-19.47-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-19.47&CDS=1-660	YLR075W
3462	OG0003462	-processed-gene-19.26-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-19.26&CDS=1-471	YLR074C
3463	OG0003463	-processed-gene-19.48-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-19.48&CDS=1-987	YFL044C
3464	OG0003464	-processed-gene-19.49-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-19.49&CDS=1-1821	YGR054W
3465	OG0003465	-processed-gene-20.5-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-20.5&CDS=1-5667	YLR342W
3466	OG0003466	-processed-gene-20.6-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-20.6&CDS=1-2847	YGL201C
3467	OG0003467	-augustus-gene-20.48-mRNA-1_1&gene=maker-gi|1002316269|dbj|BCGI01000001.1|-augustus-gene-20.48&CDS=1-741	YGR001C
3468	OG0003468	-processed-gene-20.8-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-20.8&CDS=1-1683	YAR002W
3469	OG0003469	-augustus-gene-20.52-mRNA-1_1&gene=maker-gi|1002316269|dbj|BCGI01000001.1|-augustus-gene-20.52&CDS=1-5238	YGL001C
3470	OG0003470	-processed-gene-20.58-mRNA-1_1&gene=augustus_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-20.58&CDS=1-429	YPL099C
3471	OG0003471	-processed-gene-20.83-mRNA-1_1&gene=augustus_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-20.83&CDS=1-2619	YLL003W
