	OrthologID	Saccharomyces_cerevisiae	Xylona_heveae
1471	OG0001471	YGR012W	XP_018191663.1
1472	OG0001472	YGR020C	XP_018190974.1
1473	OG0001473	YGR021W	XP_018186913.1
1474	OG0001474	YGR024C	XP_018187587.1
1475	OG0001475	YGR028W	XP_018191018.1
1476	OG0001476	YGR029W	XP_018187361.1
1477	OG0001477	YGR031W	XP_018184893.1
1478	OG0001478	YGR033C	XP_018190990.1
1479	OG0001479	YGR036C	XP_018186932.1
1480	OG0001480	YGR046W	XP_018190752.1
1481	OG0001481	YGR047C	XP_018190523.1
1482	OG0001482	YGR048W	XP_018186111.1
1483	OG0001483	YGR054W	XP_018190238.1
1484	OG0001484	YGR058W	XP_018191708.1
1485	OG0001485	YGR060W	XP_018186808.1
1486	OG0001486	YGR061C	XP_018185788.1
1487	OG0001487	YGR062C	XP_018189359.1
1488	OG0001488	YGR063C	XP_018188151.1
1489	OG0001489	YGR074W	XP_018189904.1
1490	OG0001490	YGR076C	XP_018191298.1
1491	OG0001491	YGR078C	XP_018187488.1
1492	OG0001492	YGR080W	XP_018187066.1
1493	OG0001493	YGR082W	XP_018184924.1
1494	OG0001494	YGR083C	XP_018192201.1
1495	OG0001495	YGR090W	XP_018184438.1
1496	OG0001496	YGR091W	XP_018191952.1
1497	OG0001497	YGR093W	XP_018187960.1
1498	OG0001498	YGR094W	XP_018191657.1
1499	OG0001499	YGR095C	XP_018189223.1
1500	OG0001500	YGR096W	XP_018191147.1
1501	OG0001501	YGR098C	XP_018190614.1
1502	OG0001502	YGR099W	XP_018191575.1
1503	OG0001503	YGR100W	XP_018188506.1
1504	OG0001504	YGR101W	XP_018187806.1
1505	OG0001505	YGR102C	XP_018185423.1
1506	OG0001506	YGR103W	XP_018191796.1
1507	OG0001507	YGR105W	XP_018191540.1
1508	OG0001508	YGR110W	XP_018189038.1
1509	OG0001509	YGR112W	XP_018186062.1
1510	OG0001510	YGR113W	XP_018184453.1
1511	OG0001511	YGR116W	XP_018184554.1
1512	OG0001512	YGR119C	XP_018186184.1
1513	OG0001513	YGR124W	XP_018191242.1
1514	OG0001514	YGR125W	XP_018191928.1
1515	OG0001515	YGR127W	XP_018188317.1
1516	OG0001516	YGR129W	XP_018187291.1
1517	OG0001517	YGR132C	XP_018189216.1
1518	OG0001518	YGR135W	XP_018186611.1
1519	OG0001519	YGR144W	XP_018187967.1
1520	OG0001520	YGR145W	XP_018186584.1
1521	OG0001521	YGR147C	XP_018191133.1
1522	OG0001522	YGR149W	XP_018190692.1
1523	OG0001523	YGR157W	XP_018188819.1
1524	OG0001524	YGR158C	XP_018188828.1
1525	OG0001525	YGR159C	XP_018189283.1
1526	OG0001526	YGR163W	XP_018189575.1
1527	OG0001527	YGR165W	XP_018188529.1
1528	OG0001528	YGR167W	XP_018187278.1
1529	OG0001529	YGR170W	XP_018185199.1
1530	OG0001530	YGR171C	XP_018190300.1
1531	OG0001531	YGR172C	XP_018188454.1
1532	OG0001532	YGR173W	XP_018188160.1
1533	OG0001533	YGR175C	XP_018188463.1
1534	OG0001534	YGR178C	XP_018191120.1
1535	OG0001535	YGR181W	XP_018187152.1
1536	OG0001536	YGR183C	XP_018187943.1
1537	OG0001537	YGR184C	XP_018187942.1
1538	OG0001538	YGR185C	XP_018187937.1
1539	OG0001539	YGR186W	XP_018186746.1
1540	OG0001540	YGR187C	XP_018186745.1
1541	OG0001541	YGR188C	XP_018187990.1
1542	OG0001542	YGR193C	XP_018190686.1
1543	OG0001543	YGR194C	XP_018190619.1
1544	OG0001544	YGR195W	XP_018189978.1
1545	OG0001545	YGR200C	XP_018186840.1
1546	OG0001546	YGR202C	XP_018191146.1
1547	OG0001547	YGR203W	XP_018190988.1
1548	OG0001548	YGR204W	XP_018184570.1
1549	OG0001549	YGR205W	XP_018190959.1
1550	OG0001550	YGR207C	XP_018188366.1
1551	OG0001551	YGR208W	XP_018184855.1
1552	OG0001552	YGR210C	XP_018189210.1
1553	OG0001553	YGR211W	XP_018184964.1
1554	OG0001554	YGR215W	XP_018186210.1
1555	OG0001555	YGR216C	XP_018187461.1
1556	OG0001556	YGR217W	XP_018191931.1
1557	OG0001557	YGR218W	XP_018191107.1
1558	OG0001558	YGR220C	XP_018191053.1
1559	OG0001559	YGR223C	XP_018188525.1
1560	OG0001560	YGR227W	XP_018190885.1
1561	OG0001561	YGR229C	XP_018186904.1
1562	OG0001562	YGR231C	XP_018190082.1
1563	OG0001563	YGR233C	XP_018191054.1
1564	OG0001564	YGR234W	XP_018187134.1
1565	OG0001565	YGR235C	XP_018187921.1
1566	OG0001566	YGR244C	XP_018188342.1
1567	OG0001567	YGR245C	XP_018189617.1
1568	OG0001568	YGR246C	XP_018185271.1
1569	OG0001569	YGR252W	XP_018187669.1
1570	OG0001570	YGR253C	XP_018190921.1
1571	OG0001571	YGR254W	XP_018190184.1
1572	OG0001572	YGR255C	XP_018185877.1
1573	OG0001573	YGR257C	XP_018189939.1
1574	OG0001574	YGR258C	XP_018189731.1
1575	OG0001575	YGR262C	XP_018189125.1
1576	OG0001576	YGR264C	XP_018191257.1
1577	OG0001577	YGR267C	XP_018185904.1
1578	OG0001578	YGR270W	XP_018190668.1
1579	OG0001579	YGR271C-A	XP_018187772.1
1580	OG0001580	YGR274C	XP_018187927.1
1581	OG0001581	YGR277C	XP_018191743.1
1582	OG0001582	YGR278W	XP_018190642.1
1583	OG0001583	YGR280C	XP_018192459.1
1584	OG0001584	YGR282C	XP_018192038.1
1585	OG0001585	YGR284C	XP_018191997.1
1586	OG0001586	YGR285C	XP_018188238.1
1587	OG0001587	YGR286C	XP_018186989.1
1588	OG0001588	YHL002W	XP_018186683.1
1589	OG0001589	YHL004W	XP_018190112.1
1590	OG0001590	YHL010C	XP_018184775.1
1591	OG0001591	YHL013C	XP_018184560.1
1592	OG0001592	YHL015W	XP_018187446.1
1593	OG0001593	YHL016C	XP_018187672.1
1594	OG0001594	YHL020C	XP_018185947.1
1595	OG0001595	YHL023C	XP_018184381.1
1596	OG0001596	YHL024W	XP_018186053.1
1597	OG0001597	YHL027W	XP_018189708.1
1598	OG0001598	YHL028W	XP_018188460.1
1599	OG0001599	YHL029C	XP_018186396.1
1600	OG0001600	YHL030W	XP_018192440.1
1601	OG0001601	YHL031C	XP_018187830.1
1602	OG0001602	YHL032C	XP_018190389.1
1603	OG0001603	YHR002W	XP_018188731.1
1604	OG0001604	YHR004C	XP_018191210.1
1605	OG0001605	YHR005C-A	XP_018187625.1
1606	OG0001606	YHR008C	XP_018190394.1
1607	OG0001607	YHR009C	XP_018186951.1
1608	OG0001608	YHR011W	XP_018190819.1
1609	OG0001609	YHR012W	XP_018191119.1
1610	OG0001610	YHR013C	XP_018191196.1
1611	OG0001611	YHR018C	XP_018190278.1
1612	OG0001612	YHR019C	XP_018187017.1
1613	OG0001613	YHR020W	XP_018184908.1
1614	OG0001614	YHR024C	XP_018192170.1
1615	OG0001615	YHR025W	XP_018188032.1
1616	OG0001616	YHR026W	XP_018184930.1
1617	OG0001617	YHR027C	XP_018188691.1
1618	OG0001618	YHR028C	XP_018189319.1
1619	OG0001619	YHR029C	XP_018187818.1
1620	OG0001620	YHR030C	XP_018184634.1
1621	OG0001621	YHR039C	XP_018186359.1
1622	OG0001622	YHR040W	XP_018184991.1
1623	OG0001623	YHR042W	XP_018188694.1
1624	OG0001624	YHR045W	XP_018185847.1
1625	OG0001625	YHR051W	XP_018185925.1
1626	OG0001626	YHR058C	XP_018186926.1
1627	OG0001627	YHR060W	XP_018184845.1
1628	OG0001628	YHR062C	XP_018191659.1
1629	OG0001629	YHR064C	XP_018184810.1
1630	OG0001630	YHR065C	XP_018185267.1
1631	OG0001631	YHR067W	XP_018186878.1
1632	OG0001632	YHR068W	XP_018186101.1
1633	OG0001633	YHR069C	XP_018184552.1
1634	OG0001634	YHR070W	XP_018189302.1
1635	OG0001635	YHR072W	XP_018185800.1
1636	OG0001636	YHR072W-A	XP_018185934.1
1637	OG0001637	YHR073W	XP_018185124.1
1638	OG0001638	YHR074W	XP_018185115.1
1639	OG0001639	YHR075C	XP_018191543.1
1640	OG0001640	YHR076W	XP_018189415.1
1641	OG0001641	YHR077C	XP_018188921.1
1642	OG0001642	YHR079C	XP_018192390.1
1643	OG0001643	YHR085W	XP_018186439.1
1644	OG0001644	YHR086W	XP_018189829.1
1645	OG0001645	YHR089C	XP_018187497.1
1646	OG0001646	YHR099W	XP_018185741.1
1647	OG0001647	YHR100C	XP_018192128.1
1648	OG0001648	YHR104W	XP_018187610.1
1649	OG0001649	YHR111W	XP_018192322.1
1650	OG0001650	YHR112C	XP_018188002.1
1651	OG0001651	YHR114W	XP_018189152.1
1652	OG0001652	YHR116W	XP_018190163.1
1653	OG0001653	YHR119W	XP_018190211.1
1654	OG0001654	YHR120W	XP_018191496.1
1655	OG0001655	YHR122W	XP_018191594.1
1656	OG0001656	YHR128W	XP_018188231.1
1657	OG0001657	YHR132C	XP_018187069.1
1658	OG0001658	YHR134W	XP_018191551.1
1659	OG0001659	YHR142W	XP_018192294.1
1660	OG0001660	YHR143W-A	XP_018187823.1
1661	OG0001661	YHR144C	XP_018185664.1
1662	OG0001662	YHR147C	XP_018186647.1
1663	OG0001663	YHR148W	XP_018185635.1
1664	OG0001664	YHR151C	XP_018188991.1
1665	OG0001665	YHR165C	XP_018190016.1
1666	OG0001666	YHR166C	XP_018185753.1
1667	OG0001667	YHR168W	XP_018190630.1
1668	OG0001668	YHR169W	XP_018189704.1
1669	OG0001669	YHR170W	XP_018188727.1
1670	OG0001670	YHR171W	XP_018185665.1
1671	OG0001671	YHR175W	XP_018191455.1
1672	OG0001672	YHR178W	XP_018188767.1
1673	OG0001673	YHR181W	XP_018190219.1
1674	OG0001674	YHR183W	XP_018189953.1
1675	OG0001675	YHR186C	XP_018184825.1
1676	OG0001676	YHR187W	XP_018186938.1
1677	OG0001677	YHR188C	XP_018186617.1
1678	OG0001678	YHR189W	XP_018188158.1
1679	OG0001679	YHR190W	XP_018189753.1
1680	OG0001680	YHR193C	XP_018186354.1
1681	OG0001681	YHR194W	XP_018190204.1
1682	OG0001682	YHR200W	XP_018189305.1
1683	OG0001683	YHR201C	XP_018185876.1
1684	OG0001684	YHR204W	XP_018190040.1
1685	OG0001685	YHR205W	XP_018185301.1
1686	OG0001686	YHR208W	XP_018191885.1
1687	OG0001687	YIL001W	XP_018186421.1
1688	OG0001688	YIL004C	XP_018186176.1
1689	OG0001689	YIL007C	XP_018189791.1
1690	OG0001690	YIL008W	XP_018186841.1
1691	OG0001691	YIL010W	XP_018191214.1
1692	OG0001692	YIL019W	XP_018188116.1
1693	OG0001693	YIL020C	XP_018188117.1
1694	OG0001694	YIL021W	XP_018185574.1
1695	OG0001695	YIL022W	XP_018184372.1
1696	OG0001696	YIL023C	XP_018189127.1
1697	OG0001697	YIL026C	XP_018192098.1
1698	OG0001698	YIL030C	XP_018187277.1
1699	OG0001699	YIL031W	XP_018185887.1
1700	OG0001700	YIL033C	XP_018185172.1
1701	OG0001701	YIL034C	XP_018191511.1
1702	OG0001702	YIL039W	XP_018190049.1
1703	OG0001703	YIL041W	XP_018190954.1
1704	OG0001704	YIL043C	XP_018187243.1
1705	OG0001705	YIL044C	XP_018186541.1
1706	OG0001706	YIL046W	XP_018187223.1
1707	OG0001707	YIL047C	XP_018185967.1
1708	OG0001708	YIL048W	XP_018186955.1
1709	OG0001709	YIL049W	XP_018187753.1
1710	OG0001710	YIL061C	XP_018192164.1
1711	OG0001711	YIL062C	XP_018189076.1
1712	OG0001712	YIL064W	XP_018187748.1
1713	OG0001713	YIL065C	XP_018188975.1
1714	OG0001714	YIL067C	XP_018185701.1
1715	OG0001715	YIL068C	XP_018185522.1
1716	OG0001716	YIL070C	XP_018187389.1
1717	OG0001717	YIL072W	XP_018190465.1
1718	OG0001718	YIL075C	XP_018191752.1
1719	OG0001719	YIL083C	XP_018192327.1
1720	OG0001720	YIL090W	XP_018191263.1
1721	OG0001721	YIL091C	XP_018191117.1
1722	OG0001722	YIL093C	XP_018191286.1
1723	OG0001723	YIL094C	XP_018191815.1
1724	OG0001724	YIL096C	XP_018188216.1
1725	OG0001725	YIL098C	XP_018190457.1
1726	OG0001726	YIL101C	XP_018190744.1
1727	OG0001727	YIL102C-A	XP_018190643.1
1728	OG0001728	YIL103W	XP_018185432.1
1729	OG0001729	YIL106W	XP_018185546.1
1730	OG0001730	YIL107C	XP_018186311.1
1731	OG0001731	YIL108W	XP_018187478.1
1732	OG0001732	YIL110W	XP_018189344.1
1733	OG0001733	YIL112W	XP_018187754.1
1734	OG0001734	YIL113W	XP_018187768.1
1735	OG0001735	YIL115C	XP_018189909.1
1736	OG0001736	YIL116W	XP_018190729.1
1737	OG0001737	YIL118W	XP_018184799.1
1738	OG0001738	YIL124W	XP_018188340.1
1739	OG0001739	YIL125W	XP_018190399.1
1740	OG0001740	YIL126W	XP_018188110.1
1741	OG0001741	YIL128W	XP_018189370.1
1742	OG0001742	YIL129C	XP_018188695.1
1743	OG0001743	YIL133C	XP_018187700.1
1744	OG0001744	YIL134W	XP_018186829.1
1745	OG0001745	YIL140W	XP_018191124.1
1746	OG0001746	YIL142W	XP_018192391.1
1747	OG0001747	YIL144W	XP_018188049.1
1748	OG0001748	YIL145C	XP_018191726.1
1749	OG0001749	YIL147C	XP_018189893.1
1750	OG0001750	YIL150C	XP_018185308.1
1751	OG0001751	YIL155C	XP_018191376.1
1752	OG0001752	YIL156W-B	XP_018191810.1
1753	OG0001753	YIL157C	XP_018191055.1
1754	OG0001754	YIL162W	XP_018190534.1
1755	OG0001755	YIL164C	XP_018189691.1
1756	OG0001756	YIR001C	XP_018191179.1
1757	OG0001757	YIR002C	XP_018191512.1
1758	OG0001758	YIR004W	XP_018189755.1
1759	OG0001759	YIR005W	XP_018188523.1
1760	OG0001760	YIR007W	XP_018187380.1
1761	OG0001761	YIR008C	XP_018187439.1
1762	OG0001762	YIR009W	XP_018190190.1
1763	OG0001763	YIR010W	XP_018185200.1
1764	OG0001764	YIR011C	XP_018191297.1
1765	OG0001765	YIR012W	XP_018188512.1
1766	OG0001766	YIR015W	XP_018186437.1
1767	OG0001767	YIR022W	XP_018185249.1
1768	OG0001768	YIR023W	XP_018190861.1
1769	OG0001769	YIR026C	XP_018187079.1
1770	OG0001770	YIR027C	XP_018187349.1
1771	OG0001771	YIR029W	XP_018190793.1
1772	OG0001772	YIR030C	XP_018192329.1
1773	OG0001773	YIR031C	XP_018186389.1
1774	OG0001774	YIR032C	XP_018190533.1
1775	OG0001775	YIR034C	XP_018184890.1
1776	OG0001776	YIR035C	XP_018186804.1
1777	OG0001777	YIR038C	XP_018189512.1
1778	OG0001778	YIR042C	XP_018189251.1
1779	OG0001779	YJL001W	XP_018192337.1
1780	OG0001780	YJL002C	XP_018187896.1
1781	OG0001781	YJL003W	XP_018188260.1
1782	OG0001782	YJL004C	XP_018187319.1
1783	OG0001783	YJL005W	XP_018187936.1
1784	OG0001784	YJL008C	XP_018187189.1
1785	OG0001785	YJL010C	XP_018187883.1
1786	OG0001786	YJL011C	XP_018190836.1
1787	OG0001787	YJL014W	XP_018190854.1
1788	OG0001788	YJL020C	XP_018191087.1
1789	OG0001789	YJL024C	XP_018185398.1
1790	OG0001790	YJL025W	XP_018188995.1
1791	OG0001791	YJL026W	XP_018192225.1
1792	OG0001792	YJL029C	XP_018191555.1
1793	OG0001793	YJL030W	XP_018184572.1
1794	OG0001794	YJL031C	XP_018185458.1
1795	OG0001795	YJL033W	XP_018188677.1
1796	OG0001796	YJL035C	XP_018188255.1
1797	OG0001797	YJL036W	XP_018191482.1
1798	OG0001798	YJL041W	XP_018187658.1
1799	OG0001799	YJL046W	XP_018191360.1
1800	OG0001800	YJL050W	XP_018191299.1
1801	OG0001801	YJL053W	XP_018187835.1
1802	OG0001802	YJL054W	XP_018187841.1
1803	OG0001803	YJL055W	XP_018186944.1
1804	OG0001804	YJL057C	XP_018191723.1
1805	OG0001805	YJL059W	XP_018185443.1
1806	OG0001806	YJL060W	XP_018185370.1
1807	OG0001807	YJL062W	XP_018186820.1
1808	OG0001808	YJL062W-A	XP_018189355.1
1809	OG0001809	YJL063C	XP_018191153.1
1810	OG0001810	YJL068C	XP_018190622.1
1811	OG0001811	YJL069C	XP_018187975.1
1812	OG0001812	YJL071W	XP_018192249.1
1813	OG0001813	YJL072C	XP_018190886.1
1814	OG0001814	YJL080C	XP_018186681.1
1815	OG0001815	YJL085W	XP_018188961.1
1816	OG0001816	YJL087C	XP_018184385.1
1817	OG0001817	YJL088W	XP_018192256.1
1818	OG0001818	YJL091C	XP_018187570.1
1819	OG0001819	YJL092W	XP_018189745.1
1820	OG0001820	YJL094C	XP_018190132.1
1821	OG0001821	YJL096W	XP_018189413.1
1822	OG0001822	YJL097W	XP_018192148.1
1823	OG0001823	YJL101C	XP_018185208.1
1824	OG0001824	YJL102W	XP_018188478.1
1825	OG0001825	YJL104W	XP_018188434.1
1826	OG0001826	YJL106W	XP_018185587.1
1827	OG0001827	YJL108C	XP_018185190.1
1828	OG0001828	YJL109C	XP_018189631.1
1829	OG0001829	YJL111W	XP_018190124.1
1830	OG0001830	YJL112W	XP_018184905.1
1831	OG0001831	YJL115W	XP_018184419.1
1832	OG0001832	YJL121C	XP_018189227.1
1833	OG0001833	YJL123C	XP_018190077.1
1834	OG0001834	YJL124C	XP_018185580.1
1835	OG0001835	YJL125C	XP_018185962.1
1836	OG0001836	YJL126W	XP_018191854.1
1837	OG0001837	YJL127C	XP_018190130.1
1838	OG0001838	YJL128C	XP_018189197.1
1839	OG0001839	YJL140W	XP_018189307.1
1840	OG0001840	YJL141C	XP_018188277.1
1841	OG0001841	YJL143W	XP_018188086.1
1842	OG0001842	YJL145W	XP_018186750.1
1843	OG0001843	YJL153C	XP_018185194.1
1844	OG0001844	YJL154C	XP_018185322.1
1845	OG0001845	YJL155C	XP_018185452.1
1846	OG0001846	YJL163C	XP_018188496.1
1847	OG0001847	YJL166W	XP_018189215.1
1848	OG0001848	YJL167W	XP_018185752.1
1849	OG0001849	YJL168C	XP_018188148.1
1850	OG0001850	YJL179W	XP_018191851.1
1851	OG0001851	YJL180C	XP_018189685.1
1852	OG0001852	YJL187C	XP_018185639.1
1853	OG0001853	YJL189W	XP_018188138.1
1854	OG0001854	YJL190C	XP_018189201.1
1855	OG0001855	YJL197W	XP_018187213.1
1856	OG0001856	YJL203W	XP_018186069.1
1857	OG0001857	YJL204C	XP_018192400.1
1858	OG0001858	YJL207C	XP_018186914.1
1859	OG0001859	YJL208C	XP_018187153.1
1860	OG0001860	YJL213W	XP_018185838.1
1861	OG0001861	YJL217W	XP_018186097.1
1862	OG0001862	YJL218W	XP_018187143.1
1863	OG0001863	YJR001W	XP_018186881.1
1864	OG0001864	YJR002W	XP_018191141.1
1865	OG0001865	YJR006W	XP_018190306.1
1866	OG0001866	YJR007W	XP_018188889.1
1867	OG0001867	YJR008W	XP_018189738.1
1868	OG0001868	YJR010W	XP_018184857.1
1869	OG0001869	YJR012C	XP_018186205.1
1870	OG0001870	YJR013W	XP_018189759.1
1871	OG0001871	YJR014W	XP_018192254.1
1872	OG0001872	YJR017C	XP_018187125.1
1873	OG0001873	YJR024C	XP_018191514.1
1874	OG0001874	YJR025C	XP_018191456.1
1875	OG0001875	YJR033C	XP_018190774.1
1876	OG0001876	YJR034W	XP_018188604.1
1877	OG0001877	YJR035W	XP_018188278.1
1878	OG0001878	YJR036C	XP_018185535.1
1879	OG0001879	YJR041C	XP_018189190.1
1880	OG0001880	YJR044C	XP_018186942.1
1881	OG0001881	YJR045C	XP_018191002.1
1882	OG0001882	YJR050W	XP_018188551.1
1883	OG0001883	YJR052W	XP_018190196.1
1884	OG0001884	YJR055W	XP_018185541.1
1885	OG0001885	YJR056C	XP_018184616.1
1886	OG0001886	YJR057W	XP_018185873.1
1887	OG0001887	YJR058C	XP_018190726.1
1888	OG0001888	YJR060W	XP_018188170.1
1889	OG0001889	YJR062C	XP_018188171.1
1890	OG0001890	YJR063W	XP_018188843.1
1891	OG0001891	YJR064W	XP_018188069.1
1892	OG0001892	YJR065C	XP_018185048.1
1893	OG0001893	YJR068W	XP_018191530.1
1894	OG0001894	YJR070C	XP_018188844.1
1895	OG0001895	YJR072C	XP_018191955.1
1896	OG0001896	YJR073C	XP_018191855.1
1897	OG0001897	YJR074W	XP_018184462.1
1898	OG0001898	YJR075W	XP_018188547.1
1899	OG0001899	YJR076C	XP_018188526.1
1900	OG0001900	YJR077C	XP_018189657.1
1901	OG0001901	YJR078W	XP_018189169.1
1902	OG0001902	YJR085C	XP_018191704.1
1903	OG0001903	YJR086W	XP_018190673.1
1904	OG0001904	YJR090C	XP_018187702.1
1905	OG0001905	YJR092W	XP_018187130.1
1906	OG0001906	YJR093C	XP_018184875.1
1907	OG0001907	YJR097W	XP_018190337.1
1908	OG0001908	YJR098C	XP_018189519.1
1909	OG0001909	YJR099W	XP_018188743.1
1910	OG0001910	YJR100C	XP_018185796.1
1911	OG0001911	YJR101W	XP_018190360.1
1912	OG0001912	YJR102C	XP_018191941.1
1913	OG0001913	YJR104C	XP_018188517.1
1914	OG0001914	YJR105W	XP_018188089.1
1915	OG0001915	YJR110W	XP_018187744.1
1916	OG0001916	YJR111C	XP_018190100.1
1917	OG0001917	YJR112W	XP_018190612.1
1918	OG0001918	YJR113C	XP_018184781.1
1919	OG0001919	YJR116W	XP_018190817.1
1920	OG0001920	YJR117W	XP_018190143.1
1921	OG0001921	YJR119C	XP_018185875.1
1922	OG0001922	YJR121W	XP_018186158.1
1923	OG0001923	YJR122W	XP_018192232.1
1924	OG0001924	YJR123W	XP_018189612.1
1925	OG0001925	YJR125C	XP_018189965.1
1926	OG0001926	YJR129C	XP_018189809.1
1927	OG0001927	YJR131W	XP_018190182.1
1928	OG0001928	YJR132W	XP_018188259.1
1929	OG0001929	YJR133W	XP_018188346.1
1930	OG0001930	YJR135W-A	XP_018186884.1
1931	OG0001931	YJR137C	XP_018188712.1
1932	OG0001932	YJR138W	XP_018188848.1
1933	OG0001933	YJR139C	XP_018186566.1
1934	OG0001934	YJR140C	XP_018185239.1
1935	OG0001935	YJR141W	XP_018189392.1
1936	OG0001936	YJR142W	XP_018188699.1
1937	OG0001937	YJR143C	XP_018189457.1
1938	OG0001938	YJR144W	XP_018188322.1
1939	OG0001939	YKL001C	XP_018191871.1
1940	OG0001940	YKL002W	XP_018192278.1
1941	OG0001941	YKL003C	XP_018192308.1
1942	OG0001942	YKL004W	XP_018187487.1
1943	OG0001943	YKL007W	XP_018186692.1
1944	OG0001944	YKL009W	XP_018192165.1
1945	OG0001945	YKL010C	XP_018186553.1
1946	OG0001946	YKL012W	XP_018187857.1
1947	OG0001947	YKL013C	XP_018186494.1
1948	OG0001948	YKL014C	XP_018188845.1
1949	OG0001949	YKL016C	XP_018186353.1
1950	OG0001950	YKL017C	XP_018189109.1
1951	OG0001951	YKL018W	XP_018192223.1
1952	OG0001952	YKL019W	XP_018190148.1
1953	OG0001953	YKL021C	XP_018190151.1
1954	OG0001954	YKL022C	XP_018185739.1
1955	OG0001955	YKL024C	XP_018192420.1
1956	OG0001956	YKL025C	XP_018185275.1
1957	OG0001957	YKL027W	XP_018188544.1
1958	OG0001958	YKL029C	XP_018190072.1
1959	OG0001959	YKL033W	XP_018187095.1
1960	OG0001960	YKL033W-A	XP_018184873.1
1961	OG0001961	YKL034W	XP_018192305.1
1962	OG0001962	YKL035W	XP_018187994.1
1963	OG0001963	YKL040C	XP_018185540.1
1964	OG0001964	YKL041W	XP_018185059.1
1965	OG0001965	YKL043W	XP_018187004.1
1966	OG0001966	YKL045W	XP_018190695.1
1967	OG0001967	YKL047W	XP_018189630.1
1968	OG0001968	YKL052C	XP_018188950.1
1969	OG0001969	YKL053C-A	XP_018187462.1
1970	OG0001970	YKL056C	XP_018189552.1
1971	OG0001971	YKL058W	XP_018184931.1
1972	OG0001972	YKL059C	XP_018185662.1
1973	OG0001973	YKL060C	XP_018186697.1
1974	OG0001974	YKL067W	XP_018185868.1
1975	OG0001975	YKL069W	XP_018189098.1
1976	OG0001976	YKL071W	XP_018185592.1
1977	OG0001977	YKL080W	XP_018191870.1
1978	OG0001978	YKL082C	XP_018191444.1
1979	OG0001979	YKL084W	XP_018188063.1
1980	OG0001980	YKL086W	XP_018189596.1
1981	OG0001981	YKL087C	XP_018191303.1
1982	OG0001982	YKL088W	XP_018191207.1
1983	OG0001983	YKL089W	XP_018186263.1
1984	OG0001984	YKL092C	XP_018184578.1
1985	OG0001985	YKL095W	XP_018185740.1
1986	OG0001986	YKL099C	XP_018187579.1
1987	OG0001987	YKL100C	XP_018186472.1
1988	OG0001988	YKL104C	XP_018190212.1
1989	OG0001989	YKL110C	XP_018189186.1
1990	OG0001990	YKL113C	XP_018187333.1
1991	OG0001991	YKL114C	XP_018187991.1
1992	OG0001992	YKL116C	XP_018187261.1
1993	OG0001993	YKL117W	XP_018185058.1
1994	OG0001994	YKL119C	XP_018187348.1
1995	OG0001995	YKL120W	XP_018192224.1
1996	OG0001996	YKL125W	XP_018191578.1
1997	OG0001997	YKL128C	XP_018191909.1
1998	OG0001998	YKL134C	XP_018187920.1
1999	OG0001999	YKL138C	XP_018187176.1
2000	OG0002000	YKL140W	XP_018188606.1
2001	OG0002001	YKL143W	XP_018184731.1
2002	OG0002002	YKL144C	XP_018189348.1
2003	OG0002003	YKL145W	XP_018189312.1
2004	OG0002004	YKL146W	XP_018190295.1
2005	OG0002005	YKL148C	XP_018189311.1
2006	OG0002006	YKL149C	XP_018184963.1
2007	OG0002007	YKL151C	XP_018189318.1
2008	OG0002008	YKL154W	XP_018187111.1
2009	OG0002009	YKL155C	XP_018184837.1
2010	OG0002010	YKL160W	XP_018188232.1
2011	OG0002011	YKL162C	XP_018191662.1
2012	OG0002012	YKL165C	XP_018191022.1
2013	OG0002013	YKL170W	XP_018187123.1
2014	OG0002014	YKL172W	XP_018192136.1
2015	OG0002015	YKL175W	XP_018187154.1
2016	OG0002016	YKL178C	XP_018184709.1
2017	OG0002017	YKL179C	XP_018189670.1
2018	OG0002018	YKL181W	XP_018188899.1
2019	OG0002019	YKL184W	XP_018190309.1
2020	OG0002020	YKL189W	XP_018190790.1
2021	OG0002021	YKL190W	XP_018188214.1
2022	OG0002022	YKL191W	XP_018191626.1
2023	OG0002023	YKL192C	XP_018191442.1
2024	OG0002024	YKL193C	XP_018187609.1
2025	OG0002025	YKL195W	XP_018188928.1
2026	OG0002026	YKL196C	XP_018186777.1
2027	OG0002027	YKL197C	XP_018192370.1
2028	OG0002028	YKL203C	XP_018188447.1
2029	OG0002029	YKL205W	XP_018190620.1
2030	OG0002030	YKL207W	XP_018189363.1
2031	OG0002031	YKL210W	XP_018188821.1
2032	OG0002032	YKL211C	XP_018185214.1
2033	OG0002033	YKL212W	XP_018191797.1
2034	OG0002034	YKL213C	XP_018188625.1
2035	OG0002035	YKL216W	XP_018192041.1
2036	OG0002036	YKL217W	XP_018188878.1
2037	OG0002037	YKL218C	XP_018184582.1
2038	OG0002038	YKL221W	XP_018187789.1
2039	OG0002039	YKR002W	XP_018189659.1
2040	OG0002040	YKR009C	XP_018190960.1
2041	OG0002041	YKR016W	XP_018191799.1
2042	OG0002042	YKR017C	XP_018187413.1
2043	OG0002043	YKR023W	XP_018186465.1
2044	OG0002044	YKR024C	XP_018188704.1
2045	OG0002045	YKR026C	XP_018188756.1
2046	OG0002046	YKR030W	XP_018190133.1
2047	OG0002047	YKR034W	XP_018188980.1
2048	OG0002048	YKR035W-A	XP_018188237.1
2049	OG0002049	YKR038C	XP_018188221.1
2050	OG0002050	YKR048C	XP_018188199.1
2051	OG0002051	YKR050W	XP_018185754.1
