	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034749_Lipomyces_mesembrius
2955	OG0002955	YOR161C	augustus_masked-NODE_13_length_358725_cov_30.8807_ID_25-processed-gene-2.284-mRNA-1_1&gene=augustus_masked-NODE_13_length_358725_cov_30.8807_ID_25-processed-gene-2.284&CDS=1-1584
2956	OG0002956	YOR163W	augustus_masked-NODE_5_length_564925_cov_15.4782_ID_9-processed-gene-1.151-mRNA-1_1&gene=augustus_masked-NODE_5_length_564925_cov_15.4782_ID_9-processed-gene-1.151&CDS=1-510
2957	OG0002957	YOR165W	augustus_masked-NODE_38_length_156219_cov_15.4386_ID_75-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-NODE_38_length_156219_cov_15.4386_ID_75-processed-gene-0.64&CDS=1-2421
2958	OG0002958	YOR166C	maker-NODE_34_length_164680_cov_15.313_ID_67-augustus-gene-0.126-mRNA-1_1&gene=maker-NODE_34_length_164680_cov_15.313_ID_67-augustus-gene-0.126&CDS=1-903
2959	OG0002959	YOR168W	augustus_masked-NODE_32_length_173686_cov_17.543_ID_63-processed-gene-0.188-mRNA-1_1&gene=augustus_masked-NODE_32_length_173686_cov_17.543_ID_63-processed-gene-0.188&CDS=1-3276
2960	OG0002960	YOR174W	maker-NODE_23_length_235910_cov_15.3382_ID_45-augustus-gene-1.245-mRNA-1_1&gene=maker-NODE_23_length_235910_cov_15.3382_ID_45-augustus-gene-1.245&CDS=1-1428
2961	OG0002961	YOR175C	maker-NODE_1_length_877097_cov_15.4245_ID_1-augustus-gene-5.110-mRNA-1_1&gene=maker-NODE_1_length_877097_cov_15.4245_ID_1-augustus-gene-5.110&CDS=1-1731
2962	OG0002962	YOR176W	maker-NODE_13_length_358725_cov_30.8807_ID_25-augustus-gene-1.86-mRNA-1_1&gene=maker-NODE_13_length_358725_cov_30.8807_ID_25-augustus-gene-1.86&CDS=1-1152
2963	OG0002963	YOR181W	snap_masked-NODE_51_length_108814_cov_15.0146_ID_101-processed-gene-0.121-mRNA-1_1&gene=snap_masked-NODE_51_length_108814_cov_15.0146_ID_101-processed-gene-0.121&CDS=1-2043
2964	OG0002964	YOR184W	augustus_masked-NODE_15_length_311211_cov_15.4653_ID_29-processed-gene-2.10-mRNA-1_1&gene=augustus_masked-NODE_15_length_311211_cov_15.4653_ID_29-processed-gene-2.10&CDS=1-1164
2965	OG0002965	YOR187W	snap_masked-NODE_1_length_877097_cov_15.4245_ID_1-processed-gene-5.74-mRNA-1_1&gene=snap_masked-NODE_1_length_877097_cov_15.4245_ID_1-processed-gene-5.74&CDS=1-1296
2966	OG0002966	YOR188W	snap_masked-NODE_15_length_311211_cov_15.4653_ID_29-processed-gene-1.164-mRNA-1_1&gene=snap_masked-NODE_15_length_311211_cov_15.4653_ID_29-processed-gene-1.164&CDS=1-3951
2967	OG0002967	YOR196C	maker-NODE_44_length_122160_cov_15.4681_ID_87-augustus-gene-0.186-mRNA-1_1&gene=maker-NODE_44_length_122160_cov_15.4681_ID_87-augustus-gene-0.186&CDS=1-1215
2968	OG0002968	YOR197W	maker-NODE_2_length_781223_cov_15.3897_ID_3-augustus-gene-4.62-mRNA-1_1&gene=maker-NODE_2_length_781223_cov_15.3897_ID_3-augustus-gene-4.62&CDS=1-1398
2969	OG0002969	YOR202W	augustus_masked-NODE_40_length_149697_cov_15.2151_ID_79-processed-gene-0.242-mRNA-1_1&gene=augustus_masked-NODE_40_length_149697_cov_15.2151_ID_79-processed-gene-0.242&CDS=1-2076
2970	OG0002970	YOR204W	maker-NODE_18_length_258954_cov_16.5537_ID_35-snap-gene-1.14-mRNA-1_1&gene=maker-NODE_18_length_258954_cov_16.5537_ID_35-snap-gene-1.14&CDS=1-1995
2971	OG0002971	YOR205C	augustus_masked-NODE_44_length_122160_cov_15.4681_ID_87-processed-gene-0.168-mRNA-1_1&gene=augustus_masked-NODE_44_length_122160_cov_15.4681_ID_87-processed-gene-0.168&CDS=1-1914
2972	OG0002972	YOR206W	augustus_masked-NODE_25_length_224029_cov_16.3037_ID_49-processed-gene-1.143-mRNA-1_1&gene=augustus_masked-NODE_25_length_224029_cov_16.3037_ID_49-processed-gene-1.143&CDS=1-2133
2973	OG0002973	YOR207C	maker-NODE_6_length_504130_cov_14.9719_ID_11-augustus-gene-2.114-mRNA-1_1&gene=maker-NODE_6_length_504130_cov_14.9719_ID_11-augustus-gene-2.114&CDS=1-3450
2974	OG0002974	YOR209C	augustus_masked-NODE_24_length_235071_cov_15.251_ID_47-processed-gene-0.118-mRNA-1_1&gene=augustus_masked-NODE_24_length_235071_cov_15.251_ID_47-processed-gene-0.118&CDS=1-1320
2975	OG0002975	YOR210W	augustus_masked-NODE_25_length_224029_cov_16.3037_ID_49-processed-gene-1.170-mRNA-1_1&gene=augustus_masked-NODE_25_length_224029_cov_16.3037_ID_49-processed-gene-1.170&CDS=1-213
2976	OG0002976	YOR211C	genemark-NODE_12_length_360066_cov_17.2837_ID_23-processed-gene-1.144-mRNA-1_1&gene=genemark-NODE_12_length_360066_cov_17.2837_ID_23-processed-gene-1.144&CDS=1-2664
2977	OG0002977	YOR212W	maker-NODE_6_length_504130_cov_14.9719_ID_11-augustus-gene-2.132-mRNA-1_1&gene=maker-NODE_6_length_504130_cov_14.9719_ID_11-augustus-gene-2.132&CDS=1-1047
2978	OG0002978	YOR216C	maker-NODE_11_length_408093_cov_15.0871_ID_21-augustus-gene-2.89-mRNA-1_1&gene=maker-NODE_11_length_408093_cov_15.0871_ID_21-augustus-gene-2.89&CDS=1-1260
2979	OG0002979	YOR217W	genemark-NODE_5_length_564925_cov_15.4782_ID_9-processed-gene-1.40-mRNA-1_1&gene=genemark-NODE_5_length_564925_cov_15.4782_ID_9-processed-gene-1.40&CDS=1-2943
2980	OG0002980	YOR222W	maker-NODE_9_length_460943_cov_15.6853_ID_17-augustus-gene-1.165-mRNA-1_1&gene=maker-NODE_9_length_460943_cov_15.6853_ID_17-augustus-gene-1.165&CDS=1-921
2981	OG0002981	YOR223W	maker-NODE_29_length_193584_cov_15.3448_ID_57-augustus-gene-0.94-mRNA-1_1&gene=maker-NODE_29_length_193584_cov_15.3448_ID_57-augustus-gene-0.94&CDS=1-726
2982	OG0002982	YOR224C	augustus_masked-NODE_3_length_646201_cov_15.3204_ID_5-processed-gene-3.122-mRNA-1_1&gene=augustus_masked-NODE_3_length_646201_cov_15.3204_ID_5-processed-gene-3.122&CDS=1-432
2983	OG0002983	YOR232W	augustus_masked-NODE_5_length_564925_cov_15.4782_ID_9-processed-gene-1.130-mRNA-1_1&gene=augustus_masked-NODE_5_length_564925_cov_15.4782_ID_9-processed-gene-1.130&CDS=1-747
2984	OG0002984	YOR233W	augustus_masked-NODE_61_length_71297_cov_15.291_ID_121-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-NODE_61_length_71297_cov_15.291_ID_121-processed-gene-0.78&CDS=1-2325
2985	OG0002985	YOR236W	maker-NODE_2_length_781223_cov_15.3897_ID_3-augustus-gene-5.84-mRNA-1_1&gene=maker-NODE_2_length_781223_cov_15.3897_ID_3-augustus-gene-5.84&CDS=1-675
2986	OG0002986	YOR238W	augustus_masked-NODE_13_length_358725_cov_30.8807_ID_25-processed-gene-1.150-mRNA-1_1&gene=augustus_masked-NODE_13_length_358725_cov_30.8807_ID_25-processed-gene-1.150&CDS=1-972
2987	OG0002987	YOR239W	augustus_masked-NODE_19_length_258083_cov_16.6613_ID_37-processed-gene-1.67-mRNA-1_1&gene=augustus_masked-NODE_19_length_258083_cov_16.6613_ID_37-processed-gene-1.67&CDS=1-1065
2988	OG0002988	YOR241W	genemark-NODE_35_length_160252_cov_15.5261_ID_69-processed-gene-0.132-mRNA-1_1&gene=genemark-NODE_35_length_160252_cov_15.5261_ID_69-processed-gene-0.132&CDS=1-1500
2989	OG0002989	YOR243C	maker-NODE_13_length_358725_cov_30.8807_ID_25-augustus-gene-2.166-mRNA-1_1&gene=maker-NODE_13_length_358725_cov_30.8807_ID_25-augustus-gene-2.166&CDS=1-2073
2990	OG0002990	YOR244W	genemark-NODE_16_length_279401_cov_15.9753_ID_31-processed-gene-1.165-mRNA-1_1&gene=genemark-NODE_16_length_279401_cov_15.9753_ID_31-processed-gene-1.165&CDS=1-1617
2991	OG0002991	YOR245C	genemark-NODE_49_length_110114_cov_14.4297_ID_97-processed-gene-0.3-mRNA-1_1&gene=genemark-NODE_49_length_110114_cov_14.4297_ID_97-processed-gene-0.3&CDS=1-1230
2992	OG0002992	YOR246C	maker-NODE_14_length_325695_cov_15.9281_ID_27-augustus-gene-0.167-mRNA-1_1&gene=maker-NODE_14_length_325695_cov_15.9281_ID_27-augustus-gene-0.167&CDS=1-969
2993	OG0002993	YOR249C	maker-NODE_10_length_459778_cov_14.8991_ID_19-augustus-gene-0.77-mRNA-1_1&gene=maker-NODE_10_length_459778_cov_14.8991_ID_19-augustus-gene-0.77&CDS=1-2109
2994	OG0002994	YOR250C	maker-NODE_31_length_174790_cov_14.1834_ID_61-augustus-gene-0.169-mRNA-1_1&gene=maker-NODE_31_length_174790_cov_14.1834_ID_61-augustus-gene-0.169&CDS=1-1407
2995	OG0002995	YOR251C	augustus_masked-NODE_42_length_137594_cov_15.5143_ID_83-processed-gene-0.209-mRNA-1_1&gene=augustus_masked-NODE_42_length_137594_cov_15.5143_ID_83-processed-gene-0.209&CDS=1-876
2996	OG0002996	YOR252W	augustus_masked-NODE_21_length_250742_cov_15.7371_ID_41-processed-gene-1.189-mRNA-1_1&gene=augustus_masked-NODE_21_length_250742_cov_15.7371_ID_41-processed-gene-1.189&CDS=1-546
2997	OG0002997	YOR254C	maker-NODE_51_length_108814_cov_15.0146_ID_101-augustus-gene-0.155-mRNA-1_1&gene=maker-NODE_51_length_108814_cov_15.0146_ID_101-augustus-gene-0.155&CDS=1-1887
2998	OG0002998	YOR256C, YPL176C	
2999	OG0002999	YOR257W	augustus_masked-NODE_9_length_460943_cov_15.6853_ID_17-processed-gene-3.71-mRNA-1_1&gene=augustus_masked-NODE_9_length_460943_cov_15.6853_ID_17-processed-gene-3.71&CDS=1-501
3000	OG0003000	YOR258W	genemark-NODE_25_length_224029_cov_16.3037_ID_49-processed-gene-0.75-mRNA-1_1&gene=genemark-NODE_25_length_224029_cov_16.3037_ID_49-processed-gene-0.75&CDS=1-759
3001	OG0003001	YOR259C	augustus_masked-NODE_10_length_459778_cov_14.8991_ID_19-processed-gene-2.42-mRNA-1_1&gene=augustus_masked-NODE_10_length_459778_cov_14.8991_ID_19-processed-gene-2.42&CDS=1-1227
3002	OG0003002	YOR260W	maker-NODE_23_length_235910_cov_15.3382_ID_45-augustus-gene-0.57-mRNA-1_1&gene=maker-NODE_23_length_235910_cov_15.3382_ID_45-augustus-gene-0.57&CDS=1-1404
3003	OG0003003	YOR261C	maker-NODE_10_length_459778_cov_14.8991_ID_19-augustus-gene-0.75-mRNA-1_1&gene=maker-NODE_10_length_459778_cov_14.8991_ID_19-augustus-gene-0.75&CDS=1-933
3004	OG0003004	YOR262W	maker-NODE_18_length_258954_cov_16.5537_ID_35-augustus-gene-1.292-mRNA-1_1&gene=maker-NODE_18_length_258954_cov_16.5537_ID_35-augustus-gene-1.292&CDS=1-1050
3005	OG0003005	YOR270C	maker-NODE_9_length_460943_cov_15.6853_ID_17-augustus-gene-3.3-mRNA-1_1&gene=maker-NODE_9_length_460943_cov_15.6853_ID_17-augustus-gene-3.3&CDS=1-2487
3006	OG0003006	YOR271C	maker-NODE_15_length_311211_cov_15.4653_ID_29-augustus-gene-1.67-mRNA-1_1&gene=maker-NODE_15_length_311211_cov_15.4653_ID_29-augustus-gene-1.67&CDS=1-978
3007	OG0003007	YOR272W	augustus_masked-NODE_19_length_258083_cov_16.6613_ID_37-processed-gene-1.99-mRNA-1_1&gene=augustus_masked-NODE_19_length_258083_cov_16.6613_ID_37-processed-gene-1.99&CDS=1-1383
3008	OG0003008	YOR273C	augustus_masked-NODE_105_length_15595_cov_20.5652_ID_209-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-NODE_105_length_15595_cov_20.5652_ID_209-processed-gene-0.17&CDS=1-1500
3009	OG0003009	YOR274W	augustus_masked-NODE_16_length_279401_cov_15.9753_ID_31-processed-gene-1.78-mRNA-1_1&gene=augustus_masked-NODE_16_length_279401_cov_15.9753_ID_31-processed-gene-1.78&CDS=1-1386
3010	OG0003010	YOR275C	augustus_masked-NODE_22_length_236444_cov_14.7802_ID_43-processed-gene-1.55-mRNA-1_1&gene=augustus_masked-NODE_22_length_236444_cov_14.7802_ID_43-processed-gene-1.55&CDS=1-2325
3011	OG0003011	YOR278W	augustus_masked-NODE_75_length_52051_cov_15.5333_ID_149-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-NODE_75_length_52051_cov_15.5333_ID_149-processed-gene-0.21&CDS=1-768
3012	OG0003012	YOR281C	maker-NODE_54_length_88002_cov_15.2377_ID_107-augustus-gene-0.90-mRNA-1_1&gene=maker-NODE_54_length_88002_cov_15.2377_ID_107-augustus-gene-0.90&CDS=1-714
3013	OG0003013	YOR283W	maker-NODE_17_length_260486_cov_14.3054_ID_33-augustus-gene-1.231-mRNA-1_1&gene=maker-NODE_17_length_260486_cov_14.3054_ID_33-augustus-gene-1.231&CDS=1-753
3014	OG0003014	YOR286W	maker-NODE_17_length_260486_cov_14.3054_ID_33-augustus-gene-1.262-mRNA-1_1&gene=maker-NODE_17_length_260486_cov_14.3054_ID_33-augustus-gene-1.262&CDS=1-570
3015	OG0003015	YOR287C	maker-NODE_17_length_260486_cov_14.3054_ID_33-augustus-gene-1.232-mRNA-1_1&gene=maker-NODE_17_length_260486_cov_14.3054_ID_33-augustus-gene-1.232&CDS=1-648
3016	OG0003016	YOR288C	augustus_masked-NODE_24_length_235071_cov_15.251_ID_47-processed-gene-1.87-mRNA-1_1&gene=augustus_masked-NODE_24_length_235071_cov_15.251_ID_47-processed-gene-1.87&CDS=1-816
3017	OG0003017	YOR289W	snap_masked-NODE_9_length_460943_cov_15.6853_ID_17-processed-gene-3.237-mRNA-1_1&gene=snap_masked-NODE_9_length_460943_cov_15.6853_ID_17-processed-gene-3.237&CDS=1-723
3018	OG0003018	YOR291W	maker-NODE_53_length_88061_cov_15.7777_ID_105-augustus-gene-0.11-mRNA-1_1&gene=maker-NODE_53_length_88061_cov_15.7777_ID_105-augustus-gene-0.11&CDS=1-4146
3019	OG0003019	YOR292C	augustus_masked-NODE_1_length_877097_cov_15.4245_ID_1-processed-gene-5.142-mRNA-1_1&gene=augustus_masked-NODE_1_length_877097_cov_15.4245_ID_1-processed-gene-5.142&CDS=1-867
3020	OG0003020	YOR294W	maker-NODE_6_length_504130_cov_14.9719_ID_11-augustus-gene-2.122-mRNA-1_1&gene=maker-NODE_6_length_504130_cov_14.9719_ID_11-augustus-gene-2.122&CDS=1-564
3021	OG0003021	YOR296W	maker-NODE_12_length_360066_cov_17.2837_ID_23-augustus-gene-2.120-mRNA-1_1&gene=maker-NODE_12_length_360066_cov_17.2837_ID_23-augustus-gene-2.120&CDS=1-3615
3022	OG0003022	YOR298C-A	augustus_masked-NODE_2_length_781223_cov_15.3897_ID_3-processed-gene-6.44-mRNA-1_1&gene=augustus_masked-NODE_2_length_781223_cov_15.3897_ID_3-processed-gene-6.44&CDS=1-450
3023	OG0003023	YOR301W	maker-NODE_1_length_877097_cov_15.4245_ID_1-augustus-gene-1.54-mRNA-1_1&gene=maker-NODE_1_length_877097_cov_15.4245_ID_1-augustus-gene-1.54&CDS=1-1101
3024	OG0003024	YOR303W	maker-NODE_75_length_52051_cov_15.5333_ID_149-augustus-gene-0.98-mRNA-1_1&gene=maker-NODE_75_length_52051_cov_15.5333_ID_149-augustus-gene-0.98&CDS=1-1296
3025	OG0003025	YOR304W	augustus_masked-NODE_69_length_55855_cov_34.0771_ID_137-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-NODE_69_length_55855_cov_34.0771_ID_137-processed-gene-0.68&CDS=1-3084
3026	OG0003026	YOR307C	augustus_masked-NODE_46_length_118822_cov_18.328_ID_91-processed-gene-0.134-mRNA-1_1&gene=augustus_masked-NODE_46_length_118822_cov_18.328_ID_91-processed-gene-0.134&CDS=1-1314
3027	OG0003027	YOR308C	maker-NODE_5_length_564925_cov_15.4782_ID_9-augustus-gene-4.188-mRNA-1_1&gene=maker-NODE_5_length_564925_cov_15.4782_ID_9-augustus-gene-4.188&CDS=1-1980
3028	OG0003028	YOR310C	maker-NODE_30_length_182192_cov_15.3438_ID_59-augustus-gene-0.224-mRNA-1_1&gene=maker-NODE_30_length_182192_cov_15.3438_ID_59-augustus-gene-0.224&CDS=1-1629
3029	OG0003029	YOR311C	augustus_masked-NODE_21_length_250742_cov_15.7371_ID_41-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-NODE_21_length_250742_cov_15.7371_ID_41-processed-gene-0.44&CDS=1-927
3030	OG0003030	YOR313C	augustus_masked-NODE_1_length_877097_cov_15.4245_ID_1-processed-gene-6.150-mRNA-1_1&gene=augustus_masked-NODE_1_length_877097_cov_15.4245_ID_1-processed-gene-6.150&CDS=1-1011
3031	OG0003031	YOR317W	augustus_masked-NODE_7_length_493755_cov_15.7063_ID_13-processed-gene-3.62-mRNA-1_1&gene=augustus_masked-NODE_7_length_493755_cov_15.7063_ID_13-processed-gene-3.62&CDS=1-2091
3032	OG0003032	YOR319W	maker-NODE_2_length_781223_cov_15.3897_ID_3-augustus-gene-3.48-mRNA-1_1&gene=maker-NODE_2_length_781223_cov_15.3897_ID_3-augustus-gene-3.48&CDS=1-648
3033	OG0003033	YOR322C	augustus_masked-NODE_1_length_877097_cov_15.4245_ID_1-processed-gene-1.1-mRNA-1_1&gene=augustus_masked-NODE_1_length_877097_cov_15.4245_ID_1-processed-gene-1.1&CDS=1-1173
3034	OG0003034	YOR323C	maker-NODE_1_length_877097_cov_15.4245_ID_1-augustus-gene-1.53-mRNA-1_1&gene=maker-NODE_1_length_877097_cov_15.4245_ID_1-augustus-gene-1.53&CDS=1-1320
3035	OG0003035	YOR326W	augustus_masked-NODE_11_length_408093_cov_15.0871_ID_21-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-NODE_11_length_408093_cov_15.0871_ID_21-processed-gene-0.28&CDS=1-4698
3036	OG0003036	YOR327C	maker-NODE_14_length_325695_cov_15.9281_ID_27-augustus-gene-1.164-mRNA-1_1&gene=maker-NODE_14_length_325695_cov_15.9281_ID_27-augustus-gene-1.164&CDS=1-342
3037	OG0003037	YOR330C	genemark-NODE_12_length_360066_cov_17.2837_ID_23-processed-gene-2.10-mRNA-1_1&gene=genemark-NODE_12_length_360066_cov_17.2837_ID_23-processed-gene-2.10&CDS=1-3462
3038	OG0003038	YOR332W	maker-NODE_54_length_88002_cov_15.2377_ID_107-augustus-gene-0.93-mRNA-1_1&gene=maker-NODE_54_length_88002_cov_15.2377_ID_107-augustus-gene-0.93&CDS=1-687
3039	OG0003039	YOR335C	maker-NODE_42_length_137594_cov_15.5143_ID_83-snap-gene-0.233-mRNA-1_1&gene=maker-NODE_42_length_137594_cov_15.5143_ID_83-snap-gene-0.233&CDS=1-2931
3040	OG0003040	YOR336W	maker-NODE_3_length_646201_cov_15.3204_ID_5-snap-gene-5.8-mRNA-1_1&gene=maker-NODE_3_length_646201_cov_15.3204_ID_5-snap-gene-5.8&CDS=1-4773
3041	OG0003041	YOR339C	maker-NODE_11_length_408093_cov_15.0871_ID_21-augustus-gene-3.147-mRNA-1_1&gene=maker-NODE_11_length_408093_cov_15.0871_ID_21-augustus-gene-3.147&CDS=1-537
3042	OG0003042	YOR340C	augustus_masked-NODE_5_length_564925_cov_15.4782_ID_9-processed-gene-4.280-mRNA-1_1&gene=augustus_masked-NODE_5_length_564925_cov_15.4782_ID_9-processed-gene-4.280&CDS=1-864
3043	OG0003043	YOR341W	maker-NODE_3_length_646201_cov_15.3204_ID_5-augustus-gene-5.207-mRNA-1_1&gene=maker-NODE_3_length_646201_cov_15.3204_ID_5-augustus-gene-5.207&CDS=1-5073
3044	OG0003044	YOR346W	maker-NODE_24_length_235071_cov_15.251_ID_47-augustus-gene-0.5-mRNA-1_1&gene=maker-NODE_24_length_235071_cov_15.251_ID_47-augustus-gene-0.5&CDS=1-3126
3045	OG0003045	YOR349W	augustus_masked-NODE_10_length_459778_cov_14.8991_ID_19-processed-gene-0.113-mRNA-1_1&gene=augustus_masked-NODE_10_length_459778_cov_14.8991_ID_19-processed-gene-0.113&CDS=1-3282
3046	OG0003046	YOR351C	genemark-NODE_2_length_781223_cov_15.3897_ID_3-processed-gene-6.250-mRNA-1_1&gene=genemark-NODE_2_length_781223_cov_15.3897_ID_3-processed-gene-6.250&CDS=1-1518
3047	OG0003047	YOR352W	augustus_masked-NODE_23_length_235910_cov_15.3382_ID_45-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-NODE_23_length_235910_cov_15.3382_ID_45-processed-gene-0.21&CDS=1-735
3048	OG0003048	YOR356W	genemark-NODE_61_length_71297_cov_15.291_ID_121-processed-gene-0.43-mRNA-1_1&gene=genemark-NODE_61_length_71297_cov_15.291_ID_121-processed-gene-0.43&CDS=1-1821
3049	OG0003049	YOR357C	maker-NODE_10_length_459778_cov_14.8991_ID_19-snap-gene-0.106-mRNA-1_1&gene=maker-NODE_10_length_459778_cov_14.8991_ID_19-snap-gene-0.106&CDS=1-552
3050	OG0003050	YOR359W	augustus_masked-NODE_9_length_460943_cov_15.6853_ID_17-processed-gene-2.57-mRNA-1_1&gene=augustus_masked-NODE_9_length_460943_cov_15.6853_ID_17-processed-gene-2.57&CDS=1-1986
3051	OG0003051	YOR360C	maker-NODE_9_length_460943_cov_15.6853_ID_17-augustus-gene-1.159-mRNA-1_1&gene=maker-NODE_9_length_460943_cov_15.6853_ID_17-augustus-gene-1.159&CDS=1-1710
3052	OG0003052	YOR361C	maker-NODE_10_length_459778_cov_14.8991_ID_19-augustus-gene-2.4-mRNA-1_1&gene=maker-NODE_10_length_459778_cov_14.8991_ID_19-augustus-gene-2.4&CDS=1-2208
3053	OG0003053	YOR362C	maker-NODE_25_length_224029_cov_16.3037_ID_49-snap-gene-0.18-mRNA-1_1&gene=maker-NODE_25_length_224029_cov_16.3037_ID_49-snap-gene-0.18&CDS=1-753
3054	OG0003054	YOR367W	snap_masked-NODE_45_length_120014_cov_17.0418_ID_89-processed-gene-0.121-mRNA-1_1&gene=snap_masked-NODE_45_length_120014_cov_17.0418_ID_89-processed-gene-0.121&CDS=1-639
3055	OG0003055	YOR368W	maker-NODE_5_length_564925_cov_15.4782_ID_9-augustus-gene-2.114-mRNA-1_1&gene=maker-NODE_5_length_564925_cov_15.4782_ID_9-augustus-gene-2.114&CDS=1-1095
3056	OG0003056	YOR369C	augustus_masked-NODE_5_length_564925_cov_15.4782_ID_9-processed-gene-4.311-mRNA-1_1&gene=augustus_masked-NODE_5_length_564925_cov_15.4782_ID_9-processed-gene-4.311&CDS=1-441
3057	OG0003057	YOR370C	maker-NODE_6_length_504130_cov_14.9719_ID_11-snap-gene-3.109-mRNA-1_1&gene=maker-NODE_6_length_504130_cov_14.9719_ID_11-snap-gene-3.109&CDS=1-1629
3058	OG0003058	YOR373W	maker-NODE_5_length_564925_cov_15.4782_ID_9-augustus-gene-4.174-mRNA-1_1&gene=maker-NODE_5_length_564925_cov_15.4782_ID_9-augustus-gene-4.174&CDS=1-3840
3059	OG0003059	YOR374W	maker-NODE_5_length_564925_cov_15.4782_ID_9-augustus-gene-4.199-mRNA-1_1&gene=maker-NODE_5_length_564925_cov_15.4782_ID_9-augustus-gene-4.199&CDS=1-1497
3060	OG0003060	YOR386W	maker-NODE_87_length_31929_cov_18.2574_ID_173-augustus-gene-0.8-mRNA-1_1&gene=maker-NODE_87_length_31929_cov_18.2574_ID_173-augustus-gene-0.8&CDS=1-1734
3061	OG0003061	YOR388C	maker-NODE_15_length_311211_cov_15.4653_ID_29-augustus-gene-1.79-mRNA-1_1&gene=maker-NODE_15_length_311211_cov_15.4653_ID_29-augustus-gene-1.79&CDS=1-1080
3062	OG0003062	YPL001W	augustus_masked-NODE_42_length_137594_cov_15.5143_ID_83-processed-gene-0.194-mRNA-1_1&gene=augustus_masked-NODE_42_length_137594_cov_15.5143_ID_83-processed-gene-0.194&CDS=1-1446
3063	OG0003063	YPL002C	augustus_masked-NODE_5_length_564925_cov_15.4782_ID_9-processed-gene-3.28-mRNA-1_1&gene=augustus_masked-NODE_5_length_564925_cov_15.4782_ID_9-processed-gene-3.28&CDS=1-741
3064	OG0003064	YPL003W	maker-NODE_23_length_235910_cov_15.3382_ID_45-augustus-gene-0.51-mRNA-1_1&gene=maker-NODE_23_length_235910_cov_15.3382_ID_45-augustus-gene-0.51&CDS=1-1821
3065	OG0003065	YPL006W	augustus_masked-NODE_12_length_360066_cov_17.2837_ID_23-processed-gene-2.218-mRNA-1_1&gene=augustus_masked-NODE_12_length_360066_cov_17.2837_ID_23-processed-gene-2.218&CDS=1-3837
3066	OG0003066	YPL008W	augustus_masked-NODE_15_length_311211_cov_15.4653_ID_29-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-NODE_15_length_311211_cov_15.4653_ID_29-processed-gene-0.49&CDS=1-2676
3067	OG0003067	YPL009C	augustus_masked-NODE_9_length_460943_cov_15.6853_ID_17-processed-gene-0.130-mRNA-1_1&gene=augustus_masked-NODE_9_length_460943_cov_15.6853_ID_17-processed-gene-0.130&CDS=1-1911
3068	OG0003068	YPL010W	augustus_masked-NODE_9_length_460943_cov_15.6853_ID_17-processed-gene-0.114-mRNA-1_1&gene=augustus_masked-NODE_9_length_460943_cov_15.6853_ID_17-processed-gene-0.114&CDS=1-582
3069	OG0003069	YPL011C	maker-NODE_34_length_164680_cov_15.313_ID_67-augustus-gene-0.144-mRNA-1_1&gene=maker-NODE_34_length_164680_cov_15.313_ID_67-augustus-gene-0.144&CDS=1-546
3070	OG0003070	YPL012W	genemark-NODE_10_length_459778_cov_14.8991_ID_19-processed-gene-0.34-mRNA-1_1&gene=genemark-NODE_10_length_459778_cov_14.8991_ID_19-processed-gene-0.34&CDS=1-3633
3071	OG0003071	YPL013C	maker-NODE_13_length_358725_cov_30.8807_ID_25-snap-gene-1.129-mRNA-1_1&gene=maker-NODE_13_length_358725_cov_30.8807_ID_25-snap-gene-1.129&CDS=1-303
3072	OG0003072	YPL015C	maker-NODE_2_length_781223_cov_15.3897_ID_3-augustus-gene-6.131-mRNA-1_1&gene=maker-NODE_2_length_781223_cov_15.3897_ID_3-augustus-gene-6.131&CDS=1-1092
3073	OG0003073	YPL016W	genemark-NODE_17_length_260486_cov_14.3054_ID_33-processed-gene-1.7-mRNA-1_1&gene=genemark-NODE_17_length_260486_cov_14.3054_ID_33-processed-gene-1.7&CDS=1-3762
3074	OG0003074	YPL020C	genemark-NODE_7_length_493755_cov_15.7063_ID_13-processed-gene-3.168-mRNA-1_1&gene=genemark-NODE_7_length_493755_cov_15.7063_ID_13-processed-gene-3.168&CDS=1-1767
3075	OG0003075	YPL022W	snap_masked-NODE_8_length_468094_cov_15.2478_ID_15-processed-gene-0.65-mRNA-1_1&gene=snap_masked-NODE_8_length_468094_cov_15.2478_ID_15-processed-gene-0.65&CDS=1-2937
3076	OG0003076	YPL023C	augustus_masked-NODE_9_length_460943_cov_15.6853_ID_17-processed-gene-2.53-mRNA-1_1&gene=augustus_masked-NODE_9_length_460943_cov_15.6853_ID_17-processed-gene-2.53&CDS=1-1830
3077	OG0003077	YPL028W	maker-NODE_2_length_781223_cov_15.3897_ID_3-augustus-gene-3.60-mRNA-1_1&gene=maker-NODE_2_length_781223_cov_15.3897_ID_3-augustus-gene-3.60&CDS=1-1191
