	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035629_Yueomyces_sinensis
10	OG0000010	YDL080C, YLR044C	genemark-NODE_18_length_225906_cov_32.8077_ID_35-processed-gene-0.102-mRNA-1_1&gene=genemark-NODE_18_length_225906_cov_32.8077_ID_35-processed-gene-0.102&CDS=1-1893, genemark-NODE_25_length_160667_cov_29.6548_ID_49-processed-gene-0.146-mRNA-1_1&gene=genemark-NODE_25_length_160667_cov_29.6548_ID_49-processed-gene-0.146&CDS=1-1692, genemark-NODE_9_length_304672_cov_29.8186_ID_17-processed-gene-1.4-mRNA-1_1&gene=genemark-NODE_9_length_304672_cov_29.8186_ID_17-processed-gene-1.4&CDS=1-1689, maker-NODE_61_length_50645_cov_30.0595_ID_121-snap-gene-0.39-mRNA-1_1&gene=maker-NODE_61_length_50645_cov_30.0595_ID_121-snap-gene-0.39&CDS=1-3312, snap_masked-NODE_15_length_267474_cov_32.1813_ID_29-processed-gene-0.70-mRNA-1_1&gene=snap_masked-NODE_15_length_267474_cov_32.1813_ID_29-processed-gene-0.70&CDS=1-1731
11	OG0000011	YER001W	augustus_masked-NODE_1_length_451508_cov_30.8094_ID_1-processed-gene-3.217-mRNA-1_1&gene=augustus_masked-NODE_1_length_451508_cov_30.8094_ID_1-processed-gene-3.217&CDS=1-3108, augustus_masked-NODE_2_length_439574_cov_29.0697_ID_3-processed-gene-1.83-mRNA-1_1&gene=augustus_masked-NODE_2_length_439574_cov_29.0697_ID_3-processed-gene-1.83&CDS=1-2418, augustus_masked-NODE_82_length_28027_cov_36.4041_ID_163-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-NODE_82_length_28027_cov_36.4041_ID_163-processed-gene-0.19&CDS=1-2238, snap_masked-NODE_16_length_242723_cov_30.036_ID_31-processed-gene-0.93-mRNA-1_1&gene=snap_masked-NODE_16_length_242723_cov_30.036_ID_31-processed-gene-0.93&CDS=1-2352, snap_masked-NODE_2_length_439574_cov_29.0697_ID_3-processed-gene-1.33-mRNA-1_1&gene=snap_masked-NODE_2_length_439574_cov_29.0697_ID_3-processed-gene-1.33&CDS=1-2331, snap_masked-NODE_31_length_130711_cov_34.7438_ID_61-processed-gene-0.146-mRNA-1_1&gene=snap_masked-NODE_31_length_130711_cov_34.7438_ID_61-processed-gene-0.146&CDS=1-2310
12	OG0000012	Q0105, Q0110, Q0115, Q0120	snap_masked-NODE_72_length_43086_cov_1013.9_ID_143-processed-gene-0.11-mRNA-1_1&gene=snap_masked-NODE_72_length_43086_cov_1013.9_ID_143-processed-gene-0.11&CDS=1-399, snap_masked-NODE_72_length_43086_cov_1013.9_ID_143-processed-gene-0.13-mRNA-1_1&gene=snap_masked-NODE_72_length_43086_cov_1013.9_ID_143-processed-gene-0.13&CDS=1-300, snap_masked-NODE_72_length_43086_cov_1013.9_ID_143-processed-gene-0.15-mRNA-1_1&gene=snap_masked-NODE_72_length_43086_cov_1013.9_ID_143-processed-gene-0.15&CDS=1-273
13	OG0000013	YDR342C, YDR343C, YDR345C, YHR092C, YHR094C, YLR081W	
14	OG0000014	YDR541C, YOL151W	genemark-NODE_10_length_299503_cov_30.4291_ID_19-processed-gene-1.4-mRNA-1_1&gene=genemark-NODE_10_length_299503_cov_30.4291_ID_19-processed-gene-1.4&CDS=1-1032, genemark-NODE_4_length_371285_cov_29.1512_ID_7-processed-gene-1.23-mRNA-1_1&gene=genemark-NODE_4_length_371285_cov_29.1512_ID_7-processed-gene-1.23&CDS=1-1032, genemark-NODE_99_length_19409_cov_35.9859_ID_197-processed-gene-0.29-mRNA-1_1&gene=genemark-NODE_99_length_19409_cov_35.9859_ID_197-processed-gene-0.29&CDS=1-1023, maker-NODE_27_length_142789_cov_29.7098_ID_53-augustus-gene-0.3-mRNA-1_1&gene=maker-NODE_27_length_142789_cov_29.7098_ID_53-augustus-gene-0.3&CDS=1-1077
15	OG0000015	YER103W, YLL024C	genemark-NODE_23_length_171753_cov_34.3795_ID_45-processed-gene-0.77-mRNA-1_1&gene=genemark-NODE_23_length_171753_cov_34.3795_ID_45-processed-gene-0.77&CDS=1-1923, genemark-NODE_35_length_118196_cov_32.9689_ID_69-processed-gene-0.81-mRNA-1_1&gene=genemark-NODE_35_length_118196_cov_32.9689_ID_69-processed-gene-0.81&CDS=1-1902, genemark-NODE_48_length_88224_cov_33.9456_ID_95-processed-gene-0.58-mRNA-1_1&gene=genemark-NODE_48_length_88224_cov_33.9456_ID_95-processed-gene-0.58&CDS=1-1917, genemark-NODE_8_length_308350_cov_29.7871_ID_15-processed-gene-0.10-mRNA-1_1&gene=genemark-NODE_8_length_308350_cov_29.7871_ID_15-processed-gene-0.10&CDS=1-1941
16	OG0000016	YER175C	augustus_masked-NODE_2_length_439574_cov_29.0697_ID_3-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-NODE_2_length_439574_cov_29.0697_ID_3-processed-gene-0.4&CDS=1-861, genemark-NODE_60_length_54373_cov_28.4564_ID_119-processed-gene-0.14-mRNA-1_1&gene=genemark-NODE_60_length_54373_cov_28.4564_ID_119-processed-gene-0.14&CDS=1-864, genemark-NODE_60_length_54373_cov_28.4564_ID_119-processed-gene-0.15-mRNA-1_1&gene=genemark-NODE_60_length_54373_cov_28.4564_ID_119-processed-gene-0.15&CDS=1-864, genemark-NODE_60_length_54373_cov_28.4564_ID_119-processed-gene-0.16-mRNA-1_1&gene=genemark-NODE_60_length_54373_cov_28.4564_ID_119-processed-gene-0.16&CDS=1-867, genemark-NODE_60_length_54373_cov_28.4564_ID_119-processed-gene-0.17-mRNA-1_1&gene=genemark-NODE_60_length_54373_cov_28.4564_ID_119-processed-gene-0.17&CDS=1-915
17	OG0000017	YFR020W	augustus_masked-NODE_63_length_49111_cov_38.5539_ID_125-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-NODE_63_length_49111_cov_38.5539_ID_125-processed-gene-0.39&CDS=1-894, genemark-NODE_29_length_134409_cov_30.3028_ID_57-processed-gene-0.60-mRNA-1_1&gene=genemark-NODE_29_length_134409_cov_30.3028_ID_57-processed-gene-0.60&CDS=1-654, genemark-NODE_29_length_134409_cov_30.3028_ID_57-processed-gene-0.85-mRNA-1_1&gene=genemark-NODE_29_length_134409_cov_30.3028_ID_57-processed-gene-0.85&CDS=1-789, maker-NODE_31_length_130711_cov_34.7438_ID_61-augustus-gene-0.108-mRNA-1_1&gene=maker-NODE_31_length_130711_cov_34.7438_ID_61-augustus-gene-0.108&CDS=1-591, snap_masked-NODE_119_length_10869_cov_41.9673_ID_237-processed-gene-0.0-mRNA-1_1&gene=snap_masked-NODE_119_length_10869_cov_41.9673_ID_237-processed-gene-0.0&CDS=1-189
18	OG0000018	YGR109W-A, YGR109W-B, YIL082W, YIL082W-A	augustus_masked-NODE_65_length_47846_cov_30.0712_ID_129-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-NODE_65_length_47846_cov_30.0712_ID_129-processed-gene-0.44&CDS=1-570, snap_masked-NODE_40_length_109054_cov_35.5454_ID_79-processed-gene-0.41-mRNA-1_1&gene=snap_masked-NODE_40_length_109054_cov_35.5454_ID_79-processed-gene-0.41&CDS=1-291
19	OG0000019	YHL009W-A, YHL009W-B, YJL114W, YPL060C-A	augustus_masked-NODE_33_length_126404_cov_29.6828_ID_65-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-NODE_33_length_126404_cov_29.6828_ID_65-processed-gene-0.72&CDS=1-1170, snap_masked-NODE_33_length_126404_cov_29.6828_ID_65-processed-gene-0.129-mRNA-1_1&gene=snap_masked-NODE_33_length_126404_cov_29.6828_ID_65-processed-gene-0.129&CDS=1-1140
20	OG0000020	YJL116C, YKR042W, YNL066W	genemark-NODE_11_length_296710_cov_29.98_ID_21-processed-gene-1.170-mRNA-1_1&gene=genemark-NODE_11_length_296710_cov_29.98_ID_21-processed-gene-1.170&CDS=1-1497, genemark-NODE_2_length_439574_cov_29.0697_ID_3-processed-gene-2.11-mRNA-1_1&gene=genemark-NODE_2_length_439574_cov_29.0697_ID_3-processed-gene-2.11&CDS=1-1254, genemark-NODE_9_length_304672_cov_29.8186_ID_17-processed-gene-2.91-mRNA-1_1&gene=genemark-NODE_9_length_304672_cov_29.8186_ID_17-processed-gene-2.91&CDS=1-1272
21	OG0000021	YKL163W, YKL164C	genemark-NODE_133_length_8313_cov_39.5766_ID_265-processed-gene-0.0-mRNA-1_1&gene=genemark-NODE_133_length_8313_cov_39.5766_ID_265-processed-gene-0.0&CDS=1-1398, genemark-NODE_15_length_267474_cov_32.1813_ID_29-processed-gene-1.166-mRNA-1_1&gene=genemark-NODE_15_length_267474_cov_32.1813_ID_29-processed-gene-1.166&CDS=1-1107, genemark-NODE_37_length_114221_cov_29.9171_ID_73-processed-gene-0.122-mRNA-1_1&gene=genemark-NODE_37_length_114221_cov_29.9171_ID_73-processed-gene-0.122&CDS=1-1035, genemark-NODE_8_length_308350_cov_29.7871_ID_15-processed-gene-1.69-mRNA-1_1&gene=genemark-NODE_8_length_308350_cov_29.7871_ID_15-processed-gene-1.69&CDS=1-1134
22	OG0000022	YMR006C, YMR008C	genemark-NODE_12_length_294340_cov_33.2013_ID_23-processed-gene-1.136-mRNA-1_1&gene=genemark-NODE_12_length_294340_cov_33.2013_ID_23-processed-gene-1.136&CDS=1-2076, genemark-NODE_22_length_177725_cov_36.2377_ID_43-processed-gene-0.111-mRNA-1_1&gene=genemark-NODE_22_length_177725_cov_36.2377_ID_43-processed-gene-0.111&CDS=1-1926, genemark-NODE_33_length_126404_cov_29.6828_ID_65-processed-gene-0.23-mRNA-1_1&gene=genemark-NODE_33_length_126404_cov_29.6828_ID_65-processed-gene-0.23&CDS=1-2136, snap_masked-NODE_52_length_78698_cov_30.7902_ID_103-processed-gene-0.65-mRNA-1_1&gene=snap_masked-NODE_52_length_78698_cov_30.7902_ID_103-processed-gene-0.65&CDS=1-2067
23	OG0000023	YOR162C, YOR172W	augustus_masked-NODE_22_length_177725_cov_36.2377_ID_43-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-NODE_22_length_177725_cov_36.2377_ID_43-processed-gene-0.67&CDS=1-2556, augustus_masked-NODE_22_length_177725_cov_36.2377_ID_43-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-NODE_22_length_177725_cov_36.2377_ID_43-processed-gene-0.68&CDS=1-2508, snap_masked-NODE_22_length_177725_cov_36.2377_ID_43-processed-gene-0.227-mRNA-1_1&gene=snap_masked-NODE_22_length_177725_cov_36.2377_ID_43-processed-gene-0.227&CDS=1-2361, snap_masked-NODE_22_length_177725_cov_36.2377_ID_43-processed-gene-0.232-mRNA-1_1&gene=snap_masked-NODE_22_length_177725_cov_36.2377_ID_43-processed-gene-0.232&CDS=1-2586
24	OG0000024	YOR231W, YOR233W, YPL140C, YPL141C	maker-NODE_10_length_299503_cov_30.4291_ID_19-snap-gene-1.185-mRNA-1_1&gene=maker-NODE_10_length_299503_cov_30.4291_ID_19-snap-gene-1.185&CDS=1-4971, snap_masked-NODE_14_length_275237_cov_29.7547_ID_27-processed-gene-1.193-mRNA-1_1&gene=snap_masked-NODE_14_length_275237_cov_29.7547_ID_27-processed-gene-1.193&CDS=1-2337
25	OG0000025	Q0045, Q0065, Q0070	maker-NODE_72_length_43086_cov_1013.9_ID_143-augustus-gene-0.67-mRNA-1_1&gene=maker-NODE_72_length_43086_cov_1013.9_ID_143-augustus-gene-0.67&CDS=1-354, maker-NODE_72_length_43086_cov_1013.9_ID_143-snap-gene-0.61-mRNA-1_1&gene=maker-NODE_72_length_43086_cov_1013.9_ID_143-snap-gene-0.61&CDS=1-720, maker-NODE_72_length_43086_cov_1013.9_ID_143-snap-gene-0.65-mRNA-1_1&gene=maker-NODE_72_length_43086_cov_1013.9_ID_143-snap-gene-0.65&CDS=1-711
26	OG0000026	YAL063C, YAL064C-A, YHR211W, YHR213W, YKR102W	
27	OG0000027	YBL017C, YIL173W, YJL222W, YNR065C	genemark-NODE_20_length_212031_cov_29.3383_ID_39-processed-gene-1.78-mRNA-1_1&gene=genemark-NODE_20_length_212031_cov_29.3383_ID_39-processed-gene-1.78&CDS=1-5145
28	OG0000028	YBR015C, YJL186W	genemark-NODE_15_length_267474_cov_32.1813_ID_29-processed-gene-1.134-mRNA-1_1&gene=genemark-NODE_15_length_267474_cov_32.1813_ID_29-processed-gene-1.134&CDS=1-1869, genemark-NODE_44_length_100308_cov_29.8003_ID_87-processed-gene-0.40-mRNA-1_1&gene=genemark-NODE_44_length_100308_cov_29.8003_ID_87-processed-gene-0.40&CDS=1-1788, snap_masked-NODE_1_length_451508_cov_30.8094_ID_1-processed-gene-2.4-mRNA-1_1&gene=snap_masked-NODE_1_length_451508_cov_30.8094_ID_1-processed-gene-2.4&CDS=1-1881
29	OG0000029	YCR089W, YDR134C, YLR110C	augustus_masked-NODE_1_length_451508_cov_30.8094_ID_1-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-NODE_1_length_451508_cov_30.8094_ID_1-processed-gene-0.41&CDS=1-4326, genemark-NODE_39_length_111511_cov_29.3839_ID_77-processed-gene-0.123-mRNA-1_1&gene=genemark-NODE_39_length_111511_cov_29.3839_ID_77-processed-gene-0.123&CDS=1-444
30	OG0000030	YCR102C, YLR460C, YNL134C	genemark-NODE_73_length_42956_cov_28.5361_ID_145-processed-gene-0.49-mRNA-1_1&gene=genemark-NODE_73_length_42956_cov_28.5361_ID_145-processed-gene-0.49&CDS=1-1122, genemark-NODE_81_length_31847_cov_27.9535_ID_161-processed-gene-0.9-mRNA-1_1&gene=genemark-NODE_81_length_31847_cov_27.9535_ID_161-processed-gene-0.9&CDS=1-1122
31	OG0000031	YDL022W	augustus_masked-NODE_263_length_1665_cov_83.6818_ID_525-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_263_length_1665_cov_83.6818_ID_525-processed-gene-0.0&CDS=1-1188, genemark-NODE_15_length_267474_cov_32.1813_ID_29-processed-gene-1.138-mRNA-1_1&gene=genemark-NODE_15_length_267474_cov_32.1813_ID_29-processed-gene-1.138&CDS=1-1158, genemark-NODE_40_length_109054_cov_35.5454_ID_79-processed-gene-0.52-mRNA-1_1&gene=genemark-NODE_40_length_109054_cov_35.5454_ID_79-processed-gene-0.52&CDS=1-1221, genemark-NODE_54_length_65257_cov_66.7818_ID_107-processed-gene-0.44-mRNA-1_1&gene=genemark-NODE_54_length_65257_cov_66.7818_ID_107-processed-gene-0.44&CDS=1-1212
32	OG0000032	YER056C, YER060W, YER060W-A	genemark-NODE_39_length_111511_cov_29.3839_ID_77-processed-gene-0.94-mRNA-1_1&gene=genemark-NODE_39_length_111511_cov_29.3839_ID_77-processed-gene-0.94&CDS=1-1614, genemark-NODE_7_length_328208_cov_29.0134_ID_13-processed-gene-2.159-mRNA-1_1&gene=genemark-NODE_7_length_328208_cov_29.0134_ID_13-processed-gene-2.159&CDS=1-1785
33	OG0000033	YIL009W, YMR246W, YOR317W	genemark-NODE_17_length_229698_cov_30.9751_ID_33-processed-gene-1.111-mRNA-1_1&gene=genemark-NODE_17_length_229698_cov_30.9751_ID_33-processed-gene-1.111&CDS=1-2112, genemark-NODE_23_length_171753_cov_34.3795_ID_45-processed-gene-0.73-mRNA-1_1&gene=genemark-NODE_23_length_171753_cov_34.3795_ID_45-processed-gene-0.73&CDS=1-2100
34	OG0000034	YJL026W, YJR006W	genemark-NODE_24_length_162449_cov_32.5493_ID_47-processed-gene-0.98-mRNA-1_1&gene=genemark-NODE_24_length_162449_cov_32.5493_ID_47-processed-gene-0.98&CDS=1-1194, genemark-NODE_44_length_100308_cov_29.8003_ID_87-processed-gene-0.0-mRNA-1_1&gene=genemark-NODE_44_length_100308_cov_29.8003_ID_87-processed-gene-0.0&CDS=1-1224, maker-NODE_24_length_162449_cov_32.5493_ID_47-augustus-gene-0.70-mRNA-1_1&gene=maker-NODE_24_length_162449_cov_32.5493_ID_47-augustus-gene-0.70&CDS=1-2364
35	OG0000035	YLR342W, YMR306W	augustus_masked-NODE_20_length_212031_cov_29.3383_ID_39-processed-gene-1.129-mRNA-1_1&gene=augustus_masked-NODE_20_length_212031_cov_29.3383_ID_39-processed-gene-1.129&CDS=1-5646, genemark-NODE_26_length_152182_cov_28.6892_ID_51-processed-gene-0.3-mRNA-1_1&gene=genemark-NODE_26_length_152182_cov_28.6892_ID_51-processed-gene-0.3&CDS=1-5499, genemark-NODE_53_length_75463_cov_33.7334_ID_105-processed-gene-0.16-mRNA-1_1&gene=genemark-NODE_53_length_75463_cov_33.7334_ID_105-processed-gene-0.16&CDS=1-5538
36	OG0000036	YPL088W	genemark-NODE_115_length_12149_cov_37.4328_ID_229-processed-gene-0.18-mRNA-1_1&gene=genemark-NODE_115_length_12149_cov_37.4328_ID_229-processed-gene-0.18&CDS=1-1032, genemark-NODE_25_length_160667_cov_29.6548_ID_49-processed-gene-0.153-mRNA-1_1&gene=genemark-NODE_25_length_160667_cov_29.6548_ID_49-processed-gene-0.153&CDS=1-1032, genemark-NODE_58_length_57850_cov_39.5176_ID_115-processed-gene-0.7-mRNA-1_1&gene=genemark-NODE_58_length_57850_cov_39.5176_ID_115-processed-gene-0.7&CDS=1-1050, maker-NODE_38_length_113570_cov_32.1419_ID_75-snap-gene-0.151-mRNA-1_1&gene=maker-NODE_38_length_113570_cov_32.1419_ID_75-snap-gene-0.151&CDS=1-999
37	OG0000037	YAL007C, YOR016C	genemark-NODE_13_length_282444_cov_78.3145_ID_25-processed-gene-1.115-mRNA-1_1&gene=genemark-NODE_13_length_282444_cov_78.3145_ID_25-processed-gene-1.115&CDS=1-636, genemark-NODE_8_length_308350_cov_29.7871_ID_15-processed-gene-0.21-mRNA-1_1&gene=genemark-NODE_8_length_308350_cov_29.7871_ID_15-processed-gene-0.21&CDS=1-624
38	OG0000038	YAL023C, YGR199W	augustus_masked-NODE_13_length_282444_cov_78.3145_ID_25-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-NODE_13_length_282444_cov_78.3145_ID_25-processed-gene-0.93&CDS=1-2337, snap_masked-NODE_9_length_304672_cov_29.8186_ID_17-processed-gene-1.71-mRNA-1_1&gene=snap_masked-NODE_9_length_304672_cov_29.8186_ID_17-processed-gene-1.71&CDS=1-2238
39	OG0000039	YAL056W, YOR371C	augustus_masked-NODE_63_length_49111_cov_38.5539_ID_125-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-NODE_63_length_49111_cov_38.5539_ID_125-processed-gene-0.28&CDS=1-2496, snap_masked-NODE_4_length_371285_cov_29.1512_ID_7-processed-gene-1.114-mRNA-1_1&gene=snap_masked-NODE_4_length_371285_cov_29.1512_ID_7-processed-gene-1.114&CDS=1-2916
40	OG0000040	YBL002W, YDR224C	genemark-NODE_3_length_378438_cov_30.282_ID_5-processed-gene-1.30-mRNA-1_1&gene=genemark-NODE_3_length_378438_cov_30.282_ID_5-processed-gene-1.30&CDS=1-378, genemark-NODE_54_length_65257_cov_66.7818_ID_107-processed-gene-0.43-mRNA-1_1&gene=genemark-NODE_54_length_65257_cov_66.7818_ID_107-processed-gene-0.43&CDS=1-375
41	OG0000041	YBR001C, YDR001C	genemark-NODE_1_length_451508_cov_30.8094_ID_1-processed-gene-0.1-mRNA-1_1&gene=genemark-NODE_1_length_451508_cov_30.8094_ID_1-processed-gene-0.1&CDS=1-2445, maker-NODE_54_length_65257_cov_66.7818_ID_107-snap-gene-0.87-mRNA-1_1&gene=maker-NODE_54_length_65257_cov_66.7818_ID_107-snap-gene-0.87&CDS=1-3204
42	OG0000042	YBR009C, YNL030W	genemark-NODE_15_length_267474_cov_32.1813_ID_29-processed-gene-1.131-mRNA-1_1&gene=genemark-NODE_15_length_267474_cov_32.1813_ID_29-processed-gene-1.131&CDS=1-309, genemark-NODE_2_length_439574_cov_29.0697_ID_3-processed-gene-3.69-mRNA-1_1&gene=genemark-NODE_2_length_439574_cov_29.0697_ID_3-processed-gene-3.69&CDS=1-309
43	OG0000043	YBR010W, YNL031C	genemark-NODE_15_length_267474_cov_32.1813_ID_29-processed-gene-1.92-mRNA-1_1&gene=genemark-NODE_15_length_267474_cov_32.1813_ID_29-processed-gene-1.92&CDS=1-408, genemark-NODE_2_length_439574_cov_29.0697_ID_3-processed-gene-3.71-mRNA-1_1&gene=genemark-NODE_2_length_439574_cov_29.0697_ID_3-processed-gene-3.71&CDS=1-408
44	OG0000044	YBR161W, YPL057C	genemark-NODE_25_length_160667_cov_29.6548_ID_49-processed-gene-0.157-mRNA-1_1&gene=genemark-NODE_25_length_160667_cov_29.6548_ID_49-processed-gene-0.157&CDS=1-1173, genemark-NODE_5_length_362465_cov_30.2791_ID_9-processed-gene-1.76-mRNA-1_1&gene=genemark-NODE_5_length_362465_cov_30.2791_ID_9-processed-gene-1.76&CDS=1-1236
45	OG0000045	YBR183W, YPL087W	genemark-NODE_25_length_160667_cov_29.6548_ID_49-processed-gene-0.197-mRNA-1_1&gene=genemark-NODE_25_length_160667_cov_29.6548_ID_49-processed-gene-0.197&CDS=1-987, genemark-NODE_5_length_362465_cov_30.2791_ID_9-processed-gene-0.8-mRNA-1_1&gene=genemark-NODE_5_length_362465_cov_30.2791_ID_9-processed-gene-0.8&CDS=1-1125
46	OG0000046	YBR218C, YGL062W	genemark-NODE_32_length_128215_cov_29.1041_ID_63-processed-gene-0.82-mRNA-1_1&gene=genemark-NODE_32_length_128215_cov_29.1041_ID_63-processed-gene-0.82&CDS=1-3561, genemark-NODE_38_length_113570_cov_32.1419_ID_75-processed-gene-0.62-mRNA-1_1&gene=genemark-NODE_38_length_113570_cov_32.1419_ID_75-processed-gene-0.62&CDS=1-3534
47	OG0000047	YCL026C-A, YCL026C-B	genemark-NODE_104_length_16808_cov_50.2384_ID_207-processed-gene-0.17-mRNA-1_1&gene=genemark-NODE_104_length_16808_cov_50.2384_ID_207-processed-gene-0.17&CDS=1-576, genemark-NODE_19_length_213047_cov_31.9787_ID_37-processed-gene-0.34-mRNA-1_1&gene=genemark-NODE_19_length_213047_cov_31.9787_ID_37-processed-gene-0.34&CDS=1-576
48	OG0000048	YCR010C, YNR002C	genemark-NODE_57_length_59995_cov_30.336_ID_113-processed-gene-0.51-mRNA-1_1&gene=genemark-NODE_57_length_59995_cov_30.336_ID_113-processed-gene-0.51&CDS=1-873, genemark-NODE_96_length_20334_cov_28.9672_ID_191-processed-gene-0.9-mRNA-1_1&gene=genemark-NODE_96_length_20334_cov_28.9672_ID_191-processed-gene-0.9&CDS=1-888
49	OG0000049	YCR105W	augustus_masked-NODE_1_length_451508_cov_30.8094_ID_1-processed-gene-2.115-mRNA-1_1&gene=augustus_masked-NODE_1_length_451508_cov_30.8094_ID_1-processed-gene-2.115&CDS=1-1083, genemark-NODE_10_length_299503_cov_30.4291_ID_19-processed-gene-1.83-mRNA-1_1&gene=genemark-NODE_10_length_299503_cov_30.4291_ID_19-processed-gene-1.83&CDS=1-1077, genemark-NODE_68_length_45405_cov_35.8947_ID_135-processed-gene-0.29-mRNA-1_1&gene=genemark-NODE_68_length_45405_cov_35.8947_ID_135-processed-gene-0.29&CDS=1-1080
50	OG0000050	YDL134C, YDL188C	genemark-NODE_27_length_142789_cov_29.7098_ID_53-processed-gene-0.93-mRNA-1_1&gene=genemark-NODE_27_length_142789_cov_29.7098_ID_53-processed-gene-0.93&CDS=1-1146, genemark-NODE_30_length_131265_cov_30.0277_ID_59-processed-gene-0.80-mRNA-1_1&gene=genemark-NODE_30_length_131265_cov_30.0277_ID_59-processed-gene-0.80&CDS=1-1128
51	OG0000051	YDR038C, YDR039C, YDR040C	genemark-NODE_41_length_108466_cov_30.3003_ID_81-processed-gene-0.66-mRNA-1_1&gene=genemark-NODE_41_length_108466_cov_30.3003_ID_81-processed-gene-0.66&CDS=1-3366
52	OG0000052	YDR107C, YLR083C	genemark-NODE_2_length_439574_cov_29.0697_ID_3-processed-gene-0.33-mRNA-1_1&gene=genemark-NODE_2_length_439574_cov_29.0697_ID_3-processed-gene-0.33&CDS=1-2148, genemark-NODE_53_length_75463_cov_33.7334_ID_105-processed-gene-0.25-mRNA-1_1&gene=genemark-NODE_53_length_75463_cov_33.7334_ID_105-processed-gene-0.25&CDS=1-2028
53	OG0000053	YDR111C, YLR089C	genemark-NODE_2_length_439574_cov_29.0697_ID_3-processed-gene-0.29-mRNA-1_1&gene=genemark-NODE_2_length_439574_cov_29.0697_ID_3-processed-gene-0.29&CDS=1-1572, genemark-NODE_93_length_22347_cov_30.6632_ID_185-processed-gene-0.28-mRNA-1_1&gene=genemark-NODE_93_length_22347_cov_30.6632_ID_185-processed-gene-0.28&CDS=1-1578
54	OG0000054	YDR200C, YLR238W	genemark-NODE_7_length_328208_cov_29.0134_ID_13-processed-gene-1.93-mRNA-1_1&gene=genemark-NODE_7_length_328208_cov_29.0134_ID_13-processed-gene-1.93&CDS=1-1155, snap_masked-NODE_33_length_126404_cov_29.6828_ID_65-processed-gene-0.156-mRNA-1_1&gene=snap_masked-NODE_33_length_126404_cov_29.6828_ID_65-processed-gene-0.156&CDS=1-1311
55	OG0000055	YDR213W, YLR228C	genemark-NODE_33_length_126404_cov_29.6828_ID_65-processed-gene-0.19-mRNA-1_1&gene=genemark-NODE_33_length_126404_cov_29.6828_ID_65-processed-gene-0.19&CDS=1-1950, maker-NODE_3_length_378438_cov_30.282_ID_5-snap-gene-1.77-mRNA-1_1&gene=maker-NODE_3_length_378438_cov_30.282_ID_5-snap-gene-1.77&CDS=1-2514
56	OG0000056	YDR218C, YJR076C	genemark-NODE_15_length_267474_cov_32.1813_ID_29-processed-gene-0.37-mRNA-1_1&gene=genemark-NODE_15_length_267474_cov_32.1813_ID_29-processed-gene-0.37&CDS=1-1155, genemark-NODE_33_length_126404_cov_29.6828_ID_65-processed-gene-0.46-mRNA-1_1&gene=genemark-NODE_33_length_126404_cov_29.6828_ID_65-processed-gene-0.46&CDS=1-1206
57	OG0000057	YDR326C, YHR080C	genemark-NODE_21_length_202180_cov_29.5319_ID_41-processed-gene-0.100-mRNA-1_1&gene=genemark-NODE_21_length_202180_cov_29.5319_ID_41-processed-gene-0.100&CDS=1-5178, genemark-NODE_46_length_98394_cov_29.0528_ID_91-processed-gene-0.64-mRNA-1_1&gene=genemark-NODE_46_length_98394_cov_29.0528_ID_91-processed-gene-0.64&CDS=1-4662
58	OG0000058	YDR385W, YOR133W	genemark-NODE_47_length_88835_cov_28.7191_ID_93-processed-gene-0.57-mRNA-1_1&gene=genemark-NODE_47_length_88835_cov_28.7191_ID_93-processed-gene-0.57&CDS=1-2526, genemark-NODE_5_length_362465_cov_30.2791_ID_9-processed-gene-1.68-mRNA-1_1&gene=genemark-NODE_5_length_362465_cov_30.2791_ID_9-processed-gene-1.68&CDS=1-2526
59	OG0000059	YDR492W, YOL002C	genemark-NODE_12_length_294340_cov_33.2013_ID_23-processed-gene-1.137-mRNA-1_1&gene=genemark-NODE_12_length_294340_cov_33.2013_ID_23-processed-gene-1.137&CDS=1-888, genemark-NODE_26_length_152182_cov_28.6892_ID_51-processed-gene-0.10-mRNA-1_1&gene=genemark-NODE_26_length_152182_cov_28.6892_ID_51-processed-gene-0.10&CDS=1-1008
60	OG0000060	YEL022W, YJR031C	genemark-NODE_14_length_275237_cov_29.7547_ID_27-processed-gene-1.53-mRNA-1_1&gene=genemark-NODE_14_length_275237_cov_29.7547_ID_27-processed-gene-1.53&CDS=1-4239, snap_masked-NODE_41_length_108466_cov_30.3003_ID_81-processed-gene-0.92-mRNA-1_1&gene=snap_masked-NODE_41_length_108466_cov_30.3003_ID_81-processed-gene-0.92&CDS=1-4242
