	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035658_Starmera_amethionina
2612	OG0002612	YMR077C	snap_masked-flattened_line_10-processed-gene-1.127-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-1.127&CDS=1-648
2613	OG0002613	YMR078C	maker-flattened_line_86-snap-gene-0.41-mRNA-1_1&gene=maker-flattened_line_86-snap-gene-0.41&CDS=1-2145
2614	OG0002614	YMR079W	maker-flattened_line_86-snap-gene-0.44-mRNA-1_1&gene=maker-flattened_line_86-snap-gene-0.44&CDS=1-897
2615	OG0002615	YMR080C	augustus_masked-flattened_line_86-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-flattened_line_86-processed-gene-0.5&CDS=1-3075
2616	OG0002616	YMR087W	augustus_masked-flattened_line_12-processed-gene-1.162-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.162&CDS=1-519
2617	OG0002617	YMR088C	augustus_masked-flattened_line_26-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.52&CDS=1-1578
2618	OG0002618	YMR090W	snap_masked-flattened_line_70-processed-gene-0.119-mRNA-1_1&gene=snap_masked-flattened_line_70-processed-gene-0.119&CDS=1-681
2619	OG0002619	YMR091C	snap_masked-flattened_line_100-processed-gene-0.12-mRNA-1_1&gene=snap_masked-flattened_line_100-processed-gene-0.12&CDS=1-1356
2620	OG0002620	YMR092C	snap_masked-flattened_line_12-processed-gene-1.45-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-1.45&CDS=1-1800
2621	OG0002621	YMR093W	augustus_masked-flattened_line_12-processed-gene-1.167-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.167&CDS=1-1431
2622	OG0002622	YMR098C	snap_masked-flattened_line_12-processed-gene-1.11-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-1.11&CDS=1-2001
2623	OG0002623	YMR099C	snap_masked-flattened_line_18-processed-gene-0.74-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-0.74&CDS=1-897
2624	OG0002624	YMR100W	maker-flattened_line_50-snap-gene-0.185-mRNA-1_1&gene=maker-flattened_line_50-snap-gene-0.185&CDS=1-1890
2625	OG0002625	YMR105C	snap_masked-flattened_line_100-processed-gene-0.11-mRNA-1_1&gene=snap_masked-flattened_line_100-processed-gene-0.11&CDS=1-1686
2626	OG0002626	YMR106C	augustus_masked-flattened_line_12-processed-gene-1.159-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.159&CDS=1-1824
2627	OG0002627	YMR108W	snap_masked-flattened_line_200-processed-gene-0.10-mRNA-1_1&gene=snap_masked-flattened_line_200-processed-gene-0.10&CDS=1-2040
2628	OG0002628	YMR109W	snap_masked-flattened_line_32-processed-gene-0.82-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-0.82&CDS=1-3774
2629	OG0002629	YMR110C	maker-flattened_line_74-augustus-gene-0.103-mRNA-1_1&gene=maker-flattened_line_74-augustus-gene-0.103&CDS=1-1830
2630	OG0002630	YMR112C	snap_masked-flattened_line_74-processed-gene-0.49-mRNA-1_1&gene=snap_masked-flattened_line_74-processed-gene-0.49&CDS=1-387
2631	OG0002631	YMR116C	snap_masked-flattened_line_74-processed-gene-0.29-mRNA-1_1&gene=snap_masked-flattened_line_74-processed-gene-0.29&CDS=1-948
2632	OG0002632	YMR119W	genemark-flattened_line_94-processed-gene-0.48-mRNA-1_1&gene=genemark-flattened_line_94-processed-gene-0.48&CDS=1-1542
2633	OG0002633	YMR120C	snap_masked-flattened_line_62-processed-gene-0.102-mRNA-1_1&gene=snap_masked-flattened_line_62-processed-gene-0.102&CDS=1-1767
2634	OG0002634	YMR121C	snap_masked-flattened_line_62-processed-gene-0.101-mRNA-1_1&gene=snap_masked-flattened_line_62-processed-gene-0.101&CDS=1-612
2635	OG0002635	YMR123W	snap_masked-flattened_line_62-processed-gene-0.98-mRNA-1_1&gene=snap_masked-flattened_line_62-processed-gene-0.98&CDS=1-312
2636	OG0002636	YMR125W	snap_masked-flattened_line_62-processed-gene-0.127-mRNA-1_1&gene=snap_masked-flattened_line_62-processed-gene-0.127&CDS=1-2673
2637	OG0002637	YMR126C	augustus_masked-flattened_line_30-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-0.4&CDS=1-942
2638	OG0002638	YMR128W	genemark-flattened_line_30-processed-gene-0.152-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-0.152&CDS=1-5070
2639	OG0002639	YMR129W	augustus_masked-flattened_line_30-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-0.6&CDS=1-3834
2640	OG0002640	YMR130W	snap_masked-flattened_line_30-processed-gene-0.72-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-0.72&CDS=1-843
2641	OG0002641	YMR132C	snap_masked-flattened_line_10-processed-gene-1.126-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-1.126&CDS=1-609
2642	OG0002642	YMR134W	snap_masked-flattened_line_100-processed-gene-0.32-mRNA-1_1&gene=snap_masked-flattened_line_100-processed-gene-0.32&CDS=1-600
2643	OG0002643	YMR135C	augustus_masked-flattened_line_100-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-flattened_line_100-processed-gene-0.101&CDS=1-831
2644	OG0002644	YMR137C	snap_masked-flattened_line_28-processed-gene-0.203-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-0.203&CDS=1-1476
2645	OG0002645	YMR140W	snap_masked-flattened_line_108-processed-gene-0.30-mRNA-1_1&gene=snap_masked-flattened_line_108-processed-gene-0.30&CDS=1-1347
2646	OG0002646	YMR145C	snap_masked-flattened_line_54-processed-gene-0.83-mRNA-1_1&gene=snap_masked-flattened_line_54-processed-gene-0.83&CDS=1-1587
2647	OG0002647	YMR146C	augustus_masked-flattened_line_54-processed-gene-0.188-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.188&CDS=1-1035
2648	OG0002648	YMR148W	snap_masked-flattened_line_52-processed-gene-0.78-mRNA-1_1&gene=snap_masked-flattened_line_52-processed-gene-0.78&CDS=1-591
2649	OG0002649	YMR149W	snap_masked-flattened_line_52-processed-gene-0.79-mRNA-1_1&gene=snap_masked-flattened_line_52-processed-gene-0.79&CDS=1-765
2650	OG0002650	YMR150C	augustus_masked-flattened_line_54-processed-gene-0.148-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.148&CDS=1-546
2651	OG0002651	YMR152W	snap_masked-flattened_line_256-processed-gene-0.1-mRNA-1_1&gene=snap_masked-flattened_line_256-processed-gene-0.1&CDS=1-1059
2652	OG0002652	YMR153W	augustus_masked-flattened_line_56-processed-gene-0.142-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.142&CDS=1-1311
2653	OG0002653	YMR154C	genemark-flattened_line_154-processed-gene-0.22-mRNA-1_1&gene=genemark-flattened_line_154-processed-gene-0.22&CDS=1-3087
2654	OG0002654	YMR156C	snap_masked-flattened_line_54-processed-gene-0.117-mRNA-1_1&gene=snap_masked-flattened_line_54-processed-gene-0.117&CDS=1-765
2655	OG0002655	YMR157C	genemark-flattened_line_54-processed-gene-0.51-mRNA-1_1&gene=genemark-flattened_line_54-processed-gene-0.51&CDS=1-675
2656	OG0002656	YMR158W	snap_masked-flattened_line_54-processed-gene-0.80-mRNA-1_1&gene=snap_masked-flattened_line_54-processed-gene-0.80&CDS=1-471
2657	OG0002657	YMR161W	augustus_masked-flattened_line_46-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.22&CDS=1-2370
2658	OG0002658	YMR162C	snap_masked-flattened_line_26-processed-gene-0.121-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.121&CDS=1-3864
2659	OG0002659	YMR165C	snap_masked-flattened_line_6-processed-gene-1.214-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-1.214&CDS=1-1965
2660	OG0002660	YMR166C	snap_masked-flattened_line_46-processed-gene-0.106-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-0.106&CDS=1-930
2661	OG0002661	YMR167W	augustus_masked-flattened_line_46-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.20&CDS=1-2142
2662	OG0002662	YMR171C	snap_masked-flattened_line_26-processed-gene-0.88-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.88&CDS=1-1218
2663	OG0002663	YMR176W	snap_masked-flattened_line_224-processed-gene-0.17-mRNA-1_1&gene=snap_masked-flattened_line_224-processed-gene-0.17&CDS=1-4512
2664	OG0002664	YMR177W	snap_masked-flattened_line_224-processed-gene-0.16-mRNA-1_1&gene=snap_masked-flattened_line_224-processed-gene-0.16&CDS=1-1428
2665	OG0002665	YMR179W	snap_masked-flattened_line_82-processed-gene-0.144-mRNA-1_1&gene=snap_masked-flattened_line_82-processed-gene-0.144&CDS=1-2145
2666	OG0002666	YMR185W	genemark-flattened_line_6-processed-gene-1.271-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-1.271&CDS=1-2703
2667	OG0002667	YMR186W	snap_masked-flattened_line_4-processed-gene-0.121-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-0.121&CDS=1-2094
2668	OG0002668	YMR188C	augustus_masked-flattened_line_150-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-flattened_line_150-processed-gene-0.67&CDS=1-792
2669	OG0002669	YMR189W	augustus_masked-flattened_line_162-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-flattened_line_162-processed-gene-0.6&CDS=1-3072
2670	OG0002670	YMR190C	snap_masked-flattened_line_82-processed-gene-0.130-mRNA-1_1&gene=snap_masked-flattened_line_82-processed-gene-0.130&CDS=1-4248
2671	OG0002671	YMR191W	snap_masked-flattened_line_162-processed-gene-0.51-mRNA-1_1&gene=snap_masked-flattened_line_162-processed-gene-0.51&CDS=1-1209
2672	OG0002672	YMR193W	snap_masked-flattened_line_162-processed-gene-0.53-mRNA-1_1&gene=snap_masked-flattened_line_162-processed-gene-0.53&CDS=1-816
2673	OG0002673	YMR196W	genemark-flattened_line_18-processed-gene-1.144-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-1.144&CDS=1-4650
2674	OG0002674	YMR197C	augustus_masked-flattened_line_18-processed-gene-1.2-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.2&CDS=1-660
2675	OG0002675	YMR200W	maker-flattened_line_42-augustus-gene-0.97-mRNA-1_1&gene=maker-flattened_line_42-augustus-gene-0.97&CDS=1-990
2676	OG0002676	YMR202W	snap_masked-flattened_line_18-processed-gene-0.87-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-0.87&CDS=1-651
2677	OG0002677	YMR203W	snap_masked-flattened_line_18-processed-gene-0.85-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-0.85&CDS=1-1134
2678	OG0002678	YMR208W	snap_masked-flattened_line_70-processed-gene-0.135-mRNA-1_1&gene=snap_masked-flattened_line_70-processed-gene-0.135&CDS=1-1272
2679	OG0002679	YMR209C	snap_masked-flattened_line_70-processed-gene-0.134-mRNA-1_1&gene=snap_masked-flattened_line_70-processed-gene-0.134&CDS=1-1092
2680	OG0002680	YMR211W	snap_masked-flattened_line_0-processed-gene-2.98-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.98&CDS=1-1389
2681	OG0002681	YMR212C	snap_masked-flattened_line_70-processed-gene-0.158-mRNA-1_1&gene=snap_masked-flattened_line_70-processed-gene-0.158&CDS=1-2484
2682	OG0002682	YMR213W	maker-flattened_line_70-snap-gene-0.172-mRNA-1_1&gene=maker-flattened_line_70-snap-gene-0.172&CDS=1-2088
2683	OG0002683	YMR215W	snap_masked-flattened_line_60-processed-gene-0.22-mRNA-1_1&gene=snap_masked-flattened_line_60-processed-gene-0.22&CDS=1-1458
2684	OG0002684	YMR216C	genemark-flattened_line_60-processed-gene-0.116-mRNA-1_1&gene=genemark-flattened_line_60-processed-gene-0.116&CDS=1-1860
2685	OG0002685	YMR217W	snap_masked-flattened_line_70-processed-gene-0.164-mRNA-1_1&gene=snap_masked-flattened_line_70-processed-gene-0.164&CDS=1-1584
2686	OG0002686	YMR218C	augustus_masked-flattened_line_6-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-0.17&CDS=1-3504
2687	OG0002687	YMR221C	snap_masked-flattened_line_130-processed-gene-0.61-mRNA-1_1&gene=snap_masked-flattened_line_130-processed-gene-0.61&CDS=1-1587
2688	OG0002688	YMR224C	genemark-flattened_line_130-processed-gene-0.11-mRNA-1_1&gene=genemark-flattened_line_130-processed-gene-0.11&CDS=1-1962
2689	OG0002689	YMR227C	maker-flattened_line_98-snap-gene-0.37-mRNA-1_1&gene=maker-flattened_line_98-snap-gene-0.37&CDS=1-1545
2690	OG0002690	YMR228W	augustus_masked-flattened_line_98-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-flattened_line_98-processed-gene-0.28&CDS=1-1662
2691	OG0002691	YMR229C	snap_masked-flattened_line_98-processed-gene-0.114-mRNA-1_1&gene=snap_masked-flattened_line_98-processed-gene-0.114&CDS=1-5184
2692	OG0002692	YMR231W	snap_masked-flattened_line_76-processed-gene-0.88-mRNA-1_1&gene=snap_masked-flattened_line_76-processed-gene-0.88&CDS=1-2940
2693	OG0002693	YMR232W	augustus_masked-flattened_line_76-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-flattened_line_76-processed-gene-0.28&CDS=1-1995
2694	OG0002694	YMR235C	snap_masked-flattened_line_86-processed-gene-0.128-mRNA-1_1&gene=snap_masked-flattened_line_86-processed-gene-0.128&CDS=1-1245
2695	OG0002695	YMR236W	snap_masked-flattened_line_4-processed-gene-2.80-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-2.80&CDS=1-414
2696	OG0002696	YMR239C	augustus_masked-flattened_line_4-processed-gene-2.29-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-2.29&CDS=1-1650
2697	OG0002697	YMR240C	snap_masked-flattened_line_4-processed-gene-2.103-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-2.103&CDS=1-1599
2698	OG0002698	YMR241W	snap_masked-flattened_line_18-processed-gene-1.87-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-1.87&CDS=1-918
2699	OG0002699	YMR243C	snap_masked-flattened_line_18-processed-gene-1.129-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-1.129&CDS=1-1257
2700	OG0002700	YMR244C-A	snap_masked-flattened_line_30-processed-gene-0.81-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-0.81&CDS=1-315
2701	OG0002701	YMR244W	augustus_masked-flattened_line_18-processed-gene-1.24-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.24&CDS=1-1053
2702	OG0002702	YMR247C	snap_masked-flattened_line_10-processed-gene-0.66-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-0.66&CDS=1-4503
2703	OG0002703	YMR250W	maker-flattened_line_70-augustus-gene-0.182-mRNA-1_1&gene=maker-flattened_line_70-augustus-gene-0.182&CDS=1-2154
2704	OG0002704	YMR252C	snap_masked-flattened_line_64-processed-gene-0.36-mRNA-1_1&gene=snap_masked-flattened_line_64-processed-gene-0.36&CDS=1-288
2705	OG0002705	YMR256C	snap_masked-flattened_line_8-processed-gene-0.45-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-0.45&CDS=1-204
2706	OG0002706	YMR258C	snap_masked-flattened_line_8-processed-gene-0.58-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-0.58&CDS=1-1656
2707	OG0002707	YMR259C	augustus_masked-flattened_line_58-processed-gene-0.169-mRNA-1_1&gene=augustus_masked-flattened_line_58-processed-gene-0.169&CDS=1-3999
2708	OG0002708	YMR260C	snap_masked-flattened_line_58-processed-gene-0.103-mRNA-1_1&gene=snap_masked-flattened_line_58-processed-gene-0.103&CDS=1-453
2709	OG0002709	YMR262W	augustus_masked-flattened_line_58-processed-gene-0.199-mRNA-1_1&gene=augustus_masked-flattened_line_58-processed-gene-0.199&CDS=1-909
2710	OG0002710	YMR265C	augustus_masked-flattened_line_14-processed-gene-0.143-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-0.143&CDS=1-1431
2711	OG0002711	YMR266W	snap_masked-flattened_line_44-processed-gene-0.174-mRNA-1_1&gene=snap_masked-flattened_line_44-processed-gene-0.174&CDS=1-2718
2712	OG0002712	YMR268C	genemark-flattened_line_44-processed-gene-0.80-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.80&CDS=1-3015
2713	OG0002713	YMR269W	snap_masked-flattened_line_44-processed-gene-0.172-mRNA-1_1&gene=snap_masked-flattened_line_44-processed-gene-0.172&CDS=1-630
2714	OG0002714	YMR272C	snap_masked-flattened_line_44-processed-gene-0.143-mRNA-1_1&gene=snap_masked-flattened_line_44-processed-gene-0.143&CDS=1-1131
2715	OG0002715	YMR274C	snap_masked-flattened_line_44-processed-gene-0.141-mRNA-1_1&gene=snap_masked-flattened_line_44-processed-gene-0.141&CDS=1-909
2716	OG0002716	YMR276W	maker-flattened_line_20-snap-gene-0.8-mRNA-1_1&gene=maker-flattened_line_20-snap-gene-0.8&CDS=1-1794
2717	OG0002717	YMR277W	snap_masked-flattened_line_20-processed-gene-0.233-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-0.233&CDS=1-2142
2718	OG0002718	YMR280C	augustus_masked-flattened_line_20-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-0.92&CDS=1-3006
2719	OG0002719	YMR281W	augustus_masked-flattened_line_68-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-flattened_line_68-processed-gene-0.43&CDS=1-810
2720	OG0002720	YMR283C	snap_masked-flattened_line_68-processed-gene-0.96-mRNA-1_1&gene=snap_masked-flattened_line_68-processed-gene-0.96&CDS=1-1320
2721	OG0002721	YMR284W	genemark-flattened_line_94-processed-gene-0.69-mRNA-1_1&gene=genemark-flattened_line_94-processed-gene-0.69&CDS=1-1896
2722	OG0002722	YMR285C	augustus_masked-flattened_line_134-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-flattened_line_134-processed-gene-0.53&CDS=1-1431
2723	OG0002723	YMR286W	snap_masked-flattened_line_94-processed-gene-0.86-mRNA-1_1&gene=snap_masked-flattened_line_94-processed-gene-0.86&CDS=1-279
2724	OG0002724	YMR287C	augustus_masked-flattened_line_0-processed-gene-1.27-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.27&CDS=1-2940
2725	OG0002725	YMR288W	snap_masked-flattened_line_88-processed-gene-0.61-mRNA-1_1&gene=snap_masked-flattened_line_88-processed-gene-0.61&CDS=1-3075
2726	OG0002726	YMR289W	snap_masked-flattened_line_114-processed-gene-0.97-mRNA-1_1&gene=snap_masked-flattened_line_114-processed-gene-0.97&CDS=1-840
2727	OG0002727	YMR290C	snap_masked-flattened_line_16-processed-gene-1.25-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-1.25&CDS=1-1725
2728	OG0002728	YMR292W	maker-flattened_line_16-snap-gene-1.173-mRNA-1_1&gene=maker-flattened_line_16-snap-gene-1.173&CDS=1-417
2729	OG0002729	YMR293C	snap_masked-flattened_line_16-processed-gene-1.54-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-1.54&CDS=1-1368
2730	OG0002730	YMR294W	snap_masked-flattened_line_16-processed-gene-1.33-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-1.33&CDS=1-1023
2731	OG0002731	YMR295C	snap_masked-flattened_line_26-processed-gene-0.140-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.140&CDS=1-579
2732	OG0002732	YMR296C	snap_masked-flattened_line_26-processed-gene-0.141-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.141&CDS=1-1686
2733	OG0002733	YMR298W	snap_masked-flattened_line_10-processed-gene-1.107-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-1.107&CDS=1-357
2734	OG0002734	YMR300C	augustus_masked-flattened_line_10-processed-gene-1.67-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.67&CDS=1-1554
2735	OG0002735	YMR301C	augustus_masked-flattened_line_122-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-flattened_line_122-processed-gene-0.35&CDS=1-960
2736	OG0002736	YMR302C	snap_masked-flattened_line_146-processed-gene-0.26-mRNA-1_1&gene=snap_masked-flattened_line_146-processed-gene-0.26&CDS=1-2448
2737	OG0002737	YMR304W	augustus_masked-flattened_line_42-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.37&CDS=1-3606
2738	OG0002738	YMR307W	maker-flattened_line_42-snap-gene-0.80-mRNA-1_1&gene=maker-flattened_line_42-snap-gene-0.80&CDS=1-3162
2739	OG0002739	YMR308C	snap_masked-flattened_line_42-processed-gene-0.178-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-0.178&CDS=1-3267
2740	OG0002740	YMR309C	augustus_masked-flattened_line_106-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-flattened_line_106-processed-gene-0.36&CDS=1-2688
2741	OG0002741	YMR310C	genemark-flattened_line_42-processed-gene-0.135-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.135&CDS=1-1218
2742	OG0002742	YMR311C	snap_masked-flattened_line_24-processed-gene-0.227-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-0.227&CDS=1-744
2743	OG0002743	YMR312W	snap_masked-flattened_line_42-processed-gene-0.205-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-0.205&CDS=1-786
2744	OG0002744	YMR313C	augustus_masked-flattened_line_42-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.0&CDS=1-1656
2745	OG0002745	YMR314W	augustus_masked-flattened_line_26-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.16&CDS=1-831
2746	OG0002746	YMR315W	snap_masked-flattened_line_108-processed-gene-0.35-mRNA-1_1&gene=snap_masked-flattened_line_108-processed-gene-0.35&CDS=1-1047
2747	OG0002747	YNL001W	maker-flattened_line_38-augustus-gene-0.18-mRNA-1_1&gene=maker-flattened_line_38-augustus-gene-0.18&CDS=1-2244
2748	OG0002748	YNL002C	snap_masked-flattened_line_90-processed-gene-0.45-mRNA-1_1&gene=snap_masked-flattened_line_90-processed-gene-0.45&CDS=1-870
2749	OG0002749	YNL003C	augustus_masked-flattened_line_90-processed-gene-0.119-mRNA-1_1&gene=augustus_masked-flattened_line_90-processed-gene-0.119&CDS=1-852
2750	OG0002750	YNL005C	snap_masked-flattened_line_90-processed-gene-0.44-mRNA-1_1&gene=snap_masked-flattened_line_90-processed-gene-0.44&CDS=1-1146
2751	OG0002751	YNL007C	snap_masked-flattened_line_168-processed-gene-0.49-mRNA-1_1&gene=snap_masked-flattened_line_168-processed-gene-0.49&CDS=1-1011
2752	OG0002752	YNL010W	augustus_masked-flattened_line_588-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-flattened_line_588-processed-gene-0.1&CDS=1-660
2753	OG0002753	YNL011C	snap_masked-flattened_line_14-processed-gene-0.77-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-0.77&CDS=1-1269
2754	OG0002754	YNL014W	snap_masked-flattened_line_100-processed-gene-0.24-mRNA-1_1&gene=snap_masked-flattened_line_100-processed-gene-0.24&CDS=1-3144
2755	OG0002755	YNL016W	genemark-flattened_line_40-processed-gene-0.87-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-0.87&CDS=1-1485
2756	OG0002756	YNL020C	snap_masked-flattened_line_0-processed-gene-0.96-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-0.96&CDS=1-2304
2757	OG0002757	YNL021W	snap_masked-flattened_line_0-processed-gene-0.94-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-0.94&CDS=1-3987
2758	OG0002758	YNL022C	snap_masked-flattened_line_0-processed-gene-0.118-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-0.118&CDS=1-1359
2759	OG0002759	YNL023C	maker-flattened_line_120-snap-gene-0.34-mRNA-1_1&gene=maker-flattened_line_120-snap-gene-0.34&CDS=1-3438
2760	OG0002760	YNL024C	augustus_masked-flattened_line_120-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-flattened_line_120-processed-gene-0.31&CDS=1-747
2761	OG0002761	YNL026W	maker-flattened_line_40-snap-gene-0.0-mRNA-1_1&gene=maker-flattened_line_40-snap-gene-0.0&CDS=1-1437
2762	OG0002762	YNL032W	snap_masked-flattened_line_40-processed-gene-0.152-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-0.152&CDS=1-603
2763	OG0002763	YNL035C	snap_masked-flattened_line_0-processed-gene-0.95-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-0.95&CDS=1-1164
2764	OG0002764	YNL036W	augustus_masked-flattened_line_0-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-0.4&CDS=1-735
2765	OG0002765	YNL037C	maker-flattened_line_78-augustus-gene-0.1-mRNA-1_1&gene=maker-flattened_line_78-augustus-gene-0.1&CDS=1-2508
2766	OG0002766	YNL039W	snap_masked-flattened_line_150-processed-gene-0.53-mRNA-1_1&gene=snap_masked-flattened_line_150-processed-gene-0.53&CDS=1-1926
2767	OG0002767	YNL041C	snap_masked-flattened_line_0-processed-gene-0.98-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-0.98&CDS=1-2040
2768	OG0002768	YNL042W	augustus_masked-flattened_line_40-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.51&CDS=1-1578
2769	OG0002769	YNL044W	maker-flattened_line_0-augustus-gene-0.47-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-0.47&CDS=1-531
2770	OG0002770	YNL045W	snap_masked-flattened_line_0-processed-gene-0.100-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-0.100&CDS=1-1917
2771	OG0002771	YNL048W	snap_masked-flattened_line_214-processed-gene-0.25-mRNA-1_1&gene=snap_masked-flattened_line_214-processed-gene-0.25&CDS=1-1443
2772	OG0002772	YNL050C	augustus_masked-flattened_line_44-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.5&CDS=1-627
2773	OG0002773	YNL051W	snap_masked-flattened_line_78-processed-gene-0.63-mRNA-1_1&gene=snap_masked-flattened_line_78-processed-gene-0.63&CDS=1-1059
2774	OG0002774	YNL054W	augustus_masked-flattened_line_88-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-flattened_line_88-processed-gene-0.19&CDS=1-2424
2775	OG0002775	YNL055C	snap_masked-flattened_line_56-processed-gene-0.106-mRNA-1_1&gene=snap_masked-flattened_line_56-processed-gene-0.106&CDS=1-855
2776	OG0002776	YNL059C	snap_masked-flattened_line_28-processed-gene-0.210-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-0.210&CDS=1-2214
2777	OG0002777	YNL061W	snap_masked-flattened_line_28-processed-gene-0.178-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-0.178&CDS=1-1893
2778	OG0002778	YNL062C	snap_masked-flattened_line_28-processed-gene-0.209-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-0.209&CDS=1-1449
