	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034627_Pichia_heedii
2666	OG0002666	YNR018W	snap_masked-NODE_13_length_177020_cov_12.8965_ID_25-processed-gene-0.188-mRNA-1_1&gene=snap_masked-NODE_13_length_177020_cov_12.8965_ID_25-processed-gene-0.188&CDS=1-594
2667	OG0002667	YNR019W	snap_masked-NODE_35_length_96442_cov_15.949_ID_69-processed-gene-0.89-mRNA-1_1&gene=snap_masked-NODE_35_length_96442_cov_15.949_ID_69-processed-gene-0.89&CDS=1-1839
2668	OG0002668	YNR020C	genemark-NODE_35_length_96442_cov_15.949_ID_69-processed-gene-0.65-mRNA-1_1&gene=genemark-NODE_35_length_96442_cov_15.949_ID_69-processed-gene-0.65&CDS=1-648
2669	OG0002669	YNR021W	maker-NODE_104_length_24091_cov_12.9481_ID_207-snap-gene-0.36-mRNA-1_1&gene=maker-NODE_104_length_24091_cov_12.9481_ID_207-snap-gene-0.36&CDS=1-2187
2670	OG0002670	YNR023W	snap_masked-NODE_104_length_24091_cov_12.9481_ID_207-processed-gene-0.11-mRNA-1_1&gene=snap_masked-NODE_104_length_24091_cov_12.9481_ID_207-processed-gene-0.11&CDS=1-1548
2671	OG0002671	YNR026C	snap_masked-NODE_8_length_208611_cov_12.842_ID_15-processed-gene-0.90-mRNA-1_1&gene=snap_masked-NODE_8_length_208611_cov_12.842_ID_15-processed-gene-0.90&CDS=1-2499
2672	OG0002672	YNR030W	snap_masked-NODE_1_length_612800_cov_12.7569_ID_1-processed-gene-2.117-mRNA-1_1&gene=snap_masked-NODE_1_length_612800_cov_12.7569_ID_1-processed-gene-2.117&CDS=1-1905
2673	OG0002673	YNR032C-A	augustus_masked-NODE_50_length_77460_cov_13.7336_ID_99-processed-gene-0.121-mRNA-1_1&gene=augustus_masked-NODE_50_length_77460_cov_13.7336_ID_99-processed-gene-0.121&CDS=1-219
2674	OG0002674	YNR032W	snap_masked-NODE_50_length_77460_cov_13.7336_ID_99-processed-gene-0.5-mRNA-1_1&gene=snap_masked-NODE_50_length_77460_cov_13.7336_ID_99-processed-gene-0.5&CDS=1-1005
2675	OG0002675	YNR033W	snap_masked-NODE_32_length_102476_cov_16.8784_ID_63-processed-gene-0.15-mRNA-1_1&gene=snap_masked-NODE_32_length_102476_cov_16.8784_ID_63-processed-gene-0.15&CDS=1-2157
2676	OG0002676	YNR035C	augustus_masked-NODE_22_length_129666_cov_12.7811_ID_43-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-NODE_22_length_129666_cov_12.7811_ID_43-processed-gene-0.75&CDS=1-3765
2677	OG0002677	YNR036C	genemark-NODE_5_length_227933_cov_12.9711_ID_9-processed-gene-1.151-mRNA-1_1&gene=genemark-NODE_5_length_227933_cov_12.9711_ID_9-processed-gene-1.151&CDS=1-537
2678	OG0002678	YNR037C	augustus_masked-NODE_50_length_77460_cov_13.7336_ID_99-processed-gene-0.118-mRNA-1_1&gene=augustus_masked-NODE_50_length_77460_cov_13.7336_ID_99-processed-gene-0.118&CDS=1-273
2679	OG0002679	YNR038W	genemark-NODE_5_length_227933_cov_12.9711_ID_9-processed-gene-1.147-mRNA-1_1&gene=genemark-NODE_5_length_227933_cov_12.9711_ID_9-processed-gene-1.147&CDS=1-2019
2680	OG0002680	YNR041C	genemark-NODE_16_length_165125_cov_20.5115_ID_31-processed-gene-0.33-mRNA-1_1&gene=genemark-NODE_16_length_165125_cov_20.5115_ID_31-processed-gene-0.33&CDS=1-2154
2681	OG0002681	YNR042W	snap_masked-NODE_16_length_165125_cov_20.5115_ID_31-processed-gene-0.166-mRNA-1_1&gene=snap_masked-NODE_16_length_165125_cov_20.5115_ID_31-processed-gene-0.166&CDS=1-204
2682	OG0002682	YNR043W	genemark-NODE_61_length_53777_cov_13.058_ID_121-processed-gene-0.34-mRNA-1_1&gene=genemark-NODE_61_length_53777_cov_13.058_ID_121-processed-gene-0.34&CDS=1-1182
2683	OG0002683	YNR050C	snap_masked-NODE_39_length_92419_cov_14.4235_ID_77-processed-gene-0.51-mRNA-1_1&gene=snap_masked-NODE_39_length_92419_cov_14.4235_ID_77-processed-gene-0.51&CDS=1-1341
2684	OG0002684	YNR051C	snap_masked-NODE_26_length_121520_cov_13.2437_ID_51-processed-gene-0.137-mRNA-1_1&gene=snap_masked-NODE_26_length_121520_cov_13.2437_ID_51-processed-gene-0.137&CDS=1-1899
2685	OG0002685	YNR052C	snap_masked-NODE_26_length_121520_cov_13.2437_ID_51-processed-gene-0.136-mRNA-1_1&gene=snap_masked-NODE_26_length_121520_cov_13.2437_ID_51-processed-gene-0.136&CDS=1-2556
2686	OG0002686	YNR053C	maker-NODE_26_length_121520_cov_13.2437_ID_51-augustus-gene-0.178-mRNA-1_1&gene=maker-NODE_26_length_121520_cov_13.2437_ID_51-augustus-gene-0.178&CDS=1-1638
2687	OG0002687	YNR055C	snap_masked-NODE_34_length_97442_cov_12.6926_ID_67-processed-gene-0.116-mRNA-1_1&gene=snap_masked-NODE_34_length_97442_cov_12.6926_ID_67-processed-gene-0.116&CDS=1-1806
2688	OG0002688	YNR063W	snap_masked-NODE_87_length_33739_cov_12.7966_ID_173-processed-gene-0.9-mRNA-1_1&gene=snap_masked-NODE_87_length_33739_cov_12.7966_ID_173-processed-gene-0.9&CDS=1-2550
2689	OG0002689	YOL001W	snap_masked-NODE_10_length_188970_cov_12.9931_ID_19-processed-gene-0.9-mRNA-1_1&gene=snap_masked-NODE_10_length_188970_cov_12.9931_ID_19-processed-gene-0.9&CDS=1-1329
2690	OG0002690	YOL002C	snap_masked-NODE_18_length_141908_cov_21.1969_ID_35-processed-gene-0.184-mRNA-1_1&gene=snap_masked-NODE_18_length_141908_cov_21.1969_ID_35-processed-gene-0.184&CDS=1-1074
2691	OG0002691	YOL003C	snap_masked-NODE_87_length_33739_cov_12.7966_ID_173-processed-gene-0.14-mRNA-1_1&gene=snap_masked-NODE_87_length_33739_cov_12.7966_ID_173-processed-gene-0.14&CDS=1-1146
2692	OG0002692	YOL004W	snap_masked-NODE_87_length_33739_cov_12.7966_ID_173-processed-gene-0.6-mRNA-1_1&gene=snap_masked-NODE_87_length_33739_cov_12.7966_ID_173-processed-gene-0.6&CDS=1-4881
2693	OG0002693	YOL005C	snap_masked-NODE_87_length_33739_cov_12.7966_ID_173-processed-gene-0.13-mRNA-1_1&gene=snap_masked-NODE_87_length_33739_cov_12.7966_ID_173-processed-gene-0.13&CDS=1-372
2694	OG0002694	YOL006C	snap_masked-NODE_87_length_33739_cov_12.7966_ID_173-processed-gene-0.12-mRNA-1_1&gene=snap_masked-NODE_87_length_33739_cov_12.7966_ID_173-processed-gene-0.12&CDS=1-2232
2695	OG0002695	YOL008W	snap_masked-NODE_110_length_20124_cov_25.7919_ID_219-processed-gene-0.26-mRNA-1_1&gene=snap_masked-NODE_110_length_20124_cov_25.7919_ID_219-processed-gene-0.26&CDS=1-627
2696	OG0002696	YOL009C	maker-NODE_44_length_85390_cov_22.7264_ID_87-snap-gene-0.49-mRNA-1_1&gene=maker-NODE_44_length_85390_cov_22.7264_ID_87-snap-gene-0.49&CDS=1-1488
2697	OG0002697	YOL010W	genemark-NODE_44_length_85390_cov_22.7264_ID_87-processed-gene-0.30-mRNA-1_1&gene=genemark-NODE_44_length_85390_cov_22.7264_ID_87-processed-gene-0.30&CDS=1-1098
2698	OG0002698	YOL012C	maker-NODE_50_length_77460_cov_13.7336_ID_99-snap-gene-0.93-mRNA-1_1&gene=maker-NODE_50_length_77460_cov_13.7336_ID_99-snap-gene-0.93&CDS=1-768
2699	OG0002699	YOL013C	genemark-NODE_50_length_77460_cov_13.7336_ID_99-processed-gene-0.61-mRNA-1_1&gene=genemark-NODE_50_length_77460_cov_13.7336_ID_99-processed-gene-0.61&CDS=1-1725
2700	OG0002700	YOL019W	genemark-NODE_53_length_71532_cov_21.3714_ID_105-processed-gene-0.110-mRNA-1_1&gene=genemark-NODE_53_length_71532_cov_21.3714_ID_105-processed-gene-0.110&CDS=1-1473
2701	OG0002701	YOL021C	genemark-NODE_40_length_90330_cov_13.8745_ID_79-processed-gene-0.120-mRNA-1_1&gene=genemark-NODE_40_length_90330_cov_13.8745_ID_79-processed-gene-0.120&CDS=1-5190
2702	OG0002702	YOL022C	snap_masked-NODE_92_length_32496_cov_12.9481_ID_183-processed-gene-0.31-mRNA-1_1&gene=snap_masked-NODE_92_length_32496_cov_12.9481_ID_183-processed-gene-0.31&CDS=1-1347
2703	OG0002703	YOL023W	snap_masked-NODE_80_length_39569_cov_11.9008_ID_159-processed-gene-0.11-mRNA-1_1&gene=snap_masked-NODE_80_length_39569_cov_11.9008_ID_159-processed-gene-0.11&CDS=1-2463
2704	OG0002704	YOL029C	snap_masked-NODE_22_length_129666_cov_12.7811_ID_43-processed-gene-0.54-mRNA-1_1&gene=snap_masked-NODE_22_length_129666_cov_12.7811_ID_43-processed-gene-0.54&CDS=1-1566
2705	OG0002705	YOL030W	snap_masked-NODE_17_length_158134_cov_12.4545_ID_33-processed-gene-0.160-mRNA-1_1&gene=snap_masked-NODE_17_length_158134_cov_12.4545_ID_33-processed-gene-0.160&CDS=1-3576
2706	OG0002706	YOL031C	augustus_masked-NODE_15_length_166936_cov_13.3978_ID_29-processed-gene-0.164-mRNA-1_1&gene=augustus_masked-NODE_15_length_166936_cov_13.3978_ID_29-processed-gene-0.164&CDS=1-1272
2707	OG0002707	YOL032W	genemark-NODE_88_length_33683_cov_12.0396_ID_175-processed-gene-0.6-mRNA-1_1&gene=genemark-NODE_88_length_33683_cov_12.0396_ID_175-processed-gene-0.6&CDS=1-687
2708	OG0002708	YOL033W	genemark-NODE_88_length_33683_cov_12.0396_ID_175-processed-gene-0.12-mRNA-1_1&gene=genemark-NODE_88_length_33683_cov_12.0396_ID_175-processed-gene-0.12&CDS=1-1707
2709	OG0002709	YOL034W	snap_masked-NODE_32_length_102476_cov_16.8784_ID_63-processed-gene-0.18-mRNA-1_1&gene=snap_masked-NODE_32_length_102476_cov_16.8784_ID_63-processed-gene-0.18&CDS=1-3279
2710	OG0002710	YOL038W	augustus_masked-NODE_1_length_612800_cov_12.7569_ID_1-processed-gene-1.108-mRNA-1_1&gene=augustus_masked-NODE_1_length_612800_cov_12.7569_ID_1-processed-gene-1.108&CDS=1-756
2711	OG0002711	YOL040C	snap_masked-NODE_37_length_94444_cov_12.3765_ID_73-processed-gene-0.152-mRNA-1_1&gene=snap_masked-NODE_37_length_94444_cov_12.3765_ID_73-processed-gene-0.152&CDS=1-420
2712	OG0002712	YOL041C	snap_masked-NODE_37_length_94444_cov_12.3765_ID_73-processed-gene-0.125-mRNA-1_1&gene=snap_masked-NODE_37_length_94444_cov_12.3765_ID_73-processed-gene-0.125&CDS=1-1425
2713	OG0002713	YOL048C	genemark-NODE_49_length_79464_cov_13.3988_ID_97-processed-gene-0.54-mRNA-1_1&gene=genemark-NODE_49_length_79464_cov_13.3988_ID_97-processed-gene-0.54&CDS=1-456
2714	OG0002714	YOL049W	genemark-NODE_66_length_46678_cov_25.555_ID_131-processed-gene-0.2-mRNA-1_1&gene=genemark-NODE_66_length_46678_cov_25.555_ID_131-processed-gene-0.2&CDS=1-1455
2715	OG0002715	YOL051W	snap_masked-NODE_86_length_37966_cov_11.775_ID_171-processed-gene-0.12-mRNA-1_1&gene=snap_masked-NODE_86_length_37966_cov_11.775_ID_171-processed-gene-0.12&CDS=1-4047
2716	OG0002716	YOL052C	snap_masked-NODE_51_length_77068_cov_14.71_ID_101-processed-gene-0.13-mRNA-1_1&gene=snap_masked-NODE_51_length_77068_cov_14.71_ID_101-processed-gene-0.13&CDS=1-1146
2717	OG0002717	YOL054W	snap_masked-NODE_85_length_38678_cov_11.7766_ID_169-processed-gene-0.60-mRNA-1_1&gene=snap_masked-NODE_85_length_38678_cov_11.7766_ID_169-processed-gene-0.60&CDS=1-1404
2718	OG0002718	YOL057W	genemark-NODE_2_length_325125_cov_15.1005_ID_3-processed-gene-0.33-mRNA-1_1&gene=genemark-NODE_2_length_325125_cov_15.1005_ID_3-processed-gene-0.33&CDS=1-2133
2719	OG0002719	YOL058W	snap_masked-NODE_2_length_325125_cov_15.1005_ID_3-processed-gene-2.174-mRNA-1_1&gene=snap_masked-NODE_2_length_325125_cov_15.1005_ID_3-processed-gene-2.174&CDS=1-1245
2720	OG0002720	YOL060C	snap_masked-NODE_30_length_111773_cov_13.7438_ID_59-processed-gene-0.145-mRNA-1_1&gene=snap_masked-NODE_30_length_111773_cov_13.7438_ID_59-processed-gene-0.145&CDS=1-1968
2721	OG0002721	YOL063C	snap_masked-NODE_42_length_87121_cov_12.7949_ID_83-processed-gene-0.36-mRNA-1_1&gene=snap_masked-NODE_42_length_87121_cov_12.7949_ID_83-processed-gene-0.36&CDS=1-2646
2722	OG0002722	YOL065C	snap_masked-NODE_26_length_121520_cov_13.2437_ID_51-processed-gene-0.158-mRNA-1_1&gene=snap_masked-NODE_26_length_121520_cov_13.2437_ID_51-processed-gene-0.158&CDS=1-1092
2723	OG0002723	YOL066C	augustus_masked-NODE_7_length_212466_cov_13.4142_ID_13-processed-gene-1.92-mRNA-1_1&gene=augustus_masked-NODE_7_length_212466_cov_13.4142_ID_13-processed-gene-1.92&CDS=1-1797
2724	OG0002724	YOL067C	snap_masked-NODE_48_length_83393_cov_13.2765_ID_95-processed-gene-0.126-mRNA-1_1&gene=snap_masked-NODE_48_length_83393_cov_13.2765_ID_95-processed-gene-0.126&CDS=1-492
2725	OG0002725	YOL069W	snap_masked-NODE_46_length_84629_cov_16.2648_ID_91-processed-gene-0.9-mRNA-1_1&gene=snap_masked-NODE_46_length_84629_cov_16.2648_ID_91-processed-gene-0.9&CDS=1-1416
2726	OG0002726	YOL070C	snap_masked-NODE_22_length_129666_cov_12.7811_ID_43-processed-gene-0.18-mRNA-1_1&gene=snap_masked-NODE_22_length_129666_cov_12.7811_ID_43-processed-gene-0.18&CDS=1-1701
2727	OG0002727	YOL071W	snap_masked-NODE_48_length_83393_cov_13.2765_ID_95-processed-gene-0.127-mRNA-1_1&gene=snap_masked-NODE_48_length_83393_cov_13.2765_ID_95-processed-gene-0.127&CDS=1-504
2728	OG0002728	YOL072W	snap_masked-NODE_42_length_87121_cov_12.7949_ID_83-processed-gene-0.41-mRNA-1_1&gene=snap_masked-NODE_42_length_87121_cov_12.7949_ID_83-processed-gene-0.41&CDS=1-1416
2729	OG0002729	YOL073C	genemark-NODE_106_length_23750_cov_14.3139_ID_211-processed-gene-0.31-mRNA-1_1&gene=genemark-NODE_106_length_23750_cov_14.3139_ID_211-processed-gene-0.31&CDS=1-987
2730	OG0002730	YOL075C	snap_masked-NODE_31_length_106313_cov_12.8606_ID_61-processed-gene-0.19-mRNA-1_1&gene=snap_masked-NODE_31_length_106313_cov_12.8606_ID_61-processed-gene-0.19&CDS=1-4002
2731	OG0002731	YOL076W	snap_masked-NODE_58_length_64814_cov_12.7505_ID_115-processed-gene-0.74-mRNA-1_1&gene=snap_masked-NODE_58_length_64814_cov_12.7505_ID_115-processed-gene-0.74&CDS=1-2502
2732	OG0002732	YOL077C	snap_masked-NODE_21_length_132620_cov_14.5818_ID_41-processed-gene-0.10-mRNA-1_1&gene=snap_masked-NODE_21_length_132620_cov_14.5818_ID_41-processed-gene-0.10&CDS=1-897
2733	OG0002733	YOL077W-A	snap_masked-NODE_21_length_132620_cov_14.5818_ID_41-processed-gene-0.40-mRNA-1_1&gene=snap_masked-NODE_21_length_132620_cov_14.5818_ID_41-processed-gene-0.40&CDS=1-189
2734	OG0002734	YOL078W	snap_masked-NODE_21_length_132620_cov_14.5818_ID_41-processed-gene-0.42-mRNA-1_1&gene=snap_masked-NODE_21_length_132620_cov_14.5818_ID_41-processed-gene-0.42&CDS=1-3462
2735	OG0002735	YOL080C	genemark-NODE_9_length_190932_cov_13.1668_ID_17-processed-gene-0.73-mRNA-1_1&gene=genemark-NODE_9_length_190932_cov_13.1668_ID_17-processed-gene-0.73&CDS=1-738
2736	OG0002736	YOL084W	snap_masked-NODE_3_length_300412_cov_12.5644_ID_5-processed-gene-0.36-mRNA-1_1&gene=snap_masked-NODE_3_length_300412_cov_12.5644_ID_5-processed-gene-0.36&CDS=1-2805
2737	OG0002737	YOL090W	genemark-NODE_42_length_87121_cov_12.7949_ID_83-processed-gene-0.143-mRNA-1_1&gene=genemark-NODE_42_length_87121_cov_12.7949_ID_83-processed-gene-0.143&CDS=1-3108
2738	OG0002738	YOL093W	genemark-NODE_42_length_87121_cov_12.7949_ID_83-processed-gene-0.117-mRNA-1_1&gene=genemark-NODE_42_length_87121_cov_12.7949_ID_83-processed-gene-0.117&CDS=1-1038
2739	OG0002739	YOL096C	snap_masked-NODE_41_length_87757_cov_13.3219_ID_81-processed-gene-0.10-mRNA-1_1&gene=snap_masked-NODE_41_length_87757_cov_13.3219_ID_81-processed-gene-0.10&CDS=1-930
2740	OG0002740	YOL097C	genemark-NODE_58_length_64814_cov_12.7505_ID_115-processed-gene-0.55-mRNA-1_1&gene=genemark-NODE_58_length_64814_cov_12.7505_ID_115-processed-gene-0.55&CDS=1-2646
2741	OG0002741	YOL098C	snap_masked-NODE_24_length_123027_cov_13.1324_ID_47-processed-gene-0.144-mRNA-1_1&gene=snap_masked-NODE_24_length_123027_cov_13.1324_ID_47-processed-gene-0.144&CDS=1-3177
2742	OG0002742	YOL102C	genemark-NODE_41_length_87757_cov_13.3219_ID_81-processed-gene-0.110-mRNA-1_1&gene=genemark-NODE_41_length_87757_cov_13.3219_ID_81-processed-gene-0.110&CDS=1-714
2743	OG0002743	YOL107W	genemark-NODE_99_length_28926_cov_14.2601_ID_197-processed-gene-0.8-mRNA-1_1&gene=genemark-NODE_99_length_28926_cov_14.2601_ID_197-processed-gene-0.8&CDS=1-1149
2744	OG0002744	YOL108C	snap_masked-NODE_99_length_28926_cov_14.2601_ID_197-processed-gene-0.46-mRNA-1_1&gene=snap_masked-NODE_99_length_28926_cov_14.2601_ID_197-processed-gene-0.46&CDS=1-423
2745	OG0002745	YOL114C	snap_masked-NODE_4_length_271260_cov_12.649_ID_7-processed-gene-0.13-mRNA-1_1&gene=snap_masked-NODE_4_length_271260_cov_12.649_ID_7-processed-gene-0.13&CDS=1-750
2746	OG0002746	YOL123W	snap_masked-NODE_106_length_23750_cov_14.3139_ID_211-processed-gene-0.6-mRNA-1_1&gene=snap_masked-NODE_106_length_23750_cov_14.3139_ID_211-processed-gene-0.6&CDS=1-2079
2747	OG0002747	YOL124C	genemark-NODE_106_length_23750_cov_14.3139_ID_211-processed-gene-0.40-mRNA-1_1&gene=genemark-NODE_106_length_23750_cov_14.3139_ID_211-processed-gene-0.40&CDS=1-1332
2748	OG0002748	YOL125W	augustus_masked-NODE_2_length_325125_cov_15.1005_ID_3-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-NODE_2_length_325125_cov_15.1005_ID_3-processed-gene-0.64&CDS=1-2022
2749	OG0002749	YOL127W	maker-NODE_53_length_71532_cov_21.3714_ID_105-snap-gene-0.85-mRNA-1_1&gene=maker-NODE_53_length_71532_cov_21.3714_ID_105-snap-gene-0.85&CDS=1-969
2750	OG0002750	YOL129W	maker-NODE_42_length_87121_cov_12.7949_ID_83-snap-gene-0.96-mRNA-1_1&gene=maker-NODE_42_length_87121_cov_12.7949_ID_83-snap-gene-0.96&CDS=1-666
2751	OG0002751	YOL133W	snap_masked-NODE_34_length_97442_cov_12.6926_ID_67-processed-gene-0.95-mRNA-1_1&gene=snap_masked-NODE_34_length_97442_cov_12.6926_ID_67-processed-gene-0.95&CDS=1-381
2752	OG0002752	YOL135C	snap_masked-NODE_34_length_97442_cov_12.6926_ID_67-processed-gene-0.122-mRNA-1_1&gene=snap_masked-NODE_34_length_97442_cov_12.6926_ID_67-processed-gene-0.122&CDS=1-780
2753	OG0002753	YOL136C	snap_masked-NODE_32_length_102476_cov_16.8784_ID_63-processed-gene-0.3-mRNA-1_1&gene=snap_masked-NODE_32_length_102476_cov_16.8784_ID_63-processed-gene-0.3&CDS=1-1686
2754	OG0002754	YOL137W	genemark-NODE_26_length_121520_cov_13.2437_ID_51-processed-gene-0.3-mRNA-1_1&gene=genemark-NODE_26_length_121520_cov_13.2437_ID_51-processed-gene-0.3&CDS=1-1620
2755	OG0002755	YOL139C	snap_masked-NODE_47_length_83722_cov_15.1668_ID_93-processed-gene-0.23-mRNA-1_1&gene=snap_masked-NODE_47_length_83722_cov_15.1668_ID_93-processed-gene-0.23&CDS=1-630
2756	OG0002756	YOL140W	snap_masked-NODE_47_length_83722_cov_15.1668_ID_93-processed-gene-0.26-mRNA-1_1&gene=snap_masked-NODE_47_length_83722_cov_15.1668_ID_93-processed-gene-0.26&CDS=1-1287
2757	OG0002757	YOL141W	genemark-NODE_12_length_182624_cov_13.0032_ID_23-processed-gene-0.164-mRNA-1_1&gene=genemark-NODE_12_length_182624_cov_13.0032_ID_23-processed-gene-0.164&CDS=1-2052
2758	OG0002758	YOL142W	snap_masked-NODE_12_length_182624_cov_13.0032_ID_23-processed-gene-0.261-mRNA-1_1&gene=snap_masked-NODE_12_length_182624_cov_13.0032_ID_23-processed-gene-0.261&CDS=1-723
2759	OG0002759	YOL143C	snap_masked-NODE_72_length_42103_cov_11.9416_ID_143-processed-gene-0.8-mRNA-1_1&gene=snap_masked-NODE_72_length_42103_cov_11.9416_ID_143-processed-gene-0.8&CDS=1-1398
2760	OG0002760	YOL144W	snap_masked-NODE_87_length_33739_cov_12.7966_ID_173-processed-gene-0.15-mRNA-1_1&gene=snap_masked-NODE_87_length_33739_cov_12.7966_ID_173-processed-gene-0.15&CDS=1-1470
2761	OG0002761	YOL145C	snap_masked-NODE_72_length_42103_cov_11.9416_ID_143-processed-gene-0.21-mRNA-1_1&gene=snap_masked-NODE_72_length_42103_cov_11.9416_ID_143-processed-gene-0.21&CDS=1-3327
2762	OG0002762	YOL146W	snap_masked-NODE_43_length_85832_cov_13.1704_ID_85-processed-gene-0.102-mRNA-1_1&gene=snap_masked-NODE_43_length_85832_cov_13.1704_ID_85-processed-gene-0.102&CDS=1-540
2763	OG0002763	YOL147C	genemark-NODE_4_length_271260_cov_12.649_ID_7-processed-gene-0.118-mRNA-1_1&gene=genemark-NODE_4_length_271260_cov_12.649_ID_7-processed-gene-0.118&CDS=1-780
2764	OG0002764	YOL148C	augustus_masked-NODE_16_length_165125_cov_20.5115_ID_31-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-NODE_16_length_165125_cov_20.5115_ID_31-processed-gene-0.86&CDS=1-3336
2765	OG0002765	YOL149W	genemark-NODE_16_length_165125_cov_20.5115_ID_31-processed-gene-0.41-mRNA-1_1&gene=genemark-NODE_16_length_165125_cov_20.5115_ID_31-processed-gene-0.41&CDS=1-594
2766	OG0002766	YOL152W	augustus_masked-NODE_1_length_612800_cov_12.7569_ID_1-processed-gene-5.117-mRNA-1_1&gene=augustus_masked-NODE_1_length_612800_cov_12.7569_ID_1-processed-gene-5.117&CDS=1-2163
2767	OG0002767	YOL154W	genemark-NODE_65_length_46928_cov_25.8584_ID_129-processed-gene-0.35-mRNA-1_1&gene=genemark-NODE_65_length_46928_cov_25.8584_ID_129-processed-gene-0.35&CDS=1-753
2768	OG0002768	YOR001W	snap_masked-NODE_39_length_92419_cov_14.4235_ID_77-processed-gene-0.11-mRNA-1_1&gene=snap_masked-NODE_39_length_92419_cov_14.4235_ID_77-processed-gene-0.11&CDS=1-2496
2769	OG0002769	YOR002W	maker-NODE_19_length_138674_cov_12.4074_ID_37-snap-gene-0.1-mRNA-1_1&gene=maker-NODE_19_length_138674_cov_12.4074_ID_37-snap-gene-0.1&CDS=1-2622
2770	OG0002770	YOR004W	snap_masked-NODE_102_length_26420_cov_17.2761_ID_203-processed-gene-0.7-mRNA-1_1&gene=snap_masked-NODE_102_length_26420_cov_17.2761_ID_203-processed-gene-0.7&CDS=1-840
2771	OG0002771	YOR006C	snap_masked-NODE_37_length_94444_cov_12.3765_ID_73-processed-gene-0.119-mRNA-1_1&gene=snap_masked-NODE_37_length_94444_cov_12.3765_ID_73-processed-gene-0.119&CDS=1-912
2772	OG0002772	YOR007C	snap_masked-NODE_37_length_94444_cov_12.3765_ID_73-processed-gene-0.118-mRNA-1_1&gene=snap_masked-NODE_37_length_94444_cov_12.3765_ID_73-processed-gene-0.118&CDS=1-1068
2773	OG0002773	YOR014W	snap_masked-NODE_12_length_182624_cov_13.0032_ID_23-processed-gene-0.187-mRNA-1_1&gene=snap_masked-NODE_12_length_182624_cov_13.0032_ID_23-processed-gene-0.187&CDS=1-2154
2774	OG0002774	YOR020C	snap_masked-NODE_98_length_29163_cov_13.2906_ID_195-processed-gene-0.38-mRNA-1_1&gene=snap_masked-NODE_98_length_29163_cov_13.2906_ID_195-processed-gene-0.38&CDS=1-327
2775	OG0002775	YOR021C	genemark-NODE_56_length_65598_cov_12.9897_ID_111-processed-gene-0.2-mRNA-1_1&gene=genemark-NODE_56_length_65598_cov_12.9897_ID_111-processed-gene-0.2&CDS=1-636
2776	OG0002776	YOR022C	genemark-NODE_51_length_77068_cov_14.71_ID_101-processed-gene-0.35-mRNA-1_1&gene=genemark-NODE_51_length_77068_cov_14.71_ID_101-processed-gene-0.35&CDS=1-1944
2777	OG0002777	YOR025W	snap_masked-NODE_25_length_121520_cov_12.8026_ID_49-processed-gene-0.5-mRNA-1_1&gene=snap_masked-NODE_25_length_121520_cov_12.8026_ID_49-processed-gene-0.5&CDS=1-1302
2778	OG0002778	YOR027W	snap_masked-NODE_25_length_121520_cov_12.8026_ID_49-processed-gene-0.11-mRNA-1_1&gene=snap_masked-NODE_25_length_121520_cov_12.8026_ID_49-processed-gene-0.11&CDS=1-1752
2779	OG0002779	YOR028C	snap_masked-NODE_1_length_612800_cov_12.7569_ID_1-processed-gene-5.10-mRNA-1_1&gene=snap_masked-NODE_1_length_612800_cov_12.7569_ID_1-processed-gene-5.10&CDS=1-639
2780	OG0002780	YOR035C	augustus_masked-NODE_53_length_71532_cov_21.3714_ID_105-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-NODE_53_length_71532_cov_21.3714_ID_105-processed-gene-0.73&CDS=1-2157
2781	OG0002781	YOR036W	genemark-NODE_1_length_612800_cov_12.7569_ID_1-processed-gene-4.58-mRNA-1_1&gene=genemark-NODE_1_length_612800_cov_12.7569_ID_1-processed-gene-4.58&CDS=1-936
2782	OG0002782	YOR037W	snap_masked-NODE_2_length_325125_cov_15.1005_ID_3-processed-gene-1.45-mRNA-1_1&gene=snap_masked-NODE_2_length_325125_cov_15.1005_ID_3-processed-gene-1.45&CDS=1-1698
2783	OG0002783	YOR038C	snap_masked-NODE_2_length_325125_cov_15.1005_ID_3-processed-gene-1.28-mRNA-1_1&gene=snap_masked-NODE_2_length_325125_cov_15.1005_ID_3-processed-gene-1.28&CDS=1-3357
2784	OG0002784	YOR039W	snap_masked-NODE_2_length_325125_cov_15.1005_ID_3-processed-gene-1.44-mRNA-1_1&gene=snap_masked-NODE_2_length_325125_cov_15.1005_ID_3-processed-gene-1.44&CDS=1-783
2785	OG0002785	YOR043W	snap_masked-NODE_40_length_90330_cov_13.8745_ID_79-processed-gene-0.39-mRNA-1_1&gene=snap_masked-NODE_40_length_90330_cov_13.8745_ID_79-processed-gene-0.39&CDS=1-2013
2786	OG0002786	YOR046C	snap_masked-NODE_40_length_90330_cov_13.8745_ID_79-processed-gene-0.25-mRNA-1_1&gene=snap_masked-NODE_40_length_90330_cov_13.8745_ID_79-processed-gene-0.25&CDS=1-1455
2787	OG0002787	YOR048C	snap_masked-NODE_14_length_174362_cov_12.8702_ID_27-processed-gene-0.27-mRNA-1_1&gene=snap_masked-NODE_14_length_174362_cov_12.8702_ID_27-processed-gene-0.27&CDS=1-2985
