	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035695_Hanseniaspora_pseudoguilliermondii
2234	OG0002234	YML056C	maker-flattened_line_16-augustus-gene-0.0-mRNA-1_1&gene=maker-flattened_line_16-augustus-gene-0.0&CDS=1-1575
2235	OG0002235	YML060W	augustus_masked-flattened_line_48-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.36&CDS=1-888
2236	OG0002236	YML064C	augustus_masked-flattened_line_68-processed-gene-0.107-mRNA-1_1&gene=augustus_masked-flattened_line_68-processed-gene-0.107&CDS=1-774
2237	OG0002237	YML069W	augustus_masked-flattened_line_68-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-flattened_line_68-processed-gene-0.104&CDS=1-1749
2238	OG0002238	YML070W	augustus_masked-flattened_line_68-processed-gene-0.105-mRNA-1_1&gene=augustus_masked-flattened_line_68-processed-gene-0.105&CDS=1-1788
2239	OG0002239	YML071C	augustus_masked-flattened_line_68-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-flattened_line_68-processed-gene-0.85&CDS=1-1404
2240	OG0002240	YML072C	augustus_masked-flattened_line_68-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-flattened_line_68-processed-gene-0.86&CDS=1-4725
2241	OG0002241	YML073C	augustus_masked-flattened_line_68-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-flattened_line_68-processed-gene-0.103&CDS=1-531
2242	OG0002242	YML075C	augustus_masked-flattened_line_68-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-flattened_line_68-processed-gene-0.101&CDS=1-3111
2243	OG0002243	YML077W	augustus_masked-flattened_line_68-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-flattened_line_68-processed-gene-0.84&CDS=1-513
2244	OG0002244	YML080W	augustus_masked-flattened_line_68-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-flattened_line_68-processed-gene-0.97&CDS=1-1311
2245	OG0002245	YML085C	augustus_masked-flattened_line_94-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-flattened_line_94-processed-gene-0.39&CDS=1-1356
2246	OG0002246	YML086C	augustus_masked-flattened_line_98-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-flattened_line_98-processed-gene-0.44&CDS=1-1602
2247	OG0002247	YML088W	augustus_masked-flattened_line_98-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-flattened_line_98-processed-gene-0.43&CDS=1-2259
2248	OG0002248	YML091C	augustus_masked-flattened_line_94-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-flattened_line_94-processed-gene-0.27&CDS=1-2790
2249	OG0002249	YML092C	augustus_masked-flattened_line_94-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-flattened_line_94-processed-gene-0.30&CDS=1-750
2250	OG0002250	YML093W	augustus_masked-flattened_line_94-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-flattened_line_94-processed-gene-0.41&CDS=1-2820
2251	OG0002251	YML094W	augustus_masked-flattened_line_94-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-flattened_line_94-processed-gene-0.42&CDS=1-501
2252	OG0002252	YML096W	augustus_masked-flattened_line_94-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-flattened_line_94-processed-gene-0.44&CDS=1-1590
2253	OG0002253	YML097C	augustus_masked-flattened_line_94-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-flattened_line_94-processed-gene-0.31&CDS=1-1500
2254	OG0002254	YML098W	augustus_masked-flattened_line_94-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-flattened_line_94-processed-gene-0.43&CDS=1-552
2255	OG0002255	YML099C	augustus_masked-flattened_line_94-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-flattened_line_94-processed-gene-0.33&CDS=1-1050
2256	OG0002256	YML102W	augustus_masked-flattened_line_0-processed-gene-5.166-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-5.166&CDS=1-1542
2257	OG0002257	YML108W	augustus_masked-flattened_line_2-processed-gene-4.40-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-4.40&CDS=1-342
2258	OG0002258	YML110C	augustus_masked-flattened_line_2-processed-gene-4.38-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-4.38&CDS=1-891
2259	OG0002259	YML115C	augustus_masked-flattened_line_32-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.5&CDS=1-1701
2260	OG0002260	YML117W	augustus_masked-flattened_line_32-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.32&CDS=1-2463
2261	OG0002261	YML120C	augustus_masked-flattened_line_0-processed-gene-5.167-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-5.167&CDS=1-1446
2262	OG0002262	YML121W	augustus_masked-flattened_line_0-processed-gene-5.170-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-5.170&CDS=1-951
2263	OG0002263	YML123C	augustus_masked-flattened_line_94-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-flattened_line_94-processed-gene-0.37&CDS=1-1725
2264	OG0002264	YML126C	augustus_masked-flattened_line_94-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-flattened_line_94-processed-gene-0.26&CDS=1-1392
2265	OG0002265	YML127W	augustus_masked-flattened_line_94-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-flattened_line_94-processed-gene-0.40&CDS=1-1908
2266	OG0002266	YML128C	augustus_masked-flattened_line_94-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-flattened_line_94-processed-gene-0.28&CDS=1-1764
2267	OG0002267	YML130C	augustus_masked-flattened_line_94-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-flattened_line_94-processed-gene-0.32&CDS=1-1581
2268	OG0002268	YMR002W	augustus_masked-flattened_line_44-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.15&CDS=1-435
2269	OG0002269	YMR004W	augustus_masked-flattened_line_44-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.36&CDS=1-1461
2270	OG0002270	YMR010W	augustus_masked-flattened_line_8-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-0.60&CDS=1-1152
2271	OG0002271	YMR012W	augustus_masked-flattened_line_24-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.72&CDS=1-3729
2272	OG0002272	YMR013C	augustus_masked-flattened_line_24-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.91&CDS=1-1692
2273	OG0002273	YMR015C	augustus_masked-flattened_line_16-processed-gene-1.64-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.64&CDS=1-1581
2274	OG0002274	YMR020W	augustus_masked-flattened_line_16-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-0.52&CDS=1-1551
2275	OG0002275	YMR022W	augustus_masked-flattened_line_52-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.49&CDS=1-522
2276	OG0002276	YMR023C	augustus_masked-flattened_line_52-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.78&CDS=1-1539
2277	OG0002277	YMR024W	augustus_masked-flattened_line_52-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.53&CDS=1-1125
2278	OG0002278	YMR027W	augustus_masked-flattened_line_114-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-flattened_line_114-processed-gene-0.27&CDS=1-1428
2279	OG0002279	YMR028W	augustus_masked-flattened_line_114-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-flattened_line_114-processed-gene-0.19&CDS=1-1341
2280	OG0002280	YMR034C	augustus_masked-flattened_line_24-processed-gene-1.84-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-1.84&CDS=1-1404
2281	OG0002281	YMR038C	augustus_masked-flattened_line_50-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.100&CDS=1-837
2282	OG0002282	YMR039C	augustus_masked-flattened_line_50-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.74&CDS=1-714
2283	OG0002283	YMR041C	augustus_masked-flattened_line_50-processed-gene-0.99-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.99&CDS=1-1050
2284	OG0002284	YMR042W	augustus_masked-flattened_line_50-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.71&CDS=1-681
2285	OG0002285	YMR048W	augustus_masked-flattened_line_50-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.96&CDS=1-591
2286	OG0002286	YMR049C	augustus_masked-flattened_line_50-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.69&CDS=1-2490
2287	OG0002287	YMR055C	augustus_masked-flattened_line_24-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.75&CDS=1-951
2288	OG0002288	YMR058W	augustus_masked-flattened_line_24-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.85&CDS=1-1950
2289	OG0002289	YMR062C	augustus_masked-flattened_line_4-processed-gene-3.335-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.335&CDS=1-1308
2290	OG0002290	YMR067C	snap_masked-flattened_line_156-processed-gene-0.0-mRNA-1_1&gene=snap_masked-flattened_line_156-processed-gene-0.0&CDS=1-1029
2291	OG0002291	YMR071C	augustus_masked-flattened_line_40-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.79&CDS=1-495
2292	OG0002292	YMR072W	augustus_masked-flattened_line_40-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.58&CDS=1-1413
2293	OG0002293	YMR073C	augustus_masked-flattened_line_40-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.80&CDS=1-843
2294	OG0002294	YMR076C	snap_masked-flattened_line_40-processed-gene-0.116-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-0.116&CDS=1-3444
2295	OG0002295	YMR077C	augustus_masked-flattened_line_4-processed-gene-2.93-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-2.93&CDS=1-675
2296	OG0002296	YMR078C	genemark-flattened_line_50-processed-gene-0.38-mRNA-1_1&gene=genemark-flattened_line_50-processed-gene-0.38&CDS=1-2361
2297	OG0002297	YMR079W	augustus_masked-flattened_line_50-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.64&CDS=1-933
2298	OG0002298	YMR088C	augustus_masked-flattened_line_16-processed-gene-1.51-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.51&CDS=1-1698
2299	OG0002299	YMR093W	augustus_masked-flattened_line_52-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.94&CDS=1-1629
2300	OG0002300	YMR097C	snap_masked-flattened_line_188-processed-gene-0.2-mRNA-1_1&gene=snap_masked-flattened_line_188-processed-gene-0.2&CDS=1-1626
2301	OG0002301	YMR099C	augustus_masked-flattened_line_16-processed-gene-1.50-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.50&CDS=1-900
2302	OG0002302	YMR101C	augustus_masked-flattened_line_6-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-0.53&CDS=1-930
2303	OG0002303	YMR108W	augustus_masked-flattened_line_6-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-0.60&CDS=1-2094
2304	OG0002304	YMR109W	augustus_masked-flattened_line_6-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-0.61&CDS=1-3645
2305	OG0002305	YMR111C	augustus_masked-flattened_line_6-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-0.78&CDS=1-1050
2306	OG0002306	YMR116C	maker-flattened_line_6-augustus-gene-0.48-mRNA-1_1&gene=maker-flattened_line_6-augustus-gene-0.48&CDS=1-957
2307	OG0002307	YMR118C	genemark-flattened_line_6-processed-gene-0.33-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-0.33&CDS=1-525
2308	OG0002308	YMR120C	augustus_masked-flattened_line_6-processed-gene-1.55-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.55&CDS=1-1785
2309	OG0002309	YMR121C	augustus_masked-flattened_line_6-processed-gene-1.51-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.51&CDS=1-612
2310	OG0002310	YMR123W	augustus_masked-flattened_line_8-processed-gene-2.174-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.174&CDS=1-288
2311	OG0002311	YMR125W	augustus_masked-flattened_line_8-processed-gene-2.177-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.177&CDS=1-2694
2312	OG0002312	YMR126C	snap_masked-flattened_line_8-processed-gene-2.137-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-2.137&CDS=1-1305
2313	OG0002313	YMR127C	augustus_masked-flattened_line_8-processed-gene-2.205-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.205&CDS=1-1077
2314	OG0002314	YMR128W	augustus_masked-flattened_line_8-processed-gene-2.172-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.172&CDS=1-3645
2315	OG0002315	YMR129W	augustus_masked-flattened_line_8-processed-gene-2.206-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.206&CDS=1-4014
2316	OG0002316	YMR131C	augustus_masked-flattened_line_8-processed-gene-2.169-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.169&CDS=1-1557
2317	OG0002317	YMR132C	augustus_masked-flattened_line_8-processed-gene-2.168-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.168&CDS=1-738
2318	OG0002318	YMR134W	augustus_masked-flattened_line_2-processed-gene-5.123-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-5.123&CDS=1-717
2319	OG0002319	YMR137C	snap_masked-flattened_line_2-processed-gene-5.101-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-5.101&CDS=1-1713
2320	OG0002320	YMR139W	genemark-flattened_line_2-processed-gene-5.13-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-5.13&CDS=1-1239
2321	OG0002321	YMR140W	augustus_masked-flattened_line_2-processed-gene-5.128-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-5.128&CDS=1-1506
2322	OG0002322	YMR146C	augustus_masked-flattened_line_2-processed-gene-5.144-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-5.144&CDS=1-1008
2323	OG0002323	YMR155W	augustus_masked-flattened_line_2-processed-gene-5.162-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-5.162&CDS=1-1815
2324	OG0002324	YMR156C	augustus_masked-flattened_line_2-processed-gene-5.138-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-5.138&CDS=1-903
2325	OG0002325	YMR158W	augustus_masked-flattened_line_2-processed-gene-5.159-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-5.159&CDS=1-561
2326	OG0002326	YMR160W	augustus_masked-flattened_line_2-processed-gene-5.157-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-5.157&CDS=1-2823
2327	OG0002327	YMR161W	augustus_masked-flattened_line_2-processed-gene-5.133-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-5.133&CDS=1-669
2328	OG0002328	YMR162C	augustus_masked-flattened_line_2-processed-gene-5.132-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-5.132&CDS=1-5019
2329	OG0002329	YMR164C	augustus_masked-flattened_line_2-processed-gene-5.167-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-5.167&CDS=1-2376
2330	OG0002330	YMR165C	augustus_masked-flattened_line_28-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-0.42&CDS=1-2616
2331	OG0002331	YMR166C	augustus_masked-flattened_line_28-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-0.43&CDS=1-984
2332	OG0002332	YMR167W	augustus_masked-flattened_line_28-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-0.0&CDS=1-2046
2333	OG0002333	YMR171C	augustus_masked-flattened_line_28-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-0.6&CDS=1-1563
2334	OG0002334	YMR172W	augustus_masked-flattened_line_82-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-flattened_line_82-processed-gene-0.34&CDS=1-2091
2335	OG0002335	YMR178W	augustus_masked-flattened_line_82-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-flattened_line_82-processed-gene-0.42&CDS=1-876
2336	OG0002336	YMR179W	snap_masked-flattened_line_82-processed-gene-0.18-mRNA-1_1&gene=snap_masked-flattened_line_82-processed-gene-0.18&CDS=1-1584
2337	OG0002337	YMR184W	genemark-flattened_line_44-processed-gene-0.99-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.99&CDS=1-507
2338	OG0002338	YMR185W	augustus_masked-flattened_line_44-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.7&CDS=1-2913
2339	OG0002339	YMR189W	augustus_masked-flattened_line_2-processed-gene-2.49-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.49&CDS=1-3120
2340	OG0002340	YMR190C	snap_masked-flattened_line_2-processed-gene-0.18-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-0.18&CDS=1-3165
2341	OG0002341	YMR193W	augustus_masked-flattened_line_8-processed-gene-2.217-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.217&CDS=1-867
2342	OG0002342	YMR200W	augustus_masked-flattened_line_8-processed-gene-1.155-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.155&CDS=1-828
2343	OG0002343	YMR201C	augustus_masked-flattened_line_8-processed-gene-2.153-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.153&CDS=1-1074
2344	OG0002344	YMR202W	augustus_masked-flattened_line_58-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-flattened_line_58-processed-gene-0.62&CDS=1-654
2345	OG0002345	YMR203W	augustus_masked-flattened_line_8-processed-gene-2.152-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.152&CDS=1-1149
2346	OG0002346	YMR208W	augustus_masked-flattened_line_20-processed-gene-1.234-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-1.234&CDS=1-1299
2347	OG0002347	YMR209C	augustus_masked-flattened_line_20-processed-gene-1.196-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-1.196&CDS=1-951
2348	OG0002348	YMR211W	augustus_masked-flattened_line_20-processed-gene-1.191-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-1.191&CDS=1-1569
2349	OG0002349	YMR212C	augustus_masked-flattened_line_20-processed-gene-1.232-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-1.232&CDS=1-2535
2350	OG0002350	YMR213W	augustus_masked-flattened_line_20-processed-gene-1.193-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-1.193&CDS=1-1272
2351	OG0002351	YMR214W	augustus_masked-flattened_line_20-processed-gene-1.230-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-1.230&CDS=1-1155
2352	OG0002352	YMR216C	augustus_masked-flattened_line_20-processed-gene-1.190-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-1.190&CDS=1-2259
2353	OG0002353	YMR217W	augustus_masked-flattened_line_20-processed-gene-1.229-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-1.229&CDS=1-1572
2354	OG0002354	YMR218C	augustus_masked-flattened_line_20-processed-gene-1.188-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-1.188&CDS=1-3351
2355	OG0002355	YMR220W	augustus_masked-flattened_line_20-processed-gene-1.184-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-1.184&CDS=1-1314
2356	OG0002356	YMR221C	augustus_masked-flattened_line_62-processed-gene-0.123-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.123&CDS=1-1599
2357	OG0002357	YMR223W	augustus_masked-flattened_line_96-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-flattened_line_96-processed-gene-0.74&CDS=1-1407
2358	OG0002358	YMR224C	snap_masked-flattened_line_96-processed-gene-0.37-mRNA-1_1&gene=snap_masked-flattened_line_96-processed-gene-0.37&CDS=1-2280
2359	OG0002359	YMR226C	augustus_masked-flattened_line_96-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-flattened_line_96-processed-gene-0.70&CDS=1-801
2360	OG0002360	YMR227C	augustus_masked-flattened_line_40-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.96&CDS=1-1422
2361	OG0002361	YMR229C	augustus_masked-flattened_line_40-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.68&CDS=1-5025
2362	OG0002362	YMR231W	augustus_masked-flattened_line_2-processed-gene-2.60-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.60&CDS=1-3084
2363	OG0002363	YMR234W	snap_masked-flattened_line_2-processed-gene-2.106-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-2.106&CDS=1-1971
2364	OG0002364	YMR235C	augustus_masked-flattened_line_2-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-0.58&CDS=1-1182
2365	OG0002365	YMR236W	augustus_masked-flattened_line_2-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-0.77&CDS=1-606
2366	OG0002366	YMR239C	augustus_masked-flattened_line_0-processed-gene-5.225-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-5.225&CDS=1-1761
2367	OG0002367	YMR241W	augustus_masked-flattened_line_32-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.51&CDS=1-903
2368	OG0002368	YMR243C	augustus_masked-flattened_line_32-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.18&CDS=1-1383
2369	OG0002369	YMR244C-A	augustus_masked-flattened_line_32-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.17&CDS=1-303
2370	OG0002370	YMR244W	augustus_masked-flattened_line_32-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.50&CDS=1-1122
2371	OG0002371	YMR247C	snap_masked-flattened_line_32-processed-gene-0.67-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-0.67&CDS=1-4473
2372	OG0002372	YMR252C	augustus_masked-flattened_line_12-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-0.92&CDS=1-285
2373	OG0002373	YMR258C	augustus_masked-flattened_line_0-processed-gene-5.169-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-5.169&CDS=1-2493
2374	OG0002374	YMR260C	augustus_masked-flattened_line_0-processed-gene-4.118-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-4.118&CDS=1-459
2375	OG0002375	YMR262W	genemark-flattened_line_0-processed-gene-4.25-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-4.25&CDS=1-1035
2376	OG0002376	YMR263W	augustus_masked-flattened_line_0-processed-gene-4.142-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-4.142&CDS=1-639
2377	OG0002377	YMR265C	augustus_masked-flattened_line_0-processed-gene-5.206-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-5.206&CDS=1-1335
2378	OG0002378	YMR266W	augustus_masked-flattened_line_94-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-flattened_line_94-processed-gene-0.25&CDS=1-2727
2379	OG0002379	YMR268C	augustus_masked-flattened_line_94-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-flattened_line_94-processed-gene-0.35&CDS=1-1356
2380	OG0002380	YMR269W	augustus_masked-flattened_line_94-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-flattened_line_94-processed-gene-0.23&CDS=1-585
2381	OG0002381	YMR272C	augustus_masked-flattened_line_2-processed-gene-4.39-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-4.39&CDS=1-1176
2382	OG0002382	YMR274C	augustus_masked-flattened_line_2-processed-gene-4.42-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-4.42&CDS=1-897
2383	OG0002383	YMR277W	augustus_masked-flattened_line_32-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.2&CDS=1-1707
2384	OG0002384	YMR278W	augustus_masked-flattened_line_32-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.3&CDS=1-1857
2385	OG0002385	YMR280C	augustus_masked-flattened_line_32-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.33&CDS=1-3654
2386	OG0002386	YMR281W	genemark-flattened_line_32-processed-gene-0.121-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-0.121&CDS=1-723
2387	OG0002387	YMR283C	genemark-flattened_line_0-processed-gene-5.16-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-5.16&CDS=1-1419
2388	OG0002388	YMR286W	augustus_masked-flattened_line_0-processed-gene-4.140-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-4.140&CDS=1-477
2389	OG0002389	YMR287C	snap_masked-flattened_line_16-processed-gene-0.112-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-0.112&CDS=1-2739
2390	OG0002390	YMR288W	augustus_masked-flattened_line_16-processed-gene-1.70-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.70&CDS=1-2823
2391	OG0002391	YMR289W	augustus_masked-flattened_line_114-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-flattened_line_114-processed-gene-0.28&CDS=1-1140
2392	OG0002392	YMR290C	augustus_masked-flattened_line_114-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-flattened_line_114-processed-gene-0.20&CDS=1-1491
2393	OG0002393	YMR291W	augustus_masked-flattened_line_24-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.92&CDS=1-1308
2394	OG0002394	YMR292W	augustus_masked-flattened_line_24-processed-gene-1.72-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-1.72&CDS=1-420
2395	OG0002395	YMR293C	augustus_masked-flattened_line_24-processed-gene-1.99-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-1.99&CDS=1-1503
2396	OG0002396	YMR295C	genemark-flattened_line_24-processed-gene-1.160-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.160&CDS=1-699
2397	OG0002397	YMR296C	augustus_masked-flattened_line_24-processed-gene-1.100-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-1.100&CDS=1-1701
