	OrthologID	Babjeviella_inositovora	Saccharomyces_cerevisiae
2738	OG0002738	genemark-scaffold_4-processed-gene-8.29-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-8.29&CDS=1-1827	YLR368W
2739	OG0002739	genemark-scaffold_4-processed-gene-8.31-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-8.31&CDS=1-1425	YOR198C
2740	OG0002740	genemark-scaffold_4-processed-gene-8.32-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-8.32&CDS=1-795	YPL117C
2741	OG0002741	genemark-scaffold_4-processed-gene-8.63-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-8.63&CDS=1-894	YGL232W
2742	OG0002742	genemark-scaffold_4-processed-gene-8.64-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-8.64&CDS=1-1314	YPL101W
2743	OG0002743	genemark-scaffold_4-processed-gene-8.33-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-8.33&CDS=1-696	YMR311C
2744	OG0002744	genemark-scaffold_4-processed-gene-8.65-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-8.65&CDS=1-666	YIR032C
2745	OG0002745	genemark-scaffold_4-processed-gene-8.34-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-8.34&CDS=1-951	YGR284C
2746	OG0002746	genemark-scaffold_4-processed-gene-8.67-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-8.67&CDS=1-1296	YGR285C
2747	OG0002747	genemark-scaffold_4-processed-gene-8.35-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-8.35&CDS=1-888	YMR312W
2748	OG0002748	genemark-scaffold_4-processed-gene-8.69-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-8.69&CDS=1-924	YGR282C
2749	OG0002749	genemark-scaffold_4-processed-gene-8.70-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-8.70&CDS=1-2568	YBR179C
2750	OG0002750	genemark-scaffold_4-processed-gene-8.36-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-8.36&CDS=1-534	YGL231C
2751	OG0002751	genemark-scaffold_4-processed-gene-8.74-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-8.74&CDS=1-3528	YPL110C
2752	OG0002752	genemark-scaffold_4-processed-gene-8.75-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-8.75&CDS=1-651	YMR117C
2753	OG0002753	genemark-scaffold_4-processed-gene-8.37-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-8.37&CDS=1-1809	YNL218W
2754	OG0002754	genemark-scaffold_4-processed-gene-8.76-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-8.76&CDS=1-2451	YMR137C
2755	OG0002755	genemark-scaffold_4-processed-gene-8.38-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-8.38&CDS=1-1689	YMR313C
2756	OG0002756	genemark-scaffold_46-processed-gene-0.2-mRNA-1_1&gene=genemark-scaffold_46-processed-gene-0.2&CDS=1-777	YPR060C
2757	OG0002757	genemark-scaffold_5-processed-gene-0.94-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-0.94&CDS=1-816	YDR174W
2758	OG0002758	genemark-scaffold_5-processed-gene-0.95-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-0.95&CDS=1-1041	YDR175C
2759	OG0002759	genemark-scaffold_5-processed-gene-0.74-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-0.74&CDS=1-453	YLR167W
2760	OG0002760	genemark-scaffold_5-processed-gene-0.76-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-0.76&CDS=1-741	YDR183W
2761	OG0002761	genemark-scaffold_5-processed-gene-0.96-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-0.96&CDS=1-999	YDR181C
2762	OG0002762	genemark-scaffold_5-processed-gene-0.97-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-0.97&CDS=1-1317	YDR182W
2763	OG0002763	genemark-scaffold_5-processed-gene-0.77-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-0.77&CDS=1-4800	YDR180W
2764	OG0002764	genemark-scaffold_5-processed-gene-0.98-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-0.98&CDS=1-2559	YLR166C
2765	OG0002765	genemark-scaffold_5-processed-gene-0.79-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-0.79&CDS=1-1059	YLR246W
2766	OG0002766	genemark-scaffold_5-processed-gene-0.100-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-0.100&CDS=1-1128	YLR244C
2767	OG0002767	genemark-scaffold_5-processed-gene-0.80-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-0.80&CDS=1-795	YPL178W
2768	OG0002768	genemark-scaffold_5-processed-gene-0.81-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-0.81&CDS=1-2391	YLR222C
2769	OG0002769	genemark-scaffold_5-processed-gene-0.106-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-0.106&CDS=1-2322	YOR035C
2770	OG0002770	genemark-scaffold_5-processed-gene-0.85-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-0.85&CDS=1-1500	YDR221W
2771	OG0002771	genemark-scaffold_5-processed-gene-0.87-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-0.87&CDS=1-1095	YDR322W
2772	OG0002772	genemark-scaffold_5-processed-gene-0.108-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-0.108&CDS=1-654	YDR162C
2773	OG0002773	augustus_masked-scaffold_5-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-0.68&CDS=1-2583	YLR135W
2774	OG0002774	genemark-scaffold_5-processed-gene-0.90-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-0.90&CDS=1-1632	YPR018W
2775	OG0002775	genemark-scaffold_5-processed-gene-0.91-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-0.91&CDS=1-2661	YPR019W
2776	OG0002776	genemark-scaffold_5-processed-gene-0.92-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-0.92&CDS=1-267	YDR322C-A
2777	OG0002777	genemark-scaffold_5-processed-gene-1.74-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-1.74&CDS=1-2226	YDR223W
2778	OG0002778	genemark-scaffold_5-processed-gene-1.75-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-1.75&CDS=1-1182	YDR161W
2779	OG0002779	genemark-scaffold_5-processed-gene-1.77-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-1.77&CDS=1-2781	YHR098C
2780	OG0002780	genemark-scaffold_5-processed-gene-1.78-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-1.78&CDS=1-816	YHR090C
2781	OG0002781	genemark-scaffold_5-processed-gene-1.79-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-1.79&CDS=1-720	YDR152W
2782	OG0002782	genemark-scaffold_5-processed-gene-1.95-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-1.95&CDS=1-4302	YLL021W
2783	OG0002783	genemark-scaffold_5-processed-gene-1.96-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-1.96&CDS=1-690	YLR312W-A
2784	OG0002784	genemark-scaffold_5-processed-gene-1.80-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-1.80&CDS=1-1662	YGL171W
2785	OG0002785	genemark-scaffold_5-processed-gene-1.97-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-1.97&CDS=1-441	YPR020W
2786	OG0002786	genemark-scaffold_5-processed-gene-1.81-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-1.81&CDS=1-1353	YML038C
2787	OG0002787	genemark-scaffold_5-processed-gene-1.83-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-1.83&CDS=1-3144	YHR077C
2788	OG0002788	genemark-scaffold_5-processed-gene-1.98-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-1.98&CDS=1-1128	YHR076W
2789	OG0002789	genemark-scaffold_5-processed-gene-1.84-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-1.84&CDS=1-3819	YDR216W
2790	OG0002790	genemark-scaffold_5-processed-gene-1.85-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-1.85&CDS=1-2565	YPR112C
2791	OG0002791	genemark-scaffold_5-processed-gene-1.86-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-1.86&CDS=1-1353	YDR465C
2792	OG0002792	snap_masked-scaffold_5-processed-gene-1.51-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-1.51&CDS=1-4179	YIR006C
2793	OG0002793	genemark-scaffold_5-processed-gene-1.102-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-1.102&CDS=1-1638	YDR323C
2794	OG0002794	genemark-scaffold_5-processed-gene-1.89-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-1.89&CDS=1-1929	YLR227C
2795	OG0002795	genemark-scaffold_5-processed-gene-1.90-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-1.90&CDS=1-3480	YDR217C
2796	OG0002796	genemark-scaffold_5-processed-gene-1.91-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-1.91&CDS=1-2307	YDR205W
2797	OG0002797	genemark-scaffold_5-processed-gene-1.105-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-1.105&CDS=1-831	YLR243W
2798	OG0002798	genemark-scaffold_5-processed-gene-1.93-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-1.93&CDS=1-468	YDR201W
2799	OG0002799	genemark-scaffold_5-processed-gene-1.106-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-1.106&CDS=1-1407	YDR198C
2800	OG0002800	snap_masked-scaffold_5-processed-gene-2.36-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-2.36&CDS=1-918	YLR239C
2801	OG0002801	genemark-scaffold_5-processed-gene-2.1-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-2.1&CDS=1-1002	YDR204W
2802	OG0002802	genemark-scaffold_5-processed-gene-2.2-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-2.2&CDS=1-1383	YDR190C
2803	OG0002803	genemark-scaffold_5-processed-gene-2.3-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-2.3&CDS=1-1830	YDR189W
2804	OG0002804	genemark-scaffold_5-processed-gene-2.4-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-2.4&CDS=1-2559	YLR240W
2805	OG0002805	genemark-scaffold_5-processed-gene-2.5-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-2.5&CDS=1-2481	YLR241W
2806	OG0002806	genemark-scaffold_5-processed-gene-2.8-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-2.8&CDS=1-1089	YHR063C
2807	OG0002807	genemark-scaffold_5-processed-gene-2.9-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-2.9&CDS=1-699	YDR196C
2808	OG0002808	genemark-scaffold_5-processed-gene-2.21-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-2.21&CDS=1-945	YLR242C
2809	OG0002809	genemark-scaffold_5-processed-gene-2.22-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-2.22&CDS=1-1716	YPR144C
2810	OG0002810	genemark-scaffold_5-processed-gene-2.25-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-2.25&CDS=1-2061	YDR164C
2811	OG0002811	genemark-scaffold_5-processed-gene-2.27-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-2.27&CDS=1-1968	YLR143W
2812	OG0002812	genemark-scaffold_5-processed-gene-2.29-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-2.29&CDS=1-708	YLR145W
2813	OG0002813	genemark-scaffold_5-processed-gene-2.17-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-2.17&CDS=1-1995	YDR398W
2814	OG0002814	genemark-scaffold_5-processed-gene-2.31-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-2.31&CDS=1-2922	YGL238W
2815	OG0002815	genemark-scaffold_5-processed-gene-2.32-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-2.32&CDS=1-1374	YLR231C
2816	OG0002816	genemark-scaffold_5-processed-gene-2.33-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-2.33&CDS=1-1107	YLR113W
2817	OG0002817	genemark-scaffold_5-processed-gene-2.19-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-2.19&CDS=1-1665	YDR137W
2818	OG0002818	genemark-scaffold_5-processed-gene-2.35-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-2.35&CDS=1-2169	YLR114C
2819	OG0002819	genemark-scaffold_5-processed-gene-3.80-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-3.80&CDS=1-531	YLR109W
2820	OG0002820	genemark-scaffold_5-processed-gene-3.81-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-3.81&CDS=1-1458	YLR142W
2821	OG0002821	genemark-scaffold_5-processed-gene-3.79-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-3.79&CDS=1-2073	YLR141W
2822	OG0002822	genemark-scaffold_5-processed-gene-3.84-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-3.84&CDS=1-1617	YDR188W
2823	OG0002823	genemark-scaffold_5-processed-gene-3.99-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-3.99&CDS=1-456	YLR245C
2824	OG0002824	genemark-scaffold_5-processed-gene-3.100-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-3.100&CDS=1-855	YLR165C
2825	OG0002825	snap_masked-scaffold_5-processed-gene-3.64-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-3.64&CDS=1-285	YDR510W
2826	OG0002826	maker-scaffold_5-snap-gene-3.74-mRNA-1_1&gene=maker-scaffold_5-snap-gene-3.74&CDS=1-1716	YNL279W
2827	OG0002827	genemark-scaffold_5-processed-gene-3.106-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-3.106&CDS=1-726	YLR186W
2828	OG0002828	genemark-scaffold_5-processed-gene-3.90-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-3.90&CDS=1-2019	YDR499W
2829	OG0002829	genemark-scaffold_5-processed-gene-3.92-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-3.92&CDS=1-1779	YMR120C
2830	OG0002830	genemark-scaffold_5-processed-gene-3.109-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-3.109&CDS=1-3732	YNL273W
2831	OG0002831	genemark-scaffold_5-processed-gene-3.110-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-3.110&CDS=1-1383	YEL064C
2832	OG0002832	genemark-scaffold_5-processed-gene-3.94-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-3.94&CDS=1-3057	YNL267W
2833	OG0002833	genemark-scaffold_5-processed-gene-4.85-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-4.85&CDS=1-1035	YLR181C
2834	OG0002834	genemark-scaffold_5-processed-gene-4.86-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-4.86&CDS=1-2127	YLR182W
2835	OG0002835	genemark-scaffold_5-processed-gene-4.107-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-4.107&CDS=1-1575	YDR523C
2836	OG0002836	genemark-scaffold_5-processed-gene-4.90-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-4.90&CDS=1-588	YDR519W
2837	OG0002837	genemark-scaffold_5-processed-gene-4.91-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-4.91&CDS=1-843	YCL047C
2838	OG0002838	genemark-scaffold_5-processed-gene-4.92-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-4.92&CDS=1-2472	YOR154W
2839	OG0002839	genemark-scaffold_5-processed-gene-4.93-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-4.93&CDS=1-1557	YCL052C
2840	OG0002840	genemark-scaffold_5-processed-gene-4.94-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-4.94&CDS=1-2487	YCL054W
2841	OG0002841	genemark-scaffold_5-processed-gene-4.110-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-4.110&CDS=1-381	YDR529C
2842	OG0002842	genemark-scaffold_5-processed-gene-4.95-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-4.95&CDS=1-957	YGR144W
2843	OG0002843	genemark-scaffold_5-processed-gene-4.111-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-4.111&CDS=1-5007	YCR042C
2844	OG0002844	snap_masked-scaffold_5-processed-gene-4.32-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-4.32&CDS=1-1290	YGR046W
2845	OG0002845	snap_masked-scaffold_5-processed-gene-4.19-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-4.19&CDS=1-5343	YNL271C
2846	OG0002846	genemark-scaffold_5-processed-gene-4.115-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-4.115&CDS=1-1029	YGR048W
2847	OG0002847	genemark-scaffold_5-processed-gene-4.102-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-4.102&CDS=1-3162	YGR047C
2848	OG0002848	snap_masked-scaffold_5-processed-gene-4.23-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-4.23&CDS=1-861	YNL265C
2849	OG0002849	genemark-scaffold_5-processed-gene-5.6-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-5.6&CDS=1-885	YCL055W
2850	OG0002850	genemark-scaffold_5-processed-gene-5.25-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-5.25&CDS=1-2499	YCL045C
2851	OG0002851	genemark-scaffold_5-processed-gene-5.26-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-5.26&CDS=1-891	YCL044C
2852	OG0002852	genemark-scaffold_5-processed-gene-5.27-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-5.27&CDS=1-1467	YDR527W
2853	OG0002853	genemark-scaffold_5-processed-gene-5.31-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-5.31&CDS=1-2448	YDR258C
2854	OG0002854	genemark-scaffold_5-processed-gene-5.32-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-5.32&CDS=1-1083	YOL093W
2855	OG0002855	augustus_masked-scaffold_5-processed-gene-5.52-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-5.52&CDS=1-996	YJL208C
2856	OG0002856	genemark-scaffold_5-processed-gene-5.33-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-5.33&CDS=1-1014	YCL059C
2857	OG0002857	genemark-scaffold_5-processed-gene-5.12-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-5.12&CDS=1-165	YJL205C
2858	OG0002858	maker-scaffold_5-snap-gene-5.43-mRNA-1_1&gene=maker-scaffold_5-snap-gene-5.43&CDS=1-3801	YLR069C
2859	OG0002859	snap_masked-scaffold_5-processed-gene-5.114-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-5.114&CDS=1-792	YGL161C
2860	OG0002860	snap_masked-scaffold_5-processed-gene-5.116-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-5.116&CDS=1-255	YCL057C-A
2861	OG0002861	genemark-scaffold_5-processed-gene-5.17-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-5.17&CDS=1-3267	YCL061C
2862	OG0002862	genemark-scaffold_5-processed-gene-5.18-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-5.18&CDS=1-3954	YNL250W
2863	OG0002863	augustus_masked-scaffold_5-processed-gene-5.79-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-5.79&CDS=1-2277	YNL247W
2864	OG0002864	genemark-scaffold_5-processed-gene-5.39-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-5.39&CDS=1-558	YLR066W
2865	OG0002865	genemark-scaffold_5-processed-gene-5.21-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-5.21&CDS=1-609	YLR068W
2866	OG0002866	genemark-scaffold_5-processed-gene-5.40-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-5.40&CDS=1-1746	YBR131W
2867	OG0002867	genemark-scaffold_5-processed-gene-5.41-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-5.41&CDS=1-1689	YJL201W
2868	OG0002868	genemark-scaffold_5-processed-gene-6.15-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-6.15&CDS=1-1590	YPR088C
2869	OG0002869	genemark-scaffold_5-processed-gene-6.16-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-6.16&CDS=1-1359	YPR085C
2870	OG0002870	genemark-scaffold_5-processed-gene-6.17-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-6.17&CDS=1-903	YLR348C
2871	OG0002871	genemark-scaffold_5-processed-gene-6.33-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-6.33&CDS=1-3159	YNL243W
2872	OG0002872	genemark-scaffold_5-processed-gene-6.18-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-6.18&CDS=1-807	YNL245C
2873	OG0002873	snap_masked-scaffold_5-processed-gene-6.105-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-6.105&CDS=1-330	YNL244C
2874	OG0002874	genemark-scaffold_5-processed-gene-6.35-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-6.35&CDS=1-1092	YDR058C
2875	OG0002875	maker-scaffold_5-snap-gene-6.4-mRNA-1_1&gene=maker-scaffold_5-snap-gene-6.4&CDS=1-4662	YGR255C
2876	OG0002876	genemark-scaffold_5-processed-gene-6.21-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-6.21&CDS=1-984	YNL263C
2877	OG0002877	genemark-scaffold_5-processed-gene-6.22-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-6.22&CDS=1-1926	YOR356W
2878	OG0002878	genemark-scaffold_5-processed-gene-6.43-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-6.43&CDS=1-1977	YNL251C
2879	OG0002879	genemark-scaffold_5-processed-gene-6.23-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-6.23&CDS=1-873	YNL252C
2880	OG0002880	genemark-scaffold_5-processed-gene-6.24-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-6.24&CDS=1-2568	YNL254C
2881	OG0002881	genemark-scaffold_5-processed-gene-6.44-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-6.44&CDS=1-1245	YAL042W
2882	OG0002882	augustus_masked-scaffold_5-processed-gene-6.80-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-6.80&CDS=1-2898	YBR133C
2883	OG0002883	maker-scaffold_5-augustus-gene-6.8-mRNA-1_1&gene=maker-scaffold_5-augustus-gene-6.8&CDS=1-324	YBR135W
2884	OG0002884	genemark-scaffold_5-processed-gene-6.26-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-6.26&CDS=1-7140	YBR136W
2885	OG0002885	genemark-scaffold_5-processed-gene-6.46-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-6.46&CDS=1-2712	YPR091C
2886	OG0002886	genemark-scaffold_5-processed-gene-6.27-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-6.27&CDS=1-453	YNL260C
2887	OG0002887	genemark-scaffold_5-processed-gene-6.28-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-6.28&CDS=1-1128	YGL128C
2888	OG0002888	genemark-scaffold_5-processed-gene-6.29-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-6.29&CDS=1-2208	YNL258C
2889	OG0002889	genemark-scaffold_5-processed-gene-6.30-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-6.30&CDS=1-1962	YBR121C
2890	OG0002890	genemark-scaffold_5-processed-gene-6.31-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-6.31&CDS=1-438	YBR120C
2891	OG0002891	genemark-scaffold_5-processed-gene-6.49-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-6.49&CDS=1-906	YMR079W
2892	OG0002892	genemark-scaffold_5-processed-gene-7.3-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-7.3&CDS=1-6477	YNL262W
2893	OG0002893	genemark-scaffold_5-processed-gene-7.17-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-7.17&CDS=1-807	YAL039C
2894	OG0002894	genemark-scaffold_5-processed-gene-7.7-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-7.7&CDS=1-2382	YJL200C
2895	OG0002895	genemark-scaffold_5-processed-gene-7.19-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-7.19&CDS=1-1701	YNL275W
2896	OG0002896	genemark-scaffold_5-processed-gene-7.20-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-7.20&CDS=1-1248	YCR044C
2897	OG0002897	genemark-scaffold_5-processed-gene-7.21-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-7.21&CDS=1-636	YCR043C
2898	OG0002898	snap_masked-scaffold_5-processed-gene-7.93-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-7.93&CDS=1-381	YPR082C
2899	OG0002899	genemark-scaffold_5-processed-gene-7.9-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-7.9&CDS=1-1602	YKL140W
2900	OG0002900	genemark-scaffold_5-processed-gene-7.10-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-7.10&CDS=1-5790	YJL207C
2901	OG0002901	genemark-scaffold_5-processed-gene-7.12-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-7.12&CDS=1-2364	YNL256W
2902	OG0002902	genemark-scaffold_5-processed-gene-7.25-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-7.25&CDS=1-831	YKL051W
2903	OG0002903	genemark-scaffold_5-processed-gene-7.26-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-7.26&CDS=1-222	YNL259C
2904	OG0002904	genemark-scaffold_5-processed-gene-7.27-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-7.27&CDS=1-1146	YHR156C
2905	OG0002905	genemark-scaffold_5-processed-gene-7.28-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-7.28&CDS=1-2499	YMR078C
2906	OG0002906	genemark-scaffold_5-processed-gene-7.29-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-7.29&CDS=1-600	YKL001C
2907	OG0002907	maker-scaffold_5-snap-gene-7.41-mRNA-1_1&gene=maker-scaffold_5-snap-gene-7.41&CDS=1-3390	YKL092C
2908	OG0002908	genemark-scaffold_5-processed-gene-7.31-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-7.31&CDS=1-1524	YBR127C
2909	OG0002909	genemark-scaffold_5-processed-gene-7.15-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-7.15&CDS=1-2919	YMR080C
2910	OG0002910	genemark-scaffold_5-processed-gene-8.1-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-8.1&CDS=1-2184	YLR188W
2911	OG0002911	genemark-scaffold_5-processed-gene-8.25-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-8.25&CDS=1-1842	YBR123C
2912	OG0002912	genemark-scaffold_5-processed-gene-8.6-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-8.6&CDS=1-1998	YJR098C
2913	OG0002913	maker-scaffold_5-snap-gene-8.52-mRNA-1_1&gene=maker-scaffold_5-snap-gene-8.52&CDS=1-1452	YPR083W
2914	OG0002914	genemark-scaffold_5-processed-gene-8.27-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-8.27&CDS=1-753	YNL246W
2915	OG0002915	genemark-scaffold_5-processed-gene-8.28-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-8.28&CDS=1-1035	YBR125C
2916	OG0002916	genemark-scaffold_5-processed-gene-8.29-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-8.29&CDS=1-1572	YKL116C
