	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034675_Blastobotrys_mokoenaii
3098	OG0003098	YOR209C	snap_masked-NODE_1_length_970412_cov_36.0026_ID_1-processed-gene-5.139-mRNA-1_1&gene=snap_masked-NODE_1_length_970412_cov_36.0026_ID_1-processed-gene-5.139&CDS=1-1242
3099	OG0003099	YOR210W	maker-NODE_1_length_970412_cov_36.0026_ID_1-snap-gene-5.104-mRNA-1_1&gene=maker-NODE_1_length_970412_cov_36.0026_ID_1-snap-gene-5.104&CDS=1-213
3100	OG0003100	YOR211C	snap_masked-NODE_1_length_970412_cov_36.0026_ID_1-processed-gene-5.157-mRNA-1_1&gene=snap_masked-NODE_1_length_970412_cov_36.0026_ID_1-processed-gene-5.157&CDS=1-2673
3101	OG0003101	YOR212W	snap_masked-NODE_5_length_573879_cov_35.9527_ID_9-processed-gene-1.164-mRNA-1_1&gene=snap_masked-NODE_5_length_573879_cov_35.9527_ID_9-processed-gene-1.164&CDS=1-1143
3102	OG0003102	YOR216C	snap_masked-NODE_5_length_573879_cov_35.9527_ID_9-processed-gene-2.68-mRNA-1_1&gene=snap_masked-NODE_5_length_573879_cov_35.9527_ID_9-processed-gene-2.68&CDS=1-1434
3103	OG0003103	YOR217W	snap_masked-NODE_5_length_573879_cov_35.9527_ID_9-processed-gene-2.65-mRNA-1_1&gene=snap_masked-NODE_5_length_573879_cov_35.9527_ID_9-processed-gene-2.65&CDS=1-3150
3104	OG0003104	YOR222W	maker-NODE_47_length_85844_cov_37.2975_ID_93-snap-gene-0.45-mRNA-1_1&gene=maker-NODE_47_length_85844_cov_37.2975_ID_93-snap-gene-0.45&CDS=1-891
3105	OG0003105	YOR223W	snap_masked-NODE_47_length_85844_cov_37.2975_ID_93-processed-gene-0.75-mRNA-1_1&gene=snap_masked-NODE_47_length_85844_cov_37.2975_ID_93-processed-gene-0.75&CDS=1-786
3106	OG0003106	YOR224C	genemark-NODE_38_length_116373_cov_36.5_ID_75-processed-gene-0.5-mRNA-1_1&gene=genemark-NODE_38_length_116373_cov_36.5_ID_75-processed-gene-0.5&CDS=1-429
3107	OG0003107	YOR226C	snap_masked-NODE_44_length_104713_cov_36.3898_ID_87-processed-gene-0.91-mRNA-1_1&gene=snap_masked-NODE_44_length_104713_cov_36.3898_ID_87-processed-gene-0.91&CDS=1-519
3108	OG0003108	YOR231W	snap_masked-NODE_5_length_573879_cov_35.9527_ID_9-processed-gene-2.67-mRNA-1_1&gene=snap_masked-NODE_5_length_573879_cov_35.9527_ID_9-processed-gene-2.67&CDS=1-1242
3109	OG0003109	YOR232W	snap_masked-NODE_5_length_573879_cov_35.9527_ID_9-processed-gene-2.70-mRNA-1_1&gene=snap_masked-NODE_5_length_573879_cov_35.9527_ID_9-processed-gene-2.70&CDS=1-657
3110	OG0003110	YOR233W	snap_masked-NODE_5_length_573879_cov_35.9527_ID_9-processed-gene-2.72-mRNA-1_1&gene=snap_masked-NODE_5_length_573879_cov_35.9527_ID_9-processed-gene-2.72&CDS=1-2568
3111	OG0003111	YOR236W	snap_masked-NODE_4_length_585455_cov_36.5712_ID_7-processed-gene-4.203-mRNA-1_1&gene=snap_masked-NODE_4_length_585455_cov_36.5712_ID_7-processed-gene-4.203&CDS=1-609
3112	OG0003112	YOR239W	snap_masked-NODE_19_length_213996_cov_36.8084_ID_37-processed-gene-0.59-mRNA-1_1&gene=snap_masked-NODE_19_length_213996_cov_36.8084_ID_37-processed-gene-0.59&CDS=1-921
3113	OG0003113	YOR241W	snap_masked-NODE_19_length_213996_cov_36.8084_ID_37-processed-gene-0.41-mRNA-1_1&gene=snap_masked-NODE_19_length_213996_cov_36.8084_ID_37-processed-gene-0.41&CDS=1-1452
3114	OG0003114	YOR242C	augustus_masked-NODE_2_length_791592_cov_36.4955_ID_3-processed-gene-3.108-mRNA-1_1&gene=augustus_masked-NODE_2_length_791592_cov_36.4955_ID_3-processed-gene-3.108&CDS=1-951
3115	OG0003115	YOR243C	snap_masked-NODE_2_length_791592_cov_36.4955_ID_3-processed-gene-3.146-mRNA-1_1&gene=snap_masked-NODE_2_length_791592_cov_36.4955_ID_3-processed-gene-3.146&CDS=1-1932
3116	OG0003116	YOR244W	snap_masked-NODE_1_length_970412_cov_36.0026_ID_1-processed-gene-0.19-mRNA-1_1&gene=snap_masked-NODE_1_length_970412_cov_36.0026_ID_1-processed-gene-0.19&CDS=1-1368
3117	OG0003117	YOR245C	snap_masked-NODE_7_length_514569_cov_35.9165_ID_13-processed-gene-3.108-mRNA-1_1&gene=snap_masked-NODE_7_length_514569_cov_35.9165_ID_13-processed-gene-3.108&CDS=1-1248
3118	OG0003118	YOR246C	snap_masked-NODE_19_length_213996_cov_36.8084_ID_37-processed-gene-0.42-mRNA-1_1&gene=snap_masked-NODE_19_length_213996_cov_36.8084_ID_37-processed-gene-0.42&CDS=1-945
3119	OG0003119	YOR250C	maker-NODE_13_length_273656_cov_36.2819_ID_25-snap-gene-1.115-mRNA-1_1&gene=maker-NODE_13_length_273656_cov_36.2819_ID_25-snap-gene-1.115&CDS=1-1404
3120	OG0003120	YOR252W	snap_masked-NODE_19_length_213996_cov_36.8084_ID_37-processed-gene-0.73-mRNA-1_1&gene=snap_masked-NODE_19_length_213996_cov_36.8084_ID_37-processed-gene-0.73&CDS=1-537
3121	OG0003121	YOR253W	maker-NODE_49_length_80644_cov_35.6353_ID_97-snap-gene-0.76-mRNA-1_1&gene=maker-NODE_49_length_80644_cov_35.6353_ID_97-snap-gene-0.76&CDS=1-483
3122	OG0003122	YOR254C	snap_masked-NODE_49_length_80644_cov_35.6353_ID_97-processed-gene-0.19-mRNA-1_1&gene=snap_masked-NODE_49_length_80644_cov_35.6353_ID_97-processed-gene-0.19&CDS=1-1866
3123	OG0003123	YOR257W	snap_masked-NODE_1_length_970412_cov_36.0026_ID_1-processed-gene-0.36-mRNA-1_1&gene=snap_masked-NODE_1_length_970412_cov_36.0026_ID_1-processed-gene-0.36&CDS=1-525
3124	OG0003124	YOR258W	snap_masked-NODE_8_length_436281_cov_36.7204_ID_15-processed-gene-1.3-mRNA-1_1&gene=snap_masked-NODE_8_length_436281_cov_36.7204_ID_15-processed-gene-1.3&CDS=1-594
3125	OG0003125	YOR259C	snap_masked-NODE_8_length_436281_cov_36.7204_ID_15-processed-gene-1.9-mRNA-1_1&gene=snap_masked-NODE_8_length_436281_cov_36.7204_ID_15-processed-gene-1.9&CDS=1-1239
3126	OG0003126	YOR260W	snap_masked-NODE_8_length_436281_cov_36.7204_ID_15-processed-gene-1.25-mRNA-1_1&gene=snap_masked-NODE_8_length_436281_cov_36.7204_ID_15-processed-gene-1.25&CDS=1-1344
3127	OG0003127	YOR261C	snap_masked-NODE_19_length_213996_cov_36.8084_ID_37-processed-gene-0.71-mRNA-1_1&gene=snap_masked-NODE_19_length_213996_cov_36.8084_ID_37-processed-gene-0.71&CDS=1-996
3128	OG0003128	YOR262W	snap_masked-NODE_19_length_213996_cov_36.8084_ID_37-processed-gene-0.47-mRNA-1_1&gene=snap_masked-NODE_19_length_213996_cov_36.8084_ID_37-processed-gene-0.47&CDS=1-1020
3129	OG0003129	YOR265W	snap_masked-NODE_19_length_213996_cov_36.8084_ID_37-processed-gene-0.72-mRNA-1_1&gene=snap_masked-NODE_19_length_213996_cov_36.8084_ID_37-processed-gene-0.72&CDS=1-312
3130	OG0003130	YOR269W	snap_masked-NODE_52_length_73906_cov_40.1028_ID_103-processed-gene-0.54-mRNA-1_1&gene=snap_masked-NODE_52_length_73906_cov_40.1028_ID_103-processed-gene-0.54&CDS=1-1326
3131	OG0003131	YOR271C	snap_masked-NODE_6_length_536151_cov_35.7945_ID_11-processed-gene-0.104-mRNA-1_1&gene=snap_masked-NODE_6_length_536151_cov_35.7945_ID_11-processed-gene-0.104&CDS=1-975
3132	OG0003132	YOR272W	snap_masked-NODE_8_length_436281_cov_36.7204_ID_15-processed-gene-1.10-mRNA-1_1&gene=snap_masked-NODE_8_length_436281_cov_36.7204_ID_15-processed-gene-1.10&CDS=1-1272
3133	OG0003133	YOR274W	snap_masked-NODE_19_length_213996_cov_36.8084_ID_37-processed-gene-0.76-mRNA-1_1&gene=snap_masked-NODE_19_length_213996_cov_36.8084_ID_37-processed-gene-0.76&CDS=1-1347
3134	OG0003134	YOR275C	snap_masked-NODE_19_length_213996_cov_36.8084_ID_37-processed-gene-0.51-mRNA-1_1&gene=snap_masked-NODE_19_length_213996_cov_36.8084_ID_37-processed-gene-0.51&CDS=1-2286
3135	OG0003135	YOR281C	snap_masked-NODE_14_length_262008_cov_38.1084_ID_27-processed-gene-1.144-mRNA-1_1&gene=snap_masked-NODE_14_length_262008_cov_38.1084_ID_27-processed-gene-1.144&CDS=1-732
3136	OG0003136	YOR283W	snap_masked-NODE_58_length_51929_cov_35.905_ID_115-processed-gene-0.70-mRNA-1_1&gene=snap_masked-NODE_58_length_51929_cov_35.905_ID_115-processed-gene-0.70&CDS=1-669
3137	OG0003137	YOR285W	maker-NODE_10_length_307126_cov_36.5879_ID_19-snap-gene-0.46-mRNA-1_1&gene=maker-NODE_10_length_307126_cov_36.5879_ID_19-snap-gene-0.46&CDS=1-510
3138	OG0003138	YOR287C	snap_masked-NODE_10_length_307126_cov_36.5879_ID_19-processed-gene-0.125-mRNA-1_1&gene=snap_masked-NODE_10_length_307126_cov_36.5879_ID_19-processed-gene-0.125&CDS=1-774
3139	OG0003139	YOR288C	augustus_masked-NODE_10_length_307126_cov_36.5879_ID_19-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-NODE_10_length_307126_cov_36.5879_ID_19-processed-gene-0.85&CDS=1-1617
3140	OG0003140	YOR289W	maker-NODE_46_length_95220_cov_36.4924_ID_91-augustus-gene-0.45-mRNA-1_1&gene=maker-NODE_46_length_95220_cov_36.4924_ID_91-augustus-gene-0.45&CDS=1-606
3141	OG0003141	YOR291W	snap_masked-NODE_70_length_21327_cov_37.394_ID_139-processed-gene-0.0-mRNA-1_1&gene=snap_masked-NODE_70_length_21327_cov_37.394_ID_139-processed-gene-0.0&CDS=1-4275
3142	OG0003142	YOR292C	snap_masked-NODE_28_length_169718_cov_36.0306_ID_55-processed-gene-0.126-mRNA-1_1&gene=snap_masked-NODE_28_length_169718_cov_36.0306_ID_55-processed-gene-0.126&CDS=1-903
3143	OG0003143	YOR294W	maker-NODE_2_length_791592_cov_36.4955_ID_3-snap-gene-0.88-mRNA-1_1&gene=maker-NODE_2_length_791592_cov_36.4955_ID_3-snap-gene-0.88&CDS=1-609
3144	OG0003144	YOR296W	maker-NODE_2_length_791592_cov_36.4955_ID_3-snap-gene-0.86-mRNA-1_1&gene=maker-NODE_2_length_791592_cov_36.4955_ID_3-snap-gene-0.86&CDS=1-3894
3145	OG0003145	YOR298C-A	snap_masked-NODE_1_length_970412_cov_36.0026_ID_1-processed-gene-5.149-mRNA-1_1&gene=snap_masked-NODE_1_length_970412_cov_36.0026_ID_1-processed-gene-5.149&CDS=1-459
3146	OG0003146	YOR301W	snap_masked-NODE_2_length_791592_cov_36.4955_ID_3-processed-gene-6.138-mRNA-1_1&gene=snap_masked-NODE_2_length_791592_cov_36.4955_ID_3-processed-gene-6.138&CDS=1-1335
3147	OG0003147	YOR303W	snap_masked-NODE_5_length_573879_cov_35.9527_ID_9-processed-gene-2.104-mRNA-1_1&gene=snap_masked-NODE_5_length_573879_cov_35.9527_ID_9-processed-gene-2.104&CDS=1-1293
3148	OG0003148	YOR305W	snap_masked-NODE_9_length_335508_cov_36.1142_ID_17-processed-gene-0.105-mRNA-1_1&gene=snap_masked-NODE_9_length_335508_cov_36.1142_ID_17-processed-gene-0.105&CDS=1-648
3149	OG0003149	YOR307C	genemark-NODE_9_length_335508_cov_36.1142_ID_17-processed-gene-0.32-mRNA-1_1&gene=genemark-NODE_9_length_335508_cov_36.1142_ID_17-processed-gene-0.32&CDS=1-1260
3150	OG0003150	YOR310C	snap_masked-NODE_60_length_48957_cov_36.3055_ID_119-processed-gene-0.30-mRNA-1_1&gene=snap_masked-NODE_60_length_48957_cov_36.3055_ID_119-processed-gene-0.30&CDS=1-1527
3151	OG0003151	YOR311C	snap_masked-NODE_60_length_48957_cov_36.3055_ID_119-processed-gene-0.40-mRNA-1_1&gene=snap_masked-NODE_60_length_48957_cov_36.3055_ID_119-processed-gene-0.40&CDS=1-891
3152	OG0003152	YOR313C	snap_masked-NODE_60_length_48957_cov_36.3055_ID_119-processed-gene-0.24-mRNA-1_1&gene=snap_masked-NODE_60_length_48957_cov_36.3055_ID_119-processed-gene-0.24&CDS=1-873
3153	OG0003153	YOR317W	snap_masked-NODE_5_length_573879_cov_35.9527_ID_9-processed-gene-4.278-mRNA-1_1&gene=snap_masked-NODE_5_length_573879_cov_35.9527_ID_9-processed-gene-4.278&CDS=1-2061
3154	OG0003154	YOR319W	snap_masked-NODE_51_length_76832_cov_36.2766_ID_101-processed-gene-0.89-mRNA-1_1&gene=snap_masked-NODE_51_length_76832_cov_36.2766_ID_101-processed-gene-0.89&CDS=1-642
3155	OG0003155	YOR322C	snap_masked-NODE_7_length_514569_cov_35.9165_ID_13-processed-gene-1.143-mRNA-1_1&gene=snap_masked-NODE_7_length_514569_cov_35.9165_ID_13-processed-gene-1.143&CDS=1-1533
3156	OG0003156	YOR323C	snap_masked-NODE_1_length_970412_cov_36.0026_ID_1-processed-gene-1.111-mRNA-1_1&gene=snap_masked-NODE_1_length_970412_cov_36.0026_ID_1-processed-gene-1.111&CDS=1-1299
3157	OG0003157	YOR326W	snap_masked-NODE_7_length_514569_cov_35.9165_ID_13-processed-gene-1.148-mRNA-1_1&gene=snap_masked-NODE_7_length_514569_cov_35.9165_ID_13-processed-gene-1.148&CDS=1-4842
3158	OG0003158	YOR327C	maker-NODE_11_length_299995_cov_35.9452_ID_21-snap-gene-1.183-mRNA-1_1&gene=maker-NODE_11_length_299995_cov_35.9452_ID_21-snap-gene-1.183&CDS=1-333
3159	OG0003159	YOR329C	augustus_masked-NODE_3_length_652801_cov_36.0555_ID_5-processed-gene-4.103-mRNA-1_1&gene=augustus_masked-NODE_3_length_652801_cov_36.0555_ID_5-processed-gene-4.103&CDS=1-1776
3160	OG0003160	YOR330C	genemark-NODE_3_length_652801_cov_36.0555_ID_5-processed-gene-4.43-mRNA-1_1&gene=genemark-NODE_3_length_652801_cov_36.0555_ID_5-processed-gene-4.43&CDS=1-3504
3161	OG0003161	YOR332W	snap_masked-NODE_3_length_652801_cov_36.0555_ID_5-processed-gene-4.133-mRNA-1_1&gene=snap_masked-NODE_3_length_652801_cov_36.0555_ID_5-processed-gene-4.133&CDS=1-687
3162	OG0003162	YOR335C	snap_masked-NODE_9_length_335508_cov_36.1142_ID_17-processed-gene-1.31-mRNA-1_1&gene=snap_masked-NODE_9_length_335508_cov_36.1142_ID_17-processed-gene-1.31&CDS=1-2865
3163	OG0003163	YOR336W	maker-NODE_9_length_335508_cov_36.1142_ID_17-snap-gene-1.61-mRNA-1_1&gene=maker-NODE_9_length_335508_cov_36.1142_ID_17-snap-gene-1.61&CDS=1-4440
3164	OG0003164	YOR339C	snap_masked-NODE_28_length_169718_cov_36.0306_ID_55-processed-gene-0.104-mRNA-1_1&gene=snap_masked-NODE_28_length_169718_cov_36.0306_ID_55-processed-gene-0.104&CDS=1-474
3165	OG0003165	YOR340C	snap_masked-NODE_3_length_652801_cov_36.0555_ID_5-processed-gene-4.136-mRNA-1_1&gene=snap_masked-NODE_3_length_652801_cov_36.0555_ID_5-processed-gene-4.136&CDS=1-891
3166	OG0003166	YOR341W	maker-NODE_5_length_573879_cov_35.9527_ID_9-snap-gene-4.98-mRNA-1_1&gene=maker-NODE_5_length_573879_cov_35.9527_ID_9-snap-gene-4.98&CDS=1-4908
3167	OG0003167	YOR346W	snap_masked-NODE_32_length_149779_cov_35.9932_ID_63-processed-gene-0.51-mRNA-1_1&gene=snap_masked-NODE_32_length_149779_cov_35.9932_ID_63-processed-gene-0.51&CDS=1-2286
3168	OG0003168	YOR348C	snap_masked-NODE_7_length_514569_cov_35.9165_ID_13-processed-gene-3.91-mRNA-1_1&gene=snap_masked-NODE_7_length_514569_cov_35.9165_ID_13-processed-gene-3.91&CDS=1-1653
3169	OG0003169	YOR349W	snap_masked-NODE_1_length_970412_cov_36.0026_ID_1-processed-gene-3.114-mRNA-1_1&gene=snap_masked-NODE_1_length_970412_cov_36.0026_ID_1-processed-gene-3.114&CDS=1-3060
3170	OG0003170	YOR352W	snap_masked-NODE_17_length_223125_cov_36.7519_ID_33-processed-gene-1.73-mRNA-1_1&gene=snap_masked-NODE_17_length_223125_cov_36.7519_ID_33-processed-gene-1.73&CDS=1-624
3171	OG0003171	YOR353C	snap_masked-NODE_3_length_652801_cov_36.0555_ID_5-processed-gene-5.130-mRNA-1_1&gene=snap_masked-NODE_3_length_652801_cov_36.0555_ID_5-processed-gene-5.130&CDS=1-2799
3172	OG0003172	YOR356W	snap_masked-NODE_40_length_111623_cov_36.2966_ID_79-processed-gene-0.85-mRNA-1_1&gene=snap_masked-NODE_40_length_111623_cov_36.2966_ID_79-processed-gene-0.85&CDS=1-1839
3173	OG0003173	YOR357C	maker-NODE_13_length_273656_cov_36.2819_ID_25-augustus-gene-1.8-mRNA-1_1&gene=maker-NODE_13_length_273656_cov_36.2819_ID_25-augustus-gene-1.8&CDS=1-495
3174	OG0003174	YOR358W	snap_masked-NODE_13_length_273656_cov_36.2819_ID_25-processed-gene-0.30-mRNA-1_1&gene=snap_masked-NODE_13_length_273656_cov_36.2819_ID_25-processed-gene-0.30&CDS=1-804
3175	OG0003175	YOR359W	snap_masked-NODE_96_length_3604_cov_32.4068_ID_191-processed-gene-0.1-mRNA-1_1&gene=snap_masked-NODE_96_length_3604_cov_32.4068_ID_191-processed-gene-0.1&CDS=1-1569
3176	OG0003176	YOR360C	snap_masked-NODE_55_length_55226_cov_35.6328_ID_109-processed-gene-0.38-mRNA-1_1&gene=snap_masked-NODE_55_length_55226_cov_35.6328_ID_109-processed-gene-0.38&CDS=1-1674
3177	OG0003177	YOR361C	snap_masked-NODE_11_length_299995_cov_35.9452_ID_21-processed-gene-1.273-mRNA-1_1&gene=snap_masked-NODE_11_length_299995_cov_35.9452_ID_21-processed-gene-1.273&CDS=1-2169
3178	OG0003178	YOR362C	maker-NODE_11_length_299995_cov_35.9452_ID_21-snap-gene-1.182-mRNA-1_1&gene=maker-NODE_11_length_299995_cov_35.9452_ID_21-snap-gene-1.182&CDS=1-753
3179	OG0003179	YOR367W	maker-NODE_3_length_652801_cov_36.0555_ID_5-snap-gene-4.56-mRNA-1_1&gene=maker-NODE_3_length_652801_cov_36.0555_ID_5-snap-gene-4.56&CDS=1-1503
3180	OG0003180	YOR369C	genemark-NODE_3_length_652801_cov_36.0555_ID_5-processed-gene-4.45-mRNA-1_1&gene=genemark-NODE_3_length_652801_cov_36.0555_ID_5-processed-gene-4.45&CDS=1-438
3181	OG0003181	YOR370C	snap_masked-NODE_3_length_652801_cov_36.0555_ID_5-processed-gene-4.139-mRNA-1_1&gene=snap_masked-NODE_3_length_652801_cov_36.0555_ID_5-processed-gene-4.139&CDS=1-1683
3182	OG0003182	YOR373W	maker-NODE_18_length_214091_cov_36.9011_ID_35-snap-gene-0.35-mRNA-1_1&gene=maker-NODE_18_length_214091_cov_36.9011_ID_35-snap-gene-0.35&CDS=1-4206
3183	OG0003183	YOR374W	snap_masked-NODE_1_length_970412_cov_36.0026_ID_1-processed-gene-5.155-mRNA-1_1&gene=snap_masked-NODE_1_length_970412_cov_36.0026_ID_1-processed-gene-5.155&CDS=1-1488
3184	OG0003184	YOR375C	snap_masked-NODE_62_length_41679_cov_37.5807_ID_123-processed-gene-0.19-mRNA-1_1&gene=snap_masked-NODE_62_length_41679_cov_37.5807_ID_123-processed-gene-0.19&CDS=1-1362
3185	OG0003185	YPL001W	snap_masked-NODE_5_length_573879_cov_35.9527_ID_9-processed-gene-3.91-mRNA-1_1&gene=snap_masked-NODE_5_length_573879_cov_35.9527_ID_9-processed-gene-3.91&CDS=1-1164
3186	OG0003186	YPL002C	snap_masked-NODE_2_length_791592_cov_36.4955_ID_3-processed-gene-6.202-mRNA-1_1&gene=snap_masked-NODE_2_length_791592_cov_36.4955_ID_3-processed-gene-6.202&CDS=1-726
3187	OG0003187	YPL003W	snap_masked-NODE_71_length_21141_cov_37.7648_ID_141-processed-gene-0.23-mRNA-1_1&gene=snap_masked-NODE_71_length_21141_cov_37.7648_ID_141-processed-gene-0.23&CDS=1-1527
3188	OG0003188	YPL006W	snap_masked-NODE_28_length_169718_cov_36.0306_ID_55-processed-gene-0.173-mRNA-1_1&gene=snap_masked-NODE_28_length_169718_cov_36.0306_ID_55-processed-gene-0.173&CDS=1-3849
3189	OG0003189	YPL008W	snap_masked-NODE_8_length_436281_cov_36.7204_ID_15-processed-gene-3.131-mRNA-1_1&gene=snap_masked-NODE_8_length_436281_cov_36.7204_ID_15-processed-gene-3.131&CDS=1-2538
3190	OG0003190	YPL009C	snap_masked-NODE_33_length_148847_cov_36.5932_ID_65-processed-gene-0.67-mRNA-1_1&gene=snap_masked-NODE_33_length_148847_cov_36.5932_ID_65-processed-gene-0.67&CDS=1-3201
3191	OG0003191	YPL010W	snap_masked-NODE_33_length_148847_cov_36.5932_ID_65-processed-gene-0.96-mRNA-1_1&gene=snap_masked-NODE_33_length_148847_cov_36.5932_ID_65-processed-gene-0.96&CDS=1-582
3192	OG0003192	YPL011C	snap_masked-NODE_33_length_148847_cov_36.5932_ID_65-processed-gene-0.68-mRNA-1_1&gene=snap_masked-NODE_33_length_148847_cov_36.5932_ID_65-processed-gene-0.68&CDS=1-645
3193	OG0003193	YPL012W	snap_masked-NODE_33_length_148847_cov_36.5932_ID_65-processed-gene-0.99-mRNA-1_1&gene=snap_masked-NODE_33_length_148847_cov_36.5932_ID_65-processed-gene-0.99&CDS=1-3594
3194	OG0003194	YPL013C	maker-NODE_16_length_234033_cov_177.797_ID_31-augustus-gene-0.85-mRNA-1_1&gene=maker-NODE_16_length_234033_cov_177.797_ID_31-augustus-gene-0.85&CDS=1-378
3195	OG0003195	YPL015C	snap_masked-NODE_33_length_148847_cov_36.5932_ID_65-processed-gene-0.94-mRNA-1_1&gene=snap_masked-NODE_33_length_148847_cov_36.5932_ID_65-processed-gene-0.94&CDS=1-1017
3196	OG0003196	YPL020C	snap_masked-NODE_62_length_41679_cov_37.5807_ID_123-processed-gene-0.29-mRNA-1_1&gene=snap_masked-NODE_62_length_41679_cov_37.5807_ID_123-processed-gene-0.29&CDS=1-1701
3197	OG0003197	YPL022W	snap_masked-NODE_1_length_970412_cov_36.0026_ID_1-processed-gene-3.106-mRNA-1_1&gene=snap_masked-NODE_1_length_970412_cov_36.0026_ID_1-processed-gene-3.106&CDS=1-2973
3198	OG0003198	YPL023C	snap_masked-NODE_1_length_970412_cov_36.0026_ID_1-processed-gene-3.127-mRNA-1_1&gene=snap_masked-NODE_1_length_970412_cov_36.0026_ID_1-processed-gene-3.127&CDS=1-1770
3199	OG0003199	YPL028W	snap_masked-NODE_26_length_179169_cov_36.8649_ID_51-processed-gene-0.194-mRNA-1_1&gene=snap_masked-NODE_26_length_179169_cov_36.8649_ID_51-processed-gene-0.194&CDS=1-1185
3200	OG0003200	YPL029W	snap_masked-NODE_26_length_179169_cov_36.8649_ID_51-processed-gene-0.195-mRNA-1_1&gene=snap_masked-NODE_26_length_179169_cov_36.8649_ID_51-processed-gene-0.195&CDS=1-2313
3201	OG0003201	YPL030W	snap_masked-NODE_26_length_179169_cov_36.8649_ID_51-processed-gene-0.150-mRNA-1_1&gene=snap_masked-NODE_26_length_179169_cov_36.8649_ID_51-processed-gene-0.150&CDS=1-1527
3202	OG0003202	YPL031C	snap_masked-NODE_26_length_179169_cov_36.8649_ID_51-processed-gene-0.184-mRNA-1_1&gene=snap_masked-NODE_26_length_179169_cov_36.8649_ID_51-processed-gene-0.184&CDS=1-960
3203	OG0003203	YPL040C	snap_masked-NODE_7_length_514569_cov_35.9165_ID_13-processed-gene-4.66-mRNA-1_1&gene=snap_masked-NODE_7_length_514569_cov_35.9165_ID_13-processed-gene-4.66&CDS=1-2925
3204	OG0003204	YPL041C	maker-NODE_45_length_98406_cov_38.6896_ID_89-snap-gene-0.0-mRNA-1_1&gene=maker-NODE_45_length_98406_cov_38.6896_ID_89-snap-gene-0.0&CDS=1-720
3205	OG0003205	YPL042C	snap_masked-NODE_22_length_200232_cov_36.0668_ID_43-processed-gene-1.105-mRNA-1_1&gene=snap_masked-NODE_22_length_200232_cov_36.0668_ID_43-processed-gene-1.105&CDS=1-1278
3206	OG0003206	YPL043W	snap_masked-NODE_26_length_179169_cov_36.8649_ID_51-processed-gene-0.185-mRNA-1_1&gene=snap_masked-NODE_26_length_179169_cov_36.8649_ID_51-processed-gene-0.185&CDS=1-1941
3207	OG0003207	YPL045W	snap_masked-NODE_26_length_179169_cov_36.8649_ID_51-processed-gene-0.187-mRNA-1_1&gene=snap_masked-NODE_26_length_179169_cov_36.8649_ID_51-processed-gene-0.187&CDS=1-2472
3208	OG0003208	YPL046C	snap_masked-NODE_26_length_179169_cov_36.8649_ID_51-processed-gene-0.152-mRNA-1_1&gene=snap_masked-NODE_26_length_179169_cov_36.8649_ID_51-processed-gene-0.152&CDS=1-303
3209	OG0003209	YPL047W	snap_masked-NODE_26_length_179169_cov_36.8649_ID_51-processed-gene-0.154-mRNA-1_1&gene=snap_masked-NODE_26_length_179169_cov_36.8649_ID_51-processed-gene-0.154&CDS=1-456
3210	OG0003210	YPL048W	maker-NODE_26_length_179169_cov_36.8649_ID_51-snap-gene-0.72-mRNA-1_1&gene=maker-NODE_26_length_179169_cov_36.8649_ID_51-snap-gene-0.72&CDS=1-1218
3211	OG0003211	YPL050C	snap_masked-NODE_26_length_179169_cov_36.8649_ID_51-processed-gene-0.141-mRNA-1_1&gene=snap_masked-NODE_26_length_179169_cov_36.8649_ID_51-processed-gene-0.141&CDS=1-1026
3212	OG0003212	YPL051W	maker-NODE_5_length_573879_cov_35.9527_ID_9-snap-gene-4.91-mRNA-1_1&gene=maker-NODE_5_length_573879_cov_35.9527_ID_9-snap-gene-4.91&CDS=1-591
3213	OG0003213	YPL054W	snap_masked-NODE_26_length_179169_cov_36.8649_ID_51-processed-gene-0.142-mRNA-1_1&gene=snap_masked-NODE_26_length_179169_cov_36.8649_ID_51-processed-gene-0.142&CDS=1-1308
3214	OG0003214	YPL059W	snap_masked-NODE_14_length_262008_cov_38.1084_ID_27-processed-gene-1.171-mRNA-1_1&gene=snap_masked-NODE_14_length_262008_cov_38.1084_ID_27-processed-gene-1.171&CDS=1-432
3215	OG0003215	YPL060W	genemark-NODE_7_length_514569_cov_35.9165_ID_13-processed-gene-0.2-mRNA-1_1&gene=genemark-NODE_7_length_514569_cov_35.9165_ID_13-processed-gene-0.2&CDS=1-1272
3216	OG0003216	YPL063W	snap_masked-NODE_5_length_573879_cov_35.9527_ID_9-processed-gene-4.250-mRNA-1_1&gene=snap_masked-NODE_5_length_573879_cov_35.9527_ID_9-processed-gene-4.250&CDS=1-1380
3217	OG0003217	YPL065W	snap_masked-NODE_19_length_213996_cov_36.8084_ID_37-processed-gene-1.161-mRNA-1_1&gene=snap_masked-NODE_19_length_213996_cov_36.8084_ID_37-processed-gene-1.161&CDS=1-738
3218	OG0003218	YPL067C	maker-NODE_2_length_791592_cov_36.4955_ID_3-snap-gene-6.4-mRNA-1_1&gene=maker-NODE_2_length_791592_cov_36.4955_ID_3-snap-gene-6.4&CDS=1-639
