	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034611_Saturnispora_mendoncae
2099	OG0002099	YLR337C	genemark-NODE_11_length_258595_cov_41.7728_ID_21-processed-gene-1.58-mRNA-1_1&gene=genemark-NODE_11_length_258595_cov_41.7728_ID_21-processed-gene-1.58&CDS=1-2259
2100	OG0002100	YLR340W	genemark-NODE_18_length_180837_cov_41.9367_ID_35-processed-gene-0.84-mRNA-1_1&gene=genemark-NODE_18_length_180837_cov_41.9367_ID_35-processed-gene-0.84&CDS=1-936
2101	OG0002101	YLR345W	genemark-NODE_15_length_240345_cov_42.9318_ID_29-processed-gene-1.237-mRNA-1_1&gene=genemark-NODE_15_length_240345_cov_42.9318_ID_29-processed-gene-1.237&CDS=1-1422
2102	OG0002102	YLR347C	augustus_masked-NODE_16_length_236635_cov_41.9628_ID_31-processed-gene-1.237-mRNA-1_1&gene=augustus_masked-NODE_16_length_236635_cov_41.9628_ID_31-processed-gene-1.237&CDS=1-4026
2103	OG0002103	YLR351C	genemark-NODE_5_length_544853_cov_41.9478_ID_9-processed-gene-3.27-mRNA-1_1&gene=genemark-NODE_5_length_544853_cov_41.9478_ID_9-processed-gene-3.27&CDS=1-882
2104	OG0002104	YLR354C	genemark-NODE_4_length_635359_cov_41.4667_ID_7-processed-gene-5.18-mRNA-1_1&gene=genemark-NODE_4_length_635359_cov_41.4667_ID_7-processed-gene-5.18&CDS=1-972
2105	OG0002105	YLR355C	genemark-NODE_6_length_475741_cov_42.113_ID_11-processed-gene-2.1-mRNA-1_1&gene=genemark-NODE_6_length_475741_cov_42.113_ID_11-processed-gene-2.1&CDS=1-1182
2106	OG0002106	YLR361C	genemark-NODE_13_length_255369_cov_41.7759_ID_25-processed-gene-0.132-mRNA-1_1&gene=genemark-NODE_13_length_255369_cov_41.7759_ID_25-processed-gene-0.132&CDS=1-1923
2107	OG0002107	YLR363W-A	snap_masked-NODE_1_length_724845_cov_40.9392_ID_1-processed-gene-0.47-mRNA-1_1&gene=snap_masked-NODE_1_length_724845_cov_40.9392_ID_1-processed-gene-0.47&CDS=1-270
2108	OG0002108	YLR370C	augustus_masked-NODE_3_length_680843_cov_41.5593_ID_5-processed-gene-2.89-mRNA-1_1&gene=augustus_masked-NODE_3_length_680843_cov_41.5593_ID_5-processed-gene-2.89&CDS=1-528
2109	OG0002109	YLR372W	genemark-NODE_1_length_724845_cov_40.9392_ID_1-processed-gene-0.134-mRNA-1_1&gene=genemark-NODE_1_length_724845_cov_40.9392_ID_1-processed-gene-0.134&CDS=1-930
2110	OG0002110	YLR377C	genemark-NODE_31_length_66966_cov_40.8582_ID_61-processed-gene-0.73-mRNA-1_1&gene=genemark-NODE_31_length_66966_cov_40.8582_ID_61-processed-gene-0.73&CDS=1-1014
2111	OG0002111	YLR382C	genemark-NODE_11_length_258595_cov_41.7728_ID_21-processed-gene-1.44-mRNA-1_1&gene=genemark-NODE_11_length_258595_cov_41.7728_ID_21-processed-gene-1.44&CDS=1-2688
2112	OG0002112	YLR383W	genemark-NODE_11_length_258595_cov_41.7728_ID_21-processed-gene-1.72-mRNA-1_1&gene=genemark-NODE_11_length_258595_cov_41.7728_ID_21-processed-gene-1.72&CDS=1-3357
2113	OG0002113	YLR384C	snap_masked-NODE_3_length_680843_cov_41.5593_ID_5-processed-gene-1.61-mRNA-1_1&gene=snap_masked-NODE_3_length_680843_cov_41.5593_ID_5-processed-gene-1.61&CDS=1-4413
2114	OG0002114	YLR386W	maker-NODE_2_length_712999_cov_40.8768_ID_3-augustus-gene-0.6-mRNA-1_1&gene=maker-NODE_2_length_712999_cov_40.8768_ID_3-augustus-gene-0.6&CDS=1-3138
2115	OG0002115	YLR389C	genemark-NODE_15_length_240345_cov_42.9318_ID_29-processed-gene-1.199-mRNA-1_1&gene=genemark-NODE_15_length_240345_cov_42.9318_ID_29-processed-gene-1.199&CDS=1-3228
2116	OG0002116	YLR390W-A	augustus_masked-NODE_15_length_240345_cov_42.9318_ID_29-processed-gene-1.141-mRNA-1_1&gene=augustus_masked-NODE_15_length_240345_cov_42.9318_ID_29-processed-gene-1.141&CDS=1-636
2117	OG0002117	YLR393W	genemark-NODE_5_length_544853_cov_41.9478_ID_9-processed-gene-4.0-mRNA-1_1&gene=genemark-NODE_5_length_544853_cov_41.9478_ID_9-processed-gene-4.0&CDS=1-918
2118	OG0002118	YLR395C	snap_masked-NODE_17_length_212836_cov_42.4655_ID_33-processed-gene-1.17-mRNA-1_1&gene=snap_masked-NODE_17_length_212836_cov_42.4655_ID_33-processed-gene-1.17&CDS=1-651
2119	OG0002119	YLR398C	genemark-NODE_5_length_544853_cov_41.9478_ID_9-processed-gene-4.1-mRNA-1_1&gene=genemark-NODE_5_length_544853_cov_41.9478_ID_9-processed-gene-4.1&CDS=1-3693
2120	OG0002120	YLR399C	genemark-NODE_7_length_360178_cov_41.5782_ID_13-processed-gene-2.30-mRNA-1_1&gene=genemark-NODE_7_length_360178_cov_41.5782_ID_13-processed-gene-2.30&CDS=1-1854
2121	OG0002121	YLR401C	genemark-NODE_2_length_712999_cov_40.8768_ID_3-processed-gene-5.38-mRNA-1_1&gene=genemark-NODE_2_length_712999_cov_40.8768_ID_3-processed-gene-5.38&CDS=1-1803
2122	OG0002122	YLR403W	genemark-NODE_2_length_712999_cov_40.8768_ID_3-processed-gene-5.12-mRNA-1_1&gene=genemark-NODE_2_length_712999_cov_40.8768_ID_3-processed-gene-5.12&CDS=1-1329
2123	OG0002123	YLR405W	genemark-NODE_2_length_712999_cov_40.8768_ID_3-processed-gene-5.14-mRNA-1_1&gene=genemark-NODE_2_length_712999_cov_40.8768_ID_3-processed-gene-5.14&CDS=1-1017
2124	OG0002124	YLR409C	genemark-NODE_2_length_712999_cov_40.8768_ID_3-processed-gene-5.41-mRNA-1_1&gene=genemark-NODE_2_length_712999_cov_40.8768_ID_3-processed-gene-5.41&CDS=1-2838
2125	OG0002125	YLR410W	augustus_masked-NODE_2_length_712999_cov_40.8768_ID_3-processed-gene-5.127-mRNA-1_1&gene=augustus_masked-NODE_2_length_712999_cov_40.8768_ID_3-processed-gene-5.127&CDS=1-3279
2126	OG0002126	YLR411W	augustus_masked-NODE_17_length_212836_cov_42.4655_ID_33-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-NODE_17_length_212836_cov_42.4655_ID_33-processed-gene-0.78&CDS=1-903
2127	OG0002127	YLR412W	genemark-NODE_12_length_255420_cov_41.4768_ID_23-processed-gene-1.192-mRNA-1_1&gene=genemark-NODE_12_length_255420_cov_41.4768_ID_23-processed-gene-1.192&CDS=1-708
2128	OG0002128	YLR414C	snap_masked-NODE_1_length_724845_cov_40.9392_ID_1-processed-gene-3.10-mRNA-1_1&gene=snap_masked-NODE_1_length_724845_cov_40.9392_ID_1-processed-gene-3.10&CDS=1-819
2129	OG0002129	YLR418C	genemark-NODE_6_length_475741_cov_42.113_ID_11-processed-gene-3.24-mRNA-1_1&gene=genemark-NODE_6_length_475741_cov_42.113_ID_11-processed-gene-3.24&CDS=1-1059
2130	OG0002130	YLR419W	genemark-NODE_5_length_544853_cov_41.9478_ID_9-processed-gene-1.125-mRNA-1_1&gene=genemark-NODE_5_length_544853_cov_41.9478_ID_9-processed-gene-1.125&CDS=1-4059
2131	OG0002131	YLR420W	augustus_masked-NODE_28_length_106324_cov_41.1752_ID_55-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-NODE_28_length_106324_cov_41.1752_ID_55-processed-gene-0.45&CDS=1-1107
2132	OG0002132	YLR422W	snap_masked-NODE_9_length_282536_cov_40.9967_ID_17-processed-gene-1.221-mRNA-1_1&gene=snap_masked-NODE_9_length_282536_cov_40.9967_ID_17-processed-gene-1.221&CDS=1-5814
2133	OG0002133	YLR423C	snap_masked-NODE_12_length_255420_cov_41.4768_ID_23-processed-gene-1.135-mRNA-1_1&gene=snap_masked-NODE_12_length_255420_cov_41.4768_ID_23-processed-gene-1.135&CDS=1-1266
2134	OG0002134	YLR424W	augustus_masked-NODE_6_length_475741_cov_42.113_ID_11-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-NODE_6_length_475741_cov_42.113_ID_11-processed-gene-0.28&CDS=1-1809
2135	OG0002135	YLR429W	augustus_masked-NODE_28_length_106324_cov_41.1752_ID_55-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-NODE_28_length_106324_cov_41.1752_ID_55-processed-gene-0.47&CDS=1-1761
2136	OG0002136	YLR430W	augustus_masked-NODE_28_length_106324_cov_41.1752_ID_55-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-NODE_28_length_106324_cov_41.1752_ID_55-processed-gene-0.46&CDS=1-5868
2137	OG0002137	YLR432W	genemark-NODE_14_length_251873_cov_41.9906_ID_27-processed-gene-1.22-mRNA-1_1&gene=genemark-NODE_14_length_251873_cov_41.9906_ID_27-processed-gene-1.22&CDS=1-1566
2138	OG0002138	YLR435W	genemark-NODE_12_length_255420_cov_41.4768_ID_23-processed-gene-0.115-mRNA-1_1&gene=genemark-NODE_12_length_255420_cov_41.4768_ID_23-processed-gene-0.115&CDS=1-486
2139	OG0002139	YLR438C-A	snap_masked-NODE_7_length_360178_cov_41.5782_ID_13-processed-gene-1.104-mRNA-1_1&gene=snap_masked-NODE_7_length_360178_cov_41.5782_ID_13-processed-gene-1.104&CDS=1-264
2140	OG0002140	YLR438W	genemark-NODE_3_length_680843_cov_41.5593_ID_5-processed-gene-0.136-mRNA-1_1&gene=genemark-NODE_3_length_680843_cov_41.5593_ID_5-processed-gene-0.136&CDS=1-1311
2141	OG0002141	YLR439W	augustus_masked-NODE_28_length_106324_cov_41.1752_ID_55-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-NODE_28_length_106324_cov_41.1752_ID_55-processed-gene-0.17&CDS=1-705
2142	OG0002142	YLR441C	genemark-NODE_14_length_251873_cov_41.9906_ID_27-processed-gene-1.53-mRNA-1_1&gene=genemark-NODE_14_length_251873_cov_41.9906_ID_27-processed-gene-1.53&CDS=1-768
2143	OG0002143	YLR443W	augustus_masked-NODE_14_length_251873_cov_41.9906_ID_27-processed-gene-1.167-mRNA-1_1&gene=augustus_masked-NODE_14_length_251873_cov_41.9906_ID_27-processed-gene-1.167&CDS=1-1326
2144	OG0002144	YLR447C	augustus_masked-NODE_3_length_680843_cov_41.5593_ID_5-processed-gene-5.217-mRNA-1_1&gene=augustus_masked-NODE_3_length_680843_cov_41.5593_ID_5-processed-gene-5.217&CDS=1-4491
2145	OG0002145	YLR450W	augustus_masked-NODE_2_length_712999_cov_40.8768_ID_3-processed-gene-6.187-mRNA-1_1&gene=augustus_masked-NODE_2_length_712999_cov_40.8768_ID_3-processed-gene-6.187&CDS=1-3153
2146	OG0002146	YLR451W	snap_masked-NODE_1_length_724845_cov_40.9392_ID_1-processed-gene-6.28-mRNA-1_1&gene=snap_masked-NODE_1_length_724845_cov_40.9392_ID_1-processed-gene-6.28&CDS=1-2508
2147	OG0002147	YLR452C	augustus_masked-NODE_1_length_724845_cov_40.9392_ID_1-processed-gene-6.119-mRNA-1_1&gene=augustus_masked-NODE_1_length_724845_cov_40.9392_ID_1-processed-gene-6.119&CDS=1-2265
2148	OG0002148	YLR455W	snap_masked-NODE_3_length_680843_cov_41.5593_ID_5-processed-gene-3.29-mRNA-1_1&gene=snap_masked-NODE_3_length_680843_cov_41.5593_ID_5-processed-gene-3.29&CDS=1-1446
2149	OG0002149	YLR459W	snap_masked-NODE_13_length_255369_cov_41.7759_ID_25-processed-gene-0.34-mRNA-1_1&gene=snap_masked-NODE_13_length_255369_cov_41.7759_ID_25-processed-gene-0.34&CDS=1-1008
2150	OG0002150	YML001W	genemark-NODE_4_length_635359_cov_41.4667_ID_7-processed-gene-3.24-mRNA-1_1&gene=genemark-NODE_4_length_635359_cov_41.4667_ID_7-processed-gene-3.24&CDS=1-1386
2151	OG0002151	YML002W	snap_masked-NODE_2_length_712999_cov_40.8768_ID_3-processed-gene-4.98-mRNA-1_1&gene=snap_masked-NODE_2_length_712999_cov_40.8768_ID_3-processed-gene-4.98&CDS=1-3606
2152	OG0002152	YML004C	genemark-NODE_1_length_724845_cov_40.9392_ID_1-processed-gene-5.105-mRNA-1_1&gene=genemark-NODE_1_length_724845_cov_40.9392_ID_1-processed-gene-5.105&CDS=1-900
2153	OG0002153	YML005W	snap_masked-NODE_2_length_712999_cov_40.8768_ID_3-processed-gene-6.111-mRNA-1_1&gene=snap_masked-NODE_2_length_712999_cov_40.8768_ID_3-processed-gene-6.111&CDS=1-1314
2154	OG0002154	YML007W	genemark-NODE_20_length_127495_cov_41.6239_ID_39-processed-gene-0.5-mRNA-1_1&gene=genemark-NODE_20_length_127495_cov_41.6239_ID_39-processed-gene-0.5&CDS=1-1173
2155	OG0002155	YML008C	genemark-NODE_5_length_544853_cov_41.9478_ID_9-processed-gene-2.20-mRNA-1_1&gene=genemark-NODE_5_length_544853_cov_41.9478_ID_9-processed-gene-2.20&CDS=1-2400
2156	OG0002156	YML012W	augustus_masked-NODE_5_length_544853_cov_41.9478_ID_9-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-NODE_5_length_544853_cov_41.9478_ID_9-processed-gene-0.60&CDS=1-639
2157	OG0002157	YML013W	snap_masked-NODE_14_length_251873_cov_41.9906_ID_27-processed-gene-0.99-mRNA-1_1&gene=snap_masked-NODE_14_length_251873_cov_41.9906_ID_27-processed-gene-0.99&CDS=1-1623
2158	OG0002158	YML014W	genemark-NODE_3_length_680843_cov_41.5593_ID_5-processed-gene-2.15-mRNA-1_1&gene=genemark-NODE_3_length_680843_cov_41.5593_ID_5-processed-gene-2.15&CDS=1-840
2159	OG0002159	YML018C	genemark-NODE_5_length_544853_cov_41.9478_ID_9-processed-gene-4.30-mRNA-1_1&gene=genemark-NODE_5_length_544853_cov_41.9478_ID_9-processed-gene-4.30&CDS=1-1092
2160	OG0002160	YML020W	genemark-NODE_3_length_680843_cov_41.5593_ID_5-processed-gene-1.97-mRNA-1_1&gene=genemark-NODE_3_length_680843_cov_41.5593_ID_5-processed-gene-1.97&CDS=1-1677
2161	OG0002161	YML021C	maker-NODE_3_length_680843_cov_41.5593_ID_5-augustus-gene-1.83-mRNA-1_1&gene=maker-NODE_3_length_680843_cov_41.5593_ID_5-augustus-gene-1.83&CDS=1-1833
2162	OG0002162	YML022W	augustus_masked-NODE_3_length_680843_cov_41.5593_ID_5-processed-gene-1.38-mRNA-1_1&gene=augustus_masked-NODE_3_length_680843_cov_41.5593_ID_5-processed-gene-1.38&CDS=1-594
2163	OG0002163	YML025C	genemark-NODE_6_length_475741_cov_42.113_ID_11-processed-gene-3.10-mRNA-1_1&gene=genemark-NODE_6_length_475741_cov_42.113_ID_11-processed-gene-3.10&CDS=1-801
2164	OG0002164	YML031W	augustus_masked-NODE_2_length_712999_cov_40.8768_ID_3-processed-gene-1.72-mRNA-1_1&gene=augustus_masked-NODE_2_length_712999_cov_40.8768_ID_3-processed-gene-1.72&CDS=1-1845
2165	OG0002165	YML032C	genemark-NODE_2_length_712999_cov_40.8768_ID_3-processed-gene-1.147-mRNA-1_1&gene=genemark-NODE_2_length_712999_cov_40.8768_ID_3-processed-gene-1.147&CDS=1-1236
2166	OG0002166	YML035C	snap_masked-NODE_24_length_112108_cov_42.372_ID_47-processed-gene-0.122-mRNA-1_1&gene=snap_masked-NODE_24_length_112108_cov_42.372_ID_47-processed-gene-0.122&CDS=1-2169
2167	OG0002167	YML042W	augustus_masked-NODE_10_length_262436_cov_41.334_ID_19-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-NODE_10_length_262436_cov_41.334_ID_19-processed-gene-0.66&CDS=1-3012
2168	OG0002168	YML046W	genemark-NODE_2_length_712999_cov_40.8768_ID_3-processed-gene-5.45-mRNA-1_1&gene=genemark-NODE_2_length_712999_cov_40.8768_ID_3-processed-gene-5.45&CDS=1-1992
2169	OG0002169	YML048W	genemark-NODE_19_length_138995_cov_40.4893_ID_37-processed-gene-0.226-mRNA-1_1&gene=genemark-NODE_19_length_138995_cov_40.4893_ID_37-processed-gene-0.226&CDS=1-1098
2170	OG0002170	YML049C	snap_masked-NODE_11_length_258595_cov_41.7728_ID_21-processed-gene-0.76-mRNA-1_1&gene=snap_masked-NODE_11_length_258595_cov_41.7728_ID_21-processed-gene-0.76&CDS=1-3603
2171	OG0002171	YML052W	genemark-NODE_2_length_712999_cov_40.8768_ID_3-processed-gene-0.118-mRNA-1_1&gene=genemark-NODE_2_length_712999_cov_40.8768_ID_3-processed-gene-0.118&CDS=1-774
2172	OG0002172	YML059C	genemark-NODE_7_length_360178_cov_41.5782_ID_13-processed-gene-1.26-mRNA-1_1&gene=genemark-NODE_7_length_360178_cov_41.5782_ID_13-processed-gene-1.26&CDS=1-6012
2173	OG0002173	YML060W	genemark-NODE_14_length_251873_cov_41.9906_ID_27-processed-gene-1.65-mRNA-1_1&gene=genemark-NODE_14_length_251873_cov_41.9906_ID_27-processed-gene-1.65&CDS=1-1200
2174	OG0002174	YML064C	genemark-NODE_14_length_251873_cov_41.9906_ID_27-processed-gene-1.23-mRNA-1_1&gene=genemark-NODE_14_length_251873_cov_41.9906_ID_27-processed-gene-1.23&CDS=1-591
2175	OG0002175	YML065W	genemark-NODE_14_length_251873_cov_41.9906_ID_27-processed-gene-1.54-mRNA-1_1&gene=genemark-NODE_14_length_251873_cov_41.9906_ID_27-processed-gene-1.54&CDS=1-2223
2176	OG0002176	YML068W	snap_masked-NODE_2_length_712999_cov_40.8768_ID_3-processed-gene-4.84-mRNA-1_1&gene=snap_masked-NODE_2_length_712999_cov_40.8768_ID_3-processed-gene-4.84&CDS=1-1434
2177	OG0002177	YML069W	genemark-NODE_7_length_360178_cov_41.5782_ID_13-processed-gene-0.120-mRNA-1_1&gene=genemark-NODE_7_length_360178_cov_41.5782_ID_13-processed-gene-0.120&CDS=1-1665
2178	OG0002178	YML079W	genemark-NODE_17_length_212836_cov_42.4655_ID_33-processed-gene-0.93-mRNA-1_1&gene=genemark-NODE_17_length_212836_cov_42.4655_ID_33-processed-gene-0.93&CDS=1-588
2179	OG0002179	YML080W	genemark-NODE_4_length_635359_cov_41.4667_ID_7-processed-gene-3.14-mRNA-1_1&gene=genemark-NODE_4_length_635359_cov_41.4667_ID_7-processed-gene-3.14&CDS=1-2712
2180	OG0002180	YML081C-A	snap_masked-NODE_30_length_76848_cov_41.9915_ID_59-processed-gene-0.60-mRNA-1_1&gene=snap_masked-NODE_30_length_76848_cov_41.9915_ID_59-processed-gene-0.60&CDS=1-180
2181	OG0002181	YML085C	snap_masked-NODE_5_length_544853_cov_41.9478_ID_9-processed-gene-4.166-mRNA-1_1&gene=snap_masked-NODE_5_length_544853_cov_41.9478_ID_9-processed-gene-4.166&CDS=1-1341
2182	OG0002182	YML086C	maker-NODE_33_length_63906_cov_41.5924_ID_65-snap-gene-0.0-mRNA-1_1&gene=maker-NODE_33_length_63906_cov_41.5924_ID_65-snap-gene-0.0&CDS=1-3135
2183	OG0002183	YML088W	augustus_masked-NODE_12_length_255420_cov_41.4768_ID_23-processed-gene-1.56-mRNA-1_1&gene=augustus_masked-NODE_12_length_255420_cov_41.4768_ID_23-processed-gene-1.56&CDS=1-2163
2184	OG0002184	YML092C	genemark-NODE_32_length_66154_cov_41.4276_ID_63-processed-gene-0.23-mRNA-1_1&gene=genemark-NODE_32_length_66154_cov_41.4276_ID_63-processed-gene-0.23&CDS=1-4152
2185	OG0002185	YML093W	genemark-NODE_37_length_34987_cov_42.4626_ID_73-processed-gene-0.15-mRNA-1_1&gene=genemark-NODE_37_length_34987_cov_42.4626_ID_73-processed-gene-0.15&CDS=1-2751
2186	OG0002186	YML094W	snap_masked-NODE_3_length_680843_cov_41.5593_ID_5-processed-gene-0.52-mRNA-1_1&gene=snap_masked-NODE_3_length_680843_cov_41.5593_ID_5-processed-gene-0.52&CDS=1-438
2187	OG0002187	YML098W	snap_masked-NODE_8_length_298368_cov_40.3898_ID_15-processed-gene-0.117-mRNA-1_1&gene=snap_masked-NODE_8_length_298368_cov_40.3898_ID_15-processed-gene-0.117&CDS=1-429
2188	OG0002188	YML099C	maker-NODE_8_length_298368_cov_40.3898_ID_15-snap-gene-0.53-mRNA-1_1&gene=maker-NODE_8_length_298368_cov_40.3898_ID_15-snap-gene-0.53&CDS=1-2964
2189	OG0002189	YML102W	genemark-NODE_12_length_255420_cov_41.4768_ID_23-processed-gene-1.180-mRNA-1_1&gene=genemark-NODE_12_length_255420_cov_41.4768_ID_23-processed-gene-1.180&CDS=1-1767
2190	OG0002190	YML103C	augustus_masked-NODE_1_length_724845_cov_40.9392_ID_1-processed-gene-3.114-mRNA-1_1&gene=augustus_masked-NODE_1_length_724845_cov_40.9392_ID_1-processed-gene-3.114&CDS=1-4896
2191	OG0002191	YML104C	snap_masked-NODE_4_length_635359_cov_41.4667_ID_7-processed-gene-2.107-mRNA-1_1&gene=snap_masked-NODE_4_length_635359_cov_41.4667_ID_7-processed-gene-2.107&CDS=1-3477
2192	OG0002192	YML105C	genemark-NODE_4_length_635359_cov_41.4667_ID_7-processed-gene-2.50-mRNA-1_1&gene=genemark-NODE_4_length_635359_cov_41.4667_ID_7-processed-gene-2.50&CDS=1-750
2193	OG0002193	YML108W	genemark-NODE_35_length_59254_cov_45.4742_ID_69-processed-gene-0.85-mRNA-1_1&gene=genemark-NODE_35_length_59254_cov_45.4742_ID_69-processed-gene-0.85&CDS=1-474
2194	OG0002194	YML110C	genemark-NODE_2_length_712999_cov_40.8768_ID_3-processed-gene-5.48-mRNA-1_1&gene=genemark-NODE_2_length_712999_cov_40.8768_ID_3-processed-gene-5.48&CDS=1-828
2195	OG0002195	YML114C	snap_masked-NODE_10_length_262436_cov_41.334_ID_19-processed-gene-1.263-mRNA-1_1&gene=snap_masked-NODE_10_length_262436_cov_41.334_ID_19-processed-gene-1.263&CDS=1-1260
2196	OG0002196	YML121W	genemark-NODE_4_length_635359_cov_41.4667_ID_7-processed-gene-3.38-mRNA-1_1&gene=genemark-NODE_4_length_635359_cov_41.4667_ID_7-processed-gene-3.38&CDS=1-975
2197	OG0002197	YML123C	maker-NODE_2_length_712999_cov_40.8768_ID_3-augustus-gene-5.164-mRNA-1_1&gene=maker-NODE_2_length_712999_cov_40.8768_ID_3-augustus-gene-5.164&CDS=1-3432
2198	OG0002198	YML125C	genemark-NODE_12_length_255420_cov_41.4768_ID_23-processed-gene-1.240-mRNA-1_1&gene=genemark-NODE_12_length_255420_cov_41.4768_ID_23-processed-gene-1.240&CDS=1-930
2199	OG0002199	YML126C	genemark-NODE_14_length_251873_cov_41.9906_ID_27-processed-gene-0.7-mRNA-1_1&gene=genemark-NODE_14_length_251873_cov_41.9906_ID_27-processed-gene-0.7&CDS=1-1338
2200	OG0002200	YML130C	genemark-NODE_8_length_298368_cov_40.3898_ID_15-processed-gene-0.17-mRNA-1_1&gene=genemark-NODE_8_length_298368_cov_40.3898_ID_15-processed-gene-0.17&CDS=1-1680
2201	OG0002201	YMR001C	genemark-NODE_5_length_544853_cov_41.9478_ID_9-processed-gene-4.14-mRNA-1_1&gene=genemark-NODE_5_length_544853_cov_41.9478_ID_9-processed-gene-4.14&CDS=1-1998
2202	OG0002202	YMR002W	genemark-NODE_28_length_106324_cov_41.1752_ID_55-processed-gene-0.116-mRNA-1_1&gene=genemark-NODE_28_length_106324_cov_41.1752_ID_55-processed-gene-0.116&CDS=1-462
2203	OG0002203	YMR003W	snap_masked-NODE_8_length_298368_cov_40.3898_ID_15-processed-gene-1.189-mRNA-1_1&gene=snap_masked-NODE_8_length_298368_cov_40.3898_ID_15-processed-gene-1.189&CDS=1-1122
2204	OG0002204	YMR004W	genemark-NODE_9_length_282536_cov_40.9967_ID_17-processed-gene-1.17-mRNA-1_1&gene=genemark-NODE_9_length_282536_cov_40.9967_ID_17-processed-gene-1.17&CDS=1-1398
2205	OG0002205	YMR009W	genemark-NODE_1_length_724845_cov_40.9392_ID_1-processed-gene-6.149-mRNA-1_1&gene=genemark-NODE_1_length_724845_cov_40.9392_ID_1-processed-gene-6.149&CDS=1-513
2206	OG0002206	YMR010W	genemark-NODE_19_length_138995_cov_40.4893_ID_37-processed-gene-0.221-mRNA-1_1&gene=genemark-NODE_19_length_138995_cov_40.4893_ID_37-processed-gene-0.221&CDS=1-1272
2207	OG0002207	YMR013C	augustus_masked-NODE_5_length_544853_cov_41.9478_ID_9-processed-gene-4.92-mRNA-1_1&gene=augustus_masked-NODE_5_length_544853_cov_41.9478_ID_9-processed-gene-4.92&CDS=1-1848
2208	OG0002208	YMR015C	genemark-NODE_2_length_712999_cov_40.8768_ID_3-processed-gene-0.108-mRNA-1_1&gene=genemark-NODE_2_length_712999_cov_40.8768_ID_3-processed-gene-0.108&CDS=1-1572
2209	OG0002209	YMR022W	genemark-NODE_25_length_110766_cov_39.8115_ID_49-processed-gene-0.43-mRNA-1_1&gene=genemark-NODE_25_length_110766_cov_39.8115_ID_49-processed-gene-0.43&CDS=1-507
2210	OG0002210	YMR023C	genemark-NODE_1_length_724845_cov_40.9392_ID_1-processed-gene-6.165-mRNA-1_1&gene=genemark-NODE_1_length_724845_cov_40.9392_ID_1-processed-gene-6.165&CDS=1-1494
2211	OG0002211	YMR024W	genemark-NODE_9_length_282536_cov_40.9967_ID_17-processed-gene-1.62-mRNA-1_1&gene=genemark-NODE_9_length_282536_cov_40.9967_ID_17-processed-gene-1.62&CDS=1-1047
2212	OG0002212	YMR026C	snap_masked-NODE_2_length_712999_cov_40.8768_ID_3-processed-gene-4.97-mRNA-1_1&gene=snap_masked-NODE_2_length_712999_cov_40.8768_ID_3-processed-gene-4.97&CDS=1-1113
2213	OG0002213	YMR027W	genemark-NODE_3_length_680843_cov_41.5593_ID_5-processed-gene-0.141-mRNA-1_1&gene=genemark-NODE_3_length_680843_cov_41.5593_ID_5-processed-gene-0.141&CDS=1-1374
2214	OG0002214	YMR028W	genemark-NODE_2_length_712999_cov_40.8768_ID_3-processed-gene-0.122-mRNA-1_1&gene=genemark-NODE_2_length_712999_cov_40.8768_ID_3-processed-gene-0.122&CDS=1-1176
2215	OG0002215	YMR029C	augustus_masked-NODE_4_length_635359_cov_41.4667_ID_7-processed-gene-4.104-mRNA-1_1&gene=augustus_masked-NODE_4_length_635359_cov_41.4667_ID_7-processed-gene-4.104&CDS=1-1482
2216	OG0002216	YMR035W	genemark-NODE_15_length_240345_cov_42.9318_ID_29-processed-gene-1.209-mRNA-1_1&gene=genemark-NODE_15_length_240345_cov_42.9318_ID_29-processed-gene-1.209&CDS=1-363
2217	OG0002217	YMR036C	snap_masked-NODE_15_length_240345_cov_42.9318_ID_29-processed-gene-1.13-mRNA-1_1&gene=snap_masked-NODE_15_length_240345_cov_42.9318_ID_29-processed-gene-1.13&CDS=1-846
2218	OG0002218	YMR038C	genemark-NODE_15_length_240345_cov_42.9318_ID_29-processed-gene-1.176-mRNA-1_1&gene=genemark-NODE_15_length_240345_cov_42.9318_ID_29-processed-gene-1.176&CDS=1-660
2219	OG0002219	YMR041C	genemark-NODE_3_length_680843_cov_41.5593_ID_5-processed-gene-2.49-mRNA-1_1&gene=genemark-NODE_3_length_680843_cov_41.5593_ID_5-processed-gene-2.49&CDS=1-966
2220	OG0002220	YMR042W	genemark-NODE_1_length_724845_cov_40.9392_ID_1-processed-gene-0.166-mRNA-1_1&gene=genemark-NODE_1_length_724845_cov_40.9392_ID_1-processed-gene-0.166&CDS=1-597
2221	OG0002221	YMR048W	snap_masked-NODE_5_length_544853_cov_41.9478_ID_9-processed-gene-2.73-mRNA-1_1&gene=snap_masked-NODE_5_length_544853_cov_41.9478_ID_9-processed-gene-2.73&CDS=1-801
