	OrthologID	Metschnikowia_matae	Saccharomyces_cerevisiae
2199	OG0002199	snap_masked-mat-_s472-processed-gene-4.20-mRNA-1_1&gene=snap_masked-mat-_s472-processed-gene-4.20&CDS=1-618	YBR193C
2200	OG0002200	augustus_masked-mat-_s472-processed-gene-4.78-mRNA-1_1&gene=augustus_masked-mat-_s472-processed-gene-4.78&CDS=1-1083	YBR192W
2201	OG0002201	snap_masked-mat-_s472-processed-gene-4.22-mRNA-1_1&gene=snap_masked-mat-_s472-processed-gene-4.22&CDS=1-5709	YPL082C
2202	OG0002202	genemark-mat-_s472-processed-gene-4.126-mRNA-1_1&gene=genemark-mat-_s472-processed-gene-4.126&CDS=1-1584	YOR241W
2203	OG0002203	snap_masked-mat-_s472-processed-gene-4.28-mRNA-1_1&gene=snap_masked-mat-_s472-processed-gene-4.28&CDS=1-2601	YPL150W
2204	OG0002204	snap_masked-mat-_s472-processed-gene-4.10-mRNA-1_1&gene=snap_masked-mat-_s472-processed-gene-4.10&CDS=1-2007	YPL029W
2205	OG0002205	snap_masked-mat-_s472-processed-gene-4.11-mRNA-1_1&gene=snap_masked-mat-_s472-processed-gene-4.11&CDS=1-540	YDR248C
2206	OG0002206	snap_masked-mat-_s472-processed-gene-4.29-mRNA-1_1&gene=snap_masked-mat-_s472-processed-gene-4.29&CDS=1-1203	YPL028W
2207	OG0002207	snap_masked-mat-_s472-processed-gene-4.12-mRNA-1_1&gene=snap_masked-mat-_s472-processed-gene-4.12&CDS=1-666	YPL041C
2208	OG0002208	snap_masked-mat-_s472-processed-gene-4.30-mRNA-1_1&gene=snap_masked-mat-_s472-processed-gene-4.30&CDS=1-1224	YMR139W
2209	OG0002209	snap_masked-mat-_s472-processed-gene-4.32-mRNA-1_1&gene=snap_masked-mat-_s472-processed-gene-4.32&CDS=1-936	YFL029C
2210	OG0002210	snap_masked-mat-_s472-processed-gene-4.33-mRNA-1_1&gene=snap_masked-mat-_s472-processed-gene-4.33&CDS=1-1347	YPL042C
2211	OG0002211	snap_masked-mat-_s472-processed-gene-4.34-mRNA-1_1&gene=snap_masked-mat-_s472-processed-gene-4.34&CDS=1-1104	YLR056W
2212	OG0002212	augustus_masked-mat-_s472-processed-gene-4.91-mRNA-1_1&gene=augustus_masked-mat-_s472-processed-gene-4.91&CDS=1-1059	YDL205C
2213	OG0002213	snap_masked-mat-_s472-processed-gene-4.37-mRNA-1_1&gene=snap_masked-mat-_s472-processed-gene-4.37&CDS=1-3204	YPL022W
2214	OG0002214	genemark-mat-_s472-processed-gene-4.157-mRNA-1_1&gene=genemark-mat-_s472-processed-gene-4.157&CDS=1-1893	YPL023C
2215	OG0002215	snap_masked-mat-_s472-processed-gene-4.39-mRNA-1_1&gene=snap_masked-mat-_s472-processed-gene-4.39&CDS=1-933	YJL178C
2216	OG0002216	snap_masked-mat-_s472-processed-gene-4.40-mRNA-1_1&gene=snap_masked-mat-_s472-processed-gene-4.40&CDS=1-4314	YCL030C
2217	OG0002217	augustus_masked-mat-_s472-processed-gene-4.98-mRNA-1_1&gene=augustus_masked-mat-_s472-processed-gene-4.98&CDS=1-3459	YPL016W
2218	OG0002218	snap_masked-mat-_s472-processed-gene-4.43-mRNA-1_1&gene=snap_masked-mat-_s472-processed-gene-4.43&CDS=1-1074	YDR245W
2219	OG0002219	genemark-mat-_s472-processed-gene-4.164-mRNA-1_1&gene=genemark-mat-_s472-processed-gene-4.164&CDS=1-3258	YDR265W
2220	OG0002220	snap_masked-mat-_s472-processed-gene-4.48-mRNA-1_1&gene=snap_masked-mat-_s472-processed-gene-4.48&CDS=1-1056	YNL234W
2221	OG0002221	snap_masked-mat-_s472-processed-gene-4.17-mRNA-1_1&gene=snap_masked-mat-_s472-processed-gene-4.17&CDS=1-753	YGL123W
2222	OG0002222	snap_masked-mat-_s472-processed-gene-4.52-mRNA-1_1&gene=snap_masked-mat-_s472-processed-gene-4.52&CDS=1-1389	YGL122C
2223	OG0002223	snap_masked-mat-_s472-processed-gene-4.18-mRNA-1_1&gene=snap_masked-mat-_s472-processed-gene-4.18&CDS=1-1578	YIL142W
2224	OG0002224	snap_masked-mat-_s472-processed-gene-4.53-mRNA-1_1&gene=snap_masked-mat-_s472-processed-gene-4.53&CDS=1-1668	YLL018C
2225	OG0002225	augustus_masked-mat-_s474-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-mat-_s474-processed-gene-0.36&CDS=1-312	YBR233W-A
2226	OG0002226	snap_masked-mat-_s474-processed-gene-0.26-mRNA-1_1&gene=snap_masked-mat-_s474-processed-gene-0.26&CDS=1-3786	YBR235W
2227	OG0002227	snap_masked-mat-_s48-processed-gene-0.15-mRNA-1_1&gene=snap_masked-mat-_s48-processed-gene-0.15&CDS=1-3096	YBR081C
2228	OG0002228	snap_masked-mat-_s480-processed-gene-0.71-mRNA-1_1&gene=snap_masked-mat-_s480-processed-gene-0.71&CDS=1-1197	YPR186C
2229	OG0002229	snap_masked-mat-_s480-processed-gene-0.88-mRNA-1_1&gene=snap_masked-mat-_s480-processed-gene-0.88&CDS=1-4872	YNL139C
2230	OG0002230	snap_masked-mat-_s480-processed-gene-0.72-mRNA-1_1&gene=snap_masked-mat-_s480-processed-gene-0.72&CDS=1-4491	YPR184W
2231	OG0002231	maker-mat-_s480-snap-gene-0.38-mRNA-1_1&gene=maker-mat-_s480-snap-gene-0.38&CDS=1-2061	YGR194C
2232	OG0002232	snap_masked-mat-_s480-processed-gene-0.76-mRNA-1_1&gene=snap_masked-mat-_s480-processed-gene-0.76&CDS=1-1461	YJR003C
2233	OG0002233	snap_masked-mat-_s480-processed-gene-0.77-mRNA-1_1&gene=snap_masked-mat-_s480-processed-gene-0.77&CDS=1-1101	YIR034C
2234	OG0002234	snap_masked-mat-_s480-processed-gene-0.89-mRNA-1_1&gene=snap_masked-mat-_s480-processed-gene-0.89&CDS=1-1227	YKL021C
2235	OG0002235	snap_masked-mat-_s480-processed-gene-0.78-mRNA-1_1&gene=snap_masked-mat-_s480-processed-gene-0.78&CDS=1-2052	YKL022C
2236	OG0002236	snap_masked-mat-_s480-processed-gene-0.79-mRNA-1_1&gene=snap_masked-mat-_s480-processed-gene-0.79&CDS=1-1305	YGR223C
2237	OG0002237	snap_masked-mat-_s480-processed-gene-0.80-mRNA-1_1&gene=snap_masked-mat-_s480-processed-gene-0.80&CDS=1-2295	YLL013C
2238	OG0002238	snap_masked-mat-_s480-processed-gene-0.96-mRNA-1_1&gene=snap_masked-mat-_s480-processed-gene-0.96&CDS=1-1860	YER049W
2239	OG0002239	snap_masked-mat-_s480-processed-gene-0.81-mRNA-1_1&gene=snap_masked-mat-_s480-processed-gene-0.81&CDS=1-1599	YER052C
2240	OG0002240	snap_masked-mat-_s480-processed-gene-0.102-mRNA-1_1&gene=snap_masked-mat-_s480-processed-gene-0.102&CDS=1-2442	YML076C
2241	OG0002241	augustus_masked-mat-_s480-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-mat-_s480-processed-gene-0.55&CDS=1-3846	YJR131W
2242	OG0002242	snap_masked-mat-_s480-processed-gene-0.87-mRNA-1_1&gene=snap_masked-mat-_s480-processed-gene-0.87&CDS=1-3915	YOR188W
2243	OG0002243	snap_masked-mat-_s480-processed-gene-0.104-mRNA-1_1&gene=snap_masked-mat-_s480-processed-gene-0.104&CDS=1-1908	YLR299W
2244	OG0002244	maker-mat-_s480-snap-gene-1.102-mRNA-1_1&gene=maker-mat-_s480-snap-gene-1.102&CDS=1-5556	YBR155W
2245	OG0002245	genemark-mat-_s480-processed-gene-1.5-mRNA-1_1&gene=genemark-mat-_s480-processed-gene-1.5&CDS=1-5886	YOR187W
2246	OG0002246	augustus_masked-mat-_s480-processed-gene-1.116-mRNA-1_1&gene=augustus_masked-mat-_s480-processed-gene-1.116&CDS=1-1812	YNL169C
2247	OG0002247	snap_masked-mat-_s480-processed-gene-1.61-mRNA-1_1&gene=snap_masked-mat-_s480-processed-gene-1.61&CDS=1-855	YFL034C-B
2248	OG0002248	maker-mat-_s480-augustus-gene-1.108-mRNA-1_1&gene=maker-mat-_s480-augustus-gene-1.108&CDS=1-5292	YBL104C
2249	OG0002249	snap_masked-mat-_s480-processed-gene-1.84-mRNA-1_1&gene=snap_masked-mat-_s480-processed-gene-1.84&CDS=1-3207	YDR060W
2250	OG0002250	snap_masked-mat-_s480-processed-gene-1.67-mRNA-1_1&gene=snap_masked-mat-_s480-processed-gene-1.67&CDS=1-1422	YDR403W
2251	OG0002251	augustus_masked-mat-_s480-processed-gene-1.121-mRNA-1_1&gene=augustus_masked-mat-_s480-processed-gene-1.121&CDS=1-504	YGL231C
2252	OG0002252	snap_masked-mat-_s480-processed-gene-1.88-mRNA-1_1&gene=snap_masked-mat-_s480-processed-gene-1.88&CDS=1-858	YGL232W
2253	OG0002253	augustus_masked-mat-_s480-processed-gene-1.141-mRNA-1_1&gene=augustus_masked-mat-_s480-processed-gene-1.141&CDS=1-864	YMR314W
2254	OG0002254	snap_masked-mat-_s480-processed-gene-1.89-mRNA-1_1&gene=snap_masked-mat-_s480-processed-gene-1.89&CDS=1-2583	YGL233W
2255	OG0002255	augustus_masked-mat-_s480-processed-gene-1.144-mRNA-1_1&gene=augustus_masked-mat-_s480-processed-gene-1.144&CDS=1-642	YIR032C
2256	OG0002256	snap_masked-mat-_s480-processed-gene-1.75-mRNA-1_1&gene=snap_masked-mat-_s480-processed-gene-1.75&CDS=1-2613	YBR179C
2257	OG0002257	snap_masked-mat-_s480-processed-gene-1.77-mRNA-1_1&gene=snap_masked-mat-_s480-processed-gene-1.77&CDS=1-372	YDL092W
2258	OG0002258	snap_masked-mat-_s480-processed-gene-1.91-mRNA-1_1&gene=snap_masked-mat-_s480-processed-gene-1.91&CDS=1-1335	YDL091C
2259	OG0002259	augustus_masked-mat-_s480-processed-gene-1.129-mRNA-1_1&gene=augustus_masked-mat-_s480-processed-gene-1.129&CDS=1-867	YDL111C
2260	OG0002260	snap_masked-mat-_s480-processed-gene-1.97-mRNA-1_1&gene=snap_masked-mat-_s480-processed-gene-1.97&CDS=1-4230	YDL112W
2261	OG0002261	snap_masked-mat-_s480-processed-gene-1.98-mRNA-1_1&gene=snap_masked-mat-_s480-processed-gene-1.98&CDS=1-2091	YDL113C
2262	OG0002262	augustus_masked-mat-_s480-processed-gene-1.131-mRNA-1_1&gene=augustus_masked-mat-_s480-processed-gene-1.131&CDS=1-2352	YDL116W
2263	OG0002263	augustus_masked-mat-_s480-processed-gene-1.153-mRNA-1_1&gene=augustus_masked-mat-_s480-processed-gene-1.153&CDS=1-1272	YDL097C
2264	OG0002264	snap_masked-mat-_s480-processed-gene-1.80-mRNA-1_1&gene=snap_masked-mat-_s480-processed-gene-1.80&CDS=1-1380	YDR316W
2265	OG0002265	snap_masked-mat-_s480-processed-gene-1.81-mRNA-1_1&gene=snap_masked-mat-_s480-processed-gene-1.81&CDS=1-1158	YGL143C
2266	OG0002266	snap_masked-mat-_s480-processed-gene-1.82-mRNA-1_1&gene=snap_masked-mat-_s480-processed-gene-1.82&CDS=1-348	YIR009W
2267	OG0002267	snap_masked-mat-_s480-processed-gene-1.100-mRNA-1_1&gene=snap_masked-mat-_s480-processed-gene-1.100&CDS=1-1617	YER014W
2268	OG0002268	snap_masked-mat-_s481-processed-gene-0.8-mRNA-1_1&gene=snap_masked-mat-_s481-processed-gene-0.8&CDS=1-882	YPR061C
2269	OG0002269	snap_masked-mat-_s481-processed-gene-0.9-mRNA-1_1&gene=snap_masked-mat-_s481-processed-gene-0.9&CDS=1-777	YPR060C
2270	OG0002270	snap_masked-mat-_s482-processed-gene-0.69-mRNA-1_1&gene=snap_masked-mat-_s482-processed-gene-0.69&CDS=1-1272	YDR414C
2271	OG0002271	snap_masked-mat-_s482-processed-gene-0.98-mRNA-1_1&gene=snap_masked-mat-_s482-processed-gene-0.98&CDS=1-1110	YDR354W
2272	OG0002272	snap_masked-mat-_s482-processed-gene-0.70-mRNA-1_1&gene=snap_masked-mat-_s482-processed-gene-0.70&CDS=1-1101	YMR024W
2273	OG0002273	snap_masked-mat-_s482-processed-gene-0.71-mRNA-1_1&gene=snap_masked-mat-_s482-processed-gene-0.71&CDS=1-2379	YGL234W
2274	OG0002274	snap_masked-mat-_s482-processed-gene-0.72-mRNA-1_1&gene=snap_masked-mat-_s482-processed-gene-0.72&CDS=1-2271	YJL101C
2275	OG0002275	snap_masked-mat-_s482-processed-gene-0.74-mRNA-1_1&gene=snap_masked-mat-_s482-processed-gene-0.74&CDS=1-903	YGL240W
2276	OG0002276	snap_masked-mat-_s482-processed-gene-0.99-mRNA-1_1&gene=snap_masked-mat-_s482-processed-gene-0.99&CDS=1-894	YFR047C
2277	OG0002277	snap_masked-mat-_s482-processed-gene-0.75-mRNA-1_1&gene=snap_masked-mat-_s482-processed-gene-0.75&CDS=1-711	YFR027W
2278	OG0002278	snap_masked-mat-_s482-processed-gene-0.101-mRNA-1_1&gene=snap_masked-mat-_s482-processed-gene-0.101&CDS=1-2019	YGL236C
2279	OG0002279	augustus_masked-mat-_s482-processed-gene-0.137-mRNA-1_1&gene=augustus_masked-mat-_s482-processed-gene-0.137&CDS=1-849	YLR003C
2280	OG0002280	snap_masked-mat-_s482-processed-gene-0.77-mRNA-1_1&gene=snap_masked-mat-_s482-processed-gene-0.77&CDS=1-726	YGL237C
2281	OG0002281	snap_masked-mat-_s482-processed-gene-0.104-mRNA-1_1&gene=snap_masked-mat-_s482-processed-gene-0.104&CDS=1-2955	YGL238W
2282	OG0002282	snap_masked-mat-_s482-processed-gene-0.105-mRNA-1_1&gene=snap_masked-mat-_s482-processed-gene-0.105&CDS=1-1002	YGL225W
2283	OG0002283	augustus_masked-mat-_s482-processed-gene-0.163-mRNA-1_1&gene=augustus_masked-mat-_s482-processed-gene-0.163&CDS=1-1758	YIL150C
2284	OG0002284	augustus_masked-mat-_s482-processed-gene-0.140-mRNA-1_1&gene=augustus_masked-mat-_s482-processed-gene-0.140&CDS=1-2487	YER157W
2285	OG0002285	snap_masked-mat-_s482-processed-gene-0.108-mRNA-1_1&gene=snap_masked-mat-_s482-processed-gene-0.108&CDS=1-213	YDR079C-A
2286	OG0002286	maker-mat-_s482-augustus-gene-0.67-mRNA-1_1&gene=maker-mat-_s482-augustus-gene-0.67&CDS=1-2523	YDL107W
2287	OG0002287	maker-mat-_s482-augustus-gene-0.64-mRNA-1_1&gene=maker-mat-_s482-augustus-gene-0.64&CDS=1-3396	YOR085W
2288	OG0002288	snap_masked-mat-_s482-processed-gene-0.114-mRNA-1_1&gene=snap_masked-mat-_s482-processed-gene-0.114&CDS=1-306	YNL086W
2289	OG0002289	snap_masked-mat-_s482-processed-gene-0.116-mRNA-1_1&gene=snap_masked-mat-_s482-processed-gene-0.116&CDS=1-1728	YMR290C
2290	OG0002290	snap_masked-mat-_s482-processed-gene-0.117-mRNA-1_1&gene=snap_masked-mat-_s482-processed-gene-0.117&CDS=1-672	YGR271C-A
2291	OG0002291	snap_masked-mat-_s482-processed-gene-0.84-mRNA-1_1&gene=snap_masked-mat-_s482-processed-gene-0.84&CDS=1-1101	YGR173W
2292	OG0002292	snap_masked-mat-_s482-processed-gene-0.85-mRNA-1_1&gene=snap_masked-mat-_s482-processed-gene-0.85&CDS=1-1095	YMR294W
2293	OG0002293	snap_masked-mat-_s482-processed-gene-0.86-mRNA-1_1&gene=snap_masked-mat-_s482-processed-gene-0.86&CDS=1-1770	YHR037W
2294	OG0002294	snap_masked-mat-_s482-processed-gene-0.118-mRNA-1_1&gene=snap_masked-mat-_s482-processed-gene-0.118&CDS=1-741	YGR268C
2295	OG0002295	maker-mat-_s482-snap-gene-0.59-mRNA-1_1&gene=maker-mat-_s482-snap-gene-0.59&CDS=1-432	YMR292W
2296	OG0002296	snap_masked-mat-_s482-processed-gene-0.124-mRNA-1_1&gene=snap_masked-mat-_s482-processed-gene-0.124&CDS=1-1521	YLR015W
2297	OG0002297	snap_masked-mat-_s482-processed-gene-0.89-mRNA-1_1&gene=snap_masked-mat-_s482-processed-gene-0.89&CDS=1-2070	YGR266W
2298	OG0002298	snap_masked-mat-_s482-processed-gene-0.90-mRNA-1_1&gene=snap_masked-mat-_s482-processed-gene-0.90&CDS=1-2913	YLR014C
2299	OG0002299	snap_masked-mat-_s482-processed-gene-0.91-mRNA-1_1&gene=snap_masked-mat-_s482-processed-gene-0.91&CDS=1-1401	YJR006W
2300	OG0002300	snap_masked-mat-_s482-processed-gene-0.92-mRNA-1_1&gene=snap_masked-mat-_s482-processed-gene-0.92&CDS=1-3537	YDR293C
2301	OG0002301	snap_masked-mat-_s482-processed-gene-0.93-mRNA-1_1&gene=snap_masked-mat-_s482-processed-gene-0.93&CDS=1-828	YGR267C
2302	OG0002302	augustus_masked-mat-_s482-processed-gene-0.181-mRNA-1_1&gene=augustus_masked-mat-_s482-processed-gene-0.181&CDS=1-1413	YMR293C
2303	OG0002303	snap_masked-mat-_s482-processed-gene-0.96-mRNA-1_1&gene=snap_masked-mat-_s482-processed-gene-0.96&CDS=1-2244	YGR264C
2304	OG0002304	genemark-mat-_s482-processed-gene-0.57-mRNA-1_1&gene=genemark-mat-_s482-processed-gene-0.57&CDS=1-5010	YGR170W
2305	OG0002305	snap_masked-mat-_s483-processed-gene-0.10-mRNA-1_1&gene=snap_masked-mat-_s483-processed-gene-0.10&CDS=1-2457	YKL155C
2306	OG0002306	augustus_masked-mat-_s483-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-mat-_s483-processed-gene-0.1&CDS=1-645	YGR235C
2307	OG0002307	maker-mat-_s483-snap-gene-0.22-mRNA-1_1&gene=maker-mat-_s483-snap-gene-0.22&CDS=1-1125	YGR257C
2308	OG0002308	snap_masked-mat-_s483-processed-gene-0.13-mRNA-1_1&gene=snap_masked-mat-_s483-processed-gene-0.13&CDS=1-4362	YHR186C
2309	OG0002309	snap_masked-mat-_s485-processed-gene-0.57-mRNA-1_1&gene=snap_masked-mat-_s485-processed-gene-0.57&CDS=1-1050	YJL167W
2310	OG0002310	snap_masked-mat-_s485-processed-gene-0.72-mRNA-1_1&gene=snap_masked-mat-_s485-processed-gene-0.72&CDS=1-282	YJL166W
2311	OG0002311	genemark-mat-_s485-processed-gene-0.32-mRNA-1_1&gene=genemark-mat-_s485-processed-gene-0.32&CDS=1-2484	YJL176C
2312	OG0002312	snap_masked-mat-_s485-processed-gene-0.60-mRNA-1_1&gene=snap_masked-mat-_s485-processed-gene-0.60&CDS=1-525	YKL016C
2313	OG0002313	snap_masked-mat-_s485-processed-gene-0.76-mRNA-1_1&gene=snap_masked-mat-_s485-processed-gene-0.76&CDS=1-1833	YMR258C
2314	OG0002314	snap_masked-mat-_s485-processed-gene-0.77-mRNA-1_1&gene=snap_masked-mat-_s485-processed-gene-0.77&CDS=1-177	YMR256C
2315	OG0002315	snap_masked-mat-_s485-processed-gene-0.78-mRNA-1_1&gene=snap_masked-mat-_s485-processed-gene-0.78&CDS=1-1032	YOL054W
2316	OG0002316	snap_masked-mat-_s485-processed-gene-0.62-mRNA-1_1&gene=snap_masked-mat-_s485-processed-gene-0.62&CDS=1-1446	YIL063C
2317	OG0002317	genemark-mat-_s485-processed-gene-0.50-mRNA-1_1&gene=genemark-mat-_s485-processed-gene-0.50&CDS=1-756	YIL064W
2318	OG0002318	genemark-mat-_s485-processed-gene-0.37-mRNA-1_1&gene=genemark-mat-_s485-processed-gene-0.37&CDS=1-1341	YBR195C
2319	OG0002319	snap_masked-mat-_s485-processed-gene-0.81-mRNA-1_1&gene=snap_masked-mat-_s485-processed-gene-0.81&CDS=1-693	YPL078C
2320	OG0002320	augustus_masked-mat-_s485-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-mat-_s485-processed-gene-0.9&CDS=1-810	YKR060W
2321	OG0002321	snap_masked-mat-_s485-processed-gene-0.66-mRNA-1_1&gene=snap_masked-mat-_s485-processed-gene-0.66&CDS=1-1932	YKL174C
2322	OG0002322	snap_masked-mat-_s485-processed-gene-0.67-mRNA-1_1&gene=snap_masked-mat-_s485-processed-gene-0.67&CDS=1-456	YJL143W
2323	OG0002323	snap_masked-mat-_s485-processed-gene-0.68-mRNA-1_1&gene=snap_masked-mat-_s485-processed-gene-0.68&CDS=1-1974	YJL141C
2324	OG0002324	augustus_masked-mat-_s485-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-mat-_s485-processed-gene-0.13&CDS=1-576	YJL140W
2325	OG0002325	snap_masked-mat-_s485-processed-gene-0.70-mRNA-1_1&gene=snap_masked-mat-_s485-processed-gene-0.70&CDS=1-2934	YBL037W
2326	OG0002326	augustus_masked-mat-_s485-processed-gene-1.2-mRNA-1_1&gene=augustus_masked-mat-_s485-processed-gene-1.2&CDS=1-1917	YKL018W
2327	OG0002327	snap_masked-mat-_s485-processed-gene-1.41-mRNA-1_1&gene=snap_masked-mat-_s485-processed-gene-1.41&CDS=1-2631	YBR086C
2328	OG0002328	snap_masked-mat-_s485-processed-gene-1.44-mRNA-1_1&gene=snap_masked-mat-_s485-processed-gene-1.44&CDS=1-741	YBL036C
2329	OG0002329	snap_masked-mat-_s485-processed-gene-1.45-mRNA-1_1&gene=snap_masked-mat-_s485-processed-gene-1.45&CDS=1-849	YDL051W
2330	OG0002330	snap_masked-mat-_s485-processed-gene-1.46-mRNA-1_1&gene=snap_masked-mat-_s485-processed-gene-1.46&CDS=1-2034	YBL035C
2331	OG0002331	snap_masked-mat-_s485-processed-gene-1.47-mRNA-1_1&gene=snap_masked-mat-_s485-processed-gene-1.47&CDS=1-1968	YDR332W
2332	OG0002332	snap_masked-mat-_s485-processed-gene-1.48-mRNA-1_1&gene=snap_masked-mat-_s485-processed-gene-1.48&CDS=1-1134	YDR331W
2333	OG0002333	snap_masked-mat-_s485-processed-gene-1.49-mRNA-1_1&gene=snap_masked-mat-_s485-processed-gene-1.49&CDS=1-4320	YBL034C
2334	OG0002334	snap_masked-mat-_s485-processed-gene-1.69-mRNA-1_1&gene=snap_masked-mat-_s485-processed-gene-1.69&CDS=1-1536	YHR084W
2335	OG0002335	maker-mat-_s485-snap-gene-1.128-mRNA-1_1&gene=maker-mat-_s485-snap-gene-1.128&CDS=1-1923	YKL125W
2336	OG0002336	snap_masked-mat-_s485-processed-gene-1.71-mRNA-1_1&gene=snap_masked-mat-_s485-processed-gene-1.71&CDS=1-2202	YHR197W
2337	OG0002337	snap_masked-mat-_s485-processed-gene-1.52-mRNA-1_1&gene=snap_masked-mat-_s485-processed-gene-1.52&CDS=1-3984	YLR384C
2338	OG0002338	snap_masked-mat-_s485-processed-gene-1.73-mRNA-1_1&gene=snap_masked-mat-_s485-processed-gene-1.73&CDS=1-681	YDL059C
2339	OG0002339	snap_masked-mat-_s485-processed-gene-1.53-mRNA-1_1&gene=snap_masked-mat-_s485-processed-gene-1.53&CDS=1-5376	YDL058W
2340	OG0002340	snap_masked-mat-_s485-processed-gene-1.54-mRNA-1_1&gene=snap_masked-mat-_s485-processed-gene-1.54&CDS=1-2298	YNR033W
2341	OG0002341	snap_masked-mat-_s485-processed-gene-1.55-mRNA-1_1&gene=snap_masked-mat-_s485-processed-gene-1.55&CDS=1-2394	YCR077C
2342	OG0002342	snap_masked-mat-_s485-processed-gene-1.59-mRNA-1_1&gene=snap_masked-mat-_s485-processed-gene-1.59&CDS=1-1548	YCR072C
2343	OG0002343	snap_masked-mat-_s485-processed-gene-1.60-mRNA-1_1&gene=snap_masked-mat-_s485-processed-gene-1.60&CDS=1-3762	YMR109W
2344	OG0002344	augustus_masked-mat-_s485-processed-gene-1.19-mRNA-1_1&gene=augustus_masked-mat-_s485-processed-gene-1.19&CDS=1-4797	YCR081W
2345	OG0002345	snap_masked-mat-_s485-processed-gene-1.62-mRNA-1_1&gene=snap_masked-mat-_s485-processed-gene-1.62&CDS=1-1974	YNR039C
2346	OG0002346	snap_masked-mat-_s485-processed-gene-1.63-mRNA-1_1&gene=snap_masked-mat-_s485-processed-gene-1.63&CDS=1-1338	YOL140W
2347	OG0002347	snap_masked-mat-_s485-processed-gene-1.78-mRNA-1_1&gene=snap_masked-mat-_s485-processed-gene-1.78&CDS=1-1086	YBR221C
2348	OG0002348	snap_masked-mat-_s485-processed-gene-1.81-mRNA-1_1&gene=snap_masked-mat-_s485-processed-gene-1.81&CDS=1-372	YGL127C
2349	OG0002349	snap_masked-mat-_s488-processed-gene-0.70-mRNA-1_1&gene=snap_masked-mat-_s488-processed-gene-0.70&CDS=1-3090	YLR001C
2350	OG0002350	snap_masked-mat-_s488-processed-gene-0.71-mRNA-1_1&gene=snap_masked-mat-_s488-processed-gene-0.71&CDS=1-675	YIR001C
2351	OG0002351	snap_masked-mat-_s488-processed-gene-0.73-mRNA-1_1&gene=snap_masked-mat-_s488-processed-gene-0.73&CDS=1-912	YLR220W
2352	OG0002352	snap_masked-mat-_s488-processed-gene-0.74-mRNA-1_1&gene=snap_masked-mat-_s488-processed-gene-0.74&CDS=1-837	YGR132C
2353	OG0002353	snap_masked-mat-_s488-processed-gene-0.107-mRNA-1_1&gene=snap_masked-mat-_s488-processed-gene-0.107&CDS=1-1539	YER078C
2354	OG0002354	snap_masked-mat-_s488-processed-gene-0.110-mRNA-1_1&gene=snap_masked-mat-_s488-processed-gene-0.110&CDS=1-474	YPR153W
2355	OG0002355	snap_masked-mat-_s488-processed-gene-0.75-mRNA-1_1&gene=snap_masked-mat-_s488-processed-gene-0.75&CDS=1-744	YGR135W
2356	OG0002356	snap_masked-mat-_s488-processed-gene-0.76-mRNA-1_1&gene=snap_masked-mat-_s488-processed-gene-0.76&CDS=1-1770	YPR155C
2357	OG0002357	snap_masked-mat-_s488-processed-gene-0.111-mRNA-1_1&gene=snap_masked-mat-_s488-processed-gene-0.111&CDS=1-2343	YKL034W
2358	OG0002358	augustus_masked-mat-_s488-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-mat-_s488-processed-gene-0.13&CDS=1-366	YDR511W
2359	OG0002359	snap_masked-mat-_s488-processed-gene-0.119-mRNA-1_1&gene=snap_masked-mat-_s488-processed-gene-0.119&CDS=1-453	YPR168W
2360	OG0002360	genemark-mat-_s488-processed-gene-0.162-mRNA-1_1&gene=genemark-mat-_s488-processed-gene-0.162&CDS=1-1431	YNL291C
2361	OG0002361	augustus_masked-mat-_s488-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-mat-_s488-processed-gene-0.17&CDS=1-984	YNL290W
2362	OG0002362	snap_masked-mat-_s488-processed-gene-0.84-mRNA-1_1&gene=snap_masked-mat-_s488-processed-gene-0.84&CDS=1-1188	YKL090W
2363	OG0002363	snap_masked-mat-_s488-processed-gene-0.122-mRNA-1_1&gene=snap_masked-mat-_s488-processed-gene-0.122&CDS=1-1113	YKR038C
2364	OG0002364	genemark-mat-_s488-processed-gene-0.202-mRNA-1_1&gene=genemark-mat-_s488-processed-gene-0.202&CDS=1-315	YGL030W
2365	OG0002365	snap_masked-mat-_s488-processed-gene-0.87-mRNA-1_1&gene=snap_masked-mat-_s488-processed-gene-0.87&CDS=1-1638	YNL275W
2366	OG0002366	snap_masked-mat-_s488-processed-gene-0.126-mRNA-1_1&gene=snap_masked-mat-_s488-processed-gene-0.126&CDS=1-1146	YBR057C
2367	OG0002367	genemark-mat-_s488-processed-gene-0.169-mRNA-1_1&gene=genemark-mat-_s488-processed-gene-0.169&CDS=1-1524	YLR116W
2368	OG0002368	augustus_masked-mat-_s488-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-mat-_s488-processed-gene-0.56&CDS=1-2970	YJL061W
2369	OG0002369	snap_masked-mat-_s488-processed-gene-0.89-mRNA-1_1&gene=snap_masked-mat-_s488-processed-gene-0.89&CDS=1-1158	YGL213C
