	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034950_Citeromyces_hawaiiensis
3133	OG0003133	YNL320W	augustus_masked-scf7180000031403-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-scf7180000031403-processed-gene-0.70&CDS=1-930
3134	OG0003134	YNL321W	augustus_masked-scf7180000028623-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-scf7180000028623-processed-gene-0.17&CDS=1-3069
3135	OG0003135	YNL322C	genemark-scf7180000028623-processed-gene-0.1-mRNA-1_1&gene=genemark-scf7180000028623-processed-gene-0.1&CDS=1-357
3136	OG0003136	YNL323W	augustus_masked-scf7180000031683-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-scf7180000031683-processed-gene-0.32&CDS=1-1212
3137	OG0003137	YNL325C	augustus_masked-scf7180000031403-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-scf7180000031403-processed-gene-0.57&CDS=1-2970
3138	OG0003138	YNL326C	augustus_masked-scf7180000031521-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-scf7180000031521-processed-gene-0.42&CDS=1-1071
3139	OG0003139	YNL328C	snap_masked-scf7180000031437-processed-gene-0.38-mRNA-1_1&gene=snap_masked-scf7180000031437-processed-gene-0.38&CDS=1-396
3140	OG0003140	YNL329C	augustus_masked-scf7180000030492-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000030492-processed-gene-0.0&CDS=1-3033
3141	OG0003141	YNL330C	augustus_masked-scf7180000031521-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-scf7180000031521-processed-gene-0.41&CDS=1-1461
3142	OG0003142	YNR003C	augustus_masked-scf7180000031272-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-scf7180000031272-processed-gene-0.22&CDS=1-924
3143	OG0003143	YNR006W	augustus_masked-scf7180000029567-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-scf7180000029567-processed-gene-0.4&CDS=1-1488
3144	OG0003144	YNR008W	augustus_masked-scf7180000031437-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-scf7180000031437-processed-gene-0.60&CDS=1-1860
3145	OG0003145	YNR011C	augustus_masked-scf7180000031668-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-scf7180000031668-processed-gene-0.26&CDS=1-2472
3146	OG0003146	YNR012W	augustus_masked-scf7180000031668-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-scf7180000031668-processed-gene-0.23&CDS=1-1383
3147	OG0003147	YNR013C	augustus_masked-scf7180000031468-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-scf7180000031468-processed-gene-0.41&CDS=1-2442
3148	OG0003148	YNR015W	augustus_masked-scf7180000030509-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-scf7180000030509-processed-gene-0.9&CDS=1-1122
3149	OG0003149	YNR016C	augustus_masked-scf7180000030509-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-scf7180000030509-processed-gene-0.4&CDS=1-6513
3150	OG0003150	YNR017W	maker-scf7180000030509-snap-gene-0.0-mRNA-1_1&gene=maker-scf7180000030509-snap-gene-0.0&CDS=1-828
3151	OG0003151	YNR018W	augustus_masked-scf7180000031474-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-scf7180000031474-processed-gene-0.22&CDS=1-609
3152	OG0003152	YNR020C	augustus_masked-scf7180000028739-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-scf7180000028739-processed-gene-0.5&CDS=1-633
3153	OG0003153	YNR022C	augustus_masked-scf7180000031515-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-scf7180000031515-processed-gene-0.5&CDS=1-684
3154	OG0003154	YNR023W	augustus_masked-scf7180000031515-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-scf7180000031515-processed-gene-0.8&CDS=1-1275
3155	OG0003155	YNR027W	augustus_masked-scf7180000030986-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000030986-processed-gene-0.2&CDS=1-894
3156	OG0003156	YNR029C	augustus_masked-scf7180000029355-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000029355-processed-gene-0.2&CDS=1-1131
3157	OG0003157	YNR030W	snap_masked-scf7180000029355-processed-gene-0.4-mRNA-1_1&gene=snap_masked-scf7180000029355-processed-gene-0.4&CDS=1-1503
3158	OG0003158	YNR032C-A	augustus_masked-scf7180000031561-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-scf7180000031561-processed-gene-0.14&CDS=1-219
3159	OG0003159	YNR035C	augustus_masked-scf7180000031689-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-scf7180000031689-processed-gene-0.7&CDS=1-981
3160	OG0003160	YNR036C	augustus_masked-scf7180000031689-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-scf7180000031689-processed-gene-0.6&CDS=1-504
3161	OG0003161	YNR037C	maker-scf7180000031689-augustus-gene-0.29-mRNA-1_1&gene=maker-scf7180000031689-augustus-gene-0.29&CDS=1-273
3162	OG0003162	YNR038W	augustus_masked-scf7180000031689-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-scf7180000031689-processed-gene-0.5&CDS=1-1722
3163	OG0003163	YNR039C	augustus_masked-scf7180000031561-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-scf7180000031561-processed-gene-0.8&CDS=1-1413
3164	OG0003164	YNR043W	augustus_masked-scf7180000031403-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-scf7180000031403-processed-gene-0.64&CDS=1-1161
3165	OG0003165	YNR046W	snap_masked-scf7180000031011-processed-gene-0.9-mRNA-1_1&gene=snap_masked-scf7180000031011-processed-gene-0.9&CDS=1-390
3166	OG0003166	YNR050C	snap_masked-scf7180000031061-processed-gene-0.29-mRNA-1_1&gene=snap_masked-scf7180000031061-processed-gene-0.29&CDS=1-1332
3167	OG0003167	YNR052C	augustus_masked-scf7180000031004-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-scf7180000031004-processed-gene-0.5&CDS=1-1158
3168	OG0003168	YNR053C	maker-scf7180000031546-augustus-gene-0.56-mRNA-1_1&gene=maker-scf7180000031546-augustus-gene-0.56&CDS=1-1545
3169	OG0003169	YNR054C	augustus_masked-scf7180000031546-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-scf7180000031546-processed-gene-0.25&CDS=1-891
3170	OG0003170	YNR055C	augustus_masked-scf7180000031647-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000031647-processed-gene-0.1&CDS=1-1611
3171	OG0003171	YNR058W	snap_masked-scf7180000030771-processed-gene-0.30-mRNA-1_1&gene=snap_masked-scf7180000030771-processed-gene-0.30&CDS=1-1308
3172	OG0003172	YNR067C	snap_masked-scf7180000031264-processed-gene-0.6-mRNA-1_1&gene=snap_masked-scf7180000031264-processed-gene-0.6&CDS=1-3804
3173	OG0003173	YOL001W	augustus_masked-scf7180000031621-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-scf7180000031621-processed-gene-0.20&CDS=1-837
3174	OG0003174	YOL002C	maker-scf7180000031564-snap-gene-0.25-mRNA-1_1&gene=maker-scf7180000031564-snap-gene-0.25&CDS=1-852
3175	OG0003175	YOL003C	genemark-scf7180000028613-processed-gene-0.11-mRNA-1_1&gene=genemark-scf7180000028613-processed-gene-0.11&CDS=1-930
3176	OG0003176	YOL004W	maker-scf7180000028613-snap-gene-0.38-mRNA-1_1&gene=maker-scf7180000028613-snap-gene-0.38&CDS=1-3861
3177	OG0003177	YOL005C	maker-scf7180000028613-augustus-gene-0.37-mRNA-1_1&gene=maker-scf7180000028613-augustus-gene-0.37&CDS=1-372
3178	OG0003178	YOL006C	augustus_masked-scf7180000028613-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-scf7180000028613-processed-gene-0.96&CDS=1-2418
3179	OG0003179	YOL009C	augustus_masked-scf7180000030464-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-scf7180000030464-processed-gene-0.22&CDS=1-855
3180	OG0003180	YOL010W	augustus_masked-scf7180000030464-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-scf7180000030464-processed-gene-0.21&CDS=1-1095
3181	OG0003181	YOL013C	augustus_masked-scf7180000031482-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-scf7180000031482-processed-gene-0.9&CDS=1-1329
3182	OG0003182	YOL016C	augustus_masked-scf7180000031472-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-scf7180000031472-processed-gene-0.10&CDS=1-1161
3183	OG0003183	YOL018C	augustus_masked-scf7180000031549-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-scf7180000031549-processed-gene-0.44&CDS=1-933
3184	OG0003184	YOL019W	augustus_masked-scf7180000031549-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-scf7180000031549-processed-gene-0.50&CDS=1-1506
3185	OG0003185	YOL021C	augustus_masked-scf7180000030775-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-scf7180000030775-processed-gene-0.9&CDS=1-2904
3186	OG0003186	YOL023W	augustus_masked-scf7180000031280-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000031280-processed-gene-0.3&CDS=1-2202
3187	OG0003187	YOL027C	augustus_masked-scf7180000030575-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-scf7180000030575-processed-gene-0.9&CDS=1-1233
3188	OG0003188	YOL030W	augustus_masked-scf7180000030477-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-scf7180000030477-processed-gene-0.4&CDS=1-1350
3189	OG0003189	YOL031C	genemark-scf7180000031352-processed-gene-0.3-mRNA-1_1&gene=genemark-scf7180000031352-processed-gene-0.3&CDS=1-1089
3190	OG0003190	YOL033W	genemark-scf7180000031007-processed-gene-0.9-mRNA-1_1&gene=genemark-scf7180000031007-processed-gene-0.9&CDS=1-1494
3191	OG0003191	YOL038W	maker-scf7180000031675-augustus-gene-0.44-mRNA-1_1&gene=maker-scf7180000031675-augustus-gene-0.44&CDS=1-771
3192	OG0003192	YOL039W	augustus_masked-scf7180000031418-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-scf7180000031418-processed-gene-0.35&CDS=1-327
3193	OG0003193	YOL040C	augustus_masked-scf7180000031418-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-scf7180000031418-processed-gene-0.45&CDS=1-426
3194	OG0003194	YOL041C	augustus_masked-scf7180000031418-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-scf7180000031418-processed-gene-0.44&CDS=1-1224
3195	OG0003195	YOL047C	snap_masked-scf7180000031654-processed-gene-0.16-mRNA-1_1&gene=snap_masked-scf7180000031654-processed-gene-0.16&CDS=1-849
3196	OG0003196	YOL049W	augustus_masked-scf7180000031418-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-scf7180000031418-processed-gene-0.33&CDS=1-1455
3197	OG0003197	YOL052C	augustus_masked-scf7180000031354-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-scf7180000031354-processed-gene-0.6&CDS=1-1152
3198	OG0003198	YOL054W	augustus_masked-scf7180000031275-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-scf7180000031275-processed-gene-0.48&CDS=1-906
3199	OG0003199	YOL057W	snap_masked-scf7180000030500-processed-gene-0.8-mRNA-1_1&gene=snap_masked-scf7180000030500-processed-gene-0.8&CDS=1-2061
3200	OG0003200	YOL058W	augustus_masked-scf7180000029314-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000029314-processed-gene-0.2&CDS=1-1245
3201	OG0003201	YOL060C	augustus_masked-scf7180000031524-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-scf7180000031524-processed-gene-0.5&CDS=1-3399
3202	OG0003202	YOL061W	augustus_masked-scf7180000031524-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-scf7180000031524-processed-gene-0.17&CDS=1-1242
3203	OG0003203	YOL062C	augustus_masked-scf7180000031524-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-scf7180000031524-processed-gene-0.18&CDS=1-1308
3204	OG0003204	YOL066C	maker-scf7180000031447-snap-gene-0.0-mRNA-1_1&gene=maker-scf7180000031447-snap-gene-0.0&CDS=1-1821
3205	OG0003205	YOL067C	augustus_masked-scf7180000031396-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-scf7180000031396-processed-gene-0.11&CDS=1-573
3206	OG0003206	YOL070C	snap_masked-scf7180000031351-processed-gene-0.7-mRNA-1_1&gene=snap_masked-scf7180000031351-processed-gene-0.7&CDS=1-1419
3207	OG0003207	YOL071W	snap_masked-scf7180000028967-processed-gene-0.6-mRNA-1_1&gene=snap_masked-scf7180000028967-processed-gene-0.6&CDS=1-414
3208	OG0003208	YOL072W	snap_masked-scf7180000031681-processed-gene-0.30-mRNA-1_1&gene=snap_masked-scf7180000031681-processed-gene-0.30&CDS=1-1392
3209	OG0003209	YOL073C	snap_masked-scf7180000030331-processed-gene-0.5-mRNA-1_1&gene=snap_masked-scf7180000030331-processed-gene-0.5&CDS=1-780
3210	OG0003210	YOL075C	augustus_masked-scf7180000031563-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-scf7180000031563-processed-gene-0.11&CDS=1-3672
3211	OG0003211	YOL076W	snap_masked-scf7180000031557-processed-gene-0.1-mRNA-1_1&gene=snap_masked-scf7180000031557-processed-gene-0.1&CDS=1-2283
3212	OG0003212	YOL077C	augustus_masked-scf7180000028631-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-scf7180000028631-processed-gene-0.14&CDS=1-855
3213	OG0003213	YOL077W-A	maker-scf7180000028631-augustus-gene-0.13-mRNA-1_1&gene=maker-scf7180000028631-augustus-gene-0.13&CDS=1-204
3214	OG0003214	YOL078W	augustus_masked-scf7180000028631-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-scf7180000028631-processed-gene-0.15&CDS=1-1713
3215	OG0003215	YOL080C	augustus_masked-scf7180000028631-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-scf7180000028631-processed-gene-0.16&CDS=1-798
3216	OG0003216	YOL084W	augustus_masked-scf7180000031519-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-scf7180000031519-processed-gene-0.9&CDS=1-2694
3217	OG0003217	YOL086W-A	augustus_masked-scf7180000031278-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-scf7180000031278-processed-gene-0.5&CDS=1-318
3218	OG0003218	YOL087C	augustus_masked-scf7180000030742-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-scf7180000030742-processed-gene-0.5&CDS=1-2481
3219	OG0003219	YOL090W	snap_masked-scf7180000031681-processed-gene-0.24-mRNA-1_1&gene=snap_masked-scf7180000031681-processed-gene-0.24&CDS=1-2766
3220	OG0003220	YOL094C	augustus_masked-scf7180000028983-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000028983-processed-gene-0.1&CDS=1-969
3221	OG0003221	YOL097C	augustus_masked-scf7180000031497-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-scf7180000031497-processed-gene-0.30&CDS=1-1242
3222	OG0003222	YOL098C	augustus_masked-scf7180000029421-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000029421-processed-gene-0.0&CDS=1-2856
3223	OG0003223	YOL107W	augustus_masked-scf7180000031568-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-scf7180000031568-processed-gene-0.14&CDS=1-1035
3224	OG0003224	YOL108C	maker-scf7180000031568-augustus-gene-0.42-mRNA-1_1&gene=maker-scf7180000031568-augustus-gene-0.42&CDS=1-288
3225	OG0003225	YOL114C	genemark-scf7180000031356-processed-gene-0.2-mRNA-1_1&gene=genemark-scf7180000031356-processed-gene-0.2&CDS=1-444
3226	OG0003226	YOL115W	augustus_masked-scf7180000031503-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000031503-processed-gene-0.3&CDS=1-1761
3227	OG0003227	YOL116W	snap_masked-scf7180000031022-processed-gene-0.9-mRNA-1_1&gene=snap_masked-scf7180000031022-processed-gene-0.9&CDS=1-1038
3228	OG0003228	YOL119C	augustus_masked-scf7180000031522-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-scf7180000031522-processed-gene-0.36&CDS=1-1383
3229	OG0003229	YOL122C	augustus_masked-scf7180000030331-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-scf7180000030331-processed-gene-0.10&CDS=1-1587
3230	OG0003230	YOL123W	augustus_masked-scf7180000030331-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-scf7180000030331-processed-gene-0.9&CDS=1-1209
3231	OG0003231	YOL124C	augustus_masked-scf7180000030331-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-scf7180000030331-processed-gene-0.15&CDS=1-1290
3232	OG0003232	YOL127W	augustus_masked-scf7180000028615-processed-gene-0.119-mRNA-1_1&gene=augustus_masked-scf7180000028615-processed-gene-0.119&CDS=1-1011
3233	OG0003233	YOL129W	maker-scf7180000028615-snap-gene-0.57-mRNA-1_1&gene=maker-scf7180000028615-snap-gene-0.57&CDS=1-2574
3234	OG0003234	YOL133W	snap_masked-scf7180000031357-processed-gene-0.14-mRNA-1_1&gene=snap_masked-scf7180000031357-processed-gene-0.14&CDS=1-360
3235	OG0003235	YOL135C	augustus_masked-scf7180000031357-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-scf7180000031357-processed-gene-0.9&CDS=1-681
3236	OG0003236	YOL137W	augustus_masked-scf7180000031015-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000031015-processed-gene-0.2&CDS=1-1587
3237	OG0003237	YOL138C	augustus_masked-scf7180000031219-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-scf7180000031219-processed-gene-0.42&CDS=1-3003
3238	OG0003238	YOL139C	augustus_masked-scf7180000028623-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-scf7180000028623-processed-gene-0.18&CDS=1-618
3239	OG0003239	YOL140W	augustus_masked-scf7180000031403-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-scf7180000031403-processed-gene-0.71&CDS=1-1302
3240	OG0003240	YOL141W	augustus_masked-scf7180000031403-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-scf7180000031403-processed-gene-0.67&CDS=1-1989
3241	OG0003241	YOL142W	augustus_masked-scf7180000031403-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-scf7180000031403-processed-gene-0.68&CDS=1-693
3242	OG0003242	YOL143C	augustus_masked-scf7180000030028-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-scf7180000030028-processed-gene-0.9&CDS=1-873
3243	OG0003243	YOL145C	augustus_masked-scf7180000030993-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000030993-processed-gene-0.3&CDS=1-3060
3244	OG0003244	YOL146W	augustus_masked-scf7180000031356-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-scf7180000031356-processed-gene-0.28&CDS=1-537
3245	OG0003245	YOL147C	maker-scf7180000031356-augustus-gene-0.14-mRNA-1_1&gene=maker-scf7180000031356-augustus-gene-0.14&CDS=1-711
3246	OG0003246	YOL149W	augustus_masked-scf7180000031356-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-scf7180000031356-processed-gene-0.26&CDS=1-546
3247	OG0003247	YOL154W	augustus_masked-scf7180000028850-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-scf7180000028850-processed-gene-0.10&CDS=1-837
3248	OG0003248	YOR001W	augustus_masked-scf7180000031228-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-scf7180000031228-processed-gene-0.5&CDS=1-2007
3249	OG0003249	YOR002W	maker-scf7180000031249-snap-gene-0.0-mRNA-1_1&gene=maker-scf7180000031249-snap-gene-0.0&CDS=1-4146
3250	OG0003250	YOR004W	augustus_masked-scf7180000028824-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000028824-processed-gene-0.0&CDS=1-705
3251	OG0003251	YOR005C	augustus_masked-scf7180000031470-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-scf7180000031470-processed-gene-0.11&CDS=1-2838
3252	OG0003252	YOR006C	augustus_masked-scf7180000030085-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-scf7180000030085-processed-gene-0.6&CDS=1-870
3253	OG0003253	YOR007C	augustus_masked-scf7180000030085-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-scf7180000030085-processed-gene-0.7&CDS=1-1044
3254	OG0003254	YOR008C	augustus_masked-scf7180000029839-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-scf7180000029839-processed-gene-0.18&CDS=1-948
3255	OG0003255	YOR014W	augustus_masked-scf7180000030771-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-scf7180000030771-processed-gene-0.4&CDS=1-1836
3256	OG0003256	YOR017W	augustus_masked-scf7180000028646-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-scf7180000028646-processed-gene-0.36&CDS=1-1968
3257	OG0003257	YOR018W	augustus_masked-scf7180000031549-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-scf7180000031549-processed-gene-0.42&CDS=1-2406
3258	OG0003258	YOR020C	genemark-scf7180000031445-processed-gene-0.26-mRNA-1_1&gene=genemark-scf7180000031445-processed-gene-0.26&CDS=1-315
3259	OG0003259	YOR021C	augustus_masked-scf7180000030783-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-scf7180000030783-processed-gene-0.15&CDS=1-588
3260	OG0003260	YOR022C	genemark-scf7180000030783-processed-gene-0.64-mRNA-1_1&gene=genemark-scf7180000030783-processed-gene-0.64&CDS=1-2409
3261	OG0003261	YOR023C	augustus_masked-scf7180000028743-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000028743-processed-gene-0.0&CDS=1-1473
3262	OG0003262	YOR025W	augustus_masked-scf7180000031434-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-scf7180000031434-processed-gene-0.34&CDS=1-1182
3263	OG0003263	YOR027W	augustus_masked-scf7180000030126-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-scf7180000030126-processed-gene-0.26&CDS=1-1707
3264	OG0003264	YOR036W	augustus_masked-scf7180000031267-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-scf7180000031267-processed-gene-0.4&CDS=1-783
3265	OG0003265	YOR038C	augustus_masked-scf7180000030454-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-scf7180000030454-processed-gene-0.12&CDS=1-2610
3266	OG0003266	YOR039W	augustus_masked-scf7180000030454-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-scf7180000030454-processed-gene-0.7&CDS=1-765
3267	OG0003267	YOR042W	augustus_masked-scf7180000030599-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-scf7180000030599-processed-gene-0.7&CDS=1-1353
3268	OG0003268	YOR043W	snap_masked-scf7180000031550-processed-gene-0.32-mRNA-1_1&gene=snap_masked-scf7180000031550-processed-gene-0.32&CDS=1-1002
3269	OG0003269	YOR045W	genemark-scf7180000030599-processed-gene-0.84-mRNA-1_1&gene=genemark-scf7180000030599-processed-gene-0.84&CDS=1-474
3270	OG0003270	YOR046C	augustus_masked-scf7180000030599-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-scf7180000030599-processed-gene-0.29&CDS=1-1503
3271	OG0003271	YOR048C	augustus_masked-scf7180000029572-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-scf7180000029572-processed-gene-0.14&CDS=1-2619
3272	OG0003272	YOR051C	augustus_masked-scf7180000030599-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-scf7180000030599-processed-gene-0.22&CDS=1-1191
3273	OG0003273	YOR052C	genemark-scf7180000030599-processed-gene-0.97-mRNA-1_1&gene=genemark-scf7180000030599-processed-gene-0.97&CDS=1-486
3274	OG0003274	YOR056C	augustus_masked-scf7180000031630-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-scf7180000031630-processed-gene-0.12&CDS=1-1515
3275	OG0003275	YOR058C	augustus_masked-scf7180000031630-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-scf7180000031630-processed-gene-0.13&CDS=1-1815
3276	OG0003276	YOR059C	snap_masked-scf7180000030772-processed-gene-0.28-mRNA-1_1&gene=snap_masked-scf7180000030772-processed-gene-0.28&CDS=1-1491
3277	OG0003277	YOR061W	augustus_masked-scf7180000031510-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-scf7180000031510-processed-gene-0.18&CDS=1-990
3278	OG0003278	YOR063W	augustus_masked-scf7180000031019-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-scf7180000031019-processed-gene-0.5&CDS=1-1161
3279	OG0003279	YOR065W	augustus_masked-scf7180000031510-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-scf7180000031510-processed-gene-0.4&CDS=1-909
3280	OG0003280	YOR067C	augustus_masked-scf7180000031510-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-scf7180000031510-processed-gene-0.16&CDS=1-1713
3281	OG0003281	YOR069W	augustus_masked-scf7180000030568-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000030568-processed-gene-0.0&CDS=1-1692
3282	OG0003282	YOR070C	genemark-scf7180000031613-processed-gene-0.6-mRNA-1_1&gene=genemark-scf7180000031613-processed-gene-0.6&CDS=1-1452
3283	OG0003283	YOR074C	augustus_masked-scf7180000031510-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-scf7180000031510-processed-gene-0.14&CDS=1-891
3284	OG0003284	YOR077W	snap_masked-scf7180000031008-processed-gene-0.15-mRNA-1_1&gene=snap_masked-scf7180000031008-processed-gene-0.15&CDS=1-729
3285	OG0003285	YOR078W	snap_masked-scf7180000031616-processed-gene-0.10-mRNA-1_1&gene=snap_masked-scf7180000031616-processed-gene-0.10&CDS=1-555
3286	OG0003286	YOR079C	augustus_masked-scf7180000031616-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-scf7180000031616-processed-gene-0.37&CDS=1-1143
3287	OG0003287	YOR085W	augustus_masked-scf7180000028844-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-scf7180000028844-processed-gene-0.14&CDS=1-981
3288	OG0003288	YOR087W	snap_masked-scf7180000031642-processed-gene-0.42-mRNA-1_1&gene=snap_masked-scf7180000031642-processed-gene-0.42&CDS=1-1926
3289	OG0003289	YOR089C	snap_masked-scf7180000031642-processed-gene-0.43-mRNA-1_1&gene=snap_masked-scf7180000031642-processed-gene-0.43&CDS=1-681
3290	OG0003290	YOR091W	augustus_masked-scf7180000031555-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-scf7180000031555-processed-gene-0.34&CDS=1-1032
3291	OG0003291	YOR093C	augustus_masked-scf7180000031642-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-scf7180000031642-processed-gene-0.16&CDS=1-4428
3292	OG0003292	YOR095C	augustus_masked-scf7180000031555-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-scf7180000031555-processed-gene-0.32&CDS=1-720
3293	OG0003293	YOR099W	maker-scf7180000029314-snap-gene-0.6-mRNA-1_1&gene=maker-scf7180000029314-snap-gene-0.6&CDS=1-2226
3294	OG0003294	YOR100C	augustus_masked-scf7180000028621-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-scf7180000028621-processed-gene-0.18&CDS=1-840
3295	OG0003295	YOR103C	augustus_masked-scf7180000031686-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-scf7180000031686-processed-gene-0.13&CDS=1-375
3296	OG0003296	YOR106W	augustus_masked-scf7180000031686-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-scf7180000031686-processed-gene-0.10&CDS=1-696
3297	OG0003297	YOR112W	augustus_masked-scf7180000031054-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-scf7180000031054-processed-gene-0.5&CDS=1-1851
