	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034629_Pichia_exigua
2270	OG0002270	YMR036C	augustus_masked-flattened_line_102-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-flattened_line_102-processed-gene-0.43&CDS=1-2547
2271	OG0002271	YMR038C	augustus_masked-flattened_line_102-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-flattened_line_102-processed-gene-0.42&CDS=1-693
2272	OG0002272	YMR039C	snap_masked-flattened_line_24-processed-gene-1.36-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-1.36&CDS=1-405
2273	OG0002273	YMR041C	augustus_masked-flattened_line_24-processed-gene-1.132-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-1.132&CDS=1-996
2274	OG0002274	YMR049C	augustus_masked-flattened_line_12-processed-gene-2.137-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-2.137&CDS=1-2514
2275	OG0002275	YMR058W	augustus_masked-flattened_line_130-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-flattened_line_130-processed-gene-0.29&CDS=1-1923
2276	OG0002276	YMR060C	augustus_masked-flattened_line_4-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-0.92&CDS=1-930
2277	OG0002277	YMR061W	augustus_masked-flattened_line_4-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-0.72&CDS=1-1953
2278	OG0002278	YMR062C	augustus_masked-flattened_line_106-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-flattened_line_106-processed-gene-0.53&CDS=1-1278
2279	OG0002279	YMR066W	augustus_masked-flattened_line_6-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-0.65&CDS=1-2640
2280	OG0002280	YMR068W	maker-flattened_line_120-snap-gene-0.8-mRNA-1_1&gene=maker-flattened_line_120-snap-gene-0.8&CDS=1-1857
2281	OG0002281	YMR071C	maker-flattened_line_120-augustus-gene-0.2-mRNA-1_1&gene=maker-flattened_line_120-augustus-gene-0.2&CDS=1-495
2282	OG0002282	YMR073C	augustus_masked-flattened_line_16-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-0.83&CDS=1-525
2283	OG0002283	YMR074C	augustus_masked-flattened_line_16-processed-gene-0.99-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-0.99&CDS=1-432
2284	OG0002284	YMR076C	augustus_masked-flattened_line_106-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-flattened_line_106-processed-gene-0.63&CDS=1-5349
2285	OG0002285	YMR077C	augustus_masked-flattened_line_112-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-flattened_line_112-processed-gene-0.5&CDS=1-693
2286	OG0002286	YMR078C	snap_masked-flattened_line_14-processed-gene-1.76-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-1.76&CDS=1-2007
2287	OG0002287	YMR079W	maker-flattened_line_44-snap-gene-0.135-mRNA-1_1&gene=maker-flattened_line_44-snap-gene-0.135&CDS=1-2208
2288	OG0002288	YMR080C	augustus_masked-flattened_line_34-processed-gene-0.157-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.157&CDS=1-2817
2289	OG0002289	YMR087W	augustus_masked-flattened_line_22-processed-gene-1.106-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.106&CDS=1-690
2290	OG0002290	YMR088C	augustus_masked-flattened_line_22-processed-gene-1.110-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.110&CDS=1-1701
2291	OG0002291	YMR091C	augustus_masked-flattened_line_58-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-flattened_line_58-processed-gene-0.83&CDS=1-1158
2292	OG0002292	YMR092C	augustus_masked-flattened_line_42-processed-gene-0.157-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.157&CDS=1-3606
2293	OG0002293	YMR093W	genemark-flattened_line_62-processed-gene-0.46-mRNA-1_1&gene=genemark-flattened_line_62-processed-gene-0.46&CDS=1-2187
2294	OG0002294	YMR097C	snap_masked-flattened_line_48-processed-gene-0.131-mRNA-1_1&gene=snap_masked-flattened_line_48-processed-gene-0.131&CDS=1-1131
2295	OG0002295	YMR098C	augustus_masked-flattened_line_14-processed-gene-1.26-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.26&CDS=1-1518
2296	OG0002296	YMR099C	augustus_masked-flattened_line_42-processed-gene-0.196-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.196&CDS=1-894
2297	OG0002297	YMR100W	maker-flattened_line_12-augustus-gene-2.69-mRNA-1_1&gene=maker-flattened_line_12-augustus-gene-2.69&CDS=1-3342
2298	OG0002298	YMR105C	snap_masked-flattened_line_12-processed-gene-2.165-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-2.165&CDS=1-1707
2299	OG0002299	YMR108W	augustus_masked-flattened_line_14-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-0.53&CDS=1-2043
2300	OG0002300	YMR110C	augustus_masked-flattened_line_80-processed-gene-0.116-mRNA-1_1&gene=augustus_masked-flattened_line_80-processed-gene-0.116&CDS=1-1488
2301	OG0002301	YMR113W	augustus_masked-flattened_line_54-processed-gene-0.158-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.158&CDS=1-1233
2302	OG0002302	YMR116C	maker-flattened_line_42-augustus-gene-0.2-mRNA-1_1&gene=maker-flattened_line_42-augustus-gene-0.2&CDS=1-939
2303	OG0002303	YMR120C	augustus_masked-flattened_line_12-processed-gene-1.61-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.61&CDS=1-1779
2304	OG0002304	YMR125W	augustus_masked-flattened_line_12-processed-gene-1.77-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.77&CDS=1-3504
2305	OG0002305	YMR126C	augustus_masked-flattened_line_16-processed-gene-2.133-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-2.133&CDS=1-627
2306	OG0002306	YMR127C	augustus_masked-flattened_line_28-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-0.85&CDS=1-1221
2307	OG0002307	YMR128W	snap_masked-flattened_line_28-processed-gene-0.29-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-0.29&CDS=1-3837
2308	OG0002308	YMR129W	augustus_masked-flattened_line_54-processed-gene-0.153-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.153&CDS=1-3891
2309	OG0002309	YMR131C	augustus_masked-flattened_line_2-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-0.82&CDS=1-1536
2310	OG0002310	YMR134W	augustus_masked-flattened_line_4-processed-gene-2.123-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-2.123&CDS=1-639
2311	OG0002311	YMR139W	augustus_masked-flattened_line_16-processed-gene-2.122-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-2.122&CDS=1-1140
2312	OG0002312	YMR140W	snap_masked-flattened_line_16-processed-gene-2.103-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-2.103&CDS=1-1539
2313	OG0002313	YMR146C	augustus_masked-flattened_line_56-processed-gene-0.194-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.194&CDS=1-1071
2314	OG0002314	YMR149W	augustus_masked-flattened_line_146-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-flattened_line_146-processed-gene-0.9&CDS=1-813
2315	OG0002315	YMR157C	augustus_masked-flattened_line_10-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-0.76&CDS=1-978
2316	OG0002316	YMR158W	augustus_masked-flattened_line_10-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-0.57&CDS=1-471
2317	OG0002317	YMR161W	augustus_masked-flattened_line_60-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-flattened_line_60-processed-gene-0.17&CDS=1-963
2318	OG0002318	YMR162C	augustus_masked-flattened_line_12-processed-gene-1.59-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.59&CDS=1-5172
2319	OG0002319	YMR165C	maker-flattened_line_18-snap-gene-0.4-mRNA-1_1&gene=maker-flattened_line_18-snap-gene-0.4&CDS=1-4365
2320	OG0002320	YMR167W	maker-flattened_line_8-snap-gene-3.217-mRNA-1_1&gene=maker-flattened_line_8-snap-gene-3.217&CDS=1-2283
2321	OG0002321	YMR179W	augustus_masked-flattened_line_8-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-0.61&CDS=1-2739
2322	OG0002322	YMR185W	augustus_masked-flattened_line_4-processed-gene-3.63-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.63&CDS=1-2751
2323	OG0002323	YMR186W	augustus_masked-flattened_line_84-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-flattened_line_84-processed-gene-0.38&CDS=1-2097
2324	OG0002324	YMR188C	augustus_masked-flattened_line_58-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-flattened_line_58-processed-gene-0.78&CDS=1-750
2325	OG0002325	YMR189W	augustus_masked-flattened_line_114-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-flattened_line_114-processed-gene-0.14&CDS=1-4347
2326	OG0002326	YMR190C	augustus_masked-flattened_line_8-processed-gene-3.165-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-3.165&CDS=1-4773
2327	OG0002327	YMR196W	genemark-flattened_line_82-processed-gene-0.20-mRNA-1_1&gene=genemark-flattened_line_82-processed-gene-0.20&CDS=1-6546
2328	OG0002328	YMR197C	augustus_masked-flattened_line_82-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-flattened_line_82-processed-gene-0.86&CDS=1-648
2329	OG0002329	YMR200W	snap_masked-flattened_line_88-processed-gene-0.46-mRNA-1_1&gene=snap_masked-flattened_line_88-processed-gene-0.46&CDS=1-720
2330	OG0002330	YMR201C	augustus_masked-flattened_line_32-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.58&CDS=1-1182
2331	OG0002331	YMR202W	augustus_masked-flattened_line_44-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.15&CDS=1-621
2332	OG0002332	YMR203W	augustus_masked-flattened_line_58-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-flattened_line_58-processed-gene-0.98&CDS=1-1149
2333	OG0002333	YMR208W	maker-flattened_line_52-snap-gene-0.6-mRNA-1_1&gene=maker-flattened_line_52-snap-gene-0.6&CDS=1-1281
2334	OG0002334	YMR209C	augustus_masked-flattened_line_52-processed-gene-0.134-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.134&CDS=1-1122
2335	OG0002335	YMR210W	augustus_masked-flattened_line_28-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-0.68&CDS=1-1437
2336	OG0002336	YMR211W	augustus_masked-flattened_line_94-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-flattened_line_94-processed-gene-0.15&CDS=1-1428
2337	OG0002337	YMR212C	augustus_masked-flattened_line_26-processed-gene-1.62-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-1.62&CDS=1-2412
2338	OG0002338	YMR213W	augustus_masked-flattened_line_26-processed-gene-1.59-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-1.59&CDS=1-1941
2339	OG0002339	YMR214W	snap_masked-flattened_line_64-processed-gene-0.113-mRNA-1_1&gene=snap_masked-flattened_line_64-processed-gene-0.113&CDS=1-1068
2340	OG0002340	YMR217W	augustus_masked-flattened_line_52-processed-gene-0.135-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.135&CDS=1-1578
2341	OG0002341	YMR218C	augustus_masked-flattened_line_36-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.44&CDS=1-3489
2342	OG0002342	YMR220W	snap_masked-flattened_line_0-processed-gene-2.73-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.73&CDS=1-1419
2343	OG0002343	YMR221C	augustus_masked-flattened_line_36-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.34&CDS=1-1647
2344	OG0002344	YMR223W	maker-flattened_line_36-snap-gene-0.8-mRNA-1_1&gene=maker-flattened_line_36-snap-gene-0.8&CDS=1-1848
2345	OG0002345	YMR224C	genemark-flattened_line_84-processed-gene-0.75-mRNA-1_1&gene=genemark-flattened_line_84-processed-gene-0.75&CDS=1-2013
2346	OG0002346	YMR227C	maker-flattened_line_60-snap-gene-0.5-mRNA-1_1&gene=maker-flattened_line_60-snap-gene-0.5&CDS=1-1710
2347	OG0002347	YMR228W	augustus_masked-flattened_line_60-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-flattened_line_60-processed-gene-0.36&CDS=1-1113
2348	OG0002348	YMR229C	augustus_masked-flattened_line_42-processed-gene-0.174-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.174&CDS=1-5073
2349	OG0002349	YMR231W	augustus_masked-flattened_line_60-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-flattened_line_60-processed-gene-0.53&CDS=1-3051
2350	OG0002350	YMR235C	augustus_masked-flattened_line_74-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-flattened_line_74-processed-gene-0.78&CDS=1-1194
2351	OG0002351	YMR236W	genemark-flattened_line_32-processed-gene-0.233-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-0.233&CDS=1-378
2352	OG0002352	YMR241W	augustus_masked-flattened_line_24-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.19&CDS=1-918
2353	OG0002353	YMR243C	augustus_masked-flattened_line_60-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-flattened_line_60-processed-gene-0.32&CDS=1-1434
2354	OG0002354	YMR244W	augustus_masked-flattened_line_60-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-flattened_line_60-processed-gene-0.29&CDS=1-927
2355	OG0002355	YMR247C	augustus_masked-flattened_line_34-processed-gene-0.154-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.154&CDS=1-4632
2356	OG0002356	YMR250W	augustus_masked-flattened_line_32-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.63&CDS=1-1842
2357	OG0002357	YMR256C	snap_masked-flattened_line_0-processed-gene-4.108-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-4.108&CDS=1-183
2358	OG0002358	YMR259C	augustus_masked-flattened_line_24-processed-gene-1.77-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-1.77&CDS=1-4446
2359	OG0002359	YMR260C	augustus_masked-flattened_line_24-processed-gene-1.76-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-1.76&CDS=1-453
2360	OG0002360	YMR262W	augustus_masked-flattened_line_8-processed-gene-2.24-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.24&CDS=1-1017
2361	OG0002361	YMR269W	snap_masked-flattened_line_112-processed-gene-0.28-mRNA-1_1&gene=snap_masked-flattened_line_112-processed-gene-0.28&CDS=1-597
2362	OG0002362	YMR272C	maker-flattened_line_82-augustus-gene-0.1-mRNA-1_1&gene=maker-flattened_line_82-augustus-gene-0.1&CDS=1-2685
2363	OG0002363	YMR276W	augustus_masked-flattened_line_6-processed-gene-3.244-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-3.244&CDS=1-1149
2364	OG0002364	YMR277W	snap_masked-flattened_line_58-processed-gene-0.154-mRNA-1_1&gene=snap_masked-flattened_line_58-processed-gene-0.154&CDS=1-2244
2365	OG0002365	YMR278W	augustus_masked-flattened_line_14-processed-gene-2.34-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-2.34&CDS=1-1854
2366	OG0002366	YMR280C	maker-flattened_line_116-snap-gene-0.3-mRNA-1_1&gene=maker-flattened_line_116-snap-gene-0.3&CDS=1-3201
2367	OG0002367	YMR281W	augustus_masked-flattened_line_14-processed-gene-1.43-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.43&CDS=1-927
2368	OG0002368	YMR283C	augustus_masked-flattened_line_156-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-flattened_line_156-processed-gene-0.15&CDS=1-1335
2369	OG0002369	YMR284W	snap_masked-flattened_line_4-processed-gene-3.150-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-3.150&CDS=1-2034
2370	OG0002370	YMR286W	augustus_masked-flattened_line_38-processed-gene-0.142-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.142&CDS=1-264
2371	OG0002371	YMR287C	snap_masked-flattened_line_18-processed-gene-1.119-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-1.119&CDS=1-3129
2372	OG0002372	YMR288W	augustus_masked-flattened_line_88-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-flattened_line_88-processed-gene-0.9&CDS=1-3477
2373	OG0002373	YMR289W	augustus_masked-flattened_line_84-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-flattened_line_84-processed-gene-0.50&CDS=1-879
2374	OG0002374	YMR290C	augustus_masked-flattened_line_8-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-0.56&CDS=1-1818
2375	OG0002375	YMR292W	snap_masked-flattened_line_0-processed-gene-2.64-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.64&CDS=1-309
2376	OG0002376	YMR293C	augustus_masked-flattened_line_0-processed-gene-2.10-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.10&CDS=1-1593
2377	OG0002377	YMR294W	augustus_masked-flattened_line_4-processed-gene-2.121-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-2.121&CDS=1-990
2378	OG0002378	YMR295C	augustus_masked-flattened_line_122-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-flattened_line_122-processed-gene-0.4&CDS=1-588
2379	OG0002379	YMR296C	augustus_masked-flattened_line_58-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-flattened_line_58-processed-gene-0.100&CDS=1-1674
2380	OG0002380	YMR297W	snap_masked-flattened_line_4-processed-gene-0.126-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-0.126&CDS=1-1629
2381	OG0002381	YMR300C	augustus_masked-flattened_line_12-processed-gene-0.105-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-0.105&CDS=1-1659
2382	OG0002382	YMR301C	augustus_masked-flattened_line_92-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-flattened_line_92-processed-gene-0.18&CDS=1-2151
2383	OG0002383	YMR302C	augustus_masked-flattened_line_34-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.94&CDS=1-2436
2384	OG0002384	YMR304W	augustus_masked-flattened_line_12-processed-gene-0.117-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-0.117&CDS=1-3750
2385	OG0002385	YMR307W	augustus_masked-flattened_line_0-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-0.43&CDS=1-1665
2386	OG0002386	YMR308C	augustus_masked-flattened_line_0-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-0.44&CDS=1-3279
2387	OG0002387	YMR309C	augustus_masked-flattened_line_122-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-flattened_line_122-processed-gene-0.2&CDS=1-2643
2388	OG0002388	YMR311C	snap_masked-flattened_line_2-processed-gene-2.68-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-2.68&CDS=1-408
2389	OG0002389	YMR312W	augustus_masked-flattened_line_72-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-flattened_line_72-processed-gene-0.79&CDS=1-738
2390	OG0002390	YMR314W	augustus_masked-flattened_line_0-processed-gene-3.90-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.90&CDS=1-846
2391	OG0002391	YMR315W	augustus_masked-flattened_line_6-processed-gene-3.190-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-3.190&CDS=1-1050
2392	OG0002392	YNL002C	augustus_masked-flattened_line_18-processed-gene-1.5-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.5&CDS=1-897
2393	OG0002393	YNL003C	augustus_masked-flattened_line_18-processed-gene-1.8-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.8&CDS=1-837
2394	OG0002394	YNL005C	augustus_masked-flattened_line_20-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-0.11&CDS=1-1107
2395	OG0002395	YNL006W	maker-flattened_line_20-augustus-gene-0.139-mRNA-1_1&gene=maker-flattened_line_20-augustus-gene-0.139&CDS=1-1746
2396	OG0002396	YNL007C	augustus_masked-flattened_line_20-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-0.40&CDS=1-1053
2397	OG0002397	YNL010W	augustus_masked-flattened_line_84-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-flattened_line_84-processed-gene-0.51&CDS=1-705
2398	OG0002398	YNL014W	augustus_masked-flattened_line_84-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-flattened_line_84-processed-gene-0.42&CDS=1-3141
2399	OG0002399	YNL015W	snap_masked-flattened_line_40-processed-gene-0.170-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-0.170&CDS=1-192
2400	OG0002400	YNL016W	augustus_masked-flattened_line_8-processed-gene-1.85-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.85&CDS=1-1413
2401	OG0002401	YNL021W	augustus_masked-flattened_line_36-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.61&CDS=1-2331
2402	OG0002402	YNL022C	augustus_masked-flattened_line_36-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.25&CDS=1-1404
2403	OG0002403	YNL023C	augustus_masked-flattened_line_6-processed-gene-3.252-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-3.252&CDS=1-2877
2404	OG0002404	YNL025C	augustus_masked-flattened_line_36-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.21&CDS=1-2277
2405	OG0002405	YNL032W	augustus_masked-flattened_line_62-processed-gene-0.151-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.151&CDS=1-855
2406	OG0002406	YNL035C	augustus_masked-flattened_line_36-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.64&CDS=1-1185
2407	OG0002407	YNL036W	genemark-flattened_line_26-processed-gene-1.122-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-1.122&CDS=1-2118
2408	OG0002408	YNL037C	augustus_masked-flattened_line_284-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-flattened_line_284-processed-gene-0.1&CDS=1-1095
2409	OG0002409	YNL039W	augustus_masked-flattened_line_36-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.29&CDS=1-2388
2410	OG0002410	YNL040W	augustus_masked-flattened_line_66-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-flattened_line_66-processed-gene-0.30&CDS=1-1254
2411	OG0002411	YNL041C	augustus_masked-flattened_line_22-processed-gene-1.137-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.137&CDS=1-2331
2412	OG0002412	YNL042W	maker-flattened_line_22-snap-gene-1.99-mRNA-1_1&gene=maker-flattened_line_22-snap-gene-1.99&CDS=1-1068
2413	OG0002413	YNL044W	augustus_masked-flattened_line_6-processed-gene-2.33-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-2.33&CDS=1-1617
2414	OG0002414	YNL045W	augustus_masked-flattened_line_6-processed-gene-2.13-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-2.13&CDS=1-1908
2415	OG0002415	YNL048W	augustus_masked-flattened_line_18-processed-gene-1.4-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.4&CDS=1-1944
2416	OG0002416	YNL049C	maker-flattened_line_110-augustus-gene-0.23-mRNA-1_1&gene=maker-flattened_line_110-augustus-gene-0.23&CDS=1-3111
2417	OG0002417	YNL051W	augustus_masked-flattened_line_6-processed-gene-3.234-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-3.234&CDS=1-1257
2418	OG0002418	YNL054W	maker-flattened_line_18-snap-gene-1.162-mRNA-1_1&gene=maker-flattened_line_18-snap-gene-1.162&CDS=1-2184
2419	OG0002419	YNL059C	augustus_masked-flattened_line_26-processed-gene-1.81-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-1.81&CDS=1-2331
2420	OG0002420	YNL061W	augustus_masked-flattened_line_26-processed-gene-1.103-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-1.103&CDS=1-1896
2421	OG0002421	YNL062C	augustus_masked-flattened_line_26-processed-gene-1.82-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-1.82&CDS=1-1410
2422	OG0002422	YNL071W	augustus_masked-flattened_line_126-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-flattened_line_126-processed-gene-0.30&CDS=1-1287
2423	OG0002423	YNL072W	augustus_masked-flattened_line_16-processed-gene-1.109-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.109&CDS=1-924
2424	OG0002424	YNL075W	augustus_masked-flattened_line_4-processed-gene-3.94-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.94&CDS=1-867
2425	OG0002425	YNL082W	augustus_masked-flattened_line_26-processed-gene-1.84-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-1.84&CDS=1-2487
2426	OG0002426	YNL083W	augustus_masked-flattened_line_120-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-flattened_line_120-processed-gene-0.26&CDS=1-1551
2427	OG0002427	YNL084C	augustus_masked-flattened_line_82-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-flattened_line_82-processed-gene-0.87&CDS=1-1158
2428	OG0002428	YNL085W	snap_masked-flattened_line_64-processed-gene-0.73-mRNA-1_1&gene=snap_masked-flattened_line_64-processed-gene-0.73&CDS=1-2166
2429	OG0002429	YNL088W	snap_masked-flattened_line_44-processed-gene-0.93-mRNA-1_1&gene=snap_masked-flattened_line_44-processed-gene-0.93&CDS=1-4329
2430	OG0002430	YNL090W	augustus_masked-flattened_line_70-processed-gene-0.114-mRNA-1_1&gene=augustus_masked-flattened_line_70-processed-gene-0.114&CDS=1-597
2431	OG0002431	YNL092W	augustus_masked-flattened_line_70-processed-gene-0.118-mRNA-1_1&gene=augustus_masked-flattened_line_70-processed-gene-0.118&CDS=1-1209
2432	OG0002432	YNL094W	snap_masked-flattened_line_70-processed-gene-0.93-mRNA-1_1&gene=snap_masked-flattened_line_70-processed-gene-0.93&CDS=1-1767
2433	OG0002433	YNL097C	genemark-flattened_line_52-processed-gene-0.74-mRNA-1_1&gene=genemark-flattened_line_52-processed-gene-0.74&CDS=1-3111
2434	OG0002434	YNL099C	augustus_masked-flattened_line_2-processed-gene-1.75-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-1.75&CDS=1-579
