	OrthologID	Candida_intermedia	Saccharomyces_cerevisiae
2807	OG0002807	-processed-gene-15.104-mRNA-1_1&gene=snap_masked-gi|1002316281|dbj|BCGD01000002.1|-processed-gene-15.104&CDS=1-510	YLR306W
2808	OG0002808	-processed-gene-15.38-mRNA-1_1&gene=genemark-gi|1002316281|dbj|BCGD01000002.1|-processed-gene-15.38&CDS=1-1632	YMR223W
2809	OG0002809	-processed-gene-15.39-mRNA-1_1&gene=genemark-gi|1002316281|dbj|BCGD01000002.1|-processed-gene-15.39&CDS=1-756	YOR281C
2810	OG0002810	-processed-gene-15.18-mRNA-1_1&gene=genemark-gi|1002316281|dbj|BCGD01000002.1|-processed-gene-15.18&CDS=1-486	YCR090C
2811	OG0002811	-processed-gene-15.19-mRNA-1_1&gene=genemark-gi|1002316281|dbj|BCGD01000002.1|-processed-gene-15.19&CDS=1-2781	YER077C
2812	OG0002812	-processed-gene-15.20-mRNA-1_1&gene=genemark-gi|1002316281|dbj|BCGD01000002.1|-processed-gene-15.20&CDS=1-855	YGR277C
2813	OG0002813	-processed-gene-15.42-mRNA-1_1&gene=genemark-gi|1002316281|dbj|BCGD01000002.1|-processed-gene-15.42&CDS=1-3963	YMR304W
2814	OG0002814	-processed-gene-16.84-mRNA-1_1&gene=genemark-gi|1002316281|dbj|BCGD01000002.1|-processed-gene-16.84&CDS=1-1071	YGR279C
2815	OG0002815	-processed-gene-16.85-mRNA-1_1&gene=genemark-gi|1002316281|dbj|BCGD01000002.1|-processed-gene-16.85&CDS=1-1899	YNL216W
2816	OG0002816	-processed-gene-16.86-mRNA-1_1&gene=genemark-gi|1002316281|dbj|BCGD01000002.1|-processed-gene-16.86&CDS=1-1245	YNL217W
2817	OG0002817	-processed-gene-16.87-mRNA-1_1&gene=genemark-gi|1002316281|dbj|BCGD01000002.1|-processed-gene-16.87&CDS=1-2250	YDL234C
2818	OG0002818	-processed-gene-16.88-mRNA-1_1&gene=genemark-gi|1002316281|dbj|BCGD01000002.1|-processed-gene-16.88&CDS=1-3168	YJL050W
2819	OG0002819	-processed-gene-16.91-mRNA-1_1&gene=genemark-gi|1002316281|dbj|BCGD01000002.1|-processed-gene-16.91&CDS=1-3045	YNL236W
2820	OG0002820	-processed-gene-16.92-mRNA-1_1&gene=genemark-gi|1002316281|dbj|BCGD01000002.1|-processed-gene-16.92&CDS=1-312	YBR091C
2821	OG0002821	-processed-gene-16.111-mRNA-1_1&gene=genemark-gi|1002316281|dbj|BCGD01000002.1|-processed-gene-16.111&CDS=1-1071	YKL060C
2822	OG0002822	-processed-gene-16.94-mRNA-1_1&gene=genemark-gi|1002316281|dbj|BCGD01000002.1|-processed-gene-16.94&CDS=1-582	YPR051W
2823	OG0002823	-processed-gene-16.95-mRNA-1_1&gene=genemark-gi|1002316281|dbj|BCGD01000002.1|-processed-gene-16.95&CDS=1-1056	YBR095C
2824	OG0002824	-processed-gene-16.96-mRNA-1_1&gene=genemark-gi|1002316281|dbj|BCGD01000002.1|-processed-gene-16.96&CDS=1-777	YBR088C
2825	OG0002825	-processed-gene-16.112-mRNA-1_1&gene=genemark-gi|1002316281|dbj|BCGD01000002.1|-processed-gene-16.112&CDS=1-1329	YPL259C
2826	OG0002826	-processed-gene-16.100-mRNA-1_1&gene=genemark-gi|1002316281|dbj|BCGD01000002.1|-processed-gene-16.100&CDS=1-1371	YOL030W
2827	OG0002827	-augustus-gene-16.2-mRNA-1_1&gene=maker-gi|1002316281|dbj|BCGD01000002.1|-augustus-gene-16.2&CDS=1-2373	YER055C
2828	OG0002828	-processed-gene-16.116-mRNA-1_1&gene=genemark-gi|1002316281|dbj|BCGD01000002.1|-processed-gene-16.116&CDS=1-978	YGR144W
2829	OG0002829	-augustus-gene-16.3-mRNA-1_1&gene=maker-gi|1002316281|dbj|BCGD01000002.1|-augustus-gene-16.3&CDS=1-2121	YLR186W
2830	OG0002830	-processed-gene-16.102-mRNA-1_1&gene=genemark-gi|1002316281|dbj|BCGD01000002.1|-processed-gene-16.102&CDS=1-2157	YDR499W
2831	OG0002831	-processed-gene-16.120-mRNA-1_1&gene=genemark-gi|1002316281|dbj|BCGD01000002.1|-processed-gene-16.120&CDS=1-1131	YML060W
2832	OG0002832	-processed-gene-16.104-mRNA-1_1&gene=genemark-gi|1002316281|dbj|BCGD01000002.1|-processed-gene-16.104&CDS=1-2229	YNL218W
2833	OG0002833	-processed-gene-16.23-mRNA-1_1&gene=snap_masked-gi|1002316281|dbj|BCGD01000002.1|-processed-gene-16.23&CDS=1-273	YDR510W
2834	OG0002834	-processed-gene-16.125-mRNA-1_1&gene=genemark-gi|1002316281|dbj|BCGD01000002.1|-processed-gene-16.125&CDS=1-3243	YLR187W
2835	OG0002835	-processed-gene-16.127-mRNA-1_1&gene=genemark-gi|1002316281|dbj|BCGD01000002.1|-processed-gene-16.127&CDS=1-669	YLR390W-A
2836	OG0002836	-processed-gene-17.91-mRNA-1_1&gene=genemark-gi|1002316281|dbj|BCGD01000002.1|-processed-gene-17.91&CDS=1-1008	YDR202C
2837	OG0002837	-processed-gene-17.95-mRNA-1_1&gene=genemark-gi|1002316281|dbj|BCGD01000002.1|-processed-gene-17.95&CDS=1-1857	YGL095C
2838	OG0002838	-processed-gene-17.107-mRNA-1_1&gene=genemark-gi|1002316281|dbj|BCGD01000002.1|-processed-gene-17.107&CDS=1-1152	YPL181W
2839	OG0002839	-processed-gene-17.96-mRNA-1_1&gene=genemark-gi|1002316281|dbj|BCGD01000002.1|-processed-gene-17.96&CDS=1-312	YBR268W
2840	OG0002840	-processed-gene-17.108-mRNA-1_1&gene=genemark-gi|1002316281|dbj|BCGD01000002.1|-processed-gene-17.108&CDS=1-2466	YPR089W
2841	OG0002841	-processed-gene-17.97-mRNA-1_1&gene=genemark-gi|1002316281|dbj|BCGD01000002.1|-processed-gene-17.97&CDS=1-825	YPR079W
2842	OG0002842	-processed-gene-17.109-mRNA-1_1&gene=genemark-gi|1002316281|dbj|BCGD01000002.1|-processed-gene-17.109&CDS=1-2802	YNL287W
2843	OG0002843	-processed-gene-17.27-mRNA-1_1&gene=snap_masked-gi|1002316281|dbj|BCGD01000002.1|-processed-gene-17.27&CDS=1-3825	YML091C
2844	OG0002844	-processed-gene-17.111-mRNA-1_1&gene=genemark-gi|1002316281|dbj|BCGD01000002.1|-processed-gene-17.111&CDS=1-2061	YML088W
2845	OG0002845	-processed-gene-17.99-mRNA-1_1&gene=genemark-gi|1002316281|dbj|BCGD01000002.1|-processed-gene-17.99&CDS=1-3873	YMR012W
2846	OG0002846	-processed-gene-17.114-mRNA-1_1&gene=genemark-gi|1002316281|dbj|BCGD01000002.1|-processed-gene-17.114&CDS=1-921	YML125C
2847	OG0002847	-processed-gene-17.115-mRNA-1_1&gene=genemark-gi|1002316281|dbj|BCGD01000002.1|-processed-gene-17.115&CDS=1-1344	YML085C
2848	OG0002848	-processed-gene-17.116-mRNA-1_1&gene=genemark-gi|1002316281|dbj|BCGD01000002.1|-processed-gene-17.116&CDS=1-1341	YML126C
2849	OG0002849	-processed-gene-17.119-mRNA-1_1&gene=genemark-gi|1002316281|dbj|BCGD01000002.1|-processed-gene-17.119&CDS=1-4548	YOR093C
2850	OG0002850	-processed-gene-17.120-mRNA-1_1&gene=genemark-gi|1002316281|dbj|BCGD01000002.1|-processed-gene-17.120&CDS=1-282	YOL108C
2851	OG0002851	-processed-gene-17.100-mRNA-1_1&gene=genemark-gi|1002316281|dbj|BCGD01000002.1|-processed-gene-17.100&CDS=1-345	YPR166C
2852	OG0002852	-processed-gene-17.122-mRNA-1_1&gene=genemark-gi|1002316281|dbj|BCGD01000002.1|-processed-gene-17.122&CDS=1-1089	YPL064C
2853	OG0002853	-processed-gene-17.102-mRNA-1_1&gene=genemark-gi|1002316281|dbj|BCGD01000002.1|-processed-gene-17.102&CDS=1-2412	YPR029C
2854	OG0002854	-processed-gene-17.123-mRNA-1_1&gene=genemark-gi|1002316281|dbj|BCGD01000002.1|-processed-gene-17.123&CDS=1-519	YPR028W
2855	OG0002855	-processed-gene-17.124-mRNA-1_1&gene=genemark-gi|1002316281|dbj|BCGD01000002.1|-processed-gene-17.124&CDS=1-1257	YKL082C
2856	OG0002856	-processed-gene-17.103-mRNA-1_1&gene=genemark-gi|1002316281|dbj|BCGD01000002.1|-processed-gene-17.103&CDS=1-1122	YKL080W
2857	OG0002857	-processed-gene-17.104-mRNA-1_1&gene=genemark-gi|1002316281|dbj|BCGD01000002.1|-processed-gene-17.104&CDS=1-369	YKL086W
2858	OG0002858	-processed-gene-17.129-mRNA-1_1&gene=genemark-gi|1002316281|dbj|BCGD01000002.1|-processed-gene-17.129&CDS=1-864	YOR065W
2859	OG0002859	-processed-gene-17.130-mRNA-1_1&gene=genemark-gi|1002316281|dbj|BCGD01000002.1|-processed-gene-17.130&CDS=1-1188	YAL012W
2860	OG0002860	-processed-gene-17.106-mRNA-1_1&gene=genemark-gi|1002316281|dbj|BCGD01000002.1|-processed-gene-17.106&CDS=1-3405	YGL006W
2861	OG0002861	-processed-gene-17.48-mRNA-1_1&gene=snap_masked-gi|1002316281|dbj|BCGD01000002.1|-processed-gene-17.48&CDS=1-720	YGL005C
2862	OG0002862	-processed-gene-18.88-mRNA-1_1&gene=snap_masked-gi|1002316281|dbj|BCGD01000002.1|-processed-gene-18.88&CDS=1-1221	YGL004C
2863	OG0002863	-processed-gene-18.8-mRNA-1_1&gene=genemark-gi|1002316281|dbj|BCGD01000002.1|-processed-gene-18.8&CDS=1-588	YIL127C
2864	OG0002864	-processed-gene-18.11-mRNA-1_1&gene=genemark-gi|1002316281|dbj|BCGD01000002.1|-processed-gene-18.11&CDS=1-3180	YIL128W
2865	OG0002865	-processed-gene-18.9-mRNA-1_1&gene=genemark-gi|1002316281|dbj|BCGD01000002.1|-processed-gene-18.9&CDS=1-8421	YIL129C
2866	OG0002866	-processed-gene-18.12-mRNA-1_1&gene=genemark-gi|1002316281|dbj|BCGD01000002.1|-processed-gene-18.12&CDS=1-1143	YOR091W
2867	OG0002867	-processed-gene-18.119-mRNA-1_1&gene=snap_masked-gi|1002316281|dbj|BCGD01000002.1|-processed-gene-18.119&CDS=1-2064	YNL094W
2868	OG0002868	-processed-gene-18.13-mRNA-1_1&gene=genemark-gi|1002316281|dbj|BCGD01000002.1|-processed-gene-18.13&CDS=1-1815	YHR114W
2869	OG0002869	-processed-gene-18.14-mRNA-1_1&gene=genemark-gi|1002316281|dbj|BCGD01000002.1|-processed-gene-18.14&CDS=1-765	YOR095C
2870	OG0002870	-processed-gene-18.15-mRNA-1_1&gene=genemark-gi|1002316281|dbj|BCGD01000002.1|-processed-gene-18.15&CDS=1-1764	YGL119W
2871	OG0002871	-processed-gene-18.17-mRNA-1_1&gene=genemark-gi|1002316281|dbj|BCGD01000002.1|-processed-gene-18.17&CDS=1-1587	YNL083W
2872	OG0002872	-processed-gene-18.18-mRNA-1_1&gene=genemark-gi|1002316281|dbj|BCGD01000002.1|-processed-gene-18.18&CDS=1-2871	YNL082W
2873	OG0002873	-processed-gene-18.21-mRNA-1_1&gene=genemark-gi|1002316281|dbj|BCGD01000002.1|-processed-gene-18.21&CDS=1-1209	YNL092W
2874	OG0002874	-processed-gene-18.64-mRNA-1_1&gene=augustus_masked-gi|1002316281|dbj|BCGD01000002.1|-processed-gene-18.64&CDS=1-1500	YOR089C
2875	OG0002875	-processed-gene-18.106-mRNA-1_1&gene=snap_masked-gi|1002316281|dbj|BCGD01000002.1|-processed-gene-18.106&CDS=1-1023	YDL230W
2876	OG0002876	-snap-gene-18.2-mRNA-1_1&gene=maker-gi|1002316281|dbj|BCGD01000002.1|-snap-gene-18.2&CDS=1-3270	YNL207W
2877	OG0002877	-processed-gene-18.44-mRNA-1_1&gene=genemark-gi|1002316281|dbj|BCGD01000002.1|-processed-gene-18.44&CDS=1-2352	YNL118C
2878	OG0002878	-processed-gene-18.28-mRNA-1_1&gene=genemark-gi|1002316281|dbj|BCGD01000002.1|-processed-gene-18.28&CDS=1-819	YLR393W
2879	OG0002879	-processed-gene-18.29-mRNA-1_1&gene=genemark-gi|1002316281|dbj|BCGD01000002.1|-processed-gene-18.29&CDS=1-354	YHL015W
2880	OG0002880	-processed-gene-18.30-mRNA-1_1&gene=genemark-gi|1002316281|dbj|BCGD01000002.1|-processed-gene-18.30&CDS=1-1707	YOR090C
2881	OG0002881	-processed-gene-18.31-mRNA-1_1&gene=genemark-gi|1002316281|dbj|BCGD01000002.1|-processed-gene-18.31&CDS=1-3681	YLR398C
2882	OG0002882	-processed-gene-18.32-mRNA-1_1&gene=genemark-gi|1002316281|dbj|BCGD01000002.1|-processed-gene-18.32&CDS=1-2316	YLR397C
2883	OG0002883	-processed-gene-18.45-mRNA-1_1&gene=genemark-gi|1002316281|dbj|BCGD01000002.1|-processed-gene-18.45&CDS=1-912	YDL065C
2884	OG0002884	-processed-gene-18.33-mRNA-1_1&gene=genemark-gi|1002316281|dbj|BCGD01000002.1|-processed-gene-18.33&CDS=1-474	YDL064W
2885	OG0002885	-processed-gene-18.46-mRNA-1_1&gene=genemark-gi|1002316281|dbj|BCGD01000002.1|-processed-gene-18.46&CDS=1-1359	YJL155C
2886	OG0002886	-processed-gene-18.34-mRNA-1_1&gene=genemark-gi|1002316281|dbj|BCGD01000002.1|-processed-gene-18.34&CDS=1-2355	YJL156C
2887	OG0002887	-processed-gene-18.47-mRNA-1_1&gene=genemark-gi|1002316281|dbj|BCGD01000002.1|-processed-gene-18.47&CDS=1-1917	YDL063C
2888	OG0002888	-processed-gene-18.48-mRNA-1_1&gene=genemark-gi|1002316281|dbj|BCGD01000002.1|-processed-gene-18.48&CDS=1-306	YLR390W
2889	OG0002889	-snap-gene-18.1-mRNA-1_1&gene=maker-gi|1002316281|dbj|BCGD01000002.1|-snap-gene-18.1&CDS=1-3636	YDL060W
2890	OG0002890	-processed-gene-19.1-mRNA-1_1&gene=genemark-gi|1002316281|dbj|BCGD01000002.1|-processed-gene-19.1&CDS=1-2871	YLR386W
2891	OG0002891	-augustus-gene-19.139-mRNA-1_1&gene=maker-gi|1002316281|dbj|BCGD01000002.1|-augustus-gene-19.139&CDS=1-2943	YGR286C
2892	OG0002892	-processed-gene-19.27-mRNA-1_1&gene=genemark-gi|1002316281|dbj|BCGD01000002.1|-processed-gene-19.27&CDS=1-765	YDR041W
2893	OG0002893	-processed-gene-19.8-mRNA-1_1&gene=genemark-gi|1002316281|dbj|BCGD01000002.1|-processed-gene-19.8&CDS=1-903	YBR061C
2894	OG0002894	-processed-gene-19.99-mRNA-1_1&gene=snap_masked-gi|1002316281|dbj|BCGD01000002.1|-processed-gene-19.99&CDS=1-963	YDR051C
2895	OG0002895	-processed-gene-19.10-mRNA-1_1&gene=genemark-gi|1002316281|dbj|BCGD01000002.1|-processed-gene-19.10&CDS=1-741	YDR050C
2896	OG0002896	-processed-gene-19.29-mRNA-1_1&gene=genemark-gi|1002316281|dbj|BCGD01000002.1|-processed-gene-19.29&CDS=1-978	YMR262W
2897	OG0002897	-processed-gene-19.30-mRNA-1_1&gene=genemark-gi|1002316281|dbj|BCGD01000002.1|-processed-gene-19.30&CDS=1-924	YML112W
2898	OG0002898	-processed-gene-19.12-mRNA-1_1&gene=genemark-gi|1002316281|dbj|BCGD01000002.1|-processed-gene-19.12&CDS=1-456	YMR260C
2899	OG0002899	-augustus-gene-19.141-mRNA-1_1&gene=maker-gi|1002316281|dbj|BCGD01000002.1|-augustus-gene-19.141&CDS=1-1002	YDR064W
2900	OG0002900	-processed-gene-19.13-mRNA-1_1&gene=genemark-gi|1002316281|dbj|BCGD01000002.1|-processed-gene-19.13&CDS=1-1689	YFR028C
2901	OG0002901	-processed-gene-19.15-mRNA-1_1&gene=genemark-gi|1002316281|dbj|BCGD01000002.1|-processed-gene-19.15&CDS=1-1614	YER168C
2902	OG0002902	-processed-gene-19.16-mRNA-1_1&gene=genemark-gi|1002316281|dbj|BCGD01000002.1|-processed-gene-19.16&CDS=1-4704	YDR127W
2903	OG0002903	-processed-gene-19.125-mRNA-1_1&gene=snap_masked-gi|1002316281|dbj|BCGD01000002.1|-processed-gene-19.125&CDS=1-14907	YLR106C
2904	OG0002904	-processed-gene-19.36-mRNA-1_1&gene=genemark-gi|1002316281|dbj|BCGD01000002.1|-processed-gene-19.36&CDS=1-828	YCL047C
2905	OG0002905	-snap-gene-19.145-mRNA-1_1&gene=maker-gi|1002316281|dbj|BCGD01000002.1|-snap-gene-19.145&CDS=1-432	YDR519W
2906	OG0002906	-processed-gene-19.24-mRNA-1_1&gene=genemark-gi|1002316281|dbj|BCGD01000002.1|-processed-gene-19.24&CDS=1-1608	YLR107W
2907	OG0002907	-processed-gene-19.26-mRNA-1_1&gene=genemark-gi|1002316281|dbj|BCGD01000002.1|-processed-gene-19.26&CDS=1-2238	YDL029W
2908	OG0002908	-processed-gene-19.43-mRNA-1_1&gene=genemark-gi|1002316281|dbj|BCGD01000002.1|-processed-gene-19.43&CDS=1-2283	YDL028C
2909	OG0002909	-processed-gene-20.0-mRNA-1_1&gene=genemark-gi|1002316281|dbj|BCGD01000002.1|-processed-gene-20.0&CDS=1-3126	YOL098C
2910	OG0002910	-processed-gene-20.2-mRNA-1_1&gene=genemark-gi|1002316281|dbj|BCGD01000002.1|-processed-gene-20.2&CDS=1-1638	YEL060C
2911	OG0002911	-augustus-gene-20.69-mRNA-1_1&gene=maker-gi|1002316281|dbj|BCGD01000002.1|-augustus-gene-20.69&CDS=1-963	YHR116W
2912	OG0002912	-processed-gene-20.148-mRNA-1_1&gene=augustus_masked-gi|1002316281|dbj|BCGD01000002.1|-processed-gene-20.148&CDS=1-1164	YNL119W
2913	OG0002913	-processed-gene-20.35-mRNA-1_1&gene=genemark-gi|1002316281|dbj|BCGD01000002.1|-processed-gene-20.35&CDS=1-960	YIR026C
2914	OG0002914	-processed-gene-20.37-mRNA-1_1&gene=genemark-gi|1002316281|dbj|BCGD01000002.1|-processed-gene-20.37&CDS=1-774	YOR258W
2915	OG0002915	-processed-gene-20.38-mRNA-1_1&gene=genemark-gi|1002316281|dbj|BCGD01000002.1|-processed-gene-20.38&CDS=1-372	YMR123W
2916	OG0002916	-processed-gene-20.7-mRNA-1_1&gene=genemark-gi|1002316281|dbj|BCGD01000002.1|-processed-gene-20.7&CDS=1-1836	YER068W
2917	OG0002917	-processed-gene-20.40-mRNA-1_1&gene=genemark-gi|1002316281|dbj|BCGD01000002.1|-processed-gene-20.40&CDS=1-2898	YPL040C
2918	OG0002918	-processed-gene-20.41-mRNA-1_1&gene=genemark-gi|1002316281|dbj|BCGD01000002.1|-processed-gene-20.41&CDS=1-1386	YNR001C
2919	OG0002919	-processed-gene-20.42-mRNA-1_1&gene=genemark-gi|1002316281|dbj|BCGD01000002.1|-processed-gene-20.42&CDS=1-1689	YBR163W
2920	OG0002920	-processed-gene-20.43-mRNA-1_1&gene=genemark-gi|1002316281|dbj|BCGD01000002.1|-processed-gene-20.43&CDS=1-1680	YPL014W
2921	OG0002921	-processed-gene-20.12-mRNA-1_1&gene=genemark-gi|1002316281|dbj|BCGD01000002.1|-processed-gene-20.12&CDS=1-3147	YOR048C
2922	OG0002922	-processed-gene-20.48-mRNA-1_1&gene=genemark-gi|1002316281|dbj|BCGD01000002.1|-processed-gene-20.48&CDS=1-5676	YJL039C
2923	OG0002923	-processed-gene-20.52-mRNA-1_1&gene=genemark-gi|1002316281|dbj|BCGD01000002.1|-processed-gene-20.52&CDS=1-1656	YKR097W
2924	OG0002924	-processed-gene-20.16-mRNA-1_1&gene=genemark-gi|1002316281|dbj|BCGD01000002.1|-processed-gene-20.16&CDS=1-2115	YER041W
2925	OG0002925	-processed-gene-20.17-mRNA-1_1&gene=genemark-gi|1002316281|dbj|BCGD01000002.1|-processed-gene-20.17&CDS=1-1242	YIL153W
2926	OG0002926	-processed-gene-20.129-mRNA-1_1&gene=snap_masked-gi|1002316281|dbj|BCGD01000002.1|-processed-gene-20.129&CDS=1-4788	YMR247C
2927	OG0002927	-processed-gene-20.59-mRNA-1_1&gene=genemark-gi|1002316281|dbj|BCGD01000002.1|-processed-gene-20.59&CDS=1-3111	YDL190C
2928	OG0002928	-processed-gene-20.20-mRNA-1_1&gene=genemark-gi|1002316281|dbj|BCGD01000002.1|-processed-gene-20.20&CDS=1-597	YDL135C
2929	OG0002929	-processed-gene-20.135-mRNA-1_1&gene=snap_masked-gi|1002316281|dbj|BCGD01000002.1|-processed-gene-20.135&CDS=1-2718	YJL092W
2930	OG0002930	-processed-gene-20.61-mRNA-1_1&gene=genemark-gi|1002316281|dbj|BCGD01000002.1|-processed-gene-20.61&CDS=1-1638	YNL189W
2931	OG0002931	-snap-gene-20.72-mRNA-1_1&gene=maker-gi|1002316281|dbj|BCGD01000002.1|-snap-gene-20.72&CDS=1-3810	YHR132C
2932	OG0002932	-processed-gene-20.63-mRNA-1_1&gene=genemark-gi|1002316281|dbj|BCGD01000002.1|-processed-gene-20.63&CDS=1-636	YHR110W
2933	OG0002933	-processed-gene-20.64-mRNA-1_1&gene=genemark-gi|1002316281|dbj|BCGD01000002.1|-processed-gene-20.64&CDS=1-2040	YDR365C
2934	OG0002934	-processed-gene-20.65-mRNA-1_1&gene=genemark-gi|1002316281|dbj|BCGD01000002.1|-processed-gene-20.65&CDS=1-1953	YOR118W
2935	OG0002935	-processed-gene-20.66-mRNA-1_1&gene=genemark-gi|1002316281|dbj|BCGD01000002.1|-processed-gene-20.66&CDS=1-705	YDR367W
2936	OG0002936	-processed-gene-20.26-mRNA-1_1&gene=genemark-gi|1002316281|dbj|BCGD01000002.1|-processed-gene-20.26&CDS=1-1452	YOR119C
2937	OG0002937	-processed-gene-20.28-mRNA-1_1&gene=genemark-gi|1002316281|dbj|BCGD01000002.1|-processed-gene-20.28&CDS=1-1308	YBL103C
2938	OG0002938	-processed-gene-20.29-mRNA-1_1&gene=genemark-gi|1002316281|dbj|BCGD01000002.1|-processed-gene-20.29&CDS=1-1392	YHR113W
2939	OG0002939	-processed-gene-20.30-mRNA-1_1&gene=genemark-gi|1002316281|dbj|BCGD01000002.1|-processed-gene-20.30&CDS=1-747	YAL049C
2940	OG0002940	-processed-gene-0.11-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-0.11&CDS=1-1368	YMR210W
2941	OG0002941	-processed-gene-1.80-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-1.80&CDS=1-846	YKL019W
2942	OG0002942	-processed-gene-1.81-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-1.81&CDS=1-1422	YMR209C
2943	OG0002943	-processed-gene-1.82-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-1.82&CDS=1-1590	YMR217W
2944	OG0002944	-processed-gene-1.83-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-1.83&CDS=1-984	YOR271C
2945	OG0002945	-processed-gene-1.98-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-1.98&CDS=1-1260	YMR208W
2946	OG0002946	-processed-gene-1.99-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-1.99&CDS=1-4857	YML103C
2947	OG0002947	-processed-gene-1.6-mRNA-1_1&gene=augustus_masked-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-1.6&CDS=1-2586	YJL141C
2948	OG0002948	-processed-gene-1.86-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-1.86&CDS=1-2922	YKL173W
2949	OG0002949	-processed-gene-1.102-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-1.102&CDS=1-2457	YJL176C
2950	OG0002950	-processed-gene-1.45-mRNA-1_1&gene=snap_masked-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-1.45&CDS=1-282	YJL166W
2951	OG0002951	-processed-gene-1.103-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-1.103&CDS=1-1050	YJL167W
2952	OG0002952	-processed-gene-1.106-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-1.106&CDS=1-1488	YGL028C
2953	OG0002953	-processed-gene-1.107-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-1.107&CDS=1-1275	YBR029C
2954	OG0002954	-processed-gene-1.90-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-1.90&CDS=1-327	YNL244C
2955	OG0002955	-processed-gene-1.91-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-1.91&CDS=1-807	YNL245C
2956	OG0002956	-processed-gene-1.108-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-1.108&CDS=1-1398	YBR133C
2957	OG0002957	-processed-gene-1.92-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-1.92&CDS=1-306	YBR135W
2958	OG0002958	-processed-gene-1.50-mRNA-1_1&gene=snap_masked-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-1.50&CDS=1-7125	YBR136W
2959	OG0002959	-processed-gene-1.109-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-1.109&CDS=1-2370	YPR091C
2960	OG0002960	-processed-gene-1.115-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-1.115&CDS=1-675	YLR078C
2961	OG0002961	-processed-gene-1.116-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-1.116&CDS=1-585	YFL046W
2962	OG0002962	-processed-gene-2.42-mRNA-1_1&gene=augustus_masked-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-2.42&CDS=1-1944	YLR077W
2963	OG0002963	-processed-gene-2.92-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-2.92&CDS=1-753	YFL045C
2964	OG0002964	-processed-gene-2.93-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-2.93&CDS=1-660	YLR075W
2965	OG0002965	-processed-gene-2.89-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-2.89&CDS=1-504	YLR074C
2966	OG0002966	-processed-gene-2.90-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-2.90&CDS=1-987	YFL044C
2967	OG0002967	-processed-gene-2.91-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-2.91&CDS=1-1539	YDR299W
2968	OG0002968	-processed-gene-2.94-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-2.94&CDS=1-363	YNL081C
2969	OG0002969	-processed-gene-2.95-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-2.95&CDS=1-1098	YNL080C
2970	OG0002970	-processed-gene-2.96-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-2.96&CDS=1-231	YDR378C
2971	OG0002971	-processed-gene-2.97-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-2.97&CDS=1-303	YDR377W
2972	OG0002972	-processed-gene-2.114-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-2.114&CDS=1-3555	YPL217C
