	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034939_Komagataella_pseudopastoris
2758	OG0002758	YOL144W	maker-NODE_2_length_799181_cov_33.4065_ID_3-snap-gene-6.7-mRNA-1_1&gene=maker-NODE_2_length_799181_cov_33.4065_ID_3-snap-gene-6.7&CDS=1-1575
2759	OG0002759	YOL145C	snap_masked-NODE_2_length_799181_cov_33.4065_ID_3-processed-gene-6.211-mRNA-1_1&gene=snap_masked-NODE_2_length_799181_cov_33.4065_ID_3-processed-gene-6.211&CDS=1-3123
2760	OG0002760	YOL146W	snap_masked-NODE_10_length_408594_cov_38.2114_ID_19-processed-gene-3.178-mRNA-1_1&gene=snap_masked-NODE_10_length_408594_cov_38.2114_ID_19-processed-gene-3.178&CDS=1-543
2761	OG0002761	YOL147C	snap_masked-NODE_10_length_408594_cov_38.2114_ID_19-processed-gene-3.150-mRNA-1_1&gene=snap_masked-NODE_10_length_408594_cov_38.2114_ID_19-processed-gene-3.150&CDS=1-750
2762	OG0002762	YOL148C	snap_masked-NODE_17_length_170323_cov_32.1895_ID_33-processed-gene-0.205-mRNA-1_1&gene=snap_masked-NODE_17_length_170323_cov_32.1895_ID_33-processed-gene-0.205&CDS=1-1500
2763	OG0002763	YOL149W	snap_masked-NODE_5_length_612577_cov_31.9479_ID_9-processed-gene-2.136-mRNA-1_1&gene=snap_masked-NODE_5_length_612577_cov_31.9479_ID_9-processed-gene-2.136&CDS=1-507
2764	OG0002764	YOR001W	genemark-NODE_1_length_1101463_cov_32.2612_ID_1-processed-gene-9.11-mRNA-1_1&gene=genemark-NODE_1_length_1101463_cov_32.2612_ID_1-processed-gene-9.11&CDS=1-2910
2765	OG0002765	YOR002W	snap_masked-NODE_10_length_408594_cov_38.2114_ID_19-processed-gene-2.127-mRNA-1_1&gene=snap_masked-NODE_10_length_408594_cov_38.2114_ID_19-processed-gene-2.127&CDS=1-1641
2766	OG0002766	YOR004W	maker-NODE_3_length_777129_cov_32.6323_ID_5-augustus-gene-1.0-mRNA-1_1&gene=maker-NODE_3_length_777129_cov_32.6323_ID_5-augustus-gene-1.0&CDS=1-1899
2767	OG0002767	YOR005C	augustus_masked-NODE_3_length_777129_cov_32.6323_ID_5-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-NODE_3_length_777129_cov_32.6323_ID_5-processed-gene-0.57&CDS=1-2796
2768	OG0002768	YOR006C	snap_masked-NODE_1_length_1101463_cov_32.2612_ID_1-processed-gene-8.117-mRNA-1_1&gene=snap_masked-NODE_1_length_1101463_cov_32.2612_ID_1-processed-gene-8.117&CDS=1-858
2769	OG0002769	YOR007C	snap_masked-NODE_1_length_1101463_cov_32.2612_ID_1-processed-gene-9.107-mRNA-1_1&gene=snap_masked-NODE_1_length_1101463_cov_32.2612_ID_1-processed-gene-9.107&CDS=1-1062
2770	OG0002770	YOR014W	maker-NODE_9_length_485800_cov_32.7032_ID_17-augustus-gene-1.0-mRNA-1_1&gene=maker-NODE_9_length_485800_cov_32.7032_ID_17-augustus-gene-1.0&CDS=1-2481
2771	OG0002771	YOR020C	maker-NODE_1_length_1101463_cov_32.2612_ID_1-augustus-gene-8.169-mRNA-1_1&gene=maker-NODE_1_length_1101463_cov_32.2612_ID_1-augustus-gene-8.169&CDS=1-312
2772	OG0002772	YOR021C	maker-NODE_5_length_612577_cov_31.9479_ID_9-augustus-gene-1.145-mRNA-1_1&gene=maker-NODE_5_length_612577_cov_31.9479_ID_9-augustus-gene-1.145&CDS=1-1962
2773	OG0002773	YOR025W	snap_masked-NODE_10_length_408594_cov_38.2114_ID_19-processed-gene-3.173-mRNA-1_1&gene=snap_masked-NODE_10_length_408594_cov_38.2114_ID_19-processed-gene-3.173&CDS=1-1383
2774	OG0002774	YOR026W	snap_masked-NODE_10_length_408594_cov_38.2114_ID_19-processed-gene-3.170-mRNA-1_1&gene=snap_masked-NODE_10_length_408594_cov_38.2114_ID_19-processed-gene-3.170&CDS=1-954
2775	OG0002775	YOR027W	snap_masked-NODE_10_length_408594_cov_38.2114_ID_19-processed-gene-3.168-mRNA-1_1&gene=snap_masked-NODE_10_length_408594_cov_38.2114_ID_19-processed-gene-3.168&CDS=1-1719
2776	OG0002776	YOR035C	snap_masked-NODE_3_length_777129_cov_32.6323_ID_5-processed-gene-2.22-mRNA-1_1&gene=snap_masked-NODE_3_length_777129_cov_32.6323_ID_5-processed-gene-2.22&CDS=1-2187
2777	OG0002777	YOR036W	snap_masked-NODE_5_length_612577_cov_31.9479_ID_9-processed-gene-3.75-mRNA-1_1&gene=snap_masked-NODE_5_length_612577_cov_31.9479_ID_9-processed-gene-3.75&CDS=1-813
2778	OG0002778	YOR037W	snap_masked-NODE_5_length_612577_cov_31.9479_ID_9-processed-gene-3.74-mRNA-1_1&gene=snap_masked-NODE_5_length_612577_cov_31.9479_ID_9-processed-gene-3.74&CDS=1-1479
2779	OG0002779	YOR038C	snap_masked-NODE_9_length_485800_cov_32.7032_ID_17-processed-gene-1.89-mRNA-1_1&gene=snap_masked-NODE_9_length_485800_cov_32.7032_ID_17-processed-gene-1.89&CDS=1-2325
2780	OG0002780	YOR039W	snap_masked-NODE_9_length_485800_cov_32.7032_ID_17-processed-gene-1.65-mRNA-1_1&gene=snap_masked-NODE_9_length_485800_cov_32.7032_ID_17-processed-gene-1.65&CDS=1-699
2781	OG0002781	YOR042W	snap_masked-NODE_9_length_485800_cov_32.7032_ID_17-processed-gene-2.105-mRNA-1_1&gene=snap_masked-NODE_9_length_485800_cov_32.7032_ID_17-processed-gene-2.105&CDS=1-1026
2782	OG0002782	YOR043W	snap_masked-NODE_10_length_408594_cov_38.2114_ID_19-processed-gene-2.122-mRNA-1_1&gene=snap_masked-NODE_10_length_408594_cov_38.2114_ID_19-processed-gene-2.122&CDS=1-951
2783	OG0002783	YOR046C	snap_masked-NODE_5_length_612577_cov_31.9479_ID_9-processed-gene-1.102-mRNA-1_1&gene=snap_masked-NODE_5_length_612577_cov_31.9479_ID_9-processed-gene-1.102&CDS=1-1437
2784	OG0002784	YOR048C	snap_masked-NODE_2_length_799181_cov_33.4065_ID_3-processed-gene-2.39-mRNA-1_1&gene=snap_masked-NODE_2_length_799181_cov_33.4065_ID_3-processed-gene-2.39&CDS=1-2979
2785	OG0002785	YOR049C	snap_masked-NODE_15_length_232599_cov_41.4502_ID_29-processed-gene-1.153-mRNA-1_1&gene=snap_masked-NODE_15_length_232599_cov_41.4502_ID_29-processed-gene-1.153&CDS=1-1200
2786	OG0002786	YOR052C	snap_masked-NODE_5_length_612577_cov_31.9479_ID_9-processed-gene-1.103-mRNA-1_1&gene=snap_masked-NODE_5_length_612577_cov_31.9479_ID_9-processed-gene-1.103&CDS=1-669
2787	OG0002787	YOR056C	augustus_masked-NODE_2_length_799181_cov_33.4065_ID_3-processed-gene-5.119-mRNA-1_1&gene=augustus_masked-NODE_2_length_799181_cov_33.4065_ID_3-processed-gene-5.119&CDS=1-1434
2788	OG0002788	YOR057W	snap_masked-NODE_3_length_777129_cov_32.6323_ID_5-processed-gene-2.39-mRNA-1_1&gene=snap_masked-NODE_3_length_777129_cov_32.6323_ID_5-processed-gene-2.39&CDS=1-1017
2789	OG0002789	YOR058C	snap_masked-NODE_3_length_777129_cov_32.6323_ID_5-processed-gene-2.15-mRNA-1_1&gene=snap_masked-NODE_3_length_777129_cov_32.6323_ID_5-processed-gene-2.15&CDS=1-2112
2790	OG0002790	YOR063W	snap_masked-NODE_1_length_1101463_cov_32.2612_ID_1-processed-gene-1.91-mRNA-1_1&gene=snap_masked-NODE_1_length_1101463_cov_32.2612_ID_1-processed-gene-1.91&CDS=1-1164
2791	OG0002791	YOR065W	augustus_masked-NODE_2_length_799181_cov_33.4065_ID_3-processed-gene-5.84-mRNA-1_1&gene=augustus_masked-NODE_2_length_799181_cov_33.4065_ID_3-processed-gene-5.84&CDS=1-834
2792	OG0002792	YOR067C	augustus_masked-NODE_2_length_799181_cov_33.4065_ID_3-processed-gene-5.103-mRNA-1_1&gene=augustus_masked-NODE_2_length_799181_cov_33.4065_ID_3-processed-gene-5.103&CDS=1-1647
2793	OG0002793	YOR069W	snap_masked-NODE_2_length_799181_cov_33.4065_ID_3-processed-gene-5.130-mRNA-1_1&gene=snap_masked-NODE_2_length_799181_cov_33.4065_ID_3-processed-gene-5.130&CDS=1-1980
2794	OG0002794	YOR070C	augustus_masked-NODE_5_length_612577_cov_31.9479_ID_9-processed-gene-3.44-mRNA-1_1&gene=augustus_masked-NODE_5_length_612577_cov_31.9479_ID_9-processed-gene-3.44&CDS=1-1488
2795	OG0002795	YOR073W	snap_masked-NODE_2_length_799181_cov_33.4065_ID_3-processed-gene-5.133-mRNA-1_1&gene=snap_masked-NODE_2_length_799181_cov_33.4065_ID_3-processed-gene-5.133&CDS=1-1068
2796	OG0002796	YOR074C	genemark-NODE_2_length_799181_cov_33.4065_ID_3-processed-gene-5.36-mRNA-1_1&gene=genemark-NODE_2_length_799181_cov_33.4065_ID_3-processed-gene-5.36&CDS=1-894
2797	OG0002797	YOR075W	augustus_masked-NODE_2_length_799181_cov_33.4065_ID_3-processed-gene-5.99-mRNA-1_1&gene=augustus_masked-NODE_2_length_799181_cov_33.4065_ID_3-processed-gene-5.99&CDS=1-990
2798	OG0002798	YOR080W	snap_masked-NODE_11_length_354078_cov_37.7079_ID_21-processed-gene-0.121-mRNA-1_1&gene=snap_masked-NODE_11_length_354078_cov_37.7079_ID_21-processed-gene-0.121&CDS=1-2088
2799	OG0002799	YOR084W	snap_masked-NODE_1_length_1101463_cov_32.2612_ID_1-processed-gene-7.122-mRNA-1_1&gene=snap_masked-NODE_1_length_1101463_cov_32.2612_ID_1-processed-gene-7.122&CDS=1-1062
2800	OG0002800	YOR085W	augustus_masked-NODE_8_length_499880_cov_32.4034_ID_15-processed-gene-1.90-mRNA-1_1&gene=augustus_masked-NODE_8_length_499880_cov_32.4034_ID_15-processed-gene-1.90&CDS=1-978
2801	OG0002801	YOR087W	snap_masked-NODE_3_length_777129_cov_32.6323_ID_5-processed-gene-6.44-mRNA-1_1&gene=snap_masked-NODE_3_length_777129_cov_32.6323_ID_5-processed-gene-6.44&CDS=1-1932
2802	OG0002802	YOR090C	snap_masked-NODE_3_length_777129_cov_32.6323_ID_5-processed-gene-6.88-mRNA-1_1&gene=snap_masked-NODE_3_length_777129_cov_32.6323_ID_5-processed-gene-6.88&CDS=1-1803
2803	OG0002803	YOR091W	snap_masked-NODE_3_length_777129_cov_32.6323_ID_5-processed-gene-6.46-mRNA-1_1&gene=snap_masked-NODE_3_length_777129_cov_32.6323_ID_5-processed-gene-6.46&CDS=1-1065
2804	OG0002804	YOR093C	snap_masked-NODE_3_length_777129_cov_32.6323_ID_5-processed-gene-6.105-mRNA-1_1&gene=snap_masked-NODE_3_length_777129_cov_32.6323_ID_5-processed-gene-6.105&CDS=1-4617
2805	OG0002805	YOR095C	maker-NODE_3_length_777129_cov_32.6323_ID_5-augustus-gene-6.17-mRNA-1_1&gene=maker-NODE_3_length_777129_cov_32.6323_ID_5-augustus-gene-6.17&CDS=1-1536
2806	OG0002806	YOR100C	snap_masked-NODE_9_length_485800_cov_32.7032_ID_17-processed-gene-3.63-mRNA-1_1&gene=snap_masked-NODE_9_length_485800_cov_32.7032_ID_17-processed-gene-3.63&CDS=1-849
2807	OG0002807	YOR103C	genemark-NODE_9_length_485800_cov_32.7032_ID_17-processed-gene-3.188-mRNA-1_1&gene=genemark-NODE_9_length_485800_cov_32.7032_ID_17-processed-gene-3.188&CDS=1-408
2808	OG0002808	YOR107W	augustus_masked-NODE_8_length_499880_cov_32.4034_ID_15-processed-gene-1.103-mRNA-1_1&gene=augustus_masked-NODE_8_length_499880_cov_32.4034_ID_15-processed-gene-1.103&CDS=1-786
2809	OG0002809	YOR111W	augustus_masked-NODE_3_length_777129_cov_32.6323_ID_5-processed-gene-3.88-mRNA-1_1&gene=augustus_masked-NODE_3_length_777129_cov_32.6323_ID_5-processed-gene-3.88&CDS=1-1356
2810	OG0002810	YOR112W	snap_masked-NODE_3_length_777129_cov_32.6323_ID_5-processed-gene-6.101-mRNA-1_1&gene=snap_masked-NODE_3_length_777129_cov_32.6323_ID_5-processed-gene-6.101&CDS=1-2235
2811	OG0002811	YOR113W	snap_masked-NODE_3_length_777129_cov_32.6323_ID_5-processed-gene-6.100-mRNA-1_1&gene=snap_masked-NODE_3_length_777129_cov_32.6323_ID_5-processed-gene-6.100&CDS=1-2277
2812	OG0002812	YOR116C	maker-NODE_3_length_777129_cov_32.6323_ID_5-snap-gene-5.176-mRNA-1_1&gene=maker-NODE_3_length_777129_cov_32.6323_ID_5-snap-gene-5.176&CDS=1-5859
2813	OG0002813	YOR117W	maker-NODE_3_length_777129_cov_32.6323_ID_5-augustus-gene-5.189-mRNA-1_1&gene=maker-NODE_3_length_777129_cov_32.6323_ID_5-augustus-gene-5.189&CDS=1-1290
2814	OG0002814	YOR118W	snap_masked-NODE_7_length_555879_cov_32.5039_ID_13-processed-gene-1.134-mRNA-1_1&gene=snap_masked-NODE_7_length_555879_cov_32.5039_ID_13-processed-gene-1.134&CDS=1-1731
2815	OG0002815	YOR119C	snap_masked-NODE_7_length_555879_cov_32.5039_ID_13-processed-gene-1.165-mRNA-1_1&gene=snap_masked-NODE_7_length_555879_cov_32.5039_ID_13-processed-gene-1.165&CDS=1-1341
2816	OG0002816	YOR122C	maker-NODE_7_length_555879_cov_32.5039_ID_13-augustus-gene-1.61-mRNA-1_1&gene=maker-NODE_7_length_555879_cov_32.5039_ID_13-augustus-gene-1.61&CDS=1-1731
2817	OG0002817	YOR124C	genemark-NODE_7_length_555879_cov_32.5039_ID_13-processed-gene-1.23-mRNA-1_1&gene=genemark-NODE_7_length_555879_cov_32.5039_ID_13-processed-gene-1.23&CDS=1-3792
2818	OG0002818	YOR125C	snap_masked-NODE_6_length_584922_cov_32.2926_ID_11-processed-gene-2.49-mRNA-1_1&gene=snap_masked-NODE_6_length_584922_cov_32.2926_ID_11-processed-gene-2.49&CDS=1-687
2819	OG0002819	YOR126C	snap_masked-NODE_1_length_1101463_cov_32.2612_ID_1-processed-gene-0.28-mRNA-1_1&gene=snap_masked-NODE_1_length_1101463_cov_32.2612_ID_1-processed-gene-0.28&CDS=1-747
2820	OG0002820	YOR128C	snap_masked-NODE_7_length_555879_cov_32.5039_ID_13-processed-gene-1.151-mRNA-1_1&gene=snap_masked-NODE_7_length_555879_cov_32.5039_ID_13-processed-gene-1.151&CDS=1-1689
2821	OG0002821	YOR130C	augustus_masked-NODE_7_length_555879_cov_32.5039_ID_13-processed-gene-1.81-mRNA-1_1&gene=augustus_masked-NODE_7_length_555879_cov_32.5039_ID_13-processed-gene-1.81&CDS=1-2400
2822	OG0002822	YOR132W	genemark-NODE_14_length_242937_cov_32.3739_ID_27-processed-gene-0.28-mRNA-1_1&gene=genemark-NODE_14_length_242937_cov_32.3739_ID_27-processed-gene-0.28&CDS=1-1674
2823	OG0002823	YOR136W	maker-NODE_12_length_307513_cov_36.2426_ID_23-augustus-gene-1.1-mRNA-1_1&gene=maker-NODE_12_length_307513_cov_36.2426_ID_23-augustus-gene-1.1&CDS=1-1689
2824	OG0002824	YOR138C	snap_masked-NODE_7_length_555879_cov_32.5039_ID_13-processed-gene-1.148-mRNA-1_1&gene=snap_masked-NODE_7_length_555879_cov_32.5039_ID_13-processed-gene-1.148&CDS=1-1941
2825	OG0002825	YOR141C	snap_masked-NODE_7_length_555879_cov_32.5039_ID_13-processed-gene-0.8-mRNA-1_1&gene=snap_masked-NODE_7_length_555879_cov_32.5039_ID_13-processed-gene-0.8&CDS=1-2451
2826	OG0002826	YOR142W	augustus_masked-NODE_2_length_799181_cov_33.4065_ID_3-processed-gene-2.55-mRNA-1_1&gene=augustus_masked-NODE_2_length_799181_cov_33.4065_ID_3-processed-gene-2.55&CDS=1-960
2827	OG0002827	YOR143C	snap_masked-NODE_7_length_555879_cov_32.5039_ID_13-processed-gene-0.10-mRNA-1_1&gene=snap_masked-NODE_7_length_555879_cov_32.5039_ID_13-processed-gene-0.10&CDS=1-960
2828	OG0002828	YOR144C	snap_masked-NODE_7_length_555879_cov_32.5039_ID_13-processed-gene-0.7-mRNA-1_1&gene=snap_masked-NODE_7_length_555879_cov_32.5039_ID_13-processed-gene-0.7&CDS=1-2175
2829	OG0002829	YOR145C	augustus_masked-NODE_2_length_799181_cov_33.4065_ID_3-processed-gene-3.86-mRNA-1_1&gene=augustus_masked-NODE_2_length_799181_cov_33.4065_ID_3-processed-gene-3.86&CDS=1-2232
2830	OG0002830	YOR149C	snap_masked-NODE_2_length_799181_cov_33.4065_ID_3-processed-gene-3.134-mRNA-1_1&gene=snap_masked-NODE_2_length_799181_cov_33.4065_ID_3-processed-gene-3.134&CDS=1-1419
2831	OG0002831	YOR150W	snap_masked-NODE_21_length_119628_cov_43.4068_ID_41-processed-gene-0.41-mRNA-1_1&gene=snap_masked-NODE_21_length_119628_cov_43.4068_ID_41-processed-gene-0.41&CDS=1-483
2832	OG0002832	YOR151C	augustus_masked-NODE_12_length_307513_cov_36.2426_ID_23-processed-gene-1.57-mRNA-1_1&gene=augustus_masked-NODE_12_length_307513_cov_36.2426_ID_23-processed-gene-1.57&CDS=1-8451
2833	OG0002833	YOR154W	snap_masked-NODE_1_length_1101463_cov_32.2612_ID_1-processed-gene-4.122-mRNA-1_1&gene=snap_masked-NODE_1_length_1101463_cov_32.2612_ID_1-processed-gene-4.122&CDS=1-1986
2834	OG0002834	YOR155C	maker-NODE_9_length_485800_cov_32.7032_ID_17-augustus-gene-3.295-mRNA-1_1&gene=maker-NODE_9_length_485800_cov_32.7032_ID_17-augustus-gene-3.295&CDS=1-1272
2835	OG0002835	YOR157C	snap_masked-NODE_12_length_307513_cov_36.2426_ID_23-processed-gene-1.103-mRNA-1_1&gene=snap_masked-NODE_12_length_307513_cov_36.2426_ID_23-processed-gene-1.103&CDS=1-795
2836	OG0002836	YOR159C	augustus_masked-NODE_12_length_307513_cov_36.2426_ID_23-processed-gene-0.131-mRNA-1_1&gene=augustus_masked-NODE_12_length_307513_cov_36.2426_ID_23-processed-gene-0.131&CDS=1-264
2837	OG0002837	YOR160W	snap_masked-NODE_12_length_307513_cov_36.2426_ID_23-processed-gene-0.72-mRNA-1_1&gene=snap_masked-NODE_12_length_307513_cov_36.2426_ID_23-processed-gene-0.72&CDS=1-2850
2838	OG0002838	YOR161C	augustus_masked-NODE_12_length_307513_cov_36.2426_ID_23-processed-gene-0.132-mRNA-1_1&gene=augustus_masked-NODE_12_length_307513_cov_36.2426_ID_23-processed-gene-0.132&CDS=1-3174
2839	OG0002839	YOR163W	snap_masked-NODE_7_length_555879_cov_32.5039_ID_13-processed-gene-4.264-mRNA-1_1&gene=snap_masked-NODE_7_length_555879_cov_32.5039_ID_13-processed-gene-4.264&CDS=1-597
2840	OG0002840	YOR164C	snap_masked-NODE_7_length_555879_cov_32.5039_ID_13-processed-gene-4.220-mRNA-1_1&gene=snap_masked-NODE_7_length_555879_cov_32.5039_ID_13-processed-gene-4.220&CDS=1-1002
2841	OG0002841	YOR165W	snap_masked-NODE_7_length_555879_cov_32.5039_ID_13-processed-gene-4.263-mRNA-1_1&gene=snap_masked-NODE_7_length_555879_cov_32.5039_ID_13-processed-gene-4.263&CDS=1-2373
2842	OG0002842	YOR166C	snap_masked-NODE_7_length_555879_cov_32.5039_ID_13-processed-gene-4.218-mRNA-1_1&gene=snap_masked-NODE_7_length_555879_cov_32.5039_ID_13-processed-gene-4.218&CDS=1-1152
2843	OG0002843	YOR168W	snap_masked-NODE_7_length_555879_cov_32.5039_ID_13-processed-gene-4.223-mRNA-1_1&gene=snap_masked-NODE_7_length_555879_cov_32.5039_ID_13-processed-gene-4.223&CDS=1-2418
2844	OG0002844	YOR175C	snap_masked-NODE_7_length_555879_cov_32.5039_ID_13-processed-gene-4.217-mRNA-1_1&gene=snap_masked-NODE_7_length_555879_cov_32.5039_ID_13-processed-gene-4.217&CDS=1-1800
2845	OG0002845	YOR176W	snap_masked-NODE_7_length_555879_cov_32.5039_ID_13-processed-gene-4.215-mRNA-1_1&gene=snap_masked-NODE_7_length_555879_cov_32.5039_ID_13-processed-gene-4.215&CDS=1-1125
2846	OG0002846	YOR181W	maker-NODE_17_length_170323_cov_32.1895_ID_33-augustus-gene-0.89-mRNA-1_1&gene=maker-NODE_17_length_170323_cov_32.1895_ID_33-augustus-gene-0.89&CDS=1-3174
2847	OG0002847	YOR184W	snap_masked-NODE_5_length_612577_cov_31.9479_ID_9-processed-gene-5.168-mRNA-1_1&gene=snap_masked-NODE_5_length_612577_cov_31.9479_ID_9-processed-gene-5.168&CDS=1-1170
2848	OG0002848	YOR187W	augustus_masked-NODE_5_length_612577_cov_31.9479_ID_9-processed-gene-5.104-mRNA-1_1&gene=augustus_masked-NODE_5_length_612577_cov_31.9479_ID_9-processed-gene-5.104&CDS=1-1272
2849	OG0002849	YOR188W	snap_masked-NODE_5_length_612577_cov_31.9479_ID_9-processed-gene-5.167-mRNA-1_1&gene=snap_masked-NODE_5_length_612577_cov_31.9479_ID_9-processed-gene-5.167&CDS=1-3477
2850	OG0002850	YOR194C	snap_masked-NODE_6_length_584922_cov_32.2926_ID_11-processed-gene-4.54-mRNA-1_1&gene=snap_masked-NODE_6_length_584922_cov_32.2926_ID_11-processed-gene-4.54&CDS=1-732
2851	OG0002851	YOR195W	snap_masked-NODE_6_length_584922_cov_32.2926_ID_11-processed-gene-4.103-mRNA-1_1&gene=snap_masked-NODE_6_length_584922_cov_32.2926_ID_11-processed-gene-4.103&CDS=1-2046
2852	OG0002852	YOR196C	snap_masked-NODE_1_length_1101463_cov_32.2612_ID_1-processed-gene-5.120-mRNA-1_1&gene=snap_masked-NODE_1_length_1101463_cov_32.2612_ID_1-processed-gene-5.120&CDS=1-1251
2853	OG0002853	YOR197W	snap_masked-NODE_1_length_1101463_cov_32.2612_ID_1-processed-gene-5.121-mRNA-1_1&gene=snap_masked-NODE_1_length_1101463_cov_32.2612_ID_1-processed-gene-5.121&CDS=1-1179
2854	OG0002854	YOR198C	augustus_masked-NODE_1_length_1101463_cov_32.2612_ID_1-processed-gene-5.68-mRNA-1_1&gene=augustus_masked-NODE_1_length_1101463_cov_32.2612_ID_1-processed-gene-5.68&CDS=1-1338
2855	OG0002855	YOR201C	snap_masked-NODE_2_length_799181_cov_33.4065_ID_3-processed-gene-1.67-mRNA-1_1&gene=snap_masked-NODE_2_length_799181_cov_33.4065_ID_3-processed-gene-1.67&CDS=1-1053
2856	OG0002856	YOR202W	snap_masked-NODE_2_length_799181_cov_33.4065_ID_3-processed-gene-1.90-mRNA-1_1&gene=snap_masked-NODE_2_length_799181_cov_33.4065_ID_3-processed-gene-1.90&CDS=1-672
2857	OG0002857	YOR204W	snap_masked-NODE_1_length_1101463_cov_32.2612_ID_1-processed-gene-1.68-mRNA-1_1&gene=snap_masked-NODE_1_length_1101463_cov_32.2612_ID_1-processed-gene-1.68&CDS=1-1815
2858	OG0002858	YOR207C	snap_masked-NODE_3_length_777129_cov_32.6323_ID_5-processed-gene-6.76-mRNA-1_1&gene=snap_masked-NODE_3_length_777129_cov_32.6323_ID_5-processed-gene-6.76&CDS=1-3474
2859	OG0002859	YOR209C	snap_masked-NODE_6_length_584922_cov_32.2926_ID_11-processed-gene-4.77-mRNA-1_1&gene=snap_masked-NODE_6_length_584922_cov_32.2926_ID_11-processed-gene-4.77&CDS=1-1230
2860	OG0002860	YOR210W	snap_masked-NODE_6_length_584922_cov_32.2926_ID_11-processed-gene-4.22-mRNA-1_1&gene=snap_masked-NODE_6_length_584922_cov_32.2926_ID_11-processed-gene-4.22&CDS=1-216
2861	OG0002861	YOR211C	snap_masked-NODE_6_length_584922_cov_32.2926_ID_11-processed-gene-4.12-mRNA-1_1&gene=snap_masked-NODE_6_length_584922_cov_32.2926_ID_11-processed-gene-4.12&CDS=1-2535
2862	OG0002862	YOR212W	snap_masked-NODE_6_length_584922_cov_32.2926_ID_11-processed-gene-2.83-mRNA-1_1&gene=snap_masked-NODE_6_length_584922_cov_32.2926_ID_11-processed-gene-2.83&CDS=1-1110
2863	OG0002863	YOR215C	snap_masked-NODE_1_length_1101463_cov_32.2612_ID_1-processed-gene-6.77-mRNA-1_1&gene=snap_masked-NODE_1_length_1101463_cov_32.2612_ID_1-processed-gene-6.77&CDS=1-570
2864	OG0002864	YOR216C	snap_masked-NODE_1_length_1101463_cov_32.2612_ID_1-processed-gene-6.76-mRNA-1_1&gene=snap_masked-NODE_1_length_1101463_cov_32.2612_ID_1-processed-gene-6.76&CDS=1-1935
2865	OG0002865	YOR217W	snap_masked-NODE_1_length_1101463_cov_32.2612_ID_1-processed-gene-6.101-mRNA-1_1&gene=snap_masked-NODE_1_length_1101463_cov_32.2612_ID_1-processed-gene-6.101&CDS=1-2736
2866	OG0002866	YOR221C	augustus_masked-NODE_6_length_584922_cov_32.2926_ID_11-processed-gene-4.134-mRNA-1_1&gene=augustus_masked-NODE_6_length_584922_cov_32.2926_ID_11-processed-gene-4.134&CDS=1-978
2867	OG0002867	YOR223W	snap_masked-NODE_4_length_670543_cov_35.4121_ID_7-processed-gene-2.99-mRNA-1_1&gene=snap_masked-NODE_4_length_670543_cov_35.4121_ID_7-processed-gene-2.99&CDS=1-732
2868	OG0002868	YOR224C	maker-NODE_9_length_485800_cov_32.7032_ID_17-augustus-gene-2.52-mRNA-1_1&gene=maker-NODE_9_length_485800_cov_32.7032_ID_17-augustus-gene-2.52&CDS=1-1770
2869	OG0002869	YOR228C	genemark-NODE_6_length_584922_cov_32.2926_ID_11-processed-gene-4.217-mRNA-1_1&gene=genemark-NODE_6_length_584922_cov_32.2926_ID_11-processed-gene-4.217&CDS=1-885
2870	OG0002870	YOR232W	snap_masked-NODE_1_length_1101463_cov_32.2612_ID_1-processed-gene-6.99-mRNA-1_1&gene=snap_masked-NODE_1_length_1101463_cov_32.2612_ID_1-processed-gene-6.99&CDS=1-699
2871	OG0002871	YOR238W	snap_masked-NODE_2_length_799181_cov_33.4065_ID_3-processed-gene-3.140-mRNA-1_1&gene=snap_masked-NODE_2_length_799181_cov_33.4065_ID_3-processed-gene-3.140&CDS=1-735
2872	OG0002872	YOR239W	snap_masked-NODE_18_length_156365_cov_33.01_ID_35-processed-gene-0.23-mRNA-1_1&gene=snap_masked-NODE_18_length_156365_cov_33.01_ID_35-processed-gene-0.23&CDS=1-942
2873	OG0002873	YOR242C	augustus_masked-NODE_2_length_799181_cov_33.4065_ID_3-processed-gene-6.146-mRNA-1_1&gene=augustus_masked-NODE_2_length_799181_cov_33.4065_ID_3-processed-gene-6.146&CDS=1-1167
2874	OG0002874	YOR243C	snap_masked-NODE_2_length_799181_cov_33.4065_ID_3-processed-gene-6.236-mRNA-1_1&gene=snap_masked-NODE_2_length_799181_cov_33.4065_ID_3-processed-gene-6.236&CDS=1-1983
2875	OG0002875	YOR245C	augustus_masked-NODE_7_length_555879_cov_32.5039_ID_13-processed-gene-3.32-mRNA-1_1&gene=augustus_masked-NODE_7_length_555879_cov_32.5039_ID_13-processed-gene-3.32&CDS=1-3810
2876	OG0002876	YOR246C	snap_masked-NODE_3_length_777129_cov_32.6323_ID_5-processed-gene-3.131-mRNA-1_1&gene=snap_masked-NODE_3_length_777129_cov_32.6323_ID_5-processed-gene-3.131&CDS=1-960
2877	OG0002877	YOR249C	snap_masked-NODE_14_length_242937_cov_32.3739_ID_27-processed-gene-1.81-mRNA-1_1&gene=snap_masked-NODE_14_length_242937_cov_32.3739_ID_27-processed-gene-1.81&CDS=1-2400
