	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034999_Cephaloascus_fragrans
2878	OG0002878	YMR308C	augustus_masked-NODE_7_length_529925_cov_12.1952_ID_13-processed-gene-4.150-mRNA-1_1&gene=augustus_masked-NODE_7_length_529925_cov_12.1952_ID_13-processed-gene-4.150&CDS=1-3276
2879	OG0002879	YMR309C	augustus_masked-NODE_7_length_529925_cov_12.1952_ID_13-processed-gene-2.137-mRNA-1_1&gene=augustus_masked-NODE_7_length_529925_cov_12.1952_ID_13-processed-gene-2.137&CDS=1-2601
2880	OG0002880	YMR310C	augustus_masked-NODE_11_length_325871_cov_12.6428_ID_21-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-NODE_11_length_325871_cov_12.6428_ID_21-processed-gene-0.35&CDS=1-1119
2881	OG0002881	YMR311C	augustus_masked-NODE_30_length_77561_cov_103.49_ID_59-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-NODE_30_length_77561_cov_103.49_ID_59-processed-gene-0.24&CDS=1-675
2882	OG0002882	YMR313C	genemark-NODE_30_length_77561_cov_103.49_ID_59-processed-gene-0.35-mRNA-1_1&gene=genemark-NODE_30_length_77561_cov_103.49_ID_59-processed-gene-0.35&CDS=1-1635
2883	OG0002883	YMR314W	genemark-NODE_30_length_77561_cov_103.49_ID_59-processed-gene-0.56-mRNA-1_1&gene=genemark-NODE_30_length_77561_cov_103.49_ID_59-processed-gene-0.56&CDS=1-828
2884	OG0002884	YMR315W	augustus_masked-NODE_5_length_1066020_cov_12.392_ID_9-processed-gene-7.103-mRNA-1_1&gene=augustus_masked-NODE_5_length_1066020_cov_12.392_ID_9-processed-gene-7.103&CDS=1-1044
2885	OG0002885	YNL001W	augustus_masked-NODE_7_length_529925_cov_12.1952_ID_13-processed-gene-2.144-mRNA-1_1&gene=augustus_masked-NODE_7_length_529925_cov_12.1952_ID_13-processed-gene-2.144&CDS=1-1128
2886	OG0002886	YNL002C	augustus_masked-NODE_1_length_1709425_cov_12.0966_ID_1-processed-gene-16.29-mRNA-1_1&gene=augustus_masked-NODE_1_length_1709425_cov_12.0966_ID_1-processed-gene-16.29&CDS=1-795
2887	OG0002887	YNL003C	genemark-NODE_1_length_1709425_cov_12.0966_ID_1-processed-gene-16.57-mRNA-1_1&gene=genemark-NODE_1_length_1709425_cov_12.0966_ID_1-processed-gene-16.57&CDS=1-834
2888	OG0002888	YNL005C	augustus_masked-NODE_1_length_1709425_cov_12.0966_ID_1-processed-gene-16.5-mRNA-1_1&gene=augustus_masked-NODE_1_length_1709425_cov_12.0966_ID_1-processed-gene-16.5&CDS=1-1140
2889	OG0002889	YNL006W	augustus_masked-NODE_1_length_1709425_cov_12.0966_ID_1-processed-gene-16.30-mRNA-1_1&gene=augustus_masked-NODE_1_length_1709425_cov_12.0966_ID_1-processed-gene-16.30&CDS=1-909
2890	OG0002890	YNL007C	augustus_masked-NODE_1_length_1709425_cov_12.0966_ID_1-processed-gene-16.31-mRNA-1_1&gene=augustus_masked-NODE_1_length_1709425_cov_12.0966_ID_1-processed-gene-16.31&CDS=1-1020
2891	OG0002891	YNL010W	maker-NODE_12_length_309467_cov_12.1754_ID_23-augustus-gene-2.66-mRNA-1_1&gene=maker-NODE_12_length_309467_cov_12.1754_ID_23-augustus-gene-2.66&CDS=1-717
2892	OG0002892	YNL011C	augustus_masked-NODE_12_length_309467_cov_12.1754_ID_23-processed-gene-2.41-mRNA-1_1&gene=augustus_masked-NODE_12_length_309467_cov_12.1754_ID_23-processed-gene-2.41&CDS=1-1386
2893	OG0002893	YNL014W	augustus_masked-NODE_12_length_309467_cov_12.1754_ID_23-processed-gene-2.15-mRNA-1_1&gene=augustus_masked-NODE_12_length_309467_cov_12.1754_ID_23-processed-gene-2.15&CDS=1-3156
2894	OG0002894	YNL015W	maker-NODE_11_length_325871_cov_12.6428_ID_21-augustus-gene-0.87-mRNA-1_1&gene=maker-NODE_11_length_325871_cov_12.6428_ID_21-augustus-gene-0.87&CDS=1-231
2895	OG0002895	YNL016W	augustus_masked-NODE_6_length_814577_cov_12.2606_ID_11-processed-gene-4.29-mRNA-1_1&gene=augustus_masked-NODE_6_length_814577_cov_12.2606_ID_11-processed-gene-4.29&CDS=1-1179
2896	OG0002896	YNL021W	augustus_masked-NODE_6_length_814577_cov_12.2606_ID_11-processed-gene-4.1-mRNA-1_1&gene=augustus_masked-NODE_6_length_814577_cov_12.2606_ID_11-processed-gene-4.1&CDS=1-2349
2897	OG0002897	YNL022C	augustus_masked-NODE_6_length_814577_cov_12.2606_ID_11-processed-gene-4.2-mRNA-1_1&gene=augustus_masked-NODE_6_length_814577_cov_12.2606_ID_11-processed-gene-4.2&CDS=1-1308
2898	OG0002898	YNL023C	augustus_masked-NODE_6_length_814577_cov_12.2606_ID_11-processed-gene-5.25-mRNA-1_1&gene=augustus_masked-NODE_6_length_814577_cov_12.2606_ID_11-processed-gene-5.25&CDS=1-2910
2899	OG0002899	YNL024C-A	augustus_masked-NODE_7_length_529925_cov_12.1952_ID_13-processed-gene-3.114-mRNA-1_1&gene=augustus_masked-NODE_7_length_529925_cov_12.1952_ID_13-processed-gene-3.114&CDS=1-213
2900	OG0002900	YNL025C	maker-NODE_6_length_814577_cov_12.2606_ID_11-augustus-gene-1.136-mRNA-1_1&gene=maker-NODE_6_length_814577_cov_12.2606_ID_11-augustus-gene-1.136&CDS=1-960
2901	OG0002901	YNL026W	augustus_masked-NODE_6_length_814577_cov_12.2606_ID_11-processed-gene-4.31-mRNA-1_1&gene=augustus_masked-NODE_6_length_814577_cov_12.2606_ID_11-processed-gene-4.31&CDS=1-1455
2902	OG0002902	YNL032W	augustus_masked-NODE_7_length_529925_cov_12.1952_ID_13-processed-gene-3.136-mRNA-1_1&gene=augustus_masked-NODE_7_length_529925_cov_12.1952_ID_13-processed-gene-3.136&CDS=1-789
2903	OG0002903	YNL035C	augustus_masked-NODE_6_length_814577_cov_12.2606_ID_11-processed-gene-4.4-mRNA-1_1&gene=augustus_masked-NODE_6_length_814577_cov_12.2606_ID_11-processed-gene-4.4&CDS=1-1266
2904	OG0002904	YNL036W	augustus_masked-NODE_6_length_814577_cov_12.2606_ID_11-processed-gene-4.45-mRNA-1_1&gene=augustus_masked-NODE_6_length_814577_cov_12.2606_ID_11-processed-gene-4.45&CDS=1-774
2905	OG0002905	YNL039W	augustus_masked-NODE_6_length_814577_cov_12.2606_ID_11-processed-gene-4.5-mRNA-1_1&gene=augustus_masked-NODE_6_length_814577_cov_12.2606_ID_11-processed-gene-4.5&CDS=1-2211
2906	OG0002906	YNL040W	augustus_masked-NODE_9_length_391580_cov_11.7675_ID_17-processed-gene-2.213-mRNA-1_1&gene=augustus_masked-NODE_9_length_391580_cov_11.7675_ID_17-processed-gene-2.213&CDS=1-1317
2907	OG0002907	YNL041C	augustus_masked-NODE_22_length_160789_cov_12.2417_ID_43-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-NODE_22_length_160789_cov_12.2417_ID_43-processed-gene-0.31&CDS=1-2451
2908	OG0002908	YNL044W	augustus_masked-NODE_9_length_391580_cov_11.7675_ID_17-processed-gene-2.242-mRNA-1_1&gene=augustus_masked-NODE_9_length_391580_cov_11.7675_ID_17-processed-gene-2.242&CDS=1-531
2909	OG0002909	YNL045W	augustus_masked-NODE_9_length_391580_cov_11.7675_ID_17-processed-gene-2.203-mRNA-1_1&gene=augustus_masked-NODE_9_length_391580_cov_11.7675_ID_17-processed-gene-2.203&CDS=1-2007
2910	OG0002910	YNL050C	augustus_masked-NODE_5_length_1066020_cov_12.392_ID_9-processed-gene-7.129-mRNA-1_1&gene=augustus_masked-NODE_5_length_1066020_cov_12.392_ID_9-processed-gene-7.129&CDS=1-717
2911	OG0002911	YNL051W	augustus_masked-NODE_5_length_1066020_cov_12.392_ID_9-processed-gene-7.107-mRNA-1_1&gene=augustus_masked-NODE_5_length_1066020_cov_12.392_ID_9-processed-gene-7.107&CDS=1-1173
2912	OG0002912	YNL054W	augustus_masked-NODE_3_length_1365740_cov_12.258_ID_5-processed-gene-6.35-mRNA-1_1&gene=augustus_masked-NODE_3_length_1365740_cov_12.258_ID_5-processed-gene-6.35&CDS=1-2916
2913	OG0002913	YNL055C	augustus_masked-NODE_4_length_1243373_cov_12.0868_ID_7-processed-gene-2.39-mRNA-1_1&gene=augustus_masked-NODE_4_length_1243373_cov_12.0868_ID_7-processed-gene-2.39&CDS=1-846
2914	OG0002914	YNL056W	augustus_masked-NODE_4_length_1243373_cov_12.0868_ID_7-processed-gene-2.36-mRNA-1_1&gene=augustus_masked-NODE_4_length_1243373_cov_12.0868_ID_7-processed-gene-2.36&CDS=1-627
2915	OG0002915	YNL058C	augustus_masked-NODE_4_length_1243373_cov_12.0868_ID_7-processed-gene-10.18-mRNA-1_1&gene=augustus_masked-NODE_4_length_1243373_cov_12.0868_ID_7-processed-gene-10.18&CDS=1-861
2916	OG0002916	YNL059C	augustus_masked-NODE_17_length_231556_cov_12.6204_ID_33-processed-gene-1.7-mRNA-1_1&gene=augustus_masked-NODE_17_length_231556_cov_12.6204_ID_33-processed-gene-1.7&CDS=1-2223
2917	OG0002917	YNL061W	augustus_masked-NODE_17_length_231556_cov_12.6204_ID_33-processed-gene-1.30-mRNA-1_1&gene=augustus_masked-NODE_17_length_231556_cov_12.6204_ID_33-processed-gene-1.30&CDS=1-1836
2918	OG0002918	YNL062C	augustus_masked-NODE_17_length_231556_cov_12.6204_ID_33-processed-gene-1.8-mRNA-1_1&gene=augustus_masked-NODE_17_length_231556_cov_12.6204_ID_33-processed-gene-1.8&CDS=1-1428
2919	OG0002919	YNL063W	augustus_masked-NODE_17_length_231556_cov_12.6204_ID_33-processed-gene-1.31-mRNA-1_1&gene=augustus_masked-NODE_17_length_231556_cov_12.6204_ID_33-processed-gene-1.31&CDS=1-873
2920	OG0002920	YNL065W	genemark-NODE_17_length_231556_cov_12.6204_ID_33-processed-gene-1.124-mRNA-1_1&gene=genemark-NODE_17_length_231556_cov_12.6204_ID_33-processed-gene-1.124&CDS=1-1608
2921	OG0002921	YNL071W	augustus_masked-NODE_10_length_360733_cov_12.93_ID_19-processed-gene-2.222-mRNA-1_1&gene=augustus_masked-NODE_10_length_360733_cov_12.93_ID_19-processed-gene-2.222&CDS=1-1389
2922	OG0002922	YNL072W	augustus_masked-NODE_10_length_360733_cov_12.93_ID_19-processed-gene-2.221-mRNA-1_1&gene=augustus_masked-NODE_10_length_360733_cov_12.93_ID_19-processed-gene-2.221&CDS=1-1038
2923	OG0002923	YNL075W	augustus_masked-NODE_4_length_1243373_cov_12.0868_ID_7-processed-gene-11.39-mRNA-1_1&gene=augustus_masked-NODE_4_length_1243373_cov_12.0868_ID_7-processed-gene-11.39&CDS=1-855
2924	OG0002924	YNL080C	augustus_masked-NODE_6_length_814577_cov_12.2606_ID_11-processed-gene-7.102-mRNA-1_1&gene=augustus_masked-NODE_6_length_814577_cov_12.2606_ID_11-processed-gene-7.102&CDS=1-1140
2925	OG0002925	YNL081C	genemark-NODE_6_length_814577_cov_12.2606_ID_11-processed-gene-7.148-mRNA-1_1&gene=genemark-NODE_6_length_814577_cov_12.2606_ID_11-processed-gene-7.148&CDS=1-363
2926	OG0002926	YNL082W	augustus_masked-NODE_6_length_814577_cov_12.2606_ID_11-processed-gene-7.80-mRNA-1_1&gene=augustus_masked-NODE_6_length_814577_cov_12.2606_ID_11-processed-gene-7.80&CDS=1-2658
2927	OG0002927	YNL083W	augustus_masked-NODE_6_length_814577_cov_12.2606_ID_11-processed-gene-7.79-mRNA-1_1&gene=augustus_masked-NODE_6_length_814577_cov_12.2606_ID_11-processed-gene-7.79&CDS=1-1542
2928	OG0002928	YNL084C	augustus_masked-NODE_6_length_814577_cov_12.2606_ID_11-processed-gene-1.27-mRNA-1_1&gene=augustus_masked-NODE_6_length_814577_cov_12.2606_ID_11-processed-gene-1.27&CDS=1-1203
2929	OG0002929	YNL085W	snap_masked-NODE_11_length_325871_cov_12.6428_ID_21-processed-gene-2.41-mRNA-1_1&gene=snap_masked-NODE_11_length_325871_cov_12.6428_ID_21-processed-gene-2.41&CDS=1-2226
2930	OG0002930	YNL088W	augustus_masked-NODE_10_length_360733_cov_12.93_ID_19-processed-gene-2.219-mRNA-1_1&gene=augustus_masked-NODE_10_length_360733_cov_12.93_ID_19-processed-gene-2.219&CDS=1-4539
2931	OG0002931	YNL090W	augustus_masked-NODE_5_length_1066020_cov_12.392_ID_9-processed-gene-9.4-mRNA-1_1&gene=augustus_masked-NODE_5_length_1066020_cov_12.392_ID_9-processed-gene-9.4&CDS=1-567
2932	OG0002932	YNL091W	augustus_masked-NODE_5_length_1066020_cov_12.392_ID_9-processed-gene-9.3-mRNA-1_1&gene=augustus_masked-NODE_5_length_1066020_cov_12.392_ID_9-processed-gene-9.3&CDS=1-3642
2933	OG0002933	YNL092W	augustus_masked-NODE_5_length_1066020_cov_12.392_ID_9-processed-gene-6.15-mRNA-1_1&gene=augustus_masked-NODE_5_length_1066020_cov_12.392_ID_9-processed-gene-6.15&CDS=1-1254
2934	OG0002934	YNL094W	genemark-NODE_3_length_1365740_cov_12.258_ID_5-processed-gene-7.56-mRNA-1_1&gene=genemark-NODE_3_length_1365740_cov_12.258_ID_5-processed-gene-7.56&CDS=1-2019
2935	OG0002935	YNL097C	augustus_masked-NODE_1_length_1709425_cov_12.0966_ID_1-processed-gene-8.56-mRNA-1_1&gene=augustus_masked-NODE_1_length_1709425_cov_12.0966_ID_1-processed-gene-8.56&CDS=1-1209
2936	OG0002936	YNL099C	augustus_masked-NODE_1_length_1709425_cov_12.0966_ID_1-processed-gene-8.58-mRNA-1_1&gene=augustus_masked-NODE_1_length_1709425_cov_12.0966_ID_1-processed-gene-8.58&CDS=1-567
2937	OG0002937	YNL102W	augustus_masked-NODE_1_length_1709425_cov_12.0966_ID_1-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-NODE_1_length_1709425_cov_12.0966_ID_1-processed-gene-0.96&CDS=1-4335
2938	OG0002938	YNL107W	augustus_masked-NODE_10_length_360733_cov_12.93_ID_19-processed-gene-2.248-mRNA-1_1&gene=augustus_masked-NODE_10_length_360733_cov_12.93_ID_19-processed-gene-2.248&CDS=1-639
2939	OG0002939	YNL110C	augustus_masked-NODE_10_length_360733_cov_12.93_ID_19-processed-gene-2.250-mRNA-1_1&gene=augustus_masked-NODE_10_length_360733_cov_12.93_ID_19-processed-gene-2.250&CDS=1-1512
2940	OG0002940	YNL111C	maker-NODE_10_length_360733_cov_12.93_ID_19-augustus-gene-2.10-mRNA-1_1&gene=maker-NODE_10_length_360733_cov_12.93_ID_19-augustus-gene-2.10&CDS=1-369
2941	OG0002941	YNL113W	augustus_masked-NODE_4_length_1243373_cov_12.0868_ID_7-processed-gene-11.18-mRNA-1_1&gene=augustus_masked-NODE_4_length_1243373_cov_12.0868_ID_7-processed-gene-11.18&CDS=1-390
2942	OG0002942	YNL115C	augustus_masked-NODE_3_length_1365740_cov_12.258_ID_5-processed-gene-6.46-mRNA-1_1&gene=augustus_masked-NODE_3_length_1365740_cov_12.258_ID_5-processed-gene-6.46&CDS=1-1686
2943	OG0002943	YNL118C	maker-NODE_15_length_272457_cov_11.9734_ID_29-augustus-gene-1.204-mRNA-1_1&gene=maker-NODE_15_length_272457_cov_11.9734_ID_29-augustus-gene-1.204&CDS=1-3282
2944	OG0002944	YNL119W	genemark-NODE_17_length_231556_cov_12.6204_ID_33-processed-gene-0.75-mRNA-1_1&gene=genemark-NODE_17_length_231556_cov_12.6204_ID_33-processed-gene-0.75&CDS=1-1320
2945	OG0002945	YNL123W	augustus_masked-NODE_10_length_360733_cov_12.93_ID_19-processed-gene-2.231-mRNA-1_1&gene=augustus_masked-NODE_10_length_360733_cov_12.93_ID_19-processed-gene-2.231&CDS=1-3012
2946	OG0002946	YNL124W	augustus_masked-NODE_10_length_360733_cov_12.93_ID_19-processed-gene-2.188-mRNA-1_1&gene=augustus_masked-NODE_10_length_360733_cov_12.93_ID_19-processed-gene-2.188&CDS=1-1875
2947	OG0002947	YNL126W	augustus_masked-NODE_8_length_448648_cov_12.3749_ID_15-processed-gene-3.8-mRNA-1_1&gene=augustus_masked-NODE_8_length_448648_cov_12.3749_ID_15-processed-gene-3.8&CDS=1-2625
2948	OG0002948	YNL127W	augustus_masked-NODE_2_length_1483094_cov_12.2697_ID_3-processed-gene-2.33-mRNA-1_1&gene=augustus_masked-NODE_2_length_1483094_cov_12.2697_ID_3-processed-gene-2.33&CDS=1-2595
2949	OG0002949	YNL129W	augustus_masked-NODE_17_length_231556_cov_12.6204_ID_33-processed-gene-1.36-mRNA-1_1&gene=augustus_masked-NODE_17_length_231556_cov_12.6204_ID_33-processed-gene-1.36&CDS=1-714
2950	OG0002950	YNL131W	augustus_masked-NODE_2_length_1483094_cov_12.2697_ID_3-processed-gene-5.8-mRNA-1_1&gene=augustus_masked-NODE_2_length_1483094_cov_12.2697_ID_3-processed-gene-5.8&CDS=1-453
2951	OG0002951	YNL132W	augustus_masked-NODE_17_length_231556_cov_12.6204_ID_33-processed-gene-1.12-mRNA-1_1&gene=augustus_masked-NODE_17_length_231556_cov_12.6204_ID_33-processed-gene-1.12&CDS=1-3129
2952	OG0002952	YNL135C	maker-NODE_17_length_231556_cov_12.6204_ID_33-augustus-gene-0.94-mRNA-1_1&gene=maker-NODE_17_length_231556_cov_12.6204_ID_33-augustus-gene-0.94&CDS=1-426
2953	OG0002953	YNL136W	genemark-NODE_17_length_231556_cov_12.6204_ID_33-processed-gene-1.159-mRNA-1_1&gene=genemark-NODE_17_length_231556_cov_12.6204_ID_33-processed-gene-1.159&CDS=1-1137
2954	OG0002954	YNL137C	maker-NODE_17_length_231556_cov_12.6204_ID_33-augustus-gene-1.111-mRNA-1_1&gene=maker-NODE_17_length_231556_cov_12.6204_ID_33-augustus-gene-1.111&CDS=1-1392
2955	OG0002955	YNL138W	augustus_masked-NODE_17_length_231556_cov_12.6204_ID_33-processed-gene-1.29-mRNA-1_1&gene=augustus_masked-NODE_17_length_231556_cov_12.6204_ID_33-processed-gene-1.29&CDS=1-1584
2956	OG0002956	YNL138W-A	snap_masked-NODE_8_length_448648_cov_12.3749_ID_15-processed-gene-3.151-mRNA-1_1&gene=snap_masked-NODE_8_length_448648_cov_12.3749_ID_15-processed-gene-3.151&CDS=1-249
2957	OG0002957	YNL139C	augustus_masked-NODE_4_length_1243373_cov_12.0868_ID_7-processed-gene-2.9-mRNA-1_1&gene=augustus_masked-NODE_4_length_1243373_cov_12.0868_ID_7-processed-gene-2.9&CDS=1-5100
2958	OG0002958	YNL141W	augustus_masked-NODE_3_length_1365740_cov_12.258_ID_5-processed-gene-9.24-mRNA-1_1&gene=augustus_masked-NODE_3_length_1365740_cov_12.258_ID_5-processed-gene-9.24&CDS=1-1068
2959	OG0002959	YNL142W	augustus_masked-NODE_5_length_1066020_cov_12.392_ID_9-processed-gene-8.7-mRNA-1_1&gene=augustus_masked-NODE_5_length_1066020_cov_12.392_ID_9-processed-gene-8.7&CDS=1-1458
2960	OG0002960	YNL147W	maker-NODE_4_length_1243373_cov_12.0868_ID_7-augustus-gene-2.141-mRNA-1_1&gene=maker-NODE_4_length_1243373_cov_12.0868_ID_7-augustus-gene-2.141&CDS=1-360
2961	OG0002961	YNL148C	augustus_masked-NODE_4_length_1243373_cov_12.0868_ID_7-processed-gene-2.11-mRNA-1_1&gene=augustus_masked-NODE_4_length_1243373_cov_12.0868_ID_7-processed-gene-2.11&CDS=1-720
2962	OG0002962	YNL149C	augustus_masked-NODE_4_length_1243373_cov_12.0868_ID_7-processed-gene-2.26-mRNA-1_1&gene=augustus_masked-NODE_4_length_1243373_cov_12.0868_ID_7-processed-gene-2.26&CDS=1-375
2963	OG0002963	YNL151C	augustus_masked-NODE_4_length_1243373_cov_12.0868_ID_7-processed-gene-2.25-mRNA-1_1&gene=augustus_masked-NODE_4_length_1243373_cov_12.0868_ID_7-processed-gene-2.25&CDS=1-651
2964	OG0002964	YNL152W	augustus_masked-NODE_4_length_1243373_cov_12.0868_ID_7-processed-gene-2.8-mRNA-1_1&gene=augustus_masked-NODE_4_length_1243373_cov_12.0868_ID_7-processed-gene-2.8&CDS=1-1848
2965	OG0002965	YNL153C	augustus_masked-NODE_3_length_1365740_cov_12.258_ID_5-processed-gene-9.25-mRNA-1_1&gene=augustus_masked-NODE_3_length_1365740_cov_12.258_ID_5-processed-gene-9.25&CDS=1-390
2966	OG0002966	YNL155W	genemark-NODE_6_length_814577_cov_12.2606_ID_11-processed-gene-3.18-mRNA-1_1&gene=genemark-NODE_6_length_814577_cov_12.2606_ID_11-processed-gene-3.18&CDS=1-816
2967	OG0002967	YNL161W	augustus_masked-NODE_2_length_1483094_cov_12.2697_ID_3-processed-gene-2.16-mRNA-1_1&gene=augustus_masked-NODE_2_length_1483094_cov_12.2697_ID_3-processed-gene-2.16&CDS=1-2379
2968	OG0002968	YNL163C	augustus_masked-NODE_12_length_309467_cov_12.1754_ID_23-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-NODE_12_length_309467_cov_12.1754_ID_23-processed-gene-0.32&CDS=1-3081
2969	OG0002969	YNL166C	augustus_masked-NODE_2_length_1483094_cov_12.2697_ID_3-processed-gene-2.34-mRNA-1_1&gene=augustus_masked-NODE_2_length_1483094_cov_12.2697_ID_3-processed-gene-2.34&CDS=1-1305
2970	OG0002970	YNL168C	augustus_masked-NODE_9_length_391580_cov_11.7675_ID_17-processed-gene-1.149-mRNA-1_1&gene=augustus_masked-NODE_9_length_391580_cov_11.7675_ID_17-processed-gene-1.149&CDS=1-693
2971	OG0002971	YNL169C	augustus_masked-NODE_9_length_391580_cov_11.7675_ID_17-processed-gene-1.137-mRNA-1_1&gene=augustus_masked-NODE_9_length_391580_cov_11.7675_ID_17-processed-gene-1.137&CDS=1-1794
2972	OG0002972	YNL172W	augustus_masked-NODE_9_length_391580_cov_11.7675_ID_17-processed-gene-1.138-mRNA-1_1&gene=augustus_masked-NODE_9_length_391580_cov_11.7675_ID_17-processed-gene-1.138&CDS=1-4746
2973	OG0002973	YNL175C	augustus_masked-NODE_3_length_1365740_cov_12.258_ID_5-processed-gene-12.178-mRNA-1_1&gene=augustus_masked-NODE_3_length_1365740_cov_12.258_ID_5-processed-gene-12.178&CDS=1-1287
2974	OG0002974	YNL177C	augustus_masked-NODE_3_length_1365740_cov_12.258_ID_5-processed-gene-12.176-mRNA-1_1&gene=augustus_masked-NODE_3_length_1365740_cov_12.258_ID_5-processed-gene-12.176&CDS=1-966
2975	OG0002975	YNL178W	augustus_masked-NODE_3_length_1365740_cov_12.258_ID_5-processed-gene-12.142-mRNA-1_1&gene=augustus_masked-NODE_3_length_1365740_cov_12.258_ID_5-processed-gene-12.142&CDS=1-723
2976	OG0002976	YNL181W	augustus_masked-NODE_3_length_1365740_cov_12.258_ID_5-processed-gene-12.173-mRNA-1_1&gene=augustus_masked-NODE_3_length_1365740_cov_12.258_ID_5-processed-gene-12.173&CDS=1-1311
2977	OG0002977	YNL182C	augustus_masked-NODE_3_length_1365740_cov_12.258_ID_5-processed-gene-12.140-mRNA-1_1&gene=augustus_masked-NODE_3_length_1365740_cov_12.258_ID_5-processed-gene-12.140&CDS=1-1446
2978	OG0002978	YNL185C	augustus_masked-NODE_3_length_1365740_cov_12.258_ID_5-processed-gene-12.139-mRNA-1_1&gene=augustus_masked-NODE_3_length_1365740_cov_12.258_ID_5-processed-gene-12.139&CDS=1-450
2979	OG0002979	YNL186W	augustus_masked-NODE_3_length_1365740_cov_12.258_ID_5-processed-gene-12.138-mRNA-1_1&gene=augustus_masked-NODE_3_length_1365740_cov_12.258_ID_5-processed-gene-12.138&CDS=1-2154
2980	OG0002980	YNL187W	augustus_masked-NODE_3_length_1365740_cov_12.258_ID_5-processed-gene-12.171-mRNA-1_1&gene=augustus_masked-NODE_3_length_1365740_cov_12.258_ID_5-processed-gene-12.171&CDS=1-1263
2981	OG0002981	YNL189W	augustus_masked-NODE_27_length_134901_cov_12.4581_ID_53-processed-gene-0.223-mRNA-1_1&gene=augustus_masked-NODE_27_length_134901_cov_12.4581_ID_53-processed-gene-0.223&CDS=1-1608
2982	OG0002982	YNL191W	augustus_masked-NODE_27_length_134901_cov_12.4581_ID_53-processed-gene-0.220-mRNA-1_1&gene=augustus_masked-NODE_27_length_134901_cov_12.4581_ID_53-processed-gene-0.220&CDS=1-1047
2983	OG0002983	YNL193W	augustus_masked-NODE_1_length_1709425_cov_12.0966_ID_1-processed-gene-7.162-mRNA-1_1&gene=augustus_masked-NODE_1_length_1709425_cov_12.0966_ID_1-processed-gene-7.162&CDS=1-1563
2984	OG0002984	YNL200C	maker-NODE_1_length_1709425_cov_12.0966_ID_1-augustus-gene-12.85-mRNA-1_1&gene=maker-NODE_1_length_1709425_cov_12.0966_ID_1-augustus-gene-12.85&CDS=1-708
2985	OG0002985	YNL201C	augustus_masked-NODE_1_length_1709425_cov_12.0966_ID_1-processed-gene-11.44-mRNA-1_1&gene=augustus_masked-NODE_1_length_1709425_cov_12.0966_ID_1-processed-gene-11.44&CDS=1-2859
2986	OG0002986	YNL202W	augustus_masked-NODE_1_length_1709425_cov_12.0966_ID_1-processed-gene-11.43-mRNA-1_1&gene=augustus_masked-NODE_1_length_1709425_cov_12.0966_ID_1-processed-gene-11.43&CDS=1-858
2987	OG0002987	YNL206C	augustus_masked-NODE_4_length_1243373_cov_12.0868_ID_7-processed-gene-11.32-mRNA-1_1&gene=augustus_masked-NODE_4_length_1243373_cov_12.0868_ID_7-processed-gene-11.32&CDS=1-1359
2988	OG0002988	YNL207W	augustus_masked-NODE_5_length_1066020_cov_12.392_ID_9-processed-gene-6.37-mRNA-1_1&gene=augustus_masked-NODE_5_length_1066020_cov_12.392_ID_9-processed-gene-6.37&CDS=1-1251
2989	OG0002989	YNL209W	augustus_masked-NODE_5_length_1066020_cov_12.392_ID_9-processed-gene-6.21-mRNA-1_1&gene=augustus_masked-NODE_5_length_1066020_cov_12.392_ID_9-processed-gene-6.21&CDS=1-1839
2990	OG0002990	YNL210W	maker-NODE_5_length_1066020_cov_12.392_ID_9-snap-gene-6.93-mRNA-1_1&gene=maker-NODE_5_length_1066020_cov_12.392_ID_9-snap-gene-6.93&CDS=1-1155
2991	OG0002991	YNL211C	augustus_masked-NODE_6_length_814577_cov_12.2606_ID_11-processed-gene-4.37-mRNA-1_1&gene=augustus_masked-NODE_6_length_814577_cov_12.2606_ID_11-processed-gene-4.37&CDS=1-258
2992	OG0002992	YNL212W	augustus_masked-NODE_6_length_814577_cov_12.2606_ID_11-processed-gene-4.17-mRNA-1_1&gene=augustus_masked-NODE_6_length_814577_cov_12.2606_ID_11-processed-gene-4.17&CDS=1-2370
2993	OG0002993	YNL213C	augustus_masked-NODE_6_length_814577_cov_12.2606_ID_11-processed-gene-4.36-mRNA-1_1&gene=augustus_masked-NODE_6_length_814577_cov_12.2606_ID_11-processed-gene-4.36&CDS=1-984
2994	OG0002994	YNL216W	augustus_masked-NODE_6_length_814577_cov_12.2606_ID_11-processed-gene-3.133-mRNA-1_1&gene=augustus_masked-NODE_6_length_814577_cov_12.2606_ID_11-processed-gene-3.133&CDS=1-1668
2995	OG0002995	YNL217W	augustus_masked-NODE_6_length_814577_cov_12.2606_ID_11-processed-gene-3.132-mRNA-1_1&gene=augustus_masked-NODE_6_length_814577_cov_12.2606_ID_11-processed-gene-3.132&CDS=1-1158
2996	OG0002996	YNL218W	augustus_masked-NODE_6_length_814577_cov_12.2606_ID_11-processed-gene-4.18-mRNA-1_1&gene=augustus_masked-NODE_6_length_814577_cov_12.2606_ID_11-processed-gene-4.18&CDS=1-1764
