	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035018_Candida_canberraensis
2422	OG0002422	YLR181C	snap_masked-NODE_24_length_232095_cov_14.0762_ID_47-processed-gene-0.26-mRNA-1_1&gene=snap_masked-NODE_24_length_232095_cov_14.0762_ID_47-processed-gene-0.26&CDS=1-1287
2423	OG0002423	YLR182W	snap_masked-NODE_24_length_232095_cov_14.0762_ID_47-processed-gene-0.28-mRNA-1_1&gene=snap_masked-NODE_24_length_232095_cov_14.0762_ID_47-processed-gene-0.28&CDS=1-2169
2424	OG0002424	YLR186W	snap_masked-NODE_15_length_463217_cov_12.2587_ID_29-processed-gene-1.66-mRNA-1_1&gene=snap_masked-NODE_15_length_463217_cov_12.2587_ID_29-processed-gene-1.66&CDS=1-735
2425	OG0002425	YLR187W	snap_masked-NODE_24_length_232095_cov_14.0762_ID_47-processed-gene-0.25-mRNA-1_1&gene=snap_masked-NODE_24_length_232095_cov_14.0762_ID_47-processed-gene-0.25&CDS=1-3405
2426	OG0002426	YLR188W	snap_masked-NODE_21_length_279017_cov_21.0683_ID_41-processed-gene-1.143-mRNA-1_1&gene=snap_masked-NODE_21_length_279017_cov_21.0683_ID_41-processed-gene-1.143&CDS=1-2010
2427	OG0002427	YLR189C	snap_masked-NODE_21_length_279017_cov_21.0683_ID_41-processed-gene-1.144-mRNA-1_1&gene=snap_masked-NODE_21_length_279017_cov_21.0683_ID_41-processed-gene-1.144&CDS=1-4893
2428	OG0002428	YLR191W	genemark-NODE_4_length_881975_cov_16.5187_ID_7-processed-gene-3.41-mRNA-1_1&gene=genemark-NODE_4_length_881975_cov_16.5187_ID_7-processed-gene-3.41&CDS=1-1299
2429	OG0002429	YLR192C	snap_masked-NODE_7_length_663911_cov_18.1544_ID_13-processed-gene-5.163-mRNA-1_1&gene=snap_masked-NODE_7_length_663911_cov_18.1544_ID_13-processed-gene-5.163&CDS=1-831
2430	OG0002430	YLR193C	snap_masked-NODE_7_length_663911_cov_18.1544_ID_13-processed-gene-4.92-mRNA-1_1&gene=snap_masked-NODE_7_length_663911_cov_18.1544_ID_13-processed-gene-4.92&CDS=1-543
2431	OG0002431	YLR195C	snap_masked-NODE_5_length_764123_cov_13.2646_ID_9-processed-gene-5.77-mRNA-1_1&gene=snap_masked-NODE_5_length_764123_cov_13.2646_ID_9-processed-gene-5.77&CDS=1-1338
2432	OG0002432	YLR196W	snap_masked-NODE_5_length_764123_cov_13.2646_ID_9-processed-gene-5.76-mRNA-1_1&gene=snap_masked-NODE_5_length_764123_cov_13.2646_ID_9-processed-gene-5.76&CDS=1-1677
2433	OG0002433	YLR197W	snap_masked-NODE_7_length_663911_cov_18.1544_ID_13-processed-gene-5.151-mRNA-1_1&gene=snap_masked-NODE_7_length_663911_cov_18.1544_ID_13-processed-gene-5.151&CDS=1-1506
2434	OG0002434	YLR200W	snap_masked-NODE_7_length_663911_cov_18.1544_ID_13-processed-gene-4.90-mRNA-1_1&gene=snap_masked-NODE_7_length_663911_cov_18.1544_ID_13-processed-gene-4.90&CDS=1-348
2435	OG0002435	YLR201C	snap_masked-NODE_7_length_663911_cov_18.1544_ID_13-processed-gene-4.66-mRNA-1_1&gene=snap_masked-NODE_7_length_663911_cov_18.1544_ID_13-processed-gene-4.66&CDS=1-753
2436	OG0002436	YLR203C	snap_masked-NODE_7_length_663911_cov_18.1544_ID_13-processed-gene-5.196-mRNA-1_1&gene=snap_masked-NODE_7_length_663911_cov_18.1544_ID_13-processed-gene-5.196&CDS=1-1263
2437	OG0002437	YLR205C	snap_masked-NODE_9_length_607260_cov_13.454_ID_17-processed-gene-2.53-mRNA-1_1&gene=snap_masked-NODE_9_length_607260_cov_13.454_ID_17-processed-gene-2.53&CDS=1-867
2438	OG0002438	YLR207W	snap_masked-NODE_4_length_881975_cov_16.5187_ID_7-processed-gene-1.35-mRNA-1_1&gene=snap_masked-NODE_4_length_881975_cov_16.5187_ID_7-processed-gene-1.35&CDS=1-2394
2439	OG0002439	YLR208W	snap_masked-NODE_7_length_663911_cov_18.1544_ID_13-processed-gene-4.65-mRNA-1_1&gene=snap_masked-NODE_7_length_663911_cov_18.1544_ID_13-processed-gene-4.65&CDS=1-897
2440	OG0002440	YLR209C	maker-NODE_7_length_663911_cov_18.1544_ID_13-augustus-gene-4.101-mRNA-1_1&gene=maker-NODE_7_length_663911_cov_18.1544_ID_13-augustus-gene-4.101&CDS=1-1836
2441	OG0002441	YLR212C	snap_masked-NODE_11_length_523697_cov_18.1994_ID_21-processed-gene-4.99-mRNA-1_1&gene=snap_masked-NODE_11_length_523697_cov_18.1994_ID_21-processed-gene-4.99&CDS=1-1431
2442	OG0002442	YLR215C	snap_masked-NODE_1_length_1418990_cov_15.6188_ID_1-processed-gene-6.88-mRNA-1_1&gene=snap_masked-NODE_1_length_1418990_cov_15.6188_ID_1-processed-gene-6.88&CDS=1-1014
2443	OG0002443	YLR216C	snap_masked-NODE_7_length_663911_cov_18.1544_ID_13-processed-gene-5.185-mRNA-1_1&gene=snap_masked-NODE_7_length_663911_cov_18.1544_ID_13-processed-gene-5.185&CDS=1-1104
2444	OG0002444	YLR218C	snap_masked-NODE_5_length_764123_cov_13.2646_ID_9-processed-gene-1.11-mRNA-1_1&gene=snap_masked-NODE_5_length_764123_cov_13.2646_ID_9-processed-gene-1.11&CDS=1-216
2445	OG0002445	YLR220W	snap_masked-NODE_4_length_881975_cov_16.5187_ID_7-processed-gene-4.29-mRNA-1_1&gene=snap_masked-NODE_4_length_881975_cov_16.5187_ID_7-processed-gene-4.29&CDS=1-915
2446	OG0002446	YLR221C	snap_masked-NODE_16_length_462514_cov_13.0784_ID_31-processed-gene-3.72-mRNA-1_1&gene=snap_masked-NODE_16_length_462514_cov_13.0784_ID_31-processed-gene-3.72&CDS=1-561
2447	OG0002447	YLR222C	snap_masked-NODE_1_length_1418990_cov_15.6188_ID_1-processed-gene-11.55-mRNA-1_1&gene=snap_masked-NODE_1_length_1418990_cov_15.6188_ID_1-processed-gene-11.55&CDS=1-2358
2448	OG0002448	YLR223C	snap_masked-NODE_1_length_1418990_cov_15.6188_ID_1-processed-gene-11.48-mRNA-1_1&gene=snap_masked-NODE_1_length_1418990_cov_15.6188_ID_1-processed-gene-11.48&CDS=1-2163
2449	OG0002449	YLR228C	snap_masked-NODE_24_length_232095_cov_14.0762_ID_47-processed-gene-1.126-mRNA-1_1&gene=snap_masked-NODE_24_length_232095_cov_14.0762_ID_47-processed-gene-1.126&CDS=1-2010
2450	OG0002450	YLR231C	snap_masked-NODE_24_length_232095_cov_14.0762_ID_47-processed-gene-1.95-mRNA-1_1&gene=snap_masked-NODE_24_length_232095_cov_14.0762_ID_47-processed-gene-1.95&CDS=1-1353
2451	OG0002451	YLR234W	genemark-NODE_16_length_462514_cov_13.0784_ID_31-processed-gene-1.95-mRNA-1_1&gene=genemark-NODE_16_length_462514_cov_13.0784_ID_31-processed-gene-1.95&CDS=1-1845
2452	OG0002452	YLR239C	snap_masked-NODE_12_length_500968_cov_12.9947_ID_23-processed-gene-3.34-mRNA-1_1&gene=snap_masked-NODE_12_length_500968_cov_12.9947_ID_23-processed-gene-3.34&CDS=1-861
2453	OG0002453	YLR240W	snap_masked-NODE_16_length_462514_cov_13.0784_ID_31-processed-gene-1.4-mRNA-1_1&gene=snap_masked-NODE_16_length_462514_cov_13.0784_ID_31-processed-gene-1.4&CDS=1-3054
2454	OG0002454	YLR241W	snap_masked-NODE_16_length_462514_cov_13.0784_ID_31-processed-gene-2.73-mRNA-1_1&gene=snap_masked-NODE_16_length_462514_cov_13.0784_ID_31-processed-gene-2.73&CDS=1-2580
2455	OG0002455	YLR242C	snap_masked-NODE_16_length_462514_cov_13.0784_ID_31-processed-gene-1.23-mRNA-1_1&gene=snap_masked-NODE_16_length_462514_cov_13.0784_ID_31-processed-gene-1.23&CDS=1-891
2456	OG0002456	YLR243W	snap_masked-NODE_1_length_1418990_cov_15.6188_ID_1-processed-gene-9.75-mRNA-1_1&gene=snap_masked-NODE_1_length_1418990_cov_15.6188_ID_1-processed-gene-9.75&CDS=1-816
2457	OG0002457	YLR244C	snap_masked-NODE_1_length_1418990_cov_15.6188_ID_1-processed-gene-9.86-mRNA-1_1&gene=snap_masked-NODE_1_length_1418990_cov_15.6188_ID_1-processed-gene-9.86&CDS=1-1110
2458	OG0002458	YLR245C	genemark-NODE_1_length_1418990_cov_15.6188_ID_1-processed-gene-9.24-mRNA-1_1&gene=genemark-NODE_1_length_1418990_cov_15.6188_ID_1-processed-gene-9.24&CDS=1-513
2459	OG0002459	YLR246W	augustus_masked-NODE_12_length_500968_cov_12.9947_ID_23-processed-gene-3.68-mRNA-1_1&gene=augustus_masked-NODE_12_length_500968_cov_12.9947_ID_23-processed-gene-3.68&CDS=1-2487
2460	OG0002460	YLR247C	snap_masked-NODE_1_length_1418990_cov_15.6188_ID_1-processed-gene-4.53-mRNA-1_1&gene=snap_masked-NODE_1_length_1418990_cov_15.6188_ID_1-processed-gene-4.53&CDS=1-5160
2461	OG0002461	YLR248W	snap_masked-NODE_1_length_1418990_cov_15.6188_ID_1-processed-gene-4.52-mRNA-1_1&gene=snap_masked-NODE_1_length_1418990_cov_15.6188_ID_1-processed-gene-4.52&CDS=1-1689
2462	OG0002462	YLR250W	genemark-NODE_25_length_210459_cov_14.7801_ID_49-processed-gene-1.18-mRNA-1_1&gene=genemark-NODE_25_length_210459_cov_14.7801_ID_49-processed-gene-1.18&CDS=1-618
2463	OG0002463	YLR253W	snap_masked-NODE_15_length_463217_cov_12.2587_ID_29-processed-gene-1.77-mRNA-1_1&gene=snap_masked-NODE_15_length_463217_cov_12.2587_ID_29-processed-gene-1.77&CDS=1-1716
2464	OG0002464	YLR259C	snap_masked-NODE_6_length_695809_cov_13.1576_ID_11-processed-gene-0.18-mRNA-1_1&gene=snap_masked-NODE_6_length_695809_cov_13.1576_ID_11-processed-gene-0.18&CDS=1-1683
2465	OG0002465	YLR262C	augustus_masked-NODE_6_length_695809_cov_13.1576_ID_11-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-NODE_6_length_695809_cov_13.1576_ID_11-processed-gene-0.49&CDS=1-630
2466	OG0002466	YLR268W	snap_masked-NODE_3_length_931105_cov_16.3301_ID_5-processed-gene-4.65-mRNA-1_1&gene=snap_masked-NODE_3_length_931105_cov_16.3301_ID_5-processed-gene-4.65&CDS=1-639
2467	OG0002467	YLR271W	snap_masked-NODE_1_length_1418990_cov_15.6188_ID_1-processed-gene-3.118-mRNA-1_1&gene=snap_masked-NODE_1_length_1418990_cov_15.6188_ID_1-processed-gene-3.118&CDS=1-918
2468	OG0002468	YLR272C	snap_masked-NODE_1_length_1418990_cov_15.6188_ID_1-processed-gene-3.121-mRNA-1_1&gene=snap_masked-NODE_1_length_1418990_cov_15.6188_ID_1-processed-gene-3.121&CDS=1-3453
2469	OG0002469	YLR274W	snap_masked-NODE_18_length_338643_cov_13.2849_ID_35-processed-gene-0.61-mRNA-1_1&gene=snap_masked-NODE_18_length_338643_cov_13.2849_ID_35-processed-gene-0.61&CDS=1-2178
2470	OG0002470	YLR276C	snap_masked-NODE_13_length_496732_cov_18.5747_ID_25-processed-gene-0.66-mRNA-1_1&gene=snap_masked-NODE_13_length_496732_cov_18.5747_ID_25-processed-gene-0.66&CDS=1-1740
2471	OG0002471	YLR277C	maker-NODE_18_length_338643_cov_13.2849_ID_35-snap-gene-0.69-mRNA-1_1&gene=maker-NODE_18_length_338643_cov_13.2849_ID_35-snap-gene-0.69&CDS=1-2760
2472	OG0002472	YLR281C	snap_masked-NODE_18_length_338643_cov_13.2849_ID_35-processed-gene-0.46-mRNA-1_1&gene=snap_masked-NODE_18_length_338643_cov_13.2849_ID_35-processed-gene-0.46&CDS=1-495
2473	OG0002473	YLR285W	snap_masked-NODE_6_length_695809_cov_13.1576_ID_11-processed-gene-4.95-mRNA-1_1&gene=snap_masked-NODE_6_length_695809_cov_13.1576_ID_11-processed-gene-4.95&CDS=1-777
2474	OG0002474	YLR286C	snap_masked-NODE_7_length_663911_cov_18.1544_ID_13-processed-gene-5.200-mRNA-1_1&gene=snap_masked-NODE_7_length_663911_cov_18.1544_ID_13-processed-gene-5.200&CDS=1-1695
2475	OG0002475	YLR287C	snap_masked-NODE_26_length_182433_cov_12.5761_ID_51-processed-gene-0.152-mRNA-1_1&gene=snap_masked-NODE_26_length_182433_cov_12.5761_ID_51-processed-gene-0.152&CDS=1-1035
2476	OG0002476	YLR288C	genemark-NODE_18_length_338643_cov_13.2849_ID_35-processed-gene-0.107-mRNA-1_1&gene=genemark-NODE_18_length_338643_cov_13.2849_ID_35-processed-gene-0.107&CDS=1-963
2477	OG0002477	YLR289W	maker-NODE_18_length_338643_cov_13.2849_ID_35-snap-gene-0.71-mRNA-1_1&gene=maker-NODE_18_length_338643_cov_13.2849_ID_35-snap-gene-0.71&CDS=1-3123
2478	OG0002478	YLR290C	snap_masked-NODE_6_length_695809_cov_13.1576_ID_11-processed-gene-1.19-mRNA-1_1&gene=snap_masked-NODE_6_length_695809_cov_13.1576_ID_11-processed-gene-1.19&CDS=1-813
2479	OG0002479	YLR291C	snap_masked-NODE_7_length_663911_cov_18.1544_ID_13-processed-gene-1.36-mRNA-1_1&gene=snap_masked-NODE_7_length_663911_cov_18.1544_ID_13-processed-gene-1.36&CDS=1-1074
2480	OG0002480	YLR292C	snap_masked-NODE_22_length_273261_cov_24.3239_ID_43-processed-gene-1.211-mRNA-1_1&gene=snap_masked-NODE_22_length_273261_cov_24.3239_ID_43-processed-gene-1.211&CDS=1-603
2481	OG0002481	YLR298C	genemark-NODE_18_length_338643_cov_13.2849_ID_35-processed-gene-0.93-mRNA-1_1&gene=genemark-NODE_18_length_338643_cov_13.2849_ID_35-processed-gene-0.93&CDS=1-414
2482	OG0002482	YLR299W	snap_masked-NODE_17_length_419275_cov_12.6388_ID_33-processed-gene-1.78-mRNA-1_1&gene=snap_masked-NODE_17_length_419275_cov_12.6388_ID_33-processed-gene-1.78&CDS=1-1932
2483	OG0002483	YLR303W	snap_masked-NODE_22_length_273261_cov_24.3239_ID_43-processed-gene-0.71-mRNA-1_1&gene=snap_masked-NODE_22_length_273261_cov_24.3239_ID_43-processed-gene-0.71&CDS=1-1317
2484	OG0002484	YLR304C	snap_masked-NODE_16_length_462514_cov_13.0784_ID_31-processed-gene-0.20-mRNA-1_1&gene=snap_masked-NODE_16_length_462514_cov_13.0784_ID_31-processed-gene-0.20&CDS=1-2343
2485	OG0002485	YLR305C	snap_masked-NODE_16_length_462514_cov_13.0784_ID_31-processed-gene-0.6-mRNA-1_1&gene=snap_masked-NODE_16_length_462514_cov_13.0784_ID_31-processed-gene-0.6&CDS=1-5712
2486	OG0002486	YLR306W	snap_masked-NODE_1_length_1418990_cov_15.6188_ID_1-processed-gene-12.29-mRNA-1_1&gene=snap_masked-NODE_1_length_1418990_cov_15.6188_ID_1-processed-gene-12.29&CDS=1-567
2487	OG0002487	YLR308W	genemark-NODE_2_length_957285_cov_16.5771_ID_3-processed-gene-7.45-mRNA-1_1&gene=genemark-NODE_2_length_957285_cov_16.5771_ID_3-processed-gene-7.45&CDS=1-945
2488	OG0002488	YLR309C	maker-NODE_2_length_957285_cov_16.5771_ID_3-snap-gene-1.57-mRNA-1_1&gene=maker-NODE_2_length_957285_cov_16.5771_ID_3-snap-gene-1.57&CDS=1-2808
2489	OG0002489	YLR312W-A	genemark-NODE_28_length_115578_cov_13.6458_ID_55-processed-gene-0.36-mRNA-1_1&gene=genemark-NODE_28_length_115578_cov_13.6458_ID_55-processed-gene-0.36&CDS=1-672
2490	OG0002490	YLR314C	genemark-NODE_17_length_419275_cov_12.6388_ID_33-processed-gene-3.66-mRNA-1_1&gene=genemark-NODE_17_length_419275_cov_12.6388_ID_33-processed-gene-3.66&CDS=1-1308
2491	OG0002491	YLR316C	genemark-NODE_20_length_325768_cov_22.689_ID_39-processed-gene-1.73-mRNA-1_1&gene=genemark-NODE_20_length_325768_cov_22.689_ID_39-processed-gene-1.73&CDS=1-1008
2492	OG0002492	YLR318W	snap_masked-NODE_20_length_325768_cov_22.689_ID_39-processed-gene-1.58-mRNA-1_1&gene=snap_masked-NODE_20_length_325768_cov_22.689_ID_39-processed-gene-1.58&CDS=1-1809
2493	OG0002493	YLR321C	genemark-NODE_20_length_325768_cov_22.689_ID_39-processed-gene-1.74-mRNA-1_1&gene=genemark-NODE_20_length_325768_cov_22.689_ID_39-processed-gene-1.74&CDS=1-1107
2494	OG0002494	YLR323C	snap_masked-NODE_7_length_663911_cov_18.1544_ID_13-processed-gene-3.147-mRNA-1_1&gene=snap_masked-NODE_7_length_663911_cov_18.1544_ID_13-processed-gene-3.147&CDS=1-654
2495	OG0002495	YLR324W	snap_masked-NODE_7_length_663911_cov_18.1544_ID_13-processed-gene-3.142-mRNA-1_1&gene=snap_masked-NODE_7_length_663911_cov_18.1544_ID_13-processed-gene-3.142&CDS=1-1485
2496	OG0002496	YLR325C	snap_masked-NODE_7_length_663911_cov_18.1544_ID_13-processed-gene-3.125-mRNA-1_1&gene=snap_masked-NODE_7_length_663911_cov_18.1544_ID_13-processed-gene-3.125&CDS=1-234
2497	OG0002497	YLR326W	snap_masked-NODE_7_length_663911_cov_18.1544_ID_13-processed-gene-3.146-mRNA-1_1&gene=snap_masked-NODE_7_length_663911_cov_18.1544_ID_13-processed-gene-3.146&CDS=1-678
2498	OG0002498	YLR328W	snap_masked-NODE_2_length_957285_cov_16.5771_ID_3-processed-gene-7.88-mRNA-1_1&gene=snap_masked-NODE_2_length_957285_cov_16.5771_ID_3-processed-gene-7.88&CDS=1-1164
2499	OG0002499	YLR330W	augustus_masked-NODE_13_length_496732_cov_18.5747_ID_25-processed-gene-3.237-mRNA-1_1&gene=augustus_masked-NODE_13_length_496732_cov_18.5747_ID_25-processed-gene-3.237&CDS=1-1731
2500	OG0002500	YLR336C	snap_masked-NODE_6_length_695809_cov_13.1576_ID_11-processed-gene-4.90-mRNA-1_1&gene=snap_masked-NODE_6_length_695809_cov_13.1576_ID_11-processed-gene-4.90&CDS=1-2970
2501	OG0002501	YLR337C	genemark-NODE_4_length_881975_cov_16.5187_ID_7-processed-gene-7.143-mRNA-1_1&gene=genemark-NODE_4_length_881975_cov_16.5187_ID_7-processed-gene-7.143&CDS=1-1941
2502	OG0002502	YLR340W	snap_masked-NODE_15_length_463217_cov_12.2587_ID_29-processed-gene-3.134-mRNA-1_1&gene=snap_masked-NODE_15_length_463217_cov_12.2587_ID_29-processed-gene-3.134&CDS=1-936
2503	OG0002503	YLR345W	maker-NODE_2_length_957285_cov_16.5771_ID_3-augustus-gene-3.36-mRNA-1_1&gene=maker-NODE_2_length_957285_cov_16.5771_ID_3-augustus-gene-3.36&CDS=1-1899
2504	OG0002504	YLR347C	snap_masked-NODE_2_length_957285_cov_16.5771_ID_3-processed-gene-3.10-mRNA-1_1&gene=snap_masked-NODE_2_length_957285_cov_16.5771_ID_3-processed-gene-3.10&CDS=1-2616
2505	OG0002505	YLR348C	genemark-NODE_6_length_695809_cov_13.1576_ID_11-processed-gene-5.222-mRNA-1_1&gene=genemark-NODE_6_length_695809_cov_13.1576_ID_11-processed-gene-5.222&CDS=1-810
2506	OG0002506	YLR351C	genemark-NODE_6_length_695809_cov_13.1576_ID_11-processed-gene-5.286-mRNA-1_1&gene=genemark-NODE_6_length_695809_cov_13.1576_ID_11-processed-gene-5.286&CDS=1-912
2507	OG0002507	YLR352W	snap_masked-NODE_12_length_500968_cov_12.9947_ID_23-processed-gene-1.9-mRNA-1_1&gene=snap_masked-NODE_12_length_500968_cov_12.9947_ID_23-processed-gene-1.9&CDS=1-2316
2508	OG0002508	YLR354C	snap_masked-NODE_6_length_695809_cov_13.1576_ID_11-processed-gene-4.92-mRNA-1_1&gene=snap_masked-NODE_6_length_695809_cov_13.1576_ID_11-processed-gene-4.92&CDS=1-969
2509	OG0002509	YLR355C	snap_masked-NODE_18_length_338643_cov_13.2849_ID_35-processed-gene-0.50-mRNA-1_1&gene=snap_masked-NODE_18_length_338643_cov_13.2849_ID_35-processed-gene-0.50&CDS=1-1182
2510	OG0002510	YLR359W	snap_masked-NODE_6_length_695809_cov_13.1576_ID_11-processed-gene-1.17-mRNA-1_1&gene=snap_masked-NODE_6_length_695809_cov_13.1576_ID_11-processed-gene-1.17&CDS=1-1446
2511	OG0002511	YLR361C	snap_masked-NODE_2_length_957285_cov_16.5771_ID_3-processed-gene-7.52-mRNA-1_1&gene=snap_masked-NODE_2_length_957285_cov_16.5771_ID_3-processed-gene-7.52&CDS=1-2073
2512	OG0002512	YLR362W	maker-NODE_2_length_957285_cov_16.5771_ID_3-snap-gene-7.90-mRNA-1_1&gene=maker-NODE_2_length_957285_cov_16.5771_ID_3-snap-gene-7.90&CDS=1-4791
2513	OG0002513	YLR363C	maker-NODE_14_length_488644_cov_13.1912_ID_27-snap-gene-3.226-mRNA-1_1&gene=maker-NODE_14_length_488644_cov_13.1912_ID_27-snap-gene-3.226&CDS=1-1173
2514	OG0002514	YLR363W-A	genemark-NODE_3_length_931105_cov_16.3301_ID_5-processed-gene-7.102-mRNA-1_1&gene=genemark-NODE_3_length_931105_cov_16.3301_ID_5-processed-gene-7.102&CDS=1-450
2515	OG0002515	YLR370C	genemark-NODE_4_length_881975_cov_16.5187_ID_7-processed-gene-2.3-mRNA-1_1&gene=genemark-NODE_4_length_881975_cov_16.5187_ID_7-processed-gene-2.3&CDS=1-525
2516	OG0002516	YLR372W	snap_masked-NODE_4_length_881975_cov_16.5187_ID_7-processed-gene-2.61-mRNA-1_1&gene=snap_masked-NODE_4_length_881975_cov_16.5187_ID_7-processed-gene-2.61&CDS=1-972
2517	OG0002517	YLR377C	augustus_masked-NODE_5_length_764123_cov_13.2646_ID_9-processed-gene-3.86-mRNA-1_1&gene=augustus_masked-NODE_5_length_764123_cov_13.2646_ID_9-processed-gene-3.86&CDS=1-1029
2518	OG0002518	YLR378C	snap_masked-NODE_5_length_764123_cov_13.2646_ID_9-processed-gene-3.42-mRNA-1_1&gene=snap_masked-NODE_5_length_764123_cov_13.2646_ID_9-processed-gene-3.42&CDS=1-1434
2519	OG0002519	YLR380W	snap_masked-NODE_2_length_957285_cov_16.5771_ID_3-processed-gene-5.17-mRNA-1_1&gene=snap_masked-NODE_2_length_957285_cov_16.5771_ID_3-processed-gene-5.17&CDS=1-2004
2520	OG0002520	YLR381W	genemark-NODE_2_length_957285_cov_16.5771_ID_3-processed-gene-5.98-mRNA-1_1&gene=genemark-NODE_2_length_957285_cov_16.5771_ID_3-processed-gene-5.98&CDS=1-2304
2521	OG0002521	YLR382C	snap_masked-NODE_2_length_957285_cov_16.5771_ID_3-processed-gene-5.14-mRNA-1_1&gene=snap_masked-NODE_2_length_957285_cov_16.5771_ID_3-processed-gene-5.14&CDS=1-2784
2522	OG0002522	YLR383W	snap_masked-NODE_10_length_566260_cov_17.1707_ID_19-processed-gene-2.124-mRNA-1_1&gene=snap_masked-NODE_10_length_566260_cov_17.1707_ID_19-processed-gene-2.124&CDS=1-3231
2523	OG0002523	YLR384C	augustus_masked-NODE_10_length_566260_cov_17.1707_ID_19-processed-gene-3.46-mRNA-1_1&gene=augustus_masked-NODE_10_length_566260_cov_17.1707_ID_19-processed-gene-3.46&CDS=1-4833
2524	OG0002524	YLR386W	snap_masked-NODE_12_length_500968_cov_12.9947_ID_23-processed-gene-2.45-mRNA-1_1&gene=snap_masked-NODE_12_length_500968_cov_12.9947_ID_23-processed-gene-2.45&CDS=1-2742
2525	OG0002525	YLR387C	snap_masked-NODE_12_length_500968_cov_12.9947_ID_23-processed-gene-2.47-mRNA-1_1&gene=snap_masked-NODE_12_length_500968_cov_12.9947_ID_23-processed-gene-2.47&CDS=1-1335
2526	OG0002526	YLR389C	augustus_masked-NODE_2_length_957285_cov_16.5771_ID_3-processed-gene-5.77-mRNA-1_1&gene=augustus_masked-NODE_2_length_957285_cov_16.5771_ID_3-processed-gene-5.77&CDS=1-4239
2527	OG0002527	YLR390W	maker-NODE_12_length_500968_cov_12.9947_ID_23-snap-gene-1.48-mRNA-1_1&gene=maker-NODE_12_length_500968_cov_12.9947_ID_23-snap-gene-1.48&CDS=1-252
2528	OG0002528	YLR390W-A	snap_masked-NODE_10_length_566260_cov_17.1707_ID_19-processed-gene-1.28-mRNA-1_1&gene=snap_masked-NODE_10_length_566260_cov_17.1707_ID_19-processed-gene-1.28&CDS=1-714
2529	OG0002529	YLR393W	genemark-NODE_12_length_500968_cov_12.9947_ID_23-processed-gene-1.76-mRNA-1_1&gene=genemark-NODE_12_length_500968_cov_12.9947_ID_23-processed-gene-1.76&CDS=1-825
2530	OG0002530	YLR396C	snap_masked-NODE_13_length_496732_cov_18.5747_ID_25-processed-gene-3.176-mRNA-1_1&gene=snap_masked-NODE_13_length_496732_cov_18.5747_ID_25-processed-gene-3.176&CDS=1-2001
2531	OG0002531	YLR397C	snap_masked-NODE_12_length_500968_cov_12.9947_ID_23-processed-gene-1.41-mRNA-1_1&gene=snap_masked-NODE_12_length_500968_cov_12.9947_ID_23-processed-gene-1.41&CDS=1-2319
2532	OG0002532	YLR398C	snap_masked-NODE_12_length_500968_cov_12.9947_ID_23-processed-gene-1.42-mRNA-1_1&gene=snap_masked-NODE_12_length_500968_cov_12.9947_ID_23-processed-gene-1.42&CDS=1-3630
2533	OG0002533	YLR399C	snap_masked-NODE_8_length_661647_cov_16.5428_ID_15-processed-gene-0.15-mRNA-1_1&gene=snap_masked-NODE_8_length_661647_cov_16.5428_ID_15-processed-gene-0.15&CDS=1-1890
2534	OG0002534	YLR401C	genemark-NODE_7_length_663911_cov_18.1544_ID_13-processed-gene-1.115-mRNA-1_1&gene=genemark-NODE_7_length_663911_cov_18.1544_ID_13-processed-gene-1.115&CDS=1-1926
2535	OG0002535	YLR403W	snap_masked-NODE_16_length_462514_cov_13.0784_ID_31-processed-gene-1.33-mRNA-1_1&gene=snap_masked-NODE_16_length_462514_cov_13.0784_ID_31-processed-gene-1.33&CDS=1-1275
2536	OG0002536	YLR405W	snap_masked-NODE_8_length_661647_cov_16.5428_ID_15-processed-gene-0.16-mRNA-1_1&gene=snap_masked-NODE_8_length_661647_cov_16.5428_ID_15-processed-gene-0.16&CDS=1-1068
2537	OG0002537	YLR407W	snap_masked-NODE_7_length_663911_cov_18.1544_ID_13-processed-gene-1.42-mRNA-1_1&gene=snap_masked-NODE_7_length_663911_cov_18.1544_ID_13-processed-gene-1.42&CDS=1-840
2538	OG0002538	YLR409C	snap_masked-NODE_7_length_663911_cov_18.1544_ID_13-processed-gene-1.45-mRNA-1_1&gene=snap_masked-NODE_7_length_663911_cov_18.1544_ID_13-processed-gene-1.45&CDS=1-2796
2539	OG0002539	YLR410W	snap_masked-NODE_8_length_661647_cov_16.5428_ID_15-processed-gene-0.30-mRNA-1_1&gene=snap_masked-NODE_8_length_661647_cov_16.5428_ID_15-processed-gene-0.30&CDS=1-3507
2540	OG0002540	YLR411W	genemark-NODE_3_length_931105_cov_16.3301_ID_5-processed-gene-8.54-mRNA-1_1&gene=genemark-NODE_3_length_931105_cov_16.3301_ID_5-processed-gene-8.54&CDS=1-582
2541	OG0002541	YLR412W	snap_masked-NODE_8_length_661647_cov_16.5428_ID_15-processed-gene-0.13-mRNA-1_1&gene=snap_masked-NODE_8_length_661647_cov_16.5428_ID_15-processed-gene-0.13&CDS=1-843
2542	OG0002542	YLR414C	snap_masked-NODE_15_length_463217_cov_12.2587_ID_29-processed-gene-3.140-mRNA-1_1&gene=snap_masked-NODE_15_length_463217_cov_12.2587_ID_29-processed-gene-3.140&CDS=1-1206
