	OrthologID	Nakaseomyces_castellii	Saccharomyces_cerevisiae
2965	OG0002965	genemark-CACA0S27-processed-gene-5.106-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-5.106&CDS=1-723	YOR125C
2966	OG0002966	genemark-CACA0S27-processed-gene-5.84-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-5.84&CDS=1-2850	YOR127W
2967	OG0002967	genemark-CACA0S27-processed-gene-5.107-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-5.107&CDS=1-1731	YOR128C
2968	OG0002968	genemark-CACA0S27-processed-gene-6.52-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-6.52&CDS=1-2328	YGR200C
2969	OG0002969	augustus_masked-CACA0S27-processed-gene-6.6-mRNA-1_1&gene=augustus_masked-CACA0S27-processed-gene-6.6&CDS=1-894	YGR205W
2970	OG0002970	augustus_masked-CACA0S27-processed-gene-6.9-mRNA-1_1&gene=augustus_masked-CACA0S27-processed-gene-6.9&CDS=1-735	YGR207C
2971	OG0002971	snap_masked-CACA0S27-processed-gene-6.100-mRNA-1_1&gene=snap_masked-CACA0S27-processed-gene-6.100&CDS=1-1209	YGR211W
2972	OG0002972	snap_masked-CACA0S27-processed-gene-6.102-mRNA-1_1&gene=snap_masked-CACA0S27-processed-gene-6.102&CDS=1-1338	YGR212W
2973	OG0002973	genemark-CACA0S27-processed-gene-6.75-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-6.75&CDS=1-2181	YDL116W
2974	OG0002974	genemark-CACA0S27-processed-gene-6.76-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-6.76&CDS=1-2622	YDL117W
2975	OG0002975	genemark-CACA0S27-processed-gene-6.56-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-6.56&CDS=1-897	YDL119C
2976	OG0002976	snap_masked-CACA0S27-processed-gene-6.104-mRNA-1_1&gene=snap_masked-CACA0S27-processed-gene-6.104&CDS=1-447	YDL121C
2977	OG0002977	maker-CACA0S27-snap-gene-6.1-mRNA-1_1&gene=maker-CACA0S27-snap-gene-6.1&CDS=1-2121	YDL122W
2978	OG0002978	genemark-CACA0S27-processed-gene-6.78-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-6.78&CDS=1-1185	YNL016W
2979	OG0002979	genemark-CACA0S27-processed-gene-6.58-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-6.58&CDS=1-1176	YIL083C
2980	OG0002980	genemark-CACA0S27-processed-gene-6.61-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-6.61&CDS=1-459	YIL087C
2981	OG0002981	genemark-CACA0S27-processed-gene-6.62-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-6.62&CDS=1-1443	YIL088C
2982	OG0002982	genemark-CACA0S27-processed-gene-6.79-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-6.79&CDS=1-1470	YIL090W
2983	OG0002983	augustus_masked-CACA0S27-processed-gene-6.17-mRNA-1_1&gene=augustus_masked-CACA0S27-processed-gene-6.17&CDS=1-2700	YIL091C
2984	OG0002984	genemark-CACA0S27-processed-gene-6.65-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-6.65&CDS=1-1119	YIL094C
2985	OG0002985	genemark-CACA0S27-processed-gene-6.66-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-6.66&CDS=1-1212	YOR303W
2986	OG0002986	genemark-CACA0S27-processed-gene-6.68-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-6.68&CDS=1-717	YOR305W
2987	OG0002987	genemark-CACA0S27-processed-gene-6.81-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-6.81&CDS=1-1599	YOR306C
2988	OG0002988	snap_masked-CACA0S27-processed-gene-6.131-mRNA-1_1&gene=snap_masked-CACA0S27-processed-gene-6.131&CDS=1-1416	YOR308C
2989	OG0002989	genemark-CACA0S27-processed-gene-6.83-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-6.83&CDS=1-1569	YOR310C
2990	OG0002990	genemark-CACA0S27-processed-gene-6.84-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-6.84&CDS=1-852	YOR311C
2991	OG0002991	genemark-CACA0S27-processed-gene-6.85-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-6.85&CDS=1-1059	YOR313C
2992	OG0002992	snap_masked-CACA0S27-processed-gene-6.117-mRNA-1_1&gene=snap_masked-CACA0S27-processed-gene-6.117&CDS=1-918	YOR315W
2993	OG0002993	augustus_masked-CACA0S27-processed-gene-6.23-mRNA-1_1&gene=augustus_masked-CACA0S27-processed-gene-6.23&CDS=1-588	YOR319W
2994	OG0002994	genemark-CACA0S27-processed-gene-6.86-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-6.86&CDS=1-1143	YOR320C
2995	OG0002995	genemark-CACA0S27-processed-gene-6.87-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-6.87&CDS=1-1002	YOL053W
2996	OG0002996	genemark-CACA0S27-processed-gene-6.88-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-6.88&CDS=1-1080	YOL054W
2997	OG0002997	snap_masked-CACA0S27-processed-gene-6.120-mRNA-1_1&gene=snap_masked-CACA0S27-processed-gene-6.120&CDS=1-360	YML101C
2998	OG0002998	genemark-CACA0S27-processed-gene-6.90-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-6.90&CDS=1-1437	YML102W
2999	OG0002999	snap_masked-CACA0S27-processed-gene-6.121-mRNA-1_1&gene=snap_masked-CACA0S27-processed-gene-6.121&CDS=1-5169	YML103C
3000	OG0003000	genemark-CACA0S27-processed-gene-6.74-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-6.74&CDS=1-792	YML105C
3001	OG0003001	genemark-CACA0S27-processed-gene-6.91-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-6.91&CDS=1-456	YGR174C
3002	OG0003002	genemark-CACA0S27-processed-gene-6.92-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-6.92&CDS=1-1467	YGR175C
3003	OG0003003	genemark-CACA0S27-processed-gene-6.93-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-6.93&CDS=1-1632	YGR177C
3004	OG0003004	maker-CACA0S27-snap-gene-6.2-mRNA-1_1&gene=maker-CACA0S27-snap-gene-6.2&CDS=1-2313	YGR178C
3005	OG0003005	snap_masked-CACA0S27-processed-gene-6.146-mRNA-1_1&gene=snap_masked-CACA0S27-processed-gene-6.146&CDS=1-1134	YGR179C
3006	OG0003006	genemark-CACA0S27-processed-gene-7.59-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-7.59&CDS=1-1068	YGR180C
3007	OG0003007	augustus_masked-CACA0S27-processed-gene-7.104-mRNA-1_1&gene=augustus_masked-CACA0S27-processed-gene-7.104&CDS=1-438	YDR073W
3008	OG0003008	augustus_masked-CACA0S27-processed-gene-7.100-mRNA-1_1&gene=augustus_masked-CACA0S27-processed-gene-7.100&CDS=1-1596	YDR071C
3009	OG0003009	snap_masked-CACA0S27-processed-gene-7.32-mRNA-1_1&gene=snap_masked-CACA0S27-processed-gene-7.32&CDS=1-1182	YDR068W
3010	OG0003010	genemark-CACA0S27-processed-gene-7.60-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-7.60&CDS=1-498	YDR067C
3011	OG0003011	augustus_masked-CACA0S27-processed-gene-7.125-mRNA-1_1&gene=augustus_masked-CACA0S27-processed-gene-7.125&CDS=1-798	YDR065W
3012	OG0003012	augustus_masked-CACA0S27-processed-gene-7.126-mRNA-1_1&gene=augustus_masked-CACA0S27-processed-gene-7.126&CDS=1-453	YDR064W
3013	OG0003013	augustus_masked-CACA0S27-processed-gene-7.127-mRNA-1_1&gene=augustus_masked-CACA0S27-processed-gene-7.127&CDS=1-1683	YDR062W
3014	OG0003014	genemark-CACA0S27-processed-gene-7.82-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-7.82&CDS=1-1551	YDR061W
3015	OG0003015	augustus_masked-CACA0S27-processed-gene-7.107-mRNA-1_1&gene=augustus_masked-CACA0S27-processed-gene-7.107&CDS=1-279	YBL026W
3016	OG0003016	snap_masked-CACA0S27-processed-gene-7.36-mRNA-1_1&gene=snap_masked-CACA0S27-processed-gene-7.36&CDS=1-366	YER137C
3017	OG0003017	genemark-CACA0S27-processed-gene-7.62-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-7.62&CDS=1-474	YBL025W
3018	OG0003018	genemark-CACA0S27-processed-gene-7.84-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-7.84&CDS=1-2601	YBL023C
3019	OG0003019	genemark-CACA0S27-processed-gene-7.85-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-7.85&CDS=1-3240	YBL022C
3020	OG0003020	maker-CACA0S27-augustus-gene-7.0-mRNA-1_1&gene=maker-CACA0S27-augustus-gene-7.0&CDS=1-870	YBL021C
3021	OG0003021	genemark-CACA0S27-processed-gene-7.63-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-7.63&CDS=1-1695	YBL020W
3022	OG0003022	genemark-CACA0S27-processed-gene-7.64-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-7.64&CDS=1-1590	YBL019W
3023	OG0003023	augustus_masked-CACA0S27-processed-gene-7.133-mRNA-1_1&gene=augustus_masked-CACA0S27-processed-gene-7.133&CDS=1-384	YBL018C
3024	OG0003024	augustus_masked-CACA0S27-processed-gene-7.111-mRNA-1_1&gene=augustus_masked-CACA0S27-processed-gene-7.111&CDS=1-1569	YBL015W
3025	OG0003025	genemark-CACA0S27-processed-gene-7.89-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-7.89&CDS=1-3621	YBL007C
3026	OG0003026	genemark-CACA0S27-processed-gene-7.90-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-7.90&CDS=1-543	YBL006C
3027	OG0003027	augustus_masked-CACA0S27-processed-gene-7.112-mRNA-1_1&gene=augustus_masked-CACA0S27-processed-gene-7.112&CDS=1-3024	YBL005W
3028	OG0003028	snap_masked-CACA0S27-processed-gene-7.20-mRNA-1_1&gene=snap_masked-CACA0S27-processed-gene-7.20&CDS=1-621	YGR235C
3029	OG0003029	genemark-CACA0S27-processed-gene-7.92-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-7.92&CDS=1-1194	YGR234W
3030	OG0003030	genemark-CACA0S27-processed-gene-7.68-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-7.68&CDS=1-3387	YGR233C
3031	OG0003031	genemark-CACA0S27-processed-gene-7.93-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-7.93&CDS=1-675	YGR232W
3032	OG0003032	genemark-CACA0S27-processed-gene-7.69-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-7.69&CDS=1-945	YGR231C
3033	OG0003033	genemark-CACA0S27-processed-gene-7.70-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-7.70&CDS=1-1755	YGR229C
3034	OG0003034	genemark-CACA0S27-processed-gene-7.94-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-7.94&CDS=1-1620	YGR227W
3035	OG0003035	maker-CACA0S27-augustus-gene-7.1-mRNA-1_1&gene=maker-CACA0S27-augustus-gene-7.1&CDS=1-1719	YGR225W
3036	OG0003036	genemark-CACA0S27-processed-gene-7.72-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-7.72&CDS=1-1446	YLR359W
3037	OG0003037	snap_masked-CACA0S27-processed-gene-7.26-mRNA-1_1&gene=snap_masked-CACA0S27-processed-gene-7.26&CDS=1-1347	YLR360W
3038	OG0003038	augustus_masked-CACA0S27-processed-gene-7.142-mRNA-1_1&gene=augustus_masked-CACA0S27-processed-gene-7.142&CDS=1-1725	YLR361C
3039	OG0003039	genemark-CACA0S27-processed-gene-7.74-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-7.74&CDS=1-2055	YLR362W
3040	OG0003040	genemark-CACA0S27-processed-gene-7.98-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-7.98&CDS=1-621	YLR363C
3041	OG0003041	genemark-CACA0S27-processed-gene-7.75-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-7.75&CDS=1-531	YLR364W
3042	OG0003042	snap_masked-CACA0S27-processed-gene-7.29-mRNA-1_1&gene=snap_masked-CACA0S27-processed-gene-7.29&CDS=1-1698	YLR368W
3043	OG0003043	augustus_masked-CACA0S27-processed-gene-7.144-mRNA-1_1&gene=augustus_masked-CACA0S27-processed-gene-7.144&CDS=1-522	YLR370C
3044	OG0003044	genemark-CACA0S27-processed-gene-7.78-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-7.78&CDS=1-3777	YLR371W
3045	OG0003045	genemark-CACA0S27-processed-gene-8.50-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-8.50&CDS=1-1065	YLR372W
3046	OG0003046	snap_masked-CACA0S27-processed-gene-8.105-mRNA-1_1&gene=snap_masked-CACA0S27-processed-gene-8.105&CDS=1-708	YLR376C
3047	OG0003047	genemark-CACA0S27-processed-gene-8.53-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-8.53&CDS=1-1437	YLR378C
3048	OG0003048	genemark-CACA0S27-processed-gene-8.54-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-8.54&CDS=1-2100	YKL126W
3049	OG0003049	augustus_masked-CACA0S27-processed-gene-8.8-mRNA-1_1&gene=augustus_masked-CACA0S27-processed-gene-8.8&CDS=1-930	YMR101C
3050	OG0003050	genemark-CACA0S27-processed-gene-8.78-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-8.78&CDS=1-1932	YMR100W
3051	OG0003051	genemark-CACA0S27-processed-gene-8.79-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-8.79&CDS=1-885	YMR099C
3052	OG0003052	genemark-CACA0S27-processed-gene-8.80-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-8.80&CDS=1-1308	YKL113C
3053	OG0003053	genemark-CACA0S27-processed-gene-8.58-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-8.58&CDS=1-1830	YKL112W
3054	OG0003054	augustus_masked-CACA0S27-processed-gene-8.32-mRNA-1_1&gene=augustus_masked-CACA0S27-processed-gene-8.32&CDS=1-714	YGR024C
3055	OG0003055	augustus_masked-CACA0S27-processed-gene-8.33-mRNA-1_1&gene=augustus_masked-CACA0S27-processed-gene-8.33&CDS=1-855	YJR088C
3056	OG0003056	snap_masked-CACA0S27-processed-gene-8.110-mRNA-1_1&gene=snap_masked-CACA0S27-processed-gene-8.110&CDS=1-627	YJR089W
3057	OG0003057	snap_masked-CACA0S27-processed-gene-8.130-mRNA-1_1&gene=snap_masked-CACA0S27-processed-gene-8.130&CDS=1-720	YKR060W
3058	OG0003058	genemark-CACA0S27-processed-gene-8.61-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-8.61&CDS=1-885	YLR348C
3059	OG0003059	genemark-CACA0S27-processed-gene-8.62-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-8.62&CDS=1-2574	YLR347C
3060	OG0003060	augustus_masked-CACA0S27-processed-gene-8.38-mRNA-1_1&gene=augustus_masked-CACA0S27-processed-gene-8.38&CDS=1-1557	YLR345W
3061	OG0003061	augustus_masked-CACA0S27-processed-gene-8.40-mRNA-1_1&gene=augustus_masked-CACA0S27-processed-gene-8.40&CDS=1-651	YER063W
3062	OG0003062	snap_masked-CACA0S27-processed-gene-8.138-mRNA-1_1&gene=snap_masked-CACA0S27-processed-gene-8.138&CDS=1-441	YPR101W
3063	OG0003063	genemark-CACA0S27-processed-gene-8.90-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-8.90&CDS=1-417	YPR100W
3064	OG0003064	genemark-CACA0S27-processed-gene-8.91-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-8.91&CDS=1-3114	YPR097W
3065	OG0003065	snap_masked-CACA0S27-processed-gene-8.114-mRNA-1_1&gene=snap_masked-CACA0S27-processed-gene-8.114&CDS=1-3069	YPR095C
3066	OG0003066	snap_masked-CACA0S27-processed-gene-8.115-mRNA-1_1&gene=snap_masked-CACA0S27-processed-gene-8.115&CDS=1-645	YPR093C
3067	OG0003067	genemark-CACA0S27-processed-gene-8.67-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-8.67&CDS=1-2367	YPR091C
3068	OG0003068	genemark-CACA0S27-processed-gene-8.92-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-8.92&CDS=1-2655	YPR089W
3069	OG0003069	genemark-CACA0S27-processed-gene-8.68-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-8.68&CDS=1-1584	YPR088C
3070	OG0003070	genemark-CACA0S27-processed-gene-8.93-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-8.93&CDS=1-1146	YPR086W
3071	OG0003071	snap_masked-CACA0S27-processed-gene-8.118-mRNA-1_1&gene=snap_masked-CACA0S27-processed-gene-8.118&CDS=1-1080	YBR130C
3072	OG0003072	snap_masked-CACA0S27-processed-gene-8.119-mRNA-1_1&gene=snap_masked-CACA0S27-processed-gene-8.119&CDS=1-1365	YPR085C
3073	OG0003073	genemark-CACA0S27-processed-gene-8.94-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-8.94&CDS=1-1386	YPR084W
3074	OG0003074	genemark-CACA0S27-processed-gene-8.71-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-8.71&CDS=1-1461	YBR126C
3075	OG0003075	genemark-CACA0S27-processed-gene-8.72-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-8.72&CDS=1-429	YPR082C
3076	OG0003076	genemark-CACA0S27-processed-gene-8.96-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-8.96&CDS=1-870	YPR079W
3077	OG0003077	snap_masked-CACA0S27-processed-gene-8.122-mRNA-1_1&gene=snap_masked-CACA0S27-processed-gene-8.122&CDS=1-966	YPR075C
3078	OG0003078	genemark-CACA0S27-processed-gene-8.97-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-8.97&CDS=1-1770	YPR072W
3079	OG0003079	genemark-CACA0S27-processed-gene-8.77-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-8.77&CDS=1-474	YIR001C
3080	OG0003080	genemark-CACA0S27-processed-gene-9.56-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-9.56&CDS=1-2853	YIL002C
3081	OG0003081	genemark-CACA0S27-processed-gene-9.53-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-9.53&CDS=1-1542	YIL001W
3082	OG0003082	genemark-CACA0S27-processed-gene-9.57-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-9.57&CDS=1-840	YIL003W
3083	OG0003083	augustus_masked-CACA0S27-processed-gene-9.5-mRNA-1_1&gene=augustus_masked-CACA0S27-processed-gene-9.5&CDS=1-402	YIL004C
3084	OG0003084	genemark-CACA0S27-processed-gene-9.58-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-9.58&CDS=1-2100	YIL005W
3085	OG0003085	genemark-CACA0S27-processed-gene-9.59-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-9.59&CDS=1-1146	YIL006W
3086	OG0003086	genemark-CACA0S27-processed-gene-9.55-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-9.55&CDS=1-636	YIL007C
3087	OG0003087	genemark-CACA0S27-processed-gene-9.60-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-9.60&CDS=1-1332	YPL181W
3088	OG0003088	snap_masked-CACA0S27-processed-gene-9.107-mRNA-1_1&gene=snap_masked-CACA0S27-processed-gene-9.107&CDS=1-2229	YPL180W
3089	OG0003089	genemark-CACA0S27-processed-gene-9.62-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-9.62&CDS=1-2970	YPL183C
3090	OG0003090	genemark-CACA0S27-processed-gene-9.63-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-9.63&CDS=1-1848	YPL184C
3091	OG0003091	snap_masked-CACA0S27-processed-gene-9.110-mRNA-1_1&gene=snap_masked-CACA0S27-processed-gene-9.110&CDS=1-849	YPL186C
3092	OG0003092	genemark-CACA0S27-processed-gene-9.84-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-9.84&CDS=1-1230	YPL188W
3093	OG0003093	snap_masked-CACA0S27-processed-gene-9.136-mRNA-1_1&gene=snap_masked-CACA0S27-processed-gene-9.136&CDS=1-405	YPL144W
3094	OG0003094	genemark-CACA0S27-processed-gene-9.69-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-9.69&CDS=1-1296	YPL145C
3095	OG0003095	genemark-CACA0S27-processed-gene-9.70-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-9.70&CDS=1-1341	YPL146C
3096	OG0003096	genemark-CACA0S27-processed-gene-9.86-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-9.86&CDS=1-2589	YPL147W
3097	OG0003097	snap_masked-CACA0S27-processed-gene-9.118-mRNA-1_1&gene=snap_masked-CACA0S27-processed-gene-9.118&CDS=1-495	YPL148C
3098	OG0003098	snap_masked-CACA0S27-processed-gene-9.138-mRNA-1_1&gene=snap_masked-CACA0S27-processed-gene-9.138&CDS=1-858	YPL149W
3099	OG0003099	maker-CACA0S27-snap-gene-9.3-mRNA-1_1&gene=maker-CACA0S27-snap-gene-9.3&CDS=1-2595	YPL150W
3100	OG0003100	genemark-CACA0S27-processed-gene-9.73-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-9.73&CDS=1-1230	YPL151C
3101	OG0003101	genemark-CACA0S27-processed-gene-9.89-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-9.89&CDS=1-1050	YPL152W
3102	OG0003102	genemark-CACA0S27-processed-gene-9.74-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-9.74&CDS=1-2388	YPL153C
3103	OG0003103	genemark-CACA0S27-processed-gene-9.75-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-9.75&CDS=1-567	YPL218W
3104	OG0003104	genemark-CACA0S27-processed-gene-9.90-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-9.90&CDS=1-3522	YPL217C
3105	OG0003105	genemark-CACA0S27-processed-gene-9.91-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-9.91&CDS=1-1344	YBR110W
3106	OG0003106	genemark-CACA0S27-processed-gene-9.77-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-9.77&CDS=1-441	YBR109C
3107	OG0003107	augustus_masked-CACA0S27-processed-gene-9.44-mRNA-1_1&gene=augustus_masked-CACA0S27-processed-gene-9.44&CDS=1-2298	YBR108W
3108	OG0003108	augustus_masked-CACA0S27-processed-gene-9.45-mRNA-1_1&gene=augustus_masked-CACA0S27-processed-gene-9.45&CDS=1-552	YBR106W
3109	OG0003109	augustus_masked-CACA0S27-processed-gene-9.30-mRNA-1_1&gene=augustus_masked-CACA0S27-processed-gene-9.30&CDS=1-717	YBR105C
3110	OG0003110	snap_masked-CACA0S27-processed-gene-9.126-mRNA-1_1&gene=snap_masked-CACA0S27-processed-gene-9.126&CDS=1-351	YPR059C
3111	OG0003111	augustus_masked-CACA0S27-processed-gene-9.47-mRNA-1_1&gene=augustus_masked-CACA0S27-processed-gene-9.47&CDS=1-1578	YBR103W
3112	OG0003112	genemark-CACA0S27-processed-gene-9.79-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-9.79&CDS=1-2124	YBR102C
3113	OG0003113	genemark-CACA0S27-processed-gene-9.80-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-9.80&CDS=1-867	YBR101C
3114	OG0003114	genemark-CACA0S27-processed-gene-9.94-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-9.94&CDS=1-1722	YBR098W
3115	OG0003115	augustus_masked-CACA0S27-processed-gene-9.49-mRNA-1_1&gene=augustus_masked-CACA0S27-processed-gene-9.49&CDS=1-4293	YBR097W
3116	OG0003116	snap_masked-CACA0S27-processed-gene-9.147-mRNA-1_1&gene=snap_masked-CACA0S27-processed-gene-9.147&CDS=1-636	YBR096W
3117	OG0003117	maker-CACA0S27-snap-gene-9.2-mRNA-1_1&gene=maker-CACA0S27-snap-gene-9.2&CDS=1-1206	YBR095C
3118	OG0003118	genemark-CACA0S27-processed-gene-9.97-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-9.97&CDS=1-657	YNR017W
3119	OG0003119	augustus_masked-CACA0S27-processed-gene-9.52-mRNA-1_1&gene=augustus_masked-CACA0S27-processed-gene-9.52&CDS=1-1083	YNR015W
3120	OG0003120	genemark-CACA0S27-processed-gene-10.0-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-10.0&CDS=1-2469	YNR013C
3121	OG0003121	genemark-CACA0S27-processed-gene-10.2-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-10.2&CDS=1-1422	YNR012W
3122	OG0003122	genemark-CACA0S27-processed-gene-10.3-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-10.3&CDS=1-474	YNR010W
3123	OG0003123	augustus_masked-CACA0S27-processed-gene-10.49-mRNA-1_1&gene=augustus_masked-CACA0S27-processed-gene-10.49&CDS=1-849	YNR009W
3124	OG0003124	genemark-CACA0S27-processed-gene-10.5-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-10.5&CDS=1-2049	YNR008W
3125	OG0003125	genemark-CACA0S27-processed-gene-10.6-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-10.6&CDS=1-900	YNR007C
3126	OG0003126	genemark-CACA0S27-processed-gene-10.26-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-10.26&CDS=1-1896	YNR006W
3127	OG0003127	snap_masked-CACA0S27-processed-gene-10.92-mRNA-1_1&gene=snap_masked-CACA0S27-processed-gene-10.92&CDS=1-1245	YPL255W
3128	OG0003128	augustus_masked-CACA0S27-processed-gene-10.53-mRNA-1_1&gene=augustus_masked-CACA0S27-processed-gene-10.53&CDS=1-1323	YPL254W
3129	OG0003129	snap_masked-CACA0S27-processed-gene-10.110-mRNA-1_1&gene=snap_masked-CACA0S27-processed-gene-10.110&CDS=1-1872	YPL253C
3130	OG0003130	genemark-CACA0S27-processed-gene-10.28-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-10.28&CDS=1-528	YPL252C
3131	OG0003131	genemark-CACA0S27-processed-gene-10.31-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-10.31&CDS=1-3267	YPL249C
3132	OG0003132	genemark-CACA0S27-processed-gene-10.32-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-10.32&CDS=1-1392	YPL247C
3133	OG0003133	genemark-CACA0S27-processed-gene-10.11-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-10.11&CDS=1-1323	YPL245W
3134	OG0003134	genemark-CACA0S27-processed-gene-10.33-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-10.33&CDS=1-1074	YPL244C
3135	OG0003135	snap_masked-CACA0S27-processed-gene-10.96-mRNA-1_1&gene=snap_masked-CACA0S27-processed-gene-10.96&CDS=1-1887	YPL243W
3136	OG0003136	genemark-CACA0S27-processed-gene-10.34-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-10.34&CDS=1-4422	YPL242C
3137	OG0003137	snap_masked-CACA0S27-processed-gene-10.117-mRNA-1_1&gene=snap_masked-CACA0S27-processed-gene-10.117&CDS=1-855	YPL241C
3138	OG0003138	genemark-CACA0S27-processed-gene-10.13-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-10.13&CDS=1-603	YPL239W
3139	OG0003139	genemark-CACA0S27-processed-gene-10.14-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-10.14&CDS=1-828	YPL237W
3140	OG0003140	snap_masked-CACA0S27-processed-gene-10.118-mRNA-1_1&gene=snap_masked-CACA0S27-processed-gene-10.118&CDS=1-1065	YPL236C
