	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034615_Saturnispora_zaruensis
2144	OG0002144	YLR024C	snap_masked-NODE_18_length_120857_cov_42.569_ID_35-processed-gene-0.139-mRNA-1_1&gene=snap_masked-NODE_18_length_120857_cov_42.569_ID_35-processed-gene-0.139&CDS=1-5640
2145	OG0002145	YLR025W	snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-2.9-mRNA-1_1&gene=snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-2.9&CDS=1-708
2146	OG0002146	YLR026C	maker-NODE_1_length_1371552_cov_40.6037_ID_1-augustus-gene-1.1-mRNA-1_1&gene=maker-NODE_1_length_1371552_cov_40.6037_ID_1-augustus-gene-1.1&CDS=1-1362
2147	OG0002147	YLR027C	snap_masked-NODE_11_length_338931_cov_41.8878_ID_21-processed-gene-1.122-mRNA-1_1&gene=snap_masked-NODE_11_length_338931_cov_41.8878_ID_21-processed-gene-1.122&CDS=1-1266
2148	OG0002148	YLR032W	snap_masked-NODE_17_length_126295_cov_42.083_ID_33-processed-gene-0.46-mRNA-1_1&gene=snap_masked-NODE_17_length_126295_cov_42.083_ID_33-processed-gene-0.46&CDS=1-3534
2149	OG0002149	YLR034C	snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-8.236-mRNA-1_1&gene=snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-8.236&CDS=1-1461
2150	OG0002150	YLR035C	snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-8.193-mRNA-1_1&gene=snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-8.193&CDS=1-2139
2151	OG0002151	YLR038C	snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-0.92-mRNA-1_1&gene=snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-0.92&CDS=1-249
2152	OG0002152	YLR045C	snap_masked-NODE_7_length_395067_cov_41.3947_ID_13-processed-gene-2.311-mRNA-1_1&gene=snap_masked-NODE_7_length_395067_cov_41.3947_ID_13-processed-gene-2.311&CDS=1-2442
2153	OG0002153	YLR047C	snap_masked-NODE_7_length_395067_cov_41.3947_ID_13-processed-gene-2.338-mRNA-1_1&gene=snap_masked-NODE_7_length_395067_cov_41.3947_ID_13-processed-gene-2.338&CDS=1-2370
2154	OG0002154	YLR050C	snap_masked-NODE_6_length_515559_cov_44.7286_ID_11-processed-gene-1.140-mRNA-1_1&gene=snap_masked-NODE_6_length_515559_cov_44.7286_ID_11-processed-gene-1.140&CDS=1-507
2155	OG0002155	YLR051C	snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-3.129-mRNA-1_1&gene=snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-3.129&CDS=1-597
2156	OG0002156	YLR054C	snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-9.118-mRNA-1_1&gene=snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-9.118&CDS=1-1743
2157	OG0002157	YLR056W	snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-8.262-mRNA-1_1&gene=snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-8.262&CDS=1-1122
2158	OG0002158	YLR059C	maker-NODE_2_length_1328254_cov_42.4867_ID_3-snap-gene-1.147-mRNA-1_1&gene=maker-NODE_2_length_1328254_cov_42.4867_ID_3-snap-gene-1.147&CDS=1-1518
2159	OG0002159	YLR060W	snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-3.132-mRNA-1_1&gene=snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-3.132&CDS=1-1779
2160	OG0002160	YLR065C	snap_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-10.12-mRNA-1_1&gene=snap_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-10.12&CDS=1-561
2161	OG0002161	YLR066W	augustus_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-4.7-mRNA-1_1&gene=augustus_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-4.7&CDS=1-645
2162	OG0002162	YLR067C	snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-3.17-mRNA-1_1&gene=snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-3.17&CDS=1-3780
2163	OG0002163	YLR068W	snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-3.43-mRNA-1_1&gene=snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-3.43&CDS=1-465
2164	OG0002164	YLR069C	snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-4.128-mRNA-1_1&gene=snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-4.128&CDS=1-2292
2165	OG0002165	YLR071C	genemark-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-6.38-mRNA-1_1&gene=genemark-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-6.38&CDS=1-2967
2166	OG0002166	YLR074C	snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-7.111-mRNA-1_1&gene=snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-7.111&CDS=1-558
2167	OG0002167	YLR075W	genemark-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-7.31-mRNA-1_1&gene=genemark-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-7.31&CDS=1-657
2168	OG0002168	YLR077W	snap_masked-NODE_7_length_395067_cov_41.3947_ID_13-processed-gene-1.108-mRNA-1_1&gene=snap_masked-NODE_7_length_395067_cov_41.3947_ID_13-processed-gene-1.108&CDS=1-1794
2169	OG0002169	YLR078C	genemark-NODE_13_length_249367_cov_50.2225_ID_25-processed-gene-1.187-mRNA-1_1&gene=genemark-NODE_13_length_249367_cov_50.2225_ID_25-processed-gene-1.187&CDS=1-687
2170	OG0002170	YLR084C	snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-3.119-mRNA-1_1&gene=snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-3.119&CDS=1-3621
2171	OG0002171	YLR086W	snap_masked-NODE_7_length_395067_cov_41.3947_ID_13-processed-gene-2.307-mRNA-1_1&gene=snap_masked-NODE_7_length_395067_cov_41.3947_ID_13-processed-gene-2.307&CDS=1-3885
2172	OG0002172	YLR087C	snap_masked-NODE_11_length_338931_cov_41.8878_ID_21-processed-gene-2.204-mRNA-1_1&gene=snap_masked-NODE_11_length_338931_cov_41.8878_ID_21-processed-gene-2.204&CDS=1-12090
2173	OG0002173	YLR088W	snap_masked-NODE_11_length_338931_cov_41.8878_ID_21-processed-gene-2.206-mRNA-1_1&gene=snap_masked-NODE_11_length_338931_cov_41.8878_ID_21-processed-gene-2.206&CDS=1-1977
2174	OG0002174	YLR097C	snap_masked-NODE_15_length_154211_cov_41.2508_ID_29-processed-gene-0.14-mRNA-1_1&gene=snap_masked-NODE_15_length_154211_cov_41.2508_ID_29-processed-gene-0.14&CDS=1-1191
2175	OG0002175	YLR099W-A	snap_masked-NODE_16_length_136973_cov_53.0823_ID_31-processed-gene-0.156-mRNA-1_1&gene=snap_masked-NODE_16_length_136973_cov_53.0823_ID_31-processed-gene-0.156&CDS=1-222
2176	OG0002176	YLR100W	snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-8.145-mRNA-1_1&gene=snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-8.145&CDS=1-1050
2177	OG0002177	YLR103C	snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-8.265-mRNA-1_1&gene=snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-8.265&CDS=1-2070
2178	OG0002178	YLR104W	snap_masked-NODE_11_length_338931_cov_41.8878_ID_21-processed-gene-0.115-mRNA-1_1&gene=snap_masked-NODE_11_length_338931_cov_41.8878_ID_21-processed-gene-0.115&CDS=1-345
2179	OG0002179	YLR105C	snap_masked-NODE_6_length_515559_cov_44.7286_ID_11-processed-gene-3.32-mRNA-1_1&gene=snap_masked-NODE_6_length_515559_cov_44.7286_ID_11-processed-gene-3.32&CDS=1-1335
2180	OG0002180	YLR106C	snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-3.30-mRNA-1_1&gene=snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-3.30&CDS=1-15957
2181	OG0002181	YLR107W	genemark-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-8.49-mRNA-1_1&gene=genemark-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-8.49&CDS=1-1152
2182	OG0002182	YLR109W	snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-4.118-mRNA-1_1&gene=snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-4.118&CDS=1-576
2183	OG0002183	YLR113W	genemark-NODE_7_length_395067_cov_41.3947_ID_13-processed-gene-2.54-mRNA-1_1&gene=genemark-NODE_7_length_395067_cov_41.3947_ID_13-processed-gene-2.54&CDS=1-1404
2184	OG0002184	YLR114C	snap_masked-NODE_8_length_383177_cov_39.865_ID_15-processed-gene-0.100-mRNA-1_1&gene=snap_masked-NODE_8_length_383177_cov_39.865_ID_15-processed-gene-0.100&CDS=1-3039
2185	OG0002185	YLR115W	augustus_masked-NODE_16_length_136973_cov_53.0823_ID_31-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-NODE_16_length_136973_cov_53.0823_ID_31-processed-gene-0.26&CDS=1-2205
2186	OG0002186	YLR116W	genemark-NODE_11_length_338931_cov_41.8878_ID_21-processed-gene-1.19-mRNA-1_1&gene=genemark-NODE_11_length_338931_cov_41.8878_ID_21-processed-gene-1.19&CDS=1-1566
2187	OG0002187	YLR117C	augustus_masked-NODE_7_length_395067_cov_41.3947_ID_13-processed-gene-2.153-mRNA-1_1&gene=augustus_masked-NODE_7_length_395067_cov_41.3947_ID_13-processed-gene-2.153&CDS=1-1914
2188	OG0002188	YLR126C	augustus_masked-NODE_8_length_383177_cov_39.865_ID_15-processed-gene-2.82-mRNA-1_1&gene=augustus_masked-NODE_8_length_383177_cov_39.865_ID_15-processed-gene-2.82&CDS=1-711
2189	OG0002189	YLR127C	snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-0.102-mRNA-1_1&gene=snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-0.102&CDS=1-1419
2190	OG0002190	YLR129W	snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-0.104-mRNA-1_1&gene=snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-0.104&CDS=1-2700
2191	OG0002191	YLR130C	snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-0.81-mRNA-1_1&gene=snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-0.81&CDS=1-1074
2192	OG0002192	YLR133W	snap_masked-NODE_8_length_383177_cov_39.865_ID_15-processed-gene-2.238-mRNA-1_1&gene=snap_masked-NODE_8_length_383177_cov_39.865_ID_15-processed-gene-2.238&CDS=1-1746
2193	OG0002193	YLR138W	snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-0.101-mRNA-1_1&gene=snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-0.101&CDS=1-3126
2194	OG0002194	YLR141W	snap_masked-NODE_9_length_358411_cov_42.2046_ID_17-processed-gene-0.15-mRNA-1_1&gene=snap_masked-NODE_9_length_358411_cov_42.2046_ID_17-processed-gene-0.15&CDS=1-2757
2195	OG0002195	YLR142W	snap_masked-NODE_6_length_515559_cov_44.7286_ID_11-processed-gene-0.139-mRNA-1_1&gene=snap_masked-NODE_6_length_515559_cov_44.7286_ID_11-processed-gene-0.139&CDS=1-1371
2196	OG0002196	YLR143W	snap_masked-NODE_6_length_515559_cov_44.7286_ID_11-processed-gene-0.114-mRNA-1_1&gene=snap_masked-NODE_6_length_515559_cov_44.7286_ID_11-processed-gene-0.114&CDS=1-1833
2197	OG0002197	YLR144C	snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-7.122-mRNA-1_1&gene=snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-7.122&CDS=1-2325
2198	OG0002198	YLR145W	snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-12.96-mRNA-1_1&gene=snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-12.96&CDS=1-654
2199	OG0002199	YLR147C	snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-11.118-mRNA-1_1&gene=snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-11.118&CDS=1-300
2200	OG0002200	YLR148W	snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-11.119-mRNA-1_1&gene=snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-11.119&CDS=1-2829
2201	OG0002201	YLR149C	augustus_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-2.126-mRNA-1_1&gene=augustus_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-2.126&CDS=1-1833
2202	OG0002202	YLR151C	snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-0.36-mRNA-1_1&gene=snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-0.36&CDS=1-1116
2203	OG0002203	YLR163C	snap_masked-NODE_14_length_194165_cov_42.4575_ID_27-processed-gene-0.22-mRNA-1_1&gene=snap_masked-NODE_14_length_194165_cov_42.4575_ID_27-processed-gene-0.22&CDS=1-1368
2204	OG0002204	YLR166C	snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-12.17-mRNA-1_1&gene=snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-12.17&CDS=1-2733
2205	OG0002205	YLR167W	genemark-NODE_10_length_355069_cov_42.3146_ID_19-processed-gene-0.88-mRNA-1_1&gene=genemark-NODE_10_length_355069_cov_42.3146_ID_19-processed-gene-0.88&CDS=1-447
2206	OG0002206	YLR170C	snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-10.106-mRNA-1_1&gene=snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-10.106&CDS=1-456
2207	OG0002207	YLR172C	snap_masked-NODE_15_length_154211_cov_41.2508_ID_29-processed-gene-0.24-mRNA-1_1&gene=snap_masked-NODE_15_length_154211_cov_41.2508_ID_29-processed-gene-0.24&CDS=1-909
2208	OG0002208	YLR174W	snap_masked-NODE_13_length_249367_cov_50.2225_ID_25-processed-gene-1.64-mRNA-1_1&gene=snap_masked-NODE_13_length_249367_cov_50.2225_ID_25-processed-gene-1.64&CDS=1-1230
2209	OG0002209	YLR175W	snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-3.24-mRNA-1_1&gene=snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-3.24&CDS=1-1422
2210	OG0002210	YLR181C	snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-5.142-mRNA-1_1&gene=snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-5.142&CDS=1-1167
2211	OG0002211	YLR182W	snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-5.129-mRNA-1_1&gene=snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-5.129&CDS=1-2166
2212	OG0002212	YLR186W	snap_masked-NODE_12_length_267721_cov_48.1709_ID_23-processed-gene-0.108-mRNA-1_1&gene=snap_masked-NODE_12_length_267721_cov_48.1709_ID_23-processed-gene-0.108&CDS=1-765
2213	OG0002213	YLR187W	snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-5.143-mRNA-1_1&gene=snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-5.143&CDS=1-3015
2214	OG0002214	YLR189C	augustus_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-1.33-mRNA-1_1&gene=augustus_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-1.33&CDS=1-4002
2215	OG0002215	YLR191W	snap_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-10.67-mRNA-1_1&gene=snap_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-10.67&CDS=1-1302
2216	OG0002216	YLR192C	snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-1.33-mRNA-1_1&gene=snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-1.33&CDS=1-825
2217	OG0002217	YLR193C	snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-2.148-mRNA-1_1&gene=snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-2.148&CDS=1-543
2218	OG0002218	YLR195C	snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-1.41-mRNA-1_1&gene=snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-1.41&CDS=1-1278
2219	OG0002219	YLR196W	snap_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-10.64-mRNA-1_1&gene=snap_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-10.64&CDS=1-1710
2220	OG0002220	YLR197W	snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-2.120-mRNA-1_1&gene=snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-2.120&CDS=1-1491
2221	OG0002221	YLR200W	snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-2.146-mRNA-1_1&gene=snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-2.146&CDS=1-369
2222	OG0002222	YLR201C	genemark-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-2.70-mRNA-1_1&gene=genemark-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-2.70&CDS=1-738
2223	OG0002223	YLR203C	snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-8.210-mRNA-1_1&gene=snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-8.210&CDS=1-1257
2224	OG0002224	YLR205C	snap_masked-NODE_17_length_126295_cov_42.083_ID_33-processed-gene-0.49-mRNA-1_1&gene=snap_masked-NODE_17_length_126295_cov_42.083_ID_33-processed-gene-0.49&CDS=1-873
2225	OG0002225	YLR207W	augustus_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-1.129-mRNA-1_1&gene=augustus_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-1.129&CDS=1-2346
2226	OG0002226	YLR208W	snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-1.12-mRNA-1_1&gene=snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-1.12&CDS=1-879
2227	OG0002227	YLR209C	snap_masked-NODE_6_length_515559_cov_44.7286_ID_11-processed-gene-1.108-mRNA-1_1&gene=snap_masked-NODE_6_length_515559_cov_44.7286_ID_11-processed-gene-1.108&CDS=1-885
2228	OG0002228	YLR212C	snap_masked-NODE_8_length_383177_cov_39.865_ID_15-processed-gene-1.14-mRNA-1_1&gene=snap_masked-NODE_8_length_383177_cov_39.865_ID_15-processed-gene-1.14&CDS=1-1392
2229	OG0002229	YLR215C	snap_masked-NODE_85_length_525_cov_0.680693_ID_169-processed-gene-0.0-mRNA-1_1&gene=snap_masked-NODE_85_length_525_cov_0.680693_ID_169-processed-gene-0.0&CDS=1-486
2230	OG0002230	YLR218C	snap_masked-NODE_9_length_358411_cov_42.2046_ID_17-processed-gene-0.35-mRNA-1_1&gene=snap_masked-NODE_9_length_358411_cov_42.2046_ID_17-processed-gene-0.35&CDS=1-228
2231	OG0002231	YLR220W	snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-4.25-mRNA-1_1&gene=snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-4.25&CDS=1-867
2232	OG0002232	YLR222C	snap_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-6.9-mRNA-1_1&gene=snap_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-6.9&CDS=1-2397
2233	OG0002233	YLR224W	augustus_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-10.154-mRNA-1_1&gene=augustus_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-10.154&CDS=1-1200
2234	OG0002234	YLR229C	snap_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-10.91-mRNA-1_1&gene=snap_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-10.91&CDS=1-738
2235	OG0002235	YLR231C	genemark-NODE_7_length_395067_cov_41.3947_ID_13-processed-gene-2.10-mRNA-1_1&gene=genemark-NODE_7_length_395067_cov_41.3947_ID_13-processed-gene-2.10&CDS=1-1317
2236	OG0002236	YLR234W	snap_masked-NODE_10_length_355069_cov_42.3146_ID_19-processed-gene-0.31-mRNA-1_1&gene=snap_masked-NODE_10_length_355069_cov_42.3146_ID_19-processed-gene-0.31&CDS=1-1926
2237	OG0002237	YLR239C	genemark-NODE_10_length_355069_cov_42.3146_ID_19-processed-gene-0.93-mRNA-1_1&gene=genemark-NODE_10_length_355069_cov_42.3146_ID_19-processed-gene-0.93&CDS=1-837
2238	OG0002238	YLR240W	snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-8.145-mRNA-1_1&gene=snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-8.145&CDS=1-3258
2239	OG0002239	YLR241W	maker-NODE_2_length_1328254_cov_42.4867_ID_3-augustus-gene-1.151-mRNA-1_1&gene=maker-NODE_2_length_1328254_cov_42.4867_ID_3-augustus-gene-1.151&CDS=1-4131
2240	OG0002240	YLR243W	snap_masked-NODE_12_length_267721_cov_48.1709_ID_23-processed-gene-0.115-mRNA-1_1&gene=snap_masked-NODE_12_length_267721_cov_48.1709_ID_23-processed-gene-0.115&CDS=1-846
2241	OG0002241	YLR244C	snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-12.103-mRNA-1_1&gene=snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-12.103&CDS=1-1119
2242	OG0002242	YLR246W	snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-4.110-mRNA-1_1&gene=snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-4.110&CDS=1-999
2243	OG0002243	YLR247C	snap_masked-NODE_10_length_355069_cov_42.3146_ID_19-processed-gene-0.35-mRNA-1_1&gene=snap_masked-NODE_10_length_355069_cov_42.3146_ID_19-processed-gene-0.35&CDS=1-4788
2244	OG0002244	YLR250W	snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-9.128-mRNA-1_1&gene=snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-9.128&CDS=1-681
2245	OG0002245	YLR251W	snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-7.144-mRNA-1_1&gene=snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-7.144&CDS=1-513
2246	OG0002246	YLR253W	genemark-NODE_13_length_249367_cov_50.2225_ID_25-processed-gene-0.40-mRNA-1_1&gene=genemark-NODE_13_length_249367_cov_50.2225_ID_25-processed-gene-0.40&CDS=1-5466
2247	OG0002247	YLR259C	snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-0.103-mRNA-1_1&gene=snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-0.103&CDS=1-1710
2248	OG0002248	YLR262C	snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-1.120-mRNA-1_1&gene=snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-1.120&CDS=1-618
2249	OG0002249	YLR268W	snap_masked-NODE_16_length_136973_cov_53.0823_ID_31-processed-gene-0.154-mRNA-1_1&gene=snap_masked-NODE_16_length_136973_cov_53.0823_ID_31-processed-gene-0.154&CDS=1-669
2250	OG0002250	YLR272C	snap_masked-NODE_13_length_249367_cov_50.2225_ID_25-processed-gene-1.8-mRNA-1_1&gene=snap_masked-NODE_13_length_249367_cov_50.2225_ID_25-processed-gene-1.8&CDS=1-3741
2251	OG0002251	YLR274W	snap_masked-NODE_6_length_515559_cov_44.7286_ID_11-processed-gene-4.27-mRNA-1_1&gene=snap_masked-NODE_6_length_515559_cov_44.7286_ID_11-processed-gene-4.27&CDS=1-2187
2252	OG0002252	YLR276C	snap_masked-NODE_6_length_515559_cov_44.7286_ID_11-processed-gene-3.44-mRNA-1_1&gene=snap_masked-NODE_6_length_515559_cov_44.7286_ID_11-processed-gene-3.44&CDS=1-1695
2253	OG0002253	YLR277C	maker-NODE_3_length_1190395_cov_43.5002_ID_5-augustus-gene-4.132-mRNA-1_1&gene=maker-NODE_3_length_1190395_cov_43.5002_ID_5-augustus-gene-4.132&CDS=1-5310
2254	OG0002254	YLR281C	genemark-NODE_18_length_120857_cov_42.569_ID_35-processed-gene-0.78-mRNA-1_1&gene=genemark-NODE_18_length_120857_cov_42.569_ID_35-processed-gene-0.78&CDS=1-552
2255	OG0002255	YLR283W	genemark-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-6.36-mRNA-1_1&gene=genemark-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-6.36&CDS=1-978
2256	OG0002256	YLR285W	snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-10.40-mRNA-1_1&gene=snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-10.40&CDS=1-795
2257	OG0002257	YLR286C	genemark-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-1.68-mRNA-1_1&gene=genemark-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-1.68&CDS=1-1719
2258	OG0002258	YLR287C	snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-1.135-mRNA-1_1&gene=snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-1.135&CDS=1-1005
2259	OG0002259	YLR289W	snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-6.119-mRNA-1_1&gene=snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-6.119&CDS=1-2259
2260	OG0002260	YLR290C	snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-11.139-mRNA-1_1&gene=snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-11.139&CDS=1-843
2261	OG0002261	YLR291C	snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-9.123-mRNA-1_1&gene=snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-9.123&CDS=1-1098
2262	OG0002262	YLR295C	snap_masked-NODE_13_length_249367_cov_50.2225_ID_25-processed-gene-1.25-mRNA-1_1&gene=snap_masked-NODE_13_length_249367_cov_50.2225_ID_25-processed-gene-1.25&CDS=1-294
2263	OG0002263	YLR298C	snap_masked-NODE_13_length_249367_cov_50.2225_ID_25-processed-gene-1.23-mRNA-1_1&gene=snap_masked-NODE_13_length_249367_cov_50.2225_ID_25-processed-gene-1.23&CDS=1-222
