	OrthologID	Lachancea_fantastica	Saccharomyces_cerevisiae
3495	OG0003495	genemark-LAFA0G-processed-gene-5.27-mRNA-1_1&gene=genemark-LAFA0G-processed-gene-5.27&CDS=1-1113	YJL131C
3496	OG0003496	snap_masked-LAFA0G-processed-gene-5.114-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-5.114&CDS=1-6654	YJL130C
3497	OG0003497	augustus_masked-LAFA0G-processed-gene-5.73-mRNA-1_1&gene=augustus_masked-LAFA0G-processed-gene-5.73&CDS=1-3546	YJL129C
3498	OG0003498	snap_masked-LAFA0G-processed-gene-5.116-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-5.116&CDS=1-1896	YJL128C
3499	OG0003499	snap_masked-LAFA0G-processed-gene-5.117-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-5.117&CDS=1-1659	YJL127C
3500	OG0003500	snap_masked-LAFA0G-processed-gene-5.98-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-5.98&CDS=1-906	YJL126W
3501	OG0003501	snap_masked-LAFA0G-processed-gene-5.118-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-5.118&CDS=1-1185	YJL125C
3502	OG0003502	snap_masked-LAFA0G-processed-gene-5.119-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-5.119&CDS=1-489	YJL124C
3503	OG0003503	snap_masked-LAFA0G-processed-gene-5.99-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-5.99&CDS=1-384	YKR049C
3504	OG0003504	snap_masked-LAFA0G-processed-gene-5.120-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-5.120&CDS=1-1365	YJL123C
3505	OG0003505	snap_masked-LAFA0G-processed-gene-5.100-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-5.100&CDS=1-471	YJL122W
3506	OG0003506	snap_masked-LAFA0G-processed-gene-5.121-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-5.121&CDS=1-708	YJL121C
3507	OG0003507	snap_masked-LAFA0G-processed-gene-5.101-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-5.101&CDS=1-1344	YKR048C
3508	OG0003508	augustus_masked-LAFA0G-processed-gene-5.61-mRNA-1_1&gene=augustus_masked-LAFA0G-processed-gene-5.61&CDS=1-966	YKR046C
3509	OG0003509	snap_masked-LAFA0G-processed-gene-5.103-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-5.103&CDS=1-627	YKR045C
3510	OG0003510	snap_masked-LAFA0G-processed-gene-5.104-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-5.104&CDS=1-909	YJL117W
3511	OG0003511	snap_masked-LAFA0G-processed-gene-5.122-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-5.122&CDS=1-1203	YKR044W
3512	OG0003512	snap_masked-LAFA0G-processed-gene-5.105-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-5.105&CDS=1-813	YKR043C
3513	OG0003513	snap_masked-LAFA0G-processed-gene-5.123-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-5.123&CDS=1-1068	YJL116C
3514	OG0003514	snap_masked-LAFA0G-processed-gene-5.108-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-5.108&CDS=1-912	YJL115W
3515	OG0003515	augustus_masked-LAFA0G-processed-gene-5.68-mRNA-1_1&gene=augustus_masked-LAFA0G-processed-gene-5.68&CDS=1-2385	YDL028C
3516	OG0003516	snap_masked-LAFA0G-processed-gene-5.125-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-5.125&CDS=1-1245	YDL029W
3517	OG0003517	augustus_masked-LAFA0G-processed-gene-5.84-mRNA-1_1&gene=augustus_masked-LAFA0G-processed-gene-5.84&CDS=1-1107	YDL027C
3518	OG0003518	snap_masked-LAFA0G-processed-gene-5.127-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-5.127&CDS=1-1392	YOL062C
3519	OG0003519	snap_masked-LAFA0G-processed-gene-5.110-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-5.110&CDS=1-1413	YOL061W
3520	OG0003520	snap_masked-LAFA0G-processed-gene-6.51-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-6.51&CDS=1-1737	YDL025C
3521	OG0003521	snap_masked-LAFA0G-processed-gene-6.52-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-6.52&CDS=1-2100	YOL060C
3522	OG0003522	snap_masked-LAFA0G-processed-gene-6.48-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-6.48&CDS=1-1164	YDL022W
3523	OG0003523	snap_masked-LAFA0G-processed-gene-6.50-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-6.50&CDS=1-1263	YOL058W
3524	OG0003524	snap_masked-LAFA0G-processed-gene-6.54-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-6.54&CDS=1-2073	YOL057W
3525	OG0003525	snap_masked-LAFA0G-processed-gene-6.77-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-6.77&CDS=1-1476	YDL020C
3526	OG0003526	genemark-LAFA0G-processed-gene-6.122-mRNA-1_1&gene=genemark-LAFA0G-processed-gene-6.122&CDS=1-612	YLR011W
3527	OG0003527	genemark-LAFA0G-processed-gene-6.103-mRNA-1_1&gene=genemark-LAFA0G-processed-gene-6.103&CDS=1-1908	YML088W
3528	OG0003528	maker-LAFA0G-augustus-gene-6.6-mRNA-1_1&gene=maker-LAFA0G-augustus-gene-6.6&CDS=1-2517	YML086C
3529	OG0003529	snap_masked-LAFA0G-processed-gene-6.82-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-6.82&CDS=1-1341	YML085C
3530	OG0003530	snap_masked-LAFA0G-processed-gene-6.83-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-6.83&CDS=1-1719	YML123C
3531	OG0003531	snap_masked-LAFA0G-processed-gene-6.85-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-6.85&CDS=1-1323	YHR190W
3532	OG0003532	snap_masked-LAFA0G-processed-gene-6.86-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-6.86&CDS=1-639	YHR189W
3533	OG0003533	snap_masked-LAFA0G-processed-gene-6.58-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-6.58&CDS=1-897	YML121W
3534	OG0003534	snap_masked-LAFA0G-processed-gene-6.87-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-6.87&CDS=1-1539	YML120C
3535	OG0003535	snap_masked-LAFA0G-processed-gene-6.89-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-6.89&CDS=1-1845	YDR311W
3536	OG0003536	snap_masked-LAFA0G-processed-gene-6.66-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-6.66&CDS=1-1119	YHR063C
3537	OG0003537	snap_masked-LAFA0G-processed-gene-6.67-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-6.67&CDS=1-3027	YDR310C
3538	OG0003538	snap_masked-LAFA0G-processed-gene-6.68-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-6.68&CDS=1-882	YHR062C
3539	OG0003539	snap_masked-LAFA0G-processed-gene-6.70-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-6.70&CDS=1-1128	YDR309C
3540	OG0003540	snap_masked-LAFA0G-processed-gene-6.90-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-6.90&CDS=1-513	YHR060W
3541	OG0003541	snap_masked-LAFA0G-processed-gene-6.71-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-6.71&CDS=1-438	YDR308C
3542	OG0003542	snap_masked-LAFA0G-processed-gene-6.91-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-6.91&CDS=1-1989	YDR307W
3543	OG0003543	snap_masked-LAFA0G-processed-gene-6.73-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-6.73&CDS=1-1722	YDR306C
3544	OG0003544	snap_masked-LAFA0G-processed-gene-6.92-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-6.92&CDS=1-399	YHR059W
3545	OG0003545	snap_masked-LAFA0G-processed-gene-6.74-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-6.74&CDS=1-831	YJR093C
3546	OG0003546	snap_masked-LAFA0G-processed-gene-6.93-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-6.93&CDS=1-3990	YJR092W
3547	OG0003547	snap_masked-LAFA0G-processed-gene-6.75-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-6.75&CDS=1-3270	YJR091C
3548	OG0003548	snap_masked-LAFA0G-processed-gene-6.76-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-6.76&CDS=1-3225	YJR090C
3549	OG0003549	snap_masked-LAFA0G-processed-gene-6.94-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-6.94&CDS=1-2466	YJR089W
3550	OG0003550	snap_masked-LAFA0G-processed-gene-7.49-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-7.49&CDS=1-1206	YPR041W
3551	OG0003551	snap_masked-LAFA0G-processed-gene-7.46-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-7.46&CDS=1-852	YJR088C
3552	OG0003552	snap_masked-LAFA0G-processed-gene-7.50-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-7.50&CDS=1-1071	YPR040W
3553	OG0003553	genemark-LAFA0G-processed-gene-7.101-mRNA-1_1&gene=genemark-LAFA0G-processed-gene-7.101&CDS=1-594	YPR037C
3554	OG0003554	snap_masked-LAFA0G-processed-gene-7.51-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-7.51&CDS=1-285	YJR086W
3555	OG0003555	snap_masked-LAFA0G-processed-gene-7.48-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-7.48&CDS=1-312	YJR085C
3556	OG0003556	augustus_masked-LAFA0G-processed-gene-7.5-mRNA-1_1&gene=augustus_masked-LAFA0G-processed-gene-7.5&CDS=1-1293	YJR084W
3557	OG0003557	snap_masked-LAFA0G-processed-gene-7.71-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-7.71&CDS=1-1395	YPR036W
3558	OG0003558	snap_masked-LAFA0G-processed-gene-7.72-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-7.72&CDS=1-1116	YPR035W
3559	OG0003559	snap_masked-LAFA0G-processed-gene-7.73-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-7.73&CDS=1-1032	YDR214W
3560	OG0003560	snap_masked-LAFA0G-processed-gene-7.74-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-7.74&CDS=1-2268	YDR213W
3561	OG0003561	snap_masked-LAFA0G-processed-gene-7.75-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-7.75&CDS=1-1680	YDR212W
3562	OG0003562	snap_masked-LAFA0G-processed-gene-7.76-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-7.76&CDS=1-573	YLR229C
3563	OG0003563	snap_masked-LAFA0G-processed-gene-7.77-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-7.77&CDS=1-2199	YDR211W
3564	OG0003564	snap_masked-LAFA0G-processed-gene-7.79-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-7.79&CDS=1-2130	YDR208W
3565	OG0003565	augustus_masked-LAFA0G-processed-gene-7.8-mRNA-1_1&gene=augustus_masked-LAFA0G-processed-gene-7.8&CDS=1-996	YGL159W
3566	OG0003566	snap_masked-LAFA0G-processed-gene-7.80-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-7.80&CDS=1-1386	YLR231C
3567	OG0003567	snap_masked-LAFA0G-processed-gene-7.57-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-7.57&CDS=1-2268	YDR207C
3568	OG0003568	augustus_masked-LAFA0G-processed-gene-7.34-mRNA-1_1&gene=augustus_masked-LAFA0G-processed-gene-7.34&CDS=1-2484	YDR206W
3569	OG0003569	snap_masked-LAFA0G-processed-gene-7.58-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-7.58&CDS=1-1881	YLR234W
3570	OG0003570	snap_masked-LAFA0G-processed-gene-7.83-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-7.83&CDS=1-2052	YDR205W
3571	OG0003571	snap_masked-LAFA0G-processed-gene-7.84-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-7.84&CDS=1-966	YDR204W
3572	OG0003572	snap_masked-LAFA0G-processed-gene-7.60-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-7.60&CDS=1-1011	YDR202C
3573	OG0003573	snap_masked-LAFA0G-processed-gene-7.85-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-7.85&CDS=1-507	YDR201W
3574	OG0003574	snap_masked-LAFA0G-processed-gene-7.86-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-7.86&CDS=1-978	YLR239C
3575	OG0003575	snap_masked-LAFA0G-processed-gene-7.62-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-7.62&CDS=1-1416	YDR198C
3576	OG0003576	augustus_masked-LAFA0G-processed-gene-7.39-mRNA-1_1&gene=augustus_masked-LAFA0G-processed-gene-7.39&CDS=1-1098	YDR197W
3577	OG0003577	snap_masked-LAFA0G-processed-gene-7.63-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-7.63&CDS=1-696	YDR196C
3578	OG0003578	snap_masked-LAFA0G-processed-gene-7.88-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-7.88&CDS=1-1329	YDR195W
3579	OG0003579	genemark-LAFA0G-processed-gene-7.117-mRNA-1_1&gene=genemark-LAFA0G-processed-gene-7.117&CDS=1-1773	YDR194C
3580	OG0003580	snap_masked-LAFA0G-processed-gene-7.65-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-7.65&CDS=1-2601	YLR240W
3581	OG0003581	genemark-LAFA0G-processed-gene-7.119-mRNA-1_1&gene=genemark-LAFA0G-processed-gene-7.119&CDS=1-2340	YLR241W
3582	OG0003582	snap_masked-LAFA0G-processed-gene-7.89-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-7.89&CDS=1-930	YLR242C
3583	OG0003583	augustus_masked-LAFA0G-processed-gene-7.20-mRNA-1_1&gene=augustus_masked-LAFA0G-processed-gene-7.20&CDS=1-1611	YDR192C
3584	OG0003584	snap_masked-LAFA0G-processed-gene-7.68-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-7.68&CDS=1-813	YLR243W
3585	OG0003585	snap_masked-LAFA0G-processed-gene-7.90-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-7.90&CDS=1-1215	YDR191W
3586	OG0003586	snap_masked-LAFA0G-processed-gene-7.69-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-7.69&CDS=1-1377	YDR190C
3587	OG0003587	augustus_masked-LAFA0G-processed-gene-7.43-mRNA-1_1&gene=augustus_masked-LAFA0G-processed-gene-7.43&CDS=1-3468	YDR188W
3588	OG0003588	snap_masked-LAFA0G-processed-gene-7.93-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-7.93&CDS=1-1116	YLR244C
3589	OG0003589	snap_masked-LAFA0G-processed-gene-7.94-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-7.94&CDS=1-432	YLR245C
3590	OG0003590	snap_masked-LAFA0G-processed-gene-7.70-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-7.70&CDS=1-2229	YDR186C
3591	OG0003591	snap_masked-LAFA0G-processed-gene-8.97-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-8.97&CDS=1-1083	YLR246W
3592	OG0003592	snap_masked-LAFA0G-processed-gene-8.98-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-8.98&CDS=1-684	YLR168C
3593	OG0003593	augustus_masked-LAFA0G-processed-gene-8.51-mRNA-1_1&gene=augustus_masked-LAFA0G-processed-gene-8.51&CDS=1-927	YDR184C
3594	OG0003594	snap_masked-LAFA0G-processed-gene-8.102-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-8.102&CDS=1-663	YDR183W
3595	OG0003595	snap_masked-LAFA0G-processed-gene-8.100-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-8.100&CDS=1-2445	YLR166C
3596	OG0003596	genemark-LAFA0G-processed-gene-8.7-mRNA-1_1&gene=genemark-LAFA0G-processed-gene-8.7&CDS=1-957	YDR182W
3597	OG0003597	augustus_masked-LAFA0G-processed-gene-8.53-mRNA-1_1&gene=augustus_masked-LAFA0G-processed-gene-8.53&CDS=1-1209	YDR181C
3598	OG0003598	snap_masked-LAFA0G-processed-gene-8.121-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-8.121&CDS=1-4362	YDR180W
3599	OG0003599	snap_masked-LAFA0G-processed-gene-8.103-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-8.103&CDS=1-720	YLR165C
3600	OG0003600	augustus_masked-LAFA0G-processed-gene-8.75-mRNA-1_1&gene=augustus_masked-LAFA0G-processed-gene-8.75&CDS=1-1206	YDR179W-A
3601	OG0003601	augustus_masked-LAFA0G-processed-gene-8.57-mRNA-1_1&gene=augustus_masked-LAFA0G-processed-gene-8.57&CDS=1-480	YDR179C
3602	OG0003602	snap_masked-LAFA0G-processed-gene-8.105-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-8.105&CDS=1-1374	YLR163C
3603	OG0003603	snap_masked-LAFA0G-processed-gene-8.124-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-8.124&CDS=1-1950	YDR176W
3604	OG0003604	snap_masked-LAFA0G-processed-gene-8.106-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-8.106&CDS=1-909	YDR175C
3605	OG0003605	snap_masked-LAFA0G-processed-gene-8.125-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-8.125&CDS=1-762	YDR174W
3606	OG0003606	snap_masked-LAFA0G-processed-gene-8.107-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-8.107&CDS=1-1002	YDR173C
3607	OG0003607	augustus_masked-LAFA0G-processed-gene-8.80-mRNA-1_1&gene=augustus_masked-LAFA0G-processed-gene-8.80&CDS=1-2160	YDR172W
3608	OG0003608	snap_masked-LAFA0G-processed-gene-8.128-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-8.128&CDS=1-1068	YDR171W
3609	OG0003609	snap_masked-LAFA0G-processed-gene-8.108-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-8.108&CDS=1-5376	YDR170C
3610	OG0003610	snap_masked-LAFA0G-processed-gene-8.109-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-8.109&CDS=1-1128	YGL148W
3611	OG0003611	snap_masked-LAFA0G-processed-gene-8.110-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-8.110&CDS=1-2604	YDL117W
3612	OG0003612	genemark-LAFA0G-processed-gene-8.16-mRNA-1_1&gene=genemark-LAFA0G-processed-gene-8.16&CDS=1-2136	YDL116W
3613	OG0003613	augustus_masked-LAFA0G-processed-gene-8.84-mRNA-1_1&gene=augustus_masked-LAFA0G-processed-gene-8.84&CDS=1-975	YDL115C
3614	OG0003614	augustus_masked-LAFA0G-processed-gene-8.85-mRNA-1_1&gene=augustus_masked-LAFA0G-processed-gene-8.85&CDS=1-1857	YDL113C
3615	OG0003615	snap_masked-LAFA0G-processed-gene-8.112-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-8.112&CDS=1-4176	YDL112W
3616	OG0003616	snap_masked-LAFA0G-processed-gene-8.132-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-8.132&CDS=1-786	YDL111C
3617	OG0003617	augustus_masked-LAFA0G-processed-gene-8.87-mRNA-1_1&gene=augustus_masked-LAFA0G-processed-gene-8.87&CDS=1-768	YGL146C
3618	OG0003618	genemark-LAFA0G-processed-gene-8.40-mRNA-1_1&gene=genemark-LAFA0G-processed-gene-8.40&CDS=1-453	YDL110C
3619	OG0003619	snap_masked-LAFA0G-processed-gene-8.113-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-8.113&CDS=1-2052	YGL145W
3620	OG0003620	maker-LAFA0G-snap-gene-8.96-mRNA-1_1&gene=maker-LAFA0G-snap-gene-8.96&CDS=1-3261	YGL144C
3621	OG0003621	snap_masked-LAFA0G-processed-gene-8.114-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-8.114&CDS=1-924	YDL108W
3622	OG0003622	snap_masked-LAFA0G-processed-gene-8.115-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-8.115&CDS=1-1023	YDL107W
3623	OG0003623	snap_masked-LAFA0G-processed-gene-8.136-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-8.136&CDS=1-1860	YGL142C
3624	OG0003624	snap_masked-LAFA0G-processed-gene-8.116-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-8.116&CDS=1-2730	YGL141W
3625	OG0003625	snap_masked-LAFA0G-processed-gene-8.117-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-8.117&CDS=1-1518	YMR171C
3626	OG0003626	snap_masked-LAFA0G-processed-gene-8.137-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-8.137&CDS=1-1500	YDL106C
3627	OG0003627	augustus_masked-LAFA0G-processed-gene-8.71-mRNA-1_1&gene=augustus_masked-LAFA0G-processed-gene-8.71&CDS=1-1842	YMR168C
3628	OG0003628	snap_masked-LAFA0G-processed-gene-8.139-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-8.139&CDS=1-2145	YMR167W
3629	OG0003629	snap_masked-LAFA0G-processed-gene-8.119-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-8.119&CDS=1-1173	YDL105W
3630	OG0003630	snap_masked-LAFA0G-processed-gene-8.140-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-8.140&CDS=1-1182	YDL104C
3631	OG0003631	snap_masked-LAFA0G-processed-gene-8.120-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-8.120&CDS=1-1044	YMR166C
3632	OG0003632	snap_masked-LAFA0G-processed-gene-9.3-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-9.3&CDS=1-2457	YMR165C
3633	OG0003633	augustus_masked-LAFA0G-processed-gene-9.51-mRNA-1_1&gene=augustus_masked-LAFA0G-processed-gene-9.51&CDS=1-1818	YMR164C
3634	OG0003634	augustus_masked-LAFA0G-processed-gene-9.52-mRNA-1_1&gene=augustus_masked-LAFA0G-processed-gene-9.52&CDS=1-1968	YMR163C
3635	OG0003635	snap_masked-LAFA0G-processed-gene-9.6-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-9.6&CDS=1-1416	YDL103C
3636	OG0003636	snap_masked-LAFA0G-processed-gene-9.7-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-9.7&CDS=1-4842	YMR162C
3637	OG0003637	snap_masked-LAFA0G-processed-gene-9.28-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-9.28&CDS=1-720	YMR161W
3638	OG0003638	snap_masked-LAFA0G-processed-gene-9.8-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-9.8&CDS=1-3285	YDL102W
3639	OG0003639	snap_masked-LAFA0G-processed-gene-9.29-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-9.29&CDS=1-1518	YDL101C
3640	OG0003640	augustus_masked-LAFA0G-processed-gene-9.77-mRNA-1_1&gene=augustus_masked-LAFA0G-processed-gene-9.77&CDS=1-2238	YMR160W
3641	OG0003641	snap_masked-LAFA0G-processed-gene-9.9-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-9.9&CDS=1-363	YMR159C
3642	OG0003642	snap_masked-LAFA0G-processed-gene-9.31-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-9.31&CDS=1-1050	YDL100C
3643	OG0003643	augustus_masked-LAFA0G-processed-gene-9.57-mRNA-1_1&gene=augustus_masked-LAFA0G-processed-gene-9.57&CDS=1-951	YDL099W
3644	OG0003644	snap_masked-LAFA0G-processed-gene-9.32-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-9.32&CDS=1-465	YMR158W
3645	OG0003645	snap_masked-LAFA0G-processed-gene-9.11-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-9.11&CDS=1-705	YMR157C
3646	OG0003646	snap_masked-LAFA0G-processed-gene-9.33-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-9.33&CDS=1-609	YDL098C
3647	OG0003647	snap_masked-LAFA0G-processed-gene-9.12-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-9.12&CDS=1-747	YMR156C
3648	OG0003648	snap_masked-LAFA0G-processed-gene-9.34-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-9.34&CDS=1-1278	YDL097C
3649	OG0003649	snap_masked-LAFA0G-processed-gene-9.13-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-9.13&CDS=1-2493	YDL095W
3650	OG0003650	snap_masked-LAFA0G-processed-gene-9.35-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-9.35&CDS=1-1947	YMR155W
3651	OG0003651	snap_masked-LAFA0G-processed-gene-9.14-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-9.14&CDS=1-408	YDL092W
3652	OG0003652	genemark-LAFA0G-processed-gene-9.129-mRNA-1_1&gene=genemark-LAFA0G-processed-gene-9.129&CDS=1-1296	YDL091C
3653	OG0003653	snap_masked-LAFA0G-processed-gene-9.37-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-9.37&CDS=1-1263	YDL090C
3654	OG0003654	snap_masked-LAFA0G-processed-gene-9.38-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-9.38&CDS=1-897	YHL034C
3655	OG0003655	snap_masked-LAFA0G-processed-gene-9.15-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-9.15&CDS=1-4152	YBR115C
3656	OG0003656	snap_masked-LAFA0G-processed-gene-9.39-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-9.39&CDS=1-2358	YBR114W
3657	OG0003657	snap_masked-LAFA0G-processed-gene-9.16-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-9.16&CDS=1-2601	YBR112C
3658	OG0003658	maker-LAFA0G-augustus-gene-9.0-mRNA-1_1&gene=maker-LAFA0G-augustus-gene-9.0&CDS=1-300	YBR111W-A
3659	OG0003659	snap_masked-LAFA0G-processed-gene-9.17-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-9.17&CDS=1-627	YBR111C
3660	OG0003660	augustus_masked-LAFA0G-processed-gene-9.88-mRNA-1_1&gene=augustus_masked-LAFA0G-processed-gene-9.88&CDS=1-1275	YPR070W
3661	OG0003661	snap_masked-LAFA0G-processed-gene-9.18-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-9.18&CDS=1-882	YPR069C
3662	OG0003662	snap_masked-LAFA0G-processed-gene-9.19-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-9.19&CDS=1-1371	YPR068C
3663	OG0003663	snap_masked-LAFA0G-processed-gene-9.41-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-9.41&CDS=1-1347	YBR110W
3664	OG0003664	snap_masked-LAFA0G-processed-gene-9.20-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-9.20&CDS=1-441	YBR109C
3665	OG0003665	augustus_masked-LAFA0G-processed-gene-9.90-mRNA-1_1&gene=augustus_masked-LAFA0G-processed-gene-9.90&CDS=1-2166	YBR108W
