	OrthologID	Candida_versatilis	Saccharomyces_cerevisiae
2046	OG0002046	-processed-gene-15.61-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-15.61&CDS=1-1107	YGR173W
2047	OG0002047	-processed-gene-15.83-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-15.83&CDS=1-324	YLR008C
2048	OG0002048	-processed-gene-15.62-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-15.62&CDS=1-579	YLR009W
2049	OG0002049	-processed-gene-15.85-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-15.85&CDS=1-1671	YHR037W
2050	OG0002050	-processed-gene-15.65-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-15.65&CDS=1-1743	YBR132C
2051	OG0002051	-processed-gene-15.86-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-15.86&CDS=1-1911	YGR128C
2052	OG0002052	-processed-gene-15.88-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-15.88&CDS=1-2757	YGR125W
2053	OG0002053	-processed-gene-15.90-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-15.90&CDS=1-4926	YCR093W
2054	OG0002054	-processed-gene-15.67-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-15.67&CDS=1-1452	YHR170W
2055	OG0002055	-processed-gene-16.5-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-16.5&CDS=1-1032	YNL128W
2056	OG0002056	-processed-gene-16.1-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-16.1&CDS=1-2055	YJL012C
2057	OG0002057	-processed-gene-16.7-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-16.7&CDS=1-1653	YOR128C
2058	OG0002058	-processed-gene-16.2-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-16.2&CDS=1-2490	YGR188C
2059	OG0002059	-processed-gene-16.31-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-16.31&CDS=1-1467	YHR188C
2060	OG0002060	-processed-gene-16.34-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-16.34&CDS=1-1173	YHR009C
2061	OG0002061	-processed-gene-16.35-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-16.35&CDS=1-675	YDR468C
2062	OG0002062	-processed-gene-16.8-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-16.8&CDS=1-315	YDR469W
2063	OG0002063	-processed-gene-16.36-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-16.36&CDS=1-1125	YDR470C
2064	OG0002064	-processed-gene-16.10-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-16.10&CDS=1-1323	YHR011W
2065	OG0002065	-processed-gene-16.14-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-16.14&CDS=1-2874	YKL205W
2066	OG0002066	-processed-gene-16.39-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-16.39&CDS=1-474	YOR257W
2067	OG0002067	-processed-gene-16.40-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-16.40&CDS=1-1314	YPL175W
2068	OG0002068	-processed-gene-16.17-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-16.17&CDS=1-426	YPL170W
2069	OG0002069	-processed-gene-16.19-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-16.19&CDS=1-2238	YER125W
2070	OG0002070	-processed-gene-16.41-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-16.41&CDS=1-1374	YPL091W
2071	OG0002071	-processed-gene-16.20-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-16.20&CDS=1-579	YDR167W
2072	OG0002072	-processed-gene-16.21-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-16.21&CDS=1-1401	YDR168W
2073	OG0002073	-processed-gene-16.22-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-16.22&CDS=1-1215	YLR027C
2074	OG0002074	-processed-gene-16.43-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-16.43&CDS=1-1239	YOR244W
2075	OG0002075	-processed-gene-16.44-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-16.44&CDS=1-711	YOL080C
2076	OG0002076	-processed-gene-16.23-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-16.23&CDS=1-1161	YDR473C
2077	OG0002077	-processed-gene-16.24-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-16.24&CDS=1-723	YPL129W
2078	OG0002078	-processed-gene-16.82-mRNA-1_1&gene=augustus_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-16.82&CDS=1-1125	YLR149C
2079	OG0002079	-augustus-gene-16.113-mRNA-1_1&gene=maker-gi|1002316101|dbj|BCJV01000001.1|-augustus-gene-16.113&CDS=1-1854	YGR132C
2080	OG0002080	-processed-gene-16.163-mRNA-1_1&gene=genemark-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-16.163&CDS=1-1941	YMR301C
2081	OG0002081	-processed-gene-16.51-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-16.51&CDS=1-1608	YGL028C
2082	OG0002082	-processed-gene-16.53-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-16.53&CDS=1-2343	YCL054W
2083	OG0002083	-processed-gene-16.29-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-16.29&CDS=1-1389	YNL186W
2084	OG0002084	-processed-gene-16.56-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-16.56&CDS=1-1215	YNL182C
2085	OG0002085	-processed-gene-16.30-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-16.30&CDS=1-1179	YNL181W
2086	OG0002086	-processed-gene-16.57-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-16.57&CDS=1-3084	YJL050W
2087	OG0002087	-processed-gene-17.69-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-17.69&CDS=1-1797	YNL183C
2088	OG0002088	-processed-gene-17.73-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-17.73&CDS=1-435	YNL185C
2089	OG0002089	-processed-gene-17.71-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-17.71&CDS=1-2424	YOR211C
2090	OG0002090	-processed-gene-17.141-mRNA-1_1&gene=augustus_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-17.141&CDS=1-660	YPL138C
2091	OG0002091	-processed-gene-17.72-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-17.72&CDS=1-564	YHR013C
2092	OG0002092	-processed-gene-17.76-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-17.76&CDS=1-642	YDR472W
2093	OG0002093	-processed-gene-17.77-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-17.77&CDS=1-1074	YFL026W
2094	OG0002094	-processed-gene-17.78-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-17.78&CDS=1-2490	YIL140W
2095	OG0002095	-processed-gene-17.79-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-17.79&CDS=1-1596	YGL203C
2096	OG0002096	-processed-gene-17.80-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-17.80&CDS=1-762	YIR017C
2097	OG0002097	-processed-gene-17.109-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-17.109&CDS=1-738	YOR004W
2098	OG0002098	-processed-gene-17.174-mRNA-1_1&gene=augustus_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-17.174&CDS=1-1455	YGL227W
2099	OG0002099	-processed-gene-17.111-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-17.111&CDS=1-1347	YER043C
2100	OG0002100	-processed-gene-17.112-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-17.112&CDS=1-600	YGL098W
2101	OG0002101	-processed-gene-17.113-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-17.113&CDS=1-1560	YGL099W
2102	OG0002102	-processed-gene-17.16-mRNA-1_1&gene=genemark-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-17.16&CDS=1-633	YOR126C
2103	OG0002103	-processed-gene-17.117-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-17.117&CDS=1-2079	YAL053W
2104	OG0002104	-processed-gene-17.119-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-17.119&CDS=1-267	YOL108C
2105	OG0002105	-processed-gene-17.122-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-17.122&CDS=1-1176	YJL183W
2106	OG0002106	-processed-gene-17.89-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-17.89&CDS=1-2421	YOR346W
2107	OG0002107	-processed-gene-17.123-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-17.123&CDS=1-1542	YAL038W
2108	OG0002108	-processed-gene-17.90-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-17.90&CDS=1-465	YKL067W
2109	OG0002109	-processed-gene-17.91-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-17.91&CDS=1-945	YHR002W
2110	OG0002110	-processed-gene-17.124-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-17.124&CDS=1-1296	YKL027W
2111	OG0002111	-processed-gene-17.127-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-17.127&CDS=1-1419	YPR155C
2112	OG0002112	-processed-gene-17.129-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-17.129&CDS=1-1161	YOR063W
2113	OG0002113	-processed-gene-17.97-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-17.97&CDS=1-843	YFL027C
2114	OG0002114	-processed-gene-17.131-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-17.131&CDS=1-489	YDR155C
2115	OG0002115	-processed-gene-17.98-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-17.98&CDS=1-1272	YJR125C
2116	OG0002116	-processed-gene-17.100-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-17.100&CDS=1-1089	YGL169W
2117	OG0002117	-processed-gene-17.101-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-17.101&CDS=1-2631	YGL167C
2118	OG0002118	-processed-gene-17.134-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-17.134&CDS=1-3495	YPR010C
2119	OG0002119	-processed-gene-17.168-mRNA-1_1&gene=augustus_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-17.168&CDS=1-1623	YGR024C
2120	OG0002120	-processed-gene-17.136-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-17.136&CDS=1-861	YFR047C
2121	OG0002121	-processed-gene-17.137-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-17.137&CDS=1-1728	YLL013C
2122	OG0002122	-processed-gene-18.63-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-18.63&CDS=1-1020	YGR223C
2123	OG0002123	-processed-gene-18.60-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-18.60&CDS=1-1569	YMR300C
2124	OG0002124	-processed-gene-18.64-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-18.64&CDS=1-1164	YNL227C
2125	OG0002125	-processed-gene-18.121-mRNA-1_1&gene=augustus_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-18.121&CDS=1-2817	YER008C
2126	OG0002126	-processed-gene-18.61-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-18.61&CDS=1-1695	YER005W
2127	OG0002127	-processed-gene-18.62-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-18.62&CDS=1-2148	YIR002C
2128	OG0002128	-processed-gene-18.66-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-18.66&CDS=1-2217	YNL298W
2129	OG0002129	-processed-gene-18.67-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-18.67&CDS=1-519	YNL306W
2130	OG0002130	-processed-gene-18.124-mRNA-1_1&gene=augustus_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-18.124&CDS=1-2088	YCL004W
2131	OG0002131	-processed-gene-18.98-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-18.98&CDS=1-537	YJL140W
2132	OG0002132	-processed-gene-18.100-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-18.100&CDS=1-2448	YHR098C
2133	OG0002133	-processed-gene-18.44-mRNA-1_1&gene=genemark-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-18.44&CDS=1-4497	YIR006C
2134	OG0002134	-processed-gene-18.73-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-18.73&CDS=1-690	YNL200C
2135	OG0002135	-processed-gene-18.74-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-18.74&CDS=1-351	YPR166C
2136	OG0002136	-processed-gene-18.17-mRNA-1_1&gene=genemark-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-18.17&CDS=1-465	YLR167W
2137	OG0002137	-processed-gene-18.77-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-18.77&CDS=1-351	YJL104W
2138	OG0002138	-processed-gene-18.78-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-18.78&CDS=1-576	YOR294W
2139	OG0002139	-processed-gene-18.79-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-18.79&CDS=1-10587	YHR099W
2140	OG0002140	-processed-gene-18.107-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-18.107&CDS=1-1362	YLL019C
2141	OG0002141	-augustus-gene-18.0-mRNA-1_1&gene=maker-gi|1002316101|dbj|BCJV01000001.1|-augustus-gene-18.0&CDS=1-1788	YGL048C
2142	OG0002142	-processed-gene-18.109-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-18.109&CDS=1-876	YJL031C
2143	OG0002143	-processed-gene-18.143-mRNA-1_1&gene=augustus_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-18.143&CDS=1-573	YJL030W
2144	OG0002144	-processed-gene-18.111-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-18.111&CDS=1-1989	YJL034W
2145	OG0002145	-processed-gene-18.112-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-18.112&CDS=1-1314	YJL036W
2146	OG0002146	-processed-gene-18.91-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-18.91&CDS=1-1458	YMR100W
2147	OG0002147	-processed-gene-18.92-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-18.92&CDS=1-1056	YHR025W
2148	OG0002148	-processed-gene-18.93-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-18.93&CDS=1-840	YGR062C
2149	OG0002149	-processed-gene-18.115-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-18.115&CDS=1-4893	YHR023W
2150	OG0002150	-snap-gene-19.64-mRNA-1_1&gene=maker-gi|1002316101|dbj|BCJV01000001.1|-snap-gene-19.64&CDS=1-2418	YOR002W
2151	OG0002151	-processed-gene-19.72-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-19.72&CDS=1-948	YOL064C
2152	OG0002152	-processed-gene-19.65-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-19.65&CDS=1-1701	YBR200W
2153	OG0002153	-processed-gene-19.66-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-19.66&CDS=1-1293	YPL070W
2154	OG0002154	-processed-gene-19.67-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-19.67&CDS=1-681	YJR099W
2155	OG0002155	-processed-gene-19.74-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-19.74&CDS=1-1191	YPR045C
2156	OG0002156	-processed-gene-19.108-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-19.108&CDS=1-966	YNL290W
2157	OG0002157	-processed-gene-19.76-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-19.76&CDS=1-1422	YNL291C
2158	OG0002158	-processed-gene-19.109-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-19.109&CDS=1-906	YNL292W
2159	OG0002159	-processed-gene-19.156-mRNA-1_1&gene=genemark-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-19.156&CDS=1-2208	YBR179C
2160	OG0002160	-processed-gene-19.110-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-19.110&CDS=1-450	YGL058W
2161	OG0002161	-processed-gene-19.111-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-19.111&CDS=1-1020	YMR079W
2162	OG0002162	-processed-gene-19.80-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-19.80&CDS=1-2046	YKL104C
2163	OG0002163	-processed-gene-19.112-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-19.112&CDS=1-1230	YOR272W
2164	OG0002164	-processed-gene-19.82-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-19.82&CDS=1-768	YML105C
2165	OG0002165	-processed-gene-19.162-mRNA-1_1&gene=genemark-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-19.162&CDS=1-483	YGR271C-A
2166	OG0002166	-processed-gene-19.115-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-19.115&CDS=1-978	YOR123C
2167	OG0002167	-processed-gene-19.84-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-19.84&CDS=1-606	YFL005W
2168	OG0002168	-processed-gene-19.85-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-19.85&CDS=1-1737	YLR060W
2169	OG0002169	-processed-gene-19.117-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-19.117&CDS=1-1032	YPL244C
2170	OG0002170	-processed-gene-19.86-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-19.86&CDS=1-1308	YNL330C
2171	OG0002171	-processed-gene-19.118-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-19.118&CDS=1-981	YPL188W
2172	OG0002172	-processed-gene-19.119-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-19.119&CDS=1-2700	YFL034W
2173	OG0002173	-processed-gene-19.166-mRNA-1_1&gene=genemark-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-19.166&CDS=1-1362	YGR037C
2174	OG0002174	-processed-gene-19.89-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-19.89&CDS=1-966	YNL326C
2175	OG0002175	-processed-gene-19.168-mRNA-1_1&gene=genemark-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-19.168&CDS=1-789	YLR050C
2176	OG0002176	-processed-gene-19.92-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-19.92&CDS=1-2880	YNL329C
2177	OG0002177	-processed-gene-19.93-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-19.93&CDS=1-510	YBR193C
2178	OG0002178	-processed-gene-19.120-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-19.120&CDS=1-552	YLR051C
2179	OG0002179	-processed-gene-19.121-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-19.121&CDS=1-1815	YGR216C
2180	OG0002180	-processed-gene-19.95-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-19.95&CDS=1-765	YLL041C
2181	OG0002181	-processed-gene-19.123-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-19.123&CDS=1-1425	YFR044C
2182	OG0002182	-processed-gene-19.98-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-19.98&CDS=1-1029	YBR215W
2183	OG0002183	-processed-gene-19.201-mRNA-1_1&gene=genemark-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-19.201&CDS=1-681	YOR287C
2184	OG0002184	-processed-gene-19.176-mRNA-1_1&gene=genemark-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-19.176&CDS=1-336	YBR217W
2185	OG0002185	-processed-gene-19.56-mRNA-1_1&gene=augustus_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-19.56&CDS=1-8031	YDR170C
2186	OG0002186	-processed-gene-19.177-mRNA-1_1&gene=genemark-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-19.177&CDS=1-564	YGL224C
2187	OG0002187	-processed-gene-19.102-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-19.102&CDS=1-993	YPL101W
2188	OG0002188	-processed-gene-19.104-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-19.104&CDS=1-936	YBR037C
2189	OG0002189	-processed-gene-19.105-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-19.105&CDS=1-825	YOR340C
2190	OG0002190	-processed-gene-19.134-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-19.134&CDS=1-441	YOR369C
2191	OG0002191	-processed-gene-19.136-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-19.136&CDS=1-1983	YKR039W
2192	OG0002192	-processed-gene-20.0-mRNA-1_1&gene=augustus_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-20.0&CDS=1-1779	YOR329C
2193	OG0002193	-processed-gene-20.58-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-20.58&CDS=1-1680	YNL189W
2194	OG0002194	-processed-gene-20.85-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-20.85&CDS=1-1707	YJR002W
2195	OG0002195	-processed-gene-20.62-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-20.62&CDS=1-1065	YGR193C
2196	OG0002196	-processed-gene-20.63-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-20.63&CDS=1-1866	YLR002C
2197	OG0002197	-processed-gene-20.64-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-20.64&CDS=1-957	YDR245W
2198	OG0002198	-processed-gene-20.88-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-20.88&CDS=1-450	YJR118C
2199	OG0002199	-processed-gene-20.65-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-20.65&CDS=1-3678	YPL016W
2200	OG0002200	-processed-gene-20.89-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-20.89&CDS=1-2631	YPL022W
2201	OG0002201	-processed-gene-20.66-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-20.66&CDS=1-1665	YPL023C
2202	OG0002202	-processed-gene-20.67-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-20.67&CDS=1-954	YER023W
2203	OG0002203	-processed-gene-20.68-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-20.68&CDS=1-2181	YHR119W
2204	OG0002204	-processed-gene-20.69-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-20.69&CDS=1-405	YDR246W
2205	OG0002205	-processed-gene-20.92-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-20.92&CDS=1-2721	YGL241W
2206	OG0002206	-processed-gene-20.71-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-20.71&CDS=1-1056	YHR068W
2207	OG0002207	-processed-gene-20.94-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-20.94&CDS=1-1557	YER086W
2208	OG0002208	-processed-gene-20.73-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-20.73&CDS=1-1305	YOR323C
