	OrthologID	Kluyveromyces_marxianus	Saccharomyces_cerevisiae
3668	OG0003668	snap_masked-BBIL01000029.1-processed-gene-5.11-mRNA-1_1&gene=snap_masked-BBIL01000029.1-processed-gene-5.11&CDS=1-1230	YAL040C
3669	OG0003669	genemark-BBIL01000029.1-processed-gene-5.60-mRNA-1_1&gene=genemark-BBIL01000029.1-processed-gene-5.60&CDS=1-1380	YOR355W
3670	OG0003670	genemark-BBIL01000029.1-processed-gene-5.61-mRNA-1_1&gene=genemark-BBIL01000029.1-processed-gene-5.61&CDS=1-1956	YOR356W
3671	OG0003671	genemark-BBIL01000029.1-processed-gene-5.78-mRNA-1_1&gene=genemark-BBIL01000029.1-processed-gene-5.78&CDS=1-2289	YAL041W
3672	OG0003672	genemark-BBIL01000029.1-processed-gene-5.79-mRNA-1_1&gene=genemark-BBIL01000029.1-processed-gene-5.79&CDS=1-1221	YAL042W
3673	OG0003673	genemark-BBIL01000029.1-processed-gene-5.80-mRNA-1_1&gene=genemark-BBIL01000029.1-processed-gene-5.80&CDS=1-1743	YOL123W
3674	OG0003674	genemark-BBIL01000029.1-processed-gene-5.62-mRNA-1_1&gene=genemark-BBIL01000029.1-processed-gene-5.62&CDS=1-1311	YOL124C
3675	OG0003675	genemark-BBIL01000029.1-processed-gene-5.81-mRNA-1_1&gene=genemark-BBIL01000029.1-processed-gene-5.81&CDS=1-1095	YNL304W
3676	OG0003676	genemark-BBIL01000029.1-processed-gene-5.63-mRNA-1_1&gene=genemark-BBIL01000029.1-processed-gene-5.63&CDS=1-1356	YMR027W
3677	OG0003677	genemark-BBIL01000029.1-processed-gene-5.82-mRNA-1_1&gene=genemark-BBIL01000029.1-processed-gene-5.82&CDS=1-1344	YKL059C
3678	OG0003678	genemark-BBIL01000029.1-processed-gene-5.64-mRNA-1_1&gene=genemark-BBIL01000029.1-processed-gene-5.64&CDS=1-339	YKL058W
3679	OG0003679	genemark-BBIL01000029.1-processed-gene-5.65-mRNA-1_1&gene=genemark-BBIL01000029.1-processed-gene-5.65&CDS=1-1167	YMR028W
3680	OG0003680	augustus_masked-BBIL01000029.1-processed-gene-5.133-mRNA-1_1&gene=augustus_masked-BBIL01000029.1-processed-gene-5.133&CDS=1-3036	YKL057C
3681	OG0003681	snap_masked-BBIL01000029.1-processed-gene-5.36-mRNA-1_1&gene=snap_masked-BBIL01000029.1-processed-gene-5.36&CDS=1-1731	YMR029C
3682	OG0003682	genemark-BBIL01000029.1-processed-gene-5.85-mRNA-1_1&gene=genemark-BBIL01000029.1-processed-gene-5.85&CDS=1-501	YKL056C
3683	OG0003683	snap_masked-BBIL01000029.1-processed-gene-5.38-mRNA-1_1&gene=snap_masked-BBIL01000029.1-processed-gene-5.38&CDS=1-840	YKL055C
3684	OG0003684	genemark-BBIL01000029.1-processed-gene-5.87-mRNA-1_1&gene=genemark-BBIL01000029.1-processed-gene-5.87&CDS=1-2007	YKL054C
3685	OG0003685	genemark-BBIL01000029.1-processed-gene-5.88-mRNA-1_1&gene=genemark-BBIL01000029.1-processed-gene-5.88&CDS=1-978	YKL053C-A
3686	OG0003686	genemark-BBIL01000029.1-processed-gene-5.66-mRNA-1_1&gene=genemark-BBIL01000029.1-processed-gene-5.66&CDS=1-1008	YKL051W
3687	OG0003687	genemark-BBIL01000029.1-processed-gene-5.89-mRNA-1_1&gene=genemark-BBIL01000029.1-processed-gene-5.89&CDS=1-2481	YMR031C
3688	OG0003688	augustus_masked-BBIL01000029.1-processed-gene-5.117-mRNA-1_1&gene=augustus_masked-BBIL01000029.1-processed-gene-5.117&CDS=1-1725	YMR032W
3689	OG0003689	genemark-BBIL01000029.1-processed-gene-5.90-mRNA-1_1&gene=genemark-BBIL01000029.1-processed-gene-5.90&CDS=1-576	YKL049C
3690	OG0003690	genemark-BBIL01000029.1-processed-gene-5.68-mRNA-1_1&gene=genemark-BBIL01000029.1-processed-gene-5.68&CDS=1-1362	YMR033W
3691	OG0003691	genemark-BBIL01000029.1-processed-gene-5.91-mRNA-1_1&gene=genemark-BBIL01000029.1-processed-gene-5.91&CDS=1-2916	YDR490C
3692	OG0003692	maker-BBIL01000029.1-augustus-gene-6.54-mRNA-1_1&gene=maker-BBIL01000029.1-augustus-gene-6.54&CDS=1-1050	YOL102C
3693	OG0003693	snap_masked-BBIL01000029.1-processed-gene-6.114-mRNA-1_1&gene=snap_masked-BBIL01000029.1-processed-gene-6.114&CDS=1-945	YDR494W
3694	OG0003694	snap_masked-BBIL01000029.1-processed-gene-6.115-mRNA-1_1&gene=snap_masked-BBIL01000029.1-processed-gene-6.115&CDS=1-2628	YDR495C
3695	OG0003695	genemark-BBIL01000029.1-processed-gene-6.63-mRNA-1_1&gene=genemark-BBIL01000029.1-processed-gene-6.63&CDS=1-1971	YDR496C
3696	OG0003696	genemark-BBIL01000029.1-processed-gene-6.64-mRNA-1_1&gene=genemark-BBIL01000029.1-processed-gene-6.64&CDS=1-1716	YDR497C
3697	OG0003697	genemark-BBIL01000029.1-processed-gene-6.85-mRNA-1_1&gene=genemark-BBIL01000029.1-processed-gene-6.85&CDS=1-1047	YDR498C
3698	OG0003698	genemark-BBIL01000029.1-processed-gene-6.66-mRNA-1_1&gene=genemark-BBIL01000029.1-processed-gene-6.66&CDS=1-1308	YNL280C
3699	OG0003699	snap_masked-BBIL01000029.1-processed-gene-6.139-mRNA-1_1&gene=snap_masked-BBIL01000029.1-processed-gene-6.139&CDS=1-1320	YGR212W
3700	OG0003700	genemark-BBIL01000029.1-processed-gene-6.87-mRNA-1_1&gene=genemark-BBIL01000029.1-processed-gene-6.87&CDS=1-426	YNL281W
3701	OG0003701	snap_masked-BBIL01000029.1-processed-gene-6.141-mRNA-1_1&gene=snap_masked-BBIL01000029.1-processed-gene-6.141&CDS=1-615	YNL282W
3702	OG0003702	genemark-BBIL01000029.1-processed-gene-6.68-mRNA-1_1&gene=genemark-BBIL01000029.1-processed-gene-6.68&CDS=1-840	YNL284C
3703	OG0003703	genemark-BBIL01000029.1-processed-gene-6.89-mRNA-1_1&gene=genemark-BBIL01000029.1-processed-gene-6.89&CDS=1-1044	YOL107W
3704	OG0003704	genemark-BBIL01000029.1-processed-gene-6.90-mRNA-1_1&gene=genemark-BBIL01000029.1-processed-gene-6.90&CDS=1-1047	YBR105C
3705	OG0003705	genemark-BBIL01000029.1-processed-gene-6.69-mRNA-1_1&gene=genemark-BBIL01000029.1-processed-gene-6.69&CDS=1-570	YBR106W
3706	OG0003706	maker-BBIL01000029.1-augustus-gene-6.55-mRNA-1_1&gene=maker-BBIL01000029.1-augustus-gene-6.55&CDS=1-1356	YPR066W
3707	OG0003707	snap_masked-BBIL01000029.1-processed-gene-6.125-mRNA-1_1&gene=snap_masked-BBIL01000029.1-processed-gene-6.125&CDS=1-2664	YBR108W
3708	OG0003708	genemark-BBIL01000029.1-processed-gene-6.92-mRNA-1_1&gene=genemark-BBIL01000029.1-processed-gene-6.92&CDS=1-441	YBR109C
3709	OG0003709	genemark-BBIL01000029.1-processed-gene-6.73-mRNA-1_1&gene=genemark-BBIL01000029.1-processed-gene-6.73&CDS=1-1353	YBR110W
3710	OG0003710	snap_masked-BBIL01000029.1-processed-gene-6.146-mRNA-1_1&gene=snap_masked-BBIL01000029.1-processed-gene-6.146&CDS=1-1311	YPR068C
3711	OG0003711	genemark-BBIL01000029.1-processed-gene-6.94-mRNA-1_1&gene=genemark-BBIL01000029.1-processed-gene-6.94&CDS=1-879	YPR069C
3712	OG0003712	genemark-BBIL01000029.1-processed-gene-6.74-mRNA-1_1&gene=genemark-BBIL01000029.1-processed-gene-6.74&CDS=1-1299	YPR070W
3713	OG0003713	snap_masked-BBIL01000029.1-processed-gene-6.148-mRNA-1_1&gene=snap_masked-BBIL01000029.1-processed-gene-6.148&CDS=1-624	YBR111C
3714	OG0003714	genemark-BBIL01000029.1-processed-gene-6.75-mRNA-1_1&gene=genemark-BBIL01000029.1-processed-gene-6.75&CDS=1-288	YBR111W-A
3715	OG0003715	snap_masked-BBIL01000029.1-processed-gene-6.149-mRNA-1_1&gene=snap_masked-BBIL01000029.1-processed-gene-6.149&CDS=1-3423	YBR112C
3716	OG0003716	genemark-BBIL01000029.1-processed-gene-6.76-mRNA-1_1&gene=genemark-BBIL01000029.1-processed-gene-6.76&CDS=1-2247	YBR114W
3717	OG0003717	genemark-BBIL01000029.1-processed-gene-6.97-mRNA-1_1&gene=genemark-BBIL01000029.1-processed-gene-6.97&CDS=1-4158	YBR115C
3718	OG0003718	genemark-BBIL01000029.1-processed-gene-6.77-mRNA-1_1&gene=genemark-BBIL01000029.1-processed-gene-6.77&CDS=1-1794	YPR072W
3719	OG0003719	snap_masked-BBIL01000029.1-processed-gene-6.151-mRNA-1_1&gene=snap_masked-BBIL01000029.1-processed-gene-6.151&CDS=1-474	YPR073C
3720	OG0003720	genemark-BBIL01000029.1-processed-gene-6.99-mRNA-1_1&gene=genemark-BBIL01000029.1-processed-gene-6.99&CDS=1-2037	YPR074C
3721	OG0003721	augustus_masked-BBIL01000029.1-processed-gene-6.42-mRNA-1_1&gene=augustus_masked-BBIL01000029.1-processed-gene-6.42&CDS=1-1332	YPR075C
3722	OG0003722	snap_masked-BBIL01000029.1-processed-gene-6.130-mRNA-1_1&gene=snap_masked-BBIL01000029.1-processed-gene-6.130&CDS=1-396	YPR076W
3723	OG0003723	snap_masked-BBIL01000029.1-processed-gene-6.135-mRNA-1_1&gene=snap_masked-BBIL01000029.1-processed-gene-6.135&CDS=1-873	YBR119W
3724	OG0003724	genemark-BBIL01000029.1-processed-gene-6.102-mRNA-1_1&gene=genemark-BBIL01000029.1-processed-gene-6.102&CDS=1-468	YBR120C
3725	OG0003725	maker-BBIL01000029.1-augustus-gene-6.56-mRNA-1_1&gene=maker-BBIL01000029.1-augustus-gene-6.56&CDS=1-2097	YBR121C
3726	OG0003726	augustus_masked-BBIL01000029.1-processed-gene-6.46-mRNA-1_1&gene=augustus_masked-BBIL01000029.1-processed-gene-6.46&CDS=1-429	YPR082C
3727	OG0003727	genemark-BBIL01000029.1-processed-gene-6.105-mRNA-1_1&gene=genemark-BBIL01000029.1-processed-gene-6.105&CDS=1-504	YBR122C
3728	OG0003728	genemark-BBIL01000029.1-processed-gene-6.106-mRNA-1_1&gene=genemark-BBIL01000029.1-processed-gene-6.106&CDS=1-1854	YBR123C
3729	OG0003729	genemark-BBIL01000029.1-processed-gene-6.107-mRNA-1_1&gene=genemark-BBIL01000029.1-processed-gene-6.107&CDS=1-1212	YBR125C
3730	OG0003730	genemark-BBIL01000029.1-processed-gene-6.108-mRNA-1_1&gene=genemark-BBIL01000029.1-processed-gene-6.108&CDS=1-1515	YBR126C
3731	OG0003731	genemark-BBIL01000029.1-processed-gene-6.109-mRNA-1_1&gene=genemark-BBIL01000029.1-processed-gene-6.109&CDS=1-366	YMR252C
3732	OG0003732	snap_masked-BBIL01000029.1-processed-gene-6.160-mRNA-1_1&gene=snap_masked-BBIL01000029.1-processed-gene-6.160&CDS=1-1050	YOL053W
3733	OG0003733	snap_masked-BBIL01000029.1-processed-gene-6.161-mRNA-1_1&gene=snap_masked-BBIL01000029.1-processed-gene-6.161&CDS=1-186	YMR256C
3734	OG0003734	snap_masked-BBIL01000029.1-processed-gene-6.162-mRNA-1_1&gene=snap_masked-BBIL01000029.1-processed-gene-6.162&CDS=1-1059	YOL054W
3735	OG0003735	augustus_masked-BBIL01000029.1-processed-gene-7.4-mRNA-1_1&gene=augustus_masked-BBIL01000029.1-processed-gene-7.4&CDS=1-1698	YMR257C
3736	OG0003736	snap_masked-BBIL01000029.1-processed-gene-7.55-mRNA-1_1&gene=snap_masked-BBIL01000029.1-processed-gene-7.55&CDS=1-1650	YMR258C
3737	OG0003737	augustus_masked-BBIL01000029.1-processed-gene-7.6-mRNA-1_1&gene=augustus_masked-BBIL01000029.1-processed-gene-7.6&CDS=1-4227	YMR259C
3738	OG0003738	genemark-BBIL01000029.1-processed-gene-7.101-mRNA-1_1&gene=genemark-BBIL01000029.1-processed-gene-7.101&CDS=1-993	YPR056W
3739	OG0003739	augustus_masked-BBIL01000029.1-processed-gene-7.2-mRNA-1_1&gene=augustus_masked-BBIL01000029.1-processed-gene-7.2&CDS=1-972	YPR057W
3740	OG0003740	genemark-BBIL01000029.1-processed-gene-7.103-mRNA-1_1&gene=genemark-BBIL01000029.1-processed-gene-7.103&CDS=1-915	YPR058W
3741	OG0003741	genemark-BBIL01000029.1-processed-gene-7.106-mRNA-1_1&gene=genemark-BBIL01000029.1-processed-gene-7.106&CDS=1-777	YPR060C
3742	OG0003742	genemark-BBIL01000029.1-processed-gene-7.107-mRNA-1_1&gene=genemark-BBIL01000029.1-processed-gene-7.107&CDS=1-876	YPR061C
3743	OG0003743	genemark-BBIL01000029.1-processed-gene-7.108-mRNA-1_1&gene=genemark-BBIL01000029.1-processed-gene-7.108&CDS=1-456	YPR062W
3744	OG0003744	genemark-BBIL01000029.1-processed-gene-7.132-mRNA-1_1&gene=genemark-BBIL01000029.1-processed-gene-7.132&CDS=1-390	YPR063C
3745	OG0003745	augustus_masked-BBIL01000029.1-processed-gene-7.10-mRNA-1_1&gene=augustus_masked-BBIL01000029.1-processed-gene-7.10&CDS=1-1653	YER087W
3746	OG0003746	snap_masked-BBIL01000029.1-processed-gene-7.84-mRNA-1_1&gene=snap_masked-BBIL01000029.1-processed-gene-7.84&CDS=1-264	YER019C-A
3747	OG0003747	genemark-BBIL01000029.1-processed-gene-7.110-mRNA-1_1&gene=genemark-BBIL01000029.1-processed-gene-7.110&CDS=1-1902	YBL051C
3748	OG0003748	genemark-BBIL01000029.1-processed-gene-7.111-mRNA-1_1&gene=genemark-BBIL01000029.1-processed-gene-7.111&CDS=1-1098	YMR318C
3749	OG0003749	genemark-BBIL01000029.1-processed-gene-7.113-mRNA-1_1&gene=genemark-BBIL01000029.1-processed-gene-7.113&CDS=1-1215	YBL055C
3750	OG0003750	genemark-BBIL01000029.1-processed-gene-7.135-mRNA-1_1&gene=genemark-BBIL01000029.1-processed-gene-7.135&CDS=1-1311	YBL056W
3751	OG0003751	genemark-BBIL01000029.1-processed-gene-7.114-mRNA-1_1&gene=genemark-BBIL01000029.1-processed-gene-7.114&CDS=1-1521	YER090W
3752	OG0003752	genemark-BBIL01000029.1-processed-gene-7.115-mRNA-1_1&gene=genemark-BBIL01000029.1-processed-gene-7.115&CDS=1-618	YBL057C
3753	OG0003753	genemark-BBIL01000029.1-processed-gene-7.136-mRNA-1_1&gene=genemark-BBIL01000029.1-processed-gene-7.136&CDS=1-1215	YBL058W
3754	OG0003754	genemark-BBIL01000029.1-processed-gene-7.137-mRNA-1_1&gene=genemark-BBIL01000029.1-processed-gene-7.137&CDS=1-2304	YER091C
3755	OG0003755	augustus_masked-BBIL01000029.1-processed-gene-7.17-mRNA-1_1&gene=augustus_masked-BBIL01000029.1-processed-gene-7.17&CDS=1-351	YER092W
3756	OG0003756	augustus_masked-BBIL01000029.1-processed-gene-7.38-mRNA-1_1&gene=augustus_masked-BBIL01000029.1-processed-gene-7.38&CDS=1-4011	YER093C
3757	OG0003757	maker-BBIL01000029.1-augustus-gene-7.0-mRNA-1_1&gene=maker-BBIL01000029.1-augustus-gene-7.0&CDS=1-456	YER093C-A
3758	OG0003758	genemark-BBIL01000029.1-processed-gene-7.117-mRNA-1_1&gene=genemark-BBIL01000029.1-processed-gene-7.117&CDS=1-306	YBL059C-A
3759	OG0003759	genemark-BBIL01000029.1-processed-gene-7.140-mRNA-1_1&gene=genemark-BBIL01000029.1-processed-gene-7.140&CDS=1-615	YER094C
3760	OG0003760	augustus_masked-BBIL01000029.1-processed-gene-7.41-mRNA-1_1&gene=augustus_masked-BBIL01000029.1-processed-gene-7.41&CDS=1-1962	YBL060W
3761	OG0003761	genemark-BBIL01000029.1-processed-gene-7.118-mRNA-1_1&gene=genemark-BBIL01000029.1-processed-gene-7.118&CDS=1-1128	YER095W
3762	OG0003762	genemark-BBIL01000029.1-processed-gene-7.119-mRNA-1_1&gene=genemark-BBIL01000029.1-processed-gene-7.119&CDS=1-2082	YBL061C
3763	OG0003763	genemark-BBIL01000029.1-processed-gene-7.120-mRNA-1_1&gene=genemark-BBIL01000029.1-processed-gene-7.120&CDS=1-747	YBL064C
3764	OG0003764	genemark-BBIL01000029.1-processed-gene-7.121-mRNA-1_1&gene=genemark-BBIL01000029.1-processed-gene-7.121&CDS=1-3492	YBL066C
3765	OG0003765	augustus_masked-BBIL01000029.1-processed-gene-7.42-mRNA-1_1&gene=augustus_masked-BBIL01000029.1-processed-gene-7.42&CDS=1-966	YER099C
3766	OG0003766	genemark-BBIL01000029.1-processed-gene-7.123-mRNA-1_1&gene=genemark-BBIL01000029.1-processed-gene-7.123&CDS=1-756	YER100W
3767	OG0003767	snap_masked-BBIL01000029.1-processed-gene-7.96-mRNA-1_1&gene=snap_masked-BBIL01000029.1-processed-gene-7.96&CDS=1-246	YBL071W-A
3768	OG0003768	augustus_masked-BBIL01000029.1-processed-gene-7.25-mRNA-1_1&gene=augustus_masked-BBIL01000029.1-processed-gene-7.25&CDS=1-1125	YBL074C
3769	OG0003769	genemark-BBIL01000029.1-processed-gene-7.127-mRNA-1_1&gene=genemark-BBIL01000029.1-processed-gene-7.127&CDS=1-3219	YBL076C
3770	OG0003770	genemark-BBIL01000029.1-processed-gene-7.129-mRNA-1_1&gene=genemark-BBIL01000029.1-processed-gene-7.129&CDS=1-372	YBL078C
3771	OG0003771	genemark-BBIL01000029.1-processed-gene-7.145-mRNA-1_1&gene=genemark-BBIL01000029.1-processed-gene-7.145&CDS=1-4365	YBL079W
3772	OG0003772	genemark-BBIL01000029.1-processed-gene-7.131-mRNA-1_1&gene=genemark-BBIL01000029.1-processed-gene-7.131&CDS=1-1617	YBL080C
3773	OG0003773	genemark-BBIL01000029.1-processed-gene-7.147-mRNA-1_1&gene=genemark-BBIL01000029.1-processed-gene-7.147&CDS=1-1110	YER107C
3774	OG0003774	augustus_masked-BBIL01000029.1-processed-gene-7.48-mRNA-1_1&gene=augustus_masked-BBIL01000029.1-processed-gene-7.48&CDS=1-2874	YER109C
3775	OG0003775	genemark-BBIL01000029.1-processed-gene-8.53-mRNA-1_1&gene=genemark-BBIL01000029.1-processed-gene-8.53&CDS=1-1407	YBL082C
3776	OG0003776	genemark-BBIL01000029.1-processed-gene-8.54-mRNA-1_1&gene=genemark-BBIL01000029.1-processed-gene-8.54&CDS=1-3339	YER110C
3777	OG0003777	genemark-BBIL01000029.1-processed-gene-8.55-mRNA-1_1&gene=genemark-BBIL01000029.1-processed-gene-8.55&CDS=1-2871	YER111C
3778	OG0003778	genemark-BBIL01000029.1-processed-gene-8.52-mRNA-1_1&gene=genemark-BBIL01000029.1-processed-gene-8.52&CDS=1-522	YER112W
3779	OG0003779	genemark-BBIL01000029.1-processed-gene-8.56-mRNA-1_1&gene=genemark-BBIL01000029.1-processed-gene-8.56&CDS=1-2025	YER113C
3780	OG0003780	genemark-BBIL01000029.1-processed-gene-8.57-mRNA-1_1&gene=genemark-BBIL01000029.1-processed-gene-8.57&CDS=1-2385	YBL084C
3781	OG0003781	snap_masked-BBIL01000029.1-processed-gene-8.35-mRNA-1_1&gene=snap_masked-BBIL01000029.1-processed-gene-8.35&CDS=1-3132	YER114C
3782	OG0003782	genemark-BBIL01000029.1-processed-gene-8.58-mRNA-1_1&gene=genemark-BBIL01000029.1-processed-gene-8.58&CDS=1-1392	YBL086C
3783	OG0003783	snap_masked-BBIL01000029.1-processed-gene-8.11-mRNA-1_1&gene=snap_masked-BBIL01000029.1-processed-gene-8.11&CDS=1-3951	YOL138C
3784	OG0003784	augustus_masked-BBIL01000029.1-processed-gene-8.137-mRNA-1_1&gene=augustus_masked-BBIL01000029.1-processed-gene-8.137&CDS=1-858	YNL320W
3785	OG0003785	genemark-BBIL01000029.1-processed-gene-8.60-mRNA-1_1&gene=genemark-BBIL01000029.1-processed-gene-8.60&CDS=1-630	YOL139C
3786	OG0003786	genemark-BBIL01000029.1-processed-gene-8.88-mRNA-1_1&gene=genemark-BBIL01000029.1-processed-gene-8.88&CDS=1-3036	YNL321W
3787	OG0003787	genemark-BBIL01000029.1-processed-gene-8.61-mRNA-1_1&gene=genemark-BBIL01000029.1-processed-gene-8.61&CDS=1-882	YNL322C
3788	OG0003788	genemark-BBIL01000029.1-processed-gene-8.89-mRNA-1_1&gene=genemark-BBIL01000029.1-processed-gene-8.89&CDS=1-1269	YOL140W
3789	OG0003789	augustus_masked-BBIL01000029.1-processed-gene-8.140-mRNA-1_1&gene=augustus_masked-BBIL01000029.1-processed-gene-8.140&CDS=1-648	YDR367W
3790	OG0003790	genemark-BBIL01000029.1-processed-gene-8.62-mRNA-1_1&gene=genemark-BBIL01000029.1-processed-gene-8.62&CDS=1-1635	YOR119C
3791	OG0003791	genemark-BBIL01000029.1-processed-gene-8.91-mRNA-1_1&gene=genemark-BBIL01000029.1-processed-gene-8.91&CDS=1-1713	YOR118W
3792	OG0003792	genemark-BBIL01000029.1-processed-gene-8.63-mRNA-1_1&gene=genemark-BBIL01000029.1-processed-gene-8.63&CDS=1-1914	YDR365C
3793	OG0003793	genemark-BBIL01000029.1-processed-gene-8.64-mRNA-1_1&gene=genemark-BBIL01000029.1-processed-gene-8.64&CDS=1-1287	YDR364C
3794	OG0003794	maker-BBIL01000029.1-augustus-gene-8.1-mRNA-1_1&gene=maker-BBIL01000029.1-augustus-gene-8.1&CDS=1-1563	YOR117W
3795	OG0003795	genemark-BBIL01000029.1-processed-gene-8.65-mRNA-1_1&gene=genemark-BBIL01000029.1-processed-gene-8.65&CDS=1-4371	YOR116C
3796	OG0003796	snap_masked-BBIL01000029.1-processed-gene-8.44-mRNA-1_1&gene=snap_masked-BBIL01000029.1-processed-gene-8.44&CDS=1-1176	YDR363W
3797	OG0003797	genemark-BBIL01000029.1-processed-gene-8.94-mRNA-1_1&gene=genemark-BBIL01000029.1-processed-gene-8.94&CDS=1-1491	YHR113W
3798	OG0003798	genemark-BBIL01000029.1-processed-gene-8.66-mRNA-1_1&gene=genemark-BBIL01000029.1-processed-gene-8.66&CDS=1-1146	YHR112C
3799	OG0003799	genemark-BBIL01000029.1-processed-gene-8.67-mRNA-1_1&gene=genemark-BBIL01000029.1-processed-gene-8.67&CDS=1-9381	YLL040C
3800	OG0003800	genemark-BBIL01000029.1-processed-gene-8.68-mRNA-1_1&gene=genemark-BBIL01000029.1-processed-gene-8.68&CDS=1-762	YLL041C
3801	OG0003801	maker-BBIL01000029.1-augustus-gene-8.0-mRNA-1_1&gene=maker-BBIL01000029.1-augustus-gene-8.0&CDS=1-1092	YHL031C
3802	OG0003802	genemark-BBIL01000029.1-processed-gene-8.95-mRNA-1_1&gene=genemark-BBIL01000029.1-processed-gene-8.95&CDS=1-1716	YLL043W
3803	OG0003803	genemark-BBIL01000029.1-processed-gene-8.71-mRNA-1_1&gene=genemark-BBIL01000029.1-processed-gene-8.71&CDS=1-2004	YHL032C
3804	OG0003804	genemark-BBIL01000029.1-processed-gene-8.73-mRNA-1_1&gene=genemark-BBIL01000029.1-processed-gene-8.73&CDS=1-726	YHL034C
3805	OG0003805	genemark-BBIL01000029.1-processed-gene-8.74-mRNA-1_1&gene=genemark-BBIL01000029.1-processed-gene-8.74&CDS=1-4944	YLL048C
3806	OG0003806	genemark-BBIL01000029.1-processed-gene-8.96-mRNA-1_1&gene=genemark-BBIL01000029.1-processed-gene-8.96&CDS=1-1605	YHL036W
3807	OG0003807	snap_masked-BBIL01000029.1-processed-gene-8.25-mRNA-1_1&gene=snap_masked-BBIL01000029.1-processed-gene-8.25&CDS=1-429	YLL050C
3808	OG0003808	snap_masked-BBIL01000029.1-processed-gene-8.49-mRNA-1_1&gene=snap_masked-BBIL01000029.1-processed-gene-8.49&CDS=1-1662	YHL039W
3809	OG0003809	genemark-BBIL01000029.1-processed-gene-8.77-mRNA-1_1&gene=genemark-BBIL01000029.1-processed-gene-8.77&CDS=1-1269	YPR201W
3810	OG0003810	genemark-BBIL01000029.1-processed-gene-8.79-mRNA-1_1&gene=genemark-BBIL01000029.1-processed-gene-8.79&CDS=1-1773	YNR063W
3811	OG0003811	snap_masked-BBIL01000029.1-processed-gene-8.30-mRNA-1_1&gene=snap_masked-BBIL01000029.1-processed-gene-8.30&CDS=1-924	YNR062C
3812	OG0003812	genemark-BBIL01000035.1-processed-gene-0.64-mRNA-1_1&gene=genemark-BBIL01000035.1-processed-gene-0.64&CDS=1-1185	YJL171C
3813	OG0003813	genemark-BBIL01000035.1-processed-gene-0.43-mRNA-1_1&gene=genemark-BBIL01000035.1-processed-gene-0.43&CDS=1-1695	YBR293W
3814	OG0003814	genemark-BBIL01000035.1-processed-gene-0.44-mRNA-1_1&gene=genemark-BBIL01000035.1-processed-gene-0.44&CDS=1-2385	YML035C
3815	OG0003815	genemark-BBIL01000035.1-processed-gene-0.65-mRNA-1_1&gene=genemark-BBIL01000035.1-processed-gene-0.65&CDS=1-540	YDR459C
3816	OG0003816	maker-BBIL01000035.1-augustus-gene-0.40-mRNA-1_1&gene=maker-BBIL01000035.1-augustus-gene-0.40&CDS=1-4332	YPL160W
3817	OG0003817	augustus_masked-BBIL01000035.1-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-BBIL01000035.1-processed-gene-0.23&CDS=1-729	YPL159C
3818	OG0003818	genemark-BBIL01000035.1-processed-gene-0.48-mRNA-1_1&gene=genemark-BBIL01000035.1-processed-gene-0.48&CDS=1-1314	YMR210W
3819	OG0003819	genemark-BBIL01000035.1-processed-gene-0.67-mRNA-1_1&gene=genemark-BBIL01000035.1-processed-gene-0.67&CDS=1-1809	YPL158C
3820	OG0003820	genemark-BBIL01000035.1-processed-gene-0.49-mRNA-1_1&gene=genemark-BBIL01000035.1-processed-gene-0.49&CDS=1-894	YPL157W
3821	OG0003821	genemark-BBIL01000035.1-processed-gene-0.68-mRNA-1_1&gene=genemark-BBIL01000035.1-processed-gene-0.68&CDS=1-873	YPL156C
3822	OG0003822	genemark-BBIL01000035.1-processed-gene-0.69-mRNA-1_1&gene=genemark-BBIL01000035.1-processed-gene-0.69&CDS=1-2058	YPL155C
3823	OG0003823	genemark-BBIL01000035.1-processed-gene-0.70-mRNA-1_1&gene=genemark-BBIL01000035.1-processed-gene-0.70&CDS=1-1224	YPL154C
3824	OG0003824	snap_masked-BBIL01000035.1-processed-gene-0.91-mRNA-1_1&gene=snap_masked-BBIL01000035.1-processed-gene-0.91&CDS=1-1596	YFL049W
3825	OG0003825	genemark-BBIL01000035.1-processed-gene-0.71-mRNA-1_1&gene=genemark-BBIL01000035.1-processed-gene-0.71&CDS=1-1299	YFL048C
3826	OG0003826	genemark-BBIL01000035.1-processed-gene-0.51-mRNA-1_1&gene=genemark-BBIL01000035.1-processed-gene-0.51&CDS=1-2061	YFL047W
3827	OG0003827	snap_masked-BBIL01000035.1-processed-gene-0.114-mRNA-1_1&gene=snap_masked-BBIL01000035.1-processed-gene-0.114&CDS=1-804	YLR079W
3828	OG0003828	genemark-BBIL01000035.1-processed-gene-0.52-mRNA-1_1&gene=genemark-BBIL01000035.1-processed-gene-0.52&CDS=1-753	YLR078C
3829	OG0003829	augustus_masked-BBIL01000035.1-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-BBIL01000035.1-processed-gene-0.30&CDS=1-1818	YLR077W
3830	OG0003830	genemark-BBIL01000035.1-processed-gene-0.53-mRNA-1_1&gene=genemark-BBIL01000035.1-processed-gene-0.53&CDS=1-681	YFL046W
3831	OG0003831	genemark-BBIL01000035.1-processed-gene-0.75-mRNA-1_1&gene=genemark-BBIL01000035.1-processed-gene-0.75&CDS=1-762	YFL045C
