	OrthologID	Saccharomyces_cerevisiae	yHAB136_Kazachstania_bromeliacearum
3536	OG0003536	YOR112W	snap_masked-NODE_42_length_89786_cov_21.7221_ID_83-processed-gene-0.80-mRNA-1_1&gene=snap_masked-NODE_42_length_89786_cov_21.7221_ID_83-processed-gene-0.80&CDS=1-2151
3537	OG0003537	YOR115C	snap_masked-NODE_42_length_89786_cov_21.7221_ID_83-processed-gene-0.54-mRNA-1_1&gene=snap_masked-NODE_42_length_89786_cov_21.7221_ID_83-processed-gene-0.54&CDS=1-777
3538	OG0003538	YOR116C	snap_masked-NODE_64_length_46853_cov_20.8585_ID_127-processed-gene-0.30-mRNA-1_1&gene=snap_masked-NODE_64_length_46853_cov_20.8585_ID_127-processed-gene-0.30&CDS=1-4380
3539	OG0003539	YOR117W	snap_masked-NODE_4_length_372424_cov_21.2575_ID_7-processed-gene-2.233-mRNA-1_1&gene=snap_masked-NODE_4_length_372424_cov_21.2575_ID_7-processed-gene-2.233&CDS=1-1344
3540	OG0003540	YOR118W	snap_masked-NODE_64_length_46853_cov_20.8585_ID_127-processed-gene-0.23-mRNA-1_1&gene=snap_masked-NODE_64_length_46853_cov_20.8585_ID_127-processed-gene-0.23&CDS=1-1707
3541	OG0003541	YOR119C	snap_masked-NODE_4_length_372424_cov_21.2575_ID_7-processed-gene-2.187-mRNA-1_1&gene=snap_masked-NODE_4_length_372424_cov_21.2575_ID_7-processed-gene-2.187&CDS=1-1521
3542	OG0003542	YOR120W	snap_masked-NODE_4_length_372424_cov_21.2575_ID_7-processed-gene-2.231-mRNA-1_1&gene=snap_masked-NODE_4_length_372424_cov_21.2575_ID_7-processed-gene-2.231&CDS=1-933
3543	OG0003543	YOR122C	snap_masked-NODE_64_length_46853_cov_20.8585_ID_127-processed-gene-0.31-mRNA-1_1&gene=snap_masked-NODE_64_length_46853_cov_20.8585_ID_127-processed-gene-0.31&CDS=1-378
3544	OG0003544	YOR123C	snap_masked-NODE_64_length_46853_cov_20.8585_ID_127-processed-gene-0.32-mRNA-1_1&gene=snap_masked-NODE_64_length_46853_cov_20.8585_ID_127-processed-gene-0.32&CDS=1-1317
3545	OG0003545	YOR124C	snap_masked-NODE_64_length_46853_cov_20.8585_ID_127-processed-gene-0.34-mRNA-1_1&gene=snap_masked-NODE_64_length_46853_cov_20.8585_ID_127-processed-gene-0.34&CDS=1-3723
3546	OG0003546	YOR125C	snap_masked-NODE_64_length_46853_cov_20.8585_ID_127-processed-gene-0.35-mRNA-1_1&gene=snap_masked-NODE_64_length_46853_cov_20.8585_ID_127-processed-gene-0.35&CDS=1-693
3547	OG0003547	YOR126C	snap_masked-NODE_64_length_46853_cov_20.8585_ID_127-processed-gene-0.37-mRNA-1_1&gene=snap_masked-NODE_64_length_46853_cov_20.8585_ID_127-processed-gene-0.37&CDS=1-693
3548	OG0003548	YOR128C	snap_masked-NODE_64_length_46853_cov_20.8585_ID_127-processed-gene-0.38-mRNA-1_1&gene=snap_masked-NODE_64_length_46853_cov_20.8585_ID_127-processed-gene-0.38&CDS=1-1716
3549	OG0003549	YOR129C	snap_masked-NODE_64_length_46853_cov_20.8585_ID_127-processed-gene-0.39-mRNA-1_1&gene=snap_masked-NODE_64_length_46853_cov_20.8585_ID_127-processed-gene-0.39&CDS=1-2454
3550	OG0003550	YOR131C	snap_masked-NODE_64_length_46853_cov_20.8585_ID_127-processed-gene-0.41-mRNA-1_1&gene=snap_masked-NODE_64_length_46853_cov_20.8585_ID_127-processed-gene-0.41&CDS=1-660
3551	OG0003551	YOR132W	snap_masked-NODE_64_length_46853_cov_20.8585_ID_127-processed-gene-0.25-mRNA-1_1&gene=snap_masked-NODE_64_length_46853_cov_20.8585_ID_127-processed-gene-0.25&CDS=1-1608
3552	OG0003552	YOR138C	snap_masked-NODE_64_length_46853_cov_20.8585_ID_127-processed-gene-0.42-mRNA-1_1&gene=snap_masked-NODE_64_length_46853_cov_20.8585_ID_127-processed-gene-0.42&CDS=1-1803
3553	OG0003553	YOR140W	snap_masked-NODE_64_length_46853_cov_20.8585_ID_127-processed-gene-0.28-mRNA-1_1&gene=snap_masked-NODE_64_length_46853_cov_20.8585_ID_127-processed-gene-0.28&CDS=1-2190
3554	OG0003554	YOR141C	augustus_masked-NODE_64_length_46853_cov_20.8585_ID_127-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-NODE_64_length_46853_cov_20.8585_ID_127-processed-gene-0.62&CDS=1-2685
3555	OG0003555	YOR142W	snap_masked-NODE_64_length_46853_cov_20.8585_ID_127-processed-gene-0.29-mRNA-1_1&gene=snap_masked-NODE_64_length_46853_cov_20.8585_ID_127-processed-gene-0.29&CDS=1-987
3556	OG0003556	YOR143C	genemark-NODE_39_length_94383_cov_19.9911_ID_77-processed-gene-0.121-mRNA-1_1&gene=genemark-NODE_39_length_94383_cov_19.9911_ID_77-processed-gene-0.121&CDS=1-951
3557	OG0003557	YOR144C	augustus_masked-NODE_39_length_94383_cov_19.9911_ID_77-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-NODE_39_length_94383_cov_19.9911_ID_77-processed-gene-0.70&CDS=1-2292
3558	OG0003558	YOR145C	snap_masked-NODE_4_length_372424_cov_21.2575_ID_7-processed-gene-2.173-mRNA-1_1&gene=snap_masked-NODE_4_length_372424_cov_21.2575_ID_7-processed-gene-2.173&CDS=1-807
3559	OG0003559	YOR147W	snap_masked-NODE_39_length_94383_cov_19.9911_ID_77-processed-gene-0.48-mRNA-1_1&gene=snap_masked-NODE_39_length_94383_cov_19.9911_ID_77-processed-gene-0.48&CDS=1-1683
3560	OG0003560	YOR148C	snap_masked-NODE_39_length_94383_cov_19.9911_ID_77-processed-gene-0.21-mRNA-1_1&gene=snap_masked-NODE_39_length_94383_cov_19.9911_ID_77-processed-gene-0.21&CDS=1-507
3561	OG0003561	YOR149C	genemark-NODE_4_length_372424_cov_21.2575_ID_7-processed-gene-1.118-mRNA-1_1&gene=genemark-NODE_4_length_372424_cov_21.2575_ID_7-processed-gene-1.118&CDS=1-978
3562	OG0003562	YOR150W	snap_masked-NODE_39_length_94383_cov_19.9911_ID_77-processed-gene-0.46-mRNA-1_1&gene=snap_masked-NODE_39_length_94383_cov_19.9911_ID_77-processed-gene-0.46&CDS=1-492
3563	OG0003563	YOR151C	snap_masked-NODE_39_length_94383_cov_19.9911_ID_77-processed-gene-0.20-mRNA-1_1&gene=snap_masked-NODE_39_length_94383_cov_19.9911_ID_77-processed-gene-0.20&CDS=1-3657
3564	OG0003564	YOR155C	snap_masked-NODE_39_length_94383_cov_19.9911_ID_77-processed-gene-0.18-mRNA-1_1&gene=snap_masked-NODE_39_length_94383_cov_19.9911_ID_77-processed-gene-0.18&CDS=1-1359
3565	OG0003565	YOR157C	snap_masked-NODE_39_length_94383_cov_19.9911_ID_77-processed-gene-0.41-mRNA-1_1&gene=snap_masked-NODE_39_length_94383_cov_19.9911_ID_77-processed-gene-0.41&CDS=1-786
3566	OG0003566	YOR158W	snap_masked-NODE_39_length_94383_cov_19.9911_ID_77-processed-gene-0.15-mRNA-1_1&gene=snap_masked-NODE_39_length_94383_cov_19.9911_ID_77-processed-gene-0.15&CDS=1-882
3567	OG0003567	YOR159C	snap_masked-NODE_39_length_94383_cov_19.9911_ID_77-processed-gene-0.43-mRNA-1_1&gene=snap_masked-NODE_39_length_94383_cov_19.9911_ID_77-processed-gene-0.43&CDS=1-285
3568	OG0003568	YOR160W	augustus_masked-NODE_39_length_94383_cov_19.9911_ID_77-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-NODE_39_length_94383_cov_19.9911_ID_77-processed-gene-0.64&CDS=1-2958
3569	OG0003569	YOR161C	augustus_masked-NODE_39_length_94383_cov_19.9911_ID_77-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-NODE_39_length_94383_cov_19.9911_ID_77-processed-gene-0.94&CDS=1-1680
3570	OG0003570	YOR163W	snap_masked-NODE_79_length_25970_cov_21.2646_ID_157-processed-gene-0.38-mRNA-1_1&gene=snap_masked-NODE_79_length_25970_cov_21.2646_ID_157-processed-gene-0.38&CDS=1-525
3571	OG0003571	YOR164C	snap_masked-NODE_79_length_25970_cov_21.2646_ID_157-processed-gene-0.31-mRNA-1_1&gene=snap_masked-NODE_79_length_25970_cov_21.2646_ID_157-processed-gene-0.31&CDS=1-957
3572	OG0003572	YOR165W	snap_masked-NODE_79_length_25970_cov_21.2646_ID_157-processed-gene-0.37-mRNA-1_1&gene=snap_masked-NODE_79_length_25970_cov_21.2646_ID_157-processed-gene-0.37&CDS=1-2301
3573	OG0003573	YOR168W	snap_masked-NODE_79_length_25970_cov_21.2646_ID_157-processed-gene-0.36-mRNA-1_1&gene=snap_masked-NODE_79_length_25970_cov_21.2646_ID_157-processed-gene-0.36&CDS=1-2403
3574	OG0003574	YOR174W	snap_masked-NODE_79_length_25970_cov_21.2646_ID_157-processed-gene-0.34-mRNA-1_1&gene=snap_masked-NODE_79_length_25970_cov_21.2646_ID_157-processed-gene-0.34&CDS=1-837
3575	OG0003575	YOR175C	snap_masked-NODE_79_length_25970_cov_21.2646_ID_157-processed-gene-0.39-mRNA-1_1&gene=snap_masked-NODE_79_length_25970_cov_21.2646_ID_157-processed-gene-0.39&CDS=1-1872
3576	OG0003576	YOR176W	snap_masked-NODE_79_length_25970_cov_21.2646_ID_157-processed-gene-0.35-mRNA-1_1&gene=snap_masked-NODE_79_length_25970_cov_21.2646_ID_157-processed-gene-0.35&CDS=1-1164
3577	OG0003577	YOR181W	augustus_masked-NODE_51_length_67151_cov_20.3142_ID_101-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-NODE_51_length_67151_cov_20.3142_ID_101-processed-gene-0.64&CDS=1-1839
3578	OG0003578	YOR184W	snap_masked-NODE_51_length_67151_cov_20.3142_ID_101-processed-gene-0.37-mRNA-1_1&gene=snap_masked-NODE_51_length_67151_cov_20.3142_ID_101-processed-gene-0.37&CDS=1-1203
3579	OG0003579	YOR187W	snap_masked-NODE_51_length_67151_cov_20.3142_ID_101-processed-gene-0.36-mRNA-1_1&gene=snap_masked-NODE_51_length_67151_cov_20.3142_ID_101-processed-gene-0.36&CDS=1-1296
3580	OG0003580	YOR188W	maker-NODE_51_length_67151_cov_20.3142_ID_101-snap-gene-0.3-mRNA-1_1&gene=maker-NODE_51_length_67151_cov_20.3142_ID_101-snap-gene-0.3&CDS=1-3411
3581	OG0003581	YOR191W	snap_masked-NODE_51_length_67151_cov_20.3142_ID_101-processed-gene-0.31-mRNA-1_1&gene=snap_masked-NODE_51_length_67151_cov_20.3142_ID_101-processed-gene-0.31&CDS=1-5061
3582	OG0003582	YOR194C	snap_masked-NODE_16_length_197293_cov_20.9529_ID_31-processed-gene-0.168-mRNA-1_1&gene=snap_masked-NODE_16_length_197293_cov_20.9529_ID_31-processed-gene-0.168&CDS=1-822
3583	OG0003583	YOR195W	snap_masked-NODE_26_length_129937_cov_20.3153_ID_51-processed-gene-0.47-mRNA-1_1&gene=snap_masked-NODE_26_length_129937_cov_20.3153_ID_51-processed-gene-0.47&CDS=1-2322
3584	OG0003584	YOR196C	snap_masked-NODE_26_length_129937_cov_20.3153_ID_51-processed-gene-0.78-mRNA-1_1&gene=snap_masked-NODE_26_length_129937_cov_20.3153_ID_51-processed-gene-0.78&CDS=1-1128
3585	OG0003585	YOR197W	snap_masked-NODE_26_length_129937_cov_20.3153_ID_51-processed-gene-0.48-mRNA-1_1&gene=snap_masked-NODE_26_length_129937_cov_20.3153_ID_51-processed-gene-0.48&CDS=1-1227
3586	OG0003586	YOR198C	snap_masked-NODE_26_length_129937_cov_20.3153_ID_51-processed-gene-0.79-mRNA-1_1&gene=snap_masked-NODE_26_length_129937_cov_20.3153_ID_51-processed-gene-0.79&CDS=1-1422
3587	OG0003587	YOR201C	snap_masked-NODE_222_length_1523_cov_18.209_ID_443-processed-gene-0.1-mRNA-1_1&gene=snap_masked-NODE_222_length_1523_cov_18.209_ID_443-processed-gene-0.1&CDS=1-1212
3588	OG0003588	YOR202W	augustus_masked-NODE_11_length_248256_cov_21.6689_ID_21-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-NODE_11_length_248256_cov_21.6689_ID_21-processed-gene-0.60&CDS=1-606
3589	OG0003589	YOR205C	snap_masked-NODE_11_length_248256_cov_21.6689_ID_21-processed-gene-0.37-mRNA-1_1&gene=snap_masked-NODE_11_length_248256_cov_21.6689_ID_21-processed-gene-0.37&CDS=1-1674
3590	OG0003590	YOR206W	snap_masked-NODE_11_length_248256_cov_21.6689_ID_21-processed-gene-0.9-mRNA-1_1&gene=snap_masked-NODE_11_length_248256_cov_21.6689_ID_21-processed-gene-0.9&CDS=1-2061
3591	OG0003591	YOR207C	snap_masked-NODE_11_length_248256_cov_21.6689_ID_21-processed-gene-0.38-mRNA-1_1&gene=snap_masked-NODE_11_length_248256_cov_21.6689_ID_21-processed-gene-0.38&CDS=1-3441
3592	OG0003592	YOR209C	snap_masked-NODE_16_length_197293_cov_20.9529_ID_31-processed-gene-0.102-mRNA-1_1&gene=snap_masked-NODE_16_length_197293_cov_20.9529_ID_31-processed-gene-0.102&CDS=1-1290
3593	OG0003593	YOR210W	snap_masked-NODE_16_length_197293_cov_20.9529_ID_31-processed-gene-0.164-mRNA-1_1&gene=snap_masked-NODE_16_length_197293_cov_20.9529_ID_31-processed-gene-0.164&CDS=1-210
3594	OG0003594	YOR211C	snap_masked-NODE_11_length_248256_cov_21.6689_ID_21-processed-gene-0.39-mRNA-1_1&gene=snap_masked-NODE_11_length_248256_cov_21.6689_ID_21-processed-gene-0.39&CDS=1-2550
3595	OG0003595	YOR212W	snap_masked-NODE_11_length_248256_cov_21.6689_ID_21-processed-gene-0.12-mRNA-1_1&gene=snap_masked-NODE_11_length_248256_cov_21.6689_ID_21-processed-gene-0.12&CDS=1-1260
3596	OG0003596	YOR215C	snap_masked-NODE_11_length_248256_cov_21.6689_ID_21-processed-gene-0.43-mRNA-1_1&gene=snap_masked-NODE_11_length_248256_cov_21.6689_ID_21-processed-gene-0.43&CDS=1-546
3597	OG0003597	YOR216C	snap_masked-NODE_11_length_248256_cov_21.6689_ID_21-processed-gene-0.44-mRNA-1_1&gene=snap_masked-NODE_11_length_248256_cov_21.6689_ID_21-processed-gene-0.44&CDS=1-1557
3598	OG0003598	YOR217W	snap_masked-NODE_11_length_248256_cov_21.6689_ID_21-processed-gene-0.13-mRNA-1_1&gene=snap_masked-NODE_11_length_248256_cov_21.6689_ID_21-processed-gene-0.13&CDS=1-2622
3599	OG0003599	YOR219C	snap_masked-NODE_16_length_197293_cov_20.9529_ID_31-processed-gene-0.98-mRNA-1_1&gene=snap_masked-NODE_16_length_197293_cov_20.9529_ID_31-processed-gene-0.98&CDS=1-2604
3600	OG0003600	YOR220W	snap_masked-NODE_11_length_248256_cov_21.6689_ID_21-processed-gene-0.14-mRNA-1_1&gene=snap_masked-NODE_11_length_248256_cov_21.6689_ID_21-processed-gene-0.14&CDS=1-669
3601	OG0003601	YOR221C	snap_masked-NODE_11_length_248256_cov_21.6689_ID_21-processed-gene-0.45-mRNA-1_1&gene=snap_masked-NODE_11_length_248256_cov_21.6689_ID_21-processed-gene-0.45&CDS=1-1038
3602	OG0003602	YOR223W	snap_masked-NODE_11_length_248256_cov_21.6689_ID_21-processed-gene-0.15-mRNA-1_1&gene=snap_masked-NODE_11_length_248256_cov_21.6689_ID_21-processed-gene-0.15&CDS=1-732
3603	OG0003603	YOR224C	snap_masked-NODE_11_length_248256_cov_21.6689_ID_21-processed-gene-0.46-mRNA-1_1&gene=snap_masked-NODE_11_length_248256_cov_21.6689_ID_21-processed-gene-0.46&CDS=1-441
3604	OG0003604	YOR226C	augustus_masked-NODE_11_length_248256_cov_21.6689_ID_21-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-NODE_11_length_248256_cov_21.6689_ID_21-processed-gene-0.98&CDS=1-489
3605	OG0003605	YOR236W	snap_masked-NODE_11_length_248256_cov_21.6689_ID_21-processed-gene-0.22-mRNA-1_1&gene=snap_masked-NODE_11_length_248256_cov_21.6689_ID_21-processed-gene-0.22&CDS=1-639
3606	OG0003606	YOR239W	snap_masked-NODE_11_length_248256_cov_21.6689_ID_21-processed-gene-0.27-mRNA-1_1&gene=snap_masked-NODE_11_length_248256_cov_21.6689_ID_21-processed-gene-0.27&CDS=1-1029
3607	OG0003607	YOR241W	augustus_masked-NODE_11_length_248256_cov_21.6689_ID_21-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-NODE_11_length_248256_cov_21.6689_ID_21-processed-gene-0.80&CDS=1-1470
3608	OG0003608	YOR242C	snap_masked-NODE_11_length_248256_cov_21.6689_ID_21-processed-gene-0.50-mRNA-1_1&gene=snap_masked-NODE_11_length_248256_cov_21.6689_ID_21-processed-gene-0.50&CDS=1-1125
3609	OG0003609	YOR243C	snap_masked-NODE_11_length_248256_cov_21.6689_ID_21-processed-gene-0.51-mRNA-1_1&gene=snap_masked-NODE_11_length_248256_cov_21.6689_ID_21-processed-gene-0.51&CDS=1-2022
3610	OG0003610	YOR245C	snap_masked-NODE_11_length_248256_cov_21.6689_ID_21-processed-gene-0.52-mRNA-1_1&gene=snap_masked-NODE_11_length_248256_cov_21.6689_ID_21-processed-gene-0.52&CDS=1-1308
3611	OG0003611	YOR249C	snap_masked-NODE_11_length_248256_cov_21.6689_ID_21-processed-gene-0.55-mRNA-1_1&gene=snap_masked-NODE_11_length_248256_cov_21.6689_ID_21-processed-gene-0.55&CDS=1-1962
3612	OG0003612	YOR250C	snap_masked-NODE_11_length_248256_cov_21.6689_ID_21-processed-gene-0.56-mRNA-1_1&gene=snap_masked-NODE_11_length_248256_cov_21.6689_ID_21-processed-gene-0.56&CDS=1-1377
3613	OG0003613	YOR251C	snap_masked-NODE_11_length_248256_cov_21.6689_ID_21-processed-gene-0.57-mRNA-1_1&gene=snap_masked-NODE_11_length_248256_cov_21.6689_ID_21-processed-gene-0.57&CDS=1-906
3614	OG0003614	YOR252W	snap_masked-NODE_11_length_248256_cov_21.6689_ID_21-processed-gene-0.32-mRNA-1_1&gene=snap_masked-NODE_11_length_248256_cov_21.6689_ID_21-processed-gene-0.32&CDS=1-564
3615	OG0003615	YOR253W	snap_masked-NODE_11_length_248256_cov_21.6689_ID_21-processed-gene-0.33-mRNA-1_1&gene=snap_masked-NODE_11_length_248256_cov_21.6689_ID_21-processed-gene-0.33&CDS=1-444
3616	OG0003616	YOR254C	snap_masked-NODE_2_length_515064_cov_21.8181_ID_3-processed-gene-0.124-mRNA-1_1&gene=snap_masked-NODE_2_length_515064_cov_21.8181_ID_3-processed-gene-0.124&CDS=1-1959
3617	OG0003617	YOR255W	snap_masked-NODE_2_length_515064_cov_21.8181_ID_3-processed-gene-0.108-mRNA-1_1&gene=snap_masked-NODE_2_length_515064_cov_21.8181_ID_3-processed-gene-0.108&CDS=1-786
3618	OG0003618	YOR257W	snap_masked-NODE_11_length_248256_cov_21.6689_ID_21-processed-gene-0.35-mRNA-1_1&gene=snap_masked-NODE_11_length_248256_cov_21.6689_ID_21-processed-gene-0.35&CDS=1-519
3619	OG0003619	YOR258W	snap_masked-NODE_11_length_248256_cov_21.6689_ID_21-processed-gene-0.36-mRNA-1_1&gene=snap_masked-NODE_11_length_248256_cov_21.6689_ID_21-processed-gene-0.36&CDS=1-636
3620	OG0003620	YOR259C	snap_masked-NODE_11_length_248256_cov_21.6689_ID_21-processed-gene-0.59-mRNA-1_1&gene=snap_masked-NODE_11_length_248256_cov_21.6689_ID_21-processed-gene-0.59&CDS=1-1314
3621	OG0003621	YOR260W	snap_masked-NODE_11_length_248256_cov_21.6689_ID_21-processed-gene-1.96-mRNA-1_1&gene=snap_masked-NODE_11_length_248256_cov_21.6689_ID_21-processed-gene-1.96&CDS=1-1614
3622	OG0003622	YOR261C	snap_masked-NODE_2_length_515064_cov_21.8181_ID_3-processed-gene-0.128-mRNA-1_1&gene=snap_masked-NODE_2_length_515064_cov_21.8181_ID_3-processed-gene-0.128&CDS=1-2232
3623	OG0003623	YOR262W	snap_masked-NODE_11_length_248256_cov_21.6689_ID_21-processed-gene-1.97-mRNA-1_1&gene=snap_masked-NODE_11_length_248256_cov_21.6689_ID_21-processed-gene-1.97&CDS=1-1041
3624	OG0003624	YOR264W	snap_masked-NODE_11_length_248256_cov_21.6689_ID_21-processed-gene-1.98-mRNA-1_1&gene=snap_masked-NODE_11_length_248256_cov_21.6689_ID_21-processed-gene-1.98&CDS=1-1053
3625	OG0003625	YOR265W	snap_masked-NODE_11_length_248256_cov_21.6689_ID_21-processed-gene-1.99-mRNA-1_1&gene=snap_masked-NODE_11_length_248256_cov_21.6689_ID_21-processed-gene-1.99&CDS=1-321
3626	OG0003626	YOR266W	augustus_masked-NODE_11_length_248256_cov_21.6689_ID_21-processed-gene-1.14-mRNA-1_1&gene=augustus_masked-NODE_11_length_248256_cov_21.6689_ID_21-processed-gene-1.14&CDS=1-1110
3627	OG0003627	YOR269W	snap_masked-NODE_11_length_248256_cov_21.6689_ID_21-processed-gene-1.101-mRNA-1_1&gene=snap_masked-NODE_11_length_248256_cov_21.6689_ID_21-processed-gene-1.101&CDS=1-1374
3628	OG0003628	YOR272W	snap_masked-NODE_11_length_248256_cov_21.6689_ID_21-processed-gene-1.103-mRNA-1_1&gene=snap_masked-NODE_11_length_248256_cov_21.6689_ID_21-processed-gene-1.103&CDS=1-1371
3629	OG0003629	YOR273C	snap_masked-NODE_11_length_248256_cov_21.6689_ID_21-processed-gene-1.147-mRNA-1_1&gene=snap_masked-NODE_11_length_248256_cov_21.6689_ID_21-processed-gene-1.147&CDS=1-2025
3630	OG0003630	YOR274W	snap_masked-NODE_11_length_248256_cov_21.6689_ID_21-processed-gene-1.104-mRNA-1_1&gene=snap_masked-NODE_11_length_248256_cov_21.6689_ID_21-processed-gene-1.104&CDS=1-1320
3631	OG0003631	YOR275C	augustus_masked-NODE_11_length_248256_cov_21.6689_ID_21-processed-gene-1.59-mRNA-1_1&gene=augustus_masked-NODE_11_length_248256_cov_21.6689_ID_21-processed-gene-1.59&CDS=1-2421
3632	OG0003632	YOR276W	snap_masked-NODE_11_length_248256_cov_21.6689_ID_21-processed-gene-1.105-mRNA-1_1&gene=snap_masked-NODE_11_length_248256_cov_21.6689_ID_21-processed-gene-1.105&CDS=1-474
3633	OG0003633	YOR278W	snap_masked-NODE_11_length_248256_cov_21.6689_ID_21-processed-gene-1.108-mRNA-1_1&gene=snap_masked-NODE_11_length_248256_cov_21.6689_ID_21-processed-gene-1.108&CDS=1-768
3634	OG0003634	YOR279C	snap_masked-NODE_11_length_248256_cov_21.6689_ID_21-processed-gene-1.150-mRNA-1_1&gene=snap_masked-NODE_11_length_248256_cov_21.6689_ID_21-processed-gene-1.150&CDS=1-939
3635	OG0003635	YOR280C	snap_masked-NODE_11_length_248256_cov_21.6689_ID_21-processed-gene-1.151-mRNA-1_1&gene=snap_masked-NODE_11_length_248256_cov_21.6689_ID_21-processed-gene-1.151&CDS=1-816
3636	OG0003636	YOR281C	snap_masked-NODE_11_length_248256_cov_21.6689_ID_21-processed-gene-1.152-mRNA-1_1&gene=snap_masked-NODE_11_length_248256_cov_21.6689_ID_21-processed-gene-1.152&CDS=1-819
3637	OG0003637	YOR283W	maker-NODE_11_length_248256_cov_21.6689_ID_21-augustus-gene-1.0-mRNA-1_1&gene=maker-NODE_11_length_248256_cov_21.6689_ID_21-augustus-gene-1.0&CDS=1-1086
3638	OG0003638	YOR286W	augustus_masked-NODE_11_length_248256_cov_21.6689_ID_21-processed-gene-1.25-mRNA-1_1&gene=augustus_masked-NODE_11_length_248256_cov_21.6689_ID_21-processed-gene-1.25&CDS=1-492
3639	OG0003639	YOR287C	snap_masked-NODE_11_length_248256_cov_21.6689_ID_21-processed-gene-1.153-mRNA-1_1&gene=snap_masked-NODE_11_length_248256_cov_21.6689_ID_21-processed-gene-1.153&CDS=1-933
3640	OG0003640	YOR288C	snap_masked-NODE_11_length_248256_cov_21.6689_ID_21-processed-gene-1.154-mRNA-1_1&gene=snap_masked-NODE_11_length_248256_cov_21.6689_ID_21-processed-gene-1.154&CDS=1-954
3641	OG0003641	YOR289W	snap_masked-NODE_11_length_248256_cov_21.6689_ID_21-processed-gene-1.113-mRNA-1_1&gene=snap_masked-NODE_11_length_248256_cov_21.6689_ID_21-processed-gene-1.113&CDS=1-687
3642	OG0003642	YOR291W	augustus_masked-NODE_11_length_248256_cov_21.6689_ID_21-processed-gene-1.27-mRNA-1_1&gene=augustus_masked-NODE_11_length_248256_cov_21.6689_ID_21-processed-gene-1.27&CDS=1-4395
3643	OG0003643	YOR292C	augustus_masked-NODE_11_length_248256_cov_21.6689_ID_21-processed-gene-1.65-mRNA-1_1&gene=augustus_masked-NODE_11_length_248256_cov_21.6689_ID_21-processed-gene-1.65&CDS=1-921
3644	OG0003644	YOR294W	snap_masked-NODE_10_length_278180_cov_22.5073_ID_19-processed-gene-1.94-mRNA-1_1&gene=snap_masked-NODE_10_length_278180_cov_22.5073_ID_19-processed-gene-1.94&CDS=1-603
3645	OG0003645	YOR296W	augustus_masked-NODE_11_length_248256_cov_21.6689_ID_21-processed-gene-1.30-mRNA-1_1&gene=augustus_masked-NODE_11_length_248256_cov_21.6689_ID_21-processed-gene-1.30&CDS=1-3891
3646	OG0003646	YOR297C	snap_masked-NODE_11_length_248256_cov_21.6689_ID_21-processed-gene-1.155-mRNA-1_1&gene=snap_masked-NODE_11_length_248256_cov_21.6689_ID_21-processed-gene-1.155&CDS=1-588
3647	OG0003647	YOR298C-A	snap_masked-NODE_10_length_278180_cov_22.5073_ID_19-processed-gene-1.141-mRNA-1_1&gene=snap_masked-NODE_10_length_278180_cov_22.5073_ID_19-processed-gene-1.141&CDS=1-453
3648	OG0003648	YOR304C-A	augustus_masked-NODE_11_length_248256_cov_21.6689_ID_21-processed-gene-1.67-mRNA-1_1&gene=augustus_masked-NODE_11_length_248256_cov_21.6689_ID_21-processed-gene-1.67&CDS=1-219
3649	OG0003649	YOR305W	snap_masked-NODE_11_length_248256_cov_21.6689_ID_21-processed-gene-1.123-mRNA-1_1&gene=snap_masked-NODE_11_length_248256_cov_21.6689_ID_21-processed-gene-1.123&CDS=1-726
3650	OG0003650	YOR307C	snap_masked-NODE_11_length_248256_cov_21.6689_ID_21-processed-gene-1.159-mRNA-1_1&gene=snap_masked-NODE_11_length_248256_cov_21.6689_ID_21-processed-gene-1.159&CDS=1-645
3651	OG0003651	YOR308C	snap_masked-NODE_11_length_248256_cov_21.6689_ID_21-processed-gene-1.160-mRNA-1_1&gene=snap_masked-NODE_11_length_248256_cov_21.6689_ID_21-processed-gene-1.160&CDS=1-1704
3652	OG0003652	YOR311C	snap_masked-NODE_11_length_248256_cov_21.6689_ID_21-processed-gene-1.162-mRNA-1_1&gene=snap_masked-NODE_11_length_248256_cov_21.6689_ID_21-processed-gene-1.162&CDS=1-858
3653	OG0003653	YOR313C	snap_masked-NODE_11_length_248256_cov_21.6689_ID_21-processed-gene-1.164-mRNA-1_1&gene=snap_masked-NODE_11_length_248256_cov_21.6689_ID_21-processed-gene-1.164&CDS=1-2187
3654	OG0003654	YOR315W	snap_masked-NODE_11_length_248256_cov_21.6689_ID_21-processed-gene-1.124-mRNA-1_1&gene=snap_masked-NODE_11_length_248256_cov_21.6689_ID_21-processed-gene-1.124&CDS=1-1053
3655	OG0003655	YOR319W	snap_masked-NODE_11_length_248256_cov_21.6689_ID_21-processed-gene-1.126-mRNA-1_1&gene=snap_masked-NODE_11_length_248256_cov_21.6689_ID_21-processed-gene-1.126&CDS=1-639
