	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034761_Lipomyces_lipofer
3015	OG0003015	YOR196C	maker-flattened_line_116-augustus-gene-0.18-mRNA-1_1&gene=maker-flattened_line_116-augustus-gene-0.18&CDS=1-1275
3016	OG0003016	YOR197W	augustus_masked-flattened_line_356-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-flattened_line_356-processed-gene-0.18&CDS=1-1302
3017	OG0003017	YOR198C	maker-flattened_line_144-augustus-gene-0.70-mRNA-1_1&gene=maker-flattened_line_144-augustus-gene-0.70&CDS=1-1587
3018	OG0003018	YOR202W	augustus_masked-flattened_line_11-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-flattened_line_11-processed-gene-0.12&CDS=1-672
3019	OG0003019	YOR204W	snap_masked-flattened_line_25-processed-gene-1.131-mRNA-1_1&gene=snap_masked-flattened_line_25-processed-gene-1.131&CDS=1-2007
3020	OG0003020	YOR206W	augustus_masked-flattened_line_19-processed-gene-0.110-mRNA-1_1&gene=augustus_masked-flattened_line_19-processed-gene-0.110&CDS=1-2238
3021	OG0003021	YOR207C	maker-flattened_line_114-augustus-gene-0.110-mRNA-1_1&gene=maker-flattened_line_114-augustus-gene-0.110&CDS=1-3453
3022	OG0003022	YOR209C	maker-flattened_line_94-augustus-gene-0.143-mRNA-1_1&gene=maker-flattened_line_94-augustus-gene-0.143&CDS=1-1320
3023	OG0003023	YOR210W	maker-flattened_line_19-augustus-gene-0.54-mRNA-1_1&gene=maker-flattened_line_19-augustus-gene-0.54&CDS=1-213
3024	OG0003024	YOR211C	snap_masked-flattened_line_58-processed-gene-0.76-mRNA-1_1&gene=snap_masked-flattened_line_58-processed-gene-0.76&CDS=1-2694
3025	OG0003025	YOR212W	maker-flattened_line_264-augustus-gene-0.70-mRNA-1_1&gene=maker-flattened_line_264-augustus-gene-0.70&CDS=1-1047
3026	OG0003026	YOR216C	maker-flattened_line_15-augustus-gene-1.235-mRNA-1_1&gene=maker-flattened_line_15-augustus-gene-1.235&CDS=1-1266
3027	OG0003027	YOR217W	snap_masked-flattened_line_40-processed-gene-0.99-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-0.99&CDS=1-2973
3028	OG0003028	YOR222W	maker-flattened_line_92-snap-gene-0.86-mRNA-1_1&gene=maker-flattened_line_92-snap-gene-0.86&CDS=1-927
3029	OG0003029	YOR223W	maker-flattened_line_54-augustus-gene-0.225-mRNA-1_1&gene=maker-flattened_line_54-augustus-gene-0.225&CDS=1-810
3030	OG0003030	YOR224C	augustus_masked-flattened_line_72-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-flattened_line_72-processed-gene-0.92&CDS=1-432
3031	OG0003031	YOR232W	augustus_masked-flattened_line_40-processed-gene-0.168-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.168&CDS=1-744
3032	OG0003032	YOR233W	maker-flattened_line_19-augustus-gene-0.40-mRNA-1_1&gene=maker-flattened_line_19-augustus-gene-0.40&CDS=1-2367
3033	OG0003033	YOR236W	augustus_masked-flattened_line_15-processed-gene-1.111-mRNA-1_1&gene=augustus_masked-flattened_line_15-processed-gene-1.111&CDS=1-669
3034	OG0003034	YOR238W	maker-flattened_line_310-augustus-gene-0.26-mRNA-1_1&gene=maker-flattened_line_310-augustus-gene-0.26&CDS=1-906
3035	OG0003035	YOR239W	maker-flattened_line_9-augustus-gene-2.0-mRNA-1_1&gene=maker-flattened_line_9-augustus-gene-2.0&CDS=1-1077
3036	OG0003036	YOR241W	genemark-flattened_line_96-processed-gene-0.139-mRNA-1_1&gene=genemark-flattened_line_96-processed-gene-0.139&CDS=1-1473
3037	OG0003037	YOR243C	augustus_masked-flattened_line_42-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.102&CDS=1-2130
3038	OG0003038	YOR244W	maker-flattened_line_72-augustus-gene-0.177-mRNA-1_1&gene=maker-flattened_line_72-augustus-gene-0.177&CDS=1-1629
3039	OG0003039	YOR245C	maker-flattened_line_21-augustus-gene-1.4-mRNA-1_1&gene=maker-flattened_line_21-augustus-gene-1.4&CDS=1-1302
3040	OG0003040	YOR246C	maker-flattened_line_100-augustus-gene-0.79-mRNA-1_1&gene=maker-flattened_line_100-augustus-gene-0.79&CDS=1-990
3041	OG0003041	YOR251C	maker-flattened_line_11-augustus-gene-0.96-mRNA-1_1&gene=maker-flattened_line_11-augustus-gene-0.96&CDS=1-918
3042	OG0003042	YOR252W	maker-flattened_line_52-augustus-gene-0.119-mRNA-1_1&gene=maker-flattened_line_52-augustus-gene-0.119&CDS=1-513
3043	OG0003043	YOR253W	maker-flattened_line_74-augustus-gene-0.160-mRNA-1_1&gene=maker-flattened_line_74-augustus-gene-0.160&CDS=1-477
3044	OG0003044	YOR254C	maker-flattened_line_2-augustus-gene-2.102-mRNA-1_1&gene=maker-flattened_line_2-augustus-gene-2.102&CDS=1-1878
3045	OG0003045	YOR258W	genemark-flattened_line_82-processed-gene-0.34-mRNA-1_1&gene=genemark-flattened_line_82-processed-gene-0.34&CDS=1-726
3046	OG0003046	YOR259C	augustus_masked-flattened_line_199-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-flattened_line_199-processed-gene-0.36&CDS=1-1242
3047	OG0003047	YOR260W	augustus_masked-flattened_line_94-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-flattened_line_94-processed-gene-0.61&CDS=1-1392
3048	OG0003048	YOR261C	maker-flattened_line_66-augustus-gene-0.14-mRNA-1_1&gene=maker-flattened_line_66-augustus-gene-0.14&CDS=1-891
3049	OG0003049	YOR262W	maker-flattened_line_86-augustus-gene-0.105-mRNA-1_1&gene=maker-flattened_line_86-augustus-gene-0.105&CDS=1-1050
3050	OG0003050	YOR269W	augustus_masked-flattened_line_52-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.25&CDS=1-1362
3051	OG0003051	YOR271C	augustus_masked-flattened_line_174-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-flattened_line_174-processed-gene-0.21&CDS=1-978
3052	OG0003052	YOR272W	augustus_masked-flattened_line_9-processed-gene-2.141-mRNA-1_1&gene=augustus_masked-flattened_line_9-processed-gene-2.141&CDS=1-1419
3053	OG0003053	YOR273C	maker-flattened_line_70-augustus-gene-0.55-mRNA-1_1&gene=maker-flattened_line_70-augustus-gene-0.55&CDS=1-1641
3054	OG0003054	YOR274W	maker-flattened_line_70-augustus-gene-0.58-mRNA-1_1&gene=maker-flattened_line_70-augustus-gene-0.58&CDS=1-1395
3055	OG0003055	YOR275C	maker-flattened_line_188-augustus-gene-0.42-mRNA-1_1&gene=maker-flattened_line_188-augustus-gene-0.42&CDS=1-2331
3056	OG0003056	YOR278W	augustus_masked-flattened_line_31-processed-gene-0.126-mRNA-1_1&gene=augustus_masked-flattened_line_31-processed-gene-0.126&CDS=1-801
3057	OG0003057	YOR281C	augustus_masked-flattened_line_108-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-flattened_line_108-processed-gene-0.9&CDS=1-729
3058	OG0003058	YOR283W	augustus_masked-flattened_line_4-processed-gene-2.97-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-2.97&CDS=1-780
3059	OG0003059	YOR286W	maker-flattened_line_13-augustus-gene-0.125-mRNA-1_1&gene=maker-flattened_line_13-augustus-gene-0.125&CDS=1-570
3060	OG0003060	YOR287C	maker-flattened_line_13-augustus-gene-0.133-mRNA-1_1&gene=maker-flattened_line_13-augustus-gene-0.133&CDS=1-642
3061	OG0003061	YOR288C	augustus_masked-flattened_line_38-processed-gene-0.220-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.220&CDS=1-819
3062	OG0003062	YOR289W	maker-flattened_line_21-augustus-gene-0.71-mRNA-1_1&gene=maker-flattened_line_21-augustus-gene-0.71&CDS=1-672
3063	OG0003063	YOR291W	maker-flattened_line_33-augustus-gene-0.23-mRNA-1_1&gene=maker-flattened_line_33-augustus-gene-0.23&CDS=1-4200
3064	OG0003064	YOR292C	maker-flattened_line_33-augustus-gene-0.13-mRNA-1_1&gene=maker-flattened_line_33-augustus-gene-0.13&CDS=1-810
3065	OG0003065	YOR294W	maker-flattened_line_264-augustus-gene-0.78-mRNA-1_1&gene=maker-flattened_line_264-augustus-gene-0.78&CDS=1-567
3066	OG0003066	YOR296W	snap_masked-flattened_line_58-processed-gene-0.64-mRNA-1_1&gene=snap_masked-flattened_line_58-processed-gene-0.64&CDS=1-3273
3067	OG0003067	YOR298C-A	augustus_masked-flattened_line_4-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-0.88&CDS=1-450
3068	OG0003068	YOR301W	maker-flattened_line_268-augustus-gene-0.29-mRNA-1_1&gene=maker-flattened_line_268-augustus-gene-0.29&CDS=1-1128
3069	OG0003069	YOR303W	genemark-flattened_line_156-processed-gene-0.30-mRNA-1_1&gene=genemark-flattened_line_156-processed-gene-0.30&CDS=1-1293
3070	OG0003070	YOR304W	maker-flattened_line_62-snap-gene-0.18-mRNA-1_1&gene=maker-flattened_line_62-snap-gene-0.18&CDS=1-3114
3071	OG0003071	YOR307C	maker-flattened_line_772-augustus-gene-0.4-mRNA-1_1&gene=maker-flattened_line_772-augustus-gene-0.4&CDS=1-1293
3072	OG0003072	YOR310C	augustus_masked-flattened_line_2-processed-gene-2.216-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.216&CDS=1-1617
3073	OG0003073	YOR311C	augustus_masked-flattened_line_158-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-flattened_line_158-processed-gene-0.56&CDS=1-897
3074	OG0003074	YOR317W	maker-flattened_line_21-augustus-gene-0.69-mRNA-1_1&gene=maker-flattened_line_21-augustus-gene-0.69&CDS=1-2100
3075	OG0003075	YOR319W	maker-flattened_line_92-augustus-gene-0.59-mRNA-1_1&gene=maker-flattened_line_92-augustus-gene-0.59&CDS=1-651
3076	OG0003076	YOR322C	augustus_masked-flattened_line_168-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-flattened_line_168-processed-gene-0.58&CDS=1-1188
3077	OG0003077	YOR323C	augustus_masked-flattened_line_268-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-flattened_line_268-processed-gene-0.7&CDS=1-1320
3078	OG0003078	YOR326W	maker-flattened_line_148-augustus-gene-0.11-mRNA-1_1&gene=maker-flattened_line_148-augustus-gene-0.11&CDS=1-4701
3079	OG0003079	YOR327C	augustus_masked-flattened_line_68-processed-gene-0.177-mRNA-1_1&gene=augustus_masked-flattened_line_68-processed-gene-0.177&CDS=1-339
3080	OG0003080	YOR330C	augustus_masked-flattened_line_152-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-flattened_line_152-processed-gene-0.2&CDS=1-3384
3081	OG0003081	YOR332W	maker-flattened_line_108-augustus-gene-0.144-mRNA-1_1&gene=maker-flattened_line_108-augustus-gene-0.144&CDS=1-687
3082	OG0003082	YOR335C	augustus_masked-flattened_line_11-processed-gene-2.32-mRNA-1_1&gene=augustus_masked-flattened_line_11-processed-gene-2.32&CDS=1-2907
3083	OG0003083	YOR336W	maker-flattened_line_27-augustus-gene-1.15-mRNA-1_1&gene=maker-flattened_line_27-augustus-gene-1.15&CDS=1-4668
3084	OG0003084	YOR339C	snap_masked-flattened_line_13-processed-gene-1.109-mRNA-1_1&gene=snap_masked-flattened_line_13-processed-gene-1.109&CDS=1-555
3085	OG0003085	YOR340C	genemark-flattened_line_88-processed-gene-0.149-mRNA-1_1&gene=genemark-flattened_line_88-processed-gene-0.149&CDS=1-867
3086	OG0003086	YOR341W	maker-flattened_line_27-augustus-gene-0.38-mRNA-1_1&gene=maker-flattened_line_27-augustus-gene-0.38&CDS=1-4929
3087	OG0003087	YOR351C	maker-flattened_line_344-snap-gene-0.16-mRNA-1_1&gene=maker-flattened_line_344-snap-gene-0.16&CDS=1-1548
3088	OG0003088	YOR352W	augustus_masked-flattened_line_50-processed-gene-0.173-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.173&CDS=1-756
3089	OG0003089	YOR356W	augustus_masked-flattened_line_19-processed-gene-0.122-mRNA-1_1&gene=augustus_masked-flattened_line_19-processed-gene-0.122&CDS=1-1806
3090	OG0003090	YOR357C	maker-flattened_line_66-augustus-gene-0.4-mRNA-1_1&gene=maker-flattened_line_66-augustus-gene-0.4&CDS=1-570
3091	OG0003091	YOR358W	maker-flattened_line_4-augustus-gene-2.205-mRNA-1_1&gene=maker-flattened_line_4-augustus-gene-2.205&CDS=1-534
3092	OG0003092	YOR359W	augustus_masked-flattened_line_92-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-flattened_line_92-processed-gene-0.93&CDS=1-2220
3093	OG0003093	YOR360C	maker-flattened_line_132-snap-gene-0.81-mRNA-1_1&gene=maker-flattened_line_132-snap-gene-0.81&CDS=1-1716
3094	OG0003094	YOR361C	augustus_masked-flattened_line_199-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-flattened_line_199-processed-gene-0.50&CDS=1-2217
3095	OG0003095	YOR362C	maker-flattened_line_82-augustus-gene-0.126-mRNA-1_1&gene=maker-flattened_line_82-augustus-gene-0.126&CDS=1-759
3096	OG0003096	YOR367W	augustus_masked-flattened_line_60-processed-gene-0.190-mRNA-1_1&gene=augustus_masked-flattened_line_60-processed-gene-0.190&CDS=1-567
3097	OG0003097	YOR368W	maker-flattened_line_25-augustus-gene-0.9-mRNA-1_1&gene=maker-flattened_line_25-augustus-gene-0.9&CDS=1-1068
3098	OG0003098	YOR369C	maker-flattened_line_88-augustus-gene-0.66-mRNA-1_1&gene=maker-flattened_line_88-augustus-gene-0.66&CDS=1-441
3099	OG0003099	YOR370C	maker-flattened_line_15-snap-gene-1.262-mRNA-1_1&gene=maker-flattened_line_15-snap-gene-1.262&CDS=1-1644
3100	OG0003100	YOR373W	maker-flattened_line_2-augustus-gene-1.5-mRNA-1_1&gene=maker-flattened_line_2-augustus-gene-1.5&CDS=1-3774
3101	OG0003101	YOR374W	maker-flattened_line_88-augustus-gene-0.68-mRNA-1_1&gene=maker-flattened_line_88-augustus-gene-0.68&CDS=1-1488
3102	OG0003102	YOR386W	maker-flattened_line_138-augustus-gene-0.47-mRNA-1_1&gene=maker-flattened_line_138-augustus-gene-0.47&CDS=1-1731
3103	OG0003103	YOR388C	maker-flattened_line_218-augustus-gene-0.76-mRNA-1_1&gene=maker-flattened_line_218-augustus-gene-0.76&CDS=1-1092
3104	OG0003104	YPL001W	maker-flattened_line_11-augustus-gene-1.139-mRNA-1_1&gene=maker-flattened_line_11-augustus-gene-1.139&CDS=1-1464
3105	OG0003105	YPL002C	augustus_masked-flattened_line_25-processed-gene-1.48-mRNA-1_1&gene=augustus_masked-flattened_line_25-processed-gene-1.48&CDS=1-729
3106	OG0003106	YPL003W	augustus_masked-flattened_line_50-processed-gene-0.152-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.152&CDS=1-1578
3107	OG0003107	YPL005W	snap_masked-flattened_line_197-processed-gene-0.89-mRNA-1_1&gene=snap_masked-flattened_line_197-processed-gene-0.89&CDS=1-2517
3108	OG0003108	YPL006W	maker-flattened_line_358-augustus-gene-0.22-mRNA-1_1&gene=maker-flattened_line_358-augustus-gene-0.22&CDS=1-3792
3109	OG0003109	YPL008W	maker-flattened_line_166-augustus-gene-0.46-mRNA-1_1&gene=maker-flattened_line_166-augustus-gene-0.46&CDS=1-2730
3110	OG0003110	YPL009C	augustus_masked-flattened_line_54-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.67&CDS=1-1923
3111	OG0003111	YPL010W	augustus_masked-flattened_line_54-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.40&CDS=1-582
3112	OG0003112	YPL011C	augustus_masked-flattened_line_88-processed-gene-0.135-mRNA-1_1&gene=augustus_masked-flattened_line_88-processed-gene-0.135&CDS=1-579
3113	OG0003113	YPL012W	maker-flattened_line_66-augustus-gene-0.13-mRNA-1_1&gene=maker-flattened_line_66-augustus-gene-0.13&CDS=1-3708
3114	OG0003114	YPL013C	genemark-flattened_line_316-processed-gene-0.38-mRNA-1_1&gene=genemark-flattened_line_316-processed-gene-0.38&CDS=1-276
3115	OG0003115	YPL015C	augustus_masked-flattened_line_54-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.43&CDS=1-1251
3116	OG0003116	YPL016W	augustus_masked-flattened_line_4-processed-gene-2.72-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-2.72&CDS=1-3807
3117	OG0003117	YPL020C	augustus_masked-flattened_line_9-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-flattened_line_9-processed-gene-0.30&CDS=1-2376
3118	OG0003118	YPL022W	genemark-flattened_line_33-processed-gene-0.297-mRNA-1_1&gene=genemark-flattened_line_33-processed-gene-0.297&CDS=1-3000
3119	OG0003119	YPL028W	maker-flattened_line_356-augustus-gene-0.2-mRNA-1_1&gene=maker-flattened_line_356-augustus-gene-0.2&CDS=1-1239
3120	OG0003120	YPL029W	maker-flattened_line_72-augustus-gene-0.189-mRNA-1_1&gene=maker-flattened_line_72-augustus-gene-0.189&CDS=1-2328
3121	OG0003121	YPL030W	augustus_masked-flattened_line_15-processed-gene-1.108-mRNA-1_1&gene=augustus_masked-flattened_line_15-processed-gene-1.108&CDS=1-1578
3122	OG0003122	YPL031C	augustus_masked-flattened_line_9-processed-gene-2.150-mRNA-1_1&gene=augustus_masked-flattened_line_9-processed-gene-2.150&CDS=1-969
3123	OG0003123	YPL040C	maker-flattened_line_129-snap-gene-0.140-mRNA-1_1&gene=maker-flattened_line_129-snap-gene-0.140&CDS=1-3021
3124	OG0003124	YPL041C	maker-flattened_line_13-augustus-gene-1.16-mRNA-1_1&gene=maker-flattened_line_13-augustus-gene-1.16&CDS=1-558
3125	OG0003125	YPL042C	snap_masked-flattened_line_156-processed-gene-0.102-mRNA-1_1&gene=snap_masked-flattened_line_156-processed-gene-0.102&CDS=1-1212
3126	OG0003126	YPL043W	augustus_masked-flattened_line_2-processed-gene-1.128-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-1.128&CDS=1-2211
3127	OG0003127	YPL046C	augustus_masked-flattened_line_9-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-flattened_line_9-processed-gene-0.31&CDS=1-333
3128	OG0003128	YPL047W	genemark-flattened_line_13-processed-gene-1.271-mRNA-1_1&gene=genemark-flattened_line_13-processed-gene-1.271&CDS=1-774
3129	OG0003129	YPL048W	maker-flattened_line_33-augustus-gene-0.24-mRNA-1_1&gene=maker-flattened_line_33-augustus-gene-0.24&CDS=1-1224
3130	OG0003130	YPL050C	maker-flattened_line_90-augustus-gene-0.174-mRNA-1_1&gene=maker-flattened_line_90-augustus-gene-0.174&CDS=1-1047
3131	OG0003131	YPL051W	augustus_masked-flattened_line_152-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-flattened_line_152-processed-gene-0.7&CDS=1-594
3132	OG0003132	YPL054W	genemark-flattened_line_74-processed-gene-0.7-mRNA-1_1&gene=genemark-flattened_line_74-processed-gene-0.7&CDS=1-1965
3133	OG0003133	YPL059W	maker-flattened_line_36-augustus-gene-0.18-mRNA-1_1&gene=maker-flattened_line_36-augustus-gene-0.18&CDS=1-489
3134	OG0003134	YPL060W	augustus_masked-flattened_line_108-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-flattened_line_108-processed-gene-0.32&CDS=1-1485
3135	OG0003135	YPL063W	snap_masked-flattened_line_2-processed-gene-1.46-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-1.46&CDS=1-1545
3136	OG0003136	YPL065W	maker-flattened_line_19-augustus-gene-0.50-mRNA-1_1&gene=maker-flattened_line_19-augustus-gene-0.50&CDS=1-768
3137	OG0003137	YPL067C	maker-flattened_line_11-augustus-gene-2.169-mRNA-1_1&gene=maker-flattened_line_11-augustus-gene-2.169&CDS=1-774
3138	OG0003138	YPL069C	augustus_masked-flattened_line_44-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.68&CDS=1-891
3139	OG0003139	YPL072W	maker-flattened_line_244-augustus-gene-0.70-mRNA-1_1&gene=maker-flattened_line_244-augustus-gene-0.70&CDS=1-1665
3140	OG0003140	YPL078C	augustus_masked-flattened_line_100-processed-gene-0.132-mRNA-1_1&gene=augustus_masked-flattened_line_100-processed-gene-0.132&CDS=1-723
3141	OG0003141	YPL082C	maker-flattened_line_68-augustus-gene-0.99-mRNA-1_1&gene=maker-flattened_line_68-augustus-gene-0.99&CDS=1-5835
3142	OG0003142	YPL083C	snap_masked-flattened_line_9-processed-gene-0.140-mRNA-1_1&gene=snap_masked-flattened_line_9-processed-gene-0.140&CDS=1-1218
3143	OG0003143	YPL085W	snap_masked-flattened_line_70-processed-gene-0.48-mRNA-1_1&gene=snap_masked-flattened_line_70-processed-gene-0.48&CDS=1-4848
3144	OG0003144	YPL086C	maker-flattened_line_33-augustus-gene-0.3-mRNA-1_1&gene=maker-flattened_line_33-augustus-gene-0.3&CDS=1-1674
3145	OG0003145	YPL088W	augustus_masked-flattened_line_140-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-flattened_line_140-processed-gene-0.21&CDS=1-1038
3146	OG0003146	YPL091W	augustus_masked-flattened_line_172-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-flattened_line_172-processed-gene-0.88&CDS=1-1419
3147	OG0003147	YPL092W	augustus_masked-flattened_line_150-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-flattened_line_150-processed-gene-0.43&CDS=1-1191
3148	OG0003148	YPL093W	maker-flattened_line_54-augustus-gene-0.238-mRNA-1_1&gene=maker-flattened_line_54-augustus-gene-0.238&CDS=1-1935
3149	OG0003149	YPL094C	augustus_masked-flattened_line_284-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-flattened_line_284-processed-gene-0.19&CDS=1-840
3150	OG0003150	YPL096W	maker-flattened_line_124-snap-gene-0.11-mRNA-1_1&gene=maker-flattened_line_124-snap-gene-0.11&CDS=1-969
3151	OG0003151	YPL098C	maker-flattened_line_116-augustus-gene-0.14-mRNA-1_1&gene=maker-flattened_line_116-augustus-gene-0.14&CDS=1-345
3152	OG0003152	YPL099C	genemark-flattened_line_29-processed-gene-0.108-mRNA-1_1&gene=genemark-flattened_line_29-processed-gene-0.108&CDS=1-363
3153	OG0003153	YPL101W	augustus_masked-flattened_line_23-processed-gene-1.198-mRNA-1_1&gene=augustus_masked-flattened_line_23-processed-gene-1.198&CDS=1-1101
3154	OG0003154	YPL103C	maker-flattened_line_15-augustus-gene-1.254-mRNA-1_1&gene=maker-flattened_line_15-augustus-gene-1.254&CDS=1-1632
3155	OG0003155	YPL104W	maker-flattened_line_38-augustus-gene-0.32-mRNA-1_1&gene=maker-flattened_line_38-augustus-gene-0.32&CDS=1-2139
3156	OG0003156	YPL107W	augustus_masked-flattened_line_176-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-flattened_line_176-processed-gene-0.69&CDS=1-675
3157	OG0003157	YPL109C	maker-flattened_line_104-augustus-gene-0.189-mRNA-1_1&gene=maker-flattened_line_104-augustus-gene-0.189&CDS=1-2067
3158	OG0003158	YPL110C	maker-flattened_line_4-snap-gene-0.19-mRNA-1_1&gene=maker-flattened_line_4-snap-gene-0.19&CDS=1-3348
3159	OG0003159	YPL111W	augustus_masked-flattened_line_262-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-flattened_line_262-processed-gene-0.40&CDS=1-960
3160	OG0003160	YPL113C	maker-flattened_line_100-augustus-gene-0.65-mRNA-1_1&gene=maker-flattened_line_100-augustus-gene-0.65&CDS=1-1104
3161	OG0003161	YPL115C	augustus_masked-flattened_line_82-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-flattened_line_82-processed-gene-0.70&CDS=1-3309
3162	OG0003162	YPL116W	maker-flattened_line_64-augustus-gene-0.105-mRNA-1_1&gene=maker-flattened_line_64-augustus-gene-0.105&CDS=1-2076
3163	OG0003163	YPL117C	snap_masked-flattened_line_25-processed-gene-0.30-mRNA-1_1&gene=snap_masked-flattened_line_25-processed-gene-0.30&CDS=1-780
3164	OG0003164	YPL118W	snap_masked-flattened_line_142-processed-gene-0.55-mRNA-1_1&gene=snap_masked-flattened_line_142-processed-gene-0.55&CDS=1-1023
3165	OG0003165	YPL120W	maker-flattened_line_11-augustus-gene-2.168-mRNA-1_1&gene=maker-flattened_line_11-augustus-gene-2.168&CDS=1-1116
3166	OG0003166	YPL122C	maker-flattened_line_17-augustus-gene-1.253-mRNA-1_1&gene=maker-flattened_line_17-augustus-gene-1.253&CDS=1-1380
3167	OG0003167	YPL123C	augustus_masked-flattened_line_98-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-flattened_line_98-processed-gene-0.33&CDS=1-1488
3168	OG0003168	YPL125W	maker-flattened_line_2-augustus-gene-1.12-mRNA-1_1&gene=maker-flattened_line_2-augustus-gene-1.12&CDS=1-2850
3169	OG0003169	YPL126W	augustus_masked-flattened_line_19-processed-gene-1.144-mRNA-1_1&gene=augustus_masked-flattened_line_19-processed-gene-1.144&CDS=1-2739
3170	OG0003170	YPL127C	genemark-flattened_line_27-processed-gene-1.115-mRNA-1_1&gene=genemark-flattened_line_27-processed-gene-1.115&CDS=1-483
3171	OG0003171	YPL128C	augustus_masked-flattened_line_88-processed-gene-0.128-mRNA-1_1&gene=augustus_masked-flattened_line_88-processed-gene-0.128&CDS=1-1551
3172	OG0003172	YPL129W	maker-flattened_line_13-augustus-gene-1.21-mRNA-1_1&gene=maker-flattened_line_13-augustus-gene-1.21&CDS=1-894
3173	OG0003173	YPL131W	augustus_masked-flattened_line_74-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-flattened_line_74-processed-gene-0.56&CDS=1-918
3174	OG0003174	YPL132W	maker-flattened_line_40-augustus-gene-0.23-mRNA-1_1&gene=maker-flattened_line_40-augustus-gene-0.23&CDS=1-798
3175	OG0003175	YPL133C	maker-flattened_line_31-augustus-gene-0.192-mRNA-1_1&gene=maker-flattened_line_31-augustus-gene-0.192&CDS=1-1770
3176	OG0003176	YPL138C	augustus_masked-flattened_line_104-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-flattened_line_104-processed-gene-0.60&CDS=1-1125
3177	OG0003177	YPL146C	maker-flattened_line_33-augustus-gene-0.41-mRNA-1_1&gene=maker-flattened_line_33-augustus-gene-0.41&CDS=1-1227
3178	OG0003178	YPL149W	maker-flattened_line_9-augustus-gene-2.15-mRNA-1_1&gene=maker-flattened_line_9-augustus-gene-2.15&CDS=1-918
3179	OG0003179	YPL150W	maker-flattened_line_9-snap-gene-2.160-mRNA-1_1&gene=maker-flattened_line_9-snap-gene-2.160&CDS=1-2556
3180	OG0003180	YPL151C	maker-flattened_line_182-augustus-gene-0.84-mRNA-1_1&gene=maker-flattened_line_182-augustus-gene-0.84&CDS=1-1428
3181	OG0003181	YPL152W	maker-flattened_line_72-augustus-gene-0.185-mRNA-1_1&gene=maker-flattened_line_72-augustus-gene-0.185&CDS=1-1107
3182	OG0003182	YPL153C	augustus_masked-flattened_line_4-processed-gene-2.106-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-2.106&CDS=1-2289
3183	OG0003183	YPL154C	maker-flattened_line_212-augustus-gene-0.66-mRNA-1_1&gene=maker-flattened_line_212-augustus-gene-0.66&CDS=1-1170
3184	OG0003184	YPL155C	augustus_masked-flattened_line_138-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-flattened_line_138-processed-gene-0.88&CDS=1-2043
