	OrthologID	Saccharomyces_cerevisiae	Tetrapisispora_phaffii
3281	OG0003281	YMR295C	augustus_masked-NC_016520.1-processed-gene-12.211-mRNA-1_1&gene=augustus_masked-NC_016520.1-processed-gene-12.211&CDS=1-564
3282	OG0003282	YMR296C	snap_masked-NC_016520.1-processed-gene-12.132-mRNA-1_1&gene=snap_masked-NC_016520.1-processed-gene-12.132&CDS=1-1677
3283	OG0003283	YMR297W	snap_masked-NC_016520.1-processed-gene-12.94-mRNA-1_1&gene=snap_masked-NC_016520.1-processed-gene-12.94&CDS=1-1632
3284	OG0003284	YMR298W	snap_masked-NC_016520.1-processed-gene-12.95-mRNA-1_1&gene=snap_masked-NC_016520.1-processed-gene-12.95&CDS=1-453
3285	OG0003285	YMR299C	snap_masked-NC_016531.1-processed-gene-4.141-mRNA-1_1&gene=snap_masked-NC_016531.1-processed-gene-4.141&CDS=1-1029
3286	OG0003286	YMR300C	genemark-NC_016520.1-processed-gene-12.57-mRNA-1_1&gene=genemark-NC_016520.1-processed-gene-12.57&CDS=1-1533
3287	OG0003287	YMR301C	snap_masked-NC_016531.1-processed-gene-4.142-mRNA-1_1&gene=snap_masked-NC_016531.1-processed-gene-4.142&CDS=1-2133
3288	OG0003288	YMR302C	snap_masked-NC_016531.1-processed-gene-4.143-mRNA-1_1&gene=snap_masked-NC_016531.1-processed-gene-4.143&CDS=1-2475
3289	OG0003289	YMR304W	genemark-NC_016531.1-processed-gene-4.66-mRNA-1_1&gene=genemark-NC_016531.1-processed-gene-4.66&CDS=1-3720
3290	OG0003290	YMR307W	genemark-NC_016520.1-processed-gene-12.21-mRNA-1_1&gene=genemark-NC_016520.1-processed-gene-12.21&CDS=1-1716
3291	OG0003291	YMR308C	snap_masked-NC_016531.1-processed-gene-4.145-mRNA-1_1&gene=snap_masked-NC_016531.1-processed-gene-4.145&CDS=1-3276
3292	OG0003292	YMR309C	snap_masked-NC_016531.1-processed-gene-4.146-mRNA-1_1&gene=snap_masked-NC_016531.1-processed-gene-4.146&CDS=1-2481
3293	OG0003293	YMR310C	snap_masked-NC_016520.1-processed-gene-12.137-mRNA-1_1&gene=snap_masked-NC_016520.1-processed-gene-12.137&CDS=1-1191
3294	OG0003294	YMR311C	snap_masked-NC_016531.1-processed-gene-4.147-mRNA-1_1&gene=snap_masked-NC_016531.1-processed-gene-4.147&CDS=1-702
3295	OG0003295	YMR312W	snap_masked-NC_016520.1-processed-gene-12.100-mRNA-1_1&gene=snap_masked-NC_016520.1-processed-gene-12.100&CDS=1-804
3296	OG0003296	YMR313C	snap_masked-NC_016531.1-processed-gene-4.149-mRNA-1_1&gene=snap_masked-NC_016531.1-processed-gene-4.149&CDS=1-1746
3297	OG0003297	YMR314W	snap_masked-NC_016520.1-processed-gene-12.101-mRNA-1_1&gene=snap_masked-NC_016520.1-processed-gene-12.101&CDS=1-699
3298	OG0003298	YMR315W	genemark-NC_016535.1-processed-gene-2.234-mRNA-1_1&gene=genemark-NC_016535.1-processed-gene-2.234&CDS=1-1050
3299	OG0003299	YNL001W	snap_masked-NC_016534.1-processed-gene-0.67-mRNA-1_1&gene=snap_masked-NC_016534.1-processed-gene-0.67&CDS=1-1173
3300	OG0003300	YNL002C	snap_masked-NC_016521.1-processed-gene-8.38-mRNA-1_1&gene=snap_masked-NC_016521.1-processed-gene-8.38&CDS=1-957
3301	OG0003301	YNL003C	snap_masked-NC_016521.1-processed-gene-8.35-mRNA-1_1&gene=snap_masked-NC_016521.1-processed-gene-8.35&CDS=1-912
3302	OG0003302	YNL004W	snap_masked-NC_016534.1-processed-gene-1.123-mRNA-1_1&gene=snap_masked-NC_016534.1-processed-gene-1.123&CDS=1-1434
3303	OG0003303	YNL005C	snap_masked-NC_016534.1-processed-gene-1.102-mRNA-1_1&gene=snap_masked-NC_016534.1-processed-gene-1.102&CDS=1-1143
3304	OG0003304	YNL006W	snap_masked-NC_016534.1-processed-gene-1.101-mRNA-1_1&gene=snap_masked-NC_016534.1-processed-gene-1.101&CDS=1-912
3305	OG0003305	YNL007C	snap_masked-NC_016521.1-processed-gene-9.43-mRNA-1_1&gene=snap_masked-NC_016521.1-processed-gene-9.43&CDS=1-1065
3306	OG0003306	YNL010W	snap_masked-NC_016534.1-processed-gene-1.100-mRNA-1_1&gene=snap_masked-NC_016534.1-processed-gene-1.100&CDS=1-723
3307	OG0003307	YNL011C	snap_masked-NC_016534.1-processed-gene-2.48-mRNA-1_1&gene=snap_masked-NC_016534.1-processed-gene-2.48&CDS=1-1419
3308	OG0003308	YNL014W	snap_masked-NC_016534.1-processed-gene-1.98-mRNA-1_1&gene=snap_masked-NC_016534.1-processed-gene-1.98&CDS=1-3132
3309	OG0003309	YNL015W	snap_masked-NC_016526.1-processed-gene-1.114-mRNA-1_1&gene=snap_masked-NC_016526.1-processed-gene-1.114&CDS=1-228
3310	OG0003310	YNL016W	snap_masked-NC_016522.1-processed-gene-7.104-mRNA-1_1&gene=snap_masked-NC_016522.1-processed-gene-7.104&CDS=1-1326
3311	OG0003311	YNL021W	snap_masked-NC_016522.1-processed-gene-7.123-mRNA-1_1&gene=snap_masked-NC_016522.1-processed-gene-7.123&CDS=1-2103
3312	OG0003312	YNL022C	snap_masked-NC_016522.1-processed-gene-7.99-mRNA-1_1&gene=snap_masked-NC_016522.1-processed-gene-7.99&CDS=1-1482
3313	OG0003313	YNL023C	genemark-NC_016523.1-processed-gene-3.72-mRNA-1_1&gene=genemark-NC_016523.1-processed-gene-3.72&CDS=1-2886
3314	OG0003314	YNL024C-A	snap_masked-NC_016522.1-processed-gene-7.100-mRNA-1_1&gene=snap_masked-NC_016522.1-processed-gene-7.100&CDS=1-216
3315	OG0003315	YNL025C	genemark-NC_016522.1-processed-gene-7.57-mRNA-1_1&gene=genemark-NC_016522.1-processed-gene-7.57&CDS=1-1083
3316	OG0003316	YNL026W	snap_masked-NC_016526.1-processed-gene-1.112-mRNA-1_1&gene=snap_masked-NC_016526.1-processed-gene-1.112&CDS=1-1434
3317	OG0003317	YNL027W	maker-NC_016526.1-snap-gene-1.141-mRNA-1_1&gene=maker-NC_016526.1-snap-gene-1.141&CDS=1-1392
3318	OG0003318	YNL032W	genemark-NC_016522.1-processed-gene-7.58-mRNA-1_1&gene=genemark-NC_016522.1-processed-gene-7.58&CDS=1-792
3319	OG0003319	YNL035C	snap_masked-NC_016522.1-processed-gene-7.122-mRNA-1_1&gene=snap_masked-NC_016522.1-processed-gene-7.122&CDS=1-1239
3320	OG0003320	YNL036W	genemark-NC_016522.1-processed-gene-7.72-mRNA-1_1&gene=genemark-NC_016522.1-processed-gene-7.72&CDS=1-648
3321	OG0003321	YNL037C	snap_masked-NC_016523.1-processed-gene-3.29-mRNA-1_1&gene=snap_masked-NC_016523.1-processed-gene-3.29&CDS=1-1080
3322	OG0003322	YNL038W	snap_masked-NC_016522.1-processed-gene-7.120-mRNA-1_1&gene=snap_masked-NC_016522.1-processed-gene-7.120&CDS=1-495
3323	OG0003323	YNL039W	snap_masked-NC_016522.1-processed-gene-7.121-mRNA-1_1&gene=snap_masked-NC_016522.1-processed-gene-7.121&CDS=1-1860
3324	OG0003324	YNL041C	snap_masked-NC_016523.1-processed-gene-3.13-mRNA-1_1&gene=snap_masked-NC_016523.1-processed-gene-3.13&CDS=1-2517
3325	OG0003325	YNL042W	augustus_masked-NC_016522.1-processed-gene-7.8-mRNA-1_1&gene=augustus_masked-NC_016522.1-processed-gene-7.8&CDS=1-1032
3326	OG0003326	YNL044W	snap_masked-NC_016523.1-processed-gene-3.32-mRNA-1_1&gene=snap_masked-NC_016523.1-processed-gene-3.32&CDS=1-528
3327	OG0003327	YNL045W	snap_masked-NC_016523.1-processed-gene-3.33-mRNA-1_1&gene=snap_masked-NC_016523.1-processed-gene-3.33&CDS=1-1905
3328	OG0003328	YNL048W	snap_masked-NC_016523.1-processed-gene-3.34-mRNA-1_1&gene=snap_masked-NC_016523.1-processed-gene-3.34&CDS=1-1695
3329	OG0003329	YNL050C	snap_masked-NC_016522.1-processed-gene-7.112-mRNA-1_1&gene=snap_masked-NC_016522.1-processed-gene-7.112&CDS=1-753
3330	OG0003330	YNL051W	snap_masked-NC_016522.1-processed-gene-7.93-mRNA-1_1&gene=snap_masked-NC_016522.1-processed-gene-7.93&CDS=1-1212
3331	OG0003331	YNL054W	snap_masked-NC_016525.1-processed-gene-2.37-mRNA-1_1&gene=snap_masked-NC_016525.1-processed-gene-2.37&CDS=1-3354
3332	OG0003332	YNL055C	snap_masked-NC_016522.1-processed-gene-7.111-mRNA-1_1&gene=snap_masked-NC_016522.1-processed-gene-7.111&CDS=1-855
3333	OG0003333	YNL056W	snap_masked-NC_016522.1-processed-gene-7.92-mRNA-1_1&gene=snap_masked-NC_016522.1-processed-gene-7.92&CDS=1-441
3334	OG0003334	YNL059C	snap_masked-NC_016522.1-processed-gene-7.91-mRNA-1_1&gene=snap_masked-NC_016522.1-processed-gene-7.91&CDS=1-3273
3335	OG0003335	YNL061W	snap_masked-NC_016522.1-processed-gene-7.88-mRNA-1_1&gene=snap_masked-NC_016522.1-processed-gene-7.88&CDS=1-1824
3336	OG0003336	YNL062C	snap_masked-NC_016522.1-processed-gene-7.90-mRNA-1_1&gene=snap_masked-NC_016522.1-processed-gene-7.90&CDS=1-1434
3337	OG0003337	YNL063W	augustus_masked-NC_016522.1-processed-gene-7.0-mRNA-1_1&gene=augustus_masked-NC_016522.1-processed-gene-7.0&CDS=1-996
3338	OG0003338	YNL064C	snap_masked-NC_016522.1-processed-gene-6.84-mRNA-1_1&gene=snap_masked-NC_016522.1-processed-gene-6.84&CDS=1-1221
3339	OG0003339	YNL065W	snap_masked-NC_016525.1-processed-gene-3.4-mRNA-1_1&gene=snap_masked-NC_016525.1-processed-gene-3.4&CDS=1-1686
3340	OG0003340	YNL070W	snap_masked-NC_016522.1-processed-gene-6.65-mRNA-1_1&gene=snap_masked-NC_016522.1-processed-gene-6.65&CDS=1-180
3341	OG0003341	YNL071W	snap_masked-NC_016525.1-processed-gene-3.25-mRNA-1_1&gene=snap_masked-NC_016525.1-processed-gene-3.25&CDS=1-1413
3342	OG0003342	YNL072W	snap_masked-NC_016522.1-processed-gene-6.64-mRNA-1_1&gene=snap_masked-NC_016522.1-processed-gene-6.64&CDS=1-924
3343	OG0003343	YNL073W	snap_masked-NC_016522.1-processed-gene-6.63-mRNA-1_1&gene=snap_masked-NC_016522.1-processed-gene-6.63&CDS=1-1650
3344	OG0003344	YNL075W	snap_masked-NC_016525.1-processed-gene-3.26-mRNA-1_1&gene=snap_masked-NC_016525.1-processed-gene-3.26&CDS=1-870
3345	OG0003345	YNL076W	snap_masked-NC_016525.1-processed-gene-3.27-mRNA-1_1&gene=snap_masked-NC_016525.1-processed-gene-3.27&CDS=1-1920
3346	OG0003346	YNL077W	snap_masked-NC_016522.1-processed-gene-6.62-mRNA-1_1&gene=snap_masked-NC_016522.1-processed-gene-6.62&CDS=1-1662
3347	OG0003347	YNL078W	augustus_masked-NC_016525.1-processed-gene-3.119-mRNA-1_1&gene=augustus_masked-NC_016525.1-processed-gene-3.119&CDS=1-1146
3348	OG0003348	YNL080C	snap_masked-NC_016525.1-processed-gene-3.8-mRNA-1_1&gene=snap_masked-NC_016525.1-processed-gene-3.8&CDS=1-1374
3349	OG0003349	YNL081C	snap_masked-NC_016522.1-processed-gene-6.76-mRNA-1_1&gene=snap_masked-NC_016522.1-processed-gene-6.76&CDS=1-363
3350	OG0003350	YNL082W	snap_masked-NC_016525.1-processed-gene-3.30-mRNA-1_1&gene=snap_masked-NC_016525.1-processed-gene-3.30&CDS=1-2703
3351	OG0003351	YNL083W	snap_masked-NC_016525.1-processed-gene-3.31-mRNA-1_1&gene=snap_masked-NC_016525.1-processed-gene-3.31&CDS=1-1836
3352	OG0003352	YNL084C	genemark-NC_016522.1-processed-gene-6.119-mRNA-1_1&gene=genemark-NC_016522.1-processed-gene-6.119&CDS=1-1161
3353	OG0003353	YNL085W	snap_masked-NC_016522.1-processed-gene-6.61-mRNA-1_1&gene=snap_masked-NC_016522.1-processed-gene-6.61&CDS=1-2499
3354	OG0003354	YNL086W	snap_masked-NC_016525.1-processed-gene-3.34-mRNA-1_1&gene=snap_masked-NC_016525.1-processed-gene-3.34&CDS=1-306
3355	OG0003355	YNL088W	snap_masked-NC_016522.1-processed-gene-6.58-mRNA-1_1&gene=snap_masked-NC_016522.1-processed-gene-6.58&CDS=1-4266
3356	OG0003356	YNL094W	snap_masked-NC_016525.1-processed-gene-3.35-mRNA-1_1&gene=snap_masked-NC_016525.1-processed-gene-3.35&CDS=1-1932
3357	OG0003357	YNL097C	snap_masked-NC_016535.1-processed-gene-2.16-mRNA-1_1&gene=snap_masked-NC_016535.1-processed-gene-2.16&CDS=1-927
3358	OG0003358	YNL099C	snap_masked-NC_016525.1-processed-gene-3.17-mRNA-1_1&gene=snap_masked-NC_016525.1-processed-gene-3.17&CDS=1-801
3359	OG0003359	YNL101W	genemark-NC_016521.1-processed-gene-6.108-mRNA-1_1&gene=genemark-NC_016521.1-processed-gene-6.108&CDS=1-2247
3360	OG0003360	YNL102W	snap_masked-NC_016525.1-processed-gene-4.91-mRNA-1_1&gene=snap_masked-NC_016525.1-processed-gene-4.91&CDS=1-4461
3361	OG0003361	YNL103W	snap_masked-NC_016525.1-processed-gene-4.92-mRNA-1_1&gene=snap_masked-NC_016525.1-processed-gene-4.92&CDS=1-1887
3362	OG0003362	YNL104C	snap_masked-NC_016525.1-processed-gene-4.94-mRNA-1_1&gene=snap_masked-NC_016525.1-processed-gene-4.94&CDS=1-1842
3363	OG0003363	YNL107W	snap_masked-NC_016525.1-processed-gene-4.114-mRNA-1_1&gene=snap_masked-NC_016525.1-processed-gene-4.114&CDS=1-648
3364	OG0003364	YNL110C	snap_masked-NC_016521.1-processed-gene-6.79-mRNA-1_1&gene=snap_masked-NC_016521.1-processed-gene-6.79&CDS=1-654
3365	OG0003365	YNL111C	snap_masked-NC_016525.1-processed-gene-4.98-mRNA-1_1&gene=snap_masked-NC_016525.1-processed-gene-4.98&CDS=1-372
3366	OG0003366	YNL112W	maker-NC_016521.1-snap-gene-6.84-mRNA-1_1&gene=maker-NC_016521.1-snap-gene-6.84&CDS=1-1644
3367	OG0003367	YNL113W	snap_masked-NC_016521.1-processed-gene-6.61-mRNA-1_1&gene=snap_masked-NC_016521.1-processed-gene-6.61&CDS=1-390
3368	OG0003368	YNL115C	genemark-NC_016525.1-processed-gene-4.10-mRNA-1_1&gene=genemark-NC_016525.1-processed-gene-4.10&CDS=1-1941
3369	OG0003369	YNL118C	snap_masked-NC_016528.1-processed-gene-3.34-mRNA-1_1&gene=snap_masked-NC_016528.1-processed-gene-3.34&CDS=1-2751
3370	OG0003370	YNL119W	snap_masked-NC_016528.1-processed-gene-3.17-mRNA-1_1&gene=snap_masked-NC_016528.1-processed-gene-3.17&CDS=1-1416
3371	OG0003371	YNL121C	snap_masked-NC_016528.1-processed-gene-3.33-mRNA-1_1&gene=snap_masked-NC_016528.1-processed-gene-3.33&CDS=1-1809
3372	OG0003372	YNL122C	augustus_masked-NC_016525.1-processed-gene-4.58-mRNA-1_1&gene=augustus_masked-NC_016525.1-processed-gene-4.58&CDS=1-636
3373	OG0003373	YNL123W	snap_masked-NC_016528.1-processed-gene-3.16-mRNA-1_1&gene=snap_masked-NC_016528.1-processed-gene-3.16&CDS=1-2949
3374	OG0003374	YNL124W	snap_masked-NC_016528.1-processed-gene-3.14-mRNA-1_1&gene=snap_masked-NC_016528.1-processed-gene-3.14&CDS=1-1437
3375	OG0003375	YNL125C	snap_masked-NC_016528.1-processed-gene-3.30-mRNA-1_1&gene=snap_masked-NC_016528.1-processed-gene-3.30&CDS=1-1896
3376	OG0003376	YNL126W	snap_masked-NC_016528.1-processed-gene-3.13-mRNA-1_1&gene=snap_masked-NC_016528.1-processed-gene-3.13&CDS=1-2505
3377	OG0003377	YNL127W	snap_masked-NC_016528.1-processed-gene-3.12-mRNA-1_1&gene=snap_masked-NC_016528.1-processed-gene-3.12&CDS=1-2952
3378	OG0003378	YNL128W	snap_masked-NC_016525.1-processed-gene-4.117-mRNA-1_1&gene=snap_masked-NC_016525.1-processed-gene-4.117&CDS=1-1410
3379	OG0003379	YNL129W	genemark-NC_016528.1-processed-gene-3.100-mRNA-1_1&gene=genemark-NC_016528.1-processed-gene-3.100&CDS=1-747
3380	OG0003380	YNL130C	genemark-NC_016528.1-processed-gene-3.118-mRNA-1_1&gene=genemark-NC_016528.1-processed-gene-3.118&CDS=1-1170
3381	OG0003381	YNL131W	snap_masked-NC_016525.1-processed-gene-4.118-mRNA-1_1&gene=snap_masked-NC_016525.1-processed-gene-4.118&CDS=1-462
3382	OG0003382	YNL132W	snap_masked-NC_016528.1-processed-gene-3.10-mRNA-1_1&gene=snap_masked-NC_016528.1-processed-gene-3.10&CDS=1-3174
3383	OG0003383	YNL133C	snap_masked-NC_016528.1-processed-gene-3.27-mRNA-1_1&gene=snap_masked-NC_016528.1-processed-gene-3.27&CDS=1-537
3384	OG0003384	YNL135C	snap_masked-NC_016525.1-processed-gene-4.104-mRNA-1_1&gene=snap_masked-NC_016525.1-processed-gene-4.104&CDS=1-342
3385	OG0003385	YNL136W	snap_masked-NC_016525.1-processed-gene-4.120-mRNA-1_1&gene=snap_masked-NC_016525.1-processed-gene-4.120&CDS=1-1800
3386	OG0003386	YNL137C	genemark-NC_016525.1-processed-gene-4.15-mRNA-1_1&gene=genemark-NC_016525.1-processed-gene-4.15&CDS=1-1518
3387	OG0003387	YNL138W	genemark-NC_016525.1-processed-gene-4.32-mRNA-1_1&gene=genemark-NC_016525.1-processed-gene-4.32&CDS=1-1656
3388	OG0003388	YNL138W-A	snap_masked-NC_016525.1-processed-gene-4.106-mRNA-1_1&gene=snap_masked-NC_016525.1-processed-gene-4.106&CDS=1-285
3389	OG0003389	YNL139C	snap_masked-NC_016528.1-processed-gene-3.26-mRNA-1_1&gene=snap_masked-NC_016528.1-processed-gene-3.26&CDS=1-4542
3390	OG0003390	YNL141W	snap_masked-NC_016534.1-processed-gene-3.5-mRNA-1_1&gene=snap_masked-NC_016534.1-processed-gene-3.5&CDS=1-1083
3391	OG0003391	YNL142W	snap_masked-NC_016525.1-processed-gene-4.134-mRNA-1_1&gene=snap_masked-NC_016525.1-processed-gene-4.134&CDS=1-1506
3392	OG0003392	YNL147W	augustus_masked-NC_016528.1-processed-gene-3.51-mRNA-1_1&gene=augustus_masked-NC_016528.1-processed-gene-3.51&CDS=1-360
3393	OG0003393	YNL149C	snap_masked-NC_016525.1-processed-gene-4.105-mRNA-1_1&gene=snap_masked-NC_016525.1-processed-gene-4.105&CDS=1-393
3394	OG0003394	YNL151C	snap_masked-NC_016528.1-processed-gene-3.6-mRNA-1_1&gene=snap_masked-NC_016528.1-processed-gene-3.6&CDS=1-738
3395	OG0003395	YNL152W	snap_masked-NC_016525.1-processed-gene-4.126-mRNA-1_1&gene=snap_masked-NC_016525.1-processed-gene-4.126&CDS=1-1386
3396	OG0003396	YNL155W	snap_masked-NC_016528.1-processed-gene-2.36-mRNA-1_1&gene=snap_masked-NC_016528.1-processed-gene-2.36&CDS=1-801
3397	OG0003397	YNL156C	snap_masked-NC_016525.1-processed-gene-4.131-mRNA-1_1&gene=snap_masked-NC_016525.1-processed-gene-4.131&CDS=1-894
3398	OG0003398	YNL158W	snap_masked-NC_016528.1-processed-gene-2.37-mRNA-1_1&gene=snap_masked-NC_016528.1-processed-gene-2.37&CDS=1-264
3399	OG0003399	YNL159C	snap_masked-NC_016525.1-processed-gene-4.129-mRNA-1_1&gene=snap_masked-NC_016525.1-processed-gene-4.129&CDS=1-954
3400	OG0003400	YNL161W	snap_masked-NC_016525.1-processed-gene-4.136-mRNA-1_1&gene=snap_masked-NC_016525.1-processed-gene-4.136&CDS=1-2250
3401	OG0003401	YNL163C	snap_masked-NC_016525.1-processed-gene-4.112-mRNA-1_1&gene=snap_masked-NC_016525.1-processed-gene-4.112&CDS=1-3354
3402	OG0003402	YNL164C	genemark-NC_016525.1-processed-gene-4.24-mRNA-1_1&gene=genemark-NC_016525.1-processed-gene-4.24&CDS=1-924
3403	OG0003403	YNL165W	genemark-NC_016525.1-processed-gene-5.86-mRNA-1_1&gene=genemark-NC_016525.1-processed-gene-5.86&CDS=1-1278
3404	OG0003404	YNL166C	snap_masked-NC_016525.1-processed-gene-5.42-mRNA-1_1&gene=snap_masked-NC_016525.1-processed-gene-5.42&CDS=1-1317
3405	OG0003405	YNL167C	augustus_masked-NC_016534.1-processed-gene-3.116-mRNA-1_1&gene=augustus_masked-NC_016534.1-processed-gene-3.116&CDS=1-846
3406	OG0003406	YNL168C	snap_masked-NC_016525.1-processed-gene-5.44-mRNA-1_1&gene=snap_masked-NC_016525.1-processed-gene-5.44&CDS=1-792
3407	OG0003407	YNL172W	snap_masked-NC_016525.1-processed-gene-5.47-mRNA-1_1&gene=snap_masked-NC_016525.1-processed-gene-5.47&CDS=1-5073
3408	OG0003408	YNL175C	maker-NC_016525.1-augustus-gene-5.0-mRNA-1_1&gene=maker-NC_016525.1-augustus-gene-5.0&CDS=1-2391
3409	OG0003409	YNL177C	snap_masked-NC_016534.1-processed-gene-3.11-mRNA-1_1&gene=snap_masked-NC_016534.1-processed-gene-3.11&CDS=1-942
3410	OG0003410	YNL178W	snap_masked-NC_016534.1-processed-gene-3.33-mRNA-1_1&gene=snap_masked-NC_016534.1-processed-gene-3.33&CDS=1-714
3411	OG0003411	YNL181W	snap_masked-NC_016534.1-processed-gene-3.34-mRNA-1_1&gene=snap_masked-NC_016534.1-processed-gene-3.34&CDS=1-1185
3412	OG0003412	YNL182C	snap_masked-NC_016534.1-processed-gene-3.12-mRNA-1_1&gene=snap_masked-NC_016534.1-processed-gene-3.12&CDS=1-1608
3413	OG0003413	YNL183C	snap_masked-NC_016534.1-processed-gene-3.13-mRNA-1_1&gene=snap_masked-NC_016534.1-processed-gene-3.13&CDS=1-2445
3414	OG0003414	YNL185C	snap_masked-NC_016534.1-processed-gene-3.14-mRNA-1_1&gene=snap_masked-NC_016534.1-processed-gene-3.14&CDS=1-447
3415	OG0003415	YNL186W	snap_masked-NC_016534.1-processed-gene-3.35-mRNA-1_1&gene=snap_masked-NC_016534.1-processed-gene-3.35&CDS=1-2238
3416	OG0003416	YNL187W	genemark-NC_016525.1-processed-gene-5.107-mRNA-1_1&gene=genemark-NC_016525.1-processed-gene-5.107&CDS=1-1281
3417	OG0003417	YNL188W	augustus_masked-NC_016534.1-processed-gene-3.143-mRNA-1_1&gene=augustus_masked-NC_016534.1-processed-gene-3.143&CDS=1-819
3418	OG0003418	YNL189W	snap_masked-NC_016525.1-processed-gene-5.67-mRNA-1_1&gene=snap_masked-NC_016525.1-processed-gene-5.67&CDS=1-1629
3419	OG0003419	YNL191W	snap_masked-NC_016525.1-processed-gene-5.71-mRNA-1_1&gene=snap_masked-NC_016525.1-processed-gene-5.71&CDS=1-1071
3420	OG0003420	YNL193W	augustus_masked-NC_016527.1-processed-gene-1.38-mRNA-1_1&gene=augustus_masked-NC_016527.1-processed-gene-1.38&CDS=1-1332
3421	OG0003421	YNL199C	snap_masked-NC_016527.1-processed-gene-1.66-mRNA-1_1&gene=snap_masked-NC_016527.1-processed-gene-1.66&CDS=1-1869
3422	OG0003422	YNL200C	snap_masked-NC_016527.1-processed-gene-1.67-mRNA-1_1&gene=snap_masked-NC_016527.1-processed-gene-1.67&CDS=1-726
3423	OG0003423	YNL201C	genemark-NC_016527.1-processed-gene-1.113-mRNA-1_1&gene=genemark-NC_016527.1-processed-gene-1.113&CDS=1-2478
3424	OG0003424	YNL202W	snap_masked-NC_016534.1-processed-gene-3.40-mRNA-1_1&gene=snap_masked-NC_016534.1-processed-gene-3.40&CDS=1-945
3425	OG0003425	YNL206C	snap_masked-NC_016527.1-processed-gene-1.70-mRNA-1_1&gene=snap_masked-NC_016527.1-processed-gene-1.70&CDS=1-1458
3426	OG0003426	YNL207W	snap_masked-NC_016527.1-processed-gene-2.76-mRNA-1_1&gene=snap_masked-NC_016527.1-processed-gene-2.76&CDS=1-1287
3427	OG0003427	YNL211C	snap_masked-NC_016535.1-processed-gene-2.45-mRNA-1_1&gene=snap_masked-NC_016535.1-processed-gene-2.45&CDS=1-264
3428	OG0003428	YNL212W	augustus_masked-NC_016535.1-processed-gene-2.179-mRNA-1_1&gene=augustus_masked-NC_016535.1-processed-gene-2.179&CDS=1-723
3429	OG0003429	YNL213C	genemark-NC_016534.1-processed-gene-3.77-mRNA-1_1&gene=genemark-NC_016534.1-processed-gene-3.77&CDS=1-645
3430	OG0003430	YNL214W	augustus_masked-NC_016534.1-processed-gene-3.149-mRNA-1_1&gene=augustus_masked-NC_016534.1-processed-gene-3.149&CDS=1-597
3431	OG0003431	YNL215W	snap_masked-NC_016534.1-processed-gene-3.44-mRNA-1_1&gene=snap_masked-NC_016534.1-processed-gene-3.44&CDS=1-633
3432	OG0003432	YNL216W	snap_masked-NC_016534.1-processed-gene-3.46-mRNA-1_1&gene=snap_masked-NC_016534.1-processed-gene-3.46&CDS=1-2025
3433	OG0003433	YNL218W	snap_masked-NC_016535.1-processed-gene-2.91-mRNA-1_1&gene=snap_masked-NC_016535.1-processed-gene-2.91&CDS=1-1806
3434	OG0003434	YNL219C	snap_masked-NC_016535.1-processed-gene-2.47-mRNA-1_1&gene=snap_masked-NC_016535.1-processed-gene-2.47&CDS=1-1692
3435	OG0003435	YNL220W	snap_masked-NC_016534.1-processed-gene-3.48-mRNA-1_1&gene=snap_masked-NC_016534.1-processed-gene-3.48&CDS=1-1299
3436	OG0003436	YNL221C	snap_masked-NC_016534.1-processed-gene-3.24-mRNA-1_1&gene=snap_masked-NC_016534.1-processed-gene-3.24&CDS=1-2628
3437	OG0003437	YNL222W	snap_masked-NC_016534.1-processed-gene-3.49-mRNA-1_1&gene=snap_masked-NC_016534.1-processed-gene-3.49&CDS=1-606
3438	OG0003438	YNL223W	snap_masked-NC_016535.1-processed-gene-2.94-mRNA-1_1&gene=snap_masked-NC_016535.1-processed-gene-2.94&CDS=1-1068
3439	OG0003439	YNL224C	snap_masked-NC_016535.1-processed-gene-2.48-mRNA-1_1&gene=snap_masked-NC_016535.1-processed-gene-2.48&CDS=1-2340
3440	OG0003440	YNL225C	augustus_masked-NC_016534.1-processed-gene-3.133-mRNA-1_1&gene=augustus_masked-NC_016534.1-processed-gene-3.133&CDS=1-3243
3441	OG0003441	YNL227C	snap_masked-NC_016534.1-processed-gene-3.27-mRNA-1_1&gene=snap_masked-NC_016534.1-processed-gene-3.27&CDS=1-1794
3442	OG0003442	YNL229C	snap_masked-NC_016534.1-processed-gene-3.28-mRNA-1_1&gene=snap_masked-NC_016534.1-processed-gene-3.28&CDS=1-1155
3443	OG0003443	YNL230C	augustus_masked-NC_016534.1-processed-gene-3.136-mRNA-1_1&gene=augustus_masked-NC_016534.1-processed-gene-3.136&CDS=1-1182
3444	OG0003444	YNL231C	snap_masked-NC_016535.1-processed-gene-2.49-mRNA-1_1&gene=snap_masked-NC_016535.1-processed-gene-2.49&CDS=1-1035
3445	OG0003445	YNL232W	snap_masked-NC_016535.1-processed-gene-2.95-mRNA-1_1&gene=snap_masked-NC_016535.1-processed-gene-2.95&CDS=1-852
3446	OG0003446	YNL233W	snap_masked-NC_016535.1-processed-gene-2.96-mRNA-1_1&gene=snap_masked-NC_016535.1-processed-gene-2.96&CDS=1-2808
3447	OG0003447	YNL234W	snap_masked-NC_016534.1-processed-gene-3.50-mRNA-1_1&gene=snap_masked-NC_016534.1-processed-gene-3.50&CDS=1-1086
