	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034998_Cephaloascus_albidus
2493	OG0002493	YLR097C	augustus_masked-flattened_line_147-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-flattened_line_147-processed-gene-0.57&CDS=1-1170
2494	OG0002494	YLR098C	augustus_masked-flattened_line_449-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-flattened_line_449-processed-gene-0.0&CDS=1-2148
2495	OG0002495	YLR099W-A	snap_masked-flattened_line_93-processed-gene-0.133-mRNA-1_1&gene=snap_masked-flattened_line_93-processed-gene-0.133&CDS=1-288
2496	OG0002496	YLR100W	augustus_masked-flattened_line_145-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-flattened_line_145-processed-gene-0.23&CDS=1-1032
2497	OG0002497	YLR103C	augustus_masked-flattened_line_145-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-flattened_line_145-processed-gene-0.3&CDS=1-2025
2498	OG0002498	YLR104W	maker-flattened_line_145-augustus-gene-0.65-mRNA-1_1&gene=maker-flattened_line_145-augustus-gene-0.65&CDS=1-384
2499	OG0002499	YLR105C	genemark-flattened_line_93-processed-gene-0.41-mRNA-1_1&gene=genemark-flattened_line_93-processed-gene-0.41&CDS=1-1098
2500	OG0002500	YLR106C	augustus_masked-flattened_line_2-processed-gene-1.119-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-1.119&CDS=1-14886
2501	OG0002501	YLR107W	augustus_masked-flattened_line_2-processed-gene-1.107-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-1.107&CDS=1-4086
2502	OG0002502	YLR109W	maker-flattened_line_99-augustus-gene-0.73-mRNA-1_1&gene=maker-flattened_line_99-augustus-gene-0.73&CDS=1-513
2503	OG0002503	YLR113W	maker-flattened_line_189-augustus-gene-0.20-mRNA-1_1&gene=maker-flattened_line_189-augustus-gene-0.20&CDS=1-1068
2504	OG0002504	YLR114C	augustus_masked-flattened_line_189-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-flattened_line_189-processed-gene-0.39&CDS=1-1977
2505	OG0002505	YLR115W	augustus_masked-flattened_line_18-processed-gene-1.27-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.27&CDS=1-2460
2506	OG0002506	YLR116W	augustus_masked-flattened_line_18-processed-gene-1.28-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.28&CDS=1-1281
2507	OG0002507	YLR117C	augustus_masked-flattened_line_18-processed-gene-1.29-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.29&CDS=1-2073
2508	OG0002508	YLR118C	augustus_masked-flattened_line_18-processed-gene-1.61-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.61&CDS=1-828
2509	OG0002509	YLR126C	augustus_masked-flattened_line_41-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-flattened_line_41-processed-gene-0.49&CDS=1-729
2510	OG0002510	YLR127C	augustus_masked-flattened_line_97-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-flattened_line_97-processed-gene-0.55&CDS=1-2190
2511	OG0002511	YLR129W	maker-flattened_line_97-snap-gene-0.81-mRNA-1_1&gene=maker-flattened_line_97-snap-gene-0.81&CDS=1-5433
2512	OG0002512	YLR133W	augustus_masked-flattened_line_103-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-flattened_line_103-processed-gene-0.78&CDS=1-1458
2513	OG0002513	YLR137W	augustus_masked-flattened_line_121-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-flattened_line_121-processed-gene-0.29&CDS=1-909
2514	OG0002514	YLR141W	augustus_masked-flattened_line_2-processed-gene-2.81-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.81&CDS=1-2097
2515	OG0002515	YLR142W	augustus_masked-flattened_line_2-processed-gene-2.103-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.103&CDS=1-1452
2516	OG0002516	YLR143W	augustus_masked-flattened_line_10-processed-gene-1.115-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.115&CDS=1-1893
2517	OG0002517	YLR145W	genemark-flattened_line_189-processed-gene-0.49-mRNA-1_1&gene=genemark-flattened_line_189-processed-gene-0.49&CDS=1-732
2518	OG0002518	YLR147C	augustus_masked-flattened_line_145-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-flattened_line_145-processed-gene-0.12&CDS=1-300
2519	OG0002519	YLR148W	augustus_masked-flattened_line_145-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-flattened_line_145-processed-gene-0.26&CDS=1-2652
2520	OG0002520	YLR149C	augustus_masked-flattened_line_145-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-flattened_line_145-processed-gene-0.5&CDS=1-1395
2521	OG0002521	YLR150W	augustus_masked-flattened_line_143-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-flattened_line_143-processed-gene-0.17&CDS=1-909
2522	OG0002522	YLR151C	augustus_masked-flattened_line_8-processed-gene-1.146-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.146&CDS=1-975
2523	OG0002523	YLR163C	augustus_masked-flattened_line_161-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-flattened_line_161-processed-gene-0.15&CDS=1-1380
2524	OG0002524	YLR166C	maker-flattened_line_161-augustus-gene-0.40-mRNA-1_1&gene=maker-flattened_line_161-augustus-gene-0.40&CDS=1-2484
2525	OG0002525	YLR170C	augustus_masked-flattened_line_26-processed-gene-0.233-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.233&CDS=1-459
2526	OG0002526	YLR172C	augustus_masked-flattened_line_41-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-flattened_line_41-processed-gene-0.34&CDS=1-900
2527	OG0002527	YLR174W	augustus_masked-flattened_line_347-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-flattened_line_347-processed-gene-0.5&CDS=1-1230
2528	OG0002528	YLR175W	augustus_masked-flattened_line_18-processed-gene-1.8-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.8&CDS=1-1449
2529	OG0002529	YLR176C	augustus_masked-flattened_line_18-processed-gene-1.40-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.40&CDS=1-2640
2530	OG0002530	YLR178C	augustus_masked-flattened_line_201-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-flattened_line_201-processed-gene-0.59&CDS=1-678
2531	OG0002531	YLR181C	maker-flattened_line_6-augustus-gene-1.73-mRNA-1_1&gene=maker-flattened_line_6-augustus-gene-1.73&CDS=1-1029
2532	OG0002532	YLR182W	augustus_masked-flattened_line_6-processed-gene-1.209-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.209&CDS=1-2160
2533	OG0002533	YLR186W	augustus_masked-flattened_line_6-processed-gene-1.178-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.178&CDS=1-1530
2534	OG0002534	YLR187W	augustus_masked-flattened_line_6-processed-gene-1.184-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.184&CDS=1-2880
2535	OG0002535	YLR188W	augustus_masked-flattened_line_43-processed-gene-0.159-mRNA-1_1&gene=augustus_masked-flattened_line_43-processed-gene-0.159&CDS=1-1698
2536	OG0002536	YLR189C	augustus_masked-flattened_line_43-processed-gene-0.160-mRNA-1_1&gene=augustus_masked-flattened_line_43-processed-gene-0.160&CDS=1-4359
2537	OG0002537	YLR191W	augustus_masked-flattened_line_73-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-flattened_line_73-processed-gene-0.5&CDS=1-1140
2538	OG0002538	YLR192C	augustus_masked-flattened_line_63-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-flattened_line_63-processed-gene-0.24&CDS=1-2607
2539	OG0002539	YLR193C	augustus_masked-flattened_line_49-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-flattened_line_49-processed-gene-0.32&CDS=1-522
2540	OG0002540	YLR195C	augustus_masked-flattened_line_257-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-flattened_line_257-processed-gene-0.26&CDS=1-1368
2541	OG0002541	YLR196W	augustus_masked-flattened_line_257-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-flattened_line_257-processed-gene-0.22&CDS=1-1731
2542	OG0002542	YLR197W	augustus_masked-flattened_line_257-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-flattened_line_257-processed-gene-0.20&CDS=1-1509
2543	OG0002543	YLR200W	augustus_masked-flattened_line_49-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-flattened_line_49-processed-gene-0.6&CDS=1-351
2544	OG0002544	YLR201C	augustus_masked-flattened_line_49-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-flattened_line_49-processed-gene-0.30&CDS=1-759
2545	OG0002545	YLR203C	genemark-flattened_line_20-processed-gene-1.200-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-1.200&CDS=1-1269
2546	OG0002546	YLR205C	augustus_masked-flattened_line_49-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-flattened_line_49-processed-gene-0.7&CDS=1-849
2547	OG0002547	YLR207W	augustus_masked-flattened_line_63-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-flattened_line_63-processed-gene-0.47&CDS=1-2334
2548	OG0002548	YLR209C	augustus_masked-flattened_line_63-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-flattened_line_63-processed-gene-0.48&CDS=1-906
2549	OG0002549	YLR210W	augustus_masked-flattened_line_229-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-flattened_line_229-processed-gene-0.39&CDS=1-1665
2550	OG0002550	YLR212C	augustus_masked-flattened_line_129-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-flattened_line_129-processed-gene-0.3&CDS=1-1413
2551	OG0002551	YLR214W	augustus_masked-flattened_line_10-processed-gene-1.140-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.140&CDS=1-2598
2552	OG0002552	YLR215C	augustus_masked-flattened_line_0-processed-gene-2.102-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.102&CDS=1-1068
2553	OG0002553	YLR220W	augustus_masked-flattened_line_119-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-flattened_line_119-processed-gene-0.0&CDS=1-555
2554	OG0002554	YLR221C	augustus_masked-flattened_line_75-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-flattened_line_75-processed-gene-0.52&CDS=1-546
2555	OG0002555	YLR222C	augustus_masked-flattened_line_2-processed-gene-2.97-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.97&CDS=1-2385
2556	OG0002556	YLR223C	augustus_masked-flattened_line_2-processed-gene-2.99-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.99&CDS=1-1917
2557	OG0002557	YLR228C	augustus_masked-flattened_line_249-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-flattened_line_249-processed-gene-0.71&CDS=1-1845
2558	OG0002558	YLR229C	augustus_masked-flattened_line_249-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-flattened_line_249-processed-gene-0.73&CDS=1-573
2559	OG0002559	YLR231C	augustus_masked-flattened_line_51-processed-gene-0.155-mRNA-1_1&gene=augustus_masked-flattened_line_51-processed-gene-0.155&CDS=1-1377
2560	OG0002560	YLR234W	augustus_masked-flattened_line_51-processed-gene-0.186-mRNA-1_1&gene=augustus_masked-flattened_line_51-processed-gene-0.186&CDS=1-1863
2561	OG0002561	YLR239C	augustus_masked-flattened_line_161-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-flattened_line_161-processed-gene-0.23&CDS=1-912
2562	OG0002562	YLR240W	augustus_masked-flattened_line_51-processed-gene-0.189-mRNA-1_1&gene=augustus_masked-flattened_line_51-processed-gene-0.189&CDS=1-2472
2563	OG0002563	YLR241W	augustus_masked-flattened_line_51-processed-gene-0.157-mRNA-1_1&gene=augustus_masked-flattened_line_51-processed-gene-0.157&CDS=1-2529
2564	OG0002564	YLR242C	augustus_masked-flattened_line_51-processed-gene-0.185-mRNA-1_1&gene=augustus_masked-flattened_line_51-processed-gene-0.185&CDS=1-2457
2565	OG0002565	YLR243W	augustus_masked-flattened_line_161-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-flattened_line_161-processed-gene-0.3&CDS=1-816
2566	OG0002566	YLR244C	augustus_masked-flattened_line_161-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-flattened_line_161-processed-gene-0.19&CDS=1-1110
2567	OG0002567	YLR245C	maker-flattened_line_161-augustus-gene-0.39-mRNA-1_1&gene=maker-flattened_line_161-augustus-gene-0.39&CDS=1-447
2568	OG0002568	YLR246W	augustus_masked-flattened_line_161-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-flattened_line_161-processed-gene-0.11&CDS=1-1155
2569	OG0002569	YLR247C	augustus_masked-flattened_line_79-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-flattened_line_79-processed-gene-0.7&CDS=1-4941
2570	OG0002570	YLR248W	augustus_masked-flattened_line_79-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-flattened_line_79-processed-gene-0.25&CDS=1-1617
2571	OG0002571	YLR251W	augustus_masked-flattened_line_14-processed-gene-1.183-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.183&CDS=1-615
2572	OG0002572	YLR253W	augustus_masked-flattened_line_177-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-flattened_line_177-processed-gene-0.68&CDS=1-1698
2573	OG0002573	YLR259C	maker-flattened_line_121-snap-gene-0.108-mRNA-1_1&gene=maker-flattened_line_121-snap-gene-0.108&CDS=1-1710
2574	OG0002574	YLR262C	maker-flattened_line_121-augustus-gene-0.32-mRNA-1_1&gene=maker-flattened_line_121-augustus-gene-0.32&CDS=1-618
2575	OG0002575	YLR262C-A	snap_masked-flattened_line_121-processed-gene-0.39-mRNA-1_1&gene=snap_masked-flattened_line_121-processed-gene-0.39&CDS=1-192
2576	OG0002576	YLR271W	augustus_masked-flattened_line_109-processed-gene-0.134-mRNA-1_1&gene=augustus_masked-flattened_line_109-processed-gene-0.134&CDS=1-1200
2577	OG0002577	YLR272C	maker-flattened_line_109-augustus-gene-0.6-mRNA-1_1&gene=maker-flattened_line_109-augustus-gene-0.6&CDS=1-3429
2578	OG0002578	YLR274W	augustus_masked-flattened_line_65-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-flattened_line_65-processed-gene-0.57&CDS=1-2163
2579	OG0002579	YLR275W	augustus_masked-flattened_line_65-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-flattened_line_65-processed-gene-0.56&CDS=1-345
2580	OG0002580	YLR276C	augustus_masked-flattened_line_41-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-flattened_line_41-processed-gene-0.1&CDS=1-1833
2581	OG0002581	YLR277C	augustus_masked-flattened_line_65-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-flattened_line_65-processed-gene-0.41&CDS=1-2184
2582	OG0002582	YLR278C	augustus_masked-flattened_line_65-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-flattened_line_65-processed-gene-0.43&CDS=1-2481
2583	OG0002583	YLR281C	augustus_masked-flattened_line_65-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-flattened_line_65-processed-gene-0.42&CDS=1-531
2584	OG0002584	YLR283W	augustus_masked-flattened_line_195-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-flattened_line_195-processed-gene-0.63&CDS=1-1050
2585	OG0002585	YLR284C	snap_masked-flattened_line_195-processed-gene-0.5-mRNA-1_1&gene=snap_masked-flattened_line_195-processed-gene-0.5&CDS=1-807
2586	OG0002586	YLR285W	augustus_masked-flattened_line_81-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-flattened_line_81-processed-gene-0.11&CDS=1-753
2587	OG0002587	YLR286C	augustus_masked-flattened_line_20-processed-gene-1.114-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-1.114&CDS=1-2391
2588	OG0002588	YLR289W	augustus_masked-flattened_line_65-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-flattened_line_65-processed-gene-0.55&CDS=1-2940
2589	OG0002589	YLR290C	augustus_masked-flattened_line_41-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-flattened_line_41-processed-gene-0.30&CDS=1-807
2590	OG0002590	YLR291C	maker-flattened_line_65-augustus-gene-0.36-mRNA-1_1&gene=maker-flattened_line_65-augustus-gene-0.36&CDS=1-1998
2591	OG0002591	YLR292C	augustus_masked-flattened_line_57-processed-gene-0.162-mRNA-1_1&gene=augustus_masked-flattened_line_57-processed-gene-0.162&CDS=1-603
2592	OG0002592	YLR293C	augustus_masked-flattened_line_16-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-0.97&CDS=1-642
2593	OG0002593	YLR298C	augustus_masked-flattened_line_16-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-0.96&CDS=1-342
2594	OG0002594	YLR303W	augustus_masked-flattened_line_83-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-flattened_line_83-processed-gene-0.16&CDS=1-1317
2595	OG0002595	YLR304C	augustus_masked-flattened_line_151-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-flattened_line_151-processed-gene-0.41&CDS=1-2343
2596	OG0002596	YLR305C	augustus_masked-flattened_line_137-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-flattened_line_137-processed-gene-0.89&CDS=1-5784
2597	OG0002597	YLR306W	snap_masked-flattened_line_4-processed-gene-1.109-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-1.109&CDS=1-726
2598	OG0002598	YLR308W	augustus_masked-flattened_line_131-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-flattened_line_131-processed-gene-0.5&CDS=1-954
2599	OG0002599	YLR309C	augustus_masked-flattened_line_69-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-flattened_line_69-processed-gene-0.32&CDS=1-3312
2600	OG0002600	YLR310C	augustus_masked-flattened_line_69-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-flattened_line_69-processed-gene-0.33&CDS=1-3798
2601	OG0002601	YLR312W-A	augustus_masked-flattened_line_2-processed-gene-2.107-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.107&CDS=1-684
2602	OG0002602	YLR314C	augustus_masked-flattened_line_75-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-flattened_line_75-processed-gene-0.78&CDS=1-1356
2603	OG0002603	YLR316C	maker-flattened_line_4-augustus-gene-1.125-mRNA-1_1&gene=maker-flattened_line_4-augustus-gene-1.125&CDS=1-933
2604	OG0002604	YLR318W	snap_masked-flattened_line_4-processed-gene-1.91-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-1.91&CDS=1-2604
2605	OG0002605	YLR321C	augustus_masked-flattened_line_4-processed-gene-1.8-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-1.8&CDS=1-1047
2606	OG0002606	YLR323C	augustus_masked-flattened_line_14-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-0.67&CDS=1-531
2607	OG0002607	YLR324W	snap_masked-flattened_line_14-processed-gene-0.18-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-0.18&CDS=1-1305
2608	OG0002608	YLR325C	snap_masked-flattened_line_14-processed-gene-0.19-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-0.19&CDS=1-234
2609	OG0002609	YLR326W	augustus_masked-flattened_line_14-processed-gene-1.154-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.154&CDS=1-630
2610	OG0002610	YLR330W	augustus_masked-flattened_line_4-processed-gene-2.191-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-2.191&CDS=1-1455
2611	OG0002611	YLR336C	augustus_masked-flattened_line_12-processed-gene-1.214-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.214&CDS=1-2913
2612	OG0002612	YLR337C	augustus_masked-flattened_line_131-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-flattened_line_131-processed-gene-0.31&CDS=1-2355
2613	OG0002613	YLR340W	augustus_masked-flattened_line_12-processed-gene-1.183-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.183&CDS=1-939
2614	OG0002614	YLR343W	augustus_masked-flattened_line_165-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-flattened_line_165-processed-gene-0.1&CDS=1-1716
2615	OG0002615	YLR345W	augustus_masked-flattened_line_165-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-flattened_line_165-processed-gene-0.3&CDS=1-1599
2616	OG0002616	YLR347C	augustus_masked-flattened_line_165-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-flattened_line_165-processed-gene-0.12&CDS=1-2607
2617	OG0002617	YLR348C	augustus_masked-flattened_line_55-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-flattened_line_55-processed-gene-0.29&CDS=1-891
2618	OG0002618	YLR352W	augustus_masked-flattened_line_105-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-flattened_line_105-processed-gene-0.92&CDS=1-1650
2619	OG0002619	YLR354C	augustus_masked-flattened_line_30-processed-gene-0.216-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-0.216&CDS=1-972
2620	OG0002620	YLR355C	augustus_masked-flattened_line_30-processed-gene-0.213-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-0.213&CDS=1-1197
2621	OG0002621	YLR359W	augustus_masked-flattened_line_283-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-flattened_line_283-processed-gene-0.5&CDS=1-1446
2622	OG0002622	YLR361C	snap_masked-flattened_line_35-processed-gene-0.18-mRNA-1_1&gene=snap_masked-flattened_line_35-processed-gene-0.18&CDS=1-1809
2623	OG0002623	YLR362W	maker-flattened_line_35-snap-gene-0.157-mRNA-1_1&gene=maker-flattened_line_35-snap-gene-0.157&CDS=1-2181
2624	OG0002624	YLR363C	augustus_masked-flattened_line_113-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-flattened_line_113-processed-gene-0.61&CDS=1-1044
2625	OG0002625	YLR363W-A	augustus_masked-flattened_line_281-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-flattened_line_281-processed-gene-0.40&CDS=1-270
2626	OG0002626	YLR364W	augustus_masked-flattened_line_383-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-flattened_line_383-processed-gene-0.1&CDS=1-330
2627	OG0002627	YLR370C	maker-flattened_line_49-augustus-gene-0.128-mRNA-1_1&gene=maker-flattened_line_49-augustus-gene-0.128&CDS=1-531
2628	OG0002628	YLR372W	augustus_masked-flattened_line_159-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-flattened_line_159-processed-gene-0.85&CDS=1-984
2629	OG0002629	YLR377C	augustus_masked-flattened_line_173-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-flattened_line_173-processed-gene-0.27&CDS=1-1023
2630	OG0002630	YLR378C	snap_masked-flattened_line_173-processed-gene-0.50-mRNA-1_1&gene=snap_masked-flattened_line_173-processed-gene-0.50&CDS=1-1431
2631	OG0002631	YLR380W	augustus_masked-flattened_line_57-processed-gene-0.129-mRNA-1_1&gene=augustus_masked-flattened_line_57-processed-gene-0.129&CDS=1-1638
2632	OG0002632	YLR382C	snap_masked-flattened_line_57-processed-gene-0.69-mRNA-1_1&gene=snap_masked-flattened_line_57-processed-gene-0.69&CDS=1-2715
2633	OG0002633	YLR383W	maker-flattened_line_57-augustus-gene-0.116-mRNA-1_1&gene=maker-flattened_line_57-augustus-gene-0.116&CDS=1-3345
2634	OG0002634	YLR384C	augustus_masked-flattened_line_67-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-flattened_line_67-processed-gene-0.8&CDS=1-3954
2635	OG0002635	YLR386W	maker-flattened_line_323-augustus-gene-0.24-mRNA-1_1&gene=maker-flattened_line_323-augustus-gene-0.24&CDS=1-2631
2636	OG0002636	YLR390W	maker-flattened_line_57-snap-gene-0.1-mRNA-1_1&gene=maker-flattened_line_57-snap-gene-0.1&CDS=1-297
2637	OG0002637	YLR393W	snap_masked-flattened_line_28-processed-gene-0.141-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-0.141&CDS=1-900
2638	OG0002638	YLR395C	augustus_masked-flattened_line_67-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-flattened_line_67-processed-gene-0.24&CDS=1-219
2639	OG0002639	YLR396C	maker-flattened_line_67-augustus-gene-0.139-mRNA-1_1&gene=maker-flattened_line_67-augustus-gene-0.139&CDS=1-2073
2640	OG0002640	YLR397C	augustus_masked-flattened_line_57-processed-gene-0.156-mRNA-1_1&gene=augustus_masked-flattened_line_57-processed-gene-0.156&CDS=1-3984
2641	OG0002641	YLR398C	augustus_masked-flattened_line_57-processed-gene-0.157-mRNA-1_1&gene=augustus_masked-flattened_line_57-processed-gene-0.157&CDS=1-3774
2642	OG0002642	YLR399C	augustus_masked-flattened_line_65-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-flattened_line_65-processed-gene-0.68&CDS=1-2028
2643	OG0002643	YLR401C	augustus_masked-flattened_line_103-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-flattened_line_103-processed-gene-0.81&CDS=1-1863
2644	OG0002644	YLR403W	augustus_masked-flattened_line_103-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-flattened_line_103-processed-gene-0.94&CDS=1-1095
2645	OG0002645	YLR405W	augustus_masked-flattened_line_103-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-flattened_line_103-processed-gene-0.68&CDS=1-1047
2646	OG0002646	YLR407W	augustus_masked-flattened_line_103-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-flattened_line_103-processed-gene-0.70&CDS=1-861
2647	OG0002647	YLR409C	augustus_masked-flattened_line_103-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-flattened_line_103-processed-gene-0.84&CDS=1-2796
2648	OG0002648	YLR410W	augustus_masked-flattened_line_103-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-flattened_line_103-processed-gene-0.72&CDS=1-3126
2649	OG0002649	YLR412W	augustus_masked-flattened_line_103-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-flattened_line_103-processed-gene-0.73&CDS=1-804
2650	OG0002650	YLR414C	augustus_masked-flattened_line_16-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-0.93&CDS=1-885
2651	OG0002651	YLR417W	augustus_masked-flattened_line_65-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-flattened_line_65-processed-gene-0.65&CDS=1-1812
2652	OG0002652	YLR419W	augustus_masked-flattened_line_97-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-flattened_line_97-processed-gene-0.71&CDS=1-4110
2653	OG0002653	YLR420W	maker-flattened_line_87-augustus-gene-0.53-mRNA-1_1&gene=maker-flattened_line_87-augustus-gene-0.53&CDS=1-1086
2654	OG0002654	YLR421C	maker-flattened_line_14-augustus-gene-1.147-mRNA-1_1&gene=maker-flattened_line_14-augustus-gene-1.147&CDS=1-768
2655	OG0002655	YLR422W	augustus_masked-flattened_line_10-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-0.79&CDS=1-5664
2656	OG0002656	YLR423C	augustus_masked-flattened_line_207-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-flattened_line_207-processed-gene-0.58&CDS=1-1269
