	OrthologID	Aspergillus_nidulans	Saccharomyces_cerevisiae
1919	OG0001919	AN5346	YBR110W
1920	OG0001920	AN10497	YEL032W
1921	OG0001921	AN4449	YER094C
1922	OG0001922	AN1560	YMR001C
1923	OG0001923	AN0270	YEL029C
1924	OG0001924	AN3118	YDR386W
1925	OG0001925	AN5497	YDR487C
1926	OG0001926	AN11802	YGL047W
1927	OG0001927	AN0665	YIL076W
1928	OG0001928	AN9406	YDR120C
1929	OG0001929	AN5872	YGR253C
1930	OG0001930	AN10778	YFL016C
1931	OG0001931	AN0727	YDR473C
1932	OG0001932	AN11699	YOR252W
1933	OG0001933	AN10806	YDL001W
1934	OG0001934	AN4386	YLR253W
1935	OG0001935	AN2499	YKL110C
1936	OG0001936	AN1999	YOL096C
1937	OG0001937	AN11071	YOR057W
1938	OG0001938	AN10718	YOL143C
1939	OG0001939	AN0429	YHR005C-A
1940	OG0001940	AN10568	YGL080W
1941	OG0001941	AN10030	YEL060C
1942	OG0001942	AN4947	YPR183W
1943	OG0001943	AN7487	YLR229C
1944	OG0001944	AN9486	YOR196C
1945	OG0001945	AN4159	YPR035W
1946	OG0001946	AN4499	YJL041W
1947	OG0001947	AN0138	YPR056W
1948	OG0001948	AN2266	YLR148W
1949	OG0001949	AN7108	YGR205W
1950	OG0001950	AN4832	YPL166W
1951	OG0001951	AN6568	YDR257C
1952	OG0001952	AN5738	YBL013W
1953	OG0001953	AN4014	YDR484W
1954	OG0001954	AN3003	YLR073C
1955	OG0001955	AN5861	YBR159W
1956	OG0001956	AN4652	YNL177C
1957	OG0001957	AN0329	YGR048W
1958	OG0001958	AN2860	YMR318C
1959	OG0001959	AN7743	YKL178C
1960	OG0001960	AN7436	YCL043C
1961	OG0001961	AN2306	YEL024W
1962	OG0001962	AN8293	YLR409C
1963	OG0001963	AN4956	YMR108W
1964	OG0001964	AN0809	YDL140C
1965	OG0001965	AN4235	YCR044C
1966	OG0001966	AN3728	YMR296C
1967	OG0001967	AN0259	YER170W
1968	OG0001968	AN6598	YJL207C
1969	OG0001969	AN4863	YLL009C
1970	OG0001970	AN6610	YGR036C
1971	OG0001971	AN6270	YHR151C
1972	OG0001972	AN4603	YIR027C
1973	OG0001973	AN3034	YIL070C
1974	OG0001974	AN1296	YJL087C
1975	OG0001975	AN3691	YER047C
1976	OG0001976	AN7681	YDR005C
1977	OG0001977	AN3167	YOR310C
1978	OG0001978	AN0084	YDR002W
1979	OG0001979	AN1935	YOR367W
1980	OG0001980	AN5982	YKL203C
1981	OG0001981	AN4670	YLR055C
1982	OG0001982	AN7626	YKR090W
1983	OG0001983	AN0237	YKL014C
1984	OG0001984	AN2965	YGL003C
1985	OG0001985	AN5804	YOR022C
1986	OG0001986	AN10781	YER112W
1987	OG0001987	AN6351	YDL113C
1988	OG0001988	AN10350	YPR097W
1989	OG0001989	AN6506	YLR056W
1990	OG0001990	AN4927	YLR295C
1991	OG0001991	AN2223	YJL102W
1992	OG0001992	AN0317	YBL047C
1993	OG0001993	AN8831	YCR009C
1994	OG0001994	AN3001	YPR106W
1995	OG0001995	AN0646	YMR080C
1996	OG0001996	AN3080	YHR098C
1997	OG0001997	AN0960	YAL034W-A
1998	OG0001998	AN3941	YMR036C
1999	OG0001999	AN4648	YMR093W
2000	OG0002000	AN3745	YOR294W
2001	OG0002001	AN3104	YIR029W
2002	OG0002002	AN4376	YOR375C
2003	OG0002003	AN5797	YLR410W
2004	OG0002004	AN7424	YGL078C
2005	OG0002005	AN11859	YPR140W
2006	OG0002006	AN5516	YIL072W
2007	OG0002007	AN10281	YGR123C
2008	OG0002008	AN0818	YLR401C
2009	OG0002009	AN1983	YDR398W
2010	OG0002010	AN2299	YNL237W
2011	OG0002011	AN9497	YKL033W-A
2012	OG0002012	AN4876	YDR080W
2013	OG0002013	AN1771	YMR065W
2014	OG0002014	AN0346	YBR192W
2015	OG0002015	AN2120	YER110C
2016	OG0002016	AN4789	YPL167C
2017	OG0002017	AN0874	YKR002W
2018	OG0002018	AN11055	YBL058W
2019	OG0002019	AN3646	YDR152W
2020	OG0002020	AN2081	YGL164C
2021	OG0002021	AN6490	YLR209C
2022	OG0002022	AN4034	YBL021C
2023	OG0002023	AN4087	YNL178W
2024	OG0002024	AN0192	YOR224C
2025	OG0002025	AN10465	YPL246C
2026	OG0002026	AN4894	YBR081C
2027	OG0002027	AN7674	YER002W
2028	OG0002028	AN5121	YOR261C
2029	OG0002029	AN0502	YPL207W
2030	OG0002030	AN3224	YER022W
2031	OG0002031	AN10837	YMR300C
2032	OG0002032	AN3708	YDL125C
2033	OG0002033	AN4290	YPR118W
2034	OG0002034	AN1181	YNL142W
2035	OG0002035	AN10865	YDR339C
2036	OG0002036	AN5633	YOL122C
2037	OG0002037	AN10316	YOR116C
2038	OG0002038	AN3177	YOR311C
2039	OG0002039	AN6988	YGL048C
2040	OG0002040	AN11126	YBR042C
2041	OG0002041	AN7103	YJR035W
2042	OG0002042	AN3999	YGL141W
2043	OG0002043	AN0589	YJL033W
2044	OG0002044	AN6896	YJL090C
2045	OG0002045	AN8173	YCR059C
2046	OG0002046	AN1420	YMR140W
2047	OG0002047	AN2284	YDR232W
2048	OG0002048	AN6503	YOR113W
2049	OG0002049	AN5656	YBR043C
2050	OG0002050	AN5216	YGR258C
2051	OG0002051	AN2315	YJR121W
2052	OG0002052	AN5592	YAL041W
2053	OG0002053	AN8056	YDR325W
2054	OG0002054	AN1165	YBR265W
2055	OG0002055	AN2871	YKL054C
2056	OG0002056	AN1757	YGR135W
2057	OG0002057	AN7757	YDR150W
2058	OG0002058	AN4713	YNL217W
2059	OG0002059	AN0911	YGL240W
2060	OG0002060	AN4585	YIL038C
2061	OG0002061	AN3869	YMR208W
2062	OG0002062	AN1488	YOL013C
2063	OG0002063	AN4733	YIL047C
2064	OG0002064	AN8785	YPR021C
2065	OG0002065	AN0594	YIL129C
2066	OG0002066	AN6243	YJL106W
2067	OG0002067	AN1179	YBR105C
2068	OG0002068	AN5912	YBR164C
2069	OG0002069	AN0689	YMR280C
2070	OG0002070	AN1393	YCR003W
2071	OG0002071	AN1636	YGR076C
2072	OG0002072	AN7029	YEL052W
2073	OG0002073	AN4065	YNL308C
2074	OG0002074	AN0629	YIR038C
2075	OG0002075	AN11230	YDR115W
2076	OG0002076	AN5495	YOR339C
2077	OG0002077	AN1117	YGR284C
2078	OG0002078	AN4965	YCR093W
2079	OG0002079	AN8180	YAL032C
2080	OG0002080	AN2052	YLR188W
2081	OG0002081	AN1668	YDR460W
2082	OG0002082	AN2069	YNL111C
2083	OG0002083	AN1207	YML065W
2084	OG0002084	AN5452	YML049C
2085	OG0002085	AN5174	YPL149W
2086	OG0002086	AN10237	YLL027W
2087	OG0002087	AN4414	YNR043W
2088	OG0002088	AN7184	YGL174W
2089	OG0002089	AN5521	YLR045C
2090	OG0002090	AN6334	YPL217C
2091	OG0002091	AN11131	YKL160W
2092	OG0002092	AN0104	YBL082C
2093	OG0002093	AN2693	YHR040W
2094	OG0002094	AN7325	YDL102W
2095	OG0002095	AN10871	YJL003W
2096	OG0002096	AN4559	YLR008C
2097	OG0002097	AN3014	YPR189W
2098	OG0002098	AN5770	YFR041C
2099	OG0002099	AN1986	YDL120W
2100	OG0002100	AN6643	YGR286C
2101	OG0002101	AN10055	YOL077C
2102	OG0002102	AN8035	YGL073W
2103	OG0002103	AN9467	YOR014W
2104	OG0002104	AN0302	YBR007C
2105	OG0002105	AN4457	YER012W
2106	OG0002106	AN2071	YNR006W
2107	OG0002107	AN0762	YKL179C
2108	OG0002108	AN1017	YLR113W
2109	OG0002109	AN4769	YJR010W
2110	OG0002110	AN4202	YIL133C
2111	OG0002111	AN8782	YJL068C
2112	OG0002112	AN0066	YKL120W
2113	OG0002113	AN4492	YFR004W
2114	OG0002114	AN5717	YMR308C
2115	OG0002115	AN8847	YDR183W
2116	OG0002116	AN3716	YDR427W
2117	OG0002117	AN2301	YJL189W
2118	OG0002118	AN11065	YHR072W
2119	OG0002119	AN10823	YIL134W
2120	OG0002120	AN6702	YFL025C
2121	OG0002121	AN4483	YLR248W
2122	OG0002122	AN10266	YKL210W
2123	OG0002123	AN10298	YOR184W
2124	OG0002124	AN1915	YER141W
2125	OG0002125	AN7632	YDL168W
2126	OG0002126	AN4977	YOR356W
2127	OG0002127	AN2412	YOL016C
2128	OG0002128	AN6864	YGR083C
2129	OG0002129	AN0827	YJL091C
2130	OG0002130	AN5803	YDR129C
2131	OG0002131	AN10002	YJL039C
2132	OG0002132	AN11776	YOL114C
2133	OG0002133	AN0891	YLR014C
2134	OG0002134	AN3155	YOR087W
2135	OG0002135	AN6707	YDR332W
2136	OG0002136	AN6257	YDL195W
2137	OG0002137	AN2525	YKL218C
2138	OG0002138	AN11910	YML036W
2139	OG0002139	AN3757	YNL320W
2140	OG0002140	AN11128	YOL145C
2141	OG0002141	AN1064	YGR119C
2142	OG0002142	AN6162	YDR410C
2143	OG0002143	AN2918	YDL143W
2144	OG0002144	AN8075	YHR068W
2145	OG0002145	AN4757	YDR204W
2146	OG0002146	AN3918	YBR286W
2147	OG0002147	AN11978	YPR063C
2148	OG0002148	AN0089	YML001W
2149	OG0002149	AN2076	YPR185W
2150	OG0002150	AN10516	YJR090C
2151	OG0002151	AN5679	YER146W
2152	OG0002152	AN6973	YGR060W
2153	OG0002153	AN4305	YKL088W
2154	OG0002154	AN5768	YKL051W
2155	OG0002155	AN7361	YOL033W
2156	OG0002156	AN10282	YMR027W
2157	OG0002157	AN1522	YGL010W
2158	OG0002158	AN7734	YJR060W
2159	OG0002159	AN9077	YDR334W
2160	OG0002160	AN3920	YER014W
2161	OG0002161	AN1753	YER004W
2162	OG0002162	AN10618	YJL010C
2163	OG0002163	AN0164	YNR032W
2164	OG0002164	AN4271	YJR052W
2165	OG0002165	AN4570	YGL244W
2166	OG0002166	AN2752	YOR099W
2167	OG0002167	AN10963	YBL026W
2168	OG0002168	AN4993	YPR051W
2169	OG0002169	AN3412	YLR251W
2170	OG0002170	AN0918	YMR272C
2171	OG0002171	AN1164	YDL153C
2172	OG0002172	AN0794	YMR236W
2173	OG0002173	AN0692	YGR210C
2174	OG0002174	AN7630	YIR012W
2175	OG0002175	AN1377	YML104C
2176	OG0002176	AN7715	YPL227C
2177	OG0002177	AN11932	YDR313C
2178	OG0002178	AN3459	YFR044C
2179	OG0002179	AN3675	YEL009C
2180	OG0002180	AN11770	YMR071C
2181	OG0002181	AN2181	YKL058W
2182	OG0002182	AN2850	YPL138C
2183	OG0002183	AN5136	YDR512C
2184	OG0002184	AN1711	YHR170W
2185	OG0002185	AN7304	YHR002W
2186	OG0002186	AN4462	YBR218C
2187	OG0002187	AN6223	YDR308C
2188	OG0002188	AN3384	YLL063C
2189	OG0002189	AN5013	YLR107W
2190	OG0002190	AN5341	YDR373W
2191	OG0002191	AN1508	YLR132C
2192	OG0002192	AN1231	YCR014C
2193	OG0002193	AN11059	YLR286C
2194	OG0002194	AN10584	YER048W-A
2195	OG0002195	AN5166	YBR029C
2196	OG0002196	AN10184	YGL203C
2197	OG0002197	AN7554	YER049W
2198	OG0002198	AN3370	YJR013W
2199	OG0002199	AN1272	YOR039W
2200	OG0002200	AN4865	YGR159C
2201	OG0002201	AN1335	YNL006W
2202	OG0002202	AN1775	YHR188C
2203	OG0002203	AN3583	YNL238W
2204	OG0002204	AN1148	YDR452W
2205	OG0002205	AN4697	YDR459C
2206	OG0002206	AN2011	YMR162C
2207	OG0002207	AN10557	YOR204W
2208	OG0002208	AN5893	YLR452C
2209	OG0002209	AN1973	YMR197C
2210	OG0002210	AN0312	YKL125W
2211	OG0002211	AN4987	YIL033C
2212	OG0002212	AN1445	YIL110W
2213	OG0002213	AN4043	YPL243W
2214	OG0002214	AN6346	YJR016C
2215	OG0002215	AN9526	YLR026C
2216	OG0002216	AN11135	YNL316C
2217	OG0002217	AN4346	YNL110C
2218	OG0002218	AN0637	YNR038W
2219	OG0002219	AN6074	YGL044C
2220	OG0002220	AN2296	YLR176C
2221	OG0002221	AN10934	YNL326C
2222	OG0002222	AN2848	YPR082C
2223	OG0002223	AN1950	YAL053W
2224	OG0002224	AN4165	YML012W
2225	OG0002225	AN12017	YJL012C
2226	OG0002226	AN8247	YPR143W
2227	OG0002227	AN5512	YER134C
2228	OG0002228	AN5156	YOL001W
2229	OG0002229	AN3944	YEL055C
2230	OG0002230	AN4469	YOR272W
2231	OG0002231	AN7659	YOR046C
2232	OG0002232	AN6364	YJL074C
2233	OG0002233	AN1002	YDR166C
2234	OG0002234	AN4310	YGR233C
2235	OG0002235	AN1022	YDL183C
2236	OG0002236	AN4399	YDL064W
2237	OG0002237	AN1066	YNR018W
2238	OG0002238	AN9106	YDR058C
2239	OG0002239	AN10754	YIL063C
2240	OG0002240	AN0931	YJL128C
2241	OG0002241	AN2048	YOL018C
2242	OG0002242	AN5868	YLR242C
2243	OG0002243	AN4830	YIL083C
2244	OG0002244	AN7499	YDR180W
2245	OG0002245	AN1883	YOL058W
2246	OG0002246	AN3470	YNL223W
2247	OG0002247	AN4842	YBR037C
2248	OG0002248	AN8258	YMR022W
2249	OG0002249	AN6614	YIL048W
2250	OG0002250	AN0978	YOR260W
2251	OG0002251	AN7747	YPR147C
2252	OG0002252	AN6893	YEL015W
2253	OG0002253	AN5759	YPL150W
2254	OG0002254	AN8876	YER173W
2255	OG0002255	AN9340	YPR026W
2256	OG0002256	AN3751	YJR098C
2257	OG0002257	AN0133	YGL120C
2258	OG0002258	AN10677	YGL163C
2259	OG0002259	AN10804	YJL059W
2260	OG0002260	AN2520	YFL026W
2261	OG0002261	AN4803	YBR189W
2262	OG0002262	AN9469	YOR150W
2263	OG0002263	AN2734	YLR340W
2264	OG0002264	AN9090	YHR086W
2265	OG0002265	AN0239	YCR032W
2266	OG0002266	AN1093	YOR211C
2267	OG0002267	AN2946	YHR028C
2268	OG0002268	AN6179	YDR139C
2269	OG0002269	AN3588	YNR030W
2270	OG0002270	AN2867	YMR105C
2271	OG0002271	AN2327	YHR111W
2272	OG0002272	AN8836	YNL298W
2273	OG0002273	AN2268	YDR237W
2274	OG0002274	AN10724	YNL044W
2275	OG0002275	AN1700	YIL075C
2276	OG0002276	AN5998	YHR207C
2277	OG0002277	AN1694	YGR277C
2278	OG0002278	AN9408	YKL182W
2279	OG0002279	AN3170	YFL001W
2280	OG0002280	AN10709	YKL104C
2281	OG0002281	AN12205	YLR104W
2282	OG0002282	AN10195	YGR094W
2283	OG0002283	AN6374	YLR276C
2284	OG0002284	AN5677	YFL047W
2285	OG0002285	AN4983	YDR051C
2286	OG0002286	AN5194	YCR011C
2287	OG0002287	AN1177	YDR238C
2288	OG0002288	AN12344	YOL026C
2289	OG0002289	AN10711	YFL046W
2290	OG0002290	AN1990	YDL131W
2291	OG0002291	AN10164	YNL016W
2292	OG0002292	AN7047	YGR028W
2293	OG0002293	AN3954	YHR183W
2294	OG0002294	AN3922	YGR183C
2295	OG0002295	AN6853	YNL231C
2296	OG0002296	AN8828	YML077W
2297	OG0002297	AN1324	YLR319C
2298	OG0002298	AN11778	YIL162W
2299	OG0002299	AN1968	YDL015C
2300	OG0002300	AN4853	YMR063W
2301	OG0002301	AN6825	YDR472W
2302	OG0002302	AN1733	YHR037W
2303	OG0002303	AN1662	YPL225W
2304	OG0002304	AN7007	YNL273W
2305	OG0002305	AN0453	YNL289W
2306	OG0002306	AN10455	YOR278W
2307	OG0002307	AN3067	YNL262W
2308	OG0002308	AN8854	YJR001W
2309	OG0002309	AN12437	YBR261C
2310	OG0002310	AN2961	YJR141W
2311	OG0002311	AN7766	YDR090C
2312	OG0002312	AN1779	YDR052C
2313	OG0002313	AN10416	YGL103W
2314	OG0002314	AN6982	YER075C
2315	OG0002315	AN0990	YLR277C
2316	OG0002316	AN6369	YOL075C
2317	OG0002317	AN7701	YPL013C
2318	OG0002318	AN6677	YDR469W
2319	OG0002319	AN0490	YBL039C
2320	OG0002320	AN6119	YHR132C
2321	OG0002321	AN5725	YNL048W
2322	OG0002322	AN0072	YNL292W
2323	OG0002323	AN2757	YPR091C
2324	OG0002324	AN6636	YHR039C
2325	OG0002325	AN6900	YDR050C
2326	OG0002326	AN3760	YCR087C-A
2327	OG0002327	AN7422	YBR058C
2328	OG0002328	AN6288	YIL106W
2329	OG0002329	AN4908	YMR012W
2330	OG0002330	AN0579	YPL117C
2331	OG0002331	AN7755	YLR323C
2332	OG0002332	AN1271	YDR428C
2333	OG0002333	AN7679	YML067C
2334	OG0002334	AN4416	YOR036W
2335	OG0002335	AN0648	YKL211C
2336	OG0002336	AN5009	YPL190C
2337	OG0002337	AN6142	YPL178W
2338	OG0002338	AN6515	YOR164C
2339	OG0002339	AN0407	YGR047C
2340	OG0002340	AN5785	YOR145C
2341	OG0002341	AN10828	YNL070W
2342	OG0002342	AN6685	YLR084C
2343	OG0002343	AN3946	YGR188C
2344	OG0002344	AN4351	YOR275C
2345	OG0002345	AN4707	YJR050W
2346	OG0002346	AN2313	YDR393W
2347	OG0002347	AN3932	YPR103W
2348	OG0002348	AN11730	YJR074W
2349	OG0002349	AN0913	YPR113W
2350	OG0002350	AN4991	YKL004W
2351	OG0002351	AN6920	YKL041W
2352	OG0002352	AN3702	YPL160W
2353	OG0002353	AN10150	YGR282C
2354	OG0002354	AN5600	YBR002C
2355	OG0002355	AN5102	YGL207W
2356	OG0002356	AN12304	YNR032C-A
2357	OG0002357	AN2087	YMR190C
2358	OG0002358	AN0469	YNR013C
2359	OG0002359	AN10611	YGR216C
2360	OG0002360	AN12203	YLR105C
2361	OG0002361	AN6631	YKL016C
2362	OG0002362	AN7455	YER051W
2363	OG0002363	AN4569	YOR125C
2364	OG0002364	AN6505	YCR084C
2365	OG0002365	AN1634	YDR243C
2366	OG0002366	AN3867	YKL019W
2367	OG0002367	AN10437	YGL221C
2368	OG0002368	AN3806	YGL194C
2369	OG0002369	AN9125	YNR003C
2370	OG0002370	AN4572	YMR130W
2371	OG0002371	AN3363	YBL063W
2372	OG0002372	AN8690	YFR011C
2373	OG0002373	AN11995	YDR302W
2374	OG0002374	AN2983	YOR188W
2375	OG0002375	AN3794	YDR324C
2376	OG0002376	AN1019	YDL132W
2377	OG0002377	AN6612	YAL025C
2378	OG0002378	AN0565	YJL130C
2379	OG0002379	AN10441	YNL041C
2380	OG0002380	AN0123	YDR405W
2381	OG0002381	AN3771	YMR132C
2382	OG0002382	AN11862	YBR137W
2383	OG0002383	AN1209	YGR232W
2384	OG0002384	AN0244	YAL002W
2385	OG0002385	AN3663	YDL119C
2386	OG0002386	AN12167	YNL310C
2387	OG0002387	AN1188	YNL286W
2388	OG0002388	AN10450	YOL124C
2389	OG0002389	AN6508	YMR139W
2390	OG0002390	AN10918	YMR004W
2391	OG0002391	AN10261	YMR123W
2392	OG0002392	AN10564	YBL104C
2393	OG0002393	AN8849	YIL096C
2394	OG0002394	AN2138	YLR419W
2395	OG0002395	AN0044	YLR032W
2396	OG0002396	AN3092	YAL024C
2397	OG0002397	AN6293	YPL133C
2398	OG0002398	AN5951	YGL231C
2399	OG0002399	AN2485	YEL044W
2400	OG0002400	AN6575	YNL039W
2401	OG0002401	AN6325	YGL224C
2402	OG0002402	AN2745	YPR131C
2403	OG0002403	AN5514	YGL251C
2404	OG0002404	AN10088	YKL193C
2405	OG0002405	AN6068	YKL033W
2406	OG0002406	AN1200	YDR060W
2407	OG0002407	AN5215	YPL183C
2408	OG0002408	AN6265	YER082C
2409	OG0002409	AN11224	YMR239C
2410	OG0002410	AN0325	YGR031W
2411	OG0002411	AN3826	YLR459W
2412	OG0002412	AN10139	YDR117C
2413	OG0002413	AN2226	YNL139C
2414	OG0002414	AN2308	YJR040W
2415	OG0002415	AN10622	YKL053C-A
2416	OG0002416	AN4593	YGL110C
2417	OG0002417	AN0472	YLR144C
2418	OG0002418	AN1832	YOL154W
2419	OG0002419	AN12322	YJR110W
2420	OG0002420	AN8605	YDR155C
2421	OG0002421	AN1004	YNL136W
2422	OG0002422	AN6866	YPR060C
2423	OG0002423	AN4547	YNL287W
2424	OG0002424	AN0907	YJL190C
2425	OG0002425	AN2944	YIR023W
2426	OG0002426	AN0128	YOL141W
2427	OG0002427	AN4220	YGL242C
2428	OG0002428	AN7770	YNL202W
2429	OG0002429	AN8276	YNL251C
2430	OG0002430	AN6700	YNL014W
2431	OG0002431	AN6591	YGL238W
2432	OG0002432	AN2926	YER126C
2433	OG0002433	AN9438	YDR435C
2434	OG0002434	AN0118	YKR054C
2435	OG0002435	AN1875	YBR267W
2436	OG0002436	AN6341	YLR429W
2437	OG0002437	AN0745	YDL014W
2438	OG0002438	AN1524	YKR080W
2439	OG0002439	AN2765	YPL127C
2440	OG0002440	AN4684	YKL140W
2441	OG0002441	AN3438	YBL060W
2442	OG0002442	AN6906	YLL036C
2443	OG0002443	AN2852	YIL130W
2444	OG0002444	AN2900	YBL080C
2445	OG0002445	AN5638	YHL013C
2446	OG0002446	AN2303	YOR149C
2447	OG0002447	AN10060	YPR184W
2448	OG0002448	AN4774	YKR069W
2449	OG0002449	AN0999	YNL138W
2450	OG0002450	AN7698	YER118C
2451	OG0002451	AN10429	YNL010W
2452	OG0002452	AN4587	YDL200C
2453	OG0002453	AN5879	YDL046W
2454	OG0002454	AN7721	YLR378C
2455	OG0002455	AN8787	YKL205W
2456	OG0002456	AN7016	YBL037W
2457	OG0002457	AN10944	YMR213W
2458	OG0002458	AN6546	YJR044C
2459	OG0002459	AN1746	YKL010C
2460	OG0002460	AN3576	YDR084C
2461	OG0002461	AN9359	YMR033W
2462	OG0002462	AN7000	YGR244C
2463	OG0002463	AN8842	YNL291C
2464	OG0002464	AN11008	YGR175C
2465	OG0002465	AN3678	YML097C
2466	OG0002466	AN12237	YCR088W
2467	OG0002467	AN7503	YDR365C
2468	OG0002468	AN5378	YEL065W
2469	OG0002469	AN4967	YBR094W
2470	OG0002470	AN8212	YBR228W
2471	OG0002471	AN6734	YOR160W
2472	OG0002472	AN12121	YIL008W
2473	OG0002473	AN0142	YBR251W
2474	OG0002474	AN0664	YPL268W
2475	OG0002475	AN0144	YNR047W
2476	OG0002476	AN10743	YIL041W
2477	OG0002477	AN0111	YDR416W
2478	OG0002478	AN6488	YDR268W
2479	OG0002479	AN0922	YFR051C
2480	OG0002480	AN1403	YGL040C
2481	OG0002481	AN8817	YHL020C
2482	OG0002482	AN2067	YHL007C
2483	OG0002483	AN4892	YMR061W
2484	OG0002484	AN0831	YMR171C
2485	OG0002485	AN10545	YOR043W
2486	OG0002486	AN10239	YBR236C
2487	OG0002487	AN5523	YBR126C
2488	OG0002488	AN1860	YLR290C
2489	OG0002489	AN2143	YIL026C
2490	OG0002490	AN5801	YPR011C
2491	OG0002491	AN7672	YPL050C
2492	OG0002492	AN8810	YHR045W
2493	OG0002493	AN4279	YDL101C
2494	OG0002494	AN4073	YOR369C
2495	OG0002495	AN5597	YFR033C
2496	OG0002496	AN0056	YOR322C
2497	OG0002497	AN3461	YBR291C
2498	OG0002498	AN7994	YLR274W
2499	OG0002499	AN10791	YJL100W
2500	OG0002500	AN6251	YOR163W
2501	OG0002501	AN0687	YPR069C
2502	OG0002502	AN5206	YIL094C
2503	OG0002503	AN0304	YHR134W
2504	OG0002504	AN0423	YHR104W
2505	OG0002505	AN0451	YMR202W
2506	OG0002506	AN1175	YDR087C
2507	OG0002507	AN8194	YDL018C
2508	OG0002508	AN5148	YJR101W
2509	OG0002509	AN8118	YHR051W
2510	OG0002510	AN5746	YGR254W
2511	OG0002511	AN5114	YNL072W
2512	OG0002512	AN5405	YIL101C
2513	OG0002513	AN8121	YGR061C
2514	OG0002514	AN8851	YLR175W
2515	OG0002515	AN1344	YLR291C
2516	OG0002516	AN11252	YJR025C
2517	OG0002517	AN10313	YMR292W
2518	OG0002518	AN7722	YMR062C
2519	OG0002519	AN8274	YMR241W
2520	OG0002520	AN11837	YAL044W-A
2521	OG0002521	AN9393	YJR124C
2522	OG0002522	AN10414	YPL008W
2523	OG0002523	AN4045	YAL009W
2524	OG0002524	AN4233	YHR065C
2525	OG0002525	AN3719	YBL016W
2526	OG0002526	AN2279	YPR028W
2527	OG0002527	AN1295	YCR051W
2528	OG0002528	AN1859	YNL107W
2529	OG0002529	AN5787	YPL115C
2530	OG0002530	AN0183	YMR178W
2531	OG0002531	AN8856	YOL127W
2532	OG0002532	AN4552	YMR106C
2533	OG0002533	AN4915	YOR089C
2534	OG0002534	AN4976	YER148W
2535	OG0002535	AN0685	YLR063W
2536	OG0002536	AN2513	YGR262C
2537	OG0002537	AN5210	YAL038W
2538	OG0002538	AN2262	YKL143W
2539	OG0002539	AN3064	YOR289W
2540	OG0002540	AN1511	YLR191W
2541	OG0002541	AN3712	YAL049C
2542	OG0002542	AN3038	YMR265C
2543	OG0002543	AN1709	YPL097W
2544	OG0002544	AN6191	YNR029C
2545	OG0002545	AN4836	YBR220C
2546	OG0002546	AN0868	YJR019C
2547	OG0002547	AN12485	YGR266W
2548	OG0002548	AN12389	YKL134C
2549	OG0002549	AN5221	YGL093W
2550	OG0002550	AN4719	YLR371W
2551	OG0002551	AN7423	YAR007C
2552	OG0002552	AN3673	YJL179W
2553	OG0002553	AN7049	YKL165C
2554	OG0002554	AN4667	YJR076C
2555	OG0002555	AN6122	YKL175W
2556	OG0002556	AN10722	YOR124C
2557	OG0002557	AN1075	YKL034W
2558	OG0002558	AN1247	YOR292C
2559	OG0002559	AN1652	YER130C
2560	OG0002560	AN4555	YLR234W
2561	OG0002561	AN2938	YLR151C
2562	OG0002562	AN9402	YHR202W
2563	OG0002563	AN5482	YLR293C
2564	OG0002564	AN8256	YNL005C
2565	OG0002565	AN5978	YPL118W
2566	OG0002566	AN1158	YDR293C
2567	OG0002567	AN7145	YBR065C
2568	OG0002568	AN6266	YDL060W
2569	OG0002569	AN8257	YJR100C
2570	OG0002570	AN10849	YDL077C
2571	OG0002571	AN4274	YDR524C
2572	OG0002572	AN2756	YNL243W
2573	OG0002573	AN6269	YPL094C
2574	OG0002574	AN0211	YPL213W
2575	OG0002575	AN4706	YHR023W
2576	OG0002576	AN8672	YER166W
2577	OG0002577	AN1208	YPL151C
2578	OG0002578	AN4745	YBR260C
2579	OG0002579	AN0034	YML070W
2580	OG0002580	AN2771	YDR527W
2581	OG0002581	AN10248	YBL071W-A
2582	OG0002582	AN0200	YLR126C
2583	OG0002583	AN6585	YMR128W
2584	OG0002584	AN1980	YPL249C
2585	OG0002585	AN4409	YJL088W
2586	OG0002586	AN5895	YER136W
2587	OG0002587	AN4723	YPL029W
2588	OG0002588	AN10058	YCR072C
2589	OG0002589	AN11746	YGL130W
2590	OG0002590	AN2062	YJL034W
2591	OG0002591	AN10563	YDR481C
2592	OG0002592	AN2290	YHR084W
2593	OG0002593	AN6977	YMR048W
2594	OG0002594	AN5192	YBR041W
2595	OG0002595	AN12474	YER068W
2596	OG0002596	AN10609	YLR077W
2597	OG0002597	AN6536	YOR202W
2598	OG0002598	AN3123	YJR140C
2599	OG0002599	AN9126	YOR064C
2600	OG0002600	AN6710	YBR213W
2601	OG0002601	AN4980	YBR028C
2602	OG0002602	AN11007	YPR055W
2603	OG0002603	AN8790	YGR194C
2604	OG0002604	AN0806	YNL035C
2605	OG0002605	AN2893	YLR016C
2606	OG0002606	AN7736	YDR049W
2607	OG0002607	AN2686	YDR016C
2608	OG0002608	AN4694	YPL181W
2609	OG0002609	AN8211	YJR119C
2610	OG0002610	AN2057	YGL068W
2611	OG0002611	AN1409	YPL028W
2612	OG0002612	AN8232	YGL112C
2613	OG0002613	AN6521	YDR234W
2614	OG0002614	AN11930	YER179W
2615	OG0002615	AN10171	YHL023C
2616	OG0002616	AN11232	YPL076W
2617	OG0002617	AN7628	YNR052C
