	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034710_Kluyveromyces_dobzhanskii
3492	OG0003492	YOL086W-A	snap_masked-NODE_6_length_691739_cov_21.9184_ID_11-processed-gene-0.52-mRNA-1_1&gene=snap_masked-NODE_6_length_691739_cov_21.9184_ID_11-processed-gene-0.52&CDS=1-315
3493	OG0003493	YOL087C	snap_masked-NODE_6_length_691739_cov_21.9184_ID_11-processed-gene-0.36-mRNA-1_1&gene=snap_masked-NODE_6_length_691739_cov_21.9184_ID_11-processed-gene-0.36&CDS=1-2670
3494	OG0003494	YOL090W	snap_masked-NODE_4_length_935921_cov_18.6927_ID_7-processed-gene-4.81-mRNA-1_1&gene=snap_masked-NODE_4_length_935921_cov_18.6927_ID_7-processed-gene-4.81&CDS=1-2868
3495	OG0003495	YOL092W	snap_masked-NODE_19_length_181920_cov_18.9675_ID_37-processed-gene-0.65-mRNA-1_1&gene=snap_masked-NODE_19_length_181920_cov_18.9675_ID_37-processed-gene-0.65&CDS=1-918
3496	OG0003496	YOL093W	snap_masked-NODE_19_length_181920_cov_18.9675_ID_37-processed-gene-0.66-mRNA-1_1&gene=snap_masked-NODE_19_length_181920_cov_18.9675_ID_37-processed-gene-0.66&CDS=1-894
3497	OG0003497	YOL094C	snap_masked-NODE_19_length_181920_cov_18.9675_ID_37-processed-gene-0.25-mRNA-1_1&gene=snap_masked-NODE_19_length_181920_cov_18.9675_ID_37-processed-gene-0.25&CDS=1-960
3498	OG0003498	YOL095C	snap_masked-NODE_19_length_181920_cov_18.9675_ID_37-processed-gene-0.27-mRNA-1_1&gene=snap_masked-NODE_19_length_181920_cov_18.9675_ID_37-processed-gene-0.27&CDS=1-2121
3499	OG0003499	YOL096C	snap_masked-NODE_19_length_181920_cov_18.9675_ID_37-processed-gene-0.28-mRNA-1_1&gene=snap_masked-NODE_19_length_181920_cov_18.9675_ID_37-processed-gene-0.28&CDS=1-981
3500	OG0003500	YOL097C	snap_masked-NODE_4_length_935921_cov_18.6927_ID_7-processed-gene-2.120-mRNA-1_1&gene=snap_masked-NODE_4_length_935921_cov_18.6927_ID_7-processed-gene-2.120&CDS=1-1287
3501	OG0003501	YOL098C	snap_masked-NODE_6_length_691739_cov_21.9184_ID_11-processed-gene-5.260-mRNA-1_1&gene=snap_masked-NODE_6_length_691739_cov_21.9184_ID_11-processed-gene-5.260&CDS=1-3099
3502	OG0003502	YOL102C	snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-4.53-mRNA-1_1&gene=snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-4.53&CDS=1-711
3503	OG0003503	YOL104C	snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-3.108-mRNA-1_1&gene=snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-3.108&CDS=1-981
3504	OG0003504	YOL107W	snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-3.75-mRNA-1_1&gene=snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-3.75&CDS=1-1038
3505	OG0003505	YOL108C	snap_masked-NODE_6_length_691739_cov_21.9184_ID_11-processed-gene-3.119-mRNA-1_1&gene=snap_masked-NODE_6_length_691739_cov_21.9184_ID_11-processed-gene-3.119&CDS=1-273
3506	OG0003506	YOL110W	snap_masked-NODE_3_length_946268_cov_22.856_ID_5-processed-gene-5.75-mRNA-1_1&gene=snap_masked-NODE_3_length_946268_cov_22.856_ID_5-processed-gene-5.75&CDS=1-708
3507	OG0003507	YOL111C	augustus_masked-NODE_3_length_946268_cov_22.856_ID_5-processed-gene-5.150-mRNA-1_1&gene=augustus_masked-NODE_3_length_946268_cov_22.856_ID_5-processed-gene-5.150&CDS=1-609
3508	OG0003508	YOL114C	snap_masked-NODE_3_length_946268_cov_22.856_ID_5-processed-gene-5.100-mRNA-1_1&gene=snap_masked-NODE_3_length_946268_cov_22.856_ID_5-processed-gene-5.100&CDS=1-495
3509	OG0003509	YOL115W	snap_masked-NODE_3_length_946268_cov_22.856_ID_5-processed-gene-5.71-mRNA-1_1&gene=snap_masked-NODE_3_length_946268_cov_22.856_ID_5-processed-gene-5.71&CDS=1-2067
3510	OG0003510	YOL116W	snap_masked-NODE_3_length_946268_cov_22.856_ID_5-processed-gene-5.70-mRNA-1_1&gene=snap_masked-NODE_3_length_946268_cov_22.856_ID_5-processed-gene-5.70&CDS=1-1170
3511	OG0003511	YOL117W	snap_masked-NODE_3_length_946268_cov_22.856_ID_5-processed-gene-5.68-mRNA-1_1&gene=snap_masked-NODE_3_length_946268_cov_22.856_ID_5-processed-gene-5.68&CDS=1-1758
3512	OG0003512	YOL123W	snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-4.68-mRNA-1_1&gene=snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-4.68&CDS=1-1710
3513	OG0003513	YOL124C	snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-4.88-mRNA-1_1&gene=snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-4.88&CDS=1-1311
3514	OG0003514	YOL126C	snap_masked-NODE_31_length_43155_cov_20.2811_ID_61-processed-gene-0.0-mRNA-1_1&gene=snap_masked-NODE_31_length_43155_cov_20.2811_ID_61-processed-gene-0.0&CDS=1-1107
3515	OG0003515	YOL127W	maker-NODE_31_length_43155_cov_20.2811_ID_61-snap-gene-0.51-mRNA-1_1&gene=maker-NODE_31_length_43155_cov_20.2811_ID_61-snap-gene-0.51&CDS=1-426
3516	OG0003516	YOL129W	snap_masked-NODE_31_length_43155_cov_20.2811_ID_61-processed-gene-0.13-mRNA-1_1&gene=snap_masked-NODE_31_length_43155_cov_20.2811_ID_61-processed-gene-0.13&CDS=1-528
3517	OG0003517	YOL132W	augustus_masked-NODE_31_length_43155_cov_20.2811_ID_61-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-NODE_31_length_43155_cov_20.2811_ID_61-processed-gene-0.57&CDS=1-1155
3518	OG0003518	YOL133W	snap_masked-NODE_4_length_935921_cov_18.6927_ID_7-processed-gene-5.71-mRNA-1_1&gene=snap_masked-NODE_4_length_935921_cov_18.6927_ID_7-processed-gene-5.71&CDS=1-330
3519	OG0003519	YOL135C	snap_masked-NODE_4_length_935921_cov_18.6927_ID_7-processed-gene-5.54-mRNA-1_1&gene=snap_masked-NODE_4_length_935921_cov_18.6927_ID_7-processed-gene-5.54&CDS=1-639
3520	OG0003520	YOL136C	snap_masked-NODE_4_length_935921_cov_18.6927_ID_7-processed-gene-5.55-mRNA-1_1&gene=snap_masked-NODE_4_length_935921_cov_18.6927_ID_7-processed-gene-5.55&CDS=1-1347
3521	OG0003521	YOL137W	snap_masked-NODE_4_length_935921_cov_18.6927_ID_7-processed-gene-5.73-mRNA-1_1&gene=snap_masked-NODE_4_length_935921_cov_18.6927_ID_7-processed-gene-5.73&CDS=1-1473
3522	OG0003522	YOL138C	snap_masked-NODE_14_length_237296_cov_18.7603_ID_27-processed-gene-1.2-mRNA-1_1&gene=snap_masked-NODE_14_length_237296_cov_18.7603_ID_27-processed-gene-1.2&CDS=1-3951
3523	OG0003523	YOL139C	snap_masked-NODE_14_length_237296_cov_18.7603_ID_27-processed-gene-1.3-mRNA-1_1&gene=snap_masked-NODE_14_length_237296_cov_18.7603_ID_27-processed-gene-1.3&CDS=1-630
3524	OG0003524	YOL140W	snap_masked-NODE_14_length_237296_cov_18.7603_ID_27-processed-gene-1.38-mRNA-1_1&gene=snap_masked-NODE_14_length_237296_cov_18.7603_ID_27-processed-gene-1.38&CDS=1-1269
3525	OG0003525	YOL142W	snap_masked-NODE_15_length_222901_cov_30.7808_ID_29-processed-gene-0.119-mRNA-1_1&gene=snap_masked-NODE_15_length_222901_cov_30.7808_ID_29-processed-gene-0.119&CDS=1-720
3526	OG0003526	YOL143C	snap_masked-NODE_15_length_222901_cov_30.7808_ID_29-processed-gene-0.102-mRNA-1_1&gene=snap_masked-NODE_15_length_222901_cov_30.7808_ID_29-processed-gene-0.102&CDS=1-501
3527	OG0003527	YOL144W	snap_masked-NODE_15_length_222901_cov_30.7808_ID_29-processed-gene-0.121-mRNA-1_1&gene=snap_masked-NODE_15_length_222901_cov_30.7808_ID_29-processed-gene-0.121&CDS=1-1467
3528	OG0003528	YOL145C	snap_masked-NODE_15_length_222901_cov_30.7808_ID_29-processed-gene-0.103-mRNA-1_1&gene=snap_masked-NODE_15_length_222901_cov_30.7808_ID_29-processed-gene-0.103&CDS=1-3276
3529	OG0003529	YOL146W	snap_masked-NODE_15_length_222901_cov_30.7808_ID_29-processed-gene-0.122-mRNA-1_1&gene=snap_masked-NODE_15_length_222901_cov_30.7808_ID_29-processed-gene-0.122&CDS=1-564
3530	OG0003530	YOL147C	snap_masked-NODE_15_length_222901_cov_30.7808_ID_29-processed-gene-0.104-mRNA-1_1&gene=snap_masked-NODE_15_length_222901_cov_30.7808_ID_29-processed-gene-0.104&CDS=1-702
3531	OG0003531	YOL148C	snap_masked-NODE_15_length_222901_cov_30.7808_ID_29-processed-gene-0.105-mRNA-1_1&gene=snap_masked-NODE_15_length_222901_cov_30.7808_ID_29-processed-gene-0.105&CDS=1-1809
3532	OG0003532	YOL149W	snap_masked-NODE_15_length_222901_cov_30.7808_ID_29-processed-gene-0.123-mRNA-1_1&gene=snap_masked-NODE_15_length_222901_cov_30.7808_ID_29-processed-gene-0.123&CDS=1-564
3533	OG0003533	YOL154W	snap_masked-NODE_2_length_1173375_cov_22.3644_ID_3-processed-gene-10.40-mRNA-1_1&gene=snap_masked-NODE_2_length_1173375_cov_22.3644_ID_3-processed-gene-10.40&CDS=1-843
3534	OG0003534	YOR001W	snap_masked-NODE_7_length_356351_cov_27.068_ID_13-processed-gene-1.12-mRNA-1_1&gene=snap_masked-NODE_7_length_356351_cov_27.068_ID_13-processed-gene-1.12&CDS=1-2235
3535	OG0003535	YOR002W	maker-NODE_7_length_356351_cov_27.068_ID_13-augustus-gene-1.105-mRNA-1_1&gene=maker-NODE_7_length_356351_cov_27.068_ID_13-augustus-gene-1.105&CDS=1-2586
3536	OG0003536	YOR004W	snap_masked-NODE_7_length_356351_cov_27.068_ID_13-processed-gene-1.4-mRNA-1_1&gene=snap_masked-NODE_7_length_356351_cov_27.068_ID_13-processed-gene-1.4&CDS=1-819
3537	OG0003537	YOR005C	snap_masked-NODE_7_length_356351_cov_27.068_ID_13-processed-gene-1.26-mRNA-1_1&gene=snap_masked-NODE_7_length_356351_cov_27.068_ID_13-processed-gene-1.26&CDS=1-2727
3538	OG0003538	YOR006C	snap_masked-NODE_7_length_356351_cov_27.068_ID_13-processed-gene-1.27-mRNA-1_1&gene=snap_masked-NODE_7_length_356351_cov_27.068_ID_13-processed-gene-1.27&CDS=1-990
3539	OG0003539	YOR007C	snap_masked-NODE_7_length_356351_cov_27.068_ID_13-processed-gene-1.28-mRNA-1_1&gene=snap_masked-NODE_7_length_356351_cov_27.068_ID_13-processed-gene-1.28&CDS=1-1017
3540	OG0003540	YOR008C	snap_masked-NODE_2_length_1173375_cov_22.3644_ID_3-processed-gene-4.68-mRNA-1_1&gene=snap_masked-NODE_2_length_1173375_cov_22.3644_ID_3-processed-gene-4.68&CDS=1-1158
3541	OG0003541	YOR014W	snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-10.75-mRNA-1_1&gene=snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-10.75&CDS=1-2025
3542	OG0003542	YOR016C	snap_masked-NODE_2_length_1173375_cov_22.3644_ID_3-processed-gene-4.93-mRNA-1_1&gene=snap_masked-NODE_2_length_1173375_cov_22.3644_ID_3-processed-gene-4.93&CDS=1-624
3543	OG0003543	YOR017W	snap_masked-NODE_2_length_1173375_cov_22.3644_ID_3-processed-gene-4.66-mRNA-1_1&gene=snap_masked-NODE_2_length_1173375_cov_22.3644_ID_3-processed-gene-4.66&CDS=1-2094
3544	OG0003544	YOR018W	snap_masked-NODE_17_length_192782_cov_28.4375_ID_33-processed-gene-0.169-mRNA-1_1&gene=snap_masked-NODE_17_length_192782_cov_28.4375_ID_33-processed-gene-0.169&CDS=1-2355
3545	OG0003545	YOR020C	snap_masked-NODE_5_length_778961_cov_18.8677_ID_9-processed-gene-1.38-mRNA-1_1&gene=snap_masked-NODE_5_length_778961_cov_18.8677_ID_9-processed-gene-1.38&CDS=1-315
3546	OG0003546	YOR020W-A	snap_masked-NODE_5_length_778961_cov_18.8677_ID_9-processed-gene-1.15-mRNA-1_1&gene=snap_masked-NODE_5_length_778961_cov_18.8677_ID_9-processed-gene-1.15&CDS=1-213
3547	OG0003547	YOR021C	snap_masked-NODE_5_length_778961_cov_18.8677_ID_9-processed-gene-1.39-mRNA-1_1&gene=snap_masked-NODE_5_length_778961_cov_18.8677_ID_9-processed-gene-1.39&CDS=1-636
3548	OG0003548	YOR022C	augustus_masked-NODE_5_length_778961_cov_18.8677_ID_9-processed-gene-1.141-mRNA-1_1&gene=augustus_masked-NODE_5_length_778961_cov_18.8677_ID_9-processed-gene-1.141&CDS=1-1893
3549	OG0003549	YOR023C	augustus_masked-NODE_5_length_778961_cov_18.8677_ID_9-processed-gene-1.142-mRNA-1_1&gene=augustus_masked-NODE_5_length_778961_cov_18.8677_ID_9-processed-gene-1.142&CDS=1-1356
3550	OG0003550	YOR025W	snap_masked-NODE_3_length_946268_cov_22.856_ID_5-processed-gene-5.95-mRNA-1_1&gene=snap_masked-NODE_3_length_946268_cov_22.856_ID_5-processed-gene-5.95&CDS=1-1377
3551	OG0003551	YOR026W	snap_masked-NODE_3_length_946268_cov_22.856_ID_5-processed-gene-5.93-mRNA-1_1&gene=snap_masked-NODE_3_length_946268_cov_22.856_ID_5-processed-gene-5.93&CDS=1-789
3552	OG0003552	YOR027W	snap_masked-NODE_3_length_946268_cov_22.856_ID_5-processed-gene-5.92-mRNA-1_1&gene=snap_masked-NODE_3_length_946268_cov_22.856_ID_5-processed-gene-5.92&CDS=1-1728
3553	OG0003553	YOR030W	augustus_masked-NODE_3_length_946268_cov_22.856_ID_5-processed-gene-1.40-mRNA-1_1&gene=augustus_masked-NODE_3_length_946268_cov_22.856_ID_5-processed-gene-1.40&CDS=1-1464
3554	OG0003554	YOR035C	augustus_masked-NODE_3_length_946268_cov_22.856_ID_5-processed-gene-1.11-mRNA-1_1&gene=augustus_masked-NODE_3_length_946268_cov_22.856_ID_5-processed-gene-1.11&CDS=1-1986
3555	OG0003555	YOR036W	maker-NODE_14_length_237296_cov_18.7603_ID_27-augustus-gene-1.142-mRNA-1_1&gene=maker-NODE_14_length_237296_cov_18.7603_ID_27-augustus-gene-1.142&CDS=1-3705
3556	OG0003556	YOR037W	genemark-NODE_14_length_237296_cov_18.7603_ID_27-processed-gene-1.90-mRNA-1_1&gene=genemark-NODE_14_length_237296_cov_18.7603_ID_27-processed-gene-1.90&CDS=1-1068
3557	OG0003557	YOR038C	snap_masked-NODE_14_length_237296_cov_18.7603_ID_27-processed-gene-1.57-mRNA-1_1&gene=snap_masked-NODE_14_length_237296_cov_18.7603_ID_27-processed-gene-1.57&CDS=1-2547
3558	OG0003558	YOR039W	snap_masked-NODE_14_length_237296_cov_18.7603_ID_27-processed-gene-1.21-mRNA-1_1&gene=snap_masked-NODE_14_length_237296_cov_18.7603_ID_27-processed-gene-1.21&CDS=1-780
3559	OG0003559	YOR040W	snap_masked-NODE_5_length_778961_cov_18.8677_ID_9-processed-gene-6.147-mRNA-1_1&gene=snap_masked-NODE_5_length_778961_cov_18.8677_ID_9-processed-gene-6.147&CDS=1-825
3560	OG0003560	YOR042W	snap_masked-NODE_5_length_778961_cov_18.8677_ID_9-processed-gene-6.146-mRNA-1_1&gene=snap_masked-NODE_5_length_778961_cov_18.8677_ID_9-processed-gene-6.146&CDS=1-1266
3561	OG0003561	YOR043W	snap_masked-NODE_5_length_778961_cov_18.8677_ID_9-processed-gene-6.145-mRNA-1_1&gene=snap_masked-NODE_5_length_778961_cov_18.8677_ID_9-processed-gene-6.145&CDS=1-1386
3562	OG0003562	YOR046C	snap_masked-NODE_5_length_778961_cov_18.8677_ID_9-processed-gene-6.108-mRNA-1_1&gene=snap_masked-NODE_5_length_778961_cov_18.8677_ID_9-processed-gene-6.108&CDS=1-1407
3563	OG0003563	YOR048C	snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-10.62-mRNA-1_1&gene=snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-10.62&CDS=1-2952
3564	OG0003564	YOR049C	snap_masked-NODE_5_length_778961_cov_18.8677_ID_9-processed-gene-6.149-mRNA-1_1&gene=snap_masked-NODE_5_length_778961_cov_18.8677_ID_9-processed-gene-6.149&CDS=1-1143
3565	OG0003565	YOR051C	snap_masked-NODE_5_length_778961_cov_18.8677_ID_9-processed-gene-6.151-mRNA-1_1&gene=snap_masked-NODE_5_length_778961_cov_18.8677_ID_9-processed-gene-6.151&CDS=1-1302
3566	OG0003566	YOR052C	snap_masked-NODE_5_length_778961_cov_18.8677_ID_9-processed-gene-6.152-mRNA-1_1&gene=snap_masked-NODE_5_length_778961_cov_18.8677_ID_9-processed-gene-6.152&CDS=1-345
3567	OG0003567	YOR056C	snap_masked-NODE_5_length_778961_cov_18.8677_ID_9-processed-gene-6.155-mRNA-1_1&gene=snap_masked-NODE_5_length_778961_cov_18.8677_ID_9-processed-gene-6.155&CDS=1-1443
3568	OG0003568	YOR057W	snap_masked-NODE_3_length_946268_cov_22.856_ID_5-processed-gene-3.112-mRNA-1_1&gene=snap_masked-NODE_3_length_946268_cov_22.856_ID_5-processed-gene-3.112&CDS=1-1137
3569	OG0003569	YOR058C	snap_masked-NODE_3_length_946268_cov_22.856_ID_5-processed-gene-3.128-mRNA-1_1&gene=snap_masked-NODE_3_length_946268_cov_22.856_ID_5-processed-gene-3.128&CDS=1-2409
3570	OG0003570	YOR059C	maker-NODE_3_length_946268_cov_22.856_ID_5-augustus-gene-3.42-mRNA-1_1&gene=maker-NODE_3_length_946268_cov_22.856_ID_5-augustus-gene-3.42&CDS=1-2229
3571	OG0003571	YOR061W	snap_masked-NODE_3_length_946268_cov_22.856_ID_5-processed-gene-3.114-mRNA-1_1&gene=snap_masked-NODE_3_length_946268_cov_22.856_ID_5-processed-gene-3.114&CDS=1-1020
3572	OG0003572	YOR063W	snap_masked-NODE_3_length_946268_cov_22.856_ID_5-processed-gene-3.115-mRNA-1_1&gene=snap_masked-NODE_3_length_946268_cov_22.856_ID_5-processed-gene-3.115&CDS=1-1161
3573	OG0003573	YOR064C	genemark-NODE_3_length_946268_cov_22.856_ID_5-processed-gene-4.57-mRNA-1_1&gene=genemark-NODE_3_length_946268_cov_22.856_ID_5-processed-gene-4.57&CDS=1-609
3574	OG0003574	YOR065W	snap_masked-NODE_3_length_946268_cov_22.856_ID_5-processed-gene-3.116-mRNA-1_1&gene=snap_masked-NODE_3_length_946268_cov_22.856_ID_5-processed-gene-3.116&CDS=1-876
3575	OG0003575	YOR066W	augustus_masked-NODE_3_length_946268_cov_22.856_ID_5-processed-gene-4.3-mRNA-1_1&gene=augustus_masked-NODE_3_length_946268_cov_22.856_ID_5-processed-gene-4.3&CDS=1-1578
3576	OG0003576	YOR067C	snap_masked-NODE_3_length_946268_cov_22.856_ID_5-processed-gene-4.110-mRNA-1_1&gene=snap_masked-NODE_3_length_946268_cov_22.856_ID_5-processed-gene-4.110&CDS=1-1683
3577	OG0003577	YOR069W	snap_masked-NODE_3_length_946268_cov_22.856_ID_5-processed-gene-4.108-mRNA-1_1&gene=snap_masked-NODE_3_length_946268_cov_22.856_ID_5-processed-gene-4.108&CDS=1-1992
3578	OG0003578	YOR070C	genemark-NODE_3_length_946268_cov_22.856_ID_5-processed-gene-6.114-mRNA-1_1&gene=genemark-NODE_3_length_946268_cov_22.856_ID_5-processed-gene-6.114&CDS=1-1635
3579	OG0003579	YOR073W	snap_masked-NODE_3_length_946268_cov_22.856_ID_5-processed-gene-6.80-mRNA-1_1&gene=snap_masked-NODE_3_length_946268_cov_22.856_ID_5-processed-gene-6.80&CDS=1-1734
3580	OG0003580	YOR074C	snap_masked-NODE_3_length_946268_cov_22.856_ID_5-processed-gene-6.56-mRNA-1_1&gene=snap_masked-NODE_3_length_946268_cov_22.856_ID_5-processed-gene-6.56&CDS=1-930
3581	OG0003581	YOR075W	snap_masked-NODE_3_length_946268_cov_22.856_ID_5-processed-gene-6.79-mRNA-1_1&gene=snap_masked-NODE_3_length_946268_cov_22.856_ID_5-processed-gene-6.79&CDS=1-987
3582	OG0003582	YOR077W	snap_masked-NODE_3_length_946268_cov_22.856_ID_5-processed-gene-6.52-mRNA-1_1&gene=snap_masked-NODE_3_length_946268_cov_22.856_ID_5-processed-gene-6.52&CDS=1-717
3583	OG0003583	YOR078W	snap_masked-NODE_3_length_946268_cov_22.856_ID_5-processed-gene-6.50-mRNA-1_1&gene=snap_masked-NODE_3_length_946268_cov_22.856_ID_5-processed-gene-6.50&CDS=1-768
3584	OG0003584	YOR079C	snap_masked-NODE_3_length_946268_cov_22.856_ID_5-processed-gene-6.47-mRNA-1_1&gene=snap_masked-NODE_3_length_946268_cov_22.856_ID_5-processed-gene-6.47&CDS=1-951
3585	OG0003585	YOR080W	snap_masked-NODE_3_length_946268_cov_22.856_ID_5-processed-gene-5.103-mRNA-1_1&gene=snap_masked-NODE_3_length_946268_cov_22.856_ID_5-processed-gene-5.103&CDS=1-2139
3586	OG0003586	YOR083W	augustus_masked-NODE_8_length_332845_cov_20.4717_ID_15-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-NODE_8_length_332845_cov_20.4717_ID_15-processed-gene-0.42&CDS=1-1161
3587	OG0003587	YOR084W	augustus_masked-NODE_8_length_332845_cov_20.4717_ID_15-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-NODE_8_length_332845_cov_20.4717_ID_15-processed-gene-0.43&CDS=1-1086
3588	OG0003588	YOR085W	snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-5.28-mRNA-1_1&gene=snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-5.28&CDS=1-1035
3589	OG0003589	YOR086C	snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-5.16-mRNA-1_1&gene=snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-5.16&CDS=1-3516
3590	OG0003590	YOR087W	snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-5.27-mRNA-1_1&gene=snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-5.27&CDS=1-2028
3591	OG0003591	YOR090C	augustus_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-5.45-mRNA-1_1&gene=augustus_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-5.45&CDS=1-2109
3592	OG0003592	YOR091W	snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-5.26-mRNA-1_1&gene=snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-5.26&CDS=1-1041
3593	OG0003593	YOR093C	snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-5.8-mRNA-1_1&gene=snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-5.8&CDS=1-4878
3594	OG0003594	YOR095C	snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-5.5-mRNA-1_1&gene=snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-5.5&CDS=1-750
3595	OG0003595	YOR096W	maker-NODE_1_length_1607026_cov_17.9001_ID_1-snap-gene-5.75-mRNA-1_1&gene=maker-NODE_1_length_1607026_cov_17.9001_ID_1-snap-gene-5.75&CDS=1-570
3596	OG0003596	YOR100C	snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-4.81-mRNA-1_1&gene=snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-4.81&CDS=1-981
3597	OG0003597	YOR101W	snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-4.99-mRNA-1_1&gene=snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-4.99&CDS=1-864
3598	OG0003598	YOR103C	snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-4.80-mRNA-1_1&gene=snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-4.80&CDS=1-378
3599	OG0003599	YOR104W	snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-4.97-mRNA-1_1&gene=snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-4.97&CDS=1-705
3600	OG0003600	YOR106W	augustus_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-4.142-mRNA-1_1&gene=augustus_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-4.142&CDS=1-783
3601	OG0003601	YOR109W	snap_masked-NODE_6_length_691739_cov_21.9184_ID_11-processed-gene-3.94-mRNA-1_1&gene=snap_masked-NODE_6_length_691739_cov_21.9184_ID_11-processed-gene-3.94&CDS=1-3279
3602	OG0003602	YOR111W	snap_masked-NODE_6_length_691739_cov_21.9184_ID_11-processed-gene-3.98-mRNA-1_1&gene=snap_masked-NODE_6_length_691739_cov_21.9184_ID_11-processed-gene-3.98&CDS=1-639
3603	OG0003603	YOR112W	augustus_masked-NODE_6_length_691739_cov_21.9184_ID_11-processed-gene-3.8-mRNA-1_1&gene=augustus_masked-NODE_6_length_691739_cov_21.9184_ID_11-processed-gene-3.8&CDS=1-2157
3604	OG0003604	YOR113W	snap_masked-NODE_6_length_691739_cov_21.9184_ID_11-processed-gene-3.103-mRNA-1_1&gene=snap_masked-NODE_6_length_691739_cov_21.9184_ID_11-processed-gene-3.103&CDS=1-2385
3605	OG0003605	YOR114W	augustus_masked-NODE_6_length_691739_cov_21.9184_ID_11-processed-gene-3.10-mRNA-1_1&gene=augustus_masked-NODE_6_length_691739_cov_21.9184_ID_11-processed-gene-3.10&CDS=1-810
3606	OG0003606	YOR115C	genemark-NODE_6_length_691739_cov_21.9184_ID_11-processed-gene-3.75-mRNA-1_1&gene=genemark-NODE_6_length_691739_cov_21.9184_ID_11-processed-gene-3.75&CDS=1-810
3607	OG0003607	YOR116C	snap_masked-NODE_14_length_237296_cov_18.7603_ID_27-processed-gene-1.10-mRNA-1_1&gene=snap_masked-NODE_14_length_237296_cov_18.7603_ID_27-processed-gene-1.10&CDS=1-4371
3608	OG0003608	YOR117W	snap_masked-NODE_14_length_237296_cov_18.7603_ID_27-processed-gene-1.41-mRNA-1_1&gene=snap_masked-NODE_14_length_237296_cov_18.7603_ID_27-processed-gene-1.41&CDS=1-1296
3609	OG0003609	YOR118W	snap_masked-NODE_14_length_237296_cov_18.7603_ID_27-processed-gene-1.40-mRNA-1_1&gene=snap_masked-NODE_14_length_237296_cov_18.7603_ID_27-processed-gene-1.40&CDS=1-1716
3610	OG0003610	YOR119C	snap_masked-NODE_14_length_237296_cov_18.7603_ID_27-processed-gene-1.7-mRNA-1_1&gene=snap_masked-NODE_14_length_237296_cov_18.7603_ID_27-processed-gene-1.7&CDS=1-1581
3611	OG0003611	YOR122C	snap_masked-NODE_15_length_222901_cov_30.7808_ID_29-processed-gene-0.93-mRNA-1_1&gene=snap_masked-NODE_15_length_222901_cov_30.7808_ID_29-processed-gene-0.93&CDS=1-378
