	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034973_Danielozyma_ontarioensis
3024	OG0003024	YOR223W	augustus_masked-NODE_4_length_992781_cov_33.0108_ID_7-processed-gene-8.67-mRNA-1_1&gene=augustus_masked-NODE_4_length_992781_cov_33.0108_ID_7-processed-gene-8.67&CDS=1-903
3025	OG0003025	YOR224C	augustus_masked-NODE_4_length_992781_cov_33.0108_ID_7-processed-gene-8.72-mRNA-1_1&gene=augustus_masked-NODE_4_length_992781_cov_33.0108_ID_7-processed-gene-8.72&CDS=1-444
3026	OG0003026	YOR228C	augustus_masked-NODE_4_length_992781_cov_33.0108_ID_7-processed-gene-7.89-mRNA-1_1&gene=augustus_masked-NODE_4_length_992781_cov_33.0108_ID_7-processed-gene-7.89&CDS=1-894
3027	OG0003027	YOR232W	augustus_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-1.167-mRNA-1_1&gene=augustus_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-1.167&CDS=1-723
3028	OG0003028	YOR236W	augustus_masked-NODE_2_length_1306286_cov_31.9871_ID_3-processed-gene-8.116-mRNA-1_1&gene=augustus_masked-NODE_2_length_1306286_cov_31.9871_ID_3-processed-gene-8.116&CDS=1-672
3029	OG0003029	YOR239W	augustus_masked-NODE_6_length_479438_cov_34.4106_ID_11-processed-gene-3.205-mRNA-1_1&gene=augustus_masked-NODE_6_length_479438_cov_34.4106_ID_11-processed-gene-3.205&CDS=1-975
3030	OG0003030	YOR241W	augustus_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-2.28-mRNA-1_1&gene=augustus_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-2.28&CDS=1-1539
3031	OG0003031	YOR242C	augustus_masked-NODE_2_length_1306286_cov_31.9871_ID_3-processed-gene-5.139-mRNA-1_1&gene=augustus_masked-NODE_2_length_1306286_cov_31.9871_ID_3-processed-gene-5.139&CDS=1-861
3032	OG0003032	YOR243C	maker-NODE_2_length_1306286_cov_31.9871_ID_3-augustus-gene-5.64-mRNA-1_1&gene=maker-NODE_2_length_1306286_cov_31.9871_ID_3-augustus-gene-5.64&CDS=1-2883
3033	OG0003033	YOR244W	genemark-NODE_2_length_1306286_cov_31.9871_ID_3-processed-gene-5.106-mRNA-1_1&gene=genemark-NODE_2_length_1306286_cov_31.9871_ID_3-processed-gene-5.106&CDS=1-2604
3034	OG0003034	YOR245C	augustus_masked-NODE_6_length_479438_cov_34.4106_ID_11-processed-gene-2.94-mRNA-1_1&gene=augustus_masked-NODE_6_length_479438_cov_34.4106_ID_11-processed-gene-2.94&CDS=1-1569
3035	OG0003035	YOR246C	snap_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-2.144-mRNA-1_1&gene=snap_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-2.144&CDS=1-1011
3036	OG0003036	YOR249C	augustus_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-6.105-mRNA-1_1&gene=augustus_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-6.105&CDS=1-2490
3037	OG0003037	YOR250C	augustus_masked-NODE_2_length_1306286_cov_31.9871_ID_3-processed-gene-5.162-mRNA-1_1&gene=augustus_masked-NODE_2_length_1306286_cov_31.9871_ID_3-processed-gene-5.162&CDS=1-1449
3038	OG0003038	YOR252W	augustus_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-7.73-mRNA-1_1&gene=augustus_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-7.73&CDS=1-516
3039	OG0003039	YOR253W	augustus_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-8.141-mRNA-1_1&gene=augustus_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-8.141&CDS=1-522
3040	OG0003040	YOR254C	augustus_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-8.169-mRNA-1_1&gene=augustus_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-8.169&CDS=1-2004
3041	OG0003041	YOR257W	augustus_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-8.165-mRNA-1_1&gene=augustus_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-8.165&CDS=1-1404
3042	OG0003042	YOR258W	augustus_masked-NODE_3_length_1123224_cov_32.4581_ID_5-processed-gene-4.42-mRNA-1_1&gene=augustus_masked-NODE_3_length_1123224_cov_32.4581_ID_5-processed-gene-4.42&CDS=1-621
3043	OG0003043	YOR259C	augustus_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-8.139-mRNA-1_1&gene=augustus_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-8.139&CDS=1-1236
3044	OG0003044	YOR260W	augustus_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-8.164-mRNA-1_1&gene=augustus_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-8.164&CDS=1-1398
3045	OG0003045	YOR261C	augustus_masked-NODE_8_length_478249_cov_30.3473_ID_15-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-NODE_8_length_478249_cov_30.3473_ID_15-processed-gene-0.95&CDS=1-1035
3046	OG0003046	YOR262W	snap_masked-NODE_8_length_478249_cov_30.3473_ID_15-processed-gene-0.25-mRNA-1_1&gene=snap_masked-NODE_8_length_478249_cov_30.3473_ID_15-processed-gene-0.25&CDS=1-1044
3047	OG0003047	YOR265W	augustus_masked-NODE_8_length_478249_cov_30.3473_ID_15-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-NODE_8_length_478249_cov_30.3473_ID_15-processed-gene-0.94&CDS=1-288
3048	OG0003048	YOR271C	augustus_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-7.91-mRNA-1_1&gene=augustus_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-7.91&CDS=1-984
3049	OG0003049	YOR272W	augustus_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-7.69-mRNA-1_1&gene=augustus_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-7.69&CDS=1-1353
3050	OG0003050	YOR273C	augustus_masked-NODE_8_length_478249_cov_30.3473_ID_15-processed-gene-0.112-mRNA-1_1&gene=augustus_masked-NODE_8_length_478249_cov_30.3473_ID_15-processed-gene-0.112&CDS=1-2064
3051	OG0003051	YOR274W	augustus_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-7.94-mRNA-1_1&gene=augustus_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-7.94&CDS=1-3618
3052	OG0003052	YOR276W	augustus_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-7.96-mRNA-1_1&gene=augustus_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-7.96&CDS=1-483
3053	OG0003053	YOR281C	augustus_masked-NODE_2_length_1306286_cov_31.9871_ID_3-processed-gene-5.127-mRNA-1_1&gene=augustus_masked-NODE_2_length_1306286_cov_31.9871_ID_3-processed-gene-5.127&CDS=1-756
3054	OG0003054	YOR283W	augustus_masked-NODE_7_length_478340_cov_34.1556_ID_13-processed-gene-3.119-mRNA-1_1&gene=augustus_masked-NODE_7_length_478340_cov_34.1556_ID_13-processed-gene-3.119&CDS=1-678
3055	OG0003055	YOR285W	augustus_masked-NODE_4_length_992781_cov_33.0108_ID_7-processed-gene-8.56-mRNA-1_1&gene=augustus_masked-NODE_4_length_992781_cov_33.0108_ID_7-processed-gene-8.56&CDS=1-513
3056	OG0003056	YOR287C	augustus_masked-NODE_4_length_992781_cov_33.0108_ID_7-processed-gene-8.9-mRNA-1_1&gene=augustus_masked-NODE_4_length_992781_cov_33.0108_ID_7-processed-gene-8.9&CDS=1-816
3057	OG0003057	YOR288C	maker-NODE_21_length_78284_cov_38.8249_ID_41-augustus-gene-0.51-mRNA-1_1&gene=maker-NODE_21_length_78284_cov_38.8249_ID_41-augustus-gene-0.51&CDS=1-1248
3058	OG0003058	YOR289W	augustus_masked-NODE_3_length_1123224_cov_32.4581_ID_5-processed-gene-4.19-mRNA-1_1&gene=augustus_masked-NODE_3_length_1123224_cov_32.4581_ID_5-processed-gene-4.19&CDS=1-618
3059	OG0003059	YOR291W	augustus_masked-NODE_17_length_219991_cov_30.5381_ID_33-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-NODE_17_length_219991_cov_30.5381_ID_33-processed-gene-0.43&CDS=1-3855
3060	OG0003060	YOR292C	augustus_masked-NODE_2_length_1306286_cov_31.9871_ID_3-processed-gene-5.172-mRNA-1_1&gene=augustus_masked-NODE_2_length_1306286_cov_31.9871_ID_3-processed-gene-5.172&CDS=1-861
3061	OG0003061	YOR296W	snap_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-8.40-mRNA-1_1&gene=snap_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-8.40&CDS=1-3870
3062	OG0003062	YOR298C-A	snap_masked-NODE_3_length_1123224_cov_32.4581_ID_5-processed-gene-0.20-mRNA-1_1&gene=snap_masked-NODE_3_length_1123224_cov_32.4581_ID_5-processed-gene-0.20&CDS=1-450
3063	OG0003063	YOR298W	augustus_masked-NODE_4_length_992781_cov_33.0108_ID_7-processed-gene-7.105-mRNA-1_1&gene=augustus_masked-NODE_4_length_992781_cov_33.0108_ID_7-processed-gene-7.105&CDS=1-807
3064	OG0003064	YOR301W	augustus_masked-NODE_17_length_219991_cov_30.5381_ID_33-processed-gene-1.167-mRNA-1_1&gene=augustus_masked-NODE_17_length_219991_cov_30.5381_ID_33-processed-gene-1.167&CDS=1-1455
3065	OG0003065	YOR303W	augustus_masked-NODE_12_length_307877_cov_37.9028_ID_23-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-NODE_12_length_307877_cov_37.9028_ID_23-processed-gene-0.56&CDS=1-1272
3066	OG0003066	YOR305W	augustus_masked-NODE_4_length_992781_cov_33.0108_ID_7-processed-gene-5.5-mRNA-1_1&gene=augustus_masked-NODE_4_length_992781_cov_33.0108_ID_7-processed-gene-5.5&CDS=1-780
3067	OG0003067	YOR310C	augustus_masked-NODE_6_length_479438_cov_34.4106_ID_11-processed-gene-3.192-mRNA-1_1&gene=augustus_masked-NODE_6_length_479438_cov_34.4106_ID_11-processed-gene-3.192&CDS=1-1524
3068	OG0003068	YOR311C	maker-NODE_3_length_1123224_cov_32.4581_ID_5-snap-gene-8.64-mRNA-1_1&gene=maker-NODE_3_length_1123224_cov_32.4581_ID_5-snap-gene-8.64&CDS=1-1806
3069	OG0003069	YOR313C	augustus_masked-NODE_4_length_992781_cov_33.0108_ID_7-processed-gene-5.34-mRNA-1_1&gene=augustus_masked-NODE_4_length_992781_cov_33.0108_ID_7-processed-gene-5.34&CDS=1-666
3070	OG0003070	YOR317W	augustus_masked-NODE_4_length_992781_cov_33.0108_ID_7-processed-gene-4.20-mRNA-1_1&gene=augustus_masked-NODE_4_length_992781_cov_33.0108_ID_7-processed-gene-4.20&CDS=1-2088
3071	OG0003071	YOR319W	augustus_masked-NODE_4_length_992781_cov_33.0108_ID_7-processed-gene-5.29-mRNA-1_1&gene=augustus_masked-NODE_4_length_992781_cov_33.0108_ID_7-processed-gene-5.29&CDS=1-705
3072	OG0003072	YOR320C	maker-NODE_17_length_219991_cov_30.5381_ID_33-augustus-gene-0.98-mRNA-1_1&gene=maker-NODE_17_length_219991_cov_30.5381_ID_33-augustus-gene-0.98&CDS=1-1965
3073	OG0003073	YOR322C	genemark-NODE_20_length_88193_cov_34.0756_ID_39-processed-gene-0.117-mRNA-1_1&gene=genemark-NODE_20_length_88193_cov_34.0756_ID_39-processed-gene-0.117&CDS=1-1884
3074	OG0003074	YOR323C	augustus_masked-NODE_5_length_741203_cov_30.7056_ID_9-processed-gene-1.4-mRNA-1_1&gene=augustus_masked-NODE_5_length_741203_cov_30.7056_ID_9-processed-gene-1.4&CDS=1-1296
3075	OG0003075	YOR326W	augustus_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-5.84-mRNA-1_1&gene=augustus_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-5.84&CDS=1-4719
3076	OG0003076	YOR327C	maker-NODE_1_length_1880460_cov_31.0834_ID_1-augustus-gene-5.0-mRNA-1_1&gene=maker-NODE_1_length_1880460_cov_31.0834_ID_1-augustus-gene-5.0&CDS=1-333
3077	OG0003077	YOR329C	augustus_masked-NODE_11_length_327135_cov_28.3393_ID_21-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-NODE_11_length_327135_cov_28.3393_ID_21-processed-gene-0.97&CDS=1-1791
3078	OG0003078	YOR330C	genemark-NODE_10_length_329645_cov_33.732_ID_19-processed-gene-2.125-mRNA-1_1&gene=genemark-NODE_10_length_329645_cov_33.732_ID_19-processed-gene-2.125&CDS=1-3834
3079	OG0003079	YOR332W	maker-NODE_7_length_478340_cov_34.1556_ID_13-augustus-gene-1.67-mRNA-1_1&gene=maker-NODE_7_length_478340_cov_34.1556_ID_13-augustus-gene-1.67&CDS=1-678
3080	OG0003080	YOR334W	snap_masked-NODE_7_length_478340_cov_34.1556_ID_13-processed-gene-1.56-mRNA-1_1&gene=snap_masked-NODE_7_length_478340_cov_34.1556_ID_13-processed-gene-1.56&CDS=1-1221
3081	OG0003081	YOR335C	augustus_masked-NODE_2_length_1306286_cov_31.9871_ID_3-processed-gene-2.56-mRNA-1_1&gene=augustus_masked-NODE_2_length_1306286_cov_31.9871_ID_3-processed-gene-2.56&CDS=1-2880
3082	OG0003082	YOR336W	snap_masked-NODE_8_length_478249_cov_30.3473_ID_15-processed-gene-3.59-mRNA-1_1&gene=snap_masked-NODE_8_length_478249_cov_30.3473_ID_15-processed-gene-3.59&CDS=1-4266
3083	OG0003083	YOR340C	maker-NODE_7_length_478340_cov_34.1556_ID_13-augustus-gene-1.66-mRNA-1_1&gene=maker-NODE_7_length_478340_cov_34.1556_ID_13-augustus-gene-1.66&CDS=1-3384
3084	OG0003084	YOR341W	augustus_masked-NODE_4_length_992781_cov_33.0108_ID_7-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-NODE_4_length_992781_cov_33.0108_ID_7-processed-gene-0.66&CDS=1-4908
3085	OG0003085	YOR344C	augustus_masked-NODE_5_length_741203_cov_30.7056_ID_9-processed-gene-5.143-mRNA-1_1&gene=augustus_masked-NODE_5_length_741203_cov_30.7056_ID_9-processed-gene-5.143&CDS=1-825
3086	OG0003086	YOR346W	augustus_masked-NODE_8_length_478249_cov_30.3473_ID_15-processed-gene-2.40-mRNA-1_1&gene=augustus_masked-NODE_8_length_478249_cov_30.3473_ID_15-processed-gene-2.40&CDS=1-3216
3087	OG0003087	YOR349W	augustus_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-0.50&CDS=1-3285
3088	OG0003088	YOR352W	augustus_masked-NODE_3_length_1123224_cov_32.4581_ID_5-processed-gene-8.119-mRNA-1_1&gene=augustus_masked-NODE_3_length_1123224_cov_32.4581_ID_5-processed-gene-8.119&CDS=1-819
3089	OG0003089	YOR353C	augustus_masked-NODE_2_length_1306286_cov_31.9871_ID_3-processed-gene-10.142-mRNA-1_1&gene=augustus_masked-NODE_2_length_1306286_cov_31.9871_ID_3-processed-gene-10.142&CDS=1-2703
3090	OG0003090	YOR355W	augustus_masked-NODE_10_length_329645_cov_33.732_ID_19-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-NODE_10_length_329645_cov_33.732_ID_19-processed-gene-0.53&CDS=1-1326
3091	OG0003091	YOR356W	maker-NODE_10_length_329645_cov_33.732_ID_19-augustus-gene-0.116-mRNA-1_1&gene=maker-NODE_10_length_329645_cov_33.732_ID_19-augustus-gene-0.116&CDS=1-4476
3092	OG0003092	YOR357C	maker-NODE_20_length_88193_cov_34.0756_ID_39-augustus-gene-0.50-mRNA-1_1&gene=maker-NODE_20_length_88193_cov_34.0756_ID_39-augustus-gene-0.50&CDS=1-480
3093	OG0003093	YOR358W	snap_masked-NODE_8_length_478249_cov_30.3473_ID_15-processed-gene-3.9-mRNA-1_1&gene=snap_masked-NODE_8_length_478249_cov_30.3473_ID_15-processed-gene-3.9&CDS=1-852
3094	OG0003094	YOR359W	augustus_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-11.152-mRNA-1_1&gene=augustus_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-11.152&CDS=1-1662
3095	OG0003095	YOR360C	augustus_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-11.151-mRNA-1_1&gene=augustus_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-11.151&CDS=1-1740
3096	OG0003096	YOR361C	augustus_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-8.155-mRNA-1_1&gene=augustus_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-8.155&CDS=1-2121
3097	OG0003097	YOR362C	augustus_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-8.157-mRNA-1_1&gene=augustus_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-8.157&CDS=1-771
3098	OG0003098	YOR368W	augustus_masked-NODE_5_length_741203_cov_30.7056_ID_9-processed-gene-1.40-mRNA-1_1&gene=augustus_masked-NODE_5_length_741203_cov_30.7056_ID_9-processed-gene-1.40&CDS=1-1104
3099	OG0003099	YOR370C	maker-NODE_5_length_741203_cov_30.7056_ID_9-augustus-gene-1.107-mRNA-1_1&gene=maker-NODE_5_length_741203_cov_30.7056_ID_9-augustus-gene-1.107&CDS=1-2361
3100	OG0003100	YOR375C	augustus_masked-NODE_11_length_327135_cov_28.3393_ID_21-processed-gene-2.127-mRNA-1_1&gene=augustus_masked-NODE_11_length_327135_cov_28.3393_ID_21-processed-gene-2.127&CDS=1-1362
3101	OG0003101	YOR378W	augustus_masked-NODE_4_length_992781_cov_33.0108_ID_7-processed-gene-7.102-mRNA-1_1&gene=augustus_masked-NODE_4_length_992781_cov_33.0108_ID_7-processed-gene-7.102&CDS=1-1566
3102	OG0003102	YOR386W	augustus_masked-NODE_2_length_1306286_cov_31.9871_ID_3-processed-gene-10.131-mRNA-1_1&gene=augustus_masked-NODE_2_length_1306286_cov_31.9871_ID_3-processed-gene-10.131&CDS=1-1656
3103	OG0003103	YOR388C	augustus_masked-NODE_3_length_1123224_cov_32.4581_ID_5-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-NODE_3_length_1123224_cov_32.4581_ID_5-processed-gene-0.72&CDS=1-1137
3104	OG0003104	YPL002C	augustus_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-11.146-mRNA-1_1&gene=augustus_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-11.146&CDS=1-696
3105	OG0003105	YPL003W	augustus_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-11.170-mRNA-1_1&gene=augustus_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-11.170&CDS=1-1536
3106	OG0003106	YPL006W	augustus_masked-NODE_9_length_386304_cov_31.4917_ID_17-processed-gene-2.146-mRNA-1_1&gene=augustus_masked-NODE_9_length_386304_cov_31.4917_ID_17-processed-gene-2.146&CDS=1-3741
3107	OG0003107	YPL009C	augustus_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-2.10-mRNA-1_1&gene=augustus_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-2.10&CDS=1-3135
3108	OG0003108	YPL010W	augustus_masked-NODE_3_length_1123224_cov_32.4581_ID_5-processed-gene-5.110-mRNA-1_1&gene=augustus_masked-NODE_3_length_1123224_cov_32.4581_ID_5-processed-gene-5.110&CDS=1-576
3109	OG0003109	YPL011C	augustus_masked-NODE_3_length_1123224_cov_32.4581_ID_5-processed-gene-5.109-mRNA-1_1&gene=augustus_masked-NODE_3_length_1123224_cov_32.4581_ID_5-processed-gene-5.109&CDS=1-1224
3110	OG0003110	YPL012W	augustus_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-6.90-mRNA-1_1&gene=augustus_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-6.90&CDS=1-3600
3111	OG0003111	YPL013C	augustus_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-6.89-mRNA-1_1&gene=augustus_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-6.89&CDS=1-402
3112	OG0003112	YPL014W	augustus_masked-NODE_3_length_1123224_cov_32.4581_ID_5-processed-gene-4.46-mRNA-1_1&gene=augustus_masked-NODE_3_length_1123224_cov_32.4581_ID_5-processed-gene-4.46&CDS=1-1296
3113	OG0003113	YPL015C	augustus_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-2.32-mRNA-1_1&gene=augustus_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-2.32&CDS=1-1011
3114	OG0003114	YPL020C	augustus_masked-NODE_3_length_1123224_cov_32.4581_ID_5-processed-gene-5.108-mRNA-1_1&gene=augustus_masked-NODE_3_length_1123224_cov_32.4581_ID_5-processed-gene-5.108&CDS=1-1320
3115	OG0003115	YPL022W	augustus_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-3.69-mRNA-1_1&gene=augustus_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-3.69&CDS=1-5325
3116	OG0003116	YPL023C	augustus_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-3.92-mRNA-1_1&gene=augustus_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-3.92&CDS=1-2715
3117	OG0003117	YPL024W	augustus_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-3.70-mRNA-1_1&gene=augustus_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-3.70&CDS=1-552
3118	OG0003118	YPL028W	augustus_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-3.64-mRNA-1_1&gene=augustus_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-3.64&CDS=1-1203
3119	OG0003119	YPL029W	maker-NODE_1_length_1880460_cov_31.0834_ID_1-snap-gene-2.1-mRNA-1_1&gene=maker-NODE_1_length_1880460_cov_31.0834_ID_1-snap-gene-2.1&CDS=1-2763
3120	OG0003120	YPL030W	augustus_masked-NODE_3_length_1123224_cov_32.4581_ID_5-processed-gene-3.182-mRNA-1_1&gene=augustus_masked-NODE_3_length_1123224_cov_32.4581_ID_5-processed-gene-3.182&CDS=1-2583
3121	OG0003121	YPL037C	augustus_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-7.83-mRNA-1_1&gene=augustus_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-7.83&CDS=1-462
3122	OG0003122	YPL040C	snap_masked-NODE_3_length_1123224_cov_32.4581_ID_5-processed-gene-4.146-mRNA-1_1&gene=snap_masked-NODE_3_length_1123224_cov_32.4581_ID_5-processed-gene-4.146&CDS=1-2847
3123	OG0003123	YPL041C	genemark-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-2.87-mRNA-1_1&gene=genemark-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-2.87&CDS=1-594
3124	OG0003124	YPL042C	snap_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-3.11-mRNA-1_1&gene=snap_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-3.11&CDS=1-1368
3125	OG0003125	YPL043W	augustus_masked-NODE_3_length_1123224_cov_32.4581_ID_5-processed-gene-3.208-mRNA-1_1&gene=augustus_masked-NODE_3_length_1123224_cov_32.4581_ID_5-processed-gene-3.208&CDS=1-2061
3126	OG0003126	YPL045W	augustus_masked-NODE_3_length_1123224_cov_32.4581_ID_5-processed-gene-3.209-mRNA-1_1&gene=augustus_masked-NODE_3_length_1123224_cov_32.4581_ID_5-processed-gene-3.209&CDS=1-2712
3127	OG0003127	YPL046C	augustus_masked-NODE_3_length_1123224_cov_32.4581_ID_5-processed-gene-3.180-mRNA-1_1&gene=augustus_masked-NODE_3_length_1123224_cov_32.4581_ID_5-processed-gene-3.180&CDS=1-285
3128	OG0003128	YPL050C	augustus_masked-NODE_8_length_478249_cov_30.3473_ID_15-processed-gene-2.19-mRNA-1_1&gene=augustus_masked-NODE_8_length_478249_cov_30.3473_ID_15-processed-gene-2.19&CDS=1-2286
3129	OG0003129	YPL051W	augustus_masked-NODE_2_length_1306286_cov_31.9871_ID_3-processed-gene-7.68-mRNA-1_1&gene=augustus_masked-NODE_2_length_1306286_cov_31.9871_ID_3-processed-gene-7.68&CDS=1-693
3130	OG0003130	YPL054W	augustus_masked-NODE_8_length_478249_cov_30.3473_ID_15-processed-gene-2.21-mRNA-1_1&gene=augustus_masked-NODE_8_length_478249_cov_30.3473_ID_15-processed-gene-2.21&CDS=1-1056
3131	OG0003131	YPL057C	snap_masked-NODE_10_length_329645_cov_33.732_ID_19-processed-gene-1.21-mRNA-1_1&gene=snap_masked-NODE_10_length_329645_cov_33.732_ID_19-processed-gene-1.21&CDS=1-1092
3132	OG0003132	YPL059W	augustus_masked-NODE_2_length_1306286_cov_31.9871_ID_3-processed-gene-11.101-mRNA-1_1&gene=augustus_masked-NODE_2_length_1306286_cov_31.9871_ID_3-processed-gene-11.101&CDS=1-459
3133	OG0003133	YPL060W	augustus_masked-NODE_5_length_741203_cov_30.7056_ID_9-processed-gene-2.167-mRNA-1_1&gene=augustus_masked-NODE_5_length_741203_cov_30.7056_ID_9-processed-gene-2.167&CDS=1-1191
3134	OG0003134	YPL063W	augustus_masked-NODE_18_length_169719_cov_41.7299_ID_35-processed-gene-0.226-mRNA-1_1&gene=augustus_masked-NODE_18_length_169719_cov_41.7299_ID_35-processed-gene-0.226&CDS=1-1374
3135	OG0003135	YPL064C	augustus_masked-NODE_7_length_478340_cov_34.1556_ID_13-processed-gene-2.157-mRNA-1_1&gene=augustus_masked-NODE_7_length_478340_cov_34.1556_ID_13-processed-gene-2.157&CDS=1-903
3136	OG0003136	YPL065W	augustus_masked-NODE_2_length_1306286_cov_31.9871_ID_3-processed-gene-9.82-mRNA-1_1&gene=augustus_masked-NODE_2_length_1306286_cov_31.9871_ID_3-processed-gene-9.82&CDS=1-804
3137	OG0003137	YPL066W	augustus_masked-NODE_2_length_1306286_cov_31.9871_ID_3-processed-gene-9.83-mRNA-1_1&gene=augustus_masked-NODE_2_length_1306286_cov_31.9871_ID_3-processed-gene-9.83&CDS=1-1332
3138	OG0003138	YPL067C	augustus_masked-NODE_3_length_1123224_cov_32.4581_ID_5-processed-gene-3.184-mRNA-1_1&gene=augustus_masked-NODE_3_length_1123224_cov_32.4581_ID_5-processed-gene-3.184&CDS=1-687
3139	OG0003139	YPL069C	augustus_masked-NODE_9_length_386304_cov_31.4917_ID_17-processed-gene-1.137-mRNA-1_1&gene=augustus_masked-NODE_9_length_386304_cov_31.4917_ID_17-processed-gene-1.137&CDS=1-990
3140	OG0003140	YPL072W	augustus_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-5.57-mRNA-1_1&gene=augustus_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-5.57&CDS=1-2718
3141	OG0003141	YPL078C	augustus_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-2.37-mRNA-1_1&gene=augustus_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-2.37&CDS=1-687
