	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034594_Starmera_quercuum
3083	OG0003083	YNL152W	snap_masked-flattened_line_25-processed-gene-1.181-mRNA-1_1&gene=snap_masked-flattened_line_25-processed-gene-1.181&CDS=1-1572
3084	OG0003084	YNL153C	genemark-flattened_line_33-processed-gene-0.210-mRNA-1_1&gene=genemark-flattened_line_33-processed-gene-0.210&CDS=1-384
3085	OG0003085	YNL155W	snap_masked-flattened_line_6-processed-gene-0.139-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-0.139&CDS=1-576
3086	OG0003086	YNL156C	snap_masked-flattened_line_33-processed-gene-0.149-mRNA-1_1&gene=snap_masked-flattened_line_33-processed-gene-0.149&CDS=1-798
3087	OG0003087	YNL159C	snap_masked-flattened_line_33-processed-gene-0.114-mRNA-1_1&gene=snap_masked-flattened_line_33-processed-gene-0.114&CDS=1-606
3088	OG0003088	YNL161W	snap_masked-flattened_line_8-processed-gene-0.21-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-0.21&CDS=1-2157
3089	OG0003089	YNL163C	maker-flattened_line_8-augustus-gene-0.3-mRNA-1_1&gene=maker-flattened_line_8-augustus-gene-0.3&CDS=1-3924
3090	OG0003090	YNL165W	genemark-flattened_line_8-processed-gene-0.93-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-0.93&CDS=1-1164
3091	OG0003091	YNL166C	snap_masked-flattened_line_8-processed-gene-0.35-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-0.35&CDS=1-780
3092	OG0003092	YNL168C	maker-flattened_line_119-augustus-gene-0.36-mRNA-1_1&gene=maker-flattened_line_119-augustus-gene-0.36&CDS=1-2220
3093	OG0003093	YNL169C	snap_masked-flattened_line_119-processed-gene-0.38-mRNA-1_1&gene=snap_masked-flattened_line_119-processed-gene-0.38&CDS=1-1578
3094	OG0003094	YNL172W	snap_masked-flattened_line_119-processed-gene-0.37-mRNA-1_1&gene=snap_masked-flattened_line_119-processed-gene-0.37&CDS=1-4530
3095	OG0003095	YNL175C	snap_masked-flattened_line_15-processed-gene-0.40-mRNA-1_1&gene=snap_masked-flattened_line_15-processed-gene-0.40&CDS=1-1167
3096	OG0003096	YNL177C	snap_masked-flattened_line_15-processed-gene-0.42-mRNA-1_1&gene=snap_masked-flattened_line_15-processed-gene-0.42&CDS=1-879
3097	OG0003097	YNL178W	snap_masked-flattened_line_33-processed-gene-0.93-mRNA-1_1&gene=snap_masked-flattened_line_33-processed-gene-0.93&CDS=1-753
3098	OG0003098	YNL181W	snap_masked-flattened_line_33-processed-gene-0.127-mRNA-1_1&gene=snap_masked-flattened_line_33-processed-gene-0.127&CDS=1-1287
3099	OG0003099	YNL182C	snap_masked-flattened_line_33-processed-gene-0.91-mRNA-1_1&gene=snap_masked-flattened_line_33-processed-gene-0.91&CDS=1-1449
3100	OG0003100	YNL183C	snap_masked-flattened_line_33-processed-gene-0.126-mRNA-1_1&gene=snap_masked-flattened_line_33-processed-gene-0.126&CDS=1-2214
3101	OG0003101	YNL185C	snap_masked-flattened_line_33-processed-gene-0.90-mRNA-1_1&gene=snap_masked-flattened_line_33-processed-gene-0.90&CDS=1-444
3102	OG0003102	YNL186W	snap_masked-flattened_line_33-processed-gene-0.89-mRNA-1_1&gene=snap_masked-flattened_line_33-processed-gene-0.89&CDS=1-2643
3103	OG0003103	YNL187W	augustus_masked-flattened_line_33-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-flattened_line_33-processed-gene-0.47&CDS=1-1200
3104	OG0003104	YNL189W	snap_masked-flattened_line_107-processed-gene-0.85-mRNA-1_1&gene=snap_masked-flattened_line_107-processed-gene-0.85&CDS=1-1605
3105	OG0003105	YNL191W	genemark-flattened_line_107-processed-gene-0.7-mRNA-1_1&gene=genemark-flattened_line_107-processed-gene-0.7&CDS=1-1038
3106	OG0003106	YNL193W	snap_masked-flattened_line_25-processed-gene-0.138-mRNA-1_1&gene=snap_masked-flattened_line_25-processed-gene-0.138&CDS=1-1524
3107	OG0003107	YNL200C	maker-flattened_line_83-snap-gene-0.0-mRNA-1_1&gene=maker-flattened_line_83-snap-gene-0.0&CDS=1-681
3108	OG0003108	YNL201C	snap_masked-flattened_line_83-processed-gene-0.65-mRNA-1_1&gene=snap_masked-flattened_line_83-processed-gene-0.65&CDS=1-2721
3109	OG0003109	YNL202W	snap_masked-flattened_line_83-processed-gene-0.98-mRNA-1_1&gene=snap_masked-flattened_line_83-processed-gene-0.98&CDS=1-870
3110	OG0003110	YNL206C	snap_masked-flattened_line_4-processed-gene-4.204-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-4.204&CDS=1-1209
3111	OG0003111	YNL207W	snap_masked-flattened_line_4-processed-gene-4.245-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-4.245&CDS=1-1308
3112	OG0003112	YNL208W	snap_masked-flattened_line_4-processed-gene-4.205-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-4.205&CDS=1-591
3113	OG0003113	YNL210W	maker-flattened_line_25-snap-gene-0.7-mRNA-1_1&gene=maker-flattened_line_25-snap-gene-0.7&CDS=1-942
3114	OG0003114	YNL211C	genemark-flattened_line_2-processed-gene-4.23-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-4.23&CDS=1-240
3115	OG0003115	YNL212W	snap_masked-flattened_line_2-processed-gene-4.142-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-4.142&CDS=1-2334
3116	OG0003116	YNL213C	snap_masked-flattened_line_2-processed-gene-4.120-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-4.120&CDS=1-726
3117	OG0003117	YNL214W	snap_masked-flattened_line_2-processed-gene-4.143-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-4.143&CDS=1-642
3118	OG0003118	YNL216W	snap_masked-flattened_line_25-processed-gene-1.167-mRNA-1_1&gene=snap_masked-flattened_line_25-processed-gene-1.167&CDS=1-1776
3119	OG0003119	YNL217W	snap_masked-flattened_line_2-processed-gene-5.31-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-5.31&CDS=1-1092
3120	OG0003120	YNL218W	snap_masked-flattened_line_4-processed-gene-4.212-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-4.212&CDS=1-1587
3121	OG0003121	YNL219C	snap_masked-flattened_line_4-processed-gene-4.250-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-4.250&CDS=1-1701
3122	OG0003122	YNL220W	snap_masked-flattened_line_4-processed-gene-4.210-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-4.210&CDS=1-1284
3123	OG0003123	YNL221C	maker-flattened_line_4-snap-gene-4.277-mRNA-1_1&gene=maker-flattened_line_4-snap-gene-4.277&CDS=1-2412
3124	OG0003124	YNL222W	maker-flattened_line_4-snap-gene-4.271-mRNA-1_1&gene=maker-flattened_line_4-snap-gene-4.271&CDS=1-609
3125	OG0003125	YNL223W	snap_masked-flattened_line_4-processed-gene-4.208-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-4.208&CDS=1-1695
3126	OG0003126	YNL224C	snap_masked-flattened_line_4-processed-gene-4.247-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-4.247&CDS=1-2322
3127	OG0003127	YNL225C	augustus_masked-flattened_line_4-processed-gene-4.111-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-4.111&CDS=1-1368
3128	OG0003128	YNL227C	snap_masked-flattened_line_4-processed-gene-4.207-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-4.207&CDS=1-1599
3129	OG0003129	YNL229C	snap_masked-flattened_line_25-processed-gene-1.152-mRNA-1_1&gene=snap_masked-flattened_line_25-processed-gene-1.152&CDS=1-1032
3130	OG0003130	YNL230C	genemark-flattened_line_6-processed-gene-0.51-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-0.51&CDS=1-921
3131	OG0003131	YNL231C	snap_masked-flattened_line_6-processed-gene-0.116-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-0.116&CDS=1-1104
3132	OG0003132	YNL232W	snap_masked-flattened_line_6-processed-gene-0.141-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-0.141&CDS=1-825
3133	OG0003133	YNL233W	snap_masked-flattened_line_93-processed-gene-0.57-mRNA-1_1&gene=snap_masked-flattened_line_93-processed-gene-0.57&CDS=1-2427
3134	OG0003134	YNL234W	snap_masked-flattened_line_93-processed-gene-0.56-mRNA-1_1&gene=snap_masked-flattened_line_93-processed-gene-0.56&CDS=1-1164
3135	OG0003135	YNL236W	snap_masked-flattened_line_93-processed-gene-0.55-mRNA-1_1&gene=snap_masked-flattened_line_93-processed-gene-0.55&CDS=1-2970
3136	OG0003136	YNL237W	snap_masked-flattened_line_93-processed-gene-0.53-mRNA-1_1&gene=snap_masked-flattened_line_93-processed-gene-0.53&CDS=1-1305
3137	OG0003137	YNL238W	snap_masked-flattened_line_93-processed-gene-0.52-mRNA-1_1&gene=snap_masked-flattened_line_93-processed-gene-0.52&CDS=1-2322
3138	OG0003138	YNL239W	snap_masked-flattened_line_93-processed-gene-0.51-mRNA-1_1&gene=snap_masked-flattened_line_93-processed-gene-0.51&CDS=1-1326
3139	OG0003139	YNL240C	snap_masked-flattened_line_193-processed-gene-0.1-mRNA-1_1&gene=snap_masked-flattened_line_193-processed-gene-0.1&CDS=1-1557
3140	OG0003140	YNL241C	snap_masked-flattened_line_6-processed-gene-2.58-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-2.58&CDS=1-1494
3141	OG0003141	YNL242W	snap_masked-flattened_line_21-processed-gene-1.213-mRNA-1_1&gene=snap_masked-flattened_line_21-processed-gene-1.213&CDS=1-5436
3142	OG0003142	YNL258C	snap_masked-flattened_line_39-processed-gene-0.16-mRNA-1_1&gene=snap_masked-flattened_line_39-processed-gene-0.16&CDS=1-2103
3143	OG0003143	YNL259C	maker-flattened_line_75-snap-gene-0.2-mRNA-1_1&gene=maker-flattened_line_75-snap-gene-0.2&CDS=1-216
3144	OG0003144	YNL260C	snap_masked-flattened_line_75-processed-gene-0.159-mRNA-1_1&gene=snap_masked-flattened_line_75-processed-gene-0.159&CDS=1-459
3145	OG0003145	YNL261W	snap_masked-flattened_line_75-processed-gene-0.192-mRNA-1_1&gene=snap_masked-flattened_line_75-processed-gene-0.192&CDS=1-1320
3146	OG0003146	YNL262W	snap_masked-flattened_line_23-processed-gene-1.196-mRNA-1_1&gene=snap_masked-flattened_line_23-processed-gene-1.196&CDS=1-6576
3147	OG0003147	YNL263C	snap_masked-flattened_line_23-processed-gene-1.205-mRNA-1_1&gene=snap_masked-flattened_line_23-processed-gene-1.205&CDS=1-999
3148	OG0003148	YNL265C	maker-flattened_line_45-snap-gene-0.69-mRNA-1_1&gene=maker-flattened_line_45-snap-gene-0.69&CDS=1-915
3149	OG0003149	YNL267W	snap_masked-flattened_line_45-processed-gene-0.73-mRNA-1_1&gene=snap_masked-flattened_line_45-processed-gene-0.73&CDS=1-2829
3150	OG0003150	YNL272C	genemark-flattened_line_23-processed-gene-1.76-mRNA-1_1&gene=genemark-flattened_line_23-processed-gene-1.76&CDS=1-1680
3151	OG0003151	YNL273W	snap_masked-flattened_line_23-processed-gene-1.221-mRNA-1_1&gene=snap_masked-flattened_line_23-processed-gene-1.221&CDS=1-3573
3152	OG0003152	YNL274C	augustus_masked-flattened_line_65-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-flattened_line_65-processed-gene-0.2&CDS=1-1038
3153	OG0003153	YNL275W	snap_masked-flattened_line_127-processed-gene-0.25-mRNA-1_1&gene=snap_masked-flattened_line_127-processed-gene-0.25&CDS=1-1563
3154	OG0003154	YNL277W	snap_masked-flattened_line_127-processed-gene-0.15-mRNA-1_1&gene=snap_masked-flattened_line_127-processed-gene-0.15&CDS=1-1371
3155	OG0003155	YNL279W	snap_masked-flattened_line_45-processed-gene-0.110-mRNA-1_1&gene=snap_masked-flattened_line_45-processed-gene-0.110&CDS=1-2106
3156	OG0003156	YNL280C	snap_masked-flattened_line_25-processed-gene-1.151-mRNA-1_1&gene=snap_masked-flattened_line_25-processed-gene-1.151&CDS=1-1308
3157	OG0003157	YNL281W	snap_masked-flattened_line_61-processed-gene-0.124-mRNA-1_1&gene=snap_masked-flattened_line_61-processed-gene-0.124&CDS=1-426
3158	OG0003158	YNL284C	augustus_masked-flattened_line_4-processed-gene-4.160-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-4.160&CDS=1-3354
3159	OG0003159	YNL286W	maker-flattened_line_25-snap-gene-1.5-mRNA-1_1&gene=maker-flattened_line_25-snap-gene-1.5&CDS=1-1059
3160	OG0003160	YNL287W	snap_masked-flattened_line_49-processed-gene-0.104-mRNA-1_1&gene=snap_masked-flattened_line_49-processed-gene-0.104&CDS=1-2736
3161	OG0003161	YNL288W	snap_masked-flattened_line_49-processed-gene-0.102-mRNA-1_1&gene=snap_masked-flattened_line_49-processed-gene-0.102&CDS=1-1224
3162	OG0003162	YNL289W	snap_masked-flattened_line_15-processed-gene-2.184-mRNA-1_1&gene=snap_masked-flattened_line_15-processed-gene-2.184&CDS=1-831
3163	OG0003163	YNL290W	maker-flattened_line_49-snap-gene-0.212-mRNA-1_1&gene=maker-flattened_line_49-snap-gene-0.212&CDS=1-984
3164	OG0003164	YNL291C	genemark-flattened_line_49-processed-gene-0.156-mRNA-1_1&gene=genemark-flattened_line_49-processed-gene-0.156&CDS=1-1494
3165	OG0003165	YNL292W	augustus_masked-flattened_line_15-processed-gene-2.94-mRNA-1_1&gene=augustus_masked-flattened_line_15-processed-gene-2.94&CDS=1-1908
3166	OG0003166	YNL293W	snap_masked-flattened_line_15-processed-gene-2.183-mRNA-1_1&gene=snap_masked-flattened_line_15-processed-gene-2.183&CDS=1-1791
3167	OG0003167	YNL294C	snap_masked-flattened_line_15-processed-gene-2.177-mRNA-1_1&gene=snap_masked-flattened_line_15-processed-gene-2.177&CDS=1-1467
3168	OG0003168	YNL297C	snap_masked-flattened_line_15-processed-gene-2.178-mRNA-1_1&gene=snap_masked-flattened_line_15-processed-gene-2.178&CDS=1-4632
3169	OG0003169	YNL298W	snap_masked-flattened_line_11-processed-gene-0.72-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-0.72&CDS=1-2385
3170	OG0003170	YNL305C	augustus_masked-flattened_line_0-processed-gene-7.61-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-7.61&CDS=1-1413
3171	OG0003171	YNL306W	genemark-flattened_line_75-processed-gene-0.39-mRNA-1_1&gene=genemark-flattened_line_75-processed-gene-0.39&CDS=1-639
3172	OG0003172	YNL307C	snap_masked-flattened_line_75-processed-gene-0.136-mRNA-1_1&gene=snap_masked-flattened_line_75-processed-gene-0.136&CDS=1-1083
3173	OG0003173	YNL308C	snap_masked-flattened_line_61-processed-gene-0.80-mRNA-1_1&gene=snap_masked-flattened_line_61-processed-gene-0.80&CDS=1-1692
3174	OG0003174	YNL311C	snap_masked-flattened_line_35-processed-gene-0.62-mRNA-1_1&gene=snap_masked-flattened_line_35-processed-gene-0.62&CDS=1-1383
3175	OG0003175	YNL312W	augustus_masked-flattened_line_35-processed-gene-0.155-mRNA-1_1&gene=augustus_masked-flattened_line_35-processed-gene-0.155&CDS=1-1299
3176	OG0003176	YNL313C	snap_masked-flattened_line_61-processed-gene-0.114-mRNA-1_1&gene=snap_masked-flattened_line_61-processed-gene-0.114&CDS=1-2730
3177	OG0003177	YNL315C	maker-flattened_line_35-snap-gene-0.19-mRNA-1_1&gene=maker-flattened_line_35-snap-gene-0.19&CDS=1-927
3178	OG0003178	YNL316C	maker-flattened_line_35-snap-gene-0.18-mRNA-1_1&gene=maker-flattened_line_35-snap-gene-0.18&CDS=1-894
3179	OG0003179	YNL317W	snap_masked-flattened_line_11-processed-gene-0.73-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-0.73&CDS=1-1371
3180	OG0003180	YNL320W	snap_masked-flattened_line_73-processed-gene-0.94-mRNA-1_1&gene=snap_masked-flattened_line_73-processed-gene-0.94&CDS=1-876
3181	OG0003181	YNL321W	snap_masked-flattened_line_73-processed-gene-0.66-mRNA-1_1&gene=snap_masked-flattened_line_73-processed-gene-0.66&CDS=1-3042
3182	OG0003182	YNL325C	augustus_masked-flattened_line_6-processed-gene-3.169-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-3.169&CDS=1-2646
3183	OG0003183	YNL328C	augustus_masked-flattened_line_11-processed-gene-2.35-mRNA-1_1&gene=augustus_masked-flattened_line_11-processed-gene-2.35&CDS=1-927
3184	OG0003184	YNL329C	snap_masked-flattened_line_11-processed-gene-2.71-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-2.71&CDS=1-2922
3185	OG0003185	YNL330C	maker-flattened_line_11-snap-gene-2.173-mRNA-1_1&gene=maker-flattened_line_11-snap-gene-2.173&CDS=1-1308
3186	OG0003186	YNR001C	snap_masked-flattened_line_95-processed-gene-0.36-mRNA-1_1&gene=snap_masked-flattened_line_95-processed-gene-0.36&CDS=1-1413
3187	OG0003187	YNR003C	genemark-flattened_line_71-processed-gene-0.13-mRNA-1_1&gene=genemark-flattened_line_71-processed-gene-0.13&CDS=1-900
3188	OG0003188	YNR006W	snap_masked-flattened_line_13-processed-gene-2.163-mRNA-1_1&gene=snap_masked-flattened_line_13-processed-gene-2.163&CDS=1-2133
3189	OG0003189	YNR008W	snap_masked-flattened_line_75-processed-gene-0.179-mRNA-1_1&gene=snap_masked-flattened_line_75-processed-gene-0.179&CDS=1-1908
3190	OG0003190	YNR012W	snap_masked-flattened_line_11-processed-gene-0.90-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-0.90&CDS=1-1410
3191	OG0003191	YNR013C	snap_masked-flattened_line_11-processed-gene-0.60-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-0.60&CDS=1-2469
3192	OG0003192	YNR015W	snap_masked-flattened_line_89-processed-gene-0.127-mRNA-1_1&gene=snap_masked-flattened_line_89-processed-gene-0.127&CDS=1-1149
3193	OG0003193	YNR016C	snap_masked-flattened_line_4-processed-gene-2.147-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-2.147&CDS=1-6726
3194	OG0003194	YNR017W	snap_masked-flattened_line_89-processed-gene-0.104-mRNA-1_1&gene=snap_masked-flattened_line_89-processed-gene-0.104&CDS=1-630
3195	OG0003195	YNR018W	snap_masked-flattened_line_61-processed-gene-0.96-mRNA-1_1&gene=snap_masked-flattened_line_61-processed-gene-0.96&CDS=1-654
3196	OG0003196	YNR020C	snap_masked-flattened_line_61-processed-gene-0.134-mRNA-1_1&gene=snap_masked-flattened_line_61-processed-gene-0.134&CDS=1-723
3197	OG0003197	YNR021W	snap_masked-flattened_line_119-processed-gene-0.49-mRNA-1_1&gene=snap_masked-flattened_line_119-processed-gene-0.49&CDS=1-1098
3198	OG0003198	YNR022C	snap_masked-flattened_line_57-processed-gene-0.104-mRNA-1_1&gene=snap_masked-flattened_line_57-processed-gene-0.104&CDS=1-645
3199	OG0003199	YNR026C	snap_masked-flattened_line_57-processed-gene-0.111-mRNA-1_1&gene=snap_masked-flattened_line_57-processed-gene-0.111&CDS=1-1365
3200	OG0003200	YNR029C	snap_masked-flattened_line_2-processed-gene-1.33-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-1.33&CDS=1-1173
3201	OG0003201	YNR030W	snap_masked-flattened_line_2-processed-gene-1.52-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-1.52&CDS=1-1674
3202	OG0003202	YNR032C-A	snap_masked-flattened_line_51-processed-gene-0.89-mRNA-1_1&gene=snap_masked-flattened_line_51-processed-gene-0.89&CDS=1-219
3203	OG0003203	YNR032W	genemark-flattened_line_51-processed-gene-0.59-mRNA-1_1&gene=genemark-flattened_line_51-processed-gene-0.59&CDS=1-984
3204	OG0003204	YNR033W	snap_masked-flattened_line_51-processed-gene-0.134-mRNA-1_1&gene=snap_masked-flattened_line_51-processed-gene-0.134&CDS=1-2118
3205	OG0003205	YNR035C	snap_masked-flattened_line_51-processed-gene-0.86-mRNA-1_1&gene=snap_masked-flattened_line_51-processed-gene-0.86&CDS=1-930
3206	OG0003206	YNR036C	snap_masked-flattened_line_51-processed-gene-0.130-mRNA-1_1&gene=snap_masked-flattened_line_51-processed-gene-0.130&CDS=1-522
3207	OG0003207	YNR037C	snap_masked-flattened_line_51-processed-gene-0.129-mRNA-1_1&gene=snap_masked-flattened_line_51-processed-gene-0.129&CDS=1-273
3208	OG0003208	YNR038W	genemark-flattened_line_51-processed-gene-0.55-mRNA-1_1&gene=genemark-flattened_line_51-processed-gene-0.55&CDS=1-1833
3209	OG0003209	YNR039C	snap_masked-flattened_line_0-processed-gene-6.61-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-6.61&CDS=1-1644
3210	OG0003210	YNR041C	snap_masked-flattened_line_0-processed-gene-8.96-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-8.96&CDS=1-1146
3211	OG0003211	YNR043W	maker-flattened_line_0-snap-gene-8.337-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-8.337&CDS=1-1170
3212	OG0003212	YNR046W	genemark-flattened_line_105-processed-gene-0.17-mRNA-1_1&gene=genemark-flattened_line_105-processed-gene-0.17&CDS=1-1866
3213	OG0003213	YNR050C	snap_masked-flattened_line_85-processed-gene-0.34-mRNA-1_1&gene=snap_masked-flattened_line_85-processed-gene-0.34&CDS=1-1353
3214	OG0003214	YNR052C	snap_masked-flattened_line_85-processed-gene-0.31-mRNA-1_1&gene=snap_masked-flattened_line_85-processed-gene-0.31&CDS=1-1110
3215	OG0003215	YNR053C	maker-flattened_line_0-snap-gene-4.10-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-4.10&CDS=1-1584
3216	OG0003216	YNR054C	snap_masked-flattened_line_0-processed-gene-4.43-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-4.43&CDS=1-1044
3217	OG0003217	YNR055C	snap_masked-flattened_line_43-processed-gene-0.143-mRNA-1_1&gene=snap_masked-flattened_line_43-processed-gene-0.143&CDS=1-1719
3218	OG0003218	YNR057C	snap_masked-flattened_line_13-processed-gene-2.145-mRNA-1_1&gene=snap_masked-flattened_line_13-processed-gene-2.145&CDS=1-645
3219	OG0003219	YNR058W	snap_masked-flattened_line_13-processed-gene-2.194-mRNA-1_1&gene=snap_masked-flattened_line_13-processed-gene-2.194&CDS=1-1320
3220	OG0003220	YNR074C	genemark-flattened_line_11-processed-gene-3.54-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-3.54&CDS=1-1128
3221	OG0003221	YOL001W	snap_masked-flattened_line_69-processed-gene-0.58-mRNA-1_1&gene=snap_masked-flattened_line_69-processed-gene-0.58&CDS=1-1236
3222	OG0003222	YOL003C	maker-flattened_line_89-augustus-gene-0.136-mRNA-1_1&gene=maker-flattened_line_89-augustus-gene-0.136&CDS=1-1137
3223	OG0003223	YOL004W	maker-flattened_line_89-augustus-gene-0.133-mRNA-1_1&gene=maker-flattened_line_89-augustus-gene-0.133&CDS=1-4392
3224	OG0003224	YOL005C	snap_masked-flattened_line_89-processed-gene-0.118-mRNA-1_1&gene=snap_masked-flattened_line_89-processed-gene-0.118&CDS=1-366
3225	OG0003225	YOL006C	snap_masked-flattened_line_89-processed-gene-0.116-mRNA-1_1&gene=snap_masked-flattened_line_89-processed-gene-0.116&CDS=1-2292
3226	OG0003226	YOL007C	genemark-flattened_line_89-processed-gene-0.34-mRNA-1_1&gene=genemark-flattened_line_89-processed-gene-0.34&CDS=1-987
3227	OG0003227	YOL009C	augustus_masked-flattened_line_89-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-flattened_line_89-processed-gene-0.55&CDS=1-924
3228	OG0003228	YOL010W	snap_masked-flattened_line_89-processed-gene-0.94-mRNA-1_1&gene=snap_masked-flattened_line_89-processed-gene-0.94&CDS=1-1095
3229	OG0003229	YOL013C	snap_masked-flattened_line_51-processed-gene-0.136-mRNA-1_1&gene=snap_masked-flattened_line_51-processed-gene-0.136&CDS=1-1575
3230	OG0003230	YOL016C	snap_masked-flattened_line_71-processed-gene-0.68-mRNA-1_1&gene=snap_masked-flattened_line_71-processed-gene-0.68&CDS=1-1251
3231	OG0003231	YOL018C	snap_masked-flattened_line_0-processed-gene-6.58-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-6.58&CDS=1-1107
3232	OG0003232	YOL019W	snap_masked-flattened_line_0-processed-gene-6.76-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-6.76&CDS=1-1620
3233	OG0003233	YOL021C	snap_masked-flattened_line_45-processed-gene-0.116-mRNA-1_1&gene=snap_masked-flattened_line_45-processed-gene-0.116&CDS=1-2922
3234	OG0003234	YOL022C	maker-flattened_line_23-snap-gene-1.258-mRNA-1_1&gene=maker-flattened_line_23-snap-gene-1.258&CDS=1-1221
3235	OG0003235	YOL023W	snap_masked-flattened_line_23-processed-gene-1.204-mRNA-1_1&gene=snap_masked-flattened_line_23-processed-gene-1.204&CDS=1-2007
3236	OG0003236	YOL026C	genemark-flattened_line_11-processed-gene-1.36-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-1.36&CDS=1-330
3237	OG0003237	YOL028C	snap_masked-flattened_line_15-processed-gene-0.78-mRNA-1_1&gene=snap_masked-flattened_line_15-processed-gene-0.78&CDS=1-945
3238	OG0003238	YOL030W	augustus_masked-flattened_line_55-processed-gene-0.118-mRNA-1_1&gene=augustus_masked-flattened_line_55-processed-gene-0.118&CDS=1-1590
3239	OG0003239	YOL031C	snap_masked-flattened_line_47-processed-gene-0.79-mRNA-1_1&gene=snap_masked-flattened_line_47-processed-gene-0.79&CDS=1-1224
3240	OG0003240	YOL032W	snap_masked-flattened_line_47-processed-gene-0.40-mRNA-1_1&gene=snap_masked-flattened_line_47-processed-gene-0.40&CDS=1-627
3241	OG0003241	YOL033W	snap_masked-flattened_line_47-processed-gene-0.46-mRNA-1_1&gene=snap_masked-flattened_line_47-processed-gene-0.46&CDS=1-1560
3242	OG0003242	YOL034W	snap_masked-flattened_line_47-processed-gene-0.86-mRNA-1_1&gene=snap_masked-flattened_line_47-processed-gene-0.86&CDS=1-3246
3243	OG0003243	YOL038W	snap_masked-flattened_line_11-processed-gene-1.95-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-1.95&CDS=1-747
3244	OG0003244	YOL039W	genemark-flattened_line_47-processed-gene-0.197-mRNA-1_1&gene=genemark-flattened_line_47-processed-gene-0.197&CDS=1-330
3245	OG0003245	YOL040C	snap_masked-flattened_line_47-processed-gene-0.82-mRNA-1_1&gene=snap_masked-flattened_line_47-processed-gene-0.82&CDS=1-435
3246	OG0003246	YOL041C	snap_masked-flattened_line_47-processed-gene-0.81-mRNA-1_1&gene=snap_masked-flattened_line_47-processed-gene-0.81&CDS=1-1299
3247	OG0003247	YOL049W	snap_masked-flattened_line_47-processed-gene-0.37-mRNA-1_1&gene=snap_masked-flattened_line_47-processed-gene-0.37&CDS=1-1461
3248	OG0003248	YOL051W	snap_masked-flattened_line_17-processed-gene-1.255-mRNA-1_1&gene=snap_masked-flattened_line_17-processed-gene-1.255&CDS=1-3723
3249	OG0003249	YOL052C	snap_masked-flattened_line_27-processed-gene-1.175-mRNA-1_1&gene=snap_masked-flattened_line_27-processed-gene-1.175&CDS=1-1170
3250	OG0003250	YOL054W	maker-flattened_line_57-augustus-gene-0.130-mRNA-1_1&gene=maker-flattened_line_57-augustus-gene-0.130&CDS=1-1146
