	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035662_Meyerozyma_caribbica
2696	OG0002696	YNR038W	snap_masked-NODE_3_length_1034512_cov_18.7206_ID_919-processed-gene-5.81-mRNA-1_1&gene=snap_masked-NODE_3_length_1034512_cov_18.7206_ID_919-processed-gene-5.81&CDS=1-1884
2697	OG0002697	YNR039C	snap_masked-NODE_3_length_1034512_cov_18.7206_ID_919-processed-gene-7.83-mRNA-1_1&gene=snap_masked-NODE_3_length_1034512_cov_18.7206_ID_919-processed-gene-7.83&CDS=1-1797
2698	OG0002698	YNR041C	genemark-NODE_9_length_596901_cov_18.4558_ID_1197-processed-gene-1.68-mRNA-1_1&gene=genemark-NODE_9_length_596901_cov_18.4558_ID_1197-processed-gene-1.68&CDS=1-3468
2699	OG0002699	YNR043W	augustus_masked-NODE_9_length_596901_cov_18.4558_ID_1197-processed-gene-1.132-mRNA-1_1&gene=augustus_masked-NODE_9_length_596901_cov_18.4558_ID_1197-processed-gene-1.132&CDS=1-3393
2700	OG0002700	YNR046W	snap_masked-NODE_5_length_847748_cov_16.1536_ID_963-processed-gene-7.52-mRNA-1_1&gene=snap_masked-NODE_5_length_847748_cov_16.1536_ID_963-processed-gene-7.52&CDS=1-390
2701	OG0002701	YNR050C	snap_masked-NODE_8_length_605226_cov_19.2795_ID_1056-processed-gene-3.49-mRNA-1_1&gene=snap_masked-NODE_8_length_605226_cov_19.2795_ID_1056-processed-gene-3.49&CDS=1-1332
2702	OG0002702	YNR051C	snap_masked-NODE_12_length_294675_cov_21.9903_ID_1250-processed-gene-1.120-mRNA-1_1&gene=snap_masked-NODE_12_length_294675_cov_21.9903_ID_1250-processed-gene-1.120&CDS=1-1377
2703	OG0002703	YNR052C	maker-NODE_12_length_294675_cov_21.9903_ID_1250-snap-gene-1.207-mRNA-1_1&gene=maker-NODE_12_length_294675_cov_21.9903_ID_1250-snap-gene-1.207&CDS=1-1425
2704	OG0002704	YNR053C	snap_masked-NODE_12_length_294675_cov_21.9903_ID_1250-processed-gene-1.174-mRNA-1_1&gene=snap_masked-NODE_12_length_294675_cov_21.9903_ID_1250-processed-gene-1.174&CDS=1-1578
2705	OG0002705	YNR054C	snap_masked-NODE_2_length_1278474_cov_17.5864_ID_847-processed-gene-3.101-mRNA-1_1&gene=snap_masked-NODE_2_length_1278474_cov_17.5864_ID_847-processed-gene-3.101&CDS=1-942
2706	OG0002706	YNR064C	snap_masked-NODE_1_length_1511766_cov_19.3565_ID_781-processed-gene-1.105-mRNA-1_1&gene=snap_masked-NODE_1_length_1511766_cov_19.3565_ID_781-processed-gene-1.105&CDS=1-873
2707	OG0002707	YOL001W	snap_masked-NODE_1_length_1511766_cov_19.3565_ID_781-processed-gene-3.26-mRNA-1_1&gene=snap_masked-NODE_1_length_1511766_cov_19.3565_ID_781-processed-gene-3.26&CDS=1-1296
2708	OG0002708	YOL002C	snap_masked-NODE_1_length_1511766_cov_19.3565_ID_781-processed-gene-3.32-mRNA-1_1&gene=snap_masked-NODE_1_length_1511766_cov_19.3565_ID_781-processed-gene-3.32&CDS=1-915
2709	OG0002709	YOL003C	maker-NODE_8_length_605226_cov_19.2795_ID_1056-snap-gene-2.109-mRNA-1_1&gene=maker-NODE_8_length_605226_cov_19.2795_ID_1056-snap-gene-2.109&CDS=1-1020
2710	OG0002710	YOL004W	maker-NODE_8_length_605226_cov_19.2795_ID_1056-snap-gene-3.60-mRNA-1_1&gene=maker-NODE_8_length_605226_cov_19.2795_ID_1056-snap-gene-3.60&CDS=1-4110
2711	OG0002711	YOL005C	maker-NODE_8_length_605226_cov_19.2795_ID_1056-snap-gene-3.59-mRNA-1_1&gene=maker-NODE_8_length_605226_cov_19.2795_ID_1056-snap-gene-3.59&CDS=1-363
2712	OG0002712	YOL006C	snap_masked-NODE_8_length_605226_cov_19.2795_ID_1056-processed-gene-3.6-mRNA-1_1&gene=snap_masked-NODE_8_length_605226_cov_19.2795_ID_1056-processed-gene-3.6&CDS=1-2262
2713	OG0002713	YOL008W	genemark-NODE_2_length_1278474_cov_17.5864_ID_847-processed-gene-10.22-mRNA-1_1&gene=genemark-NODE_2_length_1278474_cov_17.5864_ID_847-processed-gene-10.22&CDS=1-597
2714	OG0002714	YOL009C	snap_masked-NODE_1_length_1511766_cov_19.3565_ID_781-processed-gene-6.170-mRNA-1_1&gene=snap_masked-NODE_1_length_1511766_cov_19.3565_ID_781-processed-gene-6.170&CDS=1-1086
2715	OG0002715	YOL010W	snap_masked-NODE_1_length_1511766_cov_19.3565_ID_781-processed-gene-7.16-mRNA-1_1&gene=snap_masked-NODE_1_length_1511766_cov_19.3565_ID_781-processed-gene-7.16&CDS=1-1119
2716	OG0002716	YOL013C	snap_masked-NODE_6_length_736192_cov_18.5434_ID_1264-processed-gene-6.203-mRNA-1_1&gene=snap_masked-NODE_6_length_736192_cov_18.5434_ID_1264-processed-gene-6.203&CDS=1-1605
2717	OG0002717	YOL016C	snap_masked-NODE_7_length_691971_cov_18.1586_ID_999-processed-gene-5.85-mRNA-1_1&gene=snap_masked-NODE_7_length_691971_cov_18.1586_ID_999-processed-gene-5.85&CDS=1-1287
2718	OG0002718	YOL021C	snap_masked-NODE_2_length_1278474_cov_17.5864_ID_847-processed-gene-7.109-mRNA-1_1&gene=snap_masked-NODE_2_length_1278474_cov_17.5864_ID_847-processed-gene-7.109&CDS=1-2934
2719	OG0002719	YOL022C	snap_masked-NODE_8_length_605226_cov_19.2795_ID_1056-processed-gene-1.116-mRNA-1_1&gene=snap_masked-NODE_8_length_605226_cov_19.2795_ID_1056-processed-gene-1.116&CDS=1-1248
2720	OG0002720	YOL023W	maker-NODE_8_length_605226_cov_19.2795_ID_1056-augustus-gene-1.93-mRNA-1_1&gene=maker-NODE_8_length_605226_cov_19.2795_ID_1056-augustus-gene-1.93&CDS=1-3642
2721	OG0002721	YOL027C	snap_masked-NODE_1_length_1511766_cov_19.3565_ID_781-processed-gene-9.69-mRNA-1_1&gene=snap_masked-NODE_1_length_1511766_cov_19.3565_ID_781-processed-gene-9.69&CDS=1-1485
2722	OG0002722	YOL030W	snap_masked-NODE_1_length_1511766_cov_19.3565_ID_781-processed-gene-8.183-mRNA-1_1&gene=snap_masked-NODE_1_length_1511766_cov_19.3565_ID_781-processed-gene-8.183&CDS=1-1353
2723	OG0002723	YOL031C	snap_masked-NODE_9_length_596901_cov_18.4558_ID_1197-processed-gene-3.4-mRNA-1_1&gene=snap_masked-NODE_9_length_596901_cov_18.4558_ID_1197-processed-gene-3.4&CDS=1-1176
2724	OG0002724	YOL032W	snap_masked-NODE_9_length_596901_cov_18.4558_ID_1197-processed-gene-3.6-mRNA-1_1&gene=snap_masked-NODE_9_length_596901_cov_18.4558_ID_1197-processed-gene-3.6&CDS=1-666
2725	OG0002725	YOL033W	snap_masked-NODE_5_length_847748_cov_16.1536_ID_963-processed-gene-5.167-mRNA-1_1&gene=snap_masked-NODE_5_length_847748_cov_16.1536_ID_963-processed-gene-5.167&CDS=1-1506
2726	OG0002726	YOL034W	snap_masked-NODE_5_length_847748_cov_16.1536_ID_963-processed-gene-5.193-mRNA-1_1&gene=snap_masked-NODE_5_length_847748_cov_16.1536_ID_963-processed-gene-5.193&CDS=1-3180
2727	OG0002727	YOL038W	augustus_masked-NODE_9_length_596901_cov_18.4558_ID_1197-processed-gene-3.103-mRNA-1_1&gene=augustus_masked-NODE_9_length_596901_cov_18.4558_ID_1197-processed-gene-3.103&CDS=1-747
2728	OG0002728	YOL040C	maker-NODE_4_length_887185_cov_24.1062_ID_1360-snap-gene-4.109-mRNA-1_1&gene=maker-NODE_4_length_887185_cov_24.1062_ID_1360-snap-gene-4.109&CDS=1-426
2729	OG0002729	YOL041C	snap_masked-NODE_3_length_1034512_cov_18.7206_ID_919-processed-gene-8.55-mRNA-1_1&gene=snap_masked-NODE_3_length_1034512_cov_18.7206_ID_919-processed-gene-8.55&CDS=1-1239
2730	OG0002730	YOL048C	maker-NODE_9_length_596901_cov_18.4558_ID_1197-snap-gene-2.62-mRNA-1_1&gene=maker-NODE_9_length_596901_cov_18.4558_ID_1197-snap-gene-2.62&CDS=1-816
2731	OG0002731	YOL049W	snap_masked-NODE_9_length_596901_cov_18.4558_ID_1197-processed-gene-3.2-mRNA-1_1&gene=snap_masked-NODE_9_length_596901_cov_18.4558_ID_1197-processed-gene-3.2&CDS=1-1440
2732	OG0002732	YOL051W	augustus_masked-NODE_7_length_691971_cov_18.1586_ID_999-processed-gene-1.141-mRNA-1_1&gene=augustus_masked-NODE_7_length_691971_cov_18.1586_ID_999-processed-gene-1.141&CDS=1-2823
2733	OG0002733	YOL052C	snap_masked-NODE_9_length_596901_cov_18.4558_ID_1197-processed-gene-0.70-mRNA-1_1&gene=snap_masked-NODE_9_length_596901_cov_18.4558_ID_1197-processed-gene-0.70&CDS=1-1296
2734	OG0002734	YOL054W	genemark-NODE_3_length_1034512_cov_18.7206_ID_919-processed-gene-8.116-mRNA-1_1&gene=genemark-NODE_3_length_1034512_cov_18.7206_ID_919-processed-gene-8.116&CDS=1-885
2735	OG0002735	YOL057W	snap_masked-NODE_1_length_1511766_cov_19.3565_ID_781-processed-gene-12.98-mRNA-1_1&gene=snap_masked-NODE_1_length_1511766_cov_19.3565_ID_781-processed-gene-12.98&CDS=1-2106
2736	OG0002736	YOL058W	snap_masked-NODE_1_length_1511766_cov_19.3565_ID_781-processed-gene-0.139-mRNA-1_1&gene=snap_masked-NODE_1_length_1511766_cov_19.3565_ID_781-processed-gene-0.139&CDS=1-1248
2737	OG0002737	YOL060C	snap_masked-NODE_3_length_1034512_cov_18.7206_ID_919-processed-gene-6.24-mRNA-1_1&gene=snap_masked-NODE_3_length_1034512_cov_18.7206_ID_919-processed-gene-6.24&CDS=1-1881
2738	OG0002738	YOL061W	snap_masked-NODE_3_length_1034512_cov_18.7206_ID_919-processed-gene-7.44-mRNA-1_1&gene=snap_masked-NODE_3_length_1034512_cov_18.7206_ID_919-processed-gene-7.44&CDS=1-1452
2739	OG0002739	YOL062C	snap_masked-NODE_3_length_1034512_cov_18.7206_ID_919-processed-gene-7.45-mRNA-1_1&gene=snap_masked-NODE_3_length_1034512_cov_18.7206_ID_919-processed-gene-7.45&CDS=1-1392
2740	OG0002740	YOL063C	snap_masked-NODE_3_length_1034512_cov_18.7206_ID_919-processed-gene-1.23-mRNA-1_1&gene=snap_masked-NODE_3_length_1034512_cov_18.7206_ID_919-processed-gene-1.23&CDS=1-3132
2741	OG0002741	YOL064C	snap_masked-NODE_3_length_1034512_cov_18.7206_ID_919-processed-gene-3.146-mRNA-1_1&gene=snap_masked-NODE_3_length_1034512_cov_18.7206_ID_919-processed-gene-3.146&CDS=1-1074
2742	OG0002742	YOL065C	snap_masked-NODE_3_length_1034512_cov_18.7206_ID_919-processed-gene-0.71-mRNA-1_1&gene=snap_masked-NODE_3_length_1034512_cov_18.7206_ID_919-processed-gene-0.71&CDS=1-1335
2743	OG0002743	YOL066C	snap_masked-NODE_3_length_1034512_cov_18.7206_ID_919-processed-gene-0.95-mRNA-1_1&gene=snap_masked-NODE_3_length_1034512_cov_18.7206_ID_919-processed-gene-0.95&CDS=1-1794
2744	OG0002744	YOL067C	snap_masked-NODE_16_length_162208_cov_25.2841_ID_1753-processed-gene-0.87-mRNA-1_1&gene=snap_masked-NODE_16_length_162208_cov_25.2841_ID_1753-processed-gene-0.87&CDS=1-756
2745	OG0002745	YOL069W	snap_masked-NODE_1_length_1511766_cov_19.3565_ID_781-processed-gene-14.146-mRNA-1_1&gene=snap_masked-NODE_1_length_1511766_cov_19.3565_ID_781-processed-gene-14.146&CDS=1-1476
2746	OG0002746	YOL070C	snap_masked-NODE_16_length_162208_cov_25.2841_ID_1753-processed-gene-0.112-mRNA-1_1&gene=snap_masked-NODE_16_length_162208_cov_25.2841_ID_1753-processed-gene-0.112&CDS=1-1449
2747	OG0002747	YOL071W	snap_masked-NODE_16_length_162208_cov_25.2841_ID_1753-processed-gene-0.89-mRNA-1_1&gene=snap_masked-NODE_16_length_162208_cov_25.2841_ID_1753-processed-gene-0.89&CDS=1-405
2748	OG0002748	YOL072W	snap_masked-NODE_5_length_847748_cov_16.1536_ID_963-processed-gene-7.78-mRNA-1_1&gene=snap_masked-NODE_5_length_847748_cov_16.1536_ID_963-processed-gene-7.78&CDS=1-1392
2749	OG0002749	YOL073C	snap_masked-NODE_8_length_605226_cov_19.2795_ID_1056-processed-gene-4.34-mRNA-1_1&gene=snap_masked-NODE_8_length_605226_cov_19.2795_ID_1056-processed-gene-4.34&CDS=1-1110
2750	OG0002750	YOL075C	maker-NODE_14_length_187297_cov_17.8153_ID_1530-snap-gene-0.293-mRNA-1_1&gene=maker-NODE_14_length_187297_cov_17.8153_ID_1530-snap-gene-0.293&CDS=1-7644
2751	OG0002751	YOL076W	augustus_masked-NODE_2_length_1278474_cov_17.5864_ID_847-processed-gene-8.0-mRNA-1_1&gene=augustus_masked-NODE_2_length_1278474_cov_17.5864_ID_847-processed-gene-8.0&CDS=1-2346
2752	OG0002752	YOL077C	snap_masked-NODE_2_length_1278474_cov_17.5864_ID_847-processed-gene-7.105-mRNA-1_1&gene=snap_masked-NODE_2_length_1278474_cov_17.5864_ID_847-processed-gene-7.105&CDS=1-849
2753	OG0002753	YOL077W-A	snap_masked-NODE_2_length_1278474_cov_17.5864_ID_847-processed-gene-7.106-mRNA-1_1&gene=snap_masked-NODE_2_length_1278474_cov_17.5864_ID_847-processed-gene-7.106&CDS=1-198
2754	OG0002754	YOL080C	maker-NODE_2_length_1278474_cov_17.5864_ID_847-augustus-gene-7.124-mRNA-1_1&gene=maker-NODE_2_length_1278474_cov_17.5864_ID_847-augustus-gene-7.124&CDS=1-3606
2755	OG0002755	YOL087C	snap_masked-NODE_2_length_1278474_cov_17.5864_ID_847-processed-gene-7.100-mRNA-1_1&gene=snap_masked-NODE_2_length_1278474_cov_17.5864_ID_847-processed-gene-7.100&CDS=1-3210
2756	OG0002756	YOL090W	snap_masked-NODE_2_length_1278474_cov_17.5864_ID_847-processed-gene-0.5-mRNA-1_1&gene=snap_masked-NODE_2_length_1278474_cov_17.5864_ID_847-processed-gene-0.5&CDS=1-2763
2757	OG0002757	YOL093W	snap_masked-NODE_5_length_847748_cov_16.1536_ID_963-processed-gene-7.34-mRNA-1_1&gene=snap_masked-NODE_5_length_847748_cov_16.1536_ID_963-processed-gene-7.34&CDS=1-1005
2758	OG0002758	YOL094C	genemark-NODE_9_length_596901_cov_18.4558_ID_1197-processed-gene-1.76-mRNA-1_1&gene=genemark-NODE_9_length_596901_cov_18.4558_ID_1197-processed-gene-1.76&CDS=1-993
2759	OG0002759	YOL095C	snap_masked-NODE_9_length_596901_cov_18.4558_ID_1197-processed-gene-1.18-mRNA-1_1&gene=snap_masked-NODE_9_length_596901_cov_18.4558_ID_1197-processed-gene-1.18&CDS=1-2283
2760	OG0002760	YOL096C	snap_masked-NODE_9_length_596901_cov_18.4558_ID_1197-processed-gene-4.39-mRNA-1_1&gene=snap_masked-NODE_9_length_596901_cov_18.4558_ID_1197-processed-gene-4.39&CDS=1-933
2761	OG0002761	YOL097C	snap_masked-NODE_2_length_1278474_cov_17.5864_ID_847-processed-gene-7.89-mRNA-1_1&gene=snap_masked-NODE_2_length_1278474_cov_17.5864_ID_847-processed-gene-7.89&CDS=1-1278
2762	OG0002762	YOL098C	maker-NODE_9_length_596901_cov_18.4558_ID_1197-augustus-gene-4.135-mRNA-1_1&gene=maker-NODE_9_length_596901_cov_18.4558_ID_1197-augustus-gene-4.135&CDS=1-4968
2763	OG0002763	YOL102C	snap_masked-NODE_2_length_1278474_cov_17.5864_ID_847-processed-gene-9.39-mRNA-1_1&gene=snap_masked-NODE_2_length_1278474_cov_17.5864_ID_847-processed-gene-9.39&CDS=1-594
2764	OG0002764	YOL107W	snap_masked-NODE_10_length_506719_cov_18.9381_ID_1110-processed-gene-4.179-mRNA-1_1&gene=snap_masked-NODE_10_length_506719_cov_18.9381_ID_1110-processed-gene-4.179&CDS=1-1005
2765	OG0002765	YOL108C	snap_masked-NODE_3_length_1034512_cov_18.7206_ID_919-processed-gene-6.37-mRNA-1_1&gene=snap_masked-NODE_3_length_1034512_cov_18.7206_ID_919-processed-gene-6.37&CDS=1-309
2766	OG0002766	YOL110W	snap_masked-NODE_3_length_1034512_cov_18.7206_ID_919-processed-gene-0.83-mRNA-1_1&gene=snap_masked-NODE_3_length_1034512_cov_18.7206_ID_919-processed-gene-0.83&CDS=1-726
2767	OG0002767	YOL114C	maker-NODE_10_length_506719_cov_18.9381_ID_1110-snap-gene-2.91-mRNA-1_1&gene=maker-NODE_10_length_506719_cov_18.9381_ID_1110-snap-gene-2.91&CDS=1-1065
2768	OG0002768	YOL122C	snap_masked-NODE_1_length_1511766_cov_19.3565_ID_781-processed-gene-7.54-mRNA-1_1&gene=snap_masked-NODE_1_length_1511766_cov_19.3565_ID_781-processed-gene-7.54&CDS=1-1608
2769	OG0002769	YOL123W	snap_masked-NODE_8_length_605226_cov_19.2795_ID_1056-processed-gene-4.33-mRNA-1_1&gene=snap_masked-NODE_8_length_605226_cov_19.2795_ID_1056-processed-gene-4.33&CDS=1-1530
2770	OG0002770	YOL124C	maker-NODE_8_length_605226_cov_19.2795_ID_1056-augustus-gene-4.122-mRNA-1_1&gene=maker-NODE_8_length_605226_cov_19.2795_ID_1056-augustus-gene-4.122&CDS=1-2682
2771	OG0002771	YOL125W	snap_masked-NODE_13_length_195850_cov_25.4824_ID_1570-processed-gene-0.54-mRNA-1_1&gene=snap_masked-NODE_13_length_195850_cov_25.4824_ID_1570-processed-gene-0.54&CDS=1-1179
2772	OG0002772	YOL127W	maker-NODE_2_length_1278474_cov_17.5864_ID_847-snap-gene-9.71-mRNA-1_1&gene=maker-NODE_2_length_1278474_cov_17.5864_ID_847-snap-gene-9.71&CDS=1-1098
2773	OG0002773	YOL129W	augustus_masked-NODE_2_length_1278474_cov_17.5864_ID_847-processed-gene-9.162-mRNA-1_1&gene=augustus_masked-NODE_2_length_1278474_cov_17.5864_ID_847-processed-gene-9.162&CDS=1-534
2774	OG0002774	YOL133W	snap_masked-NODE_2_length_1278474_cov_17.5864_ID_847-processed-gene-9.19-mRNA-1_1&gene=snap_masked-NODE_2_length_1278474_cov_17.5864_ID_847-processed-gene-9.19&CDS=1-384
2775	OG0002775	YOL135C	snap_masked-NODE_2_length_1278474_cov_17.5864_ID_847-processed-gene-9.49-mRNA-1_1&gene=snap_masked-NODE_2_length_1278474_cov_17.5864_ID_847-processed-gene-9.49&CDS=1-693
2776	OG0002776	YOL136C	snap_masked-NODE_2_length_1278474_cov_17.5864_ID_847-processed-gene-0.11-mRNA-1_1&gene=snap_masked-NODE_2_length_1278474_cov_17.5864_ID_847-processed-gene-0.11&CDS=1-912
2777	OG0002777	YOL137W	snap_masked-NODE_3_length_1034512_cov_18.7206_ID_919-processed-gene-9.57-mRNA-1_1&gene=snap_masked-NODE_3_length_1034512_cov_18.7206_ID_919-processed-gene-9.57&CDS=1-1467
2778	OG0002778	YOL138C	snap_masked-NODE_9_length_596901_cov_18.4558_ID_1197-processed-gene-0.54-mRNA-1_1&gene=snap_masked-NODE_9_length_596901_cov_18.4558_ID_1197-processed-gene-0.54&CDS=1-2283
2779	OG0002779	YOL139C	snap_masked-NODE_122_length_445_cov_0.769939_ID_2757-processed-gene-0.0-mRNA-1_1&gene=snap_masked-NODE_122_length_445_cov_0.769939_ID_2757-processed-gene-0.0&CDS=1-336
2780	OG0002780	YOL140W	snap_masked-NODE_3_length_1034512_cov_18.7206_ID_919-processed-gene-7.82-mRNA-1_1&gene=snap_masked-NODE_3_length_1034512_cov_18.7206_ID_919-processed-gene-7.82&CDS=1-1407
2781	OG0002781	YOL141W	snap_masked-NODE_1_length_1511766_cov_19.3565_ID_781-processed-gene-9.88-mRNA-1_1&gene=snap_masked-NODE_1_length_1511766_cov_19.3565_ID_781-processed-gene-9.88&CDS=1-1965
2782	OG0002782	YOL142W	snap_masked-NODE_1_length_1511766_cov_19.3565_ID_781-processed-gene-9.89-mRNA-1_1&gene=snap_masked-NODE_1_length_1511766_cov_19.3565_ID_781-processed-gene-9.89&CDS=1-747
2783	OG0002783	YOL144W	snap_masked-NODE_3_length_1034512_cov_18.7206_ID_919-processed-gene-2.134-mRNA-1_1&gene=snap_masked-NODE_3_length_1034512_cov_18.7206_ID_919-processed-gene-2.134&CDS=1-1836
2784	OG0002784	YOL145C	snap_masked-NODE_3_length_1034512_cov_18.7206_ID_919-processed-gene-2.155-mRNA-1_1&gene=snap_masked-NODE_3_length_1034512_cov_18.7206_ID_919-processed-gene-2.155&CDS=1-5406
2785	OG0002785	YOL146W	snap_masked-NODE_3_length_1034512_cov_18.7206_ID_919-processed-gene-2.132-mRNA-1_1&gene=snap_masked-NODE_3_length_1034512_cov_18.7206_ID_919-processed-gene-2.132&CDS=1-516
2786	OG0002786	YOL147C	snap_masked-NODE_3_length_1034512_cov_18.7206_ID_919-processed-gene-2.133-mRNA-1_1&gene=snap_masked-NODE_3_length_1034512_cov_18.7206_ID_919-processed-gene-2.133&CDS=1-687
2787	OG0002787	YOL148C	snap_masked-NODE_10_length_506719_cov_18.9381_ID_1110-processed-gene-2.134-mRNA-1_1&gene=snap_masked-NODE_10_length_506719_cov_18.9381_ID_1110-processed-gene-2.134&CDS=1-2139
2788	OG0002788	YOL149W	snap_masked-NODE_10_length_506719_cov_18.9381_ID_1110-processed-gene-2.135-mRNA-1_1&gene=snap_masked-NODE_10_length_506719_cov_18.9381_ID_1110-processed-gene-2.135&CDS=1-522
2789	OG0002789	YOL154W	snap_masked-NODE_11_length_366366_cov_17.326_ID_1157-processed-gene-2.71-mRNA-1_1&gene=snap_masked-NODE_11_length_366366_cov_17.326_ID_1157-processed-gene-2.71&CDS=1-867
2790	OG0002790	YOR001W	snap_masked-NODE_1_length_1511766_cov_19.3565_ID_781-processed-gene-3.25-mRNA-1_1&gene=snap_masked-NODE_1_length_1511766_cov_19.3565_ID_781-processed-gene-3.25&CDS=1-2091
2791	OG0002791	YOR002W	snap_masked-NODE_3_length_1034512_cov_18.7206_ID_919-processed-gene-3.144-mRNA-1_1&gene=snap_masked-NODE_3_length_1034512_cov_18.7206_ID_919-processed-gene-3.144&CDS=1-1719
2792	OG0002792	YOR004W	snap_masked-NODE_3_length_1034512_cov_18.7206_ID_919-processed-gene-9.53-mRNA-1_1&gene=snap_masked-NODE_3_length_1034512_cov_18.7206_ID_919-processed-gene-9.53&CDS=1-744
2793	OG0002793	YOR006C	snap_masked-NODE_2_length_1278474_cov_17.5864_ID_847-processed-gene-3.130-mRNA-1_1&gene=snap_masked-NODE_2_length_1278474_cov_17.5864_ID_847-processed-gene-3.130&CDS=1-873
2794	OG0002794	YOR014W	maker-NODE_12_length_294675_cov_21.9903_ID_1250-snap-gene-1.210-mRNA-1_1&gene=maker-NODE_12_length_294675_cov_21.9903_ID_1250-snap-gene-1.210&CDS=1-3621
2795	OG0002795	YOR017W	genemark-NODE_2_length_1278474_cov_17.5864_ID_847-processed-gene-0.79-mRNA-1_1&gene=genemark-NODE_2_length_1278474_cov_17.5864_ID_847-processed-gene-0.79&CDS=1-2142
2796	OG0002796	YOR023C	snap_masked-NODE_2_length_1278474_cov_17.5864_ID_847-processed-gene-4.51-mRNA-1_1&gene=snap_masked-NODE_2_length_1278474_cov_17.5864_ID_847-processed-gene-4.51&CDS=1-1074
2797	OG0002797	YOR025W	maker-NODE_1_length_1511766_cov_19.3565_ID_781-augustus-gene-14.127-mRNA-1_1&gene=maker-NODE_1_length_1511766_cov_19.3565_ID_781-augustus-gene-14.127&CDS=1-2937
2798	OG0002798	YOR027W	snap_masked-NODE_3_length_1034512_cov_18.7206_ID_919-processed-gene-0.67-mRNA-1_1&gene=snap_masked-NODE_3_length_1034512_cov_18.7206_ID_919-processed-gene-0.67&CDS=1-1725
2799	OG0002799	YOR028C	snap_masked-NODE_11_length_366366_cov_17.326_ID_1157-processed-gene-0.52-mRNA-1_1&gene=snap_masked-NODE_11_length_366366_cov_17.326_ID_1157-processed-gene-0.52&CDS=1-651
2800	OG0002800	YOR032C	snap_masked-NODE_3_length_1034512_cov_18.7206_ID_919-processed-gene-1.15-mRNA-1_1&gene=snap_masked-NODE_3_length_1034512_cov_18.7206_ID_919-processed-gene-1.15&CDS=1-903
2801	OG0002801	YOR035C	snap_masked-NODE_11_length_366366_cov_17.326_ID_1157-processed-gene-1.109-mRNA-1_1&gene=snap_masked-NODE_11_length_366366_cov_17.326_ID_1157-processed-gene-1.109&CDS=1-2334
2802	OG0002802	YOR036W	snap_masked-NODE_2_length_1278474_cov_17.5864_ID_847-processed-gene-8.84-mRNA-1_1&gene=snap_masked-NODE_2_length_1278474_cov_17.5864_ID_847-processed-gene-8.84&CDS=1-849
2803	OG0002803	YOR037W	snap_masked-NODE_2_length_1278474_cov_17.5864_ID_847-processed-gene-8.83-mRNA-1_1&gene=snap_masked-NODE_2_length_1278474_cov_17.5864_ID_847-processed-gene-8.83&CDS=1-1569
2804	OG0002804	YOR038C	snap_masked-NODE_2_length_1278474_cov_17.5864_ID_847-processed-gene-8.59-mRNA-1_1&gene=snap_masked-NODE_2_length_1278474_cov_17.5864_ID_847-processed-gene-8.59&CDS=1-2913
2805	OG0002805	YOR042W	snap_masked-NODE_6_length_736192_cov_18.5434_ID_1264-processed-gene-6.188-mRNA-1_1&gene=snap_masked-NODE_6_length_736192_cov_18.5434_ID_1264-processed-gene-6.188&CDS=1-1110
2806	OG0002806	YOR043W	snap_masked-NODE_8_length_605226_cov_19.2795_ID_1056-processed-gene-4.29-mRNA-1_1&gene=snap_masked-NODE_8_length_605226_cov_19.2795_ID_1056-processed-gene-4.29&CDS=1-1002
2807	OG0002807	YOR046C	snap_masked-NODE_1_length_1511766_cov_19.3565_ID_781-processed-gene-10.125-mRNA-1_1&gene=snap_masked-NODE_1_length_1511766_cov_19.3565_ID_781-processed-gene-10.125&CDS=1-1458
2808	OG0002808	YOR048C	augustus_masked-NODE_7_length_691971_cov_18.1586_ID_999-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-NODE_7_length_691971_cov_18.1586_ID_999-processed-gene-0.42&CDS=1-9405
2809	OG0002809	YOR051C	snap_masked-NODE_6_length_736192_cov_18.5434_ID_1264-processed-gene-6.155-mRNA-1_1&gene=snap_masked-NODE_6_length_736192_cov_18.5434_ID_1264-processed-gene-6.155&CDS=1-1260
2810	OG0002810	YOR052C	snap_masked-NODE_6_length_736192_cov_18.5434_ID_1264-processed-gene-6.193-mRNA-1_1&gene=snap_masked-NODE_6_length_736192_cov_18.5434_ID_1264-processed-gene-6.193&CDS=1-513
2811	OG0002811	YOR056C	augustus_masked-NODE_1_length_1511766_cov_19.3565_ID_781-processed-gene-10.27-mRNA-1_1&gene=augustus_masked-NODE_1_length_1511766_cov_19.3565_ID_781-processed-gene-10.27&CDS=1-3408
2812	OG0002812	YOR058C	snap_masked-NODE_1_length_1511766_cov_19.3565_ID_781-processed-gene-10.129-mRNA-1_1&gene=snap_masked-NODE_1_length_1511766_cov_19.3565_ID_781-processed-gene-10.129&CDS=1-2721
2813	OG0002813	YOR059C	snap_masked-NODE_4_length_887185_cov_24.1062_ID_1360-processed-gene-7.45-mRNA-1_1&gene=snap_masked-NODE_4_length_887185_cov_24.1062_ID_1360-processed-gene-7.45&CDS=1-1620
2814	OG0002814	YOR061W	snap_masked-NODE_6_length_736192_cov_18.5434_ID_1264-processed-gene-3.25-mRNA-1_1&gene=snap_masked-NODE_6_length_736192_cov_18.5434_ID_1264-processed-gene-3.25&CDS=1-990
