	OrthologID	Lipomyces_starkeyi	Saccharomyces_cerevisiae
2817	OG0002817	augustus_masked-scaffold_6-processed-gene-11.116-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-11.116&CDS=1-918	YBR085W
2818	OG0002818	maker-scaffold_6-augustus-gene-12.80-mRNA-1_1&gene=maker-scaffold_6-augustus-gene-12.80&CDS=1-2388	YOL076W
2819	OG0002819	snap_masked-scaffold_6-processed-gene-12.13-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-12.13&CDS=1-1452	YDR330W
2820	OG0002820	maker-scaffold_6-augustus-gene-12.87-mRNA-1_1&gene=maker-scaffold_6-augustus-gene-12.87&CDS=1-996	YGR280C
2821	OG0002821	maker-scaffold_6-augustus-gene-13.67-mRNA-1_1&gene=maker-scaffold_6-augustus-gene-13.67&CDS=1-966	YIL164C
2822	OG0002822	maker-scaffold_7-snap-gene-1.150-mRNA-1_1&gene=maker-scaffold_7-snap-gene-1.150&CDS=1-3351	YLR309C
2823	OG0002823	maker-scaffold_7-augustus-gene-1.49-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-1.49&CDS=1-756	YGR253C
2824	OG0002824	augustus_masked-scaffold_7-processed-gene-1.110-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-1.110&CDS=1-2562	YHR172W
2825	OG0002825	maker-scaffold_7-augustus-gene-1.42-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-1.42&CDS=1-876	YDR429C
2826	OG0002826	augustus_masked-scaffold_7-processed-gene-1.124-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-1.124&CDS=1-750	YIL064W
2827	OG0002827	maker-scaffold_7-snap-gene-2.14-mRNA-1_1&gene=maker-scaffold_7-snap-gene-2.14&CDS=1-1344	YPL123C
2828	OG0002828	maker-scaffold_7-snap-gene-2.0-mRNA-1_1&gene=maker-scaffold_7-snap-gene-2.0&CDS=1-891	YMR281W
2829	OG0002829	maker-scaffold_7-augustus-gene-2.56-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-2.56&CDS=1-2004	YPR155C
2830	OG0002830	snap_masked-scaffold_7-processed-gene-2.85-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-2.85&CDS=1-5757	YLR422W
2831	OG0002831	genemark-scaffold_7-processed-gene-2.126-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-2.126&CDS=1-1329	YHR111W
2832	OG0002832	augustus_masked-scaffold_7-processed-gene-2.34-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-2.34&CDS=1-1143	YHR124W
2833	OG0002833	maker-scaffold_7-augustus-gene-2.70-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-2.70&CDS=1-999	YDR265W
2834	OG0002834	augustus_masked-scaffold_7-processed-gene-2.35-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-2.35&CDS=1-1203	YDR414C
2835	OG0002835	maker-scaffold_7-augustus-gene-2.73-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-2.73&CDS=1-3156	YHR079C
2836	OG0002836	maker-scaffold_7-augustus-gene-2.74-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-2.74&CDS=1-1305	YPR191W
2837	OG0002837	augustus_masked-scaffold_7-processed-gene-2.38-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-2.38&CDS=1-1803	YPR190C
2838	OG0002838	augustus_masked-scaffold_7-processed-gene-2.52-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-2.52&CDS=1-2910	YEL053C
2839	OG0002839	maker-scaffold_7-augustus-gene-2.76-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-2.76&CDS=1-6390	YDL171C
2840	OG0002840	maker-scaffold_7-augustus-gene-2.64-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-2.64&CDS=1-1962	YLL024C
2841	OG0002841	genemark-scaffold_7-processed-gene-2.137-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-2.137&CDS=1-609	YFL038C
2842	OG0002842	augustus_masked-scaffold_7-processed-gene-3.139-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-3.139&CDS=1-954	YGR053C
2843	OG0002843	augustus_masked-scaffold_7-processed-gene-3.138-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-3.138&CDS=1-2214	YAL023C
2844	OG0002844	augustus_masked-scaffold_7-processed-gene-3.153-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-3.153&CDS=1-828	YPL094C
2845	OG0002845	maker-scaffold_7-augustus-gene-3.55-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-3.55&CDS=1-2454	YAR035W
2846	OG0002846	maker-scaffold_7-augustus-gene-3.48-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-3.48&CDS=1-1539	YDR376W
2847	OG0002847	augustus_masked-scaffold_7-processed-gene-3.146-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-3.146&CDS=1-837	YNL025C
2848	OG0002848	maker-scaffold_7-augustus-gene-3.50-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-3.50&CDS=1-357	YAL044W-A
2849	OG0002849	maker-scaffold_7-snap-gene-3.130-mRNA-1_1&gene=maker-scaffold_7-snap-gene-3.130&CDS=1-930	YNR041C
2850	OG0002850	augustus_masked-scaffold_7-processed-gene-3.148-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-3.148&CDS=1-783	YKL070W
2851	OG0002851	snap_masked-scaffold_7-processed-gene-3.101-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-3.101&CDS=1-2727	YOR048C
2852	OG0002852	maker-scaffold_7-augustus-gene-3.51-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-3.51&CDS=1-1092	YDL055C
2853	OG0002853	maker-scaffold_7-augustus-gene-3.64-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-3.64&CDS=1-918	YLR220W
2854	OG0002854	augustus_masked-scaffold_7-processed-gene-4.87-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-4.87&CDS=1-732	YGR232W
2855	OG0002855	maker-scaffold_7-augustus-gene-4.52-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-4.52&CDS=1-1434	YBR236C
2856	OG0002856	maker-scaffold_7-augustus-gene-4.53-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-4.53&CDS=1-1299	YFL037W
2857	OG0002857	snap_masked-scaffold_7-processed-gene-4.3-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-4.3&CDS=1-1134	YBR095C
2858	OG0002858	augustus_masked-scaffold_7-processed-gene-4.106-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-4.106&CDS=1-1266	YOL058W
2859	OG0002859	augustus_masked-scaffold_7-processed-gene-4.91-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-4.91&CDS=1-363	YML098W
2860	OG0002860	maker-scaffold_7-augustus-gene-4.41-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-4.41&CDS=1-678	YIL093C
2861	OG0002861	augustus_masked-scaffold_7-processed-gene-4.109-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-4.109&CDS=1-1575	YOL038W
2862	OG0002862	augustus_masked-scaffold_7-processed-gene-4.93-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-4.93&CDS=1-1635	YDL178W
2863	OG0002863	maker-scaffold_7-augustus-gene-4.57-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-4.57&CDS=1-1494	YDR182W
2864	OG0002864	maker-scaffold_7-augustus-gene-4.42-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-4.42&CDS=1-1383	YGR062C
2865	OG0002865	maker-scaffold_7-augustus-gene-4.58-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-4.58&CDS=1-1656	YNL048W
2866	OG0002866	maker-scaffold_7-snap-gene-4.67-mRNA-1_1&gene=maker-scaffold_7-snap-gene-4.67&CDS=1-249	YER074W-A
2867	OG0002867	augustus_masked-scaffold_7-processed-gene-4.96-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-4.96&CDS=1-4044	YNR030W
2868	OG0002868	augustus_masked-scaffold_7-processed-gene-4.113-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-4.113&CDS=1-1719	YBL061C
2869	OG0002869	augustus_masked-scaffold_7-processed-gene-4.98-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-4.98&CDS=1-3768	YBR023C
2870	OG0002870	augustus_masked-scaffold_7-processed-gene-4.114-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-4.114&CDS=1-1071	YDR158W
2871	OG0002871	maker-scaffold_7-augustus-gene-4.48-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-4.48&CDS=1-2373	YDR266C
2872	OG0002872	snap_masked-scaffold_7-processed-gene-4.36-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-4.36&CDS=1-1068	YMR161W
2873	OG0002873	maker-scaffold_7-augustus-gene-4.50-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-4.50&CDS=1-1491	YBR003W
2874	OG0002874	maker-scaffold_7-augustus-gene-4.61-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-4.61&CDS=1-1764	YLR253W
2875	OG0002875	maker-scaffold_7-augustus-gene-4.62-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-4.62&CDS=1-1338	YPR129W
2876	OG0002876	augustus_masked-scaffold_7-processed-gene-5.19-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-5.19&CDS=1-1416	YGR252W
2877	OG0002877	augustus_masked-scaffold_7-processed-gene-5.45-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-5.45&CDS=1-1320	YOR307C
2878	OG0002878	snap_masked-scaffold_7-processed-gene-5.61-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-5.61&CDS=1-1344	YDR068W
2879	OG0002879	maker-scaffold_7-augustus-gene-5.137-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-5.137&CDS=1-2697	YGL008C
2880	OG0002880	genemark-scaffold_7-processed-gene-5.122-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-5.122&CDS=1-1302	YDR044W
2881	OG0002881	augustus_masked-scaffold_7-processed-gene-5.28-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-5.28&CDS=1-354	YBL078C
2882	OG0002882	augustus_masked-scaffold_7-processed-gene-5.47-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-5.47&CDS=1-324	YGR215W
2883	OG0002883	maker-scaffold_7-snap-gene-5.6-mRNA-1_1&gene=maker-scaffold_7-snap-gene-5.6&CDS=1-1386	YNL261W
2884	OG0002884	augustus_masked-scaffold_7-processed-gene-5.31-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-5.31&CDS=1-1425	YGR155W
2885	OG0002885	augustus_masked-scaffold_7-processed-gene-5.32-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-5.32&CDS=1-864	YKL154W
2886	OG0002886	maker-scaffold_7-augustus-gene-5.141-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-5.141&CDS=1-948	YMR241W
2887	OG0002887	genemark-scaffold_7-processed-gene-5.127-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-5.127&CDS=1-1734	YPL184C
2888	OG0002888	maker-scaffold_7-augustus-gene-5.142-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-5.142&CDS=1-1692	YHR019C
2889	OG0002889	maker-scaffold_7-augustus-gene-5.150-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-5.150&CDS=1-963	YBL055C
2890	OG0002890	maker-scaffold_7-augustus-gene-5.144-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-5.144&CDS=1-2415	YJL200C
2891	OG0002891	augustus_masked-scaffold_7-processed-gene-5.52-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-5.52&CDS=1-792	YEL021W
2892	OG0002892	augustus_masked-scaffold_7-processed-gene-5.39-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-5.39&CDS=1-1167	YJL046W
2893	OG0002893	augustus_masked-scaffold_7-processed-gene-5.53-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-5.53&CDS=1-2094	YGL151W
2894	OG0002894	maker-scaffold_7-augustus-gene-5.145-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-5.145&CDS=1-1377	YIR027C
2895	OG0002895	augustus_masked-scaffold_7-processed-gene-5.43-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-5.43&CDS=1-3351	YJL080C
2896	OG0002896	maker-scaffold_7-augustus-gene-6.119-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-6.119&CDS=1-2310	YER091C
2897	OG0002897	maker-scaffold_7-augustus-gene-6.133-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-6.133&CDS=1-1536	YGL111W
2898	OG0002898	augustus_masked-scaffold_7-processed-gene-6.52-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-6.52&CDS=1-474	YCR046C
2899	OG0002899	genemark-scaffold_7-processed-gene-6.8-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-6.8&CDS=1-4314	YGR061C
2900	OG0002900	maker-scaffold_7-augustus-gene-6.124-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-6.124&CDS=1-1827	YGL078C
2901	OG0002901	augustus_masked-scaffold_7-processed-gene-6.54-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-6.54&CDS=1-1893	YIL155C
2902	OG0002902	snap_masked-scaffold_7-processed-gene-6.112-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-6.112&CDS=1-381	YBR135W
2903	OG0002903	maker-scaffold_7-augustus-gene-6.125-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-6.125&CDS=1-1587	YKR008W
2904	OG0002904	maker-scaffold_7-augustus-gene-6.126-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-6.126&CDS=1-1005	YER053C
2905	OG0002905	genemark-scaffold_7-processed-gene-6.27-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-6.27&CDS=1-2568	YCR057C
2906	OG0002906	maker-scaffold_7-snap-gene-6.79-mRNA-1_1&gene=maker-scaffold_7-snap-gene-6.79&CDS=1-843	YCR059C
2907	OG0002907	augustus_masked-scaffold_7-processed-gene-6.58-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-6.58&CDS=1-1311	YML048W
2908	OG0002908	maker-scaffold_7-augustus-gene-6.128-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-6.128&CDS=1-1806	YDR062W
2909	OG0002909	maker-scaffold_7-augustus-gene-6.129-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-6.129&CDS=1-1782	YDR085C
2910	OG0002910	augustus_masked-scaffold_7-processed-gene-6.49-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-6.49&CDS=1-753	YNL232W
2911	OG0002911	augustus_masked-scaffold_7-processed-gene-6.59-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-6.59&CDS=1-1155	YNL231C
2912	OG0002912	maker-scaffold_7-augustus-gene-6.136-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-6.136&CDS=1-237	YDR320C-A
2913	OG0002913	maker-scaffold_7-augustus-gene-7.0-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-7.0&CDS=1-915	YGR060W
2914	OG0002914	maker-scaffold_7-augustus-gene-7.9-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-7.9&CDS=1-1128	YER142C
2915	OG0002915	augustus_masked-scaffold_7-processed-gene-7.73-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-7.73&CDS=1-2685	YPL008W
2916	OG0002916	maker-scaffold_7-augustus-gene-7.1-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-7.1&CDS=1-1089	YER107C
2917	OG0002917	augustus_masked-scaffold_7-processed-gene-7.75-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-7.75&CDS=1-930	YIR026C
2918	OG0002918	augustus_masked-scaffold_7-processed-gene-7.76-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-7.76&CDS=1-1146	YGL148W
2919	OG0002919	maker-scaffold_7-snap-gene-7.110-mRNA-1_1&gene=maker-scaffold_7-snap-gene-7.110&CDS=1-1248	YGL179C
2920	OG0002920	maker-scaffold_7-augustus-gene-7.14-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-7.14&CDS=1-1305	YIL090W
2921	OG0002921	augustus_masked-scaffold_7-processed-gene-7.78-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-7.78&CDS=1-1959	YIL091C
2922	OG0002922	maker-scaffold_7-snap-gene-7.124-mRNA-1_1&gene=maker-scaffold_7-snap-gene-7.124&CDS=1-279	YNL024C-A
2923	OG0002923	augustus_masked-scaffold_7-processed-gene-7.95-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-7.95&CDS=1-3636	YBR235W
2924	OG0002924	augustus_masked-scaffold_7-processed-gene-7.79-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-7.79&CDS=1-2484	YKL146W
2925	OG0002925	maker-scaffold_7-augustus-gene-7.17-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-7.17&CDS=1-1053	YHR025W
2926	OG0002926	maker-scaffold_7-augustus-gene-7.3-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-7.3&CDS=1-2367	YGL234W
2927	OG0002927	augustus_masked-scaffold_7-processed-gene-7.81-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-7.81&CDS=1-840	YMR274C
2928	OG0002928	maker-scaffold_7-augustus-gene-7.18-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-7.18&CDS=1-1044	YOL094C
2929	OG0002929	maker-scaffold_7-augustus-gene-7.19-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-7.19&CDS=1-456	YML094W
2930	OG0002930	augustus_masked-scaffold_7-processed-gene-7.82-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-7.82&CDS=1-1458	YPL151C
2931	OG0002931	maker-scaffold_7-augustus-gene-7.4-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-7.4&CDS=1-2139	YML065W
2932	OG0002932	augustus_masked-scaffold_7-processed-gene-7.84-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-7.84&CDS=1-1641	YDR111C
2933	OG0002933	maker-scaffold_7-snap-gene-7.129-mRNA-1_1&gene=maker-scaffold_7-snap-gene-7.129&CDS=1-219	YML009C
2934	OG0002934	maker-scaffold_7-augustus-gene-7.5-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-7.5&CDS=1-942	YLR017W
2935	OG0002935	maker-scaffold_7-snap-gene-7.132-mRNA-1_1&gene=maker-scaffold_7-snap-gene-7.132&CDS=1-522	YCL012C
2936	OG0002936	maker-scaffold_7-augustus-gene-7.26-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-7.26&CDS=1-942	YKL019W
2937	OG0002937	maker-scaffold_7-augustus-gene-8.44-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-8.44&CDS=1-978	YOR271C
2938	OG0002938	maker-scaffold_7-augustus-gene-8.55-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-8.55&CDS=1-1326	YMR208W
2939	OG0002939	augustus_masked-scaffold_7-processed-gene-8.156-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-8.156&CDS=1-807	YOR115C
2940	OG0002940	maker-scaffold_7-augustus-gene-8.45-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-8.45&CDS=1-2226	YHR204W
2941	OG0002941	augustus_masked-scaffold_7-processed-gene-8.157-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-8.157&CDS=1-579	YML022W
2942	OG0002942	maker-scaffold_7-augustus-gene-8.46-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-8.46&CDS=1-1443	YGR227W
2943	OG0002943	augustus_masked-scaffold_7-processed-gene-8.139-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-8.139&CDS=1-1704	YPR125W
2944	OG0002944	augustus_masked-scaffold_7-processed-gene-8.140-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-8.140&CDS=1-735	YPR051W
2945	OG0002945	augustus_masked-scaffold_7-processed-gene-8.162-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-8.162&CDS=1-768	YBR088C
2946	OG0002946	maker-scaffold_7-augustus-gene-8.56-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-8.56&CDS=1-3912	YOR188W
2947	OG0002947	maker-scaffold_7-augustus-gene-8.57-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-8.57&CDS=1-1068	YOR388C
2948	OG0002948	maker-scaffold_7-augustus-gene-8.58-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-8.58&CDS=1-2154	YDR234W
2949	OG0002949	augustus_masked-scaffold_7-processed-gene-8.142-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-8.142&CDS=1-936	YHR187W
2950	OG0002950	augustus_masked-scaffold_7-processed-gene-8.167-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-8.167&CDS=1-648	YLR268W
2951	OG0002951	maker-scaffold_7-augustus-gene-8.50-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-8.50&CDS=1-3204	YPR089W
2952	OG0002952	maker-scaffold_7-augustus-gene-8.51-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-8.51&CDS=1-1911	YPL263C
2953	OG0002953	augustus_masked-scaffold_7-processed-gene-8.170-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-8.170&CDS=1-447	YDR511W
2954	OG0002954	augustus_masked-scaffold_7-processed-gene-8.151-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-8.151&CDS=1-1164	YOR184W
2955	OG0002955	augustus_masked-scaffold_7-processed-gene-8.172-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-8.172&CDS=1-1959	YLR291C
2956	OG0002956	snap_masked-scaffold_7-processed-gene-8.109-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-8.109&CDS=1-384	YGR074W
2957	OG0002957	maker-scaffold_7-snap-gene-8.131-mRNA-1_1&gene=maker-scaffold_7-snap-gene-8.131&CDS=1-1656	YGL084C
2958	OG0002958	augustus_masked-scaffold_7-processed-gene-8.154-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-8.154&CDS=1-1473	YJR124C
2959	OG0002959	augustus_masked-scaffold_7-processed-gene-9.1-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-9.1&CDS=1-393	YML030W
2960	OG0002960	maker-scaffold_7-augustus-gene-9.64-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-9.64&CDS=1-1419	YOL054W
2961	OG0002961	maker-scaffold_7-snap-gene-9.37-mRNA-1_1&gene=maker-scaffold_7-snap-gene-9.37&CDS=1-528	YEL044W
2962	OG0002962	maker-scaffold_7-augustus-gene-9.76-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-9.76&CDS=1-2064	YDL040C
2963	OG0002963	maker-scaffold_7-augustus-gene-9.77-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-9.77&CDS=1-3462	YDR097C
2964	OG0002964	augustus_masked-scaffold_7-processed-gene-9.21-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-9.21&CDS=1-1167	YPL097W
2965	OG0002965	maker-scaffold_7-augustus-gene-9.79-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-9.79&CDS=1-1518	YIR004W
2966	OG0002966	maker-scaffold_7-augustus-gene-9.66-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-9.66&CDS=1-447	YJR118C
2967	OG0002967	maker-scaffold_7-augustus-gene-9.81-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-9.81&CDS=1-4842	YHL030W
2968	OG0002968	maker-scaffold_7-augustus-gene-9.67-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-9.67&CDS=1-2169	YOR118W
2969	OG0002969	genemark-scaffold_7-processed-gene-9.96-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-9.96&CDS=1-996	YDR331W
2970	OG0002970	maker-scaffold_7-augustus-gene-9.82-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-9.82&CDS=1-1038	YIR029W
2971	OG0002971	snap_masked-scaffold_7-processed-gene-9.156-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-9.156&CDS=1-1053	YKL189W
2972	OG0002972	maker-scaffold_7-augustus-gene-9.68-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-9.68&CDS=1-3930	YAL024C
2973	OG0002973	maker-scaffold_7-augustus-gene-9.69-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-9.69&CDS=1-564	YDR462W
2974	OG0002974	augustus_masked-scaffold_7-processed-gene-9.30-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-9.30&CDS=1-3399	YNL091W
2975	OG0002975	maker-scaffold_7-snap-gene-9.45-mRNA-1_1&gene=maker-scaffold_7-snap-gene-9.45&CDS=1-582	YNL090W
2976	OG0002976	maker-scaffold_7-augustus-gene-9.86-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-9.86&CDS=1-1023	YDR432W
2977	OG0002977	augustus_masked-scaffold_7-processed-gene-9.13-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-9.13&CDS=1-933	YDR316W
2978	OG0002978	maker-scaffold_7-augustus-gene-9.71-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-9.71&CDS=1-759	YER148W
2979	OG0002979	augustus_masked-scaffold_7-processed-gene-9.17-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-9.17&CDS=1-1134	YNL206C
2980	OG0002980	augustus_masked-scaffold_7-processed-gene-9.32-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-9.32&CDS=1-3459	YIL130W
2981	OG0002981	maker-scaffold_7-augustus-gene-9.87-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-9.87&CDS=1-5382	YNL271C
2982	OG0002982	maker-scaffold_7-augustus-gene-10.0-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-10.0&CDS=1-2271	YLR127C
2983	OG0002983	maker-scaffold_7-augustus-gene-10.1-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-10.1&CDS=1-1284	YHR009C
2984	OG0002984	augustus_masked-scaffold_7-processed-gene-10.124-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-10.124&CDS=1-2898	YMR032W
2985	OG0002985	maker-scaffold_7-augustus-gene-10.4-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-10.4&CDS=1-1932	YLR401C
2986	OG0002986	maker-scaffold_7-augustus-gene-10.11-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-10.11&CDS=1-627	YDL072C
2987	OG0002987	maker-scaffold_7-augustus-gene-10.12-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-10.12&CDS=1-1083	YKL060C
2988	OG0002988	maker-scaffold_7-augustus-gene-10.13-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-10.13&CDS=1-1662	YMR105C
2989	OG0002989	maker-scaffold_7-augustus-gene-10.14-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-10.14&CDS=1-2550	YKL054C
2990	OG0002990	snap_masked-scaffold_7-processed-gene-10.27-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-10.27&CDS=1-1794	YPL072W
