	OrthologID	Ogataea_parapolymorpha	Saccharomyces_cerevisiae
2276	OG0002276	augustus_masked-NC_027864.1-processed-gene-6.34-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-6.34&CDS=1-1179	YDR465C
2277	OG0002277	augustus_masked-NC_027864.1-processed-gene-6.35-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-6.35&CDS=1-2772	YLR309C
2278	OG0002278	augustus_masked-NC_027864.1-processed-gene-7.114-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-7.114&CDS=1-1380	YHR011W
2279	OG0002279	augustus_masked-NC_027864.1-processed-gene-7.111-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-7.111&CDS=1-1698	YJR052W
2280	OG0002280	augustus_masked-NC_027864.1-processed-gene-7.115-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-7.115&CDS=1-1893	YML046W
2281	OG0002281	augustus_masked-NC_027864.1-processed-gene-7.112-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-7.112&CDS=1-1050	YEL037C
2282	OG0002282	augustus_masked-NC_027864.1-processed-gene-7.116-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-7.116&CDS=1-720	YEL038W
2283	OG0002283	augustus_masked-NC_027864.1-processed-gene-7.117-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-7.117&CDS=1-1542	YGL160W
2284	OG0002284	genemark-NC_027864.1-processed-gene-7.31-mRNA-1_1&gene=genemark-NC_027864.1-processed-gene-7.31&CDS=1-501	YEL012W
2285	OG0002285	augustus_masked-NC_027864.1-processed-gene-7.119-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-7.119&CDS=1-243	YCR020C-A
2286	OG0002286	snap_masked-NC_027864.1-processed-gene-7.88-mRNA-1_1&gene=snap_masked-NC_027864.1-processed-gene-7.88&CDS=1-2073	YLR258W
2287	OG0002287	augustus_masked-NC_027864.1-processed-gene-7.139-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-7.139&CDS=1-5388	YJL005W
2288	OG0002288	maker-NC_027864.1-snap-gene-7.55-mRNA-1_1&gene=maker-NC_027864.1-snap-gene-7.55&CDS=1-2238	YLR289W
2289	OG0002289	augustus_masked-NC_027864.1-processed-gene-7.121-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-7.121&CDS=1-963	YLR283W
2290	OG0002290	augustus_masked-NC_027864.1-processed-gene-7.122-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-7.122&CDS=1-1680	YHR037W
2291	OG0002291	maker-NC_027864.1-snap-gene-7.56-mRNA-1_1&gene=maker-NC_027864.1-snap-gene-7.56&CDS=1-1452	YGR237C
2292	OG0002292	augustus_masked-NC_027864.1-processed-gene-7.143-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-7.143&CDS=1-1581	YHR064C
2293	OG0002293	augustus_masked-NC_027864.1-processed-gene-7.145-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-7.145&CDS=1-1290	YKL139W
2294	OG0002294	snap_masked-NC_027864.1-processed-gene-7.70-mRNA-1_1&gene=snap_masked-NC_027864.1-processed-gene-7.70&CDS=1-219	YIL156W-B
2295	OG0002295	augustus_masked-NC_027864.1-processed-gene-7.146-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-7.146&CDS=1-1425	YKR099W
2296	OG0002296	augustus_masked-NC_027864.1-processed-gene-7.124-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-7.124&CDS=1-4827	YIL155C
2297	OG0002297	augustus_masked-NC_027864.1-processed-gene-7.147-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-7.147&CDS=1-1206	YLR151C
2298	OG0002298	augustus_masked-NC_027864.1-processed-gene-7.125-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-7.125&CDS=1-1887	YDR313C
2299	OG0002299	augustus_masked-NC_027864.1-processed-gene-7.150-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-7.150&CDS=1-3309	YLR410W
2300	OG0002300	augustus_masked-NC_027864.1-processed-gene-7.128-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-7.128&CDS=1-2712	YLR409C
2301	OG0002301	augustus_masked-NC_027864.1-processed-gene-7.151-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-7.151&CDS=1-2811	YDL077C
2302	OG0002302	augustus_masked-NC_027864.1-processed-gene-7.152-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-7.152&CDS=1-2223	YLR407W
2303	OG0002303	augustus_masked-NC_027864.1-processed-gene-7.153-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-7.153&CDS=1-1014	YLR405W
2304	OG0002304	augustus_masked-NC_027864.1-processed-gene-7.132-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-7.132&CDS=1-1854	YLR401C
2305	OG0002305	augustus_masked-NC_027864.1-processed-gene-7.154-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-7.154&CDS=1-1776	YDL072C
2306	OG0002306	augustus_masked-NC_027864.1-processed-gene-7.155-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-7.155&CDS=1-8073	YLR422W
2307	OG0002307	augustus_masked-NC_027864.1-processed-gene-7.156-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-7.156&CDS=1-612	YLR435W
2308	OG0002308	augustus_masked-NC_027864.1-processed-gene-8.20-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-8.20&CDS=1-1341	YLR195C
2309	OG0002309	augustus_masked-NC_027864.1-processed-gene-8.17-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-8.17&CDS=1-1689	YLR196W
2310	OG0002310	augustus_masked-NC_027864.1-processed-gene-8.18-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-8.18&CDS=1-6417	YDL171C
2311	OG0002311	augustus_masked-NC_027864.1-processed-gene-8.22-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-8.22&CDS=1-1380	YHR004C
2312	OG0002312	augustus_masked-NC_027864.1-processed-gene-8.23-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-8.23&CDS=1-1356	YMR067C
2313	OG0002313	augustus_masked-NC_027864.1-processed-gene-8.47-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-8.47&CDS=1-1152	YKL080W
2314	OG0002314	maker-NC_027864.1-snap-gene-8.6-mRNA-1_1&gene=maker-NC_027864.1-snap-gene-8.6&CDS=1-480	YER134C
2315	OG0002315	genemark-NC_027864.1-processed-gene-8.137-mRNA-1_1&gene=genemark-NC_027864.1-processed-gene-8.137&CDS=1-498	YLR145W
2316	OG0002316	genemark-NC_027864.1-processed-gene-8.138-mRNA-1_1&gene=genemark-NC_027864.1-processed-gene-8.138&CDS=1-1155	YDR165W
2317	OG0002317	maker-NC_027864.1-augustus-gene-8.2-mRNA-1_1&gene=maker-NC_027864.1-augustus-gene-8.2&CDS=1-2319	YLR143W
2318	OG0002318	augustus_masked-NC_027864.1-processed-gene-8.29-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-8.29&CDS=1-1320	YLR142W
2319	OG0002319	augustus_masked-NC_027864.1-processed-gene-8.30-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-8.30&CDS=1-450	YDR162C
2320	OG0002320	augustus_masked-NC_027864.1-processed-gene-8.57-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-8.57&CDS=1-1116	YDR161W
2321	OG0002321	augustus_masked-NC_027864.1-processed-gene-8.31-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-8.31&CDS=1-621	YDR152W
2322	OG0002322	augustus_masked-NC_027864.1-processed-gene-8.58-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-8.58&CDS=1-1572	YLR141W
2323	OG0002323	augustus_masked-NC_027864.1-processed-gene-8.61-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-8.61&CDS=1-3387	YLL021W
2324	OG0002324	augustus_masked-NC_027864.1-processed-gene-8.62-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-8.62&CDS=1-711	YLR312W-A
2325	OG0002325	augustus_masked-NC_027864.1-processed-gene-8.35-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-8.35&CDS=1-1641	YGL171W
2326	OG0002326	maker-NC_027864.1-snap-gene-8.12-mRNA-1_1&gene=maker-NC_027864.1-snap-gene-8.12&CDS=1-417	YPR020W
2327	OG0002327	augustus_masked-NC_027864.1-processed-gene-8.64-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-8.64&CDS=1-4254	YPR019W
2328	OG0002328	augustus_masked-NC_027864.1-processed-gene-8.39-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-8.39&CDS=1-1422	YBR280C
2329	OG0002329	augustus_masked-NC_027864.1-processed-gene-8.41-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-8.41&CDS=1-1296	YIL153W
2330	OG0002330	augustus_masked-NC_027864.1-processed-gene-8.42-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-8.42&CDS=1-2670	YJL084C
2331	OG0002331	augustus_masked-NC_027864.1-processed-gene-8.66-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-8.66&CDS=1-1833	YJL085W
2332	OG0002332	maker-NC_027864.1-snap-gene-8.10-mRNA-1_1&gene=maker-NC_027864.1-snap-gene-8.10&CDS=1-1548	YBR257W
2333	OG0002333	augustus_masked-NC_027864.1-processed-gene-8.68-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-8.68&CDS=1-3840	YMR129W
2334	OG0002334	snap_masked-NC_027864.1-processed-gene-9.15-mRNA-1_1&gene=snap_masked-NC_027864.1-processed-gene-9.15&CDS=1-3702	YBR081C
2335	OG0002335	snap_masked-NC_027864.1-processed-gene-9.17-mRNA-1_1&gene=snap_masked-NC_027864.1-processed-gene-9.17&CDS=1-1551	YEL015W
2336	OG0002336	augustus_masked-NC_027864.1-processed-gene-9.57-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-9.57&CDS=1-1656	YFR029W
2337	OG0002337	augustus_masked-NC_027864.1-processed-gene-9.58-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-9.58&CDS=1-2427	YBR039W
2338	OG0002338	genemark-NC_027864.1-processed-gene-9.94-mRNA-1_1&gene=genemark-NC_027864.1-processed-gene-9.94&CDS=1-1068	YBR045C
2339	OG0002339	augustus_masked-NC_027864.1-processed-gene-9.62-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-9.62&CDS=1-1392	YDR023W
2340	OG0002340	maker-NC_027864.1-augustus-gene-9.8-mRNA-1_1&gene=maker-NC_027864.1-augustus-gene-9.8&CDS=1-1632	YDR371W
2341	OG0002341	maker-NC_027864.1-augustus-gene-9.11-mRNA-1_1&gene=maker-NC_027864.1-augustus-gene-9.11&CDS=1-726	YGR001C
2342	OG0002342	augustus_masked-NC_027864.1-processed-gene-9.81-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-9.81&CDS=1-3513	YFR031C
2343	OG0002343	genemark-NC_027864.1-processed-gene-9.122-mRNA-1_1&gene=genemark-NC_027864.1-processed-gene-9.122&CDS=1-1215	YBR267W
2344	OG0002344	snap_masked-NC_027864.1-processed-gene-9.24-mRNA-1_1&gene=snap_masked-NC_027864.1-processed-gene-9.24&CDS=1-1695	YKR008W
2345	OG0002345	snap_masked-NC_027864.1-processed-gene-9.25-mRNA-1_1&gene=snap_masked-NC_027864.1-processed-gene-9.25&CDS=1-801	YOR157C
2346	OG0002346	augustus_masked-NC_027864.1-processed-gene-9.83-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-9.83&CDS=1-642	YDR408C
2347	OG0002347	augustus_masked-NC_027864.1-processed-gene-9.84-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-9.84&CDS=1-1950	YOL146W
2348	OG0002348	snap_masked-NC_027864.1-processed-gene-9.26-mRNA-1_1&gene=snap_masked-NC_027864.1-processed-gene-9.26&CDS=1-216	YHR143W-A
2349	OG0002349	augustus_masked-NC_027864.1-processed-gene-9.68-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-9.68&CDS=1-834	YDR336W
2350	OG0002350	snap_masked-NC_027864.1-processed-gene-9.51-mRNA-1_1&gene=snap_masked-NC_027864.1-processed-gene-9.51&CDS=1-363	YKL086W
2351	OG0002351	maker-NC_027864.1-snap-gene-9.3-mRNA-1_1&gene=maker-NC_027864.1-snap-gene-9.3&CDS=1-2409	YLR045C
2352	OG0002352	snap_masked-NC_027864.1-processed-gene-9.31-mRNA-1_1&gene=snap_masked-NC_027864.1-processed-gene-9.31&CDS=1-768	YGR207C
2353	OG0002353	snap_masked-NC_027864.1-processed-gene-9.32-mRNA-1_1&gene=snap_masked-NC_027864.1-processed-gene-9.32&CDS=1-846	YGR205W
2354	OG0002354	snap_masked-NC_027864.1-processed-gene-9.33-mRNA-1_1&gene=snap_masked-NC_027864.1-processed-gene-9.33&CDS=1-333	YJR022W
2355	OG0002355	augustus_masked-NC_027864.1-processed-gene-9.85-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-9.85&CDS=1-717	YJR024C
2356	OG0002356	augustus_masked-NC_027864.1-processed-gene-9.71-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-9.71&CDS=1-3666	YDL203C
2357	OG0002357	augustus_masked-NC_027864.1-processed-gene-9.72-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-9.72&CDS=1-2055	YGL145W
2358	OG0002358	augustus_masked-NC_027864.1-processed-gene-9.73-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-9.73&CDS=1-1740	YDR440W
2359	OG0002359	genemark-NC_027864.1-processed-gene-9.127-mRNA-1_1&gene=genemark-NC_027864.1-processed-gene-9.127&CDS=1-1002	YKL085W
2360	OG0002360	genemark-NC_027864.1-processed-gene-9.128-mRNA-1_1&gene=genemark-NC_027864.1-processed-gene-9.128&CDS=1-492	YMR071C
2361	OG0002361	genemark-NC_027864.1-processed-gene-9.129-mRNA-1_1&gene=genemark-NC_027864.1-processed-gene-9.129&CDS=1-1374	YMR068W
2362	OG0002362	augustus_masked-NC_027864.1-processed-gene-9.77-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-9.77&CDS=1-1008	YPL173W
2363	OG0002363	augustus_masked-NC_027864.1-processed-gene-9.92-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-9.92&CDS=1-1266	YOR259C
2364	OG0002364	augustus_masked-NC_027864.1-processed-gene-9.78-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-9.78&CDS=1-1371	YOR260W
2365	OG0002365	augustus_masked-NC_027864.1-processed-gene-10.10-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-10.10&CDS=1-3267	YNL227C
2366	OG0002366	augustus_masked-NC_027864.1-processed-gene-10.7-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-10.7&CDS=1-1566	YFR051C
2367	OG0002367	augustus_masked-NC_027864.1-processed-gene-10.8-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-10.8&CDS=1-1455	YPL262W
2368	OG0002368	augustus_masked-NC_027864.1-processed-gene-10.9-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-10.9&CDS=1-3324	YBL022C
2369	OG0002369	augustus_masked-NC_027864.1-processed-gene-10.11-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-10.11&CDS=1-516	YOL149W
2370	OG0002370	augustus_masked-NC_027864.1-processed-gene-10.38-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-10.38&CDS=1-1755	YOL148C
2371	OG0002371	augustus_masked-NC_027864.1-processed-gene-10.12-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-10.12&CDS=1-1452	YPL184C
2372	OG0002372	augustus_masked-NC_027864.1-processed-gene-10.13-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-10.13&CDS=1-1551	YGL186C
2373	OG0002373	augustus_masked-NC_027864.1-processed-gene-10.14-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-10.14&CDS=1-1242	YGL247W
2374	OG0002374	augustus_masked-NC_027864.1-processed-gene-10.40-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-10.40&CDS=1-1719	YER068W
2375	OG0002375	augustus_masked-NC_027864.1-processed-gene-10.15-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-10.15&CDS=1-3096	YGL241W
2376	OG0002376	augustus_masked-NC_027864.1-processed-gene-10.41-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-10.41&CDS=1-1545	YGL244W
2377	OG0002377	augustus_masked-NC_027864.1-processed-gene-10.16-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-10.16&CDS=1-2052	YFR048W
2378	OG0002378	augustus_masked-NC_027864.1-processed-gene-10.42-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-10.42&CDS=1-2148	YGL245W
2379	OG0002379	augustus_masked-NC_027864.1-processed-gene-10.17-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-10.17&CDS=1-1155	YGL246C
2380	OG0002380	augustus_masked-NC_027864.1-processed-gene-10.44-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-10.44&CDS=1-663	YLR025W
2381	OG0002381	augustus_masked-NC_027864.1-processed-gene-10.45-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-10.45&CDS=1-2340	YML021C
2382	OG0002382	augustus_masked-NC_027864.1-processed-gene-10.19-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-10.19&CDS=1-1707	YML020W
2383	OG0002383	augustus_masked-NC_027864.1-processed-gene-10.20-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-10.20&CDS=1-942	YKL120W
2384	OG0002384	augustus_masked-NC_027864.1-processed-gene-10.46-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-10.46&CDS=1-3288	YDR427W
2385	OG0002385	augustus_masked-NC_027864.1-processed-gene-10.21-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-10.21&CDS=1-2280	YOR001W
2386	OG0002386	augustus_masked-NC_027864.1-processed-gene-10.47-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-10.47&CDS=1-573	YML022W
2387	OG0002387	augustus_masked-NC_027864.1-processed-gene-10.22-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-10.22&CDS=1-447	YEL048C
2388	OG0002388	augustus_masked-NC_027864.1-processed-gene-10.25-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-10.25&CDS=1-2379	YEL043W
2389	OG0002389	augustus_masked-NC_027864.1-processed-gene-10.31-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-10.31&CDS=1-8595	YCR093W
2390	OG0002390	augustus_masked-NC_027864.1-processed-gene-10.51-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-10.51&CDS=1-1113	YNR051C
2391	OG0002391	augustus_masked-NC_027864.1-processed-gene-10.52-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-10.52&CDS=1-2670	YNR053C
2392	OG0002392	maker-NC_027864.1-augustus-gene-10.178-mRNA-1_1&gene=maker-NC_027864.1-augustus-gene-10.178&CDS=1-1017	YHR058C
2393	OG0002393	augustus_masked-NC_027864.1-processed-gene-10.33-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-10.33&CDS=1-486	YHR059W
2394	OG0002394	augustus_masked-NC_027864.1-processed-gene-10.55-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-10.55&CDS=1-348	YER112W
2395	OG0002395	augustus_masked-NC_027864.1-processed-gene-11.32-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-11.32&CDS=1-4143	YGR270W
2396	OG0002396	augustus_masked-NC_027864.1-processed-gene-11.28-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-11.28&CDS=1-402	YDR519W
2397	OG0002397	augustus_masked-NC_027864.1-processed-gene-11.29-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-11.29&CDS=1-1293	YOR323C
2398	OG0002398	augustus_masked-NC_027864.1-processed-gene-11.30-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-11.30&CDS=1-1341	YER136W
2399	OG0002399	augustus_masked-NC_027864.1-processed-gene-11.31-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-11.31&CDS=1-834	YDR064W
2400	OG0002400	snap_masked-NC_027864.1-processed-gene-11.137-mRNA-1_1&gene=snap_masked-NC_027864.1-processed-gene-11.137&CDS=1-4758	YLR454W
2401	OG0002401	augustus_masked-NC_027864.1-processed-gene-11.87-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-11.87&CDS=1-465	YBL093C
2402	OG0002402	augustus_masked-NC_027864.1-processed-gene-11.37-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-11.37&CDS=1-393	YBL092W
2403	OG0002403	augustus_masked-NC_027864.1-processed-gene-11.38-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-11.38&CDS=1-3780	YAL026C
2404	OG0002404	augustus_masked-NC_027864.1-processed-gene-11.89-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-11.89&CDS=1-2238	YDL095W
2405	OG0002405	augustus_masked-NC_027864.1-processed-gene-11.90-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-11.90&CDS=1-1626	YLR276C
2406	OG0002406	augustus_masked-NC_027864.1-processed-gene-11.91-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-11.91&CDS=1-2385	YOR168W
2407	OG0002407	snap_masked-NC_027864.1-processed-gene-11.144-mRNA-1_1&gene=snap_masked-NC_027864.1-processed-gene-11.144&CDS=1-939	YLR105C
2408	OG0002408	augustus_masked-NC_027864.1-processed-gene-11.94-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-11.94&CDS=1-324	YLR104W
2409	OG0002409	augustus_masked-NC_027864.1-processed-gene-11.95-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-11.95&CDS=1-1857	YDR295C
2410	OG0002410	augustus_masked-NC_027864.1-processed-gene-11.96-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-11.96&CDS=1-981	YKR087C
2411	OG0002411	augustus_masked-NC_027864.1-processed-gene-11.45-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-11.45&CDS=1-681	YGL085W
2412	OG0002412	augustus_masked-NC_027864.1-processed-gene-11.97-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-11.97&CDS=1-1647	YGL084C
2413	OG0002413	augustus_masked-NC_027864.1-processed-gene-11.98-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-11.98&CDS=1-459	YLR008C
2414	OG0002414	augustus_masked-NC_027864.1-processed-gene-11.47-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-11.47&CDS=1-585	YLR009W
2415	OG0002415	augustus_masked-NC_027864.1-processed-gene-11.99-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-11.99&CDS=1-2373	YLR014C
2416	OG0002416	augustus_masked-NC_027864.1-processed-gene-11.48-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-11.48&CDS=1-1671	YDR294C
2417	OG0002417	snap_masked-NC_027864.1-processed-gene-11.210-mRNA-1_1&gene=snap_masked-NC_027864.1-processed-gene-11.210&CDS=1-2433	YGR150C
2418	OG0002418	augustus_masked-NC_027864.1-processed-gene-11.49-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-11.49&CDS=1-1278	YER003C
2419	OG0002419	augustus_masked-NC_027864.1-processed-gene-11.101-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-11.101&CDS=1-1533	YBR158W
2420	OG0002420	augustus_masked-NC_027864.1-processed-gene-11.50-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-11.50&CDS=1-609	YFL038C
2421	OG0002421	augustus_masked-NC_027864.1-processed-gene-11.51-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-11.51&CDS=1-3972	YFL039C
2422	OG0002422	augustus_masked-NC_027864.1-processed-gene-11.102-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-11.102&CDS=1-735	YOR281C
2423	OG0002423	augustus_masked-NC_027864.1-processed-gene-11.52-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-11.52&CDS=1-1953	YNL118C
2424	OG0002424	augustus_masked-NC_027864.1-processed-gene-11.103-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-11.103&CDS=1-660	YGR104C
2425	OG0002425	augustus_masked-NC_027864.1-processed-gene-11.54-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-11.54&CDS=1-1182	YGL047W
2426	OG0002426	genemark-NC_027864.1-processed-gene-11.275-mRNA-1_1&gene=genemark-NC_027864.1-processed-gene-11.275&CDS=1-6033	YGL206C
2427	OG0002427	augustus_masked-NC_027864.1-processed-gene-11.106-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-11.106&CDS=1-1224	YPR118W
2428	OG0002428	augustus_masked-NC_027864.1-processed-gene-11.56-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-11.56&CDS=1-2154	YGR089W
2429	OG0002429	snap_masked-NC_027864.1-processed-gene-11.217-mRNA-1_1&gene=snap_masked-NC_027864.1-processed-gene-11.217&CDS=1-4746	YGR098C
2430	OG0002430	augustus_masked-NC_027864.1-processed-gene-11.60-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-11.60&CDS=1-600	YFR001W
2431	OG0002431	augustus_masked-NC_027864.1-processed-gene-11.109-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-11.109&CDS=1-1302	YNL280C
2432	OG0002432	augustus_masked-NC_027864.1-processed-gene-11.62-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-11.62&CDS=1-909	YAR015W
2433	OG0002433	augustus_masked-NC_027864.1-processed-gene-11.63-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-11.63&CDS=1-1233	YAR018C
2434	OG0002434	augustus_masked-NC_027864.1-processed-gene-11.110-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-11.110&CDS=1-3465	YAR042W
2435	OG0002435	snap_masked-NC_027864.1-processed-gene-11.170-mRNA-1_1&gene=snap_masked-NC_027864.1-processed-gene-11.170&CDS=1-693	YDR476C
2436	OG0002436	augustus_masked-NC_027864.1-processed-gene-11.65-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-11.65&CDS=1-969	YFR041C
2437	OG0002437	augustus_masked-NC_027864.1-processed-gene-11.66-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-11.66&CDS=1-894	YPL131W
2438	OG0002438	augustus_masked-NC_027864.1-processed-gene-11.68-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-11.68&CDS=1-1116	YBL055C
2439	OG0002439	maker-NC_027864.1-augustus-gene-11.13-mRNA-1_1&gene=maker-NC_027864.1-augustus-gene-11.13&CDS=1-1248	YBL057C
