	OrthologID	Candida_sorboxylosa	Saccharomyces_cerevisiae
2501	OG0002501	-augustus-gene-14.0-mRNA-1_1&gene=maker-gi|1002316177|dbj|BCGC01000001.1|-augustus-gene-14.0&CDS=1-777	YBR088C
2502	OG0002502	-processed-gene-14.113-mRNA-1_1&gene=augustus_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-14.113&CDS=1-564	YPR051W
2503	OG0002503	-processed-gene-14.25-mRNA-1_1&gene=genemark-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-14.25&CDS=1-1311	YOR351C
2504	OG0002504	-processed-gene-14.114-mRNA-1_1&gene=augustus_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-14.114&CDS=1-1179	YCL032W
2505	OG0002505	-processed-gene-14.115-mRNA-1_1&gene=augustus_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-14.115&CDS=1-264	YMR286W
2506	OG0002506	-processed-gene-14.80-mRNA-1_1&gene=snap_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-14.80&CDS=1-2076	YJL069C
2507	OG0002507	-processed-gene-14.62-mRNA-1_1&gene=snap_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-14.62&CDS=1-213	YJL062W-A
2508	OG0002508	-snap-gene-14.12-mRNA-1_1&gene=maker-gi|1002316177|dbj|BCGC01000001.1|-snap-gene-14.12&CDS=1-1845	YDR416W
2509	OG0002509	-processed-gene-14.102-mRNA-1_1&gene=augustus_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-14.102&CDS=1-876	YEL051W
2510	OG0002510	-processed-gene-14.82-mRNA-1_1&gene=snap_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-14.82&CDS=1-774	YLR438W
2511	OG0002511	-processed-gene-14.83-mRNA-1_1&gene=snap_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-14.83&CDS=1-1899	YER080W
2512	OG0002512	-processed-gene-14.104-mRNA-1_1&gene=augustus_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-14.104&CDS=1-1083	YMR003W
2513	OG0002513	-processed-gene-15.8-mRNA-1_1&gene=augustus_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-15.8&CDS=1-1461	YOL049W
2514	OG0002514	-processed-gene-15.6-mRNA-1_1&gene=augustus_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-15.6&CDS=1-4470	YBL079W
2515	OG0002515	-processed-gene-15.9-mRNA-1_1&gene=augustus_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-15.9&CDS=1-837	YHR134W
2516	OG0002516	-processed-gene-15.11-mRNA-1_1&gene=augustus_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-15.11&CDS=1-1374	YJL213W
2517	OG0002517	-processed-gene-15.31-mRNA-1_1&gene=augustus_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-15.31&CDS=1-981	YOR271C
2518	OG0002518	-processed-gene-15.13-mRNA-1_1&gene=augustus_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-15.13&CDS=1-1638	YNL189W
2519	OG0002519	-snap-gene-15.3-mRNA-1_1&gene=maker-gi|1002316177|dbj|BCGC01000001.1|-snap-gene-15.3&CDS=1-1818	YNL275W
2520	OG0002520	-processed-gene-15.16-mRNA-1_1&gene=augustus_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-15.16&CDS=1-1221	YOR201C
2521	OG0002521	-processed-gene-15.36-mRNA-1_1&gene=augustus_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-15.36&CDS=1-1026	YPL118W
2522	OG0002522	-processed-gene-15.18-mRNA-1_1&gene=augustus_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-15.18&CDS=1-2697	YBR260C
2523	OG0002523	-processed-gene-15.38-mRNA-1_1&gene=augustus_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-15.38&CDS=1-999	YER127W
2524	OG0002524	-processed-gene-15.19-mRNA-1_1&gene=augustus_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-15.19&CDS=1-783	YER126C
2525	OG0002525	-processed-gene-15.39-mRNA-1_1&gene=augustus_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-15.39&CDS=1-987	YDR353W
2526	OG0002526	-processed-gene-15.20-mRNA-1_1&gene=augustus_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-15.20&CDS=1-1512	YMR098C
2527	OG0002527	-processed-gene-15.41-mRNA-1_1&gene=augustus_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-15.41&CDS=1-3054	YOR048C
2528	OG0002528	-processed-gene-15.21-mRNA-1_1&gene=augustus_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-15.21&CDS=1-1629	YKL162C
2529	OG0002529	-processed-gene-15.130-mRNA-1_1&gene=snap_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-15.130&CDS=1-660	YNR017W
2530	OG0002530	-processed-gene-15.23-mRNA-1_1&gene=augustus_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-15.23&CDS=1-1716	YDR062W
2531	OG0002531	-processed-gene-15.27-mRNA-1_1&gene=augustus_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-15.27&CDS=1-2439	YPL084W
2532	OG0002532	-processed-gene-15.28-mRNA-1_1&gene=augustus_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-15.28&CDS=1-1803	YPL030W
2533	OG0002533	-processed-gene-15.47-mRNA-1_1&gene=augustus_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-15.47&CDS=1-2235	YPL043W
2534	OG0002534	-processed-gene-15.29-mRNA-1_1&gene=augustus_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-15.29&CDS=1-1752	YDR254W
2535	OG0002535	-processed-gene-15.30-mRNA-1_1&gene=augustus_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-15.30&CDS=1-4419	YOR274W
2536	OG0002536	-processed-gene-15.48-mRNA-1_1&gene=augustus_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-15.48&CDS=1-2367	YPL046C
2537	OG0002537	-processed-gene-16.2-mRNA-1_1&gene=augustus_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-16.2&CDS=1-2430	YPL045W
2538	OG0002538	-processed-gene-16.4-mRNA-1_1&gene=augustus_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-16.4&CDS=1-1467	YMR211W
2539	OG0002539	-processed-gene-16.3-mRNA-1_1&gene=augustus_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-16.3&CDS=1-6123	YKL104C
2540	OG0002540	-processed-gene-16.85-mRNA-1_1&gene=snap_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-16.85&CDS=1-672	YPR124W
2541	OG0002541	-processed-gene-16.9-mRNA-1_1&gene=augustus_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-16.9&CDS=1-1668	YPL208W
2542	OG0002542	-processed-gene-16.10-mRNA-1_1&gene=augustus_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-16.10&CDS=1-1182	YFR024C-A
2543	OG0002543	-processed-gene-16.107-mRNA-1_1&gene=snap_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-16.107&CDS=1-846	YGL154C
2544	OG0002544	-processed-gene-16.12-mRNA-1_1&gene=augustus_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-16.12&CDS=1-2280	YMR167W
2545	OG0002545	-processed-gene-16.30-mRNA-1_1&gene=augustus_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-16.30&CDS=1-4914	YPL006W
2546	OG0002546	-processed-gene-16.90-mRNA-1_1&gene=snap_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-16.90&CDS=1-2175	YNL167C
2547	OG0002547	-processed-gene-16.110-mRNA-1_1&gene=snap_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-16.110&CDS=1-2088	YMR186W
2548	OG0002548	-processed-gene-16.15-mRNA-1_1&gene=augustus_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-16.15&CDS=1-1428	YNL330C
2549	OG0002549	-processed-gene-16.32-mRNA-1_1&gene=augustus_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-16.32&CDS=1-1284	YPL188W
2550	OG0002550	-processed-gene-16.53-mRNA-1_1&gene=genemark-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-16.53&CDS=1-1020	YNL010W
2551	OG0002551	-processed-gene-16.33-mRNA-1_1&gene=augustus_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-16.33&CDS=1-1020	YFR045W
2552	OG0002552	-processed-gene-16.18-mRNA-1_1&gene=augustus_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-16.18&CDS=1-972	YGR208W
2553	OG0002553	-processed-gene-16.19-mRNA-1_1&gene=augustus_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-16.19&CDS=1-2403	YJL087C
2554	OG0002554	-processed-gene-16.35-mRNA-1_1&gene=augustus_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-16.35&CDS=1-1107	YBR046C
2555	OG0002555	-processed-gene-16.100-mRNA-1_1&gene=snap_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-16.100&CDS=1-1323	YDR057W
2556	OG0002556	-processed-gene-16.36-mRNA-1_1&gene=augustus_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-16.36&CDS=1-5589	YMR128W
2557	OG0002557	-processed-gene-16.23-mRNA-1_1&gene=augustus_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-16.23&CDS=1-1017	YMR127C
2558	OG0002558	-processed-gene-16.37-mRNA-1_1&gene=augustus_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-16.37&CDS=1-699	YDR071C
2559	OG0002559	-processed-gene-17.42-mRNA-1_1&gene=augustus_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-17.42&CDS=1-1632	YOR355W
2560	OG0002560	-processed-gene-17.43-mRNA-1_1&gene=augustus_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-17.43&CDS=1-3573	YLR032W
2561	OG0002561	-processed-gene-17.45-mRNA-1_1&gene=augustus_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-17.45&CDS=1-942	YLR215C
2562	OG0002562	-processed-gene-17.46-mRNA-1_1&gene=augustus_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-17.46&CDS=1-1584	YDL143W
2563	OG0002563	-processed-gene-17.62-mRNA-1_1&gene=augustus_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-17.62&CDS=1-990	YDL142C
2564	OG0002564	-processed-gene-17.47-mRNA-1_1&gene=augustus_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-17.47&CDS=1-2001	YDL141W
2565	OG0002565	-processed-gene-17.63-mRNA-1_1&gene=augustus_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-17.63&CDS=1-4887	YDL140C
2566	OG0002566	-processed-gene-17.64-mRNA-1_1&gene=augustus_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-17.64&CDS=1-1074	YLR216C
2567	OG0002567	-processed-gene-17.6-mRNA-1_1&gene=snap_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-17.6&CDS=1-222	YFL017W-A
2568	OG0002568	-processed-gene-17.26-mRNA-1_1&gene=snap_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-17.26&CDS=1-2244	YFL013C
2569	OG0002569	-processed-gene-17.67-mRNA-1_1&gene=augustus_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-17.67&CDS=1-1431	YFL008W
2570	OG0002570	-processed-gene-17.68-mRNA-1_1&gene=augustus_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-17.68&CDS=1-1044	YAL032C
2571	OG0002571	-processed-gene-17.69-mRNA-1_1&gene=augustus_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-17.69&CDS=1-693	YNL036W
2572	OG0002572	-processed-gene-17.71-mRNA-1_1&gene=augustus_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-17.71&CDS=1-1287	YOR209C
2573	OG0002573	-processed-gene-17.52-mRNA-1_1&gene=augustus_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-17.52&CDS=1-3129	YJL003W
2574	OG0002574	-processed-gene-17.14-mRNA-1_1&gene=snap_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-17.14&CDS=1-1758	YJR016C
2575	OG0002575	-processed-gene-17.73-mRNA-1_1&gene=augustus_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-17.73&CDS=1-507	YMR022W
2576	OG0002576	-processed-gene-17.55-mRNA-1_1&gene=augustus_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-17.55&CDS=1-690	YOR131C
2577	OG0002577	-snap-gene-17.124-mRNA-1_1&gene=maker-gi|1002316177|dbj|BCGC01000001.1|-snap-gene-17.124&CDS=1-1701	YBR288C
2578	OG0002578	-processed-gene-17.17-mRNA-1_1&gene=snap_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-17.17&CDS=1-5808	YPL082C
2579	OG0002579	-processed-gene-17.18-mRNA-1_1&gene=snap_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-17.18&CDS=1-2112	YBR112C
2580	OG0002580	-processed-gene-17.76-mRNA-1_1&gene=augustus_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-17.76&CDS=1-621	YMR069W
2581	OG0002581	-processed-gene-17.57-mRNA-1_1&gene=augustus_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-17.57&CDS=1-1014	YGL159W
2582	OG0002582	-processed-gene-17.77-mRNA-1_1&gene=augustus_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-17.77&CDS=1-885	YMR281W
2583	OG0002583	-processed-gene-17.78-mRNA-1_1&gene=augustus_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-17.78&CDS=1-813	YKL207W
2584	OG0002584	-processed-gene-17.60-mRNA-1_1&gene=augustus_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-17.60&CDS=1-903	YJR062C
2585	OG0002585	-processed-gene-17.79-mRNA-1_1&gene=augustus_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-17.79&CDS=1-540	YJR060W
2586	OG0002586	-processed-gene-17.80-mRNA-1_1&gene=augustus_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-17.80&CDS=1-1053	YJL167W
2587	OG0002587	-processed-gene-17.61-mRNA-1_1&gene=augustus_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-17.61&CDS=1-1122	YKL172W
2588	OG0002588	-processed-gene-18.41-mRNA-1_1&gene=augustus_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-18.41&CDS=1-3804	YOL023W
2589	OG0002589	-processed-gene-18.44-mRNA-1_1&gene=augustus_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-18.44&CDS=1-852	YER046W
2590	OG0002590	-processed-gene-18.42-mRNA-1_1&gene=augustus_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-18.42&CDS=1-2208	YJL168C
2591	OG0002591	-processed-gene-18.45-mRNA-1_1&gene=augustus_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-18.45&CDS=1-1401	YGR019W
2592	OG0002592	-processed-gene-18.43-mRNA-1_1&gene=augustus_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-18.43&CDS=1-1032	YGR163W
2593	OG0002593	-processed-gene-18.63-mRNA-1_1&gene=augustus_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-18.63&CDS=1-777	YGR104C
2594	OG0002594	-processed-gene-18.47-mRNA-1_1&gene=augustus_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-18.47&CDS=1-2241	YOR361C
2595	OG0002595	-processed-gene-18.64-mRNA-1_1&gene=augustus_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-18.64&CDS=1-339	YAL046C
2596	OG0002596	-processed-gene-18.110-mRNA-1_1&gene=snap_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-18.110&CDS=1-1101	YGR279C
2597	OG0002597	-processed-gene-18.111-mRNA-1_1&gene=snap_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-18.111&CDS=1-2007	YNL039W
2598	OG0002598	-processed-gene-18.48-mRNA-1_1&gene=augustus_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-18.48&CDS=1-1167	YNL035C
2599	OG0002599	-processed-gene-18.49-mRNA-1_1&gene=augustus_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-18.49&CDS=1-1062	YIL094C
2600	OG0002600	-processed-gene-18.67-mRNA-1_1&gene=augustus_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-18.67&CDS=1-1302	YNL022C
2601	OG0002601	-processed-gene-18.50-mRNA-1_1&gene=augustus_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-18.50&CDS=1-2568	YNL021W
2602	OG0002602	-processed-gene-18.68-mRNA-1_1&gene=augustus_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-18.68&CDS=1-3693	YCR033W
2603	OG0002603	-processed-gene-18.51-mRNA-1_1&gene=augustus_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-18.51&CDS=1-1632	YJL194W
2604	OG0002604	-processed-gene-18.53-mRNA-1_1&gene=augustus_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-18.53&CDS=1-1479	YGL097W
2605	OG0002605	-processed-gene-18.72-mRNA-1_1&gene=augustus_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-18.72&CDS=1-1674	YBR248C
2606	OG0002606	-processed-gene-18.54-mRNA-1_1&gene=augustus_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-18.54&CDS=1-1815	YBL042C
2607	OG0002607	-processed-gene-18.74-mRNA-1_1&gene=augustus_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-18.74&CDS=1-2367	YJL200C
2608	OG0002608	-processed-gene-18.75-mRNA-1_1&gene=augustus_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-18.75&CDS=1-2199	YOR144C
2609	OG0002609	-processed-gene-18.58-mRNA-1_1&gene=augustus_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-18.58&CDS=1-2016	YPR179C
2610	OG0002610	-processed-gene-18.120-mRNA-1_1&gene=snap_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-18.120&CDS=1-1239	YLR459W
2611	OG0002611	-processed-gene-18.59-mRNA-1_1&gene=augustus_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-18.59&CDS=1-1506	YOR216C
2612	OG0002612	-snap-gene-18.81-mRNA-1_1&gene=maker-gi|1002316177|dbj|BCGC01000001.1|-snap-gene-18.81&CDS=1-2961	YNL237W
2613	OG0002613	-processed-gene-18.60-mRNA-1_1&gene=augustus_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-18.60&CDS=1-2052	YBL061C
2614	OG0002614	-processed-gene-18.61-mRNA-1_1&gene=augustus_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-18.61&CDS=1-777	YER100W
2615	OG0002615	-processed-gene-18.79-mRNA-1_1&gene=augustus_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-18.79&CDS=1-216	YBL071W-A
2616	OG0002616	-processed-gene-18.126-mRNA-1_1&gene=snap_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-18.126&CDS=1-4077	YGR061C
2617	OG0002617	-processed-gene-19.5-mRNA-1_1&gene=augustus_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-19.5&CDS=1-1629	YGR252W
2618	OG0002618	-processed-gene-19.9-mRNA-1_1&gene=augustus_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-19.9&CDS=1-771	YGR253C
2619	OG0002619	-processed-gene-19.7-mRNA-1_1&gene=augustus_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-19.7&CDS=1-909	YMR101C
2620	OG0002620	-processed-gene-19.8-mRNA-1_1&gene=augustus_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-19.8&CDS=1-2439	YMR179W
2621	OG0002621	-processed-gene-19.11-mRNA-1_1&gene=augustus_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-19.11&CDS=1-1107	YDR142C
2622	OG0002622	-processed-gene-19.61-mRNA-1_1&gene=genemark-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-19.61&CDS=1-4125	YDR104C
2623	OG0002623	-processed-gene-19.111-mRNA-1_1&gene=snap_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-19.111&CDS=1-1062	YDR126W
2624	OG0002624	-augustus-gene-19.85-mRNA-1_1&gene=maker-gi|1002316177|dbj|BCGC01000001.1|-augustus-gene-19.85&CDS=1-744	YGR152C
2625	OG0002625	-processed-gene-19.24-mRNA-1_1&gene=augustus_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-19.24&CDS=1-3654	YEL031W
2626	OG0002626	-processed-gene-19.26-mRNA-1_1&gene=augustus_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-19.26&CDS=1-2583	YPR160W
2627	OG0002627	-processed-gene-19.27-mRNA-1_1&gene=augustus_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-19.27&CDS=1-1398	YDL103C
2628	OG0002628	-processed-gene-19.118-mRNA-1_1&gene=snap_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-19.118&CDS=1-537	YLL050C
2629	OG0002629	-processed-gene-19.119-mRNA-1_1&gene=snap_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-19.119&CDS=1-1092	YDL033C
2630	OG0002630	-processed-gene-19.15-mRNA-1_1&gene=augustus_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-19.15&CDS=1-1740	YMR290C
2631	OG0002631	-processed-gene-19.30-mRNA-1_1&gene=augustus_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-19.30&CDS=1-819	YGR267C
2632	OG0002632	-processed-gene-19.101-mRNA-1_1&gene=snap_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-19.101&CDS=1-270	YAL044C
2633	OG0002633	-processed-gene-19.32-mRNA-1_1&gene=augustus_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-19.32&CDS=1-3966	YER086W
2634	OG0002634	-processed-gene-19.18-mRNA-1_1&gene=augustus_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-19.18&CDS=1-2157	YOR035C
2635	OG0002635	-processed-gene-19.34-mRNA-1_1&gene=augustus_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-19.34&CDS=1-1491	YKL149C
2636	OG0002636	-processed-gene-19.19-mRNA-1_1&gene=augustus_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-19.19&CDS=1-3363	YKL145W
2637	OG0002637	-augustus-gene-19.88-mRNA-1_1&gene=maker-gi|1002316177|dbj|BCGC01000001.1|-augustus-gene-19.88&CDS=1-2421	YKL148C
2638	OG0002638	-processed-gene-19.108-mRNA-1_1&gene=snap_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-19.108&CDS=1-885	YDL052C
2639	OG0002639	-snap-gene-19.0-mRNA-1_1&gene=maker-gi|1002316177|dbj|BCGC01000001.1|-snap-gene-19.0&CDS=1-453	YDR512C
2640	OG0002640	-processed-gene-19.38-mRNA-1_1&gene=augustus_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-19.38&CDS=1-1068	YIL041W
2641	OG0002641	-processed-gene-20.76-mRNA-1_1&gene=augustus_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-20.76&CDS=1-5103	YNR035C
2642	OG0002642	-processed-gene-20.77-mRNA-1_1&gene=augustus_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-20.77&CDS=1-1641	YOL070C
2643	OG0002643	-processed-gene-20.78-mRNA-1_1&gene=augustus_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-20.78&CDS=1-2916	YLR148W
2644	OG0002644	-processed-gene-20.27-mRNA-1_1&gene=snap_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-20.27&CDS=1-987	YEL007W
2645	OG0002645	-processed-gene-20.79-mRNA-1_1&gene=augustus_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-20.79&CDS=1-1188	YPL042C
2646	OG0002646	-processed-gene-20.94-mRNA-1_1&gene=augustus_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-20.94&CDS=1-531	YDR248C
2647	OG0002647	-processed-gene-20.80-mRNA-1_1&gene=augustus_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-20.80&CDS=1-2019	YKL179C
2648	OG0002648	-processed-gene-20.96-mRNA-1_1&gene=augustus_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-20.96&CDS=1-2202	YDR320C
2649	OG0002649	-processed-gene-20.82-mRNA-1_1&gene=augustus_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-20.82&CDS=1-2721	YOL057W
2650	OG0002650	-augustus-gene-20.0-mRNA-1_1&gene=maker-gi|1002316177|dbj|BCGC01000001.1|-augustus-gene-20.0&CDS=1-3051	YOR142W
2651	OG0002651	-processed-gene-20.103-mRNA-1_1&gene=augustus_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-20.103&CDS=1-1062	YDR322W
2652	OG0002652	-processed-gene-20.87-mRNA-1_1&gene=augustus_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-20.87&CDS=1-765	YEL009C
2653	OG0002653	-processed-gene-20.104-mRNA-1_1&gene=augustus_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-20.104&CDS=1-837	YHR041C
2654	OG0002654	-processed-gene-20.89-mRNA-1_1&gene=augustus_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-20.89&CDS=1-1593	YDL030W
2655	OG0002655	-processed-gene-20.105-mRNA-1_1&gene=augustus_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-20.105&CDS=1-2046	YAL043C
2656	OG0002656	-processed-gene-20.91-mRNA-1_1&gene=augustus_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-20.91&CDS=1-1359	YNL072W
2657	OG0002657	-processed-gene-20.106-mRNA-1_1&gene=augustus_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-20.106&CDS=1-903	YAL025C
2658	OG0002658	-processed-gene-21.37-mRNA-1_1&gene=augustus_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-21.37&CDS=1-3108	YER042W
2659	OG0002659	-processed-gene-21.73-mRNA-1_1&gene=snap_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-21.73&CDS=1-795	YOR075W
2660	OG0002660	-processed-gene-21.68-mRNA-1_1&gene=snap_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-21.68&CDS=1-285	YER074W-A
2661	OG0002661	-augustus-gene-21.108-mRNA-1_1&gene=maker-gi|1002316177|dbj|BCGC01000001.1|-augustus-gene-21.108&CDS=1-3279	YMR165C
