	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035679_Candida_rhagii
2551	OG0002551	YML093W	augustus_masked-NODE_17_length_319834_cov_46.5835_ID_2197-processed-gene-1.30-mRNA-1_1&gene=augustus_masked-NODE_17_length_319834_cov_46.5835_ID_2197-processed-gene-1.30&CDS=1-2655
2552	OG0002552	YML094W	augustus_masked-NODE_4_length_891347_cov_44.5073_ID_5516-processed-gene-5.136-mRNA-1_1&gene=augustus_masked-NODE_4_length_891347_cov_44.5073_ID_5516-processed-gene-5.136&CDS=1-447
2553	OG0002553	YML096W	maker-NODE_9_length_641341_cov_43.475_ID_1522-augustus-gene-0.45-mRNA-1_1&gene=maker-NODE_9_length_641341_cov_43.475_ID_1522-augustus-gene-0.45&CDS=1-2421
2554	OG0002554	YML097C	augustus_masked-NODE_9_length_641341_cov_43.475_ID_1522-processed-gene-1.98-mRNA-1_1&gene=augustus_masked-NODE_9_length_641341_cov_43.475_ID_1522-processed-gene-1.98&CDS=1-2241
2555	OG0002555	YML099C	augustus_masked-NODE_1_length_1078932_cov_44.3637_ID_1562-processed-gene-2.16-mRNA-1_1&gene=augustus_masked-NODE_1_length_1078932_cov_44.3637_ID_1562-processed-gene-2.16&CDS=1-2358
2556	OG0002556	YML102W	augustus_masked-NODE_1_length_1078932_cov_44.3637_ID_1562-processed-gene-1.126-mRNA-1_1&gene=augustus_masked-NODE_1_length_1078932_cov_44.3637_ID_1562-processed-gene-1.126&CDS=1-2007
2557	OG0002557	YML103C	augustus_masked-NODE_5_length_814963_cov_41.2419_ID_2115-processed-gene-5.106-mRNA-1_1&gene=augustus_masked-NODE_5_length_814963_cov_41.2419_ID_2115-processed-gene-5.106&CDS=1-4917
2558	OG0002558	YML104C	augustus_masked-NODE_7_length_686333_cov_41.9281_ID_1972-processed-gene-1.10-mRNA-1_1&gene=augustus_masked-NODE_7_length_686333_cov_41.9281_ID_1972-processed-gene-1.10&CDS=1-3339
2559	OG0002559	YML105C	augustus_masked-NODE_7_length_686333_cov_41.9281_ID_1972-processed-gene-1.7-mRNA-1_1&gene=augustus_masked-NODE_7_length_686333_cov_41.9281_ID_1972-processed-gene-1.7&CDS=1-816
2560	OG0002560	YML108W	augustus_masked-NODE_6_length_723125_cov_44.3351_ID_1383-processed-gene-1.114-mRNA-1_1&gene=augustus_masked-NODE_6_length_723125_cov_44.3351_ID_1383-processed-gene-1.114&CDS=1-408
2561	OG0002561	YML110C	augustus_masked-NODE_19_length_291679_cov_42.1658_ID_2517-processed-gene-1.204-mRNA-1_1&gene=augustus_masked-NODE_19_length_291679_cov_42.1658_ID_2517-processed-gene-1.204&CDS=1-876
2562	OG0002562	YML114C	augustus_masked-NODE_10_length_552946_cov_42.1042_ID_2312-processed-gene-0.117-mRNA-1_1&gene=augustus_masked-NODE_10_length_552946_cov_42.1042_ID_2312-processed-gene-0.117&CDS=1-1857
2563	OG0002563	YML115C	augustus_masked-NODE_10_length_552946_cov_42.1042_ID_2312-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-NODE_10_length_552946_cov_42.1042_ID_2312-processed-gene-0.102&CDS=1-1413
2564	OG0002564	YML121W	augustus_masked-NODE_9_length_641341_cov_43.475_ID_1522-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-NODE_9_length_641341_cov_43.475_ID_1522-processed-gene-0.22&CDS=1-951
2565	OG0002565	YML123C	augustus_masked-NODE_2_length_989975_cov_44.1003_ID_1739-processed-gene-8.208-mRNA-1_1&gene=augustus_masked-NODE_2_length_989975_cov_44.1003_ID_1739-processed-gene-8.208&CDS=1-1674
2566	OG0002566	YML125C	augustus_masked-NODE_17_length_319834_cov_46.5835_ID_2197-processed-gene-1.25-mRNA-1_1&gene=augustus_masked-NODE_17_length_319834_cov_46.5835_ID_2197-processed-gene-1.25&CDS=1-912
2567	OG0002567	YML126C	augustus_masked-NODE_17_length_319834_cov_46.5835_ID_2197-processed-gene-1.28-mRNA-1_1&gene=augustus_masked-NODE_17_length_319834_cov_46.5835_ID_2197-processed-gene-1.28&CDS=1-1344
2568	OG0002568	YML127W	augustus_masked-NODE_4_length_891347_cov_44.5073_ID_5516-processed-gene-5.137-mRNA-1_1&gene=augustus_masked-NODE_4_length_891347_cov_44.5073_ID_5516-processed-gene-5.137&CDS=1-1992
2569	OG0002569	YML128C	augustus_masked-NODE_17_length_319834_cov_46.5835_ID_2197-processed-gene-1.27-mRNA-1_1&gene=augustus_masked-NODE_17_length_319834_cov_46.5835_ID_2197-processed-gene-1.27&CDS=1-2343
2570	OG0002570	YML130C	augustus_masked-NODE_1_length_1078932_cov_44.3637_ID_1562-processed-gene-2.34-mRNA-1_1&gene=augustus_masked-NODE_1_length_1078932_cov_44.3637_ID_1562-processed-gene-2.34&CDS=1-1686
2571	OG0002571	YMR001C	augustus_masked-NODE_5_length_814963_cov_41.2419_ID_2115-processed-gene-6.20-mRNA-1_1&gene=augustus_masked-NODE_5_length_814963_cov_41.2419_ID_2115-processed-gene-6.20&CDS=1-2007
2572	OG0002572	YMR002W	augustus_masked-NODE_5_length_814963_cov_41.2419_ID_2115-processed-gene-6.19-mRNA-1_1&gene=augustus_masked-NODE_5_length_814963_cov_41.2419_ID_2115-processed-gene-6.19&CDS=1-432
2573	OG0002573	YMR004W	augustus_masked-NODE_1_length_1078932_cov_44.3637_ID_1562-processed-gene-5.18-mRNA-1_1&gene=augustus_masked-NODE_1_length_1078932_cov_44.3637_ID_1562-processed-gene-5.18&CDS=1-2004
2574	OG0002574	YMR005W	augustus_masked-NODE_10_length_552946_cov_42.1042_ID_2312-processed-gene-2.149-mRNA-1_1&gene=augustus_masked-NODE_10_length_552946_cov_42.1042_ID_2312-processed-gene-2.149&CDS=1-1362
2575	OG0002575	YMR009W	augustus_masked-NODE_5_length_814963_cov_41.2419_ID_2115-processed-gene-2.141-mRNA-1_1&gene=augustus_masked-NODE_5_length_814963_cov_41.2419_ID_2115-processed-gene-2.141&CDS=1-534
2576	OG0002576	YMR010W	augustus_masked-NODE_11_length_521998_cov_45.7003_ID_1886-processed-gene-4.132-mRNA-1_1&gene=augustus_masked-NODE_11_length_521998_cov_45.7003_ID_1886-processed-gene-4.132&CDS=1-837
2577	OG0002577	YMR012W	augustus_masked-NODE_1_length_1078932_cov_44.3637_ID_1562-processed-gene-3.4-mRNA-1_1&gene=augustus_masked-NODE_1_length_1078932_cov_44.3637_ID_1562-processed-gene-3.4&CDS=1-3975
2578	OG0002578	YMR013C	augustus_masked-NODE_22_length_145592_cov_54.5664_ID_2927-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-NODE_22_length_145592_cov_54.5664_ID_2927-processed-gene-0.15&CDS=1-1821
2579	OG0002579	YMR014W	augustus_masked-NODE_15_length_335479_cov_41.8187_ID_2549-processed-gene-1.114-mRNA-1_1&gene=augustus_masked-NODE_15_length_335479_cov_41.8187_ID_2549-processed-gene-1.114&CDS=1-1299
2580	OG0002580	YMR015C	augustus_masked-NODE_5_length_814963_cov_41.2419_ID_2115-processed-gene-3.102-mRNA-1_1&gene=augustus_masked-NODE_5_length_814963_cov_41.2419_ID_2115-processed-gene-3.102&CDS=1-1641
2581	OG0002581	YMR022W	augustus_masked-NODE_17_length_319834_cov_46.5835_ID_2197-processed-gene-1.35-mRNA-1_1&gene=augustus_masked-NODE_17_length_319834_cov_46.5835_ID_2197-processed-gene-1.35&CDS=1-501
2582	OG0002582	YMR023C	genemark-NODE_2_length_989975_cov_44.1003_ID_1739-processed-gene-7.93-mRNA-1_1&gene=genemark-NODE_2_length_989975_cov_44.1003_ID_1739-processed-gene-7.93&CDS=1-1485
2583	OG0002583	YMR024W	snap_masked-NODE_14_length_382939_cov_48.858_ID_2359-processed-gene-2.117-mRNA-1_1&gene=snap_masked-NODE_14_length_382939_cov_48.858_ID_2359-processed-gene-2.117&CDS=1-1113
2584	OG0002584	YMR026C	augustus_masked-NODE_1_length_1078932_cov_44.3637_ID_1562-processed-gene-7.154-mRNA-1_1&gene=augustus_masked-NODE_1_length_1078932_cov_44.3637_ID_1562-processed-gene-7.154&CDS=1-1338
2585	OG0002585	YMR027W	augustus_masked-NODE_11_length_521998_cov_45.7003_ID_1886-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-NODE_11_length_521998_cov_45.7003_ID_1886-processed-gene-0.7&CDS=1-1347
2586	OG0002586	YMR028W	augustus_masked-NODE_11_length_521998_cov_45.7003_ID_1886-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-NODE_11_length_521998_cov_45.7003_ID_1886-processed-gene-0.8&CDS=1-1110
2587	OG0002587	YMR029C	snap_masked-NODE_17_length_319834_cov_46.5835_ID_2197-processed-gene-1.83-mRNA-1_1&gene=snap_masked-NODE_17_length_319834_cov_46.5835_ID_2197-processed-gene-1.83&CDS=1-2196
2588	OG0002588	YMR033W	augustus_masked-NODE_13_length_385540_cov_42.6626_ID_2160-processed-gene-2.16-mRNA-1_1&gene=augustus_masked-NODE_13_length_385540_cov_42.6626_ID_2160-processed-gene-2.16&CDS=1-1392
2589	OG0002589	YMR034C	augustus_masked-NODE_18_length_309925_cov_41.2959_ID_2671-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-NODE_18_length_309925_cov_41.2959_ID_2671-processed-gene-0.101&CDS=1-1431
2590	OG0002590	YMR035W	augustus_masked-NODE_9_length_641341_cov_43.475_ID_1522-processed-gene-2.24-mRNA-1_1&gene=augustus_masked-NODE_9_length_641341_cov_43.475_ID_1522-processed-gene-2.24&CDS=1-531
2591	OG0002591	YMR036C	augustus_masked-NODE_13_length_385540_cov_42.6626_ID_2160-processed-gene-2.45-mRNA-1_1&gene=augustus_masked-NODE_13_length_385540_cov_42.6626_ID_2160-processed-gene-2.45&CDS=1-2826
2592	OG0002592	YMR038C	maker-NODE_14_length_382939_cov_48.858_ID_2359-augustus-gene-1.97-mRNA-1_1&gene=maker-NODE_14_length_382939_cov_48.858_ID_2359-augustus-gene-1.97&CDS=1-3048
2593	OG0002593	YMR039C	augustus_masked-NODE_18_length_309925_cov_41.2959_ID_2671-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-NODE_18_length_309925_cov_41.2959_ID_2671-processed-gene-0.89&CDS=1-393
2594	OG0002594	YMR041C	augustus_masked-NODE_18_length_309925_cov_41.2959_ID_2671-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-NODE_18_length_309925_cov_41.2959_ID_2671-processed-gene-0.88&CDS=1-1053
2595	OG0002595	YMR048W	augustus_masked-NODE_9_length_641341_cov_43.475_ID_1522-processed-gene-4.140-mRNA-1_1&gene=augustus_masked-NODE_9_length_641341_cov_43.475_ID_1522-processed-gene-4.140&CDS=1-867
2596	OG0002596	YMR049C	augustus_masked-NODE_8_length_685568_cov_43.9742_ID_2243-processed-gene-5.15-mRNA-1_1&gene=augustus_masked-NODE_8_length_685568_cov_43.9742_ID_2243-processed-gene-5.15&CDS=1-2436
2597	OG0002597	YMR055C	augustus_masked-NODE_7_length_686333_cov_41.9281_ID_1972-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-NODE_7_length_686333_cov_41.9281_ID_1972-processed-gene-0.98&CDS=1-957
2598	OG0002598	YMR058W	snap_masked-NODE_12_length_464382_cov_45.288_ID_2588-processed-gene-2.92-mRNA-1_1&gene=snap_masked-NODE_12_length_464382_cov_45.288_ID_2588-processed-gene-2.92&CDS=1-1863
2599	OG0002599	YMR059W	augustus_masked-NODE_24_length_110387_cov_53.1016_ID_2847-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-NODE_24_length_110387_cov_53.1016_ID_2847-processed-gene-0.4&CDS=1-327
2600	OG0002600	YMR060C	augustus_masked-NODE_13_length_385540_cov_42.6626_ID_2160-processed-gene-1.99-mRNA-1_1&gene=augustus_masked-NODE_13_length_385540_cov_42.6626_ID_2160-processed-gene-1.99&CDS=1-990
2601	OG0002601	YMR061W	maker-NODE_13_length_385540_cov_42.6626_ID_2160-augustus-gene-1.48-mRNA-1_1&gene=maker-NODE_13_length_385540_cov_42.6626_ID_2160-augustus-gene-1.48&CDS=1-2175
2602	OG0002602	YMR062C	augustus_masked-NODE_2_length_989975_cov_44.1003_ID_1739-processed-gene-2.125-mRNA-1_1&gene=augustus_masked-NODE_2_length_989975_cov_44.1003_ID_1739-processed-gene-2.125&CDS=1-1308
2603	OG0002603	YMR063W	augustus_masked-NODE_12_length_464382_cov_45.288_ID_2588-processed-gene-3.188-mRNA-1_1&gene=augustus_masked-NODE_12_length_464382_cov_45.288_ID_2588-processed-gene-3.188&CDS=1-1017
2604	OG0002604	YMR067C	augustus_masked-NODE_23_length_115203_cov_43.2049_ID_3069-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-NODE_23_length_115203_cov_43.2049_ID_3069-processed-gene-0.43&CDS=1-1488
2605	OG0002605	YMR071C	snap_masked-NODE_3_length_984103_cov_43.6458_ID_5856-processed-gene-4.90-mRNA-1_1&gene=snap_masked-NODE_3_length_984103_cov_43.6458_ID_5856-processed-gene-4.90&CDS=1-516
2606	OG0002606	YMR074C	augustus_masked-NODE_6_length_723125_cov_44.3351_ID_1383-processed-gene-0.122-mRNA-1_1&gene=augustus_masked-NODE_6_length_723125_cov_44.3351_ID_1383-processed-gene-0.122&CDS=1-330
2607	OG0002607	YMR075W	augustus_masked-NODE_2_length_989975_cov_44.1003_ID_1739-processed-gene-2.124-mRNA-1_1&gene=augustus_masked-NODE_2_length_989975_cov_44.1003_ID_1739-processed-gene-2.124&CDS=1-2283
2608	OG0002608	YMR076C	augustus_masked-NODE_1_length_1078932_cov_44.3637_ID_1562-processed-gene-2.5-mRNA-1_1&gene=augustus_masked-NODE_1_length_1078932_cov_44.3637_ID_1562-processed-gene-2.5&CDS=1-3909
2609	OG0002609	YMR077C	augustus_masked-NODE_12_length_464382_cov_45.288_ID_2588-processed-gene-3.231-mRNA-1_1&gene=augustus_masked-NODE_12_length_464382_cov_45.288_ID_2588-processed-gene-3.231&CDS=1-645
2610	OG0002610	YMR079W	augustus_masked-NODE_6_length_723125_cov_44.3351_ID_1383-processed-gene-3.18-mRNA-1_1&gene=augustus_masked-NODE_6_length_723125_cov_44.3351_ID_1383-processed-gene-3.18&CDS=1-939
2611	OG0002611	YMR080C	augustus_masked-NODE_6_length_723125_cov_44.3351_ID_1383-processed-gene-3.28-mRNA-1_1&gene=augustus_masked-NODE_6_length_723125_cov_44.3351_ID_1383-processed-gene-3.28&CDS=1-3171
2612	OG0002612	YMR087W	snap_masked-NODE_8_length_685568_cov_43.9742_ID_2243-processed-gene-5.161-mRNA-1_1&gene=snap_masked-NODE_8_length_685568_cov_43.9742_ID_2243-processed-gene-5.161&CDS=1-897
2613	OG0002613	YMR090W	augustus_masked-NODE_4_length_891347_cov_44.5073_ID_5516-processed-gene-7.59-mRNA-1_1&gene=augustus_masked-NODE_4_length_891347_cov_44.5073_ID_5516-processed-gene-7.59&CDS=1-678
2614	OG0002614	YMR091C	augustus_masked-NODE_3_length_984103_cov_43.6458_ID_5856-processed-gene-1.103-mRNA-1_1&gene=augustus_masked-NODE_3_length_984103_cov_43.6458_ID_5856-processed-gene-1.103&CDS=1-1326
2615	OG0002615	YMR092C	augustus_masked-NODE_1_length_1078932_cov_44.3637_ID_1562-processed-gene-9.222-mRNA-1_1&gene=augustus_masked-NODE_1_length_1078932_cov_44.3637_ID_1562-processed-gene-9.222&CDS=1-1872
2616	OG0002616	YMR093W	augustus_masked-NODE_16_length_334566_cov_48_ID_2018-processed-gene-2.11-mRNA-1_1&gene=augustus_masked-NODE_16_length_334566_cov_48_ID_2018-processed-gene-2.11&CDS=1-1494
2617	OG0002617	YMR096W	augustus_masked-NODE_10_length_552946_cov_42.1042_ID_2312-processed-gene-4.186-mRNA-1_1&gene=augustus_masked-NODE_10_length_552946_cov_42.1042_ID_2312-processed-gene-4.186&CDS=1-882
2618	OG0002618	YMR097C	augustus_masked-NODE_1_length_1078932_cov_44.3637_ID_1562-processed-gene-9.220-mRNA-1_1&gene=augustus_masked-NODE_1_length_1078932_cov_44.3637_ID_1562-processed-gene-9.220&CDS=1-1107
2619	OG0002619	YMR098C	augustus_masked-NODE_1_length_1078932_cov_44.3637_ID_1562-processed-gene-9.257-mRNA-1_1&gene=augustus_masked-NODE_1_length_1078932_cov_44.3637_ID_1562-processed-gene-9.257&CDS=1-1893
2620	OG0002620	YMR099C	augustus_masked-NODE_20_length_252601_cov_47.633_ID_2704-processed-gene-1.54-mRNA-1_1&gene=augustus_masked-NODE_20_length_252601_cov_47.633_ID_2704-processed-gene-1.54&CDS=1-909
2621	OG0002621	YMR100W	augustus_masked-NODE_6_length_723125_cov_44.3351_ID_1383-processed-gene-3.21-mRNA-1_1&gene=augustus_masked-NODE_6_length_723125_cov_44.3351_ID_1383-processed-gene-3.21&CDS=1-2577
2622	OG0002622	YMR105C	augustus_masked-NODE_20_length_252601_cov_47.633_ID_2704-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-NODE_20_length_252601_cov_47.633_ID_2704-processed-gene-0.94&CDS=1-1674
2623	OG0002623	YMR106C	augustus_masked-NODE_1_length_1078932_cov_44.3637_ID_1562-processed-gene-9.259-mRNA-1_1&gene=augustus_masked-NODE_1_length_1078932_cov_44.3637_ID_1562-processed-gene-9.259&CDS=1-1980
2624	OG0002624	YMR108W	augustus_masked-NODE_22_length_145592_cov_54.5664_ID_2927-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_22_length_145592_cov_54.5664_ID_2927-processed-gene-0.0&CDS=1-2019
2625	OG0002625	YMR109W	snap_masked-NODE_7_length_686333_cov_41.9281_ID_1972-processed-gene-2.52-mRNA-1_1&gene=snap_masked-NODE_7_length_686333_cov_41.9281_ID_1972-processed-gene-2.52&CDS=1-3864
2626	OG0002626	YMR110C	augustus_masked-NODE_7_length_686333_cov_41.9281_ID_1972-processed-gene-3.124-mRNA-1_1&gene=augustus_masked-NODE_7_length_686333_cov_41.9281_ID_1972-processed-gene-3.124&CDS=1-1686
2627	OG0002627	YMR112C	augustus_masked-NODE_7_length_686333_cov_41.9281_ID_1972-processed-gene-3.154-mRNA-1_1&gene=augustus_masked-NODE_7_length_686333_cov_41.9281_ID_1972-processed-gene-3.154&CDS=1-330
2628	OG0002628	YMR116C	maker-NODE_7_length_686333_cov_41.9281_ID_1972-augustus-gene-3.116-mRNA-1_1&gene=maker-NODE_7_length_686333_cov_41.9281_ID_1972-augustus-gene-3.116&CDS=1-951
2629	OG0002629	YMR117C	augustus_masked-NODE_11_length_521998_cov_45.7003_ID_1886-processed-gene-1.34-mRNA-1_1&gene=augustus_masked-NODE_11_length_521998_cov_45.7003_ID_1886-processed-gene-1.34&CDS=1-678
2630	OG0002630	YMR120C	augustus_masked-NODE_5_length_814963_cov_41.2419_ID_2115-processed-gene-7.188-mRNA-1_1&gene=augustus_masked-NODE_5_length_814963_cov_41.2419_ID_2115-processed-gene-7.188&CDS=1-1770
2631	OG0002631	YMR121C	augustus_masked-NODE_5_length_814963_cov_41.2419_ID_2115-processed-gene-7.189-mRNA-1_1&gene=augustus_masked-NODE_5_length_814963_cov_41.2419_ID_2115-processed-gene-7.189&CDS=1-612
2632	OG0002632	YMR125W	augustus_masked-NODE_6_length_723125_cov_44.3351_ID_1383-processed-gene-2.2-mRNA-1_1&gene=augustus_masked-NODE_6_length_723125_cov_44.3351_ID_1383-processed-gene-2.2&CDS=1-2898
2633	OG0002633	YMR128W	augustus_masked-NODE_1_length_1078932_cov_44.3637_ID_1562-processed-gene-9.203-mRNA-1_1&gene=augustus_masked-NODE_1_length_1078932_cov_44.3637_ID_1562-processed-gene-9.203&CDS=1-3792
2634	OG0002634	YMR129W	augustus_masked-NODE_1_length_1078932_cov_44.3637_ID_1562-processed-gene-9.204-mRNA-1_1&gene=augustus_masked-NODE_1_length_1078932_cov_44.3637_ID_1562-processed-gene-9.204&CDS=1-3804
2635	OG0002635	YMR130W	augustus_masked-NODE_1_length_1078932_cov_44.3637_ID_1562-processed-gene-9.206-mRNA-1_1&gene=augustus_masked-NODE_1_length_1078932_cov_44.3637_ID_1562-processed-gene-9.206&CDS=1-843
2636	OG0002636	YMR131C	snap_masked-NODE_7_length_686333_cov_41.9281_ID_1972-processed-gene-3.108-mRNA-1_1&gene=snap_masked-NODE_7_length_686333_cov_41.9281_ID_1972-processed-gene-3.108&CDS=1-1524
2637	OG0002637	YMR132C	augustus_masked-NODE_18_length_309925_cov_41.2959_ID_2671-processed-gene-1.140-mRNA-1_1&gene=augustus_masked-NODE_18_length_309925_cov_41.2959_ID_2671-processed-gene-1.140&CDS=1-666
2638	OG0002638	YMR134W	augustus_masked-NODE_11_length_521998_cov_45.7003_ID_1886-processed-gene-4.165-mRNA-1_1&gene=augustus_masked-NODE_11_length_521998_cov_45.7003_ID_1886-processed-gene-4.165&CDS=1-675
2639	OG0002639	YMR135C	augustus_masked-NODE_11_length_521998_cov_45.7003_ID_1886-processed-gene-4.143-mRNA-1_1&gene=augustus_masked-NODE_11_length_521998_cov_45.7003_ID_1886-processed-gene-4.143&CDS=1-1173
2640	OG0002640	YMR138W	augustus_masked-NODE_3_length_984103_cov_43.6458_ID_5856-processed-gene-7.123-mRNA-1_1&gene=augustus_masked-NODE_3_length_984103_cov_43.6458_ID_5856-processed-gene-7.123&CDS=1-561
2641	OG0002641	YMR139W	snap_masked-NODE_1_length_1078932_cov_44.3637_ID_1562-processed-gene-3.64-mRNA-1_1&gene=snap_masked-NODE_1_length_1078932_cov_44.3637_ID_1562-processed-gene-3.64&CDS=1-1236
2642	OG0002642	YMR140W	augustus_masked-NODE_18_length_309925_cov_41.2959_ID_2671-processed-gene-1.127-mRNA-1_1&gene=augustus_masked-NODE_18_length_309925_cov_41.2959_ID_2671-processed-gene-1.127&CDS=1-1416
2643	OG0002643	YMR145C	augustus_masked-NODE_1_length_1078932_cov_44.3637_ID_1562-processed-gene-4.29-mRNA-1_1&gene=augustus_masked-NODE_1_length_1078932_cov_44.3637_ID_1562-processed-gene-4.29&CDS=1-1671
2644	OG0002644	YMR146C	augustus_masked-NODE_1_length_1078932_cov_44.3637_ID_1562-processed-gene-4.3-mRNA-1_1&gene=augustus_masked-NODE_1_length_1078932_cov_44.3637_ID_1562-processed-gene-4.3&CDS=1-1797
2645	OG0002645	YMR149W	augustus_masked-NODE_18_length_309925_cov_41.2959_ID_2671-processed-gene-2.150-mRNA-1_1&gene=augustus_masked-NODE_18_length_309925_cov_41.2959_ID_2671-processed-gene-2.150&CDS=1-831
2646	OG0002646	YMR150C	augustus_masked-NODE_18_length_309925_cov_41.2959_ID_2671-processed-gene-2.132-mRNA-1_1&gene=augustus_masked-NODE_18_length_309925_cov_41.2959_ID_2671-processed-gene-2.132&CDS=1-564
2647	OG0002647	YMR152W	augustus_masked-NODE_14_length_382939_cov_48.858_ID_2359-processed-gene-2.58-mRNA-1_1&gene=augustus_masked-NODE_14_length_382939_cov_48.858_ID_2359-processed-gene-2.58&CDS=1-1101
2648	OG0002648	YMR154C	snap_masked-NODE_8_length_685568_cov_43.9742_ID_2243-processed-gene-4.113-mRNA-1_1&gene=snap_masked-NODE_8_length_685568_cov_43.9742_ID_2243-processed-gene-4.113&CDS=1-2253
2649	OG0002649	YMR156C	augustus_masked-NODE_19_length_291679_cov_42.1658_ID_2517-processed-gene-0.126-mRNA-1_1&gene=augustus_masked-NODE_19_length_291679_cov_42.1658_ID_2517-processed-gene-0.126&CDS=1-723
2650	OG0002650	YMR158W	augustus_masked-NODE_19_length_291679_cov_42.1658_ID_2517-processed-gene-0.125-mRNA-1_1&gene=augustus_masked-NODE_19_length_291679_cov_42.1658_ID_2517-processed-gene-0.125&CDS=1-468
2651	OG0002651	YMR162C	snap_masked-NODE_8_length_685568_cov_43.9742_ID_2243-processed-gene-5.100-mRNA-1_1&gene=snap_masked-NODE_8_length_685568_cov_43.9742_ID_2243-processed-gene-5.100&CDS=1-5013
2652	OG0002652	YMR165C	augustus_masked-NODE_4_length_891347_cov_44.5073_ID_5516-processed-gene-4.11-mRNA-1_1&gene=augustus_masked-NODE_4_length_891347_cov_44.5073_ID_5516-processed-gene-4.11&CDS=1-2907
2653	OG0002653	YMR166C	augustus_masked-NODE_8_length_685568_cov_43.9742_ID_2243-processed-gene-3.30-mRNA-1_1&gene=augustus_masked-NODE_8_length_685568_cov_43.9742_ID_2243-processed-gene-3.30&CDS=1-1047
2654	OG0002654	YMR167W	snap_masked-NODE_8_length_685568_cov_43.9742_ID_2243-processed-gene-3.103-mRNA-1_1&gene=snap_masked-NODE_8_length_685568_cov_43.9742_ID_2243-processed-gene-3.103&CDS=1-2049
2655	OG0002655	YMR176W	genemark-NODE_4_length_891347_cov_44.5073_ID_5516-processed-gene-6.44-mRNA-1_1&gene=genemark-NODE_4_length_891347_cov_44.5073_ID_5516-processed-gene-6.44&CDS=1-5442
2656	OG0002656	YMR184W	snap_masked-NODE_6_length_723125_cov_44.3351_ID_1383-processed-gene-4.12-mRNA-1_1&gene=snap_masked-NODE_6_length_723125_cov_44.3351_ID_1383-processed-gene-4.12&CDS=1-606
2657	OG0002657	YMR185W	snap_masked-NODE_6_length_723125_cov_44.3351_ID_1383-processed-gene-4.11-mRNA-1_1&gene=snap_masked-NODE_6_length_723125_cov_44.3351_ID_1383-processed-gene-4.11&CDS=1-2946
2658	OG0002658	YMR188C	augustus_masked-NODE_2_length_989975_cov_44.1003_ID_1739-processed-gene-3.25-mRNA-1_1&gene=augustus_masked-NODE_2_length_989975_cov_44.1003_ID_1739-processed-gene-3.25&CDS=1-744
2659	OG0002659	YMR189W	augustus_masked-NODE_10_length_552946_cov_42.1042_ID_2312-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-NODE_10_length_552946_cov_42.1042_ID_2312-processed-gene-0.83&CDS=1-3039
2660	OG0002660	YMR190C	genemark-NODE_10_length_552946_cov_42.1042_ID_2312-processed-gene-0.12-mRNA-1_1&gene=genemark-NODE_10_length_552946_cov_42.1042_ID_2312-processed-gene-0.12&CDS=1-4254
2661	OG0002661	YMR193W	augustus_masked-NODE_9_length_641341_cov_43.475_ID_1522-processed-gene-4.106-mRNA-1_1&gene=augustus_masked-NODE_9_length_641341_cov_43.475_ID_1522-processed-gene-4.106&CDS=1-747
2662	OG0002662	YMR194C-B	snap_masked-NODE_9_length_641341_cov_43.475_ID_1522-processed-gene-4.33-mRNA-1_1&gene=snap_masked-NODE_9_length_641341_cov_43.475_ID_1522-processed-gene-4.33&CDS=1-255
2663	OG0002663	YMR196W	augustus_masked-NODE_8_length_685568_cov_43.9742_ID_2243-processed-gene-2.33-mRNA-1_1&gene=augustus_masked-NODE_8_length_685568_cov_43.9742_ID_2243-processed-gene-2.33&CDS=1-3216
2664	OG0002664	YMR197C	maker-NODE_8_length_685568_cov_43.9742_ID_2243-augustus-gene-2.118-mRNA-1_1&gene=maker-NODE_8_length_685568_cov_43.9742_ID_2243-augustus-gene-2.118&CDS=1-660
2665	OG0002665	YMR200W	augustus_masked-NODE_6_length_723125_cov_44.3351_ID_1383-processed-gene-4.108-mRNA-1_1&gene=augustus_masked-NODE_6_length_723125_cov_44.3351_ID_1383-processed-gene-4.108&CDS=1-735
2666	OG0002666	YMR202W	augustus_masked-NODE_6_length_723125_cov_44.3351_ID_1383-processed-gene-4.105-mRNA-1_1&gene=augustus_masked-NODE_6_length_723125_cov_44.3351_ID_1383-processed-gene-4.105&CDS=1-651
2667	OG0002667	YMR203W	augustus_masked-NODE_6_length_723125_cov_44.3351_ID_1383-processed-gene-4.99-mRNA-1_1&gene=augustus_masked-NODE_6_length_723125_cov_44.3351_ID_1383-processed-gene-4.99&CDS=1-1152
