	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035244_Candida_incommunis
2167	OG0002167	YLR075W	snap_masked-NODE_1_length_1840166_cov_12.6323_ID_4854-processed-gene-1.25-mRNA-1_1&gene=snap_masked-NODE_1_length_1840166_cov_12.6323_ID_4854-processed-gene-1.25&CDS=1-666
2168	OG0002168	YLR077W	augustus_masked-NODE_2_length_1412833_cov_13.0169_ID_4150-processed-gene-11.38-mRNA-1_1&gene=augustus_masked-NODE_2_length_1412833_cov_13.0169_ID_4150-processed-gene-11.38&CDS=1-1290
2169	OG0002169	YLR078C	maker-NODE_37_length_43167_cov_10.6707_ID_4357-augustus-gene-0.61-mRNA-1_1&gene=maker-NODE_37_length_43167_cov_10.6707_ID_4357-augustus-gene-0.61&CDS=1-681
2170	OG0002170	YLR084C	snap_masked-NODE_1_length_1840166_cov_12.6323_ID_4854-processed-gene-14.71-mRNA-1_1&gene=snap_masked-NODE_1_length_1840166_cov_12.6323_ID_4854-processed-gene-14.71&CDS=1-3744
2171	OG0002171	YLR085C	snap_masked-NODE_13_length_312288_cov_11.694_ID_2990-processed-gene-2.107-mRNA-1_1&gene=snap_masked-NODE_13_length_312288_cov_11.694_ID_2990-processed-gene-2.107&CDS=1-1224
2172	OG0002172	YLR086W	snap_masked-NODE_7_length_413013_cov_12.0337_ID_2331-processed-gene-2.51-mRNA-1_1&gene=snap_masked-NODE_7_length_413013_cov_12.0337_ID_2331-processed-gene-2.51&CDS=1-4182
2173	OG0002173	YLR087C	augustus_masked-NODE_2_length_1412833_cov_13.0169_ID_4150-processed-gene-3.51-mRNA-1_1&gene=augustus_masked-NODE_2_length_1412833_cov_13.0169_ID_4150-processed-gene-3.51&CDS=1-8742
2174	OG0002174	YLR088W	snap_masked-NODE_8_length_374505_cov_11.8115_ID_2888-processed-gene-2.158-mRNA-1_1&gene=snap_masked-NODE_8_length_374505_cov_11.8115_ID_2888-processed-gene-2.158&CDS=1-1701
2175	OG0002175	YLR097C	snap_masked-NODE_21_length_150314_cov_12.5994_ID_3325-processed-gene-0.163-mRNA-1_1&gene=snap_masked-NODE_21_length_150314_cov_12.5994_ID_3325-processed-gene-0.163&CDS=1-1206
2176	OG0002176	YLR100W	snap_masked-NODE_34_length_56266_cov_13.0215_ID_4218-processed-gene-0.32-mRNA-1_1&gene=snap_masked-NODE_34_length_56266_cov_13.0215_ID_4218-processed-gene-0.32&CDS=1-1035
2177	OG0002177	YLR103C	augustus_masked-NODE_8_length_374505_cov_11.8115_ID_2888-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-NODE_8_length_374505_cov_11.8115_ID_2888-processed-gene-0.58&CDS=1-2181
2178	OG0002178	YLR105C	snap_masked-NODE_8_length_374505_cov_11.8115_ID_2888-processed-gene-0.77-mRNA-1_1&gene=snap_masked-NODE_8_length_374505_cov_11.8115_ID_2888-processed-gene-0.77&CDS=1-1185
2179	OG0002179	YLR106C	augustus_masked-NODE_14_length_284106_cov_11.7931_ID_3189-processed-gene-1.157-mRNA-1_1&gene=augustus_masked-NODE_14_length_284106_cov_11.7931_ID_3189-processed-gene-1.157&CDS=1-14190
2180	OG0002180	YLR107W	augustus_masked-NODE_8_length_374505_cov_11.8115_ID_2888-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-NODE_8_length_374505_cov_11.8115_ID_2888-processed-gene-0.42&CDS=1-1287
2181	OG0002181	YLR109W	snap_masked-NODE_22_length_132583_cov_12.2165_ID_3666-processed-gene-0.154-mRNA-1_1&gene=snap_masked-NODE_22_length_132583_cov_12.2165_ID_3666-processed-gene-0.154&CDS=1-510
2182	OG0002182	YLR113W	snap_masked-NODE_22_length_132583_cov_12.2165_ID_3666-processed-gene-0.155-mRNA-1_1&gene=snap_masked-NODE_22_length_132583_cov_12.2165_ID_3666-processed-gene-0.155&CDS=1-1104
2183	OG0002183	YLR114C	genemark-NODE_4_length_1052114_cov_13.5722_ID_2567-processed-gene-0.21-mRNA-1_1&gene=genemark-NODE_4_length_1052114_cov_13.5722_ID_2567-processed-gene-0.21&CDS=1-3609
2184	OG0002184	YLR115W	snap_masked-NODE_8_length_374505_cov_11.8115_ID_2888-processed-gene-2.130-mRNA-1_1&gene=snap_masked-NODE_8_length_374505_cov_11.8115_ID_2888-processed-gene-2.130&CDS=1-2229
2185	OG0002185	YLR116W	snap_masked-NODE_8_length_374505_cov_11.8115_ID_2888-processed-gene-2.133-mRNA-1_1&gene=snap_masked-NODE_8_length_374505_cov_11.8115_ID_2888-processed-gene-2.133&CDS=1-1617
2186	OG0002186	YLR117C	snap_masked-NODE_8_length_374505_cov_11.8115_ID_2888-processed-gene-2.173-mRNA-1_1&gene=snap_masked-NODE_8_length_374505_cov_11.8115_ID_2888-processed-gene-2.173&CDS=1-2076
2187	OG0002187	YLR118C	snap_masked-NODE_9_length_356444_cov_16.9862_ID_3087-processed-gene-0.113-mRNA-1_1&gene=snap_masked-NODE_9_length_356444_cov_16.9862_ID_3087-processed-gene-0.113&CDS=1-675
2188	OG0002188	YLR126C	snap_masked-NODE_18_length_174238_cov_11.7413_ID_3486-processed-gene-0.215-mRNA-1_1&gene=snap_masked-NODE_18_length_174238_cov_11.7413_ID_3486-processed-gene-0.215&CDS=1-747
2189	OG0002189	YLR127C	augustus_masked-NODE_11_length_335467_cov_11.6945_ID_3222-processed-gene-2.91-mRNA-1_1&gene=augustus_masked-NODE_11_length_335467_cov_11.6945_ID_3222-processed-gene-2.91&CDS=1-2307
2190	OG0002190	YLR128W	snap_masked-NODE_4_length_1052114_cov_13.5722_ID_2567-processed-gene-2.132-mRNA-1_1&gene=snap_masked-NODE_4_length_1052114_cov_13.5722_ID_2567-processed-gene-2.132&CDS=1-756
2191	OG0002191	YLR129W	snap_masked-NODE_23_length_113170_cov_20.4575_ID_3532-processed-gene-0.141-mRNA-1_1&gene=snap_masked-NODE_23_length_113170_cov_20.4575_ID_3532-processed-gene-0.141&CDS=1-2781
2192	OG0002192	YLR133W	snap_masked-NODE_19_length_173373_cov_20.2566_ID_3699-processed-gene-0.154-mRNA-1_1&gene=snap_masked-NODE_19_length_173373_cov_20.2566_ID_3699-processed-gene-0.154&CDS=1-1533
2193	OG0002193	YLR137W	augustus_masked-NODE_2_length_1412833_cov_13.0169_ID_4150-processed-gene-4.90-mRNA-1_1&gene=augustus_masked-NODE_2_length_1412833_cov_13.0169_ID_4150-processed-gene-4.90&CDS=1-783
2194	OG0002194	YLR138W	snap_masked-NODE_23_length_113170_cov_20.4575_ID_3532-processed-gene-0.167-mRNA-1_1&gene=snap_masked-NODE_23_length_113170_cov_20.4575_ID_3532-processed-gene-0.167&CDS=1-2697
2195	OG0002195	YLR142W	snap_masked-NODE_9_length_356444_cov_16.9862_ID_3087-processed-gene-1.70-mRNA-1_1&gene=snap_masked-NODE_9_length_356444_cov_16.9862_ID_3087-processed-gene-1.70&CDS=1-1389
2196	OG0002196	YLR143W	snap_masked-NODE_2_length_1412833_cov_13.0169_ID_4150-processed-gene-3.99-mRNA-1_1&gene=snap_masked-NODE_2_length_1412833_cov_13.0169_ID_4150-processed-gene-3.99&CDS=1-1992
2197	OG0002197	YLR147C	snap_masked-NODE_34_length_56266_cov_13.0215_ID_4218-processed-gene-0.40-mRNA-1_1&gene=snap_masked-NODE_34_length_56266_cov_13.0215_ID_4218-processed-gene-0.40&CDS=1-360
2198	OG0002198	YLR148W	snap_masked-NODE_34_length_56266_cov_13.0215_ID_4218-processed-gene-0.27-mRNA-1_1&gene=snap_masked-NODE_34_length_56266_cov_13.0215_ID_4218-processed-gene-0.27&CDS=1-2886
2199	OG0002199	YLR149C	snap_masked-NODE_4_length_1052114_cov_13.5722_ID_2567-processed-gene-5.0-mRNA-1_1&gene=snap_masked-NODE_4_length_1052114_cov_13.5722_ID_2567-processed-gene-5.0&CDS=1-1359
2200	OG0002200	YLR151C	snap_masked-NODE_30_length_72386_cov_12.2309_ID_3806-processed-gene-0.35-mRNA-1_1&gene=snap_masked-NODE_30_length_72386_cov_12.2309_ID_3806-processed-gene-0.35&CDS=1-702
2201	OG0002201	YLR152C	snap_masked-NODE_25_length_100678_cov_12.664_ID_3598-processed-gene-0.40-mRNA-1_1&gene=snap_masked-NODE_25_length_100678_cov_12.664_ID_3598-processed-gene-0.40&CDS=1-1695
2202	OG0002202	YLR163C	genemark-NODE_2_length_1412833_cov_13.0169_ID_4150-processed-gene-6.139-mRNA-1_1&gene=genemark-NODE_2_length_1412833_cov_13.0169_ID_4150-processed-gene-6.139&CDS=1-1413
2203	OG0002203	YLR166C	snap_masked-NODE_2_length_1412833_cov_13.0169_ID_4150-processed-gene-13.83-mRNA-1_1&gene=snap_masked-NODE_2_length_1412833_cov_13.0169_ID_4150-processed-gene-13.83&CDS=1-2454
2204	OG0002204	YLR167W	genemark-NODE_2_length_1412833_cov_13.0169_ID_4150-processed-gene-0.26-mRNA-1_1&gene=genemark-NODE_2_length_1412833_cov_13.0169_ID_4150-processed-gene-0.26&CDS=1-465
2205	OG0002205	YLR168C	snap_masked-NODE_11_length_335467_cov_11.6945_ID_3222-processed-gene-0.50-mRNA-1_1&gene=snap_masked-NODE_11_length_335467_cov_11.6945_ID_3222-processed-gene-0.50&CDS=1-537
2206	OG0002206	YLR170C	snap_masked-NODE_8_length_374505_cov_11.8115_ID_2888-processed-gene-1.48-mRNA-1_1&gene=snap_masked-NODE_8_length_374505_cov_11.8115_ID_2888-processed-gene-1.48&CDS=1-471
2207	OG0002207	YLR172C	snap_masked-NODE_1_length_1840166_cov_12.6323_ID_4854-processed-gene-6.145-mRNA-1_1&gene=snap_masked-NODE_1_length_1840166_cov_12.6323_ID_4854-processed-gene-6.145&CDS=1-900
2208	OG0002208	YLR175W	snap_masked-NODE_14_length_284106_cov_11.7931_ID_3189-processed-gene-0.47-mRNA-1_1&gene=snap_masked-NODE_14_length_284106_cov_11.7931_ID_3189-processed-gene-0.47&CDS=1-1455
2209	OG0002209	YLR176C	genemark-NODE_14_length_284106_cov_11.7931_ID_3189-processed-gene-0.77-mRNA-1_1&gene=genemark-NODE_14_length_284106_cov_11.7931_ID_3189-processed-gene-0.77&CDS=1-2853
2210	OG0002210	YLR178C	snap_masked-NODE_2_length_1412833_cov_13.0169_ID_4150-processed-gene-7.5-mRNA-1_1&gene=snap_masked-NODE_2_length_1412833_cov_13.0169_ID_4150-processed-gene-7.5&CDS=1-579
2211	OG0002211	YLR180W	snap_masked-NODE_2_length_1412833_cov_13.0169_ID_4150-processed-gene-12.34-mRNA-1_1&gene=snap_masked-NODE_2_length_1412833_cov_13.0169_ID_4150-processed-gene-12.34&CDS=1-1155
2212	OG0002212	YLR186W	snap_masked-NODE_2_length_1412833_cov_13.0169_ID_4150-processed-gene-8.74-mRNA-1_1&gene=snap_masked-NODE_2_length_1412833_cov_13.0169_ID_4150-processed-gene-8.74&CDS=1-705
2213	OG0002213	YLR187W	snap_masked-NODE_3_length_1052257_cov_11.8842_ID_2282-processed-gene-3.122-mRNA-1_1&gene=snap_masked-NODE_3_length_1052257_cov_11.8842_ID_2282-processed-gene-3.122&CDS=1-2649
2214	OG0002214	YLR188W	snap_masked-NODE_1_length_1840166_cov_12.6323_ID_4854-processed-gene-2.44-mRNA-1_1&gene=snap_masked-NODE_1_length_1840166_cov_12.6323_ID_4854-processed-gene-2.44&CDS=1-2145
2215	OG0002215	YLR189C	snap_masked-NODE_1_length_1840166_cov_12.6323_ID_4854-processed-gene-9.109-mRNA-1_1&gene=snap_masked-NODE_1_length_1840166_cov_12.6323_ID_4854-processed-gene-9.109&CDS=1-3489
2216	OG0002216	YLR191W	snap_masked-NODE_2_length_1412833_cov_13.0169_ID_4150-processed-gene-2.127-mRNA-1_1&gene=snap_masked-NODE_2_length_1412833_cov_13.0169_ID_4150-processed-gene-2.127&CDS=1-1131
2217	OG0002217	YLR192C	snap_masked-NODE_15_length_238860_cov_11.4833_ID_2770-processed-gene-1.46-mRNA-1_1&gene=snap_masked-NODE_15_length_238860_cov_11.4833_ID_2770-processed-gene-1.46&CDS=1-717
2218	OG0002218	YLR193C	snap_masked-NODE_12_length_331695_cov_12.2395_ID_3419-processed-gene-2.126-mRNA-1_1&gene=snap_masked-NODE_12_length_331695_cov_12.2395_ID_3419-processed-gene-2.126&CDS=1-516
2219	OG0002219	YLR195C	snap_masked-NODE_4_length_1052114_cov_13.5722_ID_2567-processed-gene-9.180-mRNA-1_1&gene=snap_masked-NODE_4_length_1052114_cov_13.5722_ID_2567-processed-gene-9.180&CDS=1-1350
2220	OG0002220	YLR196W	snap_masked-NODE_4_length_1052114_cov_13.5722_ID_2567-processed-gene-9.149-mRNA-1_1&gene=snap_masked-NODE_4_length_1052114_cov_13.5722_ID_2567-processed-gene-9.149&CDS=1-1611
2221	OG0002221	YLR197W	snap_masked-NODE_9_length_356444_cov_16.9862_ID_3087-processed-gene-1.85-mRNA-1_1&gene=snap_masked-NODE_9_length_356444_cov_16.9862_ID_3087-processed-gene-1.85&CDS=1-1536
2222	OG0002222	YLR200W	genemark-NODE_9_length_356444_cov_16.9862_ID_3087-processed-gene-1.14-mRNA-1_1&gene=genemark-NODE_9_length_356444_cov_16.9862_ID_3087-processed-gene-1.14&CDS=1-360
2223	OG0002223	YLR203C	snap_masked-NODE_28_length_74101_cov_13.168_ID_7661-processed-gene-0.39-mRNA-1_1&gene=snap_masked-NODE_28_length_74101_cov_13.168_ID_7661-processed-gene-0.39&CDS=1-1242
2224	OG0002224	YLR205C	snap_masked-NODE_2_length_1412833_cov_13.0169_ID_4150-processed-gene-10.114-mRNA-1_1&gene=snap_masked-NODE_2_length_1412833_cov_13.0169_ID_4150-processed-gene-10.114&CDS=1-834
2225	OG0002225	YLR207W	snap_masked-NODE_4_length_1052114_cov_13.5722_ID_2567-processed-gene-8.105-mRNA-1_1&gene=snap_masked-NODE_4_length_1052114_cov_13.5722_ID_2567-processed-gene-8.105&CDS=1-2583
2226	OG0002226	YLR208W	snap_masked-NODE_2_length_1412833_cov_13.0169_ID_4150-processed-gene-8.64-mRNA-1_1&gene=snap_masked-NODE_2_length_1412833_cov_13.0169_ID_4150-processed-gene-8.64&CDS=1-903
2227	OG0002227	YLR212C	snap_masked-NODE_6_length_501818_cov_23.4458_ID_4631-processed-gene-4.120-mRNA-1_1&gene=snap_masked-NODE_6_length_501818_cov_23.4458_ID_4631-processed-gene-4.120&CDS=1-1323
2228	OG0002228	YLR215C	snap_masked-NODE_2_length_1412833_cov_13.0169_ID_4150-processed-gene-0.110-mRNA-1_1&gene=snap_masked-NODE_2_length_1412833_cov_13.0169_ID_4150-processed-gene-0.110&CDS=1-915
2229	OG0002229	YLR216C	snap_masked-NODE_18_length_174238_cov_11.7413_ID_3486-processed-gene-0.264-mRNA-1_1&gene=snap_masked-NODE_18_length_174238_cov_11.7413_ID_3486-processed-gene-0.264&CDS=1-1125
2230	OG0002230	YLR220W	snap_masked-NODE_1_length_1840166_cov_12.6323_ID_4854-processed-gene-4.168-mRNA-1_1&gene=snap_masked-NODE_1_length_1840166_cov_12.6323_ID_4854-processed-gene-4.168&CDS=1-867
2231	OG0002231	YLR221C	snap_masked-NODE_314_length_400_cov_0.761246_ID_8033-processed-gene-0.0-mRNA-1_1&gene=snap_masked-NODE_314_length_400_cov_0.761246_ID_8033-processed-gene-0.0&CDS=1-357
2232	OG0002232	YLR222C	snap_masked-NODE_20_length_172580_cov_11.5373_ID_3363-processed-gene-0.89-mRNA-1_1&gene=snap_masked-NODE_20_length_172580_cov_11.5373_ID_3363-processed-gene-0.89&CDS=1-2316
2233	OG0002233	YLR229C	snap_masked-NODE_4_length_1052114_cov_13.5722_ID_2567-processed-gene-6.79-mRNA-1_1&gene=snap_masked-NODE_4_length_1052114_cov_13.5722_ID_2567-processed-gene-6.79&CDS=1-573
2234	OG0002234	YLR231C	snap_masked-NODE_4_length_1052114_cov_13.5722_ID_2567-processed-gene-9.151-mRNA-1_1&gene=snap_masked-NODE_4_length_1052114_cov_13.5722_ID_2567-processed-gene-9.151&CDS=1-1299
2235	OG0002235	YLR234W	snap_masked-NODE_36_length_43469_cov_11.5885_ID_4309-processed-gene-0.55-mRNA-1_1&gene=snap_masked-NODE_36_length_43469_cov_11.5885_ID_4309-processed-gene-0.55&CDS=1-1893
2236	OG0002236	YLR239C	snap_masked-NODE_1_length_1840166_cov_12.6323_ID_4854-processed-gene-15.87-mRNA-1_1&gene=snap_masked-NODE_1_length_1840166_cov_12.6323_ID_4854-processed-gene-15.87&CDS=1-792
2237	OG0002237	YLR240W	snap_masked-NODE_11_length_335467_cov_11.6945_ID_3222-processed-gene-1.52-mRNA-1_1&gene=snap_masked-NODE_11_length_335467_cov_11.6945_ID_3222-processed-gene-1.52&CDS=1-2535
2238	OG0002238	YLR241W	snap_masked-NODE_1_length_1840166_cov_12.6323_ID_4854-processed-gene-15.78-mRNA-1_1&gene=snap_masked-NODE_1_length_1840166_cov_12.6323_ID_4854-processed-gene-15.78&CDS=1-2343
2239	OG0002239	YLR243W	snap_masked-NODE_5_length_530706_cov_14.5995_ID_2386-processed-gene-1.56-mRNA-1_1&gene=snap_masked-NODE_5_length_530706_cov_14.5995_ID_2386-processed-gene-1.56&CDS=1-819
2240	OG0002240	YLR244C	snap_masked-NODE_9_length_356444_cov_16.9862_ID_3087-processed-gene-1.61-mRNA-1_1&gene=snap_masked-NODE_9_length_356444_cov_16.9862_ID_3087-processed-gene-1.61&CDS=1-1104
2241	OG0002241	YLR245C	snap_masked-NODE_9_length_356444_cov_16.9862_ID_3087-processed-gene-1.87-mRNA-1_1&gene=snap_masked-NODE_9_length_356444_cov_16.9862_ID_3087-processed-gene-1.87&CDS=1-423
2242	OG0002242	YLR246W	snap_masked-NODE_27_length_78188_cov_12.0726_ID_4092-processed-gene-0.26-mRNA-1_1&gene=snap_masked-NODE_27_length_78188_cov_12.0726_ID_4092-processed-gene-0.26&CDS=1-213
2243	OG0002243	YLR247C	snap_masked-NODE_10_length_351285_cov_13.1473_ID_2714-processed-gene-1.63-mRNA-1_1&gene=snap_masked-NODE_10_length_351285_cov_13.1473_ID_2714-processed-gene-1.63&CDS=1-4353
2244	OG0002244	YLR248W	snap_masked-NODE_5_length_530706_cov_14.5995_ID_2386-processed-gene-4.200-mRNA-1_1&gene=snap_masked-NODE_5_length_530706_cov_14.5995_ID_2386-processed-gene-4.200&CDS=1-1611
2245	OG0002245	YLR250W	snap_masked-NODE_1_length_1840166_cov_12.6323_ID_4854-processed-gene-4.148-mRNA-1_1&gene=snap_masked-NODE_1_length_1840166_cov_12.6323_ID_4854-processed-gene-4.148&CDS=1-624
2246	OG0002246	YLR251W	snap_masked-NODE_3_length_1052257_cov_11.8842_ID_2282-processed-gene-7.143-mRNA-1_1&gene=snap_masked-NODE_3_length_1052257_cov_11.8842_ID_2282-processed-gene-7.143&CDS=1-555
2247	OG0002247	YLR253W	maker-NODE_4_length_1052114_cov_13.5722_ID_2567-snap-gene-4.51-mRNA-1_1&gene=maker-NODE_4_length_1052114_cov_13.5722_ID_2567-snap-gene-4.51&CDS=1-2061
2248	OG0002248	YLR259C	snap_masked-NODE_16_length_211915_cov_14.9572_ID_3031-processed-gene-1.164-mRNA-1_1&gene=snap_masked-NODE_16_length_211915_cov_14.9572_ID_3031-processed-gene-1.164&CDS=1-1707
2249	OG0002249	YLR262C	snap_masked-NODE_2_length_1412833_cov_13.0169_ID_4150-processed-gene-5.49-mRNA-1_1&gene=snap_masked-NODE_2_length_1412833_cov_13.0169_ID_4150-processed-gene-5.49&CDS=1-597
2250	OG0002250	YLR262C-A	snap_masked-NODE_11_length_335467_cov_11.6945_ID_3222-processed-gene-0.80-mRNA-1_1&gene=snap_masked-NODE_11_length_335467_cov_11.6945_ID_3222-processed-gene-0.80&CDS=1-195
2251	OG0002251	YLR268W	snap_masked-NODE_1_length_1840166_cov_12.6323_ID_4854-processed-gene-17.93-mRNA-1_1&gene=snap_masked-NODE_1_length_1840166_cov_12.6323_ID_4854-processed-gene-17.93&CDS=1-645
2252	OG0002252	YLR272C	snap_masked-NODE_2_length_1412833_cov_13.0169_ID_4150-processed-gene-1.39-mRNA-1_1&gene=snap_masked-NODE_2_length_1412833_cov_13.0169_ID_4150-processed-gene-1.39&CDS=1-3288
2253	OG0002253	YLR274W	snap_masked-NODE_1_length_1840166_cov_12.6323_ID_4854-processed-gene-5.2-mRNA-1_1&gene=snap_masked-NODE_1_length_1840166_cov_12.6323_ID_4854-processed-gene-5.2&CDS=1-2166
2254	OG0002254	YLR275W	snap_masked-NODE_3_length_1052257_cov_11.8842_ID_2282-processed-gene-4.130-mRNA-1_1&gene=snap_masked-NODE_3_length_1052257_cov_11.8842_ID_2282-processed-gene-4.130&CDS=1-345
2255	OG0002255	YLR276C	snap_masked-NODE_14_length_284106_cov_11.7931_ID_3189-processed-gene-1.68-mRNA-1_1&gene=snap_masked-NODE_14_length_284106_cov_11.7931_ID_3189-processed-gene-1.68&CDS=1-1641
2256	OG0002256	YLR277C	snap_masked-NODE_12_length_331695_cov_12.2395_ID_3419-processed-gene-1.89-mRNA-1_1&gene=snap_masked-NODE_12_length_331695_cov_12.2395_ID_3419-processed-gene-1.89&CDS=1-2208
2257	OG0002257	YLR278C	snap_masked-NODE_3_length_1052257_cov_11.8842_ID_2282-processed-gene-9.102-mRNA-1_1&gene=snap_masked-NODE_3_length_1052257_cov_11.8842_ID_2282-processed-gene-9.102&CDS=1-2238
2258	OG0002258	YLR281C	snap_masked-NODE_1_length_1840166_cov_12.6323_ID_4854-processed-gene-5.3-mRNA-1_1&gene=snap_masked-NODE_1_length_1840166_cov_12.6323_ID_4854-processed-gene-5.3&CDS=1-498
2259	OG0002259	YLR283W	snap_masked-NODE_3_length_1052257_cov_11.8842_ID_2282-processed-gene-9.70-mRNA-1_1&gene=snap_masked-NODE_3_length_1052257_cov_11.8842_ID_2282-processed-gene-9.70&CDS=1-1116
2260	OG0002260	YLR285W	snap_masked-NODE_7_length_413013_cov_12.0337_ID_2331-processed-gene-2.71-mRNA-1_1&gene=snap_masked-NODE_7_length_413013_cov_12.0337_ID_2331-processed-gene-2.71&CDS=1-765
2261	OG0002261	YLR286C	snap_masked-NODE_7_length_413013_cov_12.0337_ID_2331-processed-gene-2.95-mRNA-1_1&gene=snap_masked-NODE_7_length_413013_cov_12.0337_ID_2331-processed-gene-2.95&CDS=1-1554
2262	OG0002262	YLR287C	snap_masked-NODE_11_length_335467_cov_11.6945_ID_3222-processed-gene-0.81-mRNA-1_1&gene=snap_masked-NODE_11_length_335467_cov_11.6945_ID_3222-processed-gene-0.81&CDS=1-1008
2263	OG0002263	YLR289W	snap_masked-NODE_26_length_84423_cov_12.5114_ID_3758-processed-gene-0.92-mRNA-1_1&gene=snap_masked-NODE_26_length_84423_cov_12.5114_ID_3758-processed-gene-0.92&CDS=1-1980
2264	OG0002264	YLR290C	snap_masked-NODE_14_length_284106_cov_11.7931_ID_3189-processed-gene-1.20-mRNA-1_1&gene=snap_masked-NODE_14_length_284106_cov_11.7931_ID_3189-processed-gene-1.20&CDS=1-801
2265	OG0002265	YLR291C	snap_masked-NODE_25_length_100678_cov_12.664_ID_3598-processed-gene-0.41-mRNA-1_1&gene=snap_masked-NODE_25_length_100678_cov_12.664_ID_3598-processed-gene-0.41&CDS=1-1068
2266	OG0002266	YLR293C	snap_masked-NODE_12_length_331695_cov_12.2395_ID_3419-processed-gene-2.109-mRNA-1_1&gene=snap_masked-NODE_12_length_331695_cov_12.2395_ID_3419-processed-gene-2.109&CDS=1-648
2267	OG0002267	YLR298C	snap_masked-NODE_12_length_331695_cov_12.2395_ID_3419-processed-gene-2.145-mRNA-1_1&gene=snap_masked-NODE_12_length_331695_cov_12.2395_ID_3419-processed-gene-2.145&CDS=1-309
2268	OG0002268	YLR299W	snap_masked-NODE_3_length_1052257_cov_11.8842_ID_2282-processed-gene-2.14-mRNA-1_1&gene=snap_masked-NODE_3_length_1052257_cov_11.8842_ID_2282-processed-gene-2.14&CDS=1-1956
2269	OG0002269	YLR303W	snap_masked-NODE_14_length_284106_cov_11.7931_ID_3189-processed-gene-1.24-mRNA-1_1&gene=snap_masked-NODE_14_length_284106_cov_11.7931_ID_3189-processed-gene-1.24&CDS=1-1281
2270	OG0002270	YLR304C	snap_masked-NODE_4_length_1052114_cov_13.5722_ID_2567-processed-gene-1.53-mRNA-1_1&gene=snap_masked-NODE_4_length_1052114_cov_13.5722_ID_2567-processed-gene-1.53&CDS=1-2331
2271	OG0002271	YLR305C	snap_masked-NODE_3_length_1052257_cov_11.8842_ID_2282-processed-gene-2.3-mRNA-1_1&gene=snap_masked-NODE_3_length_1052257_cov_11.8842_ID_2282-processed-gene-2.3&CDS=1-5547
2272	OG0002272	YLR306W	genemark-NODE_1_length_1840166_cov_12.6323_ID_4854-processed-gene-9.36-mRNA-1_1&gene=genemark-NODE_1_length_1840166_cov_12.6323_ID_4854-processed-gene-9.36&CDS=1-540
2273	OG0002273	YLR309C	snap_masked-NODE_1_length_1840166_cov_12.6323_ID_4854-processed-gene-14.66-mRNA-1_1&gene=snap_masked-NODE_1_length_1840166_cov_12.6323_ID_4854-processed-gene-14.66&CDS=1-3024
2274	OG0002274	YLR312W-A	snap_masked-NODE_11_length_335467_cov_11.6945_ID_3222-processed-gene-2.30-mRNA-1_1&gene=snap_masked-NODE_11_length_335467_cov_11.6945_ID_3222-processed-gene-2.30&CDS=1-582
2275	OG0002275	YLR314C	snap_masked-NODE_6_length_501818_cov_23.4458_ID_4631-processed-gene-2.67-mRNA-1_1&gene=snap_masked-NODE_6_length_501818_cov_23.4458_ID_4631-processed-gene-2.67&CDS=1-1326
2276	OG0002276	YLR316C	snap_masked-NODE_2_length_1412833_cov_13.0169_ID_4150-processed-gene-9.57-mRNA-1_1&gene=snap_masked-NODE_2_length_1412833_cov_13.0169_ID_4150-processed-gene-9.57&CDS=1-1029
2277	OG0002277	YLR318W	augustus_masked-NODE_2_length_1412833_cov_13.0169_ID_4150-processed-gene-9.29-mRNA-1_1&gene=augustus_masked-NODE_2_length_1412833_cov_13.0169_ID_4150-processed-gene-9.29&CDS=1-2859
2278	OG0002278	YLR319C	snap_masked-NODE_2_length_1412833_cov_13.0169_ID_4150-processed-gene-9.59-mRNA-1_1&gene=snap_masked-NODE_2_length_1412833_cov_13.0169_ID_4150-processed-gene-9.59&CDS=1-2718
2279	OG0002279	YLR321C	snap_masked-NODE_2_length_1412833_cov_13.0169_ID_4150-processed-gene-9.60-mRNA-1_1&gene=snap_masked-NODE_2_length_1412833_cov_13.0169_ID_4150-processed-gene-9.60&CDS=1-1002
2280	OG0002280	YLR323C	snap_masked-NODE_6_length_501818_cov_23.4458_ID_4631-processed-gene-3.112-mRNA-1_1&gene=snap_masked-NODE_6_length_501818_cov_23.4458_ID_4631-processed-gene-3.112&CDS=1-681
2281	OG0002281	YLR324W	genemark-NODE_2_length_1412833_cov_13.0169_ID_4150-processed-gene-11.110-mRNA-1_1&gene=genemark-NODE_2_length_1412833_cov_13.0169_ID_4150-processed-gene-11.110&CDS=1-1329
2282	OG0002282	YLR325C	snap_masked-NODE_4_length_1052114_cov_13.5722_ID_2567-processed-gene-6.72-mRNA-1_1&gene=snap_masked-NODE_4_length_1052114_cov_13.5722_ID_2567-processed-gene-6.72&CDS=1-234
2283	OG0002283	YLR326W	snap_masked-NODE_3_length_1052257_cov_11.8842_ID_2282-processed-gene-5.62-mRNA-1_1&gene=snap_masked-NODE_3_length_1052257_cov_11.8842_ID_2282-processed-gene-5.62&CDS=1-771
