	OrthologID	Saccharomyces_cerevisiae	yHMPu5000041818_Magnusiomyces_tetrasperma
2787	OG0002787	YMR274C	augustus_masked-flattened_line_332-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-flattened_line_332-processed-gene-0.48&CDS=1-951
2788	OG0002788	YMR276W	genemark-flattened_line_22-processed-gene-0.57-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-0.57&CDS=1-1230
2789	OG0002789	YMR277W	genemark-flattened_line_24-processed-gene-1.86-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.86&CDS=1-2622
2790	OG0002790	YMR278W	genemark-flattened_line_24-processed-gene-1.87-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.87&CDS=1-1839
2791	OG0002791	YMR280C	snap_masked-flattened_line_36-processed-gene-0.1-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-0.1&CDS=1-3300
2792	OG0002792	YMR281W	snap_masked-flattened_line_160-processed-gene-0.94-mRNA-1_1&gene=snap_masked-flattened_line_160-processed-gene-0.94&CDS=1-921
2793	OG0002793	YMR283C	genemark-flattened_line_160-processed-gene-0.63-mRNA-1_1&gene=genemark-flattened_line_160-processed-gene-0.63&CDS=1-1350
2794	OG0002794	YMR286W	snap_masked-flattened_line_214-processed-gene-0.36-mRNA-1_1&gene=snap_masked-flattened_line_214-processed-gene-0.36&CDS=1-249
2795	OG0002795	YMR287C	snap_masked-flattened_line_76-processed-gene-0.59-mRNA-1_1&gene=snap_masked-flattened_line_76-processed-gene-0.59&CDS=1-3618
2796	OG0002796	YMR288W	maker-flattened_line_26-snap-gene-0.57-mRNA-1_1&gene=maker-flattened_line_26-snap-gene-0.57&CDS=1-3315
2797	OG0002797	YMR289W	augustus_masked-flattened_line_60-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-flattened_line_60-processed-gene-0.25&CDS=1-1869
2798	OG0002798	YMR290C	genemark-flattened_line_216-processed-gene-0.57-mRNA-1_1&gene=genemark-flattened_line_216-processed-gene-0.57&CDS=1-1944
2799	OG0002799	YMR292W	augustus_masked-flattened_line_14-processed-gene-1.65-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.65&CDS=1-414
2800	OG0002800	YMR296C	genemark-flattened_line_86-processed-gene-0.113-mRNA-1_1&gene=genemark-flattened_line_86-processed-gene-0.113&CDS=1-1746
2801	OG0002801	YMR297W	genemark-flattened_line_426-processed-gene-0.11-mRNA-1_1&gene=genemark-flattened_line_426-processed-gene-0.11&CDS=1-1695
2802	OG0002802	YMR300C	genemark-flattened_line_50-processed-gene-0.18-mRNA-1_1&gene=genemark-flattened_line_50-processed-gene-0.18&CDS=1-1611
2803	OG0002803	YMR301C	genemark-flattened_line_164-processed-gene-0.58-mRNA-1_1&gene=genemark-flattened_line_164-processed-gene-0.58&CDS=1-2187
2804	OG0002804	YMR304W	genemark-flattened_line_174-processed-gene-0.0-mRNA-1_1&gene=genemark-flattened_line_174-processed-gene-0.0&CDS=1-4761
2805	OG0002805	YMR307W	genemark-flattened_line_42-processed-gene-0.27-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.27&CDS=1-1680
2806	OG0002806	YMR308C	genemark-flattened_line_90-processed-gene-0.10-mRNA-1_1&gene=genemark-flattened_line_90-processed-gene-0.10&CDS=1-3324
2807	OG0002807	YMR313C	augustus_masked-flattened_line_22-processed-gene-1.152-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.152&CDS=1-1704
2808	OG0002808	YMR314W	maker-flattened_line_44-snap-gene-1.164-mRNA-1_1&gene=maker-flattened_line_44-snap-gene-1.164&CDS=1-906
2809	OG0002809	YMR319C	genemark-flattened_line_562-processed-gene-0.3-mRNA-1_1&gene=genemark-flattened_line_562-processed-gene-0.3&CDS=1-1614
2810	OG0002810	YNL001W	genemark-flattened_line_799-processed-gene-0.6-mRNA-1_1&gene=genemark-flattened_line_799-processed-gene-0.6&CDS=1-1131
2811	OG0002811	YNL003C	genemark-flattened_line_204-processed-gene-0.23-mRNA-1_1&gene=genemark-flattened_line_204-processed-gene-0.23&CDS=1-858
2812	OG0002812	YNL005C	genemark-flattened_line_4-processed-gene-1.44-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-1.44&CDS=1-1278
2813	OG0002813	YNL006W	genemark-flattened_line_28-processed-gene-1.68-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-1.68&CDS=1-969
2814	OG0002814	YNL007C	genemark-flattened_line_377-processed-gene-0.4-mRNA-1_1&gene=genemark-flattened_line_377-processed-gene-0.4&CDS=1-1101
2815	OG0002815	YNL011C	genemark-flattened_line_574-processed-gene-0.7-mRNA-1_1&gene=genemark-flattened_line_574-processed-gene-0.7&CDS=1-1932
2816	OG0002816	YNL014W	genemark-flattened_line_80-processed-gene-0.118-mRNA-1_1&gene=genemark-flattened_line_80-processed-gene-0.118&CDS=1-3159
2817	OG0002817	YNL022C	snap_masked-flattened_line_38-processed-gene-1.88-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-1.88&CDS=1-1833
2818	OG0002818	YNL023C	snap_masked-flattened_line_38-processed-gene-0.15-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-0.15&CDS=1-2517
2819	OG0002819	YNL024C	maker-flattened_line_72-snap-gene-0.178-mRNA-1_1&gene=maker-flattened_line_72-snap-gene-0.178&CDS=1-954
2820	OG0002820	YNL024C-A	genemark-flattened_line_344-processed-gene-0.25-mRNA-1_1&gene=genemark-flattened_line_344-processed-gene-0.25&CDS=1-213
2821	OG0002821	YNL025C	genemark-flattened_line_146-processed-gene-0.77-mRNA-1_1&gene=genemark-flattened_line_146-processed-gene-0.77&CDS=1-840
2822	OG0002822	YNL026W	genemark-flattened_line_10-processed-gene-2.99-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-2.99&CDS=1-1692
2823	OG0002823	YNL027W	snap_masked-flattened_line_548-processed-gene-0.5-mRNA-1_1&gene=snap_masked-flattened_line_548-processed-gene-0.5&CDS=1-3021
2824	OG0002824	YNL032W	genemark-flattened_line_74-processed-gene-0.98-mRNA-1_1&gene=genemark-flattened_line_74-processed-gene-0.98&CDS=1-711
2825	OG0002825	YNL035C	genemark-flattened_line_24-processed-gene-0.77-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-0.77&CDS=1-1125
2826	OG0002826	YNL037C	genemark-flattened_line_150-processed-gene-0.107-mRNA-1_1&gene=genemark-flattened_line_150-processed-gene-0.107&CDS=1-1116
2827	OG0002827	YNL039W	snap_masked-flattened_line_24-processed-gene-0.33-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-0.33&CDS=1-2670
2828	OG0002828	YNL040W	genemark-flattened_line_152-processed-gene-0.102-mRNA-1_1&gene=genemark-flattened_line_152-processed-gene-0.102&CDS=1-1548
2829	OG0002829	YNL041C	augustus_masked-flattened_line_40-processed-gene-1.142-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-1.142&CDS=1-2295
2830	OG0002830	YNL044W	genemark-flattened_line_8-processed-gene-2.78-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-2.78&CDS=1-537
2831	OG0002831	YNL048W	snap_masked-flattened_line_70-processed-gene-0.46-mRNA-1_1&gene=snap_masked-flattened_line_70-processed-gene-0.46&CDS=1-2349
2832	OG0002832	YNL051W	snap_masked-flattened_line_76-processed-gene-0.30-mRNA-1_1&gene=snap_masked-flattened_line_76-processed-gene-0.30&CDS=1-1425
2833	OG0002833	YNL054W	augustus_masked-flattened_line_74-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-flattened_line_74-processed-gene-0.6&CDS=1-3891
2834	OG0002834	YNL056W	genemark-flattened_line_6-processed-gene-2.100-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.100&CDS=1-891
2835	OG0002835	YNL059C	genemark-flattened_line_204-processed-gene-0.14-mRNA-1_1&gene=genemark-flattened_line_204-processed-gene-0.14&CDS=1-2235
2836	OG0002836	YNL061W	genemark-flattened_line_204-processed-gene-0.28-mRNA-1_1&gene=genemark-flattened_line_204-processed-gene-0.28&CDS=1-2079
2837	OG0002837	YNL062C	genemark-flattened_line_204-processed-gene-0.15-mRNA-1_1&gene=genemark-flattened_line_204-processed-gene-0.15&CDS=1-1722
2838	OG0002838	YNL063W	genemark-flattened_line_14-processed-gene-0.80-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-0.80&CDS=1-1032
2839	OG0002839	YNL070W	genemark-flattened_line_148-processed-gene-0.38-mRNA-1_1&gene=genemark-flattened_line_148-processed-gene-0.38&CDS=1-171
2840	OG0002840	YNL071W	genemark-flattened_line_220-processed-gene-0.58-mRNA-1_1&gene=genemark-flattened_line_220-processed-gene-0.58&CDS=1-1479
2841	OG0002841	YNL072W	genemark-flattened_line_114-processed-gene-0.74-mRNA-1_1&gene=genemark-flattened_line_114-processed-gene-0.74&CDS=1-924
2842	OG0002842	YNL075W	genemark-flattened_line_158-processed-gene-0.14-mRNA-1_1&gene=genemark-flattened_line_158-processed-gene-0.14&CDS=1-861
2843	OG0002843	YNL080C	genemark-flattened_line_242-processed-gene-0.46-mRNA-1_1&gene=genemark-flattened_line_242-processed-gene-0.46&CDS=1-2868
2844	OG0002844	YNL081C	genemark-flattened_line_222-processed-gene-0.62-mRNA-1_1&gene=genemark-flattened_line_222-processed-gene-0.62&CDS=1-363
2845	OG0002845	YNL082W	genemark-flattened_line_108-processed-gene-0.12-mRNA-1_1&gene=genemark-flattened_line_108-processed-gene-0.12&CDS=1-2469
2846	OG0002846	YNL083W	genemark-flattened_line_424-processed-gene-0.31-mRNA-1_1&gene=genemark-flattened_line_424-processed-gene-0.31&CDS=1-1578
2847	OG0002847	YNL084C	genemark-flattened_line_30-processed-gene-0.45-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-0.45&CDS=1-1308
2848	OG0002848	YNL085W	snap_masked-flattened_line_22-processed-gene-1.29-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-1.29&CDS=1-2694
2849	OG0002849	YNL088W	genemark-flattened_line_30-processed-gene-0.43-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-0.43&CDS=1-4740
2850	OG0002850	YNL092W	snap_masked-flattened_line_456-processed-gene-0.25-mRNA-1_1&gene=snap_masked-flattened_line_456-processed-gene-0.25&CDS=1-1500
2851	OG0002851	YNL099C	genemark-flattened_line_154-processed-gene-0.27-mRNA-1_1&gene=genemark-flattened_line_154-processed-gene-0.27&CDS=1-567
2852	OG0002852	YNL102W	genemark-flattened_line_426-processed-gene-0.14-mRNA-1_1&gene=genemark-flattened_line_426-processed-gene-0.14&CDS=1-4971
2853	OG0002853	YNL107W	genemark-flattened_line_14-processed-gene-0.73-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-0.73&CDS=1-696
2854	OG0002854	YNL110C	genemark-flattened_line_212-processed-gene-0.17-mRNA-1_1&gene=genemark-flattened_line_212-processed-gene-0.17&CDS=1-1389
2855	OG0002855	YNL111C	genemark-flattened_line_112-processed-gene-0.10-mRNA-1_1&gene=genemark-flattened_line_112-processed-gene-0.10&CDS=1-432
2856	OG0002856	YNL112W	genemark-flattened_line_136-processed-gene-0.144-mRNA-1_1&gene=genemark-flattened_line_136-processed-gene-0.144&CDS=1-1644
2857	OG0002857	YNL113W	genemark-flattened_line_152-processed-gene-0.79-mRNA-1_1&gene=genemark-flattened_line_152-processed-gene-0.79&CDS=1-378
2858	OG0002858	YNL119W	augustus_masked-flattened_line_154-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-flattened_line_154-processed-gene-0.67&CDS=1-1734
2859	OG0002859	YNL124W	genemark-flattened_line_42-processed-gene-0.37-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.37&CDS=1-1869
2860	OG0002860	YNL126W	snap_masked-flattened_line_350-processed-gene-0.40-mRNA-1_1&gene=snap_masked-flattened_line_350-processed-gene-0.40&CDS=1-3243
2861	OG0002861	YNL128W	genemark-flattened_line_68-processed-gene-0.58-mRNA-1_1&gene=genemark-flattened_line_68-processed-gene-0.58&CDS=1-1128
2862	OG0002862	YNL129W	genemark-flattened_line_118-processed-gene-0.132-mRNA-1_1&gene=genemark-flattened_line_118-processed-gene-0.132&CDS=1-753
2863	OG0002863	YNL132W	genemark-flattened_line_42-processed-gene-0.48-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.48&CDS=1-3144
2864	OG0002864	YNL135C	genemark-flattened_line_204-processed-gene-0.11-mRNA-1_1&gene=genemark-flattened_line_204-processed-gene-0.11&CDS=1-381
2865	OG0002865	YNL137C	augustus_masked-flattened_line_204-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-flattened_line_204-processed-gene-0.42&CDS=1-1878
2866	OG0002866	YNL138W	genemark-flattened_line_204-processed-gene-0.27-mRNA-1_1&gene=genemark-flattened_line_204-processed-gene-0.27&CDS=1-1674
2867	OG0002867	YNL138W-A	maker-flattened_line_0-augustus-gene-4.46-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-4.46&CDS=1-252
2868	OG0002868	YNL139C	genemark-flattened_line_0-processed-gene-4.107-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-4.107&CDS=1-5853
2869	OG0002869	YNL142W	genemark-flattened_line_52-processed-gene-1.12-mRNA-1_1&gene=genemark-flattened_line_52-processed-gene-1.12&CDS=1-1437
2870	OG0002870	YNL147W	genemark-flattened_line_6-processed-gene-2.114-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.114&CDS=1-570
2871	OG0002871	YNL148C	genemark-flattened_line_6-processed-gene-2.85-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.85&CDS=1-771
2872	OG0002872	YNL149C	augustus_masked-flattened_line_52-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.47&CDS=1-408
2873	OG0002873	YNL151C	genemark-flattened_line_6-processed-gene-2.86-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.86&CDS=1-879
2874	OG0002874	YNL153C	genemark-flattened_line_238-processed-gene-0.102-mRNA-1_1&gene=genemark-flattened_line_238-processed-gene-0.102&CDS=1-393
2875	OG0002875	YNL163C	genemark-flattened_line_24-processed-gene-1.90-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.90&CDS=1-3324
2876	OG0002876	YNL172W	snap_masked-flattened_line_541-processed-gene-0.10-mRNA-1_1&gene=snap_masked-flattened_line_541-processed-gene-0.10&CDS=1-5118
2877	OG0002877	YNL175C	genemark-flattened_line_26-processed-gene-1.179-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-1.179&CDS=1-1167
2878	OG0002878	YNL181W	genemark-flattened_line_224-processed-gene-0.31-mRNA-1_1&gene=genemark-flattened_line_224-processed-gene-0.31&CDS=1-1356
2879	OG0002879	YNL182C	snap_masked-flattened_line_224-processed-gene-0.69-mRNA-1_1&gene=snap_masked-flattened_line_224-processed-gene-0.69&CDS=1-1707
2880	OG0002880	YNL185C	genemark-flattened_line_116-processed-gene-0.5-mRNA-1_1&gene=genemark-flattened_line_116-processed-gene-0.5&CDS=1-444
2881	OG0002881	YNL189W	genemark-flattened_line_268-processed-gene-0.19-mRNA-1_1&gene=genemark-flattened_line_268-processed-gene-0.19&CDS=1-1620
2882	OG0002882	YNL191W	genemark-flattened_line_164-processed-gene-0.48-mRNA-1_1&gene=genemark-flattened_line_164-processed-gene-0.48&CDS=1-4971
2883	OG0002883	YNL192W	genemark-flattened_line_86-processed-gene-0.139-mRNA-1_1&gene=genemark-flattened_line_86-processed-gene-0.139&CDS=1-3783
2884	OG0002884	YNL200C	genemark-flattened_line_28-processed-gene-0.59-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-0.59&CDS=1-819
2885	OG0002885	YNL201C	snap_masked-flattened_line_12-processed-gene-0.1-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-0.1&CDS=1-3975
2886	OG0002886	YNL202W	genemark-flattened_line_94-processed-gene-0.42-mRNA-1_1&gene=genemark-flattened_line_94-processed-gene-0.42&CDS=1-864
2887	OG0002887	YNL206C	snap_masked-flattened_line_50-processed-gene-1.86-mRNA-1_1&gene=snap_masked-flattened_line_50-processed-gene-1.86&CDS=1-1179
2888	OG0002888	YNL207W	genemark-flattened_line_56-processed-gene-0.45-mRNA-1_1&gene=genemark-flattened_line_56-processed-gene-0.45&CDS=1-1134
2889	OG0002889	YNL209W	genemark-flattened_line_48-processed-gene-0.56-mRNA-1_1&gene=genemark-flattened_line_48-processed-gene-0.56&CDS=1-1848
2890	OG0002890	YNL212W	genemark-flattened_line_12-processed-gene-0.64-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-0.64&CDS=1-2316
2891	OG0002891	YNL213C	genemark-flattened_line_12-processed-gene-0.78-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-0.78&CDS=1-1200
2892	OG0002892	YNL218W	snap_masked-flattened_line_397-processed-gene-0.9-mRNA-1_1&gene=snap_masked-flattened_line_397-processed-gene-0.9&CDS=1-2220
2893	OG0002893	YNL219C	augustus_masked-flattened_line_142-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-flattened_line_142-processed-gene-0.27&CDS=1-2016
2894	OG0002894	YNL220W	genemark-flattened_line_36-processed-gene-0.62-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-0.62&CDS=1-1278
2895	OG0002895	YNL221C	snap_masked-flattened_line_4-processed-gene-0.24-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-0.24&CDS=1-2877
2896	OG0002896	YNL222W	genemark-flattened_line_266-processed-gene-0.64-mRNA-1_1&gene=genemark-flattened_line_266-processed-gene-0.64&CDS=1-633
2897	OG0002897	YNL224C	augustus_masked-flattened_line_10-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-0.23&CDS=1-2331
2898	OG0002898	YNL231C	genemark-flattened_line_158-processed-gene-0.31-mRNA-1_1&gene=genemark-flattened_line_158-processed-gene-0.31&CDS=1-924
2899	OG0002899	YNL237W	genemark-flattened_line_36-processed-gene-1.136-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-1.136&CDS=1-1416
2900	OG0002900	YNL238W	snap_masked-flattened_line_172-processed-gene-0.16-mRNA-1_1&gene=snap_masked-flattened_line_172-processed-gene-0.16&CDS=1-2736
2901	OG0002901	YNL239W	genemark-flattened_line_240-processed-gene-0.67-mRNA-1_1&gene=genemark-flattened_line_240-processed-gene-0.67&CDS=1-1752
2902	OG0002902	YNL240C	genemark-flattened_line_132-processed-gene-0.1-mRNA-1_1&gene=genemark-flattened_line_132-processed-gene-0.1&CDS=1-1635
2903	OG0002903	YNL241C	genemark-flattened_line_136-processed-gene-0.128-mRNA-1_1&gene=genemark-flattened_line_136-processed-gene-0.128&CDS=1-1554
2904	OG0002904	YNL242W	genemark-flattened_line_334-processed-gene-0.78-mRNA-1_1&gene=genemark-flattened_line_334-processed-gene-0.78&CDS=1-5193
2905	OG0002905	YNL243W	genemark-flattened_line_14-processed-gene-1.101-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-1.101&CDS=1-3219
2906	OG0002906	YNL246W	snap_masked-flattened_line_260-processed-gene-0.71-mRNA-1_1&gene=snap_masked-flattened_line_260-processed-gene-0.71&CDS=1-930
2907	OG0002907	YNL248C	genemark-flattened_line_46-processed-gene-1.94-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-1.94&CDS=1-1383
2908	OG0002908	YNL250W	maker-flattened_line_194-snap-gene-0.55-mRNA-1_1&gene=maker-flattened_line_194-snap-gene-0.55&CDS=1-3231
2909	OG0002909	YNL251C	maker-flattened_line_26-augustus-gene-1.82-mRNA-1_1&gene=maker-flattened_line_26-augustus-gene-1.82&CDS=1-2682
2910	OG0002910	YNL252C	genemark-flattened_line_92-processed-gene-0.30-mRNA-1_1&gene=genemark-flattened_line_92-processed-gene-0.30&CDS=1-882
2911	OG0002911	YNL256W	genemark-flattened_line_216-processed-gene-0.49-mRNA-1_1&gene=genemark-flattened_line_216-processed-gene-0.49&CDS=1-2577
2912	OG0002912	YNL259C	genemark-flattened_line_72-processed-gene-0.43-mRNA-1_1&gene=genemark-flattened_line_72-processed-gene-0.43&CDS=1-222
2913	OG0002913	YNL261W	maker-flattened_line_108-snap-gene-0.46-mRNA-1_1&gene=maker-flattened_line_108-snap-gene-0.46&CDS=1-1209
2914	OG0002914	YNL262W	genemark-flattened_line_108-processed-gene-0.27-mRNA-1_1&gene=genemark-flattened_line_108-processed-gene-0.27&CDS=1-6831
2915	OG0002915	YNL265C	genemark-flattened_line_146-processed-gene-0.92-mRNA-1_1&gene=genemark-flattened_line_146-processed-gene-0.92&CDS=1-801
2916	OG0002916	YNL272C	genemark-flattened_line_348-processed-gene-0.20-mRNA-1_1&gene=genemark-flattened_line_348-processed-gene-0.20&CDS=1-2373
2917	OG0002917	YNL273W	snap_masked-flattened_line_162-processed-gene-0.101-mRNA-1_1&gene=snap_masked-flattened_line_162-processed-gene-0.101&CDS=1-3969
2918	OG0002918	YNL275W	genemark-flattened_line_50-processed-gene-0.2-mRNA-1_1&gene=genemark-flattened_line_50-processed-gene-0.2&CDS=1-1887
2919	OG0002919	YNL277W	genemark-flattened_line_254-processed-gene-0.58-mRNA-1_1&gene=genemark-flattened_line_254-processed-gene-0.58&CDS=1-1653
2920	OG0002920	YNL279W	snap_masked-flattened_line_0-processed-gene-3.72-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-3.72&CDS=1-4758
2921	OG0002921	YNL280C	genemark-flattened_line_8-processed-gene-2.91-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-2.91&CDS=1-1305
2922	OG0002922	YNL284C	genemark-flattened_line_548-processed-gene-0.12-mRNA-1_1&gene=genemark-flattened_line_548-processed-gene-0.12&CDS=1-903
2923	OG0002923	YNL286W	genemark-flattened_line_22-processed-gene-1.165-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-1.165&CDS=1-1239
2924	OG0002924	YNL287W	genemark-flattened_line_22-processed-gene-1.164-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-1.164&CDS=1-2706
2925	OG0002925	YNL290W	snap_masked-flattened_line_46-processed-gene-1.119-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-1.119&CDS=1-1131
2926	OG0002926	YNL291C	genemark-flattened_line_46-processed-gene-1.91-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-1.91&CDS=1-1914
2927	OG0002927	YNL292W	genemark-flattened_line_46-processed-gene-1.70-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-1.70&CDS=1-1707
2928	OG0002928	YNL294C	snap_masked-flattened_line_12-processed-gene-2.44-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-2.44&CDS=1-2676
2929	OG0002929	YNL297C	snap_masked-flattened_line_92-processed-gene-0.156-mRNA-1_1&gene=snap_masked-flattened_line_92-processed-gene-0.156&CDS=1-5343
2930	OG0002930	YNL305C	genemark-flattened_line_14-processed-gene-0.77-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-0.77&CDS=1-828
2931	OG0002931	YNL306W	genemark-flattened_line_4-processed-gene-2.86-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-2.86&CDS=1-705
2932	OG0002932	YNL308C	genemark-flattened_line_162-processed-gene-0.12-mRNA-1_1&gene=genemark-flattened_line_162-processed-gene-0.12&CDS=1-1857
2933	OG0002933	YNL310C	snap_masked-flattened_line_104-processed-gene-0.32-mRNA-1_1&gene=snap_masked-flattened_line_104-processed-gene-0.32&CDS=1-441
2934	OG0002934	YNL313C	genemark-flattened_line_162-processed-gene-0.13-mRNA-1_1&gene=genemark-flattened_line_162-processed-gene-0.13&CDS=1-2727
2935	OG0002935	YNL315C	genemark-flattened_line_16-processed-gene-2.127-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-2.127&CDS=1-1017
2936	OG0002936	YNL316C	snap_masked-flattened_line_16-processed-gene-2.33-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-2.33&CDS=1-1383
2937	OG0002937	YNL317W	genemark-flattened_line_128-processed-gene-0.25-mRNA-1_1&gene=genemark-flattened_line_128-processed-gene-0.25&CDS=1-1623
2938	OG0002938	YNL325C	genemark-flattened_line_152-processed-gene-0.85-mRNA-1_1&gene=genemark-flattened_line_152-processed-gene-0.85&CDS=1-3420
2939	OG0002939	YNL326C	maker-flattened_line_70-augustus-gene-0.70-mRNA-1_1&gene=maker-flattened_line_70-augustus-gene-0.70&CDS=1-1989
2940	OG0002940	YNL329C	genemark-flattened_line_34-processed-gene-1.17-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-1.17&CDS=1-4449
2941	OG0002941	YNL330C	genemark-flattened_line_54-processed-gene-0.41-mRNA-1_1&gene=genemark-flattened_line_54-processed-gene-0.41&CDS=1-1362
2942	OG0002942	YNR001C	genemark-flattened_line_505-processed-gene-0.1-mRNA-1_1&gene=genemark-flattened_line_505-processed-gene-0.1&CDS=1-1398
2943	OG0002943	YNR003C	genemark-flattened_line_98-processed-gene-0.91-mRNA-1_1&gene=genemark-flattened_line_98-processed-gene-0.91&CDS=1-1188
2944	OG0002944	YNR006W	genemark-flattened_line_146-processed-gene-0.72-mRNA-1_1&gene=genemark-flattened_line_146-processed-gene-0.72&CDS=1-2028
2945	OG0002945	YNR011C	genemark-flattened_line_6-processed-gene-0.59-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-0.59&CDS=1-3204
2946	OG0002946	YNR012W	augustus_masked-flattened_line_54-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.21&CDS=1-1755
2947	OG0002947	YNR013C	genemark-flattened_line_54-processed-gene-0.32-mRNA-1_1&gene=genemark-flattened_line_54-processed-gene-0.32&CDS=1-2670
2948	OG0002948	YNR015W	genemark-flattened_line_332-processed-gene-0.52-mRNA-1_1&gene=genemark-flattened_line_332-processed-gene-0.52&CDS=1-1155
2949	OG0002949	YNR016C	genemark-flattened_line_332-processed-gene-0.53-mRNA-1_1&gene=genemark-flattened_line_332-processed-gene-0.53&CDS=1-6714
2950	OG0002950	YNR017W	genemark-flattened_line_332-processed-gene-0.65-mRNA-1_1&gene=genemark-flattened_line_332-processed-gene-0.65&CDS=1-645
2951	OG0002951	YNR020C	genemark-flattened_line_232-processed-gene-0.40-mRNA-1_1&gene=genemark-flattened_line_232-processed-gene-0.40&CDS=1-639
2952	OG0002952	YNR022C	genemark-flattened_line_96-processed-gene-0.133-mRNA-1_1&gene=genemark-flattened_line_96-processed-gene-0.133&CDS=1-999
2953	OG0002953	YNR027W	genemark-flattened_line_186-processed-gene-0.61-mRNA-1_1&gene=genemark-flattened_line_186-processed-gene-0.61&CDS=1-1167
2954	OG0002954	YNR029C	genemark-flattened_line_440-processed-gene-0.31-mRNA-1_1&gene=genemark-flattened_line_440-processed-gene-0.31&CDS=1-1170
2955	OG0002955	YNR032C-A	augustus_masked-flattened_line_288-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-flattened_line_288-processed-gene-0.35&CDS=1-219
2956	OG0002956	YNR032W	genemark-flattened_line_152-processed-gene-0.75-mRNA-1_1&gene=genemark-flattened_line_152-processed-gene-0.75&CDS=1-981
2957	OG0002957	YNR033W	genemark-flattened_line_152-processed-gene-0.96-mRNA-1_1&gene=genemark-flattened_line_152-processed-gene-0.96&CDS=1-2409
2958	OG0002958	YNR036C	genemark-flattened_line_150-processed-gene-0.95-mRNA-1_1&gene=genemark-flattened_line_150-processed-gene-0.95&CDS=1-615
