	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035252_Yamadazyma_nakazawae
2754	OG0002754	YOL012C	genemark-NODE_3_length_599222_cov_12.9438_ID_5790-processed-gene-2.126-mRNA-1_1&gene=genemark-NODE_3_length_599222_cov_12.9438_ID_5790-processed-gene-2.126&CDS=1-399
2755	OG0002755	YOL016C	snap_masked-NODE_48_length_61659_cov_13.6691_ID_8738-processed-gene-0.9-mRNA-1_1&gene=snap_masked-NODE_48_length_61659_cov_13.6691_ID_8738-processed-gene-0.9&CDS=1-1299
2756	OG0002756	YOL021C	genemark-NODE_1_length_754808_cov_12.3332_ID_9967-processed-gene-1.155-mRNA-1_1&gene=genemark-NODE_1_length_754808_cov_12.3332_ID_9967-processed-gene-1.155&CDS=1-2943
2757	OG0002757	YOL022C	genemark-NODE_14_length_236535_cov_13.2068_ID_11582-processed-gene-1.197-mRNA-1_1&gene=genemark-NODE_14_length_236535_cov_13.2068_ID_11582-processed-gene-1.197&CDS=1-1281
2758	OG0002758	YOL023W	augustus_masked-NODE_14_length_236535_cov_13.2068_ID_11582-processed-gene-1.125-mRNA-1_1&gene=augustus_masked-NODE_14_length_236535_cov_13.2068_ID_11582-processed-gene-1.125&CDS=1-3720
2759	OG0002759	YOL026C	genemark-NODE_29_length_142623_cov_13.8222_ID_10748-processed-gene-0.202-mRNA-1_1&gene=genemark-NODE_29_length_142623_cov_13.8222_ID_10748-processed-gene-0.202&CDS=1-429
2760	OG0002760	YOL027C	genemark-NODE_22_length_173645_cov_13.0178_ID_11547-processed-gene-0.148-mRNA-1_1&gene=genemark-NODE_22_length_173645_cov_13.0178_ID_11547-processed-gene-0.148&CDS=1-1440
2761	OG0002761	YOL030W	genemark-NODE_11_length_278164_cov_12.7995_ID_11389-processed-gene-0.115-mRNA-1_1&gene=genemark-NODE_11_length_278164_cov_12.7995_ID_11389-processed-gene-0.115&CDS=1-1359
2762	OG0002762	YOL031C	genemark-NODE_1_length_754808_cov_12.3332_ID_9967-processed-gene-2.17-mRNA-1_1&gene=genemark-NODE_1_length_754808_cov_12.3332_ID_9967-processed-gene-2.17&CDS=1-1173
2763	OG0002763	YOL032W	augustus_masked-NODE_33_length_116640_cov_12.8815_ID_10954-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-NODE_33_length_116640_cov_12.8815_ID_10954-processed-gene-0.10&CDS=1-945
2764	OG0002764	YOL033W	snap_masked-NODE_6_length_334944_cov_12.2087_ID_4781-processed-gene-1.61-mRNA-1_1&gene=snap_masked-NODE_6_length_334944_cov_12.2087_ID_4781-processed-gene-1.61&CDS=1-1470
2765	OG0002765	YOL034W	genemark-NODE_6_length_334944_cov_12.2087_ID_4781-processed-gene-1.138-mRNA-1_1&gene=genemark-NODE_6_length_334944_cov_12.2087_ID_4781-processed-gene-1.138&CDS=1-3315
2766	OG0002766	YOL038W	genemark-NODE_29_length_142623_cov_13.8222_ID_10748-processed-gene-0.201-mRNA-1_1&gene=genemark-NODE_29_length_142623_cov_13.8222_ID_10748-processed-gene-0.201&CDS=1-750
2767	OG0002767	YOL039W	genemark-NODE_1_length_754808_cov_12.3332_ID_9967-processed-gene-2.39-mRNA-1_1&gene=genemark-NODE_1_length_754808_cov_12.3332_ID_9967-processed-gene-2.39&CDS=1-366
2768	OG0002768	YOL040C	genemark-NODE_33_length_116640_cov_12.8815_ID_10954-processed-gene-0.75-mRNA-1_1&gene=genemark-NODE_33_length_116640_cov_12.8815_ID_10954-processed-gene-0.75&CDS=1-426
2769	OG0002769	YOL041C	genemark-NODE_7_length_317128_cov_12.3964_ID_6211-processed-gene-0.49-mRNA-1_1&gene=genemark-NODE_7_length_317128_cov_12.3964_ID_6211-processed-gene-0.49&CDS=1-1368
2770	OG0002770	YOL049W	genemark-NODE_1_length_754808_cov_12.3332_ID_9967-processed-gene-2.18-mRNA-1_1&gene=genemark-NODE_1_length_754808_cov_12.3332_ID_9967-processed-gene-2.18&CDS=1-1458
2771	OG0002771	YOL051W	genemark-NODE_2_length_730450_cov_12.7368_ID_12397-processed-gene-6.91-mRNA-1_1&gene=genemark-NODE_2_length_730450_cov_12.7368_ID_12397-processed-gene-6.91&CDS=1-3237
2772	OG0002772	YOL052C	genemark-NODE_20_length_209557_cov_13.2788_ID_6668-processed-gene-1.158-mRNA-1_1&gene=genemark-NODE_20_length_209557_cov_13.2788_ID_6668-processed-gene-1.158&CDS=1-1263
2773	OG0002773	YOL058W	genemark-NODE_4_length_415900_cov_12.7607_ID_11117-processed-gene-3.61-mRNA-1_1&gene=genemark-NODE_4_length_415900_cov_12.7607_ID_11117-processed-gene-3.61&CDS=1-1248
2774	OG0002774	YOL060C	maker-NODE_36_length_90081_cov_12.4905_ID_12360-augustus-gene-0.125-mRNA-1_1&gene=maker-NODE_36_length_90081_cov_12.4905_ID_12360-augustus-gene-0.125&CDS=1-3327
2775	OG0002775	YOL061W	genemark-NODE_19_length_213459_cov_13.3265_ID_7339-processed-gene-1.129-mRNA-1_1&gene=genemark-NODE_19_length_213459_cov_13.3265_ID_7339-processed-gene-1.129&CDS=1-2649
2776	OG0002776	YOL063C	genemark-NODE_1_length_754808_cov_12.3332_ID_9967-processed-gene-1.127-mRNA-1_1&gene=genemark-NODE_1_length_754808_cov_12.3332_ID_9967-processed-gene-1.127&CDS=1-2229
2777	OG0002777	YOL064C	genemark-NODE_20_length_209557_cov_13.2788_ID_6668-processed-gene-1.155-mRNA-1_1&gene=genemark-NODE_20_length_209557_cov_13.2788_ID_6668-processed-gene-1.155&CDS=1-1104
2778	OG0002778	YOL065C	genemark-NODE_16_length_225391_cov_12.2881_ID_10517-processed-gene-1.10-mRNA-1_1&gene=genemark-NODE_16_length_225391_cov_12.2881_ID_10517-processed-gene-1.10&CDS=1-1293
2779	OG0002779	YOL066C	genemark-NODE_16_length_225391_cov_12.2881_ID_10517-processed-gene-1.44-mRNA-1_1&gene=genemark-NODE_16_length_225391_cov_12.2881_ID_10517-processed-gene-1.44&CDS=1-1749
2780	OG0002780	YOL067C	genemark-NODE_52_length_49647_cov_12.8703_ID_8038-processed-gene-0.9-mRNA-1_1&gene=genemark-NODE_52_length_49647_cov_12.8703_ID_8038-processed-gene-0.9&CDS=1-645
2781	OG0002781	YOL070C	maker-NODE_25_length_161012_cov_12.2977_ID_5900-snap-gene-0.0-mRNA-1_1&gene=maker-NODE_25_length_161012_cov_12.2977_ID_5900-snap-gene-0.0&CDS=1-1539
2782	OG0002782	YOL071W	maker-NODE_52_length_49647_cov_12.8703_ID_8038-augustus-gene-0.81-mRNA-1_1&gene=maker-NODE_52_length_49647_cov_12.8703_ID_8038-augustus-gene-0.81&CDS=1-1749
2783	OG0002783	YOL072W	genemark-NODE_6_length_334944_cov_12.2087_ID_4781-processed-gene-2.165-mRNA-1_1&gene=genemark-NODE_6_length_334944_cov_12.2087_ID_4781-processed-gene-2.165&CDS=1-1323
2784	OG0002784	YOL073C	genemark-NODE_19_length_213459_cov_13.3265_ID_7339-processed-gene-0.100-mRNA-1_1&gene=genemark-NODE_19_length_213459_cov_13.3265_ID_7339-processed-gene-0.100&CDS=1-1074
2785	OG0002785	YOL075C	genemark-NODE_6_length_334944_cov_12.2087_ID_4781-processed-gene-2.197-mRNA-1_1&gene=genemark-NODE_6_length_334944_cov_12.2087_ID_4781-processed-gene-2.197&CDS=1-3852
2786	OG0002786	YOL076W	genemark-NODE_27_length_144887_cov_13.6552_ID_10293-processed-gene-0.154-mRNA-1_1&gene=genemark-NODE_27_length_144887_cov_13.6552_ID_10293-processed-gene-0.154&CDS=1-2334
2787	OG0002787	YOL077C	genemark-NODE_1_length_754808_cov_12.3332_ID_9967-processed-gene-4.99-mRNA-1_1&gene=genemark-NODE_1_length_754808_cov_12.3332_ID_9967-processed-gene-4.99&CDS=1-861
2788	OG0002788	YOL077W-A	snap_masked-NODE_1_length_754808_cov_12.3332_ID_9967-processed-gene-4.48-mRNA-1_1&gene=snap_masked-NODE_1_length_754808_cov_12.3332_ID_9967-processed-gene-4.48&CDS=1-195
2789	OG0002789	YOL078W	genemark-NODE_1_length_754808_cov_12.3332_ID_9967-processed-gene-4.93-mRNA-1_1&gene=genemark-NODE_1_length_754808_cov_12.3332_ID_9967-processed-gene-4.93&CDS=1-2646
2790	OG0002790	YOL080C	genemark-NODE_1_length_754808_cov_12.3332_ID_9967-processed-gene-4.97-mRNA-1_1&gene=genemark-NODE_1_length_754808_cov_12.3332_ID_9967-processed-gene-4.97&CDS=1-780
2791	OG0002791	YOL086W-A	snap_masked-NODE_26_length_159190_cov_12.3925_ID_9832-processed-gene-0.91-mRNA-1_1&gene=snap_masked-NODE_26_length_159190_cov_12.3925_ID_9832-processed-gene-0.91&CDS=1-291
2792	OG0002792	YOL090W	genemark-NODE_23_length_167091_cov_13.5911_ID_21877-processed-gene-0.264-mRNA-1_1&gene=genemark-NODE_23_length_167091_cov_13.5911_ID_21877-processed-gene-0.264&CDS=1-2907
2793	OG0002793	YOL094C	genemark-NODE_12_length_263429_cov_13.7089_ID_15300-processed-gene-0.132-mRNA-1_1&gene=genemark-NODE_12_length_263429_cov_13.7089_ID_15300-processed-gene-0.132&CDS=1-963
2794	OG0002794	YOL095C	genemark-NODE_12_length_263429_cov_13.7089_ID_15300-processed-gene-0.131-mRNA-1_1&gene=genemark-NODE_12_length_263429_cov_13.7089_ID_15300-processed-gene-0.131&CDS=1-2499
2795	OG0002795	YOL096C	genemark-NODE_1_length_754808_cov_12.3332_ID_9967-processed-gene-6.23-mRNA-1_1&gene=genemark-NODE_1_length_754808_cov_12.3332_ID_9967-processed-gene-6.23&CDS=1-963
2796	OG0002796	YOL097C	genemark-NODE_1_length_754808_cov_12.3332_ID_9967-processed-gene-4.94-mRNA-1_1&gene=genemark-NODE_1_length_754808_cov_12.3332_ID_9967-processed-gene-4.94&CDS=1-1284
2797	OG0002797	YOL098C	genemark-NODE_16_length_225391_cov_12.2881_ID_10517-processed-gene-0.16-mRNA-1_1&gene=genemark-NODE_16_length_225391_cov_12.2881_ID_10517-processed-gene-0.16&CDS=1-3147
2798	OG0002798	YOL102C	snap_masked-NODE_15_length_229255_cov_12.734_ID_17634-processed-gene-0.121-mRNA-1_1&gene=snap_masked-NODE_15_length_229255_cov_12.734_ID_17634-processed-gene-0.121&CDS=1-501
2799	OG0002799	YOL107W	genemark-NODE_4_length_415900_cov_12.7607_ID_11117-processed-gene-3.48-mRNA-1_1&gene=genemark-NODE_4_length_415900_cov_12.7607_ID_11117-processed-gene-3.48&CDS=1-987
2800	OG0002800	YOL110W	genemark-NODE_22_length_173645_cov_13.0178_ID_11547-processed-gene-0.136-mRNA-1_1&gene=genemark-NODE_22_length_173645_cov_13.0178_ID_11547-processed-gene-0.136&CDS=1-696
2801	OG0002801	YOL114C	maker-NODE_30_length_140525_cov_12.5758_ID_13330-snap-gene-0.238-mRNA-1_1&gene=maker-NODE_30_length_140525_cov_12.5758_ID_13330-snap-gene-0.238&CDS=1-1134
2802	OG0002802	YOL115W	genemark-NODE_30_length_140525_cov_12.5758_ID_13330-processed-gene-0.215-mRNA-1_1&gene=genemark-NODE_30_length_140525_cov_12.5758_ID_13330-processed-gene-0.215&CDS=1-1845
2803	OG0002803	YOL116W	genemark-NODE_22_length_173645_cov_13.0178_ID_11547-processed-gene-0.102-mRNA-1_1&gene=genemark-NODE_22_length_173645_cov_13.0178_ID_11547-processed-gene-0.102&CDS=1-2043
2804	OG0002804	YOL123W	genemark-NODE_24_length_164848_cov_13.2072_ID_10893-processed-gene-0.220-mRNA-1_1&gene=genemark-NODE_24_length_164848_cov_13.2072_ID_10893-processed-gene-0.220&CDS=1-1437
2805	OG0002805	YOL124C	snap_masked-NODE_24_length_164848_cov_13.2072_ID_10893-processed-gene-0.4-mRNA-1_1&gene=snap_masked-NODE_24_length_164848_cov_13.2072_ID_10893-processed-gene-0.4&CDS=1-1311
2806	OG0002806	YOL125W	genemark-NODE_40_length_82457_cov_12.7413_ID_6993-processed-gene-0.112-mRNA-1_1&gene=genemark-NODE_40_length_82457_cov_12.7413_ID_6993-processed-gene-0.112&CDS=1-1170
2807	OG0002807	YOL127W	genemark-NODE_15_length_229255_cov_12.734_ID_17634-processed-gene-0.22-mRNA-1_1&gene=genemark-NODE_15_length_229255_cov_12.734_ID_17634-processed-gene-0.22&CDS=1-1053
2808	OG0002808	YOL129W	genemark-NODE_15_length_229255_cov_12.734_ID_17634-processed-gene-0.21-mRNA-1_1&gene=genemark-NODE_15_length_229255_cov_12.734_ID_17634-processed-gene-0.21&CDS=1-531
2809	OG0002809	YOL132W	genemark-NODE_2_length_730450_cov_12.7368_ID_12397-processed-gene-1.133-mRNA-1_1&gene=genemark-NODE_2_length_730450_cov_12.7368_ID_12397-processed-gene-1.133&CDS=1-4326
2810	OG0002810	YOL133W	genemark-NODE_15_length_229255_cov_12.734_ID_17634-processed-gene-1.222-mRNA-1_1&gene=genemark-NODE_15_length_229255_cov_12.734_ID_17634-processed-gene-1.222&CDS=1-327
2811	OG0002811	YOL135C	genemark-NODE_15_length_229255_cov_12.734_ID_17634-processed-gene-1.197-mRNA-1_1&gene=genemark-NODE_15_length_229255_cov_12.734_ID_17634-processed-gene-1.197&CDS=1-633
2812	OG0002812	YOL137W	genemark-NODE_8_length_314679_cov_12.7556_ID_10232-processed-gene-1.125-mRNA-1_1&gene=genemark-NODE_8_length_314679_cov_12.7556_ID_10232-processed-gene-1.125&CDS=1-1473
2813	OG0002813	YOL138C	genemark-NODE_20_length_209557_cov_13.2788_ID_6668-processed-gene-0.5-mRNA-1_1&gene=genemark-NODE_20_length_209557_cov_13.2788_ID_6668-processed-gene-0.5&CDS=1-3606
2814	OG0002814	YOL140W	augustus_masked-NODE_3_length_599222_cov_12.9438_ID_5790-processed-gene-1.120-mRNA-1_1&gene=augustus_masked-NODE_3_length_599222_cov_12.9438_ID_5790-processed-gene-1.120&CDS=1-3111
2815	OG0002815	YOL141W	maker-NODE_22_length_173645_cov_13.0178_ID_11547-augustus-gene-0.88-mRNA-1_1&gene=maker-NODE_22_length_173645_cov_13.0178_ID_11547-augustus-gene-0.88&CDS=1-2613
2816	OG0002816	YOL143C	genemark-NODE_31_length_134740_cov_13.8432_ID_7969-processed-gene-0.185-mRNA-1_1&gene=genemark-NODE_31_length_134740_cov_13.8432_ID_7969-processed-gene-0.185&CDS=1-480
2817	OG0002817	YOL144W	genemark-NODE_86_length_7201_cov_13.8079_ID_23877-processed-gene-0.7-mRNA-1_1&gene=genemark-NODE_86_length_7201_cov_13.8079_ID_23877-processed-gene-0.7&CDS=1-1830
2818	OG0002818	YOL145C	genemark-NODE_59_length_34424_cov_15.0861_ID_9882-processed-gene-0.61-mRNA-1_1&gene=genemark-NODE_59_length_34424_cov_15.0861_ID_9882-processed-gene-0.61&CDS=1-3279
2819	OG0002819	YOL146W	genemark-NODE_59_length_34424_cov_15.0861_ID_9882-processed-gene-0.53-mRNA-1_1&gene=genemark-NODE_59_length_34424_cov_15.0861_ID_9882-processed-gene-0.53&CDS=1-513
2820	OG0002820	YOL147C	genemark-NODE_59_length_34424_cov_15.0861_ID_9882-processed-gene-0.54-mRNA-1_1&gene=genemark-NODE_59_length_34424_cov_15.0861_ID_9882-processed-gene-0.54&CDS=1-696
2821	OG0002821	YOL148C	genemark-NODE_30_length_140525_cov_12.5758_ID_13330-processed-gene-0.188-mRNA-1_1&gene=genemark-NODE_30_length_140525_cov_12.5758_ID_13330-processed-gene-0.188&CDS=1-2625
2822	OG0002822	YOL149W	genemark-NODE_30_length_140525_cov_12.5758_ID_13330-processed-gene-0.187-mRNA-1_1&gene=genemark-NODE_30_length_140525_cov_12.5758_ID_13330-processed-gene-0.187&CDS=1-534
2823	OG0002823	YOL152W	snap_masked-NODE_5_length_413661_cov_12.9644_ID_12948-processed-gene-3.174-mRNA-1_1&gene=snap_masked-NODE_5_length_413661_cov_12.9644_ID_12948-processed-gene-3.174&CDS=1-1686
2824	OG0002824	YOR001W	genemark-NODE_6_length_334944_cov_12.2087_ID_4781-processed-gene-1.142-mRNA-1_1&gene=genemark-NODE_6_length_334944_cov_12.2087_ID_4781-processed-gene-1.142&CDS=1-2301
2825	OG0002825	YOR002W	genemark-NODE_84_length_8308_cov_13.3926_ID_12884-processed-gene-0.4-mRNA-1_1&gene=genemark-NODE_84_length_8308_cov_13.3926_ID_12884-processed-gene-0.4&CDS=1-1533
2826	OG0002826	YOR004W	genemark-NODE_8_length_314679_cov_12.7556_ID_10232-processed-gene-0.82-mRNA-1_1&gene=genemark-NODE_8_length_314679_cov_12.7556_ID_10232-processed-gene-0.82&CDS=1-783
2827	OG0002827	YOR005C	genemark-NODE_2_length_730450_cov_12.7368_ID_12397-processed-gene-3.80-mRNA-1_1&gene=genemark-NODE_2_length_730450_cov_12.7368_ID_12397-processed-gene-3.80&CDS=1-2709
2828	OG0002828	YOR006C	genemark-NODE_2_length_730450_cov_12.7368_ID_12397-processed-gene-3.106-mRNA-1_1&gene=genemark-NODE_2_length_730450_cov_12.7368_ID_12397-processed-gene-3.106&CDS=1-957
2829	OG0002829	YOR014W	genemark-NODE_15_length_229255_cov_12.734_ID_17634-processed-gene-1.166-mRNA-1_1&gene=genemark-NODE_15_length_229255_cov_12.734_ID_17634-processed-gene-1.166&CDS=1-2259
2830	OG0002830	YOR017W	genemark-NODE_6_length_334944_cov_12.2087_ID_4781-processed-gene-1.144-mRNA-1_1&gene=genemark-NODE_6_length_334944_cov_12.2087_ID_4781-processed-gene-1.144&CDS=1-2061
2831	OG0002831	YOR018W	augustus_masked-NODE_27_length_144887_cov_13.6552_ID_10293-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-NODE_27_length_144887_cov_13.6552_ID_10293-processed-gene-0.85&CDS=1-3336
2832	OG0002832	YOR021C	genemark-NODE_44_length_67726_cov_12.4428_ID_6548-processed-gene-0.64-mRNA-1_1&gene=genemark-NODE_44_length_67726_cov_12.4428_ID_6548-processed-gene-0.64&CDS=1-609
2833	OG0002833	YOR022C	snap_masked-NODE_44_length_67726_cov_12.4428_ID_6548-processed-gene-0.17-mRNA-1_1&gene=snap_masked-NODE_44_length_67726_cov_12.4428_ID_6548-processed-gene-0.17&CDS=1-2283
2834	OG0002834	YOR023C	snap_masked-NODE_2_length_730450_cov_12.7368_ID_12397-processed-gene-3.15-mRNA-1_1&gene=snap_masked-NODE_2_length_730450_cov_12.7368_ID_12397-processed-gene-3.15&CDS=1-1230
2835	OG0002835	YOR025W	genemark-NODE_18_length_213741_cov_12.753_ID_10114-processed-gene-1.101-mRNA-1_1&gene=genemark-NODE_18_length_213741_cov_12.753_ID_10114-processed-gene-1.101&CDS=1-1350
2836	OG0002836	YOR026W	genemark-NODE_25_length_161012_cov_12.2977_ID_5900-processed-gene-0.53-mRNA-1_1&gene=genemark-NODE_25_length_161012_cov_12.2977_ID_5900-processed-gene-0.53&CDS=1-1026
2837	OG0002837	YOR032C	augustus_masked-NODE_16_length_225391_cov_12.2881_ID_10517-processed-gene-1.86-mRNA-1_1&gene=augustus_masked-NODE_16_length_225391_cov_12.2881_ID_10517-processed-gene-1.86&CDS=1-1017
2838	OG0002838	YOR035C	genemark-NODE_24_length_164848_cov_13.2072_ID_10893-processed-gene-0.198-mRNA-1_1&gene=genemark-NODE_24_length_164848_cov_13.2072_ID_10893-processed-gene-0.198&CDS=1-2352
2839	OG0002839	YOR036W	genemark-NODE_27_length_144887_cov_13.6552_ID_10293-processed-gene-0.208-mRNA-1_1&gene=genemark-NODE_27_length_144887_cov_13.6552_ID_10293-processed-gene-0.208&CDS=1-855
2840	OG0002840	YOR037W	genemark-NODE_27_length_144887_cov_13.6552_ID_10293-processed-gene-0.207-mRNA-1_1&gene=genemark-NODE_27_length_144887_cov_13.6552_ID_10293-processed-gene-0.207&CDS=1-1653
2841	OG0002841	YOR038C	genemark-NODE_27_length_144887_cov_13.6552_ID_10293-processed-gene-0.171-mRNA-1_1&gene=genemark-NODE_27_length_144887_cov_13.6552_ID_10293-processed-gene-0.171&CDS=1-2889
2842	OG0002842	YOR039W	genemark-NODE_27_length_144887_cov_13.6552_ID_10293-processed-gene-0.206-mRNA-1_1&gene=genemark-NODE_27_length_144887_cov_13.6552_ID_10293-processed-gene-0.206&CDS=1-732
2843	OG0002843	YOR046C	genemark-NODE_60_length_25990_cov_12.5682_ID_10083-processed-gene-0.24-mRNA-1_1&gene=genemark-NODE_60_length_25990_cov_12.5682_ID_10083-processed-gene-0.24&CDS=1-1503
2844	OG0002844	YOR048C	snap_masked-NODE_36_length_90081_cov_12.4905_ID_12360-processed-gene-0.113-mRNA-1_1&gene=snap_masked-NODE_36_length_90081_cov_12.4905_ID_12360-processed-gene-0.113&CDS=1-3015
2845	OG0002845	YOR049C	maker-NODE_15_length_229255_cov_12.734_ID_17634-augustus-gene-1.78-mRNA-1_1&gene=maker-NODE_15_length_229255_cov_12.734_ID_17634-augustus-gene-1.78&CDS=1-2829
2846	OG0002846	YOR051C	genemark-NODE_7_length_317128_cov_12.3964_ID_6211-processed-gene-2.80-mRNA-1_1&gene=genemark-NODE_7_length_317128_cov_12.3964_ID_6211-processed-gene-2.80&CDS=1-1203
2847	OG0002847	YOR052C	genemark-NODE_7_length_317128_cov_12.3964_ID_6211-processed-gene-2.109-mRNA-1_1&gene=genemark-NODE_7_length_317128_cov_12.3964_ID_6211-processed-gene-2.109&CDS=1-513
2848	OG0002848	YOR056C	genemark-NODE_45_length_65275_cov_13.5564_ID_11328-processed-gene-0.23-mRNA-1_1&gene=genemark-NODE_45_length_65275_cov_13.5564_ID_11328-processed-gene-0.23&CDS=1-1401
2849	OG0002849	YOR063W	augustus_masked-NODE_53_length_47227_cov_12.0601_ID_8136-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-NODE_53_length_47227_cov_12.0601_ID_8136-processed-gene-0.61&CDS=1-1848
2850	OG0002850	YOR064C	augustus_masked-NODE_188_length_420_cov_0.986301_ID_17313-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_188_length_420_cov_0.986301_ID_17313-processed-gene-0.1&CDS=1-417
2851	OG0002851	YOR067C	genemark-NODE_60_length_25990_cov_12.5682_ID_10083-processed-gene-0.21-mRNA-1_1&gene=genemark-NODE_60_length_25990_cov_12.5682_ID_10083-processed-gene-0.21&CDS=1-1740
2852	OG0002852	YOR069W	genemark-NODE_14_length_236535_cov_13.2068_ID_11582-processed-gene-1.213-mRNA-1_1&gene=genemark-NODE_14_length_236535_cov_13.2068_ID_11582-processed-gene-1.213&CDS=1-1992
2853	OG0002853	YOR070C	genemark-NODE_26_length_159190_cov_12.3925_ID_9832-processed-gene-0.228-mRNA-1_1&gene=genemark-NODE_26_length_159190_cov_12.3925_ID_9832-processed-gene-0.228&CDS=1-1758
2854	OG0002854	YOR073W	snap_masked-NODE_49_length_59667_cov_11.8515_ID_8696-processed-gene-0.41-mRNA-1_1&gene=snap_masked-NODE_49_length_59667_cov_11.8515_ID_8696-processed-gene-0.41&CDS=1-1248
2855	OG0002855	YOR074C	genemark-NODE_49_length_59667_cov_11.8515_ID_8696-processed-gene-0.69-mRNA-1_1&gene=genemark-NODE_49_length_59667_cov_11.8515_ID_8696-processed-gene-0.69&CDS=1-1071
2856	OG0002856	YOR075W	augustus_masked-NODE_4_length_415900_cov_12.7607_ID_11117-processed-gene-1.72-mRNA-1_1&gene=augustus_masked-NODE_4_length_415900_cov_12.7607_ID_11117-processed-gene-1.72&CDS=1-948
2857	OG0002857	YOR077W	genemark-NODE_9_length_305470_cov_12.6467_ID_19013-processed-gene-0.84-mRNA-1_1&gene=genemark-NODE_9_length_305470_cov_12.6467_ID_19013-processed-gene-0.84&CDS=1-693
2858	OG0002858	YOR080W	snap_masked-NODE_15_length_229255_cov_12.734_ID_17634-processed-gene-0.123-mRNA-1_1&gene=snap_masked-NODE_15_length_229255_cov_12.734_ID_17634-processed-gene-0.123&CDS=1-1929
2859	OG0002859	YOR081C	genemark-NODE_39_length_83989_cov_12.3709_ID_11766-processed-gene-0.11-mRNA-1_1&gene=genemark-NODE_39_length_83989_cov_12.3709_ID_11766-processed-gene-0.11&CDS=1-2649
2860	OG0002860	YOR084W	genemark-NODE_3_length_599222_cov_12.9438_ID_5790-processed-gene-4.258-mRNA-1_1&gene=genemark-NODE_3_length_599222_cov_12.9438_ID_5790-processed-gene-4.258&CDS=1-1179
2861	OG0002861	YOR085W	augustus_masked-NODE_14_length_236535_cov_13.2068_ID_11582-processed-gene-1.118-mRNA-1_1&gene=augustus_masked-NODE_14_length_236535_cov_13.2068_ID_11582-processed-gene-1.118&CDS=1-3195
2862	OG0002862	YOR086C	genemark-NODE_36_length_90081_cov_12.4905_ID_12360-processed-gene-0.42-mRNA-1_1&gene=genemark-NODE_36_length_90081_cov_12.4905_ID_12360-processed-gene-0.42&CDS=1-3639
2863	OG0002863	YOR087W	genemark-NODE_2_length_730450_cov_12.7368_ID_12397-processed-gene-5.137-mRNA-1_1&gene=genemark-NODE_2_length_730450_cov_12.7368_ID_12397-processed-gene-5.137&CDS=1-2070
2864	OG0002864	YOR089C	genemark-NODE_2_length_730450_cov_12.7368_ID_12397-processed-gene-2.136-mRNA-1_1&gene=genemark-NODE_2_length_730450_cov_12.7368_ID_12397-processed-gene-2.136&CDS=1-645
2865	OG0002865	YOR090C	snap_masked-NODE_2_length_730450_cov_12.7368_ID_12397-processed-gene-2.22-mRNA-1_1&gene=snap_masked-NODE_2_length_730450_cov_12.7368_ID_12397-processed-gene-2.22&CDS=1-1770
2866	OG0002866	YOR093C	genemark-NODE_50_length_57818_cov_13.3995_ID_17835-processed-gene-0.28-mRNA-1_1&gene=genemark-NODE_50_length_57818_cov_13.3995_ID_17835-processed-gene-0.28&CDS=1-4647
2867	OG0002867	YOR094W	augustus_masked-NODE_12_length_263429_cov_13.7089_ID_15300-processed-gene-1.137-mRNA-1_1&gene=augustus_masked-NODE_12_length_263429_cov_13.7089_ID_15300-processed-gene-1.137&CDS=1-525
2868	OG0002868	YOR095C	augustus_masked-NODE_12_length_263429_cov_13.7089_ID_15300-processed-gene-1.98-mRNA-1_1&gene=augustus_masked-NODE_12_length_263429_cov_13.7089_ID_15300-processed-gene-1.98&CDS=1-741
2869	OG0002869	YOR100C	genemark-NODE_16_length_225391_cov_12.2881_ID_10517-processed-gene-0.7-mRNA-1_1&gene=genemark-NODE_16_length_225391_cov_12.2881_ID_10517-processed-gene-0.7&CDS=1-846
2870	OG0002870	YOR103C	genemark-NODE_38_length_84095_cov_12.2823_ID_6850-processed-gene-0.94-mRNA-1_1&gene=genemark-NODE_38_length_84095_cov_12.2823_ID_6850-processed-gene-0.94&CDS=1-366
2871	OG0002871	YOR104W	genemark-NODE_1_length_754808_cov_12.3332_ID_9967-processed-gene-6.30-mRNA-1_1&gene=genemark-NODE_1_length_754808_cov_12.3332_ID_9967-processed-gene-6.30&CDS=1-543
2872	OG0002872	YOR107W	genemark-NODE_40_length_82457_cov_12.7413_ID_6993-processed-gene-0.97-mRNA-1_1&gene=genemark-NODE_40_length_82457_cov_12.7413_ID_6993-processed-gene-0.97&CDS=1-861
2873	OG0002873	YOR111W	genemark-NODE_20_length_209557_cov_13.2788_ID_6668-processed-gene-0.15-mRNA-1_1&gene=genemark-NODE_20_length_209557_cov_13.2788_ID_6668-processed-gene-0.15&CDS=1-618
2874	OG0002874	YOR112W	snap_masked-NODE_1_length_754808_cov_12.3332_ID_9967-processed-gene-1.21-mRNA-1_1&gene=snap_masked-NODE_1_length_754808_cov_12.3332_ID_9967-processed-gene-1.21&CDS=1-4359
