	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034667_Blastobotrys_serpentis
2900	OG0002900	YNR026C	maker-flattened_line_26-snap-gene-1.6-mRNA-1_1&gene=maker-flattened_line_26-snap-gene-1.6&CDS=1-1287
2901	OG0002901	YNR029C	snap_masked-flattened_line_2-processed-gene-3.76-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-3.76&CDS=1-1107
2902	OG0002902	YNR030W	snap_masked-flattened_line_2-processed-gene-3.73-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-3.73&CDS=1-1644
2903	OG0002903	YNR032C-A	maker-flattened_line_104-snap-gene-0.94-mRNA-1_1&gene=maker-flattened_line_104-snap-gene-0.94&CDS=1-210
2904	OG0002904	YNR032W	snap_masked-flattened_line_104-processed-gene-0.125-mRNA-1_1&gene=snap_masked-flattened_line_104-processed-gene-0.125&CDS=1-1020
2905	OG0002905	YNR033W	snap_masked-flattened_line_104-processed-gene-0.107-mRNA-1_1&gene=snap_masked-flattened_line_104-processed-gene-0.107&CDS=1-2106
2906	OG0002906	YNR034W	snap_masked-flattened_line_0-processed-gene-2.35-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.35&CDS=1-798
2907	OG0002907	YNR035C	snap_masked-flattened_line_104-processed-gene-0.103-mRNA-1_1&gene=snap_masked-flattened_line_104-processed-gene-0.103&CDS=1-963
2908	OG0002908	YNR036C	snap_masked-flattened_line_104-processed-gene-0.104-mRNA-1_1&gene=snap_masked-flattened_line_104-processed-gene-0.104&CDS=1-513
2909	OG0002909	YNR037C	maker-flattened_line_58-snap-gene-0.2-mRNA-1_1&gene=maker-flattened_line_58-snap-gene-0.2&CDS=1-267
2910	OG0002910	YNR038W	snap_masked-flattened_line_58-processed-gene-0.149-mRNA-1_1&gene=snap_masked-flattened_line_58-processed-gene-0.149&CDS=1-1704
2911	OG0002911	YNR039C	snap_masked-flattened_line_62-processed-gene-0.117-mRNA-1_1&gene=snap_masked-flattened_line_62-processed-gene-0.117&CDS=1-1572
2912	OG0002912	YNR041C	genemark-flattened_line_2-processed-gene-4.237-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-4.237&CDS=1-1095
2913	OG0002913	YNR042W	snap_masked-flattened_line_2-processed-gene-4.101-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-4.101&CDS=1-255
2914	OG0002914	YNR043W	snap_masked-flattened_line_2-processed-gene-4.106-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-4.106&CDS=1-1167
2915	OG0002915	YNR046W	snap_masked-flattened_line_4-processed-gene-0.129-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-0.129&CDS=1-399
2916	OG0002916	YNR050C	snap_masked-flattened_line_52-processed-gene-0.116-mRNA-1_1&gene=snap_masked-flattened_line_52-processed-gene-0.116&CDS=1-1344
2917	OG0002917	YNR052C	snap_masked-flattened_line_0-processed-gene-4.41-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-4.41&CDS=1-1158
2918	OG0002918	YNR053C	maker-flattened_line_46-snap-gene-1.114-mRNA-1_1&gene=maker-flattened_line_46-snap-gene-1.114&CDS=1-1491
2919	OG0002919	YNR054C	snap_masked-flattened_line_4-processed-gene-1.51-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-1.51&CDS=1-888
2920	OG0002920	YNR055C	snap_masked-flattened_line_6-processed-gene-2.58-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-2.58&CDS=1-1668
2921	OG0002921	YNR058W	snap_masked-flattened_line_6-processed-gene-3.20-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-3.20&CDS=1-2130
2922	OG0002922	YOL002C	snap_masked-flattened_line_44-processed-gene-1.15-mRNA-1_1&gene=snap_masked-flattened_line_44-processed-gene-1.15&CDS=1-939
2923	OG0002923	YOL003C	genemark-flattened_line_16-processed-gene-1.61-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-1.61&CDS=1-1092
2924	OG0002924	YOL004W	maker-flattened_line_38-snap-gene-0.139-mRNA-1_1&gene=maker-flattened_line_38-snap-gene-0.139&CDS=1-4851
2925	OG0002925	YOL005C	maker-flattened_line_38-snap-gene-0.141-mRNA-1_1&gene=maker-flattened_line_38-snap-gene-0.141&CDS=1-357
2926	OG0002926	YOL006C	snap_masked-flattened_line_38-processed-gene-0.118-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-0.118&CDS=1-2319
2927	OG0002927	YOL009C	snap_masked-flattened_line_66-processed-gene-0.52-mRNA-1_1&gene=snap_masked-flattened_line_66-processed-gene-0.52&CDS=1-1062
2928	OG0002928	YOL010W	genemark-flattened_line_140-processed-gene-0.18-mRNA-1_1&gene=genemark-flattened_line_140-processed-gene-0.18&CDS=1-753
2929	OG0002929	YOL012C	snap_masked-flattened_line_72-processed-gene-0.101-mRNA-1_1&gene=snap_masked-flattened_line_72-processed-gene-0.101&CDS=1-393
2930	OG0002930	YOL013C	snap_masked-flattened_line_72-processed-gene-0.129-mRNA-1_1&gene=snap_masked-flattened_line_72-processed-gene-0.129&CDS=1-1593
2931	OG0002931	YOL018C	snap_masked-flattened_line_28-processed-gene-1.184-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-1.184&CDS=1-1047
2932	OG0002932	YOL021C	snap_masked-flattened_line_80-processed-gene-0.22-mRNA-1_1&gene=snap_masked-flattened_line_80-processed-gene-0.22&CDS=1-2907
2933	OG0002933	YOL022C	maker-flattened_line_2-snap-gene-1.91-mRNA-1_1&gene=maker-flattened_line_2-snap-gene-1.91&CDS=1-1200
2934	OG0002934	YOL023W	snap_masked-flattened_line_2-processed-gene-1.30-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-1.30&CDS=1-2232
2935	OG0002935	YOL026C	snap_masked-flattened_line_4-processed-gene-0.138-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-0.138&CDS=1-261
2936	OG0002936	YOL030W	snap_masked-flattened_line_68-processed-gene-0.221-mRNA-1_1&gene=snap_masked-flattened_line_68-processed-gene-0.221&CDS=1-1350
2937	OG0002937	YOL031C	augustus_masked-flattened_line_58-processed-gene-0.232-mRNA-1_1&gene=augustus_masked-flattened_line_58-processed-gene-0.232&CDS=1-1038
2938	OG0002938	YOL032W	snap_masked-flattened_line_58-processed-gene-0.158-mRNA-1_1&gene=snap_masked-flattened_line_58-processed-gene-0.158&CDS=1-627
2939	OG0002939	YOL033W	snap_masked-flattened_line_40-processed-gene-1.86-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-1.86&CDS=1-1596
2940	OG0002940	YOL034W	snap_masked-flattened_line_40-processed-gene-1.114-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-1.114&CDS=1-3381
2941	OG0002941	YOL038W	maker-flattened_line_20-snap-gene-0.50-mRNA-1_1&gene=maker-flattened_line_20-snap-gene-0.50&CDS=1-756
2942	OG0002942	YOL040C	snap_masked-flattened_line_94-processed-gene-0.95-mRNA-1_1&gene=snap_masked-flattened_line_94-processed-gene-0.95&CDS=1-441
2943	OG0002943	YOL041C	snap_masked-flattened_line_16-processed-gene-1.244-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-1.244&CDS=1-1317
2944	OG0002944	YOL049W	snap_masked-flattened_line_14-processed-gene-1.86-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-1.86&CDS=1-1449
2945	OG0002945	YOL051W	snap_masked-flattened_line_0-processed-gene-5.150-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-5.150&CDS=1-3387
2946	OG0002946	YOL052C	snap_masked-flattened_line_4-processed-gene-3.182-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-3.182&CDS=1-1230
2947	OG0002947	YOL054W	genemark-flattened_line_70-processed-gene-0.164-mRNA-1_1&gene=genemark-flattened_line_70-processed-gene-0.164&CDS=1-1287
2948	OG0002948	YOL057W	snap_masked-flattened_line_16-processed-gene-1.292-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-1.292&CDS=1-2040
2949	OG0002949	YOL058W	snap_masked-flattened_line_90-processed-gene-0.44-mRNA-1_1&gene=snap_masked-flattened_line_90-processed-gene-0.44&CDS=1-1239
2950	OG0002950	YOL061W	snap_masked-flattened_line_18-processed-gene-1.117-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-1.117&CDS=1-1212
2951	OG0002951	YOL062C	snap_masked-flattened_line_58-processed-gene-0.141-mRNA-1_1&gene=snap_masked-flattened_line_58-processed-gene-0.141&CDS=1-1293
2952	OG0002952	YOL063C	snap_masked-flattened_line_42-processed-gene-0.112-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-0.112&CDS=1-2025
2953	OG0002953	YOL064C	snap_masked-flattened_line_0-processed-gene-0.68-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-0.68&CDS=1-1005
2954	OG0002954	YOL065C	snap_masked-flattened_line_86-processed-gene-0.32-mRNA-1_1&gene=snap_masked-flattened_line_86-processed-gene-0.32&CDS=1-1080
2955	OG0002955	YOL066C	maker-flattened_line_2-snap-gene-0.91-mRNA-1_1&gene=maker-flattened_line_2-snap-gene-0.91&CDS=1-1686
2956	OG0002956	YOL067C	snap_masked-flattened_line_2-processed-gene-0.34-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-0.34&CDS=1-1023
2957	OG0002957	YOL069W	snap_masked-flattened_line_44-processed-gene-1.35-mRNA-1_1&gene=snap_masked-flattened_line_44-processed-gene-1.35&CDS=1-1356
2958	OG0002958	YOL071W	snap_masked-flattened_line_2-processed-gene-0.17-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-0.17&CDS=1-456
2959	OG0002959	YOL072W	snap_masked-flattened_line_179-processed-gene-0.29-mRNA-1_1&gene=snap_masked-flattened_line_179-processed-gene-0.29&CDS=1-1359
2960	OG0002960	YOL073C	maker-flattened_line_12-snap-gene-2.202-mRNA-1_1&gene=maker-flattened_line_12-snap-gene-2.202&CDS=1-798
2961	OG0002961	YOL075C	augustus_masked-flattened_line_84-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-flattened_line_84-processed-gene-0.61&CDS=1-5454
2962	OG0002962	YOL076W	snap_masked-flattened_line_34-processed-gene-1.19-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-1.19&CDS=1-2388
2963	OG0002963	YOL077C	genemark-flattened_line_34-processed-gene-1.139-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-1.139&CDS=1-870
2964	OG0002964	YOL077W-A	maker-flattened_line_34-snap-gene-1.0-mRNA-1_1&gene=maker-flattened_line_34-snap-gene-1.0&CDS=1-219
2965	OG0002965	YOL078W	snap_masked-flattened_line_34-processed-gene-1.56-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-1.56&CDS=1-2442
2966	OG0002966	YOL080C	snap_masked-flattened_line_32-processed-gene-1.26-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-1.26&CDS=1-846
2967	OG0002967	YOL090W	snap_masked-flattened_line_64-processed-gene-0.26-mRNA-1_1&gene=snap_masked-flattened_line_64-processed-gene-0.26&CDS=1-2778
2968	OG0002968	YOL093W	snap_masked-flattened_line_30-processed-gene-1.145-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-1.145&CDS=1-1029
2969	OG0002969	YOL094C	genemark-flattened_line_30-processed-gene-1.221-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-1.221&CDS=1-1014
2970	OG0002970	YOL096C	snap_masked-flattened_line_130-processed-gene-0.40-mRNA-1_1&gene=snap_masked-flattened_line_130-processed-gene-0.40&CDS=1-825
2971	OG0002971	YOL097C	snap_masked-flattened_line_130-processed-gene-0.51-mRNA-1_1&gene=snap_masked-flattened_line_130-processed-gene-0.51&CDS=1-1287
2972	OG0002972	YOL098C	snap_masked-flattened_line_0-processed-gene-1.30-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-1.30&CDS=1-3090
2973	OG0002973	YOL102C	maker-flattened_line_98-snap-gene-0.146-mRNA-1_1&gene=maker-flattened_line_98-snap-gene-0.146&CDS=1-645
2974	OG0002974	YOL108C	maker-flattened_line_24-snap-gene-0.130-mRNA-1_1&gene=maker-flattened_line_24-snap-gene-0.130&CDS=1-486
2975	OG0002975	YOL111C	snap_masked-flattened_line_54-processed-gene-0.83-mRNA-1_1&gene=snap_masked-flattened_line_54-processed-gene-0.83&CDS=1-603
2976	OG0002976	YOL114C	genemark-flattened_line_28-processed-gene-1.118-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-1.118&CDS=1-552
2977	OG0002977	YOL122C	snap_masked-flattened_line_6-processed-gene-0.19-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-0.19&CDS=1-1578
2978	OG0002978	YOL123W	genemark-flattened_line_6-processed-gene-0.149-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-0.149&CDS=1-1629
2979	OG0002979	YOL124C	snap_masked-flattened_line_6-processed-gene-0.20-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-0.20&CDS=1-1290
2980	OG0002980	YOL125W	genemark-flattened_line_62-processed-gene-0.38-mRNA-1_1&gene=genemark-flattened_line_62-processed-gene-0.38&CDS=1-1254
2981	OG0002981	YOL127W	snap_masked-flattened_line_82-processed-gene-0.158-mRNA-1_1&gene=snap_masked-flattened_line_82-processed-gene-0.158&CDS=1-441
2982	OG0002982	YOL129W	maker-flattened_line_60-snap-gene-0.87-mRNA-1_1&gene=maker-flattened_line_60-snap-gene-0.87&CDS=1-522
2983	OG0002983	YOL132W	maker-flattened_line_20-snap-gene-1.177-mRNA-1_1&gene=maker-flattened_line_20-snap-gene-1.177&CDS=1-1449
2984	OG0002984	YOL133W	genemark-flattened_line_12-processed-gene-2.277-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-2.277&CDS=1-348
2985	OG0002985	YOL135C	snap_masked-flattened_line_12-processed-gene-2.67-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-2.67&CDS=1-708
2986	OG0002986	YOL138C	genemark-flattened_line_2-processed-gene-3.107-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-3.107&CDS=1-2934
2987	OG0002987	YOL139C	snap_masked-flattened_line_52-processed-gene-0.159-mRNA-1_1&gene=snap_masked-flattened_line_52-processed-gene-0.159&CDS=1-669
2988	OG0002988	YOL140W	snap_masked-flattened_line_52-processed-gene-0.156-mRNA-1_1&gene=snap_masked-flattened_line_52-processed-gene-0.156&CDS=1-1248
2989	OG0002989	YOL141W	snap_masked-flattened_line_28-processed-gene-1.217-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-1.217&CDS=1-2028
2990	OG0002990	YOL142W	snap_masked-flattened_line_28-processed-gene-1.218-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-1.218&CDS=1-684
2991	OG0002991	YOL143C	snap_masked-flattened_line_0-processed-gene-3.30-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-3.30&CDS=1-480
2992	OG0002992	YOL144W	snap_masked-flattened_line_0-processed-gene-3.6-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-3.6&CDS=1-1161
2993	OG0002993	YOL145C	snap_masked-flattened_line_0-processed-gene-3.29-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-3.29&CDS=1-3228
2994	OG0002994	YOL146W	maker-flattened_line_0-augustus-gene-3.101-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-3.101&CDS=1-546
2995	OG0002995	YOL147C	maker-flattened_line_110-snap-gene-0.127-mRNA-1_1&gene=maker-flattened_line_110-snap-gene-0.127&CDS=1-690
2996	OG0002996	YOL148C	snap_masked-flattened_line_110-processed-gene-0.105-mRNA-1_1&gene=snap_masked-flattened_line_110-processed-gene-0.105&CDS=1-1596
2997	OG0002997	YOL149W	snap_masked-flattened_line_28-processed-gene-1.170-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-1.170&CDS=1-477
2998	OG0002998	YOR001W	snap_masked-flattened_line_22-processed-gene-1.186-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-1.186&CDS=1-2532
2999	OG0002999	YOR002W	augustus_masked-flattened_line_0-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-0.23&CDS=1-1587
3000	OG0003000	YOR004W	maker-flattened_line_36-snap-gene-1.0-mRNA-1_1&gene=maker-flattened_line_36-snap-gene-1.0&CDS=1-945
3001	OG0003001	YOR005C	augustus_masked-flattened_line_20-processed-gene-1.138-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-1.138&CDS=1-2829
3002	OG0003002	YOR006C	genemark-flattened_line_20-processed-gene-1.248-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-1.248&CDS=1-735
3003	OG0003003	YOR007C	snap_masked-flattened_line_20-processed-gene-1.54-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-1.54&CDS=1-1053
3004	OG0003004	YOR008C	genemark-flattened_line_44-processed-gene-0.25-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.25&CDS=1-861
3005	OG0003005	YOR014W	genemark-flattened_line_0-processed-gene-5.228-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-5.228&CDS=1-1764
3006	OG0003006	YOR017W	snap_masked-flattened_line_68-processed-gene-0.185-mRNA-1_1&gene=snap_masked-flattened_line_68-processed-gene-0.185&CDS=1-1920
3007	OG0003007	YOR020C	genemark-flattened_line_32-processed-gene-1.165-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-1.165&CDS=1-309
3008	OG0003008	YOR021C	maker-flattened_line_34-snap-gene-1.2-mRNA-1_1&gene=maker-flattened_line_34-snap-gene-1.2&CDS=1-615
3009	OG0003009	YOR022C	snap_masked-flattened_line_34-processed-gene-1.63-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-1.63&CDS=1-1980
3010	OG0003010	YOR025W	snap_masked-flattened_line_208-processed-gene-0.10-mRNA-1_1&gene=snap_masked-flattened_line_208-processed-gene-0.10&CDS=1-1254
3011	OG0003011	YOR027W	snap_masked-flattened_line_36-processed-gene-0.12-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-0.12&CDS=1-1689
3012	OG0003012	YOR028C	snap_masked-flattened_line_52-processed-gene-0.184-mRNA-1_1&gene=snap_masked-flattened_line_52-processed-gene-0.184&CDS=1-909
3013	OG0003013	YOR032C	snap_masked-flattened_line_8-processed-gene-1.31-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-1.31&CDS=1-2676
3014	OG0003014	YOR036W	snap_masked-flattened_line_54-processed-gene-0.15-mRNA-1_1&gene=snap_masked-flattened_line_54-processed-gene-0.15&CDS=1-780
3015	OG0003015	YOR037W	snap_masked-flattened_line_62-processed-gene-0.100-mRNA-1_1&gene=snap_masked-flattened_line_62-processed-gene-0.100&CDS=1-1506
3016	OG0003016	YOR039W	snap_masked-flattened_line_62-processed-gene-0.142-mRNA-1_1&gene=snap_masked-flattened_line_62-processed-gene-0.142&CDS=1-699
3017	OG0003017	YOR043W	augustus_masked-flattened_line_104-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-flattened_line_104-processed-gene-0.28&CDS=1-1497
3018	OG0003018	YOR046C	snap_masked-flattened_line_108-processed-gene-0.99-mRNA-1_1&gene=snap_masked-flattened_line_108-processed-gene-0.99&CDS=1-1653
3019	OG0003019	YOR048C	snap_masked-flattened_line_80-processed-gene-0.61-mRNA-1_1&gene=snap_masked-flattened_line_80-processed-gene-0.61&CDS=1-3150
3020	OG0003020	YOR049C	snap_masked-flattened_line_6-processed-gene-2.71-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-2.71&CDS=1-1035
3021	OG0003021	YOR051C	snap_masked-flattened_line_161-processed-gene-0.12-mRNA-1_1&gene=snap_masked-flattened_line_161-processed-gene-0.12&CDS=1-1377
3022	OG0003022	YOR052C	genemark-flattened_line_161-processed-gene-0.31-mRNA-1_1&gene=genemark-flattened_line_161-processed-gene-0.31&CDS=1-492
3023	OG0003023	YOR056C	maker-flattened_line_98-augustus-gene-0.89-mRNA-1_1&gene=maker-flattened_line_98-augustus-gene-0.89&CDS=1-2061
3024	OG0003024	YOR057W	snap_masked-flattened_line_98-processed-gene-0.76-mRNA-1_1&gene=snap_masked-flattened_line_98-processed-gene-0.76&CDS=1-1278
3025	OG0003025	YOR058C	snap_masked-flattened_line_22-processed-gene-0.113-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-0.113&CDS=1-2028
3026	OG0003026	YOR059C	maker-flattened_line_56-snap-gene-0.259-mRNA-1_1&gene=maker-flattened_line_56-snap-gene-0.259&CDS=1-1248
3027	OG0003027	YOR063W	snap_masked-flattened_line_148-processed-gene-0.29-mRNA-1_1&gene=snap_masked-flattened_line_148-processed-gene-0.29&CDS=1-1164
3028	OG0003028	YOR065W	genemark-flattened_line_46-processed-gene-1.98-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-1.98&CDS=1-864
3029	OG0003029	YOR067C	genemark-flattened_line_46-processed-gene-1.99-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-1.99&CDS=1-1536
3030	OG0003030	YOR069W	snap_masked-flattened_line_46-processed-gene-1.141-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-1.141&CDS=1-1707
3031	OG0003031	YOR070C	snap_masked-flattened_line_66-processed-gene-0.37-mRNA-1_1&gene=snap_masked-flattened_line_66-processed-gene-0.37&CDS=1-1536
3032	OG0003032	YOR074C	snap_masked-flattened_line_152-processed-gene-0.28-mRNA-1_1&gene=snap_masked-flattened_line_152-processed-gene-0.28&CDS=1-912
3033	OG0003033	YOR075W	snap_masked-flattened_line_22-processed-gene-0.120-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-0.120&CDS=1-942
3034	OG0003034	YOR077W	snap_masked-flattened_line_38-processed-gene-0.134-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-0.134&CDS=1-852
3035	OG0003035	YOR079C	genemark-flattened_line_38-processed-gene-0.53-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-0.53&CDS=1-912
3036	OG0003036	YOR080W	snap_masked-flattened_line_50-processed-gene-0.37-mRNA-1_1&gene=snap_masked-flattened_line_50-processed-gene-0.37&CDS=1-1734
3037	OG0003037	YOR085W	snap_masked-flattened_line_80-processed-gene-0.65-mRNA-1_1&gene=snap_masked-flattened_line_80-processed-gene-0.65&CDS=1-966
3038	OG0003038	YOR087W	snap_masked-flattened_line_16-processed-gene-0.31-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-0.31&CDS=1-1953
3039	OG0003039	YOR089C	snap_masked-flattened_line_6-processed-gene-1.113-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-1.113&CDS=1-753
3040	OG0003040	YOR090C	snap_masked-flattened_line_6-processed-gene-1.143-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-1.143&CDS=1-1572
3041	OG0003041	YOR091W	snap_masked-flattened_line_6-processed-gene-1.118-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-1.118&CDS=1-978
3042	OG0003042	YOR093C	snap_masked-flattened_line_94-processed-gene-0.103-mRNA-1_1&gene=snap_masked-flattened_line_94-processed-gene-0.103&CDS=1-4575
3043	OG0003043	YOR094W	maker-flattened_line_68-snap-gene-0.166-mRNA-1_1&gene=maker-flattened_line_68-snap-gene-0.166&CDS=1-546
3044	OG0003044	YOR095C	snap_masked-flattened_line_68-processed-gene-0.183-mRNA-1_1&gene=snap_masked-flattened_line_68-processed-gene-0.183&CDS=1-732
3045	OG0003045	YOR099W	snap_masked-flattened_line_90-processed-gene-0.46-mRNA-1_1&gene=snap_masked-flattened_line_90-processed-gene-0.46&CDS=1-1254
3046	OG0003046	YOR100C	snap_masked-flattened_line_150-processed-gene-0.19-mRNA-1_1&gene=snap_masked-flattened_line_150-processed-gene-0.19&CDS=1-921
3047	OG0003047	YOR101W	snap_masked-flattened_line_146-processed-gene-0.66-mRNA-1_1&gene=snap_masked-flattened_line_146-processed-gene-0.66&CDS=1-672
3048	OG0003048	YOR103C	genemark-flattened_line_146-processed-gene-0.7-mRNA-1_1&gene=genemark-flattened_line_146-processed-gene-0.7&CDS=1-405
3049	OG0003049	YOR104W	genemark-flattened_line_54-processed-gene-0.235-mRNA-1_1&gene=genemark-flattened_line_54-processed-gene-0.235&CDS=1-654
3050	OG0003050	YOR111W	snap_masked-flattened_line_72-processed-gene-0.83-mRNA-1_1&gene=snap_masked-flattened_line_72-processed-gene-0.83&CDS=1-717
3051	OG0003051	YOR113W	genemark-flattened_line_46-processed-gene-0.42-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-0.42&CDS=1-2106
3052	OG0003052	YOR115C	snap_masked-flattened_line_146-processed-gene-0.53-mRNA-1_1&gene=snap_masked-flattened_line_146-processed-gene-0.53&CDS=1-540
3053	OG0003053	YOR116C	maker-flattened_line_62-snap-gene-0.10-mRNA-1_1&gene=maker-flattened_line_62-snap-gene-0.10&CDS=1-4314
3054	OG0003054	YOR117W	snap_masked-flattened_line_62-processed-gene-0.112-mRNA-1_1&gene=snap_masked-flattened_line_62-processed-gene-0.112&CDS=1-1311
3055	OG0003055	YOR118W	snap_masked-flattened_line_30-processed-gene-0.95-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-0.95&CDS=1-1737
3056	OG0003056	YOR119C	snap_masked-flattened_line_30-processed-gene-0.69-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-0.69&CDS=1-1359
3057	OG0003057	YOR122C	snap_masked-flattened_line_0-processed-gene-0.49-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-0.49&CDS=1-378
3058	OG0003058	YOR123C	snap_masked-flattened_line_16-processed-gene-1.258-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-1.258&CDS=1-1035
3059	OG0003059	YOR124C	maker-flattened_line_34-augustus-gene-0.85-mRNA-1_1&gene=maker-flattened_line_34-augustus-gene-0.85&CDS=1-3414
3060	OG0003060	YOR125C	snap_masked-flattened_line_28-processed-gene-1.192-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-1.192&CDS=1-585
3061	OG0003061	YOR126C	snap_masked-flattened_line_0-processed-gene-0.50-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-0.50&CDS=1-858
3062	OG0003062	YOR128C	snap_masked-flattened_line_150-processed-gene-0.5-mRNA-1_1&gene=snap_masked-flattened_line_150-processed-gene-0.5&CDS=1-1683
3063	OG0003063	YOR129C	snap_masked-flattened_line_0-processed-gene-0.53-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-0.53&CDS=1-1932
3064	OG0003064	YOR130C	genemark-flattened_line_16-processed-gene-1.47-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-1.47&CDS=1-840
3065	OG0003065	YOR131C	augustus_masked-flattened_line_40-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.66&CDS=1-666
3066	OG0003066	YOR132W	snap_masked-flattened_line_40-processed-gene-0.18-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-0.18&CDS=1-1593
3067	OG0003067	YOR134W	snap_masked-flattened_line_94-processed-gene-0.116-mRNA-1_1&gene=snap_masked-flattened_line_94-processed-gene-0.116&CDS=1-1749
3068	OG0003068	YOR136W	genemark-flattened_line_40-processed-gene-0.95-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-0.95&CDS=1-1098
