	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034665_Kodamaea_laetipori
10	OG0000010	YIL120W, YIL121W, YNL065W	augustus_masked-NODE_11_length_735830_cov_18.6001_ID_21-processed-gene-2.13-mRNA-1_1&gene=augustus_masked-NODE_11_length_735830_cov_18.6001_ID_21-processed-gene-2.13&CDS=1-1461, maker-NODE_12_length_529116_cov_17.7853_ID_23-snap-gene-3.151-mRNA-1_1&gene=maker-NODE_12_length_529116_cov_17.7853_ID_23-snap-gene-3.151&CDS=1-2946, snap_masked-NODE_15_length_337427_cov_17.7101_ID_29-processed-gene-1.95-mRNA-1_1&gene=snap_masked-NODE_15_length_337427_cov_17.7101_ID_29-processed-gene-1.95&CDS=1-1431, snap_masked-NODE_7_length_873225_cov_18.4267_ID_13-processed-gene-5.68-mRNA-1_1&gene=snap_masked-NODE_7_length_873225_cov_18.4267_ID_13-processed-gene-5.68&CDS=1-1479, snap_masked-NODE_7_length_873225_cov_18.4267_ID_13-processed-gene-7.114-mRNA-1_1&gene=snap_masked-NODE_7_length_873225_cov_18.4267_ID_13-processed-gene-7.114&CDS=1-1458, snap_masked-NODE_8_length_789900_cov_17.6408_ID_15-processed-gene-1.92-mRNA-1_1&gene=snap_masked-NODE_8_length_789900_cov_17.6408_ID_15-processed-gene-1.92&CDS=1-1395
11	OG0000011	YJR061W, YKL201C, YLR023C	augustus_masked-NODE_1_length_1927655_cov_18.0257_ID_1-processed-gene-13.16-mRNA-1_1&gene=augustus_masked-NODE_1_length_1927655_cov_18.0257_ID_1-processed-gene-13.16&CDS=1-3651, genemark-NODE_17_length_236945_cov_17.6332_ID_33-processed-gene-1.155-mRNA-1_1&gene=genemark-NODE_17_length_236945_cov_17.6332_ID_33-processed-gene-1.155&CDS=1-2739, maker-NODE_1_length_1927655_cov_18.0257_ID_1-augustus-gene-8.148-mRNA-1_1&gene=maker-NODE_1_length_1927655_cov_18.0257_ID_1-augustus-gene-8.148&CDS=1-2226, snap_masked-NODE_11_length_735830_cov_18.6001_ID_21-processed-gene-1.87-mRNA-1_1&gene=snap_masked-NODE_11_length_735830_cov_18.6001_ID_21-processed-gene-1.87&CDS=1-1176, snap_masked-NODE_4_length_967879_cov_18.588_ID_7-processed-gene-7.47-mRNA-1_1&gene=snap_masked-NODE_4_length_967879_cov_18.588_ID_7-processed-gene-7.47&CDS=1-2046, snap_masked-NODE_4_length_967879_cov_18.588_ID_7-processed-gene-7.70-mRNA-1_1&gene=snap_masked-NODE_4_length_967879_cov_18.588_ID_7-processed-gene-7.70&CDS=1-2475
12	OG0000012	YKL220C, YLL051C, YNR060W, YOR381W, YOR384W	augustus_masked-NODE_2_length_1366927_cov_17.7151_ID_3-processed-gene-7.57-mRNA-1_1&gene=augustus_masked-NODE_2_length_1366927_cov_17.7151_ID_3-processed-gene-7.57&CDS=1-2178, augustus_masked-NODE_8_length_789900_cov_17.6408_ID_15-processed-gene-3.40-mRNA-1_1&gene=augustus_masked-NODE_8_length_789900_cov_17.6408_ID_15-processed-gene-3.40&CDS=1-2163, snap_masked-NODE_17_length_236945_cov_17.6332_ID_33-processed-gene-0.57-mRNA-1_1&gene=snap_masked-NODE_17_length_236945_cov_17.6332_ID_33-processed-gene-0.57&CDS=1-2130, snap_masked-NODE_2_length_1366927_cov_17.7151_ID_3-processed-gene-7.96-mRNA-1_1&gene=snap_masked-NODE_2_length_1366927_cov_17.7151_ID_3-processed-gene-7.96&CDS=1-2031
13	OG0000013	YKR064W, YLR256W	genemark-NODE_1_length_1927655_cov_18.0257_ID_1-processed-gene-5.48-mRNA-1_1&gene=genemark-NODE_1_length_1927655_cov_18.0257_ID_1-processed-gene-5.48&CDS=1-3060, maker-NODE_8_length_789900_cov_17.6408_ID_15-snap-gene-4.127-mRNA-1_1&gene=maker-NODE_8_length_789900_cov_17.6408_ID_15-snap-gene-4.127&CDS=1-3432, snap_masked-NODE_12_length_529116_cov_17.7853_ID_23-processed-gene-4.109-mRNA-1_1&gene=snap_masked-NODE_12_length_529116_cov_17.7853_ID_23-processed-gene-4.109&CDS=1-3591, snap_masked-NODE_29_length_52169_cov_18.5031_ID_57-processed-gene-0.51-mRNA-1_1&gene=snap_masked-NODE_29_length_52169_cov_18.5031_ID_57-processed-gene-0.51&CDS=1-2709, snap_masked-NODE_3_length_1024479_cov_18.5586_ID_5-processed-gene-0.29-mRNA-1_1&gene=snap_masked-NODE_3_length_1024479_cov_18.5586_ID_5-processed-gene-0.29&CDS=1-2919, snap_masked-NODE_8_length_789900_cov_17.6408_ID_15-processed-gene-4.67-mRNA-1_1&gene=snap_masked-NODE_8_length_789900_cov_17.6408_ID_15-processed-gene-4.67&CDS=1-3351, snap_masked-NODE_9_length_763489_cov_17.7826_ID_17-processed-gene-6.45-mRNA-1_1&gene=snap_masked-NODE_9_length_763489_cov_17.7826_ID_17-processed-gene-6.45&CDS=1-2811
14	OG0000014	YNL125C	augustus_masked-NODE_15_length_337427_cov_17.7101_ID_29-processed-gene-1.94-mRNA-1_1&gene=augustus_masked-NODE_15_length_337427_cov_17.7101_ID_29-processed-gene-1.94&CDS=1-1434, genemark-NODE_11_length_735830_cov_18.6001_ID_21-processed-gene-4.19-mRNA-1_1&gene=genemark-NODE_11_length_735830_cov_18.6001_ID_21-processed-gene-4.19&CDS=1-1179, genemark-NODE_14_length_432038_cov_17.0463_ID_27-processed-gene-3.151-mRNA-1_1&gene=genemark-NODE_14_length_432038_cov_17.0463_ID_27-processed-gene-3.151&CDS=1-1509, snap_masked-NODE_10_length_745790_cov_19.0446_ID_19-processed-gene-1.46-mRNA-1_1&gene=snap_masked-NODE_10_length_745790_cov_19.0446_ID_19-processed-gene-1.46&CDS=1-1500, snap_masked-NODE_10_length_745790_cov_19.0446_ID_19-processed-gene-2.84-mRNA-1_1&gene=snap_masked-NODE_10_length_745790_cov_19.0446_ID_19-processed-gene-2.84&CDS=1-1614, snap_masked-NODE_16_length_274307_cov_20.0991_ID_31-processed-gene-1.74-mRNA-1_1&gene=snap_masked-NODE_16_length_274307_cov_20.0991_ID_31-processed-gene-1.74&CDS=1-1407, snap_masked-NODE_1_length_1927655_cov_18.0257_ID_1-processed-gene-7.24-mRNA-1_1&gene=snap_masked-NODE_1_length_1927655_cov_18.0257_ID_1-processed-gene-7.24&CDS=1-1482, snap_masked-NODE_1_length_1927655_cov_18.0257_ID_1-processed-gene-8.7-mRNA-1_1&gene=snap_masked-NODE_1_length_1927655_cov_18.0257_ID_1-processed-gene-8.7&CDS=1-1518
15	OG0000015	YGR281W	snap_masked-NODE_13_length_478275_cov_17.4341_ID_25-processed-gene-1.35-mRNA-1_1&gene=snap_masked-NODE_13_length_478275_cov_17.4341_ID_25-processed-gene-1.35&CDS=1-4170, snap_masked-NODE_1_length_1927655_cov_18.0257_ID_1-processed-gene-10.63-mRNA-1_1&gene=snap_masked-NODE_1_length_1927655_cov_18.0257_ID_1-processed-gene-10.63&CDS=1-4080, snap_masked-NODE_5_length_958524_cov_18.379_ID_9-processed-gene-4.16-mRNA-1_1&gene=snap_masked-NODE_5_length_958524_cov_18.379_ID_9-processed-gene-4.16&CDS=1-4812, snap_masked-NODE_5_length_958524_cov_18.379_ID_9-processed-gene-5.68-mRNA-1_1&gene=snap_masked-NODE_5_length_958524_cov_18.379_ID_9-processed-gene-5.68&CDS=1-4281, snap_masked-NODE_6_length_943101_cov_18.0616_ID_11-processed-gene-8.59-mRNA-1_1&gene=snap_masked-NODE_6_length_943101_cov_18.0616_ID_11-processed-gene-8.59&CDS=1-4215, snap_masked-NODE_7_length_873225_cov_18.4267_ID_13-processed-gene-0.10-mRNA-1_1&gene=snap_masked-NODE_7_length_873225_cov_18.4267_ID_13-processed-gene-0.10&CDS=1-4029, snap_masked-NODE_7_length_873225_cov_18.4267_ID_13-processed-gene-7.130-mRNA-1_1&gene=snap_masked-NODE_7_length_873225_cov_18.4267_ID_13-processed-gene-7.130&CDS=1-4155
16	OG0000016	YDR368W, YOR120W	snap_masked-NODE_10_length_745790_cov_19.0446_ID_19-processed-gene-2.72-mRNA-1_1&gene=snap_masked-NODE_10_length_745790_cov_19.0446_ID_19-processed-gene-2.72&CDS=1-876, snap_masked-NODE_1_length_1927655_cov_18.0257_ID_1-processed-gene-3.100-mRNA-1_1&gene=snap_masked-NODE_1_length_1927655_cov_18.0257_ID_1-processed-gene-3.100&CDS=1-882, snap_masked-NODE_2_length_1366927_cov_17.7151_ID_3-processed-gene-6.67-mRNA-1_1&gene=snap_masked-NODE_2_length_1366927_cov_17.7151_ID_3-processed-gene-6.67&CDS=1-870, snap_masked-NODE_5_length_958524_cov_18.379_ID_9-processed-gene-2.77-mRNA-1_1&gene=snap_masked-NODE_5_length_958524_cov_18.379_ID_9-processed-gene-2.77&CDS=1-879, snap_masked-NODE_8_length_789900_cov_17.6408_ID_15-processed-gene-6.27-mRNA-1_1&gene=snap_masked-NODE_8_length_789900_cov_17.6408_ID_15-processed-gene-6.27&CDS=1-873
17	OG0000017	YDR541C, YGL039W, YGL157W, YOL151W	snap_masked-NODE_26_length_97107_cov_21.5839_ID_51-processed-gene-0.68-mRNA-1_1&gene=snap_masked-NODE_26_length_97107_cov_21.5839_ID_51-processed-gene-0.68&CDS=1-999, snap_masked-NODE_5_length_958524_cov_18.379_ID_9-processed-gene-6.95-mRNA-1_1&gene=snap_masked-NODE_5_length_958524_cov_18.379_ID_9-processed-gene-6.95&CDS=1-954, snap_masked-NODE_6_length_943101_cov_18.0616_ID_11-processed-gene-8.27-mRNA-1_1&gene=snap_masked-NODE_6_length_943101_cov_18.0616_ID_11-processed-gene-8.27&CDS=1-969
18	OG0000018	YKL096W	augustus_masked-NODE_6_length_943101_cov_18.0616_ID_11-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-NODE_6_length_943101_cov_18.0616_ID_11-processed-gene-0.37&CDS=1-876, snap_masked-NODE_2_length_1366927_cov_17.7151_ID_3-processed-gene-0.59-mRNA-1_1&gene=snap_masked-NODE_2_length_1366927_cov_17.7151_ID_3-processed-gene-0.59&CDS=1-447, snap_masked-NODE_6_length_943101_cov_18.0616_ID_11-processed-gene-0.70-mRNA-1_1&gene=snap_masked-NODE_6_length_943101_cov_18.0616_ID_11-processed-gene-0.70&CDS=1-876, snap_masked-NODE_7_length_873225_cov_18.4267_ID_13-processed-gene-1.49-mRNA-1_1&gene=snap_masked-NODE_7_length_873225_cov_18.4267_ID_13-processed-gene-1.49&CDS=1-783, snap_masked-NODE_7_length_873225_cov_18.4267_ID_13-processed-gene-7.126-mRNA-1_1&gene=snap_masked-NODE_7_length_873225_cov_18.4267_ID_13-processed-gene-7.126&CDS=1-819, snap_masked-NODE_9_length_763489_cov_17.7826_ID_17-processed-gene-6.58-mRNA-1_1&gene=snap_masked-NODE_9_length_763489_cov_17.7826_ID_17-processed-gene-6.58&CDS=1-876
19	OG0000019	YMR006C, YMR008C, YNL012W, YOL011W	maker-NODE_10_length_745790_cov_19.0446_ID_19-augustus-gene-6.153-mRNA-1_1&gene=maker-NODE_10_length_745790_cov_19.0446_ID_19-augustus-gene-6.153&CDS=1-3864, snap_masked-NODE_2_length_1366927_cov_17.7151_ID_3-processed-gene-0.70-mRNA-1_1&gene=snap_masked-NODE_2_length_1366927_cov_17.7151_ID_3-processed-gene-0.70&CDS=1-1890, snap_masked-NODE_5_length_958524_cov_18.379_ID_9-processed-gene-2.89-mRNA-1_1&gene=snap_masked-NODE_5_length_958524_cov_18.379_ID_9-processed-gene-2.89&CDS=1-2163
20	OG0000020	YPL208W	augustus_masked-NODE_2_length_1366927_cov_17.7151_ID_3-processed-gene-1.46-mRNA-1_1&gene=augustus_masked-NODE_2_length_1366927_cov_17.7151_ID_3-processed-gene-1.46&CDS=1-2631, snap_masked-NODE_15_length_337427_cov_17.7101_ID_29-processed-gene-0.76-mRNA-1_1&gene=snap_masked-NODE_15_length_337427_cov_17.7101_ID_29-processed-gene-0.76&CDS=1-963, snap_masked-NODE_3_length_1024479_cov_18.5586_ID_5-processed-gene-5.67-mRNA-1_1&gene=snap_masked-NODE_3_length_1024479_cov_18.5586_ID_5-processed-gene-5.67&CDS=1-957, snap_masked-NODE_6_length_943101_cov_18.0616_ID_11-processed-gene-0.76-mRNA-1_1&gene=snap_masked-NODE_6_length_943101_cov_18.0616_ID_11-processed-gene-0.76&CDS=1-978, snap_masked-NODE_6_length_943101_cov_18.0616_ID_11-processed-gene-4.4-mRNA-1_1&gene=snap_masked-NODE_6_length_943101_cov_18.0616_ID_11-processed-gene-4.4&CDS=1-963, snap_masked-NODE_7_length_873225_cov_18.4267_ID_13-processed-gene-2.32-mRNA-1_1&gene=snap_masked-NODE_7_length_873225_cov_18.4267_ID_13-processed-gene-2.32&CDS=1-966
21	OG0000021	YBR019C, YHR210C, YNR071C	snap_masked-NODE_10_length_745790_cov_19.0446_ID_19-processed-gene-1.41-mRNA-1_1&gene=snap_masked-NODE_10_length_745790_cov_19.0446_ID_19-processed-gene-1.41&CDS=1-792, snap_masked-NODE_28_length_73821_cov_17.8765_ID_55-processed-gene-0.6-mRNA-1_1&gene=snap_masked-NODE_28_length_73821_cov_17.8765_ID_55-processed-gene-0.6&CDS=1-1848, snap_masked-NODE_6_length_943101_cov_18.0616_ID_11-processed-gene-4.1-mRNA-1_1&gene=snap_masked-NODE_6_length_943101_cov_18.0616_ID_11-processed-gene-4.1&CDS=1-1647
22	OG0000022	YBR067C, YDR542W, YER011W, YIL011W, YOR010C	snap_masked-NODE_2_length_1366927_cov_17.7151_ID_3-processed-gene-0.41-mRNA-1_1&gene=snap_masked-NODE_2_length_1366927_cov_17.7151_ID_3-processed-gene-0.41&CDS=1-696
23	OG0000023	YDR342C, YDR343C, YDR345C, YHR092C, YLR081W	snap_masked-NODE_2_length_1366927_cov_17.7151_ID_3-processed-gene-7.93-mRNA-1_1&gene=snap_masked-NODE_2_length_1366927_cov_17.7151_ID_3-processed-gene-7.93&CDS=1-1656
24	OG0000024	YKR039W	augustus_masked-NODE_8_length_789900_cov_17.6408_ID_15-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-NODE_8_length_789900_cov_17.6408_ID_15-processed-gene-0.90&CDS=1-1761, snap_masked-NODE_14_length_432038_cov_17.0463_ID_27-processed-gene-1.2-mRNA-1_1&gene=snap_masked-NODE_14_length_432038_cov_17.0463_ID_27-processed-gene-1.2&CDS=1-1755, snap_masked-NODE_1_length_1927655_cov_18.0257_ID_1-processed-gene-10.73-mRNA-1_1&gene=snap_masked-NODE_1_length_1927655_cov_18.0257_ID_1-processed-gene-10.73&CDS=1-1776, snap_masked-NODE_26_length_97107_cov_21.5839_ID_51-processed-gene-0.63-mRNA-1_1&gene=snap_masked-NODE_26_length_97107_cov_21.5839_ID_51-processed-gene-0.63&CDS=1-1761, snap_masked-NODE_3_length_1024479_cov_18.5586_ID_5-processed-gene-6.68-mRNA-1_1&gene=snap_masked-NODE_3_length_1024479_cov_18.5586_ID_5-processed-gene-6.68&CDS=1-1761
25	OG0000025	YLL005C, YMR266W, YOL084W	snap_masked-NODE_17_length_236945_cov_17.6332_ID_33-processed-gene-0.43-mRNA-1_1&gene=snap_masked-NODE_17_length_236945_cov_17.6332_ID_33-processed-gene-0.43&CDS=1-2664, snap_masked-NODE_5_length_958524_cov_18.379_ID_9-processed-gene-1.65-mRNA-1_1&gene=snap_masked-NODE_5_length_958524_cov_18.379_ID_9-processed-gene-1.65&CDS=1-2604, snap_masked-NODE_5_length_958524_cov_18.379_ID_9-processed-gene-8.83-mRNA-1_1&gene=snap_masked-NODE_5_length_958524_cov_18.379_ID_9-processed-gene-8.83&CDS=1-2613
26	OG0000026	Q0045, Q0060, Q0065, Q0070	maker-NODE_31_length_34522_cov_1713.79_ID_61-snap-gene-0.1-mRNA-1_1&gene=maker-NODE_31_length_34522_cov_1713.79_ID_61-snap-gene-0.1&CDS=1-1524, maker-NODE_31_length_34522_cov_1713.79_ID_61-snap-gene-0.5-mRNA-1_1&gene=maker-NODE_31_length_34522_cov_1713.79_ID_61-snap-gene-0.5&CDS=1-339
27	OG0000027	YBL017C, YIL173W, YJL222W, YNR065C	snap_masked-NODE_17_length_236945_cov_17.6332_ID_33-processed-gene-1.83-mRNA-1_1&gene=snap_masked-NODE_17_length_236945_cov_17.6332_ID_33-processed-gene-1.83&CDS=1-4716
28	OG0000028	YBL068W-A, YBL069W, YER101C, YMR152W	snap_masked-NODE_3_length_1024479_cov_18.5586_ID_5-processed-gene-1.13-mRNA-1_1&gene=snap_masked-NODE_3_length_1024479_cov_18.5586_ID_5-processed-gene-1.13&CDS=1-2400
29	OG0000029	YBL089W, YER119C, YIL088C	augustus_masked-NODE_9_length_763489_cov_17.7826_ID_17-processed-gene-1.79-mRNA-1_1&gene=augustus_masked-NODE_9_length_763489_cov_17.7826_ID_17-processed-gene-1.79&CDS=1-1284, snap_masked-NODE_8_length_789900_cov_17.6408_ID_15-processed-gene-6.31-mRNA-1_1&gene=snap_masked-NODE_8_length_789900_cov_17.6408_ID_15-processed-gene-6.31&CDS=1-1413
30	OG0000030	YBR290W, YIL124W	maker-NODE_5_length_958524_cov_18.379_ID_9-augustus-gene-1.0-mRNA-1_1&gene=maker-NODE_5_length_958524_cov_18.379_ID_9-augustus-gene-1.0&CDS=1-1989, snap_masked-NODE_1_length_1927655_cov_18.0257_ID_1-processed-gene-7.40-mRNA-1_1&gene=snap_masked-NODE_1_length_1927655_cov_18.0257_ID_1-processed-gene-7.40&CDS=1-876, snap_masked-NODE_2_length_1366927_cov_17.7151_ID_3-processed-gene-3.3-mRNA-1_1&gene=snap_masked-NODE_2_length_1366927_cov_17.7151_ID_3-processed-gene-3.3&CDS=1-840
31	OG0000031	YBR297W, YFL052W, YGR288W, YPR196W	snap_masked-NODE_7_length_873225_cov_18.4267_ID_13-processed-gene-7.125-mRNA-1_1&gene=snap_masked-NODE_7_length_873225_cov_18.4267_ID_13-processed-gene-7.125&CDS=1-2262
32	OG0000032	YBR298C, YDL247W, YGR289C, YJR160C	snap_masked-NODE_1_length_1927655_cov_18.0257_ID_1-processed-gene-2.112-mRNA-1_1&gene=snap_masked-NODE_1_length_1927655_cov_18.0257_ID_1-processed-gene-2.112&CDS=1-1746
33	OG0000033	YCL024W, YDR507C, YKL101W	maker-NODE_18_length_186838_cov_20.1711_ID_35-snap-gene-0.236-mRNA-1_1&gene=maker-NODE_18_length_186838_cov_20.1711_ID_35-snap-gene-0.236&CDS=1-4908, snap_masked-NODE_1_length_1927655_cov_18.0257_ID_1-processed-gene-10.70-mRNA-1_1&gene=snap_masked-NODE_1_length_1927655_cov_18.0257_ID_1-processed-gene-10.70&CDS=1-4335
34	OG0000034	YCR023C	genemark-NODE_7_length_873225_cov_18.4267_ID_13-processed-gene-3.25-mRNA-1_1&gene=genemark-NODE_7_length_873225_cov_18.4267_ID_13-processed-gene-3.25&CDS=1-1596, snap_masked-NODE_1_length_1927655_cov_18.0257_ID_1-processed-gene-15.24-mRNA-1_1&gene=snap_masked-NODE_1_length_1927655_cov_18.0257_ID_1-processed-gene-15.24&CDS=1-1533, snap_masked-NODE_1_length_1927655_cov_18.0257_ID_1-processed-gene-8.11-mRNA-1_1&gene=snap_masked-NODE_1_length_1927655_cov_18.0257_ID_1-processed-gene-8.11&CDS=1-1587, snap_masked-NODE_24_length_108921_cov_21.3027_ID_47-processed-gene-0.134-mRNA-1_1&gene=snap_masked-NODE_24_length_108921_cov_21.3027_ID_47-processed-gene-0.134&CDS=1-1551
35	OG0000035	YCR037C, YJL198W, YNR013C	snap_masked-NODE_3_length_1024479_cov_18.5586_ID_5-processed-gene-5.61-mRNA-1_1&gene=snap_masked-NODE_3_length_1024479_cov_18.5586_ID_5-processed-gene-5.61&CDS=1-2799, snap_masked-NODE_7_length_873225_cov_18.4267_ID_13-processed-gene-0.20-mRNA-1_1&gene=snap_masked-NODE_7_length_873225_cov_18.4267_ID_13-processed-gene-0.20&CDS=1-2526
36	OG0000036	YCR102C, YLR460C, YNL134C	snap_masked-NODE_11_length_735830_cov_18.6001_ID_21-processed-gene-6.131-mRNA-1_1&gene=snap_masked-NODE_11_length_735830_cov_18.6001_ID_21-processed-gene-6.131&CDS=1-1110, snap_masked-NODE_19_length_182818_cov_20.1861_ID_37-processed-gene-0.190-mRNA-1_1&gene=snap_masked-NODE_19_length_182818_cov_20.1861_ID_37-processed-gene-0.190&CDS=1-1113
37	OG0000037	YDL244W, YFL058W, YJR156C, YNL332W	snap_masked-NODE_2_length_1366927_cov_17.7151_ID_3-processed-gene-1.6-mRNA-1_1&gene=snap_masked-NODE_2_length_1366927_cov_17.7151_ID_3-processed-gene-1.6&CDS=1-1011
38	OG0000038	YDR038C, YDR039C, YDR040C	genemark-NODE_28_length_73821_cov_17.8765_ID_55-processed-gene-0.80-mRNA-1_1&gene=genemark-NODE_28_length_73821_cov_17.8765_ID_55-processed-gene-0.80&CDS=1-4224, snap_masked-NODE_1_length_1927655_cov_18.0257_ID_1-processed-gene-17.58-mRNA-1_1&gene=snap_masked-NODE_1_length_1927655_cov_18.0257_ID_1-processed-gene-17.58&CDS=1-3276
39	OG0000039	YDR326C, YFL042C, YHR080C	snap_masked-NODE_7_length_873225_cov_18.4267_ID_13-processed-gene-3.80-mRNA-1_1&gene=snap_masked-NODE_7_length_873225_cov_18.4267_ID_13-processed-gene-3.80&CDS=1-3288, snap_masked-NODE_9_length_763489_cov_17.7826_ID_17-processed-gene-1.25-mRNA-1_1&gene=snap_masked-NODE_9_length_763489_cov_17.7826_ID_17-processed-gene-1.25&CDS=1-2346
40	OG0000040	YDR533C, YMR322C, YOR391C, YPL280W	snap_masked-NODE_6_length_943101_cov_18.0616_ID_11-processed-gene-3.88-mRNA-1_1&gene=snap_masked-NODE_6_length_943101_cov_18.0616_ID_11-processed-gene-3.88&CDS=1-702
41	OG0000041	YER075C, YOR208W	augustus_masked-NODE_5_length_958524_cov_18.379_ID_9-processed-gene-7.4-mRNA-1_1&gene=augustus_masked-NODE_5_length_958524_cov_18.379_ID_9-processed-gene-7.4&CDS=1-297, augustus_masked-NODE_9_length_763489_cov_17.7826_ID_17-processed-gene-4.123-mRNA-1_1&gene=augustus_masked-NODE_9_length_763489_cov_17.7826_ID_17-processed-gene-4.123&CDS=1-2409, genemark-NODE_17_length_236945_cov_17.6332_ID_33-processed-gene-0.96-mRNA-1_1&gene=genemark-NODE_17_length_236945_cov_17.6332_ID_33-processed-gene-0.96&CDS=1-2073
42	OG0000042	YGR067C, YNL027W	augustus_masked-NODE_11_length_735830_cov_18.6001_ID_21-processed-gene-5.120-mRNA-1_1&gene=augustus_masked-NODE_11_length_735830_cov_18.6001_ID_21-processed-gene-5.120&CDS=1-390, snap_masked-NODE_14_length_432038_cov_17.0463_ID_27-processed-gene-2.8-mRNA-1_1&gene=snap_masked-NODE_14_length_432038_cov_17.0463_ID_27-processed-gene-2.8&CDS=1-1872, snap_masked-NODE_16_length_274307_cov_20.0991_ID_31-processed-gene-1.43-mRNA-1_1&gene=snap_masked-NODE_16_length_274307_cov_20.0991_ID_31-processed-gene-1.43&CDS=1-894
43	OG0000043	YGR087C, YLR044C, YLR134W	snap_masked-NODE_17_length_236945_cov_17.6332_ID_33-processed-gene-1.113-mRNA-1_1&gene=snap_masked-NODE_17_length_236945_cov_17.6332_ID_33-processed-gene-1.113&CDS=1-1689, snap_masked-NODE_2_length_1366927_cov_17.7151_ID_3-processed-gene-12.187-mRNA-1_1&gene=snap_masked-NODE_2_length_1366927_cov_17.7151_ID_3-processed-gene-12.187&CDS=1-1788
44	OG0000044	YGR109W-A, YGR109W-B, YIL082W, YIL082W-A	augustus_masked-NODE_5_length_958524_cov_18.379_ID_9-processed-gene-8.57-mRNA-1_1&gene=augustus_masked-NODE_5_length_958524_cov_18.379_ID_9-processed-gene-8.57&CDS=1-1905
45	OG0000045	YGR197C, YJR015W	snap_masked-NODE_3_length_1024479_cov_18.5586_ID_5-processed-gene-5.50-mRNA-1_1&gene=snap_masked-NODE_3_length_1024479_cov_18.5586_ID_5-processed-gene-5.50&CDS=1-1365, snap_masked-NODE_5_length_958524_cov_18.379_ID_9-processed-gene-7.83-mRNA-1_1&gene=snap_masked-NODE_5_length_958524_cov_18.379_ID_9-processed-gene-7.83&CDS=1-1359, snap_masked-NODE_9_length_763489_cov_17.7826_ID_17-processed-gene-4.11-mRNA-1_1&gene=snap_masked-NODE_9_length_763489_cov_17.7826_ID_17-processed-gene-4.11&CDS=1-1329
46	OG0000046	YJR019C	augustus_masked-NODE_4_length_967879_cov_18.588_ID_7-processed-gene-6.69-mRNA-1_1&gene=augustus_masked-NODE_4_length_967879_cov_18.588_ID_7-processed-gene-6.69&CDS=1-990, maker-NODE_10_length_745790_cov_19.0446_ID_19-snap-gene-1.115-mRNA-1_1&gene=maker-NODE_10_length_745790_cov_19.0446_ID_19-snap-gene-1.115&CDS=1-2799, snap_masked-NODE_1_length_1927655_cov_18.0257_ID_1-processed-gene-0.45-mRNA-1_1&gene=snap_masked-NODE_1_length_1927655_cov_18.0257_ID_1-processed-gene-0.45&CDS=1-888, snap_masked-NODE_1_length_1927655_cov_18.0257_ID_1-processed-gene-10.96-mRNA-1_1&gene=snap_masked-NODE_1_length_1927655_cov_18.0257_ID_1-processed-gene-10.96&CDS=1-999
47	OG0000047	YKL128C	snap_masked-NODE_1_length_1927655_cov_18.0257_ID_1-processed-gene-14.9-mRNA-1_1&gene=snap_masked-NODE_1_length_1927655_cov_18.0257_ID_1-processed-gene-14.9&CDS=1-978, snap_masked-NODE_1_length_1927655_cov_18.0257_ID_1-processed-gene-4.105-mRNA-1_1&gene=snap_masked-NODE_1_length_1927655_cov_18.0257_ID_1-processed-gene-4.105&CDS=1-915, snap_masked-NODE_5_length_958524_cov_18.379_ID_9-processed-gene-2.88-mRNA-1_1&gene=snap_masked-NODE_5_length_958524_cov_18.379_ID_9-processed-gene-2.88&CDS=1-1005, snap_masked-NODE_6_length_943101_cov_18.0616_ID_11-processed-gene-1.67-mRNA-1_1&gene=snap_masked-NODE_6_length_943101_cov_18.0616_ID_11-processed-gene-1.67&CDS=1-915
48	OG0000048	YLL015W	snap_masked-NODE_16_length_274307_cov_20.0991_ID_31-processed-gene-0.20-mRNA-1_1&gene=snap_masked-NODE_16_length_274307_cov_20.0991_ID_31-processed-gene-0.20&CDS=1-4647, snap_masked-NODE_4_length_967879_cov_18.588_ID_7-processed-gene-2.49-mRNA-1_1&gene=snap_masked-NODE_4_length_967879_cov_18.588_ID_7-processed-gene-2.49&CDS=1-3969, snap_masked-NODE_5_length_958524_cov_18.379_ID_9-processed-gene-2.103-mRNA-1_1&gene=snap_masked-NODE_5_length_958524_cov_18.379_ID_9-processed-gene-2.103&CDS=1-4806, snap_masked-NODE_8_length_789900_cov_17.6408_ID_15-processed-gene-3.96-mRNA-1_1&gene=snap_masked-NODE_8_length_789900_cov_17.6408_ID_15-processed-gene-3.96&CDS=1-4662
