	OrthologID	Kazachstania_naganishii	Saccharomyces_cerevisiae
2995	OG0002995	augustus_masked-HE978321-processed-gene-3.13-mRNA-1_1&gene=augustus_masked-HE978321-processed-gene-3.13&CDS=1-918	YCR015C
2996	OG0002996	genemark-HE978321-processed-gene-3.82-mRNA-1_1&gene=genemark-HE978321-processed-gene-3.82&CDS=1-2112	YEL011W
2997	OG0002997	genemark-HE978321-processed-gene-3.83-mRNA-1_1&gene=genemark-HE978321-processed-gene-3.83&CDS=1-630	YEL012W
2998	OG0002998	genemark-HE978321-processed-gene-3.63-mRNA-1_1&gene=genemark-HE978321-processed-gene-3.63&CDS=1-804	YNL032W
2999	OG0002999	augustus_masked-HE978321-processed-gene-3.18-mRNA-1_1&gene=augustus_masked-HE978321-processed-gene-3.18&CDS=1-1269	YML005W
3000	OG0003000	genemark-HE978321-processed-gene-3.66-mRNA-1_1&gene=genemark-HE978321-processed-gene-3.66&CDS=1-1854	YNL027W
3001	OG0003001	augustus_masked-HE978321-processed-gene-3.20-mRNA-1_1&gene=augustus_masked-HE978321-processed-gene-3.20&CDS=1-1368	YNL026W
3002	OG0003002	genemark-HE978321-processed-gene-3.86-mRNA-1_1&gene=genemark-HE978321-processed-gene-3.86&CDS=1-1074	YIL083C
3003	OG0003003	genemark-HE978321-processed-gene-3.87-mRNA-1_1&gene=genemark-HE978321-processed-gene-3.87&CDS=1-1113	YNL025C
3004	OG0003004	genemark-HE978321-processed-gene-3.88-mRNA-1_1&gene=genemark-HE978321-processed-gene-3.88&CDS=1-747	YNL024C
3005	OG0003005	maker-HE978321-augustus-gene-3.3-mRNA-1_1&gene=maker-HE978321-augustus-gene-3.3&CDS=1-2574	YNL022C
3006	OG0003006	genemark-HE978321-processed-gene-3.68-mRNA-1_1&gene=genemark-HE978321-processed-gene-3.68&CDS=1-2079	YNL021W
3007	OG0003007	augustus_masked-HE978321-processed-gene-3.22-mRNA-1_1&gene=augustus_masked-HE978321-processed-gene-3.22&CDS=1-4443	YNL035C
3008	OG0003008	snap_masked-HE978321-processed-gene-3.120-mRNA-1_1&gene=snap_masked-HE978321-processed-gene-3.120&CDS=1-612	YNL038W
3009	OG0003009	augustus_masked-HE978321-processed-gene-3.42-mRNA-1_1&gene=augustus_masked-HE978321-processed-gene-3.42&CDS=1-1557	YIL099W
3010	OG0003010	genemark-HE978321-processed-gene-3.73-mRNA-1_1&gene=genemark-HE978321-processed-gene-3.73&CDS=1-1935	YIL101C
3011	OG0003011	genemark-HE978321-processed-gene-3.74-mRNA-1_1&gene=genemark-HE978321-processed-gene-3.74&CDS=1-2454	YNL041C
3012	OG0003012	genemark-HE978321-processed-gene-3.94-mRNA-1_1&gene=genemark-HE978321-processed-gene-3.94&CDS=1-1272	YIL103W
3013	OG0003013	genemark-HE978321-processed-gene-3.75-mRNA-1_1&gene=genemark-HE978321-processed-gene-3.75&CDS=1-978	YGR046W
3014	OG0003014	augustus_masked-HE978321-processed-gene-3.44-mRNA-1_1&gene=augustus_masked-HE978321-processed-gene-3.44&CDS=1-930	YNL042W
3015	OG0003015	augustus_masked-HE978321-processed-gene-3.45-mRNA-1_1&gene=augustus_masked-HE978321-processed-gene-3.45&CDS=1-489	YNL044W
3016	OG0003016	augustus_masked-HE978321-processed-gene-3.46-mRNA-1_1&gene=augustus_masked-HE978321-processed-gene-3.46&CDS=1-1938	YNL045W
3017	OG0003017	genemark-HE978321-processed-gene-4.49-mRNA-1_1&gene=genemark-HE978321-processed-gene-4.49&CDS=1-1599	YNL048W
3018	OG0003018	augustus_masked-HE978321-processed-gene-4.97-mRNA-1_1&gene=augustus_masked-HE978321-processed-gene-4.97&CDS=1-1332	YNL051W
3019	OG0003019	genemark-HE978321-processed-gene-4.51-mRNA-1_1&gene=genemark-HE978321-processed-gene-4.51&CDS=1-618	YKL144C
3020	OG0003020	genemark-HE978321-processed-gene-4.48-mRNA-1_1&gene=genemark-HE978321-processed-gene-4.48&CDS=1-1464	YKL143W
3021	OG0003021	genemark-HE978321-processed-gene-4.52-mRNA-1_1&gene=genemark-HE978321-processed-gene-4.52&CDS=1-1920	YKL148C
3022	OG0003022	augustus_masked-HE978321-processed-gene-4.122-mRNA-1_1&gene=augustus_masked-HE978321-processed-gene-4.122&CDS=1-1275	YJL044C
3023	OG0003023	genemark-HE978321-processed-gene-4.53-mRNA-1_1&gene=genemark-HE978321-processed-gene-4.53&CDS=1-4419	YJL042W
3024	OG0003024	genemark-HE978321-processed-gene-4.54-mRNA-1_1&gene=genemark-HE978321-processed-gene-4.54&CDS=1-2517	YJL041W
3025	OG0003025	genemark-HE978321-processed-gene-4.55-mRNA-1_1&gene=genemark-HE978321-processed-gene-4.55&CDS=1-1431	YKL145W
3026	OG0003026	snap_masked-HE978321-processed-gene-4.11-mRNA-1_1&gene=snap_masked-HE978321-processed-gene-4.11&CDS=1-2613	YLR001C
3027	OG0003027	genemark-HE978321-processed-gene-4.75-mRNA-1_1&gene=genemark-HE978321-processed-gene-4.75&CDS=1-2307	YLL001W
3028	OG0003028	genemark-HE978321-processed-gene-4.57-mRNA-1_1&gene=genemark-HE978321-processed-gene-4.57&CDS=1-1929	YKL146W
3029	OG0003029	genemark-HE978321-processed-gene-4.76-mRNA-1_1&gene=genemark-HE978321-processed-gene-4.76&CDS=1-645	YKL142W
3030	OG0003030	genemark-HE978321-processed-gene-4.60-mRNA-1_1&gene=genemark-HE978321-processed-gene-4.60&CDS=1-1872	YJR002W
3031	OG0003031	snap_masked-HE978321-processed-gene-4.32-mRNA-1_1&gene=snap_masked-HE978321-processed-gene-4.32&CDS=1-1674	YJR004C
3032	OG0003032	genemark-HE978321-processed-gene-4.62-mRNA-1_1&gene=genemark-HE978321-processed-gene-4.62&CDS=1-2091	YJR005W
3033	OG0003033	genemark-HE978321-processed-gene-4.78-mRNA-1_1&gene=genemark-HE978321-processed-gene-4.78&CDS=1-1641	YLR004C
3034	OG0003034	genemark-HE978321-processed-gene-4.63-mRNA-1_1&gene=genemark-HE978321-processed-gene-4.63&CDS=1-957	YLR007W
3035	OG0003035	genemark-HE978321-processed-gene-4.79-mRNA-1_1&gene=genemark-HE978321-processed-gene-4.79&CDS=1-525	YLR008C
3036	OG0003036	genemark-HE978321-processed-gene-4.64-mRNA-1_1&gene=genemark-HE978321-processed-gene-4.64&CDS=1-597	YLR009W
3037	OG0003037	snap_masked-HE978321-processed-gene-4.36-mRNA-1_1&gene=snap_masked-HE978321-processed-gene-4.36&CDS=1-648	YJL001W
3038	OG0003038	augustus_masked-HE978321-processed-gene-4.129-mRNA-1_1&gene=augustus_masked-HE978321-processed-gene-4.129&CDS=1-2772	YLL003W
3039	OG0003039	genemark-HE978321-processed-gene-4.65-mRNA-1_1&gene=genemark-HE978321-processed-gene-4.65&CDS=1-1416	YJL002C
3040	OG0003040	genemark-HE978321-processed-gene-4.83-mRNA-1_1&gene=genemark-HE978321-processed-gene-4.83&CDS=1-1869	YLL004W
3041	OG0003041	augustus_masked-HE978321-processed-gene-4.131-mRNA-1_1&gene=augustus_masked-HE978321-processed-gene-4.131&CDS=1-2040	YLL007C
3042	OG0003042	genemark-HE978321-processed-gene-4.66-mRNA-1_1&gene=genemark-HE978321-processed-gene-4.66&CDS=1-1299	YLL006W
3043	OG0003043	genemark-HE978321-processed-gene-4.85-mRNA-1_1&gene=genemark-HE978321-processed-gene-4.85&CDS=1-2262	YLL008W
3044	OG0003044	snap_masked-HE978321-processed-gene-4.22-mRNA-1_1&gene=snap_masked-HE978321-processed-gene-4.22&CDS=1-204	YLL009C
3045	OG0003045	augustus_masked-HE978321-processed-gene-4.115-mRNA-1_1&gene=augustus_masked-HE978321-processed-gene-4.115&CDS=1-2565	YLL013C
3046	OG0003046	genemark-HE978321-processed-gene-4.87-mRNA-1_1&gene=genemark-HE978321-processed-gene-4.87&CDS=1-357	YLL014W
3047	OG0003047	genemark-HE978321-processed-gene-4.68-mRNA-1_1&gene=genemark-HE978321-processed-gene-4.68&CDS=1-1086	YGR187C
3048	OG0003048	genemark-HE978321-processed-gene-4.88-mRNA-1_1&gene=genemark-HE978321-processed-gene-4.88&CDS=1-2115	YGR186W
3049	OG0003049	maker-HE978321-snap-gene-4.91-mRNA-1_1&gene=maker-HE978321-snap-gene-4.91&CDS=1-6129	YGR184C
3050	OG0003050	genemark-HE978321-processed-gene-4.89-mRNA-1_1&gene=genemark-HE978321-processed-gene-4.89&CDS=1-300	YGR181W
3051	OG0003051	genemark-HE978321-processed-gene-4.70-mRNA-1_1&gene=genemark-HE978321-processed-gene-4.70&CDS=1-1038	YGR180C
3052	OG0003052	augustus_masked-HE978321-processed-gene-4.119-mRNA-1_1&gene=augustus_masked-HE978321-processed-gene-4.119&CDS=1-1080	YGR179C
3053	OG0003053	genemark-HE978321-processed-gene-5.47-mRNA-1_1&gene=genemark-HE978321-processed-gene-5.47&CDS=1-2382	YGR178C
3054	OG0003054	genemark-HE978321-processed-gene-5.48-mRNA-1_1&gene=genemark-HE978321-processed-gene-5.48&CDS=1-1632	YGR177C
3055	OG0003055	genemark-HE978321-processed-gene-5.49-mRNA-1_1&gene=genemark-HE978321-processed-gene-5.49&CDS=1-1485	YGR175C
3056	OG0003056	genemark-HE978321-processed-gene-5.50-mRNA-1_1&gene=genemark-HE978321-processed-gene-5.50&CDS=1-438	YGR174C
3057	OG0003057	genemark-HE978321-processed-gene-5.52-mRNA-1_1&gene=genemark-HE978321-processed-gene-5.52&CDS=1-1257	YIL022W
3058	OG0003058	genemark-HE978321-processed-gene-5.53-mRNA-1_1&gene=genemark-HE978321-processed-gene-5.53&CDS=1-978	YIL021W
3059	OG0003059	genemark-HE978321-processed-gene-5.54-mRNA-1_1&gene=genemark-HE978321-processed-gene-5.54&CDS=1-801	YIL020C
3060	OG0003060	augustus_masked-HE978321-processed-gene-5.27-mRNA-1_1&gene=augustus_masked-HE978321-processed-gene-5.27&CDS=1-2745	YIL017C
3061	OG0003061	genemark-HE978321-processed-gene-5.56-mRNA-1_1&gene=genemark-HE978321-processed-gene-5.56&CDS=1-456	YIL016W
3062	OG0003062	genemark-HE978321-processed-gene-5.57-mRNA-1_1&gene=genemark-HE978321-processed-gene-5.57&CDS=1-1440	YIL015W
3063	OG0003063	genemark-HE978321-processed-gene-5.76-mRNA-1_1&gene=genemark-HE978321-processed-gene-5.76&CDS=1-1320	YIR012W
3064	OG0003064	augustus_masked-HE978321-processed-gene-5.29-mRNA-1_1&gene=augustus_masked-HE978321-processed-gene-5.29&CDS=1-1560	YIR010W
3065	OG0003065	snap_masked-HE978321-processed-gene-5.105-mRNA-1_1&gene=snap_masked-HE978321-processed-gene-5.105&CDS=1-3141	YIL031W
3066	OG0003066	genemark-HE978321-processed-gene-5.78-mRNA-1_1&gene=genemark-HE978321-processed-gene-5.78&CDS=1-3825	YIL030C
3067	OG0003067	genemark-HE978321-processed-gene-5.79-mRNA-1_1&gene=genemark-HE978321-processed-gene-5.79&CDS=1-402	YIL027C
3068	OG0003068	genemark-HE978321-processed-gene-5.80-mRNA-1_1&gene=genemark-HE978321-processed-gene-5.80&CDS=1-1407	YIL033C
3069	OG0003069	augustus_masked-HE978321-processed-gene-5.13-mRNA-1_1&gene=augustus_masked-HE978321-processed-gene-5.13&CDS=1-912	YIL023C
3070	OG0003070	genemark-HE978321-processed-gene-5.60-mRNA-1_1&gene=genemark-HE978321-processed-gene-5.60&CDS=1-849	YIL034C
3071	OG0003071	genemark-HE978321-processed-gene-5.61-mRNA-1_1&gene=genemark-HE978321-processed-gene-5.61&CDS=1-1113	YIL035C
3072	OG0003072	genemark-HE978321-processed-gene-5.81-mRNA-1_1&gene=genemark-HE978321-processed-gene-5.81&CDS=1-1896	YIL036W
3073	OG0003073	augustus_masked-HE978321-processed-gene-5.16-mRNA-1_1&gene=augustus_masked-HE978321-processed-gene-5.16&CDS=1-1314	YDR082W
3074	OG0003074	genemark-HE978321-processed-gene-5.63-mRNA-1_1&gene=genemark-HE978321-processed-gene-5.63&CDS=1-1122	YDR083W
3075	OG0003075	genemark-HE978321-processed-gene-5.82-mRNA-1_1&gene=genemark-HE978321-processed-gene-5.82&CDS=1-609	YDR084C
3076	OG0003076	snap_masked-HE978321-processed-gene-5.129-mRNA-1_1&gene=snap_masked-HE978321-processed-gene-5.129&CDS=1-210	YDR086C
3077	OG0003077	genemark-HE978321-processed-gene-5.84-mRNA-1_1&gene=genemark-HE978321-processed-gene-5.84&CDS=1-846	YDR087C
3078	OG0003078	genemark-HE978321-processed-gene-5.85-mRNA-1_1&gene=genemark-HE978321-processed-gene-5.85&CDS=1-1035	YDR088C
3079	OG0003079	snap_masked-HE978321-processed-gene-5.111-mRNA-1_1&gene=snap_masked-HE978321-processed-gene-5.111&CDS=1-2703	YDR089W
3080	OG0003080	genemark-HE978321-processed-gene-5.86-mRNA-1_1&gene=genemark-HE978321-processed-gene-5.86&CDS=1-999	YDR090C
3081	OG0003081	genemark-HE978321-processed-gene-5.87-mRNA-1_1&gene=genemark-HE978321-processed-gene-5.87&CDS=1-1830	YDR091C
3082	OG0003082	maker-HE978321-snap-gene-5.46-mRNA-1_1&gene=maker-HE978321-snap-gene-5.46&CDS=1-456	YDR092W
3083	OG0003083	genemark-HE978321-processed-gene-5.88-mRNA-1_1&gene=genemark-HE978321-processed-gene-5.88&CDS=1-3621	YDR097C
3084	OG0003084	genemark-HE978321-processed-gene-5.89-mRNA-1_1&gene=genemark-HE978321-processed-gene-5.89&CDS=1-708	YDR098C
3085	OG0003085	genemark-HE978321-processed-gene-5.70-mRNA-1_1&gene=genemark-HE978321-processed-gene-5.70&CDS=1-438	YDR100W
3086	OG0003086	genemark-HE978321-processed-gene-5.90-mRNA-1_1&gene=genemark-HE978321-processed-gene-5.90&CDS=1-1770	YDR101C
3087	OG0003087	snap_masked-HE978321-processed-gene-5.117-mRNA-1_1&gene=snap_masked-HE978321-processed-gene-5.117&CDS=1-2214	YDR103W
3088	OG0003088	genemark-HE978321-processed-gene-5.91-mRNA-1_1&gene=genemark-HE978321-processed-gene-5.91&CDS=1-3615	YDR104C
3089	OG0003089	augustus_masked-HE978321-processed-gene-5.45-mRNA-1_1&gene=augustus_masked-HE978321-processed-gene-5.45&CDS=1-1266	YDR105C
3090	OG0003090	snap_masked-HE978321-processed-gene-5.118-mRNA-1_1&gene=snap_masked-HE978321-processed-gene-5.118&CDS=1-924	YDR106W
3091	OG0003091	genemark-HE978321-processed-gene-5.93-mRNA-1_1&gene=genemark-HE978321-processed-gene-5.93&CDS=1-993	YDR126W
3092	OG0003092	genemark-HE978321-processed-gene-5.73-mRNA-1_1&gene=genemark-HE978321-processed-gene-5.73&CDS=1-1302	YDR125C
3093	OG0003093	genemark-HE978321-processed-gene-6.139-mRNA-1_1&gene=genemark-HE978321-processed-gene-6.139&CDS=1-576	YDR121W
3094	OG0003094	genemark-HE978321-processed-gene-6.136-mRNA-1_1&gene=genemark-HE978321-processed-gene-6.136&CDS=1-1617	YDR120C
3095	OG0003095	snap_masked-HE978321-processed-gene-6.5-mRNA-1_1&gene=snap_masked-HE978321-processed-gene-6.5&CDS=1-3972	YDR118W
3096	OG0003096	genemark-HE978321-processed-gene-6.137-mRNA-1_1&gene=genemark-HE978321-processed-gene-6.137&CDS=1-1683	YDR117C
3097	OG0003097	snap_masked-HE978321-processed-gene-6.6-mRNA-1_1&gene=snap_masked-HE978321-processed-gene-6.6&CDS=1-819	YDR116C
3098	OG0003098	snap_masked-HE978321-processed-gene-6.41-mRNA-1_1&gene=snap_masked-HE978321-processed-gene-6.41&CDS=1-258	YDR115W
3099	OG0003099	snap_masked-HE978321-processed-gene-6.7-mRNA-1_1&gene=snap_masked-HE978321-processed-gene-6.7&CDS=1-843	YDR113C
3100	OG0003100	genemark-HE978321-processed-gene-6.179-mRNA-1_1&gene=genemark-HE978321-processed-gene-6.179&CDS=1-1755	YLR088W
3101	OG0003101	genemark-HE978321-processed-gene-6.143-mRNA-1_1&gene=genemark-HE978321-processed-gene-6.143&CDS=1-1740	YDR109C
3102	OG0003102	snap_masked-HE978321-processed-gene-6.43-mRNA-1_1&gene=snap_masked-HE978321-processed-gene-6.43&CDS=1-1944	YDR108W
3103	OG0003103	genemark-HE978321-processed-gene-6.144-mRNA-1_1&gene=genemark-HE978321-processed-gene-6.144&CDS=1-2004	YOR092W
3104	OG0003104	genemark-HE978321-processed-gene-6.181-mRNA-1_1&gene=genemark-HE978321-processed-gene-6.181&CDS=1-5052	YOR093C
3105	OG0003105	genemark-HE978321-processed-gene-6.145-mRNA-1_1&gene=genemark-HE978321-processed-gene-6.145&CDS=1-543	YOR094W
3106	OG0003106	genemark-HE978321-processed-gene-6.182-mRNA-1_1&gene=genemark-HE978321-processed-gene-6.182&CDS=1-774	YOR095C
3107	OG0003107	augustus_masked-HE978321-processed-gene-6.115-mRNA-1_1&gene=augustus_masked-HE978321-processed-gene-6.115&CDS=1-3285	YOR098C
3108	OG0003108	genemark-HE978321-processed-gene-6.147-mRNA-1_1&gene=genemark-HE978321-processed-gene-6.147&CDS=1-1206	YOR099W
3109	OG0003109	genemark-HE978321-processed-gene-6.185-mRNA-1_1&gene=genemark-HE978321-processed-gene-6.185&CDS=1-945	YOR100C
3110	OG0003110	snap_masked-HE978321-processed-gene-6.14-mRNA-1_1&gene=snap_masked-HE978321-processed-gene-6.14&CDS=1-654	YOR106W
3111	OG0003111	snap_masked-HE978321-processed-gene-6.15-mRNA-1_1&gene=snap_masked-HE978321-processed-gene-6.15&CDS=1-858	YOR107W
3112	OG0003112	genemark-HE978321-processed-gene-6.186-mRNA-1_1&gene=genemark-HE978321-processed-gene-6.186&CDS=1-636	YNL107W
3113	OG0003113	genemark-HE978321-processed-gene-6.155-mRNA-1_1&gene=genemark-HE978321-processed-gene-6.155&CDS=1-669	YOR111W
3114	OG0003114	snap_masked-HE978321-processed-gene-6.20-mRNA-1_1&gene=snap_masked-HE978321-processed-gene-6.20&CDS=1-2259	YOR112W
3115	OG0003115	genemark-HE978321-processed-gene-6.187-mRNA-1_1&gene=genemark-HE978321-processed-gene-6.187&CDS=1-813	YOR115C
3116	OG0003116	genemark-HE978321-processed-gene-6.158-mRNA-1_1&gene=genemark-HE978321-processed-gene-6.158&CDS=1-1902	YHR114W
3117	OG0003117	augustus_masked-HE978321-processed-gene-6.93-mRNA-1_1&gene=augustus_masked-HE978321-processed-gene-6.93&CDS=1-2118	YNL121C
3118	OG0003118	genemark-HE978321-processed-gene-6.189-mRNA-1_1&gene=genemark-HE978321-processed-gene-6.189&CDS=1-1239	YHR118C
3119	OG0003119	snap_masked-HE978321-processed-gene-6.25-mRNA-1_1&gene=snap_masked-HE978321-processed-gene-6.25&CDS=1-3333	YHR119W
3120	OG0003120	snap_masked-HE978321-processed-gene-6.26-mRNA-1_1&gene=snap_masked-HE978321-processed-gene-6.26&CDS=1-2880	YHR120W
3121	OG0003121	snap_masked-HE978321-processed-gene-6.29-mRNA-1_1&gene=snap_masked-HE978321-processed-gene-6.29&CDS=1-1497	YHR124W
3122	OG0003122	genemark-HE978321-processed-gene-6.165-mRNA-1_1&gene=genemark-HE978321-processed-gene-6.165&CDS=1-516	YNL133C
3123	OG0003123	snap_masked-HE978321-processed-gene-6.31-mRNA-1_1&gene=snap_masked-HE978321-processed-gene-6.31&CDS=1-885	YHR127W
3124	OG0003124	snap_masked-HE978321-processed-gene-6.52-mRNA-1_1&gene=snap_masked-HE978321-processed-gene-6.52&CDS=1-741	YNL148C
3125	OG0003125	genemark-HE978321-processed-gene-6.167-mRNA-1_1&gene=genemark-HE978321-processed-gene-6.167&CDS=1-330	YNL147W
3126	OG0003126	genemark-HE978321-processed-gene-6.168-mRNA-1_1&gene=genemark-HE978321-processed-gene-6.168&CDS=1-648	YHR128W
3127	OG0003127	genemark-HE978321-processed-gene-6.191-mRNA-1_1&gene=genemark-HE978321-processed-gene-6.191&CDS=1-1161	YHR129C
3128	OG0003128	genemark-HE978321-processed-gene-6.193-mRNA-1_1&gene=genemark-HE978321-processed-gene-6.193&CDS=1-1371	YHR132C
3129	OG0003129	genemark-HE978321-processed-gene-6.169-mRNA-1_1&gene=genemark-HE978321-processed-gene-6.169&CDS=1-417	YHR132W-A
3130	OG0003130	snap_masked-HE978321-processed-gene-6.56-mRNA-1_1&gene=snap_masked-HE978321-processed-gene-6.56&CDS=1-735	YHR133C
3131	OG0003131	genemark-HE978321-processed-gene-6.170-mRNA-1_1&gene=genemark-HE978321-processed-gene-6.170&CDS=1-804	YHR134W
3132	OG0003132	genemark-HE978321-processed-gene-6.171-mRNA-1_1&gene=genemark-HE978321-processed-gene-6.171&CDS=1-1569	YHR137W
3133	OG0003133	genemark-HE978321-processed-gene-6.172-mRNA-1_1&gene=genemark-HE978321-processed-gene-6.172&CDS=1-735	YHR140W
3134	OG0003134	genemark-HE978321-processed-gene-6.173-mRNA-1_1&gene=genemark-HE978321-processed-gene-6.173&CDS=1-942	YHR142W
3135	OG0003135	snap_masked-HE978321-processed-gene-6.38-mRNA-1_1&gene=snap_masked-HE978321-processed-gene-6.38&CDS=1-450	YHR143W
3136	OG0003136	snap_masked-HE978321-processed-gene-6.39-mRNA-1_1&gene=snap_masked-HE978321-processed-gene-6.39&CDS=1-210	YHR143W-A
3137	OG0003137	genemark-HE978321-processed-gene-6.199-mRNA-1_1&gene=genemark-HE978321-processed-gene-6.199&CDS=1-942	YHR144C
3138	OG0003138	genemark-HE978321-processed-gene-6.175-mRNA-1_1&gene=genemark-HE978321-processed-gene-6.175&CDS=1-924	YHR146W
3139	OG0003139	genemark-HE978321-processed-gene-6.200-mRNA-1_1&gene=genemark-HE978321-processed-gene-6.200&CDS=1-1710	YJL209W
3140	OG0003140	genemark-HE978321-processed-gene-6.201-mRNA-1_1&gene=genemark-HE978321-processed-gene-6.201&CDS=1-597	YLR011W
3141	OG0003141	genemark-HE978322-processed-gene-0.85-mRNA-1_1&gene=genemark-HE978322-processed-gene-0.85&CDS=1-1143	YAL060W
3142	OG0003142	genemark-HE978322-processed-gene-0.86-mRNA-1_1&gene=genemark-HE978322-processed-gene-0.86&CDS=1-993	YGL254W
3143	OG0003143	augustus_masked-HE978322-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-HE978322-processed-gene-0.67&CDS=1-3225	YGL251C
3144	OG0003144	genemark-HE978322-processed-gene-0.88-mRNA-1_1&gene=genemark-HE978322-processed-gene-0.88&CDS=1-933	YGL250W
3145	OG0003145	snap_masked-HE978322-processed-gene-0.6-mRNA-1_1&gene=snap_masked-HE978322-processed-gene-0.6&CDS=1-2154	YGL249W
3146	OG0003146	genemark-HE978322-processed-gene-0.90-mRNA-1_1&gene=genemark-HE978322-processed-gene-0.90&CDS=1-795	YFR050C
3147	OG0003147	genemark-HE978322-processed-gene-0.91-mRNA-1_1&gene=genemark-HE978322-processed-gene-0.91&CDS=1-1104	YGL248W
3148	OG0003148	genemark-HE978322-processed-gene-0.112-mRNA-1_1&gene=genemark-HE978322-processed-gene-0.112&CDS=1-1122	YGL246C
3149	OG0003149	genemark-HE978322-processed-gene-0.92-mRNA-1_1&gene=genemark-HE978322-processed-gene-0.92&CDS=1-2121	YGL245W
3150	OG0003150	genemark-HE978322-processed-gene-0.93-mRNA-1_1&gene=genemark-HE978322-processed-gene-0.93&CDS=1-1713	YGL244W
3151	OG0003151	maker-HE978322-augustus-gene-0.0-mRNA-1_1&gene=maker-HE978322-augustus-gene-0.0&CDS=1-2046	YGL243W
3152	OG0003152	genemark-HE978322-processed-gene-0.96-mRNA-1_1&gene=genemark-HE978322-processed-gene-0.96&CDS=1-2862	YGL238W
3153	OG0003153	genemark-HE978322-processed-gene-0.113-mRNA-1_1&gene=genemark-HE978322-processed-gene-0.113&CDS=1-747	YGL237C
3154	OG0003154	genemark-HE978322-processed-gene-0.115-mRNA-1_1&gene=genemark-HE978322-processed-gene-0.115&CDS=1-324	YJR048W
3155	OG0003155	genemark-HE978322-processed-gene-0.116-mRNA-1_1&gene=genemark-HE978322-processed-gene-0.116&CDS=1-1383	YEL036C
3156	OG0003156	genemark-HE978322-processed-gene-0.98-mRNA-1_1&gene=genemark-HE978322-processed-gene-0.98&CDS=1-471	YJR047C
3157	OG0003157	snap_masked-HE978322-processed-gene-0.35-mRNA-1_1&gene=snap_masked-HE978322-processed-gene-0.35&CDS=1-1782	YJR046W
3158	OG0003158	genemark-HE978322-processed-gene-0.100-mRNA-1_1&gene=genemark-HE978322-processed-gene-0.100&CDS=1-1977	YJR045C
3159	OG0003159	genemark-HE978322-processed-gene-0.101-mRNA-1_1&gene=genemark-HE978322-processed-gene-0.101&CDS=1-423	YJR044C
3160	OG0003160	genemark-HE978322-processed-gene-0.102-mRNA-1_1&gene=genemark-HE978322-processed-gene-0.102&CDS=1-1041	YJR043C
3161	OG0003161	genemark-HE978322-processed-gene-0.118-mRNA-1_1&gene=genemark-HE978322-processed-gene-0.118&CDS=1-2370	YJR040W
3162	OG0003162	genemark-HE978322-processed-gene-0.104-mRNA-1_1&gene=genemark-HE978322-processed-gene-0.104&CDS=1-378	YEL026W
3163	OG0003163	snap_masked-HE978322-processed-gene-0.37-mRNA-1_1&gene=snap_masked-HE978322-processed-gene-0.37&CDS=1-3387	YJR039W
3164	OG0003164	genemark-HE978322-processed-gene-0.105-mRNA-1_1&gene=genemark-HE978322-processed-gene-0.105&CDS=1-2595	YJR036C
3165	OG0003165	maker-HE978322-augustus-gene-0.1-mRNA-1_1&gene=maker-HE978322-augustus-gene-0.1&CDS=1-3687	YJR035W
3166	OG0003166	genemark-HE978322-processed-gene-0.106-mRNA-1_1&gene=genemark-HE978322-processed-gene-0.106&CDS=1-4236	YJR033C
3167	OG0003167	genemark-HE978322-processed-gene-0.122-mRNA-1_1&gene=genemark-HE978322-processed-gene-0.122&CDS=1-1188	YJR032W
3168	OG0003168	snap_masked-HE978322-processed-gene-0.41-mRNA-1_1&gene=snap_masked-HE978322-processed-gene-0.41&CDS=1-1329	YCR024C
3169	OG0003169	snap_masked-HE978322-processed-gene-0.42-mRNA-1_1&gene=snap_masked-HE978322-processed-gene-0.42&CDS=1-228	YCR020W-B
3170	OG0003170	genemark-HE978322-processed-gene-0.108-mRNA-1_1&gene=genemark-HE978322-processed-gene-0.108&CDS=1-2802	YCR017C
3171	OG0003171	snap_masked-HE978322-processed-gene-0.26-mRNA-1_1&gene=snap_masked-HE978322-processed-gene-0.26&CDS=1-1764	YCR014C
3172	OG0003172	genemark-HE978322-processed-gene-1.81-mRNA-1_1&gene=genemark-HE978322-processed-gene-1.81&CDS=1-3141	YCR011C
3173	OG0003173	genemark-HE978322-processed-gene-1.82-mRNA-1_1&gene=genemark-HE978322-processed-gene-1.82&CDS=1-1005	YNR003C
3174	OG0003174	genemark-HE978322-processed-gene-1.83-mRNA-1_1&gene=genemark-HE978322-processed-gene-1.83&CDS=1-804	YCR010C
3175	OG0003175	snap_masked-HE978322-processed-gene-1.4-mRNA-1_1&gene=snap_masked-HE978322-processed-gene-1.4&CDS=1-1989	YJL206C
3176	OG0003176	augustus_masked-HE978322-processed-gene-1.45-mRNA-1_1&gene=augustus_masked-HE978322-processed-gene-1.45&CDS=1-1614	YGL160W
3177	OG0003177	genemark-HE978322-processed-gene-1.87-mRNA-1_1&gene=genemark-HE978322-processed-gene-1.87&CDS=1-3228	YGL156W
3178	OG0003178	genemark-HE978322-processed-gene-1.88-mRNA-1_1&gene=genemark-HE978322-processed-gene-1.88&CDS=1-1095	YGL155W
3179	OG0003179	snap_masked-HE978322-processed-gene-1.26-mRNA-1_1&gene=snap_masked-HE978322-processed-gene-1.26&CDS=1-780	YGL154C
