	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034881_Torulaspora_pretoriensis
2866	OG0002866	YLR113W	genemark-flattened_line_20-processed-gene-1.5-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-1.5&CDS=1-1278
2867	OG0002867	YLR114C	genemark-flattened_line_20-processed-gene-1.26-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-1.26&CDS=1-2151
2868	OG0002868	YLR115W	genemark-flattened_line_20-processed-gene-1.8-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-1.8&CDS=1-2526
2869	OG0002869	YLR116W	genemark-flattened_line_20-processed-gene-1.9-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-1.9&CDS=1-1452
2870	OG0002870	YLR117C	genemark-flattened_line_20-processed-gene-1.28-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-1.28&CDS=1-2049
2871	OG0002871	YLR118C	genemark-flattened_line_20-processed-gene-1.30-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-1.30&CDS=1-690
2872	OG0002872	YLR119W	genemark-flattened_line_20-processed-gene-1.11-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-1.11&CDS=1-510
2873	OG0002873	YLR126C	snap_masked-flattened_line_20-processed-gene-1.74-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-1.74&CDS=1-747
2874	OG0002874	YLR127C	genemark-flattened_line_20-processed-gene-1.35-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-1.35&CDS=1-2424
2875	OG0002875	YLR129W	maker-flattened_line_20-augustus-gene-1.117-mRNA-1_1&gene=maker-flattened_line_20-augustus-gene-1.117&CDS=1-5058
2876	OG0002876	YLR132C	augustus_masked-flattened_line_20-processed-gene-1.113-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-1.113&CDS=1-846
2877	OG0002877	YLR133W	genemark-flattened_line_20-processed-gene-1.15-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-1.15&CDS=1-1752
2878	OG0002878	YLR135W	genemark-flattened_line_20-processed-gene-1.16-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-1.16&CDS=1-1563
2879	OG0002879	YLR137W	snap_masked-flattened_line_20-processed-gene-2.58-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-2.58&CDS=1-228
2880	OG0002880	YLR138W	genemark-flattened_line_20-processed-gene-2.7-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-2.7&CDS=1-2889
2881	OG0002881	YLR139C	snap_masked-flattened_line_20-processed-gene-2.91-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-2.91&CDS=1-2238
2882	OG0002882	YLR141W	snap_masked-flattened_line_20-processed-gene-2.68-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-2.68&CDS=1-1512
2883	OG0002883	YLR142W	snap_masked-flattened_line_20-processed-gene-2.69-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-2.69&CDS=1-1608
2884	OG0002884	YLR143W	genemark-flattened_line_20-processed-gene-2.12-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-2.12&CDS=1-2079
2885	OG0002885	YLR144C	genemark-flattened_line_20-processed-gene-2.34-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-2.34&CDS=1-2271
2886	OG0002886	YLR145W	genemark-flattened_line_20-processed-gene-2.14-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-2.14&CDS=1-651
2887	OG0002887	YLR146C	genemark-flattened_line_20-processed-gene-2.35-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-2.35&CDS=1-909
2888	OG0002888	YLR148W	genemark-flattened_line_20-processed-gene-2.16-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-2.16&CDS=1-2757
2889	OG0002889	YLR149C	augustus_masked-flattened_line_20-processed-gene-2.150-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-2.150&CDS=1-3417
2890	OG0002890	YLR150W	genemark-flattened_line_20-processed-gene-2.19-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-2.19&CDS=1-804
2891	OG0002891	YLR152C	maker-flattened_line_20-augustus-gene-2.115-mRNA-1_1&gene=maker-flattened_line_20-augustus-gene-2.115&CDS=1-2724
2892	OG0002892	YLR153C	genemark-flattened_line_20-processed-gene-2.42-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-2.42&CDS=1-2049
2893	OG0002893	YLR163C	augustus_masked-flattened_line_20-processed-gene-2.156-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-2.156&CDS=1-1368
2894	OG0002894	YLR165C	augustus_masked-flattened_line_20-processed-gene-2.158-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-2.158&CDS=1-741
2895	OG0002895	YLR166C	genemark-flattened_line_20-processed-gene-2.50-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-2.50&CDS=1-2502
2896	OG0002896	YLR168C	genemark-flattened_line_20-processed-gene-3.123-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-3.123&CDS=1-702
2897	OG0002897	YLR175W	genemark-flattened_line_9-processed-gene-1.103-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-1.103&CDS=1-1434
2898	OG0002898	YLR177W	genemark-flattened_line_30-processed-gene-1.166-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-1.166&CDS=1-2247
2899	OG0002899	YLR178C	genemark-flattened_line_30-processed-gene-1.136-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-1.136&CDS=1-642
2900	OG0002900	YLR181C	genemark-flattened_line_30-processed-gene-1.135-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-1.135&CDS=1-963
2901	OG0002901	YLR182W	genemark-flattened_line_30-processed-gene-1.164-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-1.164&CDS=1-2262
2902	OG0002902	YLR186W	augustus_masked-flattened_line_30-processed-gene-1.37-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-1.37&CDS=1-5511
2903	OG0002903	YLR188W	genemark-flattened_line_30-processed-gene-1.161-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-1.161&CDS=1-2091
2904	OG0002904	YLR189C	genemark-flattened_line_30-processed-gene-1.132-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-1.132&CDS=1-3717
2905	OG0002905	YLR190W	snap_masked-flattened_line_18-processed-gene-3.9-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-3.9&CDS=1-1479
2906	OG0002906	YLR191W	genemark-flattened_line_18-processed-gene-3.191-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-3.191&CDS=1-1164
2907	OG0002907	YLR192C	genemark-flattened_line_18-processed-gene-3.235-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-3.235&CDS=1-810
2908	OG0002908	YLR193C	genemark-flattened_line_18-processed-gene-3.237-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-3.237&CDS=1-528
2909	OG0002909	YLR195C	genemark-flattened_line_18-processed-gene-3.239-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-3.239&CDS=1-1365
2910	OG0002910	YLR196W	genemark-flattened_line_18-processed-gene-3.194-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-3.194&CDS=1-1704
2911	OG0002911	YLR197W	genemark-flattened_line_18-processed-gene-3.195-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-3.195&CDS=1-1518
2912	OG0002912	YLR199C	snap_masked-flattened_line_18-processed-gene-3.59-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-3.59&CDS=1-819
2913	OG0002913	YLR200W	genemark-flattened_line_18-processed-gene-3.196-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-3.196&CDS=1-321
2914	OG0002914	YLR201C	genemark-flattened_line_18-processed-gene-3.242-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-3.242&CDS=1-780
2915	OG0002915	YLR203C	genemark-flattened_line_18-processed-gene-3.245-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-3.245&CDS=1-1275
2916	OG0002916	YLR207W	genemark-flattened_line_18-processed-gene-3.201-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-3.201&CDS=1-2433
2917	OG0002917	YLR208W	genemark-flattened_line_18-processed-gene-3.202-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-3.202&CDS=1-882
2918	OG0002918	YLR209C	genemark-flattened_line_18-processed-gene-3.248-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-3.248&CDS=1-927
2919	OG0002919	YLR210W	snap_masked-flattened_line_18-processed-gene-3.23-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-3.23&CDS=1-1320
2920	OG0002920	YLR211C	augustus_masked-flattened_line_18-processed-gene-3.163-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-3.163&CDS=1-672
2921	OG0002921	YLR212C	genemark-flattened_line_18-processed-gene-3.254-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-3.254&CDS=1-1407
2922	OG0002922	YLR214W	genemark-flattened_line_18-processed-gene-3.210-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-3.210&CDS=1-2079
2923	OG0002923	YLR215C	genemark-flattened_line_18-processed-gene-3.257-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-3.257&CDS=1-1068
2924	OG0002924	YLR216C	augustus_masked-flattened_line_18-processed-gene-3.169-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-3.169&CDS=1-1704
2925	OG0002925	YLR218C	snap_masked-flattened_line_18-processed-gene-3.81-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-3.81&CDS=1-249
2926	OG0002926	YLR219W	snap_masked-flattened_line_10-processed-gene-1.81-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-1.81&CDS=1-1734
2927	OG0002927	YLR220W	genemark-flattened_line_10-processed-gene-1.29-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-1.29&CDS=1-954
2928	OG0002928	YLR221C	augustus_masked-flattened_line_10-processed-gene-2.4-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-2.4&CDS=1-579
2929	OG0002929	YLR222C	maker-flattened_line_10-augustus-gene-2.49-mRNA-1_1&gene=maker-flattened_line_10-augustus-gene-2.49&CDS=1-5367
2930	OG0002930	YLR224W	snap_masked-flattened_line_10-processed-gene-2.100-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-2.100&CDS=1-984
2931	OG0002931	YLR226W	genemark-flattened_line_10-processed-gene-2.52-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-2.52&CDS=1-1197
2932	OG0002932	YLR229C	genemark-flattened_line_20-processed-gene-3.138-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-3.138&CDS=1-573
2933	OG0002933	YLR231C	genemark-flattened_line_20-processed-gene-3.135-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-3.135&CDS=1-1347
2934	OG0002934	YLR234W	genemark-flattened_line_20-processed-gene-3.162-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-3.162&CDS=1-1959
2935	OG0002935	YLR238W	genemark-flattened_line_20-processed-gene-3.159-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-3.159&CDS=1-1530
2936	OG0002936	YLR239C	genemark-flattened_line_20-processed-gene-3.130-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-3.130&CDS=1-960
2937	OG0002937	YLR240W	genemark-flattened_line_20-processed-gene-3.155-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-3.155&CDS=1-2595
2938	OG0002938	YLR241W	genemark-flattened_line_20-processed-gene-3.154-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-3.154&CDS=1-2343
2939	OG0002939	YLR242C	genemark-flattened_line_20-processed-gene-3.127-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-3.127&CDS=1-918
2940	OG0002940	YLR243W	genemark-flattened_line_20-processed-gene-3.152-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-3.152&CDS=1-813
2941	OG0002941	YLR246W	genemark-flattened_line_20-processed-gene-3.124-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-3.124&CDS=1-1089
2942	OG0002942	YLR259C	genemark-flattened_line_10-processed-gene-5.175-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-5.175&CDS=1-1722
2943	OG0002943	YLR260W	genemark-flattened_line_10-processed-gene-5.216-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-5.216&CDS=1-2133
2944	OG0002944	YLR262C	genemark-flattened_line_10-processed-gene-5.174-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-5.174&CDS=1-876
2945	OG0002945	YLR263W	snap_masked-flattened_line_10-processed-gene-5.131-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-5.131&CDS=1-2472
2946	OG0002946	YLR266C	augustus_masked-flattened_line_10-processed-gene-5.43-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-5.43&CDS=1-2133
2947	OG0002947	YLR267W	augustus_masked-flattened_line_10-processed-gene-5.6-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-5.6&CDS=1-1455
2948	OG0002948	YLR268W	maker-flattened_line_10-snap-gene-5.76-mRNA-1_1&gene=maker-flattened_line_10-snap-gene-5.76&CDS=1-642
2949	OG0002949	YLR272C	genemark-flattened_line_10-processed-gene-5.167-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-5.167&CDS=1-3477
2950	OG0002950	YLR274W	snap_masked-flattened_line_10-processed-gene-5.80-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-5.80&CDS=1-2571
2951	OG0002951	YLR277C	maker-flattened_line_10-augustus-gene-5.69-mRNA-1_1&gene=maker-flattened_line_10-augustus-gene-5.69&CDS=1-4092
2952	OG0002952	YLR278C	genemark-flattened_line_10-processed-gene-5.162-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-5.162&CDS=1-3069
2953	OG0002953	YLR283W	genemark-flattened_line_10-processed-gene-4.59-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-4.59&CDS=1-690
2954	OG0002954	YLR285W	genemark-flattened_line_10-processed-gene-4.58-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-4.58&CDS=1-789
2955	OG0002955	YLR286C	genemark-flattened_line_10-processed-gene-4.33-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-4.33&CDS=1-1665
2956	OG0002956	YLR287C	snap_masked-flattened_line_10-processed-gene-4.90-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-4.90&CDS=1-1671
2957	OG0002957	YLR288C	snap_masked-flattened_line_10-processed-gene-4.88-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-4.88&CDS=1-1230
2958	OG0002958	YLR289W	snap_masked-flattened_line_10-processed-gene-4.114-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-4.114&CDS=1-1929
2959	OG0002959	YLR291C	maker-flattened_line_10-augustus-gene-4.128-mRNA-1_1&gene=maker-flattened_line_10-augustus-gene-4.128&CDS=1-2016
2960	OG0002960	YLR292C	genemark-flattened_line_10-processed-gene-4.27-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-4.27&CDS=1-579
2961	OG0002961	YLR295C	genemark-flattened_line_10-processed-gene-4.24-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-4.24&CDS=1-354
2962	OG0002962	YLR298C	genemark-flattened_line_10-processed-gene-4.23-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-4.23&CDS=1-582
2963	OG0002963	YLR299W	snap_masked-flattened_line_10-processed-gene-4.110-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-4.110&CDS=1-1872
2964	OG0002964	YLR301W	genemark-flattened_line_10-processed-gene-4.49-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-4.49&CDS=1-741
2965	OG0002965	YLR303W	genemark-flattened_line_40-processed-gene-0.29-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-0.29&CDS=1-1338
2966	OG0002966	YLR305C	maker-flattened_line_24-augustus-gene-1.283-mRNA-1_1&gene=maker-flattened_line_24-augustus-gene-1.283&CDS=1-8067
2967	OG0002967	YLR306W	genemark-flattened_line_24-processed-gene-1.196-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.196&CDS=1-588
2968	OG0002968	YLR308W	genemark-flattened_line_24-processed-gene-1.195-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.195&CDS=1-909
2969	OG0002969	YLR310C	genemark-flattened_line_24-processed-gene-1.150-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.150&CDS=1-7386
2970	OG0002970	YLR312C	snap_masked-flattened_line_6-processed-gene-0.64-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-0.64&CDS=1-1266
2971	OG0002971	YLR312W-A	genemark-flattened_line_6-processed-gene-0.37-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-0.37&CDS=1-723
2972	OG0002972	YLR314C	augustus_masked-flattened_line_6-processed-gene-0.106-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-0.106&CDS=1-5346
2973	OG0002973	YLR315W	augustus_masked-flattened_line_1-processed-gene-7.44-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-7.44&CDS=1-492
2974	OG0002974	YLR316C	snap_masked-flattened_line_1-processed-gene-7.137-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-7.137&CDS=1-909
2975	OG0002975	YLR318W	genemark-flattened_line_1-processed-gene-7.106-mRNA-1_1&gene=genemark-flattened_line_1-processed-gene-7.106&CDS=1-2571
2976	OG0002976	YLR319C	genemark-flattened_line_1-processed-gene-7.75-mRNA-1_1&gene=genemark-flattened_line_1-processed-gene-7.75&CDS=1-2214
2977	OG0002977	YLR320W	augustus_masked-flattened_line_1-processed-gene-7.42-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-7.42&CDS=1-4233
2978	OG0002978	YLR321C	genemark-flattened_line_34-processed-gene-0.125-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-0.125&CDS=1-1179
2979	OG0002979	YLR323C	genemark-flattened_line_1-processed-gene-7.73-mRNA-1_1&gene=genemark-flattened_line_1-processed-gene-7.73&CDS=1-708
2980	OG0002980	YLR324W	genemark-flattened_line_1-processed-gene-7.103-mRNA-1_1&gene=genemark-flattened_line_1-processed-gene-7.103&CDS=1-1560
2981	OG0002981	YLR337C	snap_masked-flattened_line_14-processed-gene-0.28-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-0.28&CDS=1-600
2982	OG0002982	YLR340W	genemark-flattened_line_14-processed-gene-0.57-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-0.57&CDS=1-936
2983	OG0002983	YLR345W	genemark-flattened_line_14-processed-gene-0.63-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-0.63&CDS=1-1635
2984	OG0002984	YLR347C	genemark-flattened_line_14-processed-gene-0.83-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-0.83&CDS=1-2586
2985	OG0002985	YLR348C	augustus_masked-flattened_line_85-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-flattened_line_85-processed-gene-0.4&CDS=1-852
2986	OG0002986	YLR351C	genemark-flattened_line_14-processed-gene-0.85-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-0.85&CDS=1-858
2987	OG0002987	YLR352W	genemark-flattened_line_14-processed-gene-0.66-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-0.66&CDS=1-2412
2988	OG0002988	YLR354C	genemark-flattened_line_22-processed-gene-0.84-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-0.84&CDS=1-1002
2989	OG0002989	YLR355C	genemark-flattened_line_22-processed-gene-0.87-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-0.87&CDS=1-1185
2990	OG0002990	YLR356W	genemark-flattened_line_22-processed-gene-0.59-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-0.59&CDS=1-609
2991	OG0002991	YLR357W	genemark-flattened_line_22-processed-gene-0.62-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-0.62&CDS=1-2640
2992	OG0002992	YLR359W	genemark-flattened_line_22-processed-gene-0.63-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-0.63&CDS=1-1446
2993	OG0002993	YLR360W	augustus_masked-flattened_line_22-processed-gene-0.117-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-0.117&CDS=1-1095
2994	OG0002994	YLR361C	genemark-flattened_line_22-processed-gene-0.91-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-0.91&CDS=1-1719
2995	OG0002995	YLR362W	genemark-flattened_line_22-processed-gene-0.65-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-0.65&CDS=1-2019
2996	OG0002996	YLR363C	genemark-flattened_line_22-processed-gene-0.92-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-0.92&CDS=1-714
2997	OG0002997	YLR363W-A	snap_masked-flattened_line_22-processed-gene-0.14-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-0.14&CDS=1-252
2998	OG0002998	YLR364W	genemark-flattened_line_22-processed-gene-0.69-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-0.69&CDS=1-324
2999	OG0002999	YLR368W	snap_masked-flattened_line_22-processed-gene-0.17-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-0.17&CDS=1-1737
3000	OG0003000	YLR369W	genemark-flattened_line_22-processed-gene-0.72-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-0.72&CDS=1-1932
3001	OG0003001	YLR370C	snap_masked-flattened_line_22-processed-gene-0.47-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-0.47&CDS=1-528
3002	OG0003002	YLR371W	genemark-flattened_line_22-processed-gene-0.73-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-0.73&CDS=1-3963
3003	OG0003003	YLR372W	genemark-flattened_line_22-processed-gene-0.74-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-0.74&CDS=1-1047
3004	OG0003004	YLR375W	genemark-flattened_line_22-processed-gene-0.75-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-0.75&CDS=1-1086
3005	OG0003005	YLR376C	augustus_masked-flattened_line_22-processed-gene-0.153-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-0.153&CDS=1-543
3006	OG0003006	YLR377C	genemark-flattened_line_22-processed-gene-0.104-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-0.104&CDS=1-1029
3007	OG0003007	YLR378C	augustus_masked-flattened_line_22-processed-gene-1.2-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.2&CDS=1-3162
3008	OG0003008	YLR380W	genemark-flattened_line_22-processed-gene-1.101-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-1.101&CDS=1-1266
3009	OG0003009	YLR381W	snap_masked-flattened_line_22-processed-gene-1.53-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-1.53&CDS=1-2187
3010	OG0003010	YLR382C	genemark-flattened_line_22-processed-gene-1.120-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-1.120&CDS=1-2658
3011	OG0003011	YLR383W	genemark-flattened_line_22-processed-gene-1.103-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-1.103&CDS=1-3309
3012	OG0003012	YLR384C	maker-flattened_line_22-augustus-gene-1.0-mRNA-1_1&gene=maker-flattened_line_22-augustus-gene-1.0&CDS=1-4269
3013	OG0003013	YLR386W	snap_masked-flattened_line_22-processed-gene-1.56-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-1.56&CDS=1-2607
3014	OG0003014	YLR389C	snap_masked-flattened_line_22-processed-gene-1.80-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-1.80&CDS=1-2985
3015	OG0003015	YLR390W	snap_masked-flattened_line_22-processed-gene-1.57-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-1.57&CDS=1-270
3016	OG0003016	YLR390W-A	snap_masked-flattened_line_22-processed-gene-1.60-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-1.60&CDS=1-711
3017	OG0003017	YLR392C	genemark-flattened_line_22-processed-gene-1.128-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-1.128&CDS=1-1452
3018	OG0003018	YLR393W	genemark-flattened_line_22-processed-gene-1.107-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-1.107&CDS=1-864
3019	OG0003019	YLR394W	augustus_masked-flattened_line_22-processed-gene-1.14-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.14&CDS=1-1026
3020	OG0003020	YLR395C	snap_masked-flattened_line_22-processed-gene-1.84-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-1.84&CDS=1-219
3021	OG0003021	YLR397C	snap_masked-flattened_line_22-processed-gene-1.85-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-1.85&CDS=1-4221
3022	OG0003022	YLR398C	maker-flattened_line_22-augustus-gene-1.1-mRNA-1_1&gene=maker-flattened_line_22-augustus-gene-1.1&CDS=1-5304
3023	OG0003023	YLR401C	snap_masked-flattened_line_22-processed-gene-1.88-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-1.88&CDS=1-1917
3024	OG0003024	YLR403W	maker-flattened_line_22-snap-gene-1.43-mRNA-1_1&gene=maker-flattened_line_22-snap-gene-1.43&CDS=1-1458
3025	OG0003025	YLR405W	genemark-flattened_line_22-processed-gene-1.113-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-1.113&CDS=1-1047
3026	OG0003026	YLR407W	augustus_masked-flattened_line_22-processed-gene-1.21-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.21&CDS=1-669
3027	OG0003027	YLR408C	genemark-flattened_line_22-processed-gene-1.137-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-1.137&CDS=1-330
3028	OG0003028	YLR409C	genemark-flattened_line_22-processed-gene-1.138-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-1.138&CDS=1-2820
3029	OG0003029	YLR410W	augustus_masked-flattened_line_22-processed-gene-1.23-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.23&CDS=1-3471
3030	OG0003030	YLR411W	snap_masked-flattened_line_22-processed-gene-1.73-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-1.73&CDS=1-696
3031	OG0003031	YLR412W	genemark-flattened_line_22-processed-gene-1.119-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-1.119&CDS=1-792
3032	OG0003032	YLR418C	genemark-flattened_line_20-processed-gene-0.66-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-0.66&CDS=1-1143
3033	OG0003033	YLR452C	genemark-flattened_line_14-processed-gene-4.137-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-4.137&CDS=1-2088
3034	OG0003034	YLR454W	snap_masked-flattened_line_14-processed-gene-4.184-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-4.184&CDS=1-7728
3035	OG0003035	YLR455W	genemark-flattened_line_14-processed-gene-4.111-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-4.111&CDS=1-939
3036	OG0003036	YLR457C	genemark-flattened_line_14-processed-gene-4.144-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-4.144&CDS=1-996
3037	OG0003037	YLR459W	genemark-flattened_line_14-processed-gene-4.116-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-4.116&CDS=1-1179
