	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035645_Yarrowia_divulgata
2278	OG0002278	YLR033W	augustus_masked-flattened_line_179-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-flattened_line_179-processed-gene-0.70&CDS=1-1398
2279	OG0002279	YLR034C	snap_masked-flattened_line_179-processed-gene-0.56-mRNA-1_1&gene=snap_masked-flattened_line_179-processed-gene-0.56&CDS=1-1905
2280	OG0002280	YLR038C	snap_masked-flattened_line_278-processed-gene-0.26-mRNA-1_1&gene=snap_masked-flattened_line_278-processed-gene-0.26&CDS=1-252
2281	OG0002281	YLR039C	snap_masked-flattened_line_97-processed-gene-0.9-mRNA-1_1&gene=snap_masked-flattened_line_97-processed-gene-0.9&CDS=1-2589
2282	OG0002282	YLR045C	augustus_masked-flattened_line_15-processed-gene-1.100-mRNA-1_1&gene=augustus_masked-flattened_line_15-processed-gene-1.100&CDS=1-2523
2283	OG0002283	YLR051C	snap_masked-flattened_line_19-processed-gene-0.95-mRNA-1_1&gene=snap_masked-flattened_line_19-processed-gene-0.95&CDS=1-942
2284	OG0002284	YLR055C	maker-flattened_line_207-snap-gene-0.61-mRNA-1_1&gene=maker-flattened_line_207-snap-gene-0.61&CDS=1-2250
2285	OG0002285	YLR056W	snap_masked-flattened_line_336-processed-gene-0.27-mRNA-1_1&gene=snap_masked-flattened_line_336-processed-gene-0.27&CDS=1-1128
2286	OG0002286	YLR058C	snap_masked-flattened_line_214-processed-gene-0.41-mRNA-1_1&gene=snap_masked-flattened_line_214-processed-gene-0.41&CDS=1-1413
2287	OG0002287	YLR060W	snap_masked-flattened_line_27-processed-gene-1.18-mRNA-1_1&gene=snap_masked-flattened_line_27-processed-gene-1.18&CDS=1-1779
2288	OG0002288	YLR063W	snap_masked-flattened_line_181-processed-gene-0.55-mRNA-1_1&gene=snap_masked-flattened_line_181-processed-gene-0.55&CDS=1-852
2289	OG0002289	YLR066W	snap_masked-flattened_line_167-processed-gene-0.62-mRNA-1_1&gene=snap_masked-flattened_line_167-processed-gene-0.62&CDS=1-555
2290	OG0002290	YLR069C	snap_masked-flattened_line_314-processed-gene-0.25-mRNA-1_1&gene=snap_masked-flattened_line_314-processed-gene-0.25&CDS=1-2292
2291	OG0002291	YLR071C	snap_masked-flattened_line_314-processed-gene-0.22-mRNA-1_1&gene=snap_masked-flattened_line_314-processed-gene-0.22&CDS=1-2715
2292	OG0002292	YLR074C	snap_masked-flattened_line_93-processed-gene-0.109-mRNA-1_1&gene=snap_masked-flattened_line_93-processed-gene-0.109&CDS=1-516
2293	OG0002293	YLR075W	snap_masked-flattened_line_93-processed-gene-0.135-mRNA-1_1&gene=snap_masked-flattened_line_93-processed-gene-0.135&CDS=1-663
2294	OG0002294	YLR077W	snap_masked-flattened_line_195-processed-gene-0.7-mRNA-1_1&gene=snap_masked-flattened_line_195-processed-gene-0.7&CDS=1-1932
2295	OG0002295	YLR078C	snap_masked-flattened_line_17-processed-gene-2.42-mRNA-1_1&gene=snap_masked-flattened_line_17-processed-gene-2.42&CDS=1-678
2296	OG0002296	YLR084C	augustus_masked-flattened_line_109-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-flattened_line_109-processed-gene-0.1&CDS=1-3690
2297	OG0002297	YLR085C	snap_masked-flattened_line_93-processed-gene-0.106-mRNA-1_1&gene=snap_masked-flattened_line_93-processed-gene-0.106&CDS=1-1161
2298	OG0002298	YLR086W	maker-flattened_line_49-snap-gene-1.140-mRNA-1_1&gene=maker-flattened_line_49-snap-gene-1.140&CDS=1-4893
2299	OG0002299	YLR087C	augustus_masked-flattened_line_5-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-flattened_line_5-processed-gene-0.29&CDS=1-10299
2300	OG0002300	YLR088W	snap_masked-flattened_line_330-processed-gene-0.38-mRNA-1_1&gene=snap_masked-flattened_line_330-processed-gene-0.38&CDS=1-1842
2301	OG0002301	YLR097C	augustus_masked-flattened_line_412-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-flattened_line_412-processed-gene-0.10&CDS=1-1356
2302	OG0002302	YLR099W-A	snap_masked-flattened_line_11-processed-gene-2.180-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-2.180&CDS=1-360
2303	OG0002303	YLR100W	snap_masked-flattened_line_254-processed-gene-0.47-mRNA-1_1&gene=snap_masked-flattened_line_254-processed-gene-0.47&CDS=1-1029
2304	OG0002304	YLR103C	snap_masked-flattened_line_254-processed-gene-0.44-mRNA-1_1&gene=snap_masked-flattened_line_254-processed-gene-0.44&CDS=1-1989
2305	OG0002305	YLR104W	maker-flattened_line_236-snap-gene-0.12-mRNA-1_1&gene=maker-flattened_line_236-snap-gene-0.12&CDS=1-363
2306	OG0002306	YLR105C	genemark-flattened_line_236-processed-gene-0.32-mRNA-1_1&gene=genemark-flattened_line_236-processed-gene-0.32&CDS=1-819
2307	OG0002307	YLR106C	snap_masked-flattened_line_29-processed-gene-1.115-mRNA-1_1&gene=snap_masked-flattened_line_29-processed-gene-1.115&CDS=1-14142
2308	OG0002308	YLR107W	genemark-flattened_line_0-processed-gene-0.65-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-0.65&CDS=1-987
2309	OG0002309	YLR109W	snap_masked-flattened_line_11-processed-gene-0.71-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-0.71&CDS=1-519
2310	OG0002310	YLR113W	snap_masked-flattened_line_11-processed-gene-0.85-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-0.85&CDS=1-1167
2311	OG0002311	YLR114C	snap_masked-flattened_line_33-processed-gene-1.20-mRNA-1_1&gene=snap_masked-flattened_line_33-processed-gene-1.20&CDS=1-3600
2312	OG0002312	YLR115W	augustus_masked-flattened_line_71-processed-gene-0.127-mRNA-1_1&gene=augustus_masked-flattened_line_71-processed-gene-0.127&CDS=1-2406
2313	OG0002313	YLR116W	augustus_masked-flattened_line_300-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-flattened_line_300-processed-gene-0.24&CDS=1-1671
2314	OG0002314	YLR117C	snap_masked-flattened_line_191-processed-gene-0.12-mRNA-1_1&gene=snap_masked-flattened_line_191-processed-gene-0.12&CDS=1-2193
2315	OG0002315	YLR118C	snap_masked-flattened_line_31-processed-gene-1.57-mRNA-1_1&gene=snap_masked-flattened_line_31-processed-gene-1.57&CDS=1-681
2316	OG0002316	YLR127C	genemark-flattened_line_113-processed-gene-0.81-mRNA-1_1&gene=genemark-flattened_line_113-processed-gene-0.81&CDS=1-2136
2317	OG0002317	YLR128W	snap_masked-flattened_line_163-processed-gene-0.115-mRNA-1_1&gene=snap_masked-flattened_line_163-processed-gene-0.115&CDS=1-723
2318	OG0002318	YLR129W	snap_masked-flattened_line_9-processed-gene-0.26-mRNA-1_1&gene=snap_masked-flattened_line_9-processed-gene-0.26&CDS=1-2736
2319	OG0002319	YLR130C	snap_masked-flattened_line_37-processed-gene-1.12-mRNA-1_1&gene=snap_masked-flattened_line_37-processed-gene-1.12&CDS=1-1185
2320	OG0002320	YLR133W	snap_masked-flattened_line_268-processed-gene-0.32-mRNA-1_1&gene=snap_masked-flattened_line_268-processed-gene-0.32&CDS=1-1677
2321	OG0002321	YLR137W	snap_masked-flattened_line_103-processed-gene-0.89-mRNA-1_1&gene=snap_masked-flattened_line_103-processed-gene-0.89&CDS=1-1002
2322	OG0002322	YLR138W	snap_masked-flattened_line_9-processed-gene-0.6-mRNA-1_1&gene=snap_masked-flattened_line_9-processed-gene-0.6&CDS=1-2574
2323	OG0002323	YLR142W	snap_masked-flattened_line_290-processed-gene-0.29-mRNA-1_1&gene=snap_masked-flattened_line_290-processed-gene-0.29&CDS=1-1506
2324	OG0002324	YLR143W	snap_masked-flattened_line_45-processed-gene-0.78-mRNA-1_1&gene=snap_masked-flattened_line_45-processed-gene-0.78&CDS=1-1794
2325	OG0002325	YLR145W	snap_masked-flattened_line_23-processed-gene-1.7-mRNA-1_1&gene=snap_masked-flattened_line_23-processed-gene-1.7&CDS=1-966
2326	OG0002326	YLR147C	snap_masked-flattened_line_91-processed-gene-0.110-mRNA-1_1&gene=snap_masked-flattened_line_91-processed-gene-0.110&CDS=1-315
2327	OG0002327	YLR148W	snap_masked-flattened_line_91-processed-gene-0.91-mRNA-1_1&gene=snap_masked-flattened_line_91-processed-gene-0.91&CDS=1-2844
2328	OG0002328	YLR149C	snap_masked-flattened_line_17-processed-gene-0.84-mRNA-1_1&gene=snap_masked-flattened_line_17-processed-gene-0.84&CDS=1-1389
2329	OG0002329	YLR151C	augustus_masked-flattened_line_163-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-flattened_line_163-processed-gene-0.35&CDS=1-1026
2330	OG0002330	YLR152C	genemark-flattened_line_266-processed-gene-0.21-mRNA-1_1&gene=genemark-flattened_line_266-processed-gene-0.21&CDS=1-1404
2331	OG0002331	YLR153C	snap_masked-flattened_line_147-processed-gene-0.73-mRNA-1_1&gene=snap_masked-flattened_line_147-processed-gene-0.73&CDS=1-1971
2332	OG0002332	YLR163C	snap_masked-flattened_line_25-processed-gene-0.63-mRNA-1_1&gene=snap_masked-flattened_line_25-processed-gene-0.63&CDS=1-1422
2333	OG0002333	YLR166C	snap_masked-flattened_line_9-processed-gene-1.78-mRNA-1_1&gene=snap_masked-flattened_line_9-processed-gene-1.78&CDS=1-2397
2334	OG0002334	YLR167W	genemark-flattened_line_45-processed-gene-0.47-mRNA-1_1&gene=genemark-flattened_line_45-processed-gene-0.47&CDS=1-450
2335	OG0002335	YLR168C	snap_masked-flattened_line_220-processed-gene-0.7-mRNA-1_1&gene=snap_masked-flattened_line_220-processed-gene-0.7&CDS=1-552
2336	OG0002336	YLR170C	maker-flattened_line_47-snap-gene-1.139-mRNA-1_1&gene=maker-flattened_line_47-snap-gene-1.139&CDS=1-471
2337	OG0002337	YLR172C	snap_masked-flattened_line_43-processed-gene-1.151-mRNA-1_1&gene=snap_masked-flattened_line_43-processed-gene-1.151&CDS=1-900
2338	OG0002338	YLR173W	augustus_masked-flattened_line_232-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-flattened_line_232-processed-gene-0.46&CDS=1-1803
2339	OG0002339	YLR175W	snap_masked-flattened_line_5-processed-gene-1.23-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-1.23&CDS=1-1458
2340	OG0002340	YLR176C	snap_masked-flattened_line_5-processed-gene-1.7-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-1.7&CDS=1-2019
2341	OG0002341	YLR178C	snap_masked-flattened_line_19-processed-gene-0.96-mRNA-1_1&gene=snap_masked-flattened_line_19-processed-gene-0.96&CDS=1-582
2342	OG0002342	YLR181C	maker-flattened_line_157-snap-gene-0.22-mRNA-1_1&gene=maker-flattened_line_157-snap-gene-0.22&CDS=1-882
2343	OG0002343	YLR182W	snap_masked-flattened_line_157-processed-gene-0.5-mRNA-1_1&gene=snap_masked-flattened_line_157-processed-gene-0.5&CDS=1-2217
2344	OG0002344	YLR186W	snap_masked-flattened_line_63-processed-gene-0.53-mRNA-1_1&gene=snap_masked-flattened_line_63-processed-gene-0.53&CDS=1-774
2345	OG0002345	YLR187W	snap_masked-flattened_line_37-processed-gene-1.2-mRNA-1_1&gene=snap_masked-flattened_line_37-processed-gene-1.2&CDS=1-2811
2346	OG0002346	YLR188W	genemark-flattened_line_63-processed-gene-0.181-mRNA-1_1&gene=genemark-flattened_line_63-processed-gene-0.181&CDS=1-2190
2347	OG0002347	YLR189C	maker-flattened_line_41-snap-gene-0.71-mRNA-1_1&gene=maker-flattened_line_41-snap-gene-0.71&CDS=1-4341
2348	OG0002348	YLR191W	genemark-flattened_line_250-processed-gene-0.12-mRNA-1_1&gene=genemark-flattened_line_250-processed-gene-0.12&CDS=1-1245
2349	OG0002349	YLR192C	snap_masked-flattened_line_17-processed-gene-1.61-mRNA-1_1&gene=snap_masked-flattened_line_17-processed-gene-1.61&CDS=1-723
2350	OG0002350	YLR193C	snap_masked-flattened_line_49-processed-gene-0.18-mRNA-1_1&gene=snap_masked-flattened_line_49-processed-gene-0.18&CDS=1-552
2351	OG0002351	YLR195C	augustus_masked-flattened_line_63-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-flattened_line_63-processed-gene-0.100&CDS=1-1632
2352	OG0002352	YLR196W	snap_masked-flattened_line_63-processed-gene-0.61-mRNA-1_1&gene=snap_masked-flattened_line_63-processed-gene-0.61&CDS=1-1527
2353	OG0002353	YLR197W	snap_masked-flattened_line_53-processed-gene-0.63-mRNA-1_1&gene=snap_masked-flattened_line_53-processed-gene-0.63&CDS=1-1515
2354	OG0002354	YLR200W	snap_masked-flattened_line_53-processed-gene-0.64-mRNA-1_1&gene=snap_masked-flattened_line_53-processed-gene-0.64&CDS=1-354
2355	OG0002355	YLR201C	augustus_masked-flattened_line_33-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-flattened_line_33-processed-gene-0.46&CDS=1-774
2356	OG0002356	YLR203C	snap_masked-flattened_line_412-processed-gene-0.7-mRNA-1_1&gene=snap_masked-flattened_line_412-processed-gene-0.7&CDS=1-1290
2357	OG0002357	YLR205C	snap_masked-flattened_line_47-processed-gene-0.92-mRNA-1_1&gene=snap_masked-flattened_line_47-processed-gene-0.92&CDS=1-855
2358	OG0002358	YLR207W	snap_masked-flattened_line_13-processed-gene-2.0-mRNA-1_1&gene=snap_masked-flattened_line_13-processed-gene-2.0&CDS=1-2316
2359	OG0002359	YLR208W	genemark-flattened_line_17-processed-gene-1.86-mRNA-1_1&gene=genemark-flattened_line_17-processed-gene-1.86&CDS=1-894
2360	OG0002360	YLR209C	snap_masked-flattened_line_17-processed-gene-1.39-mRNA-1_1&gene=snap_masked-flattened_line_17-processed-gene-1.39&CDS=1-894
2361	OG0002361	YLR210W	snap_masked-flattened_line_0-processed-gene-0.7-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-0.7&CDS=1-1290
2362	OG0002362	YLR212C	snap_masked-flattened_line_236-processed-gene-0.8-mRNA-1_1&gene=snap_masked-flattened_line_236-processed-gene-0.8&CDS=1-1362
2363	OG0002363	YLR215C	snap_masked-flattened_line_123-processed-gene-0.62-mRNA-1_1&gene=snap_masked-flattened_line_123-processed-gene-0.62&CDS=1-1104
2364	OG0002364	YLR216C	snap_masked-flattened_line_109-processed-gene-0.73-mRNA-1_1&gene=snap_masked-flattened_line_109-processed-gene-0.73&CDS=1-1101
2365	OG0002365	YLR218C	snap_masked-flattened_line_11-processed-gene-2.182-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-2.182&CDS=1-219
2366	OG0002366	YLR220W	snap_masked-flattened_line_67-processed-gene-0.117-mRNA-1_1&gene=snap_masked-flattened_line_67-processed-gene-0.117&CDS=1-843
2367	OG0002367	YLR221C	snap_masked-flattened_line_242-processed-gene-0.15-mRNA-1_1&gene=snap_masked-flattened_line_242-processed-gene-0.15&CDS=1-471
2368	OG0002368	YLR222C	snap_masked-flattened_line_181-processed-gene-0.50-mRNA-1_1&gene=snap_masked-flattened_line_181-processed-gene-0.50&CDS=1-2343
2369	OG0002369	YLR229C	maker-flattened_line_95-augustus-gene-0.87-mRNA-1_1&gene=maker-flattened_line_95-augustus-gene-0.87&CDS=1-603
2370	OG0002370	YLR231C	snap_masked-flattened_line_0-processed-gene-4.22-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-4.22&CDS=1-1311
2371	OG0002371	YLR234W	snap_masked-flattened_line_37-processed-gene-0.29-mRNA-1_1&gene=snap_masked-flattened_line_37-processed-gene-0.29&CDS=1-1878
2372	OG0002372	YLR239C	snap_masked-flattened_line_33-processed-gene-0.30-mRNA-1_1&gene=snap_masked-flattened_line_33-processed-gene-0.30&CDS=1-774
2373	OG0002373	YLR240W	genemark-flattened_line_149-processed-gene-0.35-mRNA-1_1&gene=genemark-flattened_line_149-processed-gene-0.35&CDS=1-2466
2374	OG0002374	YLR241W	snap_masked-flattened_line_37-processed-gene-1.5-mRNA-1_1&gene=snap_masked-flattened_line_37-processed-gene-1.5&CDS=1-2589
2375	OG0002375	YLR242C	snap_masked-flattened_line_17-processed-gene-1.60-mRNA-1_1&gene=snap_masked-flattened_line_17-processed-gene-1.60&CDS=1-807
2376	OG0002376	YLR243W	snap_masked-flattened_line_284-processed-gene-0.7-mRNA-1_1&gene=snap_masked-flattened_line_284-processed-gene-0.7&CDS=1-813
2377	OG0002377	YLR244C	snap_masked-flattened_line_53-processed-gene-0.78-mRNA-1_1&gene=snap_masked-flattened_line_53-processed-gene-0.78&CDS=1-1113
2378	OG0002378	YLR245C	maker-flattened_line_53-snap-gene-0.88-mRNA-1_1&gene=maker-flattened_line_53-snap-gene-0.88&CDS=1-447
2379	OG0002379	YLR247C	augustus_masked-flattened_line_137-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-flattened_line_137-processed-gene-0.79&CDS=1-7095
2380	OG0002380	YLR248W	maker-flattened_line_5-snap-gene-1.0-mRNA-1_1&gene=maker-flattened_line_5-snap-gene-1.0&CDS=1-1713
2381	OG0002381	YLR251W	snap_masked-flattened_line_115-processed-gene-0.7-mRNA-1_1&gene=snap_masked-flattened_line_115-processed-gene-0.7&CDS=1-588
2382	OG0002382	YLR253W	snap_masked-flattened_line_65-processed-gene-0.39-mRNA-1_1&gene=snap_masked-flattened_line_65-processed-gene-0.39&CDS=1-1818
2383	OG0002383	YLR259C	maker-flattened_line_13-snap-gene-0.106-mRNA-1_1&gene=maker-flattened_line_13-snap-gene-0.106&CDS=1-2088
2384	OG0002384	YLR262C	snap_masked-flattened_line_0-processed-gene-4.4-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-4.4&CDS=1-600
2385	OG0002385	YLR262C-A	snap_masked-flattened_line_0-processed-gene-4.2-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-4.2&CDS=1-192
2386	OG0002386	YLR268W	snap_masked-flattened_line_53-processed-gene-1.87-mRNA-1_1&gene=snap_masked-flattened_line_53-processed-gene-1.87&CDS=1-639
2387	OG0002387	YLR272C	snap_masked-flattened_line_147-processed-gene-0.61-mRNA-1_1&gene=snap_masked-flattened_line_147-processed-gene-0.61&CDS=1-3297
2388	OG0002388	YLR274W	snap_masked-flattened_line_97-processed-gene-0.25-mRNA-1_1&gene=snap_masked-flattened_line_97-processed-gene-0.25&CDS=1-2232
2389	OG0002389	YLR275W	genemark-flattened_line_145-processed-gene-0.38-mRNA-1_1&gene=genemark-flattened_line_145-processed-gene-0.38&CDS=1-345
2390	OG0002390	YLR276C	snap_masked-flattened_line_17-processed-gene-2.16-mRNA-1_1&gene=snap_masked-flattened_line_17-processed-gene-2.16&CDS=1-1632
2391	OG0002391	YLR277C	snap_masked-flattened_line_99-processed-gene-0.14-mRNA-1_1&gene=snap_masked-flattened_line_99-processed-gene-0.14&CDS=1-2421
2392	OG0002392	YLR278C	snap_masked-flattened_line_9-processed-gene-1.62-mRNA-1_1&gene=snap_masked-flattened_line_9-processed-gene-1.62&CDS=1-2328
2393	OG0002393	YLR281C	snap_masked-flattened_line_111-processed-gene-0.10-mRNA-1_1&gene=snap_masked-flattened_line_111-processed-gene-0.10&CDS=1-456
2394	OG0002394	YLR285W	snap_masked-flattened_line_83-processed-gene-0.6-mRNA-1_1&gene=snap_masked-flattened_line_83-processed-gene-0.6&CDS=1-822
2395	OG0002395	YLR286C	snap_masked-flattened_line_97-processed-gene-0.14-mRNA-1_1&gene=snap_masked-flattened_line_97-processed-gene-0.14&CDS=1-939
2396	OG0002396	YLR289W	snap_masked-flattened_line_81-processed-gene-0.23-mRNA-1_1&gene=snap_masked-flattened_line_81-processed-gene-0.23&CDS=1-1968
2397	OG0002397	YLR290C	maker-flattened_line_15-snap-gene-0.1-mRNA-1_1&gene=maker-flattened_line_15-snap-gene-0.1&CDS=1-807
2398	OG0002398	YLR293C	snap_masked-flattened_line_149-processed-gene-0.7-mRNA-1_1&gene=snap_masked-flattened_line_149-processed-gene-0.7&CDS=1-642
2399	OG0002399	YLR295C	snap_masked-flattened_line_149-processed-gene-0.23-mRNA-1_1&gene=snap_masked-flattened_line_149-processed-gene-0.23&CDS=1-324
2400	OG0002400	YLR299W	snap_masked-flattened_line_9-processed-gene-2.32-mRNA-1_1&gene=snap_masked-flattened_line_9-processed-gene-2.32&CDS=1-1989
2401	OG0002401	YLR303W	snap_masked-flattened_line_47-processed-gene-0.82-mRNA-1_1&gene=snap_masked-flattened_line_47-processed-gene-0.82&CDS=1-1275
2402	OG0002402	YLR304C	snap_masked-flattened_line_203-processed-gene-0.50-mRNA-1_1&gene=snap_masked-flattened_line_203-processed-gene-0.50&CDS=1-2337
2403	OG0002403	YLR305C	snap_masked-flattened_line_15-processed-gene-0.16-mRNA-1_1&gene=snap_masked-flattened_line_15-processed-gene-0.16&CDS=1-5571
2404	OG0002404	YLR306W	maker-flattened_line_39-augustus-gene-1.183-mRNA-1_1&gene=maker-flattened_line_39-augustus-gene-1.183&CDS=1-582
2405	OG0002405	YLR308W	snap_masked-flattened_line_17-processed-gene-1.56-mRNA-1_1&gene=snap_masked-flattened_line_17-processed-gene-1.56&CDS=1-987
2406	OG0002406	YLR309C	augustus_masked-flattened_line_17-processed-gene-1.37-mRNA-1_1&gene=augustus_masked-flattened_line_17-processed-gene-1.37&CDS=1-3501
2407	OG0002407	YLR312W-A	augustus_masked-flattened_line_145-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-flattened_line_145-processed-gene-0.69&CDS=1-768
2408	OG0002408	YLR314C	snap_masked-flattened_line_242-processed-gene-0.9-mRNA-1_1&gene=snap_masked-flattened_line_242-processed-gene-0.9&CDS=1-1359
2409	OG0002409	YLR316C	augustus_masked-flattened_line_73-processed-gene-0.130-mRNA-1_1&gene=augustus_masked-flattened_line_73-processed-gene-0.130&CDS=1-1080
2410	OG0002410	YLR318W	augustus_masked-flattened_line_340-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-flattened_line_340-processed-gene-0.7&CDS=1-2628
2411	OG0002411	YLR319C	augustus_masked-flattened_line_15-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-flattened_line_15-processed-gene-0.102&CDS=1-2532
2412	OG0002412	YLR321C	snap_masked-flattened_line_39-processed-gene-1.45-mRNA-1_1&gene=snap_masked-flattened_line_39-processed-gene-1.45&CDS=1-1095
2413	OG0002413	YLR323C	snap_masked-flattened_line_252-processed-gene-0.1-mRNA-1_1&gene=snap_masked-flattened_line_252-processed-gene-0.1&CDS=1-759
2414	OG0002414	YLR324W	snap_masked-flattened_line_47-processed-gene-1.81-mRNA-1_1&gene=snap_masked-flattened_line_47-processed-gene-1.81&CDS=1-1248
2415	OG0002415	YLR325C	snap_masked-flattened_line_7-processed-gene-2.184-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-2.184&CDS=1-213
2416	OG0002416	YLR326W	snap_masked-flattened_line_119-processed-gene-0.84-mRNA-1_1&gene=snap_masked-flattened_line_119-processed-gene-0.84&CDS=1-864
2417	OG0002417	YLR330W	snap_masked-flattened_line_214-processed-gene-0.55-mRNA-1_1&gene=snap_masked-flattened_line_214-processed-gene-0.55&CDS=1-1713
2418	OG0002418	YLR336C	snap_masked-flattened_line_161-processed-gene-0.68-mRNA-1_1&gene=snap_masked-flattened_line_161-processed-gene-0.68&CDS=1-3669
2419	OG0002419	YLR337C	augustus_masked-flattened_line_179-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-flattened_line_179-processed-gene-0.98&CDS=1-405
2420	OG0002420	YLR340W	snap_masked-flattened_line_127-processed-gene-0.60-mRNA-1_1&gene=snap_masked-flattened_line_127-processed-gene-0.60&CDS=1-942
2421	OG0002421	YLR345W	snap_masked-flattened_line_161-processed-gene-0.87-mRNA-1_1&gene=snap_masked-flattened_line_161-processed-gene-0.87&CDS=1-1785
2422	OG0002422	YLR347C	genemark-flattened_line_340-processed-gene-0.17-mRNA-1_1&gene=genemark-flattened_line_340-processed-gene-0.17&CDS=1-2595
2423	OG0002423	YLR348C	genemark-flattened_line_19-processed-gene-0.44-mRNA-1_1&gene=genemark-flattened_line_19-processed-gene-0.44&CDS=1-963
2424	OG0002424	YLR351C	snap_masked-flattened_line_236-processed-gene-0.7-mRNA-1_1&gene=snap_masked-flattened_line_236-processed-gene-0.7&CDS=1-858
2425	OG0002425	YLR352W	snap_masked-flattened_line_260-processed-gene-0.33-mRNA-1_1&gene=snap_masked-flattened_line_260-processed-gene-0.33&CDS=1-1698
2426	OG0002426	YLR355C	snap_masked-flattened_line_440-processed-gene-0.5-mRNA-1_1&gene=snap_masked-flattened_line_440-processed-gene-0.5&CDS=1-1194
2427	OG0002427	YLR359W	snap_masked-flattened_line_320-processed-gene-0.24-mRNA-1_1&gene=snap_masked-flattened_line_320-processed-gene-0.24&CDS=1-1446
2428	OG0002428	YLR361C	snap_masked-flattened_line_27-processed-gene-1.5-mRNA-1_1&gene=snap_masked-flattened_line_27-processed-gene-1.5&CDS=1-1695
2429	OG0002429	YLR362W	augustus_masked-flattened_line_81-processed-gene-0.119-mRNA-1_1&gene=augustus_masked-flattened_line_81-processed-gene-0.119&CDS=1-2478
2430	OG0002430	YLR363W-A	snap_masked-flattened_line_17-processed-gene-0.90-mRNA-1_1&gene=snap_masked-flattened_line_17-processed-gene-0.90&CDS=1-297
2431	OG0002431	YLR370C	snap_masked-flattened_line_0-processed-gene-1.11-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-1.11&CDS=1-525
2432	OG0002432	YLR377C	snap_masked-flattened_line_25-processed-gene-1.55-mRNA-1_1&gene=snap_masked-flattened_line_25-processed-gene-1.55&CDS=1-1014
2433	OG0002433	YLR378C	snap_masked-flattened_line_73-processed-gene-0.159-mRNA-1_1&gene=snap_masked-flattened_line_73-processed-gene-0.159&CDS=1-1413
2434	OG0002434	YLR382C	snap_masked-flattened_line_13-processed-gene-1.11-mRNA-1_1&gene=snap_masked-flattened_line_13-processed-gene-1.11&CDS=1-2703
2435	OG0002435	YLR383W	snap_masked-flattened_line_13-processed-gene-1.26-mRNA-1_1&gene=snap_masked-flattened_line_13-processed-gene-1.26&CDS=1-3297
2436	OG0002436	YLR384C	augustus_masked-flattened_line_123-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-flattened_line_123-processed-gene-0.15&CDS=1-3429
2437	OG0002437	YLR386W	maker-flattened_line_0-snap-gene-4.67-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-4.67&CDS=1-2331
2438	OG0002438	YLR387C	snap_masked-flattened_line_29-processed-gene-1.146-mRNA-1_1&gene=snap_masked-flattened_line_29-processed-gene-1.146&CDS=1-1191
2439	OG0002439	YLR389C	snap_masked-flattened_line_93-processed-gene-0.141-mRNA-1_1&gene=snap_masked-flattened_line_93-processed-gene-0.141&CDS=1-2898
2440	OG0002440	YLR390W-A	snap_masked-flattened_line_21-processed-gene-2.13-mRNA-1_1&gene=snap_masked-flattened_line_21-processed-gene-2.13&CDS=1-858
2441	OG0002441	YLR393W	augustus_masked-flattened_line_87-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-flattened_line_87-processed-gene-0.26&CDS=1-882
2442	OG0002442	YLR395C	snap_masked-flattened_line_99-processed-gene-0.4-mRNA-1_1&gene=snap_masked-flattened_line_99-processed-gene-0.4&CDS=1-222
2443	OG0002443	YLR396C	augustus_masked-flattened_line_99-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-flattened_line_99-processed-gene-0.67&CDS=1-2049
2444	OG0002444	YLR397C	snap_masked-flattened_line_5-processed-gene-3.8-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-3.8&CDS=1-2322
