	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034866_Zygosaccharomyces_bisporus
3197	OG0003197	YNL236W	snap_masked-flattened_line_82-processed-gene-0.49-mRNA-1_1&gene=snap_masked-flattened_line_82-processed-gene-0.49&CDS=1-3000
3198	OG0003198	YNL237W	augustus_masked-flattened_line_82-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-flattened_line_82-processed-gene-0.89&CDS=1-1308
3199	OG0003199	YNL238W	augustus_masked-flattened_line_82-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-flattened_line_82-processed-gene-0.88&CDS=1-3744
3200	OG0003200	YNL240C	augustus_masked-flattened_line_82-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-flattened_line_82-processed-gene-0.104&CDS=1-1416
3201	OG0003201	YNL241C	augustus_masked-flattened_line_82-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-flattened_line_82-processed-gene-0.103&CDS=1-1551
3202	OG0003202	YNL242W	augustus_masked-flattened_line_82-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-flattened_line_82-processed-gene-0.86&CDS=1-4680
3203	OG0003203	YNL243W	genemark-flattened_line_80-processed-gene-0.46-mRNA-1_1&gene=genemark-flattened_line_80-processed-gene-0.46&CDS=1-1194
3204	OG0003204	YNL244C	augustus_masked-flattened_line_80-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-flattened_line_80-processed-gene-0.33&CDS=1-324
3205	OG0003205	YNL246W	augustus_masked-flattened_line_66-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-flattened_line_66-processed-gene-0.104&CDS=1-597
3206	OG0003206	YNL247W	augustus_masked-flattened_line_80-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-flattened_line_80-processed-gene-0.13&CDS=1-2202
3207	OG0003207	YNL248C	augustus_masked-flattened_line_80-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-flattened_line_80-processed-gene-0.31&CDS=1-1227
3208	OG0003208	YNL249C	augustus_masked-flattened_line_80-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-flattened_line_80-processed-gene-0.30&CDS=1-1620
3209	OG0003209	YNL250W	augustus_masked-flattened_line_80-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-flattened_line_80-processed-gene-0.11&CDS=1-3912
3210	OG0003210	YNL251C	augustus_masked-flattened_line_80-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-flattened_line_80-processed-gene-0.29&CDS=1-1782
3211	OG0003211	YNL252C	augustus_masked-flattened_line_80-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-flattened_line_80-processed-gene-0.28&CDS=1-801
3212	OG0003212	YNL253W	augustus_masked-flattened_line_80-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-flattened_line_80-processed-gene-0.10&CDS=1-1185
3213	OG0003213	YNL254C	augustus_masked-flattened_line_80-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-flattened_line_80-processed-gene-0.27&CDS=1-987
3214	OG0003214	YNL255C	augustus_masked-flattened_line_80-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-flattened_line_80-processed-gene-0.26&CDS=1-504
3215	OG0003215	YNL256W	augustus_masked-flattened_line_80-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-flattened_line_80-processed-gene-0.9&CDS=1-2379
3216	OG0003216	YNL257C	augustus_masked-flattened_line_80-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-flattened_line_80-processed-gene-0.24&CDS=1-5826
3217	OG0003217	YNL258C	snap_masked-flattened_line_80-processed-gene-0.101-mRNA-1_1&gene=snap_masked-flattened_line_80-processed-gene-0.101&CDS=1-2388
3218	OG0003218	YNL259C	maker-flattened_line_80-augustus-gene-0.71-mRNA-1_1&gene=maker-flattened_line_80-augustus-gene-0.71&CDS=1-747
3219	OG0003219	YNL262W	genemark-flattened_line_80-processed-gene-0.40-mRNA-1_1&gene=genemark-flattened_line_80-processed-gene-0.40&CDS=1-8844
3220	OG0003220	YNL263C	snap_masked-flattened_line_80-processed-gene-0.98-mRNA-1_1&gene=snap_masked-flattened_line_80-processed-gene-0.98&CDS=1-900
3221	OG0003221	YNL264C	snap_masked-flattened_line_80-processed-gene-0.96-mRNA-1_1&gene=snap_masked-flattened_line_80-processed-gene-0.96&CDS=1-1158
3222	OG0003222	YNL267W	augustus_masked-flattened_line_80-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-flattened_line_80-processed-gene-0.4&CDS=1-3150
3223	OG0003223	YNL271C	snap_masked-flattened_line_80-processed-gene-0.92-mRNA-1_1&gene=snap_masked-flattened_line_80-processed-gene-0.92&CDS=1-5916
3224	OG0003224	YNL272C	augustus_masked-flattened_line_80-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-flattened_line_80-processed-gene-0.17&CDS=1-2298
3225	OG0003225	YNL273W	augustus_masked-flattened_line_80-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-flattened_line_80-processed-gene-0.2&CDS=1-3594
3226	OG0003226	YNL274C	augustus_masked-flattened_line_122-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-flattened_line_122-processed-gene-0.0&CDS=1-1050
3227	OG0003227	YNL275W	augustus_masked-flattened_line_122-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-flattened_line_122-processed-gene-0.10&CDS=1-3810
3228	OG0003228	YNL277W	augustus_masked-flattened_line_122-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-flattened_line_122-processed-gene-0.11&CDS=1-1446
3229	OG0003229	YNL280C	snap_masked-flattened_line_54-processed-gene-0.186-mRNA-1_1&gene=snap_masked-flattened_line_54-processed-gene-0.186&CDS=1-1308
3230	OG0003230	YNL281W	augustus_masked-flattened_line_54-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.95&CDS=1-954
3231	OG0003231	YNL284C	augustus_masked-flattened_line_54-processed-gene-0.120-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.120&CDS=1-882
3232	OG0003232	YNL286W	snap_masked-flattened_line_54-processed-gene-0.150-mRNA-1_1&gene=snap_masked-flattened_line_54-processed-gene-0.150&CDS=1-795
3233	OG0003233	YNL287W	augustus_masked-flattened_line_54-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.92&CDS=1-2802
3234	OG0003234	YNL288W	augustus_masked-flattened_line_54-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.91&CDS=1-1044
3235	OG0003235	YNL289W	genemark-flattened_line_54-processed-gene-0.9-mRNA-1_1&gene=genemark-flattened_line_54-processed-gene-0.9&CDS=1-894
3236	OG0003236	YNL290W	snap_masked-flattened_line_54-processed-gene-0.145-mRNA-1_1&gene=snap_masked-flattened_line_54-processed-gene-0.145&CDS=1-1014
3237	OG0003237	YNL291C	augustus_masked-flattened_line_54-processed-gene-0.118-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.118&CDS=1-1635
3238	OG0003238	YNL292W	augustus_masked-flattened_line_54-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.88&CDS=1-1863
3239	OG0003239	YNL293W	augustus_masked-flattened_line_54-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.87&CDS=1-1815
3240	OG0003240	YNL294C	augustus_masked-flattened_line_54-processed-gene-0.116-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.116&CDS=1-1497
3241	OG0003241	YNL295W	augustus_masked-flattened_line_54-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.86&CDS=1-1350
3242	OG0003242	YNL297C	snap_masked-flattened_line_54-processed-gene-0.178-mRNA-1_1&gene=snap_masked-flattened_line_54-processed-gene-0.178&CDS=1-4842
3243	OG0003243	YNL304W	genemark-flattened_line_56-processed-gene-0.141-mRNA-1_1&gene=genemark-flattened_line_56-processed-gene-0.141&CDS=1-978
3244	OG0003244	YNL305C	augustus_masked-flattened_line_56-processed-gene-0.107-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.107&CDS=1-789
3245	OG0003245	YNL306W	augustus_masked-flattened_line_56-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.81&CDS=1-621
3246	OG0003246	YNL307C	augustus_masked-flattened_line_56-processed-gene-0.106-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.106&CDS=1-1146
3247	OG0003247	YNL308C	augustus_masked-flattened_line_56-processed-gene-0.105-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.105&CDS=1-1614
3248	OG0003248	YNL309W	augustus_masked-flattened_line_56-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.78&CDS=1-759
3249	OG0003249	YNL310C	augustus_masked-flattened_line_56-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.104&CDS=1-477
3250	OG0003250	YNL311C	augustus_masked-flattened_line_56-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.103&CDS=1-2022
3251	OG0003251	YNL313C	augustus_masked-flattened_line_56-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.102&CDS=1-2685
3252	OG0003252	YNL314W	snap_masked-flattened_line_56-processed-gene-0.19-mRNA-1_1&gene=snap_masked-flattened_line_56-processed-gene-0.19&CDS=1-810
3253	OG0003253	YNL315C	augustus_masked-flattened_line_56-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.101&CDS=1-966
3254	OG0003254	YNL316C	snap_masked-flattened_line_56-processed-gene-0.48-mRNA-1_1&gene=snap_masked-flattened_line_56-processed-gene-0.48&CDS=1-948
3255	OG0003255	YNL317W	augustus_masked-flattened_line_56-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.75&CDS=1-1350
3256	OG0003256	YNL320W	augustus_masked-flattened_line_56-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.73&CDS=1-858
3257	OG0003257	YNL321W	augustus_masked-flattened_line_56-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.72&CDS=1-2946
3258	OG0003258	YNL325C	augustus_masked-flattened_line_56-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.96&CDS=1-2631
3259	OG0003259	YNL326C	augustus_masked-flattened_line_56-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.95&CDS=1-981
3260	OG0003260	YNR001C	augustus_masked-flattened_line_192-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-flattened_line_192-processed-gene-0.5&CDS=1-1383
3261	OG0003261	YNR003C	snap_masked-flattened_line_154-processed-gene-0.49-mRNA-1_1&gene=snap_masked-flattened_line_154-processed-gene-0.49&CDS=1-939
3262	OG0003262	YNR006W	maker-flattened_line_14-augustus-gene-0.94-mRNA-1_1&gene=maker-flattened_line_14-augustus-gene-0.94&CDS=1-2532
3263	OG0003263	YNR008W	augustus_masked-flattened_line_14-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-0.70&CDS=1-1944
3264	OG0003264	YNR009W	snap_masked-flattened_line_14-processed-gene-0.116-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-0.116&CDS=1-699
3265	OG0003265	YNR012W	augustus_masked-flattened_line_88-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-flattened_line_88-processed-gene-0.84&CDS=1-1461
3266	OG0003266	YNR015W	augustus_masked-flattened_line_88-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-flattened_line_88-processed-gene-0.81&CDS=1-1113
3267	OG0003267	YNR016C	augustus_masked-flattened_line_88-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-flattened_line_88-processed-gene-0.61&CDS=1-6690
3268	OG0003268	YNR017W	augustus_masked-flattened_line_88-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-flattened_line_88-processed-gene-0.80&CDS=1-639
3269	OG0003269	YNR018W	augustus_masked-flattened_line_88-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-flattened_line_88-processed-gene-0.79&CDS=1-672
3270	OG0003270	YNR019W	augustus_masked-flattened_line_88-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-flattened_line_88-processed-gene-0.78&CDS=1-1755
3271	OG0003271	YNR020C	augustus_masked-flattened_line_88-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-flattened_line_88-processed-gene-0.57&CDS=1-738
3272	OG0003272	YNR021W	maker-flattened_line_88-augustus-gene-0.47-mRNA-1_1&gene=maker-flattened_line_88-augustus-gene-0.47&CDS=1-1824
3273	OG0003273	YNR022C	augustus_masked-flattened_line_88-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-flattened_line_88-processed-gene-0.56&CDS=1-420
3274	OG0003274	YNR026C	augustus_masked-flattened_line_88-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-flattened_line_88-processed-gene-0.52&CDS=1-3471
3275	OG0003275	YNR029C	augustus_masked-flattened_line_88-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-flattened_line_88-processed-gene-0.50&CDS=1-1242
3276	OG0003276	YNR030W	augustus_masked-flattened_line_88-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-flattened_line_88-processed-gene-0.68&CDS=1-1692
3277	OG0003277	YNR032C-A	augustus_masked-flattened_line_118-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-flattened_line_118-processed-gene-0.11&CDS=1-219
3278	OG0003278	YNR032W	augustus_masked-flattened_line_118-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-flattened_line_118-processed-gene-0.23&CDS=1-1095
3279	OG0003279	YNR033W	augustus_masked-flattened_line_118-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-flattened_line_118-processed-gene-0.22&CDS=1-2217
3280	OG0003280	YNR034W	augustus_masked-flattened_line_118-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-flattened_line_118-processed-gene-0.21&CDS=1-909
3281	OG0003281	YNR036C	augustus_masked-flattened_line_0-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-0.59&CDS=1-498
3282	OG0003282	YNR037C	snap_masked-flattened_line_0-processed-gene-0.97-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-0.97&CDS=1-273
3283	OG0003283	YNR038W	augustus_masked-flattened_line_0-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-0.48&CDS=1-1860
3284	OG0003284	YNR039C	genemark-flattened_line_0-processed-gene-0.32-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-0.32&CDS=1-1818
3285	OG0003285	YNR040W	snap_masked-flattened_line_14-processed-gene-1.121-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-1.121&CDS=1-816
3286	OG0003286	YNR041C	genemark-flattened_line_14-processed-gene-1.85-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-1.85&CDS=1-981
3287	OG0003287	YNR042W	snap_masked-flattened_line_14-processed-gene-1.122-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-1.122&CDS=1-234
3288	OG0003288	YNR043W	augustus_masked-flattened_line_110-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-flattened_line_110-processed-gene-0.19&CDS=1-1194
3289	OG0003289	YNR045W	snap_masked-flattened_line_110-processed-gene-0.73-mRNA-1_1&gene=snap_masked-flattened_line_110-processed-gene-0.73&CDS=1-1281
3290	OG0003290	YNR046W	snap_masked-flattened_line_110-processed-gene-0.72-mRNA-1_1&gene=snap_masked-flattened_line_110-processed-gene-0.72&CDS=1-402
3291	OG0003291	YNR047W	snap_masked-flattened_line_110-processed-gene-0.71-mRNA-1_1&gene=snap_masked-flattened_line_110-processed-gene-0.71&CDS=1-2526
3292	OG0003292	YNR049C	augustus_masked-flattened_line_110-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-flattened_line_110-processed-gene-0.7&CDS=1-636
3293	OG0003293	YNR050C	augustus_masked-flattened_line_110-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-flattened_line_110-processed-gene-0.6&CDS=1-1338
3294	OG0003294	YNR051C	snap_masked-flattened_line_110-processed-gene-0.57-mRNA-1_1&gene=snap_masked-flattened_line_110-processed-gene-0.57&CDS=1-1242
3295	OG0003295	YNR052C	snap_masked-flattened_line_110-processed-gene-0.56-mRNA-1_1&gene=snap_masked-flattened_line_110-processed-gene-0.56&CDS=1-1251
3296	OG0003296	YNR053C	maker-flattened_line_110-augustus-gene-0.46-mRNA-1_1&gene=maker-flattened_line_110-augustus-gene-0.46&CDS=1-2433
3297	OG0003297	YNR055C	augustus_masked-flattened_line_102-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-flattened_line_102-processed-gene-0.102&CDS=1-1614
3298	OG0003298	YNR064C	augustus_masked-flattened_line_122-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-flattened_line_122-processed-gene-0.3&CDS=1-897
3299	OG0003299	YOL001W	snap_masked-flattened_line_22-processed-gene-0.140-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-0.140&CDS=1-1152
3300	OG0003300	YOL003C	augustus_masked-flattened_line_22-processed-gene-1.3-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.3&CDS=1-615
3301	OG0003301	YOL004W	augustus_masked-flattened_line_22-processed-gene-1.5-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.5&CDS=1-4944
3302	OG0003302	YOL005C	augustus_masked-flattened_line_22-processed-gene-1.4-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.4&CDS=1-366
3303	OG0003303	YOL006C	augustus_masked-flattened_line_22-processed-gene-1.6-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.6&CDS=1-2304
3304	OG0003304	YOL007C	snap_masked-flattened_line_22-processed-gene-1.62-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-1.62&CDS=1-960
3305	OG0003305	YOL008W	augustus_masked-flattened_line_22-processed-gene-1.32-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.32&CDS=1-624
3306	OG0003306	YOL009C	augustus_masked-flattened_line_22-processed-gene-1.9-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.9&CDS=1-771
3307	OG0003307	YOL010W	augustus_masked-flattened_line_22-processed-gene-1.33-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.33&CDS=1-1095
3308	OG0003308	YOL012C	augustus_masked-flattened_line_22-processed-gene-1.12-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.12&CDS=1-393
3309	OG0003309	YOL013C	augustus_masked-flattened_line_22-processed-gene-1.13-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.13&CDS=1-1617
3310	OG0003310	YOL015W	augustus_masked-flattened_line_74-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-flattened_line_74-processed-gene-0.56&CDS=1-1461
3311	OG0003311	YOL016C	augustus_masked-flattened_line_84-processed-gene-0.131-mRNA-1_1&gene=augustus_masked-flattened_line_84-processed-gene-0.131&CDS=1-1344
3312	OG0003312	YOL018C	augustus_masked-flattened_line_58-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-flattened_line_58-processed-gene-0.90&CDS=1-1089
3313	OG0003313	YOL019W	snap_masked-flattened_line_58-processed-gene-0.9-mRNA-1_1&gene=snap_masked-flattened_line_58-processed-gene-0.9&CDS=1-1650
3314	OG0003314	YOL021C	augustus_masked-flattened_line_58-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-flattened_line_58-processed-gene-0.80&CDS=1-2985
3315	OG0003315	YOL022C	augustus_masked-flattened_line_58-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-flattened_line_58-processed-gene-0.81&CDS=1-1227
3316	OG0003316	YOL023W	augustus_masked-flattened_line_58-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-flattened_line_58-processed-gene-0.103&CDS=1-2097
3317	OG0003317	YOL025W	snap_masked-flattened_line_58-processed-gene-0.56-mRNA-1_1&gene=snap_masked-flattened_line_58-processed-gene-0.56&CDS=1-312
3318	OG0003318	YOL026C	snap_masked-flattened_line_58-processed-gene-0.5-mRNA-1_1&gene=snap_masked-flattened_line_58-processed-gene-0.5&CDS=1-258
3319	OG0003319	YOL027C	augustus_masked-flattened_line_58-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-flattened_line_58-processed-gene-0.61&CDS=1-1647
3320	OG0003320	YOL030W	augustus_masked-flattened_line_58-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-flattened_line_58-processed-gene-0.89&CDS=1-1485
3321	OG0003321	YOL031C	augustus_masked-flattened_line_10-processed-gene-1.46-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.46&CDS=1-1230
3322	OG0003322	YOL032W	augustus_masked-flattened_line_10-processed-gene-1.19-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.19&CDS=1-720
3323	OG0003323	YOL033W	augustus_masked-flattened_line_10-processed-gene-1.18-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.18&CDS=1-1596
3324	OG0003324	YOL034W	augustus_masked-flattened_line_58-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-flattened_line_58-processed-gene-0.96&CDS=1-3252
3325	OG0003325	YOL036W	snap_masked-flattened_line_58-processed-gene-0.33-mRNA-1_1&gene=snap_masked-flattened_line_58-processed-gene-0.33&CDS=1-2112
3326	OG0003326	YOL038W	augustus_masked-flattened_line_58-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-flattened_line_58-processed-gene-0.87&CDS=1-762
3327	OG0003327	YOL039W	augustus_masked-flattened_line_10-processed-gene-1.48-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.48&CDS=1-318
3328	OG0003328	YOL040C	augustus_masked-flattened_line_10-processed-gene-1.20-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.20&CDS=1-426
3329	OG0003329	YOL041C	augustus_masked-flattened_line_10-processed-gene-1.21-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.21&CDS=1-1371
3330	OG0003330	YOL042W	snap_masked-flattened_line_10-processed-gene-1.126-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-1.126&CDS=1-1077
3331	OG0003331	YOL043C	augustus_masked-flattened_line_10-processed-gene-1.23-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.23&CDS=1-1164
3332	OG0003332	YOL044W	snap_masked-flattened_line_10-processed-gene-1.128-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-1.128&CDS=1-1110
3333	OG0003333	YOL045W	augustus_masked-flattened_line_10-processed-gene-1.53-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.53&CDS=1-3693
3334	OG0003334	YOL048C	augustus_masked-flattened_line_10-processed-gene-1.25-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.25&CDS=1-555
3335	OG0003335	YOL049W	augustus_masked-flattened_line_10-processed-gene-1.54-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.54&CDS=1-1449
3336	OG0003336	YOL051W	augustus_masked-flattened_line_10-processed-gene-1.55-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.55&CDS=1-3324
3337	OG0003337	YOL052C	snap_masked-flattened_line_8-processed-gene-1.107-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-1.107&CDS=1-1155
3338	OG0003338	YOL053W	augustus_masked-flattened_line_68-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-flattened_line_68-processed-gene-0.13&CDS=1-918
3339	OG0003339	YOL054W	snap_masked-flattened_line_68-processed-gene-0.56-mRNA-1_1&gene=snap_masked-flattened_line_68-processed-gene-0.56&CDS=1-1287
3340	OG0003340	YOL058W	augustus_masked-flattened_line_96-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-flattened_line_96-processed-gene-0.63&CDS=1-1257
3341	OG0003341	YOL060C	maker-flattened_line_26-augustus-gene-0.85-mRNA-1_1&gene=maker-flattened_line_26-augustus-gene-0.85&CDS=1-6036
3342	OG0003342	YOL061W	augustus_masked-flattened_line_26-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.63&CDS=1-1350
3343	OG0003343	YOL062C	maker-flattened_line_26-snap-gene-0.49-mRNA-1_1&gene=maker-flattened_line_26-snap-gene-0.49&CDS=1-1335
3344	OG0003344	YOL063C	snap_masked-flattened_line_26-processed-gene-0.126-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.126&CDS=1-2664
3345	OG0003345	YOL064C	snap_masked-flattened_line_26-processed-gene-0.123-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.123&CDS=1-1068
3346	OG0003346	YOL065C	snap_masked-flattened_line_26-processed-gene-0.121-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.121&CDS=1-1119
3347	OG0003347	YOL066C	snap_masked-flattened_line_26-processed-gene-0.120-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.120&CDS=1-1764
3348	OG0003348	YOL069W	augustus_masked-flattened_line_26-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.60&CDS=1-1323
3349	OG0003349	YOL070C	augustus_masked-flattened_line_26-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.72&CDS=1-1563
3350	OG0003350	YOL072W	augustus_masked-flattened_line_26-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.57&CDS=1-1383
3351	OG0003351	YOL073C	augustus_masked-flattened_line_26-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.68&CDS=1-873
3352	OG0003352	YOL076W	augustus_masked-flattened_line_26-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.53&CDS=1-3669
3353	OG0003353	YOL077C	augustus_masked-flattened_line_26-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.66&CDS=1-858
3354	OG0003354	YOL077W-A	augustus_masked-flattened_line_26-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.52&CDS=1-201
3355	OG0003355	YOL078W	augustus_masked-flattened_line_26-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.51&CDS=1-3396
3356	OG0003356	YOL080C	augustus_masked-flattened_line_26-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.64&CDS=1-828
3357	OG0003357	YOL081W	genemark-flattened_line_26-processed-gene-0.1-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-0.1&CDS=1-8919
3358	OG0003358	YOL086W-A	augustus_masked-flattened_line_54-processed-gene-0.109-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.109&CDS=1-288
3359	OG0003359	YOL088C	snap_masked-flattened_line_54-processed-gene-0.200-mRNA-1_1&gene=snap_masked-flattened_line_54-processed-gene-0.200&CDS=1-810
3360	OG0003360	YOL090W	snap_masked-flattened_line_54-processed-gene-0.165-mRNA-1_1&gene=snap_masked-flattened_line_54-processed-gene-0.165&CDS=1-2868
