	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034891_Ogataea_pini
2613	OG0002613	YMR231W	augustus_masked-NODE_1_length_1522243_cov_38.1329_ID_1-processed-gene-2.37-mRNA-1_1&gene=augustus_masked-NODE_1_length_1522243_cov_38.1329_ID_1-processed-gene-2.37&CDS=1-2979
2614	OG0002614	YMR232W	snap_masked-NODE_1_length_1522243_cov_38.1329_ID_1-processed-gene-2.72-mRNA-1_1&gene=snap_masked-NODE_1_length_1522243_cov_38.1329_ID_1-processed-gene-2.72&CDS=1-1743
2615	OG0002615	YMR234W	snap_masked-NODE_7_length_586904_cov_40.108_ID_13-processed-gene-0.64-mRNA-1_1&gene=snap_masked-NODE_7_length_586904_cov_40.108_ID_13-processed-gene-0.64&CDS=1-822
2616	OG0002616	YMR235C	augustus_masked-NODE_15_length_279896_cov_36.4395_ID_29-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-NODE_15_length_279896_cov_36.4395_ID_29-processed-gene-0.10&CDS=1-1188
2617	OG0002617	YMR239C	maker-NODE_9_length_506043_cov_41.1641_ID_17-augustus-gene-4.59-mRNA-1_1&gene=maker-NODE_9_length_506043_cov_41.1641_ID_17-augustus-gene-4.59&CDS=1-3039
2618	OG0002618	YMR241W	augustus_masked-NODE_8_length_558977_cov_41.7585_ID_15-processed-gene-2.5-mRNA-1_1&gene=augustus_masked-NODE_8_length_558977_cov_41.7585_ID_15-processed-gene-2.5&CDS=1-933
2619	OG0002619	YMR243C	augustus_masked-NODE_1_length_1522243_cov_38.1329_ID_1-processed-gene-2.32-mRNA-1_1&gene=augustus_masked-NODE_1_length_1522243_cov_38.1329_ID_1-processed-gene-2.32&CDS=1-1356
2620	OG0002620	YMR244C-A	augustus_masked-NODE_3_length_762589_cov_41.1718_ID_5-processed-gene-5.100-mRNA-1_1&gene=augustus_masked-NODE_3_length_762589_cov_41.1718_ID_5-processed-gene-5.100&CDS=1-315
2621	OG0002621	YMR247C	augustus_masked-NODE_24_length_146870_cov_58.9014_ID_47-processed-gene-0.179-mRNA-1_1&gene=augustus_masked-NODE_24_length_146870_cov_58.9014_ID_47-processed-gene-0.179&CDS=1-4644
2622	OG0002622	YMR250W	augustus_masked-NODE_16_length_268793_cov_37.6974_ID_31-processed-gene-1.53-mRNA-1_1&gene=augustus_masked-NODE_16_length_268793_cov_37.6974_ID_31-processed-gene-1.53&CDS=1-1737
2623	OG0002623	YMR256C	snap_masked-NODE_4_length_727522_cov_37.8473_ID_7-processed-gene-0.71-mRNA-1_1&gene=snap_masked-NODE_4_length_727522_cov_37.8473_ID_7-processed-gene-0.71&CDS=1-177
2624	OG0002624	YMR258C	augustus_masked-NODE_8_length_558977_cov_41.7585_ID_15-processed-gene-2.28-mRNA-1_1&gene=augustus_masked-NODE_8_length_558977_cov_41.7585_ID_15-processed-gene-2.28&CDS=1-1638
2625	OG0002625	YMR259C	augustus_masked-NODE_8_length_558977_cov_41.7585_ID_15-processed-gene-3.128-mRNA-1_1&gene=augustus_masked-NODE_8_length_558977_cov_41.7585_ID_15-processed-gene-3.128&CDS=1-4347
2626	OG0002626	YMR260C	augustus_masked-NODE_8_length_558977_cov_41.7585_ID_15-processed-gene-3.122-mRNA-1_1&gene=augustus_masked-NODE_8_length_558977_cov_41.7585_ID_15-processed-gene-3.122&CDS=1-450
2627	OG0002627	YMR262W	augustus_masked-NODE_9_length_506043_cov_41.1641_ID_17-processed-gene-4.11-mRNA-1_1&gene=augustus_masked-NODE_9_length_506043_cov_41.1641_ID_17-processed-gene-4.11&CDS=1-672
2628	OG0002628	YMR263W	augustus_masked-NODE_8_length_558977_cov_41.7585_ID_15-processed-gene-1.22-mRNA-1_1&gene=augustus_masked-NODE_8_length_558977_cov_41.7585_ID_15-processed-gene-1.22&CDS=1-516
2629	OG0002629	YMR264W	augustus_masked-NODE_8_length_558977_cov_41.7585_ID_15-processed-gene-1.42-mRNA-1_1&gene=augustus_masked-NODE_8_length_558977_cov_41.7585_ID_15-processed-gene-1.42&CDS=1-459
2630	OG0002630	YMR265C	maker-NODE_10_length_485264_cov_41.3579_ID_19-augustus-gene-3.215-mRNA-1_1&gene=maker-NODE_10_length_485264_cov_41.3579_ID_19-augustus-gene-3.215&CDS=1-1965
2631	OG0002631	YMR268C	snap_masked-NODE_8_length_558977_cov_41.7585_ID_15-processed-gene-1.69-mRNA-1_1&gene=snap_masked-NODE_8_length_558977_cov_41.7585_ID_15-processed-gene-1.69&CDS=1-2604
2632	OG0002632	YMR269W	augustus_masked-NODE_8_length_558977_cov_41.7585_ID_15-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-NODE_8_length_558977_cov_41.7585_ID_15-processed-gene-0.34&CDS=1-741
2633	OG0002633	YMR272C	augustus_masked-NODE_5_length_676677_cov_38.3359_ID_9-processed-gene-1.43-mRNA-1_1&gene=augustus_masked-NODE_5_length_676677_cov_38.3359_ID_9-processed-gene-1.43&CDS=1-1128
2634	OG0002634	YMR274C	augustus_masked-NODE_13_length_372024_cov_42.924_ID_25-processed-gene-2.26-mRNA-1_1&gene=augustus_masked-NODE_13_length_372024_cov_42.924_ID_25-processed-gene-2.26&CDS=1-870
2635	OG0002635	YMR276W	maker-NODE_1_length_1522243_cov_38.1329_ID_1-augustus-gene-13.6-mRNA-1_1&gene=maker-NODE_1_length_1522243_cov_38.1329_ID_1-augustus-gene-13.6&CDS=1-1122
2636	OG0002636	YMR277W	augustus_masked-NODE_13_length_372024_cov_42.924_ID_25-processed-gene-2.13-mRNA-1_1&gene=augustus_masked-NODE_13_length_372024_cov_42.924_ID_25-processed-gene-2.13&CDS=1-2340
2637	OG0002637	YMR280C	augustus_masked-NODE_4_length_727522_cov_37.8473_ID_7-processed-gene-0.99-mRNA-1_1&gene=augustus_masked-NODE_4_length_727522_cov_37.8473_ID_7-processed-gene-0.99&CDS=1-3189
2638	OG0002638	YMR281W	augustus_masked-NODE_4_length_727522_cov_37.8473_ID_7-processed-gene-1.164-mRNA-1_1&gene=augustus_masked-NODE_4_length_727522_cov_37.8473_ID_7-processed-gene-1.164&CDS=1-954
2639	OG0002639	YMR283C	augustus_masked-NODE_4_length_727522_cov_37.8473_ID_7-processed-gene-0.121-mRNA-1_1&gene=augustus_masked-NODE_4_length_727522_cov_37.8473_ID_7-processed-gene-0.121&CDS=1-1353
2640	OG0002640	YMR284W	augustus_masked-NODE_2_length_776607_cov_38.3854_ID_3-processed-gene-6.256-mRNA-1_1&gene=augustus_masked-NODE_2_length_776607_cov_38.3854_ID_3-processed-gene-6.256&CDS=1-1818
2641	OG0002641	YMR285C	augustus_masked-NODE_16_length_268793_cov_37.6974_ID_31-processed-gene-1.14-mRNA-1_1&gene=augustus_masked-NODE_16_length_268793_cov_37.6974_ID_31-processed-gene-1.14&CDS=1-1446
2642	OG0002642	YMR286W	augustus_masked-NODE_2_length_776607_cov_38.3854_ID_3-processed-gene-6.249-mRNA-1_1&gene=augustus_masked-NODE_2_length_776607_cov_38.3854_ID_3-processed-gene-6.249&CDS=1-288
2643	OG0002643	YMR287C	augustus_masked-NODE_27_length_131471_cov_55.5085_ID_53-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-NODE_27_length_131471_cov_55.5085_ID_53-processed-gene-0.36&CDS=1-3717
2644	OG0002644	YMR288W	augustus_masked-NODE_18_length_230278_cov_46.9649_ID_35-processed-gene-1.23-mRNA-1_1&gene=augustus_masked-NODE_18_length_230278_cov_46.9649_ID_35-processed-gene-1.23&CDS=1-3339
2645	OG0002645	YMR289W	augustus_masked-NODE_7_length_586904_cov_40.108_ID_13-processed-gene-3.150-mRNA-1_1&gene=augustus_masked-NODE_7_length_586904_cov_40.108_ID_13-processed-gene-3.150&CDS=1-837
2646	OG0002646	YMR290C	augustus_masked-NODE_4_length_727522_cov_37.8473_ID_7-processed-gene-4.113-mRNA-1_1&gene=augustus_masked-NODE_4_length_727522_cov_37.8473_ID_7-processed-gene-4.113&CDS=1-1671
2647	OG0002647	YMR292W	augustus_masked-NODE_1_length_1522243_cov_38.1329_ID_1-processed-gene-11.0-mRNA-1_1&gene=augustus_masked-NODE_1_length_1522243_cov_38.1329_ID_1-processed-gene-11.0&CDS=1-417
2648	OG0002648	YMR293C	augustus_masked-NODE_1_length_1522243_cov_38.1329_ID_1-processed-gene-11.5-mRNA-1_1&gene=augustus_masked-NODE_1_length_1522243_cov_38.1329_ID_1-processed-gene-11.5&CDS=1-1515
2649	OG0002649	YMR295C	augustus_masked-NODE_15_length_279896_cov_36.4395_ID_29-processed-gene-1.241-mRNA-1_1&gene=augustus_masked-NODE_15_length_279896_cov_36.4395_ID_29-processed-gene-1.241&CDS=1-582
2650	OG0002650	YMR296C	augustus_masked-NODE_13_length_372024_cov_42.924_ID_25-processed-gene-2.14-mRNA-1_1&gene=augustus_masked-NODE_13_length_372024_cov_42.924_ID_25-processed-gene-2.14&CDS=1-1719
2651	OG0002651	YMR300C	augustus_masked-NODE_4_length_727522_cov_37.8473_ID_7-processed-gene-6.45-mRNA-1_1&gene=augustus_masked-NODE_4_length_727522_cov_37.8473_ID_7-processed-gene-6.45&CDS=1-1680
2652	OG0002652	YMR301C	augustus_masked-NODE_5_length_676677_cov_38.3359_ID_9-processed-gene-5.217-mRNA-1_1&gene=augustus_masked-NODE_5_length_676677_cov_38.3359_ID_9-processed-gene-5.217&CDS=1-2034
2653	OG0002653	YMR302C	augustus_masked-NODE_3_length_762589_cov_41.1718_ID_5-processed-gene-1.26-mRNA-1_1&gene=augustus_masked-NODE_3_length_762589_cov_41.1718_ID_5-processed-gene-1.26&CDS=1-2472
2654	OG0002654	YMR304W	augustus_masked-NODE_6_length_595187_cov_40.7488_ID_11-processed-gene-1.41-mRNA-1_1&gene=augustus_masked-NODE_6_length_595187_cov_40.7488_ID_11-processed-gene-1.41&CDS=1-3762
2655	OG0002655	YMR307W	maker-NODE_16_length_268793_cov_37.6974_ID_31-augustus-gene-0.90-mRNA-1_1&gene=maker-NODE_16_length_268793_cov_37.6974_ID_31-augustus-gene-0.90&CDS=1-3336
2656	OG0002656	YMR308C	augustus_masked-NODE_16_length_268793_cov_37.6974_ID_31-processed-gene-0.107-mRNA-1_1&gene=augustus_masked-NODE_16_length_268793_cov_37.6974_ID_31-processed-gene-0.107&CDS=1-3276
2657	OG0002657	YMR309C	augustus_masked-NODE_15_length_279896_cov_36.4395_ID_29-processed-gene-1.239-mRNA-1_1&gene=augustus_masked-NODE_15_length_279896_cov_36.4395_ID_29-processed-gene-1.239&CDS=1-2481
2658	OG0002658	YMR310C	augustus_masked-NODE_1_length_1522243_cov_38.1329_ID_1-processed-gene-10.28-mRNA-1_1&gene=augustus_masked-NODE_1_length_1522243_cov_38.1329_ID_1-processed-gene-10.28&CDS=1-1053
2659	OG0002659	YMR311C	augustus_masked-NODE_20_length_166030_cov_51.0574_ID_39-processed-gene-0.186-mRNA-1_1&gene=augustus_masked-NODE_20_length_166030_cov_51.0574_ID_39-processed-gene-0.186&CDS=1-660
2660	OG0002660	YMR312W	augustus_masked-NODE_25_length_143326_cov_38.834_ID_49-processed-gene-0.185-mRNA-1_1&gene=augustus_masked-NODE_25_length_143326_cov_38.834_ID_49-processed-gene-0.185&CDS=1-801
2661	OG0002661	YMR313C	augustus_masked-NODE_25_length_143326_cov_38.834_ID_49-processed-gene-0.219-mRNA-1_1&gene=augustus_masked-NODE_25_length_143326_cov_38.834_ID_49-processed-gene-0.219&CDS=1-1647
2662	OG0002662	YMR314W	augustus_masked-NODE_20_length_166030_cov_51.0574_ID_39-processed-gene-0.219-mRNA-1_1&gene=augustus_masked-NODE_20_length_166030_cov_51.0574_ID_39-processed-gene-0.219&CDS=1-873
2663	OG0002663	YMR315W	augustus_masked-NODE_7_length_586904_cov_40.108_ID_13-processed-gene-3.119-mRNA-1_1&gene=augustus_masked-NODE_7_length_586904_cov_40.108_ID_13-processed-gene-3.119&CDS=1-1041
2664	OG0002664	YNL001W	maker-NODE_5_length_676677_cov_38.3359_ID_9-augustus-gene-3.2-mRNA-1_1&gene=maker-NODE_5_length_676677_cov_38.3359_ID_9-augustus-gene-3.2&CDS=1-2259
2665	OG0002665	YNL003C	genemark-NODE_17_length_257521_cov_45.5208_ID_33-processed-gene-1.190-mRNA-1_1&gene=genemark-NODE_17_length_257521_cov_45.5208_ID_33-processed-gene-1.190&CDS=1-858
2666	OG0002666	YNL005C	augustus_masked-NODE_6_length_595187_cov_40.7488_ID_11-processed-gene-4.289-mRNA-1_1&gene=augustus_masked-NODE_6_length_595187_cov_40.7488_ID_11-processed-gene-4.289&CDS=1-1134
2667	OG0002667	YNL006W	augustus_masked-NODE_30_length_71047_cov_38.5854_ID_59-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-NODE_30_length_71047_cov_38.5854_ID_59-processed-gene-0.92&CDS=1-909
2668	OG0002668	YNL007C	augustus_masked-NODE_30_length_71047_cov_38.5854_ID_59-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-NODE_30_length_71047_cov_38.5854_ID_59-processed-gene-0.91&CDS=1-1014
2669	OG0002669	YNL010W	augustus_masked-NODE_1_length_1522243_cov_38.1329_ID_1-processed-gene-9.29-mRNA-1_1&gene=augustus_masked-NODE_1_length_1522243_cov_38.1329_ID_1-processed-gene-9.29&CDS=1-726
2670	OG0002670	YNL011C	augustus_masked-NODE_1_length_1522243_cov_38.1329_ID_1-processed-gene-9.10-mRNA-1_1&gene=augustus_masked-NODE_1_length_1522243_cov_38.1329_ID_1-processed-gene-9.10&CDS=1-1572
2671	OG0002671	YNL014W	augustus_masked-NODE_1_length_1522243_cov_38.1329_ID_1-processed-gene-9.31-mRNA-1_1&gene=augustus_masked-NODE_1_length_1522243_cov_38.1329_ID_1-processed-gene-9.31&CDS=1-3138
2672	OG0002672	YNL015W	maker-NODE_4_length_727522_cov_37.8473_ID_7-augustus-gene-4.0-mRNA-1_1&gene=maker-NODE_4_length_727522_cov_37.8473_ID_7-augustus-gene-4.0&CDS=1-237
2673	OG0002673	YNL016W	augustus_masked-NODE_4_length_727522_cov_37.8473_ID_7-processed-gene-6.20-mRNA-1_1&gene=augustus_masked-NODE_4_length_727522_cov_37.8473_ID_7-processed-gene-6.20&CDS=1-1314
2674	OG0002674	YNL021W	augustus_masked-NODE_13_length_372024_cov_42.924_ID_25-processed-gene-0.135-mRNA-1_1&gene=augustus_masked-NODE_13_length_372024_cov_42.924_ID_25-processed-gene-0.135&CDS=1-2244
2675	OG0002675	YNL022C	snap_masked-NODE_13_length_372024_cov_42.924_ID_25-processed-gene-0.112-mRNA-1_1&gene=snap_masked-NODE_13_length_372024_cov_42.924_ID_25-processed-gene-0.112&CDS=1-1308
2676	OG0002676	YNL023C	augustus_masked-NODE_25_length_143326_cov_38.834_ID_49-processed-gene-0.173-mRNA-1_1&gene=augustus_masked-NODE_25_length_143326_cov_38.834_ID_49-processed-gene-0.173&CDS=1-2841
2677	OG0002677	YNL025C	snap_masked-NODE_4_length_727522_cov_37.8473_ID_7-processed-gene-6.98-mRNA-1_1&gene=snap_masked-NODE_4_length_727522_cov_37.8473_ID_7-processed-gene-6.98&CDS=1-984
2678	OG0002678	YNL026W	augustus_masked-NODE_4_length_727522_cov_37.8473_ID_7-processed-gene-6.18-mRNA-1_1&gene=augustus_masked-NODE_4_length_727522_cov_37.8473_ID_7-processed-gene-6.18&CDS=1-1488
2679	OG0002679	YNL032W	augustus_masked-NODE_4_length_727522_cov_37.8473_ID_7-processed-gene-6.61-mRNA-1_1&gene=augustus_masked-NODE_4_length_727522_cov_37.8473_ID_7-processed-gene-6.61&CDS=1-834
2680	OG0002680	YNL035C	augustus_masked-NODE_13_length_372024_cov_42.924_ID_25-processed-gene-0.158-mRNA-1_1&gene=augustus_masked-NODE_13_length_372024_cov_42.924_ID_25-processed-gene-0.158&CDS=1-1176
2681	OG0002681	YNL036W	augustus_masked-NODE_1_length_1522243_cov_38.1329_ID_1-processed-gene-14.145-mRNA-1_1&gene=augustus_masked-NODE_1_length_1522243_cov_38.1329_ID_1-processed-gene-14.145&CDS=1-795
2682	OG0002682	YNL037C	maker-NODE_16_length_268793_cov_37.6974_ID_31-snap-gene-0.0-mRNA-1_1&gene=maker-NODE_16_length_268793_cov_37.6974_ID_31-snap-gene-0.0&CDS=1-2571
2683	OG0002683	YNL039W	augustus_masked-NODE_13_length_372024_cov_42.924_ID_25-processed-gene-0.136-mRNA-1_1&gene=augustus_masked-NODE_13_length_372024_cov_42.924_ID_25-processed-gene-0.136&CDS=1-1968
2684	OG0002684	YNL040W	augustus_masked-NODE_8_length_558977_cov_41.7585_ID_15-processed-gene-4.192-mRNA-1_1&gene=augustus_masked-NODE_8_length_558977_cov_41.7585_ID_15-processed-gene-4.192&CDS=1-1257
2685	OG0002685	YNL041C	augustus_masked-NODE_1_length_1522243_cov_38.1329_ID_1-processed-gene-1.20-mRNA-1_1&gene=augustus_masked-NODE_1_length_1522243_cov_38.1329_ID_1-processed-gene-1.20&CDS=1-2406
2686	OG0002686	YNL042W	augustus_masked-NODE_1_length_1522243_cov_38.1329_ID_1-processed-gene-1.46-mRNA-1_1&gene=augustus_masked-NODE_1_length_1522243_cov_38.1329_ID_1-processed-gene-1.46&CDS=1-846
2687	OG0002687	YNL044W	maker-NODE_1_length_1522243_cov_38.1329_ID_1-snap-gene-5.150-mRNA-1_1&gene=maker-NODE_1_length_1522243_cov_38.1329_ID_1-snap-gene-5.150&CDS=1-492
2688	OG0002688	YNL045W	augustus_masked-NODE_1_length_1522243_cov_38.1329_ID_1-processed-gene-5.32-mRNA-1_1&gene=augustus_masked-NODE_1_length_1522243_cov_38.1329_ID_1-processed-gene-5.32&CDS=1-1914
2689	OG0002689	YNL048W	augustus_masked-NODE_17_length_257521_cov_45.5208_ID_33-processed-gene-1.1-mRNA-1_1&gene=augustus_masked-NODE_17_length_257521_cov_45.5208_ID_33-processed-gene-1.1&CDS=1-1827
2690	OG0002690	YNL051W	augustus_masked-NODE_17_length_257521_cov_45.5208_ID_33-processed-gene-1.61-mRNA-1_1&gene=augustus_masked-NODE_17_length_257521_cov_45.5208_ID_33-processed-gene-1.61&CDS=1-1206
2691	OG0002691	YNL054W	augustus_masked-NODE_5_length_676677_cov_38.3359_ID_9-processed-gene-2.130-mRNA-1_1&gene=augustus_masked-NODE_5_length_676677_cov_38.3359_ID_9-processed-gene-2.130&CDS=1-2469
2692	OG0002692	YNL055C	augustus_masked-NODE_3_length_762589_cov_41.1718_ID_5-processed-gene-2.111-mRNA-1_1&gene=augustus_masked-NODE_3_length_762589_cov_41.1718_ID_5-processed-gene-2.111&CDS=1-852
2693	OG0002693	YNL056W	augustus_masked-NODE_3_length_762589_cov_41.1718_ID_5-processed-gene-2.110-mRNA-1_1&gene=augustus_masked-NODE_3_length_762589_cov_41.1718_ID_5-processed-gene-2.110&CDS=1-918
2694	OG0002694	YNL059C	augustus_masked-NODE_2_length_776607_cov_38.3854_ID_3-processed-gene-6.207-mRNA-1_1&gene=augustus_masked-NODE_2_length_776607_cov_38.3854_ID_3-processed-gene-6.207&CDS=1-2247
2695	OG0002695	YNL061W	augustus_masked-NODE_2_length_776607_cov_38.3854_ID_3-processed-gene-6.247-mRNA-1_1&gene=augustus_masked-NODE_2_length_776607_cov_38.3854_ID_3-processed-gene-6.247&CDS=1-1842
2696	OG0002696	YNL062C	augustus_masked-NODE_2_length_776607_cov_38.3854_ID_3-processed-gene-6.208-mRNA-1_1&gene=augustus_masked-NODE_2_length_776607_cov_38.3854_ID_3-processed-gene-6.208&CDS=1-1296
2697	OG0002697	YNL069C	snap_masked-NODE_22_length_157628_cov_36.7011_ID_43-processed-gene-0.94-mRNA-1_1&gene=snap_masked-NODE_22_length_157628_cov_36.7011_ID_43-processed-gene-0.94&CDS=1-600
2698	OG0002698	YNL071W	augustus_masked-NODE_7_length_586904_cov_40.108_ID_13-processed-gene-0.141-mRNA-1_1&gene=augustus_masked-NODE_7_length_586904_cov_40.108_ID_13-processed-gene-0.141&CDS=1-2952
2699	OG0002699	YNL072W	augustus_masked-NODE_7_length_586904_cov_40.108_ID_13-processed-gene-1.12-mRNA-1_1&gene=augustus_masked-NODE_7_length_586904_cov_40.108_ID_13-processed-gene-1.12&CDS=1-954
2700	OG0002700	YNL075W	augustus_masked-NODE_15_length_279896_cov_36.4395_ID_29-processed-gene-1.242-mRNA-1_1&gene=augustus_masked-NODE_15_length_279896_cov_36.4395_ID_29-processed-gene-1.242&CDS=1-855
2701	OG0002701	YNL082W	augustus_masked-NODE_9_length_506043_cov_41.1641_ID_17-processed-gene-1.109-mRNA-1_1&gene=augustus_masked-NODE_9_length_506043_cov_41.1641_ID_17-processed-gene-1.109&CDS=1-2706
2702	OG0002702	YNL083W	augustus_masked-NODE_3_length_762589_cov_41.1718_ID_5-processed-gene-3.130-mRNA-1_1&gene=augustus_masked-NODE_3_length_762589_cov_41.1718_ID_5-processed-gene-3.130&CDS=1-1542
2703	OG0002703	YNL084C	augustus_masked-NODE_8_length_558977_cov_41.7585_ID_15-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-NODE_8_length_558977_cov_41.7585_ID_15-processed-gene-0.25&CDS=1-1140
2704	OG0002704	YNL085W	augustus_masked-NODE_4_length_727522_cov_37.8473_ID_7-processed-gene-4.121-mRNA-1_1&gene=augustus_masked-NODE_4_length_727522_cov_37.8473_ID_7-processed-gene-4.121&CDS=1-2256
2705	OG0002705	YNL088W	augustus_masked-NODE_10_length_485264_cov_41.3579_ID_19-processed-gene-1.26-mRNA-1_1&gene=augustus_masked-NODE_10_length_485264_cov_41.3579_ID_19-processed-gene-1.26&CDS=1-4344
2706	OG0002706	YNL090W	genemark-NODE_1_length_1522243_cov_38.1329_ID_1-processed-gene-11.140-mRNA-1_1&gene=genemark-NODE_1_length_1522243_cov_38.1329_ID_1-processed-gene-11.140&CDS=1-585
2707	OG0002707	YNL091W	maker-NODE_1_length_1522243_cov_38.1329_ID_1-snap-gene-11.157-mRNA-1_1&gene=maker-NODE_1_length_1522243_cov_38.1329_ID_1-snap-gene-11.157&CDS=1-3006
2708	OG0002708	YNL092W	augustus_masked-NODE_1_length_1522243_cov_38.1329_ID_1-processed-gene-11.33-mRNA-1_1&gene=augustus_masked-NODE_1_length_1522243_cov_38.1329_ID_1-processed-gene-11.33&CDS=1-1209
2709	OG0002709	YNL094W	augustus_masked-NODE_1_length_1522243_cov_38.1329_ID_1-processed-gene-11.11-mRNA-1_1&gene=augustus_masked-NODE_1_length_1522243_cov_38.1329_ID_1-processed-gene-11.11&CDS=1-2004
2710	OG0002710	YNL096C	augustus_masked-NODE_22_length_157628_cov_36.7011_ID_43-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-NODE_22_length_157628_cov_36.7011_ID_43-processed-gene-0.46&CDS=1-567
2711	OG0002711	YNL097C	augustus_masked-NODE_27_length_131471_cov_55.5085_ID_53-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-NODE_27_length_131471_cov_55.5085_ID_53-processed-gene-0.42&CDS=1-1230
2712	OG0002712	YNL099C	augustus_masked-NODE_7_length_586904_cov_40.108_ID_13-processed-gene-4.83-mRNA-1_1&gene=augustus_masked-NODE_7_length_586904_cov_40.108_ID_13-processed-gene-4.83&CDS=1-648
2713	OG0002713	YNL101W	augustus_masked-NODE_7_length_586904_cov_40.108_ID_13-processed-gene-4.82-mRNA-1_1&gene=augustus_masked-NODE_7_length_586904_cov_40.108_ID_13-processed-gene-4.82&CDS=1-1989
2714	OG0002714	YNL102W	augustus_masked-NODE_7_length_586904_cov_40.108_ID_13-processed-gene-4.37-mRNA-1_1&gene=augustus_masked-NODE_7_length_586904_cov_40.108_ID_13-processed-gene-4.37&CDS=1-4365
2715	OG0002715	YNL103W	augustus_masked-NODE_8_length_558977_cov_41.7585_ID_15-processed-gene-1.25-mRNA-1_1&gene=augustus_masked-NODE_8_length_558977_cov_41.7585_ID_15-processed-gene-1.25&CDS=1-1293
2716	OG0002716	YNL107W	augustus_masked-NODE_15_length_279896_cov_36.4395_ID_29-processed-gene-1.286-mRNA-1_1&gene=augustus_masked-NODE_15_length_279896_cov_36.4395_ID_29-processed-gene-1.286&CDS=1-657
2717	OG0002717	YNL108C	maker-NODE_6_length_595187_cov_40.7488_ID_11-snap-gene-0.140-mRNA-1_1&gene=maker-NODE_6_length_595187_cov_40.7488_ID_11-snap-gene-0.140&CDS=1-1293
2718	OG0002718	YNL110C	augustus_masked-NODE_7_length_586904_cov_40.108_ID_13-processed-gene-0.143-mRNA-1_1&gene=augustus_masked-NODE_7_length_586904_cov_40.108_ID_13-processed-gene-0.143&CDS=1-846
2719	OG0002719	YNL111C	augustus_masked-NODE_7_length_586904_cov_40.108_ID_13-processed-gene-0.116-mRNA-1_1&gene=augustus_masked-NODE_7_length_586904_cov_40.108_ID_13-processed-gene-0.116&CDS=1-360
2720	OG0002720	YNL113W	augustus_masked-NODE_22_length_157628_cov_36.7011_ID_43-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-NODE_22_length_157628_cov_36.7011_ID_43-processed-gene-0.54&CDS=1-432
2721	OG0002721	YNL118C	augustus_masked-NODE_9_length_506043_cov_41.1641_ID_17-processed-gene-2.147-mRNA-1_1&gene=augustus_masked-NODE_9_length_506043_cov_41.1641_ID_17-processed-gene-2.147&CDS=1-2595
2722	OG0002722	YNL122C	augustus_masked-NODE_7_length_586904_cov_40.108_ID_13-processed-gene-4.70-mRNA-1_1&gene=augustus_masked-NODE_7_length_586904_cov_40.108_ID_13-processed-gene-4.70&CDS=1-267
2723	OG0002723	YNL123W	augustus_masked-NODE_7_length_586904_cov_40.108_ID_13-processed-gene-4.29-mRNA-1_1&gene=augustus_masked-NODE_7_length_586904_cov_40.108_ID_13-processed-gene-4.29&CDS=1-2985
2724	OG0002724	YNL124W	snap_masked-NODE_7_length_586904_cov_40.108_ID_13-processed-gene-4.271-mRNA-1_1&gene=snap_masked-NODE_7_length_586904_cov_40.108_ID_13-processed-gene-4.271&CDS=1-1800
2725	OG0002725	YNL126W	augustus_masked-NODE_7_length_586904_cov_40.108_ID_13-processed-gene-4.77-mRNA-1_1&gene=augustus_masked-NODE_7_length_586904_cov_40.108_ID_13-processed-gene-4.77&CDS=1-2676
2726	OG0002726	YNL127W	augustus_masked-NODE_7_length_586904_cov_40.108_ID_13-processed-gene-4.78-mRNA-1_1&gene=augustus_masked-NODE_7_length_586904_cov_40.108_ID_13-processed-gene-4.78&CDS=1-2949
2727	OG0002727	YNL128W	augustus_masked-NODE_7_length_586904_cov_40.108_ID_13-processed-gene-4.79-mRNA-1_1&gene=augustus_masked-NODE_7_length_586904_cov_40.108_ID_13-processed-gene-4.79&CDS=1-1236
2728	OG0002728	YNL129W	augustus_masked-NODE_7_length_586904_cov_40.108_ID_13-processed-gene-4.74-mRNA-1_1&gene=augustus_masked-NODE_7_length_586904_cov_40.108_ID_13-processed-gene-4.74&CDS=1-741
2729	OG0002729	YNL131W	augustus_masked-NODE_7_length_586904_cov_40.108_ID_13-processed-gene-4.35-mRNA-1_1&gene=augustus_masked-NODE_7_length_586904_cov_40.108_ID_13-processed-gene-4.35&CDS=1-483
2730	OG0002730	YNL132W	augustus_masked-NODE_7_length_586904_cov_40.108_ID_13-processed-gene-4.33-mRNA-1_1&gene=augustus_masked-NODE_7_length_586904_cov_40.108_ID_13-processed-gene-4.33&CDS=1-3171
2731	OG0002731	YNL135C	augustus_masked-NODE_2_length_776607_cov_38.3854_ID_3-processed-gene-6.254-mRNA-1_1&gene=augustus_masked-NODE_2_length_776607_cov_38.3854_ID_3-processed-gene-6.254&CDS=1-327
