	OrthologID	Coccidioides_immitis	Saccharomyces_cerevisiae
1563	OG0001563	XP_001243364.1	YOR362C
1564	OG0001564	XP_001243368.1	YHR181W
1565	OG0001565	XP_001243369.1	YCR047C
1566	OG0001566	XP_001243370.1	YPL115C
1567	OG0001567	XP_001243371.1	YHR194W
1568	OG0001568	XP_001243372.1	YOR145C
1569	OG0001569	XP_001243373.2	YBL041W
1570	OG0001570	XP_001243375.1	YFR050C
1571	OG0001571	XP_001243377.2	YDR379C-A
1572	OG0001572	XP_001243379.1	YIR009W
1573	OG0001573	XP_001243380.1	YBR234C
1574	OG0001574	XP_001243381.1	YJR107W
1575	OG0001575	XP_001243386.2	YNL044W
1576	OG0001576	XP_001243388.1	YFR041C
1577	OG0001577	XP_001243394.1	YFL045C
1578	OG0001578	XP_001243396.1	YFL046W
1579	OG0001579	XP_001243398.2	YLR247C
1580	OG0001580	XP_001243400.2	YPL150W
1581	OG0001581	XP_001243409.2	YGL155W
1582	OG0001582	XP_001243426.2	YGR254W
1583	OG0001583	XP_001243428.1	YOR259C
1584	OG0001584	XP_001243429.1	YJR131W
1585	OG0001585	XP_001243434.1	YNL189W
1586	OG0001586	XP_001243436.1	YCR028C
1587	OG0001587	XP_001243439.1	YBR037C
1588	OG0001588	XP_001243452.2	YLR286C
1589	OG0001589	XP_001243458.2	YDR079C-A
1590	OG0001590	XP_001243461.1	YBR296C
1591	OG0001591	XP_001243534.1	YML105C
1592	OG0001592	XP_001243543.1	YKL056C
1593	OG0001593	XP_001243552.1	YNR038W
1594	OG0001594	XP_001243553.2	YPL175W
1595	OG0001595	XP_001243554.2	YPL051W
1596	OG0001596	XP_001243558.2	YDR313C
1597	OG0001597	XP_001243562.1	YLR277C
1598	OG0001598	XP_001243566.1	YLL019C
1599	OG0001599	XP_001243567.2	YOR271C
1600	OG0001600	XP_001243578.1	YOR243C
1601	OG0001601	XP_001243579.1	YOL148C
1602	OG0001602	XP_001243581.2	YOR260W
1603	OG0001603	XP_001243584.2	YNL233W
1604	OG0001604	XP_001243593.1	YBR231C
1605	OG0001605	XP_001243594.2	YAL034W-A
1606	OG0001606	XP_001243596.2	YHR074W
1607	OG0001607	XP_001243602.1	YML080W
1608	OG0001608	XP_001243613.1	YOR206W
1609	OG0001609	XP_001243615.2	YBR271W
1610	OG0001610	XP_001243616.1	YGL171W
1611	OG0001611	XP_001243617.1	YPR020W
1612	OG0001612	XP_001243631.2	YBR017C
1613	OG0001613	XP_001243642.1	YBR287W
1614	OG0001614	XP_001243645.1	YJL128C
1615	OG0001615	XP_001243646.2	YPL091W
1616	OG0001616	XP_001243650.2	YKL194C
1617	OG0001617	XP_001243654.1	YFR051C
1618	OG0001618	XP_001243658.2	YMR272C
1619	OG0001619	XP_001243662.2	YCR079W
1620	OG0001620	XP_001243663.1	YPR113W
1621	OG0001621	XP_001243665.1	YCL018W
1622	OG0001622	XP_001243666.2	YGL240W
1623	OG0001623	XP_001243669.1	YNL169C
1624	OG0001624	XP_001243672.1	YJL190C
1625	OG0001625	XP_001243673.1	YLR347C
1626	OG0001626	XP_001243692.1	YOR111W
1627	OG0001627	XP_001243694.1	YML131W
1628	OG0001628	XP_001243696.1	YLR163C
1629	OG0001629	XP_001243698.1	YDL014W
1630	OG0001630	XP_001243700.2	YKL025C
1631	OG0001631	XP_001243736.1	YER152C
1632	OG0001632	XP_001243754.1	YKL179C
1633	OG0001633	XP_001243755.1	YDR495C
1634	OG0001634	XP_001243761.1	YNL147W
1635	OG0001635	XP_001243763.1	YDL091C
1636	OG0001636	XP_001243764.1	YJR077C
1637	OG0001637	XP_001243769.2	YKR002W
1638	OG0001638	XP_001243770.1	YJR019C
1639	OG0001639	XP_001243772.2	YNR033W
1640	OG0001640	XP_001243774.2	YNL092W
1641	OG0001641	XP_001243780.2	YNL153C
1642	OG0001642	XP_001243782.1	YLL026W
1643	OG0001643	XP_001243787.2	YKL047W
1644	OG0001644	XP_001243789.2	YMR211W
1645	OG0001645	XP_001243795.2	YKL073W
1646	OG0001646	XP_001243799.1	YMR269W
1647	OG0001647	XP_001243800.2	YGR024C
1648	OG0001648	XP_001243802.2	YMR165C
1649	OG0001649	XP_001243803.1	YDL140C
1650	OG0001650	XP_001243805.1	YAR003W
1651	OG0001651	XP_001243810.2	YNL035C
1652	OG0001652	XP_001243812.2	YLR207W
1653	OG0001653	XP_001243814.1	YLR403W
1654	OG0001654	XP_001243815.1	YOR194C
1655	OG0001655	XP_001243816.1	YGL116W
1656	OG0001656	XP_001243820.2	YDL072C
1657	OG0001657	XP_001243821.1	YOL009C
1658	OG0001658	XP_001243835.1	YJL091C
1659	OG0001659	XP_001243838.1	YGL248W
1660	OG0001660	XP_001243847.1	YOR254C
1661	OG0001661	XP_001243852.1	YML086C
1662	OG0001662	XP_001243860.1	YLL008W
1663	OG0001663	XP_001243862.1	YOR093C
1664	OG0001664	XP_001243864.1	YJR123W
1665	OG0001665	XP_001243865.2	YGR245C
1666	OG0001666	XP_001243866.1	YMR236W
1667	OG0001667	XP_001243868.2	YKL099C
1668	OG0001668	XP_001243869.1	YCL030C
1669	OG0001669	XP_001243879.1	YLR103C
1670	OG0001670	XP_001243880.1	YDR331W
1671	OG0001671	XP_001243883.1	YDR142C
1672	OG0001672	XP_001243892.2	YHR168W
1673	OG0001673	XP_001243896.1	YNL220W
1674	OG0001674	XP_001243902.1	YBL024W
1675	OG0001675	XP_001243908.1	YBR154C
1676	OG0001676	XP_001243918.1	YDL098C
1677	OG0001677	XP_001243919.2	YJR089W
1678	OG0001678	XP_001243920.2	YGR046W
1679	OG0001679	XP_001243921.1	YIL116W
1680	OG0001680	XP_001243922.2	YDR392W
1681	OG0001681	XP_001243923.1	YLR172C
1682	OG0001682	XP_001243925.2	YJR058C
1683	OG0001683	XP_001243933.2	YMR244W
1684	OG0001684	XP_001243934.2	YDR435C
1685	OG0001685	XP_001243935.2	YMR247C
1686	OG0001686	XP_001243936.2	YER171W
1687	OG0001687	XP_001243937.1	YOR341W
1688	OG0001688	XP_001243938.1	YDR473C
1689	OG0001689	XP_001243939.2	YNL124W
1690	OG0001690	XP_001243940.1	YNL219C
1691	OG0001691	XP_001243950.2	YDR127W
1692	OG0001692	XP_001243951.2	YOR048C
1693	OG0001693	XP_001243952.2	YDL058W
1694	OG0001694	XP_001243953.1	YBL076C
1695	OG0001695	XP_001243955.1	YJR033C
1696	OG0001696	XP_001243956.1	YGL114W
1697	OG0001697	XP_001243963.1	YGL086W
1698	OG0001698	XP_001243965.1	YOL058W
1699	OG0001699	XP_001243967.1	YAL024C
1700	OG0001700	XP_001243968.1	YPR089W
1701	OG0001701	XP_001243975.1	YKL189W
1702	OG0001702	XP_001243978.2	YBR080C
1703	OG0001703	XP_001243987.2	YIR029W
1704	OG0001704	XP_001243989.2	YHR011W
1705	OG0001705	XP_001243991.2	YDR490C
1706	OG0001706	XP_001244007.1	YGR246C
1707	OG0001707	XP_001244010.2	YDR386W
1708	OG0001708	XP_001244013.1	YJR140C
1709	OG0001709	XP_001244016.1	YJL014W
1710	OG0001710	XP_001244018.2	YPL103C
1711	OG0001711	XP_001244019.1	YDR375C
1712	OG0001712	XP_001244023.2	YIR022W
1713	OG0001713	XP_001244053.1	YOR311C
1714	OG0001714	XP_001244055.2	YFL002C
1715	OG0001715	XP_001244059.1	YDR337W
1716	OG0001716	XP_001244062.2	YFL001W
1717	OG0001717	XP_001244066.1	YLR447C
1718	OG0001718	XP_001244067.1	YOR310C
1719	OG0001719	XP_001244072.1	YLL011W
1720	OG0001720	XP_001244073.1	YDL097C
1721	OG0001721	XP_001244075.1	YJR116W
1722	OG0001722	XP_001244084.1	YBR256C
1723	OG0001723	XP_001244087.1	YHR065C
1724	OG0001724	XP_001244088.1	YEL058W
1725	OG0001725	XP_001244089.2	YCR044C
1726	OG0001726	XP_001244098.1	YOR117W
1727	OG0001727	XP_001244106.1	YDR051C
1728	OG0001728	XP_001244112.2	YDR316W
1729	OG0001729	XP_001244118.1	YOR356W
1730	OG0001730	XP_001244123.1	YIL144W
1731	OG0001731	XP_001244124.2	YGL153W
1732	OG0001732	XP_001244133.1	YBR094W
1733	OG0001733	XP_001244135.2	YCR093W
1734	OG0001734	XP_001244140.2	YIL150C
1735	OG0001735	XP_001244143.1	YMR108W
1736	OG0001736	XP_001244148.2	YNL091W
1737	OG0001737	XP_001244154.2	YPR183W
1738	OG0001738	XP_001244157.1	YOL002C
1739	OG0001739	XP_001244168.1	YPL170W
1740	OG0001740	XP_001244173.2	YML128C
1741	OG0001741	XP_001244179.1	YER009W
1742	OG0001742	XP_001244182.1	YMR071C
1743	OG0001743	XP_001244185.1	YLR295C
1744	OG0001744	XP_001244186.1	YPR086W
1745	OG0001745	XP_001244194.1	YML126C
1746	OG0001746	XP_001244199.1	YMR105C
1747	OG0001747	XP_001244200.2	YLR059C
1748	OG0001748	XP_001244211.1	YPL072W
1749	OG0001749	XP_001244213.1	YKL060C
1750	OG0001750	XP_001244219.1	YJR139C
1751	OG0001751	XP_001244221.1	YPR049C
1752	OG0001752	XP_001244232.2	YPR061C
1753	OG0001753	XP_001244240.2	YBL080C
1754	OG0001754	XP_001244242.1	YPL111W
1755	OG0001755	XP_001244245.2	YMR277W
1756	OG0001756	XP_001244246.1	YPL154C
1757	OG0001757	XP_001244247.1	YDR394W
1758	OG0001758	XP_001244249.2	YPL016W
1759	OG0001759	XP_001244251.2	YCR071C
1760	OG0001760	XP_001244255.1	YDL100C
1761	OG0001761	XP_001244268.1	YDR045C
1762	OG0001762	XP_001244269.1	YGL242C
1763	OG0001763	XP_001244277.1	YMR212C
1764	OG0001764	XP_001244284.1	YHL027W
1765	OG0001765	XP_001244305.1	YER016W
1766	OG0001766	XP_001244310.1	YIL062C
1767	OG0001767	XP_001244321.1	YMR012W
1768	OG0001768	XP_001244327.1	YLR116W
1769	OG0001769	XP_001244329.1	YHR169W
1770	OG0001770	XP_001244335.1	YGL245W
1771	OG0001771	XP_001244342.2	YDL065C
1772	OG0001772	XP_001244346.2	YER157W
1773	OG0001773	XP_001244347.1	YJL095W
1774	OG0001774	XP_001244349.1	YGL232W
1775	OG0001775	XP_001244353.1	YJL115W
1776	OG0001776	XP_001244354.2	YMR061W
1777	OG0001777	XP_001244357.1	YBR081C
1778	OG0001778	XP_001244359.2	YDL230W
1779	OG0001779	XP_001244360.1	YJL010C
1780	OG0001780	XP_001244370.2	YIL108W
1781	OG0001781	XP_001244376.1	YDR080W
1782	OG0001782	XP_001244377.1	YDR282C
1783	OG0001783	XP_001244380.1	YLR167W
1784	OG0001784	XP_001244388.1	YGL011C
1785	OG0001785	XP_001244390.1	YNL126W
1786	OG0001786	XP_001244397.1	YPR029C
1787	OG0001787	XP_001244411.1	YIL133C
1788	OG0001788	XP_001244413.2	YJR090C
1789	OG0001789	XP_001244415.2	YPR168W
1790	OG0001790	XP_001244416.1	YNL020C
1791	OG0001791	XP_001244437.1	YPL082C
1792	OG0001792	XP_001244441.1	YDR319C
1793	OG0001793	XP_001244449.2	YPR079W
1794	OG0001794	XP_001244454.2	YGL243W
1795	OG0001795	XP_001244460.1	YBL086C
1796	OG0001796	XP_001244461.1	YJR110W
1797	OG0001797	XP_001244462.1	YNL178W
1798	OG0001798	XP_001244463.1	YLR060W
1799	OG0001799	XP_001244464.1	YAL016W
1800	OG0001800	XP_001244472.1	YAL036C
1801	OG0001801	XP_001244478.2	YDR179W-A
1802	OG0001802	XP_001244479.1	YDR400W
1803	OG0001803	XP_001244481.2	YOR369C
1804	OG0001804	XP_001244482.1	YIL112W
1805	OG0001805	XP_001244483.1	YIL049W
1806	OG0001806	XP_001244486.1	YPL244C
1807	OG0001807	XP_001244489.1	YNL308C
1808	OG0001808	XP_001244490.1	YBR085W
1809	OG0001809	XP_001244492.2	YDR169C
1810	OG0001810	XP_001244503.1	YGR271C-A
1811	OG0001811	XP_001244510.1	YBL049W
1812	OG0001812	XP_001244511.1	YNR008W
1813	OG0001813	XP_001244512.1	YKL004W
1814	OG0001814	XP_001244527.2	YLR025W
1815	OG0001815	XP_001244543.2	YOL023W
1816	OG0001816	XP_001244545.2	YHL004W
1817	OG0001817	XP_001244554.2	YKL082C
1818	OG0001818	XP_001244556.2	YKL192C
1819	OG0001819	XP_001244557.1	YDR372C
1820	OG0001820	XP_001244566.1	YOR006C
1821	OG0001821	XP_001244567.2	YJL127C
1822	OG0001822	XP_001244568.2	YJL111W
1823	OG0001823	XP_001244569.1	YOR197W
1824	OG0001824	XP_001244573.1	YMR308C
1825	OG0001825	XP_001244575.2	YJL200C
1826	OG0001826	XP_001244576.1	YPL260W
1827	OG0001827	XP_001244577.1	YDL081C
1828	OG0001828	XP_001244580.1	YDR333C
1829	OG0001829	XP_001244581.2	YOR090C
1830	OG0001830	XP_001244582.2	YGR062C
1831	OG0001831	XP_001244583.1	YNL048W
1832	OG0001832	XP_001244584.1	YNL027W
1833	OG0001833	XP_001244588.2	YJL046W
1834	OG0001834	XP_001244589.1	YGL148W
1835	OG0001835	XP_001244592.2	YBR070C
1836	OG0001836	XP_001244593.1	YPR165W
1837	OG0001837	XP_001244596.1	YNL206C
1838	OG0001838	XP_001244597.2	YNL154C
1839	OG0001839	XP_001244607.2	YGR104C
1840	OG0001840	XP_001244615.2	YBL013W
1841	OG0001841	XP_001244619.1	YGR002C
1842	OG0001842	XP_001244621.1	YER091C
1843	OG0001843	XP_001244623.1	YDL190C
1844	OG0001844	XP_001244624.1	YMR161W
1845	OG0001845	XP_001244626.1	YCL047C
1846	OG0001846	XP_001244631.2	YDR006C
1847	OG0001847	XP_001244636.1	YIL093C
1848	OG0001848	XP_001244640.1	YCL009C
1849	OG0001849	XP_001244643.2	YJL088W
1850	OG0001850	XP_001244648.2	YGL151W
1851	OG0001851	XP_001244649.1	YHR025W
1852	OG0001852	XP_001244653.1	YPL164C
1853	OG0001853	XP_001244654.2	YOR375C
1854	OG0001854	XP_001244657.2	YER070W
1855	OG0001855	XP_001244659.1	YFR007W
1856	OG0001856	XP_001244663.1	YLR253W
1857	OG0001857	XP_001244665.1	YDR529C
1858	OG0001858	XP_001244671.2	YER142C
1859	OG0001859	XP_001244677.1	YBR222C
1860	OG0001860	XP_001244679.1	YDL064W
1861	OG0001861	XP_001244680.2	YGR124W
1862	OG0001862	XP_001244681.1	YNL055C
1863	OG0001863	XP_001244685.1	YBL091C
1864	OG0001864	XP_001244691.2	YML032C
1865	OG0001865	XP_001244696.2	YNL032W
1866	OG0001866	XP_001244697.2	YBL055C
1867	OG0001867	XP_001244710.1	YIR026C
1868	OG0001868	XP_001244713.2	YOR036W
1869	OG0001869	XP_001244714.1	YKL087C
1870	OG0001870	XP_001244715.2	YNR043W
1871	OG0001871	XP_001244716.2	YLR384C
1872	OG0001872	XP_001244717.1	YJL050W
1873	OG0001873	XP_001244718.1	YIR011C
1874	OG0001874	XP_001244730.1	YDR254W
1875	OG0001875	XP_001244732.2	YOR275C
1876	OG0001876	XP_001244739.2	YNL110C
1877	OG0001877	XP_001244754.1	YLR359W
1878	OG0001878	XP_001244757.1	YML095C
1879	OG0001879	XP_001244758.1	YPL043W
1880	OG0001880	XP_001244760.1	YOL057W
1881	OG0001881	XP_001244761.1	YGL083W
1882	OG0001882	XP_001244762.2	YJR148W
1883	OG0001883	XP_001244764.1	YGL019W
1884	OG0001884	XP_001244770.2	YLR321C
1885	OG0001885	XP_001244771.2	YOR043W
1886	OG0001886	XP_001244772.1	YLR208W
1887	OG0001887	XP_001244777.1	YFR009W
1888	OG0001888	XP_001244779.1	YLL028W
1889	OG0001889	XP_001244784.2	YGR233C
1890	OG0001890	XP_001244785.2	YGR147C
1891	OG0001891	XP_001244786.1	YGR220C
1892	OG0001892	XP_001244787.2	YIL157C
1893	OG0001893	XP_001244790.2	YKL088W
1894	OG0001894	XP_001244791.1	YPL059W
1895	OG0001895	XP_001244793.1	YGR007W
1896	OG0001896	XP_001244801.1	YOR323C
1897	OG0001897	XP_001244808.1	YKL059C
1898	OG0001898	XP_001244809.2	YLR071C
1899	OG0001899	XP_001244810.2	YPR175W
1900	OG0001900	XP_001244813.2	YBL020W
1901	OG0001901	XP_001244814.2	YGL078C
1902	OG0001902	XP_001244827.2	YHR144C
1903	OG0001903	XP_001244831.2	YDR244W
1904	OG0001904	XP_001244833.2	YGR012W
1905	OG0001905	XP_001244852.1	YFL017W-A
1906	OG0001906	XP_001244853.1	YCR042C
1907	OG0001907	XP_001244864.1	YEL020C
1908	OG0001908	XP_001244866.2	YDR404C
1909	OG0001909	XP_001244867.1	YGL010W
1910	OG0001910	XP_001244868.1	YBL099W
1911	OG0001911	XP_001244869.2	YKR080W
1912	OG0001912	XP_001244871.2	YKL207W
1913	OG0001913	XP_001244872.1	YDR262W
1914	OG0001914	XP_001244878.2	YPR144C
1915	OG0001915	XP_001244879.1	YPL078C
1916	OG0001916	XP_001244882.2	YCR068W
1917	OG0001917	XP_001244885.1	YLR011W
1918	OG0001918	XP_001244892.1	YCL001W
1919	OG0001919	XP_001244895.1	YDR256C
1920	OG0001920	XP_001244898.1	YBR164C
1921	OG0001921	XP_001244899.2	YOR141C
1922	OG0001922	XP_001244900.1	YBR279W
1923	OG0001923	XP_001244902.2	YER093C
1924	OG0001924	XP_001244904.1	YOR150W
1925	OG0001925	XP_001244907.1	YCR031C
1926	OG0001926	XP_001244908.1	YBR166C
1927	OG0001927	XP_001244913.2	YPR067W
1928	OG0001928	XP_001244916.2	YLR231C
1929	OG0001929	XP_001244918.2	YGL231C
1930	OG0001930	XP_001244920.1	YJL020C
1931	OG0001931	XP_001244923.1	YPL118W
1932	OG0001932	XP_001244924.2	YKL203C
1933	OG0001933	XP_001244935.1	YJL104W
1934	OG0001934	XP_001244947.1	YDR221W
1935	OG0001935	XP_001244952.2	YBR249C
1936	OG0001936	XP_001244988.1	YMR140W
1937	OG0001937	XP_001244992.1	YJR132W
1938	OG0001938	XP_001244993.1	YLR398C
1939	OG0001939	XP_001244995.1	YJR045C
1940	OG0001940	XP_001245010.1	YHR112C
1941	OG0001941	XP_001245018.1	YMR221C
1942	OG0001942	XP_001245024.1	YKL035W
1943	OG0001943	XP_001245032.1	YOR027W
1944	OG0001944	XP_001245033.2	YNR003C
1945	OG0001945	XP_001245034.2	YHR090C
1946	OG0001946	XP_001245035.1	YGL194C
1947	OG0001947	XP_001245038.1	YGL037C
1948	OG0001948	XP_001245040.1	YNL222W
1949	OG0001949	XP_001245044.1	YGR195W
1950	OG0001950	XP_001245046.2	YLR313C
1951	OG0001951	XP_001245052.2	YDR162C
1952	OG0001952	XP_001245053.2	YJR125C
1953	OG0001953	XP_001245055.1	YML056C
1954	OG0001954	XP_001245059.1	YFL022C
1955	OG0001955	XP_001245073.1	YLR248W
1956	OG0001956	XP_001245079.2	YLR451W
1957	OG0001957	XP_001245085.1	YPL063W
1958	OG0001958	XP_001245086.1	YFR004W
1959	OG0001959	XP_001245087.1	YNL330C
1960	OG0001960	XP_001245089.1	YIL039W
1961	OG0001961	XP_001245094.1	YJL041W
1962	OG0001962	XP_001245105.1	YML036W
1963	OG0001963	XP_001245113.1	YGL216W
1964	OG0001964	XP_001245115.2	YER042W
1965	OG0001965	XP_001245121.1	YEL040W
1966	OG0001966	XP_001245122.1	YDR481C
1967	OG0001967	XP_001245132.2	YHR165C
1968	OG0001968	XP_001245135.1	YGL187C
1969	OG0001969	XP_001245145.2	YNL001W
1970	OG0001970	XP_001245153.2	YPL125W
1971	OG0001971	XP_001245160.2	YJL123C
1972	OG0001972	XP_001245174.2	YFL034W
1973	OG0001973	XP_001245178.1	YJR085C
1974	OG0001974	XP_001245179.1	YOR103C
1975	OG0001975	XP_001245180.1	YKR086W
1976	OG0001976	XP_001245183.1	YEL003W
1977	OG0001977	XP_001245187.1	YGL202W
1978	OG0001978	XP_001245190.1	YOL016C
1979	OG0001979	XP_001245193.1	YPR110C
1980	OG0001980	XP_001245194.2	YPR066W
1981	OG0001981	XP_001245195.2	YGR099W
1982	OG0001982	XP_001245196.1	YLR396C
1983	OG0001983	XP_001245197.1	YGR009C
1984	OG0001984	XP_001245217.1	YML069W
1985	OG0001985	XP_001245219.1	YLR084C
1986	OG0001986	XP_001245232.1	YML060W
1987	OG0001987	XP_001245243.2	YPR127W
1988	OG0001988	XP_001245252.1	YDR064W
1989	OG0001989	XP_001245254.2	YDR469W
1990	OG0001990	XP_001245257.1	YPR031W
1991	OG0001991	XP_001245262.2	YDL104C
1992	OG0001992	XP_001245264.1	YPR021C
1993	OG0001993	XP_001245271.2	YGR098C
1994	OG0001994	XP_001245272.1	YJL068C
1995	OG0001995	XP_001245273.1	YKL205W
1996	OG0001996	XP_001245274.1	YGR194C
1997	OG0001997	XP_001245278.2	YJR112W
1998	OG0001998	XP_001245288.1	YMR186W
1999	OG0001999	XP_001245293.2	YKL125W
2000	OG0002000	XP_001245295.1	YLR196W
2001	OG0002001	XP_001245300.1	YNR035C
2002	OG0002002	XP_001245301.1	YLR129W
2003	OG0002003	XP_001245302.1	YHR134W
2004	OG0002004	XP_001245310.1	YPR107C
2005	OG0002005	XP_001245315.2	YDR032C
2006	OG0002006	XP_001245318.2	YBR170C
2007	OG0002007	XP_001245324.1	YNL115C
2008	OG0002008	XP_001245325.2	YHR075C
2009	OG0002009	XP_001245326.2	YBR198C
2010	OG0002010	XP_001245328.1	YIL034C
2011	OG0002011	XP_001245329.1	YIR002C
2012	OG0002012	XP_001245332.1	YCR053W
2013	OG0002013	XP_001245336.2	YGR278W
2014	OG0002014	XP_001245344.1	YMR055C
2015	OG0002015	XP_001245346.1	YOR129C
2016	OG0002016	XP_001245349.1	YDR408C
2017	OG0002017	XP_001245350.2	YNR027W
2018	OG0002018	XP_001245351.2	YBR252W
2019	OG0002019	XP_001245356.1	YCR075C
2020	OG0002020	XP_001245358.1	YDL004W
2021	OG0002021	XP_001245359.1	YFR032C-A
2022	OG0002022	XP_001245371.1	YPR181C
2023	OG0002023	XP_001245372.1	YKL045W
2024	OG0002024	XP_001245374.1	YER170W
2025	OG0002025	XP_001245375.1	YGL085W
2026	OG0002026	XP_001245376.1	YPR128C
2027	OG0002027	XP_001245381.1	YOL006C
2028	OG0002028	XP_001245382.1	YBR039W
2029	OG0002029	XP_001245383.2	YOR288C
2030	OG0002030	XP_001245384.1	YNL132W
2031	OG0002031	XP_001245405.2	YAL002W
2032	OG0002032	XP_001245430.2	YOR360C
2033	OG0002033	XP_001245434.1	YPR131C
2034	OG0002034	XP_001245437.2	YPR187W
2035	OG0002035	XP_001245440.1	YAL042W
2036	OG0002036	XP_001245441.2	YPL169C
2037	OG0002037	XP_001245442.2	YJL029C
2038	OG0002038	XP_001245443.1	YLR340W
2039	OG0002039	XP_001245444.1	YDR165W
2040	OG0002040	XP_001245445.1	YDR047W
2041	OG0002041	XP_001245446.1	YNL064C
2042	OG0002042	XP_001245454.1	YOR359W
2043	OG0002043	XP_001245455.1	YGR047C
2044	OG0002044	XP_001245464.2	YPL218W
2045	OG0002045	XP_001245465.2	YER133W
2046	OG0002046	XP_001245471.1	YER019C-A
2047	OG0002047	XP_001245472.1	YPR112C
2048	OG0002048	XP_001245473.1	YDR424C
2049	OG0002049	XP_001245474.2	YHR104W
2050	OG0002050	XP_001245476.2	YKL193C
2051	OG0002051	XP_001245477.1	YLR019W
2052	OG0002052	XP_001245485.2	YDR255C
2053	OG0002053	XP_001245491.2	YKL150W
2054	OG0002054	XP_001245500.1	YEL062W
2055	OG0002055	XP_001245501.1	YDR176W
2056	OG0002056	XP_001245506.2	YPR201W
2057	OG0002057	XP_001245514.1	YIL098C
2058	OG0002058	XP_001245517.1	YKL040C
2059	OG0002059	XP_001245521.1	YLR029C
2060	OG0002060	XP_001245530.1	YDL045W-A
2061	OG0002061	XP_001245533.1	YKR092C
2062	OG0002062	XP_001245534.1	YER008C
2063	OG0002063	XP_001245535.1	YLR422W
2064	OG0002064	XP_001245544.1	YJR113C
2065	OG0002065	XP_001245547.2	YLR144C
2066	OG0002066	XP_001245549.1	YML093W
2067	OG0002067	XP_001245550.1	YBR282W
2068	OG0002068	XP_001245551.1	YGL141W
2069	OG0002069	XP_001245552.1	YER165W
2070	OG0002070	XP_001245553.1	YGL161C
2071	OG0002071	XP_001245556.1	YDR484W
2072	OG0002072	XP_001245559.2	YFL027C
2073	OG0002073	XP_001245561.1	YAL035W
2074	OG0002074	XP_001245568.2	YMR015C
2075	OG0002075	XP_001245571.1	YPL243W
2076	OG0002076	XP_001245572.2	YLR067C
2077	OG0002077	XP_001245575.1	YAL009W
2078	OG0002078	XP_001245576.2	YGR110W
2079	OG0002079	XP_001245577.2	YMR262W
2080	OG0002080	XP_001245591.2	YKR051W
2081	OG0002081	XP_001245592.1	YLR087C
2082	OG0002082	XP_001245602.1	YJL100W
2083	OG0002083	XP_001245603.2	YKR034W
2084	OG0002084	XP_001245604.2	YMR155W
2085	OG0002085	XP_001245605.1	YDR105C
2086	OG0002086	XP_001245606.2	YNL082W
2087	OG0002087	XP_001245611.2	YIL042C
2088	OG0002088	XP_001245620.1	YPL217C
2089	OG0002089	XP_001245622.1	YIL065C
2090	OG0002090	XP_001245634.1	YGL026C
2091	OG0002091	XP_001245636.1	YBR127C
2092	OG0002092	XP_001245647.1	YOL097C
2093	OG0002093	XP_001245652.1	YJL106W
2094	OG0002094	XP_001245662.1	YOR163W
2095	OG0002095	XP_001245663.1	YIL021W
2096	OG0002096	XP_001245664.2	YGL017W
2097	OG0002097	XP_001245674.1	YOR232W
2098	OG0002098	XP_001245675.1	YPR047W
2099	OG0002099	XP_001245676.1	YLR348C
2100	OG0002100	XP_001245725.1	YER082C
2101	OG0002101	XP_001245726.2	YDL060W
2102	OG0002102	XP_001245730.1	YBL050W
2103	OG0002103	XP_001245733.1	YDR376W
2104	OG0002104	XP_001245734.1	YHR151C
2105	OG0002105	XP_001245735.1	YPL094C
2106	OG0002106	XP_001245755.2	YML042W
2107	OG0002107	XP_001245758.1	YDL076C
2108	OG0002108	XP_001245760.2	YJL059W
2109	OG0002109	XP_001245765.2	YOL140W
2110	OG0002110	XP_001245767.1	YBR269C
2111	OG0002111	XP_001245771.1	YIL103W
2112	OG0002112	XP_001245775.1	YDR298C
2113	OG0002113	XP_001245776.1	YIL106W
2114	OG0002114	XP_001245777.1	YNL213C
2115	OG0002115	XP_001245779.1	YPL133C
2116	OG0002116	XP_001245788.1	YPL132W
2117	OG0002117	XP_001245789.2	YBR087W
2118	OG0002118	XP_001245790.1	YBL038W
2119	OG0002119	XP_001245791.1	YOR217W
2120	OG0002120	XP_001245793.2	YLR314C
2121	OG0002121	XP_001245797.2	YMR166C
2122	OG0002122	XP_001245799.1	YKL195W
2123	OG0002123	XP_001245804.2	YOR143C
2124	OG0002124	XP_001245805.2	YHR077C
2125	OG0002125	XP_001245817.1	YPR004C
2126	OG0002126	XP_001245819.2	YMR078C
2127	OG0002127	XP_001245820.2	YFR037C
2128	OG0002128	XP_001245822.1	YDR332W
2129	OG0002129	XP_001245823.1	YFL025C
2130	OG0002130	XP_001245830.1	YIL046W
2131	OG0002131	XP_001245835.1	YOR119C
2132	OG0002132	XP_001245836.1	YJL074C
2133	OG0002133	XP_001245838.1	YIL043C
2134	OG0002134	XP_001245839.2	YDR341C
2135	OG0002135	XP_001245918.2	YLR276C
2136	OG0002136	XP_001245923.2	YPR140W
2137	OG0002137	XP_001245924.1	YKL138C
2138	OG0002138	XP_001245941.2	YOL078W
2139	OG0002139	XP_001245942.1	YPL203W
2140	OG0002140	XP_001245943.2	YGR181W
2141	OG0002141	XP_001245947.2	YLR106C
2142	OG0002142	XP_001245949.1	YER023W
2143	OG0002143	XP_001245953.2	YDL001W
2144	OG0002144	XP_001245959.1	YOR079C
