	OrthologID	Candida_tenuis	Saccharomyces_cerevisiae
2248	OG0002248	augustus_masked-scaffold_00021-processed-gene-13.36-mRNA-1_1&gene=augustus_masked-scaffold_00021-processed-gene-13.36&CDS=1-609	YER050C
2249	OG0002249	snap_masked-scaffold_00021-processed-gene-13.63-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-13.63&CDS=1-942	YDL047W
2250	OG0002250	augustus_masked-scaffold_00021-processed-gene-14.7-mRNA-1_1&gene=augustus_masked-scaffold_00021-processed-gene-14.7&CDS=1-2529	YPL031C
2251	OG0002251	snap_masked-scaffold_00021-processed-gene-14.42-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-14.42&CDS=1-1689	YDR255C
2252	OG0002252	snap_masked-scaffold_00021-processed-gene-14.43-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-14.43&CDS=1-303	YPL046C
2253	OG0002253	snap_masked-scaffold_00021-processed-gene-14.38-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-14.38&CDS=1-2871	YPL045W
2254	OG0002254	snap_masked-scaffold_00021-processed-gene-14.44-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-14.44&CDS=1-1371	YDR254W
2255	OG0002255	snap_masked-scaffold_00021-processed-gene-14.39-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-14.39&CDS=1-2100	YPL043W
2256	OG0002256	augustus_masked-scaffold_00021-processed-gene-14.21-mRNA-1_1&gene=augustus_masked-scaffold_00021-processed-gene-14.21&CDS=1-1935	YPL206C
2257	OG0002257	augustus_masked-scaffold_00021-processed-gene-14.22-mRNA-1_1&gene=augustus_masked-scaffold_00021-processed-gene-14.22&CDS=1-4131	YGL067W
2258	OG0002258	snap_masked-scaffold_00021-processed-gene-14.64-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-14.64&CDS=1-1179	YDR019C
2259	OG0002259	snap_masked-scaffold_00021-processed-gene-14.46-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-14.46&CDS=1-9537	YBL088C
2260	OG0002260	snap_masked-scaffold_00021-processed-gene-14.47-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-14.47&CDS=1-1956	YPL184C
2261	OG0002261	augustus_masked-scaffold_00021-processed-gene-14.14-mRNA-1_1&gene=augustus_masked-scaffold_00021-processed-gene-14.14&CDS=1-4989	YGR145W
2262	OG0002262	snap_masked-scaffold_00021-processed-gene-14.66-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-14.66&CDS=1-690	YGL037C
2263	OG0002263	maker-scaffold_00021-augustus-gene-14.1-mRNA-1_1&gene=maker-scaffold_00021-augustus-gene-14.1&CDS=1-2085	YGL038C
2264	OG0002264	snap_masked-scaffold_00021-processed-gene-14.69-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-14.69&CDS=1-1941	YOR204W
2265	OG0002265	snap_masked-scaffold_00021-processed-gene-14.71-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-14.71&CDS=1-1788	YEL042W
2266	OG0002266	snap_masked-scaffold_00021-processed-gene-14.72-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-14.72&CDS=1-1290	YLR191W
2267	OG0002267	snap_masked-scaffold_00021-processed-gene-14.74-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-14.74&CDS=1-1731	YLL028W
2268	OG0002268	snap_masked-scaffold_00021-processed-gene-14.53-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-14.53&CDS=1-420	YPR100W
2269	OG0002269	snap_masked-scaffold_00021-processed-gene-14.77-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-14.77&CDS=1-1650	YGR055W
2270	OG0002270	snap_masked-scaffold_00021-processed-gene-14.54-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-14.54&CDS=1-1623	YOR386W
2271	OG0002271	snap_masked-scaffold_00021-processed-gene-14.78-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-14.78&CDS=1-3594	YJL080C
2272	OG0002272	snap_masked-scaffold_00021-processed-gene-14.79-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-14.79&CDS=1-2103	YFR016C
2273	OG0002273	snap_masked-scaffold_00021-processed-gene-14.80-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-14.80&CDS=1-282	YDR079W
2274	OG0002274	snap_masked-scaffold_00021-processed-gene-14.57-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-14.57&CDS=1-678	YDR084C
2275	OG0002275	augustus_masked-scaffold_00021-processed-gene-14.37-mRNA-1_1&gene=augustus_masked-scaffold_00021-processed-gene-14.37&CDS=1-5850	YDR080W
2276	OG0002276	snap_masked-scaffold_00021-processed-gene-15.0-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-15.0&CDS=1-1341	YIL150C
2277	OG0002277	augustus_masked-scaffold_00021-processed-gene-15.48-mRNA-1_1&gene=augustus_masked-scaffold_00021-processed-gene-15.48&CDS=1-4113	YOL140W
2278	OG0002278	snap_masked-scaffold_00021-processed-gene-15.9-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-15.9&CDS=1-4080	YCR073C
2279	OG0002279	snap_masked-scaffold_00021-processed-gene-15.26-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-15.26&CDS=1-372	YCR071C
2280	OG0002280	augustus_masked-scaffold_00021-processed-gene-15.66-mRNA-1_1&gene=augustus_masked-scaffold_00021-processed-gene-15.66&CDS=1-1860	YJL056C
2281	OG0002281	snap_masked-scaffold_00021-processed-gene-15.28-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-15.28&CDS=1-2589	YCR077C
2282	OG0002282	snap_masked-scaffold_00021-processed-gene-15.29-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-15.29&CDS=1-2301	YNR033W
2283	OG0002283	snap_masked-scaffold_00021-processed-gene-15.30-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-15.30&CDS=1-5985	YDL058W
2284	OG0002284	snap_masked-scaffold_00021-processed-gene-15.11-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-15.11&CDS=1-540	YDL059C
2285	OG0002285	augustus_masked-scaffold_00021-processed-gene-15.69-mRNA-1_1&gene=augustus_masked-scaffold_00021-processed-gene-15.69&CDS=1-4632	YLR384C
2286	OG0002286	augustus_masked-scaffold_00021-processed-gene-15.70-mRNA-1_1&gene=augustus_masked-scaffold_00021-processed-gene-15.70&CDS=1-1083	YJR080C
2287	OG0002287	snap_masked-scaffold_00021-processed-gene-15.14-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-15.14&CDS=1-1557	YIL099W
2288	OG0002288	snap_masked-scaffold_00021-processed-gene-15.15-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-15.15&CDS=1-999	YPL215W
2289	OG0002289	snap_masked-scaffold_00021-processed-gene-15.37-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-15.37&CDS=1-1656	YGL064C
2290	OG0002290	snap_masked-scaffold_00021-processed-gene-15.18-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-15.18&CDS=1-1380	YGL129C
2291	OG0002291	snap_masked-scaffold_00021-processed-gene-15.38-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-15.38&CDS=1-543	YPL211W
2292	OG0002292	maker-scaffold_00021-snap-gene-15.84-mRNA-1_1&gene=maker-scaffold_00021-snap-gene-15.84&CDS=1-1692	YPL212C
2293	OG0002293	snap_masked-scaffold_00021-processed-gene-15.39-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-15.39&CDS=1-1173	YPL204W
2294	OG0002294	snap_masked-scaffold_00021-processed-gene-15.20-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-15.20&CDS=1-957	YPL209C
2295	OG0002295	snap_masked-scaffold_00021-processed-gene-15.41-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-15.41&CDS=1-1338	YGL066W
2296	OG0002296	augustus_masked-scaffold_00021-processed-gene-15.62-mRNA-1_1&gene=augustus_masked-scaffold_00021-processed-gene-15.62&CDS=1-3594	YPL207W
2297	OG0002297	maker-scaffold_00021-augustus-gene-15.90-mRNA-1_1&gene=maker-scaffold_00021-augustus-gene-15.90&CDS=1-2874	YLR382C
2298	OG0002298	snap_masked-scaffold_00021-processed-gene-15.44-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-15.44&CDS=1-2268	YGR150C
2299	OG0002299	snap_masked-scaffold_00021-processed-gene-16.0-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-16.0&CDS=1-4734	YOR093C
2300	OG0002300	snap_masked-scaffold_00021-processed-gene-16.3-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-16.3&CDS=1-1140	YPL181W
2301	OG0002301	maker-scaffold_00021-augustus-gene-16.109-mRNA-1_1&gene=maker-scaffold_00021-augustus-gene-16.109&CDS=1-4617	YLR389C
2302	OG0002302	snap_masked-scaffold_00021-processed-gene-16.7-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-16.7&CDS=1-1074	YDR202C
2303	OG0002303	augustus_masked-scaffold_00021-processed-gene-16.61-mRNA-1_1&gene=augustus_masked-scaffold_00021-processed-gene-16.61&CDS=1-756	YLR390W-A
2304	OG0002304	snap_masked-scaffold_00021-processed-gene-16.9-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-16.9&CDS=1-1500	YDL238C
2305	OG0002305	snap_masked-scaffold_00021-processed-gene-16.10-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-16.10&CDS=1-3336	YLR383W
2306	OG0002306	snap_masked-scaffold_00021-processed-gene-16.11-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-16.11&CDS=1-1092	YER154W
2307	OG0002307	snap_masked-scaffold_00021-processed-gene-16.30-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-16.30&CDS=1-6051	YER155C
2308	OG0002308	snap_masked-scaffold_00021-processed-gene-16.32-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-16.32&CDS=1-663	YNL107W
2309	OG0002309	maker-scaffold_00021-snap-gene-16.104-mRNA-1_1&gene=maker-scaffold_00021-snap-gene-16.104&CDS=1-993	YFR032C
2310	OG0002310	maker-scaffold_00021-snap-gene-16.105-mRNA-1_1&gene=maker-scaffold_00021-snap-gene-16.105&CDS=1-453	YFR033C
2311	OG0002311	snap_masked-scaffold_00021-processed-gene-16.38-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-16.38&CDS=1-1107	YLR094C
2312	OG0002312	snap_masked-scaffold_00021-processed-gene-16.41-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-16.41&CDS=1-2268	YLL032C
2313	OG0002313	augustus_masked-scaffold_00021-processed-gene-16.92-mRNA-1_1&gene=augustus_masked-scaffold_00021-processed-gene-16.92&CDS=1-2595	YDR142C
2314	OG0002314	snap_masked-scaffold_00021-processed-gene-16.23-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-16.23&CDS=1-882	YLR126C
2315	OG0002315	augustus_masked-scaffold_00021-processed-gene-16.77-mRNA-1_1&gene=augustus_masked-scaffold_00021-processed-gene-16.77&CDS=1-2013	YIL061C
2316	OG0002316	augustus_masked-scaffold_00021-processed-gene-16.98-mRNA-1_1&gene=augustus_masked-scaffold_00021-processed-gene-16.98&CDS=1-735	YIL064W
2317	OG0002317	augustus_masked-scaffold_00021-processed-gene-16.78-mRNA-1_1&gene=augustus_masked-scaffold_00021-processed-gene-16.78&CDS=1-1314	YBR195C
2318	OG0002318	maker-scaffold_00021-snap-gene-16.106-mRNA-1_1&gene=maker-scaffold_00021-snap-gene-16.106&CDS=1-699	YPL078C
2319	OG0002319	snap_masked-scaffold_00021-processed-gene-16.25-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-16.25&CDS=1-840	YKR060W
2320	OG0002320	snap_masked-scaffold_00021-processed-gene-16.26-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-16.26&CDS=1-1887	YKL174C
2321	OG0002321	snap_masked-scaffold_00021-processed-gene-17.0-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-17.0&CDS=1-462	YJL143W
2322	OG0002322	snap_masked-scaffold_00021-processed-gene-17.1-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-17.1&CDS=1-2172	YJL141C
2323	OG0002323	snap_masked-scaffold_00021-processed-gene-17.2-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-17.2&CDS=1-570	YJL140W
2324	OG0002324	augustus_masked-scaffold_00021-processed-gene-17.77-mRNA-1_1&gene=augustus_masked-scaffold_00021-processed-gene-17.77&CDS=1-3198	YJL176C
2325	OG0002325	snap_masked-scaffold_00021-processed-gene-17.7-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-17.7&CDS=1-285	YJL166W
2326	OG0002326	snap_masked-scaffold_00021-processed-gene-17.26-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-17.26&CDS=1-1041	YJL167W
2327	OG0002327	snap_masked-scaffold_00021-processed-gene-17.9-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-17.9&CDS=1-1005	YBR187W
2328	OG0002328	snap_masked-scaffold_00021-processed-gene-17.29-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-17.29&CDS=1-603	YBR193C
2329	OG0002329	augustus_masked-scaffold_00021-processed-gene-17.81-mRNA-1_1&gene=augustus_masked-scaffold_00021-processed-gene-17.81&CDS=1-6855	YPL082C
2330	OG0002330	maker-scaffold_00021-augustus-gene-17.107-mRNA-1_1&gene=maker-scaffold_00021-augustus-gene-17.107&CDS=1-1578	YBR173C
2331	OG0002331	augustus_masked-scaffold_00021-processed-gene-17.64-mRNA-1_1&gene=augustus_masked-scaffold_00021-processed-gene-17.64&CDS=1-2262	YDL014W
2332	OG0002332	snap_masked-scaffold_00021-processed-gene-17.37-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-17.37&CDS=1-3444	YJR109C
2333	OG0002333	snap_masked-scaffold_00021-processed-gene-17.12-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-17.12&CDS=1-492	YDR437W
2334	OG0002334	maker-scaffold_00021-snap-gene-17.104-mRNA-1_1&gene=maker-scaffold_00021-snap-gene-17.104&CDS=1-2766	YBR017C
2335	OG0002335	snap_masked-scaffold_00021-processed-gene-17.40-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-17.40&CDS=1-2169	YAR014C
2336	OG0002336	snap_masked-scaffold_00021-processed-gene-17.42-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-17.42&CDS=1-567	YDL046W
2337	OG0002337	snap_masked-scaffold_00021-processed-gene-17.43-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-17.43&CDS=1-3027	YGR125W
2338	OG0002338	snap_masked-scaffold_00021-processed-gene-17.13-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-17.13&CDS=1-585	YJR112W
2339	OG0002339	snap_masked-scaffold_00021-processed-gene-17.44-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-17.44&CDS=1-960	YDR337W
2340	OG0002340	snap_masked-scaffold_00021-processed-gene-17.15-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-17.15&CDS=1-1647	YBR196C
2341	OG0002341	snap_masked-scaffold_00021-processed-gene-17.16-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-17.16&CDS=1-411	YML108W
2342	OG0002342	snap_masked-scaffold_00021-processed-gene-17.19-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-17.19&CDS=1-951	YHR104W
2343	OG0002343	snap_masked-scaffold_00021-processed-gene-17.20-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-17.20&CDS=1-1956	YFL027C
2344	OG0002344	augustus_masked-scaffold_00021-processed-gene-17.95-mRNA-1_1&gene=augustus_masked-scaffold_00021-processed-gene-17.95&CDS=1-1875	YLR055C
2345	OG0002345	snap_masked-scaffold_00021-processed-gene-17.48-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-17.48&CDS=1-453	YKL067W
2346	OG0002346	snap_masked-scaffold_00021-processed-gene-17.50-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-17.50&CDS=1-930	YFL028C
2347	OG0002347	snap_masked-scaffold_00021-processed-gene-17.51-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-17.51&CDS=1-2712	YMR125W
2348	OG0002348	snap_masked-scaffold_00021-processed-gene-17.52-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-17.52&CDS=1-1746	YCR061W
2349	OG0002349	maker-scaffold_00021-snap-gene-17.105-mRNA-1_1&gene=maker-scaffold_00021-snap-gene-17.105&CDS=1-2184	YNL161W
2350	OG0002350	snap_masked-scaffold_00021-processed-gene-18.40-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-18.40&CDS=1-1656	YDL159W
2351	OG0002351	snap_masked-scaffold_00021-processed-gene-18.58-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-18.58&CDS=1-1134	YGR044C
2352	OG0002352	maker-scaffold_00021-snap-gene-18.79-mRNA-1_1&gene=maker-scaffold_00021-snap-gene-18.79&CDS=1-2079	YFL042C
2353	OG0002353	snap_masked-scaffold_00021-processed-gene-18.60-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-18.60&CDS=1-1188	YLR355C
2354	OG0002354	snap_masked-scaffold_00021-processed-gene-18.43-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-18.43&CDS=1-1092	YNL097C
2355	OG0002355	snap_masked-scaffold_00021-processed-gene-18.44-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-18.44&CDS=1-699	YOR101W
2356	OG0002356	augustus_masked-scaffold_00021-processed-gene-18.25-mRNA-1_1&gene=augustus_masked-scaffold_00021-processed-gene-18.25&CDS=1-372	YOR103C
2357	OG0002357	augustus_masked-scaffold_00021-processed-gene-18.26-mRNA-1_1&gene=augustus_masked-scaffold_00021-processed-gene-18.26&CDS=1-5010	YJL168C
2358	OG0002358	augustus_masked-scaffold_00021-processed-gene-18.10-mRNA-1_1&gene=augustus_masked-scaffold_00021-processed-gene-18.10&CDS=1-1992	YKR095W-A
2359	OG0002359	snap_masked-scaffold_00021-processed-gene-18.51-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-18.51&CDS=1-1239	YIL160C
2360	OG0002360	augustus_masked-scaffold_00021-processed-gene-18.15-mRNA-1_1&gene=augustus_masked-scaffold_00021-processed-gene-18.15&CDS=1-2598	YFL024C
2361	OG0002361	augustus_masked-scaffold_00021-processed-gene-18.17-mRNA-1_1&gene=augustus_masked-scaffold_00021-processed-gene-18.17&CDS=1-4518	YMR247C
2362	OG0002362	augustus_masked-scaffold_00021-processed-gene-18.33-mRNA-1_1&gene=augustus_masked-scaffold_00021-processed-gene-18.33&CDS=1-1251	YIL153W
2363	OG0002363	snap_masked-scaffold_00021-processed-gene-18.56-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-18.56&CDS=1-1251	YNR015W
2364	OG0002364	snap_masked-scaffold_00021-processed-gene-18.74-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-18.74&CDS=1-624	YNR017W
2365	OG0002365	snap_masked-scaffold_00021-processed-gene-19.63-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-19.63&CDS=1-6663	YNR016C
2366	OG0002366	snap_masked-scaffold_00021-processed-gene-19.69-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-19.69&CDS=1-939	YCR060W
2367	OG0002367	maker-scaffold_00021-snap-gene-19.14-mRNA-1_1&gene=maker-scaffold_00021-snap-gene-19.14&CDS=1-852	YCR059C
2368	OG0002368	snap_masked-scaffold_00021-processed-gene-19.67-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-19.67&CDS=1-2703	YCR057C
2369	OG0002369	maker-scaffold_00021-snap-gene-19.16-mRNA-1_1&gene=maker-scaffold_00021-snap-gene-19.16&CDS=1-2121	YFR015C
2370	OG0002370	augustus_masked-scaffold_00021-processed-gene-19.29-mRNA-1_1&gene=augustus_masked-scaffold_00021-processed-gene-19.29&CDS=1-1035	YER112W
2371	OG0002371	snap_masked-scaffold_00021-processed-gene-19.93-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-19.93&CDS=1-1194	YBL086C
2372	OG0002372	snap_masked-scaffold_00021-processed-gene-19.94-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-19.94&CDS=1-1056	YPR065W
2373	OG0002373	snap_masked-scaffold_00021-processed-gene-19.76-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-19.76&CDS=1-1686	YGR119C
2374	OG0002374	maker-scaffold_00021-snap-gene-19.17-mRNA-1_1&gene=maker-scaffold_00021-snap-gene-19.17&CDS=1-2382	YKL013C
2375	OG0002375	snap_masked-scaffold_00021-processed-gene-19.98-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-19.98&CDS=1-2730	YIR023W
2376	OG0002376	augustus_masked-scaffold_00021-processed-gene-19.36-mRNA-1_1&gene=augustus_masked-scaffold_00021-processed-gene-19.36&CDS=1-918	YIL145C
2377	OG0002377	snap_masked-scaffold_00021-processed-gene-19.83-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-19.83&CDS=1-1803	YCR023C
2378	OG0002378	augustus_masked-scaffold_00021-processed-gene-19.57-mRNA-1_1&gene=augustus_masked-scaffold_00021-processed-gene-19.57&CDS=1-3822	YOR330C
2379	OG0002379	snap_masked-scaffold_00021-processed-gene-19.85-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-19.85&CDS=1-1332	YLR455W
2380	OG0002380	augustus_masked-scaffold_00021-processed-gene-19.45-mRNA-1_1&gene=augustus_masked-scaffold_00021-processed-gene-19.45&CDS=1-426	YBL092W
2381	OG0002381	snap_masked-scaffold_00021-processed-gene-19.107-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-19.107&CDS=1-810	YML052W
2382	OG0002382	maker-scaffold_00021-snap-gene-19.21-mRNA-1_1&gene=maker-scaffold_00021-snap-gene-19.21&CDS=1-2547	YCR068W
2383	OG0002383	snap_masked-scaffold_00021-processed-gene-19.91-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-19.91&CDS=1-1266	YCR066W
2384	OG0002384	snap_masked-scaffold_00021-processed-gene-19.92-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-19.92&CDS=1-1671	YHL008C
2385	OG0002385	augustus_masked-scaffold_00021-processed-gene-20.9-mRNA-1_1&gene=augustus_masked-scaffold_00021-processed-gene-20.9&CDS=1-1680	YLR276C
2386	OG0002386	augustus_masked-scaffold_00021-processed-gene-20.10-mRNA-1_1&gene=augustus_masked-scaffold_00021-processed-gene-20.10&CDS=1-420	YNL281W
2387	OG0002387	snap_masked-scaffold_00021-processed-gene-20.58-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-20.58&CDS=1-2247	YDR485C
2388	OG0002388	snap_masked-scaffold_00021-processed-gene-20.56-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-20.56&CDS=1-963	YOL096C
2389	OG0002389	snap_masked-scaffold_00021-processed-gene-20.59-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-20.59&CDS=1-645	YDR486C
2390	OG0002390	snap_masked-scaffold_00021-processed-gene-20.61-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-20.61&CDS=1-2112	YKL213C
2391	OG0002391	snap_masked-scaffold_00021-processed-gene-20.89-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-20.89&CDS=1-1479	YKL211C
2392	OG0002392	maker-scaffold_00021-augustus-gene-20.3-mRNA-1_1&gene=maker-scaffold_00021-augustus-gene-20.3&CDS=1-4749	YKL165C
2393	OG0002393	augustus_masked-scaffold_00021-processed-gene-20.41-mRNA-1_1&gene=augustus_masked-scaffold_00021-processed-gene-20.41&CDS=1-2316	YGR210C
2394	OG0002394	snap_masked-scaffold_00021-processed-gene-20.62-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-20.62&CDS=1-507	YMR071C
2395	OG0002395	snap_masked-scaffold_00021-processed-gene-20.69-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-20.69&CDS=1-1842	YOR360C
2396	OG0002396	snap_masked-scaffold_00021-processed-gene-20.70-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-20.70&CDS=1-1512	YOR359W
2397	OG0002397	augustus_masked-scaffold_00021-processed-gene-20.42-mRNA-1_1&gene=augustus_masked-scaffold_00021-processed-gene-20.42&CDS=1-600	YKL196C
2398	OG0002398	augustus_masked-scaffold_00021-processed-gene-20.43-mRNA-1_1&gene=augustus_masked-scaffold_00021-processed-gene-20.43&CDS=1-2793	YKL195W
2399	OG0002399	augustus_masked-scaffold_00021-processed-gene-20.23-mRNA-1_1&gene=augustus_masked-scaffold_00021-processed-gene-20.23&CDS=1-1107	YLR418C
2400	OG0002400	augustus_masked-scaffold_00021-processed-gene-20.46-mRNA-1_1&gene=augustus_masked-scaffold_00021-processed-gene-20.46&CDS=1-1530	YHR194W
2401	OG0002401	snap_masked-scaffold_00021-processed-gene-20.72-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-20.72&CDS=1-321	YDL081C
2402	OG0002402	augustus_masked-scaffold_00021-processed-gene-20.28-mRNA-1_1&gene=augustus_masked-scaffold_00021-processed-gene-20.28&CDS=1-3228	YLR039C
2403	OG0002403	snap_masked-scaffold_00021-processed-gene-20.104-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-20.104&CDS=1-1335	YFL037W
2404	OG0002404	augustus_masked-scaffold_00021-processed-gene-20.29-mRNA-1_1&gene=augustus_masked-scaffold_00021-processed-gene-20.29&CDS=1-2421	YLL011W
2405	OG0002405	snap_masked-scaffold_00021-processed-gene-20.79-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-20.79&CDS=1-726	YNL265C
2406	OG0002406	snap_masked-scaffold_00021-processed-gene-20.81-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-20.81&CDS=1-1029	YDL134C
2407	OG0002407	augustus_masked-scaffold_00021-processed-gene-20.34-mRNA-1_1&gene=augustus_masked-scaffold_00021-processed-gene-20.34&CDS=1-2394	YDL185W
2408	OG0002408	snap_masked-scaffold_00021-processed-gene-20.107-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-20.107&CDS=1-1017	YDL183C
2409	OG0002409	snap_masked-scaffold_00021-processed-gene-21.11-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-21.11&CDS=1-4533	YPR184W
2410	OG0002410	maker-scaffold_00021-augustus-gene-21.8-mRNA-1_1&gene=maker-scaffold_00021-augustus-gene-21.8&CDS=1-3198	YKR079C
2411	OG0002411	snap_masked-scaffold_00021-processed-gene-21.17-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-21.17&CDS=1-2694	YKR089C
2412	OG0002412	maker-scaffold_00021-augustus-gene-21.4-mRNA-1_1&gene=maker-scaffold_00021-augustus-gene-21.4&CDS=1-4572	YDR245W
2413	OG0002413	snap_masked-scaffold_00021-processed-gene-21.21-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-21.21&CDS=1-1803	YDR244W
2414	OG0002414	snap_masked-scaffold_00021-processed-gene-21.50-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-21.50&CDS=1-2547	YCL030C
