	OrthologID	Geotrichum_candidum	Saccharomyces_cerevisiae
2489	OG0002489	genemark-CCBN010000011.1-processed-gene-1.68-mRNA-1_1&gene=genemark-CCBN010000011.1-processed-gene-1.68&CDS=1-1632	YPL169C
2490	OG0002490	genemark-CCBN010000011.1-processed-gene-1.51-mRNA-1_1&gene=genemark-CCBN010000011.1-processed-gene-1.51&CDS=1-1956	YOR254C
2491	OG0002491	genemark-CCBN010000011.1-processed-gene-1.53-mRNA-1_1&gene=genemark-CCBN010000011.1-processed-gene-1.53&CDS=1-633	YHR128W
2492	OG0002492	genemark-CCBN010000011.1-processed-gene-1.54-mRNA-1_1&gene=genemark-CCBN010000011.1-processed-gene-1.54&CDS=1-702	YKL009W
2493	OG0002493	genemark-CCBN010000011.1-processed-gene-1.72-mRNA-1_1&gene=genemark-CCBN010000011.1-processed-gene-1.72&CDS=1-1224	YNL207W
2494	OG0002494	genemark-CCBN010000011.1-processed-gene-1.73-mRNA-1_1&gene=genemark-CCBN010000011.1-processed-gene-1.73&CDS=1-1017	YCR044C
2495	OG0002495	genemark-CCBN010000011.1-processed-gene-1.56-mRNA-1_1&gene=genemark-CCBN010000011.1-processed-gene-1.56&CDS=1-1956	YPL263C
2496	OG0002496	genemark-CCBN010000011.1-processed-gene-1.57-mRNA-1_1&gene=genemark-CCBN010000011.1-processed-gene-1.57&CDS=1-1251	YER019W
2497	OG0002497	genemark-CCBN010000011.1-processed-gene-1.77-mRNA-1_1&gene=genemark-CCBN010000011.1-processed-gene-1.77&CDS=1-981	YPL266W
2498	OG0002498	genemark-CCBN010000011.1-processed-gene-1.65-mRNA-1_1&gene=genemark-CCBN010000011.1-processed-gene-1.65&CDS=1-1227	YKR063C
2499	OG0002499	genemark-CCBN010000011.1-processed-gene-2.24-mRNA-1_1&gene=genemark-CCBN010000011.1-processed-gene-2.24&CDS=1-2295	YHR194W
2500	OG0002500	maker-CCBN010000011.1-augustus-gene-2.54-mRNA-1_1&gene=maker-CCBN010000011.1-augustus-gene-2.54&CDS=1-3165	YOL145C
2501	OG0002501	genemark-CCBN010000011.1-processed-gene-2.39-mRNA-1_1&gene=genemark-CCBN010000011.1-processed-gene-2.39&CDS=1-804	YFL034C-B
2502	OG0002502	snap_masked-CCBN010000011.1-processed-gene-2.60-mRNA-1_1&gene=snap_masked-CCBN010000011.1-processed-gene-2.60&CDS=1-1839	YHR078W
2503	OG0002503	genemark-CCBN010000011.1-processed-gene-2.30-mRNA-1_1&gene=genemark-CCBN010000011.1-processed-gene-2.30&CDS=1-1032	YOR292C
2504	OG0002504	genemark-CCBN010000011.1-processed-gene-2.43-mRNA-1_1&gene=genemark-CCBN010000011.1-processed-gene-2.43&CDS=1-3903	YPL006W
2505	OG0002505	genemark-CCBN010000011.1-processed-gene-2.31-mRNA-1_1&gene=genemark-CCBN010000011.1-processed-gene-2.31&CDS=1-804	YIL034C
2506	OG0002506	genemark-CCBN010000011.1-processed-gene-2.45-mRNA-1_1&gene=genemark-CCBN010000011.1-processed-gene-2.45&CDS=1-1716	YEL020C
2507	OG0002507	maker-CCBN010000011.1-snap-gene-2.51-mRNA-1_1&gene=maker-CCBN010000011.1-snap-gene-2.51&CDS=1-3111	YHR019C
2508	OG0002508	augustus_masked-CCBN010000011.1-processed-gene-3.48-mRNA-1_1&gene=augustus_masked-CCBN010000011.1-processed-gene-3.48&CDS=1-1848	YML005W
2509	OG0002509	genemark-CCBN010000011.1-processed-gene-3.27-mRNA-1_1&gene=genemark-CCBN010000011.1-processed-gene-3.27&CDS=1-810	YPR192W
2510	OG0002510	genemark-CCBN010000011.1-processed-gene-3.11-mRNA-1_1&gene=genemark-CCBN010000011.1-processed-gene-3.11&CDS=1-816	YHR038W
2511	OG0002511	genemark-CCBN010000011.1-processed-gene-3.30-mRNA-1_1&gene=genemark-CCBN010000011.1-processed-gene-3.30&CDS=1-1401	YGL112C
2512	OG0002512	augustus_masked-CCBN010000011.1-processed-gene-3.67-mRNA-1_1&gene=augustus_masked-CCBN010000011.1-processed-gene-3.67&CDS=1-5664	YFL033C
2513	OG0002513	genemark-CCBN010000011.1-processed-gene-3.33-mRNA-1_1&gene=genemark-CCBN010000011.1-processed-gene-3.33&CDS=1-1248	YIL160C
2514	OG0002514	genemark-CCBN010000011.1-processed-gene-3.36-mRNA-1_1&gene=genemark-CCBN010000011.1-processed-gene-3.36&CDS=1-1677	YDR212W
2515	OG0002515	genemark-CCBN010000011.1-processed-gene-3.19-mRNA-1_1&gene=genemark-CCBN010000011.1-processed-gene-3.19&CDS=1-768	YIL070C
2516	OG0002516	genemark-CCBN010000011.1-processed-gene-3.37-mRNA-1_1&gene=genemark-CCBN010000011.1-processed-gene-3.37&CDS=1-420	YMR292W
2517	OG0002517	genemark-CCBN010000011.1-processed-gene-3.38-mRNA-1_1&gene=genemark-CCBN010000011.1-processed-gene-3.38&CDS=1-876	YJR093C
2518	OG0002518	genemark-CCBN010000011.1-processed-gene-3.21-mRNA-1_1&gene=genemark-CCBN010000011.1-processed-gene-3.21&CDS=1-1296	YGL130W
2519	OG0002519	genemark-CCBN010000011.1-processed-gene-3.39-mRNA-1_1&gene=genemark-CCBN010000011.1-processed-gene-3.39&CDS=1-1368	YGL129C
2520	OG0002520	augustus_masked-CCBN010000011.1-processed-gene-3.77-mRNA-1_1&gene=augustus_masked-CCBN010000011.1-processed-gene-3.77&CDS=1-1911	YPL210C
2521	OG0002521	genemark-CCBN010000011.1-processed-gene-3.43-mRNA-1_1&gene=genemark-CCBN010000011.1-processed-gene-3.43&CDS=1-312	YDR286C
2522	OG0002522	genemark-CCBN010000011.1-processed-gene-3.25-mRNA-1_1&gene=genemark-CCBN010000011.1-processed-gene-3.25&CDS=1-708	YNL024C
2523	OG0002523	maker-CCBN010000011.1-augustus-gene-3.88-mRNA-1_1&gene=maker-CCBN010000011.1-augustus-gene-3.88&CDS=1-318	YBR135W
2524	OG0002524	genemark-CCBN010000011.1-processed-gene-4.18-mRNA-1_1&gene=genemark-CCBN010000011.1-processed-gene-4.18&CDS=1-330	YKL138C
2525	OG0002525	genemark-CCBN010000011.1-processed-gene-4.26-mRNA-1_1&gene=genemark-CCBN010000011.1-processed-gene-4.26&CDS=1-732	YKL099C
2526	OG0002526	genemark-CCBN010000011.1-processed-gene-4.21-mRNA-1_1&gene=genemark-CCBN010000011.1-processed-gene-4.21&CDS=1-3756	YMR109W
2527	OG0002527	genemark-CCBN010000011.1-processed-gene-4.36-mRNA-1_1&gene=genemark-CCBN010000011.1-processed-gene-4.36&CDS=1-1803	YMR244W
2528	OG0002528	genemark-CCBN010000011.1-processed-gene-5.29-mRNA-1_1&gene=genemark-CCBN010000011.1-processed-gene-5.29&CDS=1-1167	YGR141W
2529	OG0002529	genemark-CCBN010000011.1-processed-gene-5.30-mRNA-1_1&gene=genemark-CCBN010000011.1-processed-gene-5.30&CDS=1-4230	YER164W
2530	OG0002530	genemark-CCBN010000011.1-processed-gene-5.43-mRNA-1_1&gene=genemark-CCBN010000011.1-processed-gene-5.43&CDS=1-1302	YNL181W
2531	OG0002531	genemark-CCBN010000011.1-processed-gene-5.46-mRNA-1_1&gene=genemark-CCBN010000011.1-processed-gene-5.46&CDS=1-3813	YIR002C
2532	OG0002532	genemark-CCBN010000011.1-processed-gene-5.47-mRNA-1_1&gene=genemark-CCBN010000011.1-processed-gene-5.47&CDS=1-396	YBL092W
2533	OG0002533	genemark-CCBN010000011.1-processed-gene-5.32-mRNA-1_1&gene=genemark-CCBN010000011.1-processed-gene-5.32&CDS=1-801	YBL093C
2534	OG0002534	genemark-CCBN010000011.1-processed-gene-5.38-mRNA-1_1&gene=genemark-CCBN010000011.1-processed-gene-5.38&CDS=1-585	YML073C
2535	OG0002535	genemark-CCBN010000011.1-processed-gene-5.51-mRNA-1_1&gene=genemark-CCBN010000011.1-processed-gene-5.51&CDS=1-2070	YDR164C
2536	OG0002536	genemark-CCBN010000011.1-processed-gene-5.52-mRNA-1_1&gene=genemark-CCBN010000011.1-processed-gene-5.52&CDS=1-1146	YBR279W
2537	OG0002537	snap_masked-CCBN010000011.1-processed-gene-5.81-mRNA-1_1&gene=snap_masked-CCBN010000011.1-processed-gene-5.81&CDS=1-1389	YMR283C
2538	OG0002538	snap_masked-CCBN010000011.1-processed-gene-6.2-mRNA-1_1&gene=snap_masked-CCBN010000011.1-processed-gene-6.2&CDS=1-1821	YJL090C
2539	OG0002539	genemark-CCBN010000011.1-processed-gene-6.77-mRNA-1_1&gene=genemark-CCBN010000011.1-processed-gene-6.77&CDS=1-765	YMR281W
2540	OG0002540	genemark-CCBN010000011.1-processed-gene-6.75-mRNA-1_1&gene=genemark-CCBN010000011.1-processed-gene-6.75&CDS=1-1452	YLR142W
2541	OG0002541	genemark-CCBN010000011.1-processed-gene-6.79-mRNA-1_1&gene=genemark-CCBN010000011.1-processed-gene-6.79&CDS=1-1239	YDR165W
2542	OG0002542	genemark-CCBN010000011.1-processed-gene-6.97-mRNA-1_1&gene=genemark-CCBN010000011.1-processed-gene-6.97&CDS=1-4296	YOR291W
2543	OG0002543	genemark-CCBN010000011.1-processed-gene-6.85-mRNA-1_1&gene=genemark-CCBN010000011.1-processed-gene-6.85&CDS=1-960	YOR049C
2544	OG0002544	genemark-CCBN010000011.1-processed-gene-6.87-mRNA-1_1&gene=genemark-CCBN010000011.1-processed-gene-6.87&CDS=1-1050	YLR242C
2545	OG0002545	genemark-CCBN010000011.1-processed-gene-6.88-mRNA-1_1&gene=genemark-CCBN010000011.1-processed-gene-6.88&CDS=1-2079	YDR194C
2546	OG0002546	genemark-CCBN010000011.1-processed-gene-6.100-mRNA-1_1&gene=genemark-CCBN010000011.1-processed-gene-6.100&CDS=1-537	YBR137W
2547	OG0002547	genemark-CCBN010000011.1-processed-gene-6.89-mRNA-1_1&gene=genemark-CCBN010000011.1-processed-gene-6.89&CDS=1-294	YDR469W
2548	OG0002548	genemark-CCBN010000011.1-processed-gene-6.101-mRNA-1_1&gene=genemark-CCBN010000011.1-processed-gene-6.101&CDS=1-1521	YDR470C
2549	OG0002549	genemark-CCBN010000011.1-processed-gene-6.102-mRNA-1_1&gene=genemark-CCBN010000011.1-processed-gene-6.102&CDS=1-258	YGR037C
2550	OG0002550	genemark-CCBN010000011.1-processed-gene-6.103-mRNA-1_1&gene=genemark-CCBN010000011.1-processed-gene-6.103&CDS=1-1104	YPL244C
2551	OG0002551	snap_masked-CCBN010000011.1-processed-gene-6.30-mRNA-1_1&gene=snap_masked-CCBN010000011.1-processed-gene-6.30&CDS=1-1197	YPL188W
2552	OG0002552	genemark-CCBN010000011.1-processed-gene-6.105-mRNA-1_1&gene=genemark-CCBN010000011.1-processed-gene-6.105&CDS=1-3576	YFL034W
2553	OG0002553	genemark-CCBN010000011.1-processed-gene-6.106-mRNA-1_1&gene=genemark-CCBN010000011.1-processed-gene-6.106&CDS=1-936	YLR063W
2554	OG0002554	genemark-CCBN010000011.1-processed-gene-6.93-mRNA-1_1&gene=genemark-CCBN010000011.1-processed-gene-6.93&CDS=1-678	YOL102C
2555	OG0002555	maker-CCBN010000011.1-augustus-gene-6.36-mRNA-1_1&gene=maker-CCBN010000011.1-augustus-gene-6.36&CDS=1-1677	YGL084C
2556	OG0002556	genemark-CCBN010000011.1-processed-gene-6.110-mRNA-1_1&gene=genemark-CCBN010000011.1-processed-gene-6.110&CDS=1-714	YGL085W
2557	OG0002557	genemark-CCBN010000011.1-processed-gene-7.40-mRNA-1_1&gene=genemark-CCBN010000011.1-processed-gene-7.40&CDS=1-1845	YNL275W
2558	OG0002558	augustus_masked-CCBN010000011.1-processed-gene-7.68-mRNA-1_1&gene=augustus_masked-CCBN010000011.1-processed-gene-7.68&CDS=1-2472	YEL058W
2559	OG0002559	genemark-CCBN010000011.1-processed-gene-7.43-mRNA-1_1&gene=genemark-CCBN010000011.1-processed-gene-7.43&CDS=1-1125	YLR056W
2560	OG0002560	genemark-CCBN010000011.1-processed-gene-7.45-mRNA-1_1&gene=genemark-CCBN010000011.1-processed-gene-7.45&CDS=1-666	YKL002W
2561	OG0002561	genemark-CCBN010000011.1-processed-gene-7.57-mRNA-1_1&gene=genemark-CCBN010000011.1-processed-gene-7.57&CDS=1-597	YKL001C
2562	OG0002562	snap_masked-CCBN010000011.1-processed-gene-7.20-mRNA-1_1&gene=snap_masked-CCBN010000011.1-processed-gene-7.20&CDS=1-1287	YPL092W
2563	OG0002563	genemark-CCBN010000011.1-processed-gene-7.60-mRNA-1_1&gene=genemark-CCBN010000011.1-processed-gene-7.60&CDS=1-354	YAL044W-A
2564	OG0002564	genemark-CCBN010000011.1-processed-gene-7.55-mRNA-1_1&gene=genemark-CCBN010000011.1-processed-gene-7.55&CDS=1-1080	YDR058C
2565	OG0002565	maker-CCBN010000011.1-snap-gene-8.140-mRNA-1_1&gene=maker-CCBN010000011.1-snap-gene-8.140&CDS=1-2595	YDL056W
2566	OG0002566	genemark-CCBN010000011.1-processed-gene-8.101-mRNA-1_1&gene=genemark-CCBN010000011.1-processed-gene-8.101&CDS=1-717	YPR037C
2567	OG0002567	genemark-CCBN010000011.1-processed-gene-8.102-mRNA-1_1&gene=genemark-CCBN010000011.1-processed-gene-8.102&CDS=1-3480	YPL217C
2568	OG0002568	maker-CCBN010000011.1-snap-gene-8.143-mRNA-1_1&gene=maker-CCBN010000011.1-snap-gene-8.143&CDS=1-549	YPL218W
2569	OG0002569	maker-CCBN010000011.1-augustus-gene-8.51-mRNA-1_1&gene=maker-CCBN010000011.1-augustus-gene-8.51&CDS=1-2619	YGL137W
2570	OG0002570	genemark-CCBN010000011.1-processed-gene-8.104-mRNA-1_1&gene=genemark-CCBN010000011.1-processed-gene-8.104&CDS=1-798	YEL019C
2571	OG0002571	genemark-CCBN010000011.1-processed-gene-8.105-mRNA-1_1&gene=genemark-CCBN010000011.1-processed-gene-8.105&CDS=1-2907	YDL031W
2572	OG0002572	genemark-CCBN010000011.1-processed-gene-8.106-mRNA-1_1&gene=genemark-CCBN010000011.1-processed-gene-8.106&CDS=1-1962	YLR330W
2573	OG0002573	genemark-CCBN010000011.1-processed-gene-8.125-mRNA-1_1&gene=genemark-CCBN010000011.1-processed-gene-8.125&CDS=1-372	YGR020C
2574	OG0002574	genemark-CCBN010000011.1-processed-gene-8.126-mRNA-1_1&gene=genemark-CCBN010000011.1-processed-gene-8.126&CDS=1-978	YLR016C
2575	OG0002575	genemark-CCBN010000011.1-processed-gene-8.129-mRNA-1_1&gene=genemark-CCBN010000011.1-processed-gene-8.129&CDS=1-978	YNL263C
2576	OG0002576	genemark-CCBN010000011.1-processed-gene-8.112-mRNA-1_1&gene=genemark-CCBN010000011.1-processed-gene-8.112&CDS=1-6684	YNL262W
2577	OG0002577	genemark-CCBN010000011.1-processed-gene-8.132-mRNA-1_1&gene=genemark-CCBN010000011.1-processed-gene-8.132&CDS=1-1233	YGR159C
2578	OG0002578	augustus_masked-CCBN010000011.1-processed-gene-8.75-mRNA-1_1&gene=augustus_masked-CCBN010000011.1-processed-gene-8.75&CDS=1-3624	YJL033W
2579	OG0002579	genemark-CCBN010000011.1-processed-gene-8.119-mRNA-1_1&gene=genemark-CCBN010000011.1-processed-gene-8.119&CDS=1-657	YOR039W
2580	OG0002580	genemark-CCBN010000011.1-processed-gene-8.136-mRNA-1_1&gene=genemark-CCBN010000011.1-processed-gene-8.136&CDS=1-210	YDR363W-A
2581	OG0002581	maker-CCBN010000011.1-snap-gene-8.146-mRNA-1_1&gene=maker-CCBN010000011.1-snap-gene-8.146&CDS=1-585	YJL035C
2582	OG0002582	genemark-CCBN010000012.1-processed-gene-0.16-mRNA-1_1&gene=genemark-CCBN010000012.1-processed-gene-0.16&CDS=1-2538	YPL008W
2583	OG0002583	genemark-CCBN010000012.1-processed-gene-0.6-mRNA-1_1&gene=genemark-CCBN010000012.1-processed-gene-0.6&CDS=1-1530	YJR006W
2584	OG0002584	genemark-CCBN010000012.1-processed-gene-0.18-mRNA-1_1&gene=genemark-CCBN010000012.1-processed-gene-0.18&CDS=1-867	YGR172C
2585	OG0002585	genemark-CCBN010000012.1-processed-gene-0.10-mRNA-1_1&gene=genemark-CCBN010000012.1-processed-gene-0.10&CDS=1-1629	YPR137W
2586	OG0002586	genemark-CCBN010000012.1-processed-gene-1.35-mRNA-1_1&gene=genemark-CCBN010000012.1-processed-gene-1.35&CDS=1-1440	YMR044W
2587	OG0002587	genemark-CCBN010000012.1-processed-gene-1.50-mRNA-1_1&gene=genemark-CCBN010000012.1-processed-gene-1.50&CDS=1-987	YPR127W
2588	OG0002588	genemark-CCBN010000012.1-processed-gene-1.37-mRNA-1_1&gene=genemark-CCBN010000012.1-processed-gene-1.37&CDS=1-1239	YMR010W
2589	OG0002589	genemark-CCBN010000012.1-processed-gene-1.52-mRNA-1_1&gene=genemark-CCBN010000012.1-processed-gene-1.52&CDS=1-1335	YHL020C
2590	OG0002590	genemark-CCBN010000012.1-processed-gene-1.57-mRNA-1_1&gene=genemark-CCBN010000012.1-processed-gene-1.57&CDS=1-2388	YML065W
2591	OG0002591	genemark-CCBN010000012.1-processed-gene-1.42-mRNA-1_1&gene=genemark-CCBN010000012.1-processed-gene-1.42&CDS=1-588	YKL096W
2592	OG0002592	genemark-CCBN010000012.1-processed-gene-1.61-mRNA-1_1&gene=genemark-CCBN010000012.1-processed-gene-1.61&CDS=1-702	YDR002W
2593	OG0002593	genemark-CCBN010000012.1-processed-gene-1.43-mRNA-1_1&gene=genemark-CCBN010000012.1-processed-gene-1.43&CDS=1-846	YPR103W
2594	OG0002594	genemark-CCBN010000012.1-processed-gene-1.62-mRNA-1_1&gene=genemark-CCBN010000012.1-processed-gene-1.62&CDS=1-5214	YPR104C
2595	OG0002595	genemark-CCBN010000012.1-processed-gene-1.44-mRNA-1_1&gene=genemark-CCBN010000012.1-processed-gene-1.44&CDS=1-213	YNL015W
2596	OG0002596	genemark-CCBN010000012.1-processed-gene-1.45-mRNA-1_1&gene=genemark-CCBN010000012.1-processed-gene-1.45&CDS=1-1392	YOR301W
2597	OG0002597	genemark-CCBN010000012.1-processed-gene-1.46-mRNA-1_1&gene=genemark-CCBN010000012.1-processed-gene-1.46&CDS=1-3582	YAL024C
2598	OG0002598	genemark-CCBN010000012.1-processed-gene-2.17-mRNA-1_1&gene=genemark-CCBN010000012.1-processed-gene-2.17&CDS=1-3165	YNL132W
2599	OG0002599	genemark-CCBN010000012.1-processed-gene-2.8-mRNA-1_1&gene=genemark-CCBN010000012.1-processed-gene-2.8&CDS=1-1440	YNL142W
2600	OG0002600	genemark-CCBN010000012.1-processed-gene-2.9-mRNA-1_1&gene=genemark-CCBN010000012.1-processed-gene-2.9&CDS=1-219	YNR032C-A
2601	OG0002601	genemark-CCBN010000012.1-processed-gene-2.20-mRNA-1_1&gene=genemark-CCBN010000012.1-processed-gene-2.20&CDS=1-420	YBR282W
2602	OG0002602	genemark-CCBN010000012.1-processed-gene-2.10-mRNA-1_1&gene=genemark-CCBN010000012.1-processed-gene-2.10&CDS=1-2307	YNR033W
2603	OG0002603	augustus_masked-CCBN010000012.1-processed-gene-2.51-mRNA-1_1&gene=augustus_masked-CCBN010000012.1-processed-gene-2.51&CDS=1-2022	YOR043W
2604	OG0002604	genemark-CCBN010000012.1-processed-gene-2.12-mRNA-1_1&gene=genemark-CCBN010000012.1-processed-gene-2.12&CDS=1-7140	YKL203C
2605	OG0002605	genemark-CCBN010000012.1-processed-gene-2.23-mRNA-1_1&gene=genemark-CCBN010000012.1-processed-gene-2.23&CDS=1-888	YKL206C
2606	OG0002606	genemark-CCBN010000012.1-processed-gene-2.24-mRNA-1_1&gene=genemark-CCBN010000012.1-processed-gene-2.24&CDS=1-1296	YJR065C
2607	OG0002607	genemark-CCBN010000012.1-processed-gene-2.25-mRNA-1_1&gene=genemark-CCBN010000012.1-processed-gene-2.25&CDS=1-939	YJR070C
2608	OG0002608	genemark-CCBN010000012.1-processed-gene-2.15-mRNA-1_1&gene=genemark-CCBN010000012.1-processed-gene-2.15&CDS=1-1545	YCR072C
2609	OG0002609	genemark-CCBN010000012.1-processed-gene-2.16-mRNA-1_1&gene=genemark-CCBN010000012.1-processed-gene-2.16&CDS=1-1131	YFL044C
2610	OG0002610	genemark-CCBN010000012.1-processed-gene-2.27-mRNA-1_1&gene=genemark-CCBN010000012.1-processed-gene-2.27&CDS=1-468	YLR074C
2611	OG0002611	genemark-CCBN010000012.1-processed-gene-3.56-mRNA-1_1&gene=genemark-CCBN010000012.1-processed-gene-3.56&CDS=1-1506	YHR030C
2612	OG0002612	genemark-CCBN010000012.1-processed-gene-3.39-mRNA-1_1&gene=genemark-CCBN010000012.1-processed-gene-3.39&CDS=1-3333	YGL156W
2613	OG0002613	genemark-CCBN010000012.1-processed-gene-3.40-mRNA-1_1&gene=genemark-CCBN010000012.1-processed-gene-3.40&CDS=1-1539	YER090W
2614	OG0002614	genemark-CCBN010000012.1-processed-gene-3.41-mRNA-1_1&gene=genemark-CCBN010000012.1-processed-gene-3.41&CDS=1-1170	YKL080W
2615	OG0002615	genemark-CCBN010000012.1-processed-gene-4.40-mRNA-1_1&gene=genemark-CCBN010000012.1-processed-gene-4.40&CDS=1-495	YDL098C
2616	OG0002616	genemark-CCBN010000012.1-processed-gene-4.43-mRNA-1_1&gene=genemark-CCBN010000012.1-processed-gene-4.43&CDS=1-468	YMR158W
2617	OG0002617	genemark-CCBN010000012.1-processed-gene-4.45-mRNA-1_1&gene=genemark-CCBN010000012.1-processed-gene-4.45&CDS=1-1257	YDR007W
2618	OG0002618	genemark-CCBN010000012.1-processed-gene-4.62-mRNA-1_1&gene=genemark-CCBN010000012.1-processed-gene-4.62&CDS=1-1815	YEL065W
2619	OG0002619	genemark-CCBN010000012.1-processed-gene-4.65-mRNA-1_1&gene=genemark-CCBN010000012.1-processed-gene-4.65&CDS=1-1071	YDR005C
2620	OG0002620	genemark-CCBN010000012.1-processed-gene-4.52-mRNA-1_1&gene=genemark-CCBN010000012.1-processed-gene-4.52&CDS=1-1968	YNL048W
2621	OG0002621	genemark-CCBN010000012.1-processed-gene-4.70-mRNA-1_1&gene=genemark-CCBN010000012.1-processed-gene-4.70&CDS=1-771	YER026C
2622	OG0002622	snap_masked-CCBN010000012.1-processed-gene-4.16-mRNA-1_1&gene=snap_masked-CCBN010000012.1-processed-gene-4.16&CDS=1-2583	YPR089W
2623	OG0002623	maker-CCBN010000012.1-snap-gene-4.109-mRNA-1_1&gene=maker-CCBN010000012.1-snap-gene-4.109&CDS=1-483	YPL234C
2624	OG0002624	genemark-CCBN010000012.1-processed-gene-4.72-mRNA-1_1&gene=genemark-CCBN010000012.1-processed-gene-4.72&CDS=1-1419	YPL235W
2625	OG0002625	genemark-CCBN010000012.1-processed-gene-4.56-mRNA-1_1&gene=genemark-CCBN010000012.1-processed-gene-4.56&CDS=1-1143	YPL236C
2626	OG0002626	snap_masked-CCBN010000012.1-processed-gene-4.19-mRNA-1_1&gene=snap_masked-CCBN010000012.1-processed-gene-4.19&CDS=1-768	YMR029C
2627	OG0002627	genemark-CCBN010000012.1-processed-gene-4.73-mRNA-1_1&gene=genemark-CCBN010000012.1-processed-gene-4.73&CDS=1-834	YPL237W
2628	OG0002628	snap_masked-CCBN010000012.1-processed-gene-4.20-mRNA-1_1&gene=snap_masked-CCBN010000012.1-processed-gene-4.20&CDS=1-972	YPR011C
2629	OG0002629	snap_masked-CCBN010000012.1-processed-gene-4.21-mRNA-1_1&gene=snap_masked-CCBN010000012.1-processed-gene-4.21&CDS=1-198	YPR010C-A
2630	OG0002630	genemark-CCBN010000012.1-processed-gene-5.90-mRNA-1_1&gene=genemark-CCBN010000012.1-processed-gene-5.90&CDS=1-1095	YLR105C
2631	OG0002631	genemark-CCBN010000012.1-processed-gene-5.77-mRNA-1_1&gene=genemark-CCBN010000012.1-processed-gene-5.77&CDS=1-366	YFL014W
2632	OG0002632	genemark-CCBN010000012.1-processed-gene-5.91-mRNA-1_1&gene=genemark-CCBN010000012.1-processed-gene-5.91&CDS=1-1662	YLR107W
2633	OG0002633	genemark-CCBN010000012.1-processed-gene-5.92-mRNA-1_1&gene=genemark-CCBN010000012.1-processed-gene-5.92&CDS=1-1044	YJL167W
2634	OG0002634	snap_masked-CCBN010000012.1-processed-gene-6.76-mRNA-1_1&gene=snap_masked-CCBN010000012.1-processed-gene-6.76&CDS=1-969	YHR040W
2635	OG0002635	genemark-CCBN010000012.1-processed-gene-6.7-mRNA-1_1&gene=genemark-CCBN010000012.1-processed-gene-6.7&CDS=1-348	YHR039C-A
2636	OG0002636	genemark-CCBN010000012.1-processed-gene-6.8-mRNA-1_1&gene=genemark-CCBN010000012.1-processed-gene-6.8&CDS=1-1824	YHR039C
2637	OG0002637	genemark-CCBN010000012.1-processed-gene-6.12-mRNA-1_1&gene=genemark-CCBN010000012.1-processed-gene-6.12&CDS=1-2415	YLR114C
2638	OG0002638	genemark-CCBN010000012.1-processed-gene-6.30-mRNA-1_1&gene=genemark-CCBN010000012.1-processed-gene-6.30&CDS=1-1023	YGL040C
2639	OG0002639	genemark-CCBN010000012.1-processed-gene-6.15-mRNA-1_1&gene=genemark-CCBN010000012.1-processed-gene-6.15&CDS=1-315	YOL086W-A
2640	OG0002640	augustus_masked-CCBN010000012.1-processed-gene-6.65-mRNA-1_1&gene=augustus_masked-CCBN010000012.1-processed-gene-6.65&CDS=1-2433	YOL076W
2641	OG0002641	genemark-CCBN010000012.1-processed-gene-6.16-mRNA-1_1&gene=genemark-CCBN010000012.1-processed-gene-6.16&CDS=1-2325	YDL060W
2642	OG0002642	genemark-CCBN010000012.1-processed-gene-6.21-mRNA-1_1&gene=genemark-CCBN010000012.1-processed-gene-6.21&CDS=1-1014	YGR058W
2643	OG0002643	genemark-CCBN010000012.1-processed-gene-6.36-mRNA-1_1&gene=genemark-CCBN010000012.1-processed-gene-6.36&CDS=1-1443	YPL247C
2644	OG0002644	genemark-CCBN010000012.1-processed-gene-7.24-mRNA-1_1&gene=genemark-CCBN010000012.1-processed-gene-7.24&CDS=1-1560	YKL100C
2645	OG0002645	genemark-CCBN010000012.1-processed-gene-7.26-mRNA-1_1&gene=genemark-CCBN010000012.1-processed-gene-7.26&CDS=1-4671	YKL010C
2646	OG0002646	genemark-CCBN010000012.1-processed-gene-7.28-mRNA-1_1&gene=genemark-CCBN010000012.1-processed-gene-7.28&CDS=1-1443	YDR527W
2647	OG0002647	genemark-CCBN010000012.1-processed-gene-7.68-mRNA-1_1&gene=genemark-CCBN010000012.1-processed-gene-7.68&CDS=1-1230	YGR234W
2648	OG0002648	genemark-CCBN010000012.1-processed-gene-7.32-mRNA-1_1&gene=genemark-CCBN010000012.1-processed-gene-7.32&CDS=1-657	YGR036C
2649	OG0002649	genemark-CCBN010000012.1-processed-gene-7.71-mRNA-1_1&gene=genemark-CCBN010000012.1-processed-gene-7.71&CDS=1-534	YAL044C
2650	OG0002650	genemark-CCBN010000012.1-processed-gene-7.33-mRNA-1_1&gene=genemark-CCBN010000012.1-processed-gene-7.33&CDS=1-330	YKL003C
2651	OG0002651	genemark-CCBN010000012.1-processed-gene-7.38-mRNA-1_1&gene=genemark-CCBN010000012.1-processed-gene-7.38&CDS=1-4482	YOR336W
2652	OG0002652	genemark-CCBN010000012.1-processed-gene-7.74-mRNA-1_1&gene=genemark-CCBN010000012.1-processed-gene-7.74&CDS=1-606	YAL033W
2653	OG0002653	maker-CCBN010000012.1-augustus-gene-7.1-mRNA-1_1&gene=maker-CCBN010000012.1-augustus-gene-7.1&CDS=1-807	YPL157W
2654	OG0002654	genemark-CCBN010000012.1-processed-gene-7.42-mRNA-1_1&gene=genemark-CCBN010000012.1-processed-gene-7.42&CDS=1-651	YDR381W
