	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034902_Ogataea_minuta
1994	OG0001994	YLR152C	augustus_masked-NODE_2_length_1316370_cov_40.1168_ID_3-processed-gene-10.23-mRNA-1_1&gene=augustus_masked-NODE_2_length_1316370_cov_40.1168_ID_3-processed-gene-10.23&CDS=1-3306
1995	OG0001995	YLR163C	augustus_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-0.72&CDS=1-1377
1996	OG0001996	YLR166C	snap_masked-NODE_7_length_744497_cov_40.979_ID_13-processed-gene-2.33-mRNA-1_1&gene=snap_masked-NODE_7_length_744497_cov_40.979_ID_13-processed-gene-2.33&CDS=1-2484
1997	OG0001997	YLR168C	snap_masked-NODE_2_length_1316370_cov_40.1168_ID_3-processed-gene-12.108-mRNA-1_1&gene=snap_masked-NODE_2_length_1316370_cov_40.1168_ID_3-processed-gene-12.108&CDS=1-645
1998	OG0001998	YLR172C	augustus_masked-NODE_6_length_997536_cov_39.9545_ID_11-processed-gene-1.30-mRNA-1_1&gene=augustus_masked-NODE_6_length_997536_cov_39.9545_ID_11-processed-gene-1.30&CDS=1-5451
1999	OG0001999	YLR174W	snap_masked-NODE_6_length_997536_cov_39.9545_ID_11-processed-gene-1.94-mRNA-1_1&gene=snap_masked-NODE_6_length_997536_cov_39.9545_ID_11-processed-gene-1.94&CDS=1-1224
2000	OG0002000	YLR175W	augustus_masked-NODE_6_length_997536_cov_39.9545_ID_11-processed-gene-8.142-mRNA-1_1&gene=augustus_masked-NODE_6_length_997536_cov_39.9545_ID_11-processed-gene-8.142&CDS=1-2205
2001	OG0002001	YLR176C	augustus_masked-NODE_5_length_1023165_cov_41.5042_ID_9-processed-gene-4.99-mRNA-1_1&gene=augustus_masked-NODE_5_length_1023165_cov_41.5042_ID_9-processed-gene-4.99&CDS=1-4644
2002	OG0002002	YLR178C	snap_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-4.173-mRNA-1_1&gene=snap_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-4.173&CDS=1-639
2003	OG0002003	YLR181C	snap_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-2.16-mRNA-1_1&gene=snap_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-2.16&CDS=1-1002
2004	OG0002004	YLR182W	genemark-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-2.139-mRNA-1_1&gene=genemark-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-2.139&CDS=1-1929
2005	OG0002005	YLR186W	augustus_masked-NODE_5_length_1023165_cov_41.5042_ID_9-processed-gene-5.97-mRNA-1_1&gene=augustus_masked-NODE_5_length_1023165_cov_41.5042_ID_9-processed-gene-5.97&CDS=1-1500
2006	OG0002006	YLR187W	snap_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-2.13-mRNA-1_1&gene=snap_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-2.13&CDS=1-2961
2007	OG0002007	YLR189C	snap_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-7.71-mRNA-1_1&gene=snap_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-7.71&CDS=1-3735
2008	OG0002008	YLR193C	snap_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-2.20-mRNA-1_1&gene=snap_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-2.20&CDS=1-537
2009	OG0002009	YLR196W	snap_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-5.124-mRNA-1_1&gene=snap_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-5.124&CDS=1-1674
2010	OG0002010	YLR197W	augustus_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-9.107-mRNA-1_1&gene=augustus_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-9.107&CDS=1-2328
2011	OG0002011	YLR200W	augustus_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-9.104-mRNA-1_1&gene=augustus_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-9.104&CDS=1-336
2012	OG0002012	YLR201C	snap_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-9.68-mRNA-1_1&gene=snap_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-9.68&CDS=1-762
2013	OG0002013	YLR203C	augustus_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-7.21-mRNA-1_1&gene=augustus_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-7.21&CDS=1-1275
2014	OG0002014	YLR205C	snap_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-9.78-mRNA-1_1&gene=snap_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-9.78&CDS=1-858
2015	OG0002015	YLR207W	snap_masked-NODE_2_length_1316370_cov_40.1168_ID_3-processed-gene-10.92-mRNA-1_1&gene=snap_masked-NODE_2_length_1316370_cov_40.1168_ID_3-processed-gene-10.92&CDS=1-2331
2016	OG0002016	YLR209C	snap_masked-NODE_7_length_744497_cov_40.979_ID_13-processed-gene-4.124-mRNA-1_1&gene=snap_masked-NODE_7_length_744497_cov_40.979_ID_13-processed-gene-4.124&CDS=1-957
2017	OG0002017	YLR212C	maker-NODE_2_length_1316370_cov_40.1168_ID_3-snap-gene-12.243-mRNA-1_1&gene=maker-NODE_2_length_1316370_cov_40.1168_ID_3-snap-gene-12.243&CDS=1-1392
2018	OG0002018	YLR215C	snap_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-5.52-mRNA-1_1&gene=snap_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-5.52&CDS=1-1002
2019	OG0002019	YLR216C	snap_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-5.54-mRNA-1_1&gene=snap_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-5.54&CDS=1-1065
2020	OG0002020	YLR218C	maker-NODE_3_length_1291677_cov_39.2896_ID_5-snap-gene-5.5-mRNA-1_1&gene=maker-NODE_3_length_1291677_cov_39.2896_ID_5-snap-gene-5.5&CDS=1-234
2021	OG0002021	YLR220W	snap_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-13.82-mRNA-1_1&gene=snap_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-13.82&CDS=1-897
2022	OG0002022	YLR222C	snap_masked-NODE_2_length_1316370_cov_40.1168_ID_3-processed-gene-10.99-mRNA-1_1&gene=snap_masked-NODE_2_length_1316370_cov_40.1168_ID_3-processed-gene-10.99&CDS=1-2361
2023	OG0002023	YLR223C	snap_masked-NODE_2_length_1316370_cov_40.1168_ID_3-processed-gene-10.100-mRNA-1_1&gene=snap_masked-NODE_2_length_1316370_cov_40.1168_ID_3-processed-gene-10.100&CDS=1-2022
2024	OG0002024	YLR228C	snap_masked-NODE_5_length_1023165_cov_41.5042_ID_9-processed-gene-5.153-mRNA-1_1&gene=snap_masked-NODE_5_length_1023165_cov_41.5042_ID_9-processed-gene-5.153&CDS=1-1404
2025	OG0002025	YLR229C	snap_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-5.67-mRNA-1_1&gene=snap_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-5.67&CDS=1-645
2026	OG0002026	YLR234W	snap_masked-NODE_6_length_997536_cov_39.9545_ID_11-processed-gene-3.126-mRNA-1_1&gene=snap_masked-NODE_6_length_997536_cov_39.9545_ID_11-processed-gene-3.126&CDS=1-1887
2027	OG0002027	YLR239C	genemark-NODE_6_length_997536_cov_39.9545_ID_11-processed-gene-3.48-mRNA-1_1&gene=genemark-NODE_6_length_997536_cov_39.9545_ID_11-processed-gene-3.48&CDS=1-783
2028	OG0002028	YLR240W	snap_masked-NODE_7_length_744497_cov_40.979_ID_13-processed-gene-6.83-mRNA-1_1&gene=snap_masked-NODE_7_length_744497_cov_40.979_ID_13-processed-gene-6.83&CDS=1-3048
2029	OG0002029	YLR242C	snap_masked-NODE_6_length_997536_cov_39.9545_ID_11-processed-gene-3.127-mRNA-1_1&gene=snap_masked-NODE_6_length_997536_cov_39.9545_ID_11-processed-gene-3.127&CDS=1-1026
2030	OG0002030	YLR243W	snap_masked-NODE_6_length_997536_cov_39.9545_ID_11-processed-gene-7.145-mRNA-1_1&gene=snap_masked-NODE_6_length_997536_cov_39.9545_ID_11-processed-gene-7.145&CDS=1-852
2031	OG0002031	YLR244C	snap_masked-NODE_7_length_744497_cov_40.979_ID_13-processed-gene-6.158-mRNA-1_1&gene=snap_masked-NODE_7_length_744497_cov_40.979_ID_13-processed-gene-6.158&CDS=1-1125
2032	OG0002032	YLR245C	snap_masked-NODE_8_length_429335_cov_42.3132_ID_15-processed-gene-3.87-mRNA-1_1&gene=snap_masked-NODE_8_length_429335_cov_42.3132_ID_15-processed-gene-3.87&CDS=1-408
2033	OG0002033	YLR246W	genemark-NODE_2_length_1316370_cov_40.1168_ID_3-processed-gene-12.192-mRNA-1_1&gene=genemark-NODE_2_length_1316370_cov_40.1168_ID_3-processed-gene-12.192&CDS=1-1011
2034	OG0002034	YLR247C	snap_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-3.58-mRNA-1_1&gene=snap_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-3.58&CDS=1-4776
2035	OG0002035	YLR258W	snap_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-6.85-mRNA-1_1&gene=snap_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-6.85&CDS=1-2073
2036	OG0002036	YLR259C	snap_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-8.13-mRNA-1_1&gene=snap_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-8.13&CDS=1-1707
2037	OG0002037	YLR262C	snap_masked-NODE_7_length_744497_cov_40.979_ID_13-processed-gene-5.149-mRNA-1_1&gene=snap_masked-NODE_7_length_744497_cov_40.979_ID_13-processed-gene-5.149&CDS=1-600
2038	OG0002038	YLR262C-A	maker-NODE_7_length_744497_cov_40.979_ID_13-snap-gene-5.79-mRNA-1_1&gene=maker-NODE_7_length_744497_cov_40.979_ID_13-snap-gene-5.79&CDS=1-192
2039	OG0002039	YLR268W	maker-NODE_6_length_997536_cov_39.9545_ID_11-snap-gene-8.19-mRNA-1_1&gene=maker-NODE_6_length_997536_cov_39.9545_ID_11-snap-gene-8.19&CDS=1-642
2040	OG0002040	YLR272C	snap_masked-NODE_6_length_997536_cov_39.9545_ID_11-processed-gene-7.141-mRNA-1_1&gene=snap_masked-NODE_6_length_997536_cov_39.9545_ID_11-processed-gene-7.141&CDS=1-3447
2041	OG0002041	YLR274W	snap_masked-NODE_9_length_414456_cov_41.5545_ID_17-processed-gene-0.40-mRNA-1_1&gene=snap_masked-NODE_9_length_414456_cov_41.5545_ID_17-processed-gene-0.40&CDS=1-2169
2042	OG0002042	YLR277C	snap_masked-NODE_2_length_1316370_cov_40.1168_ID_3-processed-gene-3.98-mRNA-1_1&gene=snap_masked-NODE_2_length_1316370_cov_40.1168_ID_3-processed-gene-3.98&CDS=1-2106
2043	OG0002043	YLR281C	snap_masked-NODE_2_length_1316370_cov_40.1168_ID_3-processed-gene-9.98-mRNA-1_1&gene=snap_masked-NODE_2_length_1316370_cov_40.1168_ID_3-processed-gene-9.98&CDS=1-477
2044	OG0002044	YLR283W	snap_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-6.104-mRNA-1_1&gene=snap_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-6.104&CDS=1-963
2045	OG0002045	YLR286C	maker-NODE_1_length_1541352_cov_40.0978_ID_1-augustus-gene-11.156-mRNA-1_1&gene=maker-NODE_1_length_1541352_cov_40.0978_ID_1-augustus-gene-11.156&CDS=1-2403
2046	OG0002046	YLR289W	augustus_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-6.134-mRNA-1_1&gene=augustus_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-6.134&CDS=1-2205
2047	OG0002047	YLR290C	maker-NODE_7_length_744497_cov_40.979_ID_13-augustus-gene-5.88-mRNA-1_1&gene=maker-NODE_7_length_744497_cov_40.979_ID_13-augustus-gene-5.88&CDS=1-2256
2048	OG0002048	YLR291C	snap_masked-NODE_7_length_744497_cov_40.979_ID_13-processed-gene-2.54-mRNA-1_1&gene=snap_masked-NODE_7_length_744497_cov_40.979_ID_13-processed-gene-2.54&CDS=1-1071
2049	OG0002049	YLR293C	maker-NODE_5_length_1023165_cov_41.5042_ID_9-snap-gene-6.126-mRNA-1_1&gene=maker-NODE_5_length_1023165_cov_41.5042_ID_9-snap-gene-6.126&CDS=1-648
2050	OG0002050	YLR295C	snap_masked-NODE_5_length_1023165_cov_41.5042_ID_9-processed-gene-6.45-mRNA-1_1&gene=snap_masked-NODE_5_length_1023165_cov_41.5042_ID_9-processed-gene-6.45&CDS=1-384
2051	OG0002051	YLR298C	snap_masked-NODE_5_length_1023165_cov_41.5042_ID_9-processed-gene-6.47-mRNA-1_1&gene=snap_masked-NODE_5_length_1023165_cov_41.5042_ID_9-processed-gene-6.47&CDS=1-342
2052	OG0002052	YLR299W	snap_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-8.130-mRNA-1_1&gene=snap_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-8.130&CDS=1-1884
2053	OG0002053	YLR303W	augustus_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-4.68-mRNA-1_1&gene=augustus_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-4.68&CDS=1-2481
2054	OG0002054	YLR304C	snap_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-9.76-mRNA-1_1&gene=snap_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-9.76&CDS=1-2343
2055	OG0002055	YLR305C	maker-NODE_1_length_1541352_cov_40.0978_ID_1-snap-gene-9.3-mRNA-1_1&gene=maker-NODE_1_length_1541352_cov_40.0978_ID_1-snap-gene-9.3&CDS=1-5580
2056	OG0002056	YLR306W	augustus_masked-NODE_5_length_1023165_cov_41.5042_ID_9-processed-gene-3.118-mRNA-1_1&gene=augustus_masked-NODE_5_length_1023165_cov_41.5042_ID_9-processed-gene-3.118&CDS=1-546
2057	OG0002057	YLR309C	snap_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-6.113-mRNA-1_1&gene=snap_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-6.113&CDS=1-2835
2058	OG0002058	YLR312W-A	maker-NODE_4_length_1228431_cov_41.8692_ID_7-augustus-gene-5.2-mRNA-1_1&gene=maker-NODE_4_length_1228431_cov_41.8692_ID_7-augustus-gene-5.2&CDS=1-3891
2059	OG0002059	YLR314C	maker-NODE_1_length_1541352_cov_40.0978_ID_1-augustus-gene-2.95-mRNA-1_1&gene=maker-NODE_1_length_1541352_cov_40.0978_ID_1-augustus-gene-2.95&CDS=1-2682
2060	OG0002060	YLR316C	snap_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-2.58-mRNA-1_1&gene=snap_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-2.58&CDS=1-936
2061	OG0002061	YLR318W	augustus_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-2.28-mRNA-1_1&gene=augustus_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-2.28&CDS=1-1833
2062	OG0002062	YLR319C	snap_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-2.57-mRNA-1_1&gene=snap_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-2.57&CDS=1-2013
2063	OG0002063	YLR323C	snap_masked-NODE_6_length_997536_cov_39.9545_ID_11-processed-gene-4.112-mRNA-1_1&gene=snap_masked-NODE_6_length_997536_cov_39.9545_ID_11-processed-gene-4.112&CDS=1-462
2064	OG0002064	YLR324W	snap_masked-NODE_6_length_997536_cov_39.9545_ID_11-processed-gene-4.87-mRNA-1_1&gene=snap_masked-NODE_6_length_997536_cov_39.9545_ID_11-processed-gene-4.87&CDS=1-1566
2065	OG0002065	YLR325C	maker-NODE_6_length_997536_cov_39.9545_ID_11-snap-gene-4.190-mRNA-1_1&gene=maker-NODE_6_length_997536_cov_39.9545_ID_11-snap-gene-4.190&CDS=1-234
2066	OG0002066	YLR330W	maker-NODE_4_length_1228431_cov_41.8692_ID_7-augustus-gene-4.6-mRNA-1_1&gene=maker-NODE_4_length_1228431_cov_41.8692_ID_7-augustus-gene-4.6&CDS=1-1527
2067	OG0002067	YLR336C	snap_masked-NODE_8_length_429335_cov_42.3132_ID_15-processed-gene-1.85-mRNA-1_1&gene=snap_masked-NODE_8_length_429335_cov_42.3132_ID_15-processed-gene-1.85&CDS=1-2526
2068	OG0002068	YLR337C	genemark-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-1.24-mRNA-1_1&gene=genemark-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-1.24&CDS=1-1995
2069	OG0002069	YLR338W	snap_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-1.105-mRNA-1_1&gene=snap_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-1.105&CDS=1-1473
2070	OG0002070	YLR340W	genemark-NODE_8_length_429335_cov_42.3132_ID_15-processed-gene-1.34-mRNA-1_1&gene=genemark-NODE_8_length_429335_cov_42.3132_ID_15-processed-gene-1.34&CDS=1-1185
2071	OG0002071	YLR345W	snap_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-14.150-mRNA-1_1&gene=snap_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-14.150&CDS=1-1473
2072	OG0002072	YLR347C	augustus_masked-NODE_2_length_1316370_cov_40.1168_ID_3-processed-gene-9.145-mRNA-1_1&gene=augustus_masked-NODE_2_length_1316370_cov_40.1168_ID_3-processed-gene-9.145&CDS=1-4104
2073	OG0002073	YLR348C	snap_masked-NODE_11_length_19481_cov_39.1123_ID_21-processed-gene-0.18-mRNA-1_1&gene=snap_masked-NODE_11_length_19481_cov_39.1123_ID_21-processed-gene-0.18&CDS=1-807
2074	OG0002074	YLR351C	augustus_masked-NODE_6_length_997536_cov_39.9545_ID_11-processed-gene-2.153-mRNA-1_1&gene=augustus_masked-NODE_6_length_997536_cov_39.9545_ID_11-processed-gene-2.153&CDS=1-3681
2075	OG0002075	YLR352W	maker-NODE_2_length_1316370_cov_40.1168_ID_3-snap-gene-12.242-mRNA-1_1&gene=maker-NODE_2_length_1316370_cov_40.1168_ID_3-snap-gene-12.242&CDS=1-2346
2076	OG0002076	YLR355C	snap_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-6.45-mRNA-1_1&gene=snap_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-6.45&CDS=1-1176
2077	OG0002077	YLR362W	snap_masked-NODE_6_length_997536_cov_39.9545_ID_11-processed-gene-6.46-mRNA-1_1&gene=snap_masked-NODE_6_length_997536_cov_39.9545_ID_11-processed-gene-6.46&CDS=1-3645
2078	OG0002078	YLR370C	snap_masked-NODE_5_length_1023165_cov_41.5042_ID_9-processed-gene-2.31-mRNA-1_1&gene=snap_masked-NODE_5_length_1023165_cov_41.5042_ID_9-processed-gene-2.31&CDS=1-522
2079	OG0002079	YLR372W	snap_masked-NODE_2_length_1316370_cov_40.1168_ID_3-processed-gene-1.34-mRNA-1_1&gene=snap_masked-NODE_2_length_1316370_cov_40.1168_ID_3-processed-gene-1.34&CDS=1-957
2080	OG0002080	YLR378C	augustus_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-10.112-mRNA-1_1&gene=augustus_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-10.112&CDS=1-2388
2081	OG0002081	YLR382C	maker-NODE_4_length_1228431_cov_41.8692_ID_7-augustus-gene-7.8-mRNA-1_1&gene=maker-NODE_4_length_1228431_cov_41.8692_ID_7-augustus-gene-7.8&CDS=1-3159
2082	OG0002082	YLR384C	genemark-NODE_9_length_414456_cov_41.5545_ID_17-processed-gene-2.133-mRNA-1_1&gene=genemark-NODE_9_length_414456_cov_41.5545_ID_17-processed-gene-2.133&CDS=1-4980
2083	OG0002083	YLR386W	maker-NODE_1_length_1541352_cov_40.0978_ID_1-augustus-gene-14.7-mRNA-1_1&gene=maker-NODE_1_length_1541352_cov_40.0978_ID_1-augustus-gene-14.7&CDS=1-3036
2084	OG0002084	YLR389C	augustus_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-14.229-mRNA-1_1&gene=augustus_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-14.229&CDS=1-3672
2085	OG0002085	YLR390W-A	maker-NODE_1_length_1541352_cov_40.0978_ID_1-augustus-gene-14.9-mRNA-1_1&gene=maker-NODE_1_length_1541352_cov_40.0978_ID_1-augustus-gene-14.9&CDS=1-1833
2086	OG0002086	YLR393W	snap_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-8.106-mRNA-1_1&gene=snap_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-8.106&CDS=1-888
2087	OG0002087	YLR395C	snap_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-0.82-mRNA-1_1&gene=snap_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-0.82&CDS=1-261
2088	OG0002088	YLR396C	snap_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-0.105-mRNA-1_1&gene=snap_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-0.105&CDS=1-1998
2089	OG0002089	YLR397C	augustus_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-14.258-mRNA-1_1&gene=augustus_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-14.258&CDS=1-4155
2090	OG0002090	YLR398C	snap_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-8.107-mRNA-1_1&gene=snap_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-8.107&CDS=1-3696
2091	OG0002091	YLR399C	snap_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-2.53-mRNA-1_1&gene=snap_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-2.53&CDS=1-1803
2092	OG0002092	YLR401C	snap_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-6.68-mRNA-1_1&gene=snap_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-6.68&CDS=1-1857
2093	OG0002093	YLR403W	augustus_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-6.119-mRNA-1_1&gene=augustus_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-6.119&CDS=1-1803
2094	OG0002094	YLR405W	snap_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-6.64-mRNA-1_1&gene=snap_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-6.64&CDS=1-1014
2095	OG0002095	YLR407W	maker-NODE_4_length_1228431_cov_41.8692_ID_7-snap-gene-6.163-mRNA-1_1&gene=maker-NODE_4_length_1228431_cov_41.8692_ID_7-snap-gene-6.163&CDS=1-2319
2096	OG0002096	YLR409C	augustus_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-6.144-mRNA-1_1&gene=augustus_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-6.144&CDS=1-2712
2097	OG0002097	YLR410W	snap_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-6.71-mRNA-1_1&gene=snap_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-6.71&CDS=1-3315
2098	OG0002098	YLR412W	augustus_masked-NODE_2_length_1316370_cov_40.1168_ID_3-processed-gene-8.70-mRNA-1_1&gene=augustus_masked-NODE_2_length_1316370_cov_40.1168_ID_3-processed-gene-8.70&CDS=1-732
2099	OG0002099	YLR417W	snap_masked-NODE_6_length_997536_cov_39.9545_ID_11-processed-gene-8.240-mRNA-1_1&gene=snap_masked-NODE_6_length_997536_cov_39.9545_ID_11-processed-gene-8.240&CDS=1-1788
2100	OG0002100	YLR418C	augustus_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-2.52-mRNA-1_1&gene=augustus_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-2.52&CDS=1-1074
2101	OG0002101	YLR419W	snap_masked-NODE_2_length_1316370_cov_40.1168_ID_3-processed-gene-2.189-mRNA-1_1&gene=snap_masked-NODE_2_length_1316370_cov_40.1168_ID_3-processed-gene-2.189&CDS=1-4089
2102	OG0002102	YLR420W	snap_masked-NODE_7_length_744497_cov_40.979_ID_13-processed-gene-5.106-mRNA-1_1&gene=snap_masked-NODE_7_length_744497_cov_40.979_ID_13-processed-gene-5.106&CDS=1-1080
2103	OG0002103	YLR421C	snap_masked-NODE_7_length_744497_cov_40.979_ID_13-processed-gene-5.141-mRNA-1_1&gene=snap_masked-NODE_7_length_744497_cov_40.979_ID_13-processed-gene-5.141&CDS=1-405
2104	OG0002104	YLR422W	snap_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-6.60-mRNA-1_1&gene=snap_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-6.60&CDS=1-5481
2105	OG0002105	YLR423C	augustus_masked-NODE_5_length_1023165_cov_41.5042_ID_9-processed-gene-3.103-mRNA-1_1&gene=augustus_masked-NODE_5_length_1023165_cov_41.5042_ID_9-processed-gene-3.103&CDS=1-1296
2106	OG0002106	YLR424W	augustus_masked-NODE_2_length_1316370_cov_40.1168_ID_3-processed-gene-5.134-mRNA-1_1&gene=augustus_masked-NODE_2_length_1316370_cov_40.1168_ID_3-processed-gene-5.134&CDS=1-1896
2107	OG0002107	YLR429W	maker-NODE_7_length_744497_cov_40.979_ID_13-snap-gene-5.77-mRNA-1_1&gene=maker-NODE_7_length_744497_cov_40.979_ID_13-snap-gene-5.77&CDS=1-1860
2108	OG0002108	YLR430W	genemark-NODE_7_length_744497_cov_40.979_ID_13-processed-gene-5.9-mRNA-1_1&gene=genemark-NODE_7_length_744497_cov_40.979_ID_13-processed-gene-5.9&CDS=1-6069
2109	OG0002109	YLR435W	snap_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-5.103-mRNA-1_1&gene=snap_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-5.103&CDS=1-609
2110	OG0002110	YLR438C-A	maker-NODE_2_length_1316370_cov_40.1168_ID_3-snap-gene-3.0-mRNA-1_1&gene=maker-NODE_2_length_1316370_cov_40.1168_ID_3-snap-gene-3.0&CDS=1-273
2111	OG0002111	YLR438W	snap_masked-NODE_7_length_744497_cov_40.979_ID_13-processed-gene-5.142-mRNA-1_1&gene=snap_masked-NODE_7_length_744497_cov_40.979_ID_13-processed-gene-5.142&CDS=1-1290
2112	OG0002112	YLR439W	snap_masked-NODE_2_length_1316370_cov_40.1168_ID_3-processed-gene-9.118-mRNA-1_1&gene=snap_masked-NODE_2_length_1316370_cov_40.1168_ID_3-processed-gene-9.118&CDS=1-858
