	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034884_Peterozyma_toletana
3122	OG0003122	YNL328C	genemark-flattened_line_14-processed-gene-3.21-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-3.21&CDS=1-423
3123	OG0003123	YNL329C	genemark-flattened_line_63-processed-gene-0.80-mRNA-1_1&gene=genemark-flattened_line_63-processed-gene-0.80&CDS=1-3363
3124	OG0003124	YNL330C	genemark-flattened_line_6-processed-gene-5.111-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-5.111&CDS=1-1452
3125	OG0003125	YNR001C	genemark-flattened_line_49-processed-gene-0.199-mRNA-1_1&gene=genemark-flattened_line_49-processed-gene-0.199&CDS=1-1416
3126	OG0003126	YNR003C	genemark-flattened_line_6-processed-gene-4.17-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-4.17&CDS=1-990
3127	OG0003127	YNR006W	genemark-flattened_line_71-processed-gene-0.8-mRNA-1_1&gene=genemark-flattened_line_71-processed-gene-0.8&CDS=1-2310
3128	OG0003128	YNR008W	genemark-flattened_line_14-processed-gene-3.19-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-3.19&CDS=1-1914
3129	OG0003129	YNR011C	genemark-flattened_line_16-processed-gene-1.79-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-1.79&CDS=1-2661
3130	OG0003130	YNR012W	genemark-flattened_line_38-processed-gene-0.105-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-0.105&CDS=1-1539
3131	OG0003131	YNR013C	genemark-flattened_line_38-processed-gene-0.86-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-0.86&CDS=1-2502
3132	OG0003132	YNR015W	genemark-flattened_line_4-processed-gene-1.86-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-1.86&CDS=1-1173
3133	OG0003133	YNR016C	genemark-flattened_line_4-processed-gene-1.84-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-1.84&CDS=1-6678
3134	OG0003134	YNR017W	genemark-flattened_line_4-processed-gene-1.65-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-1.65&CDS=1-633
3135	OG0003135	YNR020C	genemark-flattened_line_77-processed-gene-0.77-mRNA-1_1&gene=genemark-flattened_line_77-processed-gene-0.77&CDS=1-678
3136	OG0003136	YNR021W	maker-flattened_line_77-snap-gene-0.89-mRNA-1_1&gene=maker-flattened_line_77-snap-gene-0.89&CDS=1-1119
3137	OG0003137	YNR027W	genemark-flattened_line_59-processed-gene-0.46-mRNA-1_1&gene=genemark-flattened_line_59-processed-gene-0.46&CDS=1-918
3138	OG0003138	YNR029C	genemark-flattened_line_8-processed-gene-3.156-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-3.156&CDS=1-1203
3139	OG0003139	YNR030W	augustus_masked-flattened_line_8-processed-gene-3.79-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-3.79&CDS=1-1677
3140	OG0003140	YNR032C-A	genemark-flattened_line_6-processed-gene-1.64-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-1.64&CDS=1-219
3141	OG0003141	YNR032W	snap_masked-flattened_line_6-processed-gene-1.97-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-1.97&CDS=1-1107
3142	OG0003142	YNR033W	genemark-flattened_line_6-processed-gene-5.153-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-5.153&CDS=1-2163
3143	OG0003143	YNR034W	genemark-flattened_line_6-processed-gene-5.150-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-5.150&CDS=1-951
3144	OG0003144	YNR035C	genemark-flattened_line_6-processed-gene-5.130-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-5.130&CDS=1-1014
3145	OG0003145	YNR036C	genemark-flattened_line_6-processed-gene-5.129-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-5.129&CDS=1-546
3146	OG0003146	YNR037C	genemark-flattened_line_6-processed-gene-5.151-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-5.151&CDS=1-273
3147	OG0003147	YNR038W	genemark-flattened_line_6-processed-gene-5.128-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-5.128&CDS=1-2214
3148	OG0003148	YNR039C	genemark-flattened_line_24-processed-gene-1.94-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.94&CDS=1-2235
3149	OG0003149	YNR041C	genemark-flattened_line_0-processed-gene-6.44-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-6.44&CDS=1-1116
3150	OG0003150	YNR043W	genemark-flattened_line_32-processed-gene-0.61-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-0.61&CDS=1-1167
3151	OG0003151	YNR046W	genemark-flattened_line_53-processed-gene-0.278-mRNA-1_1&gene=genemark-flattened_line_53-processed-gene-0.278&CDS=1-396
3152	OG0003152	YNR050C	genemark-flattened_line_2-processed-gene-8.18-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-8.18&CDS=1-1332
3153	OG0003153	YNR052C	genemark-flattened_line_51-processed-gene-0.33-mRNA-1_1&gene=genemark-flattened_line_51-processed-gene-0.33&CDS=1-1446
3154	OG0003154	YNR053C	genemark-flattened_line_8-processed-gene-2.120-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-2.120&CDS=1-1584
3155	OG0003155	YNR054C	maker-flattened_line_51-augustus-gene-0.3-mRNA-1_1&gene=maker-flattened_line_51-augustus-gene-0.3&CDS=1-4065
3156	OG0003156	YNR055C	snap_masked-flattened_line_4-processed-gene-0.8-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-0.8&CDS=1-1761
3157	OG0003157	YNR057C	snap_masked-flattened_line_30-processed-gene-1.75-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-1.75&CDS=1-621
3158	OG0003158	YNR058W	genemark-flattened_line_30-processed-gene-1.236-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-1.236&CDS=1-1290
3159	OG0003159	YNR074C	augustus_masked-flattened_line_47-processed-gene-0.115-mRNA-1_1&gene=augustus_masked-flattened_line_47-processed-gene-0.115&CDS=1-1101
3160	OG0003160	YOL001W	genemark-flattened_line_14-processed-gene-1.117-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-1.117&CDS=1-1500
3161	OG0003161	YOL002C	genemark-flattened_line_2-processed-gene-5.67-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-5.67&CDS=1-930
3162	OG0003162	YOL003C	genemark-flattened_line_28-processed-gene-0.20-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-0.20&CDS=1-1260
3163	OG0003163	YOL004W	maker-flattened_line_28-augustus-gene-0.35-mRNA-1_1&gene=maker-flattened_line_28-augustus-gene-0.35&CDS=1-4221
3164	OG0003164	YOL005C	genemark-flattened_line_28-processed-gene-0.19-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-0.19&CDS=1-372
3165	OG0003165	YOL006C	genemark-flattened_line_4-processed-gene-2.24-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-2.24&CDS=1-2325
3166	OG0003166	YOL008W	genemark-flattened_line_47-processed-gene-0.21-mRNA-1_1&gene=genemark-flattened_line_47-processed-gene-0.21&CDS=1-558
3167	OG0003167	YOL009C	maker-flattened_line_47-snap-gene-0.98-mRNA-1_1&gene=maker-flattened_line_47-snap-gene-0.98&CDS=1-1440
3168	OG0003168	YOL010W	genemark-flattened_line_47-processed-gene-0.19-mRNA-1_1&gene=genemark-flattened_line_47-processed-gene-0.19&CDS=1-1101
3169	OG0003169	YOL012C	genemark-flattened_line_6-processed-gene-6.26-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-6.26&CDS=1-399
3170	OG0003170	YOL013C	genemark-flattened_line_6-processed-gene-6.10-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-6.10&CDS=1-1848
3171	OG0003171	YOL018C	genemark-flattened_line_6-processed-gene-5.119-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-5.119&CDS=1-1137
3172	OG0003172	YOL019W	genemark-flattened_line_6-processed-gene-5.139-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-5.139&CDS=1-1641
3173	OG0003173	YOL021C	genemark-flattened_line_0-processed-gene-4.33-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-4.33&CDS=1-2940
3174	OG0003174	YOL022C	genemark-flattened_line_10-processed-gene-3.52-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-3.52&CDS=1-1287
3175	OG0003175	YOL023W	genemark-flattened_line_10-processed-gene-3.73-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-3.73&CDS=1-2376
3176	OG0003176	YOL026C	genemark-flattened_line_2-processed-gene-1.55-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-1.55&CDS=1-438
3177	OG0003177	YOL030W	genemark-flattened_line_69-processed-gene-0.95-mRNA-1_1&gene=genemark-flattened_line_69-processed-gene-0.95&CDS=1-1410
3178	OG0003178	YOL031C	snap_masked-flattened_line_63-processed-gene-0.178-mRNA-1_1&gene=snap_masked-flattened_line_63-processed-gene-0.178&CDS=1-1404
3179	OG0003179	YOL032W	genemark-flattened_line_8-processed-gene-4.78-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-4.78&CDS=1-654
3180	OG0003180	YOL033W	genemark-flattened_line_8-processed-gene-4.55-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-4.55&CDS=1-1710
3181	OG0003181	YOL034W	genemark-flattened_line_36-processed-gene-0.74-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-0.74&CDS=1-3366
3182	OG0003182	YOL038W	genemark-flattened_line_18-processed-gene-1.47-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-1.47&CDS=1-771
3183	OG0003183	YOL040C	genemark-flattened_line_10-processed-gene-1.35-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-1.35&CDS=1-432
3184	OG0003184	YOL041C	genemark-flattened_line_45-processed-gene-0.124-mRNA-1_1&gene=genemark-flattened_line_45-processed-gene-0.124&CDS=1-1314
3185	OG0003185	YOL049W	genemark-flattened_line_20-processed-gene-2.105-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-2.105&CDS=1-1479
3186	OG0003186	YOL051W	snap_masked-flattened_line_86-processed-gene-0.38-mRNA-1_1&gene=snap_masked-flattened_line_86-processed-gene-0.38&CDS=1-3477
3187	OG0003187	YOL052C	genemark-flattened_line_24-processed-gene-2.40-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-2.40&CDS=1-1239
3188	OG0003188	YOL054W	augustus_masked-flattened_line_28-processed-gene-1.92-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-1.92&CDS=1-1083
3189	OG0003189	YOL057W	genemark-flattened_line_4-processed-gene-7.227-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-7.227&CDS=1-2073
3190	OG0003190	YOL058W	genemark-flattened_line_30-processed-gene-1.301-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-1.301&CDS=1-1245
3191	OG0003191	YOL060C	maker-flattened_line_2-snap-gene-8.1-mRNA-1_1&gene=maker-flattened_line_2-snap-gene-8.1&CDS=1-3123
3192	OG0003192	YOL061W	genemark-flattened_line_2-processed-gene-8.27-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-8.27&CDS=1-1320
3193	OG0003193	YOL062C	augustus_masked-flattened_line_2-processed-gene-8.91-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-8.91&CDS=1-2391
3194	OG0003194	YOL063C	genemark-flattened_line_20-processed-gene-0.87-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-0.87&CDS=1-2733
3195	OG0003195	YOL064C	genemark-flattened_line_10-processed-gene-5.24-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-5.24&CDS=1-1035
3196	OG0003196	YOL065C	genemark-flattened_line_0-processed-gene-3.155-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-3.155&CDS=1-1239
3197	OG0003197	YOL066C	genemark-flattened_line_6-processed-gene-7.155-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-7.155&CDS=1-1728
3198	OG0003198	YOL067C	genemark-flattened_line_0-processed-gene-0.3-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-0.3&CDS=1-1059
3199	OG0003199	YOL069W	genemark-flattened_line_0-processed-gene-0.23-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-0.23&CDS=1-1371
3200	OG0003200	YOL070C	snap_masked-flattened_line_0-processed-gene-2.114-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.114&CDS=1-2202
3201	OG0003201	YOL071W	augustus_masked-flattened_line_0-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-0.49&CDS=1-480
3202	OG0003202	YOL072W	genemark-flattened_line_18-processed-gene-0.16-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-0.16&CDS=1-1380
3203	OG0003203	YOL073C	augustus_masked-flattened_line_6-processed-gene-3.92-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-3.92&CDS=1-861
3204	OG0003204	YOL075C	genemark-flattened_line_2-processed-gene-1.88-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-1.88&CDS=1-3948
3205	OG0003205	YOL076W	genemark-flattened_line_2-processed-gene-4.33-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-4.33&CDS=1-2508
3206	OG0003206	YOL077C	genemark-flattened_line_2-processed-gene-7.62-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-7.62&CDS=1-879
3207	OG0003207	YOL077W-A	snap_masked-flattened_line_2-processed-gene-7.39-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-7.39&CDS=1-201
3208	OG0003208	YOL078W	genemark-flattened_line_2-processed-gene-7.63-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-7.63&CDS=1-2634
3209	OG0003209	YOL080C	genemark-flattened_line_2-processed-gene-7.64-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-7.64&CDS=1-864
3210	OG0003210	YOL086W-A	maker-flattened_line_57-snap-gene-0.7-mRNA-1_1&gene=maker-flattened_line_57-snap-gene-0.7&CDS=1-435
3211	OG0003211	YOL087C	genemark-flattened_line_57-processed-gene-0.77-mRNA-1_1&gene=genemark-flattened_line_57-processed-gene-0.77&CDS=1-3147
3212	OG0003212	YOL090W	genemark-flattened_line_8-processed-gene-0.47-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-0.47&CDS=1-2850
3213	OG0003213	YOL093W	genemark-flattened_line_8-processed-gene-1.100-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-1.100&CDS=1-1032
3214	OG0003214	YOL094C	maker-flattened_line_45-snap-gene-0.137-mRNA-1_1&gene=maker-flattened_line_45-snap-gene-0.137&CDS=1-3024
3215	OG0003215	YOL095C	genemark-flattened_line_10-processed-gene-1.10-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-1.10&CDS=1-2181
3216	OG0003216	YOL096C	snap_masked-flattened_line_8-processed-gene-3.45-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-3.45&CDS=1-966
3217	OG0003217	YOL097C	genemark-flattened_line_2-processed-gene-7.66-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-7.66&CDS=1-1266
3218	OG0003218	YOL098C	genemark-flattened_line_8-processed-gene-3.155-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-3.155&CDS=1-3174
3219	OG0003219	YOL102C	genemark-flattened_line_30-processed-gene-1.308-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-1.308&CDS=1-714
3220	OG0003220	YOL107W	genemark-flattened_line_2-processed-gene-0.91-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-0.91&CDS=1-1071
3221	OG0003221	YOL110W	genemark-flattened_line_6-processed-gene-4.29-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-4.29&CDS=1-762
3222	OG0003222	YOL111C	genemark-flattened_line_49-processed-gene-0.240-mRNA-1_1&gene=genemark-flattened_line_49-processed-gene-0.240&CDS=1-630
3223	OG0003223	YOL114C	genemark-flattened_line_73-processed-gene-0.98-mRNA-1_1&gene=genemark-flattened_line_73-processed-gene-0.98&CDS=1-549
3224	OG0003224	YOL122C	genemark-flattened_line_6-processed-gene-3.18-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-3.18&CDS=1-1668
3225	OG0003225	YOL123W	genemark-flattened_line_6-processed-gene-1.50-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-1.50&CDS=1-1428
3226	OG0003226	YOL124C	genemark-flattened_line_6-processed-gene-1.72-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-1.72&CDS=1-1356
3227	OG0003227	YOL125W	genemark-flattened_line_24-processed-gene-2.16-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-2.16&CDS=1-1362
3228	OG0003228	YOL127W	genemark-flattened_line_30-processed-gene-1.272-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-1.272&CDS=1-429
3229	OG0003229	YOL129W	maker-flattened_line_30-snap-gene-1.319-mRNA-1_1&gene=maker-flattened_line_30-snap-gene-1.319&CDS=1-1707
3230	OG0003230	YOL132W	maker-flattened_line_10-augustus-gene-4.82-mRNA-1_1&gene=maker-flattened_line_10-augustus-gene-4.82&CDS=1-1338
3231	OG0003231	YOL133W	genemark-flattened_line_6-processed-gene-1.80-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-1.80&CDS=1-360
3232	OG0003232	YOL135C	genemark-flattened_line_6-processed-gene-1.60-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-1.60&CDS=1-852
3233	OG0003233	YOL138C	genemark-flattened_line_84-processed-gene-0.26-mRNA-1_1&gene=genemark-flattened_line_84-processed-gene-0.26&CDS=1-3366
3234	OG0003234	YOL139C	genemark-flattened_line_32-processed-gene-0.65-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-0.65&CDS=1-630
3235	OG0003235	YOL140W	genemark-flattened_line_32-processed-gene-0.63-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-0.63&CDS=1-1314
3236	OG0003236	YOL142W	genemark-flattened_line_0-processed-gene-7.74-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-7.74&CDS=1-708
3237	OG0003237	YOL143C	genemark-flattened_line_73-processed-gene-0.101-mRNA-1_1&gene=genemark-flattened_line_73-processed-gene-0.101&CDS=1-495
3238	OG0003238	YOL144W	maker-flattened_line_73-snap-gene-0.52-mRNA-1_1&gene=maker-flattened_line_73-snap-gene-0.52&CDS=1-1596
3239	OG0003239	YOL145C	genemark-flattened_line_73-processed-gene-0.76-mRNA-1_1&gene=genemark-flattened_line_73-processed-gene-0.76&CDS=1-3213
3240	OG0003240	YOL146W	genemark-flattened_line_73-processed-gene-0.71-mRNA-1_1&gene=genemark-flattened_line_73-processed-gene-0.71&CDS=1-531
3241	OG0003241	YOL147C	genemark-flattened_line_73-processed-gene-0.74-mRNA-1_1&gene=genemark-flattened_line_73-processed-gene-0.74&CDS=1-735
3242	OG0003242	YOL148C	genemark-flattened_line_73-processed-gene-0.70-mRNA-1_1&gene=genemark-flattened_line_73-processed-gene-0.70&CDS=1-1779
3243	OG0003243	YOL149W	genemark-flattened_line_73-processed-gene-0.99-mRNA-1_1&gene=genemark-flattened_line_73-processed-gene-0.99&CDS=1-519
3244	OG0003244	YOR001W	genemark-flattened_line_6-processed-gene-5.136-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-5.136&CDS=1-2319
3245	OG0003245	YOR002W	genemark-flattened_line_10-processed-gene-5.50-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-5.50&CDS=1-1641
3246	OG0003246	YOR004W	genemark-flattened_line_2-processed-gene-6.107-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-6.107&CDS=1-888
3247	OG0003247	YOR005C	genemark-flattened_line_6-processed-gene-7.152-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-7.152&CDS=1-2871
3248	OG0003248	YOR006C	genemark-flattened_line_69-processed-gene-0.86-mRNA-1_1&gene=genemark-flattened_line_69-processed-gene-0.86&CDS=1-1098
3249	OG0003249	YOR007C	genemark-flattened_line_53-processed-gene-0.259-mRNA-1_1&gene=genemark-flattened_line_53-processed-gene-0.259&CDS=1-1092
3250	OG0003250	YOR008C	genemark-flattened_line_4-processed-gene-1.58-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-1.58&CDS=1-1032
3251	OG0003251	YOR014W	genemark-flattened_line_4-processed-gene-5.124-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-5.124&CDS=1-2142
3252	OG0003252	YOR017W	genemark-flattened_line_6-processed-gene-7.180-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-7.180&CDS=1-2490
3253	OG0003253	YOR018W	genemark-flattened_line_6-processed-gene-5.117-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-5.117&CDS=1-2724
3254	OG0003254	YOR020C	genemark-flattened_line_82-processed-gene-0.56-mRNA-1_1&gene=genemark-flattened_line_82-processed-gene-0.56&CDS=1-309
3255	OG0003255	YOR020W-A	snap_masked-flattened_line_82-processed-gene-0.19-mRNA-1_1&gene=snap_masked-flattened_line_82-processed-gene-0.19&CDS=1-216
3256	OG0003256	YOR021C	genemark-flattened_line_51-processed-gene-0.12-mRNA-1_1&gene=genemark-flattened_line_51-processed-gene-0.12&CDS=1-612
3257	OG0003257	YOR022C	snap_masked-flattened_line_51-processed-gene-0.217-mRNA-1_1&gene=snap_masked-flattened_line_51-processed-gene-0.217&CDS=1-1932
3258	OG0003258	YOR023C	genemark-flattened_line_12-processed-gene-4.149-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-4.149&CDS=1-1362
3259	OG0003259	YOR025W	genemark-flattened_line_4-processed-gene-7.268-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-7.268&CDS=1-1539
3260	OG0003260	YOR026W	augustus_masked-flattened_line_4-processed-gene-7.121-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-7.121&CDS=1-3918
3261	OG0003261	YOR027W	augustus_masked-flattened_line_4-processed-gene-7.160-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-7.160&CDS=1-2361
3262	OG0003262	YOR030W	snap_masked-flattened_line_4-processed-gene-6.164-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-6.164&CDS=1-1509
3263	OG0003263	YOR035C	snap_masked-flattened_line_4-processed-gene-6.160-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-6.160&CDS=1-2376
3264	OG0003264	YOR036W	genemark-flattened_line_38-processed-gene-1.82-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-1.82&CDS=1-846
3265	OG0003265	YOR037W	genemark-flattened_line_8-processed-gene-2.125-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-2.125&CDS=1-1548
3266	OG0003266	YOR038C	maker-flattened_line_8-augustus-gene-2.172-mRNA-1_1&gene=maker-flattened_line_8-augustus-gene-2.172&CDS=1-2853
3267	OG0003267	YOR039W	genemark-flattened_line_8-processed-gene-2.154-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-2.154&CDS=1-819
3268	OG0003268	YOR042W	genemark-flattened_line_24-processed-gene-1.114-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.114&CDS=1-948
3269	OG0003269	YOR043W	genemark-flattened_line_4-processed-gene-1.74-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-1.74&CDS=1-1017
3270	OG0003270	YOR045W	genemark-flattened_line_24-processed-gene-1.108-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.108&CDS=1-147
3271	OG0003271	YOR046C	genemark-flattened_line_4-processed-gene-4.11-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-4.11&CDS=1-1482
3272	OG0003272	YOR048C	genemark-flattened_line_10-processed-gene-1.20-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-1.20&CDS=1-3054
3273	OG0003273	YOR049C	genemark-flattened_line_26-processed-gene-1.0-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-1.0&CDS=1-1293
3274	OG0003274	YOR051C	genemark-flattened_line_24-processed-gene-1.132-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.132&CDS=1-1398
3275	OG0003275	YOR052C	genemark-flattened_line_24-processed-gene-1.110-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.110&CDS=1-546
3276	OG0003276	YOR056C	genemark-flattened_line_14-processed-gene-1.125-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-1.125&CDS=1-1395
3277	OG0003277	YOR057W	genemark-flattened_line_14-processed-gene-1.102-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-1.102&CDS=1-1089
3278	OG0003278	YOR058C	genemark-flattened_line_14-processed-gene-1.126-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-1.126&CDS=1-2718
3279	OG0003279	YOR059C	genemark-flattened_line_0-processed-gene-7.62-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-7.62&CDS=1-1479
3280	OG0003280	YOR061W	genemark-flattened_line_8-processed-gene-6.133-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-6.133&CDS=1-993
3281	OG0003281	YOR063W	genemark-flattened_line_12-processed-gene-2.120-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-2.120&CDS=1-1161
3282	OG0003282	YOR065W	augustus_masked-flattened_line_51-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-flattened_line_51-processed-gene-0.103&CDS=1-894
3283	OG0003283	YOR067C	maker-flattened_line_20-augustus-gene-2.164-mRNA-1_1&gene=maker-flattened_line_20-augustus-gene-2.164&CDS=1-3144
3284	OG0003284	YOR069W	genemark-flattened_line_14-processed-gene-0.54-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-0.54&CDS=1-2079
3285	OG0003285	YOR070C	genemark-flattened_line_12-processed-gene-4.143-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-4.143&CDS=1-1647
3286	OG0003286	YOR073W	augustus_masked-flattened_line_8-processed-gene-2.18-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.18&CDS=1-1719
3287	OG0003287	YOR074C	genemark-flattened_line_2-processed-gene-8.38-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-8.38&CDS=1-900
3288	OG0003288	YOR075W	genemark-flattened_line_14-processed-gene-0.79-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-0.79&CDS=1-996
3289	OG0003289	YOR077W	genemark-flattened_line_24-processed-gene-1.103-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.103&CDS=1-1002
3290	OG0003290	YOR079C	snap_masked-flattened_line_22-processed-gene-2.54-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-2.54&CDS=1-927
3291	OG0003291	YOR080W	augustus_masked-flattened_line_24-processed-gene-1.14-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-1.14&CDS=1-2319
3292	OG0003292	YOR084W	snap_masked-flattened_line_14-processed-gene-1.6-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-1.6&CDS=1-1158
3293	OG0003293	YOR087W	genemark-flattened_line_34-processed-gene-1.22-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-1.22&CDS=1-1968
3294	OG0003294	YOR090C	genemark-flattened_line_49-processed-gene-0.220-mRNA-1_1&gene=genemark-flattened_line_49-processed-gene-0.220&CDS=1-1659
