	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035282_Trigonopsis_vinaria
2928	OG0002928	YOR327C	snap_masked-NODE_2_length_864050_cov_27.7683_ID_3241-processed-gene-1.127-mRNA-1_1&gene=snap_masked-NODE_2_length_864050_cov_27.7683_ID_3241-processed-gene-1.127&CDS=1-222
2929	OG0002929	YOR330C	maker-NODE_5_length_608631_cov_29.0002_ID_3793-snap-gene-3.55-mRNA-1_1&gene=maker-NODE_5_length_608631_cov_29.0002_ID_3793-snap-gene-3.55&CDS=1-3441
2930	OG0002930	YOR332W	snap_masked-NODE_20_length_193603_cov_27.0983_ID_9010-processed-gene-0.313-mRNA-1_1&gene=snap_masked-NODE_20_length_193603_cov_27.0983_ID_9010-processed-gene-0.313&CDS=1-684
2931	OG0002931	YOR335C	maker-NODE_5_length_608631_cov_29.0002_ID_3793-snap-gene-0.59-mRNA-1_1&gene=maker-NODE_5_length_608631_cov_29.0002_ID_3793-snap-gene-0.59&CDS=1-2877
2932	OG0002932	YOR336W	maker-NODE_18_length_247454_cov_44.7282_ID_3590-snap-gene-1.110-mRNA-1_1&gene=maker-NODE_18_length_247454_cov_44.7282_ID_3590-snap-gene-1.110&CDS=1-4641
2933	OG0002933	YOR339C	snap_masked-NODE_12_length_323142_cov_42.5011_ID_4325-processed-gene-1.132-mRNA-1_1&gene=snap_masked-NODE_12_length_323142_cov_42.5011_ID_4325-processed-gene-1.132&CDS=1-525
2934	OG0002934	YOR340C	snap_masked-NODE_16_length_260129_cov_29.5363_ID_3859-processed-gene-0.47-mRNA-1_1&gene=snap_masked-NODE_16_length_260129_cov_29.5363_ID_3859-processed-gene-0.47&CDS=1-861
2935	OG0002935	YOR341W	maker-NODE_1_length_1437104_cov_31.7127_ID_3030-snap-gene-1.127-mRNA-1_1&gene=maker-NODE_1_length_1437104_cov_31.7127_ID_3030-snap-gene-1.127&CDS=1-4980
2936	OG0002936	YOR346W	maker-NODE_4_length_684481_cov_27.1247_ID_2120-augustus-gene-2.124-mRNA-1_1&gene=maker-NODE_4_length_684481_cov_27.1247_ID_2120-augustus-gene-2.124&CDS=1-2421
2937	OG0002937	YOR353C	snap_masked-NODE_1_length_1437104_cov_31.7127_ID_3030-processed-gene-3.26-mRNA-1_1&gene=snap_masked-NODE_1_length_1437104_cov_31.7127_ID_3030-processed-gene-3.26&CDS=1-1428
2938	OG0002938	YOR356W	snap_masked-NODE_15_length_262765_cov_28.0125_ID_2801-processed-gene-1.128-mRNA-1_1&gene=snap_masked-NODE_15_length_262765_cov_28.0125_ID_2801-processed-gene-1.128&CDS=1-1812
2939	OG0002939	YOR358W	snap_masked-NODE_1_length_1437104_cov_31.7127_ID_3030-processed-gene-11.100-mRNA-1_1&gene=snap_masked-NODE_1_length_1437104_cov_31.7127_ID_3030-processed-gene-11.100&CDS=1-990
2940	OG0002940	YOR359W	snap_masked-NODE_9_length_401842_cov_33.1288_ID_2520-processed-gene-3.95-mRNA-1_1&gene=snap_masked-NODE_9_length_401842_cov_33.1288_ID_2520-processed-gene-3.95&CDS=1-2235
2941	OG0002941	YOR360C	augustus_masked-NODE_9_length_401842_cov_33.1288_ID_2520-processed-gene-3.48-mRNA-1_1&gene=augustus_masked-NODE_9_length_401842_cov_33.1288_ID_2520-processed-gene-3.48&CDS=1-2028
2942	OG0002942	YOR361C	snap_masked-NODE_10_length_377915_cov_28.3732_ID_8830-processed-gene-1.64-mRNA-1_1&gene=snap_masked-NODE_10_length_377915_cov_28.3732_ID_8830-processed-gene-1.64&CDS=1-2187
2943	OG0002943	YOR362C	genemark-NODE_7_length_436440_cov_31.2914_ID_5749-processed-gene-3.2-mRNA-1_1&gene=genemark-NODE_7_length_436440_cov_31.2914_ID_5749-processed-gene-3.2&CDS=1-765
2944	OG0002944	YOR367W	snap_masked-NODE_2_length_864050_cov_27.7683_ID_3241-processed-gene-0.59-mRNA-1_1&gene=snap_masked-NODE_2_length_864050_cov_27.7683_ID_3241-processed-gene-0.59&CDS=1-342
2945	OG0002945	YOR369C	genemark-NODE_1_length_1437104_cov_31.7127_ID_3030-processed-gene-11.39-mRNA-1_1&gene=genemark-NODE_1_length_1437104_cov_31.7127_ID_3030-processed-gene-11.39&CDS=1-432
2946	OG0002946	YOR370C	genemark-NODE_8_length_412411_cov_29.2091_ID_5354-processed-gene-3.50-mRNA-1_1&gene=genemark-NODE_8_length_412411_cov_29.2091_ID_5354-processed-gene-3.50&CDS=1-1611
2947	OG0002947	YOR373W	augustus_masked-NODE_7_length_436440_cov_31.2914_ID_5749-processed-gene-2.142-mRNA-1_1&gene=augustus_masked-NODE_7_length_436440_cov_31.2914_ID_5749-processed-gene-2.142&CDS=1-3354
2948	OG0002948	YOR378W	maker-NODE_4_length_684481_cov_27.1247_ID_2120-snap-gene-5.255-mRNA-1_1&gene=maker-NODE_4_length_684481_cov_27.1247_ID_2120-snap-gene-5.255&CDS=1-3222
2949	OG0002949	YOR388C	snap_masked-NODE_30_length_88817_cov_52.0922_ID_3969-processed-gene-0.103-mRNA-1_1&gene=snap_masked-NODE_30_length_88817_cov_52.0922_ID_3969-processed-gene-0.103&CDS=1-1095
2950	OG0002950	YPL001W	maker-NODE_1_length_1437104_cov_31.7127_ID_3030-snap-gene-13.44-mRNA-1_1&gene=maker-NODE_1_length_1437104_cov_31.7127_ID_3030-snap-gene-13.44&CDS=1-1275
2951	OG0002951	YPL002C	snap_masked-NODE_4_length_684481_cov_27.1247_ID_2120-processed-gene-0.83-mRNA-1_1&gene=snap_masked-NODE_4_length_684481_cov_27.1247_ID_2120-processed-gene-0.83&CDS=1-783
2952	OG0002952	YPL003W	augustus_masked-NODE_1_length_1437104_cov_31.7127_ID_3030-processed-gene-2.50-mRNA-1_1&gene=augustus_masked-NODE_1_length_1437104_cov_31.7127_ID_3030-processed-gene-2.50&CDS=1-1545
2953	OG0002953	YPL004C	snap_masked-NODE_1_length_1437104_cov_31.7127_ID_3030-processed-gene-5.68-mRNA-1_1&gene=snap_masked-NODE_1_length_1437104_cov_31.7127_ID_3030-processed-gene-5.68&CDS=1-933
2954	OG0002954	YPL006W	augustus_masked-NODE_30_length_88817_cov_52.0922_ID_3969-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-NODE_30_length_88817_cov_52.0922_ID_3969-processed-gene-0.74&CDS=1-3714
2955	OG0002955	YPL008W	genemark-NODE_5_length_608631_cov_29.0002_ID_3793-processed-gene-1.118-mRNA-1_1&gene=genemark-NODE_5_length_608631_cov_29.0002_ID_3793-processed-gene-1.118&CDS=1-2532
2956	OG0002956	YPL009C	maker-NODE_5_length_608631_cov_29.0002_ID_3793-snap-gene-5.217-mRNA-1_1&gene=maker-NODE_5_length_608631_cov_29.0002_ID_3793-snap-gene-5.217&CDS=1-3135
2957	OG0002957	YPL010W	maker-NODE_5_length_608631_cov_29.0002_ID_3793-snap-gene-5.228-mRNA-1_1&gene=maker-NODE_5_length_608631_cov_29.0002_ID_3793-snap-gene-5.228&CDS=1-606
2958	OG0002958	YPL011C	snap_masked-NODE_5_length_608631_cov_29.0002_ID_3793-processed-gene-5.168-mRNA-1_1&gene=snap_masked-NODE_5_length_608631_cov_29.0002_ID_3793-processed-gene-5.168&CDS=1-1065
2959	OG0002959	YPL012W	maker-NODE_5_length_608631_cov_29.0002_ID_3793-snap-gene-2.66-mRNA-1_1&gene=maker-NODE_5_length_608631_cov_29.0002_ID_3793-snap-gene-2.66&CDS=1-3540
2960	OG0002960	YPL013C	maker-NODE_14_length_303702_cov_28.9607_ID_7328-snap-gene-1.189-mRNA-1_1&gene=maker-NODE_14_length_303702_cov_28.9607_ID_7328-snap-gene-1.189&CDS=1-357
2961	OG0002961	YPL015C	genemark-NODE_5_length_608631_cov_29.0002_ID_3793-processed-gene-5.64-mRNA-1_1&gene=genemark-NODE_5_length_608631_cov_29.0002_ID_3793-processed-gene-5.64&CDS=1-969
2962	OG0002962	YPL016W	augustus_masked-NODE_1_length_1437104_cov_31.7127_ID_3030-processed-gene-10.96-mRNA-1_1&gene=augustus_masked-NODE_1_length_1437104_cov_31.7127_ID_3030-processed-gene-10.96&CDS=1-3795
2963	OG0002963	YPL020C	snap_masked-NODE_3_length_727445_cov_28.2507_ID_3172-processed-gene-1.79-mRNA-1_1&gene=snap_masked-NODE_3_length_727445_cov_28.2507_ID_3172-processed-gene-1.79&CDS=1-1641
2964	OG0002964	YPL022W	snap_masked-NODE_6_length_498455_cov_30.6401_ID_2085-processed-gene-0.70-mRNA-1_1&gene=snap_masked-NODE_6_length_498455_cov_30.6401_ID_2085-processed-gene-0.70&CDS=1-2715
2965	OG0002965	YPL024W	augustus_masked-NODE_7_length_436440_cov_31.2914_ID_5749-processed-gene-1.128-mRNA-1_1&gene=augustus_masked-NODE_7_length_436440_cov_31.2914_ID_5749-processed-gene-1.128&CDS=1-684
2966	OG0002966	YPL028W	maker-NODE_2_length_864050_cov_27.7683_ID_3241-snap-gene-7.166-mRNA-1_1&gene=maker-NODE_2_length_864050_cov_27.7683_ID_3241-snap-gene-7.166&CDS=1-1191
2967	OG0002967	YPL029W	maker-NODE_5_length_608631_cov_29.0002_ID_3793-snap-gene-4.24-mRNA-1_1&gene=maker-NODE_5_length_608631_cov_29.0002_ID_3793-snap-gene-4.24&CDS=1-1911
2968	OG0002968	YPL030W	snap_masked-NODE_10_length_377915_cov_28.3732_ID_8830-processed-gene-1.42-mRNA-1_1&gene=snap_masked-NODE_10_length_377915_cov_28.3732_ID_8830-processed-gene-1.42&CDS=1-1812
2969	OG0002969	YPL031C	snap_masked-NODE_19_length_214413_cov_45.2145_ID_5203-processed-gene-1.131-mRNA-1_1&gene=snap_masked-NODE_19_length_214413_cov_45.2145_ID_5203-processed-gene-1.131&CDS=1-960
2970	OG0002970	YPL040C	genemark-NODE_5_length_608631_cov_29.0002_ID_3793-processed-gene-2.162-mRNA-1_1&gene=genemark-NODE_5_length_608631_cov_29.0002_ID_3793-processed-gene-2.162&CDS=1-3174
2971	OG0002971	YPL042C	maker-NODE_4_length_684481_cov_27.1247_ID_2120-snap-gene-3.19-mRNA-1_1&gene=maker-NODE_4_length_684481_cov_27.1247_ID_2120-snap-gene-3.19&CDS=1-1308
2972	OG0002972	YPL043W	snap_masked-NODE_22_length_192448_cov_30.6168_ID_2871-processed-gene-0.163-mRNA-1_1&gene=snap_masked-NODE_22_length_192448_cov_30.6168_ID_2871-processed-gene-0.163&CDS=1-2061
2973	OG0002973	YPL045W	maker-NODE_10_length_377915_cov_28.3732_ID_8830-snap-gene-1.88-mRNA-1_1&gene=maker-NODE_10_length_377915_cov_28.3732_ID_8830-snap-gene-1.88&CDS=1-2472
2974	OG0002974	YPL046C	maker-NODE_3_length_727445_cov_28.2507_ID_3172-snap-gene-2.65-mRNA-1_1&gene=maker-NODE_3_length_727445_cov_28.2507_ID_3172-snap-gene-2.65&CDS=1-300
2975	OG0002975	YPL047W	snap_masked-NODE_8_length_412411_cov_29.2091_ID_5354-processed-gene-3.144-mRNA-1_1&gene=snap_masked-NODE_8_length_412411_cov_29.2091_ID_5354-processed-gene-3.144&CDS=1-579
2976	OG0002976	YPL050C	snap_masked-NODE_12_length_323142_cov_42.5011_ID_4325-processed-gene-2.107-mRNA-1_1&gene=snap_masked-NODE_12_length_323142_cov_42.5011_ID_4325-processed-gene-2.107&CDS=1-1080
2977	OG0002977	YPL051W	maker-NODE_8_length_412411_cov_29.2091_ID_5354-snap-gene-3.197-mRNA-1_1&gene=maker-NODE_8_length_412411_cov_29.2091_ID_5354-snap-gene-3.197&CDS=1-606
2978	OG0002978	YPL054W	genemark-NODE_5_length_608631_cov_29.0002_ID_3793-processed-gene-1.140-mRNA-1_1&gene=genemark-NODE_5_length_608631_cov_29.0002_ID_3793-processed-gene-1.140&CDS=1-1710
2979	OG0002979	YPL059W	snap_masked-NODE_1_length_1437104_cov_31.7127_ID_3030-processed-gene-7.147-mRNA-1_1&gene=snap_masked-NODE_1_length_1437104_cov_31.7127_ID_3030-processed-gene-7.147&CDS=1-459
2980	OG0002980	YPL060W	snap_masked-NODE_20_length_193603_cov_27.0983_ID_9010-processed-gene-0.312-mRNA-1_1&gene=snap_masked-NODE_20_length_193603_cov_27.0983_ID_9010-processed-gene-0.312&CDS=1-1911
2981	OG0002981	YPL063W	snap_masked-NODE_1_length_1437104_cov_31.7127_ID_3030-processed-gene-7.158-mRNA-1_1&gene=snap_masked-NODE_1_length_1437104_cov_31.7127_ID_3030-processed-gene-7.158&CDS=1-1371
2982	OG0002982	YPL065W	snap_masked-NODE_5_length_608631_cov_29.0002_ID_3793-processed-gene-1.28-mRNA-1_1&gene=snap_masked-NODE_5_length_608631_cov_29.0002_ID_3793-processed-gene-1.28&CDS=1-690
2983	OG0002983	YPL067C	snap_masked-NODE_1_length_1437104_cov_31.7127_ID_3030-processed-gene-8.95-mRNA-1_1&gene=snap_masked-NODE_1_length_1437104_cov_31.7127_ID_3030-processed-gene-8.95&CDS=1-714
2984	OG0002984	YPL069C	genemark-NODE_25_length_119184_cov_27.9515_ID_3524-processed-gene-0.169-mRNA-1_1&gene=genemark-NODE_25_length_119184_cov_27.9515_ID_3524-processed-gene-0.169&CDS=1-876
2985	OG0002985	YPL076W	maker-NODE_5_length_608631_cov_29.0002_ID_3793-snap-gene-3.59-mRNA-1_1&gene=maker-NODE_5_length_608631_cov_29.0002_ID_3793-snap-gene-3.59&CDS=1-888
2986	OG0002986	YPL078C	snap_masked-NODE_8_length_412411_cov_29.2091_ID_5354-processed-gene-2.143-mRNA-1_1&gene=snap_masked-NODE_8_length_412411_cov_29.2091_ID_5354-processed-gene-2.143&CDS=1-711
2987	OG0002987	YPL082C	maker-NODE_4_length_684481_cov_27.1247_ID_2120-augustus-gene-3.8-mRNA-1_1&gene=maker-NODE_4_length_684481_cov_27.1247_ID_2120-augustus-gene-3.8&CDS=1-5538
2988	OG0002988	YPL083C	snap_masked-NODE_3_length_727445_cov_28.2507_ID_3172-processed-gene-2.48-mRNA-1_1&gene=snap_masked-NODE_3_length_727445_cov_28.2507_ID_3172-processed-gene-2.48&CDS=1-1155
2989	OG0002989	YPL084W	snap_masked-NODE_8_length_412411_cov_29.2091_ID_5354-processed-gene-3.141-mRNA-1_1&gene=snap_masked-NODE_8_length_412411_cov_29.2091_ID_5354-processed-gene-3.141&CDS=1-2604
2990	OG0002990	YPL085W	augustus_masked-NODE_17_length_250191_cov_28.841_ID_2582-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-NODE_17_length_250191_cov_28.841_ID_2582-processed-gene-0.35&CDS=1-5463
2991	OG0002991	YPL086C	snap_masked-NODE_1_length_1437104_cov_31.7127_ID_3030-processed-gene-11.108-mRNA-1_1&gene=snap_masked-NODE_1_length_1437104_cov_31.7127_ID_3030-processed-gene-11.108&CDS=1-1653
2992	OG0002992	YPL091W	snap_masked-NODE_16_length_260129_cov_29.5363_ID_3859-processed-gene-1.30-mRNA-1_1&gene=snap_masked-NODE_16_length_260129_cov_29.5363_ID_3859-processed-gene-1.30&CDS=1-1407
2993	OG0002993	YPL092W	genemark-NODE_15_length_262765_cov_28.0125_ID_2801-processed-gene-1.64-mRNA-1_1&gene=genemark-NODE_15_length_262765_cov_28.0125_ID_2801-processed-gene-1.64&CDS=1-1206
2994	OG0002994	YPL093W	snap_masked-NODE_9_length_401842_cov_33.1288_ID_2520-processed-gene-0.32-mRNA-1_1&gene=snap_masked-NODE_9_length_401842_cov_33.1288_ID_2520-processed-gene-0.32&CDS=1-1932
2995	OG0002995	YPL094C	snap_masked-NODE_15_length_262765_cov_28.0125_ID_2801-processed-gene-1.207-mRNA-1_1&gene=snap_masked-NODE_15_length_262765_cov_28.0125_ID_2801-processed-gene-1.207&CDS=1-711
2996	OG0002996	YPL096W	snap_masked-NODE_2_length_864050_cov_27.7683_ID_3241-processed-gene-0.73-mRNA-1_1&gene=snap_masked-NODE_2_length_864050_cov_27.7683_ID_3241-processed-gene-0.73&CDS=1-1014
2997	OG0002997	YPL097W	snap_masked-NODE_26_length_118631_cov_26.6702_ID_3538-processed-gene-0.133-mRNA-1_1&gene=snap_masked-NODE_26_length_118631_cov_26.6702_ID_3538-processed-gene-0.133&CDS=1-1404
2998	OG0002998	YPL098C	genemark-NODE_29_length_100643_cov_37.9226_ID_3916-processed-gene-0.152-mRNA-1_1&gene=genemark-NODE_29_length_100643_cov_37.9226_ID_3916-processed-gene-0.152&CDS=1-1494
2999	OG0002999	YPL101W	snap_masked-NODE_28_length_100973_cov_49.3373_ID_4614-processed-gene-0.75-mRNA-1_1&gene=snap_masked-NODE_28_length_100973_cov_49.3373_ID_4614-processed-gene-0.75&CDS=1-1287
3000	OG0003000	YPL104W	maker-NODE_28_length_100973_cov_49.3373_ID_4614-snap-gene-0.93-mRNA-1_1&gene=maker-NODE_28_length_100973_cov_49.3373_ID_4614-snap-gene-0.93&CDS=1-1845
3001	OG0003001	YPL107W	snap_masked-NODE_26_length_118631_cov_26.6702_ID_3538-processed-gene-0.174-mRNA-1_1&gene=snap_masked-NODE_26_length_118631_cov_26.6702_ID_3538-processed-gene-0.174&CDS=1-621
3002	OG0003002	YPL109C	snap_masked-NODE_15_length_262765_cov_28.0125_ID_2801-processed-gene-0.30-mRNA-1_1&gene=snap_masked-NODE_15_length_262765_cov_28.0125_ID_2801-processed-gene-0.30&CDS=1-2115
3003	OG0003003	YPL110C	maker-NODE_7_length_436440_cov_31.2914_ID_5749-snap-gene-2.118-mRNA-1_1&gene=maker-NODE_7_length_436440_cov_31.2914_ID_5749-snap-gene-2.118&CDS=1-3300
3004	OG0003004	YPL111W	augustus_masked-NODE_15_length_262765_cov_28.0125_ID_2801-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-NODE_15_length_262765_cov_28.0125_ID_2801-processed-gene-0.76&CDS=1-1017
3005	OG0003005	YPL116W	snap_masked-NODE_25_length_119184_cov_27.9515_ID_3524-processed-gene-0.80-mRNA-1_1&gene=snap_masked-NODE_25_length_119184_cov_27.9515_ID_3524-processed-gene-0.80&CDS=1-1938
3006	OG0003006	YPL117C	genemark-NODE_1_length_1437104_cov_31.7127_ID_3030-processed-gene-7.64-mRNA-1_1&gene=genemark-NODE_1_length_1437104_cov_31.7127_ID_3030-processed-gene-7.64&CDS=1-804
3007	OG0003007	YPL118W	augustus_masked-NODE_3_length_727445_cov_28.2507_ID_3172-processed-gene-3.81-mRNA-1_1&gene=augustus_masked-NODE_3_length_727445_cov_28.2507_ID_3172-processed-gene-3.81&CDS=1-1155
3008	OG0003008	YPL120W	snap_masked-NODE_5_length_608631_cov_29.0002_ID_3793-processed-gene-0.83-mRNA-1_1&gene=snap_masked-NODE_5_length_608631_cov_29.0002_ID_3793-processed-gene-0.83&CDS=1-1443
3009	OG0003009	YPL122C	maker-NODE_4_length_684481_cov_27.1247_ID_2120-snap-gene-1.77-mRNA-1_1&gene=maker-NODE_4_length_684481_cov_27.1247_ID_2120-snap-gene-1.77&CDS=1-1383
3010	OG0003010	YPL123C	snap_masked-NODE_16_length_260129_cov_29.5363_ID_3859-processed-gene-1.56-mRNA-1_1&gene=snap_masked-NODE_16_length_260129_cov_29.5363_ID_3859-processed-gene-1.56&CDS=1-1434
3011	OG0003011	YPL125W	genemark-NODE_1_length_1437104_cov_31.7127_ID_3030-processed-gene-7.32-mRNA-1_1&gene=genemark-NODE_1_length_1437104_cov_31.7127_ID_3030-processed-gene-7.32&CDS=1-2898
3012	OG0003012	YPL126W	snap_masked-NODE_27_length_107870_cov_37.3069_ID_4501-processed-gene-0.88-mRNA-1_1&gene=snap_masked-NODE_27_length_107870_cov_37.3069_ID_4501-processed-gene-0.88&CDS=1-2493
3013	OG0003013	YPL129W	snap_masked-NODE_29_length_100643_cov_37.9226_ID_3916-processed-gene-0.20-mRNA-1_1&gene=snap_masked-NODE_29_length_100643_cov_37.9226_ID_3916-processed-gene-0.20&CDS=1-732
3014	OG0003014	YPL131W	snap_masked-NODE_7_length_436440_cov_31.2914_ID_5749-processed-gene-3.177-mRNA-1_1&gene=snap_masked-NODE_7_length_436440_cov_31.2914_ID_5749-processed-gene-3.177&CDS=1-891
3015	OG0003015	YPL132W	genemark-NODE_12_length_323142_cov_42.5011_ID_4325-processed-gene-2.69-mRNA-1_1&gene=genemark-NODE_12_length_323142_cov_42.5011_ID_4325-processed-gene-2.69&CDS=1-801
3016	OG0003016	YPL133C	maker-NODE_2_length_864050_cov_27.7683_ID_3241-snap-gene-5.89-mRNA-1_1&gene=maker-NODE_2_length_864050_cov_27.7683_ID_3241-snap-gene-5.89&CDS=1-1311
3017	OG0003017	YPL138C	snap_masked-NODE_4_length_684481_cov_27.1247_ID_2120-processed-gene-4.84-mRNA-1_1&gene=snap_masked-NODE_4_length_684481_cov_27.1247_ID_2120-processed-gene-4.84&CDS=1-1269
3018	OG0003018	YPL146C	maker-NODE_17_length_250191_cov_28.841_ID_2582-snap-gene-1.293-mRNA-1_1&gene=maker-NODE_17_length_250191_cov_28.841_ID_2582-snap-gene-1.293&CDS=1-1284
3019	OG0003019	YPL149W	genemark-NODE_8_length_412411_cov_29.2091_ID_5354-processed-gene-1.42-mRNA-1_1&gene=genemark-NODE_8_length_412411_cov_29.2091_ID_5354-processed-gene-1.42&CDS=1-873
3020	OG0003020	YPL150W	snap_masked-NODE_8_length_412411_cov_29.2091_ID_5354-processed-gene-1.114-mRNA-1_1&gene=snap_masked-NODE_8_length_412411_cov_29.2091_ID_5354-processed-gene-1.114&CDS=1-2421
3021	OG0003021	YPL151C	maker-NODE_14_length_303702_cov_28.9607_ID_7328-snap-gene-0.87-mRNA-1_1&gene=maker-NODE_14_length_303702_cov_28.9607_ID_7328-snap-gene-0.87&CDS=1-1395
3022	OG0003022	YPL152W	snap_masked-NODE_12_length_323142_cov_42.5011_ID_4325-processed-gene-2.136-mRNA-1_1&gene=snap_masked-NODE_12_length_323142_cov_42.5011_ID_4325-processed-gene-2.136&CDS=1-1341
3023	OG0003023	YPL153C	maker-NODE_1_length_1437104_cov_31.7127_ID_3030-snap-gene-10.51-mRNA-1_1&gene=maker-NODE_1_length_1437104_cov_31.7127_ID_3030-snap-gene-10.51&CDS=1-2196
3024	OG0003024	YPL154C	maker-NODE_1_length_1437104_cov_31.7127_ID_3030-snap-gene-10.52-mRNA-1_1&gene=maker-NODE_1_length_1437104_cov_31.7127_ID_3030-snap-gene-10.52&CDS=1-1224
3025	OG0003025	YPL155C	genemark-NODE_8_length_412411_cov_29.2091_ID_5354-processed-gene-3.43-mRNA-1_1&gene=genemark-NODE_8_length_412411_cov_29.2091_ID_5354-processed-gene-3.43&CDS=1-2067
3026	OG0003026	YPL157W	snap_masked-NODE_24_length_163241_cov_27.3507_ID_3210-processed-gene-0.145-mRNA-1_1&gene=snap_masked-NODE_24_length_163241_cov_27.3507_ID_3210-processed-gene-0.145&CDS=1-810
3027	OG0003027	YPL160W	snap_masked-NODE_25_length_119184_cov_27.9515_ID_3524-processed-gene-0.102-mRNA-1_1&gene=snap_masked-NODE_25_length_119184_cov_27.9515_ID_3524-processed-gene-0.102&CDS=1-3348
3028	OG0003028	YPL162C	maker-NODE_8_length_412411_cov_29.2091_ID_5354-snap-gene-2.103-mRNA-1_1&gene=maker-NODE_8_length_412411_cov_29.2091_ID_5354-snap-gene-2.103&CDS=1-945
3029	OG0003029	YPL164C	snap_masked-NODE_8_length_412411_cov_29.2091_ID_5354-processed-gene-0.90-mRNA-1_1&gene=snap_masked-NODE_8_length_412411_cov_29.2091_ID_5354-processed-gene-0.90&CDS=1-1794
3030	OG0003030	YPL167C	maker-NODE_8_length_412411_cov_29.2091_ID_5354-snap-gene-0.107-mRNA-1_1&gene=maker-NODE_8_length_412411_cov_29.2091_ID_5354-snap-gene-0.107&CDS=1-4251
3031	OG0003031	YPL169C	snap_masked-NODE_21_length_193487_cov_43.8223_ID_2763-processed-gene-0.273-mRNA-1_1&gene=snap_masked-NODE_21_length_193487_cov_43.8223_ID_2763-processed-gene-0.273&CDS=1-1737
3032	OG0003032	YPL170W	maker-NODE_16_length_260129_cov_29.5363_ID_3859-snap-gene-1.95-mRNA-1_1&gene=maker-NODE_16_length_260129_cov_29.5363_ID_3859-snap-gene-1.95&CDS=1-501
3033	OG0003033	YPL172C	snap_masked-NODE_6_length_498455_cov_30.6401_ID_2085-processed-gene-2.102-mRNA-1_1&gene=snap_masked-NODE_6_length_498455_cov_30.6401_ID_2085-processed-gene-2.102&CDS=1-1020
3034	OG0003034	YPL173W	snap_masked-NODE_19_length_214413_cov_45.2145_ID_5203-processed-gene-1.81-mRNA-1_1&gene=snap_masked-NODE_19_length_214413_cov_45.2145_ID_5203-processed-gene-1.81&CDS=1-891
3035	OG0003035	YPL175W	maker-NODE_8_length_412411_cov_29.2091_ID_5354-snap-gene-3.185-mRNA-1_1&gene=maker-NODE_8_length_412411_cov_29.2091_ID_5354-snap-gene-3.185&CDS=1-1683
3036	OG0003036	YPL178W	snap_masked-NODE_10_length_377915_cov_28.3732_ID_8830-processed-gene-0.71-mRNA-1_1&gene=snap_masked-NODE_10_length_377915_cov_28.3732_ID_8830-processed-gene-0.71&CDS=1-462
3037	OG0003037	YPL180W	snap_masked-NODE_26_length_118631_cov_26.6702_ID_3538-processed-gene-0.146-mRNA-1_1&gene=snap_masked-NODE_26_length_118631_cov_26.6702_ID_3538-processed-gene-0.146&CDS=1-1467
3038	OG0003038	YPL181W	maker-NODE_1_length_1437104_cov_31.7127_ID_3030-augustus-gene-4.139-mRNA-1_1&gene=maker-NODE_1_length_1437104_cov_31.7127_ID_3030-augustus-gene-4.139&CDS=1-1668
3039	OG0003039	YPL183C	augustus_masked-NODE_1_length_1437104_cov_31.7127_ID_3030-processed-gene-5.108-mRNA-1_1&gene=augustus_masked-NODE_1_length_1437104_cov_31.7127_ID_3030-processed-gene-5.108&CDS=1-2889
3040	OG0003040	YPL183W-A	maker-NODE_8_length_412411_cov_29.2091_ID_5354-snap-gene-2.111-mRNA-1_1&gene=maker-NODE_8_length_412411_cov_29.2091_ID_5354-snap-gene-2.111&CDS=1-276
3041	OG0003041	YPL184C	snap_masked-NODE_14_length_303702_cov_28.9607_ID_7328-processed-gene-1.126-mRNA-1_1&gene=snap_masked-NODE_14_length_303702_cov_28.9607_ID_7328-processed-gene-1.126&CDS=1-2571
3042	OG0003042	YPL188W	maker-NODE_23_length_180852_cov_49.0961_ID_2839-snap-gene-0.134-mRNA-1_1&gene=maker-NODE_23_length_180852_cov_49.0961_ID_2839-snap-gene-0.134&CDS=1-1173
3043	OG0003043	YPL189C-A	snap_masked-NODE_11_length_343405_cov_38.0855_ID_2620-processed-gene-2.77-mRNA-1_1&gene=snap_masked-NODE_11_length_343405_cov_38.0855_ID_2620-processed-gene-2.77&CDS=1-306
3044	OG0003044	YPL190C	snap_masked-NODE_13_length_312200_cov_40.1463_ID_9646-processed-gene-1.112-mRNA-1_1&gene=snap_masked-NODE_13_length_312200_cov_40.1463_ID_9646-processed-gene-1.112&CDS=1-2031
3045	OG0003045	YPL195W	maker-NODE_14_length_303702_cov_28.9607_ID_7328-snap-gene-2.146-mRNA-1_1&gene=maker-NODE_14_length_303702_cov_28.9607_ID_7328-snap-gene-2.146&CDS=1-2823
3046	OG0003046	YPL196W	snap_masked-NODE_11_length_343405_cov_38.0855_ID_2620-processed-gene-2.81-mRNA-1_1&gene=snap_masked-NODE_11_length_343405_cov_38.0855_ID_2620-processed-gene-2.81&CDS=1-849
3047	OG0003047	YPL206C	augustus_masked-NODE_6_length_498455_cov_30.6401_ID_2085-processed-gene-3.157-mRNA-1_1&gene=augustus_masked-NODE_6_length_498455_cov_30.6401_ID_2085-processed-gene-3.157&CDS=1-855
