	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034597_Candida_stellimalicola
2783	OG0002783	YMR225C	maker-flattened_line_2-augustus-gene-2.102-mRNA-1_1&gene=maker-flattened_line_2-augustus-gene-2.102&CDS=1-288
2784	OG0002784	YMR226C	augustus_masked-flattened_line_68-processed-gene-0.159-mRNA-1_1&gene=augustus_masked-flattened_line_68-processed-gene-0.159&CDS=1-804
2785	OG0002785	YMR227C	augustus_masked-flattened_line_16-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-0.12&CDS=1-1650
2786	OG0002786	YMR228W	snap_masked-flattened_line_16-processed-gene-0.107-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-0.107&CDS=1-1056
2787	OG0002787	YMR229C	augustus_masked-flattened_line_16-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-0.28&CDS=1-5148
2788	OG0002788	YMR231W	augustus_masked-flattened_line_64-processed-gene-0.115-mRNA-1_1&gene=augustus_masked-flattened_line_64-processed-gene-0.115&CDS=1-2895
2789	OG0002789	YMR232W	augustus_masked-flattened_line_64-processed-gene-0.114-mRNA-1_1&gene=augustus_masked-flattened_line_64-processed-gene-0.114&CDS=1-1899
2790	OG0002790	YMR233W	maker-flattened_line_64-augustus-gene-0.8-mRNA-1_1&gene=maker-flattened_line_64-augustus-gene-0.8&CDS=1-645
2791	OG0002791	YMR234W	genemark-flattened_line_10-processed-gene-0.100-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-0.100&CDS=1-1281
2792	OG0002792	YMR235C	augustus_masked-flattened_line_18-processed-gene-1.67-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.67&CDS=1-1245
2793	OG0002793	YMR236W	maker-flattened_line_6-augustus-gene-1.208-mRNA-1_1&gene=maker-flattened_line_6-augustus-gene-1.208&CDS=1-438
2794	OG0002794	YMR239C	augustus_masked-flattened_line_6-processed-gene-2.144-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-2.144&CDS=1-1488
2795	OG0002795	YMR240C	genemark-flattened_line_6-processed-gene-2.26-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.26&CDS=1-1560
2796	OG0002796	YMR241W	augustus_masked-flattened_line_66-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-flattened_line_66-processed-gene-0.80&CDS=1-924
2797	OG0002797	YMR243C	augustus_masked-flattened_line_66-processed-gene-0.117-mRNA-1_1&gene=augustus_masked-flattened_line_66-processed-gene-0.117&CDS=1-1239
2798	OG0002798	YMR244C-A	augustus_masked-flattened_line_70-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-flattened_line_70-processed-gene-0.95&CDS=1-324
2799	OG0002799	YMR244W	augustus_masked-flattened_line_66-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-flattened_line_66-processed-gene-0.84&CDS=1-1065
2800	OG0002800	YMR247C	augustus_masked-flattened_line_30-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-0.59&CDS=1-4437
2801	OG0002801	YMR250W	augustus_masked-flattened_line_2-processed-gene-3.102-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-3.102&CDS=1-1635
2802	OG0002802	YMR252C	augustus_masked-flattened_line_8-processed-gene-0.134-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-0.134&CDS=1-309
2803	OG0002803	YMR256C	snap_masked-flattened_line_78-processed-gene-0.72-mRNA-1_1&gene=snap_masked-flattened_line_78-processed-gene-0.72&CDS=1-183
2804	OG0002804	YMR258C	augustus_masked-flattened_line_78-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.32&CDS=1-1644
2805	OG0002805	YMR259C	augustus_masked-flattened_line_86-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-flattened_line_86-processed-gene-0.69&CDS=1-4023
2806	OG0002806	YMR260C	augustus_masked-flattened_line_86-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-flattened_line_86-processed-gene-0.70&CDS=1-456
2807	OG0002807	YMR262W	augustus_masked-flattened_line_86-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-flattened_line_86-processed-gene-0.49&CDS=1-885
2808	OG0002808	YMR263W	augustus_masked-flattened_line_26-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.68&CDS=1-474
2809	OG0002809	YMR264W	augustus_masked-flattened_line_26-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.69&CDS=1-624
2810	OG0002810	YMR265C	snap_masked-flattened_line_26-processed-gene-1.102-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-1.102&CDS=1-1647
2811	OG0002811	YMR268C	augustus_masked-flattened_line_42-processed-gene-0.186-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.186&CDS=1-2964
2812	OG0002812	YMR269W	augustus_masked-flattened_line_42-processed-gene-0.149-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.149&CDS=1-600
2813	OG0002813	YMR272C	augustus_masked-flattened_line_42-processed-gene-0.189-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.189&CDS=1-1140
2814	OG0002814	YMR274C	augustus_masked-flattened_line_42-processed-gene-0.191-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.191&CDS=1-867
2815	OG0002815	YMR277W	augustus_masked-flattened_line_0-processed-gene-2.91-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.91&CDS=1-2055
2816	OG0002816	YMR278W	maker-flattened_line_0-augustus-gene-2.125-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-2.125&CDS=1-1800
2817	OG0002817	YMR281W	augustus_masked-flattened_line_42-processed-gene-0.209-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.209&CDS=1-798
2818	OG0002818	YMR283C	augustus_masked-flattened_line_42-processed-gene-0.166-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.166&CDS=1-1353
2819	OG0002819	YMR284W	maker-flattened_line_34-augustus-gene-1.72-mRNA-1_1&gene=maker-flattened_line_34-augustus-gene-1.72&CDS=1-1938
2820	OG0002820	YMR285C	augustus_masked-flattened_line_26-processed-gene-1.234-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-1.234&CDS=1-1416
2821	OG0002821	YMR286W	augustus_masked-flattened_line_34-processed-gene-1.181-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-1.181&CDS=1-267
2822	OG0002822	YMR287C	augustus_masked-flattened_line_56-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.72&CDS=1-3006
2823	OG0002823	YMR288W	snap_masked-flattened_line_48-processed-gene-0.20-mRNA-1_1&gene=snap_masked-flattened_line_48-processed-gene-0.20&CDS=1-3042
2824	OG0002824	YMR289W	augustus_masked-flattened_line_58-processed-gene-0.110-mRNA-1_1&gene=augustus_masked-flattened_line_58-processed-gene-0.110&CDS=1-870
2825	OG0002825	YMR290C	augustus_masked-flattened_line_46-processed-gene-0.195-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.195&CDS=1-1083
2826	OG0002826	YMR292W	augustus_masked-flattened_line_46-processed-gene-0.196-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.196&CDS=1-1086
2827	OG0002827	YMR293C	augustus_masked-flattened_line_46-processed-gene-0.241-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.241&CDS=1-1344
2828	OG0002828	YMR294W	snap_masked-flattened_line_46-processed-gene-0.116-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-0.116&CDS=1-1044
2829	OG0002829	YMR296C	augustus_masked-flattened_line_76-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-flattened_line_76-processed-gene-0.19&CDS=1-1647
2830	OG0002830	YMR298W	augustus_masked-flattened_line_72-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-flattened_line_72-processed-gene-0.75&CDS=1-366
2831	OG0002831	YMR300C	augustus_masked-flattened_line_72-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-flattened_line_72-processed-gene-0.101&CDS=1-1554
2832	OG0002832	YMR301C	augustus_masked-flattened_line_12-processed-gene-2.133-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-2.133&CDS=1-2640
2833	OG0002833	YMR302C	genemark-flattened_line_4-processed-gene-3.67-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-3.67&CDS=1-2457
2834	OG0002834	YMR304W	augustus_masked-flattened_line_16-processed-gene-1.171-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.171&CDS=1-3636
2835	OG0002835	YMR308C	augustus_masked-flattened_line_16-processed-gene-1.216-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.216&CDS=1-3270
2836	OG0002836	YMR309C	augustus_masked-flattened_line_14-processed-gene-2.69-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-2.69&CDS=1-2754
2837	OG0002837	YMR310C	maker-flattened_line_16-augustus-gene-1.125-mRNA-1_1&gene=maker-flattened_line_16-augustus-gene-1.125&CDS=1-1164
2838	OG0002838	YMR312W	augustus_masked-flattened_line_16-processed-gene-1.176-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.176&CDS=1-774
2839	OG0002839	YMR313C	augustus_masked-flattened_line_16-processed-gene-1.220-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.220&CDS=1-1641
2840	OG0002840	YMR314W	augustus_masked-flattened_line_76-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-flattened_line_76-processed-gene-0.52&CDS=1-1266
2841	OG0002841	YMR315W	augustus_masked-flattened_line_22-processed-gene-1.153-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.153&CDS=1-1050
2842	OG0002842	YNL001W	maker-flattened_line_40-snap-gene-0.91-mRNA-1_1&gene=maker-flattened_line_40-snap-gene-0.91&CDS=1-2208
2843	OG0002843	YNL002C	augustus_masked-flattened_line_38-processed-gene-1.56-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-1.56&CDS=1-876
2844	OG0002844	YNL003C	augustus_masked-flattened_line_38-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.19&CDS=1-843
2845	OG0002845	YNL005C	augustus_masked-flattened_line_38-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.42&CDS=1-1131
2846	OG0002846	YNL006W	augustus_masked-flattened_line_38-processed-gene-1.82-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-1.82&CDS=1-900
2847	OG0002847	YNL007C	augustus_masked-flattened_line_38-processed-gene-1.58-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-1.58&CDS=1-1014
2848	OG0002848	YNL010W	maker-flattened_line_4-augustus-gene-2.60-mRNA-1_1&gene=maker-flattened_line_4-augustus-gene-2.60&CDS=1-720
2849	OG0002849	YNL011C	snap_masked-flattened_line_26-processed-gene-0.127-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.127&CDS=1-1239
2850	OG0002850	YNL014W	augustus_masked-flattened_line_0-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-0.27&CDS=1-3144
2851	OG0002851	YNL015W	augustus_masked-flattened_line_62-processed-gene-0.209-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.209&CDS=1-207
2852	OG0002852	YNL016W	augustus_masked-flattened_line_6-processed-gene-0.110-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-0.110&CDS=1-1608
2853	OG0002853	YNL021W	augustus_masked-flattened_line_56-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.13&CDS=1-2349
2854	OG0002854	YNL022C	augustus_masked-flattened_line_84-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-flattened_line_84-processed-gene-0.74&CDS=1-1344
2855	OG0002855	YNL023C	augustus_masked-flattened_line_32-processed-gene-1.79-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-1.79&CDS=1-2676
2856	OG0002856	YNL024C	augustus_masked-flattened_line_32-processed-gene-1.114-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-1.114&CDS=1-834
2857	OG0002857	YNL024C-A	augustus_masked-flattened_line_32-processed-gene-1.113-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-1.113&CDS=1-213
2858	OG0002858	YNL025C	augustus_masked-flattened_line_6-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-0.102&CDS=1-819
2859	OG0002859	YNL026W	augustus_masked-flattened_line_6-processed-gene-0.108-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-0.108&CDS=1-1425
2860	OG0002860	YNL032W	augustus_masked-flattened_line_6-processed-gene-0.105-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-0.105&CDS=1-663
2861	OG0002861	YNL035C	augustus_masked-flattened_line_56-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.50&CDS=1-1143
2862	OG0002862	YNL036W	augustus_masked-flattened_line_56-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.14&CDS=1-744
2863	OG0002863	YNL037C	maker-flattened_line_84-augustus-gene-0.75-mRNA-1_1&gene=maker-flattened_line_84-augustus-gene-0.75&CDS=1-2304
2864	OG0002864	YNL039W	augustus_masked-flattened_line_0-processed-gene-3.76-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.76&CDS=1-2244
2865	OG0002865	YNL040W	augustus_masked-flattened_line_2-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-0.95&CDS=1-1233
2866	OG0002866	YNL041C	augustus_masked-flattened_line_56-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.16&CDS=1-2199
2867	OG0002867	YNL042W	augustus_masked-flattened_line_56-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.53&CDS=1-531
2868	OG0002868	YNL044W	maker-flattened_line_56-augustus-gene-0.0-mRNA-1_1&gene=maker-flattened_line_56-augustus-gene-0.0&CDS=1-531
2869	OG0002869	YNL045W	augustus_masked-flattened_line_56-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.18&CDS=1-1950
2870	OG0002870	YNL048W	augustus_masked-flattened_line_84-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-flattened_line_84-processed-gene-0.70&CDS=1-1569
2871	OG0002871	YNL050C	maker-flattened_line_42-augustus-gene-0.6-mRNA-1_1&gene=maker-flattened_line_42-augustus-gene-0.6&CDS=1-678
2872	OG0002872	YNL051W	snap_masked-flattened_line_84-processed-gene-0.26-mRNA-1_1&gene=snap_masked-flattened_line_84-processed-gene-0.26&CDS=1-1071
2873	OG0002873	YNL054W	augustus_masked-flattened_line_48-processed-gene-0.159-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.159&CDS=1-2472
2874	OG0002874	YNL055C	genemark-flattened_line_68-processed-gene-0.73-mRNA-1_1&gene=genemark-flattened_line_68-processed-gene-0.73&CDS=1-861
2875	OG0002875	YNL059C	augustus_masked-flattened_line_14-processed-gene-1.60-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.60&CDS=1-2232
2876	OG0002876	YNL061W	augustus_masked-flattened_line_14-processed-gene-1.77-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.77&CDS=1-1863
2877	OG0002877	YNL062C	augustus_masked-flattened_line_14-processed-gene-1.61-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.61&CDS=1-1374
2878	OG0002878	YNL064C	augustus_masked-flattened_line_20-processed-gene-0.116-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-0.116&CDS=1-1230
2879	OG0002879	YNL070W	genemark-flattened_line_24-processed-gene-0.92-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-0.92&CDS=1-168
2880	OG0002880	YNL071W	augustus_masked-flattened_line_24-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.52&CDS=1-1395
2881	OG0002881	YNL072W	augustus_masked-flattened_line_24-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.51&CDS=1-906
2882	OG0002882	YNL075W	augustus_masked-flattened_line_14-processed-gene-2.10-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-2.10&CDS=1-849
2883	OG0002883	YNL081C	augustus_masked-flattened_line_122-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-flattened_line_122-processed-gene-0.24&CDS=1-357
2884	OG0002884	YNL082W	augustus_masked-flattened_line_122-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-flattened_line_122-processed-gene-0.33&CDS=1-2550
2885	OG0002885	YNL083W	augustus_masked-flattened_line_68-processed-gene-0.138-mRNA-1_1&gene=augustus_masked-flattened_line_68-processed-gene-0.138&CDS=1-1551
2886	OG0002886	YNL084C	augustus_masked-flattened_line_14-processed-gene-2.42-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-2.42&CDS=1-1140
2887	OG0002887	YNL085W	snap_masked-flattened_line_76-processed-gene-0.86-mRNA-1_1&gene=snap_masked-flattened_line_76-processed-gene-0.86&CDS=1-2229
2888	OG0002888	YNL088W	augustus_masked-flattened_line_14-processed-gene-1.95-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.95&CDS=1-4368
2889	OG0002889	YNL090W	augustus_masked-flattened_line_0-processed-gene-2.100-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.100&CDS=1-567
2890	OG0002890	YNL091W	augustus_masked-flattened_line_0-processed-gene-2.101-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.101&CDS=1-3567
2891	OG0002891	YNL094W	augustus_masked-flattened_line_50-processed-gene-0.119-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.119&CDS=1-1716
2892	OG0002892	YNL097C	snap_masked-flattened_line_147-processed-gene-0.8-mRNA-1_1&gene=snap_masked-flattened_line_147-processed-gene-0.8&CDS=1-543
2893	OG0002893	YNL099C	augustus_masked-flattened_line_8-processed-gene-2.206-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.206&CDS=1-528
2894	OG0002894	YNL102W	augustus_masked-flattened_line_12-processed-gene-1.88-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.88&CDS=1-4377
2895	OG0002895	YNL103W	augustus_masked-flattened_line_68-processed-gene-0.128-mRNA-1_1&gene=augustus_masked-flattened_line_68-processed-gene-0.128&CDS=1-954
2896	OG0002896	YNL104C	genemark-flattened_line_50-processed-gene-0.249-mRNA-1_1&gene=genemark-flattened_line_50-processed-gene-0.249&CDS=1-1827
2897	OG0002897	YNL107W	augustus_masked-flattened_line_50-processed-gene-0.114-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.114&CDS=1-624
2898	OG0002898	YNL111C	augustus_masked-flattened_line_38-processed-gene-1.88-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-1.88&CDS=1-387
2899	OG0002899	YNL112W	maker-flattened_line_50-augustus-gene-0.3-mRNA-1_1&gene=maker-flattened_line_50-augustus-gene-0.3&CDS=1-1653
2900	OG0002900	YNL113W	augustus_masked-flattened_line_50-processed-gene-0.112-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.112&CDS=1-426
2901	OG0002901	YNL115C	augustus_masked-flattened_line_0-processed-gene-2.102-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.102&CDS=1-1566
2902	OG0002902	YNL118C	augustus_masked-flattened_line_48-processed-gene-0.136-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.136&CDS=1-2727
2903	OG0002903	YNL119W	maker-flattened_line_4-augustus-gene-2.55-mRNA-1_1&gene=maker-flattened_line_4-augustus-gene-2.55&CDS=1-1314
2904	OG0002904	YNL123W	augustus_masked-flattened_line_4-processed-gene-2.64-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-2.64&CDS=1-3018
2905	OG0002905	YNL124W	augustus_masked-flattened_line_4-processed-gene-2.83-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-2.83&CDS=1-1362
2906	OG0002906	YNL126W	augustus_masked-flattened_line_4-processed-gene-2.69-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-2.69&CDS=1-2466
2907	OG0002907	YNL127W	snap_masked-flattened_line_4-processed-gene-2.114-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-2.114&CDS=1-2433
2908	OG0002908	YNL128W	augustus_masked-flattened_line_4-processed-gene-2.67-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-2.67&CDS=1-1065
2909	OG0002909	YNL129W	augustus_masked-flattened_line_4-processed-gene-2.85-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-2.85&CDS=1-699
2910	OG0002910	YNL131W	augustus_masked-flattened_line_4-processed-gene-2.86-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-2.86&CDS=1-489
2911	OG0002911	YNL132W	augustus_masked-flattened_line_4-processed-gene-2.65-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-2.65&CDS=1-3138
2912	OG0002912	YNL135C	augustus_masked-flattened_line_14-processed-gene-1.55-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.55&CDS=1-327
2913	OG0002913	YNL137C	augustus_masked-flattened_line_14-processed-gene-1.56-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.56&CDS=1-1452
2914	OG0002914	YNL138W	augustus_masked-flattened_line_14-processed-gene-1.59-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.59&CDS=1-1605
2915	OG0002915	YNL138W-A	maker-flattened_line_6-snap-gene-2.14-mRNA-1_1&gene=maker-flattened_line_6-snap-gene-2.14&CDS=1-243
2916	OG0002916	YNL139C	genemark-flattened_line_58-processed-gene-0.182-mRNA-1_1&gene=genemark-flattened_line_58-processed-gene-0.182&CDS=1-5172
2917	OG0002917	YNL142W	augustus_masked-flattened_line_8-processed-gene-2.189-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.189&CDS=1-1461
2918	OG0002918	YNL151C	augustus_masked-flattened_line_58-processed-gene-0.137-mRNA-1_1&gene=augustus_masked-flattened_line_58-processed-gene-0.137&CDS=1-711
2919	OG0002919	YNL152W	augustus_masked-flattened_line_58-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-flattened_line_58-processed-gene-0.94&CDS=1-1674
2920	OG0002920	YNL153C	maker-flattened_line_20-augustus-gene-0.141-mRNA-1_1&gene=maker-flattened_line_20-augustus-gene-0.141&CDS=1-387
2921	OG0002921	YNL155W	genemark-flattened_line_8-processed-gene-2.236-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-2.236&CDS=1-765
2922	OG0002922	YNL161W	maker-flattened_line_26-snap-gene-1.97-mRNA-1_1&gene=maker-flattened_line_26-snap-gene-1.97&CDS=1-2220
2923	OG0002923	YNL163C	augustus_masked-flattened_line_26-processed-gene-1.218-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-1.218&CDS=1-3075
2924	OG0002924	YNL166C	augustus_masked-flattened_line_26-processed-gene-1.221-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-1.221&CDS=1-621
2925	OG0002925	YNL167C	augustus_masked-flattened_line_26-processed-gene-1.228-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-1.228&CDS=1-1149
2926	OG0002926	YNL168C	augustus_masked-flattened_line_26-processed-gene-1.229-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-1.229&CDS=1-690
2927	OG0002927	YNL169C	augustus_masked-flattened_line_26-processed-gene-1.263-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-1.263&CDS=1-1626
2928	OG0002928	YNL172W	snap_masked-flattened_line_26-processed-gene-1.181-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-1.181&CDS=1-4344
2929	OG0002929	YNL173C	snap_masked-flattened_line_6-processed-gene-2.263-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-2.263&CDS=1-933
2930	OG0002930	YNL175C	augustus_masked-flattened_line_40-processed-gene-0.185-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.185&CDS=1-1134
2931	OG0002931	YNL177C	augustus_masked-flattened_line_40-processed-gene-0.187-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.187&CDS=1-855
2932	OG0002932	YNL178W	augustus_masked-flattened_line_68-processed-gene-0.112-mRNA-1_1&gene=augustus_masked-flattened_line_68-processed-gene-0.112&CDS=1-714
2933	OG0002933	YNL181W	augustus_masked-flattened_line_68-processed-gene-0.140-mRNA-1_1&gene=augustus_masked-flattened_line_68-processed-gene-0.140&CDS=1-1071
2934	OG0002934	YNL182C	augustus_masked-flattened_line_68-processed-gene-0.110-mRNA-1_1&gene=augustus_masked-flattened_line_68-processed-gene-0.110&CDS=1-1329
2935	OG0002935	YNL185C	augustus_masked-flattened_line_68-processed-gene-0.139-mRNA-1_1&gene=augustus_masked-flattened_line_68-processed-gene-0.139&CDS=1-435
2936	OG0002936	YNL186W	augustus_masked-flattened_line_68-processed-gene-0.108-mRNA-1_1&gene=augustus_masked-flattened_line_68-processed-gene-0.108&CDS=1-2433
2937	OG0002937	YNL187W	augustus_masked-flattened_line_102-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-flattened_line_102-processed-gene-0.15&CDS=1-1176
2938	OG0002938	YNL189W	augustus_masked-flattened_line_100-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-flattened_line_100-processed-gene-0.8&CDS=1-1638
2939	OG0002939	YNL191W	augustus_masked-flattened_line_16-processed-gene-1.142-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.142&CDS=1-1407
2940	OG0002940	YNL193W	augustus_masked-flattened_line_26-processed-gene-1.215-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-1.215&CDS=1-1503
2941	OG0002941	YNL201C	maker-flattened_line_8-augustus-gene-2.214-mRNA-1_1&gene=maker-flattened_line_8-augustus-gene-2.214&CDS=1-3327
2942	OG0002942	YNL202W	augustus_masked-flattened_line_8-processed-gene-2.137-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.137&CDS=1-861
2943	OG0002943	YNL206C	augustus_masked-flattened_line_64-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-flattened_line_64-processed-gene-0.86&CDS=1-1221
2944	OG0002944	YNL207W	augustus_masked-flattened_line_64-processed-gene-0.117-mRNA-1_1&gene=augustus_masked-flattened_line_64-processed-gene-0.117&CDS=1-1266
2945	OG0002945	YNL211C	augustus_masked-flattened_line_133-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-flattened_line_133-processed-gene-0.18&CDS=1-249
2946	OG0002946	YNL212W	augustus_masked-flattened_line_133-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-flattened_line_133-processed-gene-0.22&CDS=1-2382
2947	OG0002947	YNL213C	augustus_masked-flattened_line_133-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-flattened_line_133-processed-gene-0.19&CDS=1-711
