	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035665_Middelhovenomyces_tepae
2511	OG0002511	YML001W	genemark-NODE_2_length_1239734_cov_23.249_ID_1403-processed-gene-8.48-mRNA-1_1&gene=genemark-NODE_2_length_1239734_cov_23.249_ID_1403-processed-gene-8.48&CDS=1-618
2512	OG0002512	YML002W	augustus_masked-NODE_8_length_986125_cov_23.6789_ID_1757-processed-gene-7.113-mRNA-1_1&gene=augustus_masked-NODE_8_length_986125_cov_23.6789_ID_1757-processed-gene-7.113&CDS=1-3213
2513	OG0002513	YML004C	genemark-NODE_8_length_986125_cov_23.6789_ID_1757-processed-gene-1.94-mRNA-1_1&gene=genemark-NODE_8_length_986125_cov_23.6789_ID_1757-processed-gene-1.94&CDS=1-993
2514	OG0002514	YML005W	snap_masked-NODE_8_length_986125_cov_23.6789_ID_1757-processed-gene-8.272-mRNA-1_1&gene=snap_masked-NODE_8_length_986125_cov_23.6789_ID_1757-processed-gene-8.272&CDS=1-1308
2515	OG0002515	YML007W	genemark-NODE_10_length_765085_cov_24.1526_ID_2370-processed-gene-5.66-mRNA-1_1&gene=genemark-NODE_10_length_765085_cov_24.1526_ID_2370-processed-gene-5.66&CDS=1-1530
2516	OG0002516	YML008C	genemark-NODE_10_length_765085_cov_24.1526_ID_2370-processed-gene-5.85-mRNA-1_1&gene=genemark-NODE_10_length_765085_cov_24.1526_ID_2370-processed-gene-5.85&CDS=1-1125
2517	OG0002517	YML009C	genemark-NODE_6_length_1060276_cov_25.4502_ID_2229-processed-gene-9.121-mRNA-1_1&gene=genemark-NODE_6_length_1060276_cov_25.4502_ID_2229-processed-gene-9.121&CDS=1-198
2518	OG0002518	YML010W	genemark-NODE_6_length_1060276_cov_25.4502_ID_2229-processed-gene-9.158-mRNA-1_1&gene=genemark-NODE_6_length_1060276_cov_25.4502_ID_2229-processed-gene-9.158&CDS=1-3024
2519	OG0002519	YML012W	augustus_masked-NODE_6_length_1060276_cov_25.4502_ID_2229-processed-gene-9.219-mRNA-1_1&gene=augustus_masked-NODE_6_length_1060276_cov_25.4502_ID_2229-processed-gene-9.219&CDS=1-918
2520	OG0002520	YML014W	genemark-NODE_13_length_356436_cov_25.4749_ID_1823-processed-gene-2.207-mRNA-1_1&gene=genemark-NODE_13_length_356436_cov_25.4749_ID_1823-processed-gene-2.207&CDS=1-651
2521	OG0002521	YML015C	genemark-NODE_13_length_356436_cov_25.4749_ID_1823-processed-gene-2.179-mRNA-1_1&gene=genemark-NODE_13_length_356436_cov_25.4749_ID_1823-processed-gene-2.179&CDS=1-555
2522	OG0002522	YML016C	genemark-NODE_13_length_356436_cov_25.4749_ID_1823-processed-gene-2.172-mRNA-1_1&gene=genemark-NODE_13_length_356436_cov_25.4749_ID_1823-processed-gene-2.172&CDS=1-1680
2523	OG0002523	YML018C	augustus_masked-NODE_15_length_310466_cov_23.5083_ID_2788-processed-gene-2.79-mRNA-1_1&gene=augustus_masked-NODE_15_length_310466_cov_23.5083_ID_2788-processed-gene-2.79&CDS=1-1233
2524	OG0002524	YML020W	genemark-NODE_15_length_310466_cov_23.5083_ID_2788-processed-gene-2.160-mRNA-1_1&gene=genemark-NODE_15_length_310466_cov_23.5083_ID_2788-processed-gene-2.160&CDS=1-2361
2525	OG0002525	YML021C	augustus_masked-NODE_15_length_310466_cov_23.5083_ID_2788-processed-gene-2.83-mRNA-1_1&gene=augustus_masked-NODE_15_length_310466_cov_23.5083_ID_2788-processed-gene-2.83&CDS=1-1212
2526	OG0002526	YML022W	genemark-NODE_15_length_310466_cov_23.5083_ID_2788-processed-gene-2.183-mRNA-1_1&gene=genemark-NODE_15_length_310466_cov_23.5083_ID_2788-processed-gene-2.183&CDS=1-546
2527	OG0002527	YML025C	genemark-NODE_8_length_986125_cov_23.6789_ID_1757-processed-gene-4.2-mRNA-1_1&gene=genemark-NODE_8_length_986125_cov_23.6789_ID_1757-processed-gene-4.2&CDS=1-750
2528	OG0002528	YML030W	genemark-NODE_6_length_1060276_cov_25.4502_ID_2229-processed-gene-1.80-mRNA-1_1&gene=genemark-NODE_6_length_1060276_cov_25.4502_ID_2229-processed-gene-1.80&CDS=1-471
2529	OG0002529	YML031W	augustus_masked-NODE_6_length_1060276_cov_25.4502_ID_2229-processed-gene-2.108-mRNA-1_1&gene=augustus_masked-NODE_6_length_1060276_cov_25.4502_ID_2229-processed-gene-2.108&CDS=1-1779
2530	OG0002530	YML032C	genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-15.280-mRNA-1_1&gene=genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-15.280&CDS=1-1200
2531	OG0002531	YML035C	genemark-NODE_6_length_1060276_cov_25.4502_ID_2229-processed-gene-5.57-mRNA-1_1&gene=genemark-NODE_6_length_1060276_cov_25.4502_ID_2229-processed-gene-5.57&CDS=1-2553
2532	OG0002532	YML036W	genemark-NODE_4_length_1208358_cov_23.5021_ID_1139-processed-gene-3.35-mRNA-1_1&gene=genemark-NODE_4_length_1208358_cov_23.5021_ID_1139-processed-gene-3.35&CDS=1-567
2533	OG0002533	YML038C	genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-0.49-mRNA-1_1&gene=genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-0.49&CDS=1-1287
2534	OG0002534	YML042W	genemark-NODE_3_length_1219547_cov_23.6558_ID_2013-processed-gene-2.28-mRNA-1_1&gene=genemark-NODE_3_length_1219547_cov_23.6558_ID_2013-processed-gene-2.28&CDS=1-1884
2535	OG0002535	YML043C	genemark-NODE_2_length_1239734_cov_23.249_ID_1403-processed-gene-5.40-mRNA-1_1&gene=genemark-NODE_2_length_1239734_cov_23.249_ID_1403-processed-gene-5.40&CDS=1-1242
2536	OG0002536	YML048W	genemark-NODE_12_length_626086_cov_24.2041_ID_1287-processed-gene-4.10-mRNA-1_1&gene=genemark-NODE_12_length_626086_cov_24.2041_ID_1287-processed-gene-4.10&CDS=1-1191
2537	OG0002537	YML049C	genemark-NODE_12_length_626086_cov_24.2041_ID_1287-processed-gene-4.22-mRNA-1_1&gene=genemark-NODE_12_length_626086_cov_24.2041_ID_1287-processed-gene-4.22&CDS=1-3528
2538	OG0002538	YML054C	genemark-NODE_5_length_1193255_cov_22.3319_ID_1222-processed-gene-5.61-mRNA-1_1&gene=genemark-NODE_5_length_1193255_cov_22.3319_ID_1222-processed-gene-5.61&CDS=1-1734
2539	OG0002539	YML055W	snap_masked-NODE_4_length_1208358_cov_23.5021_ID_1139-processed-gene-8.117-mRNA-1_1&gene=snap_masked-NODE_4_length_1208358_cov_23.5021_ID_1139-processed-gene-8.117&CDS=1-531
2540	OG0002540	YML056C	genemark-NODE_4_length_1208358_cov_23.5021_ID_1139-processed-gene-9.27-mRNA-1_1&gene=genemark-NODE_4_length_1208358_cov_23.5021_ID_1139-processed-gene-9.27&CDS=1-1563
2541	OG0002541	YML059C	genemark-NODE_7_length_1040589_cov_22.9083_ID_1654-processed-gene-7.131-mRNA-1_1&gene=genemark-NODE_7_length_1040589_cov_22.9083_ID_1654-processed-gene-7.131&CDS=1-3870
2542	OG0002542	YML060W	genemark-NODE_7_length_1040589_cov_22.9083_ID_1654-processed-gene-8.66-mRNA-1_1&gene=genemark-NODE_7_length_1040589_cov_22.9083_ID_1654-processed-gene-8.66&CDS=1-1152
2543	OG0002543	YML061C	genemark-NODE_7_length_1040589_cov_22.9083_ID_1654-processed-gene-8.63-mRNA-1_1&gene=genemark-NODE_7_length_1040589_cov_22.9083_ID_1654-processed-gene-8.63&CDS=1-2475
2544	OG0002544	YML064C	genemark-NODE_2_length_1239734_cov_23.249_ID_1403-processed-gene-7.94-mRNA-1_1&gene=genemark-NODE_2_length_1239734_cov_23.249_ID_1403-processed-gene-7.94&CDS=1-633
2545	OG0002545	YML065W	genemark-NODE_2_length_1239734_cov_23.249_ID_1403-processed-gene-7.73-mRNA-1_1&gene=genemark-NODE_2_length_1239734_cov_23.249_ID_1403-processed-gene-7.73&CDS=1-2325
2546	OG0002546	YML067C	genemark-NODE_3_length_1219547_cov_23.6558_ID_2013-processed-gene-3.74-mRNA-1_1&gene=genemark-NODE_3_length_1219547_cov_23.6558_ID_2013-processed-gene-3.74&CDS=1-1029
2547	OG0002547	YML068W	maker-NODE_2_length_1239734_cov_23.249_ID_1403-augustus-gene-1.107-mRNA-1_1&gene=maker-NODE_2_length_1239734_cov_23.249_ID_1403-augustus-gene-1.107&CDS=1-1284
2548	OG0002548	YML069W	genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-3.58-mRNA-1_1&gene=genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-3.58&CDS=1-1656
2549	OG0002549	YML071C	genemark-NODE_10_length_765085_cov_24.1526_ID_2370-processed-gene-2.58-mRNA-1_1&gene=genemark-NODE_10_length_765085_cov_24.1526_ID_2370-processed-gene-2.58&CDS=1-1137
2550	OG0002550	YML073C	genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-6.74-mRNA-1_1&gene=genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-6.74&CDS=1-585
2551	OG0002551	YML076C	augustus_masked-NODE_9_length_851872_cov_23.7286_ID_1923-processed-gene-5.19-mRNA-1_1&gene=augustus_masked-NODE_9_length_851872_cov_23.7286_ID_1923-processed-gene-5.19&CDS=1-2427
2552	OG0002552	YML077W	genemark-NODE_10_length_765085_cov_24.1526_ID_2370-processed-gene-2.65-mRNA-1_1&gene=genemark-NODE_10_length_765085_cov_24.1526_ID_2370-processed-gene-2.65&CDS=1-468
2553	OG0002553	YML080W	genemark-NODE_10_length_765085_cov_24.1526_ID_2370-processed-gene-2.86-mRNA-1_1&gene=genemark-NODE_10_length_765085_cov_24.1526_ID_2370-processed-gene-2.86&CDS=1-1266
2554	OG0002554	YML081C-A	genemark-NODE_10_length_765085_cov_24.1526_ID_2370-processed-gene-3.65-mRNA-1_1&gene=genemark-NODE_10_length_765085_cov_24.1526_ID_2370-processed-gene-3.65&CDS=1-189
2555	OG0002555	YML085C	maker-NODE_11_length_694907_cov_23.5408_ID_3019-augustus-gene-5.264-mRNA-1_1&gene=maker-NODE_11_length_694907_cov_23.5408_ID_3019-augustus-gene-5.264&CDS=1-1362
2556	OG0002556	YML086C	genemark-NODE_4_length_1208358_cov_23.5021_ID_1139-processed-gene-0.75-mRNA-1_1&gene=genemark-NODE_4_length_1208358_cov_23.5021_ID_1139-processed-gene-0.75&CDS=1-1527
2557	OG0002557	YML088W	snap_masked-NODE_2_length_1239734_cov_23.249_ID_1403-processed-gene-2.24-mRNA-1_1&gene=snap_masked-NODE_2_length_1239734_cov_23.249_ID_1403-processed-gene-2.24&CDS=1-2067
2558	OG0002558	YML092C	genemark-NODE_2_length_1239734_cov_23.249_ID_1403-processed-gene-1.28-mRNA-1_1&gene=genemark-NODE_2_length_1239734_cov_23.249_ID_1403-processed-gene-1.28&CDS=1-750
2559	OG0002559	YML093W	genemark-NODE_2_length_1239734_cov_23.249_ID_1403-processed-gene-1.45-mRNA-1_1&gene=genemark-NODE_2_length_1239734_cov_23.249_ID_1403-processed-gene-1.45&CDS=1-2523
2560	OG0002560	YML094W	genemark-NODE_2_length_1239734_cov_23.249_ID_1403-processed-gene-1.48-mRNA-1_1&gene=genemark-NODE_2_length_1239734_cov_23.249_ID_1403-processed-gene-1.48&CDS=1-414
2561	OG0002561	YML095C	genemark-NODE_2_length_1239734_cov_23.249_ID_1403-processed-gene-1.31-mRNA-1_1&gene=genemark-NODE_2_length_1239734_cov_23.249_ID_1403-processed-gene-1.31&CDS=1-948
2562	OG0002562	YML096W	genemark-NODE_21_length_104181_cov_26.4888_ID_2982-processed-gene-0.28-mRNA-1_1&gene=genemark-NODE_21_length_104181_cov_26.4888_ID_2982-processed-gene-0.28&CDS=1-1590
2563	OG0002563	YML097C	augustus_masked-NODE_21_length_104181_cov_26.4888_ID_2982-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-NODE_21_length_104181_cov_26.4888_ID_2982-processed-gene-0.102&CDS=1-1959
2564	OG0002564	YML098W	genemark-NODE_6_length_1060276_cov_25.4502_ID_2229-processed-gene-6.17-mRNA-1_1&gene=genemark-NODE_6_length_1060276_cov_25.4502_ID_2229-processed-gene-6.17&CDS=1-447
2565	OG0002565	YML099C	augustus_masked-NODE_6_length_1060276_cov_25.4502_ID_2229-processed-gene-6.94-mRNA-1_1&gene=augustus_masked-NODE_6_length_1060276_cov_25.4502_ID_2229-processed-gene-6.94&CDS=1-2292
2566	OG0002566	YML102W	genemark-NODE_13_length_356436_cov_25.4749_ID_1823-processed-gene-1.64-mRNA-1_1&gene=genemark-NODE_13_length_356436_cov_25.4749_ID_1823-processed-gene-1.64&CDS=1-1974
2567	OG0002567	YML103C	augustus_masked-NODE_5_length_1193255_cov_22.3319_ID_1222-processed-gene-3.72-mRNA-1_1&gene=augustus_masked-NODE_5_length_1193255_cov_22.3319_ID_1222-processed-gene-3.72&CDS=1-4698
2568	OG0002568	YML104C	augustus_masked-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-12.52-mRNA-1_1&gene=augustus_masked-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-12.52&CDS=1-3636
2569	OG0002569	YML105C	genemark-NODE_8_length_986125_cov_23.6789_ID_1757-processed-gene-5.87-mRNA-1_1&gene=genemark-NODE_8_length_986125_cov_23.6789_ID_1757-processed-gene-5.87&CDS=1-834
2570	OG0002570	YML110C	genemark-NODE_3_length_1219547_cov_23.6558_ID_2013-processed-gene-4.104-mRNA-1_1&gene=genemark-NODE_3_length_1219547_cov_23.6558_ID_2013-processed-gene-4.104&CDS=1-855
2571	OG0002571	YML114C	snap_masked-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-1.4-mRNA-1_1&gene=snap_masked-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-1.4&CDS=1-1539
2572	OG0002572	YML121W	genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-6.62-mRNA-1_1&gene=genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-6.62&CDS=1-987
2573	OG0002573	YML123C	genemark-NODE_4_length_1208358_cov_23.5021_ID_1139-processed-gene-0.76-mRNA-1_1&gene=genemark-NODE_4_length_1208358_cov_23.5021_ID_1139-processed-gene-0.76&CDS=1-1716
2574	OG0002574	YML126C	genemark-NODE_2_length_1239734_cov_23.249_ID_1403-processed-gene-1.20-mRNA-1_1&gene=genemark-NODE_2_length_1239734_cov_23.249_ID_1403-processed-gene-1.20&CDS=1-1344
2575	OG0002575	YML127W	genemark-NODE_2_length_1239734_cov_23.249_ID_1403-processed-gene-1.41-mRNA-1_1&gene=genemark-NODE_2_length_1239734_cov_23.249_ID_1403-processed-gene-1.41&CDS=1-1716
2576	OG0002576	YML128C	snap_masked-NODE_2_length_1239734_cov_23.249_ID_1403-processed-gene-1.74-mRNA-1_1&gene=snap_masked-NODE_2_length_1239734_cov_23.249_ID_1403-processed-gene-1.74&CDS=1-1587
2577	OG0002577	YML129C	genemark-NODE_2_length_1239734_cov_23.249_ID_1403-processed-gene-1.25-mRNA-1_1&gene=genemark-NODE_2_length_1239734_cov_23.249_ID_1403-processed-gene-1.25&CDS=1-210
2578	OG0002578	YML130C	genemark-NODE_6_length_1060276_cov_25.4502_ID_2229-processed-gene-6.41-mRNA-1_1&gene=genemark-NODE_6_length_1060276_cov_25.4502_ID_2229-processed-gene-6.41&CDS=1-1626
2579	OG0002579	YMR001C	maker-NODE_2_length_1239734_cov_23.249_ID_1403-snap-gene-1.159-mRNA-1_1&gene=maker-NODE_2_length_1239734_cov_23.249_ID_1403-snap-gene-1.159&CDS=1-2118
2580	OG0002580	YMR002W	genemark-NODE_2_length_1239734_cov_23.249_ID_1403-processed-gene-1.4-mRNA-1_1&gene=genemark-NODE_2_length_1239734_cov_23.249_ID_1403-processed-gene-1.4&CDS=1-471
2581	OG0002581	YMR004W	augustus_masked-NODE_2_length_1239734_cov_23.249_ID_1403-processed-gene-9.27-mRNA-1_1&gene=augustus_masked-NODE_2_length_1239734_cov_23.249_ID_1403-processed-gene-9.27&CDS=1-2262
2582	OG0002582	YMR005W	genemark-NODE_2_length_1239734_cov_23.249_ID_1403-processed-gene-9.129-mRNA-1_1&gene=genemark-NODE_2_length_1239734_cov_23.249_ID_1403-processed-gene-9.129&CDS=1-1002
2583	OG0002583	YMR009W	genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-11.99-mRNA-1_1&gene=genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-11.99&CDS=1-507
2584	OG0002584	YMR010W	genemark-NODE_5_length_1193255_cov_22.3319_ID_1222-processed-gene-0.51-mRNA-1_1&gene=genemark-NODE_5_length_1193255_cov_22.3319_ID_1222-processed-gene-0.51&CDS=1-1155
2585	OG0002585	YMR012W	genemark-NODE_5_length_1193255_cov_22.3319_ID_1222-processed-gene-6.92-mRNA-1_1&gene=genemark-NODE_5_length_1193255_cov_22.3319_ID_1222-processed-gene-6.92&CDS=1-3573
2586	OG0002586	YMR013C	genemark-NODE_4_length_1208358_cov_23.5021_ID_1139-processed-gene-2.76-mRNA-1_1&gene=genemark-NODE_4_length_1208358_cov_23.5021_ID_1139-processed-gene-2.76&CDS=1-1632
2587	OG0002587	YMR014W	genemark-NODE_4_length_1208358_cov_23.5021_ID_1139-processed-gene-3.16-mRNA-1_1&gene=genemark-NODE_4_length_1208358_cov_23.5021_ID_1139-processed-gene-3.16&CDS=1-1374
2588	OG0002588	YMR015C	genemark-NODE_3_length_1219547_cov_23.6558_ID_2013-processed-gene-7.25-mRNA-1_1&gene=genemark-NODE_3_length_1219547_cov_23.6558_ID_2013-processed-gene-7.25&CDS=1-1590
2589	OG0002589	YMR019W	genemark-NODE_10_length_765085_cov_24.1526_ID_2370-processed-gene-5.80-mRNA-1_1&gene=genemark-NODE_10_length_765085_cov_24.1526_ID_2370-processed-gene-5.80&CDS=1-2271
2590	OG0002590	YMR022W	maker-NODE_6_length_1060276_cov_25.4502_ID_2229-snap-gene-5.107-mRNA-1_1&gene=maker-NODE_6_length_1060276_cov_25.4502_ID_2229-snap-gene-5.107&CDS=1-510
2591	OG0002591	YMR023C	genemark-NODE_6_length_1060276_cov_25.4502_ID_2229-processed-gene-3.88-mRNA-1_1&gene=genemark-NODE_6_length_1060276_cov_25.4502_ID_2229-processed-gene-3.88&CDS=1-1494
2592	OG0002592	YMR024W	genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-12.35-mRNA-1_1&gene=genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-12.35&CDS=1-1074
2593	OG0002593	YMR026C	genemark-NODE_16_length_288003_cov_22.4727_ID_2322-processed-gene-0.29-mRNA-1_1&gene=genemark-NODE_16_length_288003_cov_22.4727_ID_2322-processed-gene-0.29&CDS=1-1242
2594	OG0002594	YMR027W	genemark-NODE_8_length_986125_cov_23.6789_ID_1757-processed-gene-6.69-mRNA-1_1&gene=genemark-NODE_8_length_986125_cov_23.6789_ID_1757-processed-gene-6.69&CDS=1-1362
2595	OG0002595	YMR028W	genemark-NODE_8_length_986125_cov_23.6789_ID_1757-processed-gene-6.97-mRNA-1_1&gene=genemark-NODE_8_length_986125_cov_23.6789_ID_1757-processed-gene-6.97&CDS=1-993
2596	OG0002596	YMR029C	genemark-NODE_18_length_247728_cov_23.5958_ID_2634-processed-gene-1.142-mRNA-1_1&gene=genemark-NODE_18_length_247728_cov_23.5958_ID_2634-processed-gene-1.142&CDS=1-1683
2597	OG0002597	YMR032W	genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-11.71-mRNA-1_1&gene=genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-11.71&CDS=1-2283
2598	OG0002598	YMR033W	genemark-NODE_7_length_1040589_cov_22.9083_ID_1654-processed-gene-8.65-mRNA-1_1&gene=genemark-NODE_7_length_1040589_cov_22.9083_ID_1654-processed-gene-8.65&CDS=1-1395
2599	OG0002599	YMR034C	genemark-NODE_7_length_1040589_cov_22.9083_ID_1654-processed-gene-8.62-mRNA-1_1&gene=genemark-NODE_7_length_1040589_cov_22.9083_ID_1654-processed-gene-8.62&CDS=1-1299
2600	OG0002600	YMR035W	genemark-NODE_7_length_1040589_cov_22.9083_ID_1654-processed-gene-8.64-mRNA-1_1&gene=genemark-NODE_7_length_1040589_cov_22.9083_ID_1654-processed-gene-8.64&CDS=1-519
2601	OG0002601	YMR036C	genemark-NODE_7_length_1040589_cov_22.9083_ID_1654-processed-gene-8.86-mRNA-1_1&gene=genemark-NODE_7_length_1040589_cov_22.9083_ID_1654-processed-gene-8.86&CDS=1-1653
2602	OG0002602	YMR038C	genemark-NODE_12_length_626086_cov_24.2041_ID_1287-processed-gene-3.25-mRNA-1_1&gene=genemark-NODE_12_length_626086_cov_24.2041_ID_1287-processed-gene-3.25&CDS=1-711
2603	OG0002603	YMR041C	augustus_masked-NODE_12_length_626086_cov_24.2041_ID_1287-processed-gene-3.103-mRNA-1_1&gene=augustus_masked-NODE_12_length_626086_cov_24.2041_ID_1287-processed-gene-3.103&CDS=1-1005
2604	OG0002604	YMR048W	genemark-NODE_12_length_626086_cov_24.2041_ID_1287-processed-gene-0.62-mRNA-1_1&gene=genemark-NODE_12_length_626086_cov_24.2041_ID_1287-processed-gene-0.62&CDS=1-1074
2605	OG0002605	YMR049C	genemark-NODE_4_length_1208358_cov_23.5021_ID_1139-processed-gene-3.24-mRNA-1_1&gene=genemark-NODE_4_length_1208358_cov_23.5021_ID_1139-processed-gene-3.24&CDS=1-2349
2606	OG0002606	YMR055C	genemark-NODE_10_length_765085_cov_24.1526_ID_2370-processed-gene-3.74-mRNA-1_1&gene=genemark-NODE_10_length_765085_cov_24.1526_ID_2370-processed-gene-3.74&CDS=1-1032
2607	OG0002607	YMR058W	genemark-NODE_11_length_694907_cov_23.5408_ID_3019-processed-gene-0.47-mRNA-1_1&gene=genemark-NODE_11_length_694907_cov_23.5408_ID_3019-processed-gene-0.47&CDS=1-1848
2608	OG0002608	YMR059W	genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-15.260-mRNA-1_1&gene=genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-15.260&CDS=1-351
2609	OG0002609	YMR060C	snap_masked-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-15.6-mRNA-1_1&gene=snap_masked-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-15.6&CDS=1-903
2610	OG0002610	YMR061W	genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-15.259-mRNA-1_1&gene=genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-15.259&CDS=1-2382
2611	OG0002611	YMR062C	genemark-NODE_8_length_986125_cov_23.6789_ID_1757-processed-gene-5.89-mRNA-1_1&gene=genemark-NODE_8_length_986125_cov_23.6789_ID_1757-processed-gene-5.89&CDS=1-1371
2612	OG0002612	YMR063W	genemark-NODE_7_length_1040589_cov_22.9083_ID_1654-processed-gene-8.100-mRNA-1_1&gene=genemark-NODE_7_length_1040589_cov_22.9083_ID_1654-processed-gene-8.100&CDS=1-1698
2613	OG0002613	YMR065W	augustus_masked-NODE_16_length_288003_cov_22.4727_ID_2322-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-NODE_16_length_288003_cov_22.4727_ID_2322-processed-gene-0.101&CDS=1-1338
2614	OG0002614	YMR066W	augustus_masked-NODE_11_length_694907_cov_23.5408_ID_3019-processed-gene-1.28-mRNA-1_1&gene=augustus_masked-NODE_11_length_694907_cov_23.5408_ID_3019-processed-gene-1.28&CDS=1-2223
2615	OG0002615	YMR067C	genemark-NODE_11_length_694907_cov_23.5408_ID_3019-processed-gene-1.55-mRNA-1_1&gene=genemark-NODE_11_length_694907_cov_23.5408_ID_3019-processed-gene-1.55&CDS=1-1416
2616	OG0002616	YMR068W	maker-NODE_16_length_288003_cov_22.4727_ID_2322-augustus-gene-1.92-mRNA-1_1&gene=maker-NODE_16_length_288003_cov_22.4727_ID_2322-augustus-gene-1.92&CDS=1-900
2617	OG0002617	YMR071C	maker-NODE_5_length_1193255_cov_22.3319_ID_1222-snap-gene-4.53-mRNA-1_1&gene=maker-NODE_5_length_1193255_cov_22.3319_ID_1222-snap-gene-4.53&CDS=1-444
2618	OG0002618	YMR073C	genemark-NODE_6_length_1060276_cov_25.4502_ID_2229-processed-gene-3.56-mRNA-1_1&gene=genemark-NODE_6_length_1060276_cov_25.4502_ID_2229-processed-gene-3.56&CDS=1-528
2619	OG0002619	YMR074C	genemark-NODE_2_length_1239734_cov_23.249_ID_1403-processed-gene-0.75-mRNA-1_1&gene=genemark-NODE_2_length_1239734_cov_23.249_ID_1403-processed-gene-0.75&CDS=1-387
2620	OG0002620	YMR075W	maker-NODE_8_length_986125_cov_23.6789_ID_1757-snap-gene-5.60-mRNA-1_1&gene=maker-NODE_8_length_986125_cov_23.6789_ID_1757-snap-gene-5.60&CDS=1-1989
2621	OG0002621	YMR076C	augustus_masked-NODE_8_length_986125_cov_23.6789_ID_1757-processed-gene-5.25-mRNA-1_1&gene=augustus_masked-NODE_8_length_986125_cov_23.6789_ID_1757-processed-gene-5.25&CDS=1-3696
2622	OG0002622	YMR077C	genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-15.231-mRNA-1_1&gene=genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-15.231&CDS=1-624
2623	OG0002623	YMR078C	genemark-NODE_4_length_1208358_cov_23.5021_ID_1139-processed-gene-2.65-mRNA-1_1&gene=genemark-NODE_4_length_1208358_cov_23.5021_ID_1139-processed-gene-2.65&CDS=1-2160
2624	OG0002624	YMR079W	genemark-NODE_4_length_1208358_cov_23.5021_ID_1139-processed-gene-7.91-mRNA-1_1&gene=genemark-NODE_4_length_1208358_cov_23.5021_ID_1139-processed-gene-7.91&CDS=1-1005
2625	OG0002625	YMR080C	genemark-NODE_14_length_356149_cov_25.4901_ID_2492-processed-gene-2.80-mRNA-1_1&gene=genemark-NODE_14_length_356149_cov_25.4901_ID_2492-processed-gene-2.80&CDS=1-3225
2626	OG0002626	YMR090W	genemark-NODE_6_length_1060276_cov_25.4502_ID_2229-processed-gene-8.76-mRNA-1_1&gene=genemark-NODE_6_length_1060276_cov_25.4502_ID_2229-processed-gene-8.76&CDS=1-717
2627	OG0002627	YMR091C	genemark-NODE_11_length_694907_cov_23.5408_ID_3019-processed-gene-4.116-mRNA-1_1&gene=genemark-NODE_11_length_694907_cov_23.5408_ID_3019-processed-gene-4.116&CDS=1-1572
2628	OG0002628	YMR092C	genemark-NODE_4_length_1208358_cov_23.5021_ID_1139-processed-gene-3.29-mRNA-1_1&gene=genemark-NODE_4_length_1208358_cov_23.5021_ID_1139-processed-gene-3.29&CDS=1-1758
2629	OG0002629	YMR093W	genemark-NODE_4_length_1208358_cov_23.5021_ID_1139-processed-gene-3.7-mRNA-1_1&gene=genemark-NODE_4_length_1208358_cov_23.5021_ID_1139-processed-gene-3.7&CDS=1-1479
2630	OG0002630	YMR097C	genemark-NODE_4_length_1208358_cov_23.5021_ID_1139-processed-gene-3.11-mRNA-1_1&gene=genemark-NODE_4_length_1208358_cov_23.5021_ID_1139-processed-gene-3.11&CDS=1-987
2631	OG0002631	YMR098C	snap_masked-NODE_4_length_1208358_cov_23.5021_ID_1139-processed-gene-3.56-mRNA-1_1&gene=snap_masked-NODE_4_length_1208358_cov_23.5021_ID_1139-processed-gene-3.56&CDS=1-2016
