	OrthologID	Nakaseomyces_nivariensis	Saccharomyces_cerevisiae
3733	OG0003733	snap_masked-CANI0S22-processed-gene-4.49-mRNA-1_1&gene=snap_masked-CANI0S22-processed-gene-4.49&CDS=1-663	YIL010W
3734	OG0003734	snap_masked-CANI0S22-processed-gene-4.50-mRNA-1_1&gene=snap_masked-CANI0S22-processed-gene-4.50&CDS=1-732	YIL011W
3735	OG0003735	snap_masked-CANI0S22-processed-gene-4.18-mRNA-1_1&gene=snap_masked-CANI0S22-processed-gene-4.18&CDS=1-270	YGR181W
3736	OG0003736	maker-CANI0S22-augustus-gene-4.4-mRNA-1_1&gene=maker-CANI0S22-augustus-gene-4.4&CDS=1-5994	YGR184C
3737	OG0003737	snap_masked-CANI0S22-processed-gene-4.55-mRNA-1_1&gene=snap_masked-CANI0S22-processed-gene-4.55&CDS=1-1197	YGR185C
3738	OG0003738	snap_masked-CANI0S22-processed-gene-4.56-mRNA-1_1&gene=snap_masked-CANI0S22-processed-gene-4.56&CDS=1-975	YER016W
3739	OG0003739	snap_masked-CANI0S22-processed-gene-4.57-mRNA-1_1&gene=snap_masked-CANI0S22-processed-gene-4.57&CDS=1-2229	YER015W
3740	OG0003740	snap_masked-CANI0S22-processed-gene-4.59-mRNA-1_1&gene=snap_masked-CANI0S22-processed-gene-4.59&CDS=1-1614	YER014W
3741	OG0003741	snap_masked-CANI0S22-processed-gene-4.60-mRNA-1_1&gene=snap_masked-CANI0S22-processed-gene-4.60&CDS=1-3417	YER013W
3742	OG0003742	snap_masked-CANI0S22-processed-gene-4.61-mRNA-1_1&gene=snap_masked-CANI0S22-processed-gene-4.61&CDS=1-582	YER012W
3743	OG0003743	snap_masked-CANI0S22-processed-gene-4.21-mRNA-1_1&gene=snap_masked-CANI0S22-processed-gene-4.21&CDS=1-702	YER010C
3744	OG0003744	augustus_masked-CANI0S22-processed-gene-4.140-mRNA-1_1&gene=augustus_masked-CANI0S22-processed-gene-4.140&CDS=1-369	YER009W
3745	OG0003745	snap_masked-CANI0S22-processed-gene-4.23-mRNA-1_1&gene=snap_masked-CANI0S22-processed-gene-4.23&CDS=1-4128	YER008C
3746	OG0003746	augustus_masked-CANI0S22-processed-gene-4.141-mRNA-1_1&gene=augustus_masked-CANI0S22-processed-gene-4.141&CDS=1-1500	YER007W
3747	OG0003747	snap_masked-CANI0S22-processed-gene-4.63-mRNA-1_1&gene=snap_masked-CANI0S22-processed-gene-4.63&CDS=1-1542	YER006W
3748	OG0003748	snap_masked-CANI0S22-processed-gene-4.64-mRNA-1_1&gene=snap_masked-CANI0S22-processed-gene-4.64&CDS=1-1920	YER005W
3749	OG0003749	snap_masked-CANI0S22-processed-gene-4.66-mRNA-1_1&gene=snap_masked-CANI0S22-processed-gene-4.66&CDS=1-2856	YDR006C
3750	OG0003750	genemark-CANI0S22-processed-gene-4.172-mRNA-1_1&gene=genemark-CANI0S22-processed-gene-4.172&CDS=1-642	YDR007W
3751	OG0003751	snap_masked-CANI0S22-processed-gene-4.27-mRNA-1_1&gene=snap_masked-CANI0S22-processed-gene-4.27&CDS=1-834	YGL224C
3752	OG0003752	snap_masked-CANI0S22-processed-gene-4.68-mRNA-1_1&gene=snap_masked-CANI0S22-processed-gene-4.68&CDS=1-981	YGL225W
3753	OG0003753	snap_masked-CANI0S22-processed-gene-4.28-mRNA-1_1&gene=snap_masked-CANI0S22-processed-gene-4.28&CDS=1-3051	YKL197C
3754	OG0003754	snap_masked-CANI0S22-processed-gene-4.73-mRNA-1_1&gene=snap_masked-CANI0S22-processed-gene-4.73&CDS=1-3177	YKL205W
3755	OG0003755	snap_masked-CANI0S22-processed-gene-4.31-mRNA-1_1&gene=snap_masked-CANI0S22-processed-gene-4.31&CDS=1-867	YKL206C
3756	OG0003756	snap_masked-CANI0S22-processed-gene-4.74-mRNA-1_1&gene=snap_masked-CANI0S22-processed-gene-4.74&CDS=1-1152	YJR072C
3757	OG0003757	snap_masked-CANI0S22-processed-gene-4.75-mRNA-1_1&gene=snap_masked-CANI0S22-processed-gene-4.75&CDS=1-804	YKL207W
3758	OG0003758	snap_masked-CANI0S22-processed-gene-4.32-mRNA-1_1&gene=snap_masked-CANI0S22-processed-gene-4.32&CDS=1-3696	YKL209C
3759	OG0003759	snap_masked-CANI0S22-processed-gene-4.76-mRNA-1_1&gene=snap_masked-CANI0S22-processed-gene-4.76&CDS=1-3039	YKL210W
3760	OG0003760	snap_masked-CANI0S22-processed-gene-4.77-mRNA-1_1&gene=snap_masked-CANI0S22-processed-gene-4.77&CDS=1-1836	YKL212W
3761	OG0003761	snap_masked-CANI0S22-processed-gene-4.34-mRNA-1_1&gene=snap_masked-CANI0S22-processed-gene-4.34&CDS=1-2133	YKL213C
3762	OG0003762	maker-CANI0S22-augustus-gene-4.3-mRNA-1_1&gene=maker-CANI0S22-augustus-gene-4.3&CDS=1-516	YKL214C
3763	OG0003763	augustus_masked-CANI0S22-processed-gene-4.116-mRNA-1_1&gene=augustus_masked-CANI0S22-processed-gene-4.116&CDS=1-3840	YKL215C
3764	OG0003764	snap_masked-CANI0S25-processed-gene-0.25-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-0.25&CDS=1-2154	YJL061W
3765	OG0003765	snap_masked-CANI0S25-processed-gene-0.26-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-0.26&CDS=1-2544	YJL062W
3766	OG0003766	snap_masked-CANI0S25-processed-gene-0.27-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-0.27&CDS=1-255	YJL062W-A
3767	OG0003767	snap_masked-CANI0S25-processed-gene-0.2-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-0.2&CDS=1-717	YJL063C
3768	OG0003768	snap_masked-CANI0S25-processed-gene-0.3-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-0.3&CDS=1-690	YJL065C
3769	OG0003769	snap_masked-CANI0S25-processed-gene-0.4-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-0.4&CDS=1-903	YJL066C
3770	OG0003770	snap_masked-CANI0S25-processed-gene-0.5-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-0.5&CDS=1-885	YJL068C
3771	OG0003771	snap_masked-CANI0S25-processed-gene-0.6-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-0.6&CDS=1-1815	YJL069C
3772	OG0003772	snap_masked-CANI0S25-processed-gene-0.7-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-0.7&CDS=1-2583	YJL070C
3773	OG0003773	augustus_masked-CANI0S25-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-CANI0S25-processed-gene-0.74&CDS=1-1740	YJL071W
3774	OG0003774	snap_masked-CANI0S25-processed-gene-0.8-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-0.8&CDS=1-651	YJL072C
3775	OG0003775	snap_masked-CANI0S25-processed-gene-0.29-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-0.29&CDS=1-1968	YJL073W
3776	OG0003776	snap_masked-CANI0S25-processed-gene-0.9-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-0.9&CDS=1-3666	YJL074C
3777	OG0003777	snap_masked-CANI0S25-processed-gene-0.30-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-0.30&CDS=1-4575	YJL076W
3778	OG0003778	snap_masked-CANI0S25-processed-gene-0.31-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-0.31&CDS=1-1395	YLR163C
3779	OG0003779	snap_masked-CANI0S25-processed-gene-0.32-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-0.32&CDS=1-699	YLR165C
3780	OG0003780	snap_masked-CANI0S25-processed-gene-0.33-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-0.33&CDS=1-2469	YLR166C
3781	OG0003781	snap_masked-CANI0S25-processed-gene-0.10-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-0.10&CDS=1-600	YGL200C
3782	OG0003782	snap_masked-CANI0S25-processed-gene-0.11-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-0.11&CDS=1-1695	YKL100C
3783	OG0003783	snap_masked-CANI0S25-processed-gene-0.34-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-0.34&CDS=1-4392	YKL101W
3784	OG0003784	snap_masked-CANI0S25-processed-gene-0.12-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-0.12&CDS=1-1530	YKL103C
3785	OG0003785	snap_masked-CANI0S25-processed-gene-0.13-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-0.13&CDS=1-2169	YKL104C
3786	OG0003786	snap_masked-CANI0S25-processed-gene-0.35-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-0.35&CDS=1-1329	YKL106W
3787	OG0003787	maker-CANI0S25-snap-gene-0.51-mRNA-1_1&gene=maker-CANI0S25-snap-gene-0.51&CDS=1-996	YKL108W
3788	OG0003788	snap_masked-CANI0S25-processed-gene-0.14-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-0.14&CDS=1-879	YKL110C
3789	OG0003789	snap_masked-CANI0S25-processed-gene-0.15-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-0.15&CDS=1-663	YIR017C
3790	OG0003790	augustus_masked-CANI0S25-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-CANI0S25-processed-gene-0.83&CDS=1-747	YIR014W
3791	OG0003791	snap_masked-CANI0S25-processed-gene-0.16-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-0.16&CDS=1-1143	YIR018W
3792	OG0003792	snap_masked-CANI0S25-processed-gene-0.17-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-0.17&CDS=1-519	YMR009W
3793	OG0003793	snap_masked-CANI0S25-processed-gene-0.18-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-0.18&CDS=1-1302	YMR010W
3794	OG0003794	snap_masked-CANI0S25-processed-gene-0.19-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-0.19&CDS=1-1503	YHL021C
3795	OG0003795	snap_masked-CANI0S25-processed-gene-0.21-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-0.21&CDS=1-990	YOR261C
3796	OG0003796	snap_masked-CANI0S25-processed-gene-0.42-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-0.42&CDS=1-1593	YOR260W
3797	OG0003797	snap_masked-CANI0S25-processed-gene-0.22-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-0.22&CDS=1-1320	YOR259C
3798	OG0003798	snap_masked-CANI0S25-processed-gene-0.43-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-0.43&CDS=1-630	YOR258W
3799	OG0003799	snap_masked-CANI0S25-processed-gene-0.44-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-0.44&CDS=1-486	YOR257W
3800	OG0003800	snap_masked-CANI0S25-processed-gene-1.99-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-1.99&CDS=1-735	YOR255W
3801	OG0003801	snap_masked-CANI0S25-processed-gene-1.100-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-1.100&CDS=1-504	YOR253W
3802	OG0003802	snap_masked-CANI0S25-processed-gene-1.101-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-1.101&CDS=1-570	YOR252W
3803	OG0003803	snap_masked-CANI0S25-processed-gene-1.95-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-1.95&CDS=1-903	YOR251C
3804	OG0003804	snap_masked-CANI0S25-processed-gene-1.96-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-1.96&CDS=1-1353	YOR250C
3805	OG0003805	augustus_masked-CANI0S25-processed-gene-1.2-mRNA-1_1&gene=augustus_masked-CANI0S25-processed-gene-1.2&CDS=1-1962	YOR249C
3806	OG0003806	snap_masked-CANI0S25-processed-gene-1.98-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-1.98&CDS=1-978	YOR246C
3807	OG0003807	snap_masked-CANI0S25-processed-gene-1.103-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-1.103&CDS=1-3270	YPL160W
3808	OG0003808	snap_masked-CANI0S25-processed-gene-1.104-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-1.104&CDS=1-1293	YOR245C
3809	OG0003809	snap_masked-CANI0S25-processed-gene-1.124-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-1.124&CDS=1-1365	YOR244W
3810	OG0003810	snap_masked-CANI0S25-processed-gene-1.105-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-1.105&CDS=1-2001	YOR243C
3811	OG0003811	snap_masked-CANI0S25-processed-gene-1.106-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-1.106&CDS=1-1071	YOR242C
3812	OG0003812	snap_masked-CANI0S25-processed-gene-1.125-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-1.125&CDS=1-1494	YOR241W
3813	OG0003813	snap_masked-CANI0S25-processed-gene-1.126-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-1.126&CDS=1-963	YOR239W
3814	OG0003814	snap_masked-CANI0S25-processed-gene-1.112-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-1.112&CDS=1-666	YOR236W
3815	OG0003815	snap_masked-CANI0S25-processed-gene-1.130-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-1.130&CDS=1-1437	YGL192W
3816	OG0003816	snap_masked-CANI0S25-processed-gene-1.113-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-1.113&CDS=1-1350	YGL194C
3817	OG0003817	snap_masked-CANI0S25-processed-gene-1.114-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-1.114&CDS=1-1818	YNL008C
3818	OG0003818	snap_masked-CANI0S25-processed-gene-1.131-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-1.131&CDS=1-1776	YMR120C
3819	OG0003819	snap_masked-CANI0S25-processed-gene-1.116-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-1.116&CDS=1-2253	YFR013W
3820	OG0003820	snap_masked-CANI0S25-processed-gene-1.135-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-1.135&CDS=1-2964	YFR016C
3821	OG0003821	snap_masked-CANI0S25-processed-gene-1.117-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-1.117&CDS=1-2019	YPL116W
3822	OG0003822	snap_masked-CANI0S25-processed-gene-1.138-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-1.138&CDS=1-3363	YPL115C
3823	OG0003823	maker-CANI0S25-augustus-gene-1.94-mRNA-1_1&gene=maker-CANI0S25-augustus-gene-1.94&CDS=1-5595	YPL110C
3824	OG0003824	augustus_masked-CANI0S25-processed-gene-1.40-mRNA-1_1&gene=augustus_masked-CANI0S25-processed-gene-1.40&CDS=1-972	YPL111W
3825	OG0003825	augustus_masked-CANI0S25-processed-gene-1.23-mRNA-1_1&gene=augustus_masked-CANI0S25-processed-gene-1.23&CDS=1-1131	YPL113C
3826	OG0003826	augustus_masked-CANI0S25-processed-gene-1.41-mRNA-1_1&gene=augustus_masked-CANI0S25-processed-gene-1.41&CDS=1-765	YOR194C
3827	OG0003827	snap_masked-CANI0S25-processed-gene-1.121-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-1.121&CDS=1-474	YPL108W
3828	OG0003828	snap_masked-CANI0S25-processed-gene-1.122-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-1.122&CDS=1-669	YPL107W
3829	OG0003829	snap_masked-CANI0S25-processed-gene-1.123-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-1.123&CDS=1-1995	YPL104W
3830	OG0003830	snap_masked-CANI0S25-processed-gene-1.141-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-1.141&CDS=1-1314	YPL103C
3831	OG0003831	snap_masked-CANI0S25-processed-gene-2.99-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-2.99&CDS=1-1407	YPL101W
3832	OG0003832	snap_masked-CANI0S25-processed-gene-2.100-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-2.100&CDS=1-1350	YPL100W
3833	OG0003833	snap_masked-CANI0S25-processed-gene-2.104-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-2.104&CDS=1-498	YPL099C
3834	OG0003834	snap_masked-CANI0S25-processed-gene-2.105-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-2.105&CDS=1-339	YPL098C
3835	OG0003835	snap_masked-CANI0S25-processed-gene-2.101-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-2.101&CDS=1-1347	YPL097W
3836	OG0003836	snap_masked-CANI0S25-processed-gene-2.106-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-2.106&CDS=1-216	YPL096C-A
3837	OG0003837	snap_masked-CANI0S25-processed-gene-2.102-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-2.102&CDS=1-1044	YPL096W
3838	OG0003838	snap_masked-CANI0S25-processed-gene-2.107-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-2.107&CDS=1-825	YPL094C
3839	OG0003839	snap_masked-CANI0S25-processed-gene-2.103-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-2.103&CDS=1-822	YPL117C
3840	OG0003840	snap_masked-CANI0S25-processed-gene-2.108-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-2.108&CDS=1-1026	YPL118W
3841	OG0003841	augustus_masked-CANI0S25-processed-gene-2.82-mRNA-1_1&gene=augustus_masked-CANI0S25-processed-gene-2.82&CDS=1-1572	YPL120W
3842	OG0003842	snap_masked-CANI0S25-processed-gene-2.110-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-2.110&CDS=1-591	YPL121C
3843	OG0003843	snap_masked-CANI0S25-processed-gene-2.111-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-2.111&CDS=1-1521	YPL122C
3844	OG0003844	snap_masked-CANI0S25-processed-gene-2.112-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-2.112&CDS=1-1332	YPL123C
3845	OG0003845	snap_masked-CANI0S25-processed-gene-2.131-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-2.131&CDS=1-3084	YPL125W
3846	OG0003846	snap_masked-CANI0S25-processed-gene-2.132-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-2.132&CDS=1-2583	YPL126W
3847	OG0003847	snap_masked-CANI0S25-processed-gene-2.113-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-2.113&CDS=1-720	YPL127C
3848	OG0003848	snap_masked-CANI0S25-processed-gene-2.114-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-2.114&CDS=1-1557	YPL128C
3849	OG0003849	snap_masked-CANI0S25-processed-gene-2.133-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-2.133&CDS=1-726	YPL129W
3850	OG0003850	snap_masked-CANI0S25-processed-gene-2.134-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-2.134&CDS=1-819	YPL130W
3851	OG0003851	snap_masked-CANI0S25-processed-gene-2.135-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-2.135&CDS=1-891	YPL131W
3852	OG0003852	snap_masked-CANI0S25-processed-gene-2.136-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-2.136&CDS=1-828	YPL132W
3853	OG0003853	snap_masked-CANI0S25-processed-gene-2.115-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-2.115&CDS=1-1323	YPL133C
3854	OG0003854	snap_masked-CANI0S25-processed-gene-2.137-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-2.137&CDS=1-471	YPL135W
3855	OG0003855	snap_masked-CANI0S25-processed-gene-2.117-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-2.117&CDS=1-1083	YPL138C
3856	OG0003856	snap_masked-CANI0S25-processed-gene-2.139-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-2.139&CDS=1-354	YPL144W
3857	OG0003857	snap_masked-CANI0S25-processed-gene-2.121-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-2.121&CDS=1-1329	YPL146C
3858	OG0003858	snap_masked-CANI0S25-processed-gene-2.140-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-2.140&CDS=1-2559	YPL147W
3859	OG0003859	snap_masked-CANI0S25-processed-gene-2.141-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-2.141&CDS=1-798	YPL149W
3860	OG0003860	snap_masked-CANI0S25-processed-gene-2.142-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-2.142&CDS=1-2697	YPL150W
3861	OG0003861	snap_masked-CANI0S25-processed-gene-2.123-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-2.123&CDS=1-1176	YPL151C
3862	OG0003862	snap_masked-CANI0S25-processed-gene-2.143-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-2.143&CDS=1-1074	YPL152W
3863	OG0003863	snap_masked-CANI0S25-processed-gene-2.124-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-2.124&CDS=1-2298	YPL153C
3864	OG0003864	snap_masked-CANI0S25-processed-gene-2.125-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-2.125&CDS=1-1221	YPL154C
3865	OG0003865	augustus_masked-CANI0S25-processed-gene-2.76-mRNA-1_1&gene=augustus_masked-CANI0S25-processed-gene-2.76&CDS=1-1884	YPL155C
3866	OG0003866	snap_masked-CANI0S25-processed-gene-2.126-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-2.126&CDS=1-702	YPL156C
3867	OG0003867	snap_masked-CANI0S25-processed-gene-2.146-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-2.146&CDS=1-945	YPL157W
3868	OG0003868	augustus_masked-CANI0S25-processed-gene-2.78-mRNA-1_1&gene=augustus_masked-CANI0S25-processed-gene-2.78&CDS=1-2151	YPL158C
3869	OG0003869	snap_masked-CANI0S25-processed-gene-2.128-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-2.128&CDS=1-741	YPL159C
3870	OG0003870	genemark-CANI0S25-processed-gene-2.31-mRNA-1_1&gene=genemark-CANI0S25-processed-gene-2.31&CDS=1-831	YPL162C
3871	OG0003871	augustus_masked-CANI0S25-processed-gene-2.96-mRNA-1_1&gene=augustus_masked-CANI0S25-processed-gene-2.96&CDS=1-4428	YPL167C
3872	OG0003872	augustus_masked-CANI0S25-processed-gene-2.81-mRNA-1_1&gene=augustus_masked-CANI0S25-processed-gene-2.81&CDS=1-654	YPL166W
3873	OG0003873	snap_masked-CANI0S25-processed-gene-2.148-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-2.148&CDS=1-1170	YPL165C
3874	OG0003874	snap_masked-CANI0S25-processed-gene-2.149-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-2.149&CDS=1-2205	YPL164C
3875	OG0003875	snap_masked-CANI0S25-processed-gene-3.3-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-3.3&CDS=1-2862	YBR073W
3876	OG0003876	augustus_masked-CANI0S25-processed-gene-3.39-mRNA-1_1&gene=augustus_masked-CANI0S25-processed-gene-3.39&CDS=1-2829	YBR074W
3877	OG0003877	snap_masked-CANI0S25-processed-gene-3.5-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-3.5&CDS=1-1122	YBR076W
3878	OG0003878	snap_masked-CANI0S25-processed-gene-3.21-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-3.21&CDS=1-462	YBR077C
3879	OG0003879	snap_masked-CANI0S25-processed-gene-3.22-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-3.22&CDS=1-2853	YBR079C
3880	OG0003880	snap_masked-CANI0S25-processed-gene-3.24-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-3.24&CDS=1-4203	YBR081C
3881	OG0003881	augustus_masked-CANI0S25-processed-gene-3.59-mRNA-1_1&gene=augustus_masked-CANI0S25-processed-gene-3.59&CDS=1-1611	YDR387C
3882	OG0003882	snap_masked-CANI0S25-processed-gene-3.11-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-3.11&CDS=1-1425	YDR388W
3883	OG0003883	augustus_masked-CANI0S25-processed-gene-3.47-mRNA-1_1&gene=augustus_masked-CANI0S25-processed-gene-3.47&CDS=1-1881	YDR389W
3884	OG0003884	augustus_masked-CANI0S25-processed-gene-3.60-mRNA-1_1&gene=augustus_masked-CANI0S25-processed-gene-3.60&CDS=1-1887	YDR390C
3885	OG0003885	snap_masked-CANI0S25-processed-gene-3.26-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-3.26&CDS=1-648	YDR391C
3886	OG0003886	maker-CANI0S25-snap-gene-3.109-mRNA-1_1&gene=maker-CANI0S25-snap-gene-3.109&CDS=1-2250	YDR392W
3887	OG0003887	snap_masked-CANI0S25-processed-gene-3.14-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-3.14&CDS=1-2853	YDR395W
3888	OG0003888	snap_masked-CANI0S25-processed-gene-3.27-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-3.27&CDS=1-429	YDR397C
3889	OG0003889	snap_masked-CANI0S25-processed-gene-3.28-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-3.28&CDS=1-1125	YIL110W
3890	OG0003890	snap_masked-CANI0S25-processed-gene-3.29-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-3.29&CDS=1-465	YNL052W
3891	OG0003891	snap_masked-CANI0S25-processed-gene-3.30-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-3.30&CDS=1-3369	YIL112W
3892	OG0003892	snap_masked-CANI0S25-processed-gene-3.17-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-3.17&CDS=1-3900	YIL115C
3893	OG0003893	augustus_masked-CANI0S25-processed-gene-3.66-mRNA-1_1&gene=augustus_masked-CANI0S25-processed-gene-3.66&CDS=1-1140	YIL116W
3894	OG0003894	augustus_masked-CANI0S25-processed-gene-3.52-mRNA-1_1&gene=augustus_masked-CANI0S25-processed-gene-3.52&CDS=1-2058	YIL108W
3895	OG0003895	snap_masked-CANI0S25-processed-gene-3.33-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-3.33&CDS=1-1845	YPL184C
3896	OG0003896	snap_masked-CANI0S25-processed-gene-3.34-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-3.34&CDS=1-3033	YPL183C
3897	OG0003897	snap_masked-CANI0S25-processed-gene-3.35-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-3.35&CDS=1-2091	YPL180W
3898	OG0003898	maker-CANI0S25-snap-gene-3.111-mRNA-1_1&gene=maker-CANI0S25-snap-gene-3.111&CDS=1-1443	YPL181W
3899	OG0003899	snap_masked-CANI0S25-processed-gene-3.20-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-3.20&CDS=1-636	YPL178W
3900	OG0003900	snap_masked-CANI0S25-processed-gene-3.37-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-3.37&CDS=1-591	YPL177C
3901	OG0003901	maker-CANI0S25-snap-gene-4.286-mRNA-1_1&gene=maker-CANI0S25-snap-gene-4.286&CDS=1-2691	YBR248C
3902	OG0003902	augustus_masked-CANI0S25-processed-gene-4.199-mRNA-1_1&gene=augustus_masked-CANI0S25-processed-gene-4.199&CDS=1-1413	YBR247C
3903	OG0003903	augustus_masked-CANI0S25-processed-gene-4.201-mRNA-1_1&gene=augustus_masked-CANI0S25-processed-gene-4.201&CDS=1-1122	YBR246W
