	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034631_Martiniozyma_abiesophila
2287	OG0002287	YKR048C	snap_masked-NODE_1_length_261886_cov_12.5835_ID_37135-processed-gene-1.90-mRNA-1_1&gene=snap_masked-NODE_1_length_261886_cov_12.5835_ID_37135-processed-gene-1.90&CDS=1-1248
2288	OG0002288	YKR050W	augustus_masked-NODE_1251_length_2505_cov_12.552_ID_355883-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_1251_length_2505_cov_12.552_ID_355883-processed-gene-0.2&CDS=1-2502
2289	OG0002289	YKR051W	augustus_masked-NODE_536_length_5588_cov_10.165_ID_323560-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-NODE_536_length_5588_cov_10.165_ID_323560-processed-gene-0.10&CDS=1-1485
2290	OG0002290	YKR054C	augustus_masked-NODE_366_length_6691_cov_8.46509_ID_358247-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_366_length_6691_cov_8.46509_ID_358247-processed-gene-0.0&CDS=1-4917
2291	OG0002291	YKR056W	augustus_masked-NODE_745_length_4262_cov_10.4528_ID_355625-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_745_length_4262_cov_10.4528_ID_355625-processed-gene-0.3&CDS=1-1872
2292	OG0002292	YKR062W	augustus_masked-NODE_615_length_5062_cov_11.2373_ID_357767-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_615_length_5062_cov_11.2373_ID_357767-processed-gene-0.2&CDS=1-948
2293	OG0002293	YKR063C	augustus_masked-NODE_2592_length_1245_cov_10.9641_ID_360691-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_2592_length_1245_cov_10.9641_ID_360691-processed-gene-0.1&CDS=1-1182
2294	OG0002294	YKR065C	augustus_masked-NODE_4246_length_830_cov_10.3631_ID_322415-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_4246_length_830_cov_10.3631_ID_322415-processed-gene-0.0&CDS=1-435
2295	OG0002295	YKR066C	genemark-NODE_1108_length_2905_cov_12.1745_ID_332428-processed-gene-0.4-mRNA-1_1&gene=genemark-NODE_1108_length_2905_cov_12.1745_ID_332428-processed-gene-0.4&CDS=1-1089
2296	OG0002296	YKR067W	augustus_masked-NODE_247_length_8224_cov_12.6908_ID_233118-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-NODE_247_length_8224_cov_12.6908_ID_233118-processed-gene-0.8&CDS=1-1632
2297	OG0002297	YKR068C	augustus_masked-NODE_1_length_261886_cov_12.5835_ID_37135-processed-gene-1.120-mRNA-1_1&gene=augustus_masked-NODE_1_length_261886_cov_12.5835_ID_37135-processed-gene-1.120&CDS=1-3267
2298	OG0002298	YKR069W	augustus_masked-NODE_4_length_88832_cov_6.75257_ID_37364-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-NODE_4_length_88832_cov_6.75257_ID_37364-processed-gene-0.29&CDS=1-1587
2299	OG0002299	YKR070W	augustus_masked-NODE_3778_length_911_cov_13.6782_ID_359213-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_3778_length_911_cov_13.6782_ID_359213-processed-gene-0.2&CDS=1-909
2300	OG0002300	YKR071C	augustus_masked-NODE_9903_length_445_cov_13.3509_ID_360867-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_9903_length_445_cov_13.3509_ID_360867-processed-gene-0.1&CDS=1-387
2301	OG0002301	YKR072C	genemark-NODE_508_length_5743_cov_9.2234_ID_93302-processed-gene-0.0-mRNA-1_1&gene=genemark-NODE_508_length_5743_cov_9.2234_ID_93302-processed-gene-0.0&CDS=1-1914
2302	OG0002302	YKR074W	genemark-NODE_2056_length_1529_cov_7.19215_ID_78372-processed-gene-0.1-mRNA-1_1&gene=genemark-NODE_2056_length_1529_cov_7.19215_ID_78372-processed-gene-0.1&CDS=1-432
2303	OG0002303	YKR076W	genemark-NODE_173_length_9702_cov_12.03_ID_305305-processed-gene-0.15-mRNA-1_1&gene=genemark-NODE_173_length_9702_cov_12.03_ID_305305-processed-gene-0.15&CDS=1-981
2304	OG0002304	YKR079C	genemark-NODE_1274_length_2462_cov_13.9012_ID_359973-processed-gene-0.1-mRNA-1_1&gene=genemark-NODE_1274_length_2462_cov_13.9012_ID_359973-processed-gene-0.1&CDS=1-2142
2305	OG0002305	YKR080W	genemark-NODE_2709_length_1198_cov_12.2466_ID_355287-processed-gene-0.2-mRNA-1_1&gene=genemark-NODE_2709_length_1198_cov_12.2466_ID_355287-processed-gene-0.2&CDS=1-1011
2306	OG0002306	YKR081C	genemark-NODE_255_length_8023_cov_11.9989_ID_356423-processed-gene-0.9-mRNA-1_1&gene=genemark-NODE_255_length_8023_cov_11.9989_ID_356423-processed-gene-0.9&CDS=1-1017
2307	OG0002307	YKR085C	genemark-NODE_6747_length_588_cov_13.4268_ID_361645-processed-gene-0.2-mRNA-1_1&gene=genemark-NODE_6747_length_588_cov_13.4268_ID_361645-processed-gene-0.2&CDS=1-543
2308	OG0002308	YKR086W	augustus_masked-NODE_192_length_9157_cov_7.66357_ID_313271-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-NODE_192_length_9157_cov_7.66357_ID_313271-processed-gene-0.5&CDS=1-1569
2309	OG0002309	YKR087C	genemark-NODE_347_length_6928_cov_9.73216_ID_357593-processed-gene-0.3-mRNA-1_1&gene=genemark-NODE_347_length_6928_cov_9.73216_ID_357593-processed-gene-0.3&CDS=1-1062
2310	OG0002310	YKR088C	genemark-NODE_931_length_3443_cov_12.4521_ID_355841-processed-gene-0.5-mRNA-1_1&gene=genemark-NODE_931_length_3443_cov_12.4521_ID_355841-processed-gene-0.5&CDS=1-810
2311	OG0002311	YKR092C	genemark-NODE_80_length_12986_cov_11.269_ID_37644-processed-gene-0.7-mRNA-1_1&gene=genemark-NODE_80_length_12986_cov_11.269_ID_37644-processed-gene-0.7&CDS=1-1419
2312	OG0002312	YKR097W	genemark-NODE_1638_length_1889_cov_11.6439_ID_356577-processed-gene-0.2-mRNA-1_1&gene=genemark-NODE_1638_length_1889_cov_11.6439_ID_356577-processed-gene-0.2&CDS=1-1680
2313	OG0002313	YLL001W	genemark-NODE_2_length_224106_cov_13.115_ID_338572-processed-gene-0.30-mRNA-1_1&gene=genemark-NODE_2_length_224106_cov_13.115_ID_338572-processed-gene-0.30&CDS=1-2337
2314	OG0002314	YLL002W	augustus_masked-NODE_2_length_224106_cov_13.115_ID_338572-processed-gene-1.75-mRNA-1_1&gene=augustus_masked-NODE_2_length_224106_cov_13.115_ID_338572-processed-gene-1.75&CDS=1-1572
2315	OG0002315	YLL004W	genemark-NODE_2_length_224106_cov_13.115_ID_338572-processed-gene-1.26-mRNA-1_1&gene=genemark-NODE_2_length_224106_cov_13.115_ID_338572-processed-gene-1.26&CDS=1-2406
2316	OG0002316	YLL005C	augustus_masked-NODE_2467_length_1301_cov_17.7588_ID_360695-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_2467_length_1301_cov_17.7588_ID_360695-processed-gene-0.0&CDS=1-1275
2317	OG0002317	YLL007C	augustus_masked-NODE_1749_length_1762_cov_13.2477_ID_356069-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_1749_length_1762_cov_13.2477_ID_356069-processed-gene-0.1&CDS=1-1758
2318	OG0002318	YLL008W	augustus_masked-NODE_636_length_4934_cov_12.1567_ID_293057-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-NODE_636_length_4934_cov_12.1567_ID_293057-processed-gene-0.5&CDS=1-2274
2319	OG0002319	YLL009C	snap_masked-NODE_230_length_8586_cov_9.90157_ID_266289-processed-gene-0.5-mRNA-1_1&gene=snap_masked-NODE_230_length_8586_cov_9.90157_ID_266289-processed-gene-0.5&CDS=1-177
2320	OG0002320	YLL013C	snap_masked-NODE_1078_length_2986_cov_11.3042_ID_355453-processed-gene-0.5-mRNA-1_1&gene=snap_masked-NODE_1078_length_2986_cov_11.3042_ID_355453-processed-gene-0.5&CDS=1-225
2321	OG0002321	YLL015W	genemark-NODE_24_length_20207_cov_10.2719_ID_77873-processed-gene-0.8-mRNA-1_1&gene=genemark-NODE_24_length_20207_cov_10.2719_ID_77873-processed-gene-0.8&CDS=1-4755
2322	OG0002322	YLL018C	augustus_masked-NODE_447_length_6174_cov_12.5278_ID_320967-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_447_length_6174_cov_12.5278_ID_320967-processed-gene-0.0&CDS=1-2781
2323	OG0002323	YLL018C-A	augustus_masked-NODE_2699_length_1200_cov_8.25798_ID_251255-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_2699_length_1200_cov_8.25798_ID_251255-processed-gene-0.3&CDS=1-276
2324	OG0002324	YLL019C	genemark-NODE_248_length_8192_cov_8.80022_ID_38257-processed-gene-0.7-mRNA-1_1&gene=genemark-NODE_248_length_8192_cov_8.80022_ID_38257-processed-gene-0.7&CDS=1-2094
2325	OG0002325	YLL021W	augustus_masked-NODE_878_length_3653_cov_10.8558_ID_359807-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_878_length_3653_cov_10.8558_ID_359807-processed-gene-0.2&CDS=1-672
2326	OG0002326	YLL024C	maker-NODE_433_length_6248_cov_9.25191_ID_356293-snap-gene-0.0-mRNA-1_1&gene=maker-NODE_433_length_6248_cov_9.25191_ID_356293-snap-gene-0.0&CDS=1-1932
2327	OG0002327	YLL026W	genemark-NODE_2_length_224106_cov_13.115_ID_338572-processed-gene-0.24-mRNA-1_1&gene=genemark-NODE_2_length_224106_cov_13.115_ID_338572-processed-gene-0.24&CDS=1-2694
2328	OG0002328	YLL027W	genemark-NODE_899_length_3547_cov_12.8214_ID_355389-processed-gene-0.0-mRNA-1_1&gene=genemark-NODE_899_length_3547_cov_12.8214_ID_355389-processed-gene-0.0&CDS=1-645
2329	OG0002329	YLL028W	genemark-NODE_307_length_7455_cov_11.5955_ID_355355-processed-gene-0.0-mRNA-1_1&gene=genemark-NODE_307_length_7455_cov_11.5955_ID_355355-processed-gene-0.0&CDS=1-1713
2330	OG0002330	YLL029W	augustus_masked-NODE_899_length_3547_cov_12.8214_ID_355389-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-NODE_899_length_3547_cov_12.8214_ID_355389-processed-gene-0.5&CDS=1-1983
2331	OG0002331	YLL031C	maker-NODE_423_length_6307_cov_8.67682_ID_358759-snap-gene-0.0-mRNA-1_1&gene=maker-NODE_423_length_6307_cov_8.67682_ID_358759-snap-gene-0.0&CDS=1-2337
2332	OG0002332	YLL035W	augustus_masked-NODE_1890_length_1634_cov_12.9458_ID_358425-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_1890_length_1634_cov_12.9458_ID_358425-processed-gene-0.1&CDS=1-1632
2333	OG0002333	YLL036C	genemark-NODE_420_length_6334_cov_11.4441_ID_211577-processed-gene-0.2-mRNA-1_1&gene=genemark-NODE_420_length_6334_cov_11.4441_ID_211577-processed-gene-0.2&CDS=1-1602
2334	OG0002334	YLL040C	maker-NODE_429_length_6273_cov_10.822_ID_356271-augustus-gene-0.0-mRNA-1_1&gene=maker-NODE_429_length_6273_cov_10.822_ID_356271-augustus-gene-0.0&CDS=1-5886
2335	OG0002335	YLL041C	genemark-NODE_1731_length_1784_cov_12.1487_ID_209406-processed-gene-0.0-mRNA-1_1&gene=genemark-NODE_1731_length_1784_cov_12.1487_ID_209406-processed-gene-0.0&CDS=1-774
2336	OG0002336	YLL048C	augustus_masked-NODE_704_length_4536_cov_13.15_ID_356357-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_704_length_4536_cov_13.15_ID_356357-processed-gene-0.1&CDS=1-4311
2337	OG0002337	YLL050C	genemark-NODE_183_length_9363_cov_13.0162_ID_187827-processed-gene-0.2-mRNA-1_1&gene=genemark-NODE_183_length_9363_cov_13.0162_ID_187827-processed-gene-0.2&CDS=1-408
2338	OG0002338	YLL055W	genemark-NODE_313_length_7384_cov_10.5041_ID_357847-processed-gene-0.0-mRNA-1_1&gene=genemark-NODE_313_length_7384_cov_10.5041_ID_357847-processed-gene-0.0&CDS=1-5487
2339	OG0002339	YLR002C	genemark-NODE_190_length_9241_cov_9.9745_ID_357515-processed-gene-0.8-mRNA-1_1&gene=genemark-NODE_190_length_9241_cov_9.9745_ID_357515-processed-gene-0.8&CDS=1-1851
2340	OG0002340	YLR003C	augustus_masked-NODE_1086_length_2942_cov_11.4674_ID_355447-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-NODE_1086_length_2942_cov_11.4674_ID_355447-processed-gene-0.5&CDS=1-768
2341	OG0002341	YLR008C	snap_masked-NODE_7975_length_523_cov_13.119_ID_361493-processed-gene-0.2-mRNA-1_1&gene=snap_masked-NODE_7975_length_523_cov_13.119_ID_361493-processed-gene-0.2&CDS=1-474
2342	OG0002342	YLR009W	genemark-NODE_1488_length_2066_cov_10.7208_ID_360105-processed-gene-0.8-mRNA-1_1&gene=genemark-NODE_1488_length_2066_cov_10.7208_ID_360105-processed-gene-0.8&CDS=1-600
2343	OG0002343	YLR014C	augustus_masked-NODE_4269_length_827_cov_13.558_ID_361517-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_4269_length_827_cov_13.558_ID_361517-processed-gene-0.1&CDS=1-822
2344	OG0002344	YLR015W	genemark-NODE_948_length_3403_cov_12.1676_ID_360145-processed-gene-0.3-mRNA-1_1&gene=genemark-NODE_948_length_3403_cov_12.1676_ID_360145-processed-gene-0.3&CDS=1-1398
2345	OG0002345	YLR016C	augustus_masked-NODE_3_length_150416_cov_12.6129_ID_37234-processed-gene-0.155-mRNA-1_1&gene=augustus_masked-NODE_3_length_150416_cov_12.6129_ID_37234-processed-gene-0.155&CDS=1-531
2346	OG0002346	YLR017W	genemark-NODE_1_length_261886_cov_12.5835_ID_37135-processed-gene-1.251-mRNA-1_1&gene=genemark-NODE_1_length_261886_cov_12.5835_ID_37135-processed-gene-1.251&CDS=1-942
2347	OG0002347	YLR019W	augustus_masked-NODE_790_length_4027_cov_10.3532_ID_104680-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-NODE_790_length_4027_cov_10.3532_ID_104680-processed-gene-0.4&CDS=1-1125
2348	OG0002348	YLR022C	augustus_masked-NODE_417_length_6350_cov_9.10181_ID_338081-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-NODE_417_length_6350_cov_9.10181_ID_338081-processed-gene-0.5&CDS=1-570
2349	OG0002349	YLR025W	augustus_masked-NODE_3243_length_1027_cov_14.7446_ID_354415-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_3243_length_1027_cov_14.7446_ID_354415-processed-gene-0.2&CDS=1-657
2350	OG0002350	YLR026C	genemark-NODE_40_length_15741_cov_10.3726_ID_359005-processed-gene-0.11-mRNA-1_1&gene=genemark-NODE_40_length_15741_cov_10.3726_ID_359005-processed-gene-0.11&CDS=1-1044
2351	OG0002351	YLR027C	maker-NODE_741_length_4278_cov_12.5998_ID_356995-snap-gene-0.0-mRNA-1_1&gene=maker-NODE_741_length_4278_cov_12.5998_ID_356995-snap-gene-0.0&CDS=1-1263
2352	OG0002352	YLR032W	augustus_masked-NODE_107_length_11745_cov_11.2617_ID_248442-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_107_length_11745_cov_11.2617_ID_248442-processed-gene-0.2&CDS=1-4743
2353	OG0002353	YLR033W	genemark-NODE_195_length_9146_cov_11.1289_ID_355619-processed-gene-0.2-mRNA-1_1&gene=genemark-NODE_195_length_9146_cov_11.1289_ID_355619-processed-gene-0.2&CDS=1-1530
2354	OG0002354	YLR034C	augustus_masked-NODE_722_length_4411_cov_10.7834_ID_194063-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_722_length_4411_cov_10.7834_ID_194063-processed-gene-0.1&CDS=1-798
2355	OG0002355	YLR038C	snap_masked-NODE_1821_length_1699_cov_7.88471_ID_146896-processed-gene-0.7-mRNA-1_1&gene=snap_masked-NODE_1821_length_1699_cov_7.88471_ID_146896-processed-gene-0.7&CDS=1-249
2356	OG0002356	YLR040C	genemark-NODE_472_length_5977_cov_9.87249_ID_138630-processed-gene-0.9-mRNA-1_1&gene=genemark-NODE_472_length_5977_cov_9.87249_ID_138630-processed-gene-0.9&CDS=1-741
2357	OG0002357	YLR045C	augustus_masked-NODE_529_length_5609_cov_11.9177_ID_356943-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-NODE_529_length_5609_cov_11.9177_ID_356943-processed-gene-0.13&CDS=1-1746
2358	OG0002358	YLR050C	augustus_masked-NODE_3859_length_896_cov_12.082_ID_354891-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_3859_length_896_cov_12.082_ID_354891-processed-gene-0.3&CDS=1-450
2359	OG0002359	YLR051C	genemark-NODE_1078_length_2986_cov_11.3042_ID_355453-processed-gene-0.7-mRNA-1_1&gene=genemark-NODE_1078_length_2986_cov_11.3042_ID_355453-processed-gene-0.7&CDS=1-630
2360	OG0002360	YLR056W	augustus_masked-NODE_5789_length_656_cov_14.2333_ID_359507-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_5789_length_656_cov_14.2333_ID_359507-processed-gene-0.1&CDS=1-525
2361	OG0002361	YLR058C	genemark-NODE_2160_length_1469_cov_8.96559_ID_360593-processed-gene-0.2-mRNA-1_1&gene=genemark-NODE_2160_length_1469_cov_8.96559_ID_360593-processed-gene-0.2&CDS=1-1413
2362	OG0002362	YLR060W	genemark-NODE_21_length_20827_cov_10.4551_ID_356911-processed-gene-0.5-mRNA-1_1&gene=genemark-NODE_21_length_20827_cov_10.4551_ID_356911-processed-gene-0.5&CDS=1-1776
2363	OG0002363	YLR068W	genemark-NODE_117_length_11327_cov_7.9216_ID_360211-processed-gene-0.15-mRNA-1_1&gene=genemark-NODE_117_length_11327_cov_7.9216_ID_360211-processed-gene-0.15&CDS=1-417
2364	OG0002364	YLR069C	snap_masked-NODE_57_length_14030_cov_11.5109_ID_277176-processed-gene-0.4-mRNA-1_1&gene=snap_masked-NODE_57_length_14030_cov_11.5109_ID_277176-processed-gene-0.4&CDS=1-2310
2365	OG0002365	YLR074C	genemark-NODE_449_length_6147_cov_10.5392_ID_311218-processed-gene-0.1-mRNA-1_1&gene=genemark-NODE_449_length_6147_cov_10.5392_ID_311218-processed-gene-0.1&CDS=1-579
2366	OG0002366	YLR075W	genemark-NODE_449_length_6147_cov_10.5392_ID_311218-processed-gene-0.2-mRNA-1_1&gene=genemark-NODE_449_length_6147_cov_10.5392_ID_311218-processed-gene-0.2&CDS=1-654
2367	OG0002367	YLR078C	genemark-NODE_348_length_6916_cov_11.5834_ID_299025-processed-gene-0.3-mRNA-1_1&gene=genemark-NODE_348_length_6916_cov_11.5834_ID_299025-processed-gene-0.3&CDS=1-702
2368	OG0002368	YLR084C	genemark-NODE_986_length_3275_cov_8.96059_ID_356075-processed-gene-0.4-mRNA-1_1&gene=genemark-NODE_986_length_3275_cov_8.96059_ID_356075-processed-gene-0.4&CDS=1-2457
2369	OG0002369	YLR085C	snap_masked-NODE_337_length_7074_cov_10.2444_ID_359057-processed-gene-0.1-mRNA-1_1&gene=snap_masked-NODE_337_length_7074_cov_10.2444_ID_359057-processed-gene-0.1&CDS=1-3150
2370	OG0002370	YLR086W	augustus_masked-NODE_6821_length_583_cov_16.3229_ID_360977-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_6821_length_583_cov_16.3229_ID_360977-processed-gene-0.1&CDS=1-579
2371	OG0002371	YLR087C	maker-NODE_71_length_13492_cov_11.0033_ID_356515-snap-gene-0.14-mRNA-1_1&gene=maker-NODE_71_length_13492_cov_11.0033_ID_356515-snap-gene-0.14&CDS=1-7983
2372	OG0002372	YLR088W	augustus_masked-NODE_4913_length_737_cov_14.4164_ID_361535-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_4913_length_737_cov_14.4164_ID_361535-processed-gene-0.1&CDS=1-735
2373	OG0002373	YLR090W	genemark-NODE_288_length_7648_cov_10.4164_ID_356891-processed-gene-0.10-mRNA-1_1&gene=genemark-NODE_288_length_7648_cov_10.4164_ID_356891-processed-gene-0.10&CDS=1-1344
2374	OG0002374	YLR093C	augustus_masked-NODE_2166_length_1468_cov_13.8161_ID_355895-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_2166_length_1468_cov_13.8161_ID_355895-processed-gene-0.0&CDS=1-648
2375	OG0002375	YLR097C	augustus_masked-NODE_1467_length_2094_cov_10.2285_ID_315392-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_1467_length_2094_cov_10.2285_ID_315392-processed-gene-0.1&CDS=1-1245
2376	OG0002376	YLR099W-A	snap_masked-NODE_41_length_15741_cov_10.2722_ID_358321-processed-gene-0.3-mRNA-1_1&gene=snap_masked-NODE_41_length_15741_cov_10.2722_ID_358321-processed-gene-0.3&CDS=1-222
2377	OG0002377	YLR100W	genemark-NODE_125_length_11010_cov_9.58971_ID_357265-processed-gene-0.9-mRNA-1_1&gene=genemark-NODE_125_length_11010_cov_9.58971_ID_357265-processed-gene-0.9&CDS=1-1074
2378	OG0002378	YLR103C	genemark-NODE_11_length_25079_cov_9.57811_ID_357081-processed-gene-0.11-mRNA-1_1&gene=genemark-NODE_11_length_25079_cov_9.57811_ID_357081-processed-gene-0.11&CDS=1-2763
2379	OG0002379	YLR104W	snap_masked-NODE_2542_length_1265_cov_7.5895_ID_204599-processed-gene-0.3-mRNA-1_1&gene=snap_masked-NODE_2542_length_1265_cov_7.5895_ID_204599-processed-gene-0.3&CDS=1-330
2380	OG0002380	YLR105C	genemark-NODE_3677_length_932_cov_9.98914_ID_360373-processed-gene-0.2-mRNA-1_1&gene=genemark-NODE_3677_length_932_cov_9.98914_ID_360373-processed-gene-0.2&CDS=1-903
2381	OG0002381	YLR106C	maker-NODE_100_length_12043_cov_10.858_ID_354343-augustus-gene-0.3-mRNA-1_1&gene=maker-NODE_100_length_12043_cov_10.858_ID_354343-augustus-gene-0.3&CDS=1-11115
2382	OG0002382	YLR107W	genemark-NODE_11_length_25079_cov_9.57811_ID_357081-processed-gene-0.5-mRNA-1_1&gene=genemark-NODE_11_length_25079_cov_9.57811_ID_357081-processed-gene-0.5&CDS=1-1347
2383	OG0002383	YLR109W	augustus_masked-NODE_5494_length_681_cov_14.8304_ID_354393-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_5494_length_681_cov_14.8304_ID_354393-processed-gene-0.1&CDS=1-576
2384	OG0002384	YLR113W	augustus_masked-NODE_2703_length_1199_cov_14.1998_ID_361285-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_2703_length_1199_cov_14.1998_ID_361285-processed-gene-0.0&CDS=1-1077
2385	OG0002385	YLR114C	augustus_masked-NODE_346_length_6933_cov_9.62357_ID_358895-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_346_length_6933_cov_9.62357_ID_358895-processed-gene-0.3&CDS=1-2052
2386	OG0002386	YLR115W	augustus_masked-NODE_41_length_15741_cov_10.2722_ID_358321-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-NODE_41_length_15741_cov_10.2722_ID_358321-processed-gene-0.9&CDS=1-2451
2387	OG0002387	YLR116W	genemark-NODE_1013_length_3187_cov_10.4397_ID_356803-processed-gene-0.2-mRNA-1_1&gene=genemark-NODE_1013_length_3187_cov_10.4397_ID_356803-processed-gene-0.2&CDS=1-1527
2388	OG0002388	YLR118C	genemark-NODE_4793_length_751_cov_13.6019_ID_360155-processed-gene-0.0-mRNA-1_1&gene=genemark-NODE_4793_length_751_cov_13.6019_ID_360155-processed-gene-0.0&CDS=1-678
2389	OG0002389	YLR126C	augustus_masked-NODE_4094_length_854_cov_19.5286_ID_359419-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_4094_length_854_cov_19.5286_ID_359419-processed-gene-0.0&CDS=1-828
2390	OG0002390	YLR127C	augustus_masked-NODE_273_length_7797_cov_12.0443_ID_355153-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-NODE_273_length_7797_cov_12.0443_ID_355153-processed-gene-0.9&CDS=1-1743
2391	OG0002391	YLR129W	genemark-NODE_450_length_6145_cov_8.49669_ID_359035-processed-gene-0.1-mRNA-1_1&gene=genemark-NODE_450_length_6145_cov_8.49669_ID_359035-processed-gene-0.1&CDS=1-2442
2392	OG0002392	YLR133W	maker-NODE_477_length_5966_cov_13.1088_ID_102177-snap-gene-0.11-mRNA-1_1&gene=maker-NODE_477_length_5966_cov_13.1088_ID_102177-snap-gene-0.11&CDS=1-2493
2393	OG0002393	YLR138W	augustus_masked-NODE_273_length_7797_cov_12.0443_ID_355153-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-NODE_273_length_7797_cov_12.0443_ID_355153-processed-gene-0.10&CDS=1-1185
2394	OG0002394	YLR142W	augustus_masked-NODE_5803_length_655_cov_15.5163_ID_361465-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_5803_length_655_cov_15.5163_ID_361465-processed-gene-0.0&CDS=1-447
2395	OG0002395	YLR143W	augustus_masked-NODE_1008_length_3199_cov_11.5691_ID_354761-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-NODE_1008_length_3199_cov_11.5691_ID_354761-processed-gene-0.4&CDS=1-669
2396	OG0002396	YLR144C	genemark-NODE_180_length_9488_cov_12.9442_ID_259577-processed-gene-0.11-mRNA-1_1&gene=genemark-NODE_180_length_9488_cov_12.9442_ID_259577-processed-gene-0.11&CDS=1-2274
2397	OG0002397	YLR146C	augustus_masked-NODE_4019_length_865_cov_14.8504_ID_357335-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_4019_length_865_cov_14.8504_ID_357335-processed-gene-0.0&CDS=1-816
2398	OG0002398	YLR147C	augustus_masked-NODE_951_length_3388_cov_11.4411_ID_357413-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_951_length_3388_cov_11.4411_ID_357413-processed-gene-0.0&CDS=1-246
2399	OG0002399	YLR148W	augustus_masked-NODE_3855_length_897_cov_12.3753_ID_357415-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_3855_length_897_cov_12.3753_ID_357415-processed-gene-0.1&CDS=1-870
2400	OG0002400	YLR149C	augustus_masked-NODE_425_length_6291_cov_9.89932_ID_57513-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_425_length_6291_cov_9.89932_ID_57513-processed-gene-0.2&CDS=1-1596
2401	OG0002401	YLR153C	genemark-NODE_17_length_21720_cov_11.3824_ID_354147-processed-gene-0.9-mRNA-1_1&gene=genemark-NODE_17_length_21720_cov_11.3824_ID_354147-processed-gene-0.9&CDS=1-2025
2402	OG0002402	YLR163C	augustus_masked-NODE_278_length_7767_cov_11.5583_ID_324958-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-NODE_278_length_7767_cov_11.5583_ID_324958-processed-gene-0.5&CDS=1-1395
2403	OG0002403	YLR170C	genemark-NODE_738_length_4297_cov_9.86433_ID_148134-processed-gene-0.10-mRNA-1_1&gene=genemark-NODE_738_length_4297_cov_9.86433_ID_148134-processed-gene-0.10&CDS=1-456
2404	OG0002404	YLR172C	genemark-NODE_86_length_12795_cov_10.749_ID_355225-processed-gene-0.4-mRNA-1_1&gene=genemark-NODE_86_length_12795_cov_10.749_ID_355225-processed-gene-0.4&CDS=1-909
2405	OG0002405	YLR174W	genemark-NODE_484_length_5922_cov_10.1132_ID_136320-processed-gene-0.14-mRNA-1_1&gene=genemark-NODE_484_length_5922_cov_10.1132_ID_136320-processed-gene-0.14&CDS=1-1230
