	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035699_Cyberlindnera_maclurae
3318	OG0003318	YOR265W	augustus_masked-NODE_2_length_314945_cov_63.3908_ID_37428-processed-gene-1.15-mRNA-1_1&gene=augustus_masked-NODE_2_length_314945_cov_63.3908_ID_37428-processed-gene-1.15&CDS=1-306
3319	OG0003319	YOR269W	augustus_masked-NODE_7_length_239396_cov_61.0994_ID_40859-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-NODE_7_length_239396_cov_61.0994_ID_40859-processed-gene-0.10&CDS=1-1353
3320	OG0003320	YOR271C	augustus_masked-NODE_21_length_140531_cov_64.6559_ID_42067-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-NODE_21_length_140531_cov_64.6559_ID_42067-processed-gene-0.96&CDS=1-978
3321	OG0003321	YOR272W	augustus_masked-NODE_21_length_140531_cov_64.6559_ID_42067-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-NODE_21_length_140531_cov_64.6559_ID_42067-processed-gene-0.97&CDS=1-1302
3322	OG0003322	YOR273C	augustus_masked-NODE_7_length_239396_cov_61.0994_ID_40859-processed-gene-1.11-mRNA-1_1&gene=augustus_masked-NODE_7_length_239396_cov_61.0994_ID_40859-processed-gene-1.11&CDS=1-1989
3323	OG0003323	YOR274W	augustus_masked-NODE_5_length_240785_cov_63.9891_ID_41060-processed-gene-1.40-mRNA-1_1&gene=augustus_masked-NODE_5_length_240785_cov_63.9891_ID_41060-processed-gene-1.40&CDS=1-1275
3324	OG0003324	YOR275C	augustus_masked-NODE_5_length_240785_cov_63.9891_ID_41060-processed-gene-1.74-mRNA-1_1&gene=augustus_masked-NODE_5_length_240785_cov_63.9891_ID_41060-processed-gene-1.74&CDS=1-2319
3325	OG0003325	YOR276W	augustus_masked-NODE_5_length_240785_cov_63.9891_ID_41060-processed-gene-1.76-mRNA-1_1&gene=augustus_masked-NODE_5_length_240785_cov_63.9891_ID_41060-processed-gene-1.76&CDS=1-462
3326	OG0003326	YOR278W	augustus_masked-NODE_11_length_189733_cov_60.009_ID_29483-processed-gene-0.291-mRNA-1_1&gene=augustus_masked-NODE_11_length_189733_cov_60.009_ID_29483-processed-gene-0.291&CDS=1-771
3327	OG0003327	YOR283W	augustus_masked-NODE_25_length_131612_cov_63.9975_ID_31610-processed-gene-0.150-mRNA-1_1&gene=augustus_masked-NODE_25_length_131612_cov_63.9975_ID_31610-processed-gene-0.150&CDS=1-639
3328	OG0003328	YOR286W	augustus_masked-NODE_2_length_314945_cov_63.3908_ID_37428-processed-gene-2.230-mRNA-1_1&gene=augustus_masked-NODE_2_length_314945_cov_63.3908_ID_37428-processed-gene-2.230&CDS=1-549
3329	OG0003329	YOR287C	augustus_masked-NODE_25_length_131612_cov_63.9975_ID_31610-processed-gene-0.184-mRNA-1_1&gene=augustus_masked-NODE_25_length_131612_cov_63.9975_ID_31610-processed-gene-0.184&CDS=1-900
3330	OG0003330	YOR288C	augustus_masked-NODE_25_length_131612_cov_63.9975_ID_31610-processed-gene-0.186-mRNA-1_1&gene=augustus_masked-NODE_25_length_131612_cov_63.9975_ID_31610-processed-gene-0.186&CDS=1-864
3331	OG0003331	YOR289W	augustus_masked-NODE_25_length_131612_cov_63.9975_ID_31610-processed-gene-0.188-mRNA-1_1&gene=augustus_masked-NODE_25_length_131612_cov_63.9975_ID_31610-processed-gene-0.188&CDS=1-567
3332	OG0003332	YOR291W	augustus_masked-NODE_44_length_84336_cov_59.026_ID_9961-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-NODE_44_length_84336_cov_59.026_ID_9961-processed-gene-0.90&CDS=1-3954
3333	OG0003333	YOR292C	maker-NODE_99_length_27553_cov_124.585_ID_13715-augustus-gene-0.49-mRNA-1_1&gene=maker-NODE_99_length_27553_cov_124.585_ID_13715-augustus-gene-0.49&CDS=1-906
3334	OG0003334	YOR294W	augustus_masked-NODE_139_length_7196_cov_58.0432_ID_17081-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_139_length_7196_cov_58.0432_ID_17081-processed-gene-0.1&CDS=1-570
3335	OG0003335	YOR296W	snap_masked-NODE_77_length_43915_cov_74.7763_ID_14787-processed-gene-0.61-mRNA-1_1&gene=snap_masked-NODE_77_length_43915_cov_74.7763_ID_14787-processed-gene-0.61&CDS=1-3183
3336	OG0003336	YOR298C-A	augustus_masked-NODE_33_length_103591_cov_66.4129_ID_8840-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-NODE_33_length_103591_cov_66.4129_ID_8840-processed-gene-0.101&CDS=1-450
3337	OG0003337	YOR298W	augustus_masked-NODE_33_length_103591_cov_66.4129_ID_8840-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-NODE_33_length_103591_cov_66.4129_ID_8840-processed-gene-0.67&CDS=1-966
3338	OG0003338	YOR301W	augustus_masked-NODE_3_length_267281_cov_69.2695_ID_38578-processed-gene-1.273-mRNA-1_1&gene=augustus_masked-NODE_3_length_267281_cov_69.2695_ID_38578-processed-gene-1.273&CDS=1-1350
3339	OG0003339	YOR303W	augustus_masked-NODE_16_length_149625_cov_65.2659_ID_9360-processed-gene-0.118-mRNA-1_1&gene=augustus_masked-NODE_16_length_149625_cov_65.2659_ID_9360-processed-gene-0.118&CDS=1-1269
3340	OG0003340	YOR304C-A	snap_masked-NODE_16_length_149625_cov_65.2659_ID_9360-processed-gene-0.196-mRNA-1_1&gene=snap_masked-NODE_16_length_149625_cov_65.2659_ID_9360-processed-gene-0.196&CDS=1-234
3341	OG0003341	YOR305W	augustus_masked-NODE_40_length_90000_cov_67.9932_ID_29654-processed-gene-0.154-mRNA-1_1&gene=augustus_masked-NODE_40_length_90000_cov_67.9932_ID_29654-processed-gene-0.154&CDS=1-621
3342	OG0003342	YOR308C	snap_masked-NODE_37_length_94963_cov_100.632_ID_9415-processed-gene-0.90-mRNA-1_1&gene=snap_masked-NODE_37_length_94963_cov_100.632_ID_9415-processed-gene-0.90&CDS=1-1236
3343	OG0003343	YOR310C	augustus_masked-NODE_37_length_94963_cov_100.632_ID_9415-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-NODE_37_length_94963_cov_100.632_ID_9415-processed-gene-0.15&CDS=1-1515
3344	OG0003344	YOR311C	augustus_masked-NODE_37_length_94963_cov_100.632_ID_9415-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-NODE_37_length_94963_cov_100.632_ID_9415-processed-gene-0.41&CDS=1-930
3345	OG0003345	YOR313C	augustus_masked-NODE_37_length_94963_cov_100.632_ID_9415-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-NODE_37_length_94963_cov_100.632_ID_9415-processed-gene-0.13&CDS=1-984
3346	OG0003346	YOR317W	augustus_masked-NODE_34_length_101002_cov_73.3061_ID_41838-processed-gene-0.134-mRNA-1_1&gene=augustus_masked-NODE_34_length_101002_cov_73.3061_ID_41838-processed-gene-0.134&CDS=1-2085
3347	OG0003347	YOR319W	augustus_masked-NODE_20_length_141969_cov_73.9944_ID_36909-processed-gene-0.138-mRNA-1_1&gene=augustus_masked-NODE_20_length_141969_cov_73.9944_ID_36909-processed-gene-0.138&CDS=1-453
3348	OG0003348	YOR320C	augustus_masked-NODE_1_length_419987_cov_60.6783_ID_36483-processed-gene-1.205-mRNA-1_1&gene=augustus_masked-NODE_1_length_419987_cov_60.6783_ID_36483-processed-gene-1.205&CDS=1-1671
3349	OG0003349	YOR322C	augustus_masked-NODE_38_length_91994_cov_67.5308_ID_39591-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-NODE_38_length_91994_cov_67.5308_ID_39591-processed-gene-0.61&CDS=1-2124
3350	OG0003350	YOR323C	augustus_masked-NODE_111_length_18588_cov_84.7441_ID_25162-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-NODE_111_length_18588_cov_84.7441_ID_25162-processed-gene-0.8&CDS=1-1311
3351	OG0003351	YOR327C	maker-NODE_23_length_132539_cov_60.5332_ID_9991-augustus-gene-0.109-mRNA-1_1&gene=maker-NODE_23_length_132539_cov_60.5332_ID_9991-augustus-gene-0.109&CDS=1-333
3352	OG0003352	YOR329C	augustus_masked-NODE_2_length_314945_cov_63.3908_ID_37428-processed-gene-2.190-mRNA-1_1&gene=augustus_masked-NODE_2_length_314945_cov_63.3908_ID_37428-processed-gene-2.190&CDS=1-1641
3353	OG0003353	YOR330C	augustus_masked-NODE_2_length_314945_cov_63.3908_ID_37428-processed-gene-2.181-mRNA-1_1&gene=augustus_masked-NODE_2_length_314945_cov_63.3908_ID_37428-processed-gene-2.181&CDS=1-3651
3354	OG0003354	YOR332W	maker-NODE_2_length_314945_cov_63.3908_ID_37428-augustus-gene-2.243-mRNA-1_1&gene=maker-NODE_2_length_314945_cov_63.3908_ID_37428-augustus-gene-2.243&CDS=1-690
3355	OG0003355	YOR335C	maker-NODE_38_length_91994_cov_67.5308_ID_39591-augustus-gene-0.52-mRNA-1_1&gene=maker-NODE_38_length_91994_cov_67.5308_ID_39591-augustus-gene-0.52&CDS=1-4176
3356	OG0003356	YOR336W	maker-NODE_38_length_91994_cov_67.5308_ID_39591-augustus-gene-0.51-mRNA-1_1&gene=maker-NODE_38_length_91994_cov_67.5308_ID_39591-augustus-gene-0.51&CDS=1-4278
3357	OG0003357	YOR340C	augustus_masked-NODE_2_length_314945_cov_63.3908_ID_37428-processed-gene-2.213-mRNA-1_1&gene=augustus_masked-NODE_2_length_314945_cov_63.3908_ID_37428-processed-gene-2.213&CDS=1-858
3358	OG0003358	YOR341W	augustus_masked-NODE_67_length_52534_cov_63.6435_ID_11134-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-NODE_67_length_52534_cov_63.6435_ID_11134-processed-gene-0.46&CDS=1-4830
3359	OG0003359	YOR348C	augustus_masked-NODE_1_length_419987_cov_60.6783_ID_36483-processed-gene-3.218-mRNA-1_1&gene=augustus_masked-NODE_1_length_419987_cov_60.6783_ID_36483-processed-gene-3.218&CDS=1-1662
3360	OG0003360	YOR349W	augustus_masked-NODE_51_length_72690_cov_65.5169_ID_40178-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-NODE_51_length_72690_cov_65.5169_ID_40178-processed-gene-0.102&CDS=1-3030
3361	OG0003361	YOR351C	augustus_masked-NODE_1_length_419987_cov_60.6783_ID_36483-processed-gene-3.229-mRNA-1_1&gene=augustus_masked-NODE_1_length_419987_cov_60.6783_ID_36483-processed-gene-3.229&CDS=1-1326
3362	OG0003362	YOR352W	augustus_masked-NODE_16_length_149625_cov_65.2659_ID_9360-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-NODE_16_length_149625_cov_65.2659_ID_9360-processed-gene-0.96&CDS=1-708
3363	OG0003363	YOR353C	augustus_masked-NODE_20_length_141969_cov_73.9944_ID_36909-processed-gene-0.107-mRNA-1_1&gene=augustus_masked-NODE_20_length_141969_cov_73.9944_ID_36909-processed-gene-0.107&CDS=1-1944
3364	OG0003364	YOR355W	maker-NODE_8_length_226836_cov_62.4789_ID_46056-snap-gene-0.8-mRNA-1_1&gene=maker-NODE_8_length_226836_cov_62.4789_ID_46056-snap-gene-0.8&CDS=1-2898
3365	OG0003365	YOR356W	augustus_masked-NODE_8_length_226836_cov_62.4789_ID_46056-processed-gene-0.166-mRNA-1_1&gene=augustus_masked-NODE_8_length_226836_cov_62.4789_ID_46056-processed-gene-0.166&CDS=1-1935
3366	OG0003366	YOR357C	augustus_masked-NODE_2_length_314945_cov_63.3908_ID_37428-processed-gene-2.193-mRNA-1_1&gene=augustus_masked-NODE_2_length_314945_cov_63.3908_ID_37428-processed-gene-2.193&CDS=1-465
3367	OG0003367	YOR358W	augustus_masked-NODE_2_length_314945_cov_63.3908_ID_37428-processed-gene-2.224-mRNA-1_1&gene=augustus_masked-NODE_2_length_314945_cov_63.3908_ID_37428-processed-gene-2.224&CDS=1-579
3368	OG0003368	YOR359W	augustus_masked-NODE_2_length_314945_cov_63.3908_ID_37428-processed-gene-2.194-mRNA-1_1&gene=augustus_masked-NODE_2_length_314945_cov_63.3908_ID_37428-processed-gene-2.194&CDS=1-1221
3369	OG0003369	YOR361C	augustus_masked-NODE_2_length_314945_cov_63.3908_ID_37428-processed-gene-2.177-mRNA-1_1&gene=augustus_masked-NODE_2_length_314945_cov_63.3908_ID_37428-processed-gene-2.177&CDS=1-2148
3370	OG0003370	YOR362C	augustus_masked-NODE_2_length_314945_cov_63.3908_ID_37428-processed-gene-2.176-mRNA-1_1&gene=augustus_masked-NODE_2_length_314945_cov_63.3908_ID_37428-processed-gene-2.176&CDS=1-768
3371	OG0003371	YOR367W	maker-NODE_32_length_109656_cov_66.4324_ID_14317-augustus-gene-0.6-mRNA-1_1&gene=maker-NODE_32_length_109656_cov_66.4324_ID_14317-augustus-gene-0.6&CDS=1-573
3372	OG0003372	YOR368W	genemark-NODE_32_length_109656_cov_66.4324_ID_14317-processed-gene-0.191-mRNA-1_1&gene=genemark-NODE_32_length_109656_cov_66.4324_ID_14317-processed-gene-0.191&CDS=1-963
3373	OG0003373	YOR369C	augustus_masked-NODE_32_length_109656_cov_66.4324_ID_14317-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-NODE_32_length_109656_cov_66.4324_ID_14317-processed-gene-0.98&CDS=1-426
3374	OG0003374	YOR370C	augustus_masked-NODE_32_length_109656_cov_66.4324_ID_14317-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-NODE_32_length_109656_cov_66.4324_ID_14317-processed-gene-0.97&CDS=1-1758
3375	OG0003375	YOR373W	augustus_masked-NODE_48_length_77516_cov_135.219_ID_46182-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-NODE_48_length_77516_cov_135.219_ID_46182-processed-gene-0.53&CDS=1-1776
3376	OG0003376	YOR386W	augustus_masked-NODE_48_length_77516_cov_135.219_ID_46182-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-NODE_48_length_77516_cov_135.219_ID_46182-processed-gene-0.68&CDS=1-1581
3377	OG0003377	YPL001W	augustus_masked-NODE_12_length_177927_cov_70.8392_ID_40101-processed-gene-0.141-mRNA-1_1&gene=augustus_masked-NODE_12_length_177927_cov_70.8392_ID_40101-processed-gene-0.141&CDS=1-1125
3378	OG0003378	YPL002C	augustus_masked-NODE_12_length_177927_cov_70.8392_ID_40101-processed-gene-0.140-mRNA-1_1&gene=augustus_masked-NODE_12_length_177927_cov_70.8392_ID_40101-processed-gene-0.140&CDS=1-675
3379	OG0003379	YPL003W	augustus_masked-NODE_12_length_177927_cov_70.8392_ID_40101-processed-gene-0.143-mRNA-1_1&gene=augustus_masked-NODE_12_length_177927_cov_70.8392_ID_40101-processed-gene-0.143&CDS=1-1437
3380	OG0003380	YPL005W	snap_masked-NODE_39_length_91062_cov_66.0146_ID_9270-processed-gene-0.111-mRNA-1_1&gene=snap_masked-NODE_39_length_91062_cov_66.0146_ID_9270-processed-gene-0.111&CDS=1-1818
3381	OG0003381	YPL006W	maker-NODE_39_length_91062_cov_66.0146_ID_9270-augustus-gene-0.152-mRNA-1_1&gene=maker-NODE_39_length_91062_cov_66.0146_ID_9270-augustus-gene-0.152&CDS=1-5151
3382	OG0003382	YPL007C	snap_masked-NODE_39_length_91062_cov_66.0146_ID_9270-processed-gene-0.123-mRNA-1_1&gene=snap_masked-NODE_39_length_91062_cov_66.0146_ID_9270-processed-gene-0.123&CDS=1-1713
3383	OG0003383	YPL008W	augustus_masked-NODE_39_length_91062_cov_66.0146_ID_9270-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-NODE_39_length_91062_cov_66.0146_ID_9270-processed-gene-0.70&CDS=1-2466
3384	OG0003384	YPL009C	maker-NODE_31_length_112490_cov_60.3703_ID_27943-augustus-gene-0.7-mRNA-1_1&gene=maker-NODE_31_length_112490_cov_60.3703_ID_27943-augustus-gene-0.7&CDS=1-3546
3385	OG0003385	YPL011C	maker-NODE_31_length_112490_cov_60.3703_ID_27943-augustus-gene-0.1-mRNA-1_1&gene=maker-NODE_31_length_112490_cov_60.3703_ID_27943-augustus-gene-0.1&CDS=1-627
3386	OG0003386	YPL012W	augustus_masked-NODE_31_length_112490_cov_60.3703_ID_27943-processed-gene-0.204-mRNA-1_1&gene=augustus_masked-NODE_31_length_112490_cov_60.3703_ID_27943-processed-gene-0.204&CDS=1-3519
3387	OG0003387	YPL013C	genemark-NODE_31_length_112490_cov_60.3703_ID_27943-processed-gene-0.97-mRNA-1_1&gene=genemark-NODE_31_length_112490_cov_60.3703_ID_27943-processed-gene-0.97&CDS=1-1326
3388	OG0003388	YPL014W	augustus_masked-NODE_1_length_419987_cov_60.6783_ID_36483-processed-gene-3.247-mRNA-1_1&gene=augustus_masked-NODE_1_length_419987_cov_60.6783_ID_36483-processed-gene-3.247&CDS=1-798
3389	OG0003389	YPL015C	augustus_masked-NODE_31_length_112490_cov_60.3703_ID_27943-processed-gene-0.176-mRNA-1_1&gene=augustus_masked-NODE_31_length_112490_cov_60.3703_ID_27943-processed-gene-0.176&CDS=1-1062
3390	OG0003390	YPL016W	augustus_masked-NODE_61_length_59926_cov_64.2803_ID_40253-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-NODE_61_length_59926_cov_64.2803_ID_40253-processed-gene-0.11&CDS=1-3711
3391	OG0003391	YPL020C	augustus_masked-NODE_31_length_112490_cov_60.3703_ID_27943-processed-gene-0.178-mRNA-1_1&gene=augustus_masked-NODE_31_length_112490_cov_60.3703_ID_27943-processed-gene-0.178&CDS=1-1557
3392	OG0003392	YPL022W	snap_masked-NODE_61_length_59926_cov_64.2803_ID_40253-processed-gene-0.59-mRNA-1_1&gene=snap_masked-NODE_61_length_59926_cov_64.2803_ID_40253-processed-gene-0.59&CDS=1-2898
3393	OG0003393	YPL023C	augustus_masked-NODE_61_length_59926_cov_64.2803_ID_40253-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-NODE_61_length_59926_cov_64.2803_ID_40253-processed-gene-0.12&CDS=1-1875
3394	OG0003394	YPL028W	augustus_masked-NODE_106_length_22568_cov_65.9212_ID_14572-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-NODE_106_length_22568_cov_65.9212_ID_14572-processed-gene-0.27&CDS=1-1212
3395	OG0003395	YPL029W	augustus_masked-NODE_21_length_140531_cov_64.6559_ID_42067-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-NODE_21_length_140531_cov_64.6559_ID_42067-processed-gene-0.100&CDS=1-2088
3396	OG0003396	YPL030W	augustus_masked-NODE_81_length_40705_cov_83.2249_ID_39022-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-NODE_81_length_40705_cov_83.2249_ID_39022-processed-gene-0.12&CDS=1-1656
3397	OG0003397	YPL037C	augustus_masked-NODE_5_length_240785_cov_63.9891_ID_41060-processed-gene-1.43-mRNA-1_1&gene=augustus_masked-NODE_5_length_240785_cov_63.9891_ID_41060-processed-gene-1.43&CDS=1-459
3398	OG0003398	YPL040C	genemark-NODE_5_length_240785_cov_63.9891_ID_41060-processed-gene-1.156-mRNA-1_1&gene=genemark-NODE_5_length_240785_cov_63.9891_ID_41060-processed-gene-1.156&CDS=1-3393
3399	OG0003399	YPL042C	augustus_masked-NODE_23_length_132539_cov_60.5332_ID_9991-processed-gene-0.122-mRNA-1_1&gene=augustus_masked-NODE_23_length_132539_cov_60.5332_ID_9991-processed-gene-0.122&CDS=1-1302
3400	OG0003400	YPL043W	augustus_masked-NODE_81_length_40705_cov_83.2249_ID_39022-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-NODE_81_length_40705_cov_83.2249_ID_39022-processed-gene-0.4&CDS=1-2154
3401	OG0003401	YPL045W	augustus_masked-NODE_107_length_22025_cov_66.7039_ID_21149-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-NODE_107_length_22025_cov_66.7039_ID_21149-processed-gene-0.6&CDS=1-2358
3402	OG0003402	YPL046C	augustus_masked-NODE_107_length_22025_cov_66.7039_ID_21149-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_107_length_22025_cov_66.7039_ID_21149-processed-gene-0.1&CDS=1-282
3403	OG0003403	YPL047W	augustus_masked-NODE_107_length_22025_cov_66.7039_ID_21149-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-NODE_107_length_22025_cov_66.7039_ID_21149-processed-gene-0.8&CDS=1-378
3404	OG0003404	YPL050C	augustus_masked-NODE_2_length_314945_cov_63.3908_ID_37428-processed-gene-2.227-mRNA-1_1&gene=augustus_masked-NODE_2_length_314945_cov_63.3908_ID_37428-processed-gene-2.227&CDS=1-1098
3405	OG0003405	YPL051W	maker-NODE_15_length_174577_cov_59.4548_ID_42465-augustus-gene-0.1-mRNA-1_1&gene=maker-NODE_15_length_174577_cov_59.4548_ID_42465-augustus-gene-0.1&CDS=1-594
3406	OG0003406	YPL054W	augustus_masked-NODE_21_length_140531_cov_64.6559_ID_42067-processed-gene-0.137-mRNA-1_1&gene=augustus_masked-NODE_21_length_140531_cov_64.6559_ID_42067-processed-gene-0.137&CDS=1-732
3407	OG0003407	YPL059W	snap_masked-NODE_217_length_1034_cov_38.4973_ID_18861-processed-gene-0.1-mRNA-1_1&gene=snap_masked-NODE_217_length_1034_cov_38.4973_ID_18861-processed-gene-0.1&CDS=1-375
3408	OG0003408	YPL063W	augustus_masked-NODE_15_length_174577_cov_59.4548_ID_42465-processed-gene-0.191-mRNA-1_1&gene=augustus_masked-NODE_15_length_174577_cov_59.4548_ID_42465-processed-gene-0.191&CDS=1-1332
3409	OG0003409	YPL065W	augustus_masked-NODE_62_length_59695_cov_90.733_ID_11102-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-NODE_62_length_59695_cov_90.733_ID_11102-processed-gene-0.8&CDS=1-684
3410	OG0003410	YPL066W	maker-NODE_62_length_59695_cov_90.733_ID_11102-augustus-gene-0.103-mRNA-1_1&gene=maker-NODE_62_length_59695_cov_90.733_ID_11102-augustus-gene-0.103&CDS=1-1176
3411	OG0003411	YPL070W	augustus_masked-NODE_18_length_145332_cov_59.0896_ID_27415-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-NODE_18_length_145332_cov_59.0896_ID_27415-processed-gene-0.56&CDS=1-1269
3412	OG0003412	YPL072W	maker-NODE_22_length_133648_cov_62.7107_ID_27333-snap-gene-0.155-mRNA-1_1&gene=maker-NODE_22_length_133648_cov_62.7107_ID_27333-snap-gene-0.155&CDS=1-2094
3413	OG0003413	YPL076W	augustus_masked-NODE_44_length_84336_cov_59.026_ID_9961-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-NODE_44_length_84336_cov_59.026_ID_9961-processed-gene-0.82&CDS=1-843
3414	OG0003414	YPL078C	genemark-NODE_44_length_84336_cov_59.026_ID_9961-processed-gene-0.13-mRNA-1_1&gene=genemark-NODE_44_length_84336_cov_59.026_ID_9961-processed-gene-0.13&CDS=1-1734
3415	OG0003415	YPL082C	augustus_masked-NODE_44_length_84336_cov_59.026_ID_9961-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-NODE_44_length_84336_cov_59.026_ID_9961-processed-gene-0.64&CDS=1-5598
3416	OG0003416	YPL083C	augustus_masked-NODE_107_length_22025_cov_66.7039_ID_21149-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-NODE_107_length_22025_cov_66.7039_ID_21149-processed-gene-0.9&CDS=1-876
3417	OG0003417	YPL084W	augustus_masked-NODE_7_length_239396_cov_61.0994_ID_40859-processed-gene-1.43-mRNA-1_1&gene=augustus_masked-NODE_7_length_239396_cov_61.0994_ID_40859-processed-gene-1.43&CDS=1-2697
3418	OG0003418	YPL085W	augustus_masked-NODE_25_length_131612_cov_63.9975_ID_31610-processed-gene-0.151-mRNA-1_1&gene=augustus_masked-NODE_25_length_131612_cov_63.9975_ID_31610-processed-gene-0.151&CDS=1-6399
3419	OG0003419	YPL086C	maker-NODE_25_length_131612_cov_63.9975_ID_31610-augustus-gene-0.77-mRNA-1_1&gene=maker-NODE_25_length_131612_cov_63.9975_ID_31610-augustus-gene-0.77&CDS=1-3099
3420	OG0003420	YPL088W	augustus_masked-NODE_36_length_98479_cov_59.3202_ID_39518-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-NODE_36_length_98479_cov_59.3202_ID_39518-processed-gene-0.68&CDS=1-1026
3421	OG0003421	YPL092W	augustus_masked-NODE_2_length_314945_cov_63.3908_ID_37428-processed-gene-2.233-mRNA-1_1&gene=augustus_masked-NODE_2_length_314945_cov_63.3908_ID_37428-processed-gene-2.233&CDS=1-1089
3422	OG0003422	YPL093W	augustus_masked-NODE_17_length_148379_cov_67.242_ID_39380-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-NODE_17_length_148379_cov_67.242_ID_39380-processed-gene-0.81&CDS=1-1911
3423	OG0003423	YPL094C	augustus_masked-NODE_71_length_46957_cov_62.9162_ID_11788-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-NODE_71_length_46957_cov_62.9162_ID_11788-processed-gene-0.63&CDS=1-837
3424	OG0003424	YPL096W	augustus_masked-NODE_71_length_46957_cov_62.9162_ID_11788-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-NODE_71_length_46957_cov_62.9162_ID_11788-processed-gene-0.61&CDS=1-969
3425	OG0003425	YPL097W	augustus_masked-NODE_71_length_46957_cov_62.9162_ID_11788-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-NODE_71_length_46957_cov_62.9162_ID_11788-processed-gene-0.62&CDS=1-1398
3426	OG0003426	YPL098C	augustus_masked-NODE_71_length_46957_cov_62.9162_ID_11788-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-NODE_71_length_46957_cov_62.9162_ID_11788-processed-gene-0.54&CDS=1-315
3427	OG0003427	YPL101W	augustus_masked-NODE_6_length_239611_cov_64.8102_ID_39412-processed-gene-1.234-mRNA-1_1&gene=augustus_masked-NODE_6_length_239611_cov_64.8102_ID_39412-processed-gene-1.234&CDS=1-1230
3428	OG0003428	YPL103C	maker-NODE_11_length_189733_cov_60.009_ID_29483-augustus-gene-0.120-mRNA-1_1&gene=maker-NODE_11_length_189733_cov_60.009_ID_29483-augustus-gene-0.120&CDS=1-1554
3429	OG0003429	YPL104W	snap_masked-NODE_6_length_239611_cov_64.8102_ID_39412-processed-gene-1.104-mRNA-1_1&gene=snap_masked-NODE_6_length_239611_cov_64.8102_ID_39412-processed-gene-1.104&CDS=1-1866
3430	OG0003430	YPL107W	augustus_masked-NODE_52_length_69718_cov_81.6554_ID_40328-processed-gene-0.112-mRNA-1_1&gene=augustus_masked-NODE_52_length_69718_cov_81.6554_ID_40328-processed-gene-0.112&CDS=1-771
3431	OG0003431	YPL109C	genemark-NODE_15_length_174577_cov_59.4548_ID_42465-processed-gene-0.260-mRNA-1_1&gene=genemark-NODE_15_length_174577_cov_59.4548_ID_42465-processed-gene-0.260&CDS=1-1818
3432	OG0003432	YPL110C	augustus_masked-NODE_15_length_174577_cov_59.4548_ID_42465-processed-gene-0.208-mRNA-1_1&gene=augustus_masked-NODE_15_length_174577_cov_59.4548_ID_42465-processed-gene-0.208&CDS=1-2841
3433	OG0003433	YPL111W	maker-NODE_15_length_174577_cov_59.4548_ID_42465-augustus-gene-0.7-mRNA-1_1&gene=maker-NODE_15_length_174577_cov_59.4548_ID_42465-augustus-gene-0.7&CDS=1-957
3434	OG0003434	YPL112C	augustus_masked-NODE_22_length_133648_cov_62.7107_ID_27333-processed-gene-0.184-mRNA-1_1&gene=augustus_masked-NODE_22_length_133648_cov_62.7107_ID_27333-processed-gene-0.184&CDS=1-1146
3435	OG0003435	YPL115C	augustus_masked-NODE_55_length_65494_cov_62.8636_ID_12480-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-NODE_55_length_65494_cov_62.8636_ID_12480-processed-gene-0.48&CDS=1-2730
