	OrthologID	Saccharomyces_cerevisiae	Spathaspora_passalidarum
3106	OG0003106	YOR154W	augustus_masked-scaffold_6-processed-gene-6.21-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-6.21&CDS=1-1869
3107	OG0003107	YOR155C	augustus_masked-scaffold_1-processed-gene-1.106-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-1.106&CDS=1-1404
3108	OG0003108	YOR157C	augustus_masked-scaffold_2-processed-gene-1.89-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-1.89&CDS=1-804
3109	OG0003109	YOR159C	augustus_masked-scaffold_7-processed-gene-1.79-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-1.79&CDS=1-261
3110	OG0003110	YOR160W	augustus_masked-scaffold_4-processed-gene-7.76-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-7.76&CDS=1-2874
3111	OG0003111	YOR161C	augustus_masked-scaffold_1-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-0.7&CDS=1-1599
3112	OG0003112	YOR163W	augustus_masked-scaffold_4-processed-gene-5.5-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-5.5&CDS=1-585
3113	OG0003113	YOR164C	augustus_masked-scaffold_4-processed-gene-5.11-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-5.11&CDS=1-933
3114	OG0003114	YOR165W	maker-scaffold_4-snap-gene-17.1-mRNA-1_1&gene=maker-scaffold_4-snap-gene-17.1&CDS=1-2535
3115	OG0003115	YOR168W	augustus_masked-scaffold_8-processed-gene-5.125-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-5.125&CDS=1-2385
3116	OG0003116	YOR174W	augustus_masked-scaffold_3-processed-gene-7.55-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-7.55&CDS=1-933
3117	OG0003117	YOR175C	augustus_masked-scaffold_3-processed-gene-7.70-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-7.70&CDS=1-1788
3118	OG0003118	YOR176W	augustus_masked-scaffold_3-processed-gene-7.69-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-7.69&CDS=1-1149
3119	OG0003119	YOR181W	augustus_masked-scaffold_2-processed-gene-2.18-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-2.18&CDS=1-1980
3120	OG0003120	YOR187W	augustus_masked-scaffold_1-processed-gene-3.109-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-3.109&CDS=1-1314
3121	OG0003121	YOR188W	augustus_masked-scaffold_1-processed-gene-3.105-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-3.105&CDS=1-3540
3122	OG0003122	YOR191W	augustus_masked-scaffold_6-processed-gene-1.121-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-1.121&CDS=1-3432
3123	OG0003123	YOR194C	augustus_masked-scaffold_1-processed-gene-16.111-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-16.111&CDS=1-828
3124	OG0003124	YOR196C	augustus_masked-scaffold_1-processed-gene-16.128-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-16.128&CDS=1-1170
3125	OG0003125	YOR198C	augustus_masked-scaffold_1-processed-gene-16.113-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-16.113&CDS=1-1377
3126	OG0003126	YOR201C	augustus_masked-scaffold_3-processed-gene-14.50-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-14.50&CDS=1-3312
3127	OG0003127	YOR202W	augustus_masked-scaffold_3-processed-gene-14.51-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-14.51&CDS=1-663
3128	OG0003128	YOR204W	augustus_masked-scaffold_5-processed-gene-12.71-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-12.71&CDS=1-1932
3129	OG0003129	YOR205C	augustus_masked-scaffold_5-processed-gene-15.208-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-15.208&CDS=1-1770
3130	OG0003130	YOR206W	augustus_masked-scaffold_2-processed-gene-10.47-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-10.47&CDS=1-2127
3131	OG0003131	YOR207C	augustus_masked-scaffold_2-processed-gene-10.26-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-10.26&CDS=1-3465
3132	OG0003132	YOR209C	augustus_masked-scaffold_8-processed-gene-3.15-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-3.15&CDS=1-1251
3133	OG0003133	YOR210W	augustus_masked-scaffold_1-processed-gene-16.108-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-16.108&CDS=1-216
3134	OG0003134	YOR211C	augustus_masked-scaffold_1-processed-gene-16.107-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-16.107&CDS=1-2541
3135	OG0003135	YOR212W	augustus_masked-scaffold_3-processed-gene-15.24-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-15.24&CDS=1-1278
3136	OG0003136	YOR217W	augustus_masked-scaffold_3-processed-gene-15.39-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-15.39&CDS=1-4809
3137	OG0003137	YOR221C	augustus_masked-scaffold_2-processed-gene-10.42-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-10.42&CDS=1-963
3138	OG0003138	YOR223W	augustus_masked-scaffold_2-processed-gene-10.51-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-10.51&CDS=1-879
3139	OG0003139	YOR224C	augustus_masked-scaffold_2-processed-gene-10.58-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-10.58&CDS=1-444
3140	OG0003140	YOR228C	augustus_masked-scaffold_8-processed-gene-4.52-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-4.52&CDS=1-906
3141	OG0003141	YOR232W	augustus_masked-scaffold_2-processed-gene-17.52-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-17.52&CDS=1-738
3142	OG0003142	YOR236W	augustus_masked-scaffold_8-processed-gene-0.99-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-0.99&CDS=1-591
3143	OG0003143	YOR239W	augustus_masked-scaffold_1-processed-gene-4.22-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-4.22&CDS=1-951
3144	OG0003144	YOR241W	augustus_masked-scaffold_3-processed-gene-10.20-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-10.20&CDS=1-1554
3145	OG0003145	YOR242C	augustus_masked-scaffold_3-processed-gene-1.30-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-1.30&CDS=1-984
3146	OG0003146	YOR243C	augustus_masked-scaffold_3-processed-gene-1.17-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-1.17&CDS=1-2037
3147	OG0003147	YOR244W	augustus_masked-scaffold_5-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-0.95&CDS=1-1536
3148	OG0003148	YOR245C	augustus_masked-scaffold_5-processed-gene-1.21-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-1.21&CDS=1-2370
3149	OG0003149	YOR246C	maker-scaffold_3-augustus-gene-10.7-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-10.7&CDS=1-1488
3150	OG0003150	YOR249C	augustus_masked-scaffold_1-processed-gene-23.3-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-23.3&CDS=1-2214
3151	OG0003151	YOR250C	augustus_masked-scaffold_5-processed-gene-1.8-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-1.8&CDS=1-1446
3152	OG0003152	YOR251C	augustus_masked-scaffold_3-processed-gene-1.18-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-1.18&CDS=1-954
3153	OG0003153	YOR252W	augustus_masked-scaffold_6-processed-gene-7.115-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-7.115&CDS=1-540
3154	OG0003154	YOR253W	augustus_masked-scaffold_2-processed-gene-13.51-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-13.51&CDS=1-522
3155	OG0003155	YOR254C	augustus_masked-scaffold_2-processed-gene-13.47-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-13.47&CDS=1-2001
3156	OG0003156	YOR258W	augustus_masked-scaffold_2-processed-gene-14.14-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-14.14&CDS=1-768
3157	OG0003157	YOR259C	augustus_masked-scaffold_2-processed-gene-13.73-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-13.73&CDS=1-1239
3158	OG0003158	YOR260W	augustus_masked-scaffold_2-processed-gene-13.55-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-13.55&CDS=1-1383
3159	OG0003159	YOR261C	augustus_masked-scaffold_4-processed-gene-5.26-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-5.26&CDS=1-966
3160	OG0003160	YOR262W	maker-scaffold_4-augustus-gene-5.1-mRNA-1_1&gene=maker-scaffold_4-augustus-gene-5.1&CDS=1-3561
3161	OG0003161	YOR267C	maker-scaffold_5-snap-gene-1.125-mRNA-1_1&gene=maker-scaffold_5-snap-gene-1.125&CDS=1-1947
3162	OG0003162	YOR269W	augustus_masked-scaffold_5-processed-gene-1.2-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-1.2&CDS=1-1473
3163	OG0003163	YOR270C	augustus_masked-scaffold_1-processed-gene-23.0-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-23.0&CDS=1-2439
3164	OG0003164	YOR271C	augustus_masked-scaffold_6-processed-gene-8.20-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-8.20&CDS=1-984
3165	OG0003165	YOR272W	augustus_masked-scaffold_6-processed-gene-7.119-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-7.119&CDS=1-1365
3166	OG0003166	YOR273C	snap_masked-scaffold_2-processed-gene-13.15-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-13.15&CDS=1-2103
3167	OG0003167	YOR274W	augustus_masked-scaffold_6-processed-gene-7.103-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-7.103&CDS=1-1392
3168	OG0003168	YOR276W	augustus_masked-scaffold_6-processed-gene-7.100-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-7.100&CDS=1-492
3169	OG0003169	YOR281C	augustus_masked-scaffold_3-processed-gene-1.34-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-1.34&CDS=1-750
3170	OG0003170	YOR283W	augustus_masked-scaffold_1-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-0.32&CDS=1-669
3171	OG0003171	YOR287C	augustus_masked-scaffold_2-processed-gene-10.20-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-10.20&CDS=1-813
3172	OG0003172	YOR288C	augustus_masked-scaffold_6-processed-gene-9.12-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-9.12&CDS=1-1239
3173	OG0003173	YOR289W	augustus_masked-scaffold_3-processed-gene-19.169-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-19.169&CDS=1-627
3174	OG0003174	YOR291W	augustus_masked-scaffold_3-processed-gene-13.17-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-13.17&CDS=1-3960
3175	OG0003175	YOR292C	augustus_masked-scaffold_2-processed-gene-1.103-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-1.103&CDS=1-951
3176	OG0003176	YOR296W	augustus_masked-scaffold_1-processed-gene-2.156-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-2.156&CDS=1-3813
3177	OG0003177	YOR298C-A	augustus_masked-scaffold_1-processed-gene-2.150-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-2.150&CDS=1-450
3178	OG0003178	YOR301W	augustus_masked-scaffold_5-processed-gene-10.56-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-10.56&CDS=1-1593
3179	OG0003179	YOR303W	augustus_masked-scaffold_6-processed-gene-3.108-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-3.108&CDS=1-1287
3180	OG0003180	YOR306C	augustus_masked-scaffold_6-processed-gene-4.66-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-4.66&CDS=1-1368
3181	OG0003181	YOR307C	augustus_masked-scaffold_7-processed-gene-1.57-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-1.57&CDS=1-1302
3182	OG0003182	YOR308C	augustus_masked-scaffold_4-processed-gene-7.97-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-7.97&CDS=1-1818
3183	OG0003183	YOR310C	augustus_masked-scaffold_7-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-0.82&CDS=1-1536
3184	OG0003184	YOR311C	augustus_masked-scaffold_3-processed-gene-19.126-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-19.126&CDS=1-2211
3185	OG0003185	YOR313C	augustus_masked-scaffold_2-processed-gene-1.100-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-1.100&CDS=1-645
3186	OG0003186	YOR317W	augustus_masked-scaffold_2-processed-gene-1.91-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-1.91&CDS=1-2094
3187	OG0003187	YOR319W	augustus_masked-scaffold_3-processed-gene-6.58-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-6.58&CDS=1-732
3188	OG0003188	YOR320C	augustus_masked-scaffold_3-processed-gene-14.48-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-14.48&CDS=1-1461
3189	OG0003189	YOR322C	augustus_masked-scaffold_6-processed-gene-6.15-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-6.15&CDS=1-1851
3190	OG0003190	YOR323C	augustus_masked-scaffold_5-processed-gene-15.193-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-15.193&CDS=1-1311
3191	OG0003191	YOR326W	augustus_masked-scaffold_4-processed-gene-16.3-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-16.3&CDS=1-4737
3192	OG0003192	YOR327C	augustus_masked-scaffold_4-processed-gene-16.32-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-16.32&CDS=1-333
3193	OG0003193	YOR329C	augustus_masked-scaffold_2-processed-gene-3.41-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-3.41&CDS=1-1980
3194	OG0003194	YOR330C	augustus_masked-scaffold_7-processed-gene-3.111-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-3.111&CDS=1-3867
3195	OG0003195	YOR334W	augustus_masked-scaffold_2-processed-gene-16.89-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-16.89&CDS=1-1914
3196	OG0003196	YOR335C	augustus_masked-scaffold_7-processed-gene-7.94-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-7.94&CDS=1-2877
3197	OG0003197	YOR336W	augustus_masked-scaffold_5-processed-gene-8.113-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-8.113&CDS=1-4347
3198	OG0003198	YOR340C	augustus_masked-scaffold_2-processed-gene-16.72-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-16.72&CDS=1-873
3199	OG0003199	YOR341W	maker-scaffold_4-augustus-gene-9.11-mRNA-1_1&gene=maker-scaffold_4-augustus-gene-9.11&CDS=1-6231
3200	OG0003200	YOR344C	augustus_masked-scaffold_4-processed-gene-13.24-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-13.24&CDS=1-978
3201	OG0003201	YOR346W	augustus_masked-scaffold_1-processed-gene-20.94-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-20.94&CDS=1-3246
3202	OG0003202	YOR348C	augustus_masked-scaffold_4-processed-gene-17.44-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-17.44&CDS=1-1701
3203	OG0003203	YOR349W	augustus_masked-scaffold_5-processed-gene-7.113-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-7.113&CDS=1-2919
3204	OG0003204	YOR351C	augustus_masked-scaffold_3-processed-gene-7.54-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-7.54&CDS=1-2592
3205	OG0003205	YOR352W	augustus_masked-scaffold_5-processed-gene-13.35-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-13.35&CDS=1-1026
3206	OG0003206	YOR353C	augustus_masked-scaffold_1-processed-gene-11.57-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-11.57&CDS=1-2784
3207	OG0003207	YOR355W	augustus_masked-scaffold_4-processed-gene-2.6-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-2.6&CDS=1-1605
3208	OG0003208	YOR356W	augustus_masked-scaffold_4-processed-gene-2.24-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-2.24&CDS=1-4311
3209	OG0003209	YOR357C	augustus_masked-scaffold_6-processed-gene-6.9-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-6.9&CDS=1-474
3210	OG0003210	YOR359W	snap_masked-scaffold_1-processed-gene-4.122-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-4.122&CDS=1-1962
3211	OG0003211	YOR360C	augustus_masked-scaffold_1-processed-gene-4.27-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-4.27&CDS=1-1743
3212	OG0003212	YOR361C	augustus_masked-scaffold_8-processed-gene-2.122-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-2.122&CDS=1-2130
3213	OG0003213	YOR362C	maker-scaffold_8-snap-gene-2.93-mRNA-1_1&gene=maker-scaffold_8-snap-gene-2.93&CDS=1-774
3214	OG0003214	YOR368W	augustus_masked-scaffold_6-processed-gene-1.103-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-1.103&CDS=1-1167
3215	OG0003215	YOR369C	augustus_masked-scaffold_5-processed-gene-15.191-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-15.191&CDS=1-429
3216	OG0003216	YOR370C	augustus_masked-scaffold_5-processed-gene-15.192-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-15.192&CDS=1-2010
3217	OG0003217	YOR373W	augustus_masked-scaffold_5-processed-gene-15.157-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-15.157&CDS=1-3957
3218	OG0003218	YOR378W	maker-scaffold_4-snap-gene-11.92-mRNA-1_1&gene=maker-scaffold_4-snap-gene-11.92&CDS=1-1665
3219	OG0003219	YPL002C	augustus_masked-scaffold_4-processed-gene-4.93-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-4.93&CDS=1-702
3220	OG0003220	YPL003W	augustus_masked-scaffold_4-processed-gene-4.67-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-4.67&CDS=1-1548
3221	OG0003221	YPL006W	augustus_masked-scaffold_4-processed-gene-16.24-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-16.24&CDS=1-3876
3222	OG0003222	YPL008W	snap_masked-scaffold_3-processed-gene-18.24-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-18.24&CDS=1-2448
3223	OG0003223	YPL009C	maker-scaffold_2-augustus-gene-17.11-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-17.11&CDS=1-3003
3224	OG0003224	YPL012W	augustus_masked-scaffold_8-processed-gene-6.49-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-6.49&CDS=1-3642
3225	OG0003225	YPL013C	augustus_masked-scaffold_8-processed-gene-6.50-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-6.50&CDS=1-417
3226	OG0003226	YPL015C	maker-scaffold_2-augustus-gene-17.7-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-17.7&CDS=1-1476
3227	OG0003227	YPL016W	augustus_masked-scaffold_6-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-0.9&CDS=1-3690
3228	OG0003228	YPL020C	augustus_masked-scaffold_2-processed-gene-14.7-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-14.7&CDS=1-1449
3229	OG0003229	YPL022W	augustus_masked-scaffold_3-processed-gene-1.13-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-1.13&CDS=1-2916
3230	OG0003230	YPL023C	augustus_masked-scaffold_3-processed-gene-1.12-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-1.12&CDS=1-2724
3231	OG0003231	YPL024W	augustus_masked-scaffold_3-processed-gene-1.27-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-1.27&CDS=1-552
3232	OG0003232	YPL028W	augustus_masked-scaffold_3-processed-gene-10.45-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-10.45&CDS=1-1212
3233	OG0003233	YPL029W	augustus_masked-scaffold_3-processed-gene-10.21-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-10.21&CDS=1-2142
3234	OG0003234	YPL030W	augustus_masked-scaffold_1-processed-gene-8.24-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-8.24&CDS=1-1632
3235	OG0003235	YPL031C	maker-scaffold_1-augustus-gene-8.158-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-8.158&CDS=1-975
3236	OG0003236	YPL040C	augustus_masked-scaffold_2-processed-gene-14.11-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-14.11&CDS=1-2904
3237	OG0003237	YPL041C	augustus_masked-scaffold_3-processed-gene-10.23-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-10.23&CDS=1-756
3238	OG0003238	YPL042C	maker-scaffold_3-augustus-gene-10.11-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-10.11&CDS=1-2487
3239	OG0003239	YPL043W	augustus_masked-scaffold_1-processed-gene-8.40-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-8.40&CDS=1-2175
3240	OG0003240	YPL045W	augustus_masked-scaffold_1-processed-gene-8.41-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-8.41&CDS=1-2769
3241	OG0003241	YPL046C	augustus_masked-scaffold_1-processed-gene-8.22-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-8.22&CDS=1-294
3242	OG0003242	YPL050C	augustus_masked-scaffold_5-processed-gene-12.52-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-12.52&CDS=1-1101
3243	OG0003243	YPL051W	augustus_masked-scaffold_1-processed-gene-13.33-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-13.33&CDS=1-735
3244	OG0003244	YPL054W	augustus_masked-scaffold_5-processed-gene-12.54-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-12.54&CDS=1-1692
3245	OG0003245	YPL059W	augustus_masked-scaffold_1-processed-gene-12.16-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-12.16&CDS=1-456
3246	OG0003246	YPL060W	augustus_masked-scaffold_7-processed-gene-4.51-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-4.51&CDS=1-1239
3247	OG0003247	YPL063W	augustus_masked-scaffold_1-processed-gene-13.11-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-13.11&CDS=1-1431
3248	OG0003248	YPL064C	augustus_masked-scaffold_3-processed-gene-4.48-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-4.48&CDS=1-909
3249	OG0003249	YPL067C	augustus_masked-scaffold_1-processed-gene-8.36-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-8.36&CDS=1-714
3250	OG0003250	YPL069C	augustus_masked-scaffold_4-processed-gene-6.20-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-6.20&CDS=1-1032
3251	OG0003251	YPL072W	augustus_masked-scaffold_1-processed-gene-4.35-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-4.35&CDS=1-2994
3252	OG0003252	YPL078C	maker-scaffold_3-augustus-gene-8.99-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-8.99&CDS=1-1155
3253	OG0003253	YPL082C	augustus_masked-scaffold_3-processed-gene-10.34-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-10.34&CDS=1-5772
3254	OG0003254	YPL083C	augustus_masked-scaffold_5-processed-gene-11.55-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-11.55&CDS=1-1191
3255	OG0003255	YPL084W	augustus_masked-scaffold_5-processed-gene-1.37-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-1.37&CDS=1-3093
3256	OG0003256	YPL085W	augustus_masked-scaffold_4-processed-gene-3.80-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-3.80&CDS=1-6654
3257	OG0003257	YPL086C	augustus_masked-scaffold_5-processed-gene-12.55-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-12.55&CDS=1-1671
3258	OG0003258	YPL088W	augustus_masked-scaffold_1-processed-gene-9.4-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-9.4&CDS=1-3084
3259	OG0003259	YPL091W	augustus_masked-scaffold_4-processed-gene-4.88-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-4.88&CDS=1-1464
3260	OG0003260	YPL093W	augustus_masked-scaffold_5-processed-gene-12.53-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-12.53&CDS=1-1926
3261	OG0003261	YPL094C	augustus_masked-scaffold_1-processed-gene-7.1-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-7.1&CDS=1-867
3262	OG0003262	YPL096W	augustus_masked-scaffold_3-processed-gene-4.51-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-4.51&CDS=1-1101
3263	OG0003263	YPL097W	snap_masked-scaffold_7-processed-gene-1.109-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-1.109&CDS=1-1533
3264	OG0003264	YPL098C	augustus_masked-scaffold_1-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-0.34&CDS=1-318
3265	OG0003265	YPL101W	augustus_masked-scaffold_4-processed-gene-13.20-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-13.20&CDS=1-1308
3266	OG0003266	YPL104W	augustus_masked-scaffold_1-processed-gene-7.27-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-7.27&CDS=1-2019
3267	OG0003267	YPL106C	augustus_masked-scaffold_1-processed-gene-14.113-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-14.113&CDS=1-2070
3268	OG0003268	YPL107W	augustus_masked-scaffold_1-processed-gene-10.58-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-10.58&CDS=1-762
3269	OG0003269	YPL109C	maker-scaffold_1-augustus-gene-17.90-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-17.90&CDS=1-2115
3270	OG0003270	YPL110C	augustus_masked-scaffold_6-processed-gene-9.27-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-9.27&CDS=1-3414
3271	OG0003271	YPL111W	snap_masked-scaffold_6-processed-gene-9.105-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-9.105&CDS=1-948
3272	OG0003272	YPL112C	augustus_masked-scaffold_7-processed-gene-6.121-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-6.121&CDS=1-1527
