	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034947_Ambrosiozyma_philentoma
10	OG0000010	YHL004W	maker-NODE_4_length_780009_cov_36.5782_ID_7-snap-gene-3.55-mRNA-1_1&gene=maker-NODE_4_length_780009_cov_36.5782_ID_7-snap-gene-3.55&CDS=1-2448, snap_masked-NODE_20_length_277557_cov_41.3022_ID_39-processed-gene-1.200-mRNA-1_1&gene=snap_masked-NODE_20_length_277557_cov_41.3022_ID_39-processed-gene-1.200&CDS=1-1275, snap_masked-NODE_2_length_923280_cov_37.2315_ID_3-processed-gene-1.10-mRNA-1_1&gene=snap_masked-NODE_2_length_923280_cov_37.2315_ID_3-processed-gene-1.10&CDS=1-1281, snap_masked-NODE_2_length_923280_cov_37.2315_ID_3-processed-gene-5.95-mRNA-1_1&gene=snap_masked-NODE_2_length_923280_cov_37.2315_ID_3-processed-gene-5.95&CDS=1-1281, snap_masked-NODE_2_length_923280_cov_37.2315_ID_3-processed-gene-8.143-mRNA-1_1&gene=snap_masked-NODE_2_length_923280_cov_37.2315_ID_3-processed-gene-8.143&CDS=1-1290, snap_masked-NODE_34_length_157888_cov_36.3073_ID_67-processed-gene-0.190-mRNA-1_1&gene=snap_masked-NODE_34_length_157888_cov_36.3073_ID_67-processed-gene-0.190&CDS=1-1275, snap_masked-NODE_40_length_109818_cov_39.8543_ID_79-processed-gene-0.14-mRNA-1_1&gene=snap_masked-NODE_40_length_109818_cov_39.8543_ID_79-processed-gene-0.14&CDS=1-1275, snap_masked-NODE_6_length_738973_cov_35.7179_ID_11-processed-gene-0.29-mRNA-1_1&gene=snap_masked-NODE_6_length_738973_cov_35.7179_ID_11-processed-gene-0.29&CDS=1-2658
11	OG0000011	YPL088W	genemark-NODE_3_length_851894_cov_38.1691_ID_5-processed-gene-7.94-mRNA-1_1&gene=genemark-NODE_3_length_851894_cov_38.1691_ID_5-processed-gene-7.94&CDS=1-981, maker-NODE_28_length_201022_cov_43.3182_ID_55-snap-gene-1.41-mRNA-1_1&gene=maker-NODE_28_length_201022_cov_43.3182_ID_55-snap-gene-1.41&CDS=1-1575, maker-NODE_59_length_44346_cov_38.8721_ID_117-snap-gene-0.15-mRNA-1_1&gene=maker-NODE_59_length_44346_cov_38.8721_ID_117-snap-gene-0.15&CDS=1-1053, snap_masked-NODE_16_length_388715_cov_37.2944_ID_31-processed-gene-2.206-mRNA-1_1&gene=snap_masked-NODE_16_length_388715_cov_37.2944_ID_31-processed-gene-2.206&CDS=1-1053, snap_masked-NODE_18_length_380975_cov_38.0398_ID_35-processed-gene-2.79-mRNA-1_1&gene=snap_masked-NODE_18_length_380975_cov_38.0398_ID_35-processed-gene-2.79&CDS=1-1050, snap_masked-NODE_3_length_851894_cov_38.1691_ID_5-processed-gene-7.154-mRNA-1_1&gene=snap_masked-NODE_3_length_851894_cov_38.1691_ID_5-processed-gene-7.154&CDS=1-1053, snap_masked-NODE_40_length_109818_cov_39.8543_ID_79-processed-gene-0.13-mRNA-1_1&gene=snap_masked-NODE_40_length_109818_cov_39.8543_ID_79-processed-gene-0.13&CDS=1-1050, snap_masked-NODE_5_length_763819_cov_35.0206_ID_9-processed-gene-4.107-mRNA-1_1&gene=snap_masked-NODE_5_length_763819_cov_35.0206_ID_9-processed-gene-4.107&CDS=1-1053
12	OG0000012	YBR298C, YDL247W, YGR289C, YJR160C	augustus_masked-NODE_43_length_103192_cov_41.1572_ID_85-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-NODE_43_length_103192_cov_41.1572_ID_85-processed-gene-0.88&CDS=1-1167, genemark-NODE_54_length_58852_cov_54.6309_ID_107-processed-gene-0.26-mRNA-1_1&gene=genemark-NODE_54_length_58852_cov_54.6309_ID_107-processed-gene-0.26&CDS=1-1161, maker-NODE_47_length_83848_cov_52.5765_ID_93-snap-gene-0.104-mRNA-1_1&gene=maker-NODE_47_length_83848_cov_52.5765_ID_93-snap-gene-0.104&CDS=1-5214, snap_masked-NODE_45_length_93010_cov_37.8981_ID_89-processed-gene-0.30-mRNA-1_1&gene=snap_masked-NODE_45_length_93010_cov_37.8981_ID_89-processed-gene-0.30&CDS=1-1758
13	OG0000013	YJR107W	augustus_masked-NODE_17_length_381870_cov_41.7708_ID_33-processed-gene-1.57-mRNA-1_1&gene=augustus_masked-NODE_17_length_381870_cov_41.7708_ID_33-processed-gene-1.57&CDS=1-1008, augustus_masked-NODE_3_length_851894_cov_38.1691_ID_5-processed-gene-7.58-mRNA-1_1&gene=augustus_masked-NODE_3_length_851894_cov_38.1691_ID_5-processed-gene-7.58&CDS=1-1173, augustus_masked-NODE_9_length_617110_cov_37.3077_ID_17-processed-gene-2.69-mRNA-1_1&gene=augustus_masked-NODE_9_length_617110_cov_37.3077_ID_17-processed-gene-2.69&CDS=1-1017, augustus_masked-NODE_9_length_617110_cov_37.3077_ID_17-processed-gene-2.70-mRNA-1_1&gene=augustus_masked-NODE_9_length_617110_cov_37.3077_ID_17-processed-gene-2.70&CDS=1-405, augustus_masked-NODE_9_length_617110_cov_37.3077_ID_17-processed-gene-2.71-mRNA-1_1&gene=augustus_masked-NODE_9_length_617110_cov_37.3077_ID_17-processed-gene-2.71&CDS=1-1047, snap_masked-NODE_31_length_171028_cov_37.7995_ID_61-processed-gene-0.23-mRNA-1_1&gene=snap_masked-NODE_31_length_171028_cov_37.7995_ID_61-processed-gene-0.23&CDS=1-930, snap_masked-NODE_9_length_617110_cov_37.3077_ID_17-processed-gene-2.36-mRNA-1_1&gene=snap_masked-NODE_9_length_617110_cov_37.3077_ID_17-processed-gene-2.36&CDS=1-1062
14	OG0000014	YKL128C	snap_masked-NODE_10_length_554023_cov_36.5422_ID_19-processed-gene-1.89-mRNA-1_1&gene=snap_masked-NODE_10_length_554023_cov_36.5422_ID_19-processed-gene-1.89&CDS=1-1014, snap_masked-NODE_13_length_488124_cov_36.1311_ID_25-processed-gene-3.64-mRNA-1_1&gene=snap_masked-NODE_13_length_488124_cov_36.1311_ID_25-processed-gene-3.64&CDS=1-1083, snap_masked-NODE_1_length_1123490_cov_36.3557_ID_1-processed-gene-4.69-mRNA-1_1&gene=snap_masked-NODE_1_length_1123490_cov_36.3557_ID_1-processed-gene-4.69&CDS=1-1086, snap_masked-NODE_1_length_1123490_cov_36.3557_ID_1-processed-gene-5.17-mRNA-1_1&gene=snap_masked-NODE_1_length_1123490_cov_36.3557_ID_1-processed-gene-5.17&CDS=1-1095, snap_masked-NODE_1_length_1123490_cov_36.3557_ID_1-processed-gene-5.18-mRNA-1_1&gene=snap_masked-NODE_1_length_1123490_cov_36.3557_ID_1-processed-gene-5.18&CDS=1-1095, snap_masked-NODE_1_length_1123490_cov_36.3557_ID_1-processed-gene-5.30-mRNA-1_1&gene=snap_masked-NODE_1_length_1123490_cov_36.3557_ID_1-processed-gene-5.30&CDS=1-1092, snap_masked-NODE_23_length_247428_cov_39.5709_ID_45-processed-gene-0.101-mRNA-1_1&gene=snap_masked-NODE_23_length_247428_cov_39.5709_ID_45-processed-gene-0.101&CDS=1-1080
15	OG0000015	YAL063C, YAL064C-A, YAR050W, YHR211W, YHR213W, YKR102W	augustus_masked-NODE_77_length_12027_cov_39.3645_ID_153-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-NODE_77_length_12027_cov_39.3645_ID_153-processed-gene-0.5&CDS=1-2577
16	OG0000016	YAR071W, YBR092C, YBR093C, YDL024C, YHR215W	snap_masked-NODE_28_length_201022_cov_43.3182_ID_55-processed-gene-0.28-mRNA-1_1&gene=snap_masked-NODE_28_length_201022_cov_43.3182_ID_55-processed-gene-0.28&CDS=1-1395, snap_masked-NODE_31_length_171028_cov_37.7995_ID_61-processed-gene-0.13-mRNA-1_1&gene=snap_masked-NODE_31_length_171028_cov_37.7995_ID_61-processed-gene-0.13&CDS=1-1383
17	OG0000017	YDL037C, YIR019C	maker-NODE_3_length_851894_cov_38.1691_ID_5-snap-gene-7.130-mRNA-1_1&gene=maker-NODE_3_length_851894_cov_38.1691_ID_5-snap-gene-7.130&CDS=1-2181, maker-NODE_44_length_98848_cov_40.9792_ID_87-snap-gene-0.0-mRNA-1_1&gene=maker-NODE_44_length_98848_cov_40.9792_ID_87-snap-gene-0.0&CDS=1-2550, maker-NODE_48_length_80608_cov_39.0841_ID_95-snap-gene-0.63-mRNA-1_1&gene=maker-NODE_48_length_80608_cov_39.0841_ID_95-snap-gene-0.63&CDS=1-8415, snap_masked-NODE_41_length_104788_cov_39.3601_ID_81-processed-gene-0.28-mRNA-1_1&gene=snap_masked-NODE_41_length_104788_cov_39.3601_ID_81-processed-gene-0.28&CDS=1-1986, snap_masked-NODE_88_length_4180_cov_42.5457_ID_175-processed-gene-0.2-mRNA-1_1&gene=snap_masked-NODE_88_length_4180_cov_42.5457_ID_175-processed-gene-0.2&CDS=1-837
18	OG0000018	YDL144C	augustus_masked-NODE_3_length_851894_cov_38.1691_ID_5-processed-gene-4.67-mRNA-1_1&gene=augustus_masked-NODE_3_length_851894_cov_38.1691_ID_5-processed-gene-4.67&CDS=1-1032, maker-NODE_17_length_381870_cov_41.7708_ID_33-snap-gene-1.45-mRNA-1_1&gene=maker-NODE_17_length_381870_cov_41.7708_ID_33-snap-gene-1.45&CDS=1-2097, snap_masked-NODE_14_length_402820_cov_37.3962_ID_27-processed-gene-2.37-mRNA-1_1&gene=snap_masked-NODE_14_length_402820_cov_37.3962_ID_27-processed-gene-2.37&CDS=1-1020, snap_masked-NODE_31_length_171028_cov_37.7995_ID_61-processed-gene-0.36-mRNA-1_1&gene=snap_masked-NODE_31_length_171028_cov_37.7995_ID_61-processed-gene-0.36&CDS=1-1032, snap_masked-NODE_33_length_169085_cov_36.4495_ID_65-processed-gene-0.176-mRNA-1_1&gene=snap_masked-NODE_33_length_169085_cov_36.4495_ID_65-processed-gene-0.176&CDS=1-1032, snap_masked-NODE_9_length_617110_cov_37.3077_ID_17-processed-gene-5.57-mRNA-1_1&gene=snap_masked-NODE_9_length_617110_cov_37.3077_ID_17-processed-gene-5.57&CDS=1-1032
19	OG0000019	YDR242W	maker-NODE_13_length_488124_cov_36.1311_ID_25-snap-gene-2.0-mRNA-1_1&gene=maker-NODE_13_length_488124_cov_36.1311_ID_25-snap-gene-2.0&CDS=1-3147, snap_masked-NODE_11_length_553976_cov_35.7072_ID_21-processed-gene-3.105-mRNA-1_1&gene=snap_masked-NODE_11_length_553976_cov_35.7072_ID_21-processed-gene-3.105&CDS=1-1602, snap_masked-NODE_12_length_547646_cov_37.6145_ID_23-processed-gene-1.17-mRNA-1_1&gene=snap_masked-NODE_12_length_547646_cov_37.6145_ID_23-processed-gene-1.17&CDS=1-1626, snap_masked-NODE_2_length_923280_cov_37.2315_ID_3-processed-gene-1.12-mRNA-1_1&gene=snap_masked-NODE_2_length_923280_cov_37.2315_ID_3-processed-gene-1.12&CDS=1-1671, snap_masked-NODE_68_length_25817_cov_33.8992_ID_135-processed-gene-0.5-mRNA-1_1&gene=snap_masked-NODE_68_length_25817_cov_33.8992_ID_135-processed-gene-0.5&CDS=1-1632, snap_masked-NODE_8_length_701254_cov_36.8143_ID_15-processed-gene-6.22-mRNA-1_1&gene=snap_masked-NODE_8_length_701254_cov_36.8143_ID_15-processed-gene-6.22&CDS=1-1719
20	OG0000020	YGR197C, YJR015W	augustus_masked-NODE_54_length_58852_cov_54.6309_ID_107-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-NODE_54_length_58852_cov_54.6309_ID_107-processed-gene-0.52&CDS=1-1464, genemark-NODE_20_length_277557_cov_41.3022_ID_39-processed-gene-1.9-mRNA-1_1&gene=genemark-NODE_20_length_277557_cov_41.3022_ID_39-processed-gene-1.9&CDS=1-1518, snap_masked-NODE_20_length_277557_cov_41.3022_ID_39-processed-gene-1.170-mRNA-1_1&gene=snap_masked-NODE_20_length_277557_cov_41.3022_ID_39-processed-gene-1.170&CDS=1-1527, snap_masked-NODE_20_length_277557_cov_41.3022_ID_39-processed-gene-1.177-mRNA-1_1&gene=snap_masked-NODE_20_length_277557_cov_41.3022_ID_39-processed-gene-1.177&CDS=1-1539, snap_masked-NODE_9_length_617110_cov_37.3077_ID_17-processed-gene-0.38-mRNA-1_1&gene=snap_masked-NODE_9_length_617110_cov_37.3077_ID_17-processed-gene-0.38&CDS=1-1482
21	OG0000021	YHR179W, YPL171C	augustus_masked-NODE_2_length_923280_cov_37.2315_ID_3-processed-gene-7.85-mRNA-1_1&gene=augustus_masked-NODE_2_length_923280_cov_37.2315_ID_3-processed-gene-7.85&CDS=1-1212, maker-NODE_13_length_488124_cov_36.1311_ID_25-snap-gene-0.63-mRNA-1_1&gene=maker-NODE_13_length_488124_cov_36.1311_ID_25-snap-gene-0.63&CDS=1-3600, snap_masked-NODE_13_length_488124_cov_36.1311_ID_25-processed-gene-0.91-mRNA-1_1&gene=snap_masked-NODE_13_length_488124_cov_36.1311_ID_25-processed-gene-0.91&CDS=1-1197, snap_masked-NODE_13_length_488124_cov_36.1311_ID_25-processed-gene-3.11-mRNA-1_1&gene=snap_masked-NODE_13_length_488124_cov_36.1311_ID_25-processed-gene-3.11&CDS=1-1206, snap_masked-NODE_25_length_220511_cov_45.1567_ID_49-processed-gene-0.104-mRNA-1_1&gene=snap_masked-NODE_25_length_220511_cov_45.1567_ID_49-processed-gene-0.104&CDS=1-1215
22	OG0000022	YLR004C, YPL214C	augustus_masked-NODE_91_length_2793_cov_83.018_ID_181-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_91_length_2793_cov_83.018_ID_181-processed-gene-0.2&CDS=1-573, augustus_masked-NODE_91_length_2793_cov_83.018_ID_181-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_91_length_2793_cov_83.018_ID_181-processed-gene-0.3&CDS=1-1314, maker-NODE_2_length_923280_cov_37.2315_ID_3-snap-gene-1.68-mRNA-1_1&gene=maker-NODE_2_length_923280_cov_37.2315_ID_3-snap-gene-1.68&CDS=1-2874, maker-NODE_2_length_923280_cov_37.2315_ID_3-snap-gene-1.69-mRNA-1_1&gene=maker-NODE_2_length_923280_cov_37.2315_ID_3-snap-gene-1.69&CDS=1-4332, snap_masked-NODE_1_length_1123490_cov_36.3557_ID_1-processed-gene-1.23-mRNA-1_1&gene=snap_masked-NODE_1_length_1123490_cov_36.3557_ID_1-processed-gene-1.23&CDS=1-1542
23	OG0000023	YMR234W	augustus_masked-NODE_2_length_923280_cov_37.2315_ID_3-processed-gene-8.47-mRNA-1_1&gene=augustus_masked-NODE_2_length_923280_cov_37.2315_ID_3-processed-gene-8.47&CDS=1-1056, augustus_masked-NODE_5_length_763819_cov_35.0206_ID_9-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-NODE_5_length_763819_cov_35.0206_ID_9-processed-gene-0.96&CDS=1-618, maker-NODE_26_length_206574_cov_36.6608_ID_51-augustus-gene-0.71-mRNA-1_1&gene=maker-NODE_26_length_206574_cov_36.6608_ID_51-augustus-gene-0.71&CDS=1-2349, snap_masked-NODE_23_length_247428_cov_39.5709_ID_45-processed-gene-1.23-mRNA-1_1&gene=snap_masked-NODE_23_length_247428_cov_39.5709_ID_45-processed-gene-1.23&CDS=1-1038, snap_masked-NODE_26_length_206574_cov_36.6608_ID_51-processed-gene-0.42-mRNA-1_1&gene=snap_masked-NODE_26_length_206574_cov_36.6608_ID_51-processed-gene-0.42&CDS=1-855, snap_masked-NODE_2_length_923280_cov_37.2315_ID_3-processed-gene-8.166-mRNA-1_1&gene=snap_masked-NODE_2_length_923280_cov_37.2315_ID_3-processed-gene-8.166&CDS=1-1140
24	OG0000024	YOR348C	genemark-NODE_25_length_220511_cov_45.1567_ID_49-processed-gene-0.22-mRNA-1_1&gene=genemark-NODE_25_length_220511_cov_45.1567_ID_49-processed-gene-0.22&CDS=1-1647, maker-NODE_11_length_553976_cov_35.7072_ID_21-augustus-gene-1.98-mRNA-1_1&gene=maker-NODE_11_length_553976_cov_35.7072_ID_21-augustus-gene-1.98&CDS=1-1695, maker-NODE_20_length_277557_cov_41.3022_ID_39-augustus-gene-1.76-mRNA-1_1&gene=maker-NODE_20_length_277557_cov_41.3022_ID_39-augustus-gene-1.76&CDS=1-1638, maker-NODE_20_length_277557_cov_41.3022_ID_39-snap-gene-0.52-mRNA-1_1&gene=maker-NODE_20_length_277557_cov_41.3022_ID_39-snap-gene-0.52&CDS=1-1641, maker-NODE_7_length_719369_cov_38.9049_ID_13-snap-gene-0.103-mRNA-1_1&gene=maker-NODE_7_length_719369_cov_38.9049_ID_13-snap-gene-0.103&CDS=1-3321, snap_masked-NODE_17_length_381870_cov_41.7708_ID_33-processed-gene-2.18-mRNA-1_1&gene=snap_masked-NODE_17_length_381870_cov_41.7708_ID_33-processed-gene-2.18&CDS=1-1644
25	OG0000025		augustus_masked-NODE_7_length_719369_cov_38.9049_ID_13-processed-gene-4.70-mRNA-1_1&gene=augustus_masked-NODE_7_length_719369_cov_38.9049_ID_13-processed-gene-4.70&CDS=1-1668, genemark-NODE_22_length_250489_cov_36.0267_ID_43-processed-gene-0.68-mRNA-1_1&gene=genemark-NODE_22_length_250489_cov_36.0267_ID_43-processed-gene-0.68&CDS=1-2088, snap_masked-NODE_10_length_554023_cov_36.5422_ID_19-processed-gene-4.55-mRNA-1_1&gene=snap_masked-NODE_10_length_554023_cov_36.5422_ID_19-processed-gene-4.55&CDS=1-1671, snap_masked-NODE_16_length_388715_cov_37.2944_ID_31-processed-gene-2.214-mRNA-1_1&gene=snap_masked-NODE_16_length_388715_cov_37.2944_ID_31-processed-gene-2.214&CDS=1-1671, snap_masked-NODE_19_length_349328_cov_38.6167_ID_37-processed-gene-0.66-mRNA-1_1&gene=snap_masked-NODE_19_length_349328_cov_38.6167_ID_37-processed-gene-0.66&CDS=1-1590, snap_masked-NODE_20_length_277557_cov_41.3022_ID_39-processed-gene-1.202-mRNA-1_1&gene=snap_masked-NODE_20_length_277557_cov_41.3022_ID_39-processed-gene-1.202&CDS=1-1707, snap_masked-NODE_3_length_851894_cov_38.1691_ID_5-processed-gene-1.59-mRNA-1_1&gene=snap_masked-NODE_3_length_851894_cov_38.1691_ID_5-processed-gene-1.59&CDS=1-1686
26	OG0000026	YBR089C-A, YKL032C, YMR072W, YPR052C	augustus_masked-NODE_18_length_380975_cov_38.0398_ID_35-processed-gene-2.190-mRNA-1_1&gene=augustus_masked-NODE_18_length_380975_cov_38.0398_ID_35-processed-gene-2.190&CDS=1-1437, snap_masked-NODE_8_length_701254_cov_36.8143_ID_15-processed-gene-4.59-mRNA-1_1&gene=snap_masked-NODE_8_length_701254_cov_36.8143_ID_15-processed-gene-4.59&CDS=1-270
27	OG0000027	YBR240C	snap_masked-NODE_14_length_402820_cov_37.3962_ID_27-processed-gene-2.36-mRNA-1_1&gene=snap_masked-NODE_14_length_402820_cov_37.3962_ID_27-processed-gene-2.36&CDS=1-1695, snap_masked-NODE_5_length_763819_cov_35.0206_ID_9-processed-gene-6.61-mRNA-1_1&gene=snap_masked-NODE_5_length_763819_cov_35.0206_ID_9-processed-gene-6.61&CDS=1-2028, snap_masked-NODE_7_length_719369_cov_38.9049_ID_13-processed-gene-5.95-mRNA-1_1&gene=snap_masked-NODE_7_length_719369_cov_38.9049_ID_13-processed-gene-5.95&CDS=1-882, snap_masked-NODE_7_length_719369_cov_38.9049_ID_13-processed-gene-6.126-mRNA-1_1&gene=snap_masked-NODE_7_length_719369_cov_38.9049_ID_13-processed-gene-6.126&CDS=1-2271, snap_masked-NODE_8_length_701254_cov_36.8143_ID_15-processed-gene-3.96-mRNA-1_1&gene=snap_masked-NODE_8_length_701254_cov_36.8143_ID_15-processed-gene-3.96&CDS=1-678
28	OG0000028	YCR010C, YNR002C	snap_masked-NODE_22_length_250489_cov_36.0267_ID_43-processed-gene-1.123-mRNA-1_1&gene=snap_masked-NODE_22_length_250489_cov_36.0267_ID_43-processed-gene-1.123&CDS=1-852, snap_masked-NODE_22_length_250489_cov_36.0267_ID_43-processed-gene-1.99-mRNA-1_1&gene=snap_masked-NODE_22_length_250489_cov_36.0267_ID_43-processed-gene-1.99&CDS=1-855, snap_masked-NODE_5_length_763819_cov_35.0206_ID_9-processed-gene-1.94-mRNA-1_1&gene=snap_masked-NODE_5_length_763819_cov_35.0206_ID_9-processed-gene-1.94&CDS=1-876, snap_masked-NODE_5_length_763819_cov_35.0206_ID_9-processed-gene-1.95-mRNA-1_1&gene=snap_masked-NODE_5_length_763819_cov_35.0206_ID_9-processed-gene-1.95&CDS=1-792
29	OG0000029	YGR281W	augustus_masked-NODE_41_length_104788_cov_39.3601_ID_81-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-NODE_41_length_104788_cov_39.3601_ID_81-processed-gene-0.44&CDS=1-2064, augustus_masked-NODE_7_length_719369_cov_38.9049_ID_13-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-NODE_7_length_719369_cov_38.9049_ID_13-processed-gene-0.42&CDS=1-4152, augustus_masked-NODE_87_length_4199_cov_43.3139_ID_173-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_87_length_4199_cov_43.3139_ID_173-processed-gene-0.3&CDS=1-2064, genemark-NODE_52_length_65130_cov_37.8557_ID_103-processed-gene-0.1-mRNA-1_1&gene=genemark-NODE_52_length_65130_cov_37.8557_ID_103-processed-gene-0.1&CDS=1-4140, snap_masked-NODE_41_length_104788_cov_39.3601_ID_81-processed-gene-0.8-mRNA-1_1&gene=snap_masked-NODE_41_length_104788_cov_39.3601_ID_81-processed-gene-0.8&CDS=1-4272
30	OG0000030	YJR152W	maker-NODE_51_length_71930_cov_46.2221_ID_101-snap-gene-0.84-mRNA-1_1&gene=maker-NODE_51_length_71930_cov_46.2221_ID_101-snap-gene-0.84&CDS=1-1167, snap_masked-NODE_31_length_171028_cov_37.7995_ID_61-processed-gene-0.14-mRNA-1_1&gene=snap_masked-NODE_31_length_171028_cov_37.7995_ID_61-processed-gene-0.14&CDS=1-1590, snap_masked-NODE_36_length_134511_cov_36.0754_ID_71-processed-gene-0.74-mRNA-1_1&gene=snap_masked-NODE_36_length_134511_cov_36.0754_ID_71-processed-gene-0.74&CDS=1-1587, snap_masked-NODE_44_length_98848_cov_40.9792_ID_87-processed-gene-0.90-mRNA-1_1&gene=snap_masked-NODE_44_length_98848_cov_40.9792_ID_87-processed-gene-0.90&CDS=1-1593, snap_masked-NODE_45_length_93010_cov_37.8981_ID_89-processed-gene-0.35-mRNA-1_1&gene=snap_masked-NODE_45_length_93010_cov_37.8981_ID_89-processed-gene-0.35&CDS=1-1605
31	OG0000031	YNL095C, YOR092W	augustus_masked-NODE_4_length_780009_cov_36.5782_ID_7-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-NODE_4_length_780009_cov_36.5782_ID_7-processed-gene-0.83&CDS=1-2565, genemark-NODE_15_length_389807_cov_34.7748_ID_29-processed-gene-1.68-mRNA-1_1&gene=genemark-NODE_15_length_389807_cov_34.7748_ID_29-processed-gene-1.68&CDS=1-1395, maker-NODE_15_length_389807_cov_34.7748_ID_29-snap-gene-1.60-mRNA-1_1&gene=maker-NODE_15_length_389807_cov_34.7748_ID_29-snap-gene-1.60&CDS=1-7644, snap_masked-NODE_10_length_554023_cov_36.5422_ID_19-processed-gene-0.61-mRNA-1_1&gene=snap_masked-NODE_10_length_554023_cov_36.5422_ID_19-processed-gene-0.61&CDS=1-1611
32	OG0000032	YNL245C	augustus_masked-NODE_2_length_923280_cov_37.2315_ID_3-processed-gene-1.38-mRNA-1_1&gene=augustus_masked-NODE_2_length_923280_cov_37.2315_ID_3-processed-gene-1.38&CDS=1-495, augustus_masked-NODE_33_length_169085_cov_36.4495_ID_65-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-NODE_33_length_169085_cov_36.4495_ID_65-processed-gene-0.27&CDS=1-1359, augustus_masked-NODE_3_length_851894_cov_38.1691_ID_5-processed-gene-1.15-mRNA-1_1&gene=augustus_masked-NODE_3_length_851894_cov_38.1691_ID_5-processed-gene-1.15&CDS=1-1320, snap_masked-NODE_2_length_923280_cov_37.2315_ID_3-processed-gene-7.40-mRNA-1_1&gene=snap_masked-NODE_2_length_923280_cov_37.2315_ID_3-processed-gene-7.40&CDS=1-1479, snap_masked-NODE_4_length_780009_cov_36.5782_ID_7-processed-gene-2.116-mRNA-1_1&gene=snap_masked-NODE_4_length_780009_cov_36.5782_ID_7-processed-gene-2.116&CDS=1-1884
33	OG0000033	YOR002W	maker-NODE_36_length_134511_cov_36.0754_ID_71-snap-gene-0.114-mRNA-1_1&gene=maker-NODE_36_length_134511_cov_36.0754_ID_71-snap-gene-0.114&CDS=1-4515, maker-NODE_47_length_83848_cov_52.5765_ID_93-snap-gene-0.105-mRNA-1_1&gene=maker-NODE_47_length_83848_cov_52.5765_ID_93-snap-gene-0.105&CDS=1-1800, snap_masked-NODE_23_length_247428_cov_39.5709_ID_45-processed-gene-1.28-mRNA-1_1&gene=snap_masked-NODE_23_length_247428_cov_39.5709_ID_45-processed-gene-1.28&CDS=1-1887, snap_masked-NODE_2_length_923280_cov_37.2315_ID_3-processed-gene-8.155-mRNA-1_1&gene=snap_masked-NODE_2_length_923280_cov_37.2315_ID_3-processed-gene-8.155&CDS=1-1893, snap_masked-NODE_9_length_617110_cov_37.3077_ID_17-processed-gene-5.62-mRNA-1_1&gene=snap_masked-NODE_9_length_617110_cov_37.3077_ID_17-processed-gene-5.62&CDS=1-1887
34	OG0000034	YOR104W	snap_masked-NODE_12_length_547646_cov_37.6145_ID_23-processed-gene-4.210-mRNA-1_1&gene=snap_masked-NODE_12_length_547646_cov_37.6145_ID_23-processed-gene-4.210&CDS=1-510, snap_masked-NODE_15_length_389807_cov_34.7748_ID_29-processed-gene-2.106-mRNA-1_1&gene=snap_masked-NODE_15_length_389807_cov_34.7748_ID_29-processed-gene-2.106&CDS=1-459, snap_masked-NODE_15_length_389807_cov_34.7748_ID_29-processed-gene-2.107-mRNA-1_1&gene=snap_masked-NODE_15_length_389807_cov_34.7748_ID_29-processed-gene-2.107&CDS=1-486, snap_masked-NODE_21_length_275461_cov_37.4346_ID_41-processed-gene-1.202-mRNA-1_1&gene=snap_masked-NODE_21_length_275461_cov_37.4346_ID_41-processed-gene-1.202&CDS=1-333, snap_masked-NODE_39_length_110300_cov_46.0718_ID_77-processed-gene-0.88-mRNA-1_1&gene=snap_masked-NODE_39_length_110300_cov_46.0718_ID_77-processed-gene-0.88&CDS=1-462
35	OG0000035	YOR320C	augustus_masked-NODE_15_length_389807_cov_34.7748_ID_29-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-NODE_15_length_389807_cov_34.7748_ID_29-processed-gene-0.78&CDS=1-1581, snap_masked-NODE_15_length_389807_cov_34.7748_ID_29-processed-gene-2.113-mRNA-1_1&gene=snap_masked-NODE_15_length_389807_cov_34.7748_ID_29-processed-gene-2.113&CDS=1-1143, snap_masked-NODE_15_length_389807_cov_34.7748_ID_29-processed-gene-2.114-mRNA-1_1&gene=snap_masked-NODE_15_length_389807_cov_34.7748_ID_29-processed-gene-2.114&CDS=1-1428, snap_masked-NODE_46_length_84606_cov_38.5082_ID_91-processed-gene-0.61-mRNA-1_1&gene=snap_masked-NODE_46_length_84606_cov_38.5082_ID_91-processed-gene-0.61&CDS=1-1641, snap_masked-NODE_4_length_780009_cov_36.5782_ID_7-processed-gene-6.119-mRNA-1_1&gene=snap_masked-NODE_4_length_780009_cov_36.5782_ID_7-processed-gene-6.119&CDS=1-1602
36	OG0000036	YBL017C, YIL173W, YJL222W, YNR065C	snap_masked-NODE_50_length_75143_cov_52.3638_ID_99-processed-gene-0.59-mRNA-1_1&gene=snap_masked-NODE_50_length_75143_cov_52.3638_ID_99-processed-gene-0.59&CDS=1-4641
