	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035297_Priceomyces_castillae
2556	OG0002556	YMR167W	snap_masked-NODE_7_length_448406_cov_9.47533_ID_6842-processed-gene-2.17-mRNA-1_1&gene=snap_masked-NODE_7_length_448406_cov_9.47533_ID_6842-processed-gene-2.17&CDS=1-4887
2557	OG0002557	YMR172W	genemark-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-0.80-mRNA-1_1&gene=genemark-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-0.80&CDS=1-1011
2558	OG0002558	YMR176W	genemark-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-7.37-mRNA-1_1&gene=genemark-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-7.37&CDS=1-5754
2559	OG0002559	YMR178W	genemark-NODE_31_length_104974_cov_9.44122_ID_4509-processed-gene-0.67-mRNA-1_1&gene=genemark-NODE_31_length_104974_cov_9.44122_ID_4509-processed-gene-0.67&CDS=1-894
2560	OG0002560	YMR182C	genemark-NODE_3_length_584268_cov_10.4991_ID_7482-processed-gene-0.98-mRNA-1_1&gene=genemark-NODE_3_length_584268_cov_10.4991_ID_7482-processed-gene-0.98&CDS=1-1272
2561	OG0002561	YMR185W	augustus_masked-NODE_34_length_91077_cov_10.4631_ID_4292-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-NODE_34_length_91077_cov_10.4631_ID_4292-processed-gene-0.57&CDS=1-3996
2562	OG0002562	YMR186W	genemark-NODE_34_length_91077_cov_10.4631_ID_4292-processed-gene-0.4-mRNA-1_1&gene=genemark-NODE_34_length_91077_cov_10.4631_ID_4292-processed-gene-0.4&CDS=1-2118
2563	OG0002563	YMR188C	genemark-NODE_4_length_509622_cov_11.013_ID_3510-processed-gene-0.105-mRNA-1_1&gene=genemark-NODE_4_length_509622_cov_11.013_ID_3510-processed-gene-0.105&CDS=1-732
2564	OG0002564	YMR189W	genemark-NODE_11_length_341274_cov_9.29218_ID_2505-processed-gene-0.1-mRNA-1_1&gene=genemark-NODE_11_length_341274_cov_9.29218_ID_2505-processed-gene-0.1&CDS=1-3039
2565	OG0002565	YMR190C	augustus_masked-NODE_5_length_475292_cov_10.0999_ID_4004-processed-gene-3.77-mRNA-1_1&gene=augustus_masked-NODE_5_length_475292_cov_10.0999_ID_4004-processed-gene-3.77&CDS=1-3570
2566	OG0002566	YMR194C-B	snap_masked-NODE_8_length_376714_cov_9.89329_ID_6769-processed-gene-0.35-mRNA-1_1&gene=snap_masked-NODE_8_length_376714_cov_9.89329_ID_6769-processed-gene-0.35&CDS=1-252
2567	OG0002567	YMR196W	augustus_masked-NODE_3_length_584268_cov_10.4991_ID_7482-processed-gene-4.100-mRNA-1_1&gene=augustus_masked-NODE_3_length_584268_cov_10.4991_ID_7482-processed-gene-4.100&CDS=1-4320
2568	OG0002568	YMR200W	genemark-NODE_44_length_45677_cov_9.73802_ID_5421-processed-gene-0.9-mRNA-1_1&gene=genemark-NODE_44_length_45677_cov_9.73802_ID_5421-processed-gene-0.9&CDS=1-729
2569	OG0002569	YMR202W	genemark-NODE_44_length_45677_cov_9.73802_ID_5421-processed-gene-0.7-mRNA-1_1&gene=genemark-NODE_44_length_45677_cov_9.73802_ID_5421-processed-gene-0.7&CDS=1-651
2570	OG0002570	YMR203W	augustus_masked-NODE_34_length_91077_cov_10.4631_ID_4292-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-NODE_34_length_91077_cov_10.4631_ID_4292-processed-gene-0.54&CDS=1-828
2571	OG0002571	YMR205C	augustus_masked-NODE_44_length_45677_cov_9.73802_ID_5421-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-NODE_44_length_45677_cov_9.73802_ID_5421-processed-gene-0.24&CDS=1-1554
2572	OG0002572	YMR208W	genemark-NODE_15_length_323123_cov_9.75563_ID_7113-processed-gene-1.22-mRNA-1_1&gene=genemark-NODE_15_length_323123_cov_9.75563_ID_7113-processed-gene-1.22&CDS=1-1299
2573	OG0002573	YMR210W	augustus_masked-NODE_26_length_135252_cov_12.1826_ID_9264-processed-gene-0.157-mRNA-1_1&gene=augustus_masked-NODE_26_length_135252_cov_12.1826_ID_9264-processed-gene-0.157&CDS=1-1704
2574	OG0002574	YMR211W	genemark-NODE_11_length_341274_cov_9.29218_ID_2505-processed-gene-1.104-mRNA-1_1&gene=genemark-NODE_11_length_341274_cov_9.29218_ID_2505-processed-gene-1.104&CDS=1-1476
2575	OG0002575	YMR212C	genemark-NODE_15_length_323123_cov_9.75563_ID_7113-processed-gene-0.49-mRNA-1_1&gene=genemark-NODE_15_length_323123_cov_9.75563_ID_7113-processed-gene-0.49&CDS=1-2622
2576	OG0002576	YMR214W	genemark-NODE_11_length_341274_cov_9.29218_ID_2505-processed-gene-1.128-mRNA-1_1&gene=genemark-NODE_11_length_341274_cov_9.29218_ID_2505-processed-gene-1.128&CDS=1-1068
2577	OG0002577	YMR216C	snap_masked-NODE_18_length_211815_cov_9.6603_ID_3611-processed-gene-1.150-mRNA-1_1&gene=snap_masked-NODE_18_length_211815_cov_9.6603_ID_3611-processed-gene-1.150&CDS=1-1941
2578	OG0002578	YMR217W	genemark-NODE_15_length_323123_cov_9.75563_ID_7113-processed-gene-1.16-mRNA-1_1&gene=genemark-NODE_15_length_323123_cov_9.75563_ID_7113-processed-gene-1.16&CDS=1-1587
2579	OG0002579	YMR218C	genemark-NODE_22_length_151621_cov_9.48086_ID_10966-processed-gene-0.65-mRNA-1_1&gene=genemark-NODE_22_length_151621_cov_9.48086_ID_10966-processed-gene-0.65&CDS=1-3675
2580	OG0002580	YMR220W	genemark-NODE_33_length_96187_cov_9.23238_ID_5633-processed-gene-0.82-mRNA-1_1&gene=genemark-NODE_33_length_96187_cov_9.23238_ID_5633-processed-gene-0.82&CDS=1-1392
2581	OG0002581	YMR223W	genemark-NODE_5_length_475292_cov_10.0999_ID_4004-processed-gene-1.116-mRNA-1_1&gene=genemark-NODE_5_length_475292_cov_10.0999_ID_4004-processed-gene-1.116&CDS=1-1611
2582	OG0002582	YMR224C	genemark-NODE_11_length_341274_cov_9.29218_ID_2505-processed-gene-2.94-mRNA-1_1&gene=genemark-NODE_11_length_341274_cov_9.29218_ID_2505-processed-gene-2.94&CDS=1-2019
2583	OG0002583	YMR225C	augustus_masked-NODE_17_length_274412_cov_11.5268_ID_7642-processed-gene-1.130-mRNA-1_1&gene=augustus_masked-NODE_17_length_274412_cov_11.5268_ID_7642-processed-gene-1.130&CDS=1-294
2584	OG0002584	YMR226C	augustus_masked-NODE_6_length_471149_cov_11.2545_ID_7078-processed-gene-2.73-mRNA-1_1&gene=augustus_masked-NODE_6_length_471149_cov_11.2545_ID_7078-processed-gene-2.73&CDS=1-1560
2585	OG0002585	YMR227C	genemark-NODE_6_length_471149_cov_11.2545_ID_7078-processed-gene-1.138-mRNA-1_1&gene=genemark-NODE_6_length_471149_cov_11.2545_ID_7078-processed-gene-1.138&CDS=1-1557
2586	OG0002586	YMR228W	genemark-NODE_6_length_471149_cov_11.2545_ID_7078-processed-gene-1.109-mRNA-1_1&gene=genemark-NODE_6_length_471149_cov_11.2545_ID_7078-processed-gene-1.109&CDS=1-1071
2587	OG0002587	YMR229C	genemark-NODE_6_length_471149_cov_11.2545_ID_7078-processed-gene-1.133-mRNA-1_1&gene=genemark-NODE_6_length_471149_cov_11.2545_ID_7078-processed-gene-1.133&CDS=1-5118
2588	OG0002588	YMR231W	genemark-NODE_14_length_325865_cov_11.9042_ID_3204-processed-gene-2.32-mRNA-1_1&gene=genemark-NODE_14_length_325865_cov_11.9042_ID_3204-processed-gene-2.32&CDS=1-2994
2589	OG0002589	YMR233W	genemark-NODE_43_length_47879_cov_11.916_ID_5267-processed-gene-0.28-mRNA-1_1&gene=genemark-NODE_43_length_47879_cov_11.916_ID_5267-processed-gene-0.28&CDS=1-696
2590	OG0002590	YMR234W	genemark-NODE_22_length_151621_cov_9.48086_ID_10966-processed-gene-0.118-mRNA-1_1&gene=genemark-NODE_22_length_151621_cov_9.48086_ID_10966-processed-gene-0.118&CDS=1-960
2591	OG0002591	YMR239C	genemark-NODE_14_length_325865_cov_11.9042_ID_3204-processed-gene-2.35-mRNA-1_1&gene=genemark-NODE_14_length_325865_cov_11.9042_ID_3204-processed-gene-2.35&CDS=1-1572
2592	OG0002592	YMR240C	genemark-NODE_25_length_138199_cov_9.15744_ID_2639-processed-gene-0.198-mRNA-1_1&gene=genemark-NODE_25_length_138199_cov_9.15744_ID_2639-processed-gene-0.198&CDS=1-1470
2593	OG0002593	YMR241W	genemark-NODE_19_length_201965_cov_9.04237_ID_4400-processed-gene-0.39-mRNA-1_1&gene=genemark-NODE_19_length_201965_cov_9.04237_ID_4400-processed-gene-0.39&CDS=1-921
2594	OG0002594	YMR243C	genemark-NODE_6_length_471149_cov_11.2545_ID_7078-processed-gene-1.114-mRNA-1_1&gene=genemark-NODE_6_length_471149_cov_11.2545_ID_7078-processed-gene-1.114&CDS=1-1212
2595	OG0002595	YMR244C-A	genemark-NODE_25_length_138199_cov_9.15744_ID_2639-processed-gene-0.194-mRNA-1_1&gene=genemark-NODE_25_length_138199_cov_9.15744_ID_2639-processed-gene-0.194&CDS=1-312
2596	OG0002596	YMR244W	genemark-NODE_12_length_340584_cov_9.50193_ID_2591-processed-gene-2.113-mRNA-1_1&gene=genemark-NODE_12_length_340584_cov_9.50193_ID_2591-processed-gene-2.113&CDS=1-864
2597	OG0002597	YMR247C	genemark-NODE_4_length_509622_cov_11.013_ID_3510-processed-gene-4.80-mRNA-1_1&gene=genemark-NODE_4_length_509622_cov_11.013_ID_3510-processed-gene-4.80&CDS=1-4833
2598	OG0002598	YMR250W	genemark-NODE_17_length_274412_cov_11.5268_ID_7642-processed-gene-1.246-mRNA-1_1&gene=genemark-NODE_17_length_274412_cov_11.5268_ID_7642-processed-gene-1.246&CDS=1-1686
2599	OG0002599	YMR258C	snap_masked-NODE_11_length_341274_cov_9.29218_ID_2505-processed-gene-2.166-mRNA-1_1&gene=snap_masked-NODE_11_length_341274_cov_9.29218_ID_2505-processed-gene-2.166&CDS=1-1926
2600	OG0002600	YMR259C	snap_masked-NODE_5_length_475292_cov_10.0999_ID_4004-processed-gene-3.196-mRNA-1_1&gene=snap_masked-NODE_5_length_475292_cov_10.0999_ID_4004-processed-gene-3.196&CDS=1-4521
2601	OG0002601	YMR260C	genemark-NODE_5_length_475292_cov_10.0999_ID_4004-processed-gene-3.152-mRNA-1_1&gene=genemark-NODE_5_length_475292_cov_10.0999_ID_4004-processed-gene-3.152&CDS=1-456
2602	OG0002602	YMR262W	genemark-NODE_10_length_362407_cov_10.6213_ID_7761-processed-gene-1.13-mRNA-1_1&gene=genemark-NODE_10_length_362407_cov_10.6213_ID_7761-processed-gene-1.13&CDS=1-1125
2603	OG0002603	YMR263W	snap_masked-NODE_35_length_87916_cov_10.329_ID_5878-processed-gene-0.133-mRNA-1_1&gene=snap_masked-NODE_35_length_87916_cov_10.329_ID_5878-processed-gene-0.133&CDS=1-1047
2604	OG0002604	YMR267W	genemark-NODE_15_length_323123_cov_9.75563_ID_7113-processed-gene-1.40-mRNA-1_1&gene=genemark-NODE_15_length_323123_cov_9.75563_ID_7113-processed-gene-1.40&CDS=1-996
2605	OG0002605	YMR268C	augustus_masked-NODE_10_length_362407_cov_10.6213_ID_7761-processed-gene-2.195-mRNA-1_1&gene=augustus_masked-NODE_10_length_362407_cov_10.6213_ID_7761-processed-gene-2.195&CDS=1-2742
2606	OG0002606	YMR269W	genemark-NODE_10_length_362407_cov_10.6213_ID_7761-processed-gene-2.101-mRNA-1_1&gene=genemark-NODE_10_length_362407_cov_10.6213_ID_7761-processed-gene-2.101&CDS=1-720
2607	OG0002607	YMR272C	genemark-NODE_10_length_362407_cov_10.6213_ID_7761-processed-gene-1.21-mRNA-1_1&gene=genemark-NODE_10_length_362407_cov_10.6213_ID_7761-processed-gene-1.21&CDS=1-1125
2608	OG0002608	YMR276W	genemark-NODE_5_length_475292_cov_10.0999_ID_4004-processed-gene-3.155-mRNA-1_1&gene=genemark-NODE_5_length_475292_cov_10.0999_ID_4004-processed-gene-3.155&CDS=1-1077
2609	OG0002609	YMR277W	genemark-NODE_10_length_362407_cov_10.6213_ID_7761-processed-gene-1.31-mRNA-1_1&gene=genemark-NODE_10_length_362407_cov_10.6213_ID_7761-processed-gene-1.31&CDS=1-2424
2610	OG0002610	YMR283C	genemark-NODE_27_length_129608_cov_9.34581_ID_6926-processed-gene-0.125-mRNA-1_1&gene=genemark-NODE_27_length_129608_cov_9.34581_ID_6926-processed-gene-0.125&CDS=1-1542
2611	OG0002611	YMR284W	genemark-NODE_17_length_274412_cov_11.5268_ID_7642-processed-gene-1.252-mRNA-1_1&gene=genemark-NODE_17_length_274412_cov_11.5268_ID_7642-processed-gene-1.252&CDS=1-2148
2612	OG0002612	YMR285C	genemark-NODE_13_length_330562_cov_9.24065_ID_5779-processed-gene-0.96-mRNA-1_1&gene=genemark-NODE_13_length_330562_cov_9.24065_ID_5779-processed-gene-0.96&CDS=1-1554
2613	OG0002613	YMR286W	genemark-NODE_7_length_448406_cov_9.47533_ID_6842-processed-gene-3.175-mRNA-1_1&gene=genemark-NODE_7_length_448406_cov_9.47533_ID_6842-processed-gene-3.175&CDS=1-300
2614	OG0002614	YMR288W	genemark-NODE_7_length_448406_cov_9.47533_ID_6842-processed-gene-2.143-mRNA-1_1&gene=genemark-NODE_7_length_448406_cov_9.47533_ID_6842-processed-gene-2.143&CDS=1-3252
2615	OG0002615	YMR289W	genemark-NODE_6_length_471149_cov_11.2545_ID_7078-processed-gene-2.4-mRNA-1_1&gene=genemark-NODE_6_length_471149_cov_11.2545_ID_7078-processed-gene-2.4&CDS=1-861
2616	OG0002616	YMR290C	genemark-NODE_7_length_448406_cov_9.47533_ID_6842-processed-gene-3.115-mRNA-1_1&gene=genemark-NODE_7_length_448406_cov_9.47533_ID_6842-processed-gene-3.115&CDS=1-1695
2617	OG0002617	YMR292W	genemark-NODE_7_length_448406_cov_9.47533_ID_6842-processed-gene-3.150-mRNA-1_1&gene=genemark-NODE_7_length_448406_cov_9.47533_ID_6842-processed-gene-3.150&CDS=1-417
2618	OG0002618	YMR293C	genemark-NODE_7_length_448406_cov_9.47533_ID_6842-processed-gene-3.155-mRNA-1_1&gene=genemark-NODE_7_length_448406_cov_9.47533_ID_6842-processed-gene-3.155&CDS=1-1383
2619	OG0002619	YMR295C	genemark-NODE_18_length_211815_cov_9.6603_ID_3611-processed-gene-1.76-mRNA-1_1&gene=genemark-NODE_18_length_211815_cov_9.6603_ID_3611-processed-gene-1.76&CDS=1-537
2620	OG0002620	YMR296C	genemark-NODE_22_length_151621_cov_9.48086_ID_10966-processed-gene-0.109-mRNA-1_1&gene=genemark-NODE_22_length_151621_cov_9.48086_ID_10966-processed-gene-0.109&CDS=1-1728
2621	OG0002621	YMR300C	genemark-NODE_24_length_143231_cov_11.6215_ID_5295-processed-gene-0.139-mRNA-1_1&gene=genemark-NODE_24_length_143231_cov_11.6215_ID_5295-processed-gene-0.139&CDS=1-1590
2622	OG0002622	YMR301C	genemark-NODE_6_length_471149_cov_11.2545_ID_7078-processed-gene-3.221-mRNA-1_1&gene=genemark-NODE_6_length_471149_cov_11.2545_ID_7078-processed-gene-3.221&CDS=1-1977
2623	OG0002623	YMR302C	genemark-NODE_2_length_634916_cov_10.4811_ID_7341-processed-gene-1.144-mRNA-1_1&gene=genemark-NODE_2_length_634916_cov_10.4811_ID_7341-processed-gene-1.144&CDS=1-2532
2624	OG0002624	YMR304W	genemark-NODE_5_length_475292_cov_10.0999_ID_4004-processed-gene-1.112-mRNA-1_1&gene=genemark-NODE_5_length_475292_cov_10.0999_ID_4004-processed-gene-1.112&CDS=1-3885
2625	OG0002625	YMR308C	augustus_masked-NODE_5_length_475292_cov_10.0999_ID_4004-processed-gene-2.37-mRNA-1_1&gene=augustus_masked-NODE_5_length_475292_cov_10.0999_ID_4004-processed-gene-2.37&CDS=1-5340
2626	OG0002626	YMR309C	genemark-NODE_6_length_471149_cov_11.2545_ID_7078-processed-gene-2.46-mRNA-1_1&gene=genemark-NODE_6_length_471149_cov_11.2545_ID_7078-processed-gene-2.46&CDS=1-2490
2627	OG0002627	YMR310C	genemark-NODE_33_length_96187_cov_9.23238_ID_5633-processed-gene-0.92-mRNA-1_1&gene=genemark-NODE_33_length_96187_cov_9.23238_ID_5633-processed-gene-0.92&CDS=1-1173
2628	OG0002628	YMR311C	genemark-NODE_33_length_96187_cov_9.23238_ID_5633-processed-gene-0.59-mRNA-1_1&gene=genemark-NODE_33_length_96187_cov_9.23238_ID_5633-processed-gene-0.59&CDS=1-591
2629	OG0002629	YMR312W	genemark-NODE_7_length_448406_cov_9.47533_ID_6842-processed-gene-2.131-mRNA-1_1&gene=genemark-NODE_7_length_448406_cov_9.47533_ID_6842-processed-gene-2.131&CDS=1-825
2630	OG0002630	YMR313C	augustus_masked-NODE_7_length_448406_cov_9.47533_ID_6842-processed-gene-2.63-mRNA-1_1&gene=augustus_masked-NODE_7_length_448406_cov_9.47533_ID_6842-processed-gene-2.63&CDS=1-1761
2631	OG0002631	YMR314W	genemark-NODE_53_length_17959_cov_9.42147_ID_6808-processed-gene-0.3-mRNA-1_1&gene=genemark-NODE_53_length_17959_cov_9.42147_ID_6808-processed-gene-0.3&CDS=1-837
2632	OG0002632	YMR315W	genemark-NODE_13_length_330562_cov_9.24065_ID_5779-processed-gene-0.95-mRNA-1_1&gene=genemark-NODE_13_length_330562_cov_9.24065_ID_5779-processed-gene-0.95&CDS=1-1050
2633	OG0002633	YNL001W	maker-NODE_13_length_330562_cov_9.24065_ID_5779-augustus-gene-2.89-mRNA-1_1&gene=maker-NODE_13_length_330562_cov_9.24065_ID_5779-augustus-gene-2.89&CDS=1-2289
2634	OG0002634	YNL002C	genemark-NODE_30_length_107649_cov_9.53259_ID_3703-processed-gene-0.159-mRNA-1_1&gene=genemark-NODE_30_length_107649_cov_9.53259_ID_3703-processed-gene-0.159&CDS=1-816
2635	OG0002635	YNL003C	genemark-NODE_30_length_107649_cov_9.53259_ID_3703-processed-gene-0.158-mRNA-1_1&gene=genemark-NODE_30_length_107649_cov_9.53259_ID_3703-processed-gene-0.158&CDS=1-1863
2636	OG0002636	YNL005C	genemark-NODE_30_length_107649_cov_9.53259_ID_3703-processed-gene-0.119-mRNA-1_1&gene=genemark-NODE_30_length_107649_cov_9.53259_ID_3703-processed-gene-0.119&CDS=1-1152
2637	OG0002637	YNL006W	maker-NODE_30_length_107649_cov_9.53259_ID_3703-augustus-gene-0.2-mRNA-1_1&gene=maker-NODE_30_length_107649_cov_9.53259_ID_3703-augustus-gene-0.2&CDS=1-2082
2638	OG0002638	YNL010W	genemark-NODE_2_length_634916_cov_10.4811_ID_7341-processed-gene-2.50-mRNA-1_1&gene=genemark-NODE_2_length_634916_cov_10.4811_ID_7341-processed-gene-2.50&CDS=1-741
2639	OG0002639	YNL011C	genemark-NODE_11_length_341274_cov_9.29218_ID_2505-processed-gene-2.103-mRNA-1_1&gene=genemark-NODE_11_length_341274_cov_9.29218_ID_2505-processed-gene-2.103&CDS=1-1482
2640	OG0002640	YNL014W	augustus_masked-NODE_2_length_634916_cov_10.4811_ID_7341-processed-gene-3.1-mRNA-1_1&gene=augustus_masked-NODE_2_length_634916_cov_10.4811_ID_7341-processed-gene-3.1&CDS=1-6609
2641	OG0002641	YNL016W	genemark-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-6.122-mRNA-1_1&gene=genemark-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-6.122&CDS=1-1287
2642	OG0002642	YNL021W	genemark-NODE_20_length_193470_cov_12.0149_ID_10779-processed-gene-0.95-mRNA-1_1&gene=genemark-NODE_20_length_193470_cov_12.0149_ID_10779-processed-gene-0.95&CDS=1-2412
2643	OG0002643	YNL025C	maker-NODE_1_length_841916_cov_10.51_ID_9517-augustus-gene-6.97-mRNA-1_1&gene=maker-NODE_1_length_841916_cov_10.51_ID_9517-augustus-gene-6.97&CDS=1-2055
2644	OG0002644	YNL026W	genemark-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-6.139-mRNA-1_1&gene=genemark-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-6.139&CDS=1-1458
2645	OG0002645	YNL032W	genemark-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-6.153-mRNA-1_1&gene=genemark-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-6.153&CDS=1-837
2646	OG0002646	YNL035C	genemark-NODE_20_length_193470_cov_12.0149_ID_10779-processed-gene-0.156-mRNA-1_1&gene=genemark-NODE_20_length_193470_cov_12.0149_ID_10779-processed-gene-0.156&CDS=1-1215
2647	OG0002647	YNL036W	genemark-NODE_13_length_330562_cov_9.24065_ID_5779-processed-gene-2.200-mRNA-1_1&gene=genemark-NODE_13_length_330562_cov_9.24065_ID_5779-processed-gene-2.200&CDS=1-789
2648	OG0002648	YNL037C	genemark-NODE_5_length_475292_cov_10.0999_ID_4004-processed-gene-2.88-mRNA-1_1&gene=genemark-NODE_5_length_475292_cov_10.0999_ID_4004-processed-gene-2.88&CDS=1-1083
2649	OG0002649	YNL038W	genemark-NODE_20_length_193470_cov_12.0149_ID_10779-processed-gene-0.100-mRNA-1_1&gene=genemark-NODE_20_length_193470_cov_12.0149_ID_10779-processed-gene-0.100&CDS=1-615
2650	OG0002650	YNL039W	genemark-NODE_20_length_193470_cov_12.0149_ID_10779-processed-gene-0.99-mRNA-1_1&gene=genemark-NODE_20_length_193470_cov_12.0149_ID_10779-processed-gene-0.99&CDS=1-1797
2651	OG0002651	YNL040W	genemark-NODE_32_length_96676_cov_9.40922_ID_3887-processed-gene-0.22-mRNA-1_1&gene=genemark-NODE_32_length_96676_cov_9.40922_ID_3887-processed-gene-0.22&CDS=1-1377
2652	OG0002652	YNL041C	genemark-NODE_5_length_475292_cov_10.0999_ID_4004-processed-gene-3.130-mRNA-1_1&gene=genemark-NODE_5_length_475292_cov_10.0999_ID_4004-processed-gene-3.130&CDS=1-2310
2653	OG0002653	YNL044W	genemark-NODE_12_length_340584_cov_9.50193_ID_2591-processed-gene-2.98-mRNA-1_1&gene=genemark-NODE_12_length_340584_cov_9.50193_ID_2591-processed-gene-2.98&CDS=1-750
2654	OG0002654	YNL045W	genemark-NODE_12_length_340584_cov_9.50193_ID_2591-processed-gene-2.97-mRNA-1_1&gene=genemark-NODE_12_length_340584_cov_9.50193_ID_2591-processed-gene-2.97&CDS=1-1863
2655	OG0002655	YNL048W	genemark-NODE_16_length_303169_cov_10.538_ID_8213-processed-gene-1.75-mRNA-1_1&gene=genemark-NODE_16_length_303169_cov_10.538_ID_8213-processed-gene-1.75&CDS=1-1836
2656	OG0002656	YNL051W	maker-NODE_29_length_108436_cov_9.38215_ID_7047-augustus-gene-0.95-mRNA-1_1&gene=maker-NODE_29_length_108436_cov_9.38215_ID_7047-augustus-gene-0.95&CDS=1-2622
2657	OG0002657	YNL054W	genemark-NODE_29_length_108436_cov_9.38215_ID_7047-processed-gene-0.133-mRNA-1_1&gene=genemark-NODE_29_length_108436_cov_9.38215_ID_7047-processed-gene-0.133&CDS=1-2811
2658	OG0002658	YNL055C	genemark-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-1.37-mRNA-1_1&gene=genemark-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-1.37&CDS=1-843
2659	OG0002659	YNL056W	genemark-NODE_2_length_634916_cov_10.4811_ID_7341-processed-gene-4.96-mRNA-1_1&gene=genemark-NODE_2_length_634916_cov_10.4811_ID_7341-processed-gene-4.96&CDS=1-759
2660	OG0002660	YNL070W	snap_masked-NODE_31_length_104974_cov_9.44122_ID_4509-processed-gene-0.134-mRNA-1_1&gene=snap_masked-NODE_31_length_104974_cov_9.44122_ID_4509-processed-gene-0.134&CDS=1-177
2661	OG0002661	YNL071W	genemark-NODE_31_length_104974_cov_9.44122_ID_4509-processed-gene-0.79-mRNA-1_1&gene=genemark-NODE_31_length_104974_cov_9.44122_ID_4509-processed-gene-0.79&CDS=1-1401
2662	OG0002662	YNL072W	genemark-NODE_31_length_104974_cov_9.44122_ID_4509-processed-gene-0.80-mRNA-1_1&gene=genemark-NODE_31_length_104974_cov_9.44122_ID_4509-processed-gene-0.80&CDS=1-996
2663	OG0002663	YNL075W	genemark-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-6.128-mRNA-1_1&gene=genemark-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-6.128&CDS=1-849
2664	OG0002664	YNL080C	genemark-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-7.28-mRNA-1_1&gene=genemark-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-7.28&CDS=1-930
2665	OG0002665	YNL081C	genemark-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-7.29-mRNA-1_1&gene=genemark-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-7.29&CDS=1-363
2666	OG0002666	YNL082W	maker-NODE_1_length_841916_cov_10.51_ID_9517-snap-gene-7.204-mRNA-1_1&gene=maker-NODE_1_length_841916_cov_10.51_ID_9517-snap-gene-7.204&CDS=1-2736
2667	OG0002667	YNL083W	genemark-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-7.1-mRNA-1_1&gene=genemark-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-7.1&CDS=1-1620
2668	OG0002668	YNL084C	genemark-NODE_37_length_82542_cov_9.14391_ID_4479-processed-gene-0.15-mRNA-1_1&gene=genemark-NODE_37_length_82542_cov_9.14391_ID_4479-processed-gene-0.15&CDS=1-1158
2669	OG0002669	YNL085W	augustus_masked-NODE_7_length_448406_cov_9.47533_ID_6842-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-NODE_7_length_448406_cov_9.47533_ID_6842-processed-gene-0.54&CDS=1-2418
2670	OG0002670	YNL086W	genemark-NODE_7_length_448406_cov_9.47533_ID_6842-processed-gene-3.144-mRNA-1_1&gene=genemark-NODE_7_length_448406_cov_9.47533_ID_6842-processed-gene-3.144&CDS=1-360
2671	OG0002671	YNL088W	genemark-NODE_22_length_151621_cov_9.48086_ID_10966-processed-gene-0.90-mRNA-1_1&gene=genemark-NODE_22_length_151621_cov_9.48086_ID_10966-processed-gene-0.90&CDS=1-4317
2672	OG0002672	YNL091W	genemark-NODE_26_length_135252_cov_12.1826_ID_9264-processed-gene-0.125-mRNA-1_1&gene=genemark-NODE_26_length_135252_cov_12.1826_ID_9264-processed-gene-0.125&CDS=1-3279
2673	OG0002673	YNL092W	genemark-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-7.8-mRNA-1_1&gene=genemark-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-7.8&CDS=1-1224
2674	OG0002674	YNL094W	snap_masked-NODE_18_length_211815_cov_9.6603_ID_3611-processed-gene-0.27-mRNA-1_1&gene=snap_masked-NODE_18_length_211815_cov_9.6603_ID_3611-processed-gene-0.27&CDS=1-2118
2675	OG0002675	YNL097C	genemark-NODE_10_length_362407_cov_10.6213_ID_7761-processed-gene-2.139-mRNA-1_1&gene=genemark-NODE_10_length_362407_cov_10.6213_ID_7761-processed-gene-2.139&CDS=1-1041
2676	OG0002676	YNL099C	genemark-NODE_10_length_362407_cov_10.6213_ID_7761-processed-gene-2.141-mRNA-1_1&gene=genemark-NODE_10_length_362407_cov_10.6213_ID_7761-processed-gene-2.141&CDS=1-600
2677	OG0002677	YNL102W	genemark-NODE_15_length_323123_cov_9.75563_ID_7113-processed-gene-1.45-mRNA-1_1&gene=genemark-NODE_15_length_323123_cov_9.75563_ID_7113-processed-gene-1.45&CDS=1-4383
