	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034875_Tetrapisispora_fleetii
3835	OG0003835	YOR355W	augustus_masked-NODE_4_length_728742_cov_46.7462_ID_7-processed-gene-6.60-mRNA-1_1&gene=augustus_masked-NODE_4_length_728742_cov_46.7462_ID_7-processed-gene-6.60&CDS=1-1524
3836	OG0003836	YOR356W	genemark-NODE_20_length_184410_cov_49.037_ID_39-processed-gene-0.178-mRNA-1_1&gene=genemark-NODE_20_length_184410_cov_49.037_ID_39-processed-gene-0.178&CDS=1-1932
3837	OG0003837	YOR359W	augustus_masked-NODE_4_length_728742_cov_46.7462_ID_7-processed-gene-6.61-mRNA-1_1&gene=augustus_masked-NODE_4_length_728742_cov_46.7462_ID_7-processed-gene-6.61&CDS=1-1725
3838	OG0003838	YOR360C	augustus_masked-NODE_4_length_728742_cov_46.7462_ID_7-processed-gene-6.81-mRNA-1_1&gene=augustus_masked-NODE_4_length_728742_cov_46.7462_ID_7-processed-gene-6.81&CDS=1-1623
3839	OG0003839	YOR361C	augustus_masked-NODE_20_length_184410_cov_49.037_ID_39-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-NODE_20_length_184410_cov_49.037_ID_39-processed-gene-0.65&CDS=1-2181
3840	OG0003840	YOR362C	augustus_masked-NODE_20_length_184410_cov_49.037_ID_39-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-NODE_20_length_184410_cov_49.037_ID_39-processed-gene-0.66&CDS=1-828
3841	OG0003841	YOR367W	augustus_masked-NODE_4_length_728742_cov_46.7462_ID_7-processed-gene-6.65-mRNA-1_1&gene=augustus_masked-NODE_4_length_728742_cov_46.7462_ID_7-processed-gene-6.65&CDS=1-372
3842	OG0003842	YOR368W	augustus_masked-NODE_4_length_728742_cov_46.7462_ID_7-processed-gene-6.66-mRNA-1_1&gene=augustus_masked-NODE_4_length_728742_cov_46.7462_ID_7-processed-gene-6.66&CDS=1-1371
3843	OG0003843	YOR369C	augustus_masked-NODE_4_length_728742_cov_46.7462_ID_7-processed-gene-6.84-mRNA-1_1&gene=augustus_masked-NODE_4_length_728742_cov_46.7462_ID_7-processed-gene-6.84&CDS=1-426
3844	OG0003844	YOR370C	snap_masked-NODE_4_length_728742_cov_46.7462_ID_7-processed-gene-6.133-mRNA-1_1&gene=snap_masked-NODE_4_length_728742_cov_46.7462_ID_7-processed-gene-6.133&CDS=1-1878
3845	OG0003845	YOR372C	augustus_masked-NODE_20_length_184410_cov_49.037_ID_39-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-NODE_20_length_184410_cov_49.037_ID_39-processed-gene-0.69&CDS=1-1710
3846	OG0003846	YOR373W	augustus_masked-NODE_20_length_184410_cov_49.037_ID_39-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-NODE_20_length_184410_cov_49.037_ID_39-processed-gene-0.32&CDS=1-3156
3847	OG0003847	YOR374W	augustus_masked-NODE_20_length_184410_cov_49.037_ID_39-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-NODE_20_length_184410_cov_49.037_ID_39-processed-gene-0.33&CDS=1-1575
3848	OG0003848	YPL001W	augustus_masked-NODE_12_length_391236_cov_46.4623_ID_23-processed-gene-1.113-mRNA-1_1&gene=augustus_masked-NODE_12_length_391236_cov_46.4623_ID_23-processed-gene-1.113&CDS=1-1173
3849	OG0003849	YPL002C	augustus_masked-NODE_15_length_366249_cov_47.0443_ID_29-processed-gene-1.52-mRNA-1_1&gene=augustus_masked-NODE_15_length_366249_cov_47.0443_ID_29-processed-gene-1.52&CDS=1-711
3850	OG0003850	YPL003W	snap_masked-NODE_12_length_391236_cov_46.4623_ID_23-processed-gene-1.68-mRNA-1_1&gene=snap_masked-NODE_12_length_391236_cov_46.4623_ID_23-processed-gene-1.68&CDS=1-1377
3851	OG0003851	YPL005W	snap_masked-NODE_15_length_366249_cov_47.0443_ID_29-processed-gene-0.45-mRNA-1_1&gene=snap_masked-NODE_15_length_366249_cov_47.0443_ID_29-processed-gene-0.45&CDS=1-1836
3852	OG0003852	YPL006W	augustus_masked-NODE_15_length_366249_cov_47.0443_ID_29-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-NODE_15_length_366249_cov_47.0443_ID_29-processed-gene-0.79&CDS=1-3534
3853	OG0003853	YPL007C	snap_masked-NODE_15_length_366249_cov_47.0443_ID_29-processed-gene-0.60-mRNA-1_1&gene=snap_masked-NODE_15_length_366249_cov_47.0443_ID_29-processed-gene-0.60&CDS=1-1737
3854	OG0003854	YPL008W	augustus_masked-NODE_15_length_366249_cov_47.0443_ID_29-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-NODE_15_length_366249_cov_47.0443_ID_29-processed-gene-0.78&CDS=1-2475
3855	OG0003855	YPL009C	augustus_masked-NODE_12_length_391236_cov_46.4623_ID_23-processed-gene-1.118-mRNA-1_1&gene=augustus_masked-NODE_12_length_391236_cov_46.4623_ID_23-processed-gene-1.118&CDS=1-3033
3856	OG0003856	YPL010W	augustus_masked-NODE_12_length_391236_cov_46.4623_ID_23-processed-gene-1.101-mRNA-1_1&gene=augustus_masked-NODE_12_length_391236_cov_46.4623_ID_23-processed-gene-1.101&CDS=1-561
3857	OG0003857	YPL011C	snap_masked-NODE_12_length_391236_cov_46.4623_ID_23-processed-gene-1.70-mRNA-1_1&gene=snap_masked-NODE_12_length_391236_cov_46.4623_ID_23-processed-gene-1.70&CDS=1-1254
3858	OG0003858	YPL012W	augustus_masked-NODE_12_length_391236_cov_46.4623_ID_23-processed-gene-1.100-mRNA-1_1&gene=augustus_masked-NODE_12_length_391236_cov_46.4623_ID_23-processed-gene-1.100&CDS=1-3645
3859	OG0003859	YPL013C	augustus_masked-NODE_12_length_391236_cov_46.4623_ID_23-processed-gene-1.116-mRNA-1_1&gene=augustus_masked-NODE_12_length_391236_cov_46.4623_ID_23-processed-gene-1.116&CDS=1-363
3860	OG0003860	YPL014W	snap_masked-NODE_12_length_391236_cov_46.4623_ID_23-processed-gene-1.52-mRNA-1_1&gene=snap_masked-NODE_12_length_391236_cov_46.4623_ID_23-processed-gene-1.52&CDS=1-990
3861	OG0003861	YPL015C	genemark-NODE_15_length_366249_cov_47.0443_ID_29-processed-gene-0.25-mRNA-1_1&gene=genemark-NODE_15_length_366249_cov_47.0443_ID_29-processed-gene-0.25&CDS=1-1023
3862	OG0003862	YPL016W	augustus_masked-NODE_17_length_344593_cov_46.8687_ID_33-processed-gene-1.89-mRNA-1_1&gene=augustus_masked-NODE_17_length_344593_cov_46.8687_ID_33-processed-gene-1.89&CDS=1-4638
3863	OG0003863	YPL018W	snap_masked-NODE_12_length_391236_cov_46.4623_ID_23-processed-gene-1.39-mRNA-1_1&gene=snap_masked-NODE_12_length_391236_cov_46.4623_ID_23-processed-gene-1.39&CDS=1-1050
3864	OG0003864	YPL022W	augustus_masked-NODE_2_length_1086519_cov_45.247_ID_3-processed-gene-3.20-mRNA-1_1&gene=augustus_masked-NODE_2_length_1086519_cov_45.247_ID_3-processed-gene-3.20&CDS=1-3171
3865	OG0003865	YPL023C	augustus_masked-NODE_2_length_1086519_cov_45.247_ID_3-processed-gene-3.41-mRNA-1_1&gene=augustus_masked-NODE_2_length_1086519_cov_45.247_ID_3-processed-gene-3.41&CDS=1-1923
3866	OG0003866	YPL024W	augustus_masked-NODE_2_length_1086519_cov_45.247_ID_3-processed-gene-3.19-mRNA-1_1&gene=augustus_masked-NODE_2_length_1086519_cov_45.247_ID_3-processed-gene-3.19&CDS=1-732
3867	OG0003867	YPL026C	snap_masked-NODE_17_length_344593_cov_46.8687_ID_33-processed-gene-1.48-mRNA-1_1&gene=snap_masked-NODE_17_length_344593_cov_46.8687_ID_33-processed-gene-1.48&CDS=1-1404
3868	OG0003868	YPL028W	augustus_masked-NODE_2_length_1086519_cov_45.247_ID_3-processed-gene-3.18-mRNA-1_1&gene=augustus_masked-NODE_2_length_1086519_cov_45.247_ID_3-processed-gene-3.18&CDS=1-1191
3869	OG0003869	YPL029W	augustus_masked-NODE_17_length_344593_cov_46.8687_ID_33-processed-gene-1.108-mRNA-1_1&gene=augustus_masked-NODE_17_length_344593_cov_46.8687_ID_33-processed-gene-1.108&CDS=1-2211
3870	OG0003870	YPL030W	augustus_masked-NODE_2_length_1086519_cov_45.247_ID_3-processed-gene-3.17-mRNA-1_1&gene=augustus_masked-NODE_2_length_1086519_cov_45.247_ID_3-processed-gene-3.17&CDS=1-1710
3871	OG0003871	YPL031C	augustus_masked-NODE_2_length_1086519_cov_45.247_ID_3-processed-gene-3.38-mRNA-1_1&gene=augustus_masked-NODE_2_length_1086519_cov_45.247_ID_3-processed-gene-3.38&CDS=1-909
3872	OG0003872	YPL032C	augustus_masked-NODE_2_length_1086519_cov_45.247_ID_3-processed-gene-3.37-mRNA-1_1&gene=augustus_masked-NODE_2_length_1086519_cov_45.247_ID_3-processed-gene-3.37&CDS=1-2703
3873	OG0003873	YPL033C	snap_masked-NODE_2_length_1086519_cov_45.247_ID_3-processed-gene-7.75-mRNA-1_1&gene=snap_masked-NODE_2_length_1086519_cov_45.247_ID_3-processed-gene-7.75&CDS=1-774
3874	OG0003874	YPL034W	augustus_masked-NODE_16_length_355820_cov_45.0507_ID_31-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_16_length_355820_cov_45.0507_ID_31-processed-gene-0.0&CDS=1-720
3875	OG0003875	YPL037C	augustus_masked-NODE_17_length_344593_cov_46.8687_ID_33-processed-gene-1.92-mRNA-1_1&gene=augustus_masked-NODE_17_length_344593_cov_46.8687_ID_33-processed-gene-1.92&CDS=1-474
3876	OG0003876	YPL039W	snap_masked-NODE_17_length_344593_cov_46.8687_ID_33-processed-gene-1.69-mRNA-1_1&gene=snap_masked-NODE_17_length_344593_cov_46.8687_ID_33-processed-gene-1.69&CDS=1-1122
3877	OG0003877	YPL040C	augustus_masked-NODE_17_length_344593_cov_46.8687_ID_33-processed-gene-1.93-mRNA-1_1&gene=augustus_masked-NODE_17_length_344593_cov_46.8687_ID_33-processed-gene-1.93&CDS=1-3030
3878	OG0003878	YPL041C	augustus_masked-NODE_2_length_1086519_cov_45.247_ID_3-processed-gene-3.36-mRNA-1_1&gene=augustus_masked-NODE_2_length_1086519_cov_45.247_ID_3-processed-gene-3.36&CDS=1-654
3879	OG0003879	YPL042C	augustus_masked-NODE_17_length_344593_cov_46.8687_ID_33-processed-gene-1.94-mRNA-1_1&gene=augustus_masked-NODE_17_length_344593_cov_46.8687_ID_33-processed-gene-1.94&CDS=1-1851
3880	OG0003880	YPL043W	augustus_masked-NODE_2_length_1086519_cov_45.247_ID_3-processed-gene-3.15-mRNA-1_1&gene=augustus_masked-NODE_2_length_1086519_cov_45.247_ID_3-processed-gene-3.15&CDS=1-2127
3881	OG0003881	YPL045W	augustus_masked-NODE_2_length_1086519_cov_45.247_ID_3-processed-gene-3.14-mRNA-1_1&gene=augustus_masked-NODE_2_length_1086519_cov_45.247_ID_3-processed-gene-3.14&CDS=1-2385
3882	OG0003882	YPL046C	augustus_masked-NODE_2_length_1086519_cov_45.247_ID_3-processed-gene-3.35-mRNA-1_1&gene=augustus_masked-NODE_2_length_1086519_cov_45.247_ID_3-processed-gene-3.35&CDS=1-291
3883	OG0003883	YPL047W	snap_masked-NODE_2_length_1086519_cov_45.247_ID_3-processed-gene-3.58-mRNA-1_1&gene=snap_masked-NODE_2_length_1086519_cov_45.247_ID_3-processed-gene-3.58&CDS=1-288
3884	OG0003884	YPL050C	augustus_masked-NODE_17_length_344593_cov_46.8687_ID_33-processed-gene-1.96-mRNA-1_1&gene=augustus_masked-NODE_17_length_344593_cov_46.8687_ID_33-processed-gene-1.96&CDS=1-1176
3885	OG0003885	YPL052W	genemark-NODE_2_length_1086519_cov_45.247_ID_3-processed-gene-3.97-mRNA-1_1&gene=genemark-NODE_2_length_1086519_cov_45.247_ID_3-processed-gene-3.97&CDS=1-633
3886	OG0003886	YPL054W	snap_masked-NODE_2_length_1086519_cov_45.247_ID_3-processed-gene-3.54-mRNA-1_1&gene=snap_masked-NODE_2_length_1086519_cov_45.247_ID_3-processed-gene-3.54&CDS=1-1044
3887	OG0003887	YPL058C	augustus_masked-NODE_17_length_344593_cov_46.8687_ID_33-processed-gene-1.102-mRNA-1_1&gene=augustus_masked-NODE_17_length_344593_cov_46.8687_ID_33-processed-gene-1.102&CDS=1-4563
3888	OG0003888	YPL059W	augustus_masked-NODE_17_length_344593_cov_46.8687_ID_33-processed-gene-1.115-mRNA-1_1&gene=augustus_masked-NODE_17_length_344593_cov_46.8687_ID_33-processed-gene-1.115&CDS=1-450
3889	OG0003889	YPL060W	augustus_masked-NODE_17_length_344593_cov_46.8687_ID_33-processed-gene-1.117-mRNA-1_1&gene=augustus_masked-NODE_17_length_344593_cov_46.8687_ID_33-processed-gene-1.117&CDS=1-1212
3890	OG0003890	YPL063W	genemark-NODE_10_length_456294_cov_44.2026_ID_19-processed-gene-0.19-mRNA-1_1&gene=genemark-NODE_10_length_456294_cov_44.2026_ID_19-processed-gene-0.19&CDS=1-1452
3891	OG0003891	YPL064C	snap_masked-NODE_10_length_456294_cov_44.2026_ID_19-processed-gene-0.50-mRNA-1_1&gene=snap_masked-NODE_10_length_456294_cov_44.2026_ID_19-processed-gene-0.50&CDS=1-1008
3892	OG0003892	YPL065W	augustus_masked-NODE_10_length_456294_cov_44.2026_ID_19-processed-gene-0.109-mRNA-1_1&gene=augustus_masked-NODE_10_length_456294_cov_44.2026_ID_19-processed-gene-0.109&CDS=1-699
3893	OG0003893	YPL066W	augustus_masked-NODE_10_length_456294_cov_44.2026_ID_19-processed-gene-0.110-mRNA-1_1&gene=augustus_masked-NODE_10_length_456294_cov_44.2026_ID_19-processed-gene-0.110&CDS=1-1320
3894	OG0003894	YPL067C	augustus_masked-NODE_17_length_344593_cov_46.8687_ID_33-processed-gene-1.104-mRNA-1_1&gene=augustus_masked-NODE_17_length_344593_cov_46.8687_ID_33-processed-gene-1.104&CDS=1-615
3895	OG0003895	YPL068C	augustus_masked-NODE_17_length_344593_cov_46.8687_ID_33-processed-gene-1.105-mRNA-1_1&gene=augustus_masked-NODE_17_length_344593_cov_46.8687_ID_33-processed-gene-1.105&CDS=1-798
3896	OG0003896	YPL069C	augustus_masked-NODE_10_length_456294_cov_44.2026_ID_19-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-NODE_10_length_456294_cov_44.2026_ID_19-processed-gene-0.93&CDS=1-1008
3897	OG0003897	YPL070W	augustus_masked-NODE_17_length_344593_cov_46.8687_ID_33-processed-gene-1.120-mRNA-1_1&gene=augustus_masked-NODE_17_length_344593_cov_46.8687_ID_33-processed-gene-1.120&CDS=1-1923
3898	OG0003898	YPL071C	augustus_masked-NODE_17_length_344593_cov_46.8687_ID_33-processed-gene-1.106-mRNA-1_1&gene=augustus_masked-NODE_17_length_344593_cov_46.8687_ID_33-processed-gene-1.106&CDS=1-456
3899	OG0003899	YPL072W	augustus_masked-NODE_17_length_344593_cov_46.8687_ID_33-processed-gene-2.6-mRNA-1_1&gene=augustus_masked-NODE_17_length_344593_cov_46.8687_ID_33-processed-gene-2.6&CDS=1-1572
3900	OG0003900	YPL075W	snap_masked-NODE_10_length_456294_cov_44.2026_ID_19-processed-gene-0.73-mRNA-1_1&gene=snap_masked-NODE_10_length_456294_cov_44.2026_ID_19-processed-gene-0.73&CDS=1-3186
3901	OG0003901	YPL076W	genemark-NODE_10_length_456294_cov_44.2026_ID_19-processed-gene-0.29-mRNA-1_1&gene=genemark-NODE_10_length_456294_cov_44.2026_ID_19-processed-gene-0.29&CDS=1-864
3902	OG0003902	YPL077C	augustus_masked-NODE_17_length_344593_cov_46.8687_ID_33-processed-gene-2.4-mRNA-1_1&gene=augustus_masked-NODE_17_length_344593_cov_46.8687_ID_33-processed-gene-2.4&CDS=1-624
3903	OG0003903	YPL078C	genemark-NODE_17_length_344593_cov_46.8687_ID_33-processed-gene-2.141-mRNA-1_1&gene=genemark-NODE_17_length_344593_cov_46.8687_ID_33-processed-gene-2.141&CDS=1-708
3904	OG0003904	YPL082C	augustus_masked-NODE_10_length_456294_cov_44.2026_ID_19-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-NODE_10_length_456294_cov_44.2026_ID_19-processed-gene-0.96&CDS=1-5631
3905	OG0003905	YPL083C	augustus_masked-NODE_10_length_456294_cov_44.2026_ID_19-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-NODE_10_length_456294_cov_44.2026_ID_19-processed-gene-0.97&CDS=1-1386
3906	OG0003906	YPL084W	augustus_masked-NODE_17_length_344593_cov_46.8687_ID_33-processed-gene-2.33-mRNA-1_1&gene=augustus_masked-NODE_17_length_344593_cov_46.8687_ID_33-processed-gene-2.33&CDS=1-3828
3907	OG0003907	YPL085W	augustus_masked-NODE_10_length_456294_cov_44.2026_ID_19-processed-gene-0.122-mRNA-1_1&gene=augustus_masked-NODE_10_length_456294_cov_44.2026_ID_19-processed-gene-0.122&CDS=1-6360
3908	OG0003908	YPL086C	augustus_masked-NODE_17_length_344593_cov_46.8687_ID_33-processed-gene-2.12-mRNA-1_1&gene=augustus_masked-NODE_17_length_344593_cov_46.8687_ID_33-processed-gene-2.12&CDS=1-1674
3909	OG0003909	YPL091W	augustus_masked-NODE_9_length_482824_cov_45.7872_ID_17-processed-gene-2.17-mRNA-1_1&gene=augustus_masked-NODE_9_length_482824_cov_45.7872_ID_17-processed-gene-2.17&CDS=1-1407
3910	OG0003910	YPL092W	snap_masked-NODE_10_length_456294_cov_44.2026_ID_19-processed-gene-0.81-mRNA-1_1&gene=snap_masked-NODE_10_length_456294_cov_44.2026_ID_19-processed-gene-0.81&CDS=1-807
3911	OG0003911	YPL093W	augustus_masked-NODE_9_length_482824_cov_45.7872_ID_17-processed-gene-2.16-mRNA-1_1&gene=augustus_masked-NODE_9_length_482824_cov_45.7872_ID_17-processed-gene-2.16&CDS=1-1941
3912	OG0003912	YPL094C	augustus_masked-NODE_10_length_456294_cov_44.2026_ID_19-processed-gene-0.99-mRNA-1_1&gene=augustus_masked-NODE_10_length_456294_cov_44.2026_ID_19-processed-gene-0.99&CDS=1-837
3913	OG0003913	YPL096C-A	augustus_masked-NODE_9_length_482824_cov_45.7872_ID_17-processed-gene-2.37-mRNA-1_1&gene=augustus_masked-NODE_9_length_482824_cov_45.7872_ID_17-processed-gene-2.37&CDS=1-207
3914	OG0003914	YPL096W	augustus_masked-NODE_9_length_482824_cov_45.7872_ID_17-processed-gene-2.15-mRNA-1_1&gene=augustus_masked-NODE_9_length_482824_cov_45.7872_ID_17-processed-gene-2.15&CDS=1-1053
3915	OG0003915	YPL097W	augustus_masked-NODE_9_length_482824_cov_45.7872_ID_17-processed-gene-2.14-mRNA-1_1&gene=augustus_masked-NODE_9_length_482824_cov_45.7872_ID_17-processed-gene-2.14&CDS=1-1374
3916	OG0003916	YPL098C	augustus_masked-NODE_10_length_456294_cov_44.2026_ID_19-processed-gene-1.93-mRNA-1_1&gene=augustus_masked-NODE_10_length_456294_cov_44.2026_ID_19-processed-gene-1.93&CDS=1-351
3917	OG0003917	YPL099C	augustus_masked-NODE_10_length_456294_cov_44.2026_ID_19-processed-gene-1.94-mRNA-1_1&gene=augustus_masked-NODE_10_length_456294_cov_44.2026_ID_19-processed-gene-1.94&CDS=1-558
3918	OG0003918	YPL100W	augustus_masked-NODE_9_length_482824_cov_45.7872_ID_17-processed-gene-2.13-mRNA-1_1&gene=augustus_masked-NODE_9_length_482824_cov_45.7872_ID_17-processed-gene-2.13&CDS=1-1407
3919	OG0003919	YPL101W	augustus_masked-NODE_10_length_456294_cov_44.2026_ID_19-processed-gene-1.96-mRNA-1_1&gene=augustus_masked-NODE_10_length_456294_cov_44.2026_ID_19-processed-gene-1.96&CDS=1-1467
3920	OG0003920	YPL103C	snap_masked-NODE_9_length_482824_cov_45.7872_ID_17-processed-gene-2.84-mRNA-1_1&gene=snap_masked-NODE_9_length_482824_cov_45.7872_ID_17-processed-gene-2.84&CDS=1-1218
3921	OG0003921	YPL104W	maker-NODE_10_length_456294_cov_44.2026_ID_19-augustus-gene-1.90-mRNA-1_1&gene=maker-NODE_10_length_456294_cov_44.2026_ID_19-augustus-gene-1.90&CDS=1-2844
3922	OG0003922	YPL105C	augustus_masked-NODE_10_length_456294_cov_44.2026_ID_19-processed-gene-1.98-mRNA-1_1&gene=augustus_masked-NODE_10_length_456294_cov_44.2026_ID_19-processed-gene-1.98&CDS=1-2769
3923	OG0003923	YPL107W	augustus_masked-NODE_9_length_482824_cov_45.7872_ID_17-processed-gene-2.10-mRNA-1_1&gene=augustus_masked-NODE_9_length_482824_cov_45.7872_ID_17-processed-gene-2.10&CDS=1-636
3924	OG0003924	YPL108W	augustus_masked-NODE_10_length_456294_cov_44.2026_ID_19-processed-gene-1.117-mRNA-1_1&gene=augustus_masked-NODE_10_length_456294_cov_44.2026_ID_19-processed-gene-1.117&CDS=1-495
3925	OG0003925	YPL109C	augustus_masked-NODE_10_length_456294_cov_44.2026_ID_19-processed-gene-1.101-mRNA-1_1&gene=augustus_masked-NODE_10_length_456294_cov_44.2026_ID_19-processed-gene-1.101&CDS=1-2022
3926	OG0003926	YPL110C	augustus_masked-NODE_10_length_456294_cov_44.2026_ID_19-processed-gene-1.102-mRNA-1_1&gene=augustus_masked-NODE_10_length_456294_cov_44.2026_ID_19-processed-gene-1.102&CDS=1-3738
3927	OG0003927	YPL111W	augustus_masked-NODE_10_length_456294_cov_44.2026_ID_19-processed-gene-1.119-mRNA-1_1&gene=augustus_masked-NODE_10_length_456294_cov_44.2026_ID_19-processed-gene-1.119&CDS=1-972
3928	OG0003928	YPL112C	snap_masked-NODE_10_length_456294_cov_44.2026_ID_19-processed-gene-1.56-mRNA-1_1&gene=snap_masked-NODE_10_length_456294_cov_44.2026_ID_19-processed-gene-1.56&CDS=1-969
3929	OG0003929	YPL113C	augustus_masked-NODE_9_length_482824_cov_45.7872_ID_17-processed-gene-2.31-mRNA-1_1&gene=augustus_masked-NODE_9_length_482824_cov_45.7872_ID_17-processed-gene-2.31&CDS=1-1182
3930	OG0003930	YPL116W	augustus_masked-NODE_9_length_482824_cov_45.7872_ID_17-processed-gene-2.8-mRNA-1_1&gene=augustus_masked-NODE_9_length_482824_cov_45.7872_ID_17-processed-gene-2.8&CDS=1-2112
3931	OG0003931	YPL117C	augustus_masked-NODE_9_length_482824_cov_45.7872_ID_17-processed-gene-2.6-mRNA-1_1&gene=augustus_masked-NODE_9_length_482824_cov_45.7872_ID_17-processed-gene-2.6&CDS=1-831
3932	OG0003932	YPL118W	augustus_masked-NODE_1_length_1092456_cov_45.7163_ID_1-processed-gene-6.2-mRNA-1_1&gene=augustus_masked-NODE_1_length_1092456_cov_45.7163_ID_1-processed-gene-6.2&CDS=1-1101
3933	OG0003933	YPL120W	augustus_masked-NODE_9_length_482824_cov_45.7872_ID_17-processed-gene-2.2-mRNA-1_1&gene=augustus_masked-NODE_9_length_482824_cov_45.7872_ID_17-processed-gene-2.2&CDS=1-1476
3934	OG0003934	YPL121C	snap_masked-NODE_9_length_482824_cov_45.7872_ID_17-processed-gene-2.52-mRNA-1_1&gene=snap_masked-NODE_9_length_482824_cov_45.7872_ID_17-processed-gene-2.52&CDS=1-678
3935	OG0003935	YPL122C	augustus_masked-NODE_9_length_482824_cov_45.7872_ID_17-processed-gene-1.43-mRNA-1_1&gene=augustus_masked-NODE_9_length_482824_cov_45.7872_ID_17-processed-gene-1.43&CDS=1-1512
3936	OG0003936	YPL123C	augustus_masked-NODE_3_length_802396_cov_46.7242_ID_5-processed-gene-1.32-mRNA-1_1&gene=augustus_masked-NODE_3_length_802396_cov_46.7242_ID_5-processed-gene-1.32&CDS=1-1326
3937	OG0003937	YPL125W	augustus_masked-NODE_3_length_802396_cov_46.7242_ID_5-processed-gene-1.13-mRNA-1_1&gene=augustus_masked-NODE_3_length_802396_cov_46.7242_ID_5-processed-gene-1.13&CDS=1-3093
3938	OG0003938	YPL126W	augustus_masked-NODE_16_length_355820_cov_45.0507_ID_31-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-NODE_16_length_355820_cov_45.0507_ID_31-processed-gene-0.30&CDS=1-2670
3939	OG0003939	YPL127C	augustus_masked-NODE_16_length_355820_cov_45.0507_ID_31-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-NODE_16_length_355820_cov_45.0507_ID_31-processed-gene-0.8&CDS=1-642
3940	OG0003940	YPL128C	snap_masked-NODE_16_length_355820_cov_45.0507_ID_31-processed-gene-0.51-mRNA-1_1&gene=snap_masked-NODE_16_length_355820_cov_45.0507_ID_31-processed-gene-0.51&CDS=1-1587
3941	OG0003941	YPL129W	snap_masked-NODE_16_length_355820_cov_45.0507_ID_31-processed-gene-0.73-mRNA-1_1&gene=snap_masked-NODE_16_length_355820_cov_45.0507_ID_31-processed-gene-0.73&CDS=1-708
3942	OG0003942	YPL131W	augustus_masked-NODE_16_length_355820_cov_45.0507_ID_31-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-NODE_16_length_355820_cov_45.0507_ID_31-processed-gene-0.35&CDS=1-891
3943	OG0003943	YPL132W	augustus_masked-NODE_3_length_802396_cov_46.7242_ID_5-processed-gene-1.8-mRNA-1_1&gene=augustus_masked-NODE_3_length_802396_cov_46.7242_ID_5-processed-gene-1.8&CDS=1-900
3944	OG0003944	YPL133C	augustus_masked-NODE_3_length_802396_cov_46.7242_ID_5-processed-gene-1.28-mRNA-1_1&gene=augustus_masked-NODE_3_length_802396_cov_46.7242_ID_5-processed-gene-1.28&CDS=1-1413
3945	OG0003945	YPL134C	augustus_masked-NODE_16_length_355820_cov_45.0507_ID_31-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-NODE_16_length_355820_cov_45.0507_ID_31-processed-gene-0.12&CDS=1-924
3946	OG0003946	YPL138C	augustus_masked-NODE_12_length_391236_cov_46.4623_ID_23-processed-gene-2.191-mRNA-1_1&gene=augustus_masked-NODE_12_length_391236_cov_46.4623_ID_23-processed-gene-2.191&CDS=1-1056
3947	OG0003947	YPL144W	snap_masked-NODE_16_length_355820_cov_45.0507_ID_31-processed-gene-0.81-mRNA-1_1&gene=snap_masked-NODE_16_length_355820_cov_45.0507_ID_31-processed-gene-0.81&CDS=1-453
3948	OG0003948	YPL146C	augustus_masked-NODE_12_length_391236_cov_46.4623_ID_23-processed-gene-2.194-mRNA-1_1&gene=augustus_masked-NODE_12_length_391236_cov_46.4623_ID_23-processed-gene-2.194&CDS=1-1368
3949	OG0003949	YPL147W	genemark-NODE_12_length_391236_cov_46.4623_ID_23-processed-gene-2.44-mRNA-1_1&gene=genemark-NODE_12_length_391236_cov_46.4623_ID_23-processed-gene-2.44&CDS=1-2742
3950	OG0003950	YPL148C	snap_masked-NODE_16_length_355820_cov_45.0507_ID_31-processed-gene-0.61-mRNA-1_1&gene=snap_masked-NODE_16_length_355820_cov_45.0507_ID_31-processed-gene-0.61&CDS=1-615
3951	OG0003951	YPL149W	augustus_masked-NODE_12_length_391236_cov_46.4623_ID_23-processed-gene-2.231-mRNA-1_1&gene=augustus_masked-NODE_12_length_391236_cov_46.4623_ID_23-processed-gene-2.231&CDS=1-876
3952	OG0003952	YPL150W	augustus_masked-NODE_16_length_355820_cov_45.0507_ID_31-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-NODE_16_length_355820_cov_45.0507_ID_31-processed-gene-0.40&CDS=1-2613
3953	OG0003953	YPL151C	augustus_masked-NODE_16_length_355820_cov_45.0507_ID_31-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-NODE_16_length_355820_cov_45.0507_ID_31-processed-gene-0.23&CDS=1-1242
