	OrthologID	Millerozyma_acaciae	Saccharomyces_cerevisiae
2591	OG0002591	-processed-gene-13.73-mRNA-1_1&gene=genemark-gi|1002316187|dbj|BCKO01000002.1|-processed-gene-13.73&CDS=1-1602	YDR473C
2592	OG0002592	-processed-gene-13.96-mRNA-1_1&gene=augustus_masked-gi|1002316187|dbj|BCKO01000002.1|-processed-gene-13.96&CDS=1-10047	YDR457W
2593	OG0002593	-processed-gene-13.32-mRNA-1_1&gene=snap_masked-gi|1002316187|dbj|BCKO01000002.1|-processed-gene-13.32&CDS=1-1941	YBR096W
2594	OG0002594	-processed-gene-13.59-mRNA-1_1&gene=genemark-gi|1002316187|dbj|BCKO01000002.1|-processed-gene-13.59&CDS=1-528	YLR370C
2595	OG0002595	-processed-gene-13.60-mRNA-1_1&gene=genemark-gi|1002316187|dbj|BCKO01000002.1|-processed-gene-13.60&CDS=1-753	YDR410C
2596	OG0002596	-processed-gene-13.61-mRNA-1_1&gene=genemark-gi|1002316187|dbj|BCKO01000002.1|-processed-gene-13.61&CDS=1-918	YMR241W
2597	OG0002597	-processed-gene-13.79-mRNA-1_1&gene=genemark-gi|1002316187|dbj|BCKO01000002.1|-processed-gene-13.79&CDS=1-1323	YOR307C
2598	OG0002598	-processed-gene-13.62-mRNA-1_1&gene=genemark-gi|1002316187|dbj|BCKO01000002.1|-processed-gene-13.62&CDS=1-1992	YDR456W
2599	OG0002599	-processed-gene-13.80-mRNA-1_1&gene=genemark-gi|1002316187|dbj|BCKO01000002.1|-processed-gene-13.80&CDS=1-1968	YML031W
2600	OG0002600	-augustus-gene-13.2-mRNA-1_1&gene=maker-gi|1002316187|dbj|BCKO01000002.1|-augustus-gene-13.2&CDS=1-2745	YDR386W
2601	OG0002601	-processed-gene-13.101-mRNA-1_1&gene=augustus_masked-gi|1002316187|dbj|BCKO01000002.1|-processed-gene-13.101&CDS=1-270	YOR159C
2602	OG0002602	-snap-gene-13.42-mRNA-1_1&gene=maker-gi|1002316187|dbj|BCKO01000002.1|-snap-gene-13.42&CDS=1-2811	YPR066W
2603	OG0002603	-processed-gene-13.83-mRNA-1_1&gene=genemark-gi|1002316187|dbj|BCKO01000002.1|-processed-gene-13.83&CDS=1-1308	YGR110W
2604	OG0002604	-processed-gene-13.66-mRNA-1_1&gene=genemark-gi|1002316187|dbj|BCKO01000002.1|-processed-gene-13.66&CDS=1-1599	YBR288C
2605	OG0002605	-processed-gene-14.119-mRNA-1_1&gene=genemark-gi|1002316187|dbj|BCKO01000002.1|-processed-gene-14.119&CDS=1-2352	YKL134C
2606	OG0002606	-processed-gene-14.144-mRNA-1_1&gene=genemark-gi|1002316187|dbj|BCKO01000002.1|-processed-gene-14.144&CDS=1-486	YBL107C
2607	OG0002607	-augustus-gene-14.102-mRNA-1_1&gene=maker-gi|1002316187|dbj|BCKO01000002.1|-augustus-gene-14.102&CDS=1-2661	YKR035W-A
2608	OG0002608	-processed-gene-14.145-mRNA-1_1&gene=genemark-gi|1002316187|dbj|BCKO01000002.1|-processed-gene-14.145&CDS=1-1557	YOR132W
2609	OG0002609	-augustus-gene-14.106-mRNA-1_1&gene=maker-gi|1002316187|dbj|BCKO01000002.1|-augustus-gene-14.106&CDS=1-2061	YDR470C
2610	OG0002610	-processed-gene-14.123-mRNA-1_1&gene=genemark-gi|1002316187|dbj|BCKO01000002.1|-processed-gene-14.123&CDS=1-693	YDR468C
2611	OG0002611	-processed-gene-14.124-mRNA-1_1&gene=genemark-gi|1002316187|dbj|BCKO01000002.1|-processed-gene-14.124&CDS=1-981	YDR392W
2612	OG0002612	-processed-gene-14.28-mRNA-1_1&gene=snap_masked-gi|1002316187|dbj|BCKO01000002.1|-processed-gene-14.28&CDS=1-2982	YOR144C
2613	OG0002613	-processed-gene-14.125-mRNA-1_1&gene=genemark-gi|1002316187|dbj|BCKO01000002.1|-processed-gene-14.125&CDS=1-876	YOR148C
2614	OG0002614	-processed-gene-14.126-mRNA-1_1&gene=genemark-gi|1002316187|dbj|BCKO01000002.1|-processed-gene-14.126&CDS=1-771	YOR145C
2615	OG0002615	-processed-gene-14.150-mRNA-1_1&gene=genemark-gi|1002316187|dbj|BCKO01000002.1|-processed-gene-14.150&CDS=1-621	YHR013C
2616	OG0002616	-processed-gene-14.151-mRNA-1_1&gene=genemark-gi|1002316187|dbj|BCKO01000002.1|-processed-gene-14.151&CDS=1-741	YDR472W
2617	OG0002617	-processed-gene-14.128-mRNA-1_1&gene=genemark-gi|1002316187|dbj|BCKO01000002.1|-processed-gene-14.128&CDS=1-1326	YOR023C
2618	OG0002618	-processed-gene-14.33-mRNA-1_1&gene=snap_masked-gi|1002316187|dbj|BCKO01000002.1|-processed-gene-14.33&CDS=1-1638	YHR109W
2619	OG0002619	-processed-gene-14.130-mRNA-1_1&gene=genemark-gi|1002316187|dbj|BCKO01000002.1|-processed-gene-14.130&CDS=1-840	YLR192C
2620	OG0002620	-processed-gene-14.87-mRNA-1_1&gene=augustus_masked-gi|1002316187|dbj|BCKO01000002.1|-processed-gene-14.87&CDS=1-8577	YKL215C
2621	OG0002621	-processed-gene-14.157-mRNA-1_1&gene=genemark-gi|1002316187|dbj|BCKO01000002.1|-processed-gene-14.157&CDS=1-1122	YOR006C
2622	OG0002622	-processed-gene-14.158-mRNA-1_1&gene=genemark-gi|1002316187|dbj|BCKO01000002.1|-processed-gene-14.158&CDS=1-1275	YJL026W
2623	OG0002623	-processed-gene-14.132-mRNA-1_1&gene=genemark-gi|1002316187|dbj|BCKO01000002.1|-processed-gene-14.132&CDS=1-2820	YOR005C
2624	OG0002624	-augustus-gene-14.105-mRNA-1_1&gene=maker-gi|1002316187|dbj|BCKO01000002.1|-augustus-gene-14.105&CDS=1-2451	YDR394W
2625	OG0002625	-processed-gene-14.160-mRNA-1_1&gene=genemark-gi|1002316187|dbj|BCKO01000002.1|-processed-gene-14.160&CDS=1-1599	YOR149C
2626	OG0002626	-processed-gene-14.161-mRNA-1_1&gene=genemark-gi|1002316187|dbj|BCKO01000002.1|-processed-gene-14.161&CDS=1-2010	YDR398W
2627	OG0002627	-processed-gene-14.138-mRNA-1_1&gene=genemark-gi|1002316187|dbj|BCKO01000002.1|-processed-gene-14.138&CDS=1-456	YDR397C
2628	OG0002628	-processed-gene-14.93-mRNA-1_1&gene=augustus_masked-gi|1002316187|dbj|BCKO01000002.1|-processed-gene-14.93&CDS=1-273	YER074W-A
2629	OG0002629	-processed-gene-14.139-mRNA-1_1&gene=genemark-gi|1002316187|dbj|BCKO01000002.1|-processed-gene-14.139&CDS=1-954	YMR055C
2630	OG0002630	-processed-gene-14.140-mRNA-1_1&gene=genemark-gi|1002316187|dbj|BCKO01000002.1|-processed-gene-14.140&CDS=1-618	YDR399W
2631	OG0002631	-processed-gene-14.163-mRNA-1_1&gene=genemark-gi|1002316187|dbj|BCKO01000002.1|-processed-gene-14.163&CDS=1-1062	YGR048W
2632	OG0002632	-processed-gene-14.141-mRNA-1_1&gene=genemark-gi|1002316187|dbj|BCKO01000002.1|-processed-gene-14.141&CDS=1-864	YCL031C
2633	OG0002633	-processed-gene-14.142-mRNA-1_1&gene=genemark-gi|1002316187|dbj|BCKO01000002.1|-processed-gene-14.142&CDS=1-852	YMR289W
2634	OG0002634	-processed-gene-14.165-mRNA-1_1&gene=genemark-gi|1002316187|dbj|BCKO01000002.1|-processed-gene-14.165&CDS=1-927	YGR208W
2635	OG0002635	-processed-gene-14.76-mRNA-1_1&gene=augustus_masked-gi|1002316187|dbj|BCKO01000002.1|-processed-gene-14.76&CDS=1-582	YER071C
2636	OG0002636	-processed-gene-14.100-mRNA-1_1&gene=augustus_masked-gi|1002316187|dbj|BCKO01000002.1|-processed-gene-14.100&CDS=1-1398	YJL025W
2637	OG0002637	-processed-gene-15.7-mRNA-1_1&gene=genemark-gi|1002316187|dbj|BCKO01000002.1|-processed-gene-15.7&CDS=1-966	YKL095W
2638	OG0002638	-processed-gene-15.8-mRNA-1_1&gene=genemark-gi|1002316187|dbj|BCKO01000002.1|-processed-gene-15.8&CDS=1-2517	YIL068C
2639	OG0002639	-processed-gene-15.98-mRNA-1_1&gene=snap_masked-gi|1002316187|dbj|BCKO01000002.1|-processed-gene-15.98&CDS=1-3933	YGR178C
2640	OG0002640	-processed-gene-15.30-mRNA-1_1&gene=genemark-gi|1002316187|dbj|BCKO01000002.1|-processed-gene-15.30&CDS=1-345	YER072W
2641	OG0002641	-processed-gene-15.31-mRNA-1_1&gene=genemark-gi|1002316187|dbj|BCKO01000002.1|-processed-gene-15.31&CDS=1-4233	YOR291W
2642	OG0002642	-processed-gene-15.11-mRNA-1_1&gene=genemark-gi|1002316187|dbj|BCKO01000002.1|-processed-gene-15.11&CDS=1-1644	YMR227C
2643	OG0002643	-augustus-gene-15.89-mRNA-1_1&gene=maker-gi|1002316187|dbj|BCKO01000002.1|-augustus-gene-15.89&CDS=1-2550	YKL033W-A
2644	OG0002644	-processed-gene-15.104-mRNA-1_1&gene=snap_masked-gi|1002316187|dbj|BCKO01000002.1|-processed-gene-15.104&CDS=1-5115	YMR229C
2645	OG0002645	-processed-gene-15.32-mRNA-1_1&gene=genemark-gi|1002316187|dbj|BCKO01000002.1|-processed-gene-15.32&CDS=1-1188	YMR243C
2646	OG0002646	-processed-gene-15.34-mRNA-1_1&gene=genemark-gi|1002316187|dbj|BCKO01000002.1|-processed-gene-15.34&CDS=1-1455	YKL175W
2647	OG0002647	-processed-gene-15.35-mRNA-1_1&gene=genemark-gi|1002316187|dbj|BCKO01000002.1|-processed-gene-15.35&CDS=1-1320	YKL077W
2648	OG0002648	-processed-gene-15.36-mRNA-1_1&gene=genemark-gi|1002316187|dbj|BCKO01000002.1|-processed-gene-15.36&CDS=1-1065	YMR060C
2649	OG0002649	-processed-gene-15.20-mRNA-1_1&gene=genemark-gi|1002316187|dbj|BCKO01000002.1|-processed-gene-15.20&CDS=1-2235	YMR061W
2650	OG0002650	-processed-gene-15.37-mRNA-1_1&gene=genemark-gi|1002316187|dbj|BCKO01000002.1|-processed-gene-15.37&CDS=1-1092	YMR228W
2651	OG0002651	-snap-gene-15.2-mRNA-1_1&gene=maker-gi|1002316187|dbj|BCKO01000002.1|-snap-gene-15.2&CDS=1-1197	YGR058W
2652	OG0002652	-processed-gene-15.42-mRNA-1_1&gene=genemark-gi|1002316187|dbj|BCKO01000002.1|-processed-gene-15.42&CDS=1-6579	YFL007W
2653	OG0002653	-processed-gene-15.26-mRNA-1_1&gene=genemark-gi|1002316187|dbj|BCKO01000002.1|-processed-gene-15.26&CDS=1-1830	YER036C
2654	OG0002654	-processed-gene-15.27-mRNA-1_1&gene=genemark-gi|1002316187|dbj|BCKO01000002.1|-processed-gene-15.27&CDS=1-1242	YDL033C
2655	OG0002655	-processed-gene-15.43-mRNA-1_1&gene=genemark-gi|1002316187|dbj|BCKO01000002.1|-processed-gene-15.43&CDS=1-1668	YHL027W
2656	OG0002656	-processed-gene-15.44-mRNA-1_1&gene=genemark-gi|1002316187|dbj|BCKO01000002.1|-processed-gene-15.44&CDS=1-1431	YHL028W
2657	OG0002657	-augustus-gene-15.93-mRNA-1_1&gene=maker-gi|1002316187|dbj|BCKO01000002.1|-augustus-gene-15.93&CDS=1-5511	YPL006W
2658	OG0002658	-processed-gene-15.72-mRNA-1_1&gene=augustus_masked-gi|1002316187|dbj|BCKO01000002.1|-processed-gene-15.72&CDS=1-1059	YHR144C
2659	OG0002659	-processed-gene-15.47-mRNA-1_1&gene=genemark-gi|1002316187|dbj|BCKO01000002.1|-processed-gene-15.47&CDS=1-699	YNL168C
2660	OG0002660	-processed-gene-16.8-mRNA-1_1&gene=genemark-gi|1002316187|dbj|BCKO01000002.1|-processed-gene-16.8&CDS=1-1740	YFR037C
2661	OG0002661	-processed-gene-16.7-mRNA-1_1&gene=genemark-gi|1002316187|dbj|BCKO01000002.1|-processed-gene-16.7&CDS=1-3636	YIL026C
2662	OG0002662	-processed-gene-16.125-mRNA-1_1&gene=augustus_masked-gi|1002316187|dbj|BCKO01000002.1|-processed-gene-16.125&CDS=1-1584	YDR429C
2663	OG0002663	-processed-gene-16.53-mRNA-1_1&gene=genemark-gi|1002316187|dbj|BCKO01000002.1|-processed-gene-16.53&CDS=1-855	YDR432W
2664	OG0002664	-processed-gene-16.56-mRNA-1_1&gene=genemark-gi|1002316187|dbj|BCKO01000002.1|-processed-gene-16.56&CDS=1-2679	YMR165C
2665	OG0002665	-processed-gene-16.171-mRNA-1_1&gene=snap_masked-gi|1002316187|dbj|BCKO01000002.1|-processed-gene-16.171&CDS=1-3549	YFR002W
2666	OG0002666	-processed-gene-16.217-mRNA-1_1&gene=snap_masked-gi|1002316187|dbj|BCKO01000002.1|-processed-gene-16.217&CDS=1-2514	YPL008W
2667	OG0002667	-processed-gene-16.15-mRNA-1_1&gene=genemark-gi|1002316187|dbj|BCKO01000002.1|-processed-gene-16.15&CDS=1-1215	YDR427W
2668	OG0002668	-augustus-gene-16.164-mRNA-1_1&gene=maker-gi|1002316187|dbj|BCKO01000002.1|-augustus-gene-16.164&CDS=1-2988	YOL058W
2669	OG0002669	-processed-gene-16.17-mRNA-1_1&gene=genemark-gi|1002316187|dbj|BCKO01000002.1|-processed-gene-16.17&CDS=1-840	YNL056W
2670	OG0002670	-processed-gene-16.223-mRNA-1_1&gene=snap_masked-gi|1002316187|dbj|BCKO01000002.1|-processed-gene-16.223&CDS=1-786	YPR143W
2671	OG0002671	-processed-gene-16.18-mRNA-1_1&gene=genemark-gi|1002316187|dbj|BCKO01000002.1|-processed-gene-16.18&CDS=1-2214	YPR141C
2672	OG0002672	-processed-gene-16.68-mRNA-1_1&gene=genemark-gi|1002316187|dbj|BCKO01000002.1|-processed-gene-16.68&CDS=1-1224	YPR140W
2673	OG0002673	-processed-gene-16.20-mRNA-1_1&gene=genemark-gi|1002316187|dbj|BCKO01000002.1|-processed-gene-16.20&CDS=1-1821	YGR103W
2674	OG0002674	-processed-gene-16.70-mRNA-1_1&gene=genemark-gi|1002316187|dbj|BCKO01000002.1|-processed-gene-16.70&CDS=1-1131	YGR105W
2675	OG0002675	-processed-gene-16.71-mRNA-1_1&gene=genemark-gi|1002316187|dbj|BCKO01000002.1|-processed-gene-16.71&CDS=1-1329	YNL280C
2676	OG0002676	-processed-gene-16.24-mRNA-1_1&gene=genemark-gi|1002316187|dbj|BCKO01000002.1|-processed-gene-16.24&CDS=1-1167	YOR063W
2677	OG0002677	-processed-gene-16.72-mRNA-1_1&gene=genemark-gi|1002316187|dbj|BCKO01000002.1|-processed-gene-16.72&CDS=1-1503	YMR093W
2678	OG0002678	-processed-gene-16.73-mRNA-1_1&gene=genemark-gi|1002316187|dbj|BCKO01000002.1|-processed-gene-16.73&CDS=1-1908	YMR092C
2679	OG0002679	-processed-gene-16.26-mRNA-1_1&gene=genemark-gi|1002316187|dbj|BCKO01000002.1|-processed-gene-16.26&CDS=1-1743	YKR016W
2680	OG0002680	-processed-gene-16.28-mRNA-1_1&gene=genemark-gi|1002316187|dbj|BCKO01000002.1|-processed-gene-16.28&CDS=1-2145	YEL011W
2681	OG0002681	-processed-gene-16.110-mRNA-1_1&gene=augustus_masked-gi|1002316187|dbj|BCKO01000002.1|-processed-gene-16.110&CDS=1-2187	YMR106C
2682	OG0002682	-processed-gene-16.146-mRNA-1_1&gene=augustus_masked-gi|1002316187|dbj|BCKO01000002.1|-processed-gene-16.146&CDS=1-1110	YMR097C
2683	OG0002683	-processed-gene-16.30-mRNA-1_1&gene=genemark-gi|1002316187|dbj|BCKO01000002.1|-processed-gene-16.30&CDS=1-882	YKL110C
2684	OG0002684	-processed-gene-16.77-mRNA-1_1&gene=genemark-gi|1002316187|dbj|BCKO01000002.1|-processed-gene-16.77&CDS=1-741	YKL099C
2685	OG0002685	-augustus-gene-16.160-mRNA-1_1&gene=maker-gi|1002316187|dbj|BCKO01000002.1|-augustus-gene-16.160&CDS=1-3306	YMR098C
2686	OG0002686	-processed-gene-16.78-mRNA-1_1&gene=genemark-gi|1002316187|dbj|BCKO01000002.1|-processed-gene-16.78&CDS=1-1518	YKR023W
2687	OG0002687	-processed-gene-16.35-mRNA-1_1&gene=genemark-gi|1002316187|dbj|BCKO01000002.1|-processed-gene-16.35&CDS=1-1974	YJL106W
2688	OG0002688	-augustus-gene-16.161-mRNA-1_1&gene=maker-gi|1002316187|dbj|BCKO01000002.1|-augustus-gene-16.161&CDS=1-1959	YPR147C
2689	OG0002689	-processed-gene-16.39-mRNA-1_1&gene=genemark-gi|1002316187|dbj|BCKO01000002.1|-processed-gene-16.39&CDS=1-1011	YBR034C
2690	OG0002690	-processed-gene-16.40-mRNA-1_1&gene=genemark-gi|1002316187|dbj|BCKO01000002.1|-processed-gene-16.40&CDS=1-387	YCL033C
2691	OG0002691	-processed-gene-16.79-mRNA-1_1&gene=genemark-gi|1002316187|dbj|BCKO01000002.1|-processed-gene-16.79&CDS=1-948	YDL015C
2692	OG0002692	-augustus-gene-16.162-mRNA-1_1&gene=maker-gi|1002316187|dbj|BCKO01000002.1|-augustus-gene-16.162&CDS=1-609	YOR298C-A
2693	OG0002693	-processed-gene-16.45-mRNA-1_1&gene=genemark-gi|1002316187|dbj|BCKO01000002.1|-processed-gene-16.45&CDS=1-675	YKR014C
2694	OG0002694	-processed-gene-16.81-mRNA-1_1&gene=genemark-gi|1002316187|dbj|BCKO01000002.1|-processed-gene-16.81&CDS=1-945	YKR030W
2695	OG0002695	-processed-gene-16.83-mRNA-1_1&gene=genemark-gi|1002316187|dbj|BCKO01000002.1|-processed-gene-16.83&CDS=1-3702	YKR017C
2696	OG0002696	-processed-gene-16.48-mRNA-1_1&gene=genemark-gi|1002316187|dbj|BCKO01000002.1|-processed-gene-16.48&CDS=1-381	YJL104W
2697	OG0002697	-processed-gene-0.25-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-0.25&CDS=1-1707	YLR023C
2698	OG0002698	-processed-gene-0.14-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-0.14&CDS=1-1620	YNR053C
2699	OG0002699	-augustus-gene-0.37-mRNA-1_1&gene=maker-gi|1002316188|dbj|BCKO01000001.1|-augustus-gene-0.37&CDS=1-8718	YCR093W
2700	OG0002700	-processed-gene-0.15-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-0.15&CDS=1-708	YMR132C
2701	OG0002701	-processed-gene-1.47-mRNA-1_1&gene=augustus_masked-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-1.47&CDS=1-3012	YLR038C
2702	OG0002702	-processed-gene-1.80-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-1.80&CDS=1-1149	YFL030W
2703	OG0002703	-processed-gene-1.82-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-1.82&CDS=1-4335	YNL088W
2704	OG0002704	-processed-gene-1.87-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-1.87&CDS=1-894	YMR234W
2705	OG0002705	-processed-gene-1.88-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-1.88&CDS=1-2064	YLL035W
2706	OG0002706	-processed-gene-1.107-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-1.107&CDS=1-2622	YFL047W
2707	OG0002707	-processed-gene-1.92-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-1.92&CDS=1-2469	YHL023C
2708	OG0002708	-processed-gene-1.69-mRNA-1_1&gene=augustus_masked-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-1.69&CDS=1-7341	YHR165C
2709	OG0002709	-processed-gene-1.94-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-1.94&CDS=1-1743	YMR296C
2710	OG0002710	-processed-gene-1.110-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-1.110&CDS=1-1779	YHR166C
2711	OG0002711	-processed-gene-1.96-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-1.96&CDS=1-2334	YLR304C
2712	OG0002712	-processed-gene-1.59-mRNA-1_1&gene=augustus_masked-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-1.59&CDS=1-3396	YJL102W
2713	OG0002713	-processed-gene-1.99-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-1.99&CDS=1-774	YPR060C
2714	OG0002714	-processed-gene-1.73-mRNA-1_1&gene=augustus_masked-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-1.73&CDS=1-3405	YPR179C
2715	OG0002715	-processed-gene-1.102-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-1.102&CDS=1-1689	YOR067C
2716	OG0002716	-processed-gene-1.63-mRNA-1_1&gene=augustus_masked-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-1.63&CDS=1-3021	YIR002C
2717	OG0002717	-processed-gene-1.104-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-1.104&CDS=1-537	YER007C-A
2718	OG0002718	-processed-gene-1.118-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-1.118&CDS=1-3039	YER006W
2719	OG0002719	-processed-gene-1.119-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-1.119&CDS=1-2007	YER005W
2720	OG0002720	-processed-gene-2.3-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-2.3&CDS=1-4068	YER008C
2721	OG0002721	-processed-gene-2.4-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-2.4&CDS=1-798	YBR171W
2722	OG0002722	-processed-gene-2.5-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-2.5&CDS=1-657	YKL142W
2723	OG0002723	-processed-gene-2.59-mRNA-1_1&gene=augustus_masked-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-2.59&CDS=1-3093	YFL025C
2724	OG0002724	-processed-gene-2.32-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-2.32&CDS=1-708	YIR005W
2725	OG0002725	-processed-gene-2.8-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-2.8&CDS=1-2481	YMR049C
2726	OG0002726	-processed-gene-2.9-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-2.9&CDS=1-846	YNL055C
2727	OG0002727	-processed-gene-2.10-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-2.10&CDS=1-1194	YJL006C
2728	OG0002728	-processed-gene-2.34-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-2.34&CDS=1-642	YJL030W
2729	OG0002729	-processed-gene-2.67-mRNA-1_1&gene=augustus_masked-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-2.67&CDS=1-3186	YJL010C
2730	OG0002730	-processed-gene-2.35-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-2.35&CDS=1-2028	YPL104W
2731	OG0002731	-processed-gene-2.13-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-2.13&CDS=1-1308	YBR199W
2732	OG0002732	-processed-gene-2.37-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-2.37&CDS=1-1545	YOR056C
2733	OG0002733	-snap-gene-2.48-mRNA-1_1&gene=maker-gi|1002316188|dbj|BCKO01000001.1|-snap-gene-2.48&CDS=1-2007	YIR038C
2734	OG0002734	-processed-gene-2.113-mRNA-1_1&gene=snap_masked-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-2.113&CDS=1-2148	YDR295C
2735	OG0002735	-processed-gene-2.114-mRNA-1_1&gene=snap_masked-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-2.114&CDS=1-1791	YDR294C
2736	OG0002736	-processed-gene-2.115-mRNA-1_1&gene=snap_masked-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-2.115&CDS=1-3276	YDR352W
2737	OG0002737	-processed-gene-2.18-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-2.18&CDS=1-3045	YOR058C
2738	OG0002738	-processed-gene-2.40-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-2.40&CDS=1-1656	YKR072C
2739	OG0002739	-processed-gene-2.21-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-2.21&CDS=1-1215	YPL048W
2740	OG0002740	-processed-gene-2.22-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-2.22&CDS=1-1110	YPL050C
2741	OG0002741	-processed-gene-2.23-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-2.23&CDS=1-1923	YPL093W
2742	OG0002742	-processed-gene-2.24-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-2.24&CDS=1-1365	YPL054W
2743	OG0002743	-processed-gene-2.42-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-2.42&CDS=1-852	YBR185C
2744	OG0002744	-processed-gene-2.25-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-2.25&CDS=1-1662	YPL086C
2745	OG0002745	-processed-gene-2.43-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-2.43&CDS=1-2097	YMR216C
2746	OG0002746	-snap-gene-2.50-mRNA-1_1&gene=maker-gi|1002316188|dbj|BCKO01000001.1|-snap-gene-2.50&CDS=1-2646	YOR099W
2747	OG0002747	-snap-gene-2.51-mRNA-1_1&gene=maker-gi|1002316188|dbj|BCKO01000001.1|-snap-gene-2.51&CDS=1-1821	YDL139C
2748	OG0002748	-processed-gene-3.84-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-3.84&CDS=1-1824	YGR123C
2749	OG0002749	-processed-gene-3.46-mRNA-1_1&gene=augustus_masked-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-3.46&CDS=1-3627	YDL145C
2750	OG0002750	-processed-gene-3.47-mRNA-1_1&gene=augustus_masked-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-3.47&CDS=1-4065	YEL040W
2751	OG0002751	-processed-gene-3.110-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-3.110&CDS=1-1221	YDL133W
2752	OG0002752	-processed-gene-3.89-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-3.89&CDS=1-1065	YDL183C
2753	OG0002753	-processed-gene-3.111-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-3.111&CDS=1-1848	YDL185W
2754	OG0002754	-processed-gene-3.114-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-3.114&CDS=1-1047	YDL134C
2755	OG0002755	-processed-gene-3.117-mRNA-1_1&gene=genemark-gi|1002316188|dbj|BCKO01000001.1|-processed-gene-3.117&CDS=1-1437	YBR162C
